ethnic_group,age_range,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target
Asian,51-65,C,C,E,-100.68934204117362,E,E,-163.89865869818655,118.15671869284658,-260.7305769286225,1
Hispanic,36-50,B,B,C,-13.085463138336584,D,C,79.60528720094916,24.05870158165993,-83.36342522446029,0
Black,36-50,A,B,C,128.9997725970519,D,C,-125.99276386801834,-77.20046978622929,255.1989941968833,1
Hispanic,36-50,A,A,A,99.0746767338959,E,C,181.73185480134663,-76.47740503009454,-134.3501595185493,0
White,26-35,B,C,C,-94.84325295646585,D,B,51.9104541251276,66.83039174172649,-158.04154676781505,1
Other,18-25,E,C,D,105.71602254091974,A,D,47.348242862696594,-96.04523464679464,-45.858989577718575,1
Other,26-35,E,C,A,19.879482113273937,D,D,57.19925777099684,65.96501876788768,166.95854143765425,0
White,65+,E,E,A,42.620839548622946,B,B,147.06077048088457,119.433207872919,-197.92609494431014,0
White,51-65,D,C,B,194.49626179195815,C,E,23.698847876702803,-110.56805117086182,-9.162770422913399,0
White,65+,E,B,C,-156.71748436410758,C,C,0.853103086028325,-30.28703483387143,-58.114149125799884,0
Black,51-65,B,D,E,65.79853947619532,A,C,128.84083772974094,129.97274007513613,31.55288429530666,0
African American,36-50,D,A,D,25.600945024542654,C,D,64.32772123489143,-170.47341806567553,133.52571178208598,1
Hispanic,36-50,E,C,D,78.79267751844979,E,E,-141.1392467838576,62.21783233309761,-43.15696521014656,0
Hispanic,36-50,E,D,C,90.55004351964638,B,E,-10.63449110181991,-110.30319715579043,-141.1377204283954,1
African American,51-65,E,E,E,63.108119398808505,B,A,41.182210990041625,-57.54441036145448,-201.6444953508594,1
Asian,51-65,B,D,D,-92.13228080920362,D,B,-92.93606996424735,158.726912092656,32.22851845592022,0
White,65+,A,A,B,-43.370712998421716,B,E,-113.60468205611997,66.04217779906,34.82766618742284,0
Other,36-50,E,D,B,-87.28321298426107,E,D,-71.08046439228718,239.55209085409922,-50.656497900815666,0
Black,18-25,D,E,D,-56.12183164845859,B,C,139.6471918296195,-68.98245236659002,-153.5406652780155,1
African American,36-50,D,A,E,-141.09479536087403,B,D,65.65099406385343,19.58354499838292,68.50951858939968,1
Asian,36-50,C,C,A,23.901241887155507,E,B,-17.719679200031834,123.92836768013305,38.95789818056023,1
Other,51-65,B,A,B,-30.719533897858774,C,C,-43.978453374155215,170.77064014814255,101.81227914300396,1
Asian,51-65,A,B,A,-19.04968055420246,D,E,202.33988006079818,-33.893662843659236,72.91988284334334,1
African American,51-65,D,E,C,127.67237790243229,C,E,-3.3859377876884986,40.649262405242084,79.52174226582788,0
Black,36-50,D,B,D,162.23276686329731,B,D,51.21000845159342,75.15111049033507,-95.352439563807,0
Black,26-35,B,E,E,97.11010044159758,E,D,48.119180803155984,-6.876472725142562,108.86851646993092,0
Other,36-50,A,B,C,36.050386746913084,D,C,-123.40837257411465,-3.2790188851737074,56.56439096103547,0
African American,51-65,A,E,E,-62.437921250720784,C,D,76.29605327149484,-39.415567682315526,-35.79297430358991,0
Hispanic,65+,E,D,A,41.85544880875804,D,A,25.89100862844785,-40.71513337672582,-49.76701550461521,0
Other,36-50,A,D,A,182.00239117452136,D,E,14.672758492757392,-12.084861435418716,159.62562044654294,0
Other,51-65,A,D,D,-9.436103056891938,B,C,29.13132783392764,-35.359324764623686,-12.704771261664977,1
Black,36-50,E,D,A,-44.20534735911832,E,C,-13.87199533870665,-48.14375369178927,-151.6116360314626,1
Other,65+,E,C,B,-89.88607366924703,D,D,-113.82904314472744,-35.99148146142334,-55.659562637480775,1
Black,51-65,D,D,D,112.55517795894183,D,B,-25.112500954221932,-110.11990895129276,130.63201539104782,1
Asian,36-50,D,E,B,12.995636161428633,C,C,-47.57755215412881,-81.89376062344978,-46.476145971488485,0
Black,65+,E,D,D,108.12200436980986,E,E,-144.86913627051445,54.2131379260441,11.724116547767347,1
African American,26-35,A,D,A,-45.8557902386188,A,B,-93.49119158960511,205.69298446277324,-87.6248100358229,0
Hispanic,51-65,D,A,C,13.404350072329018,D,E,-155.82839976825431,128.60823773611847,107.76687868225063,0
Other,36-50,E,B,C,70.26775892218802,C,A,-43.9140245495443,-18.127184999173306,2.519762607682365,1
Hispanic,65+,E,C,C,48.671303087088866,D,C,152.5342967302478,80.06366027027528,-212.52217215825655,1
Black,51-65,C,C,C,45.689573271670916,A,A,30.255893033608615,119.59403107517377,-76.2754251843854,1
White,26-35,B,A,B,9.21369491593684,B,A,-130.6160164186179,29.39310634048323,100.6470910441831,0
African American,36-50,D,E,E,-69.17222807816711,A,A,136.430786243302,-113.48283512075778,-6.270107653885247,0
Other,51-65,E,C,B,-108.58221029767027,B,E,-114.55455254353421,-154.10073403055563,27.957516031859868,0
Other,18-25,B,B,C,-17.598175709013546,D,E,-55.56651944088967,36.71686527022969,115.30658315882505,0
Other,36-50,E,B,C,264.6773911115077,A,C,-189.2050527410437,-67.062549392541,-53.96714827550594,0
Black,65+,A,C,D,85.8613700405835,A,B,88.93478827971558,-173.1012651707195,66.98257955688037,0
Asian,36-50,C,A,B,19.52048946924397,A,D,10.715881916011051,-4.631012688675064,50.85041302512213,0
Asian,18-25,D,E,D,-65.28365225786884,E,C,-4.3346751351526756,-32.8736583793396,-6.877504915303866,1
Hispanic,51-65,A,E,A,155.4219078844805,C,E,-224.0066057414986,147.09395578518104,-268.1525326147251,0
Other,18-25,B,D,C,-12.912972681153523,C,A,36.24892487768954,-71.98208849857383,-165.46351866315769,1
White,36-50,E,D,C,215.99248541445806,A,B,27.49497554287584,144.3509149136351,-56.02132923635054,0
Other,65+,C,B,E,-144.81595086890178,D,B,152.67659756202167,5.633221181683945,105.33265599611383,0
Hispanic,36-50,B,C,E,-235.62646629829302,E,B,111.8002016491757,-64.26450969331519,-35.268136556234275,0
African American,26-35,A,A,D,-31.20999357718095,A,A,-99.77748276902328,61.14233864948713,17.438812367576322,1
Black,36-50,E,C,C,-64.35759644898353,A,E,-33.53148922703284,-114.96234564624399,52.220988436319345,1
Asian,26-35,A,B,E,-84.80902888221709,D,C,99.527028919847,158.61003606072566,-24.545030109227657,0
Black,51-65,A,D,A,-72.91013723155625,B,E,-14.217599449307771,144.02317140368157,-181.95560926520196,1
White,65+,C,C,A,63.256208523645526,C,B,38.544468939672626,85.85541099534277,-55.79871669380502,0
Other,36-50,D,C,D,-34.023683634284325,C,E,64.07705830271965,-231.8249082277502,-203.54707396342997,1
African American,51-65,A,B,C,-16.614484739423695,B,E,183.34429599009994,-68.06780377100512,-53.08875599015603,1
Black,65+,A,A,C,-107.31950421667509,E,E,165.39838492716373,-23.561205513655196,-91.41934306956459,0
Asian,26-35,B,E,B,-90.4665773928749,B,D,-68.82935042060463,-76.83056755846239,-42.132273664043225,0
Other,18-25,B,B,D,32.24956565845763,A,B,73.99412669395501,-57.611535599113985,295.5346439561423,1
Other,51-65,E,B,C,45.001342550924115,E,E,-13.440245060947051,-108.9898445841403,-59.759950332939994,0
Hispanic,51-65,C,E,B,-80.0102823049194,A,C,-17.885834666789453,-6.843822907265437,16.53450689234192,1
African American,26-35,A,B,B,46.1033336333833,D,B,232.2065260577454,-30.11269049468516,-45.36097085509032,1
Black,26-35,D,A,C,24.175755009415806,C,B,12.280818831564112,-119.01623023806376,43.26295561582605,1
Black,26-35,C,D,A,-40.3577649846832,C,C,19.234605051047467,-107.95952787119012,-31.145103875834824,0
Asian,51-65,A,E,E,40.66285862143772,B,D,124.71858987545954,-189.88459537433252,43.23745493515862,0
Other,65+,D,C,A,42.949945526331405,E,E,4.875264072886044,-7.659031657637913,7.600990887561636,1
Asian,36-50,B,D,E,52.15691442154229,D,D,135.78517882609543,-17.63636572689241,-77.14072809271767,1
Other,51-65,C,E,C,-53.03926113999776,D,A,-40.608914850521856,27.628892992412407,60.41077760618596,1
African American,26-35,B,C,B,72.15197737287102,D,D,-36.305177137192935,-3.9278773864707595,167.41895721041274,1
African American,51-65,D,D,A,-131.07034756798492,E,D,174.53460652116195,-43.08884682262233,68.31254649434554,0
Other,51-65,C,B,A,99.73585402356498,E,E,106.53506109534658,-97.47302796787852,-2.564746885347926,1
Asian,51-65,C,A,A,-41.689922587070285,E,E,-111.07304780264624,-48.752425442457934,182.10671261758617,0
White,26-35,A,D,A,-143.59705713435574,C,C,17.770201017760776,-173.96075623798194,-212.536815825109,1
Black,36-50,E,D,E,-33.172767328040706,D,A,-46.555123169182075,32.634522533282336,75.06037758135281,0
White,36-50,D,D,B,-14.793494973218168,E,C,-1.0225803252716361,-103.67323556127958,29.735909932876957,1
Asian,26-35,B,E,C,-144.36124108357495,C,D,-99.10134341475,-42.559664063358696,135.76643379956772,0
Other,18-25,B,A,D,28.646903266084916,C,C,50.88867124786203,-91.07126353570847,202.46555548125576,1
White,18-25,E,A,C,-258.637997585425,C,B,44.25047253521498,-79.203360865939,-26.389330302028462,0
Black,36-50,C,D,E,71.35439351435919,B,B,-117.77099069341436,70.84259770096027,103.21038106412873,0
Hispanic,36-50,B,D,B,-62.62375619515769,A,C,14.156174966614573,26.18905151491928,56.55792994495472,1
Black,36-50,D,C,C,-81.96374589994988,D,C,-92.07612487189229,-145.02844380890113,37.66955396540941,0
Asian,65+,E,D,E,55.52495505012164,B,A,-10.867175569928243,-63.927424941816426,89.78270312439129,1
Other,51-65,E,E,B,83.67923866509697,E,C,-55.27432071836185,12.078857598788414,-19.649075178868973,1
White,51-65,C,C,D,-9.774534841259813,B,C,-187.3756552606372,10.165304912592385,-20.13620269165508,0
Black,18-25,D,C,C,-128.44841141129157,C,A,-13.322436575223701,-178.70910531433452,62.267244838711775,0
Asian,18-25,C,D,E,-57.919316993184644,B,B,-137.1298424676082,-27.910816433571068,155.01185441003707,0
Asian,65+,D,C,C,-174.7561058179769,E,A,-53.34491570964772,-113.6937659195179,-133.2109839395619,0
Asian,26-35,A,D,A,183.27955815266307,C,E,-39.84559127562882,-36.15798899299701,87.46155409708206,0
White,65+,C,A,B,107.44064769562938,C,C,-61.661609079558446,31.84937158744537,-80.25329078133647,0
Other,65+,E,B,E,-40.13738085934159,E,E,1.3765121162495864,1.776795270360904,110.97509237155805,0
White,26-35,B,D,A,-170.65073023094604,D,C,-29.442814457696993,2.96204841352026,-137.07441015713314,0
African American,65+,E,B,C,-10.090380228921052,C,D,73.32256732409782,-64.49383599830402,-37.699375673330756,1
Other,18-25,E,D,A,80.10701091863082,A,C,-48.869369981128656,-40.053135677745864,-22.088751231267846,0
Other,26-35,A,C,A,5.682078074800639,C,A,30.394671476630386,55.18249633718509,127.80035581184205,0
Hispanic,36-50,A,A,B,71.66942013451575,A,D,62.5340000457895,-129.80966842785935,-89.38172716065354,1
Asian,36-50,D,A,B,-22.460219072741435,B,D,-72.79937782955048,7.237225034031254,56.47588001443323,1
Black,51-65,B,E,D,-5.368394907214642,C,B,93.61329881510261,-0.3813812814248257,-56.01892536293936,0
Asian,18-25,E,C,D,97.35386365644743,A,E,-14.795425205726048,136.9281969857864,-105.50934367706928,0
Black,51-65,C,A,B,-67.51105532330517,C,E,63.17320708920683,181.37507834072187,-93.79855794952472,0
Hispanic,18-25,D,E,E,128.5387891849184,D,A,7.075082851034789,-85.7618365096997,36.48540687987214,1
White,65+,B,C,C,-26.45039298615679,B,A,228.0099279659857,-152.06480108887652,-46.619641093048116,1
Other,65+,A,E,E,73.05746721595597,C,E,-32.836708518222736,171.76212825520435,-42.62190888558479,0
Black,36-50,C,C,C,133.32677769821558,A,E,54.70974631574461,0.8984564003712852,-50.70325199217015,0
Black,51-65,E,B,D,26.605584365504313,A,A,-79.5195496139775,-15.066557908699785,48.23240431106509,1
African American,18-25,D,B,E,37.06056892434995,A,E,-17.513598002232076,54.73989406835348,165.47165797775386,0
Black,26-35,B,E,B,125.51323743647438,C,A,-29.626305378892255,-21.529876078561717,-29.429622396715587,1
White,36-50,D,A,A,-81.58112066355797,C,E,-74.68654562885895,147.0773200598343,-24.171416534592396,0
Black,51-65,E,B,A,-90.90170668677221,A,D,-132.43763838966157,174.20142338294997,7.622211304005548,0
Black,36-50,C,C,B,76.86088349593624,D,D,73.28581291820471,-17.09059439519072,-101.11315204008027,1
Other,36-50,D,D,B,-30.02573045417941,A,E,15.766581362043716,14.828634469107433,-115.63530187861042,0
Asian,65+,B,D,E,-77.88520069857914,D,C,17.987425950775336,7.7311414504049045,60.23750716626067,1
Hispanic,51-65,C,E,E,-90.71856417069154,C,D,-89.41038744930954,-128.3825436777073,-51.39070917476353,1
Other,36-50,D,B,B,-44.316249413107045,C,A,-138.12724884395703,-9.961733890039849,-144.2108679860525,0
Other,51-65,B,B,D,33.81017606158715,E,B,2.776446648591097,65.91869984726802,87.7202067779725,1
Asian,65+,C,A,E,-85.3049604556784,C,C,54.87501692824369,-115.39235042773863,-2.2055548030345156,1
African American,26-35,C,B,C,-68.6306266200157,A,E,-70.362877096119,89.58799626999226,-64.72163540777561,1
Hispanic,18-25,A,D,E,46.70535977258053,B,E,56.58840041277333,75.79189814573267,145.30955642567017,0
White,65+,C,B,B,25.76882678105537,D,B,14.343915142889163,81.59845201527585,-127.3879133399792,0
Asian,18-25,E,E,C,115.67394995696758,C,D,-12.629437666091793,55.83555136602497,-132.77665315664686,1
White,18-25,C,D,D,19.75583758031626,C,E,-150.4708269363561,-174.15053845548366,0.9187699547785313,0
Black,65+,D,D,E,159.47439098191202,D,B,109.65373590944137,-134.77147953847557,-198.38326467851363,0
African American,36-50,A,A,C,-59.36813675629874,A,A,9.724512635699826,97.61490799847432,131.62310358821816,1
Black,26-35,E,B,D,-109.3557647083115,A,E,25.104937354923585,59.28970513494409,-2.412855370812262,1
Other,18-25,C,B,D,-100.2402881659538,C,E,-82.57431965904307,-145.14873313294464,-16.85268380448453,0
White,65+,C,B,C,-4.25388433236685,C,B,-82.33552592419848,63.517729709778806,-18.926011686827668,0
African American,18-25,E,C,E,74.65278362452989,E,D,33.92691168521459,-23.679501186465902,39.722677678473005,1
Asian,65+,E,D,D,-102.8871127877239,D,D,55.99949571266522,-212.67654247650768,-82.89720706623672,0
Black,18-25,E,D,E,43.42395251770469,D,B,167.15440152037482,-223.88577876954253,-42.887719674886156,1
Asian,36-50,A,D,E,8.032024611194672,D,A,-35.25991083318584,-105.39885309167268,22.54456078029691,0
Other,36-50,E,A,C,1.6855274304501906,D,D,-87.97651384212236,-17.451014521094134,-77.9214653352033,0
Asian,51-65,B,B,D,90.10921742938685,D,A,6.522601524693367,-96.24759645567656,33.791517575532644,1
African American,65+,B,D,B,-146.6968143013711,E,C,-85.47886649313186,-80.61184883326594,38.94428197607891,0
African American,51-65,B,A,B,-29.010741789249828,E,C,62.71480102504987,-143.84528808621957,75.78126093547192,1
Hispanic,36-50,E,C,A,-43.45860666780313,C,B,65.69695881658355,-49.076438802307344,114.8281618526718,1
African American,18-25,E,D,E,-69.8797384061944,D,D,205.07427273339806,-73.21215080351176,-184.0419061267154,0
Hispanic,36-50,B,C,E,-65.99886920186863,A,C,41.72542555454217,-65.07040616666319,-53.400945835969424,1
African American,36-50,C,E,A,18.707011675647543,C,A,-156.1430029044278,-106.0542886423715,29.067260908293242,1
White,26-35,E,D,D,15.643563857418485,D,D,4.892544956592286,-173.0009443324646,-18.39009566720889,1
Black,26-35,E,D,B,-32.85318263114083,E,A,69.4817680390589,-1.8426011651888674,-75.41325379505743,1
Black,51-65,E,A,A,-9.489006826435876,B,C,75.7221775898968,-101.67640788598979,-235.86632166368693,0
African American,36-50,E,D,A,35.480033819346716,C,B,63.93553114890123,-61.87750183170506,90.68578426832282,0
Other,26-35,B,A,A,-20.962470083772672,B,B,-147.7613571581113,184.76815993515626,-173.91202426906435,1
African American,36-50,B,E,B,73.87190479971756,D,B,18.557001224563656,121.90044867233706,167.54651090037873,0
White,65+,B,B,E,24.795998483748185,B,E,-40.53557551999909,-34.65722842350741,-18.933411823319616,1
Hispanic,51-65,D,A,E,18.85427036512621,B,D,45.40003082359609,-118.41333548756165,-107.71791235879284,0
African American,51-65,C,A,A,40.29656339422582,D,D,11.686307908223075,95.83175142277761,88.03814604413029,0
Hispanic,18-25,C,B,B,50.195212220061634,C,B,51.384991391620936,-24.39747537623849,-131.3513760126312,1
Black,18-25,E,A,D,-23.706849450669832,E,A,3.492121337128936,-87.00962900522454,41.269451293470915,1
Hispanic,65+,C,E,B,-38.25156243190943,D,E,7.920487470412621,-230.12424623034323,86.70160333458557,0
White,65+,A,B,B,-221.87264318529904,A,A,-83.04131616597994,48.46100629587802,63.90464156725568,0
Asian,26-35,B,E,C,42.37844159415495,A,D,-76.36862929654474,-94.21806357809791,22.33642472585233,1
African American,51-65,D,E,B,86.98422306814231,E,C,49.10582213490611,137.19836355441137,-55.287298288419265,0
Black,36-50,C,D,E,-7.428559425691505,C,D,95.88584329955276,16.24555808104979,-13.402139933702898,0
Other,18-25,E,C,D,14.402961380888236,C,D,-92.13510297013569,144.56728784701977,-24.868440030728895,1
White,18-25,A,D,C,-190.7025637687083,C,E,-33.394275980991246,113.16986118244976,5.346855932660929,1
African American,65+,D,E,C,113.79170587742833,E,C,168.49607802682965,15.965316455951175,-136.82605628980744,0
White,26-35,B,C,E,-34.55247656598921,E,E,168.41307473357517,26.01537198446899,-58.95323250374198,0
Hispanic,36-50,E,D,A,45.97997676446322,D,D,51.55226459224094,-74.73878033283127,-78.4360812472722,1
Hispanic,51-65,A,D,B,-74.21920439355968,E,B,-27.88602306766379,25.091666472460332,-122.54367523699885,1
White,65+,C,B,D,39.92848357318005,C,D,15.624265263751328,-41.74184476095144,164.14479951670162,1
White,65+,B,B,E,-108.33978911658973,E,B,-64.71052656366413,-203.1174053421859,-162.97951778029494,0
African American,65+,D,A,D,262.8065951023476,B,E,20.07111849952399,-91.68115299423235,-130.80310974911086,0
Black,65+,C,E,D,-69.90932889593428,C,E,-6.709151358141117,-3.0486134653220787,-105.17031555676284,0
Black,18-25,C,E,E,110.7121934767451,B,A,53.612324553261445,-58.203141297235575,96.26734386008742,0
Other,36-50,D,D,B,19.488143694678378,E,C,31.1653741799046,-9.598646504820195,75.23589894701144,0
African American,26-35,E,D,B,-23.376768197364083,C,A,-104.24396714196136,42.489707151123596,15.874564939703845,1
Asian,51-65,C,A,A,-24.939138071083146,E,B,-160.59443290912353,-106.41829781024647,-36.71131044425415,0
Hispanic,26-35,E,D,C,-139.1950567898552,E,C,99.2121014870994,-99.86233403464789,-66.96158431644818,1
African American,51-65,A,B,E,-86.33384838254793,A,B,28.417451857371677,87.41890928017548,21.78635694958554,1
Black,36-50,A,E,A,-246.99009228481953,E,C,7.986187983826776,-151.45902368551623,-82.38095320754472,1
Black,51-65,D,B,A,-77.2543774995152,E,E,-184.23456478668234,-36.30325190601432,-25.41877529689965,1
Other,51-65,D,E,B,-57.83377211840216,C,E,43.10875368255072,89.18200415457225,-152.81699696985277,0
African American,26-35,D,C,D,67.50359553280167,E,D,169.3169361362662,-3.2852464414965725,43.09566647982981,0
Asian,36-50,B,E,D,20.36500007218444,D,D,47.827617197931204,119.82420392550013,-218.1576012359813,0
Other,18-25,E,C,A,-111.41895382819413,D,D,207.1634591741653,207.59491586435863,112.96746836818743,1
White,51-65,D,D,C,65.46970541300423,D,A,-271.4172905620462,-168.1968071472337,-86.23048784008522,0
African American,65+,E,C,D,176.70020810620355,D,D,49.34275680194223,-14.412807917082288,-29.424046793380406,0
Other,36-50,A,E,C,39.73421485846701,A,D,4.930103274758317,-28.31997658682372,4.643019693910197,1
Hispanic,26-35,B,B,B,53.40083679510619,C,A,-8.103242245392103,-89.65648290542212,-162.76976797766426,1
White,65+,E,D,E,-10.490362961106412,A,B,-54.19141106416285,-7.467039673024423,25.9600011936988,0
African American,18-25,B,D,C,-53.44286823303822,A,C,80.74802774799969,-94.68146959279828,10.50625011307445,1
White,18-25,C,D,D,115.07018098122683,A,C,-13.329779828754315,27.48490358443791,-29.4624217784901,0
Other,26-35,A,A,B,-113.57229374049015,E,D,-59.25249752948161,-70.7469920582204,-111.8528266994385,0
Other,26-35,A,B,A,-112.11456623858986,D,A,105.57875752982933,-17.64865127953659,36.90197069619537,0
Other,36-50,E,A,B,82.82945454937794,C,B,-9.422154963805026,-97.64060357198917,-219.31874079430375,0
Other,51-65,D,C,A,-42.95126496468651,D,D,-91.89117612449304,-13.399231783432636,70.28559378238323,0
Asian,36-50,E,D,A,-175.6336656600272,E,B,-209.1365191196137,280.44139359354017,21.711592269456105,0
African American,65+,E,A,C,65.55503312108549,D,C,0.21288794583045578,-115.4583760412124,-100.47878418611718,1
Black,26-35,A,B,D,125.55532574695918,D,B,-208.42923125340693,83.39957749502523,76.1993327287481,0
White,18-25,B,D,E,-53.231185908654346,A,D,-95.02879057694598,38.13464875502658,65.0003820940465,1
Other,51-65,D,B,B,-127.80121730152318,E,E,146.20057142070885,-65.28114800342206,149.87243008521824,1
African American,51-65,B,B,D,-206.44321246341778,D,D,32.03460435977813,-103.17769891920825,25.64874084649251,1
African American,36-50,E,C,A,-65.42800456800128,C,B,-72.33421555956187,59.70652550347712,9.727817432007269,1
Asian,36-50,C,D,D,76.65168806247958,E,B,-3.492116374818431,132.97794318533568,93.99158406337305,0
White,65+,A,C,C,104.77799748311884,E,D,92.28485307996037,-17.3182424608821,204.27774699010826,1
White,18-25,A,E,B,-39.756661956372795,C,B,71.79097712971077,130.69834897691973,86.98111780175395,0
White,18-25,E,D,E,-226.05770650011965,B,D,0.22326996842125485,2.71379208297247,24.39221301548725,1
Hispanic,65+,E,D,C,40.164925299184254,D,B,18.36981973446513,20.061401556603865,156.35795952722808,0
Other,65+,C,E,C,1.2034698838640427,A,A,94.09754846419212,35.94026931326654,-31.11327029754448,1
White,18-25,E,C,E,27.402717969645362,A,D,-55.02199060888806,106.30851481667855,-107.35168387402365,1
Black,18-25,C,B,D,127.2397859937989,A,E,7.814104834212944,103.13893272253785,10.123718776019587,1
Hispanic,65+,D,E,B,-89.13065925112963,C,D,128.8077174006113,55.52017623149255,-123.19902760975481,0
Black,65+,C,E,A,-112.33815626195292,E,D,-122.03038165423254,40.3699045752011,134.2420377244249,1
Other,18-25,B,A,D,-89.02665632106543,A,B,10.025622434459395,31.275082939077492,139.16209644038517,0
African American,26-35,B,A,A,-73.13067607785571,A,E,4.653336896964203,62.01012357688987,162.63937775769136,1
Black,26-35,B,D,B,-33.196571721007615,D,B,157.750199793848,-12.209898492137606,6.7264149640740705,0
White,51-65,D,A,D,-62.058563066013264,D,B,-36.475142840969546,39.69234696743425,-186.88148325775796,0
Asian,36-50,B,D,E,142.63876127713962,E,E,40.737666327930626,-160.661628097476,-12.119007943683803,1
Hispanic,26-35,E,B,C,42.7373985193892,D,C,121.13002998475663,38.622413033219665,-110.07295687501365,0
Black,36-50,A,E,B,9.933557496537153,C,B,-19.43585179621803,-40.48317197880978,53.580095123239715,0
Hispanic,65+,A,B,C,-79.29728065037281,A,A,11.111671248742795,41.9960886799696,-159.23264252501633,1
White,18-25,B,E,A,188.2309847938606,B,B,22.645774185315823,28.805919710270757,-78.96292215370259,0
African American,18-25,E,A,B,55.47310665545858,A,E,147.33221710118087,44.25359263457683,-46.03007682498673,1
Other,36-50,B,D,D,-38.00427497621695,E,D,173.0511275779225,-30.584127462553102,57.22596170103795,1
Hispanic,26-35,D,C,C,209.27376590129776,D,B,42.68508479536858,-108.83901644828144,196.2116051177732,1
Hispanic,18-25,A,A,C,-84.78180434776095,B,D,-24.525908019620335,56.62997758580545,122.41674981294395,0
Black,36-50,A,C,E,141.99824381513682,D,B,-8.704378069553309,-124.23299469748076,-12.0642116396473,1
Asian,36-50,A,B,E,82.79172621392465,B,B,29.903308670559987,-112.52564662016388,-155.55406117042656,1
Other,36-50,C,D,B,49.95707423706502,E,D,-38.11730072357653,107.55488055920281,152.6310328843698,0
White,18-25,E,C,D,92.92332091261373,E,D,169.7099913674807,2.1373166242977675,-205.67992811660213,1
Other,26-35,A,A,C,180.17783277981493,E,A,-192.53398196867897,219.44305279337857,-47.870554025956366,1
Other,51-65,C,D,A,61.856442002920296,E,C,48.0765331562833,113.01112959580908,0.6235627456156699,1
Asian,18-25,B,D,B,37.24107217245457,E,C,-25.678723354215084,-60.03362335426221,8.280905828316346,1
African American,65+,A,C,D,24.919628856693013,D,E,92.56380946057102,84.51405906388302,-14.878274545989962,1
African American,36-50,E,C,C,-98.1627918120459,D,C,227.1763835625586,74.39818389520563,14.7091766873754,1
African American,51-65,A,D,D,-53.55480429354971,A,D,-33.24577300006894,91.85180650358957,92.68491290466481,0
Hispanic,26-35,A,A,E,-21.735522038573517,E,C,148.0687408093488,-118.04116506548033,167.4984352663174,0
African American,36-50,C,A,E,54.64458284728879,E,B,40.82584836071862,-45.63968957849161,132.16336933282793,1
Asian,36-50,E,C,A,-96.80075145749815,E,D,112.80463410202177,32.61486500424579,257.8119298115386,0
White,51-65,B,E,E,-17.994774683413723,C,B,40.92830165646697,72.57899765691785,77.15323330641844,1
Asian,26-35,C,A,D,-58.980774997674246,E,E,104.84433702060375,1.2536180662977048,210.68523060573193,1
Black,18-25,A,B,C,9.251913066319043,B,B,221.89794676676405,137.91475944282354,-20.641296748782068,0
African American,36-50,B,D,B,83.46704271670431,D,D,34.23697971254693,-43.62234261359318,7.469479878517451,0
African American,65+,D,D,D,123.97015279060342,E,E,-60.74775360893426,14.238470398952604,-18.30153336031674,1
Other,26-35,C,D,A,-31.434158280938362,B,C,66.02765443333949,110.91073679916725,-26.324966991281478,1
Asian,36-50,D,B,C,-59.66103616929287,C,C,26.310431186658167,51.24929628275584,-90.46063687124362,0
Asian,26-35,B,C,C,246.13128830894144,A,A,-70.30442607507091,138.01580750739726,-71.76134014358962,0
Asian,18-25,D,A,A,-45.66099172029753,A,D,-93.68277155540196,27.12113849540393,92.15321917765647,0
Hispanic,18-25,B,A,A,-121.63817559723728,B,E,48.61481740720821,-57.422811124912364,221.95479939054837,0
Asian,36-50,D,C,D,-130.80882147485454,E,C,-17.87249334032504,-35.95030035787998,32.771657374399865,0
Asian,65+,C,D,D,170.60705371086576,A,E,18.596589938886485,4.076193826979672,-51.51654908814551,0
Asian,65+,E,E,E,-215.6729566439393,C,B,-122.75288899755516,11.488892025213303,161.28100925804407,0
Other,18-25,A,E,C,64.33034799078561,B,D,92.07888244435928,-196.07941718037975,-83.91657985343,0
Asian,65+,D,A,E,65.77414880474488,D,E,13.245880199113024,55.56455553616855,-35.582312597799145,1
African American,18-25,A,D,B,-93.57539870028644,C,C,168.89849527896936,32.518245240743624,-47.8332645976397,0
Black,65+,E,B,C,132.48073128503793,B,D,-4.7631532928737546,16.82212292904722,-121.34668162510192,1
African American,26-35,E,B,B,-28.466530425554044,A,B,-134.76411111994676,-18.58691996263087,-62.76465753082333,0
African American,18-25,D,D,A,-98.88433842700599,D,E,92.13409424184945,-102.80001060516415,2.3027590775004865,0
Hispanic,18-25,E,D,A,23.73466259440717,C,A,-66.54468698109243,-101.69910221561322,104.96736398483093,1
African American,26-35,E,A,D,18.63735603018222,D,A,-49.15890655089884,43.50714633504648,-30.025663103870055,0
African American,18-25,D,A,A,78.73956996014195,A,E,2.5676631795960296,0.882163384025377,-189.7667308695343,0
Other,65+,A,E,C,115.60065129136173,D,A,-82.23254684641994,192.65450821988858,-79.63887999968661,0
Hispanic,36-50,D,C,B,-228.3189285488313,C,E,111.7366274288316,-46.25677028899704,-108.45455269818865,1
Asian,51-65,A,E,E,-132.9013804268949,E,D,10.937072430343985,-76.94218789989793,34.370247279210375,0
Other,51-65,A,C,E,-147.5672467235019,B,B,110.08847934195352,134.74066044768574,123.63163683758873,0
White,65+,A,D,D,40.048135204860834,C,D,30.439419707527833,6.377366301148286,29.787811654735048,0
