Disability,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
No,C,B,-182.2410583973552,C,B,B,A,28.757618565766958,0
None,E,B,-15.862797371523445,D,E,E,A,10.226538077274476,1
None,C,C,28.360318482564722,B,B,B,D,-64.18463771698275,0
Mental,A,A,37.374618324427225,C,D,C,B,99.97978420620846,1
Physical,A,B,-9.362730841240825,D,A,B,B,31.805584260905285,1
Both,D,E,17.39519031484449,A,A,D,D,81.00580947186843,1
Both,A,C,-20.970365893856883,B,D,B,D,29.809737793875478,0
None,C,C,121.6375801030789,B,B,C,D,241.8803906336263,1
None,C,B,102.18981005167666,B,E,C,D,-85.20932714120346,0
Mental,A,D,128.09750404773973,E,A,A,B,-127.12836088634714,1
Yes,E,E,97.84865949620392,E,C,A,D,61.76447252774281,1
Mental,C,C,-111.18689050992626,E,E,B,A,-70.51586159720885,0
No,A,E,-171.8606040827236,D,A,B,D,-10.286044181591558,0
Both,C,A,16.351433414012217,C,A,E,B,26.222981855016727,1
Both,C,C,7.838234643119163,B,E,C,D,-51.39187102843543,0
Mental,D,C,14.49364340208534,A,C,D,C,181.68625293785234,0
Both,D,A,-36.74711018631639,C,E,B,D,-8.064437500161361,0
Physical,B,B,-87.54388456749653,E,A,D,C,4.83760730608221,1
Yes,A,C,-106.80889659134398,D,E,A,D,-147.3135065212594,0
Both,C,A,1.5055946837316263,D,A,A,C,-44.34697062852695,1
None,D,B,50.449710282125196,D,E,C,A,-0.3543458628761075,1
Physical,E,B,-45.44765788291074,D,D,A,E,-53.164521454494476,0
Physical,A,D,38.934319559131694,C,C,C,E,-146.3255171855391,0
Both,A,B,-106.78129271480401,A,B,D,E,-125.57545228771323,0
Mental,E,A,-107.65662520554413,D,C,B,C,102.48084350967123,0
Yes,D,E,-140.93680309097056,D,B,A,A,-241.01705451530663,0
None,B,C,19.551910609181455,A,A,B,B,34.38319741203507,0
Mental,D,B,-197.63805634898182,E,D,A,C,-29.088290074120593,1
Both,D,A,33.05974615399993,D,B,C,E,-100.58671724498276,1
Both,C,E,145.83950944748477,C,D,D,C,-63.60611033585556,0
None,B,D,-137.4760131826079,A,A,D,C,-91.13424593691764,0
None,C,A,-134.59111481250002,B,C,E,A,101.76899170795618,1
None,D,E,125.58144078210756,C,D,D,A,64.90474741024458,1
Both,D,B,79.83389839273369,C,B,C,D,-68.87628763661283,0
None,E,E,-157.39029726425264,D,A,E,E,-58.787468244894534,1
Yes,D,B,23.147376435640645,B,E,A,C,37.33269503861413,0
Both,C,E,30.82294182273931,E,A,C,E,-95.27796663281023,0
No,B,C,-123.50755923808276,C,C,A,A,96.15790646089226,0
None,E,C,-37.50276386938848,B,D,A,B,59.377116786763615,0
Mental,B,A,-91.72698945501607,A,D,B,B,9.62562379525309,0
Both,B,E,-73.05186013560595,D,A,D,A,-58.114211007231674,0
Mental,C,D,108.56248636205825,E,E,E,A,28.960277482380338,0
None,B,E,-59.539373085863204,B,A,C,A,-104.08116560976772,0
Yes,E,A,-181.91424969534927,B,A,E,C,-102.44629284082897,0
Both,A,E,85.39095820594014,A,B,B,B,172.6001023549347,0
No,C,E,104.43915336452237,C,A,A,D,26.534602902548038,0
Mental,C,D,-6.8518125188909735,C,C,C,B,-14.092083366041988,0
No,E,A,-105.7560341060537,D,D,B,A,33.232350414998244,0
Both,D,C,40.1138601543179,B,C,C,A,27.41464353030264,1
Mental,D,C,22.156870313818974,E,A,D,B,60.478433284684506,0
Both,D,A,-116.78442279390613,D,B,A,B,-37.96748799153292,1
Mental,B,E,46.423204536017444,D,E,E,E,-8.929072804755089,1
Mental,C,A,80.12304016031703,A,A,E,D,-43.287086936043345,0
Both,E,D,99.64377174977608,C,D,E,D,-64.81240954898514,0
No,D,E,111.68957429127,D,D,D,D,-292.43562938375356,1
Both,D,C,-30.198118703991668,C,B,D,B,176.8832674939069,0
Both,A,E,90.77397350391956,A,B,E,C,57.78034051486129,0
None,D,C,-98.43345947266646,A,A,E,D,10.1864206336697,1
None,D,C,-115.20808145954197,E,A,D,E,-100.88739836651604,1
Yes,A,D,87.1196229486365,C,D,D,A,196.8601505290756,0
Mental,E,C,-70.90242234345432,E,C,C,B,-32.99442950824395,1
Mental,C,C,15.971879327105167,A,A,D,D,145.1941293421076,1
Mental,B,D,-210.50551919252038,C,C,C,C,-71.30571317745262,1
Yes,C,D,79.30578931135481,B,E,E,B,36.13787011348149,0
Yes,E,E,9.508596949511109,E,C,A,B,138.61139576254135,1
None,D,E,160.58682162407106,D,C,E,A,74.50552175065707,1
Yes,D,E,32.32185844051117,D,E,D,B,24.413160126717354,1
No,B,A,130.39560316990259,D,E,E,B,17.734258000321013,0
Yes,B,C,-87.62827095377438,A,B,C,C,124.43179116315773,0
None,A,C,80.63581770868954,E,C,A,D,0.2091833677757342,0
None,B,C,37.817689165412034,D,B,C,B,80.47646915190215,0
Mental,B,B,62.079950972241704,C,D,E,A,113.02301078249639,0
Yes,D,B,110.68017184552652,C,E,B,B,-38.89604495374827,1
Mental,A,E,-37.24204362965658,C,B,C,C,-119.12421173376129,0
None,B,A,199.36658465889025,E,A,D,C,-7.372649072560759,0
None,C,E,27.605698255111328,A,C,B,C,227.50062537236806,0
None,E,A,-80.98445977424105,D,B,E,C,-130.83621716532332,0
No,D,D,-43.38597045169292,C,E,E,B,155.56572675832774,0
Yes,A,D,146.53111314150846,E,B,E,B,29.654571911651995,1
Physical,C,D,-102.898898207761,A,D,C,C,-60.67347961863734,1
No,E,E,11.65337362727913,E,B,B,B,109.88251317604063,1
No,A,C,148.74797769374746,A,D,B,C,25.515166885712638,0
Physical,C,A,53.64218093351253,B,A,E,A,-3.9553213369340265,0
Physical,B,C,-111.62854392303095,A,E,B,C,67.1114550375409,0
None,D,B,211.80367463355245,C,D,E,D,-4.08235467613715,0
Mental,B,C,-94.73925183250006,A,B,D,C,-147.56810046892704,1
Both,D,A,-14.133453759311877,C,B,B,C,43.378586261997725,0
No,B,C,-67.90434604571955,B,B,C,D,-4.441943016885333,0
No,E,C,-18.60334165579699,B,A,D,B,-28.518117809391818,1
Physical,B,B,-267.82455773094836,C,B,C,C,133.1364442834537,1
Mental,D,A,-57.1374788147727,C,E,E,D,10.345721426943069,1
Yes,E,A,19.1589619117335,B,D,C,C,-49.83646126540145,1
Mental,B,B,-74.31035005166258,E,C,D,A,-133.314836385928,0
Yes,B,C,33.00576059627202,D,A,C,C,103.04438092889518,0
Yes,B,A,-117.76360415008725,C,D,B,D,-50.20838230514998,0
Both,E,C,63.363505418154084,B,A,B,D,66.89627235274888,0
None,C,A,-39.262616757401744,C,B,C,D,128.00614787858197,0
None,E,B,-74.41224201165525,C,D,B,E,-16.530884269181687,1
No,A,C,0.37943548688433126,E,A,D,B,11.997988673064429,0
Mental,E,A,-96.06985003649338,E,E,D,C,97.70241069621278,0
Physical,B,E,-248.29147284284562,C,B,B,C,-4.5852239495931,0
No,A,E,103.07902184997393,D,C,B,E,17.109018177034805,0
Both,D,B,-26.31391400890168,B,E,C,E,-107.42698562318816,0
Yes,D,A,171.41192728551678,B,B,D,A,-13.078888790330415,0
Mental,D,E,78.23989205396845,B,E,A,D,122.55143655791156,1
Yes,C,A,-23.16909962876257,C,A,C,E,256.2765843613335,1
Physical,B,B,18.605520915279445,D,C,D,B,33.89272719199036,0
Mental,B,A,22.400913338770682,D,A,A,E,-155.14177025633532,1
None,A,E,148.92958570973138,A,D,E,A,-32.69892511160895,0
Both,B,B,-60.43121593089391,A,B,A,A,112.54051479920209,1
No,C,D,1.7509131889601144,E,E,C,A,127.22441567357512,1
None,A,D,-218.89274593427973,E,D,D,B,91.46081605118395,0
Both,E,D,55.570779982811615,A,C,A,A,8.204882276318658,1
Yes,E,A,32.28435528340361,B,D,C,D,-63.62234719503488,1
Yes,A,A,166.89534975388378,C,C,A,E,195.29477206736138,1
Mental,C,B,122.6877290900066,E,A,A,E,31.12957694197464,1
No,C,D,-88.803661657724,E,B,C,E,-123.8234568004823,0
Yes,D,D,-113.82623284176812,B,B,A,A,-67.68322223843056,1
Mental,C,D,-134.94912072065017,B,C,E,A,31.41089286220209,0
Physical,E,E,72.86158868045958,A,E,D,E,132.3990608034706,1
Mental,D,C,-13.4613554641365,D,E,C,D,185.87988490194152,1
Both,C,D,53.84751030474006,A,E,C,B,-220.7422157511146,1
Mental,B,A,-188.9070140580568,A,A,E,B,-48.16386754140874,1
Physical,B,A,22.395216918481893,B,A,A,A,-64.53226642234033,0
Mental,D,A,-109.79334902504607,E,C,B,A,58.33994210749165,0
Yes,E,B,-14.16311343302708,D,E,C,E,45.48172641935598,0
No,A,C,116.28653994473075,B,D,C,D,-120.22285488414246,0
No,A,C,-35.82451823592082,D,A,D,A,-299.9018027018884,1
Yes,B,A,-4.919855104288374,C,B,D,A,101.95604102600176,0
Yes,B,E,61.37737717728579,E,B,A,E,23.29536808158381,1
Mental,D,E,46.47834338737567,A,B,D,B,120.94574000416178,1
Mental,B,D,-144.8917721475261,E,E,C,E,63.350701464549516,1
No,B,A,84.65089876484556,E,C,D,A,34.0595551111552,0
No,E,B,-139.18076854006054,C,B,C,D,-151.08804139139392,1
Physical,C,E,90.84040310024295,C,D,C,B,119.37577229032227,1
Both,A,D,-11.14253534250136,A,A,D,B,117.74178014696932,0
Both,D,C,-158.65124191306563,C,E,A,B,57.787442716202264,0
No,E,D,73.53317749035517,C,B,C,C,169.07436138402286,0
Yes,B,A,-147.01498886513522,D,E,A,C,-52.85221949567256,1
Yes,A,D,121.43886526316201,C,E,D,D,-240.05531448519798,0
Mental,C,E,115.79720047801389,B,E,C,C,0.6688453560597334,1
Physical,A,B,204.11295694276825,C,B,A,B,-155.91428269951678,0
Both,E,E,53.78252444063668,B,A,C,A,-152.76502506437077,1
None,A,E,144.7074037534652,D,A,D,B,9.61701715875709,1
None,D,D,41.74017521483421,D,C,A,D,-30.318965627370943,0
No,A,A,-236.38769145455734,B,E,B,A,-4.099824177208178,1
Physical,B,E,-62.10635990293137,A,D,E,A,317.1218688569323,1
No,C,B,-240.92218727189464,D,C,A,C,-16.042182137845927,0
Mental,D,A,-77.69927232954402,B,D,C,D,-40.66924969443516,1
Yes,C,C,70.24814847458572,C,A,C,E,34.72707321262533,0
Physical,D,A,102.21579202133908,C,D,C,E,-209.8003989846862,1
Physical,C,D,62.758160510501945,D,D,B,A,85.99368027519066,0
None,E,E,47.35791592543334,B,D,D,B,-114.8909230790944,1
Yes,D,C,64.99134270536717,C,B,B,D,73.1179904187751,0
Yes,D,C,137.69126155119497,D,A,E,B,116.1246285378799,0
Physical,B,D,-0.7464557651008371,E,E,D,B,153.3740510373462,1
Yes,B,A,-23.83808073711563,D,C,E,C,-127.65744311162992,1
Yes,B,E,38.76734283894781,E,D,E,C,-106.81355277463453,0
Mental,D,D,9.912458446211634,D,D,D,C,-148.87581640281653,1
Mental,C,E,25.39256750827467,B,D,E,B,-135.86778004633317,0
Mental,A,A,-134.65940361034134,A,C,C,C,-25.284982665114203,0
Physical,E,B,-143.37314881418774,B,D,E,E,74.54778208200328,1
None,D,C,-51.59718328761227,D,E,C,E,8.778936281781595,0
No,A,E,140.8273097724064,B,A,B,A,-158.3426777731226,0
Mental,C,A,-34.46626059677721,A,B,E,D,-49.405659203479615,1
Physical,B,A,96.81096074074057,E,A,A,A,6.047506587706873,1
Both,C,B,26.768017079637442,C,C,D,C,-124.4231577243548,1
None,E,B,127.80350037751478,B,A,D,B,83.78689273243644,1
Mental,A,A,-107.43851216211016,D,D,D,A,153.16308656171537,0
Yes,B,A,-87.84390924823077,D,E,D,D,-58.05830699288463,1
Mental,A,D,-58.02615543709536,E,D,E,A,-49.34752655388882,0
None,E,D,-86.06432134987402,A,B,E,E,276.7823028912423,1
Physical,A,E,-34.82406948603854,D,A,C,D,-14.895675994437635,0
Both,C,B,-243.31330077294376,B,D,D,C,68.75762548718313,1
Yes,B,C,122.7939473066568,E,B,D,D,-40.377182315773595,1
No,B,C,-61.44802107119598,E,D,D,B,35.52725704635557,1
None,D,B,42.41697957186994,E,C,B,D,110.07198916364811,0
Physical,E,A,-23.239836176023328,B,A,A,B,51.801648318578366,1
No,A,E,-50.90913913252819,B,A,D,E,118.73207558707568,0
Physical,A,C,-10.549679934695902,D,B,A,C,113.91509938303692,0
None,D,B,-106.25554024843157,C,A,A,D,124.10742362902864,1
Yes,D,C,68.59762227368368,C,C,B,B,-16.501654807217143,0
None,E,A,199.50073646922252,D,A,E,E,-18.14184046473239,0
Physical,E,A,76.6764633537303,E,E,A,C,-60.309378060617426,0
Mental,B,B,128.11123756446582,B,E,E,D,122.08689180710866,1
None,C,A,146.56409155860658,A,E,E,B,-9.778519933084107,1
No,C,B,133.1776016122504,B,C,B,C,12.808448785215218,0
Yes,D,B,75.37616465290456,D,E,A,D,57.50248232271641,1
Mental,E,D,-102.46817566457125,D,C,D,D,28.92571149190467,0
Physical,A,A,-8.242797018838262,E,B,C,A,38.56797477482674,1
Both,A,E,89.93176122455226,C,E,B,E,163.68674266415647,0
Both,E,E,9.183731207532947,C,A,C,A,132.4567600137734,0
Yes,C,C,21.21638413275037,A,E,D,A,88.39654368446227,1
None,B,D,75.99841907261542,B,A,E,E,11.940231694566856,0
None,D,C,-85.35259979398026,E,C,B,C,49.76180882773827,1
Yes,C,A,-126.10328744177188,B,E,E,D,41.83057544698111,0
No,E,C,-73.77735363298345,C,B,D,E,182.70030477303186,0
Both,B,C,32.44104743832806,E,E,A,B,-94.57186134016217,0
Yes,A,B,-3.874382580475757,D,B,D,E,-41.30686924743837,0
None,E,A,233.05363393732836,B,D,D,E,41.52967635353518,1
None,D,A,105.84627294421043,E,A,D,E,-94.41355815684837,1
Yes,C,A,-121.2498445381611,E,B,D,A,-91.4384034564855,1
No,A,E,333.98605017923825,D,A,C,D,61.43770917537196,0
Both,E,C,-132.1515929658819,A,D,A,D,5.170994049630733,1
Both,C,E,35.848627181294646,C,A,C,D,-36.24996498489205,1
Yes,E,C,8.520708325746035,E,C,A,C,-15.713787164690283,0
None,E,E,54.79111491736387,C,A,E,E,102.535703765823,0
None,D,C,-27.343238537193475,B,C,C,C,56.754412145520625,0
No,C,A,121.97101981449745,B,A,B,C,-39.01451113239282,1
None,E,E,-51.40764667283653,E,D,A,B,0.7995778323926345,0
Yes,C,E,149.67765329249113,E,C,B,A,14.012775963503923,0
Mental,C,E,76.18136505747745,B,B,C,A,-71.03502280628645,0
No,E,B,-78.04470432346825,A,B,B,C,-60.230142473089465,1
None,D,B,38.47341888878844,B,C,B,C,-136.41590461828042,1
Yes,C,D,-54.47765367434606,B,A,E,B,98.63131713398789,1
None,D,D,-1.2501694327540165,E,C,A,E,17.095669840552326,0
Yes,C,E,37.123503069738106,C,C,A,C,135.71037420292208,0
Yes,C,A,-36.092531348847075,B,E,E,E,77.77101787794497,1
None,D,B,6.24489228128109,D,A,A,E,75.66369818459727,1
Physical,E,C,-96.28479008881021,B,D,D,D,-98.0678949015496,0
Physical,C,C,-12.531688565891534,D,B,E,D,37.788843957626476,0
Physical,B,C,5.381104110524851,B,C,B,A,94.78854164940094,1
Both,B,D,-105.57964114956944,A,A,E,E,-67.57453588118932,0
Both,A,D,32.27408196388874,A,C,A,B,-2.6722207098133564,0
Mental,C,A,61.18457285880875,C,B,B,A,-44.42763639505553,0
Yes,C,B,86.76125143951826,B,D,D,E,-70.34272650486587,0
Physical,D,E,-116.10768172204908,E,C,D,A,-135.90654831198404,1
Mental,D,B,70.46075666537341,C,C,A,E,-48.52700192769604,0
No,B,C,44.99763326313815,A,B,E,E,-67.23009290126335,0
Mental,E,E,-25.506558613065682,B,E,D,C,178.0989377485119,1
None,B,D,-70.58488750374084,C,C,B,D,131.99913845761753,0
Yes,C,D,-8.992448396825004,E,B,B,A,-196.0054154832386,0
None,D,C,73.21877395143575,A,D,D,A,-114.27931504008583,1
Both,C,D,1.0130933678542977,B,A,A,A,317.8766999571673,0
Physical,A,A,28.917847163762218,D,D,E,D,-42.50580150052164,1
Physical,C,B,-97.95380006385224,A,B,C,E,-136.79096461380885,1
Mental,B,B,-43.90785187408675,D,D,C,A,-144.52338366204557,1
Mental,A,C,-80.35324653659113,C,D,D,D,-132.4679553185002,0
None,A,B,-55.531006494972736,D,E,E,B,12.732312389946996,1
Both,C,E,79.72701882877844,E,E,D,A,22.24171899315225,1
Yes,D,A,-25.278288533762833,E,E,D,B,82.89480726422144,1
Both,D,B,2.413512061020832,C,A,B,B,30.09918558137817,1
None,B,C,-32.678386116099,E,B,E,E,-204.42236529750897,0
Physical,C,B,238.39922710414675,D,B,B,E,28.638002358222998,1
Mental,B,A,-185.13561077803908,C,E,A,D,54.58542215842898,0
No,C,D,-27.516399864753225,E,C,C,A,-99.68332220185391,1
No,B,C,-12.151693694993337,D,A,C,B,161.18286175817124,0
Both,D,A,46.149279754746615,B,A,B,D,-12.091601192882786,1
Physical,E,A,-59.88355958290106,A,C,C,B,-150.6573740732181,0
Physical,A,E,28.5226324827355,A,C,D,B,-253.48128605628034,1
Mental,B,A,58.678751879317325,B,E,D,B,143.88827801516751,0
Yes,C,D,18.710150505808638,E,E,E,D,48.32618756229037,0
Yes,C,E,-147.11954921391643,B,D,D,B,-36.554844736294186,1
Mental,B,E,136.5503280996701,D,D,E,E,-39.06025416072608,1
Physical,C,E,159.3349866472767,E,C,A,E,74.84619174077032,0
No,B,D,-27.44782898169815,B,B,D,B,-46.996552925715804,0
Yes,C,E,90.16821087499186,A,A,A,E,132.9670697602979,0
Both,D,A,5.033136947765001,C,C,E,E,-270.9823780676486,1
No,E,C,-92.07037487763529,A,E,A,D,183.43817723854744,1
Physical,B,D,-1.4473680473440913,D,C,C,C,16.946206386811294,1
Physical,E,B,11.312096283929431,D,C,D,E,17.15424186514312,0
Physical,D,E,-13.903396873308743,D,D,E,C,113.25962730431907,1
None,C,C,1.0607454864902954,D,C,E,D,108.20154318588165,0
None,D,B,-10.640205605345086,B,C,B,D,135.7012151239052,1
No,A,E,61.837007964410574,D,E,A,B,-25.813748822443582,1
Physical,D,D,-283.7121399829517,E,D,B,D,-54.64526679933589,0
Yes,B,A,-21.67519436848443,B,D,B,E,-44.718530520825325,1
Both,A,B,53.22400110290222,D,B,D,B,-73.6362963376783,0
Physical,C,B,30.220682952969717,C,D,D,E,-102.75765257773992,0
No,E,D,58.293832795581956,E,B,E,D,55.42907521198536,0
No,B,B,-85.5444974402355,C,D,E,E,119.03905377225958,0
Mental,A,D,-51.67616391443419,C,E,D,A,-102.41585781933597,1
Both,D,E,50.23781393245644,B,C,A,D,121.9386240460096,0
Both,D,D,-1.3992370034942767,B,E,B,B,138.0996284650247,1
Mental,C,A,131.64736220081392,E,D,D,A,-160.50159672986376,1
Both,C,B,-63.65447834099405,B,D,E,E,41.75498090567384,0
No,A,B,95.08089009261182,B,D,C,E,39.54635192278448,0
Physical,C,B,-90.22445654233555,A,A,B,C,66.42782495184314,1
None,B,D,145.03299888469925,B,E,C,B,103.17837340106402,0
Yes,D,A,-36.1238875579722,C,C,A,A,146.7215589207928,1
Both,B,C,-0.7556973516647284,B,B,D,A,-106.66066406519255,1
Both,E,E,-199.5306553766863,B,E,E,B,-178.8978504679977,1
Yes,C,D,36.915024914696964,D,E,C,E,-161.13776181296296,1
Physical,C,E,8.356260615203567,B,C,C,A,-49.4791378182737,1
Physical,D,C,-96.7237321412321,D,B,B,B,-107.26008725175373,1
Physical,E,E,-50.620267228579316,A,A,C,C,327.22900843597176,0
Physical,E,D,124.86876258498188,E,D,C,A,-43.92143031735741,1
None,C,A,3.961652799162743,B,C,B,D,-67.72714112501518,0
Both,C,E,-11.192485592315014,B,C,E,E,208.88109800793413,0
No,A,C,-48.64047684759507,D,B,C,D,-70.8631264008223,0
None,D,B,102.84142598145887,A,B,A,D,-70.71203472098927,1
None,A,C,-63.98173913626919,C,A,E,C,-44.440924181004625,1
No,E,D,73.4969816068917,A,D,E,B,135.29462246501873,0
Mental,C,B,101.52281174204592,D,A,C,E,-117.95534941543069,0
None,E,E,19.8727656364867,E,A,B,D,164.26550037107586,1
None,B,E,-27.53160342814261,E,B,C,C,-125.94383326746461,1
Yes,E,B,60.09351115324358,A,A,D,B,-67.53022423364966,1
Both,B,D,120.55395454148487,C,C,D,D,-117.10533188336281,0
Mental,E,C,93.40239913293748,A,A,A,D,-51.6523413834146,0
Physical,C,C,59.53445599778806,A,E,C,B,49.5442123303414,0
Yes,A,D,-117.83142978698496,C,B,B,E,30.57335449596709,1
No,C,C,3.73253031460139,E,E,D,D,-124.36841014397193,1
Mental,C,A,80.88123447362977,E,D,A,E,-178.11204301145258,0
No,E,E,173.2343509627687,B,D,D,A,205.35780675451457,0
None,C,C,46.31143353905408,A,B,E,B,-120.74346316732161,0
Mental,B,A,40.59673979425929,C,C,C,D,81.6426530784679,1
Yes,B,B,-72.19415487087991,D,E,E,A,-3.5911360388187616,1
Mental,E,A,-93.3604715720721,B,A,E,C,-38.126003997956616,0
Physical,B,E,42.96480073339454,A,D,D,E,127.08493716533916,0
None,E,E,-11.115904766182119,E,A,E,E,39.719996150514476,1
Physical,D,D,20.908251567813156,E,B,E,A,0.08837009151991868,1
None,C,A,-14.888379731829602,A,B,C,B,129.02198229391644,0
Yes,D,C,155.99304994656762,E,D,B,E,78.39808385521316,1
Both,C,C,-73.80643582321014,C,A,C,E,-18.671342000409442,1
Mental,E,D,0.7823592194351956,B,B,C,B,-80.38611985355924,0
Both,A,D,34.12067585361068,A,C,E,C,247.77844355608786,1
Physical,E,C,-6.746591945552096,B,B,E,D,111.30371665108167,0
No,C,B,246.92036017816056,D,D,B,A,-98.221946655713,1
Both,C,A,87.84659110077351,B,D,C,B,-115.84128570771428,1
None,D,B,-155.66779745484004,D,E,C,B,-149.63045929200177,1
Yes,D,B,-3.9810337661752215,D,B,D,A,-67.10077421622812,0
Both,A,D,-46.8829562403066,D,A,D,A,30.845933040701922,1
None,A,C,-6.758464593716333,D,C,C,C,-17.739752663426835,0
No,C,E,-44.523891430125296,B,C,C,D,27.2328644486855,0
Mental,E,C,-31.241417974392803,E,A,B,E,20.86630679775279,0
None,E,B,-13.284291262871402,B,E,A,A,53.52937113911602,0
Both,B,E,-38.68807278784562,B,E,A,B,-12.661226952974685,1
Both,C,B,56.25991805071072,E,C,C,B,-123.25667721705717,0
Physical,B,E,69.3201815483904,B,B,C,D,-41.46791581210215,1
Both,C,D,239.90680280037543,B,A,C,C,51.2723834179457,1
Physical,C,E,-9.025374005220623,E,D,C,D,56.3914290597183,1
Yes,E,B,-20.166952512482094,C,E,D,A,-125.80396513038696,0
Yes,B,A,130.08249638301078,B,B,B,C,-153.63066421776082,0
No,A,C,29.192310740941892,E,B,D,B,-43.46033554306927,0
Mental,A,B,-91.95170152546834,E,E,C,D,-14.078197266572454,0
Both,D,A,-14.739137175534928,E,B,D,A,73.51176113922457,0
Mental,A,D,16.3386589766763,A,A,D,D,11.928060656323831,1
Yes,E,D,-91.37399665181874,A,D,E,C,10.160362247707985,1
None,A,D,138.1572691699632,B,D,A,C,-38.66413592050107,0
Mental,E,B,-49.23606772120434,B,E,A,C,97.16347068885177,0
No,C,E,126.98850480525587,E,E,A,A,119.85670028416912,0
No,D,E,-36.51680078723486,C,A,B,A,55.38124742035551,0
Yes,E,E,168.2742037514587,E,A,E,A,-55.6805326753711,0
None,D,E,20.787557756983645,A,C,C,A,-46.55526937042125,0
Both,D,D,97.44529797708536,A,A,B,B,143.58689909893656,0
Physical,B,C,41.709564771127546,A,A,D,E,76.82303864799655,1
Physical,C,E,28.511421466580945,C,D,C,E,-29.8425521656926,0
Yes,A,A,23.843897204340433,D,A,D,E,47.5353072083713,1
Physical,A,B,-1.0670230242710665,B,D,E,E,81.30648112522097,0
Yes,B,D,66.71205255319195,E,A,A,B,63.350950673126874,1
No,C,B,-22.273709315967245,B,D,C,E,63.96595932661769,1
Both,C,C,104.20132129180959,B,D,B,A,25.78821618388096,0
Physical,E,C,-98.22138963508372,C,E,E,C,38.04331625485949,1
None,B,C,41.57593373126476,C,A,B,D,64.91756772978314,1
None,E,A,56.13800653920509,C,E,D,C,84.29268428881322,1
Both,B,B,-11.444719805910813,A,A,D,A,-43.062479128152845,0
Mental,D,D,-70.84723652547858,A,A,C,C,44.65252354197043,0
None,E,D,-20.187392668297534,D,A,D,D,-60.40674414112185,1
None,E,E,58.25715136420141,C,B,B,E,27.18748618712224,1
Mental,E,A,54.88654701422636,C,E,B,D,87.50826619806877,0
No,C,C,178.92382173207912,D,A,B,E,103.79459759937963,1
Both,A,D,-39.15637814278271,C,D,E,A,-175.22146363642693,1
None,B,B,45.24150319749443,C,A,E,C,-77.17360103982006,1
Mental,E,A,9.95426699111487,D,D,C,E,-100.4141799821021,1
Yes,D,B,-82.58361990386632,B,D,E,B,-27.351933006392205,1
Yes,D,D,258.60711591286525,A,B,B,B,58.68303251389138,1
Mental,C,D,129.75964435162155,C,E,B,D,-72.76242217142595,0
Physical,D,A,-24.068831205502217,B,E,A,C,27.06442229568511,1
Physical,E,C,-96.23090190384009,A,E,D,E,158.960141879276,0
Mental,A,D,-81.21146846074728,E,A,B,E,150.386073249276,1
Mental,D,A,-43.89538767351218,B,C,B,C,142.6521769439339,0
No,E,B,-53.28457824581482,C,E,C,B,-17.12968831680438,1
Physical,D,E,102.83035793146718,B,A,C,B,159.44780403842307,1
Both,B,A,-97.38764159722936,B,C,B,E,59.690645693857206,1
Yes,D,E,41.21034811265334,C,B,C,E,102.17120886373716,0
Physical,C,D,-2.303851469953488,A,B,B,C,-56.98253382975599,0
Mental,A,D,-51.86111121810616,D,A,C,B,-129.50608549848639,0
No,D,B,199.07232177721917,B,E,A,B,-15.298851038712364,0
Yes,E,E,145.27542259502812,C,A,B,B,-68.5377569325724,1
Yes,D,D,-119.15945416200913,E,A,A,D,76.1052464720321,1
Physical,D,B,102.67476110307567,D,C,C,E,-41.67187121807171,0
Physical,C,D,31.545856218808115,C,B,C,D,-83.82622534862878,1
Yes,D,B,66.47155044751479,C,D,E,B,-14.843737796793066,1
No,B,B,-54.35889264031722,B,A,B,E,-121.78543084795714,0
Yes,A,D,-87.96731389003538,B,B,E,E,-68.76163630090377,1
Yes,C,C,255.32213853026852,B,C,E,C,-97.33593602079341,0
None,E,A,-27.456727854175654,E,E,C,C,-80.91673646169775,0
None,E,B,-76.3868177140052,B,A,C,B,107.77522826359309,1
Yes,C,D,-250.12838545768244,B,C,B,A,50.252401534010424,1
Both,B,D,-181.73836038140797,C,C,A,E,-13.209237447080316,1
Both,B,D,192.28890163720615,B,A,B,C,157.7248823992064,1
Mental,A,A,-10.481564383711284,A,B,A,B,171.17326967946855,0
Mental,C,B,37.14339131953972,A,B,E,B,-142.17825215108948,0
Yes,E,B,1.1011606003167973,A,B,C,E,-110.15832836948157,0
No,D,C,26.65221848035726,D,D,E,B,59.71847839452121,0
Both,B,C,-35.221298066607545,A,C,A,D,198.5410445901536,1
None,E,C,-171.92311407278368,A,B,C,A,-143.80373212673277,0
Physical,E,D,175.46191958215883,B,C,C,A,-44.894210744017755,0
Physical,E,D,1.4349348102467154,D,C,B,C,88.38227018154635,1
No,B,B,-146.38948412572825,E,B,D,E,-141.30929565582542,0
Mental,C,B,54.42962068932681,E,C,C,D,22.32694015196158,1
Yes,B,B,83.64469463226544,D,B,A,D,-74.7928908928755,1
Mental,C,C,3.325099259764593,C,A,B,C,304.06558926025673,1
Physical,A,D,-260.0595639732891,C,C,A,C,18.796314641298036,1
No,C,D,164.0883266017309,B,A,B,A,35.36262941736139,1
Yes,E,C,-60.21724687102085,A,B,E,D,-196.20180254614456,1
Both,E,A,-68.70642189019898,E,D,E,B,-41.62206072479636,0
Yes,B,E,-17.78208630770795,D,C,A,D,-33.39773732023034,0
