genero,AGE,Veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
Male,86,No,-164.62595535718677,A,B,86.9174979366164,C,D,-51.87574309007328,A,-118.97192586595517,5.783366159407707,0
Other,79,No,33.25475266451178,C,A,71.63745895663591,B,B,-179.37574895894838,D,-43.08905874960973,-4.713080065291356,1
Male,85,Yes,-28.05782759106824,E,E,198.7285355554941,C,A,9.72596048490339,B,6.347697782402761,-138.16095113417015,0
Male,62,Yes,110.93592916117454,A,D,33.89511061490346,A,A,-35.59149533261341,A,-47.461529013155186,77.98655814050046,0
Other,77,Veteran,-95.42921169960344,B,A,260.1889726028353,B,E,-72.38885945137375,C,-104.03546973744567,-64.07956508508055,0
Other,38,Yes,-95.61245905406258,C,A,50.604632676514825,A,A,60.974498908013445,B,-120.5326860912899,-131.37767276174645,0
Other,53,Non-Veteran,19.79765800551464,D,C,-29.350306067500625,C,C,93.49691667948225,C,-35.437226104549694,-103.72097941193607,1
Other,19,Non-Veteran,83.51172932125392,C,B,135.7892800908419,C,C,152.06366195431272,B,137.69835441793526,10.639583419990066,1
Other,56,No,-152.3172340002302,B,C,78.89111539870638,A,A,29.557086958492068,A,57.02678438884322,-66.81880122869195,1
Male,26,Veteran,107.95000223006362,B,E,-53.18512054457093,A,E,-30.32380754540031,A,-14.366717119526939,-55.80877933612036,0
M,90,No,-135.40703228774754,C,C,41.09851055839456,B,B,89.07904814365094,C,-30.911795495841982,-87.64121722246705,0
Male,84,Yes,15.0620282130875,B,E,17.195648985505247,E,B,25.144935307590067,D,-157.68933668875223,-92.81687962010614,1
Other,18,Yes,-198.74676347211113,A,B,182.95896701436328,A,C,-101.59558892565921,D,-88.06968459043843,85.0388541075002,0
Non-binary,70,Yes,-16.368847897621215,E,D,16.36551938913801,E,D,-341.76522404409434,B,56.27195623183853,112.84736875447415,0
Male,99,Yes,-40.9865754428524,D,D,-65.16978397749435,A,E,5.803962240712793,C,53.62615171130602,-37.49855764299483,0
Non-binary,20,Veteran,-58.996290455789314,C,D,66.41375846942317,C,C,-7.291623557687011,D,69.37562858598565,-160.87597425715242,0
M,45,Non-Veteran,89.70588055321087,B,B,107.70523460588197,A,A,19.254644161918,B,40.22329922644036,52.268796070153954,1
Male,84,Veteran,-14.520689396755666,C,B,-16.359426952850733,D,C,-35.987454325338284,C,-33.44358369124142,10.017293796500592,1
Female,95,Veteran,205.86977946789716,A,E,75.33599589569968,D,A,246.7970534622145,D,44.2853477404069,13.486328978342804,1
Other,75,Non-Veteran,26.74460143771227,A,D,-108.65901923791994,E,D,69.10862062885721,E,93.81646347626902,19.458969970502523,1
F,77,Veteran,-134.47387027894172,E,E,-49.26449553077371,B,E,-3.3319164359839357,D,-176.25320432734026,16.154375390727974,0
Female,76,No,-67.09353923360288,D,E,58.733426750787665,A,B,144.8231348701938,C,36.43535550981746,-10.958913413422557,1
M,50,No,-74.27543397620295,C,A,-63.428596596814636,E,D,175.1449275650271,D,-53.763422650901646,-62.99551551836873,1
Male,86,No,2.783727358993016,C,D,-132.3011513790914,D,D,-17.8899581374303,C,108.83539451767878,146.41603242946158,1
F,28,Non-Veteran,154.86147803586024,C,C,38.54392619818831,C,C,17.59871471396374,A,-57.25509333215021,74.47021462025955,1
Other,88,No,-123.5375392424551,E,D,43.12862334784665,B,D,-79.14366421025927,A,-23.44903744001802,-20.744081583353,1
Female,97,Non-Veteran,201.92246012837072,A,D,-96.48300393665711,A,E,-56.00629813537048,E,-88.12740528240934,128.7909215754793,1
Other,93,No,109.16960978970846,D,E,67.99697042505872,B,E,70.23320534651947,A,-106.13362420795383,-148.88495130313913,1
M,87,Non-Veteran,-24.17946826749206,B,B,-136.36889455601442,D,D,102.28552480546401,D,-99.88260550120383,-39.06069906321667,1
F,78,Veteran,-53.61311326829331,A,C,-90.66243346692913,B,C,74.29684138705159,D,116.72562864475111,55.662878270712945,0
Female,71,Non-Veteran,2.0108240182967405,D,D,-52.53473947802275,A,D,-46.182083880366115,E,-63.49688028552677,38.818034376556476,1
Other,39,Veteran,14.515444516465545,E,B,-106.90458812455267,C,B,31.76423158808099,D,-158.49039050258628,43.07241318354203,0
M,53,Veteran,-95.81868059712761,C,E,-155.43745361731013,E,D,-125.67013767101005,C,-22.757242271378928,48.57675807147382,1
Female,43,Yes,40.80402693571783,A,B,-10.248468566371853,E,D,89.90839861812238,E,-4.498617200603016,-47.272292851058815,1
Male,48,Non-Veteran,101.00609540513597,B,E,-37.23684106515001,C,C,-109.66861340500917,C,-88.53099402777327,-104.74837480473948,1
Male,56,Yes,126.52212117324204,E,E,17.299369936525274,C,D,-79.96996262793078,D,179.09424074909597,34.20447195915788,0
Female,29,No,-40.67371419916738,B,D,28.233062586621266,C,B,-10.956483859803306,C,-64.30705459044546,164.79079440437033,0
F,60,Veteran,-24.97868779693197,C,E,63.44264211657956,C,A,52.37492597302852,E,54.697997388498976,-89.93833914137119,1
Female,38,No,-9.07114053483059,A,A,19.540493017177855,E,E,161.0209366872293,E,-77.45202230730256,5.8835039975287895,1
Other,35,No,-1.412407371984703,D,A,-86.48588663333095,C,B,78.95489304320404,C,-100.92456170955266,147.30508703625298,1
Non-binary,38,Non-Veteran,62.33985484991976,A,E,45.28322759182619,D,C,43.33783134987848,B,-66.94962029255811,-59.2279529560672,1
F,56,No,-105.22677051323461,A,C,186.74572405984392,D,E,11.746046850430305,B,-37.279963265725726,-35.819511355782986,0
F,65,Yes,225.01995111463313,D,D,-45.99756303940596,C,C,-44.01749795027448,C,132.09305079132662,134.92271950229636,0
Non-binary,70,Veteran,93.5190561486518,E,A,98.91866759262734,C,B,-0.3835926893475968,C,-149.3275024185831,48.07208919050838,1
M,76,Veteran,44.1189002759667,D,A,102.56274773181143,D,A,172.417057607412,D,-74.44113124261916,39.863864104783296,0
Non-binary,76,Veteran,-99.78371477555734,C,C,87.06124398037333,D,C,-97.75339131886729,A,-176.04257069568732,-86.6751400513769,0
M,72,No,70.78131237964509,B,E,-31.189032654909415,B,E,-56.12639411265622,A,78.87921001972217,-3.1404453091528355,1
Male,80,Veteran,25.453219810516053,C,E,-10.048069289271206,D,B,23.976260909566225,B,41.82198154838025,-67.25575670132696,0
M,90,Yes,78.23781910240109,C,A,94.68572285925123,B,D,117.71730141639547,E,-72.12138768308638,-40.15787698519061,0
Other,86,Non-Veteran,80.25242080612949,A,D,-135.39781618960265,C,A,-77.66236640214935,C,-94.39240142475387,20.16728188485257,1
Female,47,No,-198.6007167011557,D,C,-34.523278784294824,E,B,-6.529098675933843,A,-131.4437955936122,-27.9582826086229,1
Male,18,No,-47.517464200333336,E,A,-2.9241430367496926,C,C,-53.95458296154142,A,-56.941593615801764,144.6798896076499,0
M,91,Veteran,-184.66740661242272,E,A,-135.44132732041888,A,A,219.06904752281017,E,59.77640433792123,-84.79628245728861,1
M,46,Yes,-60.91367106290269,A,C,-63.68487183733493,B,B,-198.07647137712195,E,-40.61999653570769,135.1663534757676,1
Male,52,No,-109.98275225753498,C,A,-58.898196862050625,D,E,138.51554115782312,B,96.03043849856603,40.32247666096834,0
Non-binary,92,Yes,-184.3470995708737,C,A,-74.39581692143368,C,B,67.61497739865159,D,-113.0148771967165,116.44007578030231,0
Female,62,Non-Veteran,-23.652847567330973,C,D,-9.564430109566748,E,E,129.48954843361594,C,125.39724819759641,-196.69600781513313,0
Male,42,Yes,131.66948875488893,B,C,-31.17645733988357,B,E,210.0582776372469,C,-47.69735393012682,-123.08042663354829,1
Non-binary,57,Veteran,-48.405526220270744,B,C,-87.09413451631613,A,D,154.30963119801524,B,-21.902936376676347,296.1536514596101,0
Other,64,Yes,-119.12773154319748,B,C,-62.35060113945288,B,A,-162.5203250056398,A,-41.031537192534856,154.52772230005468,0
Female,85,No,133.14536091964752,A,D,-29.78748608203859,B,A,-99.46210924186187,D,-111.48057379538581,75.60589109241998,0
F,70,No,-108.81201225307147,A,A,46.420641166955185,C,C,95.53880737091596,B,123.07376225160247,10.342969536380998,1
Male,89,Yes,68.08099432121172,D,D,43.66704618629663,D,C,27.055667504534604,B,24.976902031026896,-24.83130547009173,0
Other,84,Yes,29.926418834482664,E,E,-111.48626780788558,B,C,155.35840596953506,A,-91.46408376851346,-49.17266866845152,1
Non-binary,84,Yes,110.08482636401804,C,E,-69.15940996891894,C,A,-133.5800032845289,B,19.24388959155876,-30.849295585472102,0
F,18,Veteran,-62.71245911495122,E,E,106.8142178367084,B,C,68.30993609499659,C,-74.84409563069909,91.05472174417805,1
Male,81,Yes,-1.9053211548957534,B,E,-113.51910955206263,E,D,155.68337416766514,E,168.75756408617656,-12.190141659596906,0
Other,81,Veteran,-24.62575771019717,A,D,37.561392940308366,B,A,-125.71609008272627,C,28.51311679265419,-95.2936144708066,0
F,87,Yes,-138.55369526239764,E,A,52.44666878222935,C,E,-44.81635618582497,A,-84.9505956498217,-59.164920662330964,1
Male,25,Yes,111.09080188747875,E,B,-3.191678110714525,C,D,80.96519027910384,C,-23.4079825797503,-108.51675878239546,1
Female,33,No,-116.17719283874402,B,C,-216.679897484207,C,B,-111.54449038908216,B,-88.8481445961224,-4.716651167455082,1
Male,36,Yes,115.88094395058606,B,E,-30.08731352975959,A,B,-138.13368283896924,E,-53.34899002368666,16.054521999894586,0
Male,91,No,73.34163288042191,C,B,-95.75677623307321,E,E,-15.371044772502952,B,-176.10084663313097,-25.391549666093205,0
Female,34,No,76.0296590247484,D,D,29.339015884729868,E,C,-143.31864235108753,B,-2.202494358533579,-211.90743526615398,0
M,86,Veteran,-73.20011477172316,E,A,178.02211078053114,C,A,-161.6940614603251,B,-90.41158973104768,35.84926505751093,0
Female,27,No,1.5404022490522706,D,E,5.400954554968333,C,E,44.61290399881316,E,-13.477126960951216,-144.48573687743541,1
Other,84,No,-19.492054176590443,C,D,17.298593918940554,E,A,-122.1593679974816,D,-59.40784332378614,-127.80828256829655,0
M,90,Yes,52.651472283941345,B,A,29.436665842957808,C,A,-48.0213641409424,D,-22.886689162417515,-24.578159692136396,1
Female,42,Non-Veteran,-48.37745718851758,E,A,58.0276601025512,D,C,24.09639743743261,D,-52.204416170796485,125.28151801077388,0
M,56,Veteran,17.40498742465621,C,A,-196.26968670288073,B,B,-85.9948865766336,A,79.4344045520486,-172.67655223071182,1
F,45,Yes,39.567326530949934,C,B,-2.8990836006455893,B,C,42.139810206459416,D,31.12501598420611,-157.10375306334805,1
M,42,No,-25.29366413857091,C,B,-256.0766199784217,B,D,-51.837488759546424,A,96.10049437519959,-17.03408801766506,1
Non-binary,30,Veteran,125.68737899019449,E,E,-123.55793088169614,B,C,170.99878796841662,D,-130.56902728235013,36.07955155939236,0
Other,98,Veteran,-50.29888554928053,C,A,99.10604682105925,D,E,-174.5439529877223,B,-81.14526840683992,82.12998259378973,0
Other,85,Veteran,-1.5979063849802249,A,C,-89.8935187549349,B,B,-35.21094240915494,E,79.92513088537227,-108.98460404061471,1
Female,26,Non-Veteran,111.9275153287903,E,D,109.7850106894218,C,E,83.58840050894612,B,43.94133949946281,-91.10913204778547,0
Other,38,Yes,-123.33593801546743,E,E,43.71226677328842,B,A,40.26566992969879,E,-72.73172992490841,-9.538037904848343,0
Male,94,Yes,-141.18214576979312,E,A,-46.292805599606126,C,D,136.5128679291636,E,-16.99796951087813,-166.65542876212513,0
M,22,Yes,-100.55908083264993,A,E,5.698161596889499,E,E,-50.75530608939282,C,130.12143852161336,60.823809073086686,0
Other,52,Yes,-161.93653513064396,D,D,-71.47148210408942,C,A,-7.516646397883841,B,-34.47153272018097,-26.117121373573614,0
Male,99,Non-Veteran,-26.144072911803022,C,B,-52.19386589248427,A,B,152.5448687148187,D,-20.087505742840744,-151.73059490676022,1
M,97,Veteran,-28.58906163715329,A,B,87.02950136724724,C,C,192.6662176241964,B,129.5397654392452,88.52020818685138,0
Non-binary,29,Non-Veteran,28.32311811447592,E,D,41.103839040723415,E,D,-168.52214231924444,E,-125.42060047569328,-107.06118194391361,0
Female,48,Non-Veteran,-236.31753645874846,B,B,-47.889437228282524,D,D,75.99645985998337,B,-123.17938608059077,-145.0962547748644,1
Male,46,Yes,-150.04571488387265,A,D,-14.854854179741242,E,D,-76.96710772759494,C,-157.69214724491727,89.86773993626083,0
Female,83,Non-Veteran,58.972033438016794,C,E,1.0168747257626152,E,A,4.465875444604053,C,-120.04454675002194,109.87951652631574,1
F,47,Veteran,-15.971343191706024,A,E,3.0133099983756453,A,E,2.3465681525035524,B,-50.39485130231791,-44.23026538320605,0
M,89,Veteran,84.27444439624507,C,A,-0.18848815290574789,B,C,-53.72438873162289,B,-13.228273034644774,113.58818605838444,1
Other,58,No,11.73990321275453,A,D,-71.23301755361511,C,D,78.28864345245377,A,-7.80670265870686,-2.5738157789950686,1
M,78,Yes,-76.2090332561945,E,B,-25.15158204253918,A,C,-38.649775757667314,D,-12.714457714512617,7.223555911298337,1
M,87,No,-32.91669512229201,B,B,-78.25650560693276,C,B,28.288956448311815,D,65.44258436632965,-97.56341722548513,0
M,32,No,37.59028149703812,A,C,21.33456047717383,C,C,115.23885147920339,B,92.67996622242664,215.49480525486015,0
M,20,Non-Veteran,46.63756134919526,C,E,9.067072346991655,E,E,-103.5667616312753,D,-86.16726608415462,63.863081206049856,1
Male,94,Veteran,87.37220339017104,D,E,31.72319140057505,E,D,50.05268506278562,D,29.123022963436213,16.20004396259288,0
Non-binary,24,Non-Veteran,190.77623617168945,A,B,-100.36608313957107,D,B,-180.32469877314716,A,52.416607098135536,-130.52205117123805,1
Other,60,Veteran,-3.2602869369709873,D,B,-32.19386324461666,C,A,-13.099780995707025,E,-48.74889702124718,-17.349479545427563,0
Male,74,Non-Veteran,-128.52560700286597,B,E,111.75527984150541,A,D,80.36114009925738,A,84.90255412801714,128.40315044719392,1
Male,95,No,29.979611497984926,E,D,13.353918506761374,C,C,-43.56916376892109,A,-21.993868779401048,-9.780652067128472,0
Non-binary,20,Veteran,87.38866483343159,D,D,-163.92135367810624,B,A,-95.3395545373219,C,-7.835470731258548,-30.0727627806458,0
Female,26,Non-Veteran,20.895118732379856,D,D,-101.1122924751289,A,A,-167.267047634773,D,-16.369154490380538,-25.283123152777247,0
Other,23,Yes,88.58515093480675,D,D,21.451305266046877,B,A,154.9107427706339,A,0.2761247216459109,-16.145303143219746,0
Other,38,Veteran,137.0132812408577,E,C,-3.1814422035078525,A,A,82.67440980813299,A,-10.918792376757711,125.98281679847918,1
F,65,Non-Veteran,93.68260463918227,E,E,-42.12194135101396,A,D,-31.0025077087952,B,45.91742087888215,9.848692457303324,0
Other,18,Veteran,219.30170226776605,C,A,-0.982189486647942,A,E,-80.501102153592,A,22.948066982481016,108.29063847406333,0
M,61,Non-Veteran,-17.15829741526559,C,E,47.70660304038735,D,C,78.41440598270714,A,182.92709492634253,-6.227535503546831,1
Non-binary,87,Non-Veteran,43.363301902268546,C,D,-2.5757992096836224,D,A,-54.082340643821055,C,34.21800157583671,-51.52931153356369,0
Female,34,Yes,-132.61302437743063,D,B,-44.77301461633004,C,C,53.56629312297982,A,-127.1144019366603,-21.370228778332734,1
Male,25,Veteran,8.794363108552412,D,C,-85.79350216898553,D,A,248.3457999464256,A,56.24950341362776,7.318427919127584,1
M,48,Veteran,63.95794015206698,D,B,-142.11639731436557,E,B,-24.277474166157482,E,-26.462695817728445,80.31988285646221,0
F,64,Yes,79.22417378344387,E,D,133.7238749785615,D,E,-97.91044534486973,B,53.843995500896355,-68.89972710229175,1
Male,70,Yes,28.370741296251662,E,D,7.657710332426977,A,B,27.155843534092188,A,63.602892949932844,92.45813630399662,0
M,61,Yes,44.4372073728478,B,C,-30.724429837587046,E,E,-204.84895930830982,B,59.56828855095054,-74.38832663787089,1
F,85,Non-Veteran,136.50050023449435,E,A,20.944938763457056,C,D,-17.600644899749565,C,-50.347366429229844,-48.058576481442095,0
F,51,Veteran,31.016401652309906,D,D,92.61944655095067,C,B,-74.71444613522726,C,-78.95896814295732,-17.954576408033184,0
F,55,Veteran,105.13140230348903,B,C,46.08746653349951,B,D,62.290694465141996,B,-91.75243163851752,-107.92742771350572,1
Female,85,Non-Veteran,-153.59509028038903,D,A,100.82378732195862,E,B,-36.06597089118376,E,123.26206718280979,-10.95803637162161,1
Female,82,No,-88.0250128933728,E,E,-100.94249325294508,C,E,118.17854097599405,B,195.56379323255123,-141.38720393749895,1
M,28,Veteran,-101.0081246240725,E,D,39.414095229664206,E,D,47.08200695873945,D,133.10890578219394,64.43638220752844,1
Non-binary,68,No,-34.8072262962774,D,C,77.71942302122898,C,B,0.4032945467726045,D,-156.17376031070097,-48.0499466362147,1
Other,79,No,-58.77573093894406,B,B,-192.9843432829577,A,C,-66.99983492500371,C,-207.01802895422793,-186.3396450668385,0
Female,38,Non-Veteran,-191.31741714690585,B,E,-187.994124529505,C,C,-87.1308416040017,E,-27.573047733032897,-44.93281666486355,0
Non-binary,22,Non-Veteran,38.82248649822625,D,D,-206.58938361710995,D,C,18.8980640533449,D,94.9998021738778,15.788692712495056,1
M,65,Non-Veteran,-136.95969444710406,A,B,-85.31267098893008,A,B,-59.33792412939126,D,-100.2415312351506,29.880216976413426,1
Female,23,No,181.5366461356117,E,E,164.17510376710024,D,C,80.65669726830592,A,12.435692420400056,71.60868838191153,0
Female,44,Veteran,-14.42431358899271,B,D,228.13210182115662,A,C,64.20641384806737,B,30.51934498181718,28.834513410054292,1
Female,90,Yes,-25.66493248408414,B,A,-145.87618472669513,D,B,52.668974276497984,E,-59.062046969485216,136.46028173398338,0
Non-binary,19,Yes,138.77448461540615,D,E,134.08660836081313,D,B,39.303861263432154,E,-49.92866266575029,51.2123004695959,1
Non-binary,70,Non-Veteran,-2.9495828428060635,C,D,41.203451829702246,A,E,50.753757780925824,E,25.576211122357996,-66.95960606929788,1
Female,53,Yes,60.48763942055968,C,B,-55.34755682375082,B,D,39.439353908237216,C,-72.29915736316485,-101.82505997816598,0
Female,36,Yes,-178.63587792297594,D,A,-36.452628531504686,E,A,-108.65927038419052,B,-23.513173703418595,193.5863764319489,1
Male,64,Yes,-105.22915740830257,A,C,82.9894613516298,C,A,81.26651975511804,A,-60.73708432026057,-90.94324417263653,0
Non-binary,96,Veteran,-65.78250648831445,B,C,-68.26014406708211,D,B,-149.2599113735736,B,-269.9140305812419,-146.5291905409404,0
Other,43,No,-36.14967933774199,A,D,5.545727120634485,A,D,-112.60136117332651,D,-55.1381250189227,-45.75410516162287,0
Female,40,No,-11.887036840970707,D,B,83.00772695588937,B,E,-12.698473792623036,B,-52.88043902862941,-78.78696648541023,1
Female,43,Non-Veteran,74.65526743520273,C,C,19.354930944004096,D,C,-114.81739372236584,A,-18.998273055359444,-27.309985260394242,1
Male,96,No,236.77791024719787,A,D,75.32809774796686,A,A,28.38404511742364,C,-55.22536015599445,-17.09348684955792,0
Female,22,Veteran,-61.11300147681027,A,D,57.320107156506715,B,B,205.60794472308862,B,-19.968705232031446,3.730487717293244,0
M,59,Non-Veteran,132.40710094934772,D,E,72.88311459418509,A,C,-39.73789110042987,A,104.60545041275411,105.77937782013338,0
Female,33,No,30.053918625327764,B,A,67.18102164244655,E,C,-133.72522403548066,E,-114.36965394222076,4.903154967854699,0
Male,79,No,96.01771774351772,B,D,180.36780016071114,B,E,-58.39132266393041,D,-133.33452602707735,142.66521305831012,0
Female,69,Yes,192.95008945980283,C,B,-18.114054795355685,B,A,-181.09508547227276,C,-66.52061794480957,16.326233293420454,0
M,64,Non-Veteran,72.59220424485187,C,D,8.541810421457194,C,E,-185.5795757644462,E,-93.69142096899405,66.05763545485642,1
Non-binary,51,Non-Veteran,8.029216726134889,C,B,-100.45571283596566,B,B,-32.23173380620414,E,-107.59069215210988,50.45090289974963,0
Non-binary,36,Veteran,220.56205457915468,B,C,128.89022300201643,E,E,156.30440266912328,C,-178.61082473217968,71.68891500364299,1
Female,95,Non-Veteran,12.255580046624969,C,E,6.942986555950714,A,A,-0.7672460231786005,D,59.79811220266138,-97.98315711460349,0
Female,21,Veteran,82.45232323673167,B,C,18.890868578991505,B,B,13.686810227907314,D,-163.42600901401465,-110.82104978276739,0
M,31,Yes,-3.9980182072188946,C,E,35.316320821478286,D,B,-197.4310275301337,E,-117.29701542242654,-65.21898522499228,1
Female,23,Yes,-171.97714722717348,D,C,-168.42281465454724,E,A,41.45423068457157,C,2.548018368071014,73.80036964728133,1
F,71,Yes,44.48349893762533,D,D,82.56490073005563,B,D,84.3599022968499,E,-33.92683015081456,-64.90382842327645,1
M,39,Yes,-82.93017115084817,C,C,-153.0033344839585,D,B,132.74910985315856,E,-164.72167259750148,165.13716283013554,1
Female,84,Yes,-58.40616778529994,D,E,75.79707998417656,C,C,77.02162954062811,C,-122.18494918457026,39.83311841618143,1
Male,55,Yes,-43.68189707147869,C,E,-118.6871781667908,D,C,94.00451175344615,B,78.71863450463525,66.79139902341919,1
Other,53,No,-37.813523050417146,E,B,-54.15390260586953,D,C,-35.37057396320497,B,-21.528468688461984,59.471514962298556,1
Other,61,No,47.47512168872094,D,A,-28.751814162075913,B,D,-184.47656788277803,D,-327.2551001975765,108.32332038462293,1
Male,47,No,29.26443449288165,A,C,67.1850089905712,D,A,164.24020320718503,E,-272.9367164974276,-99.55611827888454,1
Male,37,Non-Veteran,10.044461062345041,C,D,-61.36362038023061,A,D,37.998617119412934,C,49.698884579170965,-81.29769385538339,1
M,74,Non-Veteran,21.27023484373854,D,C,-57.89858060477498,B,D,89.67488372817569,D,-20.69053894037811,-122.80335051534156,1
Other,42,Non-Veteran,76.6769664987789,C,B,69.35302425926024,C,C,-194.73920115703538,A,33.75414013233847,-27.103557669469215,1
Male,55,Veteran,30.002689874479405,B,B,104.13267127794845,D,B,148.37722079413132,E,124.26366388915548,4.833582504552095,1
M,29,Non-Veteran,110.20097428834576,A,D,-48.355897911760174,A,B,70.792610947584,E,-51.76131862583675,104.22172955017534,1
Non-binary,20,Veteran,-42.56620888165982,B,A,234.16312218971606,A,A,3.6905781775023647,B,81.95281570760828,154.03079684315892,0
Male,49,No,-214.37631765265084,C,A,122.00394302232654,C,C,-224.25303860768926,A,-44.32230518297465,-200.95990506814033,1
Female,20,Yes,43.60504324080097,D,E,236.31534582314532,A,D,-35.89346673008177,B,-127.5440832989907,-69.52495157175909,1
Female,82,Veteran,-48.96664928592644,C,D,-102.67051118395227,C,B,-119.86124657034203,C,167.30337429175754,-41.303351009485986,0
F,74,No,102.37147054188117,A,C,-32.364485901752346,E,E,-21.279662665041148,C,-64.26013929239689,-212.6170737869785,1
F,40,Veteran,-92.63352947244951,E,E,81.08905374611484,E,C,31.500088609796954,C,200.43031315946956,-96.44734086767356,0
Female,58,Yes,127.71140429043169,E,C,77.28083665564756,B,E,166.85643084790166,C,-72.30486443401077,170.30068011268926,1
Male,66,No,342.73847558789123,D,D,23.914421208556185,D,D,97.11902138485266,D,-153.52820156425724,49.99404413260658,0
Non-binary,71,Veteran,86.04991712942844,C,B,140.90681984153582,A,A,76.2860810855992,A,84.23150397801867,-92.93105435762085,1
Non-binary,27,Veteran,30.49764874322505,C,E,70.05284238055113,E,E,-78.69226540665181,B,-52.535738209108075,18.4872748953878,0
M,47,Yes,-36.66749144192328,E,B,180.56774573809733,C,E,47.65837339656321,A,-89.04968545651002,133.64383349088544,0
Male,84,Non-Veteran,86.76716455834568,A,E,56.77105177376609,B,B,-245.04306427299932,B,-41.409298111521345,-125.27592925245553,1
Male,45,Yes,272.1542093801635,E,E,5.370883554882603,A,A,6.135709677909562,D,-100.19327721721938,-45.994796182302906,1
Male,33,No,17.171046646474338,A,E,28.61912465951022,D,C,9.784130616477142,A,-67.68878451745488,-45.4152468680215,1
Male,39,Veteran,108.03816487342797,A,D,5.277188538468702,E,C,-14.397480436609497,D,-193.6581896930448,-74.05829671996905,1
Other,75,Non-Veteran,246.18637447376153,B,A,158.101110521769,D,A,-48.20968889347899,B,34.758944171688725,121.37090320793695,0
F,91,No,-51.464678793585726,A,D,-11.792823244127433,B,C,114.99981726662006,C,11.731127004064431,-61.42667699756837,0
Other,54,Yes,-91.86660983735844,D,E,18.545709310489364,C,D,176.72256991100343,B,202.4953311107979,-73.56103043054738,0
M,62,No,-66.19135380077775,E,A,-55.08512242775999,B,A,-113.81348081403961,C,57.45966164134174,13.025407082276768,0
F,38,No,-203.73104405284295,E,A,155.0745013548415,C,B,-51.786544728013276,D,-21.094896907451837,30.45595784709735,0
Female,47,No,64.42504239093994,C,E,9.431361876143848,B,B,12.781722136045476,A,-1.0954949565710828,-30.815546448746687,1
Non-binary,28,Yes,-32.43359818835784,C,E,-179.42549635899923,D,C,-97.6303461946856,B,-132.7099715042377,-24.509889902280975,1
F,85,No,100.26352052758965,C,A,-111.01911172908412,D,C,177.90643360213096,D,-59.51784534362846,218.7477064781985,1
Other,71,Yes,-51.91839548478324,C,E,52.83252762020013,C,D,1.5048137494781404,E,-211.8681282471919,174.4275310772416,1
Female,86,No,138.8910151421483,D,D,97.73221771278254,D,C,-129.40610198848663,C,-133.15781827193348,121.4942445594187,1
Female,94,Veteran,110.57934704390173,C,C,134.05108089581893,D,D,-68.59882249659172,C,37.976989289091726,-3.524963302535405,0
Male,53,Yes,-36.27559901516472,E,B,-15.00653383502834,C,B,-148.7905381865727,D,-127.92075166229876,14.53967257236514,1
Non-binary,91,Non-Veteran,-96.55461529623147,A,C,-8.23635657240258,E,E,63.357910760387895,D,130.60508279038936,59.211390333891046,0
Non-binary,23,Non-Veteran,43.741868026706676,C,E,37.74284249986417,E,A,-54.54403941697035,A,-60.817527360923606,43.084840210123296,1
M,18,No,-84.4052004216623,D,D,32.8551814620946,D,A,-71.62087846101929,A,236.1934915562175,-14.119317966739736,0
Other,23,Non-Veteran,-69.26045815553393,A,A,183.64641350740442,B,A,69.22023277573484,E,-47.13711896320584,33.61628312686035,0
F,73,Non-Veteran,56.853233250605385,C,A,-45.95410852204763,B,B,100.52625024585424,C,1.0186263751746478,-48.11384616992939,1
M,54,Non-Veteran,63.92357443651917,A,D,-55.8563883384683,D,A,-44.851006049946314,C,117.75703686361393,41.60034461078118,1
Female,64,Yes,135.81528345385289,B,E,-85.87151134197447,A,B,-83.12272309057816,C,39.87778489734321,55.99393020841442,0
Male,45,Non-Veteran,124.50144271952435,E,A,178.28766178375685,E,E,-78.84878834224966,C,127.92270689273965,-11.574873339559142,1
Male,65,Veteran,-147.44192904677885,B,B,-100.04060608570893,E,A,55.32203675474236,D,86.39709376900836,-118.12445561691081,0
M,51,Non-Veteran,-141.75889943536478,E,A,179.91645762705633,A,D,60.03709737165717,E,158.48559942659548,65.12389867711718,1
M,88,No,154.17942069826296,C,C,32.313321288909265,E,C,5.951745189113733,A,-24.1310691292618,-153.72871525041657,1
Male,34,Yes,18.21890335617554,E,B,61.83747360342737,B,C,164.25927018655523,B,115.46422802181414,119.17758977327586,1
M,42,Non-Veteran,167.9808889223745,E,D,-81.57709270763677,D,C,-53.459199994673455,C,-50.72066944216777,-18.58384260280235,0
Female,66,Non-Veteran,-63.96288434945826,B,E,-100.11603372541853,A,E,-71.06044905947753,C,-174.08271144900144,33.75896938086825,0
Non-binary,47,Yes,139.9508539622483,D,A,-106.06307266725601,E,B,152.63707036797706,B,94.33975466338806,162.11418659775163,1
Other,95,Veteran,58.77673800613241,B,B,-24.427474810267032,C,D,-62.016828533830214,D,63.85729874159447,6.835220629052389,0
F,38,Non-Veteran,-23.852273424364803,C,D,-71.00006167225655,B,E,-9.627801771114768,C,-215.03505440511233,-83.58317062808393,1
Female,22,Non-Veteran,110.56273236611065,C,D,1.8518797393800115,D,B,-9.382327572939003,B,36.97454444950225,-70.05970900842907,0
F,40,Veteran,-147.51223828487994,C,E,117.89784470347308,C,D,36.21829016192193,E,-0.21156293847346472,-16.21171112531684,1
