AgeGroup,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
65+,A,-116.15321609704306,A,8.101131827674065,B,-24.8524100967788,0
18-25,E,95.87367973579575,E,-15.624891024780682,B,63.86693803183432,1
18-25,A,-22.492443067904112,B,2.3269255676836282,A,-61.44950308216275,1
36-50,C,-53.02324310199846,E,88.21025856038464,E,33.07345987367093,0
65+,A,80.92487821388113,E,178.283512263075,D,-50.454433616831,1
65+,B,-115.47717283165014,E,-141.02669207447974,A,0.22387590022618092,1
26-35,A,-98.1469864747448,B,9.572273278380376,E,-115.79270442781609,0
26-35,C,115.01090031758284,E,126.62782135936332,E,30.94074570074467,0
51-65,E,-50.450048927563095,B,-64.15120964099674,C,-37.83762611478683,1
36-50,C,-39.34294426834431,A,69.20920129133397,C,65.9411391613138,0
36-50,C,35.75336172974607,C,58.73227132861463,A,-197.1580581696858,1
26-35,B,-133.67912384893108,A,-66.79796674332404,B,-11.553972744231437,1
36-50,E,-20.20854171336061,A,45.78228365396107,A,-98.4887447879128,1
18-25,E,-24.392156923083824,D,71.08168351886678,D,-67.11938029297629,0
26-35,C,30.3624490087602,C,-140.82810547291209,B,-19.989199372962272,1
26-35,B,89.2204648353853,A,5.949745434117094,B,-57.999644075983106,1
36-50,D,57.26581144608147,E,-17.897542920683,E,128.5956020700717,1
36-50,D,-8.608550527069553,E,-17.22045981071777,D,63.18249850578089,1
26-35,D,150.87609047429905,B,56.00229055987608,A,160.89390239171226,1
18-25,D,-46.17762530498328,C,-127.08185943276675,B,108.91579950778399,0
18-25,D,17.778865026091406,C,-170.27845128886545,B,-107.49900851480452,0
36-50,C,-237.3377851153648,D,74.34239456542122,B,-86.31515352838926,1
26-35,A,51.70456799652543,C,8.879941846053944,A,48.36079433634177,0
26-35,C,-59.999835278323246,A,126.300983646633,D,93.96932328577121,1
65+,D,-155.85502316857088,D,109.03047803527342,A,-27.0545734663266,0
18-25,C,2.2421930178846345,B,-42.759944619875654,B,-99.49596777885556,1
36-50,E,56.57638437896368,E,-193.13232675012645,B,-73.89831005524147,0
18-25,E,17.17467294873531,C,-1.5942075825776831,E,22.008280473161886,1
36-50,B,48.95810415104897,C,-9.757942628850065,A,-145.09980024323275,0
36-50,E,-50.41041113631174,D,-72.7015087322831,D,66.19764485102337,0
65+,A,-145.14333774536257,B,70.38684671411816,C,40.336282139998474,0
18-25,E,30.591960431281638,A,109.51909422915611,E,-44.077678098335774,0
18-25,A,-93.49424649436126,A,-190.02492810828298,C,2.8977079359040303,0
51-65,E,27.5464916126,B,241.60885578566732,E,122.94114327411594,0
18-25,A,-59.2801502444013,A,-70.49532322491226,A,-20.66227441112775,1
18-25,E,-71.96651532145435,E,-158.07218201323428,C,81.30122260492246,1
18-25,A,27.76343827546009,A,21.609187620092605,A,246.1085575671166,1
36-50,D,111.40845154695104,A,-53.32273955224095,C,17.315412946360087,0
65+,A,-200.0692120686444,A,-79.40579017283032,C,51.45874830582843,1
51-65,A,230.6837622671084,B,-117.41840462079152,C,-153.92338994766595,1
36-50,D,-177.04231847321728,E,142.041788943135,A,52.12880394999453,0
36-50,D,51.931137272567206,A,3.082754836528495,D,14.368273682029816,1
51-65,C,-3.7537192864130757,D,-5.712192209931566,D,-91.34438293086153,1
26-35,D,132.1557090445596,E,-98.86265039383747,D,-43.37799206786499,0
26-35,E,158.35530963552068,D,67.53313386974902,B,-22.498284590758256,1
51-65,C,-20.371516222868287,C,-145.58342074343392,C,-1.3460186773862217,1
18-25,D,115.72613155760052,B,-107.60794283008283,D,-267.8821835133319,1
18-25,D,-88.93877523341767,E,-23.99357712371911,D,152.50235873419155,1
36-50,E,65.95603543108902,D,82.1743586403264,E,-28.184347702272593,1
65+,E,-133.6530136658425,C,-175.1963453246647,A,187.8340863073459,1
65+,D,14.96737567360181,D,-51.38418864373261,E,-117.98669127923527,0
65+,B,145.04530490959377,C,34.325549458423524,B,102.90673169633213,0
18-25,D,-9.890348049972285,A,-11.99189854904846,C,44.64578133716318,0
36-50,B,131.23768559279696,E,-49.447298521417174,D,122.9114762662573,0
65+,E,86.60895700032391,D,27.423080447304976,E,2.7264990752430327,1
65+,B,86.03429919116546,D,-30.916753725274642,A,-20.12268244529536,1
36-50,E,-85.30544200528041,A,-143.36815240311938,C,-142.54948321946932,0
18-25,C,58.76019158043011,C,-1.8189897872739378,A,-156.1024429849997,1
26-35,C,102.11831446727268,B,68.35971896065568,A,-43.23747596344153,0
51-65,E,88.58305649549644,C,108.1140176367511,B,8.596256135477958,0
26-35,A,101.04744346478508,B,246.92414907507296,D,42.22110190923201,1
65+,D,72.60162721916369,D,-166.9143563253749,A,-37.68201869759952,0
65+,D,-9.976480910362808,C,116.91925719064591,A,-67.85506341585236,0
51-65,C,-116.98269909177594,C,16.267045406914885,E,-20.315011532049187,1
36-50,C,65.35376552356475,B,-68.00667498816897,D,-185.55081401620566,0
51-65,D,218.4938720830546,D,81.85292677657276,D,116.5025021187529,0
51-65,B,9.008793620814178,B,74.93428060129581,E,50.23723557060663,1
18-25,D,-62.820469986503866,C,-60.48995149094757,D,-78.04655148770586,0
18-25,E,-151.96690912535723,D,-37.65453232103007,E,-7.558625058925758,0
18-25,B,-259.32856054855995,A,-62.53348758827797,D,-77.72246897575567,0
36-50,A,-128.85483858526254,A,-71.43042771707468,C,-82.26579445746695,1
26-35,A,25.23262432108087,E,-48.08123866411245,B,-138.83207807487886,0
36-50,E,-14.944392286755944,B,57.159025083068805,B,-26.10057312069284,1
18-25,B,44.82980673177218,A,99.74105735843453,E,137.20219719436045,1
51-65,B,-11.86738164028712,C,5.641956110938033,A,74.19540012753876,1
26-35,B,-154.90437737607806,B,103.58015126794284,C,21.64841553461147,0
36-50,A,-9.85830513733161,E,46.53526400426031,C,-66.67633047997073,0
65+,B,99.70991314086261,D,118.90874858778697,B,111.51039628367928,0
26-35,E,-75.953662676963,E,102.47764365126115,C,-121.9249439947428,1
65+,C,184.6172431044894,A,152.15868603971606,B,-92.38523053349714,1
18-25,C,154.32675852195783,C,57.212368308130515,A,-120.08784110866415,0
26-35,A,-102.65875310289212,E,35.164107256166815,A,13.285809788787315,1
65+,A,-4.320939716266409,A,-66.76212990182808,E,55.160218097103964,1
51-65,A,75.39851850419834,E,-67.62278206355194,A,1.243085000092356,1
36-50,A,-54.64050885609768,B,18.698438715611097,E,-77.20292649011054,0
26-35,E,125.90313683380039,B,44.23436417379329,D,71.05876733704847,0
18-25,C,-131.36465405647922,D,77.8870205891603,C,171.87116246930125,1
36-50,B,-169.77680339601434,C,20.856762297818122,D,-68.00025276550011,1
65+,A,-130.30096114613391,B,9.664667832250675,D,105.545137611644,0
51-65,B,61.41283672235155,C,-68.62957494244036,D,130.7444547160034,0
65+,D,-76.35304208281207,B,-177.5305790828251,A,116.60440202991073,1
51-65,C,0.19676066186055863,D,-5.343183452053588,A,227.76773046821071,1
51-65,D,-142.20563655012026,C,-219.99878149300224,A,-112.85943168902396,0
26-35,E,-226.5200915797384,E,136.3635049656928,C,114.50017261433143,0
18-25,C,-59.15530628222729,C,-130.43928494260126,E,120.88841863353844,1
36-50,E,51.93414873654909,A,-149.94565515127053,E,32.56417840419746,1
65+,B,-1.2121334826142807,E,65.7203046152374,D,157.7158671334822,0
36-50,B,-106.58086599658367,D,132.36854294686043,B,-121.56461497537498,1
51-65,A,18.96492863133552,E,-38.124450024545624,A,153.36454084918597,1
51-65,A,-105.79692531889874,E,66.20834830429077,A,-98.60596849006473,1
18-25,C,-31.152857710201182,A,95.15317138342093,D,63.78058421058317,0
51-65,C,132.18202214569624,D,50.04931039466454,A,-124.1314371205055,0
26-35,C,-107.01047963665593,D,-155.99331606233966,A,212.32313939038428,1
65+,E,89.52423574933012,A,-94.66157820626499,A,89.5045847030147,0
65+,A,55.41539723169212,A,-27.17847508775334,D,-166.00926837613582,1
26-35,C,-93.59087962243846,A,-259.9767385289469,B,-8.392417683915959,1
51-65,E,61.42532463050732,B,-57.53195727708571,C,-250.2666166470217,0
26-35,C,-99.02128090447722,E,-163.4283669965984,A,146.18502761853676,1
65+,B,-105.39927601348873,C,211.6698510590547,E,-91.20585600128898,1
51-65,D,128.0825701523412,A,20.97689924051576,D,98.44470905277079,0
36-50,A,-34.155986617032916,E,81.5738631934669,A,-66.91829733735555,0
18-25,A,27.33994117571316,E,106.25081406062979,E,114.72734661188882,0
51-65,E,-43.980456868192476,C,61.57770927206806,C,150.43892896457598,0
36-50,B,-49.44240955414786,D,-78.32652044645789,A,-57.06402840044792,0
36-50,E,13.321068955991086,C,-52.49411050361695,C,-201.05059732495363,0
65+,C,-193.09052728012236,A,-82.10085460679237,D,-35.98083944374469,1
65+,D,-181.30113000596816,A,137.00326816457866,C,193.4071650007995,0
51-65,B,-22.409329894321782,C,-49.91379062748326,B,-55.03748055583147,0
26-35,C,56.6384999360794,A,87.24709143482706,C,152.37585020788563,1
36-50,B,-131.09107460861065,B,0.7448719399790003,E,-12.737114851776202,1
18-25,B,19.732950719061176,C,1.9197294824793973,E,85.59550399765384,1
65+,D,141.54916328153985,E,229.35499480378726,E,23.491470005330015,0
26-35,B,-45.78955632030583,D,25.224974695665498,E,12.974212218862071,1
65+,C,-66.52482468717922,E,-12.823939574794476,E,89.12183336160213,0
51-65,D,6.33198639698186,E,-41.116482360232084,E,-41.439525764827756,1
65+,D,18.20364823321608,D,62.50405069482126,E,111.20881667135664,0
51-65,C,162.55536232235752,B,-161.2877879400515,A,57.14494026667008,0
36-50,B,32.7878772270752,D,-48.011394609157634,B,86.85690596095343,0
65+,B,-1.9962176107731378,C,-6.3320763522162,C,-88.43319439954126,0
51-65,C,147.68453753535317,B,-2.169743381094094,C,-21.221128179984216,0
65+,E,-169.32299707168968,C,-51.826449976196045,A,-2.889144095676686,1
51-65,E,-69.19560502247145,E,30.305318679293247,A,-79.67011429815761,0
26-35,C,-7.572063223837603,D,-106.09400454537298,C,144.7432738065518,0
18-25,A,32.07235121398209,E,-248.96410301303814,E,-25.524179648054922,1
51-65,C,47.82215793031965,B,-25.620227988427818,E,100.9500063659686,1
26-35,E,-137.7969188032906,A,80.65140461997274,E,-131.43312234761987,0
18-25,B,-90.007740204545,E,90.326140778008,D,-91.03843930742642,1
26-35,D,127.64578482023164,C,-78.77863447194478,C,134.20566249233573,0
51-65,C,-89.41721370639299,E,7.026579759562254,C,-62.17394830422677,1
18-25,B,107.9612058607144,C,-54.094242981763216,B,-183.09220515060807,1
65+,A,174.41448053977206,C,-33.62015726964251,D,-49.89952036910068,0
26-35,B,109.52581010974166,D,98.50578852326147,E,-14.779341442428823,0
18-25,B,-41.025097050963275,D,-44.55800633146808,C,10.289520991773104,1
65+,E,-83.3405857886009,B,207.46833542587652,C,58.029262748903484,1
65+,D,-73.51470644066994,B,-13.943124155328345,D,11.032060013674048,0
51-65,B,103.22624102056814,C,133.9940036963535,E,95.38507621095216,0
36-50,B,19.77668056515374,B,112.11962944162666,B,-176.17990890980255,0
65+,B,-66.63035930880633,C,73.62791731031749,D,-151.97153712790444,0
36-50,E,-54.35243625286606,D,66.35270410300356,A,-61.409121107311584,1
36-50,C,-151.85020420290516,A,299.63618936333864,C,105.46110083109906,1
65+,B,-120.18196178613165,E,25.44134476459204,A,-36.178771476928944,1
65+,C,152.5480206392857,A,-108.0040815431025,D,12.457141040400156,1
51-65,D,33.74627523126163,E,-175.9356177759464,C,110.86662225733212,0
26-35,E,183.02550734015804,E,-27.04097686352901,E,59.52533857089806,0
18-25,A,88.50324885797303,E,-91.34801930708822,C,156.73800187590754,1
18-25,C,-130.41633016593735,A,-91.48464786509058,E,30.074626406902212,1
36-50,A,35.74777950380109,B,-159.6958518698059,A,65.9719109704821,1
26-35,D,-168.84587450289965,C,-77.4486580204274,A,-179.69351555767506,1
51-65,A,74.25651313912732,D,10.723984193579943,A,-105.19144102514097,1
51-65,D,-191.34438439794894,E,-68.68753808295227,C,108.92393032118726,0
51-65,E,-203.18966622711136,B,114.14810682781945,E,82.26963557965551,1
18-25,E,-16.66003438604679,C,65.15315858156913,B,174.99713601635872,0
36-50,D,31.38075637489377,E,-3.114868674457305,D,89.1815211705484,0
18-25,A,-148.23957365137895,D,75.66017500838561,A,15.770937180398914,0
18-25,A,158.5115914816334,B,-111.43600993321962,E,-3.6428483593917087,0
65+,B,84.01991256727781,E,-201.18076270533712,D,35.506016035371715,1
36-50,E,-26.273390215064417,B,-147.85563396854945,B,-0.17997688002902842,1
26-35,A,56.046864501143254,D,14.36887304527622,E,62.1195383605506,1
36-50,C,150.7063665895749,A,-1.4277809309678073,D,-68.04886939333086,0
51-65,D,-96.50151912332423,B,-27.529660489720552,E,-31.73335915861158,1
51-65,A,76.9507080287425,C,-59.89968173632902,C,-12.816169170910593,1
18-25,E,-20.735584236485973,B,-104.45304607473882,A,-58.19525516785994,0
26-35,A,38.5450639895711,A,-210.83638980472986,C,8.600658557733361,0
36-50,C,-92.4338601340582,B,-73.57679877240508,A,113.58050294154138,0
36-50,A,135.6482664465722,A,175.99394281609972,B,-138.6820276278894,1
51-65,C,38.278017374017736,C,-51.06675757789573,D,44.41518111227584,0
36-50,E,55.32910276617097,A,74.4202192200423,D,285.31228758166253,1
26-35,E,-177.31779356322127,B,-60.987664390802934,E,-91.31930668406622,0
36-50,B,-80.78349588494787,C,-151.83593603172704,C,-252.02360933626093,1
36-50,B,18.790528570412775,E,183.24070003211335,A,-248.85922825521428,0
26-35,C,124.97644890060637,E,68.22646076085638,E,18.13248239808339,0
65+,D,63.43959454450232,D,108.61866233133495,C,-53.19567099099108,1
26-35,A,-160.49596532399556,B,38.03939376271303,A,15.515034252179122,1
26-35,E,-90.73597109342163,C,28.272114877772836,B,96.86942513646096,1
65+,E,-4.151254800361045,C,46.95341827117729,A,-97.46286510075079,0
26-35,A,-26.282093158068648,E,-81.72160567688007,B,23.30158224021256,1
18-25,E,-36.25623683623204,A,-60.788513326741665,A,13.376419211649981,1
26-35,B,6.31689087263133,E,122.4958408760701,C,-62.259124648912135,0
51-65,B,-98.19624296851352,E,90.49023170533866,E,-1.5492581882952206,0
26-35,B,-144.2149355886838,D,24.033604185683146,A,-88.84931170865794,1
18-25,D,202.73838556439938,D,-116.02374562376596,B,113.25802101794729,0
65+,A,-155.3575656141927,D,-52.25788097013321,C,-75.07084796281612,0
26-35,E,0.8648936985166009,E,-3.8075641687899626,D,-6.710684674956363,1
26-35,D,-117.5016228913987,E,167.37147603008876,C,-62.23471701684255,0
51-65,E,-87.5445323921323,C,0.5523230159966062,C,-24.274473652898955,0
26-35,D,-86.30901784055027,D,-199.08073081979217,D,-1.3109144024330035,0
36-50,C,44.69455341720212,E,5.928005241941172,D,177.16533358852644,0
65+,D,-5.062879946855356,D,129.82219595986487,E,148.5881975546546,0
18-25,B,-78.0750607287357,E,-51.82883285418948,D,-31.13482032308524,0
65+,A,-111.49471932157064,E,-101.77320864034031,E,231.1895442543646,0
26-35,D,-108.63300628246391,B,-96.01178205512876,E,-47.31664667649545,0
51-65,A,196.81492655775637,C,16.635965611093308,C,-24.226943802948977,0
36-50,A,-36.729800524186196,B,126.70842076563767,C,-81.81595749073983,1
51-65,E,-149.82616334672133,B,165.47892347158205,D,-44.26784949010958,1
18-25,D,112.00180806147407,E,21.502412195826572,B,-234.4502764088266,0
65+,E,-39.07626983705249,C,67.58027462045314,B,36.017343202105614,0
65+,A,-7.30565741141669,E,7.940532649442127,A,-29.14822519165358,1
18-25,B,-82.99450579493734,A,10.49234853091329,A,63.467699522190124,0
51-65,A,-74.46356975316716,C,-25.54146776969472,E,3.8527657451786568,0
18-25,E,-1.776748562464742,D,40.37001065527467,A,115.27207539479815,1
51-65,D,-114.51002358275062,D,77.2327105663357,A,56.37254684762375,1
51-65,C,-29.428706940735456,A,9.830873136539656,D,-87.70408148912058,1
36-50,D,-46.971507256552144,A,-101.96874035317043,B,192.27548738986647,0
26-35,A,-132.77579904212718,C,29.49818233390132,B,-79.95794786490151,0
36-50,B,-97.908653604265,C,-30.475044253261512,D,73.4603720534686,0
26-35,E,-39.55024915302638,B,163.83727945905946,D,-104.92948253306342,1
36-50,E,0.2416391569545956,E,-124.04848712987761,A,39.00129933232348,1
26-35,D,-66.8234285673548,C,92.1129484834823,E,-35.08285432330579,1
65+,C,-99.19983468729967,C,-95.96558437504294,C,-42.297535258607894,1
65+,E,56.737514361693385,C,-86.143460264671,B,142.26695580386684,0
51-65,E,-26.507432139133446,E,63.44384693190352,E,-56.10547617382823,1
36-50,A,137.3014426161364,A,60.86223278409094,C,-105.13332620018762,0
51-65,A,20.36228409971545,E,-157.36917440960622,C,-57.76133009633648,1
36-50,C,-175.06440865565722,C,114.35678114174317,D,32.44130882609341,0
18-25,B,58.57596120368876,E,-144.5371133485051,A,-93.65327731637572,0
51-65,E,-111.99826116042803,A,124.88004038941484,A,-106.35012086858741,0
26-35,C,172.15023723520397,A,21.20233385844781,B,-45.0305215103984,0
26-35,B,41.290806549767105,C,64.54965110521526,B,-170.28942745080687,1
36-50,A,-71.76302490485737,A,11.784950398080053,C,81.71189150547194,0
65+,B,71.20657381592615,B,106.34413130778462,E,119.90164969205661,1
18-25,A,-37.62394556884584,E,22.826214567732695,D,-99.28693760682724,1
26-35,D,-196.14086428904295,B,47.383959236652544,E,-9.651511087312766,1
65+,D,-48.04540449882379,A,65.27951251450492,C,-14.664555005273035,0
18-25,D,-85.52864791928185,D,189.13671551715595,B,73.65994469008602,0
18-25,E,-90.17777257034388,E,31.64888833255541,B,-13.569787535028125,1
65+,A,121.7644232554832,C,-29.647560314562828,B,51.06606139409098,1
18-25,D,95.14118122660032,D,39.80412083129314,B,42.37307116907496,0
51-65,D,22.31977828635298,D,-40.92720081793881,E,161.05757422452308,1
65+,A,-73.09302720139902,C,-52.71579231992869,E,-83.88773626517774,0
26-35,C,132.44092575030166,E,44.88219934755431,B,-28.26366792682461,1
36-50,D,-4.0762191575045446,C,-74.73342937041568,E,32.19050980744896,0
65+,A,-313.2270273633335,E,-88.28211561761192,C,0.3819747849319687,0
26-35,A,-64.95002944495656,C,-202.31505106548872,A,-31.20695604892363,0
36-50,B,48.36226785412117,E,128.03750733168292,B,127.87011380280195,0
18-25,C,207.9254812529564,E,-55.83259000409245,A,-118.68037559964395,0
26-35,B,68.15637723409893,C,215.16848452399532,A,35.75224837970142,1
36-50,B,1.2513289888537205,C,-165.11711778410793,B,3.546695925086048,0
36-50,A,115.4000944417748,D,-42.67846144988896,B,-40.78983281486656,1
51-65,C,-139.7579595861744,D,-93.68917203631088,E,-115.1513318080477,0
36-50,A,201.19026054105396,A,48.09944589886192,B,-18.26430467204841,0
65+,B,-125.87728596846854,C,-41.693167691402024,D,105.14589069949854,0
36-50,C,23.552755704600028,A,28.399894521218837,E,156.79897212787895,0
51-65,D,-52.532498004059306,A,-73.07597441838567,A,93.06060813786648,0
51-65,D,-56.8511442112845,D,-30.011834940213905,E,59.21225963498469,1
51-65,C,-62.88858111836228,A,30.985732948505497,D,-132.73697775386887,0
18-25,D,3.282844215967046,E,-143.1424931555705,D,-51.62774215191502,1
51-65,E,166.8817591862713,C,69.70686342686531,A,17.69027779679547,0
18-25,C,45.92947513268236,C,-104.52424916375378,E,59.49571899707404,1
36-50,D,-43.47155072419851,A,-12.480073432354992,E,-81.84619539533658,1
51-65,D,67.10495395167699,E,224.7769520193766,E,4.839874943505116,1
65+,D,19.474886375622138,D,39.776638801134176,C,-73.57267451572899,0
26-35,D,-88.7279797695514,A,27.55073246504174,D,55.946783255804476,1
65+,E,187.28446539151696,C,80.69647628201554,E,172.52084744718817,1
51-65,D,-139.5623031754144,B,36.743029102373264,D,-84.08974343767721,0
36-50,E,58.93007640711363,A,-68.84750869539099,A,-36.95629859046347,0
51-65,B,144.44402903125146,C,9.532393336645315,B,35.22491617773805,0
36-50,E,-95.98418695940056,D,74.34172602873399,C,-100.09519815879018,0
51-65,B,45.80473410885077,C,-109.92636071101454,C,-78.43432166567231,1
18-25,A,-216.59282954637797,D,28.49017949517667,A,73.6367073144302,1
26-35,B,152.85786380174434,D,194.455800788033,E,-59.424210613208025,1
26-35,D,57.802766580732786,D,-157.2412128049267,B,-118.75887323097855,0
26-35,B,-7.403475018052073,D,-51.92126678260895,A,-59.33974243510376,0
26-35,D,18.881719359723636,B,42.93698170899063,D,-105.50181135264253,1
51-65,D,184.55359510104222,D,122.66679585860396,B,17.256576187229697,0
36-50,B,50.76851700689245,B,-59.943141675325904,B,77.67038355055162,1
51-65,D,72.82093413077297,D,145.58792891228606,A,23.95695660229964,0
26-35,E,10.956795731646753,D,43.220646383544945,E,-38.11970545261731,0
51-65,B,13.806161682318258,E,-101.4006330827139,D,-9.762540496438131,1
51-65,E,37.505723006314746,C,56.159730729425696,B,45.53315635330578,1
36-50,B,15.221019674897443,C,-123.94834048858736,D,-56.789593438200946,1
51-65,D,146.73782128483765,C,129.31220417016226,A,5.23195244490031,0
51-65,A,183.0409148939756,D,69.33121076306986,D,-4.976353722023409,0
18-25,E,31.43484274585643,E,8.784450984317605,E,-74.88355941735682,0
51-65,A,48.796087629471515,A,-52.00811860013225,A,-101.88968291512137,0
51-65,E,-160.093224754488,E,28.063345440187298,D,-118.6820851631837,0
18-25,D,-26.10955229668388,A,54.88928446518704,B,-45.73741059638607,1
26-35,C,-165.9050735137146,A,-76.42420195906561,E,94.77293405132643,1
26-35,A,-143.48892348395563,B,89.25630352620769,C,-6.920754008814282,0
18-25,C,113.12906127491793,B,-14.125055673238867,A,-5.123383685586542,0
18-25,E,-125.40523461288882,D,164.24676245489007,E,64.46546297277595,1
65+,D,-196.8816134970967,A,145.00823451686384,B,35.29902268460411,0
18-25,B,-30.82130380174416,A,87.26452074076204,C,-82.58126071836992,0
36-50,E,-62.85833307860897,E,-89.07975235046777,E,-40.541124822257345,1
65+,D,47.34140999983682,C,84.53666891941727,A,17.46900430122003,1
65+,E,-15.204054721731334,A,55.48113825262082,B,60.03622306171054,1
36-50,A,148.28840079649487,D,20.342229565632937,A,29.24647310631268,0
26-35,C,-168.0749997259944,C,-122.3897711820777,E,36.81763767826889,1
26-35,D,-73.20961998549434,C,-91.31822333759789,B,-7.615860118855154,0
36-50,C,-152.6518835127724,A,31.268269755880596,A,16.352194250775966,1
51-65,C,-75.14999673205511,C,-121.89508896643078,A,8.27340671509574,0
18-25,C,-72.55366527174533,B,38.22879916681512,B,-25.72294022129624,1
51-65,A,-29.68797356950173,D,-190.51440975193884,B,11.912272611132309,0
18-25,D,-114.39587243336229,C,99.83339109982043,E,132.4758103204556,1
26-35,B,-32.986486119653044,E,163.11932288428662,B,-79.76752517168704,1
36-50,D,11.859071185162403,B,35.740644586168116,D,80.62370183325267,1
36-50,B,-8.342894726335423,A,65.9144827909471,C,-99.5202063711028,1
65+,A,36.93908442646437,A,-146.54947567049842,E,93.34642557047947,0
51-65,A,-18.830741647321837,D,-34.876630534402565,C,39.34586698046544,0
51-65,A,115.82991825228758,A,-89.52937987082349,E,-110.71043205015405,1
65+,E,114.15614627794122,B,-263.1275452196209,D,-12.349220048887727,0
18-25,C,-29.05077135543933,C,-21.158053570799225,A,-5.721902671354844,0
26-35,B,115.21135013754171,B,-12.193002307599645,D,15.651778962011214,0
18-25,C,244.23373637965668,A,-175.9283158110273,B,107.93432765330067,0
65+,C,-103.31796081719263,D,-3.2641142160036924,B,-70.85223030745111,1
65+,C,21.04019862738287,A,-139.33935901886676,B,131.82394443269845,0
36-50,A,1.6518205044327474,A,59.033739307270295,A,20.441854845379247,1
26-35,B,89.97392966133225,B,-51.28348723817937,C,-96.7651187812353,1
26-35,D,-24.711536649639726,B,-92.02315512315265,E,-232.33565727571238,1
65+,D,114.60209682870482,D,-25.088767456656196,A,70.65275674972735,0
51-65,C,-93.79004816654097,E,92.2300396697263,B,11.179533265148459,0
26-35,C,-117.48673949408553,C,-42.9827508789694,B,-41.480289121752975,0
26-35,B,-13.729617904414853,C,-123.72518563723402,B,-206.80322649173172,0
51-65,E,-49.55233813478188,B,2.719382803530614,D,-7.711315322802151,1
65+,A,97.68314369928565,A,-47.68753430412253,C,67.953795404094,1
65+,C,48.33342665032436,B,-82.14876269703343,C,-68.71986884622552,1
26-35,D,-52.87493644068022,A,-53.31045435361575,E,-83.94066752572874,1
65+,A,-121.77247144868433,B,-224.79366543493623,B,-9.277675065373064,0
65+,C,-117.34633441025197,A,-180.29069630806006,D,-130.82554353896532,1
26-35,D,305.91016271602814,A,253.83969008926564,B,31.9683375217575,1
65+,B,49.7894760638846,A,-5.093503907717418,D,-25.15565334774709,0
36-50,A,101.70639984563718,C,-44.856941556124326,D,20.00530565716562,1
65+,B,-92.78150453162077,B,255.83598002050317,D,71.45417934964287,1
51-65,A,43.252080083827565,A,123.08737708355739,E,-76.42542505245807,0
36-50,E,-17.012240237777185,D,19.727019791217877,C,-52.964336396252754,0
51-65,A,-41.84996920274424,C,212.67577757559303,B,-95.83134948282608,1
18-25,A,-35.16152077357231,C,-133.13262596674204,C,79.56265367162477,1
51-65,C,-85.8127654578275,B,70.84321704366816,C,28.367040960909968,1
65+,E,25.20944664485296,C,2.3146732410844533,A,32.00596458207617,0
65+,C,91.6621348630831,D,-92.99421811564673,C,25.037935598401074,1
18-25,E,-188.99623311590273,A,-261.1018105620095,B,68.05588923380458,1
26-35,E,-243.63892717974386,D,-99.72040951631868,E,157.6731154073336,0
26-35,D,157.84887844473565,A,26.345600440778664,A,-7.147376059615492,0
51-65,B,16.99830304465118,D,117.46059431954636,B,-113.70297935906257,0
36-50,D,-105.01041478376092,B,150.57281622652962,D,47.090113142411965,0
65+,B,14.613396326096172,B,13.28375289677967,B,-84.03214322904651,1
65+,C,260.9547033550412,A,-7.040620037321833,C,-125.61402017658627,0
65+,D,34.701131782365444,D,-119.73020626715491,A,26.964774330418884,1
36-50,D,-93.29001669109644,B,19.551630847174785,E,-68.58392610334818,1
65+,D,-28.89541889881787,D,-219.4153713526367,E,-21.912943664193175,1
65+,C,134.16044954533265,B,192.20931457799549,A,-122.16511873094468,0
36-50,D,74.02117822421287,B,48.17226917895962,A,-53.09959227875055,1
26-35,B,-96.52238134766287,B,64.78349811839624,C,-38.224794047661774,1
18-25,A,45.87364425613523,B,96.94251591933406,B,-147.06309928172774,0
36-50,E,-88.2282345393828,D,229.4961642433857,D,-89.73499421177219,1
36-50,B,59.12586448613544,A,-15.999347779598628,A,213.38676391294177,0
26-35,D,-98.2803320222586,C,22.920310289764195,D,124.17089234927658,0
51-65,B,81.67997859796952,C,44.97767383651038,C,-139.03007960696468,0
36-50,A,219.9124795523577,E,140.42250039098482,D,-113.83904882104241,0
36-50,A,-2.6444161482602158,D,-163.51109544588334,A,2.1156287080679395,0
65+,C,-25.18159537964771,A,174.07401376449843,D,31.28199944728826,1
65+,A,-52.85101014467038,B,-60.940477145998116,A,61.59600530776973,1
65+,D,-8.605980360372202,D,103.52313880289469,B,45.394437661872175,1
18-25,B,-31.065305753515926,A,113.23148055399174,A,-89.2405701316123,1
36-50,D,84.09345153535278,E,-57.28148761479738,C,148.2082902374104,0
18-25,C,18.32470096875459,C,-52.698868216512615,A,-44.10158508796398,1
18-25,E,54.75749753183926,D,27.226411759936102,B,-174.48646220064663,1
65+,B,-89.89396480793297,A,95.34171701052101,A,-122.51727100884536,0
26-35,A,66.12848523980841,B,46.925588289341505,A,-75.74985640268078,1
18-25,E,59.97460763458853,D,53.15135978057754,A,-59.52541985588604,0
26-35,E,-87.39396039996426,A,107.16311019876,B,-24.068360766951518,0
65+,C,-37.88691056667261,D,-130.73624749601902,B,111.04645993565876,1
36-50,A,-10.591544108637212,C,-40.90935322164558,D,-149.07326508167347,0
26-35,B,-73.05044879605646,E,-26.300076468466386,A,100.80280213622163,1
