SEX,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target
Other,A,-10.908540743008198,B,7.008829319375483,A,C,69.1438840527691,C,E,0
M,A,-183.81087418627632,A,-53.94965528720994,E,C,87.50749707568204,A,D,1
Female,E,-88.92104561294897,D,66.63140153749623,A,B,5.962146377670919,E,E,1
Non-binary,C,81.21100787348341,D,52.5217925294606,D,A,310.5172956643485,A,C,0
Non-binary,B,-160.92007661658778,E,82.37205945812549,B,B,-31.61688168175344,B,B,1
Female,D,32.28684770124225,B,122.35506013758695,B,E,13.590693515790456,A,B,0
M,E,-130.7142612343569,D,87.17408031192349,A,E,40.46526887653813,B,D,1
Other,A,157.65096086076952,E,-91.71082291322394,D,E,-67.33465574334572,C,C,0
Other,E,-28.17041865960076,D,23.261989624499897,B,B,39.26311164110332,A,E,1
Other,D,-185.17073132686264,E,107.9748189346877,E,B,124.97446327675677,A,E,1
Male,D,1.9550781779266582,D,36.67146049513305,B,B,24.172420949560713,B,E,0
Female,C,-33.83923883727315,D,147.64338735519075,B,B,-18.36045947599372,E,C,1
Male,E,-49.087078083418774,A,-87.27212905199299,C,C,34.52863440317386,A,E,0
F,A,7.145398972814471,C,44.661178281033706,E,C,-132.8013852397193,B,D,0
Non-binary,A,15.90116056027032,E,74.32017966099134,E,D,-92.00995541942241,E,D,0
Other,B,-39.904287300079524,B,-37.70573115217572,D,A,-160.43835756727512,E,A,1
Non-binary,D,9.96587820812823,E,59.81234851437882,A,B,106.43744298394596,A,C,1
Non-binary,D,34.62859147737084,D,115.56176441136125,E,E,85.81239151334566,A,D,1
Male,E,-31.460970673643303,E,-140.14737313651008,C,C,-144.81966982583222,C,B,1
M,A,88.97668218086164,B,-270.79879057143734,A,B,33.652564709656104,B,E,0
Male,A,-30.733286682716844,B,-16.568145181370674,D,D,-32.61304492899741,D,A,1
F,A,-115.07341044836362,D,148.67277565605073,E,D,161.48190953714965,A,D,1
Female,C,43.55838030135668,A,21.633402211924817,B,D,-7.997846062997797,B,A,1
F,C,-87.91075573328307,A,155.8799049318474,A,C,110.86308148576404,E,E,1
Non-binary,B,-18.38561856068794,C,-189.45907630857442,D,B,-63.37869164206601,B,A,1
Female,E,-14.013486633849725,D,-169.6369144381574,B,D,86.50959299389336,D,E,0
Other,E,-135.77354436386457,C,-43.69228863815479,C,C,-176.73081647121265,E,A,0
Male,B,-0.12465603932068352,E,38.327153437461575,D,C,7.702664793801133,A,B,0
F,C,-104.79540233743667,A,-78.37590778596154,C,C,88.4978295103659,B,A,1
M,A,-158.65477755328132,A,33.598172262926404,D,D,-45.88413035655884,C,C,0
Non-binary,C,6.070456761346565,E,-2.272974487356191,A,C,-59.01430554927348,A,C,0
Other,D,12.85821587127696,C,22.76711686627018,B,D,-51.74588511786986,A,B,1
Female,D,-18.158538878641956,D,67.05583660132324,B,B,328.5148096215107,A,C,0
Other,C,-128.553782006211,B,149.11314155015688,A,E,80.19054310167006,A,A,1
Non-binary,B,-149.34975935608463,C,-141.38427665001876,C,E,123.75385535645252,B,A,1
Other,A,114.2625993017375,A,-16.893968498798525,A,B,-37.392380841560644,D,B,0
Male,C,63.00819538947682,A,-24.167222056877513,B,A,-55.20636622324089,B,D,0
F,D,51.01592772126806,C,72.15733916728233,E,D,-27.739498959384377,C,D,0
Female,B,43.283405111565905,B,137.5359266516308,B,B,-138.0024130164139,D,A,1
M,A,-88.49893197301894,A,5.797535553885639,A,C,-93.03598473034813,C,D,1
M,E,104.99979464997263,D,-123.8311727729091,E,C,82.13448660887738,D,C,0
Other,E,-131.99978946886282,D,-8.786367752524983,E,C,-40.77230001025883,D,E,0
Other,B,149.74257800316204,C,32.5582799783585,D,E,-13.121311618061249,A,A,1
Male,D,-3.5641330501427384,C,-52.80672228374925,B,A,-132.13387331791512,E,E,0
F,C,180.16339285242086,B,35.83253458911285,D,B,109.33538868893335,D,C,1
Male,A,98.77760078528834,E,43.42073238337271,C,B,-5.814598915195007,C,D,1
Female,E,-116.40733836124102,B,-63.37519743287277,E,D,-18.54998426691961,B,A,0
Male,E,184.4851268481288,C,-68.64099408444562,D,C,17.956216432158957,E,B,1
Female,E,-137.34524355962893,A,49.44682667318588,E,E,10.740216412230737,A,E,0
Female,A,-102.20085566222741,A,3.0685283123811065,D,A,-36.22298499070335,E,D,0
M,C,-114.18276577175052,A,-0.12116604650477568,C,D,-68.31061181509541,E,E,1
Female,A,15.209664139944415,B,53.95806296025996,A,D,4.486458512949058,A,C,1
M,C,-95.76728121664114,B,-58.384500257371485,D,E,93.67637425739017,D,A,0
Male,D,-178.9081390218716,B,278.424291393925,C,B,30.29727020875012,C,B,0
Other,C,30.87368235350517,A,52.40864617031661,E,C,-157.63772906500722,E,D,0
F,E,-32.003727638731604,D,78.9729295688385,E,D,26.507112555789057,A,D,1
Male,A,206.7553840179145,A,-50.488581893048014,E,E,-22.510691634315876,E,E,1
F,E,-55.050720919011255,D,6.408687751107663,C,A,-3.2880272840113176,B,A,0
F,C,27.290841699187276,C,79.86596667797113,C,E,142.02624194361454,D,C,1
Male,D,-4.1265606634898715,B,-75.09265843368172,E,B,-150.60737402035826,E,A,0
M,E,-85.11434670450544,A,164.73685040330906,B,C,37.01028667363289,B,B,0
F,B,-28.379697321162727,B,-65.65736308196833,B,B,-71.21712129160606,D,A,1
Female,C,-166.4239905211546,E,-27.04986839521734,A,E,116.52673314495732,E,B,1
Non-binary,B,-38.48328049737518,A,-57.111186591364586,E,E,-7.881025303194228,E,D,0
Female,A,-10.987178075215928,A,69.92291737790349,A,B,-42.05274935135346,D,D,0
Female,A,-8.991042844916795,A,-18.62512023114698,B,B,89.63695393539328,E,C,1
F,A,108.80314434832563,C,3.855812664014744,C,E,-182.69982605577343,B,E,1
M,E,78.28588681169953,C,17.51908870535204,E,A,-1.1381813501211322,D,E,0
Male,B,-41.44592968017716,D,32.34511997497157,B,E,35.89994170905086,B,D,0
M,B,-130.82960209906778,B,-112.648643622312,D,C,-125.14628993749808,C,E,1
Other,D,-53.23992570811333,C,-31.472357363776897,E,A,8.759940980632026,E,D,0
Other,E,98.39302517275124,D,-160.06254424881448,C,E,6.755637532550472,A,B,0
Female,B,45.93031295838871,A,-24.39064569086591,D,D,2.1553401843137387,B,D,1
M,E,-143.0397239006056,A,-88.30478003406233,C,E,-81.81268141575812,B,D,0
Non-binary,B,-100.4741024036375,C,81.42482571705659,C,A,-17.97549067811591,B,D,1
Other,B,73.07373234861372,B,32.595898395611115,E,E,12.757149683449365,A,D,0
Male,A,-38.60698242053602,E,-33.05434686505168,A,B,-221.1686670390342,D,C,1
Female,E,-73.65598584015166,E,-92.34167439474717,D,B,-46.32869675193033,E,C,0
F,E,-89.8850801664526,B,130.32389589705326,A,A,26.545925713397327,D,C,1
Female,E,-59.99455996951328,A,249.87778293922355,D,E,-73.70823717681083,E,E,1
Other,B,6.88516561608328,C,-132.67544270449073,A,A,-21.132796810155313,A,E,0
Female,E,-40.241339007448154,E,6.179101704508698,D,C,-79.19401159042002,B,A,0
Male,D,156.49096092446143,D,245.84115877776998,C,E,27.63832234559352,D,D,0
F,D,-32.58753906376012,B,-97.3340446203494,C,A,59.04632490460722,C,C,1
M,E,-84.18788788505549,D,38.78291865417467,E,A,116.83588200802164,D,C,0
F,D,18.593019844659896,C,7.753284345781927,C,B,19.141942392507886,C,B,1
Female,A,92.52073169610527,B,34.52593085281053,C,E,-33.52689534032611,C,C,0
Female,E,-209.7109206255583,A,-8.037528078213178,E,A,-94.97072685779754,A,A,0
F,D,91.08677955815394,D,63.25397687704957,A,E,55.037934318281465,B,E,0
F,A,125.53581097007884,A,-130.50466207335444,A,D,-51.3067954529575,E,D,0
Male,A,-38.18839850668711,D,-50.80519349009068,E,A,-97.04035423008489,D,B,1
M,A,-99.53313934275448,B,6.368734855689197,D,D,79.74473153996338,D,C,1
M,D,69.38472428402699,C,-36.390450022128526,D,D,-75.01321358376336,D,E,1
Male,B,239.93114221453587,A,66.17240237026365,E,A,175.30526418215163,A,D,1
F,C,25.909311811654455,D,-23.03337601813075,E,D,19.476566966285294,B,E,1
F,A,-154.70375667650626,D,-38.88703733355429,A,D,121.89408870781449,C,C,1
Male,D,151.4311911334204,D,-95.539679538242,D,B,64.17944192094592,A,D,0
Male,A,62.62710494662566,D,16.66680006229355,A,D,-124.92244325857631,C,C,0
Male,C,-24.218632507192762,C,-43.363585802074425,A,B,2.742760383053126,C,C,1
Other,C,51.39351465906346,D,3.4882451216435766,E,B,-63.58712061268841,D,B,0
Female,D,-13.200810674559541,B,11.135046247190067,C,A,60.33986260952807,A,E,0
Other,C,-34.67351154414571,C,-83.8586802582767,B,A,-48.05657928831673,C,E,0
Other,A,-50.42084390340251,D,-19.499772796539872,E,A,-28.913157948660107,C,A,1
Non-binary,E,-100.94085280867556,B,-1.6094280281770723,D,B,-71.42677758346717,D,A,0
F,A,-136.04043451663267,A,132.46757058990676,B,A,-145.42054587803887,E,B,1
Non-binary,B,-73.43966135899376,A,1.9137021520175939,C,B,-124.16947384601566,D,E,0
Female,E,-212.447654360403,B,-198.9058429950574,B,C,-71.64302864191805,E,D,1
F,D,-4.506279836143651,B,-2.0312742534331676,C,B,121.82223212860974,D,A,1
Other,D,49.14885885213974,A,-257.3130677569667,B,B,13.83661941020295,A,D,0
M,A,32.72336930945512,D,18.65317037436428,D,D,-17.486330925681077,A,B,0
Other,B,106.71956873603207,C,80.74864719234635,D,C,248.93940243326034,C,A,1
F,C,62.336097953154066,E,-131.7360434019349,E,A,69.95123306279989,D,A,1
M,B,4.430457274275352,E,95.4019046632456,C,D,-5.013893110099116,B,B,0
Female,B,-174.33151408397785,E,-178.20471137421825,C,B,235.39141020686586,C,D,0
Female,E,-191.88012068243611,D,-22.229554083896687,C,D,-2.170774905157236,A,E,1
Male,D,-214.9997661256702,D,-42.42763031636861,A,B,-235.1863524119211,D,A,1
F,E,-75.12645801727359,D,-122.25478742862323,A,E,-171.91510525180476,D,B,0
Other,A,-56.79012758345622,A,-6.6561470607862425,A,C,2.0731874197037916,C,C,1
Other,B,-34.004166315965314,C,150.68491877570796,B,D,-25.838150581345896,B,C,1
Female,A,102.84907245501095,C,131.5651011078173,D,C,68.77724122854237,E,C,1
M,E,-91.68382666765447,D,-122.36758025326576,D,B,12.493450480669855,C,C,1
M,C,-98.45617049921427,C,42.64161274338748,B,E,15.718042076570113,E,E,1
Other,C,29.262330176323186,A,-74.97150162448571,D,A,9.783084801083088,A,D,0
Male,B,-16.387364760962182,B,-72.10136198822417,B,E,-167.05273519294317,E,C,1
Non-binary,E,-76.94752059255781,E,-24.296209252828994,E,E,95.51037567999555,C,B,0
Other,B,72.04583975503903,C,273.86921759239215,E,E,118.68685034887653,C,C,1
Female,C,-17.14960516249692,B,141.78935191996155,B,D,145.57245107826736,A,D,0
Male,D,81.87357321008157,A,57.31085190091164,B,B,152.271862301886,D,A,1
Non-binary,B,105.36804520123194,E,62.23047559803207,A,D,-38.25461629160385,D,E,1
M,C,37.261879890225245,E,-203.67749353977067,B,E,-122.81035863609542,B,A,1
Male,B,-50.61616347382682,A,-97.02804823226063,D,D,-108.25297040745644,B,C,1
M,C,82.24160985178501,A,-118.02602063015868,B,A,-134.4758564125389,D,E,0
Other,B,-22.963637664411994,C,11.648954203279262,B,C,-158.96623857106275,D,D,1
Non-binary,C,-9.491542971497628,B,-77.34429398566078,C,E,-160.90844296698182,E,C,1
M,D,-106.87497553951668,D,-55.77257627447709,C,A,-233.8240198699101,C,D,1
Other,B,28.739615694536134,E,-80.41496173388782,C,A,95.10387547693684,E,B,1
Male,C,54.97852779114447,B,89.08041492443698,A,D,76.43823868133973,E,D,0
F,E,113.48207923867038,E,-184.31712587130266,B,D,31.716145229469262,C,A,1
F,E,-137.0941038052735,D,-20.423729171778074,D,E,125.73127903360437,C,C,0
Male,C,-62.058534164108394,D,-90.92144013086336,A,D,184.23878955996636,C,C,1
F,D,-96.57429255280621,C,211.44985922906488,D,B,14.878129721504518,C,E,1
Other,D,109.12180667383156,A,85.31239560165041,D,C,-138.4941574185135,C,A,0
F,C,-55.50012995360697,A,80.47638521042172,B,B,74.78113302649481,E,C,1
Female,D,-5.274331418593204,A,-121.00920498194188,D,D,-170.2026403417273,C,B,1
M,D,16.143930837451023,E,-2.151359047115233,B,A,-115.8318884739907,D,C,0
F,D,-19.89492519215352,E,117.27088499737046,B,A,86.51022632448877,A,B,1
M,A,27.65454693378177,E,-100.27760864374144,B,B,52.70683967590134,A,E,1
Female,D,-36.61615627740931,C,-26.248359050721565,B,A,-8.871400717289719,B,E,0
Non-binary,D,113.62886350923928,E,-121.23032490956236,E,B,-110.61879654194233,E,C,1
Male,D,-125.83305273293108,D,-83.81044787047807,B,E,-138.77808571778837,D,A,1
Other,E,156.82837328971047,B,151.35300658355175,D,D,-157.0043596447287,D,C,0
Non-binary,A,108.03178807033727,C,-131.18481984636588,E,C,88.16027227127556,A,B,1
Male,B,-91.20272589647169,C,-79.91885680687432,C,E,-3.433120632128011,A,C,1
F,E,-250.8819687343071,C,22.034517414357893,E,A,41.570175167553316,D,D,1
F,C,132.5137306234905,A,-103.79816139292606,C,E,-82.19036166403953,C,A,1
Other,B,60.30213189826961,D,173.87871956449322,D,D,-190.35014506672852,C,E,0
Female,D,-29.808140735619205,D,-2.8328447183375527,A,C,52.40206283008525,D,D,0
Female,C,7.849984428585145,B,91.89493393554825,D,D,61.802677139441975,A,B,1
Male,E,-69.80022766596355,C,-114.6676474504211,D,E,-79.4865598955514,B,C,1
F,D,-68.24454669398064,E,-35.06446385436371,C,C,-32.68590355864594,A,E,0
Non-binary,E,-125.91165854560487,E,-29.72668363566352,E,A,9.585377723284328,D,A,0
Female,D,-39.943112509362294,A,89.51406500925746,B,D,29.8156880623851,B,A,0
M,B,-10.663312296279699,C,-102.48573630930254,A,C,241.19883356435605,D,B,1
Female,C,50.171433885778406,C,55.417712592938194,C,C,73.74426412153511,E,D,1
F,B,-29.500720050748452,C,-28.97150543177322,C,D,75.66994098829805,C,E,1
Other,D,122.71176118466988,C,182.09744152992405,A,A,102.82645208591457,A,A,0
Male,B,135.25814882234175,C,-145.00433732259435,A,D,48.36498672377748,C,E,0
Female,E,-97.15192395181776,D,217.20886917257562,A,C,-167.31385288929593,A,E,1
M,A,65.09672187373259,B,-220.41659876541857,D,B,134.56525375971705,E,C,0
Other,A,23.446495724186654,E,-88.62962566003537,D,E,49.052404898301525,B,A,1
F,D,116.39763105759909,D,45.5469869166198,A,E,-57.11230442933254,E,E,1
Female,C,125.96800181181602,B,86.79486419788817,B,A,5.628513902945972,B,B,1
M,C,-271.4401758363811,A,65.41104111536814,A,B,-106.5687383802797,D,A,1
Female,B,13.248183342326241,C,-80.05685613185041,B,C,-111.63856851249834,B,A,0
Other,C,119.26567669855108,E,21.868037528558965,C,A,-41.80140326295195,A,B,0
Other,A,-8.324154798898858,B,149.2400446644086,D,A,64.33650970124808,E,B,0
M,E,-132.91426168064578,E,-147.2244259702781,D,E,-96.83060256347525,D,D,0
Male,D,180.53357663412584,E,140.12825845210648,D,B,-1.8797976619036914,E,E,0
M,B,-45.0427015392157,D,56.023248175219024,B,C,-103.0579121491596,B,A,1
Non-binary,E,-67.32288579141795,D,9.883996414717108,D,C,-157.09174198774267,A,D,1
Other,C,-27.498889356316695,E,9.694974428645555,B,C,-39.7954104161483,E,A,1
Male,A,56.15325245195979,A,-132.4197745418549,A,C,-31.512167136716034,C,C,1
F,A,158.31059474708346,E,10.478440781646423,E,C,-22.995987717695492,E,C,1
Non-binary,A,135.53225371740527,B,53.093652509296184,C,A,123.72706721254785,C,A,0
Non-binary,A,-203.25085750530624,D,37.68536299098165,B,C,114.67901230736626,B,B,1
Non-binary,B,-56.292450844717635,E,28.77824979104288,A,C,48.339583870882855,E,C,0
F,E,-132.17083697195423,C,119.5411887718684,C,D,-24.483970543857932,C,A,0
Female,C,60.671763316153395,C,-42.82904995252771,B,E,48.197342088914176,D,A,1
Non-binary,B,-48.44520084750493,C,20.877519561331308,D,C,39.39946585925006,C,D,1
M,E,-22.00105884432293,D,171.85354613786825,B,C,-39.65037469038405,C,B,1
Other,A,-164.80422970964023,E,62.95726083309127,C,D,132.22622169324225,A,E,1
Male,B,23.810548216262774,D,29.663010785702376,E,C,205.60588779249068,A,B,0
F,B,-111.08863169808056,E,-28.098822460693473,A,D,-140.73310514291114,B,D,0
Female,D,-129.39310917965778,C,93.7004502461623,E,B,-60.663594566573806,D,E,0
Other,A,-81.35564677084649,E,-3.60334392643417,D,A,-109.46154419279344,C,B,0
Male,E,187.3794357915833,C,216.55403710819172,C,B,28.47304161218348,C,D,1
Non-binary,E,264.4092901025475,B,-70.27334191092672,C,D,-71.71163530400703,E,C,0
Other,B,52.930564231142064,D,-116.81241419578528,C,B,-165.88173097345745,A,B,1
Non-binary,C,82.68468207616743,B,77.98116222683969,B,D,41.757356366473395,C,E,1
M,B,-20.814929293539127,C,-60.13069084055209,D,C,-42.819716207663724,B,C,1
Non-binary,B,114.4379701117328,E,18.24342121262718,B,E,68.20593916004309,E,D,0
Non-binary,C,29.765050948782516,E,132.1190449077015,D,E,89.62026144625753,D,B,0
F,B,-60.68207721637947,B,-18.337364871507685,E,D,139.40764277601235,C,B,1
Male,A,27.04777879901726,A,20.54257576552212,B,B,79.9294645011821,A,B,1
Non-binary,B,-1.8721073893959452,E,-0.45026704744605234,C,C,-67.28097787876894,E,A,1
F,D,96.34271247971127,B,-8.731730599468415,C,E,-67.26716668002439,D,E,0
Other,E,74.05792558660775,B,-31.758557927578927,C,A,-58.75592876341654,B,C,1
Non-binary,D,49.655997586754694,E,-9.577577317731501,D,D,174.58866673643297,C,E,0
Male,A,-73.81335525817939,E,-193.170739004746,C,D,-141.05486493517947,D,A,1
Other,C,-29.64013944061699,C,128.12254135203852,B,B,15.048763795946943,D,D,0
Non-binary,B,-61.61269887405882,E,-16.683649987438507,E,B,68.07926914222838,C,C,1
Male,D,-147.0991867332271,E,27.770790631932265,E,E,74.39273131752775,A,B,0
Non-binary,B,-16.663285748722558,D,-32.03507138746545,E,D,-95.2998130770291,C,A,0
Non-binary,D,145.08423836079047,D,144.28122635674816,D,C,122.69836654628669,E,B,0
Female,B,-84.65316889646091,A,-29.110262634143968,C,A,-131.6105825701266,B,C,0
Male,D,-129.9306317783005,B,38.91971069940766,D,B,91.32526291395283,E,D,1
F,C,-21.162097037631078,B,5.599406718094577,E,E,117.97625107472723,C,A,0
Female,B,-59.844133711884375,D,9.7678008318616,A,D,2.5705831563455717,E,B,1
M,A,22.873972633323056,A,-108.97286098567336,E,B,-54.725621997608854,E,C,0
M,E,-58.060342792629015,C,99.49596253581433,A,C,60.42323742108333,A,E,1
Male,E,70.72324864715812,C,134.44819840063704,A,D,102.21143153671528,A,D,0
Other,A,-121.77644634449875,A,-65.16083220453216,C,E,16.02676713690457,B,D,0
Male,E,6.614293198183328,C,-252.8267728471764,D,D,84.95090580671028,C,C,0
Other,B,78.11357933584304,B,-104.46625829352672,E,B,-11.024358239470002,D,A,0
Non-binary,D,205.04171076667853,D,-17.486917851463517,B,E,77.8429298033078,C,A,1
Male,D,-70.49622720196658,C,21.132775451070472,D,B,-0.7176300965011301,A,E,0
Female,C,99.60611349078025,C,-140.84769041064322,A,D,-190.4832763998472,C,D,1
F,E,63.599451917912766,C,132.83752130066452,B,D,1.1211577710553065,C,B,1
F,D,147.76817102369654,B,25.090103436534562,A,B,-38.971535468597914,D,D,0
M,E,-47.222884049400996,C,-177.9998377426278,C,E,-1.9390176174046858,A,E,1
M,E,-25.048097584519553,B,53.72481375426654,E,A,18.65796615954878,C,C,0
M,E,126.04971202217206,C,3.849452319702689,B,A,59.412014138477495,A,C,0
Male,C,-20.260550812799718,C,97.48659441477912,B,D,-5.0345645960179795,C,C,1
Male,B,-48.786988885680046,B,81.89659245832924,B,A,38.09744612126473,E,C,0
F,E,47.0181060312638,D,89.70683688460309,C,E,80.9279977465688,A,A,1
Female,E,48.391757169397884,D,-28.420148678154867,D,D,8.225655880706853,D,B,0
Male,E,136.52157115043565,C,40.823541596291406,D,B,12.903421610560597,C,A,1
Male,D,84.82243340545782,A,199.3345121307077,D,D,48.63472001935813,E,A,0
Other,C,-10.245967679431503,E,-43.796525421107305,E,B,-97.48600354179835,A,B,1
Female,C,-88.32563171666136,B,-59.676525928501114,A,B,-87.60868218612958,E,C,1
M,A,138.21222796024747,C,-5.66208030899906,C,D,-141.86135908890657,B,B,0
F,B,128.53298316250462,E,14.554303624480196,E,C,45.54616524507667,B,A,1
M,E,-75.01215489767917,D,86.73852014147376,A,D,105.42015929459112,A,D,1
Female,A,-116.18025548210895,A,-15.118540344155843,C,D,83.52868682310886,A,C,0
Female,D,68.88500918006369,D,-57.159999812445896,E,A,-23.86633143442486,B,D,0
Non-binary,E,8.746202230738632,A,-42.99064298258071,C,D,-29.782523857561504,B,B,0
F,C,-76.77687718362716,B,-107.05545315721778,D,E,75.38850016876346,D,B,1
F,A,30.5120311223814,C,-45.596328952977494,B,B,-130.66140139504978,A,A,1
F,B,-48.97121747828593,B,-79.79627645902045,E,C,159.59921980767703,D,E,0
Male,B,-97.21340077673537,A,-141.77766546232294,D,D,30.718596239871538,D,D,0
Non-binary,D,-48.855997870477005,D,1.2646354283060035,A,A,-132.60516223938058,D,D,0
Other,A,39.970743760023154,D,166.382008485846,E,E,-57.818985508216926,E,B,1
M,C,-107.19775563542662,E,-1.7803539020309032,D,C,45.05872814993785,C,E,0
Female,C,-22.947222789603426,C,-31.08617656893806,E,B,-95.08304973988457,D,D,0
Other,B,-72.61819051416057,C,-46.724796855366165,B,B,68.4541751342021,E,B,0
Male,B,101.5147112260861,A,-37.975472788505044,D,A,-126.73773516686995,A,C,1
Non-binary,C,309.8411060498416,B,106.27550771145147,A,C,112.21438178066474,E,C,0
F,E,-174.5068116921709,E,-27.729382212096652,E,D,7.72364560391092,E,B,0
Other,A,208.19364078666158,D,-18.9275555216154,D,E,-186.0998723144769,E,D,0
M,B,45.85221182244038,B,111.29616425761719,E,B,26.356920592957888,B,D,1
F,A,-21.853500750760332,C,-214.05492789047887,A,B,-36.476804557827705,A,A,0
Female,B,-27.885694266784753,C,49.47361822793851,E,A,-131.5758299734566,E,C,0
F,B,96.15345940529627,D,-99.7680535115916,B,D,213.43802229398113,C,A,1
Female,C,124.74430778466925,B,91.83487065680288,C,C,52.33665048776105,D,E,1
F,D,-133.7954527370536,C,35.306709841843336,B,E,-200.1094284040662,C,D,0
Female,B,-5.979559413877272,E,-64.37020635641143,B,A,-191.69925425341972,B,D,0
Non-binary,E,48.11230277650335,C,-121.60622307388115,B,A,0.5781098838338837,A,C,0
Other,D,95.35552966042312,B,-10.87000189870155,E,C,26.352584912069666,A,B,1
Other,B,-97.16604423459488,A,-10.064323747390604,C,D,-59.402383682677915,A,C,0
F,B,8.402488385584373,D,13.540379424889991,D,A,37.945823893992156,A,C,0
Female,A,1.3932855893365523,E,-66.67577615499437,D,D,30.461699643286533,B,B,1
Other,D,2.37296002770047,E,-39.320399734372494,A,B,-10.009358956283892,C,E,0
M,C,124.99482500643227,D,109.81644586191351,E,A,144.06402803634307,A,E,0
F,B,-25.657150136240286,D,-9.28211437906709,A,B,-5.373404470623028,C,C,0
M,B,11.067120293351012,B,-17.81536856660991,D,D,133.0370248213376,D,C,1
Male,A,-210.55192049739708,C,133.49015633340036,C,A,-50.29643445505759,B,C,0
F,B,109.66200707105938,C,71.51657369514925,A,B,-39.4066146257579,C,A,0
Other,B,132.1741568186966,A,151.69162452186586,D,A,-28.037234446715175,C,D,1
F,B,-142.05806400981186,E,-16.553825497340817,C,A,-91.25688396933529,C,D,1
Male,B,131.76670953124497,C,208.1606980204043,C,A,90.00352808647932,A,B,0
Other,B,45.27767556345711,C,51.95041526836657,C,B,-87.75706899099771,C,A,0
Female,A,159.28446994911377,A,58.979100734793185,C,A,85.98859470557895,D,E,0
Male,E,-68.28720678718774,B,116.58988388112066,D,E,-53.416560608911404,E,A,1
F,B,-151.03456249058672,B,-15.170574619296751,B,E,123.50729233951981,E,A,0
F,C,156.74223536309654,D,24.73235346072528,E,E,-64.0300050706825,A,D,1
Other,A,-19.08694788183165,E,124.32300449109854,D,B,108.85317049544699,E,A,0
Male,C,112.47116661515253,B,88.8375055242303,D,E,14.74199611584198,C,E,0
Other,B,-15.654242637949967,C,47.374895296337094,A,A,185.49354693123334,B,B,0
Female,C,79.86844027590102,C,68.613504833931,E,D,-17.589548249716806,E,E,0
Non-binary,E,47.95877973675057,E,58.04340727667281,A,C,143.19978115605647,A,E,0
Female,E,89.12348851798012,D,-47.53686571941927,E,C,-126.07505134870496,A,C,0
Non-binary,D,-13.469641157280691,A,-212.64610089859053,E,B,80.33138779698663,B,E,0
Non-binary,C,-132.98936227486786,E,64.99383080927585,D,A,-37.05450766208047,E,C,1
Non-binary,E,104.90959079905313,D,117.87674155886137,A,E,-145.05401691126312,C,B,1
Male,B,-27.37795264186976,A,-151.21258019295016,E,D,-36.065920787947256,A,A,1
M,C,69.66947311538048,D,16.43246836312754,B,D,65.10051376749631,B,A,0
M,B,-103.32233619232689,B,-13.478720651995827,C,B,51.04664876892122,A,B,1
Non-binary,A,-162.38971897990032,C,13.747152515031171,C,D,-36.1360041818384,B,E,1
Other,E,34.80483554496902,A,-79.75441133975777,E,E,23.2291522089443,C,A,1
F,B,124.0682352147112,E,-1.0783362185443786,C,E,-22.498533690644447,B,E,0
Female,E,70.49085762363833,A,-8.329292277202116,A,A,-39.59590390263381,E,C,1
Other,C,79.90608350524529,D,119.50804799666679,A,D,-10.00454716273799,A,B,0
F,A,130.12553175115343,D,-170.26491491473772,A,C,80.31773453266058,C,C,1
F,A,-75.34052856072441,E,48.690315959268396,E,C,-89.19177471127873,E,D,0
Non-binary,D,-52.5347205984786,D,58.65857334320348,D,A,123.80960410701208,A,C,1
Male,C,49.648427885436206,D,-47.87780168570728,A,E,-107.63340750625675,D,D,1
Male,E,111.04940171688344,E,117.42049715304512,B,E,-88.39012473883754,A,E,1
Other,D,-92.52012615880176,D,-2.724135202174321,B,E,139.3165003453231,D,C,0
Non-binary,A,15.798881661244918,D,68.23159818315497,C,C,76.71673714812877,D,E,0
Female,D,-112.52191971571077,E,105.00223888812279,D,E,-97.19249800140355,A,D,0
Non-binary,D,37.05863710936317,E,46.237796488341914,C,A,22.063334418137288,A,C,1
Non-binary,D,128.18556304978856,D,-30.37494921867318,A,C,36.921652041069215,D,D,1
Male,E,-123.78848243217824,B,-106.36334259651497,A,E,68.77909710556816,C,D,0
Non-binary,C,-4.458213380589992,B,134.17740595119918,D,B,198.492168825275,A,E,1
M,E,-23.284003603718816,C,-87.24026122012877,C,C,26.16985079655733,B,B,0
Male,B,233.88690093596315,C,41.1753150178559,D,A,-135.24562490825994,E,A,0
Male,A,-148.0963151302407,D,-63.54318593378573,C,A,-99.67421073512045,B,E,1
F,E,-32.28984078368553,B,161.90470098843068,C,D,117.21149577236798,E,B,0
F,A,10.714067379376159,B,-21.826728353669708,D,D,1.2346950463873139,A,E,1
Non-binary,A,201.82956257670503,E,-2.718930216975115,A,C,-68.68618713132517,A,D,0
F,B,126.6762990452477,B,54.042139004855315,C,B,78.79129659246516,A,D,0
F,E,1.6614909235386246,C,-3.9038739808436156,E,C,59.545148236116965,E,B,0
Non-binary,D,275.11009408530157,D,40.71167240827525,C,C,-237.64286286147686,C,A,1
M,B,7.83549587232881,C,207.23150815630223,A,A,32.22185433460595,D,A,0
F,A,146.65382363174737,A,-91.3997330558572,D,D,65.78768682335735,C,C,1
Non-binary,B,9.636781612687347,B,-108.66934383722162,B,E,83.3867359838795,A,C,0
