age_range,religious_affiliation,military,RACE,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
65+,Buddhist,Yes,African American,E,D,103.73833055637722,C,B,D,-8.337472838536625,95.09171303132948,E,-35.540575845038006,C,C,-236.44875506151917,32.9549439764241,0
36-50,None,Yes,African American,A,A,-61.76801273641752,B,B,D,79.43377913855741,0.9051879386703342,D,-58.907248998590035,C,A,-204.79667801464916,145.19346948697637,0
51-65,Other,Yes,Other,C,E,52.87692575254537,D,D,B,94.44712773622346,66.26795929869067,A,42.89067022145053,A,E,-94.28512354334613,-6.085073510809559,0
51-65,Other,Veteran,Black,C,E,21.47162499007552,A,A,B,23.394588186885315,-146.67754267896564,B,99.80702432294107,E,B,5.597455058771121,-100.97689842096533,1
18-25,Jewish,No,African American,B,A,32.9649603725143,D,E,C,-45.21378988701926,29.468145464402262,B,66.29249288774271,D,B,57.064550975130324,-235.35409333650162,1
26-35,Other,Yes,White,A,B,16.864475068889803,C,B,A,-79.42880798070819,-22.759271653249137,E,10.504345726744958,D,A,133.24283787373716,141.90676346319674,1
26-35,Jewish,Veteran,African American,A,B,-90.13211562937961,B,D,A,-97.23695337147898,53.688975965429734,E,-114.70746240128149,A,A,-82.66917117924228,-61.43775528094714,0
26-35,Other,Non-Veteran,White,B,B,-24.13499778145727,E,A,A,-3.827740327851492,-114.43166840087773,C,-50.6391323959974,C,E,-55.362306633526515,-33.042050621151176,1
51-65,Hindu,Veteran,African American,B,E,96.9982601728037,C,B,E,66.71022315888557,30.069599875156012,E,24.108038792466694,E,A,22.46751902728519,-25.78918688693968,1
18-25,Other,No,African American,A,C,-87.11522786021405,C,E,B,195.33637339246638,6.646289219262792,D,41.362561585233024,B,A,10.21188885190891,26.94024317377156,0
51-65,Buddhist,No,Asian,E,D,-12.46764499497455,C,E,D,-152.8938608436074,19.41231537829666,B,-276.6905777184017,E,A,56.69915328831464,-71.84927063870029,1
36-50,Hindu,No,Hispanic,C,A,32.63334559330499,A,A,C,-79.59100575605603,-205.5906107382083,A,6.302691574642713,C,D,114.1324323788442,-26.65916879252591,1
65+,Jewish,Veteran,Black,D,E,196.89531364339027,B,A,C,45.318767656717704,-76.7041299416477,B,-19.87079737005542,B,E,59.87886290764024,106.59150950953273,1
65+,Muslim,Non-Veteran,Black,D,C,-24.799921344893487,A,A,A,-113.592272150513,-77.45344808577342,D,-66.84157703933931,B,E,124.70917154813958,-11.758993172576597,0
51-65,Jewish,Non-Veteran,Asian,D,E,75.03001351336343,B,E,C,77.47480407082949,-100.6758379577329,D,6.630696664493524,A,A,-10.257337848716656,107.88779988744463,0
65+,Buddhist,No,White,D,B,-40.864237145990025,C,D,E,58.37498541993242,-41.87272437599619,A,-29.998906379881053,A,E,54.89847352400873,259.27891125318513,1
36-50,None,Yes,Other,E,C,-49.13816922984866,E,E,A,-181.71833699930616,-0.14687026936445227,B,64.78526155609869,E,D,94.59820742212273,25.347967307131025,1
51-65,Hindu,No,White,B,A,166.39979035084488,D,B,C,62.54864022678116,52.77240149063266,E,59.69556087303253,E,E,-30.4637916721491,-90.66603090207622,1
51-65,Buddhist,No,Black,E,C,41.725750549641226,A,B,A,18.303066344049697,-41.2286203202486,B,-3.2599915951777754,D,D,96.18527159619146,47.6799872451853,1
26-35,Buddhist,Non-Veteran,Black,B,B,-16.742500412171594,C,B,E,8.144788196897583,46.51259253322964,E,-37.34824755606101,B,A,65.60431097061252,108.17886431311494,0
51-65,Muslim,No,Hispanic,B,B,219.70415584248047,B,B,C,-23.64524285679041,70.57341332621196,C,-49.722957251451476,D,E,143.39165420858816,-2.2655112970007054,0
26-35,Jewish,No,Other,D,E,1.2955738337218257,C,B,B,-16.84350197540078,20.228725445518258,D,56.40667382524502,C,B,-1.8547034708571715,120.2922173198889,1
36-50,Jewish,Yes,African American,B,C,59.24666630943657,A,E,B,83.7704148601991,-90.22563313519733,B,-18.01713090665242,E,A,100.59685132919145,92.92373769885056,0
51-65,Muslim,Yes,White,B,D,-44.83505505233486,B,D,E,-30.387063674782233,-20.172938757529714,C,-15.80238010787025,E,A,82.11676358499916,-210.5024594805355,0
51-65,Jewish,No,Hispanic,A,C,174.82440993596035,A,D,D,-39.887176890162415,201.15315421302893,E,-121.54791373271476,B,A,-116.40313589669505,176.49648976439823,1
36-50,Muslim,No,Black,A,B,-113.4302499754525,A,C,B,-9.464247655417351,57.3732832998615,C,153.0043063606965,C,B,-113.06117568095371,-187.35473643941302,1
18-25,Other,No,White,E,E,65.70543885410322,C,E,A,-185.76981640050496,-6.891210224934266,C,3.531339517272669,B,A,-4.378802614482642,106.6064273961793,1
51-65,Muslim,No,Other,A,B,-109.22114550658095,D,C,A,25.631546213997293,118.20616800722847,D,-42.29180205668855,D,D,-92.4170336061092,60.84547955139191,1
36-50,Buddhist,Non-Veteran,White,C,E,-42.65974251193044,B,E,D,73.6868142222636,-8.455098229514055,A,-169.44416500619923,B,E,112.5582910397851,23.4098270842718,1
65+,Jewish,Veteran,White,C,A,127.4227442296344,A,D,E,107.60196790014085,166.12981043729857,E,108.9381907132644,D,E,-75.78980904938165,96.22329660611267,1
26-35,Jewish,Non-Veteran,Hispanic,A,B,14.3895282778522,B,B,E,94.29259698608551,63.72676733806942,D,14.335270821113088,A,A,18.37238410997903,-123.47825595292153,0
65+,Muslim,Yes,Hispanic,D,B,46.97973413252741,B,D,C,57.100809507021,-60.84265828634147,C,-43.58130220034983,D,C,71.09591727477563,56.59042321347957,1
18-25,Christian,Non-Veteran,Hispanic,D,C,250.96698602855332,A,D,D,57.01224578893701,237.43023263858046,C,90.82701434290858,E,C,-145.6424605379781,-180.99496030745337,1
18-25,Buddhist,Veteran,Black,C,C,32.006585911494255,E,D,D,55.652310282615915,-74.32631083247294,D,5.071813776832392,D,A,92.40909342966971,8.24891037999279,0
51-65,Muslim,Non-Veteran,Other,E,A,-111.54288201602415,C,B,A,161.59433903866832,132.04159578262605,B,83.85542285778054,C,C,-88.49493224205823,223.13124508564533,0
36-50,Jewish,No,Other,E,B,-109.82290866916573,A,B,E,-18.72279773232916,-114.89653531743357,D,81.66380294931848,A,B,-15.735393126922123,20.374902840667257,0
18-25,Other,Yes,White,B,A,-10.237996353818515,B,C,E,71.82887950515368,-18.60490184339132,A,-71.29936759921326,D,E,-74.26709946159765,78.70686546877658,0
51-65,Hindu,No,Hispanic,B,A,18.447633166794045,B,B,E,145.83974449987483,24.26038228887139,D,185.94783376247804,B,E,-34.794095929104785,-92.6226788132485,1
65+,None,No,Other,C,E,-39.18801163310392,B,A,C,15.711407845567141,74.56686942247394,C,3.2982108449375436,D,B,105.52667706770444,149.37294405475828,1
36-50,Other,Non-Veteran,Black,E,A,-60.68176064720237,D,D,D,-32.001537602348264,-108.94517609905212,B,36.39620660258503,D,E,-209.065629474829,-306.3134956409849,1
26-35,Hindu,No,Asian,D,C,22.271083604426355,E,C,D,-55.43268931425356,77.47047130150507,B,-113.82777972102672,A,A,52.20953436890067,-8.595197217963438,1
36-50,Jewish,Non-Veteran,Asian,E,C,38.00986060647008,D,B,A,-16.89274533633321,28.414846347779587,C,-17.301534006370016,D,C,-51.843491891022786,-0.5852887759610076,0
51-65,Buddhist,Yes,Asian,E,E,27.387171461215882,C,C,E,-84.26099404737445,-133.61091948846317,C,6.239102342230943,C,D,55.48582089481909,-31.10955626064121,1
18-25,Christian,Yes,Hispanic,E,A,-33.16303586458516,D,E,C,197.60587890839187,110.09416129222882,D,144.07727683300027,B,B,82.84677251194658,-89.55259503265596,0
36-50,None,Yes,Hispanic,E,C,-173.18056878676092,E,A,A,-6.831392375527409,-55.78487122805633,C,-139.94715101903688,D,A,48.250465218659144,94.9875215647169,1
51-65,Christian,Non-Veteran,White,D,D,62.417231243560124,A,E,E,73.88572244490162,64.3194053947001,B,58.57799663578891,C,D,115.92318455045039,100.62720042205564,1
26-35,Jewish,No,African American,E,A,146.11537021140148,E,D,B,-113.93984518032237,-44.37408894308892,B,210.69539212511506,D,E,121.6869784616611,-101.26731086814999,0
18-25,Buddhist,No,Asian,E,C,-65.7513721815041,C,D,C,-135.5827481799965,-136.2872644544929,A,-36.612878057858836,A,B,-93.52660025290665,-18.346084812429062,0
26-35,Hindu,Non-Veteran,Asian,B,B,-105.7686575578798,D,E,C,105.04338218562899,-75.00176613446915,C,57.776204906081375,B,A,-60.21225768102325,46.904252693534865,0
26-35,Buddhist,Veteran,Asian,D,C,-21.38103115516622,B,D,B,-28.77026201771949,-61.136582017149074,E,-96.53060606237484,E,D,28.43887178150731,-23.45001233115601,0
51-65,None,Veteran,Other,E,A,152.63856004199897,D,E,D,68.76573277739519,56.84697248895565,B,-108.43356269636676,D,C,-206.57044504877828,0.484911963764963,1
36-50,Muslim,Veteran,White,A,A,119.86047123637009,B,C,D,46.370559511230816,59.47935093696336,D,-94.53499887155863,B,D,-83.2463297387486,-139.17026741705197,0
51-65,Hindu,Yes,Black,A,E,76.1382799519199,E,B,C,17.51019998294797,-74.88610923079685,E,-85.19863394521545,E,E,22.753006188847884,105.60797191792388,0
26-35,Jewish,Veteran,White,D,D,-75.7229161667661,B,D,B,12.133595824906278,44.13414027172497,E,72.57650341441234,E,B,-71.4138317987151,-44.486394438130425,1
18-25,Hindu,Yes,African American,E,A,156.88892197338146,B,B,B,-18.08582729977127,200.82117849438652,B,117.93256751362433,C,E,-20.72387082425449,-203.11083226804504,0
51-65,Christian,No,Black,D,B,6.924010984660657,B,A,D,120.7818086632211,-142.96922178641051,D,-5.199020344908186,A,B,-169.4913751623019,-99.353434466148,0
36-50,Muslim,Veteran,Black,C,B,-25.70339787993316,B,D,B,48.4945426418075,87.3682747788109,C,57.80073989736372,A,A,-65.66748022829256,-157.34780449667196,1
65+,None,Veteran,Hispanic,A,A,233.17972699086152,C,A,E,8.592296704421944,-76.83353004793543,A,-37.13370827603319,C,D,13.032757624800615,-138.8395619217105,1
65+,Hindu,No,African American,B,C,-61.87066186095994,D,A,B,-101.56012798168253,-21.779971186734503,D,176.70119418883533,D,B,101.50509853629418,-33.54101856584132,0
51-65,Jewish,Non-Veteran,African American,E,B,-123.41628286027321,D,E,B,-58.56157302803157,42.143024242141955,A,-115.42215248777723,D,B,-134.17350211216188,-77.45260234438902,0
51-65,Muslim,Veteran,Black,E,C,-11.69693037373289,A,C,A,-120.87483175070201,58.42490632864359,D,-56.42124427345233,E,D,-124.43892980128925,40.40074753315733,0
36-50,None,No,White,C,B,-8.589145608891307,A,A,B,-40.84030414791052,-104.96170745538554,C,-133.6464314730137,E,C,178.7222426166433,-106.42005961879826,1
36-50,Buddhist,Veteran,Black,A,C,-117.25434930464841,E,D,D,104.94942242050465,-29.407495518631322,D,85.21882356816529,C,E,66.20915827420187,-46.6666058923946,0
51-65,Christian,No,Black,A,E,-16.996488744760715,C,D,E,-78.2332143209431,54.49815303708135,C,26.13089553864773,A,D,-97.53713076151855,-245.83720500971978,0
65+,None,Non-Veteran,Black,B,C,51.929003250602165,D,C,B,-133.86128989743466,221.3691710379619,B,-118.71562034893812,B,A,-60.34780246804489,89.09049483555646,1
36-50,Hindu,No,African American,E,B,-44.98383491380373,D,A,A,39.80405486780263,-68.9612613981699,C,73.82185510951915,E,C,15.347452613906764,-156.8074013488638,1
51-65,Hindu,Yes,Asian,E,B,-55.39306053505071,C,D,A,-38.40937707287258,85.44887330497795,C,-10.984702778606627,D,B,-93.08741211625106,70.48188001336807,1
65+,Other,Non-Veteran,Black,C,E,-18.8215401192778,A,C,E,130.61156140145343,-127.39411768842555,C,-42.36329250188275,A,C,-60.1380326618576,214.71114821805565,1
65+,None,No,Hispanic,E,B,-32.34400038919043,E,E,E,120.43459653937039,-93.95771881797377,A,-66.56780805721428,C,A,-77.81235847014018,32.605572540590366,1
51-65,Muslim,No,White,B,B,-20.344356739515863,A,A,B,-165.5741844451666,54.98557154284883,D,-149.31469082589138,E,C,35.62619526913819,-132.8360221082064,1
18-25,Christian,No,African American,A,B,84.99878777863783,B,B,D,-125.19711762729946,-86.40445150113388,A,-30.860558862517518,B,D,14.852267104546218,-37.99942308112236,1
26-35,Buddhist,No,Asian,A,B,-53.84967206322554,A,B,D,67.29344599526796,194.46235519574822,A,136.4233741609388,C,E,-3.4289608209081264,-97.26025872058045,0
18-25,Other,Veteran,Asian,B,D,-32.81823718276934,B,D,A,-63.15704378297766,6.390733978332916,A,21.86578146359977,A,B,-30.278566577199197,-147.49470841452015,0
65+,Muslim,Yes,Asian,E,D,-95.30757259877738,C,B,E,96.72337807209801,22.01714102663092,D,-0.12645842969319707,D,B,222.536428237361,124.38625405608886,0
26-35,Jewish,Non-Veteran,Hispanic,B,E,15.942366736251735,B,C,B,-57.32931389059653,-53.400256201626675,E,82.6202184309637,D,E,104.23576268312577,80.54103310591245,1
65+,Christian,No,African American,B,E,92.4871357218782,D,B,B,-10.212460992383495,192.5958823541154,A,-49.031910391580894,C,E,-94.36087297527868,-114.03430357868754,0
51-65,Christian,No,Black,B,E,130.09073299474588,E,A,E,102.60655763084208,-15.23780110418381,D,173.56151907658486,B,B,-149.52128154396553,-171.36882262998193,0
36-50,Muslim,No,Black,E,A,34.879034885622886,B,C,B,38.0839234480738,-100.18119017193064,A,205.32529631528905,C,A,22.520311154676914,30.705850733611307,1
36-50,Buddhist,Veteran,Hispanic,A,C,51.89577178689172,D,B,A,149.03910947392828,119.11650100869204,A,-1.401282124524567,B,E,102.30962083149548,-127.12952949662846,0
18-25,Muslim,No,African American,D,A,8.018211934723036,E,B,D,-6.260444858494352,129.1807201190269,C,62.17886753931453,E,C,-129.23493625931556,-117.10143704052622,0
51-65,Christian,Yes,White,B,B,0.183164177295823,D,C,D,10.355656985716255,-103.93552883879944,D,-160.1184863981423,C,A,111.68022932775183,28.88009609456853,1
26-35,Buddhist,Yes,Asian,B,E,15.890119293028505,D,A,C,-78.4002143339461,5.104034127696481,A,-154.01918680886104,D,D,-59.539845081973006,-90.26987621940641,0
26-35,Hindu,Non-Veteran,Asian,C,E,-114.00778178235511,D,C,A,136.69042453513563,-263.80586866101123,E,99.99636248129838,C,E,-24.286283295263615,106.34334941898351,0
36-50,Hindu,Yes,White,C,E,-87.79472900668151,B,D,B,-33.57162222838674,34.253509528046294,B,-5.581100521312425,C,A,1.8355074612643258,-131.16929430680028,0
18-25,Other,Yes,Black,C,E,-52.4382595040746,D,B,A,-24.937575135969457,-23.187128152700485,C,28.73283161146552,B,A,-34.77344559436549,68.92638092470739,1
65+,Jewish,No,White,A,C,80.3782381559163,D,C,A,17.060965404508995,126.26236601527836,D,96.5435527761508,A,B,21.4407976062412,36.91345999513473,1
26-35,Hindu,No,Asian,D,D,-64.82439951731897,D,D,C,0.2245410665986139,-173.15683695829358,C,102.6698162452302,B,B,41.6441183013121,-60.65151350338746,1
51-65,Other,No,Black,C,B,-186.71359490116518,E,E,A,-102.94112501960126,-95.19819742080614,A,122.34792535634543,B,D,-172.00298219037623,-163.88344280288604,0
51-65,Other,Veteran,Asian,A,A,-166.24553188732102,D,D,D,105.46507649224506,-46.80784128107117,B,-22.963022033839216,C,B,206.01830116697556,45.50571130985409,0
18-25,Other,No,Hispanic,A,B,-65.81905468305665,A,A,A,-47.01954408644136,116.8052165092373,D,-31.04833901998844,C,D,4.532249200388657,20.866695565190298,1
36-50,Christian,No,Asian,C,A,2.3323472581264126,C,C,E,67.86850264997469,-111.92117591020556,B,80.91267736204377,B,B,-46.23880523961216,94.1851874282633,1
65+,Other,Non-Veteran,Hispanic,D,D,-111.57182558875367,B,C,D,9.64738524119883,26.19517168157173,A,30.43134444343929,C,A,-34.60683661633186,-23.245881966609566,1
26-35,Jewish,No,Other,C,B,-49.897035956876095,C,C,A,-185.9803072932777,-67.99167336163495,C,56.364202683775,D,A,16.640963948542705,108.75270376302242,0
36-50,Jewish,Yes,Black,D,B,-69.77934739088558,C,E,C,-98.0366561776269,5.25729229422547,A,-163.24459601810594,E,B,-62.01736183331229,-57.61742564016179,1
26-35,Other,Non-Veteran,Hispanic,C,D,-297.77370833833737,B,E,A,30.824846095297726,144.12947155852126,A,192.08291158033097,A,E,-22.947629644500434,27.555364161784674,1
26-35,Christian,No,Black,B,E,-103.9189356103814,C,A,C,-46.71777234846138,14.561735911512413,B,-108.02149709193156,B,C,166.75307891157027,110.77740218295192,0
36-50,None,No,Hispanic,C,A,-65.73964275158747,D,A,B,-16.818772690225767,-55.160626209490346,A,-30.315801533302633,C,C,79.36901275462841,13.400423432353772,0
65+,Christian,Veteran,African American,C,B,260.3851229742034,A,D,B,-9.890423899699005,-89.80407351030617,D,93.65903729281544,D,C,34.2679231281117,28.602749307198156,0
51-65,Hindu,No,African American,D,E,-38.467933377176585,E,E,A,-63.734037402276314,-4.32601772996051,E,-61.434600617258596,C,D,52.5697925000958,-104.89967862689113,0
26-35,Buddhist,No,Hispanic,D,D,233.71217388384449,A,E,C,-16.644464260684412,-144.32888103592975,A,116.47229758253128,A,E,-15.923804429231133,-19.13886651429059,1
51-65,Hindu,No,Hispanic,D,E,-33.55624649664117,A,E,B,-106.19978240212131,211.7733081762351,D,61.27819234818481,D,B,-27.119777427491787,18.631541357683794,0
18-25,Hindu,Yes,Asian,D,C,-20.23589409046372,D,D,C,36.69254555560688,140.3592259067672,B,-65.80990483910976,B,D,-235.07691599207647,77.01707258514081,1
51-65,Jewish,Yes,Hispanic,A,D,100.54602086594929,D,E,B,166.6934438830198,-65.84415787105092,B,-81.49978090851336,E,B,-92.54883029131757,46.37054454716429,0
65+,Jewish,Non-Veteran,Hispanic,B,D,72.93457538952194,C,D,A,48.060521228505834,-198.89622844638106,E,21.850104651706914,A,E,-66.66157983977975,-104.03081992185714,1
18-25,Hindu,Non-Veteran,African American,D,C,53.784113536013336,B,D,E,54.53337153403294,-15.072384075923123,D,39.35691143787209,A,D,38.079496952300346,58.336965383916365,0
18-25,Other,Veteran,White,E,A,60.49673447212653,D,D,D,-84.10136169811034,203.05256840494255,C,138.8756355599325,D,D,-25.407221130833403,110.92003247775901,0
18-25,Jewish,Non-Veteran,Asian,B,A,-76.29893399261611,A,D,B,-64.67118916401371,-227.4901703669669,D,104.02669665983217,B,C,-186.14544974824173,-93.97169083600922,0
51-65,Muslim,Veteran,Hispanic,E,C,3.1928127487288704,B,C,C,-4.319000479264093,38.31273634224805,B,-1.9947687174362678,E,A,-221.09127643203504,-10.175737091830754,0
18-25,Buddhist,Non-Veteran,Other,A,A,5.092094679256565,A,B,C,67.74341971948174,-44.77875100822569,E,-8.75198116270965,C,E,166.73608529057677,20.751268053916057,0
18-25,Other,Non-Veteran,African American,E,E,12.153612752274299,E,D,A,14.352003518252607,46.35759451945864,D,-0.9497997361816952,B,B,22.774885767560423,97.43611057313332,0
26-35,Other,Yes,Asian,A,E,-20.52867879165456,C,B,B,72.7374424307876,98.80361283653663,D,-127.83757063369127,E,B,57.548920243258635,172.1101047336074,1
65+,None,Yes,Black,A,C,-122.02790609955967,A,D,A,-77.1182858809701,-8.566662819129672,C,-158.4481095467507,A,B,-90.06902294728395,-58.01638760119208,1
26-35,Muslim,Non-Veteran,African American,D,C,42.85742316045542,A,D,A,69.52906537556636,-76.85334876057746,E,13.242444801799987,E,D,115.77915278649328,-93.27921325243655,1
51-65,Buddhist,Veteran,Other,B,D,-88.67042724635306,D,B,D,20.089941639069977,-21.266013619898015,B,51.6116326908688,C,C,-9.488761520662752,120.80381354707448,1
36-50,Christian,Yes,Hispanic,E,D,-192.2110804027786,D,A,D,151.301100008789,106.66131857333438,D,23.572351889900375,E,D,100.33468862778601,28.83105615750913,1
36-50,Other,Non-Veteran,Black,A,B,-119.57266574021921,C,B,E,53.16242621815468,-38.49232201138078,B,40.96112864162763,E,E,78.94378938988325,-8.689619618334724,1
36-50,Other,Non-Veteran,Other,E,C,-68.9774969069624,B,D,A,193.10959475216018,-80.6278806583928,E,-26.42087198128282,D,A,12.270013443059284,15.107222418297328,1
36-50,None,No,White,B,C,-24.517239594909164,E,D,C,193.59414466677143,-36.456250175657,C,-141.7858884838279,E,C,90.77237581776984,73.45728883002994,0
51-65,Muslim,No,Asian,C,D,48.561312773860216,D,E,D,87.10269538888178,-53.85788708963547,B,-69.74307286176591,B,C,-34.60392826479695,60.84250264160417,0
18-25,Christian,Yes,Asian,C,A,70.77640701607385,B,E,B,154.45144640526985,101.95826102836556,E,-3.2211636428892536,D,E,-114.16560181809459,68.58275564123207,0
65+,None,Veteran,Asian,A,E,-72.688911304644,D,D,C,7.1754870124141625,68.66819824337928,E,84.2866514854285,C,D,58.71561109415938,86.41756746706933,1
65+,Christian,Non-Veteran,Asian,C,A,-75.95336520682635,D,D,D,113.15066568444607,-88.29480230684527,B,-75.92446743809849,C,B,74.80948054173385,14.43132595125901,0
26-35,Christian,No,White,A,C,12.772664203510667,B,E,D,93.32084625419193,-119.53502567407864,A,-76.20612667408523,E,E,-17.473253269647778,101.45382810161894,0
65+,Hindu,Veteran,Other,E,D,-133.69295028772615,E,A,E,-202.88363898105618,-79.88600420302447,C,-20.382436062705974,E,C,42.338086799305216,-28.257715721506077,0
26-35,Muslim,Non-Veteran,Asian,B,B,-81.07942202107965,C,E,C,92.81061791346423,105.41046144332735,B,31.01476922753938,C,A,62.05297734862453,169.38516676759988,0
18-25,Muslim,Non-Veteran,African American,C,C,171.19828057079204,E,D,E,136.83252894593866,-116.4680717048744,B,-151.3372144661399,D,A,-54.478382997781694,-19.914919385676352,1
18-25,Other,Non-Veteran,Hispanic,E,D,51.94020336765757,A,E,E,-44.604108546034,-41.34302407200995,A,-1.529399622551266,D,D,73.28685564831244,15.076930843405142,0
65+,Muslim,Yes,Black,D,D,88.67333031372804,D,E,D,82.97376585924485,50.79621916740004,D,103.2863996881643,C,E,163.9146261048397,110.75053719595687,1
26-35,None,Non-Veteran,African American,E,B,182.09689163132325,C,D,E,-74.57241191410111,-108.73011109765682,C,53.50521533138755,B,B,-39.80876214397343,123.7104549835743,0
65+,Muslim,Yes,Black,E,D,84.85515961584916,E,A,A,-31.770802019549393,-58.98575066284821,C,181.52580275379665,E,D,14.986676769054846,-123.45927161011751,0
18-25,Jewish,Non-Veteran,Asian,B,B,-68.90609518344449,D,B,B,44.19904452970817,16.48368727631021,D,-115.46521937482291,B,D,-72.75246308837666,131.5258972295253,0
26-35,Christian,Non-Veteran,Hispanic,E,E,75.16812882530496,D,E,E,86.2994989065405,-165.84362693906496,A,73.95378312122148,C,C,-141.88684982491992,40.293320792353214,1
18-25,Muslim,Yes,Hispanic,B,B,-24.154094171979803,D,D,C,-51.106991226286205,-81.79718025753111,A,77.69279246631471,E,C,0.8809355143852393,-31.78534268486984,0
26-35,Muslim,No,Hispanic,E,D,-34.94484517166762,E,D,C,-29.086327404785806,76.8365009270142,D,-21.2296308935289,C,D,-57.08322023276499,-67.71949240696968,1
26-35,Hindu,Non-Veteran,Hispanic,C,B,7.6903556340625085,D,A,A,232.1863742161713,-83.32877257177122,E,-21.483133677072132,A,E,5.658557830304741,-74.07156414975195,0
65+,Muslim,Non-Veteran,Hispanic,C,A,-8.044315410755724,A,D,A,-90.77369123164591,46.37201637057293,D,-11.973544047070932,A,D,153.35367269102144,70.0857581326761,1
65+,None,No,Hispanic,A,D,102.26538155573851,A,C,B,-119.37862824179946,64.9918242302165,D,107.13872801274746,B,B,139.01136923784867,30.71465907210668,0
18-25,Buddhist,Non-Veteran,White,B,B,65.18703446375966,D,A,C,84.85317097505938,-170.11489567076129,C,172.24697308793083,D,D,-65.03614730475489,240.7274928640832,0
26-35,Other,No,African American,B,C,-43.14126110136151,C,C,D,-110.4847755561986,17.1373562639163,A,-34.994046942729526,C,E,-16.13579149434004,88.59325176021298,0
36-50,Hindu,Non-Veteran,White,C,D,107.86155766882284,D,B,E,35.299032073186986,-152.07916241328286,B,-94.5837907495422,D,D,153.45584077944744,105.6579382904649,1
65+,None,Yes,Other,A,E,-7.095561004877454,C,A,E,-112.1583059500947,-62.582880340170554,E,-147.84988008483535,B,C,-27.99062090638116,-10.522964497535915,1
36-50,Hindu,Non-Veteran,Other,B,C,84.04987897404465,C,C,B,70.83631957936647,57.18469289346705,A,-111.92021248212716,C,B,41.36897540063337,242.96700095240732,1
26-35,Christian,Veteran,Asian,C,B,71.49011038011258,C,E,D,55.53718522250766,-137.2255777433278,D,-177.81499126366376,C,A,165.50274972576838,-18.574541698482122,1
65+,Hindu,Non-Veteran,African American,A,E,-153.34630092939747,B,D,C,128.0867269550479,-214.68485223078088,D,-6.420909647001085,C,D,-111.52945552792588,-18.562054716179215,1
36-50,Hindu,Yes,African American,B,A,8.949335949379833,B,D,D,80.6315543014793,-25.91567231107343,C,-214.3417197421586,A,C,-36.10694833935039,71.0314953743287,0
18-25,None,No,Hispanic,D,D,-77.86155729574963,C,D,B,-19.958103368735507,99.3514719127411,D,-67.31164118487462,D,B,-43.20434810288599,-21.099980895670694,1
26-35,Hindu,Non-Veteran,African American,B,E,-9.301508455490795,C,B,C,142.58924084508607,34.183161574492786,E,-71.18675718974946,A,D,186.09956595182902,-27.428312778490337,1
18-25,None,No,White,A,E,16.542815526692795,D,B,C,81.42311630927401,-94.01307035789122,E,72.82892394054815,A,E,-25.19229169306171,-195.2235503402573,1
36-50,Other,Yes,Asian,D,B,64.98976629431773,D,D,E,-152.36428350764004,0.9691296503540572,A,-87.80860548899958,A,E,-122.95378535402412,51.896107405885815,0
65+,Hindu,Non-Veteran,Asian,E,C,-98.70859032153834,D,C,B,-97.94620672841027,-303.2482596159663,B,34.1566310991312,C,E,-72.94999462301314,-62.67734872240087,1
51-65,Hindu,Non-Veteran,African American,D,C,49.741796982647394,C,C,D,-96.04129314973136,-100.62992820073077,B,-73.54420074909119,A,C,84.80432687350851,-74.4179233427692,1
51-65,None,Veteran,Black,E,B,-11.574140804567289,B,D,D,-75.8353319668517,-127.44351641501703,C,-20.268926344542894,A,B,-54.83496658685677,-11.442351658030224,1
36-50,Jewish,Non-Veteran,Other,E,B,49.40400630734171,A,E,A,102.10191089109111,-40.96012274374109,D,116.2383084967958,B,D,55.69089518200251,-40.61333551201882,1
26-35,Other,No,Asian,A,B,54.653270558412416,E,B,E,-155.71815242797294,-63.49040671804278,C,-198.85395070708034,E,D,41.74113585138202,-26.76562125177592,0
18-25,Hindu,Veteran,Other,C,E,80.9677857500073,C,B,B,71.70568338468526,32.43658747999066,A,-60.770713150708325,B,B,86.20790640086526,-52.05360026965181,0
36-50,Jewish,No,Asian,D,C,-61.6385492812998,B,B,C,8.537668123943746,-161.18525050280292,E,11.715361541450275,D,E,19.038556798360386,35.056961474132365,0
18-25,Buddhist,Yes,Other,E,C,57.56354225170202,A,C,D,168.22264679914872,-122.48376459927303,D,-32.236419457408545,A,B,13.346803819132813,44.87945569712002,1
26-35,Jewish,No,Other,C,E,19.272068303601024,C,E,E,25.689442958101576,89.55032507856045,D,22.57285981955663,D,A,-42.4820566710686,-44.15648134103412,0
36-50,Other,No,Asian,B,E,39.49907709385204,E,B,A,58.203162365009106,187.8637528137884,A,81.8337127603781,A,B,122.08951627079945,13.801244635716712,1
65+,Hindu,Non-Veteran,Asian,A,D,27.439770136452452,A,A,C,37.46233931438084,54.70119773217691,E,98.23996457280667,B,C,130.10162903548758,6.164130982446145,1
36-50,Muslim,Yes,Hispanic,A,B,-178.1002222232553,C,A,D,92.64215712962394,296.32156171604163,D,77.38266840029158,E,C,109.5074744624638,-145.59363807781662,0
51-65,Other,No,Other,B,B,-36.55744208956544,C,C,D,15.691443387809159,83.49708745666561,E,154.6450839477211,C,A,-30.306019718285903,-106.30856457864004,1
