faith,married,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,target
Muslim,Single,E,B,E,D,-19.763672362685558,-187.86510839060568,-153.17838566917303,D,-84.24653781774867,90.8444490717244,D,111.27159564078634,D,A,C,C,D,A,-158.12581294634938,0
Buddhist,Divorced,A,A,B,C,-140.2122542124441,-25.79240513235714,-35.545117379732154,C,5.212920390623937,-106.10806760991576,C,-15.877068959871481,D,B,E,E,B,A,38.034965537157106,1
Muslim,Divorced,B,A,A,D,-113.07488541609243,51.94690404229137,270.3625739555399,B,-146.33645462248774,-94.63673678406265,E,-110.38872288191293,A,C,A,B,D,E,109.92061428089106,0
Jewish,Divorced,E,E,E,C,-7.994040300916283,-34.38081094530455,-0.6578829399554047,D,10.852303555762365,35.4421369555801,B,-192.9859262318797,A,C,C,E,E,D,-82.45490017887835,0
Jewish,Married,D,D,C,E,-53.034333044207585,63.83951715784687,105.50220904590996,D,-157.32169669896888,99.70355433253916,E,17.863011450172912,E,D,A,E,E,B,97.43171366999785,0
Muslim,Divorced,D,B,A,D,-162.09300576065266,-83.26217463825472,-153.51406409513746,A,52.00487373769669,-56.86710559807757,A,-82.00611563856027,C,E,B,C,A,A,-25.984129159188225,0
Jewish,Widowed,B,B,E,D,-31.184635812896705,148.2525299981703,10.165520023602499,E,-46.00807537107182,167.0366158226832,B,19.05991156721363,D,D,E,E,A,D,-56.43996307564198,1
Christian,Widowed,C,A,C,A,-227.00300092764712,-52.37844019877078,90.26355775367618,E,-35.44763066757432,-63.93034531597836,A,164.35474029990337,A,C,E,C,B,D,-196.1196279292758,1
None,Widowed,E,A,E,B,37.46102784097479,-152.93459052714294,20.522147831600893,B,22.64516046034992,132.82050090128516,B,39.00438958736822,E,C,D,D,B,D,-6.2289108981880075,0
Christian,Widowed,D,A,A,B,-6.8408508706935045,-20.378569867294942,-51.98323424147726,B,38.56719462361995,-92.83870606975107,B,-56.82044469691437,B,D,E,A,B,B,-18.813586262847796,1
Other,Widowed,B,D,E,D,2.0391389330242866,92.33035849311648,-42.020475468796384,D,9.640339080374648,-70.55824844765985,E,115.88485240784776,A,D,D,C,E,E,-129.06171354559356,0
Other,Single,D,D,E,A,28.446518076314437,168.65150308321626,68.5742693197689,B,86.50258816929664,17.624103834704062,D,-232.69690273842602,A,E,B,A,E,B,50.04245756290507,0
Other,Single,C,B,D,A,84.03060203579615,15.46828574039619,75.2308541226602,A,65.18093732588646,59.68638186941631,D,43.72665856209812,D,D,C,E,B,A,-1.972084590511328,1
Muslim,Married,E,D,A,E,-152.35512515761198,75.65827992456845,131.21853166596506,C,-50.350221234415606,-76.32364941819347,C,94.37976829784266,D,E,E,D,E,C,-69.82277710345394,0
Hindu,Divorced,E,B,D,D,0.714653765986145,-44.42818457773341,68.54428418587142,D,47.03768029126952,-29.03215973518001,A,-7.793246237255182,D,B,E,B,D,A,-67.24578673922855,1
Other,Single,B,B,D,C,50.102582505551865,-56.72635717476076,48.66557746211127,E,-10.415436166538901,81.10081486814715,B,-51.28397637322899,A,E,D,A,A,B,-7.988375086680828,1
Jewish,Widowed,E,B,B,C,-9.69891158058888,-30.41895490540999,-126.12923998797343,A,46.61331238849243,207.3682475571731,E,94.251013852416,B,A,E,C,D,E,-36.96324569890724,1
Christian,Married,A,B,B,C,-190.40623192289272,85.2964514467166,-46.581168991915554,A,140.38076683014097,-307.09412932982923,D,-177.15323346015887,D,D,E,D,C,E,47.82492146550072,0
Muslim,Divorced,E,D,A,E,-43.127478630989245,73.96740186204622,-41.046227863056686,C,-163.76160299001697,14.750921010560972,B,61.75650820622985,A,B,D,D,B,A,81.44103143732733,1
Buddhist,Divorced,E,A,B,A,136.2921258432722,-3.8572511974006423,61.25922014197237,B,124.17157420477487,222.57948766594993,A,-73.26179877259351,D,A,C,E,D,E,-27.995144823591733,0
None,Single,A,B,E,D,74.67916444515191,22.988379028525944,139.2896619018434,E,142.31350722555393,-48.24519813462497,E,26.253675584874113,E,E,B,E,A,B,-29.521938016287987,1
None,Divorced,A,D,C,A,-149.56705705188358,-181.99186510594402,-74.97121475251456,A,57.532820972176765,-94.14788574137145,E,-82.71379220712923,B,B,C,E,D,A,-15.420008358962994,0
Jewish,Widowed,B,A,B,B,-157.95932322960073,57.49178821096276,-66.9565580008483,D,105.36712449217171,-37.209835612974516,E,51.047712055188974,B,E,C,E,D,E,-79.09961853555411,1
Christian,Widowed,E,D,C,E,11.851023539782615,-89.87274494991789,-63.43340929915557,D,-104.42374451068137,-95.83883071461717,B,50.49998695050342,E,D,B,E,D,D,-188.34000998013812,1
Other,Widowed,B,C,E,B,-129.9400979462247,-16.70617478890647,113.10197530084017,B,-25.693172908699463,-15.11217692513942,E,-213.89417963940272,E,C,D,E,D,A,3.8298314332874255,0
Other,Single,C,E,D,C,-92.86255439530665,230.0680232507863,11.590153433521646,A,32.067818587037664,-84.90444692518504,D,130.46311097026876,B,B,E,A,E,E,-128.85269457215867,1
Buddhist,Married,B,C,B,E,-44.50004894270837,-12.740978020294689,-42.95339689800043,C,84.58847134778895,-15.868304221906213,D,157.4217843980883,A,D,B,E,B,B,243.06348391157098,0
None,Divorced,B,C,E,E,43.26660867352499,83.29379178651396,-67.55589456046258,A,205.5260272900033,102.90856628065961,A,98.80884043180856,B,A,E,A,B,A,-146.58934084086468,0
Christian,Married,D,A,C,A,-117.03785323710977,-156.24991186703184,-52.70580036379749,B,-67.43073125137253,51.510113590875285,E,41.395797411098606,A,B,A,B,A,D,79.89501169356325,1
Christian,Widowed,B,C,C,D,70.42792605472049,-12.94655085235919,87.11434152833932,B,39.13149345338874,-72.06554977528322,D,-28.79377336390263,A,B,E,E,B,A,69.16758483472607,0
Hindu,Single,C,E,B,C,39.139619902333436,-71.82553149428858,192.93238765046337,A,-44.123495337161664,-156.31034661750914,C,-147.32410778744676,A,A,C,B,A,A,-38.22077810548715,0
None,Divorced,D,A,E,E,38.92151946405122,-210.54977976087912,-43.11788536999126,D,-191.445867729413,-19.00065329485629,C,-85.98106095856322,D,D,B,D,B,E,-43.25738436356807,1
Hindu,Single,A,D,C,E,-81.75401745025205,21.591197481293392,-45.5335865561146,A,-102.64047925076984,-206.82735565724465,E,22.045708817339076,B,D,E,B,D,B,6.097572024006346,1
Buddhist,Married,B,B,D,D,-29.08872924779648,28.996907678033278,-139.5587856224742,E,-66.50264999252803,65.17460248503714,C,19.070269035282205,B,A,B,C,C,A,194.55304886291376,1
Other,Married,A,E,A,C,-75.86344277070786,-69.55974871813629,135.326012942127,B,-60.46783764806422,77.39538440415758,B,-64.91722415098143,D,B,E,A,C,D,78.81923759491788,0
None,Divorced,A,B,E,E,97.6565072257699,-58.128354173351816,-52.663798440498724,B,-21.658418552597578,-31.335971537364532,E,74.93410872816095,E,B,A,D,A,B,104.76795874905133,0
Muslim,Married,D,B,C,E,-82.76999663505379,-90.41540166726094,96.24018420795352,B,-25.29149752641484,26.074532008557412,A,-228.44722065837257,E,C,E,E,C,D,-83.25633550804757,1
Other,Divorced,E,D,A,C,150.9133765530987,74.45740810021508,15.106505462563483,D,14.409135054647985,-44.46766682936201,A,123.37876707590898,A,B,A,C,A,B,-39.95445880401947,0
Muslim,Single,E,C,C,C,-143.18952143297307,-97.33424074231127,159.60064045199007,B,167.22413860275893,61.596662187123506,E,-0.0077205583139656085,B,E,B,D,C,C,-19.00877891699994,0
Christian,Divorced,E,E,D,B,-35.655631937202564,-180.49305291172263,160.8115678877533,D,-126.11725825838138,63.31705142506737,B,83.46635338294158,E,C,A,C,E,A,189.1798520531112,1
Other,Single,A,E,B,B,-47.1333193074247,-118.56563048121045,-135.26518652211166,B,-151.1506009440217,-12.12742540749826,B,116.16281926839834,D,A,B,C,A,A,118.587033562107,1
None,Widowed,A,A,C,A,-24.026030990419887,29.426784844375646,-38.055189327905985,C,-50.68051123970474,18.61250024034894,A,139.25490203724323,D,E,A,A,D,C,131.68544633482128,0
Jewish,Married,E,D,A,E,-19.389681555243087,-14.764991221205262,-15.295158779269908,B,75.56596818015618,232.85401895609237,E,-41.23767039635293,A,C,D,C,B,B,-100.12603290727017,1
None,Married,D,C,B,E,71.83572070748302,-72.67527784823862,-12.21438467913301,E,39.89638171197324,-38.761867322443585,B,-3.269343365275014,A,D,E,E,D,B,3.523997042016979,1
Christian,Widowed,E,E,E,E,110.27458214693067,-14.489311513490097,-112.33409317349516,D,146.00763067278234,-55.19577380455306,A,-161.27339476781995,E,C,E,B,D,E,-157.44531876299484,1
Other,Widowed,A,D,C,D,95.32086633079821,-86.05379319512744,-15.563855927853949,D,-83.31422431201318,91.31431725787243,D,145.08999743274734,E,C,D,B,D,A,-72.66974260980398,0
Hindu,Married,E,E,A,D,-40.95602337911423,-128.78814014679713,133.05249117278373,C,-87.12941946646029,-115.13639881875959,D,200.4061188225569,C,D,A,A,C,E,0.76089966815391,1
Muslim,Married,A,C,B,A,132.0387776444599,-28.461996202377165,-23.19929061199554,E,38.665818912733215,-18.543258538460947,C,104.84439362140716,A,E,E,D,D,C,-25.51673321587129,1
Jewish,Widowed,B,B,E,D,50.19656307377777,73.93207689333306,-68.44609401509179,D,-34.165129520090545,84.35158816080315,D,-2.45232926965038,E,B,C,E,C,A,-22.804679245908012,0
Hindu,Single,E,B,B,A,30.60639661267686,-43.409319145431965,119.5755301729762,E,124.10611775176028,25.62702569697739,D,-49.056552160078546,A,A,E,E,C,A,30.911263032506664,1
Christian,Divorced,B,E,B,A,-116.80930063552731,-212.53508960426424,-53.309686713837735,E,-147.5895857294737,29.706842121963795,E,-104.75360925381698,B,D,E,C,B,C,-59.837376609506386,0
Jewish,Married,D,B,A,D,-78.93137843256149,27.04170099942659,-61.08998454838045,E,12.067380153966226,-111.50963736265199,E,-18.037986635466027,A,C,A,A,E,D,-8.071830401760606,1
Other,Divorced,D,D,D,C,-84.61215983670957,158.2750117199788,-179.3023364871015,E,-80.44091196502865,-52.84345193342897,E,-121.98693149423059,C,A,A,C,C,B,8.104667232318539,0
Muslim,Widowed,E,B,B,A,52.56456498824762,-113.46204761873602,11.15891387777407,A,-192.59072027783176,90.34132857799707,D,-46.95770152170999,D,D,D,B,A,D,149.67091678183888,1
Christian,Single,E,B,A,E,110.34946062064077,151.57755236603188,63.91004416735512,A,14.116943721750886,97.10558298539897,C,116.83346935497497,E,E,B,E,D,A,-44.27411594531041,1
Christian,Divorced,E,B,B,C,8.139035207217125,88.66049913608065,69.02508601766158,A,-6.822961541355159,22.186644420862407,B,19.49593398855834,D,B,D,B,B,B,177.96984032469237,0
Muslim,Single,C,A,E,E,103.34019858312253,-119.75596660460035,176.6673340273459,C,6.339237974686074,-78.08355027766092,B,-0.2867807911498573,E,A,C,D,D,A,-95.20516612303116,1
Muslim,Divorced,C,B,B,E,-75.74601852416937,-196.0338496125823,-57.70057672107304,C,34.28028467047693,60.84730713183046,D,40.314141356546614,E,D,A,A,E,E,-77.83895366560824,1
Buddhist,Widowed,C,E,B,E,-166.3223003408281,-29.73202725640678,64.03987197493541,D,87.19096087466565,-183.54972670205288,A,-110.677695769134,B,C,D,D,A,E,-29.74345276417919,1
Other,Divorced,C,A,D,E,60.844848693640785,-52.693726388854,123.22767956295988,D,-4.969762848042715,30.126594763387317,C,-94.49494055371413,D,C,B,E,B,D,-35.886981419594896,0
None,Divorced,E,C,A,A,51.335330072099,-73.22775162594516,18.45122972288075,D,-18.943063907580594,177.09554815920043,B,-167.99497687278557,A,D,C,C,A,A,-170.87876066958816,0
Buddhist,Married,D,C,D,D,105.7389900304459,36.716321798834095,-157.02043228868567,E,20.48984671040462,-56.977616682494315,C,-33.403441398340895,C,C,B,A,B,A,53.19270991641646,0
Hindu,Married,C,A,B,A,-43.812899533034674,-30.11537760548699,-114.56799983356005,E,37.75281603055235,146.00614733393363,E,42.94398333690586,D,C,C,B,E,E,21.57763225748045,0
None,Single,E,D,B,A,-104.51844738406129,149.05607280580483,114.98906066171648,B,70.37497171643938,102.0629820632049,E,-116.07605229874447,B,B,E,C,B,C,-42.01712738494397,1
Jewish,Widowed,A,A,E,E,-53.341717444334854,-26.183972680932342,-17.312324045509445,E,37.86768650085156,97.107319408719,E,16.961995455651348,C,A,B,B,D,C,52.38336866084201,0
Buddhist,Widowed,D,D,B,E,23.699772691538296,58.46743764827544,25.27468664697211,A,-44.845817643874355,73.79351168900912,C,-9.965329884953556,D,D,C,B,B,D,151.252788072996,1
Muslim,Married,C,D,B,E,-129.80971189339456,-40.91352029257946,19.76495044167511,A,77.4301082408924,30.47527577605565,E,129.30646089035693,C,E,E,A,A,E,72.48569210805663,1
Buddhist,Widowed,D,E,C,E,143.83109687287055,73.39544471245934,-41.18085442171625,D,-41.042306602277,16.252187549062384,D,154.12190174570978,A,E,D,D,A,C,-34.91603290120259,0
Jewish,Single,E,B,E,E,34.77305915055862,-41.773594218043776,223.59191322905323,A,-80.05343590879676,-51.92209286851451,A,-8.259884538001277,D,E,D,C,E,B,-29.781635064633942,0
Buddhist,Widowed,C,C,C,B,-48.71610187874794,61.470231858006144,-34.81607017199991,C,-36.53180759037774,-84.58005877601855,A,10.017739787909509,A,C,D,A,D,C,26.493329778741376,0
Hindu,Divorced,A,B,E,C,23.2015020194128,50.642736175837754,-61.001003345159944,D,-17.677993788579705,-99.3846425192121,A,86.13680173364212,B,D,B,E,C,E,65.9523862228073,1
Buddhist,Married,E,E,D,C,58.87189344722884,150.99563753564357,212.16203464640193,B,-112.4657159849977,109.55200443360067,E,-12.418569630463349,A,B,B,A,B,B,-36.16800072283192,1
Other,Divorced,B,E,A,B,116.98368651055881,64.61455112250195,63.42176870475173,C,-10.754681975650104,-79.18232519081091,E,130.2407236155211,B,E,D,C,E,B,-127.48689501409302,1
Muslim,Divorced,B,B,E,D,17.297673183170424,66.39185411428136,101.42451309134294,C,111.88634288615877,44.82861975634388,C,17.098116888652395,C,A,A,A,C,B,-87.88629021314124,0
Muslim,Divorced,D,C,E,D,-209.9472861496131,-34.70498424074173,4.463261204886128,E,-168.28433303492778,29.87021980289171,E,-52.860951030290515,A,D,E,E,A,E,200.0025280837646,0
None,Divorced,E,D,E,B,-136.7861064861273,-41.63397889690063,-48.919872885182784,E,122.12125609030784,-87.42259601142467,D,170.4006585180906,D,C,C,C,E,E,-45.85975965853281,1
Hindu,Married,B,E,A,D,58.47179581259425,97.40983123926367,-149.32557707372092,D,71.40794580740373,-79.09847963798397,E,127.42006104184473,E,E,D,B,B,C,51.60199182407905,1
Muslim,Single,D,B,C,A,-51.045555285473654,-136.24898309105194,9.290099027265596,A,256.9770410325696,-138.9627518879753,D,-70.58380476606918,A,C,E,B,A,B,-59.53247150559463,1
Other,Divorced,D,B,A,C,49.30422124100303,120.85464738529386,61.82116119401867,B,14.126256182621752,-103.0065347251508,B,-215.6533610837553,C,B,D,E,D,C,26.83082915602028,0
Muslim,Single,D,E,E,B,-65.62039137624613,158.76975553818727,-62.35305955211958,C,13.418393543106195,10.222636496927223,D,139.87691127464387,A,A,C,C,B,E,54.47771055401547,1
Buddhist,Single,B,A,A,C,-0.8704851033617453,-39.93539673813804,-142.4253142330796,C,14.875486744935742,36.04917198234942,B,-40.622831816249025,E,E,E,C,D,C,-96.24162303420034,0
Jewish,Single,D,C,A,C,-28.593196154887472,93.79208848017834,-76.99740156782737,B,-139.87800166319465,103.59009318526304,B,-119.4318472565737,B,D,E,C,C,C,40.86375635509676,1
Christian,Married,A,B,B,D,25.75768227692893,-60.14705450218153,-27.736135176806204,D,-39.37599363013996,98.61637707056171,D,-139.0403691472762,B,B,E,E,A,C,90.10401236727368,0
Jewish,Married,D,D,E,D,-27.57727534184489,111.61860755007562,-75.80121773763001,B,102.26188400397072,-47.466588106704286,B,-171.6095629253405,A,C,B,D,E,A,15.266122615923496,0
Jewish,Divorced,E,B,B,C,-51.41502025734482,28.171385262762826,-180.45692783319694,C,-134.2712572387875,10.241160060604708,E,79.88991485350044,A,E,E,D,A,C,-128.6692100584063,1
Christian,Single,A,E,D,D,197.25581167669756,-114.27531464550277,37.112695668457306,D,-17.930931604760193,-0.006760563114219681,C,-97.26112617304943,E,D,A,C,C,E,64.46986982098251,0
None,Single,B,E,E,E,133.52712850300816,68.48871013649811,-103.06379153349195,B,-157.1911664954742,116.4433823235461,C,45.13909596649095,A,C,B,E,B,D,33.42483090076246,0
Christian,Divorced,A,E,D,B,-115.83567162804904,-27.331438989246422,-110.97004267440485,B,-134.72565362312847,-114.94529382998542,A,102.09691910802827,D,E,E,E,A,D,55.44239992621802,1
Buddhist,Married,D,E,E,C,174.0579727549926,74.11852690683993,-1.7556428907017394,E,106.81638151079753,164.23718425042446,A,58.149728582775225,A,E,D,C,B,E,-101.5073086817518,0
Muslim,Widowed,A,B,D,E,24.063753512067485,-119.0730595850755,87.8676371455399,C,91.08776276547245,103.58674191389699,A,-249.38981994348984,D,C,C,E,A,A,7.713555057968968,1
Buddhist,Single,D,A,C,A,61.69058139269904,8.967335244469966,-30.556088568474205,E,-26.25732613816157,-98.2680952950817,B,-12.317618426496376,E,C,D,C,C,A,151.2454353927307,1
Buddhist,Single,E,D,C,B,-366.94392830080056,27.75739433893814,177.48962924633307,A,3.5430609269763185,-28.172283414316052,E,-85.15394574777247,B,D,E,A,B,A,2.0463769914626546,0
Buddhist,Divorced,C,C,E,E,104.45154369482654,-8.356734617648087,13.048714143427137,B,143.22634125767854,148.9562565944656,E,-26.25581348097395,D,E,D,B,E,E,-122.58638049241593,0
Jewish,Divorced,D,A,E,D,127.01449411244707,-62.39810790486421,20.238265203305815,D,-74.78440214472893,239.56210876543403,B,-5.3863226492136915,C,E,C,C,E,D,-72.54703732775305,0
Hindu,Divorced,B,C,B,A,-137.9494137767347,-64.82225710637042,-6.651236541721409,C,-152.70848109845997,-54.74095242808268,C,123.78301393667188,D,B,A,E,C,E,-9.672029930408135,0
Other,Widowed,A,B,D,E,106.67238420151001,166.98324915758997,14.118251119279144,C,-40.68888317525211,-53.9264669235884,A,30.975509733574967,C,C,C,C,E,D,145.27104256720352,1
Jewish,Married,E,A,B,E,182.66800689780024,56.24234304422851,6.265418364946332,A,-34.63251638979749,96.02533672562849,D,-2.6124479068135953,B,E,E,C,B,D,25.012872581266354,0
Christian,Divorced,B,D,D,A,5.281784246851128,-176.38122812839134,-29.09353052899225,A,157.68255223951053,-13.592145655925671,D,-280.38026333294493,B,C,C,A,C,C,-65.99149205198627,1
None,Divorced,C,B,C,C,16.255292927495496,-195.43626085381754,-153.41257674934707,E,90.91769791309773,32.36407737048409,B,-59.46454679652432,D,C,B,B,B,A,21.422738356437318,0
Christian,Married,B,B,A,E,-40.97370142085482,29.00824338529594,-23.905977050482065,B,72.46816031417853,-82.14560488193179,B,-92.3879330444202,B,A,A,C,A,A,84.35805458506644,1
Buddhist,Divorced,C,A,C,C,-141.87957256559,55.709803250030774,124.55257778501993,E,84.10480432237662,70.1671731517985,B,-0.20552592585561308,E,B,D,E,B,D,61.154239843559374,1
Buddhist,Single,A,B,D,C,184.18449124945334,7.675191805965481,165.63953414140545,B,126.38915754583309,178.44630965347247,E,-144.25409182628343,A,B,B,E,D,D,-119.76733436255178,0
Christian,Divorced,B,A,B,E,-52.57857822267271,46.666591059251836,-15.111998015095404,A,-23.340670016002754,167.05383036444496,B,-65.42441357662405,B,A,B,A,A,D,100.72146344448878,0
Christian,Single,A,A,D,A,47.349518146996196,-66.21838234684976,-17.24798367554233,B,-140.56662575498655,-17.234156145266944,B,37.53649353907546,D,B,E,A,D,A,-44.24981594546783,1
Hindu,Single,E,C,A,B,-59.46564566023756,-30.1289376542551,94.34537014024028,C,-145.761401986845,71.55519691690911,B,-134.04658830219827,E,C,A,B,E,B,-41.89298101252562,0
Hindu,Widowed,B,A,B,E,10.947441462522587,-34.9695018570385,55.33401733058688,E,131.02430886123392,-79.2851304906554,A,-63.23015068319526,C,A,D,B,D,D,113.62134231546908,1
Christian,Married,E,A,D,B,93.26965514736332,55.47370282835941,1.981292995494514,E,186.13571268498288,83.19360152462708,D,-114.23535007085215,C,B,E,A,E,B,-100.13008264100618,1
Jewish,Divorced,E,D,A,B,-94.14598561450543,-8.237884638968366,-9.187149261535232,A,85.38993836343496,113.64349719412661,E,25.635671364480388,B,C,D,A,B,B,-110.11556783576464,0
Buddhist,Widowed,B,A,E,A,3.6704231250411876,-20.03385917114586,-107.03165798142929,D,-53.668818042385745,243.60259895964336,D,-4.276152353704727,B,C,C,E,A,E,-25.2620959610726,1
Muslim,Married,A,D,A,A,34.00272033702769,-61.2664653603658,-92.78267628247806,E,-84.29092610622733,70.18696710410389,C,-10.884952158029144,D,A,D,A,E,E,-152.452635386189,0
None,Divorced,C,E,D,A,-42.909121439262925,93.50431717915642,140.18493335682146,D,302.9427914118111,35.74788102726062,C,44.29200573342283,B,A,C,A,D,D,150.30901353601237,0
Muslim,Single,C,E,D,C,-84.67177000189623,-65.64656236498476,-43.35362110111823,D,121.1982207606588,140.49822267985707,E,-102.76432371560686,C,B,E,C,A,A,-8.588074750060333,0
Muslim,Widowed,A,A,A,A,138.22683848378762,5.4331257340751264,-12.37794930028046,E,92.5454048910778,94.12193792281116,D,-176.03728614700037,C,D,B,E,C,A,44.41594578534901,1
None,Widowed,B,C,E,E,30.47981707396592,-159.63399950467266,84.71314863856117,C,-64.47501705763669,-127.29202855079842,B,236.35118639724953,C,C,B,B,C,B,-55.895856078543936,1
Christian,Married,D,B,D,E,123.25020559623144,117.67270468779863,-17.741757425568967,E,136.0477374610405,27.856626069836565,D,-29.372983683045362,D,E,D,C,D,D,-51.203685566373146,0
Muslim,Divorced,C,D,A,A,-101.41176985876692,-25.641039663134258,182.2693324184317,E,-145.57018335033706,-56.78053072909274,D,60.236528605015835,C,E,B,B,E,C,-40.54409861154139,1
Christian,Single,C,D,E,D,-0.5736884153811218,23.170987623554126,85.53018512519618,C,254.13996911434018,-150.5681920775632,B,-128.3154318876666,A,D,E,D,A,A,-169.12029000010753,0
Jewish,Single,E,B,C,A,-75.4129203769177,52.73999673663905,-4.647751583182946,D,-11.099521763138416,39.76719908464745,A,-50.61065360543407,D,A,C,D,B,C,250.511061199192,0
None,Widowed,C,A,C,A,-206.97067139936038,67.29480875883388,31.948951852196327,B,-165.9812104391429,-64.74752020563727,E,-175.92709655070195,A,A,A,E,E,C,-237.74108952304752,0
Other,Single,A,B,E,A,-77.30922501484405,77.97542875959904,55.776748106545824,D,-24.505642224332334,-87.91774646908695,E,-6.709325839367065,C,D,C,A,E,A,-78.74968372401932,0
Other,Married,C,D,A,E,-17.67454909660044,-93.54982966761631,-66.12533191166638,C,-44.078293418298045,65.76284759641514,A,16.142632688558386,E,D,D,A,C,B,-74.82888494558478,0
Christian,Divorced,C,D,B,C,37.82723934932211,-28.298017078111126,-94.7916089292837,E,-130.95973562646714,69.31370388520001,A,-219.13368675992703,E,B,C,B,C,A,-111.45277564688136,1
Other,Widowed,D,D,B,B,-71.11601975565675,-152.19210474847046,-15.26112156985734,D,-32.58034921673986,-111.92610937394909,D,-44.775299807490946,D,D,A,D,A,C,38.396309564654956,0
Muslim,Divorced,D,B,D,D,-28.836387720721884,18.445186241743116,76.61594208170695,E,-59.539746478203526,-35.73423367008106,A,69.08020313687658,C,E,C,C,A,B,83.18645155947401,0
Muslim,Single,E,D,C,C,156.41490289498955,-164.73932281602688,3.1903795358974003,A,12.789917451449018,-63.75043507715864,E,42.34411472459399,A,B,D,C,E,C,60.416701235176305,0
Jewish,Widowed,A,C,C,C,56.097077416141936,-156.51715920157937,185.01300978152983,B,-265.4731977564283,-85.19017468827641,B,16.22851239868895,B,D,A,C,C,B,153.25092036316528,0
Hindu,Single,C,A,D,B,111.81885500828008,-70.75096936004404,9.293389341892789,D,188.58120031035114,29.508615798863286,E,8.57836852586452,D,C,B,A,B,D,-7.593269751049469,1
Other,Single,B,C,E,E,-123.26772546209514,82.61379895342803,70.70144641251566,B,223.83720462582346,-173.73281110815785,A,-50.926654044702246,B,B,A,B,E,B,-1.5772819697368035,0
None,Divorced,D,B,A,D,102.75814342518885,69.89772963129327,116.22594827182533,E,-49.55106162591964,108.97412735437307,C,62.81434235888926,D,A,D,C,D,B,-183.5991776217052,1
Buddhist,Married,A,E,A,B,208.36981179704114,-104.56246570578801,-52.289720401812204,C,-113.20606320912911,141.80364670800617,C,169.5407847869625,A,C,E,E,C,C,-30.08850542560061,0
Jewish,Divorced,B,E,B,C,-136.67709100955042,-89.43544309736502,76.5722770363483,E,-29.688739047480418,-205.24037870441148,E,191.95629284635845,A,C,A,D,C,B,44.01119905856436,1
Other,Widowed,D,E,C,B,-127.87366073785964,53.98761765871556,61.478395029935754,B,34.49872288190522,-30.568698012616974,E,72.31272475274072,A,C,A,D,E,E,133.363030397383,1
None,Widowed,B,E,A,D,65.22327324473247,-43.68630945246265,53.10195299959622,B,-119.56695526770977,150.29761901338614,A,-36.806704881818895,D,E,C,E,B,D,-207.2990202843909,0
Buddhist,Divorced,E,C,B,C,-18.577096383424585,-184.2691455391587,59.81201967149408,B,-9.780361380560603,-11.757634585656824,B,-141.58438925933223,B,A,D,A,D,C,49.29879450739835,0
Christian,Divorced,A,C,E,C,86.83399543816807,27.865327661722596,-89.97628960000942,A,-67.51991025891634,-25.760677722363994,C,-104.34034621073226,D,E,E,D,E,A,61.02963022172063,0
None,Widowed,B,C,D,B,-145.0174569042946,197.2420884618555,-80.58226630261231,E,-18.729704637438868,25.901214394460055,E,118.35072495226599,C,E,A,D,A,E,-55.300103102855566,0
Buddhist,Single,E,E,B,E,272.42986995846167,-119.72883308083482,-234.89193580819907,A,63.46017030347792,-93.55710159804856,D,52.700621598095395,A,D,C,C,D,A,-178.081809262393,1
Hindu,Widowed,E,A,D,D,-84.77555611586182,-105.79739480074757,-185.39849998925575,A,179.07496895023897,87.39600424914316,A,101.13509455692584,A,A,A,A,D,C,26.553525705040805,0
None,Married,D,C,C,E,-48.94756975907643,-21.955063321044605,-1.5219531587888313,E,-24.62457201553115,-123.64809625531765,B,-186.41085967155936,D,C,E,D,E,B,8.688274950165729,0
Jewish,Widowed,C,C,C,A,-102.31415645415976,-166.54606253029385,84.91683620295424,B,-108.53858153906808,104.23977198936313,D,85.0353390740444,E,A,C,B,E,E,7.880320019418924,0
Buddhist,Divorced,E,D,D,A,30.280456634894364,-173.76720629260168,-86.84969383633585,B,-19.694029463060446,55.39611626049117,B,-94.41297432060769,C,B,E,A,D,D,128.08596189755056,1
Muslim,Widowed,D,A,E,D,-201.75365105753147,52.0176048856932,55.066513358668566,B,-12.412613306273093,-170.5044238980422,B,91.02046047790667,A,E,D,A,E,C,-71.36586549326051,1
Buddhist,Single,A,B,A,B,-122.29785197599182,-42.59940064305148,143.20217202185887,A,78.42713767233859,5.251030958692328,D,-158.74137977377356,A,E,A,B,C,A,44.44524857738818,1
Hindu,Widowed,C,B,E,D,15.315876661564918,-45.1900458866373,26.82966502634358,E,-41.70931976109025,50.236569072138906,D,-115.51632331960025,A,C,B,C,A,D,-112.60361129808689,0
Jewish,Widowed,D,C,D,E,98.63487551379808,-191.67240575603083,-164.93832305384728,E,10.246800977309958,184.4322200893154,B,3.2836906933698575,B,D,A,C,A,C,204.47004779656314,1
Jewish,Divorced,E,B,B,A,82.79447538945213,37.94885514881488,-160.18471913692355,E,-4.192249225624666,64.40757369055389,B,-128.10977717503803,D,E,B,A,A,A,167.10746234581296,1
Jewish,Married,E,A,E,E,-105.42231302492941,235.20965358427097,-20.928537581683404,A,6.510719976412951,10.955810450378275,E,66.83822698224556,C,A,C,C,C,A,-56.048392705086194,0
