sexual_orientation,anos,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
Homosexual,68,D,E,102.96101044611686,66.64137887155236,A,A,B,A,E,-143.36753897763506,0
Heterosexual,62,C,C,-157.77969973640378,82.31357398900569,B,B,D,C,D,-12.280332596986781,1
Other,62,C,E,1.5754049868672397,26.717707237069177,E,A,E,C,B,-112.99119856079022,0
Homosexual,25,A,D,-19.419857285010302,30.696425015462577,B,C,B,D,E,89.63952921346873,1
Heterosexual,51,D,B,59.70918589477057,-104.20842427835841,D,D,C,D,D,100.31265215568155,0
Bisexual,58,A,E,153.01770587420566,-68.3888388768267,E,A,C,B,C,129.05659360764432,1
Heterosexual,46,C,E,-56.37287437458952,188.51812753733742,A,C,B,E,A,-1.315968296621426,1
Bisexual,91,E,E,-96.16627816740915,-115.17584409054497,C,A,E,E,D,-183.31450952096594,1
Other,76,D,B,53.098281119986865,-184.61713054204589,E,E,B,E,C,104.72121578435201,0
Bisexual,60,D,A,0.2226806628486937,-119.10318590042257,E,E,B,E,E,35.84479753483114,0
Bisexual,91,B,E,43.87233973380134,58.898939542443706,A,B,A,D,C,-101.52270189302325,1
Other,34,B,D,-75.00024486618466,-71.31955328066127,C,E,E,A,E,69.35399680747093,1
Homosexual,93,E,D,90.0996510565418,-37.48481366882733,B,D,C,C,C,167.44957435443885,0
Bisexual,27,C,D,200.39655146579918,57.81087629366145,A,C,B,C,B,85.24379623149132,1
Homosexual,94,E,D,-122.47554157794214,-214.1993441379548,B,A,C,D,D,-109.48729017788446,0
Bisexual,94,A,E,5.096059009353017,-11.686969031224873,A,C,C,E,B,132.34396065411275,0
Heterosexual,21,D,A,-143.21728528517428,-50.020972867955024,B,A,B,B,E,-21.582677870370105,1
Bisexual,28,C,B,-43.82752002907396,-77.696995680085,C,A,B,A,A,62.07257971639418,0
Bisexual,56,E,E,6.864577793278821,86.06968422098677,A,D,E,D,B,-57.56276256615065,1
Homosexual,76,C,A,60.71277730158282,-74.73367625120183,A,B,E,D,D,-13.258460165798002,0
Other,45,A,D,161.20198674204545,-122.53864490865757,A,E,B,A,A,64.81471689167589,1
Bisexual,59,A,C,-42.11549821712681,-83.20848880679304,E,A,E,D,D,-23.204871343380002,0
Bisexual,21,E,B,56.183213895373875,26.452907226165827,C,D,E,B,B,-162.0262538694312,0
Bisexual,50,D,B,-49.392049367364066,-35.523313732155124,B,A,A,B,B,102.36884689300916,0
Homosexual,47,C,D,-3.651299804127359,-185.50266492841178,C,E,E,E,C,-95.35481969538657,1
Other,86,B,A,136.51154688131916,41.446565357340745,D,A,D,C,C,85.93306655364619,0
Homosexual,82,D,D,-28.035458683503656,32.35007469508803,B,A,D,D,C,179.3147638207155,0
Heterosexual,57,E,A,3.9499265792280207,106.38302970110185,E,A,E,E,E,34.2107105466606,1
Other,82,D,C,-7.728466755373202,-17.53769290835741,E,C,A,B,B,-105.05268468952377,1
Bisexual,60,A,B,-38.541221226940145,61.102798851244046,D,A,E,B,E,-45.3258164341761,1
Other,52,B,B,71.86238645346766,114.70999010612515,E,B,D,C,B,-155.75983637209396,0
Other,44,D,D,-49.53624521673425,1.9341358882354172,D,C,E,C,A,-68.13152454260644,1
Heterosexual,36,D,A,76.40395863245475,31.17707843707116,A,E,C,A,E,-205.50834281588016,0
Heterosexual,58,A,B,-112.30181717844927,141.86189942291315,C,C,D,A,E,7.5944359328985565,1
Homosexual,80,B,A,-168.517700420513,-21.001758298516517,C,D,D,D,D,160.31929401294343,0
Homosexual,73,C,E,-91.59214286072005,-46.26938949494905,A,B,A,B,E,15.74621649744889,0
Heterosexual,55,A,C,108.71203084304615,-67.16675409329311,D,C,A,B,D,87.89437394597545,1
Bisexual,72,E,A,1.5879685668478312,127.33678042839588,D,A,C,E,A,64.15073761762005,1
Bisexual,94,B,C,111.80327155433048,-54.41410385295017,B,A,C,A,A,99.62900719923779,1
Bisexual,85,D,D,-98.86404001021396,33.36778904077981,E,B,D,A,C,45.46776732291739,0
Homosexual,32,E,C,-126.62856761406478,166.3865752024391,C,E,D,B,E,20.12906881226822,1
Homosexual,72,B,B,-114.7510816298308,59.98517274000872,C,C,D,D,C,70.66979676684728,1
Heterosexual,77,A,B,-32.79249179903927,57.297540274407446,A,D,D,C,A,77.5888563781313,0
Bisexual,58,A,E,111.18152220234747,53.2012544631251,B,D,E,A,E,68.43388684617989,0
Bisexual,30,E,E,5.183703932901348,-85.84141392159897,D,B,D,D,A,43.69600556654548,1
Heterosexual,35,E,B,-108.43835850846429,-255.38865415761526,C,D,C,B,B,-118.47219986188328,1
Other,42,A,A,-35.63037659389842,-124.49290727842495,C,E,D,D,B,104.26260369549318,0
Other,88,A,D,-94.94404330766268,-28.66640701191794,B,E,D,A,D,-130.72032834397953,1
Homosexual,35,D,E,35.84484113968447,-5.266536663553719,D,E,E,D,D,65.52598744486296,1
Heterosexual,55,E,A,6.262527244196186,71.79202072245953,D,D,A,D,A,-54.16568292444387,0
Bisexual,87,C,B,57.25158241817185,23.07021533378003,D,B,E,E,A,101.18233341419034,0
Bisexual,63,E,B,-180.20449626236186,65.46959456679919,A,D,A,E,C,36.023121371522734,1
Homosexual,37,C,A,-13.346019726673457,-34.25787835322856,A,C,D,A,A,189.9044338584561,1
Other,72,B,C,-3.3845752376105445,-66.09899188908862,D,B,D,A,D,-65.9934674981357,1
Heterosexual,87,A,E,75.89602448754272,-42.37589125705604,C,A,A,B,D,13.566294181903462,0
Homosexual,77,D,E,22.28057815782445,-45.81758918480527,D,E,B,A,E,29.17312406584127,0
Other,18,B,E,19.387381060472816,-114.35955998203112,C,C,D,D,E,31.945593074398104,0
Bisexual,98,B,B,186.96718114683145,67.17802962486277,C,D,B,E,D,24.588139426431248,1
Bisexual,81,C,C,33.01313034108274,-31.632735517645244,C,E,D,D,B,-64.34717295167911,1
Bisexual,49,B,E,-175.544225351952,-156.50568307850165,B,B,B,C,C,35.016723237361,0
Heterosexual,37,D,D,-98.39510666220434,-21.47772561809647,C,E,D,B,E,-67.27965378977665,0
Other,97,E,C,141.950510730123,-148.00040548445352,E,B,D,A,E,-46.287436418270744,0
Other,59,B,D,198.9768527982876,-16.293819664293167,E,B,C,C,D,75.43206035566965,0
Homosexual,39,D,B,-190.41434582637962,34.35217539329614,B,B,A,B,E,157.58609390385277,1
Heterosexual,26,B,E,-9.940180880922238,43.323810374237965,B,A,E,E,E,-26.36759321156601,0
Bisexual,74,D,C,-246.52150860405317,14.649775486206993,D,A,E,D,C,35.054908189190485,1
Other,79,C,D,-73.02423619517869,108.10410193183566,C,A,E,B,E,20.712396308652927,0
Other,80,A,D,113.73579988537546,36.32869104704683,A,C,C,A,E,2.6042074830159065,0
Other,27,C,A,24.011459066357524,158.96258201366953,E,D,B,E,C,55.552084253511545,0
Other,41,C,B,-204.27001143669744,-20.433042939357698,A,E,B,E,E,119.68885505253273,0
Bisexual,78,A,C,84.79039105225422,-142.6834593322994,A,D,A,D,D,-51.28835887769188,0
Other,93,C,A,4.226597799909268,-107.67831872600388,D,C,E,E,D,-51.23364433656577,1
Other,18,E,E,-102.64466577300708,-49.05740082220069,C,A,B,B,D,1.7369166169974188,1
Homosexual,58,E,A,-33.665702360557155,177.99242841996704,C,D,C,C,D,14.79153655515012,1
Homosexual,52,D,D,40.07179287583621,32.76662898849853,B,D,A,C,E,175.06836656259688,0
Bisexual,63,B,A,201.93924888899434,61.32642017188359,B,B,C,D,C,74.49499703548787,1
Other,86,C,C,-65.96639288281749,-181.49310770644416,B,E,D,A,C,169.6152073214431,0
Homosexual,49,A,C,-18.568478394602487,-26.98936046623431,A,E,A,B,E,-38.533869660602946,0
Other,96,C,A,-131.19365962633356,-78.49015010707613,C,C,E,D,B,170.82249790920415,0
Heterosexual,34,E,A,-73.14860632820297,223.76165976142119,D,E,B,B,A,45.60700028491475,1
Other,79,E,D,176.69158578375544,24.488650824364548,B,E,D,A,D,-6.258569464465524,0
Homosexual,30,D,B,-132.22494016788383,-0.797698402882858,B,E,A,B,C,173.55796399605524,1
Homosexual,62,D,D,-9.355943356040198,-80.58218760664751,B,B,A,B,D,-16.20466027294321,1
Other,21,E,E,37.21737409272164,22.06655278747023,E,B,A,A,E,111.59112391419661,1
Heterosexual,27,A,E,-80.4867164062552,-96.18706782319747,A,A,A,A,C,228.30334737837666,0
Heterosexual,48,D,D,-131.83827650229904,124.82937685705342,C,D,A,A,B,129.96591219544044,0
Heterosexual,38,A,C,233.2994998844017,204.71350955852841,B,A,B,E,D,-54.62946660884671,0
Bisexual,98,C,A,-12.24848870881635,167.62044778070114,E,E,B,E,B,130.07470106296705,1
Other,68,D,C,-73.96206677935643,-57.75971590237425,E,B,A,A,A,-144.41614048301804,0
Bisexual,39,C,E,-91.1535408889148,-24.857620555426898,E,E,B,D,B,110.10693764373309,0
Homosexual,95,A,E,173.4351077538839,-2.8388325361478817,D,A,A,E,E,70.69842279770518,0
Other,59,D,C,-19.261534724649948,32.65674236618921,C,D,D,C,E,-40.23566543779691,1
Heterosexual,60,B,D,127.46885230780127,-115.47145811553989,B,A,D,A,B,5.94011334794331,0
Heterosexual,61,C,A,-94.41863999254899,-115.71362267875405,D,E,A,C,A,-10.941460697569415,0
Homosexual,95,C,B,-5.147591355171279,82.5265058231788,B,C,A,B,C,18.81470665708595,1
Bisexual,36,C,B,144.6046497242366,-190.8732114255142,B,D,D,B,E,113.32555249218761,0
Bisexual,70,C,C,7.932586624024276,44.55265050671922,E,E,E,C,D,-57.6253614636306,1
Homosexual,63,C,C,19.73145996080375,-19.401118716518415,A,C,E,A,C,-91.26561157443253,1
Homosexual,25,C,A,173.96320446665317,94.92184361427192,C,C,A,A,A,-43.269470841514185,1
Heterosexual,28,B,B,51.560282969458584,58.26454020984341,A,A,E,B,C,68.96353734245668,0
Heterosexual,30,C,A,97.25801004211756,22.606644872756053,C,B,C,A,C,-127.81761993873246,1
Other,90,C,B,-126.14329822780522,-53.12614141911416,B,C,E,D,C,2.5261665286660966,0
Bisexual,47,E,A,5.983445931972196,-35.80717711438947,B,D,E,B,D,-16.620407695349126,1
Heterosexual,72,D,A,-83.8744373591328,-69.09652744828442,D,C,E,B,B,45.8215065407387,0
Other,43,B,B,-16.880242864480717,83.86162901033565,D,A,B,C,B,31.60672026690068,0
Homosexual,81,A,C,-165.8106465729999,180.94816512824315,E,C,C,B,E,-107.04408901145041,1
Homosexual,36,B,E,-47.30939458862313,-117.98444143822613,C,C,C,E,E,-130.92744074563632,1
Bisexual,63,E,D,52.50131889432835,177.83859658650084,E,B,D,A,E,-10.668665914782611,1
Bisexual,79,C,C,-13.38914295057299,70.09111734570756,E,D,B,C,C,-273.8299954396395,1
Heterosexual,74,D,A,-74.40622857901987,-37.44700585924514,C,A,A,A,E,-1.6447507111090272,0
Bisexual,38,D,E,-54.1255442880974,-115.38491406544932,C,E,A,D,A,24.189506476838808,1
Other,18,E,E,-66.49907376883806,-2.1059419901309115,D,D,E,E,B,-135.39387237872756,1
Heterosexual,22,A,A,33.196418910974565,85.67817711465965,E,D,A,C,A,33.591134055639266,0
Homosexual,79,A,D,316.27830319204963,7.177510800927821,D,E,B,E,C,54.7864160336259,0
Other,26,C,B,88.5029652957951,-45.96250334321398,E,D,C,D,B,-50.04360628737231,1
Homosexual,60,E,A,-26.411274277189268,-126.24766218959378,C,D,E,E,E,-48.86551657004624,1
Heterosexual,30,B,A,-190.80292100035203,22.130153908581008,A,C,B,C,E,-157.55813160781028,0
Bisexual,32,A,C,149.87385409169985,132.70028901648607,B,D,E,D,C,-5.104099939260176,1
Homosexual,37,E,E,92.20478540022194,33.83861874916533,B,A,D,B,E,205.5342372964494,1
Other,57,C,C,42.701601091702166,103.73352331840606,C,E,A,C,A,-25.853561879565223,1
Heterosexual,72,C,E,48.98219920686183,-63.95458416598956,E,A,D,C,B,-32.93068209874002,1
Bisexual,26,D,E,-5.267894759491583,41.403334629690356,A,C,D,C,C,23.766191955718245,0
Bisexual,29,C,A,-28.052833644999353,-55.37800932429738,B,B,E,C,E,-86.74896357293098,1
Other,77,D,C,171.37984735880488,-24.50423394930481,B,B,A,C,B,23.011887870396798,1
Heterosexual,70,B,C,-24.717715475332646,-113.65303304460492,A,C,D,C,E,-149.767000458328,0
Homosexual,89,E,D,-4.021475403017781,-26.98706920631973,A,E,D,E,C,109.79559542542196,1
Homosexual,73,D,D,-168.1426768703023,4.354304377940282,D,C,A,A,E,-72.80253673947549,0
Heterosexual,56,E,A,-27.845595167463973,-149.48529968694976,D,B,D,E,B,106.41797520319133,1
Homosexual,71,B,D,119.3376455444855,-46.646753081266375,D,E,D,D,C,2.352246316371391,1
Homosexual,40,E,B,-26.991354054279242,-52.638253962660684,A,E,E,C,E,-23.15128255958464,1
Bisexual,62,C,A,-47.148020731250796,-91.68568026715617,D,A,A,E,D,-144.97248449760403,1
Heterosexual,95,A,A,-30.020023472451797,-11.449260651186664,B,A,D,A,D,-246.5062072076398,0
Other,41,B,B,79.00160708687228,119.71498996383656,B,D,D,A,C,34.73089963888526,0
Heterosexual,79,A,E,-261.4326938520651,80.58058244843777,A,E,B,B,B,211.57050632423307,0
Bisexual,67,A,B,20.221715509200582,-67.68865065324425,E,D,A,D,B,-6.139286921505575,0
Heterosexual,54,B,A,-38.69061899961111,20.63599929214634,E,D,E,C,E,-203.46364519072947,0
Other,95,E,A,-79.46389101200077,71.68338380771185,D,E,D,D,E,135.282838000786,1
Bisexual,70,C,E,67.72385309631711,53.1289529204042,D,E,C,B,C,11.698326561851067,1
Bisexual,18,E,A,-7.462957892956984,-49.37785463650807,B,D,D,E,C,-21.091578686333538,1
Other,62,B,B,131.12077100009415,262.66083564070937,B,E,D,E,D,34.6945473273481,0
Homosexual,49,B,A,141.8236473231886,30.219119248050497,B,E,C,D,A,-89.85122217149713,1
Homosexual,82,E,B,93.17368231867557,-46.11574848260301,C,C,E,A,B,37.16919218712493,0
Heterosexual,36,C,D,-109.07841550779122,26.40012973441453,D,C,D,A,D,-99.44480362481957,1
Bisexual,65,A,B,40.96283112923436,-93.21324714224697,A,A,B,B,A,204.1157507939562,0
Other,85,E,B,-13.45090232109275,100.74433483039994,C,A,D,D,D,-11.80793009523064,1
Other,54,B,C,-48.46027033231309,-11.525220114912672,C,D,E,E,A,114.32088518516377,1
Bisexual,69,B,D,102.93517327800777,124.96418339840871,A,C,E,E,D,49.92151917048402,0
Bisexual,53,C,C,102.23874323181154,-40.96889923296467,A,A,B,C,B,44.99587473147097,0
Heterosexual,19,B,A,-27.501285127406284,104.56290822317473,E,B,E,E,B,14.061180889614622,1
Other,52,A,A,-194.73764962697615,-176.10057113538892,B,D,E,C,B,0.8536529862531468,1
Bisexual,51,A,B,-52.10179673364799,53.357851018010685,E,C,A,C,B,-83.43478594507073,1
Homosexual,92,B,B,33.57362743772441,47.407655812477984,E,D,C,E,B,44.27282261890323,1
Homosexual,88,A,E,-132.76341637407245,96.2863160737582,E,E,B,D,C,64.47812335339617,1
Homosexual,53,C,C,64.43788189365553,122.11838966804338,A,D,D,E,E,107.59613505962153,0
Bisexual,31,C,B,-90.85382360413625,-76.73141967279527,E,C,C,B,B,-132.56158043997146,1
Other,59,D,A,-33.92561167971928,56.57948341179616,C,A,C,B,D,76.28681477444549,0
Heterosexual,93,C,A,-75.18408583367537,129.0682351355218,B,B,C,D,A,-52.28085735804574,0
Other,57,D,E,-10.98513394347951,223.66001356271892,B,C,C,E,E,90.13746196057305,1
Other,96,E,C,-14.235590109824534,6.591019577109488,B,C,C,A,C,-11.964509668778032,1
Heterosexual,62,D,A,-48.47945110609763,4.775417902122089,A,D,A,C,A,-71.75904931875976,1
Homosexual,26,D,E,-25.247803305776156,-5.104731906131766,D,D,A,D,D,-123.9568697444688,0
Bisexual,49,A,D,8.517712055038247,-2.0869839827107968,E,C,C,E,D,61.30819022206976,1
Homosexual,83,E,B,73.7105163762746,-115.16194265332935,A,A,A,E,A,-5.50716478240755,0
Bisexual,94,C,E,0.8733706465895146,60.76158057287863,C,A,D,A,A,12.592182696142784,0
Other,53,B,A,12.958359120683483,104.0027706126518,C,C,B,A,C,17.777610382585614,0
Other,56,B,B,38.48697660364025,-79.86426703109407,A,E,C,A,E,40.13466765228048,0
Heterosexual,80,A,A,12.457781613056873,1.3909706535498414,B,D,A,D,C,3.1139768982427007,1
Other,34,C,B,-140.0159806180371,-49.464760237435925,C,C,C,A,B,166.41954045933832,1
Bisexual,54,D,E,-98.21167033997467,14.173341695916243,C,C,E,C,B,-93.18692458477508,1
Bisexual,26,D,D,-156.17813068545573,-91.55586435457674,C,C,C,E,E,67.16843871668455,0
Heterosexual,71,C,A,15.048859499121333,84.93074485536005,D,B,C,C,B,-133.84380005825844,0
Bisexual,97,E,A,-23.168957545181435,-99.50386912265921,B,B,E,B,E,-43.10286676343136,0
Homosexual,67,C,A,-24.812990594438407,-42.94566023725868,C,B,E,A,B,76.69082560947474,0
Bisexual,88,B,C,-11.592420757972814,55.928656901892005,D,C,C,E,D,-186.5505915651987,0
Other,21,C,C,162.75888518162586,228.13142581205605,B,B,E,B,A,-142.48767464231364,0
Heterosexual,41,A,D,10.532896898987836,-187.54535416196353,C,D,C,B,A,-125.19943636505091,0
Heterosexual,88,B,A,10.97213395423126,-149.49731743490756,E,E,E,B,A,94.24038682158202,1
Bisexual,32,B,D,127.53607337623075,-25.78453506347206,C,A,B,E,C,-99.95297817590232,0
Bisexual,98,A,C,43.177092129547574,93.98396994397018,A,C,A,E,A,241.19879838035172,0
Homosexual,46,E,C,106.98025790733281,-138.18452893326457,A,A,B,E,C,82.27638612842748,0
Other,20,B,E,-110.05520487020557,38.38225778503471,A,C,D,A,C,176.1326229340503,1
Other,35,C,D,105.47459503105891,-31.997296307882834,A,E,A,D,E,24.290673922225373,0
Heterosexual,43,D,E,-69.35227234878377,-192.98607423609423,E,E,D,E,D,-51.45317995478631,0
Heterosexual,48,B,B,57.473720910975544,-134.33618895150755,A,E,C,C,D,-175.6306264895432,0
Other,78,C,B,69.2987952381635,-40.65611933881647,D,B,B,B,B,-54.390371004635355,0
Heterosexual,36,B,D,95.37483679815288,-41.756046577347995,D,E,E,D,E,117.65122688909906,0
Homosexual,98,A,D,-43.49668137175391,-112.57557977895178,B,B,B,A,C,-154.64887907693583,1
Heterosexual,82,E,E,-164.20056589833666,9.621832028635072,E,A,A,E,A,-162.79203123264472,1
Heterosexual,18,B,E,-5.691507061524635,232.78694603783606,C,B,D,B,E,60.777517151598445,1
Heterosexual,75,E,E,229.17976492927554,35.80931406528166,C,A,C,D,C,34.7583382598749,0
Heterosexual,33,C,D,118.9083058623743,146.18913513177378,A,C,C,C,E,-196.5717800658569,1
Other,40,A,B,71.719768703765,22.098383963106112,E,C,C,B,C,195.82848596613468,1
Heterosexual,35,B,E,74.82373275342883,245.13645204537417,C,C,E,D,D,93.59504768744867,1
Homosexual,64,A,B,-62.07472687779821,95.66623476131197,E,E,B,D,E,-56.87359370681266,1
Other,67,A,C,-161.1475541638361,199.539033335762,A,C,B,D,C,-112.01341268803723,1
Other,60,B,A,60.81080504413552,-61.004819056471916,C,E,C,B,C,-56.11580183289148,1
Other,19,D,B,-126.13794932267821,-36.95887796313349,D,C,B,C,D,-43.22757394878743,0
Heterosexual,56,E,C,-109.89870388449519,290.5352955114582,E,D,B,E,C,-8.939392756185068,1
Bisexual,75,B,A,163.72537178170717,-144.76254318986815,D,E,E,D,E,-43.79968914796339,0
Bisexual,28,C,C,53.07414252867447,36.78750083293003,D,B,E,D,B,89.53953478122153,1
Heterosexual,27,E,E,-24.98776968076233,48.66377934415621,C,E,E,B,B,-158.32048403729374,0
Heterosexual,45,B,C,102.29452524840677,79.64290607062252,D,C,A,D,A,159.91760069355132,1
Heterosexual,63,C,A,10.459049854261348,-165.86676419763285,C,D,B,E,B,29.70609328033214,0
Homosexual,41,A,B,-22.210689763481085,-246.6723081995619,A,B,D,A,E,56.68748363212336,1
Heterosexual,32,C,C,73.71556545608675,234.21487165314142,E,D,B,B,B,-6.623217493777656,0
Heterosexual,22,B,A,-160.51774727194658,23.906536363432433,C,B,C,E,D,301.9515775105574,1
Bisexual,20,A,C,4.176351385869835,54.07833335019825,E,B,D,C,A,-83.70868782253243,0
Other,56,D,A,-56.00775646804718,9.98687847461573,D,D,B,D,E,-61.87313145297516,0
Homosexual,32,B,A,181.81731142998686,84.73360112246607,D,D,D,C,A,54.5748673815585,0
Bisexual,45,E,B,166.41619615771964,32.38474587872931,E,A,E,C,B,-9.314644818454244,0
Homosexual,94,D,A,43.91789629781744,33.1192127383644,A,E,C,D,A,4.5760521037424295,0
Homosexual,67,A,D,-12.434443616876525,113.36164541942544,E,E,B,E,B,-32.13307477988046,1
Heterosexual,93,D,A,-10.87013957126435,-68.5970829960097,E,D,E,B,E,-174.76667578141715,1
Heterosexual,69,A,D,195.79990454564478,13.583229944053285,C,B,B,B,D,142.01873350332056,1
Other,87,E,D,-15.363056157560653,91.53679397099877,C,E,C,C,E,-15.044201320699399,0
Other,41,D,D,43.158212962030646,-225.1950242338848,D,B,A,E,A,-189.8933069629857,0
Homosexual,26,A,B,-29.680203371811103,102.09800865516652,E,E,A,D,E,-51.91728297135313,0
Bisexual,78,B,A,-53.317672518498405,31.714142307960667,B,D,A,E,E,68.95932413508736,1
Bisexual,73,C,A,-110.48204560834142,47.905810955979675,A,E,D,B,A,95.36335199507934,1
Homosexual,55,D,C,5.732070017038474,6.437762864093241,A,D,E,B,E,7.909483526131939,1
Heterosexual,63,C,A,-147.12017864675119,80.26547172523428,A,E,C,C,C,20.248219325436644,1
Heterosexual,96,E,B,-18.642966207618432,-285.3015608984716,B,A,A,E,E,52.577166006152964,1
Bisexual,34,A,B,-10.06643539648444,-39.89692405163391,D,B,A,B,C,268.01082107903113,1
Homosexual,44,E,D,59.24391004627149,5.59583794560033,D,B,B,C,A,301.02522775001904,1
Heterosexual,41,A,A,54.265251541491544,-52.61574142217732,D,C,D,E,C,61.6615721621708,0
Bisexual,89,A,B,-130.80372287579075,-2.6661350525318497,A,E,A,C,E,-40.943036857249595,1
Heterosexual,88,C,E,-58.07588688775967,-82.41039912448775,A,A,D,C,D,174.10049095576562,1
Other,94,C,B,100.83715738222261,123.77035348137476,D,C,D,B,B,-169.66106679799034,0
Other,80,B,C,-66.08345200853215,-65.11814854794268,A,A,B,A,A,48.33884234778122,0
Heterosexual,92,D,D,95.63919080274462,30.591409630849576,D,D,A,A,B,115.73578962290681,1
Other,68,E,E,-144.88646533567413,-35.84127778215196,E,A,E,A,C,-28.69944046108585,0
Homosexual,51,A,D,14.562984832562979,11.531959687458297,C,B,B,D,C,170.2184131947381,0
Heterosexual,42,B,C,32.54078762296139,33.46096285888582,D,A,B,C,E,43.69317087879951,0
Heterosexual,31,E,D,24.51429296734376,102.49678158758384,B,B,D,B,D,-58.53164250680138,0
Heterosexual,47,E,D,113.67880425244013,-64.15292205099328,C,A,D,B,A,37.93791195415502,0
Heterosexual,47,B,A,15.086176887499642,-117.8240570689899,A,C,B,E,B,56.29029714409424,0
Other,76,D,C,-65.51360008640398,-248.43421658322137,A,D,B,B,D,129.42449415085179,0
Bisexual,44,A,D,20.387197937650246,111.22381591551662,C,E,A,A,C,68.0196718519135,1
Heterosexual,47,B,E,-51.39909516425726,-95.0735372895441,B,A,C,C,E,64.0889430911629,1
Heterosexual,59,E,E,-135.252698364508,129.08117547511796,A,C,B,E,D,-86.33743585146077,0
Other,33,D,B,-24.805275633246847,170.66151769741086,C,C,D,A,B,26.321618490395533,1
Bisexual,46,B,B,131.35314955738025,172.82892014831026,B,B,C,E,B,-83.96187437320275,0
Bisexual,83,C,B,37.77332863562431,34.9017999793407,A,E,A,C,B,3.9805597757807503,1
Other,83,D,E,-116.75892569557634,-79.3162943190216,A,E,D,E,A,-233.56216415829056,1
Homosexual,79,C,B,-121.09808556200194,127.09947031516317,E,C,C,B,E,-48.46595954228171,1
Homosexual,55,A,C,68.22056798116883,20.22640467856734,A,C,A,B,C,87.50596395608878,1
Homosexual,46,B,B,-35.673624071887495,81.23120375682245,D,C,E,B,B,-117.12516547820096,0
Homosexual,99,C,D,15.675275600919619,-67.67232128103348,C,E,A,C,A,-41.395855391555244,0
Heterosexual,24,E,C,-12.10286927362146,30.49225496982732,B,B,C,A,E,24.89514488785632,0
Bisexual,99,C,A,-93.61543860870037,-48.79358690984929,E,B,B,E,C,17.241112848343683,0
Bisexual,45,B,D,6.780355266607212,-100.10452835635316,D,C,B,A,E,46.17374737218981,0
Heterosexual,55,C,C,-11.788083328824591,40.76017473933168,B,D,C,C,E,-6.60757977760457,0
Bisexual,23,D,E,69.2214425066639,-80.17143445519889,B,D,E,E,C,91.58880042054498,0
Heterosexual,33,B,C,195.01088516461664,71.68186537164951,B,E,B,C,D,63.25986786336429,1
Other,82,B,D,40.1517595515129,13.70092950237095,E,E,C,E,C,5.367424419159688,0
Other,28,C,D,126.18770143271728,-144.5596784769311,B,D,B,A,D,173.66523815253288,1
Heterosexual,33,B,E,36.48384201229743,-120.20449196987319,E,A,D,E,D,-208.0065204278822,0
Heterosexual,33,A,E,-82.5166851908565,-145.7818250721753,D,D,C,D,A,174.06521741427036,1
Homosexual,28,C,C,-87.97982424873709,102.22772656973392,E,A,B,E,A,144.44392465313237,0
Other,47,E,E,52.60858232370153,-122.98667084114348,A,B,B,D,A,-31.701935249675323,0
Heterosexual,65,B,C,-30.092647652987527,125.68887437339518,D,D,A,D,A,-58.99424253543491,0
Other,49,B,C,-60.61263515271732,259.5206526573877,C,E,D,D,D,-55.11282720952513,1
Homosexual,95,D,D,48.13526312541027,-3.827070215490205,D,B,A,B,D,4.8878042963032735,0
Other,31,E,A,-61.026877661840516,-142.8882855973866,E,B,A,B,A,-48.19959626908074,0
Other,92,B,E,-44.4418253710417,94.97671680585238,C,E,D,C,E,25.905475838531494,1
Other,77,B,D,178.94337484114905,132.32603914995917,C,C,A,C,C,28.46800947405142,1
Heterosexual,85,A,A,-199.28285677008006,73.40768096890716,B,A,A,D,D,-48.09389914575999,0
Homosexual,56,E,C,-34.28368195270918,30.40828979716878,B,A,C,D,E,126.16182937659401,0
Bisexual,19,C,D,-9.649202785174754,-2.3680681469195766,A,D,D,C,C,-115.07754714063606,1
Other,64,C,B,-40.88876863550323,27.010323904747953,D,A,D,D,C,113.96847923855837,1
Heterosexual,69,E,A,-162.07761819598957,188.53718059974207,C,E,C,D,D,-18.739293941390272,0
Bisexual,42,E,A,9.099515266533558,15.69774882210229,A,A,C,A,A,4.122118961120546,1
Bisexual,96,A,A,-60.277930878343355,65.76221752278722,C,B,A,E,E,7.020367050739912,1
Homosexual,95,B,C,7.680788115784634,71.33462393639547,C,C,E,C,E,18.598712475553903,0
Heterosexual,37,E,D,-67.12118875513347,-40.10910196097734,E,E,B,C,C,-70.90236295545468,0
Heterosexual,53,E,E,12.02534395570745,-168.25575079346294,E,E,D,D,D,-16.403283127633255,0
Bisexual,53,D,E,-59.25678482509974,151.31574687798036,C,B,D,A,C,-69.13309791625754,0
Other,77,D,C,-80.99286877101574,70.42701857037054,E,C,B,D,B,42.15033947520708,0
Heterosexual,23,A,B,122.04725258855925,-83.8649506948673,B,C,B,C,A,-11.139499534804811,1
Heterosexual,63,C,C,183.0033044904666,143.0546674756313,C,E,A,A,E,41.226508620461736,0
Homosexual,52,D,E,-197.3535498636136,-27.08654253484115,C,B,A,D,B,-33.71372666967103,1
Homosexual,78,A,A,-101.23069813309327,-45.73642197510594,C,C,A,E,A,90.06308248763295,1
Bisexual,54,B,E,-27.32543437503434,152.39274648628927,C,B,A,A,A,-83.08136341327902,0
Heterosexual,36,B,B,-152.20108316780934,-28.026332263269843,C,A,E,E,A,-20.56929892172309,1
