veteran,handicap,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,target
No,Both,77.66872034012906,-33.26299621063566,B,-197.5430130274709,B,C,-263.24349200866794,B,D,113.72312422159334,E,C,D,A,90.98601524440414,C,25.735118610119113,-76.00924843635866,0
Yes,Both,-78.31168701352678,135.8636478418164,A,-57.07629393566902,D,B,123.332668108199,C,E,-12.183285315554768,B,A,E,D,-54.19684170969281,D,-17.858590946177454,-246.77250589701129,0
No,No,-54.6162411422049,-65.9437226404684,B,-78.22956263436038,A,A,56.4936748720515,E,D,92.79727418947712,D,B,C,A,-17.7019964492608,B,-50.09818072455268,99.58045678355425,0
No,Yes,-138.25764702778022,-27.898738167238896,E,-244.92948756972038,D,A,95.51486397285974,A,D,-58.91389024545273,A,C,D,A,-26.05671464356576,D,81.15769069358254,-49.34311348102344,1
Yes,Both,115.81896752740315,7.004451314250821,A,224.65805446898645,C,C,94.02709912041385,E,D,125.4148614367629,D,C,B,D,115.01199996716987,E,8.649276952807481,108.67593601950163,0
Non-Veteran,No,53.544203440806335,15.457181674446646,C,5.454505298305559,D,B,-189.89742820995573,B,D,-174.37424301725466,D,D,E,C,31.063222481000825,A,127.43272965816446,6.067182060104191,1
Yes,Yes,-15.563131524283275,-136.3208706609173,B,-33.22983196247705,A,B,125.78838737841271,E,C,-72.31420940144375,E,E,C,C,-33.09562272372764,E,-49.00894275547504,108.23260282147425,1
No,Physical,275.0675301877237,-1.2740017234726233,D,16.442045219144546,A,B,-9.520149877929123,E,B,-17.095973914841984,A,C,C,D,-144.33175482640078,C,4.993040087044533,133.79961921728025,0
Veteran,Both,-20.586038463775633,15.293213856663145,E,128.76351261053455,E,D,164.56564860279877,D,E,74.4141074288537,B,E,A,C,14.445961665563637,D,-72.59661941767675,18.180174827546047,0
No,Mental,3.982484064842209,43.66380903839567,B,-32.77039265475522,E,D,-84.69535961249333,E,E,48.07384251292761,D,A,D,C,44.495704068226,C,14.898702909165301,18.9647873753492,0
Yes,Both,89.52799455356798,-30.06982693100172,D,-83.74038377909307,A,E,173.03030452896388,B,E,35.686337237739096,D,A,A,A,-72.18296534233147,C,193.4943108082845,-168.54424289937663,1
No,Mental,2.6043650607592705,-24.0761334960815,D,6.626832545637031,D,E,-65.08865104026401,D,B,45.3383524379047,A,D,B,A,-4.8071773710302805,E,139.83568014101328,173.87373076912587,1
No,Mental,-41.10843524568307,-104.59571680994435,D,-112.29572090101092,B,E,-28.733493995091685,B,E,5.668745095469115,A,B,D,B,62.206707288789445,E,-68.50553062234468,205.62475200599155,0
Veteran,Mental,128.3321784863845,-26.416503941164187,C,-161.38948640354687,E,D,-166.0469371924821,B,E,2.570910837093417,D,B,E,E,-206.15509435541708,A,-158.29703878249015,-17.659692677304072,0
Veteran,Physical,-31.983600323512682,-21.194782059179623,C,66.56027286869688,E,B,-44.3365049865057,B,D,-86.3847550761338,B,D,B,C,36.57809082435747,E,-105.38420144814147,96.6016023474064,0
Yes,Mental,-14.804477737352762,-40.01487528488121,C,-99.97513015003321,C,D,119.56222827834533,D,B,-66.70460280222841,E,C,D,C,-82.92671375033137,A,-65.04651732947912,43.71890569726708,1
Non-Veteran,None,110.31170670767567,-131.18781803855876,D,77.63885839940565,D,B,61.65419264619595,D,C,221.3701097583564,A,B,C,A,1.4821555228507841,C,156.1529782516955,-116.05948531539765,0
Non-Veteran,Mental,138.9504776983388,-101.03537397855598,C,-1.1453802251268501,C,D,-57.42649075805777,D,C,18.41848914719463,B,A,C,B,-15.600394269669998,E,80.18097964423787,-11.327646647084096,0
Yes,Both,95.60794844429962,-72.39784397815451,B,83.35857080867628,D,B,56.702687366781724,A,B,-1.0268735941836717,D,D,B,B,43.698454787563534,C,-33.90826599281,-59.55995561963121,0
Non-Veteran,None,82.67613672244264,193.04677656148868,E,103.83006879184478,C,E,-40.79514967981558,E,C,-33.10698851661355,D,E,D,C,-167.14587591161543,A,-4.263540222768687,19.994035210123567,0
Yes,No,-85.29131114997517,34.03878693613242,D,12.01650735168163,D,A,-163.57190156153266,A,D,-1.2036598355385122,C,E,D,B,-9.847382444279706,E,-85.22235848210667,-30.832158723334167,0
Non-Veteran,Physical,-40.369988006769205,29.26050669753677,D,43.81644580671597,A,D,-7.432504393436788,B,D,-15.963901863773172,E,C,A,B,101.08337977258648,E,101.19819193834718,35.71166116503931,0
Veteran,None,162.82548730234342,75.63752819834016,A,-33.55223504003345,D,E,138.11918013583895,E,C,140.92672863600578,E,E,A,A,66.23117792796218,D,189.31608916120962,-25.367420846673056,1
Yes,Both,172.33947311768307,84.16228792588839,A,30.000025650571377,B,C,59.72580952049383,C,D,15.394581831895735,B,B,D,D,-124.56530072041896,C,1.3723013281710699,112.39586469265213,0
No,Physical,-10.737483661838633,61.22461593434154,E,11.774156900278932,D,D,22.2476573625097,B,D,-29.71316834617033,D,B,D,E,57.09514885638759,D,23.23445698040183,56.490991934389655,1
Veteran,Physical,17.113366134355438,7.4169310455325395,B,147.74040799931416,C,A,87.65979068644627,D,A,-221.92687861510555,C,D,C,D,178.82550074303455,E,-123.739752436984,-16.356899236868212,0
Yes,Both,-63.1304437797125,-19.312003209096794,D,77.03016963514285,B,B,-49.2970025711437,B,B,90.4686061710923,A,B,A,B,-193.98809993464582,E,-19.858546467246057,-47.12860228955537,0
No,Yes,64.27365838676863,-148.83558565228574,A,-97.8835511724023,C,C,1.2767005328163104,E,E,-226.89183053595897,C,E,A,C,30.103433863505618,E,-14.676703252863598,-48.321864852919525,1
Non-Veteran,Yes,-35.73888603274468,125.63759747269796,E,-83.81581001376588,D,D,110.57721257252496,D,E,25.95516392642417,B,C,B,A,20.617707465052664,A,-104.0796416589379,-13.699694236850391,0
No,No,171.58295910833007,-83.88521851832704,E,110.42357556167053,E,B,27.57790140270504,A,C,-16.33239269879293,D,B,B,C,-19.94967878380816,E,210.4767200021096,-77.27267382961853,1
Yes,Mental,0.8886590295918403,83.38590723658315,D,-17.23472955685768,A,C,89.65300848730318,A,B,-40.077006546715225,B,B,C,C,8.087947481137558,B,32.671950526384045,-32.348971410555414,0
No,Mental,128.28000773405046,43.269132108631055,A,67.54329315546016,C,B,91.06316476794233,E,A,63.82198773415448,C,B,E,A,-60.24080363424096,B,76.19157818500294,139.37887927358273,0
Non-Veteran,Physical,-44.30556802933997,-50.83623624088316,D,45.83462842884384,D,A,-167.8433976959353,C,B,-134.2115903660844,C,E,C,C,-255.8224133533718,D,37.93549885374495,-114.40617144431693,1
Veteran,No,-7.398068995740756,6.6442028731553195,B,-72.23412801469142,B,E,9.765137082878887,A,E,-17.101719314042427,B,A,A,B,-71.92775079022434,D,-109.42836455969636,106.75846835354082,0
Non-Veteran,Yes,56.33082047263039,17.58719466415442,B,-189.57603786459345,B,B,122.0336368624539,D,A,184.41439030569282,D,D,E,E,43.480370354779616,B,-12.309291605179537,-112.00965006668662,0
Yes,Physical,109.72153023824242,-173.1182828277449,D,-344.79739921604585,C,C,-84.45372505170184,C,C,-137.44445825545165,C,D,B,C,49.088257278271286,B,43.79965725841296,117.1508995092885,1
Veteran,Mental,-93.15089957426518,-6.886658212372732,B,-163.3003090959833,E,C,-165.36732926211963,A,B,59.95900013447136,C,E,A,E,147.77270388122673,E,227.5893072374747,-62.699731277776394,0
Yes,Yes,177.93962775137933,10.432187152785696,E,61.00824350561105,A,E,-58.41296945452002,A,C,45.102005967326626,A,D,C,C,125.49163027165571,E,34.49452825207772,71.11311555138458,1
Veteran,Both,170.88585045731773,-4.826767148354916,E,-105.10829430044863,A,A,-128.74105563679345,C,C,9.684086065366703,C,C,E,A,80.2631782285076,B,-190.05250602786492,8.490359860710337,0
Non-Veteran,None,11.99513029023703,132.5988211409433,D,88.8279808773609,D,C,175.93667847306617,D,D,132.84216740599476,D,B,C,A,35.37204059911864,E,-145.2728986569004,132.29399253875897,0
Yes,Physical,-135.74893814343469,-141.66174210715985,E,93.87589653294388,D,C,-32.7003876335774,D,E,62.47567854330682,D,A,A,E,3.123334480264513,E,77.26373898186074,-29.280897428312947,0
Yes,Yes,-71.67698298705486,-97.94648539991199,B,-25.032363189826896,B,A,-107.39845980502764,D,D,-10.4915913104981,D,C,E,C,72.42535456410664,C,141.1698365821918,-80.15953853582332,0
Yes,None,-178.0977206533678,30.585108421879138,E,193.74142514388978,D,A,-117.00064260361383,B,D,19.041853700716473,E,E,C,C,5.657033783406433,A,132.18239784902127,-56.032579815948736,1
Non-Veteran,Both,75.33991936526482,-171.01115573584954,E,157.2319681538319,D,B,-67.41137646066922,B,C,84.67595804655113,A,E,B,C,32.592478857548436,B,163.66379820423867,106.55400646308284,0
Yes,Yes,-73.15274870855563,239.55882168752655,D,-7.789920339851419,C,E,-118.7052490725277,B,C,161.2327142266317,E,B,B,D,38.53031325909806,D,-0.7895468645042444,-193.73882354382442,0
Non-Veteran,Both,22.195662683285473,-242.9305937858836,C,85.70513875553527,D,C,-33.08182795973709,E,D,-26.837448556915255,D,D,E,B,4.445983826175004,E,38.43491999280718,19.116572174539986,1
Yes,Physical,-173.00084688573344,92.84651590004411,D,-62.62026129609013,C,C,18.613148044895077,A,B,115.79452376682782,B,C,E,C,130.09685664293988,B,93.52969770621017,-50.443064832154626,1
No,Mental,180.58101766278887,15.0520775913596,E,-30.782827329158337,A,C,13.924739407162997,C,B,-127.0433353930289,E,B,A,D,27.357788375338306,D,48.52861344105005,13.478540673257399,0
Non-Veteran,None,0.2228880393976793,30.294576910911502,B,-4.43835164370589,B,C,-60.33411499113343,A,E,91.46281542501846,D,D,D,C,19.519054714134242,B,-165.16549892973106,0.46777678687183416,1
No,Mental,108.33402986712781,14.675011574602012,E,-216.51878453446446,E,E,-26.083754401217785,C,D,34.08319145457752,E,E,B,E,132.94839737319032,E,68.33166325558634,10.836693109668548,0
Yes,No,-134.38686594073798,44.3308922904549,A,116.30033562224322,A,A,6.310597349046956,E,D,-28.702100795058833,D,B,D,C,120.9094687286833,B,-6.557619067116438,-121.20021773743781,1
Yes,No,-36.73119363176215,-69.97498213014477,A,-92.56722377643844,D,E,33.94086984799144,B,A,-0.5964904632121729,B,B,C,D,-62.43367367411603,D,-52.47497649234592,110.25315613148547,1
Veteran,No,7.7010478174554,-178.349928287603,B,-57.428917459005156,D,A,18.863662110512262,E,D,-159.2972018221635,A,A,A,C,38.33890233902527,D,4.238115015420975,102.59972235559063,1
Veteran,Mental,66.0540886820595,-19.6960850529269,A,-93.95551405459058,C,E,-28.7123016552873,C,E,142.12714565163475,B,A,C,B,58.109348803828,C,67.29751986452999,61.138952982688444,0
Yes,Mental,72.42584278844501,-148.33425730771037,B,-28.27987209805178,E,E,150.29855556622138,D,C,-39.53312580838887,C,A,D,D,213.37836516242953,D,208.09604938561316,-25.553892231412963,0
Non-Veteran,Mental,8.591632249702606,16.461248439497993,B,-110.27841706224115,A,B,54.43245745992969,B,A,4.774479273462672,A,D,C,A,7.830630869269341,B,-123.01389318363553,-202.08472075021845,0
Yes,Physical,92.4793416663809,81.33208963589831,B,-38.01274515642895,E,D,111.14355769076596,A,C,-154.55455383506737,C,C,E,D,-90.63860357603083,D,-12.260047773905592,-92.61396391833094,1
No,Yes,136.3763153460158,199.3154762143498,B,-172.07996175570602,D,C,-9.913354296803195,B,E,-84.14206975827018,C,D,D,B,-99.66409948409317,D,-118.49328995247697,167.1398812914835,0
No,Yes,-65.03335803668257,-3.9419503755870817,E,28.55127164090608,D,D,50.353243872207365,E,B,6.075354663218622,D,C,C,C,90.00960108678115,B,-87.03753105681032,-69.84058476523214,0
Yes,None,44.14007111765776,-47.743667293959206,A,-218.20502211041224,E,A,164.10073437360035,D,B,-55.17645836718184,B,E,A,E,-46.99136212344907,A,25.464363908468602,12.880572702978663,1
Non-Veteran,Both,-210.51900523505074,91.67111993437065,C,48.03274740808124,E,E,102.901351954324,C,D,-39.09970160763655,A,E,C,A,80.67579086141363,C,-43.74566696604981,-3.513413705663319,1
Yes,Mental,3.587199528259909,-218.41195825430563,C,-234.11670827532242,D,C,-31.28125828595028,C,B,7.051760005042533,E,E,B,E,36.89471745581094,E,-63.5887529991404,16.675452321375662,1
Non-Veteran,No,172.8984715930058,88.20296904181603,A,-83.76055633286683,A,D,-104.67952345804372,B,D,-39.98910326966972,A,B,E,A,142.659719264157,D,-92.39612535339182,8.663891476742144,0
Yes,No,23.12349693186183,134.3386668579619,D,-19.03925920306329,D,A,59.23535548065366,A,A,3.1942919015498084,B,B,B,B,-19.348871290810347,D,-45.964885723530145,84.71600558162567,1
Veteran,Yes,79.54424514909728,125.92014164332097,E,-112.37638418114784,C,C,14.648528535538526,B,B,-55.91984598450151,E,B,E,C,64.02928450706588,B,56.95895504191865,102.4119203571201,1
Yes,Physical,76.40125610556561,-52.306047163648074,B,0.23901201703307556,B,E,-14.340159001762325,E,B,-21.024662286907898,C,B,A,B,-12.033537906384845,B,39.546210550215704,-43.16068365398383,0
Yes,Physical,122.01631104164305,-91.98361291309031,A,-36.000783512708814,E,E,-40.620075599748,E,A,104.27312724164177,E,E,B,E,-73.03690469230135,E,19.610729481795016,19.423790470824382,1
Non-Veteran,Physical,51.07191449353383,-82.4383286400438,E,42.970084365891,A,A,51.76404906438129,A,C,134.83579076141902,C,E,D,E,-160.73383634501226,A,8.8107583778155,-11.631373011824467,0
Veteran,Mental,-29.208215901097244,-46.90366184536725,D,-7.161744056101174,E,A,296.40673026887424,C,E,44.18898767320647,B,B,E,E,122.66393717913276,E,58.58956022741323,68.4757664975329,1
No,Physical,-42.5415522944116,116.64195957061594,C,-33.31464201001786,C,D,37.67918190124145,E,B,82.70558855229638,C,D,D,E,-212.50231660552714,A,22.74279199777631,240.48052575645173,0
Veteran,Both,-65.9981277893876,-53.176649650082574,C,-193.0121863844879,A,C,19.054044288059252,B,D,94.28573931718286,B,C,C,E,61.96515546016087,D,-159.11224435038523,39.325773408557225,1
Veteran,Both,30.30915566503298,61.27539038681154,C,-80.98528796733342,C,E,-4.142170943650216,B,E,166.13721178281384,A,E,E,C,-69.79095375502122,A,42.3405685490151,-118.68779189280293,1
Non-Veteran,Both,37.92496857934762,-173.43141253154505,B,209.9763090391027,A,E,-141.89208634105833,D,B,-3.688604249558769,C,D,D,B,15.839667432208799,A,84.2844759103474,7.440192819838305,0
Yes,Yes,-57.84796607598708,2.8678042643941093,E,176.55019511993405,B,E,54.080271504129264,D,D,-101.65431876952778,E,E,B,D,178.44482808185342,B,38.99756781721479,99.89407483666372,1
Non-Veteran,Mental,-29.523238156075525,55.25008930816249,E,-52.871117722028785,B,E,72.9349984274282,C,A,-166.45803038359577,D,C,B,A,-21.14650258019021,A,186.0067955737042,-94.17484469788563,0
Non-Veteran,None,-29.295569131966047,-240.03715478626506,B,-15.353183399001397,A,A,-65.23501396758586,E,A,-259.51971098706565,A,C,A,A,-37.97173446964445,B,38.25508067525642,-17.274096630134352,0
Veteran,No,0.5000957386184872,60.00064928452523,B,88.5312642702898,D,B,-7.989772674935741,B,A,-69.23759107766803,A,C,A,D,-155.53146450544128,D,-75.45873195923241,74.26796943389132,1
Non-Veteran,No,-69.31974965478085,118.23902286515082,E,-35.10219271869175,C,D,120.37121838034648,E,C,-83.20288713352312,D,A,B,C,-31.391674076560232,A,-106.63888726617574,-95.63765545502065,1
Yes,None,-15.634906943280647,11.80281463508085,E,-34.739118218083505,A,D,-108.6459127364655,C,B,174.90743525410005,D,A,B,E,75.36624593543853,C,225.46650913598666,-13.906719030127334,0
Yes,Mental,-194.46722755956282,-204.01984012741144,C,247.4865166748264,B,B,21.482631519023453,E,A,47.92336069390099,C,E,E,D,17.453587867709146,C,-125.43361437847696,13.771156493130366,0
Veteran,No,-158.51168200085135,23.371946946391297,E,5.376589535083026,B,C,-236.3191960342987,B,D,-97.83778903665208,B,B,D,D,-24.185343903149587,E,-39.67172798117991,47.330462850915126,0
Non-Veteran,Both,-73.35465612942377,-216.2165319164058,A,164.89840338964956,E,A,-101.57244119084234,A,B,-55.081983762565066,E,C,E,A,-192.86642802368115,C,-15.568040048995702,-32.39072258522982,0
No,Yes,134.34065143510236,-184.14042349864076,D,23.140190410289847,D,B,128.99999482454047,A,B,-5.312996855220546,E,A,E,E,91.4908324077491,D,18.11695574303976,147.50979148277978,0
No,None,106.87705593226784,51.454081649093574,D,-23.093701591165804,C,E,-57.09845832677901,D,E,-5.467107116571005,E,E,A,A,15.232781487575986,B,3.5480529914273786,28.91118816921464,0
Veteran,Yes,159.60292643563292,75.42458368881373,C,85.41801987954497,C,E,-14.808292585634279,A,D,-120.33447944156879,A,A,E,C,-84.21788881008519,E,-88.05488811598966,-14.076566262048026,0
Non-Veteran,Both,-92.46230998413417,-68.19354018077449,C,-22.511384434280366,C,C,16.555293059446498,E,E,-91.8188907596934,A,B,D,A,29.386237828800166,C,-111.20708331572324,-2.922122958876328,1
Non-Veteran,No,7.334217180708134,-107.6102936984314,E,110.440295346803,C,E,-98.64938359656831,A,A,28.169204754362376,B,C,D,D,-64.49334374070959,C,-130.24791097459902,44.50524467106812,0
Non-Veteran,Both,93.79488741869622,147.98495019255128,B,248.71026566416435,E,B,5.4396335563860125,A,E,30.560312801198457,C,D,B,E,6.575929264727362,A,131.3343126031208,-3.696487813497894,0
No,Yes,28.47582189058309,12.618649482322294,E,1.2820994229585734,B,E,-130.3466310395524,C,B,-2.3844962753510286,B,A,E,D,-19.317004606473564,B,-38.42789017475952,73.20665390186602,1
Yes,No,-61.768729158140324,-50.49187032080377,D,79.47735309465277,E,E,13.592788620838107,E,E,-5.211464514324946,D,B,B,D,-67.0991706242292,C,-9.374823034326791,107.17122834425994,0
Veteran,Yes,131.76287178846928,67.47424177589875,E,44.54040478479202,A,E,66.65790886645193,B,A,76.05892088867122,E,E,A,E,206.71346479363058,A,12.748211269576476,88.233227264509,0
Veteran,None,-169.57701592358075,179.98238980324416,C,57.10071892877031,E,B,-7.082763562132106,C,C,-20.846099402643866,D,E,A,A,196.79196991724282,E,71.12212434355007,-150.86849473551644,1
Yes,Mental,-110.50188071446176,31.100052863167253,A,-25.002074485410432,A,A,66.50283288684548,B,C,10.02499391686512,D,E,A,A,63.37336408309081,B,-240.7555022111529,-60.73239278429365,0
Yes,Both,85.37737221091078,54.34543895636732,C,2.204390312274503,A,C,137.19580872685472,E,C,96.35845266010408,A,A,E,E,40.146741888496855,A,-21.75585277725813,267.6937141391233,0
No,Mental,-1.241482373256796,3.433565014226571,C,77.21735179291574,E,D,-109.23598849792387,D,E,-133.53815115863586,A,B,B,C,174.28848231726525,D,14.343539318298962,134.90767455297703,0
Yes,Mental,-17.186221845010035,179.3618254154455,C,-103.31591957825763,A,B,137.08514115201453,D,D,157.62022288234746,D,D,B,A,112.96229623675367,A,-55.63050712697293,115.95638664658507,1
No,Yes,-87.29063186680543,-17.623987836256997,E,-147.69621957507272,D,A,30.699633043010664,B,E,209.3717314718794,D,D,E,E,-12.587845599269759,D,92.13626448695939,77.13598191534989,1
No,Yes,133.58981217855123,12.678596839439654,D,1.3499129468902087,A,B,-82.74112927449487,D,A,69.31361032140286,A,B,B,E,34.38086998316189,C,50.91866229122347,2.726858133580028,1
Non-Veteran,Yes,89.49354587731618,113.41548736855304,B,40.52628247973807,C,A,-63.74915989379066,E,C,156.0100592027484,E,C,C,C,-52.66449953556799,C,48.502428248600864,-139.6125489578526,1
No,None,14.607886583929927,-109.69719395822723,A,-144.70581303631698,B,C,-36.41826277032715,B,B,-49.253156761531656,C,A,C,C,100.94249260840576,A,-131.37859472953448,-222.01470452761015,1
Yes,Both,57.623683379166735,97.67837947590581,C,166.88866566656972,C,B,-2.561528984885985,B,C,194.25227084576846,B,E,E,D,-19.55990942581606,D,10.646872322889843,110.75269946438273,1
No,Both,-45.915407355750446,-10.323972900795674,C,86.93864227513944,D,D,-134.95456577327303,C,C,-51.71348602435511,A,C,E,B,45.474469751813814,A,116.14041192551157,-61.989328694328094,1
No,Yes,-30.74985435557639,-69.20976023739263,D,121.51798494729043,C,C,129.31265823241984,C,B,-3.953429800817339,D,B,E,E,-241.8543569318956,C,-3.692889498351744,-104.24309420031301,1
No,No,60.212173529862326,235.6012165260911,A,135.6429120312735,B,E,-93.84337746348183,C,D,13.291660929018837,C,C,D,B,-99.10040898613767,E,-21.952935413648873,146.74054719440016,1
Yes,Both,20.494542887980018,-4.548973713724061,C,-35.30648708656772,B,C,-152.25236660681364,E,A,-9.490858205354574,D,D,C,B,38.907317156746565,B,-109.83134282634957,-91.71235527315264,1
Non-Veteran,Mental,-224.6703577322713,-66.16290550594586,C,-159.83529250615226,A,C,-25.75089533235665,C,E,100.69038488740341,E,E,A,C,-142.59347966785506,E,36.104212849982495,-16.660566048605236,1
Yes,Yes,-14.183925622412833,14.445561936556578,C,112.04620842244977,C,B,-1.2383207037825987,C,A,-70.73066919549522,B,A,A,D,71.43070858790182,A,-17.35296357009601,-0.10010904572212667,1
Veteran,No,-25.681401278123655,-58.02796106968603,D,27.83963800816028,D,D,111.4717420518654,B,B,107.74176090569492,D,D,C,A,127.02708943936717,E,-31.262451645966895,-53.0321969292037,1
Yes,None,176.5144225276193,7.479138465461564,C,-48.74743504995923,A,E,-50.67444773304632,B,B,-97.39951198874942,E,E,D,D,-158.17366549540398,A,-27.27548713121107,-6.462857228386258,1
Non-Veteran,Both,-116.00154599646852,67.11894475683475,E,-22.16985814126387,A,B,57.59593556213305,C,C,107.62262451733979,C,A,E,C,310.20574404715614,E,-22.169598612764254,155.47719621273802,0
Non-Veteran,Physical,-73.94679740709293,26.7967127501113,B,-76.49367382828629,B,A,101.08576410619878,A,A,9.511701689378341,C,C,C,C,-157.92914023597476,E,-14.6321084456206,75.00618938305752,1
Veteran,Physical,47.279987608350524,-74.40511178380022,C,-45.41792059757471,D,C,112.8285497759673,C,D,-178.2338789212457,C,A,A,D,-56.88811840657897,D,-74.33947063695328,130.49352834130082,0
Veteran,Mental,-85.91772507491356,49.41859812869533,D,209.3599116911097,C,C,-109.0614764755887,E,D,-100.08232864746445,D,E,D,E,173.34495093948405,D,199.85780959480027,1.6322264992949884,1
No,Both,1.3755163291733379,-139.5743332909981,E,126.73130510161721,E,D,23.97257048885185,C,C,147.56404613034135,A,B,C,A,-89.65569360222008,E,-48.48932728371367,-153.2728682396377,1
Veteran,Yes,14.714910908330076,-48.776451658563865,A,98.9407914913108,A,C,76.50464377630333,E,A,-1.6477299408100408,A,C,D,D,83.52685145024745,E,32.9116792777067,-19.801022436951683,0
Non-Veteran,Physical,0.3353891765360635,-12.206289474860403,D,64.10071189559744,A,B,-38.133762497723026,A,A,100.68339959321555,C,B,B,A,66.48886916940982,E,103.37329855771151,116.58883022300377,1
Yes,Mental,31.662391261018254,-91.05117785715495,E,148.26705472662235,D,E,148.6577035863936,A,B,49.684731954165336,D,B,D,E,20.415178713096545,C,49.250570009274675,3.943216739633583,0
Yes,No,-40.29415550280336,53.259969669533604,C,1.2674600430717993,B,A,44.624511841809785,E,E,-55.49267389747195,B,B,C,C,-77.3030875517322,A,18.9219817824245,201.2016892334278,1
Yes,No,-28.313100842545065,-101.60554486773022,E,-107.29052264909278,C,E,71.19972723629692,A,D,33.64602778247299,E,D,B,E,49.09944990484836,C,31.190598126435116,101.11298906024729,0
Non-Veteran,Yes,58.80764296927721,72.85290084256177,A,-90.16032476920263,C,C,172.4139816907452,C,A,137.39709071028554,B,D,B,E,-25.689487718430136,D,59.05369861456775,26.735249227738667,1
Veteran,Yes,-66.10389069434945,-86.10465658457763,C,39.140581079116224,D,A,-41.62191927984871,A,C,53.372467785371725,A,D,B,B,28.6247191715877,B,114.11358471273462,-79.02217280819019,1
Yes,None,141.62321563057804,-126.15426575306033,D,16.172047150265303,C,C,127.65234659742266,D,C,16.98059938418427,A,C,D,D,-57.8839815506136,E,169.65948737105393,50.32117449203495,0
Yes,Yes,106.13658397378249,-1.0327671710552575,C,205.9276200929601,E,E,47.764338919608804,B,A,113.26070834752532,C,B,A,C,31.482582162683205,E,23.517274099696753,-135.54215621294756,1
Veteran,None,-12.345680429529374,-136.04005917590595,E,92.13039295294031,D,E,90.03882602662668,E,E,18.668209967114432,A,E,C,E,-7.987573562371029,E,130.75155484446086,19.319731681267857,1
Non-Veteran,Both,72.48283073227175,172.61055379479836,B,-25.74269020026763,A,D,22.20619108250777,D,B,-0.8287532753772743,C,E,A,D,39.67542828789652,C,-0.7503781333340152,-116.2080855081967,1
Veteran,Physical,-120.85273625396357,-15.932590790069492,E,16.224980889138603,A,A,-7.661888348463057,D,D,31.456596707771634,C,C,E,B,-6.300290289742313,E,-222.70621223590098,40.650261000336094,0
No,Both,-94.61782921054194,4.996832699263931,A,54.03938271680031,C,D,-169.65759913819824,C,B,41.49770306767498,B,D,B,A,-130.34711477841276,C,72.03253674518942,-54.029720586188134,0
Veteran,Mental,-44.883974311980296,-15.431783137669319,E,-76.07977673912413,C,B,103.3913683817304,A,B,-87.06513710533554,C,D,C,E,128.08950574069107,D,-11.679317949938344,166.49470970620393,0
Veteran,Physical,173.7626314957785,113.91661089028284,A,0.06780078907880911,D,D,-65.50715568925493,E,C,82.19648047349438,C,E,C,E,-74.53564864020727,C,25.632380258293104,-130.8068286348791,1
Veteran,None,-76.39332689318927,-80.79002055423318,E,-166.79692716630416,B,A,-153.47636767656917,C,A,29.598232550282326,E,B,B,C,-37.046830300192475,E,-141.61379739837497,-64.59622479845555,0
Yes,Yes,12.060849838045378,44.648153330257216,C,-87.10952631312067,A,E,-10.7168572507455,B,B,96.73565938692592,D,E,C,E,-75.94669047503983,C,-78.38602147761658,48.15583538046443,1
No,No,208.87793898436243,-96.6946929121473,B,94.90636483155728,A,B,-21.31125491763329,C,D,25.094023613621587,C,A,E,E,31.42263173650609,C,116.75946374887359,-153.54180689272624,1
Non-Veteran,Both,116.56697431674807,0.47527915258356185,D,-21.923632550597706,D,E,-84.88886388953986,D,B,136.85435648997256,B,B,E,B,-28.782244402803325,C,-42.633301565409475,65.56058480374172,0
Yes,No,-173.05721347015904,120.0535670759426,D,-87.20995219468065,D,E,-40.42608416517414,E,C,126.00950491458754,B,C,C,D,-51.898010301699614,A,-7.710986059484558,6.048058453461276,0
No,Mental,83.98403428102161,235.1110678690497,E,-7.015655084658433,B,A,26.303186255075712,E,D,-159.5734460217271,E,A,A,E,-23.094354086886383,A,-5.240169095044668,-109.56377346041464,1
Veteran,Mental,-59.08581416307257,35.422035029285574,E,-64.67189271669767,D,A,110.29086311128506,A,A,-7.0562473387875455,C,C,D,D,31.485299863385013,C,1.5192214994909599,-131.80062730894693,1
Non-Veteran,None,-95.84207130771813,5.221099800294475,A,0.5288054637285567,D,D,-158.88134656253078,E,D,24.15253283442156,D,B,A,A,110.59952627289537,C,95.86794322595445,86.27186446790323,0
Non-Veteran,Both,120.32826321169966,-190.1187830329134,D,88.52498827959589,A,D,-43.99954328327082,A,B,-43.878248794513595,A,A,D,D,-18.08412121393104,C,-53.36140291995868,21.357005506325237,0
Yes,Yes,-7.649674429637841,-38.60768856714459,E,-102.97558396466245,C,C,165.00484534476684,A,C,108.25105880548729,A,C,C,C,-1.339793659292372,A,103.06483830092282,50.55391342538754,0
Non-Veteran,Mental,73.589034636804,142.60715313829962,D,-47.68012009309068,D,E,-110.3563487988337,E,B,126.54443319829387,C,E,D,C,148.17122852517628,C,83.77003883020201,-108.9960663887431,1
Veteran,Yes,29.752181074517885,-9.033397454729663,C,-92.64262287514228,C,A,-29.490821684693675,B,A,-162.97509319754573,C,D,A,E,72.14691217613569,B,-34.71611717579361,-12.89637689764378,0
