Gender,age_group,Religion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
M,26-35,Jewish,A,51.205107337815335,E,D,-50.84831903057481,22.51746587172309,C,A,E,88.99736915593712,B,-53.222123634616324,1
M,36-50,Buddhist,E,26.46694901302917,C,B,-1.0887819519722424,148.88618261206642,C,D,D,4.076936603009389,E,23.617922662824306,0
Non-binary,51-65,Buddhist,D,15.348739667096575,E,D,66.78579410743782,28.16825773853991,C,A,C,23.476014975205764,C,-46.28730998027776,1
Female,65+,Hindu,D,58.187834400172825,A,C,-30.58835108572191,-75.61214815890534,C,E,A,-219.08424109186853,C,-88.70446146629055,0
F,65+,None,E,-8.600263951142828,B,D,14.649984752829893,179.70315581854638,A,E,A,-52.30169269674598,E,186.30067748773723,0
Female,26-35,Hindu,D,17.832648863821998,E,D,-56.79618288903785,-54.80792006902979,A,D,D,-166.65583361064026,D,36.24625427161178,0
M,26-35,Christian,E,-16.947669850794984,E,E,-12.18027657140313,24.302495123481656,A,E,C,-53.42634269292316,D,25.37035140770172,0
Non-binary,26-35,Jewish,D,63.701971364295254,A,D,13.319868830397999,-73.19272286159352,E,C,D,-24.623641478213624,C,-39.74689156923759,1
Male,36-50,Buddhist,A,-69.95252003455104,C,E,117.70230346860704,-128.23237678627473,A,D,E,-136.00333937856078,D,98.94211550605635,0
Non-binary,18-25,Hindu,C,6.950176117578389,A,E,41.19808304661221,72.10188491450393,B,B,A,-88.5537626233654,D,-27.31014664721925,0
Female,65+,Other,B,-160.6056616785491,A,C,112.52675111849861,0.9320435280374995,C,E,C,115.71359513332578,A,56.30004488741238,1
Male,26-35,Christian,D,-16.87288939249806,E,D,-127.53161109534076,69.91508641691368,D,B,B,-11.731521540844993,A,-10.896883360579432,0
Non-binary,65+,None,B,-95.1683797558214,C,B,-289.1157476561323,-109.59214030342295,A,B,A,-55.3781892068422,D,11.823497105143066,0
Non-binary,51-65,Buddhist,A,-93.29847526754808,D,B,-93.65966384377671,49.12762782116526,B,E,E,103.34338777482435,E,22.756515451978512,1
Female,36-50,Hindu,E,-81.05870733178297,D,B,5.379955437558047,24.83373865395075,B,A,C,90.12690748194026,B,-271.77671623526123,0
Male,18-25,None,C,-143.3005859859563,C,E,-177.49457258047318,65.23385563279628,B,D,A,81.629855306291,B,55.60569065177857,0
Non-binary,65+,Buddhist,D,11.539305864811352,E,D,-266.6235119442755,-109.82596741118628,E,C,D,-187.08144102238822,D,-255.4716922367128,1
Other,36-50,Other,D,-48.73963427363398,D,C,-35.6199939818859,34.060739644733935,D,C,D,-77.31775260506556,E,134.98122716317337,0
M,65+,None,C,105.06383376384846,C,C,143.41779046531545,9.990177666630709,A,E,D,69.07939630676044,B,-67.47156984492878,1
Female,51-65,None,A,9.07778951583586,D,A,-42.769503623675575,-31.528714745714424,A,E,B,83.25126526039142,D,-4.891273270676329,0
Female,51-65,Jewish,C,32.24487059274612,B,C,-19.864340589234445,-6.749294190627659,E,A,A,43.73171002443888,C,157.92533079151076,1
Other,18-25,None,D,-25.71875384907825,A,E,-123.19749001371547,-110.3320716304455,B,B,D,68.38058778643787,E,-158.21859413821434,1
Other,26-35,Hindu,E,-81.73702801844149,D,C,45.70001371819936,57.76030678546283,A,E,D,48.5788487046754,E,-90.96711755526917,0
Non-binary,65+,Jewish,E,-104.19746023864353,B,E,60.42851610090385,47.06808301287556,A,E,A,-12.731420857783124,C,-27.173645615909926,1
M,65+,None,B,-162.25117273783155,A,D,149.6874824232768,-249.53137378472735,D,D,E,-48.102777273077265,B,-82.64565794647524,1
Male,36-50,Christian,D,19.048352792234123,B,A,-9.688698336679852,85.8592224972442,D,E,B,107.29077176610649,C,-23.14630947244155,0
Other,65+,Christian,B,-49.22889338648959,E,C,246.75941100770982,48.32545544213972,B,A,D,275.243671958334,C,66.55413571987297,1
Male,51-65,Muslim,B,68.40922699204008,B,C,-59.127131136047154,166.36178505145185,B,B,C,37.048097770231024,B,81.11022368677631,0
Female,51-65,Muslim,C,115.45854982390067,B,A,-9.713389665163898,127.57052673728613,C,D,E,126.01745610732813,E,-2.7217680298750824,0
F,36-50,Muslim,C,71.7687300443369,B,B,179.70213256438137,169.14552947878735,A,B,C,-24.147511821959274,C,116.75903977791245,1
Other,26-35,Muslim,E,19.91492086684616,D,B,259.83048924765353,63.63926026167916,E,A,C,42.18053825185496,B,-110.83951845525992,1
Other,26-35,Muslim,A,-17.652545759701766,C,D,-141.91956855187925,-61.78458125134087,D,A,B,-153.558428877851,D,-115.53134454776013,1
Non-binary,51-65,Muslim,B,65.52982229808573,B,D,89.40242964492668,-115.81410255309517,B,A,A,16.270498515736726,B,15.383105118818834,0
M,18-25,Other,C,138.3152306062971,E,D,90.8343001865348,28.911032829647247,C,B,C,73.17288029202928,C,110.31127315182181,1
Non-binary,51-65,Jewish,D,-57.89490587017878,E,B,10.180837911842787,-43.353020936297796,B,E,A,54.81757309475462,A,110.28425890324904,0
Male,36-50,None,C,43.9121351391366,C,E,-11.891337795904716,-81.02936518802842,A,C,E,-67.22222531861635,E,-79.81692382955812,1
Other,18-25,None,D,39.391026915770766,E,D,-71.50352986126659,118.14841004226473,D,E,C,-98.37859936785817,A,-157.97492649751644,1
Non-binary,65+,Hindu,D,-26.217102047947044,C,D,-65.10626710202106,-59.438362933458734,A,A,E,-12.66040967567984,B,-198.33198506650763,1
Male,36-50,Other,C,82.16163658539405,D,B,116.37092188144914,-163.34771390081383,E,D,D,-5.5562535291718325,B,45.84439308564699,0
F,65+,Hindu,E,81.23151075265068,B,D,196.87241462022897,-11.947057008009418,A,A,B,-56.38787173028423,D,-142.4744650989774,0
Female,26-35,Other,B,97.90510037674339,B,B,61.09758259161041,13.345998165578779,A,C,B,-51.40336837292493,C,-113.01323873256173,1
Non-binary,51-65,Muslim,A,167.59898904269605,D,E,69.48616439164563,79.16457590621134,E,A,C,-146.0570020520467,E,-65.37900091058823,1
Non-binary,36-50,Buddhist,D,-155.87038398777992,B,C,79.0213565923926,-139.67580544627134,D,A,B,-199.29057685861312,A,-176.6020031454707,0
M,65+,Muslim,A,39.85198384728774,A,C,179.72523818123267,123.5200766184783,E,A,C,143.19299805395673,B,-43.96623136668319,1
F,65+,Jewish,C,-19.347449362755505,E,B,51.55541443145283,-16.155013908595432,B,E,E,-66.60757890831185,A,-22.46348743273805,0
Male,36-50,Buddhist,A,-29.73338837587906,A,E,49.36494848488457,43.788160469218894,E,B,A,16.241994227836656,C,82.01663639367011,0
Female,26-35,Jewish,A,-39.80536773176708,D,E,-177.20827415201018,10.00923083285048,A,B,A,-52.7177911571906,A,-105.74549320653361,0
M,36-50,Muslim,E,13.800195704602352,C,E,-44.33762144407337,-136.20071089492,D,A,E,134.15556517680102,A,79.9096992847651,1
F,18-25,Other,A,226.44948088927202,C,D,49.93585218891419,-44.42941034303616,A,E,D,-70.01274035990625,D,120.82352862829792,1
Non-binary,36-50,Jewish,B,15.744523870472413,C,C,104.85584938608974,60.62057046994238,D,C,D,-44.28110653837781,C,-70.56869110432125,1
Other,36-50,Muslim,C,124.91458250314389,B,A,-120.05177806655693,53.97720007885305,D,E,D,60.75275441392992,E,-36.86643315779344,0
Male,18-25,None,D,-58.83241783291936,B,C,119.35702118755988,-59.04982319130344,A,D,A,-236.63943617352223,D,125.08379570563841,1
Other,18-25,Other,A,-141.63546084754782,D,C,16.001494847952877,-58.83461109899309,E,E,C,4.39639099802411,A,8.29613320454025,1
Male,51-65,Buddhist,C,159.08525932880335,C,B,137.64881075953548,-29.999139358418997,D,D,E,265.58243506017,B,-85.86619270122335,0
F,36-50,Christian,C,-0.11630558095672024,E,A,83.60446014350718,13.911896711178926,E,C,E,-22.7486128355681,D,116.01611952608684,1
F,26-35,Muslim,A,131.5680681227328,B,C,20.432766507355435,74.09144903949874,C,C,C,-81.29465615889721,B,70.65574234736792,1
Female,26-35,Christian,E,-112.15140108699828,B,A,171.969587885206,96.07841878097948,E,C,A,77.430965574199,B,-182.5359783662075,0
M,26-35,None,E,-89.77702746748109,D,E,152.7971603813986,136.32711460188517,C,A,A,-34.25579637609689,B,34.619533163674845,1
Male,36-50,Other,B,78.41253783675303,B,E,-88.54783318054841,58.328476846370826,B,B,E,114.04767640541532,E,-53.5289274128144,0
F,51-65,Other,A,35.87257893288851,E,B,-30.44988042952763,111.70716317016567,A,A,B,-136.50168341976746,C,90.10752548258041,1
F,51-65,Hindu,E,-97.89982973221471,C,D,11.604925337889973,71.698975451819,B,C,E,31.981940731083213,E,87.6586411619022,1
Non-binary,65+,Hindu,B,-74.1665201193525,A,C,6.690925524300827,-5.689234615466139,D,A,E,-61.137082585388356,D,33.82761007338739,1
Female,65+,Other,E,-39.651320744321346,D,A,-47.95086824254546,-16.424123833067377,C,A,A,2.525700804925147,A,76.71241433506384,0
Female,65+,Other,A,14.418397420231733,C,E,-118.98004647906501,7.788093821892274,C,A,D,-218.72866482012023,C,-137.55356698686788,0
M,36-50,None,A,-131.20600293277533,E,C,-105.76490173276996,88.75486536740132,D,C,D,31.375006997952042,D,-76.75534841814003,0
Other,18-25,Jewish,C,-34.11632718191966,A,A,15.645507999573615,-124.05409329244996,C,E,E,73.51727945886152,B,-87.10162180821102,0
Non-binary,65+,None,D,116.29278808393649,D,C,-62.41144177819803,-237.23797047110423,C,B,B,-168.39197195144774,D,86.08136878029141,0
M,26-35,Jewish,D,-74.96486891852383,D,D,139.93202472253822,225.34074303950086,D,E,E,-103.39680184021738,C,42.5651667165153,0
Non-binary,26-35,Christian,D,4.560862921144577,E,D,162.9961721655972,46.97688656356146,A,B,C,83.0321292000677,C,-18.207320652981203,1
Other,26-35,Christian,A,27.4145875189785,B,E,82.74292371619565,-54.50054790425334,E,E,C,56.27695204300836,A,-22.045831718348133,0
Non-binary,51-65,Jewish,E,-169.4478274090805,E,B,-82.76301338368339,-110.61060452396181,A,B,A,-77.78629934083902,A,-174.86717474323774,1
F,51-65,Jewish,E,0.03171923257945751,B,D,-60.87101426817677,239.97405485204143,A,D,C,151.25621573095708,B,58.13864347637248,1
Non-binary,18-25,Christian,B,40.27834104844482,B,D,153.2631327273855,184.24847719342986,A,A,A,208.28815784461608,A,168.70244330267013,0
M,65+,Hindu,E,112.47096254609328,E,B,-31.96122074845027,182.36563789703416,B,C,A,-251.67453568488085,C,-90.98270451493225,1
Non-binary,51-65,Other,A,-2.9157473858416805,E,A,-174.80620675535343,-24.312254055919883,D,D,B,18.19537996691271,C,-20.512339895642754,1
F,51-65,Hindu,A,171.74572074313355,D,E,29.43891812052587,-116.87008403228378,A,E,D,-153.55341160037668,C,-176.41399535315773,1
Male,65+,Muslim,E,13.64545647173396,A,E,11.871629991650941,-100.5886248934839,A,E,E,189.9653027211433,B,241.7172124442915,0
Female,51-65,Hindu,C,-16.110724548909474,E,A,19.99568251708926,-68.48389805763128,A,D,E,-91.79271056071798,A,-108.71485998545856,1
Female,26-35,Christian,C,-5.337451433563902,C,E,-33.83144657763563,126.91444939857791,C,E,B,14.990593941988553,A,-3.2036078311908724,0
Male,65+,Jewish,D,-73.74508491209758,E,E,-11.585038687428291,24.875263063366397,D,A,A,97.89396754156708,B,98.7411997440766,0
M,51-65,Buddhist,B,141.8368750481878,D,A,178.12938779412792,204.05685602494125,A,D,E,141.47906361111492,C,-45.81344179510552,1
M,18-25,Other,E,24.98787887477206,E,E,-132.50617563856107,-114.73942597150402,A,D,A,-51.98826941724054,D,-34.14867002713636,1
M,18-25,Christian,D,42.12194723040078,B,A,-63.584223187938214,-45.04758953329291,D,A,B,-109.62252431994169,E,159.45157713949783,0
Female,26-35,Muslim,C,-40.721792035108415,D,B,77.06044588180784,84.90562462560244,E,A,C,55.16130797498844,D,-46.02295394270645,0
Female,51-65,Hindu,E,59.268616726800424,D,E,-117.08657422798218,84.23996798674548,C,B,D,6.011969968941569,B,79.30807720734911,1
Male,18-25,Jewish,D,-45.99766132806078,E,D,94.18433336302803,109.02667126292572,E,C,A,-24.963549232909095,D,56.90059203913501,0
Other,26-35,None,D,-292.09673592427384,B,D,-65.61511485434293,100.80948994173065,A,E,A,-140.70216733649914,B,5.831940708496538,1
M,65+,None,D,4.6146141458854695,B,E,195.1426526424961,-144.48811798219688,E,B,B,94.6638137380534,B,-91.50437172541768,0
F,51-65,None,C,17.957828174054807,A,A,-59.034111772004835,21.265215999369204,B,E,D,-25.629172271830598,A,-88.2097824485799,0
Female,26-35,Christian,A,-96.24173384033895,C,D,-25.711233275602872,130.176521598436,B,C,C,-89.81531731084962,A,-61.573262664174855,0
Male,51-65,Jewish,D,86.30437195042161,A,A,-63.91818842773759,-143.91030295644,D,E,E,-29.656914656936774,C,-9.634455026059689,0
Male,51-65,None,C,-97.13396821611624,A,C,30.360195391738458,-7.923147869292745,E,D,E,-132.80080083989012,A,-95.65593388460272,1
Female,36-50,Hindu,C,113.86630667733901,B,A,159.71407667140429,-40.46912432775188,C,E,E,-54.96931539798301,D,87.72045014674575,0
Female,51-65,Other,D,-213.60740812803286,A,A,-50.625938317001804,125.62461295561025,B,B,B,22.624074031740143,D,0.6178124146450875,1
Other,18-25,Buddhist,E,-140.24627822127476,D,C,-161.40778803219877,-203.58630675878806,B,D,A,5.483557513926136,A,8.117397428298744,0
M,65+,None,C,59.23398599173465,E,D,-126.28134755186706,54.3682566089725,B,E,A,54.350686205352496,A,-25.03730752151625,0
F,26-35,Hindu,E,-106.85717453187489,D,E,-27.59465819644808,49.52392103119739,D,C,A,-50.33038561335517,C,69.21691072119695,1
M,51-65,None,A,86.14133453055433,E,E,-95.3905061877697,-52.731066277079485,A,A,B,-62.70455861536686,B,20.38156589259139,1
Other,18-25,Hindu,B,80.70910069985833,C,D,-28.482266632750292,-104.13216315929226,A,D,B,1.368336530498556,B,6.884576198955871,0
Non-binary,65+,None,D,120.69745841067913,D,D,70.27105625065163,-3.9168276296253683,A,B,C,-50.416981188660316,A,76.56898935356115,1
F,51-65,Muslim,D,4.24035710581023,E,A,162.48318483087965,-71.57870620614561,E,A,C,43.398521041104296,E,-22.782581478262752,1
F,26-35,Other,A,76.91755603551044,D,A,25.6257581354557,-6.6254681789857575,B,A,B,31.52082430861438,E,-114.58650306770298,0
Non-binary,51-65,Other,E,30.384395254706536,B,E,85.57668686643879,-15.767955666228966,E,B,D,-145.8672879470158,E,-197.80225276491328,0
M,36-50,Other,B,-1.1693436533257173,B,D,46.27739170529559,-71.22000150212591,D,A,C,94.02663169136267,D,44.935872202106566,1
Male,51-65,None,A,-63.96126670066482,B,C,30.83162407591431,4.075770733088326,E,C,E,146.05493536576023,A,8.17619034673985,0
M,51-65,Buddhist,A,23.80350584711754,B,A,145.91151597330884,-56.1819757947884,A,B,A,32.332989025220705,E,-130.08126489823994,0
Other,36-50,None,D,3.4597953579511604,E,E,13.327848852210167,83.18131930541136,B,E,E,124.79838090873032,C,177.52580015689108,0
F,26-35,Other,A,-46.18529109281982,E,A,-92.41584655509762,82.94729240173582,E,D,C,83.62719018021801,E,72.99094336923237,1
Non-binary,36-50,Christian,B,154.63669210733067,C,E,-144.0540108970851,118.10411033872619,A,D,D,18.503731268429945,E,63.14619923097432,1
M,36-50,Other,C,-27.766978136881004,A,C,-61.95505581156143,-83.7372728917158,A,D,C,-10.322772240387062,D,27.474287988015384,1
Non-binary,26-35,Jewish,C,-70.71588142334836,E,D,-206.58302258654575,-65.62012736248309,E,C,C,55.85942870786943,A,-33.17867690491964,0
M,26-35,None,A,-201.62344378729748,B,C,13.549983167546955,116.6309971627907,B,C,E,40.34823939554993,E,-33.79664876218838,0
Male,65+,Christian,C,-67.0702608562328,D,C,58.82048322957482,169.6664092759708,C,B,E,-93.08208039716612,B,-41.69651049538796,0
Non-binary,51-65,Buddhist,C,43.68090819331263,D,A,62.05905408321273,-223.7404038756031,E,E,D,-16.723234027179966,D,83.17042544494763,0
M,65+,Muslim,D,40.950884496713115,E,E,-41.72134740535349,-56.32853352499839,A,A,B,106.23045327856113,E,-154.36801095555458,0
Other,36-50,Christian,C,-15.36016848805124,A,A,73.14938768373409,51.67804742424794,E,C,A,-81.5754414068235,C,68.55536513777086,0
M,51-65,Jewish,B,-69.8380353093181,A,C,253.4322262804293,-64.33843054827578,B,D,A,-87.82715003686465,E,-17.923267737794735,0
Non-binary,65+,Other,A,123.04686303331273,C,B,92.65173627041062,-212.52436760551433,E,E,A,-131.00672301944837,C,98.06563710915032,1
M,65+,Muslim,B,-173.29653243967388,C,A,16.000502931175138,-89.95032041553173,E,C,E,-54.359077486744255,B,-97.02347770963587,1
Non-binary,36-50,Other,E,-21.980223858335272,D,C,-231.45651108815787,8.125243093753586,E,C,E,0.9099224707999979,A,-93.89566863442845,0
M,18-25,Muslim,A,37.5429867219487,B,A,-136.1380261173804,133.9083762148149,D,E,A,-32.702134200534125,D,-32.04135969332971,0
Male,36-50,Muslim,B,68.52271874470827,A,D,125.2086738240247,45.16549577768617,A,B,B,51.32457577107101,D,227.5723886490272,0
F,26-35,Hindu,D,11.861680716442855,C,A,23.75207578475976,24.23628433501585,B,A,B,58.12445982274419,E,-234.27183475769397,1
M,18-25,Muslim,C,-265.127770957224,D,B,18.094874928235864,-93.014833310278,C,D,C,5.858089985146944,E,76.28308623551129,0
Male,51-65,Jewish,A,109.52202525890678,B,C,156.81829930653183,59.00105932584129,A,E,B,-211.666748773876,A,-190.1157372373046,1
M,51-65,None,A,-23.97847793785753,A,C,-10.95190538709426,-244.07653068840926,A,D,B,-144.6236096842099,C,119.1794808344315,0
Male,36-50,Hindu,D,-86.63882259707465,A,A,12.264116465203886,68.2368869701698,C,A,D,-232.29391561844474,A,23.725542564027087,0
Female,18-25,Christian,C,148.75210069528765,E,E,-119.02505065122406,14.294104657341967,D,B,E,-5.298580234070974,B,-90.32212766835991,1
Non-binary,51-65,Jewish,E,-15.808268863039421,D,A,40.84030906747815,-150.8128627012856,A,B,A,-0.20200873003746447,D,-32.81689519359826,1
M,26-35,Christian,D,86.17598003359987,D,C,58.42036216166741,52.72211931048803,D,B,B,-32.36322630264936,A,-33.16787008617773,1
Male,51-65,Buddhist,D,-1.8815634794046785,C,D,90.67191692833994,-19.099217088972722,C,C,E,129.32797160008408,E,-194.595660804877,0
F,36-50,Other,C,-1.7723454790853588,E,A,163.18195022248966,-103.15670822765202,D,E,A,174.60268680253813,B,-131.26600678528573,1
M,18-25,None,D,116.61112245703853,D,A,39.9612444777105,130.81678748742283,B,E,A,-112.84982873670373,B,-0.6750036692148793,1
M,51-65,Jewish,D,47.85626795129364,A,E,-93.02227922600893,60.396758271086846,A,A,D,7.98147641204226,D,-55.96288181532068,1
Non-binary,18-25,None,D,102.3982113419561,E,A,-26.440191481086785,116.95211165515434,C,C,E,-16.345335933719486,D,79.09542388807259,0
F,36-50,Hindu,D,37.576867286880045,A,B,21.729044270686064,3.0760248156693555,A,B,E,28.07221813736545,A,28.947313031213863,0
F,18-25,Jewish,B,-18.784123089559237,B,B,53.13776511028225,-9.672286370509056,B,B,B,129.1305174736948,C,-156.30738497327226,0
Other,65+,Jewish,E,26.553649352396754,E,D,57.65568355801791,49.220687068045414,B,C,D,145.1573295101499,A,-51.360167661755455,0
M,65+,Christian,D,-72.32713748742017,B,D,115.76211481036796,-1.3403749800047375,B,E,C,29.555963965812033,E,70.38716611766036,1
Other,26-35,Buddhist,E,-40.988374862705975,A,C,1.051392837683259,19.258680853033507,E,B,C,-19.829947409574544,A,128.53570892181278,0
Other,26-35,Jewish,C,45.297736633391764,E,B,-40.1644574506293,-281.31450813250467,C,D,C,-91.76760648439453,E,-10.939832536792398,0
Non-binary,65+,Jewish,B,-14.909205664155289,E,E,-118.10474756334568,43.46855140654151,E,E,D,-11.362763162897997,E,13.699209188176201,0
M,36-50,None,D,-48.049510680748654,C,E,-35.14017745545344,-146.4130599451866,A,C,D,-43.640848506047384,E,76.01862071476006,0
Male,26-35,Muslim,E,50.78193247211159,D,A,-73.02491501903997,-22.254436914809805,E,A,E,-11.209060648701156,A,-53.64514799617379,1
Male,18-25,Jewish,C,-22.37185750530305,C,B,-43.68357178402854,70.64414829195869,D,C,C,-60.759538136295575,B,89.59885017526503,0
Female,51-65,Buddhist,C,-7.845629856527986,A,B,-146.35581447825902,75.78365786720522,D,A,A,-57.72480506159835,B,108.96574823239584,0
Other,51-65,Other,E,173.9362287037937,D,E,84.10489973859876,-39.202102989199304,E,B,A,18.988494525961396,B,-36.50349188285905,1
Male,36-50,Hindu,B,-112.59896318725336,D,A,140.80055887667297,-226.67699189444556,D,E,A,121.18082669957992,A,-17.060482650188924,1
Other,51-65,Buddhist,C,133.1169455099874,D,B,2.390796108756917,76.16658442696202,A,E,C,-52.30935757531808,B,-85.62128665373065,0
Male,51-65,Muslim,A,-69.12225919841278,D,A,-72.35132614832006,58.122096852428975,E,B,B,68.2620918518492,B,-5.633932457812604,1
Non-binary,51-65,Jewish,E,42.620247981398826,D,D,123.51249934404396,-117.87648881114265,B,E,D,43.54526766104257,A,26.170231608162275,1
Female,36-50,Muslim,B,-50.7760141434511,C,B,-11.020370163264204,129.21593583475033,E,D,A,-114.26802488987542,A,-57.410614045713245,1
Non-binary,65+,Other,E,-135.5714964504019,E,C,4.557085067056106,-70.71734934192968,C,D,D,-59.36862899330899,E,-175.37191390206928,1
Female,18-25,Hindu,D,76.56950771888297,D,C,-78.48110589971427,115.30331400418903,D,A,A,81.34609893927046,E,42.088381878798465,0
Male,65+,None,E,112.84778472000869,D,E,-2.3726445615909997,-66.58562921236984,D,D,C,-18.34719769694835,D,-150.0897278314625,1
F,36-50,Hindu,B,-6.989411475104672,A,B,49.96136847167818,-43.439279636582846,B,D,D,-19.433512899989008,E,-48.069098935068894,1
M,36-50,None,E,-63.80600207263992,A,B,48.74899018575026,-6.296591796761651,D,A,A,-138.96752849712647,C,75.51708936220831,1
Other,36-50,Muslim,D,-112.61425055458938,E,B,8.17970734178329,88.13696039593086,C,D,E,-44.65847120687356,D,-53.61655176960427,1
Female,51-65,Christian,D,8.094217858479654,A,C,48.40866814411122,-25.325007596294096,C,C,D,-62.50363469323684,B,85.91278597768964,0
M,26-35,None,C,-28.257900724715686,C,B,-182.34873803150697,-187.12787625314294,B,A,A,29.91228487972436,A,66.95408050517943,0
F,65+,Other,D,167.7927823202441,D,B,-5.520461419564753,81.71294053718043,A,C,E,-47.657031705794886,D,-20.649123208036567,0
M,51-65,Christian,B,-4.6623244956958505,E,B,-109.83763944244266,27.961279438530873,E,C,D,73.98008218074784,A,-44.17045208679194,0
M,36-50,Other,B,156.87371470419632,B,E,118.51074071017713,-25.74457739534618,B,D,D,11.022931236095907,D,-61.066401623108256,1
Other,51-65,Other,C,142.27095124248322,E,C,43.98724167485008,90.1672250091763,D,A,E,-217.8241510055503,A,-34.69044568455726,0
Male,26-35,Hindu,B,53.149732930789185,B,A,-72.40806225477272,65.8843496558703,D,D,C,208.7613515987972,A,99.81288581544018,0
Female,65+,Buddhist,C,-120.79699841314975,D,D,-40.78259281804884,62.02339063377962,C,D,A,32.476687500213814,C,176.15135668298686,0
Male,36-50,Jewish,E,-107.93926956850808,A,B,47.988254459400835,-100.74167414479338,A,E,A,-39.306195746922036,A,-106.15123512844129,1
Other,51-65,None,B,131.3714219418926,A,E,-63.775626666593524,-23.781626231962345,B,D,A,-118.35460447726147,B,-56.0607263406385,1
Male,18-25,Other,D,-75.26716876565087,E,E,190.87227654859166,152.05695721844555,E,E,D,-38.010875177018555,B,-129.8316103590467,1
Male,51-65,Muslim,D,-73.3130835027899,A,E,-47.15997298612645,-65.88360854003972,B,C,A,-1.1084826827848842,A,34.78195664404552,1
Female,65+,None,A,-9.581813139634345,C,A,6.543530458249575,-14.698899734491636,B,E,C,62.733701836237266,A,-82.85715496396053,1
F,51-65,Buddhist,A,-41.92858223757167,D,A,-13.745776166285145,43.43995968097459,E,D,B,38.20992143502065,E,-165.2711970200394,1
Male,18-25,Buddhist,D,58.055839024891334,D,A,-12.286590136793766,117.89380386924782,B,B,D,-51.864623661036205,D,-69.72733153985779,1
Male,36-50,None,C,75.65009519675459,B,C,59.71745542667127,-120.64739556636827,A,C,D,-133.40661813162825,B,25.635831291257965,0
Other,51-65,Buddhist,A,72.97879149714166,B,E,97.030459339494,190.02356606720235,B,C,E,-154.12081409239386,A,-87.5079298492368,0
M,51-65,Jewish,B,-64.88062924639367,C,A,17.576582896141982,85.76218727374058,B,C,C,-41.367258670102686,A,145.64938851459925,0
M,65+,None,B,50.15127176926909,E,C,109.98993905167953,142.9641582348796,D,D,A,115.26683661987207,D,-24.853228616549135,1
M,65+,Jewish,A,94.65516179934956,A,C,79.15974426534095,-71.34839383585839,A,A,A,-208.3418955528924,A,-132.59396403856226,1
F,51-65,Jewish,A,-37.56885465730612,C,E,-87.37674943368394,-76.74311940816672,B,E,C,76.84827460792025,C,-36.50951815956632,0
Non-binary,51-65,Christian,E,-21.909136988264173,B,C,130.16041977584774,-66.78590710875285,A,B,A,-66.94275745697831,E,-79.23911864426498,0
Non-binary,18-25,Buddhist,D,-78.05831473695257,A,E,-90.0194116423867,-71.59663925749511,A,B,A,-63.58565869907306,E,16.202327473301388,1
F,26-35,None,B,-119.59489285672629,D,A,44.47044473501404,-23.00447841107864,B,C,A,103.67939105804338,D,214.32104992518308,1
Male,18-25,None,C,-127.70185080602288,C,C,53.81890571266634,-68.205200404467,B,A,D,-8.75257671494031,B,-28.635088178863597,1
F,36-50,None,C,16.992674017435448,C,A,-11.069361553350477,-10.264125391139679,E,B,B,160.39761233375287,B,3.2155096435510453,1
Male,26-35,Other,B,7.28400320156008,A,B,-98.88093658769291,22.604727803353917,B,A,B,62.789046701207894,E,-40.098179321306674,0
Female,26-35,Buddhist,B,165.2182433584287,D,D,-214.0119639721676,39.33097077344741,B,B,E,-119.3331638542683,D,-30.38059873016729,0
Non-binary,26-35,Christian,B,32.64906756313935,C,D,137.61534514892998,-43.73687463619376,A,E,E,-52.14103370661095,C,-107.70763432511067,1
Non-binary,18-25,Hindu,B,106.93393621816007,D,D,89.65902094861235,69.13509723941192,D,D,D,-113.57087406684079,B,-34.31150968743838,1
Non-binary,18-25,Jewish,C,108.03030940873009,C,C,-60.87973678888763,-205.30168737185755,A,A,D,-46.35307297674624,C,-179.10853931090128,0
Non-binary,18-25,None,B,-126.91154617934978,B,C,-55.10853343832734,-215.6217059035821,A,E,A,7.42566609567131,B,-44.62756918485962,0
F,18-25,Hindu,E,72.0367649957916,D,C,-68.2043988303306,95.2687921805956,B,A,A,-117.04581801598752,B,-190.08093831008713,0
Non-binary,36-50,Buddhist,D,57.4704617821965,E,C,-34.23084004567234,99.40806673801542,C,B,D,-20.360536572402925,C,-348.0107713240346,0
Non-binary,51-65,Buddhist,E,5.4064373834830075,D,A,-102.01763608399477,25.95669581165641,C,E,C,71.64495213213054,C,-96.57161082935455,0
Non-binary,51-65,None,B,117.34893262263803,D,C,50.75325262062628,-220.29285890624783,E,C,C,125.06289071277277,A,-114.91238798076584,0
F,26-35,Jewish,C,-48.16992432637712,E,D,-79.45263784763209,-151.85827257735386,B,C,B,-17.635746813532478,C,-91.34362312187372,1
Male,65+,None,E,53.522343581605206,A,B,-86.68444709964919,-56.27083175108577,B,A,E,-20.714204209614493,A,25.36656704352224,1
Other,36-50,None,D,-0.639649085322944,B,D,244.67687717998135,-61.287687377381275,C,C,A,-123.88484100291586,C,-22.535957296618992,0
F,51-65,Hindu,A,-26.46493743442576,D,E,-177.4449073600297,-127.90089265225642,B,C,E,-140.1259433258025,A,108.67071792947544,1
F,65+,Muslim,E,62.095828746348005,C,A,-161.58606275085765,-75.13481076911599,B,C,D,141.55962990941666,A,-57.71559728801526,1
