faith,Disability,age_range,gender,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
Hindu,Both,18-25,Other,B,A,E,E,-46.78039307621501,114.3728927564688,118.84883751429516,-59.37315947693844,38.04407519717588,C,47.59030893826598,A,1
Muslim,None,36-50,Male,D,E,A,C,-20.213932940360245,-100.84155724411777,-91.42705801901214,-179.30446622647057,-3.08529437568942,C,112.93503107336822,A,0
Jewish,Both,18-25,Non-binary,A,A,D,D,42.90196418953228,-154.94455095561386,-142.19035328439517,-125.0130381321415,-222.47381937235446,D,100.60989737580553,A,1
Jewish,No,26-35,Female,B,D,D,C,-87.76159658760156,28.678644599996666,-41.30889503552426,61.64968700447966,-151.5630975974129,B,35.36220037963883,B,0
Buddhist,None,18-25,F,D,C,A,B,43.34295337668743,-75.48984435986041,-146.47336695934678,221.45263042255746,9.904999142653747,D,92.5257518766752,C,0
None,Both,26-35,M,E,E,D,C,-72.32912107484259,-53.75970923317453,186.65371027842076,-67.06285718740651,46.21704580020351,C,-111.69901710643553,E,1
Buddhist,Yes,51-65,Other,B,C,A,E,-58.422302043389806,79.82660205343882,-37.82474740781973,-139.81060804761776,188.2772667208777,C,-107.0443223339077,B,1
Muslim,Yes,65+,Female,D,E,A,E,14.385912516400214,-66.31184087866858,1.9522509198267586,282.07421575416174,146.72546034324478,C,-205.441813606553,A,0
Muslim,None,18-25,Non-binary,C,A,D,A,0.5155894194677932,87.24469587945879,-127.29635420976855,128.6591605022539,-181.91674153322748,B,26.10845073673877,C,0
Buddhist,Mental,26-35,F,A,E,A,C,102.28865168254346,-75.20212390682049,142.23568329428727,51.042883250199125,-35.56673351437014,D,165.76747395050833,A,0
Buddhist,Physical,26-35,Other,C,D,D,A,35.20871031671691,100.23906600294106,8.1606218901534,-8.565631769836921,-88.23645558080631,A,-23.628390924481536,A,0
Jewish,Physical,36-50,Non-binary,A,D,D,C,71.37547305365207,-49.78847415323076,-112.5262946418514,25.506832719214433,-303.76112735353246,D,37.3877287656304,C,1
Hindu,No,18-25,Male,E,B,B,A,136.85932822530913,-66.56720553087149,45.11877733333118,-39.132530909477154,-83.1027935514195,C,-1.448298620608429,D,1
Muslim,Both,65+,Other,C,A,E,C,26.44942707508126,-50.3505193474589,8.562479317650865,-9.963282028354525,9.145413412131138,E,68.82586691395286,E,0
Other,Both,36-50,Other,C,D,D,A,-63.87195569412548,-86.56135170512694,-122.01490406751947,28.91778814516948,148.72505606331134,A,54.872381179065364,D,0
Hindu,No,65+,Non-binary,A,D,B,B,66.55594442357935,31.893618451510005,-2.0332242116194674,-128.57788579464327,-228.87592123105821,D,113.50580261006742,C,1
Christian,Mental,51-65,Non-binary,C,C,E,E,103.6302522573789,64.22319517526113,175.8212838896793,-74.55400411768753,63.82632235806738,A,-34.56722432197549,E,0
None,Both,36-50,M,A,C,B,B,7.041092402915725,62.07339800252899,154.54000789595256,-54.55373713756803,135.81820009421386,B,-157.17350266845486,E,1
Christian,None,18-25,F,B,A,C,C,46.33820359672147,-6.031945076665892,-142.1105201403972,-5.982588722690563,-263.994835445433,B,-36.117090007585915,D,1
Other,No,18-25,Female,E,E,B,D,105.89952027439742,-153.51055210822275,-175.68951944055732,112.80252258334733,-70.55522896372314,E,62.77275113727839,E,0
Muslim,No,65+,Other,C,A,E,D,5.132377241851045,-129.71279971903462,146.80774922959634,-12.621691029638454,119.15595130405727,C,169.59978764781354,B,0
Muslim,None,51-65,Other,E,E,B,A,38.70743398414509,-27.126844289560804,-93.84345506531902,-19.02380882982512,54.04847135563601,A,-101.05237814161909,A,1
Other,None,36-50,Non-binary,A,B,A,C,84.04694399558628,-216.38789064289017,-70.71358191656513,262.4709562377764,98.93789994066043,D,41.308846296793014,C,0
Jewish,No,18-25,M,B,A,A,D,22.102861628858445,-131.21704759046978,-115.30413347369044,-140.42508723445513,-71.59264870037342,D,16.84361680621586,E,1
Jewish,No,65+,F,C,E,C,D,-138.0260385929936,27.279300787656457,-41.87305260120547,-216.69787006647906,70.36481666300872,E,-1.332684554297664,E,1
Jewish,Physical,51-65,Other,B,A,C,A,134.22417892731264,86.34206773101762,11.0431368915059,-29.641513129646295,18.06391730393825,B,9.130661814624617,D,0
Jewish,Both,51-65,M,B,A,D,E,-60.71310872094686,135.18183908408488,5.104157739066175,-89.92411900983129,50.89097234230591,E,-46.1750439939019,D,1
Buddhist,No,51-65,F,E,D,A,C,3.3226801352074182,114.78149927454713,203.33236588594792,-82.17294358487634,-11.43832287202304,B,130.8992128794591,E,1
Jewish,Mental,36-50,M,B,B,C,E,-71.24793252585336,-128.07257181301972,-109.48016582401311,115.47439444833914,-84.68384505641022,A,93.98963372427913,C,1
Other,No,18-25,Other,D,A,B,D,-94.66636581525322,184.41411561009417,-46.81627887670916,-5.386661896689074,-5.752226674402077,B,58.892063002625065,E,1
Muslim,Yes,51-65,Other,D,D,C,C,216.62453304929673,78.65391432518743,36.85530558465797,-12.232946852965494,-37.09242230936789,D,10.890297717045055,C,0
Christian,Physical,18-25,Non-binary,D,E,E,E,113.47129593438854,-190.70664853949154,-68.77537855383063,34.83684570309346,7.8757320089512115,A,-26.335627220421415,C,1
Muslim,Physical,18-25,F,A,B,B,B,-106.49403836691359,-89.26484689909249,-182.51806615354676,155.4223128194599,-53.042522357292334,D,145.028743011107,A,0
Other,Both,26-35,Male,B,A,B,D,-104.23118557382884,-130.43564073211263,73.09898638358025,93.41756433280344,-170.01778003605907,C,-42.10900724211001,D,0
Jewish,Physical,51-65,M,A,C,D,C,-54.65100515068354,55.0584541738172,-250.62768514383617,-17.999489243629007,-93.33270127865448,A,-76.0444722927933,E,1
Muslim,No,51-65,Male,A,D,C,A,85.04508790881776,-144.61466420508066,-5.718922947868827,20.727470143454187,-161.49972847994297,B,164.67569683713552,B,1
None,Yes,26-35,M,E,B,C,C,-12.320455978304862,97.9691496302008,121.91540974314215,174.7005757121204,-3.2487045101259078,A,-192.205847879768,C,1
Other,Mental,26-35,F,C,C,A,C,-91.12924473589551,-43.77801419942174,-50.892682405782644,-23.10461625028751,206.83802740717718,E,90.9759346340449,C,1
Buddhist,None,51-65,M,D,C,D,D,-7.704619797002228,20.649762216246355,34.26277256657404,-146.40170975417726,64.24359965475858,B,99.23919890477951,C,1
Christian,Physical,65+,F,E,D,C,B,-45.7893693405689,-176.31693011668713,250.57618023699484,-21.908607865666983,-87.85566800609746,E,75.76109829963397,D,0
Other,Both,18-25,Other,B,E,D,D,-5.896614593420522,-184.37609080983907,85.52865563486067,123.34485777870823,146.51463704242164,A,-113.610767347296,B,0
Christian,Both,26-35,F,A,A,D,D,7.5673922780595,138.12883967279234,62.089032058541136,-0.7803555174872525,159.44186751969204,E,14.780909702984019,B,0
Christian,Physical,18-25,Female,D,B,A,B,85.19857536030129,123.77841282028909,87.22652203823445,164.32196198180728,74.06373519470021,E,235.40817516547344,C,0
Muslim,Mental,36-50,Female,E,D,E,A,-73.72858671341292,-114.96960393557009,116.42791326669712,-34.17520403175542,-110.51579973287859,D,67.34289407405414,A,0
None,Yes,26-35,Non-binary,A,D,A,D,7.9037790703350055,33.53677169114596,43.959341638732205,51.597921481240675,72.09405591853401,A,6.965869478019485,B,1
Buddhist,No,51-65,M,E,B,E,B,70.13051017980976,162.51196805159557,-63.4084355910543,-64.93963618167213,-46.57477547300466,D,-23.166039093764464,B,1
Jewish,No,18-25,Male,D,D,E,D,-117.47079707820707,-89.72596581633562,7.994947668764772,65.35479492915829,97.25921917991785,E,-23.087221943318866,B,0
Hindu,Both,26-35,Other,E,E,C,C,94.92457353374523,-1.5275545998371922,10.023129997505526,-187.75760318631416,-170.55802580726825,A,-79.11738440721884,D,0
Muslim,Both,65+,F,E,A,A,B,-99.28048845048869,23.350351213197555,-236.0694376308802,-167.99686571358825,120.65904679999842,E,-3.374016804662906,A,1
Hindu,Yes,18-25,Other,C,A,E,A,16.407696971227292,55.86086561319126,-137.9295995324582,-204.65784151494506,42.32379984470805,C,92.09548078090218,E,0
Christian,No,51-65,Male,C,A,A,E,-40.774976026656084,-16.83104955517167,-46.443418764825765,5.350890156829271,7.8989421939554285,D,-14.40439189177736,A,0
Other,Yes,36-50,Other,A,E,C,A,-39.580535043111894,-156.2138340734779,-83.78680004549942,-107.98650385912893,-72.2160954159404,E,-41.67634540788664,D,0
Other,Physical,36-50,Female,D,D,B,B,-5.841410901154429,143.54678275686678,0.15722968405268856,16.82547409944161,200.54607511228903,D,147.22026632350807,B,0
Buddhist,Physical,18-25,F,C,D,B,A,-36.6535519846658,70.57539851984606,142.98556912828928,239.56816318200646,-75.10818507924138,B,-7.268365323338691,C,1
None,Yes,51-65,Non-binary,E,A,A,D,47.30597177619092,-39.35358379184108,-161.48610913374503,-69.87060560362873,-230.63352733833912,B,-166.59241848329233,C,1
Buddhist,Yes,65+,Female,A,B,A,B,-193.95566033442552,-208.27345550127893,-160.32399785749556,32.44411558099302,-108.33865272766504,B,-74.5548104986496,E,0
Other,No,18-25,M,A,D,C,A,-53.311340694648436,41.18149389494084,261.65933828561487,-16.726816677886575,-20.805699199385778,A,238.39717882438958,B,0
Muslim,None,36-50,Male,C,A,A,D,47.293812768392584,40.10337676616037,14.508613410453282,10.981981665393024,-214.5788529382874,B,-116.25642972156275,D,0
Jewish,Yes,36-50,F,E,D,A,A,42.79869943135417,143.29214658591093,72.77352272591726,-120.98132178043011,-20.642113625945303,A,-82.81443991708058,D,0
None,None,65+,Non-binary,B,E,A,B,-104.14100561268718,227.5819096273588,-205.21508971771544,-117.94729190868512,186.94498322877357,D,174.42039120011225,C,1
Muslim,Physical,18-25,Non-binary,C,C,A,B,139.31328935967522,43.19142597916646,-68.31461124309133,-146.92265014528533,-30.752297716364644,E,125.71561594782459,D,0
None,Both,36-50,Female,A,C,C,A,11.25752878985238,110.14412510768115,-11.721518681910352,-179.2320864282142,34.35509370255237,B,-31.733394801592418,E,0
Buddhist,Physical,65+,Female,A,A,C,A,-54.06743179685187,176.08796885861508,-75.07169995263546,6.31919996424122,-194.73742381649117,E,-98.63615519671781,C,0
Jewish,Physical,51-65,Male,C,A,B,A,-74.36394199763163,0.14646292339895678,-114.19346463316704,-45.78418757884673,60.61372792259478,B,-58.32398549557256,B,0
Other,Mental,26-35,Non-binary,D,E,A,D,67.75719947379089,-156.2945980697516,38.525347442530204,120.25967898702655,-243.95646828587357,E,-11.448715055739747,A,1
None,Physical,51-65,Other,C,A,D,E,41.96441637994985,-107.05525965409146,-108.40443469504999,117.39818434925286,-339.9304472926767,E,-99.40903780186473,A,1
Jewish,Yes,36-50,Male,B,B,B,B,-96.78841643189472,-6.562299372016679,-102.9754834537781,282.3672140574851,70.15056099065993,B,-42.91232129664937,E,0
None,Physical,51-65,Male,A,A,C,A,-15.898229031097767,24.296286331972464,53.54312821587175,-82.72206074553739,188.92098800405648,A,24.169496345342935,A,0
Christian,Mental,65+,Non-binary,E,A,D,D,-112.95400362107684,-39.52239501972781,71.41564758764389,30.19708196042296,121.67895206820695,D,-182.59065086645379,D,0
None,Yes,18-25,Female,D,D,A,B,131.72879403697178,36.14238452942996,-25.918106092092486,115.38089688716093,29.314276533148075,D,-22.166333239947566,E,0
Muslim,None,65+,Male,B,C,A,B,-64.09382905386109,68.0989323157191,59.38543472012837,-36.50386785300548,23.067025746129847,A,-74.81789017030944,A,0
Other,Mental,36-50,Other,A,D,B,E,68.09989577615664,27.65537860509994,131.21855973785384,150.61287761575727,66.15505088666492,B,-7.178324639686863,C,1
Buddhist,Mental,51-65,Non-binary,D,B,C,E,102.06385701988549,173.20748069270985,40.75403602227025,-108.2854343859239,-137.03764343698305,D,-63.56574639042735,A,1
Hindu,Both,36-50,M,A,D,D,A,148.82755770964832,74.33908577705154,111.60752959251452,44.609137653285906,-133.712157620732,C,-61.7333509987731,A,1
None,None,65+,Male,A,D,D,A,70.40859620314428,-101.98275580756184,-65.86966515602089,-57.979026778007636,98.48708595620549,A,-168.14486556298465,A,0
None,Mental,65+,Non-binary,D,A,C,E,-9.469427092094085,74.68700807788741,-44.78988249970143,16.393441709818905,-5.934268348900149,B,186.15850037206116,B,0
Christian,Both,65+,F,E,E,A,C,-262.2191680410405,-146.11918842151596,91.99106710182599,158.066505285891,70.18692662355942,A,-16.21867506517244,B,1
Hindu,None,51-65,Female,E,D,A,E,41.33166983770955,36.281526157156044,0.6645311836749449,-120.26874337023223,72.07096789658306,B,-73.73977215016643,B,1
Hindu,Physical,26-35,Male,B,C,B,D,63.3152998339099,-241.91200251112858,20.328217282474668,87.91152622509121,-2.671901250192521,A,-81.38929413940392,C,0
Buddhist,Yes,51-65,F,E,A,A,E,-83.73506271880822,78.923414300035,66.97251805082013,-90.36811591560455,34.36814578051894,A,58.68519288246684,B,1
Jewish,Both,51-65,F,B,A,E,E,16.06162870778193,-127.37479645046359,184.109714783303,56.00765424941937,-32.49862132251755,B,191.97836045455924,E,0
Jewish,Mental,18-25,M,E,E,D,B,7.450192057299383,-53.154554251517304,-114.30497742082122,135.99998366155464,70.96189458971622,E,-4.418950004758347,B,1
Jewish,Yes,65+,Other,B,B,A,B,53.62797236950085,71.8399304007323,2.1562715474103857,-64.05666722913975,233.9522797134029,C,-80.32137024855234,B,1
Jewish,Both,36-50,Non-binary,B,E,E,A,-69.39153552226848,26.27338247183778,34.294207787386334,-121.13587710578919,13.462196639080288,A,-78.4063499721364,E,0
None,Physical,36-50,Female,A,C,C,B,-35.323578764368975,-9.122187987913433,-191.70117205376772,-83.55575988336382,87.10321068283574,C,-160.3516308655012,B,1
Buddhist,No,65+,F,D,C,D,A,8.51008764777881,160.65520342111256,102.63004969441896,208.31252906042863,18.633072865992368,A,-13.609490639828682,B,0
Christian,No,65+,Other,A,A,C,E,93.04255970895231,41.28174018329278,170.7329719914934,-91.55464157242378,-88.66057517873888,A,4.001549419256452,A,1
Jewish,None,36-50,Other,E,C,E,B,19.36436057037767,84.32359270414902,-97.27068031073134,42.45984774376051,-91.3570140815857,E,128.62829600081434,B,0
Other,Both,18-25,Female,C,B,B,D,122.72788937870092,18.960893561134416,7.786235509845022,-178.3835610063125,-159.62687428764153,D,-114.82741606624617,E,1
Muslim,Physical,18-25,Male,B,D,B,B,64.49460705688665,8.921342893838148,11.529794920931513,74.12675009460256,55.81682899133664,C,108.84439211210982,A,0
Other,Both,36-50,Other,C,C,C,A,178.9853314692837,173.33805098314525,-60.84143664076671,117.41317108975578,-11.236437721901286,A,78.11713866908899,E,1
None,No,36-50,M,B,C,D,A,68.4741762222687,-55.48123947251944,-57.69481272818213,-3.6991210946307205,-15.940378265010583,B,-68.94124848234306,D,0
Buddhist,Both,26-35,M,B,B,C,D,72.70459997659506,6.599918466561096,102.8285147391227,-7.507203612200512,-58.16891150912936,A,-3.3057053154026383,E,0
Buddhist,Mental,65+,M,C,E,B,A,33.031365478196456,59.036594194086845,10.702681492277732,53.69060717627067,2.573817915248163,B,27.916621760658757,E,0
Hindu,Physical,65+,F,A,E,A,A,-36.11952033346967,-58.90023740656205,-100.73498170626453,-36.21300653074112,155.29040170806084,D,-62.598291222225185,E,1
Hindu,No,18-25,M,C,C,C,A,60.49522866915804,109.63225323801441,-171.1589877575316,-22.461220611460256,-7.130480046111648,E,-59.359879717414344,E,1
None,Mental,36-50,F,B,B,A,C,135.56257210907202,219.27378888298756,132.9564429116652,-27.252215018803426,-35.97992760113004,A,-78.93081654871227,D,1
Other,None,26-35,Non-binary,E,D,E,C,-31.65650203500561,60.30407561925896,-95.91623704735926,-102.45203330131127,-198.65750801652698,B,156.6147505542079,E,0
Christian,Yes,26-35,F,C,E,C,E,45.60874845245916,-33.74387490866301,-185.223940636973,-118.91856034142482,46.71371108469411,D,135.55052628531078,D,1
None,None,26-35,Non-binary,D,C,C,B,179.86935604537823,-119.86419292154531,25.08125034943299,-51.52803220088893,-143.55564736668993,A,44.96941526709261,C,0
Jewish,None,51-65,Other,B,B,E,C,135.03935025379548,175.82021019893605,169.89435170396027,-19.237070373348818,-15.143737327197544,B,224.4478910000208,A,1
Hindu,Mental,36-50,Male,B,D,B,B,-83.76669098138905,-42.85454823034428,159.2405471268949,-115.51071932583763,100.88347094893402,D,8.242412604670827,B,1
Hindu,Mental,18-25,Female,E,C,C,C,-172.7563888108125,-5.116459693034092,-24.139255667318913,-115.7289446562132,112.10938177857841,C,154.02553651097318,B,0
Buddhist,No,65+,M,C,C,A,E,-24.001625208174392,76.47443965527299,37.43137509454789,-98.70592673869747,-194.86518292233325,A,166.32507094744673,C,0
Hindu,No,18-25,Non-binary,C,E,E,A,-96.82040529040346,-36.15385122819646,-41.917846170769266,55.86355040809511,156.57859219188506,E,-34.78612605201228,C,1
Jewish,Yes,65+,Male,D,C,E,C,-1.2991976850443199,-128.89370337520413,-91.95573740232629,-16.877282427092517,-84.75110966666364,E,147.8570473637002,E,0
Jewish,No,36-50,M,E,B,A,B,-102.44735485318867,81.51928502050775,99.30407251657046,34.28106960789074,-51.568054498223425,E,79.54125693202735,D,0
Hindu,Physical,36-50,Female,B,B,E,E,63.48889179000481,87.28345562487777,-104.4969712004914,55.90351952244797,31.82077322179453,D,50.28930266712964,C,1
Other,Yes,26-35,F,D,B,E,C,-108.75449334195382,-15.783363347803093,-49.933486846013544,44.748944604291474,1.5255528372572391,E,-102.80289640536809,C,1
Other,None,51-65,F,B,B,E,A,-13.718063176651093,14.200141665858968,115.3608280344496,40.76908130406688,-44.300582597046635,B,52.38983766387628,C,1
Muslim,None,26-35,Non-binary,A,C,D,B,-214.5348672484521,114.06599791445686,-44.00728335589646,-127.88117507160383,195.81591917320503,B,92.4328838209736,A,0
Christian,Physical,65+,Male,A,B,A,A,-16.673505883401507,75.24565266676106,58.71335643390172,190.1812234972892,-31.803407497824992,E,112.01994169389164,D,0
Other,No,65+,Other,C,A,A,D,10.482421518873938,-7.785196163302455,-41.90245259981999,165.44048118048067,-33.28406216439957,E,180.47127825094248,E,1
Buddhist,Physical,36-50,Non-binary,D,E,E,B,-31.109259023081847,4.822810450744504,7.518229619756306,-114.90215868370481,-185.77232210593942,B,-32.65520597775414,E,1
None,Physical,36-50,Female,D,D,E,A,-102.17741096649489,-146.1973448387211,-65.80665254250447,121.9999387467113,-45.74843403028782,A,56.62541167189234,C,0
Jewish,Yes,36-50,Male,B,C,A,E,71.65233967542393,-131.98181513803806,134.5724183433765,75.62083084014041,-142.67416991426796,A,-12.41201792182498,D,0
Buddhist,Mental,36-50,Non-binary,A,E,B,B,-21.051446003497446,-42.460031410758155,-90.0905584972486,30.68574431643574,-161.8923742544033,D,122.13508568604816,B,1
Muslim,Physical,18-25,F,B,B,C,B,30.49385444590069,-71.45144582726573,-70.89925666424566,-27.480125249841265,-152.44534912477073,C,-119.76148838717356,B,1
Other,Yes,36-50,F,A,B,C,E,-76.99429716622407,-1.3932638294461492,-33.60538222928081,23.72446067585548,7.60474448106183,D,-150.01551034784765,E,0
Buddhist,Yes,18-25,Female,D,D,A,E,129.0026394067308,-87.49160104000431,-37.073165018488986,-154.1159675581574,78.98662804932066,B,-11.183167958874026,D,0
Other,Both,36-50,Non-binary,A,B,A,C,-11.489267931513547,-154.02987104388296,6.462035618692938,9.043910070511776,-130.16207875682952,E,159.77975202000798,A,0
Christian,No,51-65,Male,D,B,D,D,-120.05989382957314,85.02612367129352,-75.99952978872828,-2.3283271510407886,-91.98641233762966,E,-176.86397381216486,D,1
Jewish,No,51-65,Other,C,C,A,A,-5.66429468524264,181.59351745111502,120.06376091033735,-129.54874253817448,-87.59299200233231,E,-57.105202007897596,A,0
Buddhist,Both,18-25,Non-binary,A,A,B,D,-159.79861906429437,-114.92961727351596,12.119200399802423,-129.65356370553778,34.19117755642983,C,51.334840173068955,D,0
Buddhist,No,51-65,Male,E,D,A,E,-122.12349884848952,-136.4324505690758,-34.40108809408103,-48.973374329424416,86.64276391751119,C,131.65720397397294,D,0
Buddhist,Both,18-25,Other,B,B,E,A,-93.74209321638942,-67.24896305106813,95.81124844965827,-63.66005687360751,38.918805669462216,C,-34.84157268820307,E,0
Other,Yes,36-50,Other,A,D,B,C,-127.80651230362477,-24.37469601828334,-68.43046926188016,-100.01610819499092,29.244128033919235,C,65.70616943624013,D,0
Other,No,36-50,M,D,C,B,B,35.055167717090555,-57.46929971323556,-120.41067456062449,-202.24898344663399,-123.22394261935537,B,79.3210557571325,E,1
None,Both,65+,F,E,D,A,B,170.75616697559357,-93.78571085160257,9.442064731578391,83.23621759725405,-51.42786941922593,C,-61.96124683936811,B,0
Christian,None,26-35,Other,D,C,B,E,-59.770242703036594,114.68599521811443,184.70740684562497,-55.1196353231486,35.30954052170349,B,-3.4728718820890987,E,1
None,Physical,51-65,Male,D,B,C,E,-89.7204757549328,94.11148440604941,149.09330062492006,1.3969108471200398,-15.665821918381429,E,-24.04103874163926,B,1
Muslim,None,65+,Male,C,C,A,B,-47.54426355433826,129.47186532153827,0.377132995970548,-172.3730945760207,-28.573998878744273,B,42.497855877916926,E,0
Jewish,No,26-35,Other,E,D,E,B,-42.9668548473414,16.18494793883011,-155.1680253510083,67.42579116756636,-43.861089803768024,C,-57.45679208958124,A,1
Muslim,Physical,18-25,Non-binary,A,E,A,C,87.71871725649142,78.39288261826786,-108.52172101049078,2.4945687991285213,-148.53354145901525,D,52.485211279191944,D,1
Buddhist,Physical,65+,F,C,A,D,A,76.58380796203859,104.4621873725469,4.155693448437865,142.88348449191508,-105.7929181896053,A,-109.22583625297707,B,0
Buddhist,Both,51-65,Non-binary,A,B,D,A,-111.3367848697526,86.38647779430978,-241.06128568331525,-106.06898991565015,-177.42263518878255,A,-169.04752216483746,C,0
Hindu,Both,36-50,M,D,E,C,B,103.81698797412527,61.80289358150019,141.71649960098424,75.18613327897361,-219.1699624585852,E,40.94215670248815,A,0
Other,Physical,26-35,Male,C,E,C,B,74.76752008166288,-91.96901827415999,167.16508027709986,152.9824402480865,-146.29724014045777,A,101.30237190938527,C,1
Christian,Physical,26-35,M,D,A,B,D,-72.97160840019244,21.64450101394897,-52.61509286873758,3.5053270757704236,-13.677165769241176,C,-113.03152545665836,C,1
Buddhist,Mental,51-65,Non-binary,D,D,B,E,-60.20157908754242,34.93654929128564,-31.06036934422074,-102.10837351315706,90.27128008967385,A,-104.74670205648482,A,1
None,No,26-35,Female,C,A,D,A,-21.947613780839383,-45.889003864805005,-46.07502331546326,74.29770183737588,36.19173688548454,E,23.642660946298914,B,0
Other,No,65+,Male,B,A,B,D,-190.6176138629635,-65.29530761391857,-21.713626398355018,-44.33521294387195,89.18145275376652,B,53.88533615791006,A,1
Other,Yes,26-35,Other,B,C,E,A,-26.82461345304882,-31.246015951484594,171.44828614148344,-44.43627396778072,-72.48646428549452,A,-6.057148151670933,B,0
Muslim,No,26-35,M,D,D,C,C,102.25529799117928,57.4531517019786,-106.4696524100535,118.1173236631005,9.069501658863356,E,88.55688850279451,E,0
Buddhist,Mental,26-35,Other,A,A,B,E,-104.48204007080403,68.72127595688576,-106.50188901783233,64.58518607076236,-126.63393018106788,A,88.13823579474561,E,1
Other,None,18-25,Non-binary,C,C,E,C,-67.43781973851112,103.16221712035924,24.76896585853718,133.78307244420057,-121.84688160389878,C,41.8716167001321,D,0
Buddhist,Both,65+,M,E,A,C,C,-80.7016749749886,180.59931046556187,50.97287264062056,34.41576943544345,96.18120711125829,D,-143.70246153002967,A,0
Jewish,Both,36-50,Male,B,E,A,A,99.67855068974185,20.043473741926704,-94.06649009166603,111.16939903593381,-1.7728646077758745,A,-140.94655563814908,D,1
Muslim,None,51-65,F,B,B,A,E,-181.30482152315344,13.9249091102005,-53.64905893610976,-60.697732041623674,-78.32960197991177,E,-98.9475504472378,B,1
Muslim,Yes,18-25,F,D,D,B,A,-29.593746715647228,-7.508465041290248,42.71520066869443,-19.818156931339853,95.10198983259724,E,248.42830380157073,D,1
Jewish,Physical,36-50,Non-binary,A,E,A,C,77.03555422802995,-36.28090664269803,111.5304907512883,-149.9796294373625,55.012199499273265,E,111.54451929903695,C,0
Hindu,Physical,26-35,Female,B,C,D,B,-15.015920863876422,-66.24087906146913,-21.883767446420297,52.39607843930917,28.0382440746539,C,-70.93330250754218,E,1
Christian,Physical,26-35,Female,E,A,A,C,-123.46423477399549,-27.655938676680375,-41.55429551549993,-0.23614208901826436,21.272037717064148,E,-34.24753696736679,D,0
None,None,18-25,Female,C,E,B,C,115.49385845187858,-8.225105020619102,84.81082249696186,-7.3144191533083855,-72.99180277183443,D,-164.14642625857297,A,0
Buddhist,No,51-65,Non-binary,D,E,D,A,-73.0856581598244,-87.14628340795625,37.3177322988644,32.44553644733156,-131.02885363335724,E,-36.94951767788932,A,1
Jewish,Yes,65+,Non-binary,E,A,D,A,-193.9195138411074,-109.82689255817586,-186.29675022048627,9.235724626574465,-203.98545388831312,A,85.10614868663156,D,0
Buddhist,Both,26-35,Non-binary,D,E,B,B,103.88710733350467,-24.90528502525843,-108.4475049318583,-3.3295518633338275,5.442269164906817,E,52.66385956328873,B,0
Muslim,None,18-25,M,B,E,B,C,-23.388566589248107,6.777977014392782,113.24522183157461,-3.3054684181226026,-97.03571898172049,E,101.62957847789167,B,0
Christian,Physical,36-50,Female,C,B,E,C,18.691099729935004,211.55086952248058,-158.1755179456378,-115.44880481092031,112.46330807884219,A,130.61871163217,B,0
Christian,No,18-25,Non-binary,A,A,A,C,94.13161093314308,-147.10310040563095,-87.93769429936982,-191.14430436691094,-74.8360144732091,A,1.9213503798407892,D,0
Jewish,Yes,26-35,Non-binary,B,E,E,B,109.60748108407965,-55.690632588977685,92.45726918822176,-74.43641346816779,-84.44997868605954,A,-207.72173314855652,A,1
None,Both,18-25,Non-binary,E,E,C,E,37.37309824867477,295.9958012407328,-22.616757907416847,-115.63423375171824,17.005458452351547,A,-36.54844890313595,D,0
Christian,None,65+,Male,A,A,E,C,55.75981661317208,-2.997612814404644,5.887943805240575,-127.56520284578544,-30.841363374894094,A,-183.41675546146197,B,1
Other,Mental,65+,M,A,A,D,B,-155.2431274861607,151.36935235479666,-9.820317671831504,-124.49040207125353,-100.97774867161876,B,24.259740480098117,B,1
Jewish,Both,65+,F,D,D,B,E,235.45187615340825,-179.93971963860943,77.16747725301302,-24.708145408499373,-11.770660098643063,D,-51.29350242685171,A,0
Hindu,Physical,36-50,F,A,C,B,C,-166.70163897077728,93.29433764760428,29.909404313452587,-33.70843329078357,-81.35866663153264,A,175.50506150761797,A,1
Jewish,Mental,26-35,Male,C,C,B,D,281.5110372962378,45.77728433455508,75.74208681570809,64.96457315330896,-49.92378334551225,C,-96.7743219542888,B,1
Buddhist,No,26-35,Female,C,A,E,A,90.50596324137382,-119.10357130468736,25.565064203290973,-30.80685293658939,-12.555144316128713,E,-97.64481047353804,A,1
Jewish,None,65+,Other,C,B,E,B,-197.6316137941499,-82.4132584526956,-48.9591275561366,-52.57094680821609,-159.72291886091483,A,14.79482925174124,A,1
Jewish,Mental,51-65,Male,B,A,A,D,98.06135232369863,39.77736963961912,-170.18885764934313,-345.01134409328057,84.27128206348434,A,-16.815868713352238,A,0
Christian,Mental,18-25,Non-binary,A,D,B,E,74.04968142045246,-125.77096860611452,-19.94668617127034,93.71557454705642,89.07513690103828,A,49.905870234401384,A,1
None,Both,36-50,M,B,C,D,E,-283.73431697222327,121.03792844541191,146.57447742309756,-124.96249187806465,-114.32451133809354,C,-99.30715295494788,C,1
Muslim,None,26-35,Male,D,E,D,E,37.69198588125129,221.11767007402628,175.33846420800592,-110.1529792298706,97.98617060110377,B,-133.94333145213295,C,1
Christian,Both,65+,F,C,D,B,C,20.799360187502415,19.623333545372407,-33.07311942612436,-66.257679771325,65.44754506828384,E,22.107809580353198,A,1
