military,age_range,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,target
Veteran,65+,C,60.74807275165559,E,28.562323148524772,A,56.22825028912046,53.639169769683484,32.155903719396925,-12.378253365808089,-164.43428096038204,-23.416575727176255,-169.9714106972567,D,42.915843136007496,102.01792102650356,-78.80689414591212,E,C,-121.61146906694418,0
Yes,18-25,E,-232.6240380558961,B,-87.6714535841435,A,53.55339888576037,76.9837478699554,72.3256564288933,75.87252032472726,95.93244947462483,-51.658703351951644,48.044714020635375,D,130.24485224100113,-58.97552574784678,94.24264838188839,D,D,-81.18943546413848,0
No,65+,E,-5.299050396239954,C,-45.966839732988,E,-69.35927948353532,-49.002900994499264,51.941573340949844,122.77061884474463,-46.48242192779335,-23.943362872425027,-40.19438848343163,A,-90.0973941225213,-14.795237916944782,-87.20857978280051,B,D,175.7096446166158,0
No,65+,B,-20.52790485327485,B,9.133741814573797,A,78.99146590067275,129.4565645792285,-92.50408473507338,68.95757962384147,82.34865941518844,106.82212311722905,-97.35876842635619,D,-134.71966096560266,-11.335546475228792,90.21671380608566,E,E,-78.43870402639557,0
No,51-65,E,126.30244654937049,D,44.86553483170918,A,-169.9064049365572,-9.729361189011076,-60.450441502177824,-102.04975696088235,-26.69575697500782,-43.81687426881696,11.593060185206786,A,-131.6413283551685,127.90028856683699,62.69139245736199,D,E,83.52317556426148,1
No,18-25,B,36.91837797539876,A,126.92816659702528,D,14.950603368221268,-45.22818191916753,101.24302061576019,20.297423223028332,-53.70023926270465,152.04676260176672,-99.3673653649257,E,-50.59830552510739,-3.981537004811414,94.21944337807113,B,B,-44.77462737524745,1
No,51-65,D,-2.049703853852701,A,-26.52516335796787,A,-128.79654776179558,-30.631178255248663,-43.56094591670291,-85.3149736988958,-43.52578320481844,-11.763597391769851,7.031226398181073,C,69.72322268661628,26.39441807156318,-37.192105071402324,A,A,23.193716246667115,1
Veteran,26-35,D,90.52724601153857,A,-58.997971176545285,E,35.434430438495575,-11.275692886563835,-16.09772515109726,-58.40834788408738,-109.184945955712,-3.6444407938663144,41.92279005357937,C,33.81445626134744,141.6935730824019,-134.23109672752452,D,A,30.25437326299114,1
No,26-35,D,-1.4730684786464943,A,121.57340374988863,B,-50.21191994449602,20.14333190040937,-12.0866243851829,48.11328828440084,310.8519773097405,91.1420202776992,286.5433606442162,D,41.24475347850712,-196.78612607477888,-231.27385440230944,B,D,-37.5535592986154,1
Yes,18-25,C,34.66779700054583,E,122.26508178954643,E,-81.3450279357011,27.88256169269853,-7.538491957247046,169.98037437901482,-237.06054202258434,4.017996883046657,-26.166354933840502,E,-54.57861191013657,-164.04234342640262,-77.26092321516246,D,B,50.329362874539626,1
Non-Veteran,65+,E,-122.8129552565188,B,-3.7779247039467596,A,-189.49760111463732,-121.66769037815351,224.67826119330175,107.89243165491875,9.184063134491794,-8.116301008792307,27.572825134597355,E,-17.17301468610823,28.581388576095552,10.09568800939666,A,E,-103.93447823392337,0
No,26-35,C,111.3844958351581,B,-0.818068546954211,E,45.42713217411843,-84.52739772259821,-26.38066173741615,64.88196658098802,-346.25999130895974,104.53259133602903,-119.80939812203665,B,74.15929272982362,-25.476482824018483,41.684275580823126,D,B,-43.76505595711851,1
No,51-65,B,-40.84044005064001,A,27.601202497082117,D,75.92061370617522,-83.27671833537259,56.19440669781949,82.9166439913645,177.37924020182638,-1.5824248735406328,55.49988592322725,B,77.22746752952638,-88.61509519950428,10.691346710491304,B,D,-62.34992711176304,0
Yes,65+,A,172.0854265196888,A,170.17462415796916,C,-94.53676277961279,-61.1171114566129,-150.80186760327047,90.67334741113892,81.2290076364197,-295.5119693643397,10.514486113900832,D,20.02516764503296,-54.219793469408984,-33.14825926531391,E,D,85.25407459442398,0
Veteran,65+,A,-60.015661933685905,C,-119.72015087111463,C,53.48560861958844,-172.99529097371817,-8.686402785022254,-65.67361759235922,34.25583180166989,126.67294300183136,-33.055253690972656,B,2.3803599605312575,-15.209600589222571,-92.52775765703421,B,E,-107.47457487854648,0
No,65+,C,59.60514513043053,C,5.542348830531764,E,23.907109153226052,6.367302239137705,-121.05058922804332,-4.548279713891656,36.52624592998121,-65.09219627865951,353.933338981025,E,-32.9120255699169,56.11987661306272,-134.74699611223141,C,A,-234.81107220670899,1
No,36-50,C,78.83402646318076,A,9.203276275714234,D,100.66802625028994,68.83024809494994,-94.00941834607282,-227.5985065186454,36.20682110506651,-116.36583372298664,38.617466395224334,D,7.957321671908596,-55.7041564184947,-49.82574674507668,E,A,174.243216895632,0
Non-Veteran,18-25,E,-39.5003183242223,C,-40.747983373866845,D,-81.5768637445769,84.63462099236952,118.91564648174979,35.73720239044918,-100.58758782197708,-109.5929148952461,-64.69526853572154,C,-105.69464120760162,113.39453576150242,-79.05989576654541,C,B,-98.95777243432096,0
Veteran,51-65,E,-91.32932615789038,C,-27.47918355672362,B,33.33772482648086,-63.86810013685829,0.5723057309394884,136.52792398020702,136.77646893625945,171.62403336040686,122.94253854591071,B,-69.66402458190063,65.31546613210185,82.01716241072535,A,E,1.2933828312330382,0
Yes,65+,A,-43.661016369927914,D,-24.51771341367792,A,67.85472883986112,51.94777749319549,-7.992966294009747,107.3591319842222,-47.03100497909599,-224.08314788004847,87.04696038967852,C,-81.52820804247605,58.84978705578898,42.22311912637257,D,D,118.001674836412,1
Veteran,36-50,A,178.19723652222848,B,11.78389712876494,D,-25.95922415703428,-58.86605078613334,-60.26869066634647,-150.71720116587076,106.21664143417118,-185.6646494236387,-0.8684671622235632,C,133.59900786676815,-47.243972895467934,-23.074072106454764,A,D,-73.21955426766455,0
No,51-65,E,11.871785437161932,D,67.89689671821462,B,-29.020880712582088,-45.64787304564588,-32.567509988784884,135.32095869159858,-100.44776854529044,-36.40267686756706,-74.751814348321,A,-130.94440700786208,19.632580990031563,35.48220993141836,B,D,-17.246530575517845,0
Non-Veteran,18-25,B,119.55081294084569,B,52.82531521552445,C,81.95443562988056,-276.9922288943997,58.482774910846835,172.23427902638554,59.98135126915047,31.909287772348776,36.42546446976808,D,269.2372384959064,-118.83713277783738,-120.01422390208442,B,D,-246.41235216188983,1
Non-Veteran,18-25,D,-75.83963998832355,C,76.42030568505798,D,1.7816411588331704,-130.78496685361904,-69.55639958002801,-140.37840550385886,-31.53777247510382,150.27794336855956,125.28921626297446,A,95.84770008132878,-22.23327905879939,67.89624459092839,E,B,-12.73822930898206,1
Non-Veteran,51-65,B,-162.57029887962798,A,-221.46429366115171,D,108.15409827397689,-13.888848204278725,115.7500267619235,91.07356695518793,-47.475433511993884,8.669684932261537,-5.84059890149009,C,-5.8065750509850895,14.592740794553144,203.86261719916172,A,C,48.982080482051785,0
Non-Veteran,18-25,A,-52.29216857240127,E,63.18073562918134,E,5.793944886565085,-48.66021675498885,39.61151540904873,3.250007242721979,-95.75927738747691,124.25760935346291,38.1372975009165,D,-99.27600211337374,45.01853566341162,224.82511674269406,D,D,-69.13323362564655,1
Veteran,65+,D,-43.27661293720512,D,14.020465210632363,A,54.19609765505924,-41.64788065674237,-31.409853369240953,5.279377587817938,-57.90085865315825,167.67813698893042,89.68796763990129,A,23.022963664689694,-99.36799132735828,-93.2835380515101,A,A,48.113407101233015,0
Yes,51-65,D,-42.17426521030278,C,-196.1029662658717,A,82.8446452818858,165.5255874268152,-35.673862023174394,184.631468141634,-19.942377556695625,42.71714257464202,-123.91294432541302,E,45.29604201838038,17.40293452175808,-143.79814068781386,D,E,-42.89936016883564,1
Yes,26-35,B,-6.348780272379837,E,-58.08700386042628,A,75.12091561792687,139.00062789816607,97.98489282171381,87.67526576902823,167.8889136353894,0.9293475674107957,21.416820419342347,C,109.29821635095081,-79.31881610623812,-75.18702733946937,C,A,178.2543227770725,0
Yes,18-25,D,76.4106142919126,A,-66.21346474203219,E,-60.699303936392766,70.9134202164152,149.66732224690986,46.86062537266486,67.1984158302132,65.20215806233618,72.00157389723327,D,-117.86043202449466,97.96285783535446,181.00638075239038,B,E,-46.50737024798024,1
Non-Veteran,18-25,B,-216.99805503964186,E,116.01569314413935,D,-71.16415492517704,101.60900712971836,-93.15047116387191,10.409980812226497,-49.33837249700988,54.88457698991953,-169.1836080475367,B,42.96579933253026,87.26187538477151,154.59539919122435,A,B,-3.5318511161666186,1
Non-Veteran,36-50,D,-60.31822188608108,E,54.07502136689038,E,64.76316306181825,11.438576796594347,-10.636011210450796,-28.81393125861187,170.37696579457747,106.04226465565122,38.77959870019535,B,-8.767503148791599,-7.151985435953981,-41.920317542334836,C,A,-62.130400667150056,1
Veteran,18-25,B,48.372249720499255,B,-202.7989182289807,C,64.77043331860126,-79.43511267154683,-152.2252235758198,60.68612072911529,-86.70444385098777,-57.51626851470054,-17.421367675730153,E,-212.05959443161015,39.49280290105654,11.711788234647429,C,A,-104.59459129593627,0
Non-Veteran,36-50,E,57.256474066411,C,-90.06044662719898,C,91.25093630363807,109.82210331169418,32.497842245360985,34.05299924554578,45.4659556654297,-115.73118839255827,296.3633446188851,B,35.49428362535216,-125.23926697390941,-129.06550849740083,B,B,-68.34619249978992,0
Yes,18-25,E,24.296321317473325,A,55.19426354390179,A,59.4597840095486,-31.785861917543844,-31.44345258423078,202.25649016236923,281.26388351269446,72.12085387977581,105.17932846721354,A,-44.92763409348522,-15.429362959293252,-79.81371761703478,C,E,1.3083310114303672,1
Yes,36-50,B,-194.21099980406703,C,-72.32673638830342,E,-67.57345745610408,-156.30746083513412,-30.664538038377675,-52.54068007135786,-50.27887783166879,-73.21964849118673,-187.29165248393542,D,-88.61351151265373,8.39075560227406,146.32110976172686,B,B,-41.38772289854517,1
Veteran,65+,E,-95.60007569199225,A,68.08860269863442,D,-30.94845063751971,78.80448271401416,171.45312457967773,44.16284303200853,47.102304300176854,55.423321647152704,276.2155239890213,D,-83.54011831121782,-83.82625792132285,-17.224279612992756,E,A,-68.54865083567474,0
Veteran,36-50,D,20.904480479927418,B,62.12267409795989,C,54.5835776980485,82.09242175345528,-228.45366671925262,-31.824063450492513,-23.685307971919343,-355.4889273695746,2.048200637719042,A,-54.81849505807137,154.4039140217356,2.0778342596394492,B,D,17.254620296363182,1
No,51-65,A,-10.710249287350457,D,138.63719647438356,E,62.75891769252407,36.954921586856166,-5.996637236385063,-122.79224188858662,196.9982081751302,-180.49116608271055,-62.51093538421325,C,-81.64745751198225,101.4143353122287,-19.908638653968424,C,B,-69.83653946658808,1
No,36-50,B,50.665177817826915,B,-50.99323190422297,C,-76.15155509102485,-51.55200313276483,50.69861965542175,-15.9460615461695,60.25640802028818,-145.10091914827535,-141.02456175002473,B,-28.97025644694809,-11.668122231593452,-42.58710510392843,D,A,84.09325544616195,0
Veteran,51-65,A,-42.2527680174626,A,2.9586229609473635,B,-71.94089218998577,-111.1949773257642,-90.46710258106661,98.81148992398226,227.58479049632555,119.26762264518366,-149.72344958732347,B,164.45264243154355,-13.72204726019642,-37.59431138068853,C,E,-205.18367633314494,1
Yes,18-25,E,224.51142907302435,B,41.42483993333782,A,-90.37397589698524,-14.066631212288364,85.11060823705833,205.18273483573986,43.802883003793234,-55.32855352660374,-183.13780306876083,B,-128.3756809319679,27.538390885297826,-14.975356124585208,E,E,85.87364560206929,0
Veteran,51-65,B,-75.83908317882401,C,-109.24479770260255,B,-181.504215415738,68.51505928423107,-11.132491254467372,-23.157255206688266,41.542304771452,139.98538293057246,42.4951329358785,C,104.09505247775942,-12.800207346244472,10.4812667576864,D,A,-71.5151048353301,0
Veteran,36-50,B,-242.811718293934,B,149.2575551554449,D,58.19905979318406,19.342061080656748,62.334538533211294,-159.0244663594093,37.36616104753522,76.56151543901863,47.75802951424378,B,58.31513188344114,-41.835007525696405,213.6772969020931,B,A,98.23169676167336,1
No,26-35,D,-62.51921866144768,B,45.813716006001634,A,-39.26283263599723,-31.566260695342365,-75.26916856048457,23.343766814839547,-57.036601558972485,-24.0809653754643,24.292731933399413,C,12.206780822859695,-34.87391735867526,163.08812128513307,D,C,-25.638404154342354,0
Veteran,65+,D,-5.9287447212925715,B,-91.27762932933338,D,-146.10972214769183,14.553723830433091,-149.71429498500913,-50.09894624385613,-175.17508777868557,-3.3468546671169115,262.003364051337,D,133.10373665517653,84.44618035298888,-9.247651605573576,B,C,-120.11371869566867,0
Veteran,36-50,D,-118.77941291093532,E,-30.931541931962958,B,-5.340445924320971,-71.73319796117757,-25.108137558434933,-119.97947790762366,9.95966758085922,-16.258344901330148,169.48485900199378,D,-21.306397569461005,172.99447223087964,44.64201707408204,E,C,22.608567277985745,1
Yes,51-65,D,169.63759655637367,E,153.92175493383112,D,25.320988910088094,59.15866913421336,-27.43248470041545,136.7638007659333,35.708457472104946,-53.136449765215055,-21.751875278166306,C,-19.119030070637614,7.682413009122257,-16.439523574995967,C,B,-11.148452087242724,0
No,36-50,A,-83.84833828161773,C,-79.79926440974974,E,-92.26846397660574,-132.30691974838476,11.204038531509596,104.5217565924558,-59.56273453027784,-32.80621046272306,-196.62082115291483,A,-145.2776357479444,125.99738316564242,-128.67855322994447,E,D,15.698653355466671,1
Non-Veteran,65+,D,-119.09060686458417,E,22.36886992053029,C,101.84715578596536,147.54496174128178,-32.843564216203454,148.71770433091345,-125.01862798070349,59.27382680722055,-76.82508830331022,C,-68.29406617785644,-73.3219144323685,191.41794556891443,D,D,186.8887594920448,0
Veteran,26-35,B,-210.16713767840596,C,44.54933293087377,B,-3.9217091104849784,-68.46358097432376,-135.29933146874663,88.45280299759692,-122.62483860673561,3.8228784600633468,-14.776462587958031,A,-70.78277473129727,88.4927680693643,58.855001870136526,B,E,-109.49868675522563,0
Veteran,51-65,A,178.58525322408582,B,134.8203428450259,C,-71.9518528716239,50.79697559930446,117.53426283671719,12.709701449183486,-9.875709162019486,9.189080566663293,64.76934291763148,A,-135.85542574587947,7.286006940421749,16.693820717767117,B,A,-57.45728081384656,0
Non-Veteran,51-65,D,-69.11619618644177,B,77.92111725576028,D,14.545287892786233,-45.47814286437234,93.84093596898433,25.48931958193789,94.69527081255858,-74.20424646720173,47.41749065350731,D,4.834112169833496,-22.16022357367034,32.80543119663991,A,E,-144.80960215581376,0
Non-Veteran,26-35,A,47.65842594440004,E,-187.76213143021116,D,-121.07009278792677,174.90549351958805,51.108031188157895,-55.975137625107976,-75.81647455508865,-14.950792168405098,90.21774193881407,B,-65.10162896998195,-77.25332127042812,-29.238725926340557,D,C,-18.33333438551042,1
Non-Veteran,51-65,B,-154.8356858970024,B,-70.88694081203548,E,33.74849212372302,47.871499463558486,50.93331760783549,-1.0353515466304715,62.26647438152072,32.69630070024211,121.88701330079898,A,70.31282637891016,37.8725852449154,-4.437032163908264,D,A,83.09014141022604,1
No,65+,C,-93.03983384837717,E,-35.64612724713992,C,67.93467747445891,37.52068603909231,-50.79880333520911,-98.92773185405733,-23.74996490944695,44.49584276457567,-284.29590998797823,A,-45.20711617483112,192.81578363964755,-57.629467924121926,A,E,-11.905186467145644,0
Non-Veteran,26-35,E,111.38417195626798,A,-110.82352589483533,C,-27.766161526804662,-90.2917147342555,28.962806691502923,-64.75564504139862,-93.8108110904185,-23.594897644154948,62.98620355763419,C,161.65064428795492,-111.05273023568157,-96.89860613256465,E,A,-134.1068670829131,0
No,51-65,C,57.35813095561466,B,-5.5470328208838,C,14.640439727069529,-44.94786102527655,-144.58534960422352,37.53053089248532,63.374215830891224,39.800060732923,65.34789623018797,B,0.37239700943836945,16.059226426027152,56.54323189559249,E,E,203.0331548679624,1
Non-Veteran,26-35,C,-154.4419483123741,B,168.91697666400378,B,160.1502030309959,216.56318361814857,-104.27845337163886,71.76133524152279,92.87823229534055,10.55034241593808,5.388386411544399,D,-152.40151157059515,-8.833428449623714,71.95186585760142,B,A,0.8710253383456074,1
Veteran,65+,C,51.94006972388517,A,39.639851610797564,A,183.18665459694233,-150.76420534408936,24.77675524142708,1.0865183488293986,-24.85666721755682,99.41948673131628,-40.604926031837344,B,119.63833362997896,-184.24672833478877,-10.712097849200982,D,A,180.13536142529426,1
Veteran,51-65,A,155.36438388092427,D,-105.3227307201179,E,-87.35752128021917,-27.613209430712597,32.14347401873358,89.99245906336404,28.330607724286978,74.17288931561966,-105.55639343974819,A,155.74428051209932,41.45340704638881,-182.30077008927083,A,C,-36.779893186346996,1
Veteran,51-65,A,73.78662276778392,A,-175.8699759318441,D,46.212830788922886,-177.1495544347116,31.928330606119832,-73.18940760120917,-14.575382487259706,-25.294795375360103,-60.87578758849466,C,114.29399005493117,54.39789625992423,-0.3568151456114351,E,B,31.163603655161477,0
Veteran,65+,E,62.17104590753002,D,39.49587272632011,A,-13.499920468234361,-23.956889344660855,-156.72950024049587,15.045846603974669,50.8343713844542,142.49143054282757,-38.71650979961173,A,-10.351790397284306,44.50618653488394,-20.63051597183746,B,C,50.65551376824884,1
Veteran,18-25,D,253.6180812447924,C,15.157830090251467,C,-265.2048926683468,42.41416906521405,-44.663513336074146,43.643599280473794,-48.88728965544451,117.7392060894229,-74.7188146836669,B,67.69376658310436,43.9824825063242,52.351500678097594,E,D,-123.95252070046314,1
Non-Veteran,36-50,B,74.44242650374507,E,31.33316634260077,B,-81.53411967929284,-35.34441609803351,101.50918234248456,-28.920230518662223,160.25213908223662,-45.13404495557364,-134.67880702305595,C,75.39833268013577,-45.42716261269469,52.62162887281799,B,B,-152.20895259057153,1
No,36-50,D,-24.324210202132278,D,-67.6024579070458,B,-48.985270820228145,65.30666952112847,-7.420621381541419,75.94375536039524,113.48755104267872,-200.0899856195144,6.193564138870366,B,-61.918257508213216,169.21307339042684,-259.72622572320444,D,C,82.88817000071425,1
No,65+,B,-193.76369714209346,E,-121.48378154104427,D,107.19541581546972,-18.48400730953344,108.41257400591273,73.28005740738142,280.23430095908617,-140.09763462999533,-14.258520541307435,D,70.4234542705712,-38.39132209231633,-59.738245278916104,B,A,-43.07000086739882,0
No,36-50,C,98.41937657141267,C,120.12056283484252,C,47.47744405382479,129.052604267466,-2.9064831546257652,21.632132308223404,66.76034869675365,-59.01875126596015,52.49592003327063,D,-74.4827708422664,-64.27904821713388,64.41991368032177,C,B,32.892533946226685,0
Yes,18-25,B,27.514050213772084,B,-125.28704385272087,D,-187.3459573789165,115.16147411755091,-171.94664071574394,-11.590771432785564,-11.263485747523662,132.21526565129489,54.07478761334055,C,-88.60542901894078,109.30256690372646,96.24747700419196,B,B,70.78000051537472,1
Veteran,36-50,A,22.745073249602473,A,97.23378733744887,B,-148.84505651349048,112.03258648263579,117.52620170224755,-137.4446684578224,12.9334152140549,94.6674111973443,39.90595290337395,E,86.67739277707504,-164.50279121311758,-79.52406146882245,A,B,-152.31004820621564,1
No,51-65,D,123.27290212344846,A,-38.99253835831845,E,-86.40448571078122,132.82074932674652,22.022140043240988,-63.55171889217507,-60.049531613001896,43.36623656461337,14.958390471170427,C,7.620126887753455,-54.620504043143455,-55.377245407552564,C,B,7.639574593824444,0
Yes,51-65,B,154.93272881928476,D,52.93541475371215,B,-34.360845974955545,174.39632748804868,80.30973369816051,34.978424020988,68.24716241304189,239.791910249701,-99.17661940946073,B,42.84143932560876,216.07476862585187,137.30894739057084,E,C,-35.745168040431565,0
Veteran,51-65,A,-56.765950635894214,E,-37.8200790001348,B,9.455930518106014,67.53540086107776,125.05875174718611,30.601315208100573,77.60192529007303,-45.83130206447616,-43.13065500493066,A,-110.11367642765882,174.49404943913072,-132.76820709307333,A,B,-41.749731416714006,1
Yes,18-25,D,65.09124403858458,B,124.97825326867766,D,-57.98871384905817,52.836990552941835,-24.296196625447898,10.233425558658233,19.01194943013485,-13.113673462334416,0.4565574890480732,E,121.9013615496492,45.32197681188986,4.863235521884535,E,A,-59.92439994221886,1
Yes,36-50,E,-23.764941586074926,A,-233.0563206325727,B,-97.6543101054327,-48.587374375741874,-85.97948385144537,52.53071990950481,-14.280636131584497,47.306035114722754,-68.2185035288652,B,-5.484884362741431,-21.9402408471944,-71.37855492081493,A,C,-123.69060373754566,1
Yes,26-35,C,154.6778791248632,E,26.16734890950067,E,44.69918555485535,26.70823856029527,31.38525991419863,-53.012526775515724,-24.310113595394974,-32.88024109177183,-29.31642688770188,D,94.1912055443124,75.69920429232944,-85.22858472221813,B,A,121.99059112121462,0
Veteran,26-35,A,25.182988507565955,C,22.22676633862896,C,212.9777704904607,-91.48630587556627,38.12632716686635,-18.286510092742148,232.8754234395105,-115.15701415886741,-165.5414827371299,B,-67.60894859303004,-0.9654036380350793,35.83354923703972,B,A,-169.89344943514914,0
Non-Veteran,36-50,B,-11.288443629305283,E,20.086932443941475,B,27.993117998171456,90.74989918170789,17.395024754681117,20.770117094648935,-34.667491529891606,81.34653883985065,46.738451692542235,B,61.65826416770255,15.856521289181794,72.5432913391304,E,E,-29.065508271193348,0
Non-Veteran,36-50,A,-191.02045338264247,E,-50.4475956459558,E,36.04793698992083,69.07614598859409,28.037683888409155,123.41669686280612,21.267323283502762,23.07583960106803,26.511757692715953,C,100.66486203769145,-45.065437436003165,-16.41783053505159,C,D,108.97597206896236,0
Yes,65+,B,-42.064696759712106,D,-128.74508859063002,B,-80.26119522599343,18.326876212176142,-208.95224079538025,-130.54591255539017,86.71268047080609,96.50743269923838,-111.43709517841351,A,-93.85437244654787,14.604093076496975,30.94626228882374,E,B,123.52963005053459,1
No,51-65,A,-7.91210552578735,B,9.592081953401484,B,99.64508360414129,-45.46874077893437,-199.31577391507892,54.168342119087086,130.9655412732888,-10.960030489589624,-7.8336165090057985,E,-32.527329553422994,125.80852957760868,58.47237248367345,A,E,144.35864331532343,1
Non-Veteran,18-25,A,-36.975826898395255,C,-67.62550242184416,A,-35.933789378650005,53.90018932352548,-27.57525343791008,-59.27796213094373,-122.93132785900242,-127.50682052389519,-18.422021984683038,C,234.46803130423083,31.376786112633525,13.1294564590693,A,B,-148.77771051613405,0
Veteran,65+,B,25.099341980827212,A,50.20093303140525,C,-2.91087932622447,-33.09800671708788,92.94266397501389,57.64559052966271,-50.48157114865296,-68.80476378736077,-237.46502668264765,E,30.44589989115944,27.70379347748712,4.994071872919707,D,A,24.73458784754408,1
Non-Veteran,36-50,E,-246.52713296677362,D,-68.17898549996855,D,141.969387099575,-66.10570649135695,-216.15949794563508,49.5396834198213,166.44535346596157,138.78495169772614,76.25011837601295,D,-67.99248455994629,240.93103055364904,82.05637490457798,C,A,44.81029276957326,1
Veteran,36-50,D,-16.837755686275912,D,-6.42054266247975,B,-117.1329850733201,28.496141025289607,-10.34893214310495,-2.1572447446429917,-62.145820841890334,-112.30666963731741,77.65467392924481,E,19.519221827970494,-7.875720782415642,-139.4066999861409,A,E,37.0742360591464,1
Veteran,51-65,D,211.98672916967828,D,42.60973009871334,C,98.26767585432438,108.71202527420442,72.51600716422591,-171.96963700798608,9.194082707389972,-2.436565571689336,-130.10024895212285,E,3.979252688293615,-24.5251139396211,11.95887634149522,C,D,7.5195115637518155,1
Yes,51-65,A,151.9978325757511,B,13.184941582373098,C,19.86609735992514,-113.90344425334082,-123.7320077908388,54.34679822666417,-19.476409615922925,-75.43196833061307,9.23295231972485,C,160.59100547830943,-56.64140147062018,15.316712369353816,D,E,3.272414423000546,0
Yes,65+,A,177.5849169669676,D,37.29540070239936,B,140.8199696590256,-18.14782463292284,-70.33317391904762,-114.12884736331972,53.73526299121845,-206.74348241980357,19.31892903089329,D,-123.76205309151887,-90.81784764084337,104.10270602356478,E,D,46.892498357723866,1
Non-Veteran,65+,C,6.234013501803997,D,-55.60086068749512,B,23.351081981894755,72.64993821037467,-18.439218034406945,-90.77188419393293,39.69181932962236,137.1046718486071,110.11174287313644,E,-28.38669344172604,91.2815055749304,-21.439209007383045,E,C,-86.52461183843758,0
Veteran,36-50,D,-84.34750458443338,E,-14.51815630343393,E,76.89012956871895,27.10753677660546,11.535386685224674,-115.94581376365309,252.48052086531186,-120.19975339744408,84.89762122256161,C,-97.41171177979983,-145.53207209606097,125.51543084786796,D,E,220.32416601452428,1
No,51-65,C,-21.174507585622372,B,49.575808391821134,D,73.54743558002852,23.65571253044262,47.277112768234254,2.360675614862431,99.9426075554714,97.92415054290093,-99.7211936312237,A,44.19903728380982,-267.9593411584673,22.02745227200868,D,B,50.020215033945846,1
Yes,65+,D,-165.4479867982485,C,-128.37045453689032,D,-61.72081290957191,-33.80043895980836,-2.1831852934045255,-96.24798785145722,41.619903810471556,-44.10514206889974,56.83537032307828,D,88.45807129490312,-79.78330990042032,69.72771870814995,E,D,67.92845978050605,1
Non-Veteran,18-25,A,-14.89716517918563,D,90.96224711063286,C,62.73712001561026,51.35048756008159,240.9626412028567,12.525506392014671,103.30493526271769,-94.78072176306759,-27.17674713995672,E,-18.817953652713552,162.88158706831626,24.20554574597953,A,E,2.1004173715521337,0
Yes,65+,A,-31.768761640915695,B,35.16951870005753,B,82.72998299341879,-64.06373302830698,-153.33912387738596,22.38996300834416,-43.788259645350216,157.13751416797476,-1.2556766262559618,D,175.00183804007406,127.0237155809432,3.885007883536795,B,C,-23.861998557314607,0
Veteran,51-65,A,-58.532869220105376,D,-38.81964484658889,C,9.875293532955274,187.579613309328,-16.5313406428021,84.25542409146341,-102.12689015859154,72.3425571722135,-76.77747382719392,B,10.88526478535954,89.54850104873458,-58.72784677324311,A,C,-77.65516217899798,1
No,18-25,B,1.6021223701984222,C,52.90936769476144,A,-17.909646511964823,-48.64892864246963,129.39649219397808,135.57754776562643,-18.85092693780823,-26.44672046325812,-50.43729348069282,B,-119.75782211496644,-13.508170185476596,116.79922511327503,A,B,66.4131588691443,0
Yes,65+,C,15.587109237528482,A,-141.7490283306724,D,-106.32382297313043,-87.20245140316413,-40.141970817635176,-16.50494028500413,48.30707572349576,-50.35732127806693,-162.86455070824374,C,45.99582976650735,-170.95315014704144,28.91570792646657,D,E,-170.13538460469366,1
Veteran,18-25,A,13.185737965905107,E,34.225137259411476,D,-191.78641115516217,88.41338795361045,136.27398669369947,-43.385417848706076,-20.10592745501645,71.86423945874581,-36.71480191630892,B,-124.16269612402257,36.52217677869178,-23.06716532962755,E,A,-172.6743789950675,0
Non-Veteran,36-50,E,-199.44395050830747,E,-97.76789833747273,D,-58.40860614409821,-53.37783197520176,112.26768530114653,18.0702910328615,76.00089669888254,-45.15807072725258,-38.76659257786726,A,-118.79461556830073,55.92740535982106,130.41454052471053,C,D,106.75613454413484,1
No,18-25,B,219.33510350227854,B,-225.26702462990716,B,-100.861672301606,-4.205648054936022,12.934995374494795,72.18523043868781,-42.29342333934586,-31.425713572804035,80.48606463686791,C,118.52834350249151,73.23709562597732,-17.95424571704832,D,D,-50.112511751976186,1
Non-Veteran,26-35,D,38.24688821465409,D,-92.74051274743913,C,59.04768229717665,32.23477915806905,-0.04409302919792141,-95.12594641505441,31.71543355737394,-96.47869748597023,-126.78259035092823,E,-65.16052087127753,119.51159841611958,-17.62891971259051,D,D,56.01505675818211,0
No,18-25,B,209.27924947198434,A,73.09242722672529,C,106.18445627274129,96.14949209743426,72.91228023266784,-157.68094935811874,296.53062901128175,-64.1732004023225,-52.63252330502368,B,88.55202532454314,75.59735423826294,244.87159050453013,C,D,-109.12398394329281,1
Veteran,26-35,C,2.077117107037553,B,14.436717105244417,B,-59.023259152698756,-5.0376428359588425,-50.02668563614223,-32.47631291485237,-180.68318571980592,-132.53662705993835,-107.76441665688996,C,44.969087254498916,-134.02797773706612,47.38383117356546,B,D,-328.32516370331444,0
No,18-25,D,-15.59878262068748,D,-62.69310344859086,D,-21.025995737991348,10.683029635664669,139.22641693606687,-9.97377340824074,-135.1364242544168,12.607759772330859,27.611513472059762,A,-26.258855336511022,145.9704342437418,-38.423411713162004,C,A,59.0602025307265,0
