veteran,civil_status,age_range,faith,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
Veteran,Divorced,18-25,Hindu,E,C,-12.814228557546551,-107.75818328673503,C,44.68368823929844,D,B,D,A,1
Non-Veteran,Divorced,18-25,Muslim,D,A,-25.5761289299085,-29.86821857946816,A,57.3205000071312,E,B,C,D,0
Yes,Married,26-35,Other,D,E,191.87282356005437,-100.81922510648727,A,230.79787854467057,E,C,C,A,1
Veteran,Widowed,26-35,Hindu,D,A,121.69775774831348,9.301242103879543,C,70.5547936190541,B,B,E,C,0
Non-Veteran,Single,51-65,Jewish,A,C,12.529985389104468,-35.97804321009858,D,84.86695994901062,D,C,C,A,0
No,Married,51-65,Jewish,E,A,-91.08756261962779,-146.3982261586057,D,-51.19374722966155,D,C,B,A,0
No,Widowed,51-65,Jewish,A,A,88.0277887527506,52.92023783128078,B,-54.65154316386981,E,E,D,C,0
No,Divorced,51-65,Other,C,C,-53.77217007077836,99.13793231383372,C,-149.09600468853122,C,B,A,B,0
No,Widowed,65+,Christian,A,A,-121.34193773450315,-5.29425262255835,B,8.15693574406845,D,C,E,C,1
Non-Veteran,Married,36-50,Jewish,B,A,-73.52913829081093,42.35819667960977,C,-15.360149640214708,D,E,E,D,0
Veteran,Single,36-50,Muslim,C,A,106.20307768445034,54.41464988817476,A,-23.462090317438626,E,A,C,E,0
Veteran,Divorced,18-25,Muslim,C,A,72.98993146140157,169.19520808085576,B,89.32523448990877,B,B,B,C,0
Yes,Married,65+,Other,C,A,99.57712749032041,-91.96466496140793,A,13.806624274035203,B,B,E,A,1
Veteran,Single,18-25,Buddhist,C,A,4.747905185634979,5.428556210385594,D,44.267232781673194,A,C,A,C,1
Non-Veteran,Married,65+,Christian,A,C,-266.1923771611493,24.42947402078245,D,47.66149228020981,B,D,B,E,1
Non-Veteran,Single,65+,None,B,C,133.7364329353109,-165.95103465094493,B,-94.64828018482353,D,B,C,C,1
Veteran,Married,18-25,Christian,E,C,-11.108397225632965,-206.14215476484304,E,-19.958002495489577,E,A,A,A,1
Yes,Single,65+,None,A,B,-159.89767095748465,-144.37670519495384,A,-5.457436698546555,D,C,B,D,1
Yes,Married,51-65,Hindu,E,E,69.88949348245863,11.47358677176965,D,-129.712507274998,B,C,C,E,1
Yes,Widowed,65+,Other,E,D,125.50007249559401,-52.34627476862881,C,-32.985398511801094,E,D,C,A,1
No,Divorced,51-65,None,D,E,47.72395881994716,-21.32648871028793,A,53.81012282544953,C,B,B,D,0
Non-Veteran,Divorced,51-65,Buddhist,A,A,79.94791379464475,73.24483150346313,E,76.20509971084869,C,C,A,A,0
Yes,Single,36-50,None,E,A,-129.6208595967083,205.5504136379272,C,68.97057532275208,D,D,A,C,0
Yes,Widowed,26-35,Other,D,A,-90.33399365900164,57.79431125909369,E,139.43800070869102,B,B,B,D,1
Yes,Divorced,26-35,Other,B,B,38.73372211233659,4.399459682579348,E,-38.61512834632694,E,B,E,B,0
No,Single,36-50,Hindu,B,B,-52.89640608455196,153.80513425324628,D,45.84211255713126,D,E,A,D,1
Veteran,Single,51-65,Hindu,C,E,31.86746696536224,13.100987233515268,E,-58.057346872237005,E,D,B,E,0
No,Single,36-50,Jewish,A,E,-60.44582243732872,-104.53564276178693,D,30.23256344870797,C,E,C,D,0
Non-Veteran,Widowed,65+,Hindu,C,C,102.14020790210851,-47.63520295375795,E,-66.20915048503456,E,B,D,D,1
Yes,Single,36-50,Christian,C,C,-5.486395066998786,161.07637867826605,B,-150.126556639453,B,E,E,E,1
Non-Veteran,Married,65+,Jewish,E,D,32.03188211229232,-144.83680096196304,A,21.758286907103948,D,E,A,C,0
Yes,Single,51-65,Muslim,C,D,-24.076451576770452,-60.68167608366698,D,112.74794486486084,B,A,C,B,0
Yes,Widowed,51-65,Muslim,A,A,225.68158381334027,-115.23594288005106,E,26.084959339225033,C,C,D,C,0
No,Widowed,18-25,Christian,A,B,124.59612527399761,53.07310018059148,D,-76.71875974000938,E,A,C,D,1
No,Single,51-65,Jewish,A,C,86.61480392193164,27.997269669819026,A,56.432161457249286,C,B,A,E,0
Veteran,Widowed,26-35,None,B,B,-88.88156871877611,-6.0653218523548,C,-53.486909926844284,D,C,E,B,0
Yes,Single,65+,Jewish,D,D,24.848881229590468,-242.06652722885357,E,-214.17091613194577,B,E,E,B,1
Veteran,Divorced,18-25,Buddhist,B,C,-6.476015864824065,-123.79670012382252,C,209.52552267057766,E,A,D,A,0
Yes,Widowed,51-65,Buddhist,A,E,-103.91363886381757,109.23004824364982,B,17.37267842367242,C,B,C,D,0
Yes,Single,51-65,Muslim,D,D,29.592420185202013,41.56617663169938,C,-2.9274885960244674,B,D,E,E,1
Yes,Single,51-65,None,D,B,16.51828249051305,142.528042133102,A,145.69878872190748,E,D,C,C,1
Veteran,Married,18-25,Christian,E,D,97.02007481951065,-102.70031177885028,B,-47.978041218986625,C,D,D,B,0
Yes,Divorced,51-65,Christian,E,E,116.86801575352051,152.60994559521305,B,-48.791881068109824,A,C,A,B,0
Veteran,Widowed,26-35,Other,E,E,-99.02273499341123,22.109879033093442,B,-146.12473973964936,D,B,C,A,1
Veteran,Widowed,65+,Buddhist,B,D,183.94294559471064,-45.8354140114666,E,14.823629573741975,A,E,B,E,1
Veteran,Widowed,18-25,Buddhist,C,A,-38.44687964824401,47.3906855648888,C,6.745799031009672,D,A,D,B,1
Veteran,Divorced,26-35,None,B,E,-83.84399650029405,-102.35907685359678,D,-46.420859254513076,D,B,E,A,1
Veteran,Single,18-25,Hindu,B,A,154.8502131762168,25.700600664762597,C,-173.99685799367091,B,B,C,C,1
Veteran,Divorced,65+,Hindu,C,C,-42.91020594248729,243.79766701898728,B,82.41532412021765,C,E,A,D,0
Non-Veteran,Divorced,51-65,Christian,B,C,117.09434477322003,77.17555212813521,E,10.43562274667761,D,D,C,A,1
Veteran,Divorced,65+,Jewish,E,C,77.07741318066246,-91.7087608254887,B,6.5931788320966564,D,A,C,B,0
No,Single,51-65,Jewish,D,E,-47.07156255482096,-57.00538041825273,A,101.0623799170917,B,C,D,D,1
No,Divorced,36-50,Hindu,E,E,-210.4615678575096,138.84052452629822,B,-19.68104136056831,A,D,B,D,1
Yes,Single,26-35,None,E,D,193.8663812885906,27.23854709050464,A,-131.71031496476922,E,B,A,D,1
Veteran,Divorced,51-65,Buddhist,C,D,6.15305364558097,249.86869206091288,E,96.45121328985557,E,E,B,C,0
Non-Veteran,Divorced,18-25,None,E,D,-117.13646532573188,-69.97712661805147,D,98.03983669286383,D,E,C,E,1
No,Widowed,51-65,Hindu,E,E,73.97840951378987,-155.21058108091955,D,-67.37185378913995,B,B,A,C,1
No,Single,26-35,None,A,B,-216.81863473906594,10.66911391842246,B,141.14608901800986,A,E,A,B,0
No,Married,36-50,None,C,B,40.760187656150784,9.038075091040977,E,-166.56757386716853,C,B,C,B,1
Yes,Married,51-65,Muslim,B,B,-27.727207803222857,170.55674125346084,C,-100.22132680542526,B,A,E,B,1
Veteran,Divorced,65+,Buddhist,A,D,112.76678039323717,60.947038181304,E,71.20771508523015,D,C,E,A,0
Yes,Single,36-50,Buddhist,D,A,20.451650545628127,-165.08937839869026,A,47.48027607972346,A,B,B,E,0
Veteran,Widowed,26-35,Jewish,B,E,-43.96578278759687,82.42889685380534,B,-208.51772125403366,C,C,E,D,1
Non-Veteran,Widowed,18-25,None,B,E,309.7932702832608,14.902981620277314,C,76.27520320895567,B,C,D,E,0
No,Divorced,65+,Hindu,C,A,-73.39622863357889,-58.10711437858054,D,58.373176696558694,D,C,C,B,1
Yes,Widowed,36-50,Christian,D,B,71.02330070720551,-71.77066449831887,D,105.34528997578636,C,C,E,E,1
Veteran,Married,65+,Muslim,B,B,-89.57903832642843,-235.44039454019722,C,-304.9252341603551,D,C,E,A,1
Non-Veteran,Widowed,18-25,Other,C,E,-132.06294192477816,57.000699664202045,B,84.63729844086288,C,E,D,A,0
No,Single,36-50,Christian,D,D,-46.45658353568852,-40.372708971275316,E,-58.344378484898776,A,B,E,C,0
No,Single,51-65,Christian,C,B,-27.880486832656594,56.263512167826256,B,-39.813250663055946,E,A,A,A,1
Non-Veteran,Divorced,51-65,Buddhist,B,D,131.10110184657293,-105.7362988827675,E,-14.58169560499176,A,A,D,D,0
Yes,Single,65+,Hindu,E,E,203.835419014631,-22.78532348981527,C,-77.08671713266632,E,C,A,E,1
No,Divorced,51-65,Other,C,C,97.22245337413096,2.295849134121584,A,-113.44696780741914,D,B,C,B,1
Yes,Divorced,36-50,Buddhist,A,E,-99.04423654178764,73.94815704124242,C,108.17944529482546,C,A,A,A,0
Non-Veteran,Single,51-65,Jewish,D,B,60.77562004881464,17.307236013726584,D,-151.92883532577883,B,E,B,B,0
Yes,Widowed,26-35,Other,E,B,-35.18533122296715,293.20080187438344,C,41.821077368105506,C,D,D,D,1
Veteran,Widowed,51-65,Christian,A,C,40.25216688633809,34.371562784615975,E,50.20291550261668,D,A,E,B,0
Non-Veteran,Divorced,51-65,Muslim,C,E,-79.11924193017404,24.929681241774578,B,-155.9332736305094,E,C,B,A,1
No,Divorced,65+,Muslim,A,E,100.82515240194189,37.351626748365085,C,-83.25582837982753,E,B,B,A,0
Veteran,Widowed,26-35,Muslim,A,C,-59.75637463473527,77.47796838739383,C,23.039778145579707,E,C,E,C,0
Yes,Widowed,65+,Hindu,E,C,-80.42491031027537,-106.63608836223825,B,-9.61643720092013,B,B,C,D,0
Yes,Widowed,26-35,Jewish,A,D,-105.67824922038933,-14.58160321140042,E,-59.40222220354707,B,C,B,E,0
Veteran,Divorced,51-65,Christian,C,D,7.92579782333495,-42.64609707810511,E,-70.90246420106033,C,C,D,E,1
Yes,Widowed,36-50,Jewish,B,D,43.34736455037561,-132.1832322594567,B,136.9935097447465,C,C,A,A,0
No,Single,51-65,None,B,D,-26.100912493218665,26.464052871171983,C,80.63510312081536,C,B,B,D,1
No,Divorced,26-35,Jewish,B,C,-51.39906436703902,-74.68503826083463,E,-61.423192144050056,A,B,B,C,0
Yes,Single,36-50,Hindu,D,A,-5.471259107457381,-86.66004353611328,B,120.09603318701114,E,B,E,B,0
Non-Veteran,Single,51-65,Buddhist,D,C,-145.93796054406545,166.66695914237516,D,51.397954139089954,D,D,C,D,1
Veteran,Divorced,18-25,Muslim,C,E,-103.74097131612115,90.28732303841917,B,7.155829132376476,E,E,E,D,0
No,Divorced,65+,Christian,C,E,81.8001148500166,-60.71207222880359,A,-89.3005580770532,B,C,A,D,0
No,Divorced,65+,Hindu,B,B,78.78330045873894,95.86877962324475,E,-9.250910302540115,A,D,E,B,0
Non-Veteran,Divorced,18-25,Hindu,A,D,68.74906799098555,-50.98583397735151,B,-81.97841061506077,A,D,B,D,1
No,Widowed,51-65,Buddhist,E,D,35.00358155595197,79.03303858213067,A,-115.07077505041539,B,E,A,B,1
Non-Veteran,Divorced,51-65,Hindu,E,C,89.18206461887024,244.15049140118913,D,-22.184691827915678,A,C,D,D,1
No,Married,65+,Other,E,D,-70.80446545946721,-20.89204044331926,A,-18.304922530141322,E,E,D,B,0
No,Divorced,26-35,Buddhist,C,E,310.48737092424017,-49.407852868062086,A,-28.30575743226216,A,C,E,A,1
Non-Veteran,Widowed,51-65,Jewish,A,E,128.87373393841415,22.277405483428645,A,141.84102627083377,E,D,E,A,0
Yes,Divorced,26-35,Christian,B,D,58.69019760878932,-38.027377918356486,D,73.28646340039454,A,D,C,D,0
Non-Veteran,Divorced,51-65,Muslim,C,B,-27.293711282454954,25.417832068675423,B,109.79357797744711,A,A,D,E,1
Yes,Divorced,36-50,Jewish,B,B,100.74995302049714,-50.84315999986669,E,-133.5174459888184,C,A,C,D,1
Non-Veteran,Divorced,18-25,Christian,E,D,44.19874492008389,101.08749024534029,D,107.1264437615915,C,E,A,D,0
No,Divorced,65+,Other,D,A,-26.468135377713164,66.10150506334257,B,-13.351299783586004,E,B,C,B,1
No,Divorced,18-25,Other,D,E,5.947997094157249,132.22948350730078,A,26.014297936392044,B,D,A,A,0
Veteran,Married,36-50,Christian,A,A,95.72557348825185,11.195181153683135,C,-75.96224231857495,B,A,D,D,0
Yes,Widowed,36-50,Other,D,B,-43.57511266385964,-110.42210863700801,E,-53.42714761182394,C,D,A,D,1
No,Single,51-65,Jewish,E,B,105.26899053171834,87.73782713740978,B,-91.6573336587757,D,B,D,D,1
Non-Veteran,Married,26-35,Buddhist,B,D,112.52643483064917,-111.20312246993423,D,104.23277729493732,D,B,D,A,1
Yes,Divorced,65+,Hindu,D,C,81.73607093612033,-228.40093813485018,B,-44.940166097200816,E,E,E,B,1
Non-Veteran,Divorced,26-35,Other,C,C,-281.982964814349,-110.86244756795729,B,-101.95521747425016,A,B,E,A,0
Yes,Married,18-25,Hindu,C,D,171.63280964712192,-139.8391233670003,C,222.75088902953382,D,A,E,C,0
Yes,Single,51-65,Jewish,D,C,90.41993597808931,56.228025852947795,A,91.08511013779011,D,C,E,B,0
Yes,Single,51-65,None,B,B,-90.29890197457053,90.167748277328,E,-36.400785444262866,B,D,E,D,0
Non-Veteran,Widowed,18-25,Christian,E,C,53.45249672486973,75.16448869031427,A,151.54841124414435,D,B,C,C,1
Yes,Divorced,26-35,Muslim,E,B,-134.69589003157165,97.59967931192774,A,-38.897160705959635,E,B,C,E,1
Yes,Married,51-65,None,E,E,-25.295251783035333,-86.95293067519525,E,203.44105439259897,E,D,A,C,0
Yes,Widowed,26-35,Jewish,B,A,12.772642926967636,85.89516612466042,B,49.35450217622205,C,B,C,B,0
No,Married,26-35,Buddhist,E,D,159.9466470725523,144.13012127735337,D,81.12967799902714,C,D,B,D,0
Non-Veteran,Single,26-35,Christian,B,A,19.86088715350533,1.1440771001236931,C,79.37008031151905,B,C,C,C,1
Non-Veteran,Widowed,51-65,Other,B,B,41.914527461666545,42.0729618697701,B,-117.71289028821235,D,A,C,B,1
No,Divorced,51-65,Other,E,E,44.24873178086502,44.436389080488894,B,-62.040138668955755,C,D,B,A,1
Yes,Single,36-50,Other,C,A,22.454831301996144,232.07368825879047,A,49.18616785799274,A,C,E,B,1
Non-Veteran,Widowed,65+,Hindu,E,E,-15.715935822111584,1.6684958613204424,E,15.413686803830936,A,D,A,D,1
Veteran,Divorced,65+,None,E,B,-6.784916623713939,191.3033363031798,C,-94.12257178322047,A,A,C,B,0
No,Single,65+,Jewish,E,C,201.18976448044202,12.195688490523672,D,90.3539478815485,A,C,E,B,1
No,Married,36-50,None,D,D,22.314166743210063,-54.588560774222714,A,37.56930679363711,D,E,C,C,0
No,Married,65+,Buddhist,E,B,-71.94166129167378,-77.63721568978596,D,-199.97786845196393,C,A,C,A,1
Non-Veteran,Single,18-25,Hindu,B,D,-50.53751955032496,-37.809235463788184,C,-16.26134789079007,B,E,C,C,1
Non-Veteran,Divorced,18-25,Buddhist,B,C,52.546401797135346,30.863874402866237,E,-29.23436831835075,A,D,B,A,0
Yes,Divorced,18-25,Other,E,A,-24.43983487664743,118.07349746066953,A,-184.12780072583396,E,D,D,E,1
Non-Veteran,Married,36-50,Jewish,B,E,118.6689947043561,78.79222988962094,B,-51.54889376778606,E,A,E,B,0
Non-Veteran,Married,65+,Other,C,D,-11.412683367963648,-80.48344653502608,E,63.22430121107395,E,E,A,D,0
No,Widowed,51-65,Muslim,A,C,250.75531047361034,-97.23686007594017,A,-161.52564542585358,A,D,A,D,0
Veteran,Divorced,26-35,Hindu,C,B,91.9228043165469,-32.77917277184791,D,47.02323264930171,C,C,D,E,0
No,Single,36-50,Jewish,A,B,-40.10786013413052,-63.712852531658704,D,-80.87874310207911,C,B,B,E,0
Non-Veteran,Single,26-35,Hindu,B,B,-26.874651503327456,182.06173221517753,A,79.61785608463867,E,B,D,C,0
Veteran,Divorced,26-35,Muslim,C,C,-19.38449927879025,-96.44409848113756,B,-227.34765649683646,B,E,A,A,0
Veteran,Single,65+,Hindu,B,C,31.312979287490357,-44.648410197529174,E,-20.746603516583132,B,A,E,A,1
Veteran,Divorced,18-25,None,B,C,162.95410381740484,-36.154381119101295,B,-31.320771900533128,D,C,C,D,1
No,Single,65+,Hindu,C,A,72.42607149193977,-33.03165503036928,E,23.766986435422144,B,B,B,D,0
No,Single,26-35,Jewish,E,D,-83.11551751495885,30.89458812148278,A,14.012603952379044,B,D,D,A,0
Veteran,Single,26-35,Jewish,A,A,90.28951037910787,40.09234620122588,A,-68.7691942017627,C,A,A,C,0
Veteran,Single,65+,Other,D,A,-126.45760932997834,-1.4942404460087892,A,-94.70539678735528,A,D,D,A,1
Yes,Widowed,26-35,Buddhist,A,A,-34.65746357971581,-12.81153599323713,B,-39.101239781642825,D,C,B,E,1
Yes,Widowed,26-35,None,D,A,-15.960569906699979,-118.01391255447224,B,103.40858817454384,E,D,B,A,0
Veteran,Divorced,36-50,Buddhist,E,E,-117.15152697215294,-66.65713635692681,C,-82.80665848534962,B,A,A,D,1
Veteran,Single,65+,Christian,A,B,-17.419943534480982,-175.74406069629154,C,37.82875376750254,E,E,E,B,1
Yes,Single,26-35,Hindu,C,D,68.43855245494667,-43.08638580797713,D,36.42299227961938,A,D,A,E,1
Non-Veteran,Single,65+,None,C,E,-14.334593790141948,30.15682723306099,D,-112.62515254390311,D,E,C,D,1
Non-Veteran,Married,18-25,Buddhist,B,E,2.3026249467499924,50.24775299250655,D,14.436478981159462,B,B,B,A,1
Non-Veteran,Single,18-25,Christian,B,D,23.512822440038956,43.63018662351662,D,-29.521992012544068,D,E,B,D,1
Veteran,Married,51-65,Christian,D,C,10.82444387832171,-50.67329468896654,E,17.842148320332196,B,A,A,B,1
Yes,Single,51-65,Hindu,D,B,17.817050017253457,-56.32575980176113,D,19.664299931601757,B,E,D,B,0
Veteran,Married,26-35,Buddhist,D,D,-99.90529340538077,69.53606345876477,D,10.729522789436471,A,E,D,D,0
Yes,Widowed,36-50,Muslim,A,B,-115.16260001658034,-31.299492784723505,E,113.97884640018184,E,E,B,B,0
Veteran,Single,18-25,Jewish,B,C,92.84674403336113,-37.97133261269911,A,102.09169738384318,E,A,A,D,0
Non-Veteran,Single,65+,Buddhist,A,A,157.0920912614189,-126.49386189427045,B,-58.349696220229774,D,D,C,C,0
Non-Veteran,Widowed,36-50,None,C,D,-130.28377787462603,-105.3282271909969,B,33.373519711567766,E,A,B,B,0
Yes,Married,65+,Buddhist,D,A,74.8853368527801,15.526529275972795,B,111.88711860269123,C,E,C,D,0
No,Married,18-25,Other,B,D,104.91290044430602,41.50242336506402,E,46.950815893082684,E,E,A,C,1
Yes,Single,18-25,Muslim,C,B,131.8818870265357,-116.87326716729085,C,-26.763988034124313,C,A,A,E,1
No,Single,65+,Buddhist,B,C,-49.35950099804279,-126.19254248095153,A,-75.99267511654521,A,A,A,D,0
Yes,Divorced,36-50,Jewish,D,B,-72.49815102431562,108.8001179795908,A,-105.80281702574996,E,B,B,C,1
Non-Veteran,Married,36-50,Other,C,A,22.25305498469518,185.512380665829,D,-106.29624763006925,D,B,B,C,1
No,Widowed,36-50,Jewish,C,A,41.70516106662842,-24.749630936269366,A,30.69590151915465,E,C,B,A,0
Yes,Married,26-35,None,B,D,-145.54785603729718,34.3005358536049,B,22.718918032016596,E,C,C,D,0
No,Widowed,36-50,Jewish,A,E,-24.704517281240875,-55.61133599237406,C,99.8257228686591,B,E,E,B,0
Yes,Single,36-50,Other,C,A,-68.26805045778737,-39.82190357253357,E,-85.4232230159661,D,A,A,E,0
Non-Veteran,Married,26-35,Jewish,C,A,-23.14036134076957,-165.19470491206602,C,11.59124122625461,E,C,B,A,1
Yes,Widowed,18-25,None,B,A,-216.18194356454345,14.080395000578532,E,141.83403261871538,E,C,A,C,0
Yes,Single,65+,Christian,E,B,-77.45410521376897,-42.73093503399853,D,61.06217522230949,E,D,B,A,0
No,Widowed,65+,Other,E,B,285.2535442173608,60.95276255883574,A,-78.13132354646481,A,D,D,C,0
Non-Veteran,Married,65+,Buddhist,B,C,34.11210258354346,92.2335007402986,A,-162.46059641877787,D,A,C,E,1
No,Single,51-65,Other,A,E,150.17424852290227,-195.7847601777442,E,-63.72651637035575,B,E,C,A,1
Non-Veteran,Single,51-65,Christian,A,D,103.96725478750677,141.55067983299222,A,156.38389943217507,B,B,B,E,0
Non-Veteran,Single,51-65,None,D,A,-73.45773745321856,-92.97715585847325,A,147.21822043985296,C,B,B,E,0
Yes,Divorced,65+,Muslim,E,B,165.62440582546546,51.39149977222599,A,80.46820015797731,C,A,D,A,1
Yes,Widowed,51-65,Buddhist,A,A,38.110252234578354,47.38459887060652,E,-123.63317223502497,A,D,B,D,1
Non-Veteran,Married,26-35,Christian,E,A,-108.79528893859035,41.068751568083265,B,195.89215174228832,D,C,E,D,0
Yes,Divorced,26-35,Jewish,B,B,-61.07391874200086,-19.42323260838538,C,73.25197460938955,E,B,B,A,1
Non-Veteran,Widowed,51-65,Buddhist,A,C,62.008423419059056,-66.8322262567087,E,29.16061731118781,B,A,C,A,1
Yes,Widowed,26-35,None,B,D,-115.98677863213629,-73.42298921835294,D,-120.94338382826722,C,D,B,C,0
Veteran,Widowed,26-35,Jewish,C,C,-150.27259103124646,-0.6225172013643853,B,99.01912397875749,E,E,D,B,1
Yes,Married,18-25,Hindu,C,A,12.089745334751271,228.27253470280345,B,-33.04098604937142,C,A,C,D,0
No,Married,65+,Hindu,A,C,-153.25508385669684,123.40394037888971,A,-63.734109247448814,B,C,A,C,1
Veteran,Married,26-35,Buddhist,B,C,51.92224551044053,-54.41137160514814,E,-48.50830021429196,D,C,A,C,1
Yes,Widowed,65+,Muslim,C,C,96.70789258428668,93.69419115797606,C,-17.576694807978434,A,D,C,E,0
Non-Veteran,Single,51-65,Buddhist,E,C,-106.46225570636317,234.0364937678967,C,-42.79451812099255,D,E,A,A,0
Non-Veteran,Married,51-65,Buddhist,C,E,160.29336576672267,109.70500539020674,D,129.2860450646303,A,E,E,C,1
Non-Veteran,Divorced,65+,Hindu,B,B,-11.684977073162951,-101.78709746273897,C,-5.338582414079756,E,C,C,D,0
Veteran,Divorced,36-50,Jewish,D,D,29.814527341210923,-15.753290835293443,D,59.21534110129344,D,C,B,A,0
No,Divorced,36-50,Jewish,B,D,-28.341210578399746,-13.497026864724008,E,-112.43561257768633,E,E,A,E,0
Yes,Divorced,65+,None,E,D,-30.078743154667354,-78.26492853497997,C,-119.58503940081089,E,E,C,A,0
Yes,Widowed,51-65,Other,D,A,-11.572181578867465,146.90367453582104,D,-143.8482506951283,D,D,A,C,0
No,Divorced,36-50,Christian,E,D,-39.60903156142375,23.205992670267488,A,-128.36077787441133,A,C,C,A,0
Yes,Divorced,36-50,Muslim,C,C,126.66406254818084,6.0207434424420105,B,81.45050765000116,B,A,D,E,1
No,Widowed,26-35,Hindu,B,E,41.463888469605976,-37.33776472764204,B,124.64765267598341,D,C,E,B,1
Non-Veteran,Widowed,51-65,Muslim,A,D,47.893284676720945,84.71520297165767,E,-196.2324260531205,A,B,B,C,1
Yes,Divorced,51-65,Christian,B,D,-5.791801033049173,228.3853333845632,C,-109.15133329969558,D,B,B,A,1
Veteran,Married,65+,Hindu,B,C,41.52390063403084,-118.36811813937422,A,13.966621739229076,B,C,E,A,0
Non-Veteran,Divorced,26-35,Jewish,E,E,51.33192397840438,-41.11378103385655,E,150.2530550997723,A,D,C,C,1
Non-Veteran,Divorced,26-35,Other,E,A,117.55626599988605,-35.02675088941355,C,-10.136857979586203,B,B,C,E,1
Veteran,Widowed,26-35,Buddhist,A,C,-78.74690862704243,10.027422670642858,E,45.77746641725579,E,D,D,B,0
No,Married,65+,Hindu,B,C,126.07953850180047,67.72064025057665,D,43.97485834132752,C,D,B,D,0
Non-Veteran,Widowed,36-50,Hindu,E,E,-46.4222024702125,0.48884473641698817,D,63.85321743296872,E,A,C,C,0
Yes,Divorced,65+,Muslim,C,B,-37.383300715288186,29.59055367124782,B,-45.255676095595476,D,C,A,E,1
Veteran,Married,18-25,Other,A,C,71.072303090037,19.976932896097917,C,-35.4495205223719,D,E,C,E,0
Yes,Widowed,51-65,None,C,A,77.56407367970539,-10.231860479953061,A,-3.7217305107317356,E,A,A,D,0
No,Single,51-65,Jewish,D,C,-20.103286202176157,161.6985974184945,A,28.275378612117102,C,B,E,A,0
No,Married,26-35,Muslim,E,E,153.60195457434128,14.129514857830575,B,8.599954147238536,D,A,E,D,0
Yes,Single,36-50,Other,B,C,27.817767143698664,-51.87784757035839,D,105.02693148941447,E,D,B,D,1
Non-Veteran,Married,18-25,Buddhist,D,B,-171.31784205772408,72.7489041988928,A,16.776863278758285,C,D,E,B,1
Yes,Married,51-65,Jewish,C,B,125.93112182936805,254.89867673660518,B,-22.778171067967516,A,D,A,E,1
Veteran,Divorced,26-35,Other,D,E,151.93697102047702,-44.86926168892298,B,63.171336798868225,A,B,A,B,1
No,Widowed,51-65,Buddhist,B,B,-100.52368736426169,-76.54285867408996,A,-173.28237885194005,E,E,E,E,1
Veteran,Single,51-65,Buddhist,C,D,-45.693181357595606,-128.93251062261,B,75.47605853021994,C,D,A,D,0
Non-Veteran,Divorced,65+,Hindu,A,D,146.98092096059557,-46.21122423938392,E,-74.56994448172516,B,C,A,E,0
Yes,Widowed,65+,Buddhist,E,A,117.90052603673446,19.786709652755523,D,-138.83842681919688,D,E,B,A,1
Veteran,Divorced,26-35,Buddhist,E,D,-3.029471123732113,225.81921409817105,E,-6.012017238109546,D,D,E,A,1
Veteran,Widowed,18-25,None,A,C,-25.515654839264872,-27.885732563384146,B,203.21933958149745,C,C,D,C,0
Yes,Single,18-25,Christian,C,D,163.14929912712046,-133.2941444781025,D,-24.847819146046067,C,A,D,C,0
No,Divorced,36-50,Hindu,B,C,41.372732525496,5.243673729840952,B,195.1570438842241,A,D,C,C,1
Non-Veteran,Widowed,36-50,Other,E,E,-222.2208060455885,-44.054493869009626,E,-74.71094637610778,C,B,B,D,1
Yes,Divorced,26-35,Christian,C,E,15.467809298543889,14.245901501811236,E,111.5271936635818,C,D,D,C,1
Non-Veteran,Single,36-50,Muslim,E,D,42.587688554998174,-77.2621941992865,A,35.17895742378293,A,B,A,D,0
Veteran,Divorced,18-25,Other,E,E,63.25154808241048,-109.19415736483677,E,-94.90388090969203,B,A,A,C,0
Veteran,Married,26-35,None,E,D,-144.8796208588508,-48.02708138451938,C,-64.52469737231647,C,E,E,C,0
No,Widowed,36-50,Jewish,C,B,56.199637521936964,0.5032203550972989,C,21.044775902886993,D,B,B,D,0
Veteran,Single,26-35,Christian,E,D,122.10079135821393,-54.005841566936056,A,19.22253826040252,A,C,E,E,1
Non-Veteran,Widowed,65+,Jewish,D,D,59.30706732863733,97.2287129292522,B,141.48016407521396,C,E,C,B,1
No,Single,26-35,None,D,B,25.530629978873076,-89.7816683057805,B,249.5370255163973,C,C,C,C,1
Non-Veteran,Single,18-25,Other,D,C,142.92334949335,47.8285654616582,C,-21.123883838044037,A,A,C,B,1
No,Single,51-65,Jewish,D,B,25.25618273667254,29.339784277965464,B,-108.7933783565444,E,B,B,A,1
Yes,Single,51-65,Jewish,E,A,-82.1289815160034,51.930469286381545,E,74.02913933970655,C,D,A,D,1
Non-Veteran,Divorced,18-25,Buddhist,D,D,-42.88901482751435,9.9536442864768,E,88.16476663886765,B,E,E,E,1
Yes,Married,51-65,Muslim,A,B,12.785326024051352,-40.74171955475448,B,115.83072279876137,B,B,D,C,1
No,Divorced,26-35,Jewish,A,B,124.78786497615178,-132.9215481977219,B,-7.33284373923017,C,B,B,B,1
Non-Veteran,Married,65+,Muslim,C,B,-116.9515603702918,121.0121808776304,B,12.77323513075173,A,C,E,E,0
Non-Veteran,Widowed,18-25,Christian,E,B,-57.58822825591613,-81.68196974504383,E,-7.0506746581986075,E,B,B,C,0
