gender,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,target
Male,94.82651841603618,-150.61969504367278,-74.07939422014613,C,A,-96.38663562530357,114.95497545525042,D,-43.37057880592248,-36.70513055119792,E,-80.46918930230747,-69.76753319248925,137.53151259464917,-49.0840247944335,26.129311259528393,D,D,0
M,-36.15553146641132,168.63815970906202,-161.905003652839,C,E,-68.6612892638955,5.108309877932532,A,68.9576307500703,-109.92755638052665,C,-122.96531219311969,-157.87595360670528,72.0701372420113,82.22815332171314,-166.07477771867096,B,D,1
Non-binary,30.241787442823014,-81.01013192972096,-70.84371188013608,B,E,-46.34836695675805,94.47180071779395,B,169.08907847291778,104.79321945499782,D,75.29985641100338,136.09800222930696,17.982377627651,-92.25046947476852,74.70864815299745,D,A,1
M,14.34533033083033,47.6847323633123,-82.06433366170198,A,B,-134.76423320532876,147.31232178158794,D,198.61891762242192,-30.228155116813287,C,-74.85300342401973,65.49736962873732,89.74919256142417,71.34255531194641,-107.57479223406561,C,A,1
F,-88.76972125127614,-156.63649434024353,-143.01039098879824,A,A,-131.0226108091337,27.445258928180138,A,130.93105235836714,-24.214768126786268,E,-60.61814525378127,-82.91204154722968,72.73309233243943,43.47611183003057,-46.48267467736888,A,B,1
F,244.46635708294022,62.03939576287804,-57.07549974245487,B,A,-129.79473690833535,-240.59143652899232,C,80.15678172053788,-97.18383283559679,C,-143.42882824666935,-107.40346984384588,94.30467574518131,50.859711525659975,-23.49034550449485,B,A,0
Female,44.88743137386556,107.3182813342963,135.65816364368715,E,D,78.54265070933458,17.284261097163338,B,175.54253137148282,7.232663790983014,E,34.05933678020794,-29.73122095561118,204.104336751419,126.345665520716,-56.413584650091884,E,B,1
F,73.4188229942846,39.4958276299009,82.2563546158839,A,A,120.79136599446886,-15.719192163360034,B,42.326055478604985,36.86468628408654,A,-165.003870936867,145.00501656358765,-42.294982101268076,128.55236004387868,34.40909912440429,E,B,1
Non-binary,93.99093704619503,-143.94084423496025,166.0475663717702,B,A,59.17833443172401,-66.51560117226626,E,17.719722844300563,13.90946492269132,E,-34.35247344275433,-60.261814783938405,-117.84625154238164,-46.622459181109335,-55.671725650753466,D,D,1
Non-binary,-192.68441618829215,150.22080761257982,139.3406710598233,D,E,-148.6279269931413,-53.40253640642034,D,-138.84687399946563,99.05055270316204,E,87.21261763219972,17.991668017357636,-126.60801491836881,5.132105863022179,5.854939351763433,E,A,0
Other,-214.89178716935123,51.689808757207665,23.32901420477086,B,D,111.2857948354538,44.81927488677658,B,-19.46502450299571,-66.56434091268295,C,43.06321141312182,-66.37583099848229,82.4914505002048,145.66992673410994,8.275433413500235,C,E,0
Non-binary,97.38297518068084,-109.59305576992911,-41.691686743078236,C,C,22.759157767451185,-74.86670661161756,B,84.04531660517392,-196.54543452156014,C,-51.126718006935675,-101.89360854855268,118.5723913176661,-11.703142212758246,-183.0087740182857,C,B,1
F,82.57652533854073,57.80258654795873,-83.38931281743575,C,B,-117.83540569518445,-9.639958179408628,B,-101.01945228927767,-133.83458621214294,D,-24.015072324069568,103.13340105179587,38.03767998632714,-70.08598399179024,-141.31319507313523,A,C,1
Male,-85.34990329087132,-125.70122432742386,19.959376187956817,E,A,-41.760239909665806,72.068253503919,E,-66.42149056911879,-75.65933142756171,A,-144.58994572362587,-68.17035137279407,71.55613111901825,46.40908132050618,-241.04718423056175,B,B,0
Other,25.635003733358396,178.3467430416637,58.07357137057584,B,A,8.007201804642612,-300.8904107926642,D,-48.963236169801746,-1.8296916193812647,C,33.133987563293424,63.153831440637944,-30.475062341688748,-34.34828119471583,233.35013866708482,B,C,1
F,96.86038101073575,37.32103196428602,-84.00349877419218,D,C,113.52403083803158,-100.46394847274041,E,-121.5416293393192,-16.870077312248092,B,32.58780595416238,-38.899172854486416,103.90676108457386,57.367934178691804,-152.29694367262863,B,E,0
M,138.69913092587333,220.91747468501146,-87.4042566762784,E,B,31.52681736401119,-93.61191260477663,D,73.44351931959488,124.70496626855736,B,39.89034258988106,124.49671821428862,74.4031641175483,-2.0295003241372824,121.88969616534102,B,D,0
Other,72.40328920535755,130.63762463084893,-27.950696716380584,A,B,-24.271418216638306,-11.475482000962463,A,23.575118552416328,-114.26203923263162,E,-14.348213290798888,-51.27753395695134,-61.13793708055436,-64.33607056139442,-77.18784775114743,B,B,0
Female,78.4635323496779,-56.19771898568219,-17.416881642909416,E,C,38.69585969107791,-63.85875815871833,D,42.351955842283424,86.92246791457345,C,161.9867639139503,17.33888824772358,52.37726993184303,89.09952768562661,-3.0036690832980093,C,B,1
F,-0.9324057787972378,99.8619504396623,27.464625907059144,E,D,108.61398118899477,8.633905872963107,A,155.29062226340417,-59.66146176239982,C,-132.07610808655608,-88.98672138493573,-126.30693897473617,19.59259434410014,61.361980482836785,E,D,1
Male,-26.19844898838827,-53.479069685058455,-49.44610690468162,D,B,-5.890688370194216,133.37367035347012,C,-28.702991352841288,114.10668795795087,B,-123.13593526656494,-37.53378863554408,39.60511632261557,65.91183644309653,-63.17663141738492,D,D,1
Other,-12.950778878894695,41.088684094461065,58.543643612056684,A,E,36.25549122800002,-18.78092797158477,E,95.13157816868113,-55.83039968283051,A,-94.3025334191296,-54.59843915787792,-43.267413547269996,-33.912338556982,-87.17236683299679,A,C,0
F,19.68482338512945,-26.031075156559226,67.12584960359759,E,E,-62.370891962032985,-240.2411926300955,C,-30.360341089517775,-29.185616863900442,E,103.50555477188632,-35.88693292230269,105.05111228739415,-175.2506065471703,-40.2879906953656,B,A,1
Non-binary,211.21322012216646,-62.962193455227755,78.63642830247936,A,C,-19.158168323493733,58.12155703965565,B,-121.42187553225685,0.6551645348488463,C,-34.09148499071606,-26.283943324199228,-14.933054176162521,-73.11230915695539,24.303745618511712,D,B,0
Other,-45.57708355830782,116.1022750877763,31.367766233952537,E,D,132.75184907157552,-79.37509411947357,A,54.886733527797105,-1.291752698748769,E,84.87918228157871,-69.39826183892939,-116.10314504083235,-15.15861138590004,23.738292287733916,D,E,1
Female,-135.744687190187,-157.3836029454434,-133.83787577051706,B,C,-202.43366902812195,-176.99375321119444,D,-112.68432808621458,-95.75703333213784,B,-2.7239289718971693,37.258924620874176,-168.94170353970188,-29.12300771873877,66.12925134298267,C,A,0
Other,60.02297132403442,158.44315685381397,-164.80463050537665,B,A,7.3418433630190005,-179.47966309080712,B,-18.5343532736768,-137.29241813752554,C,-70.41392563000291,-63.364677240392865,-21.008969369913046,96.74180627182525,-6.0054770657250165,A,D,0
M,85.72219805727381,47.997470427765386,-43.20199960271579,C,A,-53.19298439505915,-48.949662595783735,B,-83.25887932242462,-5.1722493300640044,D,-128.39244591480875,-27.288733623052707,51.02123021013322,-125.61277988445163,51.69940479575421,E,C,1
M,-54.60876195789437,-92.59432622795907,11.007347462071309,D,A,24.874781366793837,-122.94412934249695,C,-87.81661527048142,-66.52938606692523,E,-66.57765267399614,68.59467844079862,117.17656824229374,229.32760666052943,30.531698941789042,E,D,0
Male,221.03183325495297,62.14602679852093,95.96248728379751,C,D,246.61296324611345,-64.6440151391169,E,7.3878582540888305,54.90865745321551,A,28.98297087338475,-20.364699884272436,-10.144005067268305,-132.98967612927225,149.3855568136799,A,B,1
Non-binary,91.55124523580787,163.40114967700475,76.7684193244088,B,B,137.40650530905918,-46.8084115251373,B,-101.59080573893976,15.877348191717811,E,27.678194424488485,103.08807509682597,35.15181568000727,-95.1615864862026,166.80874952389178,E,C,0
F,-107.13816999769328,-24.019131119444147,134.74543353037737,C,E,77.09573376544236,161.12528363338558,A,13.653239534652656,-95.21714269760369,D,101.93747517989848,60.03178976787817,-58.5119994400484,106.6950544480078,-44.91682196386006,E,E,1
Other,46.34951949700593,92.86492941357189,17.022567222601477,C,E,38.23512871997413,-19.34542253550102,D,-76.85637445660093,-102.09489227148443,A,6.586579496274594,88.58932466921637,-148.849572529892,-123.51739893680906,180.34959532224423,D,B,0
F,-58.37472620606362,-72.4411078025329,43.83547471172994,B,B,54.45023965025552,8.622511940477837,B,43.929996739570065,-132.3716158922202,C,-92.30373820757548,119.80681343549561,297.72932330622297,-42.93106138302482,118.87972295900045,D,C,0
Male,-1.4634431979457403,-76.22095119852382,49.29481412824627,B,A,-145.78121844803323,-62.18539211934365,C,-149.82943198130604,-94.81626208108537,D,-78.23036319829663,-83.29429476061888,127.98372593959857,-170.0860701257114,-54.1416181520319,C,E,0
M,123.23841974108622,-125.94842213470588,-13.535821505188844,B,B,-25.15153577325387,179.6788046412826,E,7.230123073375023,-245.45348726153816,E,82.00909094651139,-133.79453303554462,-18.581772881163754,-292.29443296998693,54.4533826696457,E,B,0
M,-36.95263692997591,-46.58077437057159,56.08013707168812,D,A,25.46350862025128,50.36963566229778,C,-27.94686111316637,136.06391669183859,A,140.61508661583107,-29.72543125039291,-115.2724755706638,-9.274203479924964,20.61693470684757,A,B,0
Other,-23.822486456467544,65.84172283960481,-127.55352610094259,A,D,33.17785988369554,121.89881097229953,D,-39.33056322411972,153.8338072928944,A,254.57119551379742,-9.9874929120684,-173.55240036292946,142.61853892349626,110.55573034984533,A,B,0
M,-98.52945446513034,18.37599348757465,142.70126044752175,A,B,-15.6155501198729,146.96621110713434,D,-39.789581375304564,16.010517338840867,E,-77.48957359020142,-98.1016764077878,-102.17950070791606,208.545406213678,-9.1605479569997,C,A,1
Non-binary,-39.59174061530545,42.31929666065863,13.683695930688044,D,A,97.21614817481962,-133.8954677496356,E,80.7912647241013,-29.935743132018327,A,-39.36525937171589,-59.74644407910399,-24.422230387156784,-78.0433973194197,-23.459237252240637,D,D,0
M,-107.13519865525491,209.85780915651674,-92.71458919307659,A,D,80.59343427831372,-5.416160267675345,D,-45.50670166707565,62.519900904509264,E,27.539940031900777,76.8012615891628,-16.194143631471146,98.09537009859004,-127.53658159392512,E,A,0
F,-83.47600796311276,-65.28040096800713,148.18243427643796,B,C,-29.40219945541359,112.97192245887398,B,-60.44240932622728,0.6844599325353911,E,74.96987632706025,191.08418033734898,-128.56791112702953,46.43469720952881,93.32616449789944,D,B,1
Non-binary,-49.869909713237206,-95.93967896076863,10.223816005223162,A,B,195.0887526693596,44.128625467792595,A,-52.508744212540726,28.976003609161964,D,21.037831127906298,-79.03136265277557,-66.27105664858031,-41.96284779330323,53.856958741646366,A,B,0
Non-binary,127.15673080962546,106.67989523633679,147.47524993090408,A,C,-176.7718961233117,56.728132875094516,C,-84.47501200916459,120.32319578218029,B,-106.87052740348557,-0.02287779857832582,-102.0113775023473,140.50020424878247,37.77814828608304,E,D,0
Male,-131.67695175857978,-50.969963271954654,126.1825873962847,E,A,99.67778568929276,37.68068729493652,E,-66.93504544615864,-67.93459685837209,E,260.59601597826594,-78.68579199094718,16.99607624727257,181.6266372587009,224.32461247054118,D,D,1
M,178.8221332432717,-32.57818857393035,124.10913389191158,A,D,17.779854452973385,65.60965220809442,E,42.45654961575189,-194.25292742864627,A,49.28214959665757,-107.17147195392283,-125.04027529116438,141.44008379128385,96.25037923940327,C,D,1
Non-binary,-17.86522561981274,254.38811023139846,-133.13143591603296,D,C,163.67662772430813,-30.543448118437016,B,29.011153702343446,-92.50984285612314,B,153.2615814023152,-178.19594371478487,-99.08797442669683,-22.57961585803643,-116.42277364573141,C,B,0
M,-15.18960105528247,-88.7171361796101,33.17304298738863,C,D,-200.89007737547,93.27105359783057,B,-160.09237790518134,0.15324062175242942,D,-63.87910636577122,177.0033158229059,133.09043949723844,8.02987632521121,-190.4536369606869,B,D,0
M,-32.591328373632365,-68.02140548632563,46.40022862055049,E,E,27.954215121993336,-47.625267112965496,B,39.81939718682821,-98.91589157942961,A,-70.80140330607672,59.94734527338416,52.99915485934462,-54.88345568131595,45.77287441294707,B,E,0
M,191.39194270544056,-38.62330392980831,172.41855629434585,A,A,-108.11094878769471,-23.12957021141034,A,-7.492306520436899,5.37032650489652,B,186.71798485442687,-4.8230702395037195,-75.24805854205219,-8.08499417411998,90.75529026361887,E,D,1
M,96.78051234195057,60.18713069007403,66.79113701670985,C,C,259.17171765141256,122.78381276340298,E,9.639580787495499,37.84851072269236,B,-14.176424160477023,-146.05548167663895,36.48191314249713,-25.112690023394933,14.72443332712622,D,C,1
M,-124.80462944946187,104.19582305847432,30.74914854805527,B,A,-134.0929618744556,-174.07144980049353,C,64.97017896911201,-8.435065171636968,B,-124.46464868034278,182.39617452601254,253.14686735128532,-128.10205162342484,60.825788130011574,B,B,1
Other,72.72926192051634,-105.73600644396845,-45.345882486096315,C,A,63.745267418039475,114.86819524146337,D,-90.44142359603606,112.95052261702736,A,129.6496003643737,-112.20991813904249,-90.10130820408726,24.057307724208,131.78191202844735,B,D,1
Non-binary,23.440714002650783,155.85243662407157,-65.09868309927444,A,E,65.31374858186932,14.137664436536301,D,-133.97717709888488,46.26434739051297,E,91.82598659278666,169.51120415773855,-2.168560580882826,32.01577758426473,-31.165165905211524,D,A,1
F,118.91036496327203,38.68220825053095,-122.26953483734997,E,A,8.727724926172504,13.592678962692133,A,-14.88905319131083,-38.56781029838518,B,-32.45658428402707,-109.86209889474455,-31.704351289718335,85.79499312731312,61.72599069643553,E,C,1
Female,-95.47582390226364,87.99874710681078,-226.24456015856165,C,C,7.815888506731953,-65.39132345345674,D,100.12922740332459,4.9014113756029305,E,148.34435718324227,44.94840222499749,4.202900236335667,22.76600133846958,71.72051492734401,E,A,0
Non-binary,14.161371073208521,-62.88270893323035,-43.39208960041143,B,A,23.38894928754313,-54.25660952276863,A,-113.0408344178985,-49.739520140461444,C,39.81355523084547,-29.748908011986174,111.18165612339817,-28.22727096883446,-95.50530898830903,A,B,0
M,48.83958914951079,-79.73545395293615,2.46206548099918,E,A,-21.42476920656704,-54.883789916795344,B,78.57352711125192,150.05969178323608,E,-155.5485898637272,55.69887136209816,102.7411351910959,-12.585159215633023,37.60002983121737,B,C,1
Other,-65.93850641341538,-86.37985086192298,-29.381809117852164,B,B,96.03720745180789,-38.120202484877666,D,71.86173657846847,89.07919298889743,A,-19.79820088154776,-89.28053320482597,40.65059091136716,60.26265507515342,144.51984313198943,C,D,0
Male,-96.29406672945964,154.68839965258064,-7.489267508680229,B,E,32.49419127292463,-93.99758884653032,C,107.39306436959042,-46.366101402858185,E,-7.693581884408681,62.95347606906982,144.81655739778526,103.83684787238592,-65.50163988541914,E,C,1
Male,-42.64373898687966,-33.231692173903774,48.82394571838802,E,A,-36.914289994335334,-2.4329645914724294,A,35.694057957640915,-124.20251326667713,D,-39.25955323461804,-60.97337899233659,-85.82892021715736,-168.7682284212257,-67.92559393485499,E,C,1
F,74.4476909771609,14.395766465893848,-52.922208833264804,E,E,108.4685185869332,-84.62142311933056,D,-51.28901003041002,-19.75672517971799,D,32.70684175843128,-36.36731612932059,-145.8586267833907,62.69454000887187,-30.257565316285927,B,B,1
M,111.54094899139295,-39.84566309631371,-27.7514690967225,E,A,-120.2253520316114,94.52877963103099,D,-12.012540210221104,112.9956649550118,A,-40.50565831731295,-61.5787586689361,30.91819651199582,-81.39350694556812,53.22018197794743,A,E,0
Male,-40.07167375781863,-29.60660073974975,95.01187901857784,E,C,125.22103291524631,5.724997121537269,A,-118.80238449906251,0.02625834519882226,A,-56.32444259777368,-84.22007488606172,29.08410301440539,-98.55707945833556,151.82779218080222,D,E,0
Non-binary,-94.57131405885539,49.09782557015835,75.94817008730752,D,E,-4.089283696325039,64.17760413665304,E,139.56513221651466,-29.76604728068346,E,59.85749920252738,-122.31734837360935,-28.373120477288598,-270.7329767966103,-127.30116516445268,D,E,0
Other,62.461640061362054,-250.93220512923864,-166.74053779032482,E,C,-79.05566990710042,-82.6676202429376,D,-23.688901883924082,84.64688982771601,C,95.27130000353763,95.25548362031847,121.55732402711298,101.11173579701469,30.50957233250945,B,D,1
Male,117.69689185381162,51.73513612241801,-1.5259863635493365,D,C,-65.68035814737576,159.89608153670517,E,-10.192989416749414,160.05052532330836,A,-9.389633376779571,-14.971119718052572,-249.50883134743842,146.66684903554383,-89.66199342205398,C,B,1
F,-143.76325808215628,-32.69029712451624,-164.45864459410078,E,C,-135.75628118924215,7.873248968043523,E,-22.738592591045954,23.3906382679331,D,-1.2825529121528214,-68.24777816853509,92.35658337892598,-85.04668005024239,-112.08053672803351,A,E,0
Male,22.802430773913727,18.23960881197057,128.87685771561402,D,D,11.582051344117314,66.32098764849196,D,-240.45558597722078,69.50976197477362,E,-29.632149494343718,187.51983290013172,102.22734246068836,-63.823682659503824,-152.56859994180903,D,C,0
M,-36.08993498898287,-178.06932794844565,90.49659964127082,E,E,-29.024549892243197,-79.56757979458835,B,-14.26461793652925,-47.08416275261516,A,99.97014707127377,-97.05520989143899,23.812870813635953,-52.01982473351134,46.32530252171904,A,D,0
Male,66.66546465419431,-239.89226175518166,-2.790641907668528,D,D,-140.5429054919523,-95.66730707760857,C,29.272426579848627,-129.00542602057678,C,-71.00638987818964,-10.552702308899402,-191.18166253961496,-113.36120846821893,-35.516872245335776,D,A,0
F,222.50123230221354,-189.3266322489653,-129.78448605465303,B,E,-126.80197125693095,38.52779728214117,D,-243.2832379618855,0.38840420497852507,E,81.2094299235618,40.17916204478213,55.062956584042,1.5791468889077893,-4.4138859535750194,E,D,1
M,-143.77839244833388,153.77053711088743,1.4882545701478944,E,E,51.586879496129825,-36.93200877946874,C,-6.671117528290041,114.8481895440695,A,-18.817022237249738,-101.823568757775,17.422046946597522,221.03332694564693,26.62257940853144,B,B,0
Female,-29.473332053312557,-112.3877805979874,-3.3094659001550433,B,D,-116.11247111451857,17.137368544741182,A,10.3791524838766,-10.01396140244691,B,-0.40034777774451624,-38.455709625211576,20.881256784740604,268.79480839358064,56.44299819214348,A,E,1
Male,-121.11144046780569,58.687486659427776,136.58802805309213,E,B,-21.847653342389492,-9.090907123205545,B,25.42554076408892,217.9779057880057,B,-66.15911829201652,49.50334488132421,-7.104829477829392,142.21312444981547,-152.59421089780432,D,C,1
M,64.28937479024603,165.50834100283697,-139.5369937308324,B,D,-23.277293987667278,13.358131829278433,E,75.75189342135612,132.34360961706486,C,4.042401884902916,-88.56450627696066,-201.41878278101143,28.54962346273704,-145.68548894026955,B,C,1
Female,-213.12922317549447,1.9593707985649231,32.44114288293477,B,E,-230.13541560364246,26.269293342148224,C,90.84660604386849,-157.42238600789287,C,59.4532927729977,-35.89241243309524,37.73192039509502,207.55458790385143,2.8607420658186706,B,C,1
F,142.196035758025,-8.479220114675638,-91.72536340986525,B,A,-152.8726604308018,-102.71628777524968,C,157.81223265738325,8.654162671868134,E,18.518844859738675,-21.678674955548775,78.84186363016944,35.30134183132468,-136.83528517213227,B,C,0
Non-binary,5.4586305812723,11.85445081301439,-202.92258520428544,A,E,120.7804067456667,38.819660129152446,C,1.988765397270599,59.12521847643143,E,101.22011175903852,-67.78939793672399,-17.574016566859505,-75.91899588053519,-26.34922971216166,C,A,0
F,-26.547616754803027,120.41835979644576,-9.301633690525707,C,D,102.9586806409738,-118.78550422528424,E,-154.2796055451826,272.3342717723179,A,82.06747560530204,96.50591306030718,-36.03209721159722,-98.32468616133222,-27.96362027125373,C,C,1
Non-binary,33.232419962194584,29.95691145985854,103.44615852510732,A,B,114.12623229769976,-94.26487550435344,E,-104.40780070746129,9.585698288500524,A,40.23883959020553,14.720183482242295,-36.03305153321736,47.879180867978114,-168.70485485299514,E,B,0
Non-binary,-61.30457067563966,-15.205475875489475,-21.38798258428062,E,C,7.277033816638263,-43.44443125601673,E,-72.49197813098027,-178.4126619225957,C,10.604101435455638,37.906921991621466,100.66355734691695,-15.02010928327201,115.73054769870406,E,B,1
Male,103.40113096567364,122.77974160460997,-3.836995672159217,A,E,-39.46049612670939,59.49813119534576,A,-124.23966359503893,-28.44431025737599,C,45.74780086165671,81.90580843570868,313.1885301491125,-45.92837101686224,-60.692426854367454,B,B,0
M,51.137912403388555,-183.6346017139332,18.28293726580885,C,B,74.6138084774155,189.55213437341487,B,-203.45106626607526,123.54239367744174,E,11.031440395462866,-45.42596698081252,-32.3836970489477,-95.3658191881793,91.882270814749,C,A,0
F,-112.46079456641405,64.15202082769174,6.078986111716031,C,E,-66.29415958899429,76.74654784643614,A,-36.5004008659169,146.58960100615016,A,113.09016097541932,-138.08717682667182,-85.94624208482364,55.15093551649879,-130.3028685844787,D,C,1
Other,41.038004198487535,34.17606943310697,114.908721329378,C,A,-39.962377850512645,49.854444734205146,D,-3.1957366295916003,-32.11185574327467,D,-68.08814133500002,-152.18282545219785,102.57700522811064,-71.16228685041277,116.40610902598469,A,B,1
Male,-49.96245264343679,160.57775779854424,-36.85219732256043,C,D,-100.82207261663785,166.96854900263267,B,-67.45822009166447,1.9281102584944962,C,-84.96678881182815,-41.853800585693996,-46.24517310088544,1.4505745632012694,216.95060387524416,B,D,1
Male,-138.92318488894588,20.068243346766394,-73.79743260318516,C,A,59.53264646710296,40.02998568662173,C,140.2287727405344,-24.273081899400374,C,17.87334948139448,-88.69943145001409,-117.98011037454783,20.570800402063927,208.8857216913811,A,A,0
F,39.81100881083787,68.62710147991288,-9.460204356798746,C,E,-85.5730748743681,54.36213209189321,B,73.1632828798285,-235.00660779285184,A,-5.745052329625885,-30.615730038784534,-3.8369685135999747,-2.221379696398534,-62.8314996902129,A,E,1
Male,8.10987032227151,28.886434782825187,-117.94824437410765,A,D,41.06413561403425,158.77615451847655,B,-52.78741623974692,189.97844025732982,B,-18.439723709008817,2.836176801877509,-20.12807406804612,4.974529016763699,46.265746175013554,E,E,1
Non-binary,96.05631014885194,-22.190838353672724,19.73310498796717,D,C,47.19825002280514,-34.61022830793155,D,-30.306280946303993,79.36889653798022,D,-88.81106494979498,-19.00984675314802,-118.92146595890271,63.889376121606624,-201.4757380815784,D,E,0
Female,-36.637255524385544,37.57042082464662,-45.08849597655169,E,D,231.81952906194314,153.16785266276332,A,-159.66438029894192,-95.80701445563533,B,-10.512328754855174,-88.64394271785939,219.83657967283224,-116.91537227968622,72.19002812879063,A,B,1
Female,170.02126714161358,105.45204746203652,-124.84899293339073,E,C,32.58011807340333,-59.9653453290644,A,43.45259090006715,-85.38197528415262,E,-104.93336529492848,-65.29276234475307,-167.70338104618054,53.834467977268154,132.54286655263846,B,E,1
Male,-76.08400592141099,235.44042269772666,129.95045946322458,C,B,34.236095601650185,-162.27534996274773,B,-149.99828906036538,-95.24741405480852,E,-35.2793771371654,-172.5007408815241,-120.86733173778322,-111.82267038712206,65.45516958055163,B,D,0
Non-binary,-164.9517085136382,-63.348033571798645,21.002796059534194,E,D,181.69111357152528,131.87232056814253,D,23.78845211105508,166.83131134971018,B,-84.20709403693769,28.930616233042645,-163.414162509583,189.77224796478137,-63.8489435879985,B,A,0
Female,122.72730835007124,30.959644548248523,65.0807348388849,E,C,-84.3269282938557,204.4631330973598,C,47.58023357319618,-150.78917086453558,B,193.05252928301147,27.10978203164277,-69.26823310203127,17.971738045080954,61.87224275364335,C,E,1
Other,45.995979608410956,177.93236706364075,-107.04302711012852,E,B,-49.444993216843855,-91.2145491170409,B,27.710067591289487,7.064773059195718,E,-9.428803611539973,-70.32446907284492,40.67770266290944,-177.1895963917599,73.72893624814645,A,A,0
Male,82.44144462946201,179.47751298388192,-108.82963313539314,B,A,-140.2280589950554,258.64679963151315,D,-88.09878893978248,229.919301047658,E,34.48552036454863,42.489554521163356,3.3130463971638746,10.752191441813219,122.94367291332154,A,D,0
Other,65.22545791000624,-104.86711868917085,131.15828831315102,A,D,128.99893414924998,117.25588808333714,E,-225.06182113574943,110.06374955143028,C,-30.545545815156004,-116.88836721938418,44.79187981308455,81.29673620769954,-112.86922277305129,C,A,0
Other,58.1898990478703,133.88189730349697,65.2931215536009,A,C,-52.2297068367748,11.453482207351074,C,-10.636164980720459,167.65169155562089,A,-60.97191572918745,27.702974192296516,-141.2742758572014,111.64204827739516,-95.07120726213456,D,A,0
Male,-103.2921300110429,2.3243972638894776,-37.47561537605,D,B,8.390984605966292,113.30764279886525,C,-66.12541334908151,218.0624173053899,B,0.4703244361679535,-177.69100670929447,-8.566264560903043,-110.19952829462352,-127.62912870473303,B,A,0
Male,-51.99842545821829,-149.25486102636566,21.652719993803593,A,E,-56.876639527793415,23.91079017663456,B,91.10297017413157,219.32478036491716,C,-105.72668236862278,146.70055257053255,-58.67779429125228,-42.89836241561865,20.152976932782067,A,A,1
Male,-70.74216939243185,229.16798573243798,34.427261461893124,E,E,-69.23770172584341,-17.985015011430196,B,-53.958788949755935,-117.32180725918538,B,-88.36925702487547,-82.90780070668343,207.0279189250841,24.905464074154246,-83.02098933486583,D,E,0
F,40.12770468912559,-37.23706954932303,-4.324023771353019,C,C,82.63526480635052,25.234362750979923,D,-102.11539261061169,-12.875582480894817,D,167.32517392873612,11.265836921707855,243.1664550261254,85.98411618226883,117.57833786973401,A,B,0
Other,56.05431571015712,2.4424898166249496,-70.00170073723507,B,D,100.5006470226216,135.84903136942083,A,-52.27232430606451,-46.77040647398691,B,-88.85547987365356,86.94037082947348,-130.89498866640366,-139.35122181556153,-55.1706812073951,C,C,1
Non-binary,-21.69029992525129,-79.22105782447355,11.728954023781874,A,A,-140.84401974389417,8.523372469318776,C,-162.9887994251233,141.81161245885096,A,-55.293905491615966,-75.11723069038298,109.12630422682874,-39.88531307597299,-151.29392800953835,C,D,1
Female,-55.94340410423248,-149.74152820933057,56.43515292718098,E,A,-4.429781781575574,3.6955933415517643,E,81.20917075891461,51.31830468658436,E,93.81949912289022,-63.58212579430117,116.86007959802502,117.7612855755691,87.16459924865406,D,E,0
Non-binary,103.54350090754237,12.830371242494271,-11.36518142349264,D,B,45.07201747856063,-46.571612266077366,E,6.980360287816155,-27.851853400686664,A,126.03371242922809,216.35260158147096,39.575247330647166,-38.341421051025804,-19.545292955120008,C,A,0
Female,191.73869054032346,50.323363003316956,39.616644407082354,E,B,26.176194978623847,62.33475939436444,A,-81.0789582252384,124.88302714034378,D,69.50349978715067,187.81303612450677,-159.89091524676505,-248.73896841082393,60.30684431161415,B,D,1
M,-19.92666647518751,7.015960461541042,26.43537436745152,A,E,126.61811236947042,20.392621906588566,D,-123.01476773745739,49.31165931776369,D,-45.49184838787405,52.50332637297769,-116.05791512124296,-17.21840580976822,-5.0649409565495995,B,A,0
F,-195.45780610221664,-49.76666665471095,-14.574446603945148,C,D,-126.66455769944011,169.08084696498315,D,-99.61923455801453,-21.837621949445488,A,22.288344166332692,-141.6350271495691,-17.241779904011533,-27.009287935152294,5.5027186493390365,D,D,1
F,44.537329254149284,69.48956483184328,-90.08602660585352,C,A,-78.15088910589773,139.19052276872046,C,152.2471869407725,-71.35398396804563,D,52.380310406373795,-17.387287738816543,121.56369778976821,65.05857147262026,-66.62232708673073,B,B,0
M,68.90677030374937,-49.1375827547362,193.40824355245553,D,E,58.657342442650474,-44.451661449915974,B,64.3904454109615,-95.36785623637914,B,-165.7842153644753,8.895547680928374,-94.83277182858151,-243.42234063664628,-15.563182017930236,B,E,0
Other,97.70484365271601,-66.177691339728,51.72928953743167,D,A,78.55436649457555,221.12340373747062,B,78.3826728550112,-20.23127011078104,C,-88.88516502046528,121.99104120212974,7.9674741695364775,-54.821693570961706,-42.15716153918914,D,E,0
Female,-13.475496579252614,170.76172679812368,56.21818542722129,D,E,-32.87976752138148,55.23700119137631,A,-64.9508187660731,-120.4072093160881,B,0.3819626335112057,-104.87623329449374,142.66873879611296,-56.163143959943696,86.84445301948608,B,A,1
Male,-23.863727165861544,7.019266099915465,84.76237367945062,B,B,-148.59883220052438,-38.45096429189695,B,119.00872635489428,55.27827204905973,C,64.10595780081162,-35.4443587023397,62.43692987468516,-116.63816291589227,120.62605302085262,D,A,0
