nationality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
Brazil,C,B,89.39541989471864,E,64.00596257239076,-39.49685166979941,114.4454087993104,247.4986003483265,-46.2382987316889,D,94.85326450376895,-45.25992921806205,1
Other,C,E,-193.0765368050469,D,96.35593182988717,82.32060455514065,-29.610419580777535,-153.44410528416915,11.929376009156343,A,-238.05605621648547,-7.375871828997932,0
Brazil,C,D,1.687748539776288,D,-80.09206148912705,-156.45410791966273,49.62816843255159,97.17135642462384,81.25760518282887,D,-3.037536761988993,19.41020423750058,1
Germany,A,A,-80.63139188354815,E,107.47264782970798,-21.21347154894876,32.15118029054081,-14.458021632451493,-215.8331526270649,C,193.88749398017936,0.1499021178239201,0
US,D,B,61.121636767630015,C,-17.29288475633709,-135.47973175411911,-118.95755610586629,145.8513492776882,33.18085901375646,C,48.92206602179866,-59.14330000472437,0
Mexico,B,D,54.55011060637703,C,-95.15967652834964,3.5317378610115324,58.57715761917442,-0.2688403813242366,-33.103257378290095,D,-80.9096281928651,-87.45966722447528,1
India,C,E,22.297732383321904,E,-17.163270226766734,-37.35071282688583,-175.96942443931468,42.588354050807446,-66.71659013217281,B,10.746965828655238,-18.434481821603267,0
China,A,A,-25.312053185436582,E,43.997516548121716,24.889043855134897,44.117567220951614,142.35375607568642,70.7974559054232,B,0.8519785453812789,83.72353087262621,1
Germany,A,A,94.06122001253681,D,-190.67168921627416,-50.60469525506136,83.89823588152223,-195.17663078942766,33.215244589335164,A,-129.79074386115107,-137.00418535136663,0
Other,E,D,-1.9877221142587382,E,-138.53035772004515,3.9347612971559034,-127.14950597285272,20.351523325283594,-73.5670614275428,E,124.68096069951564,100.40623305765364,1
UK,C,D,168.24305552459703,E,-21.28108250297193,87.7766739107095,169.8149442359567,-37.69515709990746,46.03215272522507,C,35.15387631091757,24.52130953041049,1
UK,B,A,0.3948423506198614,E,73.4191297890501,-20.14546019721978,-46.13564084297655,-163.71775317303573,64.61520331295263,C,-171.72414655098345,-88.3182350541815,1
US,E,E,133.7533467563212,E,59.95896097707366,-21.771836506580986,29.406495264081755,130.11326991743758,83.29133881429514,A,50.8039698539268,105.30229882630222,0
China,B,B,89.65206086717681,E,44.216791652564574,-65.8350575073168,32.23585020014371,-54.09304760641723,6.016627215054808,A,31.991990438843672,-116.22468771915848,1
India,E,B,74.18687391528944,A,5.818396710332459,138.45136462725551,16.063083183465846,-106.15877360284551,128.5565056417634,B,35.94598542172163,4.104378469283108,0
Brazil,E,D,212.2221820389795,E,-5.900174100795354,-56.28664136236863,17.882750425615775,119.90156700908456,14.269637274291014,A,152.81724883658512,-125.7890289959843,0
UK,A,A,125.1429875537994,C,65.48869666814575,-183.27638526900475,-50.8085041134583,-69.92623375913469,-110.21429250184211,B,104.35149227902052,12.010051940807825,0
US,E,C,26.32856027873544,C,-64.24215948300801,-20.310912020616964,-163.21279719699336,-197.73445252393088,74.51013570565667,A,18.638249720120477,-85.51370384839292,0
US,A,D,-32.049528237430344,E,16.23574996369255,151.89250931974877,-79.53044279629079,97.8009445342109,-30.18090159410332,E,43.33770792291208,-5.815746067653904,1
Mexico,B,D,34.19730082199419,A,26.813664071666953,-2.4824692219644713,1.731323679354823,-80.62001651287434,73.29851288692281,A,-5.192141081672616,55.71672328207543,1
Germany,D,D,-43.96578266409625,D,-185.35368614870868,69.4956176717501,231.23413602722044,-212.76483144742087,-77.6107332539756,A,-25.71506478230618,-89.5140316104596,0
China,C,B,-43.503736127985796,D,5.790019976841996,-72.53716994240243,62.82103537279489,-144.98725965832435,-129.10612601922446,D,-39.243717046524594,-105.00779204337493,0
India,D,A,-33.23250534765031,C,-82.80276932501226,3.9416691315513606,-33.69998096250949,241.3683865295658,58.309948879476494,E,-4.5487081515701275,69.35264306548162,0
UK,C,C,8.501065047279564,A,35.27407772164313,-27.797500056374464,40.56454433989585,21.434232729660998,3.433045760242453,E,-90.56411877096221,-123.34106206187477,1
China,A,E,109.96874080233616,A,-189.66435192856005,92.17716914170126,-109.8268419916627,21.898869351972007,-60.881690722201355,C,-78.22486145722151,96.3963717761025,0
Mexico,C,D,5.119435167489244,B,10.730619467842665,179.88734636672228,-93.39218351410805,52.517526252466126,-14.951366363997506,E,-35.0835063171691,-193.39632016489904,1
India,A,D,-26.27561863654581,B,-8.929650292986343,41.96226069405065,107.00922645594713,-43.45871211882401,59.85980824105963,C,0.9237454533169223,-175.475750022852,1
UK,A,B,-24.883395699082964,B,-14.252970265120135,82.10304740662329,61.70832158586394,56.739062423723965,69.84136695180679,D,-223.19094066559595,10.984333355842496,1
China,D,A,43.72417793616154,E,-4.045160218376517,64.53486878854788,87.16315694745704,162.47579519683833,-51.91055506466042,C,19.64663939899606,-239.49685333939564,1
Brazil,B,E,-14.496369325695332,D,-135.5792573593014,35.15197065627185,-11.515384625301134,62.259268417535,-92.15734821201974,B,-45.21906185198997,44.370698671440806,1
China,E,E,-164.58073842962344,A,-250.23040876713867,87.8374967583572,-31.370769104620333,185.37190787669115,-62.440512958586126,C,26.34889257732475,60.31798986936777,1
US,A,D,37.79822349751039,B,12.790697511897124,-112.5663701241596,-35.80068599056095,156.82777025495858,-42.78929272155546,C,-85.33359995043894,10.617251397312625,1
Germany,C,E,92.75003029785103,A,-88.25688428015282,-17.399290087658994,-25.096396828955665,-244.4856401561851,-108.34555085517937,C,125.48979849203359,-204.28763110296367,1
Other,D,A,-0.11333576694659844,E,-1.3916258760130096,-108.03107304957891,44.81340198201417,30.734094876099928,-19.426054493196965,D,-46.335750461955264,-35.98620391027394,0
Germany,D,D,65.13784601682084,B,172.18716354143308,-283.8370313868799,-93.64216150045725,-188.12093120540203,47.36070353893893,D,-24.43236985715031,-46.12534408054799,1
UK,D,C,134.519964206321,D,63.11454971610496,-110.09965986888288,-142.19439232357269,144.01614165660615,-117.75878099058785,D,-67.3345108288442,-106.81878482144143,1
UK,A,E,-37.69825927683793,C,-63.49247127380988,-41.72574680693031,-29.531361815904383,-49.728588993723726,168.49501650081115,E,-212.39805147152566,-62.877903181033176,0
UK,C,C,139.86213641692387,B,-106.92029383901654,60.670444701497004,-80.9023162950434,-66.41241378177301,110.59552810513327,C,86.17266166048464,-78.38446020610183,0
Other,A,B,96.03347037756944,E,149.4333527439711,-83.30296536223608,71.18584977816211,-181.6413737758667,21.302458577839868,B,-16.94326402774562,-61.33515605007888,1
Mexico,E,D,-52.33499360860752,B,33.662782552253425,-36.45310024666406,-113.55133430557518,93.44331172033348,-38.64043477577286,D,106.87283177264679,-115.6248024266037,0
Mexico,C,C,-29.55722424356299,B,-162.1352721817914,-147.78598151667828,-13.292490935300973,219.55531185806691,153.1102077948663,D,103.01688240151383,-62.646220366458415,0
US,E,D,-52.98274262403325,B,157.19318061990506,-86.32321271897679,70.3960042809077,34.394468079976406,-67.1373109113734,B,-88.12393517586476,-35.874408875596544,1
India,D,D,68.06040985052437,E,89.03949023291122,46.49796806536884,37.124269282249166,112.97635781353601,-242.56325664157848,E,32.29339756082109,-66.36358205355583,0
Other,A,B,69.19806482489228,C,-118.92515625812695,-61.66904021886752,-54.0312516564103,-91.95363373077554,28.967685364065154,C,125.83258926746296,-47.3387980045263,0
Mexico,E,C,100.95642394822835,A,-189.82684200772184,-51.832137878248695,149.2114382148428,-68.82911362295,54.79672449479591,C,-50.850141501276525,-44.53281865205157,0
India,D,E,20.368719662843123,A,109.33438799298392,107.05762583847236,-82.4063328793236,343.4276137101712,211.60824981713176,C,-71.9008541022774,68.36876437461295,0
Other,E,C,-94.58887023378851,C,-182.3848052174129,62.80703855254968,37.34790311312789,30.406039662106682,-23.022634163168266,A,113.72460293492938,89.68177207861353,0
China,E,D,-32.48949037801396,D,124.15489649653169,33.28470987893585,-72.61668414670915,117.88624827687033,138.8856401414182,C,66.13307497405451,215.95078222692763,1
Brazil,B,B,24.07022711947593,C,-99.74998151152317,-157.0698338051645,43.501874402410465,-2.945925219496988,49.64480185486692,C,21.798582702664714,-105.8205437161499,1
India,B,C,92.11709522336267,A,-57.12057700650202,-21.887137984545074,-4.002145054336728,-19.957766981132927,-138.44256542863823,C,136.00237737522306,-49.01738207146218,0
US,D,A,88.17987041906741,B,-48.611595937227584,-58.90836464211616,78.57710884721163,91.521801692305,-197.75022108395166,E,131.32755813463416,67.08145300017874,1
India,B,B,-217.0833790822157,E,13.425170825905127,190.9348491325741,46.402774503035296,210.26660128288367,-48.21280212491906,C,-185.04760609632996,-63.97934896989749,0
US,E,C,21.084888659481514,B,106.3262662110932,51.401497552475426,-24.8850389718038,6.221196840104918,62.17273516744799,B,-135.75689553620822,135.20245480793406,1
China,C,A,-1.919400133872479,B,-150.55900530636072,-0.8635526449474394,-34.77194596037736,73.65103460232872,-81.43639967731178,B,35.02808916744077,-59.39924948431388,0
UK,D,B,-58.830831386854776,C,-100.39859069641189,82.26161562624434,64.59797981653416,134.82691440345528,-104.28771868880622,E,48.06155168800162,-29.45508245560599,0
Brazil,C,A,101.86098030282113,B,-59.65551014404791,66.73693238418757,84.58878342527834,-43.05857734346837,-138.5761201998548,C,47.51411424886645,-58.24854093666361,0
Brazil,C,C,-20.81653699699741,C,14.823902265099854,-139.90212950119837,-12.185603795020624,-65.23005803563032,-29.49574892369356,C,96.62771273593093,-59.64228790135152,0
Brazil,C,D,-25.69324130319505,D,-35.75346471991557,-102.38883845147015,-0.7102771086065405,9.332668278717271,5.285643061498918,C,140.3609315948007,-133.95910305179666,1
US,C,B,-15.927587452049824,D,-52.46289399603684,82.09116576329896,9.2064429578435,15.652581307815977,-28.900574204084396,A,104.45105812803281,329.0166845766469,1
China,E,D,-41.81958406144871,D,20.17060418819266,121.20949234513422,-121.32758229404755,-12.16811803855166,-41.01608557705282,C,-14.771829665676911,37.82256354752417,1
Germany,A,C,177.9898762236379,E,-2.84392997869059,-89.28090404778898,243.1439030175507,126.48647750787052,96.44172601073211,E,-105.33297817512101,-35.29894010789077,0
Brazil,C,B,55.119906822995425,A,-23.02981545633677,-92.19111659569528,113.42488638463466,157.03469597225742,-49.59698521885599,D,-93.02619345323673,-55.12932635958635,1
Germany,C,A,80.78543639473014,C,12.023655409301064,-5.6776166724562245,-54.1284637339424,-84.83836443403902,-238.54226203414214,B,-41.11646023862706,-39.04149325671295,0
China,C,A,-80.5309226701882,A,-259.0776454153264,122.45668571620239,38.12956007117807,100.07797979483244,16.960117233658377,D,36.33873966151992,-64.29189940931462,0
China,C,C,-49.87079516148899,D,-48.400486412669984,94.11159798068077,-5.743541820990153,152.6107383207425,-175.7739239677808,A,74.01615405019832,66.72132287691548,1
Germany,B,B,-80.66316425871524,C,-49.29699293874704,30.65642032681735,10.91482308935113,173.58330900514125,59.4405821158699,C,-68.02254995688689,-46.54427056193918,0
US,D,C,-16.87174340490544,C,-76.72111342323578,98.00511931135011,76.61704247734392,135.23610829410762,64.6837239244937,E,-5.820590778611306,151.8691063614671,1
UK,A,E,32.573315388003394,D,70.31543716721326,43.17616261494896,-46.90533854088905,-18.411177818776157,189.19644579471847,D,14.82195110328325,-26.253638659967578,1
India,C,E,-103.05902196928618,A,82.20608024774698,-4.291548726659275,62.2448179849001,15.924706214702153,-38.6916617164917,B,-72.8639083497259,14.607750515995582,0
UK,B,B,113.5142885558732,D,-10.057977568259796,43.66706460882289,-96.71252467857691,-54.06792065136688,-75.88267529452966,A,17.38265628711054,2.3571147396557244,0
China,B,B,-32.81021465278883,C,163.84649224105604,79.0539199633583,-43.031969834837994,-29.713664995129026,112.22104569259213,C,-57.827510697374365,89.48541084018206,0
UK,A,D,123.50557824020339,E,-47.26611337788962,18.259088518854313,-88.90323857116208,-104.03065337547642,35.10420348157,B,103.81130275387017,-214.84741759930074,1
India,D,B,7.811418562035858,E,56.87156247434413,267.4548133497417,133.34691893940263,-54.75772042347236,-90.79180273392701,A,40.67330079553472,-104.87543015128091,0
China,B,D,-59.91934257480879,E,65.36640449170112,-99.17304994144493,-7.48146210229736,49.09141931499917,82.09165664594768,A,14.56478012736768,-32.53471158021905,1
Brazil,B,A,10.44644799662008,E,-22.518313546076488,19.75791797121659,52.68593946942804,-6.887367187322213,-37.05027751585537,D,91.36103194583723,-1.3104004010591437,1
US,B,A,55.85392400052708,C,143.5416911104155,116.09942392085924,-83.53639661556043,-22.267791369086005,-59.4007033004185,B,155.2254594752998,115.79244589751616,0
Other,A,C,46.9661922623676,C,20.26747766179103,6.876023366487064,-33.43111146346994,-51.35634419356001,-112.79507504334256,A,62.12687192224763,19.516114260440204,0
Germany,B,C,176.62227032026817,C,9.227392472884018,44.34965404259239,83.29007835635565,18.396783173132718,47.54874934521753,C,120.90580706644549,23.929043260384052,1
UK,D,A,77.93691679181636,A,87.2979336101045,-109.16515292454882,71.92563418855784,-138.1227168434279,-67.91473581094174,D,-40.55559006053649,-146.48997956392512,0
Brazil,E,C,-0.5177935542970953,B,-29.731182148469,65.52591263323802,-205.7558346173728,-126.6070132976141,-72.02391950959999,C,64.00669260598632,-170.33023913935625,0
China,E,E,129.9206469387701,D,37.00913701544442,-72.63589493180868,5.938554116069208,7.645961846192609,-153.33427947022213,B,131.5613955490591,-104.49679053266117,0
UK,C,C,-146.52083501128376,B,98.54994312028528,49.23247963915418,-122.43846108478311,-48.04842547866339,50.94781880191015,E,162.7322833592463,77.22645025252746,1
UK,C,E,-55.1383091056345,C,39.13357784547792,-29.413357961252153,13.088490787626766,-5.0779182387189215,-132.91593561911608,C,-77.55096426312187,-121.69614031387613,1
US,B,C,-151.16325283864515,A,-63.977633568391404,-114.30522590162508,100.80591271027832,-70.77450516986337,-54.011954429377,C,-54.889619688249724,196.60052536047644,0
US,A,C,-13.450390833922047,B,-188.67340391489705,63.19183409166493,14.513067732847823,75.5126632107359,-27.217453786861164,A,-17.55637213447592,61.429020456056485,1
Mexico,E,E,-12.765321214983171,A,13.286858900569207,14.530039228730155,-83.91213718942778,124.29508037493268,36.39484284152796,B,-79.45797453699687,79.27127349660995,0
Other,C,A,73.0267894066022,C,-111.97483960859611,-57.28222534756935,148.09260244679416,40.86093282370805,190.4508429217171,A,-97.93171785672773,123.85488062512486,1
India,E,C,9.90751439298217,C,-72.59980857709797,-24.98785682258476,-15.249688372906487,105.21024001645421,-50.04932287178081,A,124.71256405654447,-57.18652832624683,1
US,B,B,53.07158698363236,A,70.00602459162609,-133.00206534193407,-129.96849818046124,-18.86330835477009,-46.78557621548147,A,-109.10966923956235,51.47808418751004,1
India,A,D,-39.77880237157881,A,54.01191486886352,-92.21852049315888,-21.625456822794668,-75.44207587062574,-260.4656992402122,D,95.75615006497169,29.85611650884243,0
UK,B,C,142.84885166958713,B,-16.449045120089842,-101.24405383783967,-113.64255225559302,46.763998421735394,12.885347928871491,A,90.74357347675685,226.0086874087748,0
Other,A,E,-26.817894929314186,B,-90.7586979442794,68.08269881999657,-204.89034964309303,-199.22920278516665,18.533018836160988,E,-60.15813133033608,-83.11490656636413,0
India,C,E,3.625575651347282,D,32.75204803768288,-37.36937587380394,5.194700174624433,41.179000742667306,197.78830363910973,B,149.09397216946044,103.31694196254493,1
UK,D,E,-2.1191962879779056,D,-38.705089833965225,38.12050941348325,-116.93879619709284,208.02922051588985,56.92133508604914,A,-170.03522569533595,230.6539432563845,0
Other,E,C,10.903159912893118,A,110.62347268030224,21.03443102068224,58.54265752243045,187.57094107068565,-167.53232091695548,A,-37.731370085992744,220.4481978709845,0
Brazil,B,B,-164.00987689911713,B,-15.527538732601261,202.22411916272586,-51.78274922079428,-15.30401605244279,81.11320392766292,A,-113.16894515620189,-74.26745207622945,0
Brazil,D,B,-27.155356188463216,E,120.46950228013765,17.003691298842288,-99.12308795712363,-35.301462247058794,-70.73881619108806,D,213.1042069457628,89.03170663589351,1
China,A,E,160.030356566898,D,-119.10936234170697,188.1429803044162,-179.47778018356067,-58.9681912339209,-82.2371901303913,E,105.5388621829885,128.9778855099832,1
Mexico,A,B,48.6251521124688,E,145.53734734109824,-57.202119171545995,-5.629636846220015,-147.57158113203494,60.055981737828304,E,-73.8951045379207,156.1450799243594,1
India,C,E,-72.11598641501045,D,25.739469727072795,66.48441091568954,203.36230196190988,74.85117210101339,130.80569965350043,C,-200.63944343716562,-51.18227288039382,1
Germany,A,C,-172.00338658233252,A,130.58630962084828,-46.61079735839916,50.492817796085134,171.95376130272945,-89.53881781851248,A,-47.59515928870977,22.86608406683714,0
US,C,E,-123.86534032431528,A,-116.40602134489752,63.08866331327599,66.24941326096443,-17.06607354675915,-152.07838876965795,B,-137.23289767187777,-264.4498039061807,1
Other,A,E,-81.55285683044123,E,-210.88849954393444,-116.53489722270307,27.436827908737065,5.93151670569011,-74.42675339635527,A,43.65519062439177,191.9844980205828,0
India,D,E,-10.854763257515303,C,-6.563382471058602,74.22188458853003,-148.58220069130437,-12.48658301292108,-129.20808390591804,C,47.82819215548557,-94.97113507566335,1
Brazil,D,E,-107.6029138047142,D,72.26904212352606,168.44782635043444,-78.80697533787799,174.5726076514856,45.06842911465012,B,-30.23798370648876,115.24395783149397,0
Other,E,A,163.44038595787396,C,-125.54385735774369,-32.83326398124326,32.78210723881291,-101.3205985029535,-43.36650699998384,E,18.72352806258221,-115.76351960638742,1
Germany,B,E,-94.85154148129405,D,18.634837510427904,91.47508140620002,-16.765691533123643,158.68993204701712,60.80777723230746,E,20.111296584810887,120.447559289364,1
Mexico,D,E,131.97349777785178,C,-93.5233299482212,-45.25055156500284,-31.581077963837867,39.047155338654484,60.144819385926695,B,90.39247263430475,-150.85397368833884,1
UK,A,E,-320.6623705070985,A,-13.670419989648222,38.536042442276994,128.75004512661548,-34.22428221954087,96.72016849845117,C,-36.16294869788248,-80.85377524505299,1
US,A,E,-35.575099628023786,D,154.2663668679357,-31.524848888994956,122.40329027026426,85.6365394752529,-44.18794860084343,C,-35.25434129260146,-96.9645574196405,0
US,A,B,-13.465569681793138,B,25.522667123467446,161.75700240984366,-17.59613697045557,28.21905495204493,4.90530265972736,D,131.20118931171876,12.448789950208031,0
Other,B,A,-143.68903895031028,D,-136.03383354041875,-151.63673195113364,-198.29297218053048,155.74528332576787,54.64922188281584,E,-43.335175143557855,-80.48807288428517,1
US,D,A,-93.19081465427065,B,145.7838020652185,-85.40333530518629,94.8312132134412,-116.56414200653766,-14.347365750056436,C,130.651078326795,-37.912996333064214,1
Brazil,A,A,44.01978694447213,A,-75.45129534272453,166.17651110478536,47.294049106938765,-212.5053886659553,44.342642942303165,D,66.83203530297251,39.78611606922023,0
China,D,B,-20.311811274710198,E,-136.44114749939448,155.77924107870714,87.31825628377595,47.721809845571684,-96.4330074016354,D,45.93932943661393,40.54476877950563,0
Mexico,C,E,3.663034656672269,E,-4.184082686000832,26.83384361866585,77.99243061717566,54.58802355849725,208.66288220220088,E,-330.9823770994392,246.27433437585728,0
Mexico,D,A,35.55949285284557,B,-140.60632953517583,-0.9061917248889184,-10.852792014855758,-208.3877694929927,6.748735343906671,B,-12.074695544403408,76.16881361530639,1
Other,C,C,-150.897703617208,B,-128.68308176456662,-167.36676413407812,-2.9436285220860907,58.85588947624822,58.62666142204041,B,91.3263497820146,-4.011330359728184,0
Germany,C,D,-9.902060226376786,D,-45.156737831857356,278.07957837027163,122.32450121769891,-275.615667472514,103.79584419394905,D,-133.3830865969222,-168.96317493581245,0
Germany,D,A,103.84813936451613,E,131.55123544981586,62.35181050604031,88.57117269122004,7.3613560453984554,-146.45874233005594,B,49.69249558930337,22.45944793471745,0
Brazil,C,B,-201.8571218175466,C,19.49239242526005,-66.4414609890485,-25.801776087085486,38.22319990561638,63.589560341765015,C,0.020793907472594558,-5.682270408369815,1
Other,C,A,-75.39804152544536,C,25.45581455218256,-5.552130114469524,-181.93134366621257,-80.65160638863127,-201.18941031136433,C,34.3561178451628,233.2752615850433,1
Brazil,D,E,8.471530194342023,E,79.29827697794354,-119.57980559861272,66.17779216246701,72.35602524614433,134.79737839782882,E,31.0022282689822,34.50545113902468,0
India,D,B,-20.261055372060135,A,-34.852030351134765,6.662363200107488,-59.985518137736015,-131.25788071658073,-138.99244818860117,B,-73.56686939278697,39.32294101635815,1
Other,A,A,88.70947330271203,C,-122.70820033540295,51.73253355732922,48.53839186929556,150.24547697369695,-11.786722048193555,C,55.71513920290067,-28.328148765955913,0
Germany,C,E,27.840669057994,C,-78.89732779572182,19.00972093970117,-123.12022589598708,158.21981703585845,-187.0903710858022,A,6.158113027545162,125.21913505939506,1
China,C,C,116.1041828788955,C,50.53542061098969,-4.592280267312064,56.60306735897321,-111.57863035776319,109.32859116060504,D,63.809156223935425,-139.11640842088343,1
Mexico,D,E,92.48798287002025,A,-126.8225331086134,1.620714701577096,0.650773404807122,-30.059222175891158,52.1342881528867,E,-92.28014736895145,-85.15239611090323,0
Germany,C,A,66.03843520064265,C,98.79178906905723,-61.47043267759048,8.930171884455765,43.99643174829937,29.921541047537957,D,88.46534608754564,49.75731472172842,0
China,A,A,-3.8483889533194695,A,-114.18522368133783,-89.43587495644176,-6.048231039097153,75.74825733317859,-2.44256225985318,A,-57.09577252258826,-19.59785669698895,0
Other,D,B,-243.47813081383532,A,54.56597857315223,-48.53306703113704,121.96385174599864,-52.875156829853054,46.30230447922506,B,78.27633248010275,-191.54782847091184,1
Germany,A,C,-57.73904914407806,C,-146.58986347529518,-161.17509596883622,74.8782053564131,16.007443987180224,95.46789419464099,B,-32.92381166168099,115.38656184148604,1
Brazil,E,B,-62.69367574520771,B,-157.96841226461927,-54.90029097996698,-112.9480762197538,2.1488849072215306,77.69281479259465,B,22.90572062749276,74.08347549442473,1
Brazil,C,D,-21.262592964266,C,29.448548440241844,131.7764217770279,117.20530740854646,131.747503647446,-78.08538950887566,E,-112.63857347878168,-29.40737042494485,1
China,C,B,142.68333788326595,B,34.47871718633278,-118.95159703431153,-24.37217952766798,41.245310759085584,-66.72785917988341,A,-48.361623811466444,42.193609970867215,0
Germany,C,E,-30.950243708962095,C,42.15520010519273,36.60592319398126,31.459128432468297,132.37110477896923,15.516202975663655,C,-124.70553964729464,-83.03674750879168,0
US,D,C,158.64103246549774,D,42.14779044549046,-267.7467561965917,-104.107287519754,-68.4774211245259,-10.011228752806403,E,-28.875644273974267,7.347774220905149,1
US,D,D,-8.262824702252862,A,64.22596313759846,67.53143081770148,86.65701415724199,169.79391816240908,199.80892895064625,E,18.699150245677934,-53.44816483670106,0
India,A,B,114.33945925030801,B,-45.67411431504722,52.45671441663306,-240.5227420066823,-115.83633875547292,-62.2937205569968,D,-3.528374202568877,156.19609082891157,1
Mexico,A,D,34.249806125022495,C,-113.47648000741906,-10.963188474163752,-99.24022186065284,-65.35769691046032,129.16712446271603,C,-59.96433346139368,158.7162969549542,0
Brazil,B,E,-77.19400209359539,B,200.37263739732362,120.67861693432329,-180.328666038548,-113.44942007652396,24.77321453950325,A,105.54034616147774,42.29843835680931,1
Other,A,B,85.83879556729694,A,-73.7550247655055,70.31369443029045,-111.99974376729568,-17.436742608869338,282.30866485369546,C,-85.62381803702938,59.333934823660236,1
UK,B,C,179.11750866108397,C,129.70410673870663,-20.092299284004486,95.75013658442737,-78.99248074572847,-30.807957369475986,E,-147.29322406608955,123.01933786216807,1
India,C,C,137.40619607649919,D,58.60348766160626,-38.52952823326382,111.94198597334707,122.96581489471012,-1.0700805276205565,C,-111.13526509682983,1.5432727136864013,0
Germany,A,D,-33.43585964564188,C,-4.891213481601622,-9.872981600135239,46.854763349213144,38.6648366290418,55.85747276613375,B,-18.235759312159605,54.144274664868256,1
Germany,B,B,-78.06679532604322,C,-56.81383829331321,-49.856780530794296,61.42712906603672,-22.185971675864742,30.505315067459275,C,-105.34303171184777,-33.244481880910854,0
Other,C,B,71.41144276857193,E,-57.55807893157522,-152.43256422365877,184.14734290400446,196.84650283030942,208.82835698202325,B,-80.89776358709216,143.57374348058312,0
UK,C,D,-121.89229832914275,B,34.09658574753385,36.29492069296404,-91.80494079184875,-27.431024884185057,11.595138748468884,A,35.82211856592083,-88.8324048308839,1
China,A,A,125.24111570193787,C,90.47350480985679,89.14277821210929,-54.84434756329926,65.36619269698697,43.670901590210065,E,184.5274450708236,75.1998006643261,0
Other,E,E,134.16512611198007,C,112.20769285788667,5.4962809611202275,-19.02616316012707,40.33885694716927,39.51386451938655,D,87.55010895211794,-217.9289254235297,1
US,A,C,-65.090954711972,D,-24.58920241013335,52.81550258636578,-9.907798416896856,51.14403251460021,-3.5757089642235127,C,-159.52553373764962,48.48596333860988,1
US,C,D,12.611447390261432,A,-142.52893798246942,209.4076136565673,-107.94070785596234,1.1406860348904395,-99.49029004928963,B,-24.608076756334977,-70.62177315347657,0
US,B,D,16.11615026434364,C,-7.709790607109408,-195.3617074021863,68.05777113711422,73.13741690896768,31.89101248628246,A,104.70735324439357,2.8916353337269483,1
India,A,B,79.80822006604264,E,65.75895333771659,64.19107061903017,29.3230480531757,-151.89081249624198,-98.02334663387924,E,-96.33854929204063,150.10023144126993,0
India,B,D,-192.9200835408873,A,-19.764060000178315,106.78256911569788,163.3192641525119,-33.18150895051629,23.723165828712016,D,93.70271514486427,-10.130658175664415,0
India,B,A,-74.75271889250266,E,51.24904361542975,152.25611914735964,-54.031130775564776,116.23529905800555,-92.12096958003238,B,57.23880399675076,-167.03786017242294,0
China,A,A,180.2508722576274,C,5.09964969491858,-132.21056040733993,-24.581113987189003,124.50128593539556,-83.32862335476095,A,290.45146874228675,-141.84088937413514,1
China,E,E,38.151512192084894,C,-33.15772753361422,-134.41899664903815,32.47254660328722,108.62704306222956,140.32260864186068,B,-92.77521062702306,-130.61165860143257,1
Brazil,E,E,33.89943920620078,D,78.15920890191617,-240.50364158371477,-45.40342919462851,-39.51007374856632,71.24107354432363,D,16.1450629144808,-120.61681376874773,1
UK,A,B,3.0542798000691036,D,68.90613895699343,94.82306584599993,-126.44318501851566,53.49972069839089,26.03176695673129,D,77.88176552416243,108.34460095373622,0
China,D,C,-64.00244343467094,E,148.97044209738257,6.110035584400328,-7.761798807450783,-48.74011625945568,-48.345270417496636,E,67.17907346456491,155.72709182900923,1
US,B,A,-61.17628400659395,B,-2.5218753073235987,64.11239968046316,-79.77577172325141,-66.77831570609602,-12.85668964143804,B,82.35958720904611,58.98678820604303,1
Germany,E,D,142.20468552362095,E,-37.176145472704285,-100.07577768760201,-16.254733606361718,-100.03077282355402,-1.8084389898887478,A,186.40945411439947,128.56589531299883,0
Brazil,D,C,-173.1783857443595,A,29.151534924060325,-37.289291206208915,187.7000197124096,5.113498292163207,279.6588263599035,B,-41.70970805341545,23.38287530128441,0
Germany,C,C,-19.6930586939893,A,46.05472331046373,-80.56788326165677,-33.642225300320796,-195.30202294405328,-76.1866082922641,A,-113.05455312562165,-127.78303057030934,1
Other,C,A,-15.153042420447902,C,-88.8911504165342,-162.60581141736782,-34.37893180175628,28.288180841991572,64.37045209791356,E,-21.941003841014894,-79.93433449869691,0
US,C,E,-0.30715244818854864,C,219.98867286270016,-61.92040771962358,31.152895577203754,-4.354653667553876,-61.74518733505001,A,-68.96899440986238,307.5072747311714,1
Germany,C,D,-62.957137949538435,A,143.0585411672963,-30.322823340100218,-44.706495945532694,152.55523624732044,-178.36920398128652,C,-48.48988771642352,-6.272472824479089,0
India,D,A,-75.40654909817137,A,140.1426359971056,-113.93226683166964,-14.739488116454908,76.43792275520458,-97.69883997144227,B,95.7074827184045,-31.211140722997644,0
Brazil,A,C,66.59272287323684,B,11.347168808669492,-78.82137402979204,25.896586533022965,57.097861208492176,-110.62168003299892,D,-3.150810529980076,-136.19748334909886,0
Germany,E,E,68.21171556504696,C,211.64508654515174,71.1661366935318,61.43287846321367,33.82449261517741,122.79076249736514,B,97.68643207598699,-125.85961488464883,1
