Gender,age,sexuality,disability,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
F,27,Homosexual,Mental,12.976003710758437,A,-205.14420861156557,-156.1787144554645,B,-334.0430586549858,D,D,A,E,60.40448938750025,-258.2460330096598,C,0
Non-binary,42,Heterosexual,Both,-97.37922908015436,C,171.6602732590581,45.419038259085006,B,-11.068972516322575,E,A,B,D,-2.2666899425031315,-36.626679242398374,E,0
Non-binary,57,Other,Physical,17.17712887284319,D,-30.292802005413456,49.82614831677335,D,-22.973021334405402,A,D,B,D,47.90143941975301,-13.232502522964888,E,1
F,66,Homosexual,Mental,151.49806485045073,C,-62.42031972695216,-86.46810798162838,B,-56.31566972178831,A,E,B,E,-148.2857277236366,-62.97981176221413,E,1
Male,59,Bisexual,Both,-113.44092081586747,E,-117.8512546978017,-17.626294325872614,C,141.08990509572442,C,A,C,C,-31.403579865854482,-118.51219578917262,E,0
Other,45,Other,Mental,160.54485641313926,B,23.72489814736776,-19.044339418841954,D,175.67881997756868,A,A,C,A,71.29828306709435,58.9020020342925,A,0
M,47,Other,None,60.41081338603672,B,-7.373088699833318,77.87501577784309,D,110.10238952562217,A,D,C,E,-132.19725451212267,-102.84143891289304,A,1
Male,41,Homosexual,Physical,-98.59440577785426,C,95.4824836286289,7.501357053416233,B,-309.4059965132038,D,A,B,C,28.97829667600397,-90.85480215699083,E,0
Other,78,Heterosexual,Yes,-59.02962645170051,B,103.9012890966977,112.82068714597513,E,131.2369768236929,B,C,B,B,-159.18695058405476,-7.417105278700004,A,1
Non-binary,47,Bisexual,No,294.4968995976545,A,-42.02411085705467,68.36619182158641,E,-123.83080388954039,D,D,E,C,6.678187827253189,202.62283952872977,C,1
M,66,Bisexual,Physical,115.33225580577265,C,-143.0037155497847,79.97601055000683,E,-51.00961161263857,D,C,E,B,-40.212497976582554,9.975346478900754,E,1
Female,55,Heterosexual,Mental,181.3322430711248,E,-154.27219182216885,-117.437547170961,B,-166.25078027055454,A,C,D,A,83.04967254309136,-31.318399113490635,A,1
M,23,Other,Both,102.58096901674756,D,-110.54477259401132,-97.00845470479604,A,113.69781883711903,D,A,C,E,-160.091426354302,64.50040695719076,A,1
F,35,Heterosexual,Physical,2.863588617467307,A,64.29394412000538,151.79564306462848,D,10.55428254059701,A,D,A,A,-50.85652494791207,-36.934218385469684,A,1
M,77,Bisexual,Yes,177.46852617126243,D,177.07273530264928,113.61525723062988,B,77.81199748782666,E,B,B,B,103.13312567200144,37.27371110773934,A,1
Non-binary,70,Homosexual,Yes,-92.08733634145082,D,161.28562568863347,90.17856451149832,C,88.1310471078192,C,C,A,E,18.800275880197727,-172.77448424265225,C,1
Male,18,Other,No,-58.9265912658512,D,14.131873389084618,181.30113951592224,E,-168.84194452821504,D,A,D,A,52.45089954872489,-29.657572773502274,B,0
F,79,Heterosexual,Yes,22.74657617548452,E,98.65265324019343,-122.15014851305683,D,-40.93064912504451,E,A,B,E,-75.744118522567,-135.59606977330944,A,1
Other,43,Homosexual,Mental,-25.784120833175134,D,-35.12788300659587,144.15610678349978,E,136.01954652257095,A,D,A,A,-59.78485775886339,3.2497088135331094,C,0
F,67,Other,No,131.43137963443428,E,-88.21782262791943,-31.575280122160738,C,16.400448485445096,E,E,D,E,195.9185767602078,151.11375155303344,E,0
Other,64,Bisexual,Mental,-137.21282625645875,C,-18.62240864477877,-186.93423596589705,E,-14.471130356394388,D,E,B,E,-239.81024795514384,135.40934502786095,B,1
F,67,Homosexual,None,-73.08491040261569,D,-41.51434415401273,105.38802980264981,C,197.43260544938462,D,E,B,A,72.01075265870057,-3.874289879351464,B,1
F,22,Bisexual,Mental,-152.97062920210243,B,22.8798023771766,-33.96026536863031,B,-42.225892741532746,A,A,C,E,76.60359964590016,102.94985190739732,D,1
Female,59,Homosexual,Physical,101.28965039136544,B,-33.26821931790585,27.04282519022377,B,-6.005223525870954,C,C,E,E,389.80644670801934,-134.3572182892518,B,1
Non-binary,51,Homosexual,Physical,-43.30634502341126,C,-150.49054598171824,-106.8571958019041,D,-58.916483301518994,D,D,D,D,101.99680007053564,164.63314924465953,C,0
F,69,Homosexual,Mental,-78.15454740457064,B,-148.7967813550181,135.49529470897272,E,176.51278040607002,C,D,C,E,149.0115332052676,21.993960366761495,A,1
Non-binary,26,Other,Physical,58.38241749984343,C,-35.94852139654557,-83.72197132474768,E,48.247238230292794,A,A,B,B,32.51733257021253,-187.18590654580137,C,1
M,44,Bisexual,None,-193.88116207718932,D,186.28169182198192,-42.587824825262885,A,-68.994504669112,E,E,C,A,-11.956134704272142,-185.74750517263416,E,1
M,75,Other,Physical,28.068876626131722,E,46.437223879964954,-47.51413896785665,C,-107.34899117272919,C,D,D,C,-102.07671642707452,-16.218524232035975,A,0
Female,34,Bisexual,No,14.788538356273214,A,-60.02243690142043,42.55297716137455,B,136.92038462636717,E,D,D,B,271.77076347849084,-148.88705943976808,E,1
Non-binary,66,Other,Yes,87.81139405615788,E,20.46168545353698,-22.463952703433897,A,50.46755753326978,C,C,D,A,5.954028756146791,90.18199275020315,E,1
Male,27,Bisexual,Yes,-53.83354398876096,A,70.4048131360568,-15.80254333994106,E,40.2941028389343,A,C,A,C,-116.56579919837573,2.7270644200966445,A,1
Other,18,Other,Yes,44.05201626025942,A,-111.41188891872551,67.46156449229426,A,25.27848090014373,E,E,C,A,-26.60485504483661,39.96233706076938,C,0
Non-binary,71,Other,Physical,-29.24977761658943,C,97.74654304429626,60.39276131129295,E,41.831368603457136,B,C,A,A,-3.2665169817514337,-176.2646757178507,B,0
Male,38,Bisexual,Mental,250.01151998070648,D,51.14256341011152,-130.02676506813913,B,-58.23642931178558,A,E,A,A,-18.20689227064822,24.390239540891688,B,1
Other,34,Bisexual,Mental,-191.9422504453243,B,-71.729506858518,-50.02109580303858,C,-69.96707954023125,E,C,C,D,-206.13491077861593,-61.23708515779519,C,1
Other,76,Heterosexual,Mental,-125.64791840954219,C,-31.311911282256183,-31.766994324721647,B,-12.20920508026043,A,A,A,B,-276.43895474751037,-78.77128609555476,B,0
Female,27,Homosexual,Both,-145.57322725148256,E,-60.17253048849209,72.91714021190234,E,-40.12506423711834,B,E,C,E,-57.88091322591203,-99.15702505370908,A,0
Male,37,Other,Yes,145.74522771899385,D,-152.5183970309105,-10.033789363430921,A,-92.07292766444654,E,E,B,D,-81.01051535457134,-46.436672391484606,A,0
F,41,Other,No,-78.24290305653938,D,121.97904070684802,48.240240334987085,E,112.05891489465772,C,D,E,C,-13.515438649059119,23.60763084700689,A,1
Female,47,Other,Mental,128.06982552253254,D,-46.51388322322789,138.99296588194755,C,19.67342747394208,D,B,C,C,-42.39054780427246,-36.007184126765615,D,1
Non-binary,71,Other,Physical,28.218334129860008,D,-102.6875165791797,124.78696689031479,E,-64.87524743119039,A,C,C,B,-92.32506010810255,75.25935545009008,A,1
Other,22,Heterosexual,Yes,47.70924891265802,E,120.90356774474944,128.93145926893035,A,40.730265532352846,D,E,D,D,-7.617559539957405,-24.537923038517498,C,0
Other,67,Homosexual,No,-55.5902111913501,E,21.61757377239633,-10.194462623187182,B,-227.80083940322925,B,E,C,C,177.8308114852165,-131.4090299552601,D,0
Male,49,Homosexual,No,25.148189595086784,B,-96.09059634530627,-60.569258192871146,E,-39.969981253018624,D,D,B,E,129.64991825767947,-66.69692557893104,D,0
Non-binary,32,Other,Physical,122.36630639927274,D,-12.774229602400144,63.01073064323426,A,40.152831551997345,D,B,A,E,-58.63567977580435,-95.57545455038968,A,0
Female,56,Homosexual,Both,112.58318651314741,D,-175.072920806063,-32.95953743299882,A,28.409060246271096,D,E,C,E,-26.593599406894285,-152.3197889452935,B,0
Other,40,Other,Yes,-40.1602410706954,C,37.327328685479564,15.1540403202764,E,-56.48849263515145,C,A,E,E,14.573587702749155,24.527609580751406,D,1
Male,35,Bisexual,No,122.17171677529426,B,-23.90562969777425,67.57993404262578,C,140.90159326111367,D,A,A,A,51.91541103553746,-99.95445089379285,B,0
Male,19,Bisexual,None,-23.75628237462862,D,268.92158683572677,73.04482065548224,E,-84.9908398837458,D,B,A,A,2.950179613526861,82.84651749238058,C,1
Other,48,Other,Both,55.64223695485255,B,22.12368772781723,27.44080780908063,C,-107.74537793727457,B,A,D,A,-113.84908227320354,-6.0392718569535795,C,0
Other,71,Bisexual,None,-144.63113375319054,E,-76.32560591398278,105.91284929360319,B,83.23485161689457,E,D,C,A,42.361157287590245,-107.38758142932883,A,0
Non-binary,66,Other,Mental,89.16053652232931,D,60.20496119998647,-34.52002156718446,A,-31.18442368339549,B,B,B,A,-93.80603775492875,65.67136444486387,B,0
Non-binary,53,Heterosexual,Physical,-173.95143797790888,D,124.78363926354928,54.93318163019212,A,106.13322867669841,C,D,C,D,41.80816978601265,-30.633386740422118,E,1
Other,58,Other,No,180.1916080997698,E,-54.87413033927854,113.69872767072462,E,165.57341666921712,B,A,B,A,47.75883142537592,-84.26182434007481,D,1
F,53,Other,Both,4.956442140902561,C,-223.49453660399533,-102.01737332566505,A,-82.3788899674956,B,E,B,E,204.67495895855433,-87.98928978334823,E,1
Female,28,Bisexual,None,-112.80143946497809,C,-108.73283252378383,-160.68383406478085,E,-89.7827864597474,E,C,A,A,-58.92259999165523,181.81470769747938,C,1
Non-binary,43,Bisexual,None,38.89031739796613,E,-147.38273986845638,38.90888736818059,D,37.33588560590607,A,E,A,E,32.95633207158029,-36.63875350614165,B,1
Female,46,Homosexual,Physical,-64.2417863954378,E,-79.22897025190419,75.13204126190786,B,4.2324484113654295,D,D,E,D,-13.345170184522667,-61.13940783001781,B,1
Other,67,Heterosexual,Mental,-22.840904981098177,A,-97.89585293467793,157.99329349604884,A,6.736535488387746,A,B,A,B,-72.2469877528678,102.36700439697466,B,1
M,31,Heterosexual,None,133.8009228227891,C,-4.890323555138897,109.52013257684553,A,75.54231401461216,D,E,C,A,85.84243766477633,-74.65594065137363,C,0
Female,37,Homosexual,Mental,20.886683246394735,A,-217.51553932260174,-27.09323024783853,C,31.938512038958667,C,C,B,A,-152.76764310620118,-129.92982282598848,D,1
Other,33,Bisexual,Physical,14.995354809759773,E,159.0115498821433,185.58293707122056,A,-34.73432668480988,E,C,C,B,-130.4296211774203,67.38740201794674,B,0
Male,33,Bisexual,Mental,63.635669725153875,A,80.4227891576026,10.934045891397217,E,38.3983953998127,B,E,E,C,-10.5347338030785,-7.224864118094558,A,0
M,69,Heterosexual,Mental,-11.886513197100426,E,-29.199585917603905,109.42769458279193,B,-93.41977866823545,D,E,B,E,14.244977429511904,-37.86120444627684,A,0
Non-binary,42,Heterosexual,Physical,-148.904856084663,C,-31.481688656086753,39.021059821166254,D,160.76388638448768,E,E,E,D,-108.01421178699641,-42.160434754032906,E,0
Male,74,Heterosexual,Mental,1.86255640036671,C,12.537537026226184,-92.97140468950647,D,-81.84211890267773,B,B,E,C,-70.52449616588399,112.57067494151647,C,0
Non-binary,68,Heterosexual,Mental,82.63093622425237,D,-36.252555127452645,0.9314216904583912,A,-8.149169795637587,A,A,A,D,-40.67819900232348,-30.97855572894729,B,1
Non-binary,58,Homosexual,Mental,-19.33733858744883,A,-113.54895559633786,49.479089180951696,B,-44.334809006108685,E,A,D,B,-29.812071751475592,-98.79834018775252,D,0
Other,67,Bisexual,Physical,-79.28084943757963,A,51.27214267723227,2.51104533621766,D,97.9502133143286,C,D,D,A,-136.73213230722268,-50.10677447114039,D,1
Male,59,Bisexual,Yes,-236.775238720223,A,-83.75436477456503,194.14233972726015,A,70.6303165963011,A,E,C,A,123.17058845099966,65.88238189641403,B,0
Male,43,Heterosexual,Yes,39.40017096866118,E,-81.15031789446907,-117.62456366046739,C,-54.198608159234865,E,E,D,D,63.45134227323685,-178.3863865774002,D,0
Female,39,Bisexual,Physical,-189.33576291147736,C,189.54938467541407,-26.21121996504246,E,-20.52645455204598,C,A,B,C,-16.716420114034488,19.94844712989386,E,0
Other,42,Bisexual,None,-155.2437848150671,B,-95.41722523879675,117.27217323949819,A,32.96205531677641,D,A,C,A,-321.9552266345893,-35.065908513335344,C,0
F,21,Bisexual,None,37.18727913611671,B,27.06938350216947,-156.95173732030986,B,3.425319110296486,B,C,B,E,-82.85721714422321,89.81481120042194,B,1
M,45,Heterosexual,Physical,-54.06256198463104,B,-79.22159027610924,-67.74357615521578,A,167.67359766168303,B,A,A,C,-137.35674235890917,-48.35796000260606,D,1
F,46,Other,Physical,-134.23221505767393,C,102.77999746125647,121.60137644022004,D,104.19673951420417,B,D,D,E,-11.273018836314172,44.328660395477165,D,1
F,24,Heterosexual,No,-52.60386447201852,C,-141.99020234511815,-54.670470057345234,E,-103.90103763891393,E,B,A,E,-88.21375698380162,-18.07662200051336,C,0
Female,58,Homosexual,Physical,-68.98198414214252,A,-98.34535079054724,-34.121452399413066,D,49.32245974675761,B,C,A,D,-204.3542910999256,-84.12128174675821,E,0
F,65,Bisexual,Mental,107.73147874092363,C,14.020172944809561,128.84993411290688,A,-155.92222507463055,C,B,C,B,-4.934485591341032,-77.28553551466771,C,1
Female,59,Homosexual,Mental,-53.01845942008169,C,164.76450650807553,-85.73863728329592,E,-72.81155441653391,E,E,D,E,53.41305677082849,14.297204079602741,D,0
Male,75,Heterosexual,None,-73.34185611290015,A,68.02969241104331,-119.58100519430135,D,27.55703683440906,B,E,D,E,241.08767830956052,37.68911927495439,E,1
F,65,Bisexual,None,-193.9224035434644,E,17.841713671854396,77.82314373234223,E,-12.46298128527398,E,D,B,A,-50.64803226061767,83.54054936012277,E,0
F,29,Other,Physical,-164.59231935437276,E,15.619869296130679,79.79810433042621,E,-55.529099039845505,B,B,B,B,-187.44363536964096,25.867976003931165,E,1
F,48,Heterosexual,None,-110.60756845332497,E,-119.00737486758433,174.45832633054545,A,14.862019569074453,B,D,A,C,50.9620157588484,184.57077833909662,E,1
F,55,Heterosexual,No,-130.04818335797847,B,175.51182742275222,245.21021649845903,D,53.35842950523634,C,D,C,B,164.55279368130508,45.47175917321256,A,1
Non-binary,51,Other,No,60.54627690019607,A,32.910789713238955,-13.122404949507724,A,-132.86901155521224,E,A,E,C,75.6824209047044,151.30207404663255,C,0
Non-binary,71,Bisexual,Yes,137.34979083206963,D,-184.79062566632774,-12.719376822979752,C,14.853114921939353,E,A,E,E,188.24567994344227,186.2813681541088,E,1
M,53,Homosexual,Mental,-26.200926406752412,D,29.562124139383393,-25.338781257113073,D,-31.969049806412297,E,B,B,B,189.83635969454048,-25.596999471727834,B,1
F,76,Other,None,4.690633240346944,A,-136.18363088270763,100.16538415470835,B,109.29148742931385,A,D,B,B,77.79553716538847,-29.0982020388012,C,0
M,21,Bisexual,None,-114.22604807045748,D,-224.38537506336763,39.70286660997693,E,31.875206158200797,C,B,D,D,122.5375642684868,181.5462613972816,D,1
M,27,Heterosexual,Both,147.47614835593987,A,-30.052325927560297,-146.04072652695697,D,-26.58875669324827,E,C,E,E,-120.86591492567042,-64.3304264387004,C,0
Non-binary,18,Heterosexual,Both,74.66252871232871,A,53.12659946648854,-10.94951022439783,C,74.96705542225355,C,B,A,B,38.231391101364906,124.42318027658136,D,0
F,48,Other,Physical,66.0003840815355,B,57.286735890871974,-72.6902429212852,B,18.05826724502557,D,C,C,C,-29.30533549383202,53.54673159635309,E,1
F,33,Homosexual,Yes,95.82442350096765,C,-25.11124956848343,67.63706337559128,B,119.38285165322738,E,B,B,E,-91.89984225615285,90.77880347449766,E,0
Female,63,Bisexual,Mental,141.0707043759836,C,-69.59910207269158,-146.2488503698565,D,-24.390195437071764,A,E,C,C,-144.6635175652051,37.93231421460991,A,1
M,70,Heterosexual,None,-46.09007688046709,B,-46.416973551969214,-108.54357169308,D,-55.67505584496158,E,A,B,A,147.29087454542181,0.16680496475336393,E,1
Non-binary,44,Other,Both,-19.12299905254881,C,8.078158528424384,-50.40604744084361,A,-95.95955386875728,C,E,B,C,113.65390880295759,-124.17916222841474,B,1
F,79,Bisexual,Physical,281.7029914410994,C,76.83314827239411,-45.9403154402953,C,130.97225660327737,B,D,A,E,-14.791935166265633,32.02783090026505,C,0
F,74,Homosexual,Physical,149.42671608180726,C,-30.599758724034338,-24.276102728057467,E,142.61204525008736,B,E,D,E,124.1650240933468,2.157187360859065,D,0
Male,18,Homosexual,Both,-61.05910848498706,C,160.53560158030183,-189.4302344556671,D,38.926293042918616,E,B,A,E,130.24497460797454,-53.15731203148106,A,1
Male,53,Other,No,74.95646087255089,C,78.7541283859089,108.69401426321674,A,-44.90257254417639,D,E,C,E,-126.7513037792144,-30.490557624765994,E,0
Female,61,Other,Physical,-105.60484721629304,E,89.26962546460912,19.39233756120506,D,-70.38699515715217,A,C,B,C,151.37795212498156,-121.7264434376546,D,0
Other,26,Heterosexual,Both,246.3650464465112,C,9.572471275336891,-62.08260194754094,B,-85.01559107476479,A,B,C,E,-132.86169989301678,-36.56562614731788,B,0
M,25,Heterosexual,None,187.4939836039435,B,-87.36037426260216,77.44336636029584,B,-112.55324201060077,D,A,C,E,122.94111768134488,50.84715949298678,A,1
Other,60,Bisexual,None,-39.914640517261056,D,-15.108930196802287,91.90111799976206,C,167.2201988162827,D,C,B,A,10.434125060762197,29.937167730268747,C,0
Other,71,Bisexual,No,87.21900299320842,D,12.691488583937371,-88.6345818898613,E,-154.90596865676426,A,D,E,C,23.62489323747667,171.7297634858057,B,1
F,73,Homosexual,No,-136.28233128958612,A,30.73464886486269,36.77088749024173,E,167.2589150781286,C,D,B,A,110.17602846103848,-85.55213033326193,B,1
Female,29,Homosexual,Physical,140.3492660970273,D,35.07567469506732,127.82037240314976,B,-116.50603534454378,D,E,D,A,58.68037122097795,-8.007612558918714,C,0
M,29,Other,Physical,-45.94470928413171,A,163.5087941523935,-71.04677550367613,D,171.69532901312581,B,A,C,C,-27.12051515552189,36.4919281558757,E,1
M,57,Other,Mental,104.2821943830179,B,81.58411729266899,58.90446577284961,B,209.67978241480498,E,D,A,E,-37.25523243763091,-19.85501304333377,B,0
Other,30,Heterosexual,None,192.61208460914713,C,-11.282947785819752,-66.26961564127771,D,30.419942451185683,E,D,C,B,89.09476105551902,15.177378229837615,B,1
Female,43,Homosexual,Both,142.5532762869097,A,30.495107600483163,83.86961981953611,E,57.34073161395501,C,B,E,B,43.60957562511936,-127.5144204032696,D,1
Female,63,Homosexual,Physical,-156.89302101616542,C,-96.86967531302675,-83.25953029373267,C,54.361905347953765,B,A,A,A,7.574674573475942,-24.258325619987648,B,1
M,76,Homosexual,No,226.6269386565919,B,153.77767262731308,-89.33081331825137,C,30.102288898643053,E,E,A,B,60.59418205706617,-128.15181190155434,B,0
Female,25,Heterosexual,Mental,-136.97332044777872,D,60.23319657516245,-61.822600846965855,D,-28.921641691896603,C,A,A,A,-33.58774983496943,-27.215872765690612,C,0
Non-binary,58,Other,Physical,-116.2486377378451,D,46.64453876465034,70.3150582904588,D,116.50419142505766,C,B,B,E,74.2006280985396,-121.06229635232846,B,0
Male,43,Bisexual,None,-88.28695835437546,E,-109.94649175832696,-54.35718642824355,C,-155.52341632586766,D,B,D,E,-141.8951767086569,-61.382435746784594,E,0
Other,62,Homosexual,Both,59.32224662919072,E,-150.08695720298422,-137.0977693497041,D,44.33808452404306,C,E,B,A,-17.398315672100033,72.9048508507665,E,1
M,39,Bisexual,None,-8.277230112116316,E,-256.8090196959416,-146.05780117832646,E,-187.76786492459888,D,D,C,A,-50.72358399023095,97.90131536936818,C,1
F,64,Heterosexual,Both,69.46184430806562,B,104.17782947874996,109.75032273993482,E,9.002496647015374,E,D,B,B,57.78561511957725,-128.50733209105005,D,1
Male,68,Heterosexual,Mental,-17.9859419787115,D,-93.78133076445974,77.43491286261542,A,-65.24568025806369,D,B,E,D,-33.31016854369285,183.93483104651182,E,1
Female,23,Homosexual,No,-50.08691236017204,D,-316.1828107104877,136.3861038668678,D,-63.08325402645259,A,E,D,D,-94.77835568712891,125.03958176827209,D,1
F,52,Bisexual,None,66.24778265052296,E,104.23081447251268,-30.892362317308468,B,-37.38070448758838,C,D,E,C,86.62933501419144,54.049413156793506,D,1
Female,28,Other,Yes,-99.59418684114438,E,106.50832276370328,-45.15214685318186,E,-94.54181156000945,D,A,A,C,150.72164267062527,123.88650805024017,D,1
Male,43,Heterosexual,Physical,-51.702370769676776,D,40.86889179187229,-114.32765341840954,D,-32.49240373860061,A,C,E,C,-180.57479138339033,59.82560633493289,E,1
Female,48,Bisexual,Mental,140.42969577636123,C,-67.21692745475443,-74.55915768507117,A,-67.6561993966319,C,B,B,B,-232.93620025801775,27.78918007893957,C,1
M,48,Bisexual,Both,25.433781773140833,C,50.28618020134632,-104.94112797714028,E,-90.60266409987581,B,E,E,A,-54.8955305096652,-0.6100753240478256,C,1
Female,39,Homosexual,No,26.675507885894607,B,-72.6934662680483,-36.172294988332624,A,24.50605138900007,D,C,E,A,-122.90817933294412,-51.60613951592696,C,1
F,35,Heterosexual,No,77.49309050661881,D,-25.545447601509096,-115.3826352661347,B,33.53524409273657,B,E,A,B,-50.76765361676712,91.02154107981917,E,0
Other,72,Heterosexual,No,177.06155356533404,A,26.63415438121049,60.73078126946408,D,3.1839236084119413,B,D,D,C,33.01070463524016,70.78202406740401,C,1
M,74,Other,No,-12.92687667936728,A,44.43011630664443,-158.64499506852178,E,-14.706156432419926,E,B,C,C,-163.90097422298842,-70.85416312834192,D,1
Other,60,Other,No,12.771643675607388,E,21.082818226361464,18.74583174998321,A,126.96539520302727,C,B,D,A,-179.52680539448517,52.73930006281903,E,1
Other,58,Heterosexual,Yes,-43.58127638057599,C,-3.4575392696798115,-136.73144580691712,D,-79.15720853106505,E,C,A,E,-14.2584998864606,114.12835008171743,D,0
Non-binary,70,Heterosexual,None,75.55732204515097,B,52.52266936303661,-124.64818010601037,D,-240.51024618415892,B,B,A,C,-33.55940932499785,156.31852448262873,C,1
F,29,Heterosexual,Physical,-87.58404805117759,C,-71.6678478009016,57.35055675395354,E,108.284878212957,D,D,E,E,-31.187205190401396,-84.86883975929783,A,0
Female,18,Other,No,128.44616486612742,B,-0.47803443880627283,-123.04308082160671,A,46.77854900322628,E,B,A,C,-17.650485318094862,-31.36324655635263,E,1
Non-binary,21,Homosexual,Mental,166.4023969480024,C,24.714121845758168,22.174123211946707,E,-161.98662782366156,D,C,E,D,-93.31853473557952,-14.113413872681319,D,0
Non-binary,31,Heterosexual,Both,-39.74164792188746,D,-108.7221722701455,-45.813051738781816,B,-27.939215570330333,E,A,C,B,1.9338673785300808,47.527130954945754,A,0
F,40,Other,Yes,-9.348018586784887,E,37.19537249873067,34.114668051831686,E,135.38064641123603,E,B,B,A,55.54587185454459,69.6561628692915,A,1
Other,33,Heterosexual,Mental,-16.833132185598114,C,144.78978965397116,-76.37667213055268,A,43.602102323305246,A,D,B,A,-131.04018629131244,-64.5303379596767,B,0
Other,55,Other,Physical,-174.69633447594734,D,-51.49016072352395,109.16724201546305,B,-72.0194287465983,E,D,B,B,37.21834796027985,163.8094044646848,E,1
Female,62,Bisexual,Physical,22.54674555537533,C,74.22072356829278,-20.262093216175227,B,-22.42651964244937,D,E,D,B,99.66910274234398,69.61055995914872,B,0
Male,47,Heterosexual,Mental,173.46796282989743,A,49.87398450209831,-19.503328630115163,E,84.5677001943536,C,E,E,A,-67.34396963265777,79.95231384025925,D,0
Male,25,Homosexual,Mental,77.22013883164936,A,-176.20182800648004,-38.13126318222131,E,117.85639873069343,C,E,E,C,-80.89095428922403,44.533203038804004,A,0
Female,72,Bisexual,Yes,-32.91081184536762,C,-58.42202648781565,66.18362762584677,B,204.39299164317103,B,D,A,D,69.23751969390565,7.393599572152208,E,0
M,36,Bisexual,Both,-140.45745466801895,A,23.40595155601107,23.480960980407296,C,35.20250361237289,B,A,C,C,90.31755133635671,22.890290981590173,A,0
M,50,Other,None,79.02401080804074,B,-31.004766502254434,-51.730858863741894,E,-32.26735185140398,E,C,A,B,-50.291830124829595,13.156024147563311,B,1
M,67,Other,Mental,205.52387323426098,E,180.35728307741732,-13.57276897877263,E,-12.956210449155153,D,B,A,A,-149.3473861949973,-42.323699068143,E,0
Non-binary,47,Other,Yes,-67.11006927083739,A,-168.1388853700016,91.67228540942864,D,80.88766319618946,E,D,A,A,-137.42605561440436,-14.62023234296581,B,1
Non-binary,66,Other,Mental,-186.63796690850566,A,-59.11867632491862,122.50014057424114,A,-6.214783945888312,E,B,C,C,71.96040634054867,-82.10770092096955,D,0
F,40,Heterosexual,Mental,107.82642243714331,B,29.688092767292762,162.34981269147457,A,48.39178829360819,B,C,B,A,15.41766212577717,55.76741386646836,D,1
Other,58,Heterosexual,No,-192.63588698975866,D,24.401578796874745,-45.445764581541766,A,-19.019798988560797,B,D,C,D,-109.46994125218316,69.93024089235378,C,1
Female,41,Other,Physical,-121.83537754662083,D,134.7650737382422,17.60236647548976,B,22.609551779010005,A,E,D,B,-11.34500325947225,-138.3204344320886,B,1
Male,34,Heterosexual,None,-69.24042409934046,C,-73.50074047502571,90.93949093839956,D,-143.02072445193775,D,D,B,C,-115.12297875150796,65.8011504016877,B,0
M,41,Homosexual,None,-140.48563824956847,E,-10.817597541701787,-146.73354507145186,A,217.87149986890248,A,A,A,B,32.14295376177599,111.5511991952995,A,0
Male,51,Other,Yes,196.49934240632098,E,-22.954736369506318,61.041511309627026,D,-14.882588584873666,A,B,E,B,7.5061721222787146,-79.68721000375588,A,1
M,36,Heterosexual,None,75.91921711415188,C,-77.27724225361803,-20.45805388169454,E,-78.94648963724283,C,D,A,D,-15.299921964176225,-6.660213190363122,A,0
Non-binary,18,Homosexual,None,-5.44332042895839,D,-121.93484455742087,-219.7560740426701,E,114.0104656369805,C,B,D,A,-149.75757593013702,-149.6800563275027,E,1
Female,66,Homosexual,Both,63.44886438767694,E,-80.87198573850995,-10.16314721532696,D,-200.19973579553798,C,D,D,B,195.1055707705441,66.45747684484876,B,0
Non-binary,51,Bisexual,Yes,-80.45079756654513,E,37.534617941382024,166.16290168188235,A,-55.172963087563346,A,A,D,D,192.4454461542065,-124.22896782233641,E,0
Other,26,Heterosexual,Yes,126.614758104207,B,-190.73677581201605,-65.99346668058843,C,-5.873693729811859,E,D,B,C,-64.69646739478014,101.10444528385078,B,0
Female,45,Heterosexual,Physical,58.46367849046181,E,-52.37983464851471,56.44067462228899,D,-108.77260982843464,B,B,B,D,-35.10380406797909,-31.987016147643637,B,0
Female,75,Other,None,111.35588017021117,C,-117.8159600852266,-75.53820775949586,B,49.5953978607554,B,C,B,D,236.39574503577418,-96.63289388638402,D,0
F,53,Heterosexual,None,-39.45712422912171,C,-45.406498726372305,-65.24253817684554,A,-152.14810962129764,E,C,B,A,158.38866227336928,16.886222140972645,E,0
Non-binary,24,Other,Physical,-33.57204339308689,A,-15.049158738303776,150.6875122241803,E,18.794929512759015,C,D,B,D,50.909835174036964,-26.500929750379647,A,1
Male,73,Homosexual,None,132.23137020098142,C,50.692583558299134,131.75826783580044,E,-165.0271600137882,D,D,D,B,-142.4196694316225,-3.489257634001481,A,0
Male,22,Other,Physical,3.0480791994670113,A,213.97895696264246,-21.732244724137058,D,-51.973026883243456,D,A,C,B,121.50484508727627,151.89886521227686,E,1
Non-binary,56,Other,Mental,142.30811784271827,A,-246.27689922806394,294.9744092980255,C,-164.28441591600816,B,C,E,C,3.2711489085084318,58.600104569730924,E,1
M,22,Heterosexual,No,-258.86759685741885,D,45.884056925239626,62.281717311166005,D,10.68499990917637,D,E,B,C,60.96701515353038,26.876074647772374,A,1
Female,77,Other,None,-69.59589651898557,A,50.51639339020002,-41.14705933050825,B,-2.4973287971435143,D,E,C,A,-10.054066153803866,-54.30185384128008,E,0
