ethnicity,Nationality,age_range,faith,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
Asian,US,36-50,Hindu,A,-200.5550547165929,A,D,C,16.764927098610986,D,C,38.91414719460418,C,E,0
African American,India,36-50,None,D,29.61540523329433,A,E,B,-18.458049393284686,E,D,-165.815148648575,E,B,0
Other,Mexico,51-65,Jewish,B,108.11921052915983,A,D,B,-194.45221615337948,B,A,-109.00006442730825,D,D,0
Black,Germany,36-50,Hindu,A,189.0395649576312,B,C,E,-164.89887604178514,D,A,-64.0633072822361,D,A,1
Hispanic,India,26-35,Muslim,B,-88.76117904095877,A,A,B,-120.91298657268119,B,D,-74.53746025381108,C,B,1
White,US,26-35,None,A,63.36251706956012,B,C,E,-38.946118129028584,E,C,-34.930234821714514,E,D,1
White,US,26-35,Jewish,C,-67.35749458132175,B,D,E,126.68158261993507,E,A,51.44200427826359,C,C,0
Asian,US,36-50,Christian,E,29.051708426162083,B,A,A,96.58674531573153,C,C,-177.5283168848489,B,D,1
African American,Mexico,65+,Buddhist,B,-29.40401678950532,D,C,C,-43.85058532945554,C,B,105.047855924454,C,D,0
Other,India,36-50,Other,C,-43.63182824786845,A,E,D,-128.43816064430612,E,C,-20.934548362510572,C,D,0
Other,UK,65+,Buddhist,D,-60.48566764953246,E,A,A,-159.53036734347913,D,D,-32.8380954693279,E,A,0
Hispanic,Germany,26-35,Muslim,E,37.77902492625091,C,A,C,-143.51884309398918,A,B,34.25220568634097,C,A,0
African American,China,65+,Other,C,-49.42828957402053,A,E,C,29.238220665286402,A,B,36.266557505199955,A,C,0
White,India,65+,Christian,B,2.213350596182604,C,B,E,-55.778055891199344,B,A,125.62382666044203,D,C,1
Asian,Brazil,18-25,Hindu,A,170.4811916632879,C,D,A,155.6166509648789,B,B,-165.83815874496776,A,A,1
Other,UK,26-35,Hindu,D,-28.238068819019208,D,D,D,-9.64252105933561,D,A,-33.64844945847609,A,A,1
White,Germany,26-35,Buddhist,D,-238.1121327503872,D,E,A,128.8847527953011,B,C,-69.87692257068385,B,E,0
Hispanic,US,18-25,Christian,D,58.7851668692277,D,A,C,22.61540666285692,A,B,-72.80764359649923,B,C,1
African American,UK,51-65,Christian,A,29.7901295159562,D,B,C,-0.0958315755807746,D,C,111.11204440894373,B,C,1
Black,China,36-50,Buddhist,A,19.489723954761217,A,B,E,233.3428443868805,E,A,-109.99547037303256,C,E,1
Hispanic,Mexico,51-65,Other,B,-52.711510273436105,B,C,B,140.16977657956932,C,D,-74.18451186638409,A,E,1
African American,US,36-50,Buddhist,B,70.94905280432361,B,E,E,-41.08349114139395,E,A,137.7016150879304,E,D,0
Hispanic,China,65+,Hindu,D,-106.29942033536,A,C,D,-28.48385583300158,D,A,30.221846256530966,B,A,0
Other,Germany,65+,Buddhist,C,-5.238449883542605,A,D,A,21.830710245214696,C,A,53.438626045098815,D,E,0
Other,Brazil,18-25,None,A,151.09635772065567,B,D,E,214.28299550173585,D,C,48.268937424493885,B,A,1
Other,US,18-25,Other,E,-20.429264552432958,A,B,E,-48.04154986170705,C,D,102.64136654402563,D,B,0
African American,US,26-35,Buddhist,C,106.72647559995654,D,D,E,-56.20304482561637,A,D,-14.286581875094214,A,E,1
African American,Brazil,18-25,None,B,-5.614803531259286,B,E,A,-83.96532091115215,D,C,-123.77265687630627,B,C,1
Asian,India,36-50,Muslim,A,88.0908524393571,A,A,B,28.175973021881696,A,C,-27.905651058007003,B,D,1
African American,UK,51-65,Jewish,B,23.026914262010937,A,C,A,-27.23998315883013,B,C,114.16829984462223,E,B,1
White,Brazil,36-50,Hindu,D,14.56029247797049,E,C,E,-81.18933194464601,D,B,116.65303559680042,D,A,1
African American,India,18-25,Christian,D,-147.52876899043912,E,D,A,-93.66648734280272,C,A,134.94662233037852,C,E,1
African American,UK,36-50,Other,C,-102.67784047921313,A,E,D,-71.54126193901095,D,C,86.27636013359528,A,A,0
Other,Germany,36-50,Muslim,E,-49.6290271970719,C,D,C,-82.77320968589385,D,B,-57.2500258132977,B,C,1
African American,Other,36-50,None,E,51.71428345341359,B,C,E,43.296256437170534,C,E,37.958648815830124,B,D,0
Hispanic,Germany,18-25,Christian,B,-70.67320546476394,D,B,D,-166.20443809038642,E,B,75.00511548826844,B,E,1
African American,UK,51-65,Buddhist,E,10.258922281545358,D,B,B,-85.43017892347594,E,B,26.89922853925375,E,E,0
Hispanic,US,36-50,None,D,-148.17769674765603,A,A,C,22.705696966709375,D,A,73.63448563979986,C,B,0
Other,US,26-35,Other,A,35.206096755949986,E,B,E,43.03069543472871,C,C,73.18005824411166,E,E,0
Other,Germany,26-35,None,D,-58.79969890517226,B,D,C,34.97839425607858,E,A,95.57442730004426,A,E,1
Asian,Mexico,65+,Buddhist,C,-143.50107208029422,D,C,E,84.66739888226867,A,A,-116.32434157380358,C,A,1
Black,China,65+,Jewish,D,-21.330996035951486,E,A,B,42.298822025522284,A,C,108.86338092160857,E,A,1
Other,China,18-25,Buddhist,C,88.04401043264282,B,A,E,26.990043911698177,C,C,-18.984464500609423,C,D,0
Asian,US,26-35,Hindu,E,35.07669073400135,B,D,C,-49.70290402911742,C,B,-2.4382968086012036,E,B,1
Hispanic,China,18-25,None,C,-140.2850901885084,D,A,B,107.87249617039771,C,A,23.807249097953413,C,D,0
White,UK,65+,Muslim,E,186.65523207244738,E,C,A,-13.875680021075917,E,E,-101.53873931500739,A,D,0
Hispanic,Brazil,18-25,Jewish,C,39.2753122934341,D,D,D,50.229985867066084,C,E,54.887868359049875,C,E,1
Other,US,51-65,Buddhist,B,78.04577804192928,E,A,C,-46.62389087948252,E,C,-99.46461059356082,C,E,0
Black,Brazil,51-65,Muslim,A,0.7867792413112586,E,A,E,79.78191034297339,B,A,-123.16857969969668,E,D,0
Black,Brazil,26-35,None,E,-21.50033690694203,E,A,D,-84.51558841519812,E,D,-65.39730320892139,D,D,1
Other,Brazil,18-25,Muslim,A,-163.36229286785132,D,C,B,63.24273133116992,D,B,-18.896570023554034,E,C,1
White,China,26-35,Christian,E,78.37084921053268,E,A,A,89.53094596614164,E,B,47.03348924351722,A,A,0
African American,Germany,26-35,Jewish,D,-79.67869136332996,E,B,B,-51.57856715045991,C,A,-7.25648436795124,E,E,0
African American,India,18-25,None,A,-150.32408718854967,C,B,D,98.43931379939791,C,B,18.014129721985068,A,A,0
Asian,India,65+,Christian,C,-162.3726596328162,B,A,A,41.18394110624808,D,A,107.64472905449563,E,C,1
White,Other,36-50,Buddhist,E,82.89581945315747,E,A,B,-38.68713801631068,A,C,-124.50490728040553,B,D,1
African American,Brazil,65+,None,C,95.06077721052092,B,D,E,51.471667487144416,E,A,-22.72219462212326,E,A,0
Other,UK,36-50,Hindu,A,85.27752327447837,E,C,A,9.725328271246937,B,B,55.640510079663244,E,B,0
African American,Other,36-50,Jewish,C,-24.72121708174817,B,E,D,140.35756044085628,E,A,-17.809442199130004,D,E,0
White,Mexico,26-35,None,B,50.55494211744017,D,B,C,118.13158020363534,E,A,-106.3182634031057,D,B,0
Hispanic,US,65+,Buddhist,B,37.644873351331825,B,B,B,-125.03576054762735,B,E,-21.184371917572744,B,E,1
Hispanic,US,26-35,Jewish,E,-27.219603318646868,B,B,B,68.33666253658475,E,E,44.92752866937375,D,A,1
African American,US,18-25,None,B,26.490445210701797,E,C,E,-265.72078188167126,B,A,74.00506176604542,B,C,0
African American,Germany,65+,Other,A,-9.998889951820528,E,E,C,-72.0123469212378,D,A,-96.18606897689233,A,D,1
White,Germany,65+,Jewish,D,-98.77242456975499,B,A,E,-187.815708365172,E,E,-104.68566531370425,E,D,0
Other,UK,26-35,None,A,-63.50485817153654,C,A,B,-64.86319709372339,E,D,-31.055511142418368,A,D,1
White,UK,51-65,Other,E,11.928264100581423,D,E,D,70.73329049935442,C,C,-25.39006922561117,A,E,1
Other,Brazil,26-35,Muslim,D,-117.15598133316209,D,B,A,11.78955031475623,C,D,-70.34074890532571,B,D,1
Other,Brazil,18-25,Hindu,E,-91.67300849598669,E,D,B,-207.99411174040608,A,B,181.0394976068372,A,C,0
White,Brazil,51-65,Christian,B,84.47642403357986,E,C,D,-87.64403921649081,E,A,39.3586479880687,C,D,0
Hispanic,UK,36-50,Hindu,E,94.19260521333047,C,A,A,106.86842345283134,E,E,-29.567311197177325,E,A,0
Black,Brazil,36-50,Buddhist,B,12.715634435140355,A,D,C,-238.0154669120244,C,D,10.288002319942475,A,B,0
Asian,Mexico,65+,Other,A,-85.88766603735439,D,D,B,-67.64649975532932,E,A,-153.42214183893336,D,D,0
Asian,US,36-50,Muslim,D,86.80598856654356,A,C,C,82.58008245764627,A,E,61.88388126262843,C,D,0
White,UK,26-35,Jewish,E,47.29773160760536,C,A,E,-102.47169062599966,D,B,80.61448281517124,B,B,1
Asian,Mexico,51-65,Muslim,B,1.4002361535198564,C,C,A,159.1656195497628,D,B,22.407484532837067,E,E,0
Asian,India,26-35,Jewish,B,-61.95616084777181,D,B,A,-8.268356949844259,D,D,-32.02290121659793,D,E,0
Black,UK,26-35,Muslim,B,-101.54685412466674,A,E,E,65.56844806907627,D,E,45.69558576088048,E,B,1
Asian,China,51-65,Jewish,B,-46.787497250286755,D,A,B,309.76754118019676,A,E,18.858406107674348,C,D,1
Black,Brazil,18-25,None,C,-48.29835108378186,D,C,A,44.266707049932975,C,E,160.42137837442704,E,A,1
Other,Germany,26-35,Hindu,B,192.22261228478595,B,C,D,195.54245650036395,E,B,-95.66921212840236,D,D,1
Black,Brazil,18-25,Other,A,111.78923065939992,B,A,B,-113.69302856882616,B,E,-49.48187008933535,B,E,0
Black,US,26-35,Hindu,B,-63.021820535930615,B,C,A,-73.65365914285151,A,B,5.001329582286294,C,E,0
Hispanic,UK,36-50,None,C,276.4750631270433,E,D,E,58.69167362404184,C,C,130.86201984102544,C,D,0
Asian,Mexico,18-25,None,A,-148.9678280550299,B,D,B,-74.61318816317632,B,A,81.64514757691053,B,D,1
White,UK,18-25,Jewish,B,-29.959450756009474,A,D,C,-58.37237124840273,E,D,-31.700660153040545,E,E,0
Hispanic,US,26-35,None,E,-114.39606101043347,C,B,E,25.938404421166094,C,C,18.103385057553233,E,C,1
African American,Other,36-50,None,A,59.52336501420415,C,B,E,-31.787385597188333,A,A,13.452227545923456,A,E,1
Asian,Germany,36-50,None,D,117.76595548527399,D,B,C,-22.02021953663427,B,A,130.7079235139331,A,D,0
Hispanic,Other,26-35,None,A,14.101615992372944,D,A,B,-68.28937189253304,D,D,-125.90271643814923,B,A,1
African American,Germany,65+,Hindu,B,-59.80296055925272,D,D,E,-116.4075248761547,E,B,-22.414195867224972,E,A,0
Other,Other,18-25,Christian,E,-32.94858535880549,A,B,D,165.56209528442662,D,C,11.983324193066071,B,E,1
Asian,UK,26-35,Hindu,C,-79.90974866501601,A,D,E,-249.26214211316415,D,C,16.08885366596165,A,B,0
Hispanic,Mexico,51-65,Other,C,18.286332852651512,B,A,C,212.38466166399655,A,A,-87.63307428423536,D,B,1
African American,China,65+,Jewish,C,79.89597701484384,A,C,E,-16.133163502872264,C,E,-28.03886778938519,B,D,0
Other,UK,65+,Jewish,B,3.46589083426889,A,C,A,-101.78153473279899,D,E,-61.59307731925857,C,B,1
Asian,China,18-25,Hindu,A,-121.7607611669915,A,B,C,78.091827105361,D,A,77.10439490110575,C,A,1
African American,Mexico,18-25,Hindu,C,-26.940975530165318,C,E,E,-114.98690397200986,D,E,-190.4365109620085,A,C,1
Other,Other,65+,Christian,D,175.96638971472538,E,D,C,-129.77608094548856,D,A,48.18453760263354,B,E,1
Black,Other,36-50,None,E,-22.97852621655461,B,A,A,-92.48027275410763,D,D,37.95908005116156,E,A,0
Other,Germany,36-50,Hindu,E,-47.84927217891848,B,A,C,192.95217642756552,A,A,-2.9301794206499534,C,A,1
White,India,51-65,Christian,B,52.9839077884507,B,A,A,-14.392904685303186,D,B,80.28260719776996,B,A,0
Black,Other,65+,Other,D,126.89251013994425,B,A,A,-21.226743942449964,B,A,33.63633171703516,C,C,0
White,Mexico,26-35,Muslim,A,-51.224423446677534,B,D,A,-69.16400399200052,E,D,6.524302242808985,A,A,1
African American,China,26-35,Muslim,A,-167.57543133547372,C,B,C,-84.30638266177732,D,C,160.3197791570686,C,A,0
Other,China,65+,None,E,-102.04842765889424,D,E,E,11.892905666730174,C,E,-139.08659366150144,E,C,1
Black,US,36-50,Buddhist,D,89.19263542722516,A,B,C,68.68391690894053,B,C,-53.63661098895797,C,B,0
Black,India,65+,Other,A,-51.94631278996208,C,E,D,-95.92700465100884,D,C,-14.876040064788365,A,B,0
White,China,26-35,Buddhist,B,120.22310253226738,A,A,E,29.920119408955753,D,C,69.25869692639445,A,B,1
African American,Other,36-50,None,A,12.434845459436778,B,E,B,-187.87236107053837,D,D,-96.51886534149344,A,E,0
Asian,UK,18-25,None,E,88.44160804160724,A,B,A,1.3979553138666956,D,D,33.98218721965068,A,E,0
Asian,India,51-65,Jewish,C,102.27976025509886,D,E,A,10.468214278071047,E,E,125.07646771561416,B,C,0
Hispanic,India,18-25,Hindu,E,-129.72520129475797,E,B,A,20.61039573139593,D,C,28.49640792111121,A,A,1
Asian,Other,26-35,Other,E,-239.67925203404894,E,E,B,-80.72668221111688,B,D,-76.11626410368102,C,E,0
Other,Mexico,36-50,Buddhist,A,57.55089032634597,B,A,D,124.43064121382628,D,E,-71.33044699617597,B,A,0
Black,Mexico,26-35,Jewish,E,-55.35492003760204,E,C,E,16.9325225022993,D,B,-72.59125824773697,B,C,0
Other,Other,26-35,Jewish,A,44.33876699262539,E,B,C,119.83785132479741,A,A,-110.9155133477618,E,A,0
White,China,26-35,Jewish,D,-103.36103047300311,C,B,D,-147.27725048372037,A,A,-24.072970922208572,C,D,1
White,China,36-50,Other,A,20.385152201090627,D,B,C,90.12802603216933,B,A,139.90189759297579,E,C,1
Asian,Germany,18-25,Jewish,C,-32.95138976374028,B,E,C,23.25398596278144,D,C,9.509600513908152,D,D,1
Hispanic,India,18-25,Buddhist,C,45.793779285243716,A,E,B,7.477447176038361,A,C,-129.5548089144282,D,B,0
White,Brazil,65+,Hindu,B,56.492660128797965,E,B,A,22.315151707927054,B,C,98.46886886843022,B,B,0
Asian,India,36-50,Jewish,C,92.31544125636033,D,D,A,-121.21685550171517,E,D,-2.4790957002146703,E,B,1
White,Mexico,51-65,Jewish,E,-100.77846114137148,B,A,B,-61.14690018743294,A,B,46.60269713676582,B,A,0
White,Germany,51-65,Other,B,120.42299418511628,A,E,A,-42.13326444875866,D,C,-103.14492630974905,B,A,1
Hispanic,UK,26-35,Muslim,E,-48.27071043953358,B,D,B,71.04840179852107,C,D,96.0546342197734,C,A,1
Asian,China,18-25,Buddhist,D,142.02232785357654,E,E,B,37.462802057897576,A,B,103.57775075451279,D,C,0
Asian,India,26-35,Muslim,C,-137.50229588973048,E,D,E,-41.36090848354023,C,B,130.52302169592247,E,A,1
Hispanic,India,26-35,Other,B,22.61662288164709,C,A,D,209.7833051460822,E,C,-209.24790044460505,D,C,1
White,Other,18-25,Christian,B,-73.58948381603473,B,B,D,98.8210073199032,E,E,73.4181358285156,B,E,1
African American,UK,36-50,Other,D,0.9608947913361918,D,A,C,97.84207558638168,E,A,-20.183899588463355,C,A,0
Black,China,65+,None,E,41.69558989657256,C,C,D,-1.8557962242027173,A,C,-6.817404814950956,B,A,1
African American,India,51-65,Other,E,108.27463014579443,D,D,E,9.072446844702139,A,A,97.65928898685063,E,E,1
Asian,India,26-35,Christian,E,20.3963835291382,E,B,B,16.980249277713604,A,A,91.03559468800916,B,D,0
Other,China,26-35,Christian,D,-9.544704836337427,C,D,A,-11.413592371165707,E,C,-90.92113667354515,E,E,0
Asian,China,65+,Jewish,C,6.4674427536288,B,B,A,-157.57081714953824,D,A,-49.251334360079376,E,B,0
Asian,India,26-35,Muslim,D,-18.299152701697686,E,D,A,-131.04311488260913,A,D,-56.08775182415442,B,D,0
White,India,51-65,Jewish,D,105.2693364093535,A,C,A,1.3927249085952036,E,E,29.388967058286415,D,E,0
Hispanic,Mexico,51-65,Other,D,-37.48237794993052,E,E,D,39.178762891755625,C,B,-28.35647729612047,A,C,1
Hispanic,Brazil,26-35,Muslim,A,-147.03284302891944,E,D,B,34.22795262610228,E,B,206.23141683542582,D,D,0
Asian,Germany,51-65,Muslim,D,243.13103827013748,C,C,A,88.46578264785883,E,D,-67.6841725461044,E,B,0
Hispanic,India,51-65,Muslim,A,280.5603924664306,E,D,C,-150.93826844002984,D,A,-93.93267543033103,E,B,1
African American,India,65+,Christian,E,64.27051915846067,D,A,C,-32.64999480806618,A,C,-72.7262730994678,D,C,0
African American,China,65+,Buddhist,C,-166.90512002100763,C,A,B,-33.73151177246541,A,A,81.81088962039065,A,A,1
White,Brazil,51-65,Buddhist,D,84.18730020452448,B,C,B,-14.536848081516268,D,C,-117.86729698263399,C,B,0
Other,Brazil,36-50,Christian,E,-100.01097674048313,E,D,D,173.8440941331398,C,D,50.274607258798795,B,C,1
Black,China,65+,Hindu,A,-20.079925650431793,C,C,E,-141.3696363841553,B,A,122.39385875403268,E,D,0
Black,Germany,36-50,Muslim,E,-204.85105724585125,E,E,C,-4.797228038975505,B,E,1.8644571322723478,E,D,1
Hispanic,Other,18-25,Muslim,B,-17.216815448924418,A,B,D,-54.0574040184284,E,B,-19.77413811898094,A,B,1
Other,US,65+,Jewish,A,-61.80223426777701,A,B,E,72.70967005977668,C,C,253.27612971900072,E,E,0
Other,Other,36-50,Muslim,D,-100.73099802680665,A,A,E,-2.942865781688649,C,C,73.63835234130039,D,C,1
African American,Brazil,36-50,Hindu,C,-57.6583715574466,C,D,E,77.95205357307518,A,B,-40.29538377295429,B,E,0
Black,China,65+,Buddhist,B,84.33339491261079,B,C,E,122.1896621170415,E,D,-58.799607851954995,C,C,1
White,Mexico,26-35,Buddhist,B,-23.433176684946833,E,E,D,95.65384813110487,E,E,-38.13835701094674,A,C,0
African American,Germany,26-35,Buddhist,A,-37.16639241421501,D,D,C,-22.051076262950566,A,D,-23.37880225254379,C,B,1
African American,Other,18-25,Jewish,C,231.47332888754937,D,A,C,-4.6990115180706615,C,C,4.571490437676855,C,C,1
Asian,Brazil,51-65,Hindu,A,18.92558574857211,A,B,A,-18.76402293600903,B,B,193.41685641271008,A,B,0
Other,US,36-50,Christian,B,-214.74907301940195,E,C,A,-132.71590782018464,A,B,58.0681068930884,C,D,0
African American,China,36-50,Muslim,C,-34.32214654134273,E,B,E,-18.19113003844784,B,C,-21.42968829926382,E,B,1
Asian,China,36-50,None,E,167.05365056266282,B,C,D,3.003120014941278,A,E,-72.20096592066348,B,E,0
Black,China,18-25,None,B,34.417990322099186,D,E,C,75.18353788354744,B,C,51.72383725763824,B,D,1
Asian,US,26-35,Buddhist,D,41.118522324688314,E,C,C,-17.58381524187447,A,A,32.862704111790606,B,D,0
Asian,Germany,26-35,None,C,-18.22361064987464,B,D,A,46.24587763084834,A,D,-130.1522944003472,E,D,0
African American,UK,36-50,None,E,172.28449405700255,C,C,E,-110.99182661646958,E,A,53.69495036256999,D,D,1
Hispanic,Other,18-25,Other,B,-82.14179137998187,E,B,B,10.797757039007665,C,B,-37.109519819447925,C,B,1
Other,India,18-25,Jewish,B,-35.11879921069029,E,D,C,115.29955549393904,B,C,33.8664218973898,C,B,0
Other,Brazil,26-35,Buddhist,D,10.066973255816517,C,E,C,29.947170143590775,A,E,133.0419273698612,D,C,1
Black,UK,51-65,Jewish,A,-14.037279681426984,B,B,D,-45.1343139197351,D,C,-11.299785653891835,E,C,0
Asian,India,65+,Other,A,205.46111297443295,B,D,E,47.91948939497418,E,C,44.01910283159646,D,D,0
Hispanic,Other,36-50,None,E,9.31400026137068,B,A,C,145.07033069734342,D,B,-134.55034150141628,D,C,0
Black,Brazil,36-50,Jewish,A,-116.19994326230791,B,D,D,60.403483112265185,A,B,-45.758062422669084,D,B,1
White,Germany,36-50,None,C,23.24477052132666,D,A,D,-85.04856534587734,C,A,-39.9281565061291,C,B,0
Asian,Other,65+,Buddhist,E,-153.03762984456324,C,E,C,27.84921475314519,B,E,34.388526994310595,B,C,0
Black,US,36-50,Hindu,B,-126.72561277636277,B,C,C,13.813249525109878,E,A,74.48712521056872,D,A,0
Asian,China,65+,Other,C,-124.39280590882711,E,D,A,-212.05904579209084,C,E,-72.35604764791717,A,A,1
African American,Mexico,26-35,Muslim,E,-57.33282303968023,C,E,A,-34.08445740499774,B,D,-136.19949656054195,B,B,0
White,Brazil,36-50,Buddhist,E,76.7281235016866,A,E,A,-16.201786375537004,B,E,67.32361253144947,D,D,0
Asian,China,26-35,Jewish,D,136.69597387492905,C,D,A,-196.60072069431914,A,A,-106.09258946621043,D,D,1
African American,Brazil,36-50,Other,E,148.48151204854904,E,B,D,-208.06756309735624,B,E,76.08530596764257,B,A,1
African American,India,26-35,Muslim,A,75.7284783303765,C,D,B,-166.99780753024075,E,A,60.17969073122254,C,D,0
African American,China,65+,Hindu,D,-122.93748553835957,E,C,D,44.7780139168057,A,D,97.44224842035527,C,D,0
Black,Germany,51-65,Other,B,-40.67852336242815,D,C,D,120.51891445759237,A,C,-10.318273147548057,D,B,0
White,UK,36-50,Hindu,C,-62.04976369216513,B,A,E,-93.75509479849447,D,E,-176.56849322526494,C,B,1
Hispanic,China,51-65,Muslim,E,-13.612825970407672,D,B,A,88.04695850120288,E,C,84.06884527964549,D,D,0
Black,China,26-35,Christian,C,39.750555312469004,D,A,A,-122.53602350234164,B,E,-58.45429834332991,C,D,1
Hispanic,China,51-65,Christian,A,-25.51254412355002,A,C,B,75.78199188402908,C,A,80.45317108825448,D,A,0
Asian,Other,18-25,Muslim,E,-127.74615516539455,C,A,E,-69.40733798665619,E,E,42.07522182549959,C,C,0
African American,Brazil,65+,None,B,6.1661915553846365,C,E,D,28.24102766877832,E,A,-15.265851061069313,E,C,0
White,Brazil,36-50,Christian,B,96.61143819293682,A,E,C,-44.82835815978255,D,A,-254.86043856019865,E,C,0
Asian,UK,18-25,Buddhist,D,47.77537923296421,B,A,B,80.58442028679768,E,A,-78.48492067265973,A,B,0
African American,Germany,65+,Jewish,A,-30.85762720681776,E,C,D,25.473939515220117,A,A,129.98548399802021,A,D,0
Black,Brazil,65+,None,A,129.40330335998914,E,E,C,107.27085564995657,B,D,-137.21606877924458,E,E,0
Asian,Mexico,51-65,Buddhist,D,163.37840522715402,D,B,A,-69.27993325894255,D,A,-56.54426327006276,D,D,0
Asian,Brazil,51-65,Christian,E,31.441836045206458,E,B,D,169.98973617258116,B,B,27.8373682819441,E,A,0
Hispanic,China,65+,Christian,C,30.876840332823846,A,C,D,-152.17149399454075,A,D,202.25960609864404,E,C,1
White,India,51-65,Jewish,D,-146.5459206037401,C,D,A,16.683852803208605,A,D,191.22842256353738,C,E,0
African American,US,65+,Muslim,D,-131.22813830159805,E,C,C,-84.8551532774873,C,B,6.405667931612754,C,B,0
Black,China,65+,Muslim,B,91.6690674484242,E,D,D,-62.589498973426075,D,B,-109.72077813582133,C,C,1
White,Mexico,36-50,Hindu,D,-99.98071755313896,B,B,A,21.263433121126,A,E,-125.84538131722043,D,B,1
Hispanic,US,51-65,Buddhist,E,-17.900428546881844,B,A,B,-64.67877527564437,D,A,35.41072218165216,B,A,1
African American,Other,51-65,Hindu,D,-140.07892396782486,C,A,D,-1.5139532138811034,E,D,-68.49019550285715,D,C,1
African American,China,26-35,None,B,-1.808083125874465,A,E,B,-37.12616780382888,E,C,159.32593431268364,A,E,1
Other,US,18-25,Jewish,B,35.47856173520778,E,C,E,91.66253654571969,D,D,-33.748889767244414,A,E,1
African American,Germany,18-25,Muslim,D,-126.67744480764492,A,E,A,76.76315497014053,B,B,116.08325039976724,C,A,1
White,Brazil,65+,None,E,128.9007823752502,D,D,B,-5.181835693827379,B,A,-131.03254138217787,A,D,0
Asian,Other,65+,Jewish,A,60.70690426736311,D,B,A,66.0307498128912,C,C,-83.17012761900769,D,B,0
Black,US,51-65,Muslim,C,44.6307037157414,C,C,D,145.03210980340376,A,E,23.524029858832098,C,B,0
Asian,US,65+,None,B,-59.28406044320139,C,A,B,18.34271468085929,A,B,-144.85889259652808,B,B,0
Asian,India,26-35,Jewish,C,49.01334972792783,B,E,D,64.87766464924842,B,E,26.25744306704271,D,D,1
African American,UK,36-50,Other,D,-73.98574842198651,D,B,E,-41.895402346174976,C,C,102.56035191947575,B,D,0
White,Brazil,65+,Christian,B,-69.90056497855177,D,D,C,76.04619697332755,C,D,77.43006294454258,D,D,1
Black,India,51-65,Hindu,C,-89.35926171975093,D,E,E,-98.95693239474697,A,D,-111.49260643838174,D,D,1
Hispanic,UK,18-25,Muslim,E,216.90248574397395,D,C,E,93.91159380213269,A,A,-117.59922983504161,C,D,0
African American,UK,65+,Buddhist,D,37.621717564043806,D,C,C,-179.44201755106585,B,B,-1.3586631602361694,A,C,1
Hispanic,Germany,18-25,Muslim,C,-107.46880739096294,B,E,E,-27.32500491689399,A,C,-9.941157523110979,C,B,0
Asian,China,65+,Other,D,80.04156708801385,E,E,B,117.6494166769105,E,A,-102.1262734614181,B,C,1
White,Brazil,51-65,Other,E,40.86318892149739,C,B,A,-82.21790362735857,D,E,83.30655441042948,C,C,0
African American,Other,36-50,Buddhist,E,110.85317141820168,B,E,E,-8.193590723611784,A,A,-126.76732920448835,E,E,0
White,Germany,65+,Other,E,-136.5593575904549,D,B,D,113.21465548279299,D,B,100.87577524790402,B,D,1
Asian,UK,18-25,Buddhist,B,45.84771517117164,D,C,B,71.94703937390014,A,D,95.8308938250098,B,C,0
Other,US,26-35,Hindu,D,-3.820300063384794,D,D,D,-157.62542642957115,A,E,-12.924377879150356,D,C,0
African American,Brazil,51-65,Jewish,C,-108.81360967379715,B,C,B,128.30937169077623,B,E,144.14570347473924,D,D,1
African American,UK,36-50,Other,D,112.28919652831163,C,A,B,-65.47303553412391,A,D,-79.3238079275692,D,E,1
White,US,51-65,Jewish,C,89.97509084630492,C,E,C,99.53840998694199,B,D,-47.14077014281795,D,B,0
White,Brazil,51-65,Muslim,E,13.363076638557606,A,C,A,-128.3928201529797,A,C,1.0428466863131949,D,E,0
Asian,UK,18-25,Muslim,E,-122.4262689039036,C,C,C,44.83232524205128,E,B,-35.9013620161593,A,D,0
White,China,18-25,Jewish,A,102.00591042982316,C,B,D,66.6674842180525,D,E,85.46210067036328,B,E,0
Hispanic,US,51-65,Christian,B,46.84141898569395,E,B,E,-15.851210862774348,D,D,29.358277281661003,C,A,1
Hispanic,India,65+,None,B,148.51178521866873,B,B,E,63.82776314005974,A,A,-62.60559129300805,C,E,0
Asian,Germany,18-25,Buddhist,B,13.66590316562824,B,D,B,144.72815527563012,E,C,-41.38839439059376,B,D,1
Black,US,51-65,Buddhist,B,-71.70647647261444,A,B,B,-142.95123282134685,B,A,119.3813487169374,D,D,1
White,UK,36-50,Hindu,C,84.6423605114312,E,C,E,22.990564357855177,B,C,18.3276353969807,E,C,0
Black,Other,65+,Christian,C,250.04265185578055,C,D,C,-122.70113848994171,E,A,217.1334361259867,D,D,1
White,China,18-25,None,A,-195.38518698440313,B,A,D,-98.47908208087397,E,A,-135.89804974187817,B,B,1
Black,India,18-25,Christian,A,-101.65171124977303,B,A,C,31.648549504276325,D,A,-204.4091104021209,D,A,0
White,Germany,26-35,Buddhist,A,-344.3948766206786,B,B,D,89.70805094076091,D,B,45.48653592093413,D,B,1
Asian,Other,18-25,Other,C,-16.681071686132327,A,E,C,-46.97499229905333,E,A,75.38418000518192,C,A,0
African American,China,36-50,None,D,-42.51212925166539,D,A,A,-0.28366526823034954,A,B,-66.95267193538058,A,E,1
Other,US,26-35,Buddhist,A,97.5334148215815,A,B,C,88.32718696055227,C,E,-34.25801880537182,C,D,1
