orientation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
Other,-93.15676423196983,A,B,D,-55.551198212015315,D,259.66182045679824,1
Other,140.96570574293133,D,B,C,47.06031372429722,B,-257.6618804191767,0
Homosexual,-86.59115542732036,D,B,B,-57.28493495139975,E,-2.991624664153619,0
Heterosexual,194.9290306625878,E,D,B,15.44571263954628,C,74.53345844560764,0
Bisexual,-82.186256334608,E,D,D,8.444063005317584,C,-164.62668365632743,1
Heterosexual,-45.48128091922784,C,D,E,-93.83235571899846,A,-47.04295119437146,0
Bisexual,29.747123258500697,A,D,A,2.2590145774612194,D,-25.47399480637439,1
Homosexual,-59.320370188157256,A,A,C,37.79422947908204,A,-240.44834543444898,0
Other,25.526299866013684,D,B,B,21.7926032752207,C,-126.2655458075833,1
Other,173.06136632562263,D,C,D,-60.35904992848307,D,117.21831624512772,0
Other,-2.7227142545436314,E,B,D,-36.21763221371383,A,133.8027373513472,1
Homosexual,91.15751735512903,E,C,D,14.608237845233301,C,-83.73451457599099,1
Heterosexual,80.25384458666409,E,C,D,78.37860197347331,C,-97.55100733347784,0
Homosexual,126.22393844201392,B,D,B,-147.59926690222446,A,19.136218020037887,0
Other,-176.15392352490346,D,E,D,35.87415844717013,E,38.65570253312908,0
Bisexual,-71.1125077453062,D,C,C,-111.82707450657934,E,-135.2120430562633,0
Homosexual,7.954043184770152,D,B,C,-104.59413956322292,E,49.965203984675746,0
Other,-112.01371122446244,B,B,E,-82.48708095573227,A,87.76773552305237,1
Heterosexual,22.035578762023583,E,B,D,-102.64915071057852,B,2.7585153241321327,1
Bisexual,9.17122437300449,C,A,B,-159.17723633876932,D,-52.63648102537397,1
Heterosexual,12.992457341022225,D,A,A,-96.04865088852809,A,-98.43646355863324,0
Bisexual,-69.13274021675406,A,A,E,11.732380746441226,A,97.3940832456671,1
Heterosexual,-20.347895111922508,E,E,C,-76.89755433274279,A,-66.31605523535636,1
Other,-4.87643106287775,E,B,C,-40.50694878248045,A,32.008189851204975,1
Bisexual,40.841798154065444,B,E,C,63.80470701453416,B,-198.40547337665043,0
Other,272.69232752730795,B,A,B,-66.80398965931673,D,-80.62432250908248,1
Homosexual,52.39460781263624,A,A,B,26.3005845881717,E,29.1942267250814,1
Other,10.049640195010186,D,B,C,-115.92869258815637,C,4.814243512727673,0
Homosexual,-8.139658890169624,E,D,C,124.18577619413999,B,192.70776212371433,0
Other,122.92841816619801,E,A,E,143.10542164726542,C,65.93748654919813,1
Homosexual,-29.895490264745945,A,D,D,-57.132493006360676,E,-94.04953392846112,0
Homosexual,99.63428640154885,E,C,C,-73.48919706700345,C,-33.05820664861795,1
Homosexual,83.74587979298416,D,E,D,-0.20332729795892313,C,-82.70734316268808,1
Other,89.46823597330238,E,E,A,103.6513444565274,D,59.235396143743365,0
Homosexual,110.05176420667078,D,E,E,72.84805980331078,D,-16.005110992044088,0
Bisexual,-75.20683846138462,C,E,A,-74.55294279079537,D,-49.24210603549521,0
Other,-97.9418968241228,C,C,C,-114.64367447019606,E,72.28184785978405,0
Other,27.58467997778547,E,E,D,-126.4424744778847,D,-162.77714976716965,1
Homosexual,86.46293497958595,A,C,D,36.03526451120082,B,108.37837031922635,1
Other,194.33761653706878,A,B,C,30.697169940301556,B,-162.93280678034864,1
Homosexual,-146.78866750593068,E,A,D,131.61668983341553,C,-56.60190159287515,1
Other,40.57607915927844,C,C,C,5.105882156095911,C,95.09636182953591,0
Bisexual,-140.0249679607389,D,D,E,139.8560254385399,A,51.469466474114,1
Other,-172.96226620836984,A,D,C,191.86426886380414,C,-176.5083439883102,0
Heterosexual,93.59271266357763,E,D,C,132.08265985759476,A,-39.400056387014864,1
Bisexual,-73.33492469610398,C,D,D,-6.10165613895803,E,87.7897706673936,0
Heterosexual,37.00853585849191,B,C,B,84.21807792715495,C,-15.88189395581295,0
Homosexual,9.083118456684085,C,D,E,114.58648788517856,B,-31.774704105947176,0
Homosexual,-127.0471437689976,E,E,E,58.954426489022374,B,25.981037930504552,1
Other,-244.2026180770315,D,C,D,-41.79492386780513,E,40.791514019839646,1
Other,104.22872074994527,D,C,A,61.65041261784789,B,-43.298946524937826,0
Bisexual,90.42353075384807,E,A,E,143.72680434884663,D,41.412004330200006,0
Homosexual,116.95118519772139,E,A,E,146.386704819783,E,18.06206763842572,0
Bisexual,-29.934483297674795,E,C,D,88.14836633131233,C,81.72160490788497,0
Other,142.214776697284,C,D,E,72.5015082535258,E,157.0634261661845,1
Bisexual,84.82744212881215,D,A,D,-63.20534557181576,B,162.39893085283526,1
Bisexual,47.3939703618599,A,A,E,-196.68258274599,D,24.66106111815955,1
Other,-71.47516902775443,A,A,E,-13.11844278849231,B,-48.79689180018288,0
Other,-37.56120388747655,C,D,B,-229.7095494038897,E,13.963508948342476,0
Bisexual,-226.4877907919124,C,E,A,95.75058731932141,E,203.22516546373052,1
Homosexual,-31.585253850351336,B,B,C,107.0053933580347,E,60.25178158874752,1
Other,-110.18573785978623,C,D,C,1.4233144001866553,E,109.24825391775951,1
Heterosexual,-119.23536776368108,D,D,D,174.233805630763,C,-116.61578891866537,1
Homosexual,160.21669332319163,D,C,D,-231.769710016866,E,317.59920895654716,0
Homosexual,90.8675787716443,B,E,B,65.25554136599342,A,-163.8359000616979,1
Heterosexual,-142.80401904288453,D,C,E,17.789397463592007,E,44.456291440568855,0
Heterosexual,-64.64686272338042,B,D,D,-49.348460429216914,A,-16.361617212923598,1
Bisexual,1.2623559079876159,C,A,D,14.14918431016858,C,-94.55831461836084,0
Homosexual,4.301930012013888,D,A,A,-15.20442756692127,C,-128.37921780522328,0
Bisexual,180.918872815365,E,A,E,-66.32074078075665,C,74.05146367688944,0
Homosexual,-79.6291018764023,E,C,A,-38.22481798104597,D,-108.68504322573946,0
Other,101.64803990823413,D,A,C,61.11530813064579,A,214.13355084700046,0
Bisexual,-72.021231707139,D,B,A,34.876576491985354,E,17.948676473135816,0
Heterosexual,59.292489637043076,A,E,C,65.54341369127677,E,-109.7346167887517,0
Homosexual,1.2911727181911774,E,A,A,-134.38550402789068,D,23.115001976488088,1
Homosexual,63.6736293654933,A,B,A,129.19451034344985,C,112.68217844936466,0
Heterosexual,-47.47309659778391,E,D,C,-39.668080735747196,E,-29.934667366976925,0
Heterosexual,83.3158301093513,B,B,B,-39.45246628187176,C,-120.88655754583431,0
Bisexual,-116.34154376019146,B,A,C,-47.50400747573015,E,131.07953455523625,1
Bisexual,92.23641476889712,E,B,C,-97.520710380005,A,64.12858172971625,1
Homosexual,-101.08638269401393,B,E,B,43.22453626478449,E,-62.48296904325764,1
Homosexual,-10.904030895609566,C,C,B,105.2781136710669,C,117.00934650531607,0
Bisexual,126.32470420366164,B,B,B,-72.61593698341568,A,-85.08579715432185,0
Bisexual,-27.940297487023276,C,C,B,47.77827715460417,B,-200.97351805782537,1
Heterosexual,60.23492271649932,A,A,C,32.125489585589214,D,65.73225389015668,1
Other,-40.78773493694961,C,B,B,51.441400323873374,C,-113.43207259525707,1
Homosexual,11.808746421116787,D,C,B,-9.190469465754267,D,-17.51838177686588,0
Heterosexual,-61.26073982898652,B,A,A,-60.525976005933124,C,21.665339435309345,1
Bisexual,47.438158482656384,A,A,E,7.940668086583921,C,122.79738548678883,1
Heterosexual,72.592145607983,A,A,A,-111.49421819549221,C,-136.1946669035478,0
Bisexual,191.5220670928974,A,E,A,-17.06262684730151,E,150.13907334429547,0
Other,42.64299097051798,C,A,C,-65.03967595724069,B,-77.1411086295365,1
Bisexual,14.623582238276178,B,C,B,-2.4993510662525864,D,23.892785194899304,0
Heterosexual,-75.04000473885945,D,D,A,-16.478520665223286,A,14.757340237163941,1
Bisexual,-31.110510992950296,A,E,A,131.48737595323897,D,107.65343411151491,0
Other,-37.456950649653145,D,D,E,-16.582106717700583,C,-130.51137381390134,1
Heterosexual,-30.613918558456394,E,E,C,-59.11097733388251,C,47.93221466476961,0
Other,-4.407914315964741,C,E,E,129.50558414327762,D,-169.15398517107235,1
Other,151.56519773766996,B,C,B,-123.38184427985497,A,-72.75101335489934,1
Homosexual,21.027544141599652,A,B,A,-58.625204589287506,E,-103.71701405658185,1
Bisexual,-109.76136428400962,B,C,B,87.06579953035505,D,140.6431973269515,1
Other,5.515451696830915,C,C,E,39.90491670506792,C,83.34680068159109,0
Bisexual,-79.45408386329966,C,C,D,-97.81900439511423,B,29.049428011128263,1
Bisexual,-198.33663529504676,C,D,D,2.0983450004580817,D,26.044297413175915,0
Heterosexual,-109.00950397590834,A,D,A,67.36879093180102,C,-66.01972050301362,1
Heterosexual,-135.85024057337378,A,C,C,108.35508960745592,C,185.17558446541207,1
Other,74.18102789261368,B,E,E,141.8494774841476,B,-97.96270298583488,1
Homosexual,33.649856131389114,E,D,B,-21.991870298921054,B,-12.659458774909998,0
Heterosexual,-84.21498503124194,A,C,E,35.94542318476827,B,32.91460843951576,1
Bisexual,-107.54022256452012,D,A,E,-234.42468933822323,E,-95.60423191379367,0
Homosexual,-170.2769836129038,A,D,A,-8.067166332215297,B,275.4020235752411,0
Homosexual,10.315547611541048,E,C,A,-23.09373548771274,C,-102.07866463673206,1
Other,243.69040664769938,B,C,C,-160.80584498173144,C,117.79810825463855,1
Homosexual,102.66804169716251,C,E,E,34.75021855608377,C,-44.482157216218184,0
Bisexual,162.63418727434376,B,B,D,-115.17950811914636,B,12.0185191815013,0
Other,0.8508712780360682,D,C,E,-171.49966370923815,B,36.218307424140015,0
Bisexual,-149.24035322302214,D,B,D,16.181596431487854,E,-99.37170677319557,0
Homosexual,97.843202298839,C,B,D,-186.4059197830724,E,-155.1981968212699,1
Other,82.05590940267551,C,E,E,40.81178218103269,B,125.83170298464887,0
Heterosexual,-29.352236651713564,B,A,E,-68.54950240884824,A,79.32738338239712,1
Other,-104.38559759248935,C,E,D,145.41022201834787,A,-88.58436324602734,0
Heterosexual,19.752815866594766,E,D,E,11.207472166290081,A,85.86248590156535,0
Bisexual,-16.37692734525806,C,B,A,160.37937931345806,C,-3.369463280178446,0
Homosexual,91.2894708444967,C,A,D,-170.78461596823297,D,112.14492159264347,0
Homosexual,-117.92406279116132,D,D,D,-56.51580133441486,E,-41.70380749189225,1
Homosexual,64.26109773998235,A,B,C,-11.570106441557632,B,164.32451803653296,0
Other,-172.06091101109092,A,A,A,41.3033557789909,C,-72.603835440153,1
Heterosexual,52.492970541261826,B,B,D,-23.416082488736613,C,-137.56404073523777,0
Heterosexual,65.33597006244302,C,C,C,-123.98377075362568,B,-5.984490975325457,1
Bisexual,-227.20788336428214,B,C,E,-37.87155997109418,E,-114.07595152666894,0
Homosexual,-115.56407381250682,D,B,E,-31.021708436616898,E,168.7756136855617,1
Homosexual,-21.43596462785184,B,A,E,30.437453135403704,B,-67.15968201467714,1
Other,-112.96609209419644,E,C,C,-99.5777471036157,A,138.7004318948356,0
Homosexual,103.76285694558736,C,C,C,-12.16583354086632,B,-2.8698698975123396,0
Heterosexual,255.02750353954426,A,A,E,110.77281385493423,D,-114.46836591542689,0
Homosexual,-112.70098947925126,B,B,C,63.18036769140344,D,58.58470289937364,1
Homosexual,153.97273883773764,E,C,A,85.10909690526901,D,99.04238737484567,1
Other,-99.29899382252317,A,C,C,-95.44003709455747,A,202.36964413256,1
Bisexual,81.38434441089247,D,A,C,65.06084590560133,E,28.34491301898782,1
Other,210.8705165402676,A,A,B,71.94865603655326,E,-176.32047921488305,1
Heterosexual,-69.11770050433918,E,A,C,-49.37592196056736,C,60.140779549394985,1
Heterosexual,51.00511768603947,C,C,D,11.744809113973455,A,121.70220932483143,1
Homosexual,37.90329831527724,B,E,D,3.279510535227561,B,-309.8838504331199,1
Heterosexual,31.816200632009433,A,D,D,-118.53125160916045,A,8.048865500576516,1
Homosexual,11.54960626857418,B,B,C,142.07326289870153,C,-58.6671233404811,0
Bisexual,-18.7687412667498,A,D,A,158.15519522233282,C,-152.45862081900674,0
Bisexual,-87.04146896513952,A,A,B,157.67936678391925,A,-122.66151278772226,1
Homosexual,-70.7605609741219,A,D,B,107.20102967272351,D,-80.00320780888396,0
Heterosexual,206.95945489598887,E,C,E,217.61610312272532,B,-162.23060598099633,0
Heterosexual,-41.71730981847179,D,D,E,-32.380061238401545,D,132.9882888701195,1
Other,57.755747740705544,E,A,A,-113.74915819878106,B,102.94188952588144,0
Homosexual,-197.78090642504725,D,B,B,117.85312767149732,D,1.3486884872155862,1
Heterosexual,33.38450659625749,B,B,E,102.35481271427118,E,68.53634759268556,1
Heterosexual,97.25629357050765,C,E,E,16.813770353837544,A,-120.76171234171453,1
Other,90.86684540242742,A,B,C,-77.58518596412239,E,-127.99862863735166,0
Bisexual,-239.74447854089235,E,D,D,-103.02453394666654,A,-46.41231769330376,0
Heterosexual,162.14199870513005,A,B,C,4.08854821760848,E,2.1670779874510404,1
Heterosexual,84.68997542207019,D,E,B,-1.9159024251930696,B,193.34174962302706,0
Homosexual,-16.772900951924445,D,B,B,39.22541689254926,B,-127.85433058230767,0
Other,67.66088771554965,B,E,E,-83.93420166907283,C,-22.124696931637995,1
Heterosexual,40.68257675335583,B,C,D,33.87309834695332,B,42.88823835506565,1
Heterosexual,-4.285587451381652,A,C,C,46.94788718450523,A,-122.74402046491457,0
Homosexual,43.839995622057685,A,A,B,-142.67128963883965,A,-63.933068539214744,1
Other,104.42026767793446,E,E,B,-70.91355847798415,A,77.1694340495774,1
Bisexual,42.749425824924515,C,E,D,138.45151193031586,B,25.81356852452123,0
Bisexual,-35.62695719275453,B,C,C,-206.11601142939838,B,89.31255766645444,0
Heterosexual,-66.18673962748508,A,C,A,64.5601732580136,E,-2.9246348174279837,0
Other,-5.169689410587712,E,E,E,-80.42928907469276,E,45.38452325466781,0
Other,211.21612776101185,A,D,B,-49.30202468009458,B,-30.137054461579705,1
Homosexual,-74.91854783353809,D,A,D,2.721380674853255,B,109.03835753074402,1
Bisexual,-76.68613246072732,B,A,D,-18.772591902869095,C,104.19734200863324,0
Bisexual,-108.16687495947058,D,D,A,-30.126824980799128,B,89.68980907897473,0
Heterosexual,-100.210985533885,A,D,A,86.95283492231772,E,-97.90623895824073,1
Bisexual,-28.391165154757903,D,E,B,34.513937914918124,D,46.217091376590766,1
Bisexual,-189.6887455976116,A,B,A,13.694117888863492,C,166.39406924504888,1
Homosexual,54.08259989523767,D,D,A,158.41703518639713,E,46.0129875255148,1
Other,-81.888898551388,D,C,A,13.372079690378392,C,-1.2628426117249743,1
Homosexual,-1.7083193224555153,C,C,E,115.28763867915879,A,44.386978859412146,1
Bisexual,65.26063574706107,C,D,E,-84.64644910883233,E,84.24275219077096,0
Heterosexual,-45.93802516278063,C,A,E,-1.1070034538864466,B,-123.40433652078289,1
Other,-9.343610874844096,B,D,C,-0.024655182200480293,E,-11.368833815488182,1
Homosexual,-81.30165098927266,C,B,C,16.83878298387303,E,81.0414774591101,1
Bisexual,-12.870684789530756,C,C,B,136.50115392226633,C,-12.802907525506606,1
Homosexual,61.40808798303937,A,B,B,-22.17983093401466,B,237.53760063006752,1
Homosexual,-278.4293652192938,C,C,B,-138.90388902732602,A,-16.427710777890034,1
Heterosexual,-71.78885333396964,D,D,D,89.04012413618115,E,-55.87514881521688,0
Homosexual,31.246998297377914,A,C,B,-64.63491413052779,A,-3.478325117950426,1
Other,-44.46772981662572,E,B,E,-97.733342227756,C,-48.548118095008014,1
Heterosexual,112.9021758129462,D,B,D,18.408392398344116,C,13.23574485978807,1
Heterosexual,62.27046924937428,D,B,E,15.450894980862047,E,-53.30443779543218,0
Heterosexual,-64.87057445616372,B,B,E,-34.375837395444975,B,55.77205937897819,1
Bisexual,-20.303671765810435,E,B,B,74.67648045631897,A,-85.91095212522067,1
Other,-22.80075857798839,E,E,A,-68.0436405560563,C,-49.455354913643376,0
Heterosexual,112.56171107034704,B,A,C,-28.989915160152353,C,-100.3561696329813,0
Heterosexual,40.73826855987605,B,C,D,-28.402319985556407,E,-69.88108372016887,0
Heterosexual,10.7150474975404,B,D,D,-61.334232959630285,E,-115.69950832439886,0
Heterosexual,353.21975258180555,A,B,B,101.31665425396305,B,79.56607320525595,0
Other,59.80235261369822,D,D,A,-89.46342877457447,A,71.42915020931568,0
Bisexual,-137.59549282474308,D,B,A,23.691106669908198,D,29.240939865341293,0
Other,-220.40085168937105,B,A,A,-33.021667559907726,D,-82.05158994163038,0
Bisexual,178.39858628880285,E,B,A,25.646725281499315,E,14.329751837833946,0
Homosexual,-132.40701133442204,B,E,D,-58.47859246989966,A,110.7182389445017,1
Heterosexual,32.4344159754127,E,D,E,6.78108446159837,B,96.3243969341843,1
Other,-78.80066022447949,A,B,B,-189.34938922018617,D,-65.33238383385628,0
Other,-196.85732947409417,C,D,B,111.62036984041652,C,57.976162439590475,0
Homosexual,-41.69269544102184,A,A,E,-129.65077745507884,C,-132.9845722589585,1
Other,134.98098964905455,E,E,A,-177.6449090210784,C,-39.775576206856286,0
Homosexual,-4.20211831764603,C,A,B,-74.2408725191148,A,-2.7953688859734998,0
Heterosexual,79.37621325004547,A,E,E,-81.08463266815627,B,-34.78552820451174,1
Other,-11.326395706496752,C,A,C,56.8035866750561,B,-32.89319252199366,0
Heterosexual,171.02051042994836,E,B,D,5.429128666711757,D,96.14998432594572,1
Other,56.73406215347707,B,B,A,-63.43783957796373,A,128.7798761889408,0
Bisexual,-233.1373697105938,E,C,A,-40.477157528249336,E,167.8068188844533,1
Homosexual,5.530219809955935,C,D,D,-26.973988874480387,A,13.731052014254171,1
Heterosexual,-61.88957761089324,A,C,C,163.2792637002082,B,95.15772586751571,1
Bisexual,39.0322429225486,B,C,B,-106.63518844540964,B,-10.11512083128733,0
Homosexual,-44.64375490517936,A,A,E,-63.35133046258628,B,18.74826464881684,1
Bisexual,2.604461689104792,E,D,B,-18.036798606359856,E,124.42518946417724,1
Heterosexual,90.59706923743049,B,D,B,-21.059566239756442,C,13.22188207855308,0
Homosexual,48.78806420251927,B,E,D,-22.84143519342791,E,72.63916380769105,1
Heterosexual,-104.17575479011478,D,D,C,-85.08166553333706,A,-11.44689068195064,0
Bisexual,-11.708857140092766,A,C,A,83.25777899277068,E,-24.154566501162716,0
Heterosexual,-20.913221571728744,B,A,B,-169.9366021830687,D,-13.868878748810577,0
Homosexual,-81.86047827386137,C,A,B,-170.99126118212655,A,27.347175561653774,1
Heterosexual,-61.21990304510506,D,D,B,-0.04523423878416533,C,-73.35670940321629,1
Bisexual,147.3901553412137,D,B,B,-104.27109187684411,C,162.83069524667786,0
Heterosexual,-78.6350940398893,C,C,E,136.7402844680271,E,-133.3021149055874,0
Homosexual,46.06789380046211,D,E,D,45.28953406822084,E,-0.4173990667798191,0
Homosexual,68.66121780766997,C,D,E,39.87747735388298,D,-87.21748658504043,0
Bisexual,-57.19210190029689,A,D,B,-102.76915224532246,D,2.878776555553023,0
Heterosexual,-26.44117206482081,B,C,D,182.7502709039944,B,44.64076763242627,1
Heterosexual,168.07846664956116,C,B,A,-39.874447901770196,C,-176.09842693107984,1
Bisexual,121.66604865961581,E,C,E,-21.134661514299403,B,-62.66376369993639,1
Other,-76.62505044926526,B,D,C,131.33189424490993,C,167.623527060887,0
Bisexual,-36.185271275569356,D,E,A,127.27338292710286,C,-150.26947961281388,0
Bisexual,4.616300116901075,A,E,E,111.30631685968714,A,-142.36349720277062,0
Other,-96.76142885094016,E,B,B,32.46195363613054,D,229.07259547052092,1
Other,107.35135693684875,D,B,A,-52.90947062918535,A,-53.932829020647375,0
Heterosexual,-19.809848617735422,C,A,C,-66.19200394636557,A,38.0604131521556,1
Heterosexual,79.73214364034575,A,C,E,-174.9784468716516,A,41.07282900731381,0
Homosexual,19.162817800816015,C,C,B,-37.90655686919219,E,25.580648941419206,1
Bisexual,-96.30429960473305,D,E,C,-13.670490324807528,C,19.62150073835927,0
Heterosexual,115.36754635594453,C,E,E,98.27015098082379,D,158.2082793661521,1
Bisexual,15.278326630415883,B,A,C,-54.75329068390323,D,161.32173582954698,1
Heterosexual,-77.67969517781486,C,A,C,-75.95665286913402,B,-1.0519647573892172,1
Homosexual,-47.60756604701322,C,C,A,-54.15374371496284,D,26.12669566265382,0
Homosexual,-200.333831558599,C,E,D,-45.66868163111029,E,54.25146155323842,1
Other,111.00051918408657,A,E,C,38.84911136978923,B,88.1057917608583,1
Bisexual,-19.07905664742767,D,E,A,-134.89664714673273,A,-48.16388414684039,1
Other,-63.44846903311522,C,C,B,34.873525380296876,C,-156.25326676656402,0
Other,50.14882994434434,E,E,C,19.842478436656634,D,130.81620198708202,0
Bisexual,5.613052097790972,A,D,E,28.418816921224003,C,-154.2128491705225,1
Bisexual,14.996340175344422,E,D,A,58.31615870981555,B,-42.815381546702646,1
Other,116.36890409427761,B,A,B,-178.67298670720876,A,-17.4986703750432,1
Heterosexual,-59.12591771577714,A,B,D,-221.46407467083412,C,204.81961606654178,1
Heterosexual,-123.11265712899315,C,A,A,-123.0592054182006,D,6.397907216485008,0
Other,64.89201113689116,B,D,B,111.04529063174382,A,-13.016951781359671,1
Homosexual,92.98519368154842,B,B,B,12.646838588399431,A,-53.88080861014568,1
Heterosexual,-124.16186327583732,E,D,A,86.94492514011742,B,96.94145904757731,1
Bisexual,237.95635800009504,D,C,D,-37.71627128113559,A,70.73437247889046,1
Homosexual,154.61468204865173,A,B,C,-141.7592154892759,E,-14.409917385668225,1
Heterosexual,75.93421482257352,A,D,E,-190.91529507508122,B,153.7755913949118,1
Homosexual,-13.994082500535113,A,C,E,32.1592541796803,A,-57.514468462529,0
Homosexual,-20.026215556055217,D,E,D,-41.116059519764434,A,8.158497120354928,1
Homosexual,35.428730804622504,C,C,E,-51.700808371701356,E,-105.78525427512022,0
Other,-40.046941345668515,E,C,E,9.500200733963544,B,132.39990313272506,1
Heterosexual,-70.9851933139611,E,D,C,69.48045672237497,C,-80.41333006848829,1
Bisexual,-9.169911489767776,A,B,D,-58.81785787556358,E,11.282337067113552,0
Homosexual,-47.32364122761904,C,E,B,17.536079365437693,B,-3.993935299890756,0
Bisexual,-52.78394566582569,B,B,C,-52.91439308669242,E,-195.95282013158186,1
Heterosexual,40.20077373185595,C,D,A,18.683358264943816,B,-9.956991451578327,0
Heterosexual,-22.050603613327493,A,B,C,-30.86653379700405,E,-48.655231033902666,0
Heterosexual,6.649073491714256,D,D,E,-2.3804175334213817,C,167.94992891637696,0
Other,-98.91558929668422,D,C,E,-89.14646917287716,A,-119.85678986377788,0
Other,-54.1471346910666,D,E,D,40.92716615940205,C,-118.73029762773739,1
Heterosexual,5.474867152771567,D,E,E,-69.67044009230537,E,1.4547012603707723,0
Homosexual,-20.70667012924411,B,B,C,261.67826018945243,A,-72.32452333511763,1
Bisexual,0.6291777896346687,D,E,C,6.867598724933561,E,75.79722716184841,0
Bisexual,0.9775793337092306,A,D,C,73.63584707968504,A,-93.99251506714518,0
Other,-15.25150806979588,A,B,B,62.50560231096696,B,-68.60784043106426,0
Other,-77.72691615892454,B,B,C,-72.29817347272758,B,68.48798075517088,1
Heterosexual,163.42367034150323,B,B,A,119.27486014490421,D,-101.17218002074672,1
Bisexual,27.69972072590583,A,A,A,-59.000315418846036,B,91.73122679945969,1
Other,-84.4858583600859,A,E,C,22.80404461781872,E,91.01463715374817,0
Homosexual,74.45709878597509,C,E,D,18.077615073728747,D,53.82928474351234,1
Homosexual,34.026886122607586,A,C,B,-69.11788061064576,A,44.26191970462406,0
Other,31.773630329971798,A,C,B,134.24607875594265,C,-18.5270427020847,0
Other,86.54157123760989,E,E,C,85.93181887338308,B,-14.30087482499061,1
Bisexual,149.47560357981527,C,B,E,-11.660607248853244,D,90.92495198199789,1
Heterosexual,-80.51631959067575,A,C,C,46.27689655077546,C,9.970389748803434,1
Bisexual,-121.14601749120277,E,D,B,73.45939518004305,D,-5.244172885728561,0
Other,-40.68082253616768,C,E,B,-15.973409467634198,C,-6.933252305182863,1
Other,-9.81288051721763,E,A,C,-78.84578184375913,E,-129.11665147877304,1
Homosexual,-123.47272787120605,D,B,B,-23.18373543189917,E,-1.4184495897926295,0
Homosexual,65.03453272484757,C,E,E,-84.1757323681846,A,193.10210052767812,0
Other,127.12162734334326,C,C,E,115.01616134983581,D,83.12440890086606,1
Heterosexual,119.20747888734323,A,C,A,8.302277295460664,B,211.3627352179147,1
Bisexual,101.80005230637173,A,B,C,-119.61038238466625,E,-104.65249747877931,1
Homosexual,95.93348210528887,A,E,D,-41.43407728325836,C,-12.123745111239732,0
Heterosexual,-181.98822260425825,C,B,C,272.66897462669056,E,91.55129974719729,0
Bisexual,-67.23233490745939,A,E,A,-68.96218866087199,B,-157.49503535136398,1
Heterosexual,-211.83066733172186,D,C,E,6.084959908973102,D,-24.763849056157813,1
Bisexual,24.133403698743848,E,A,E,22.418391761162244,B,198.59014064895035,0
Bisexual,-168.62767362803604,A,C,B,-0.6775543680338145,B,28.11574813591205,0
Other,-18.40730127376948,E,E,A,-22.391667765363806,C,-7.4386039593819495,0
Other,1.8104078716739005,C,E,B,-18.263129267901082,E,-79.35431672972449,0
Bisexual,21.35050758498741,C,D,E,-83.13397296197206,D,40.9690690159967,1
Other,83.69758267978916,E,A,A,117.18535685156802,C,43.838621047511886,0
Heterosexual,-118.18778169839854,A,B,A,-56.82761190734023,E,-33.96711138481472,1
Homosexual,-110.30618233729545,D,B,C,-116.54067386875964,E,181.0274391146283,0
Bisexual,-2.093772326490737,B,A,A,8.821658202714477,B,-66.5644565628197,0
Homosexual,39.45426618935524,D,D,D,48.10141220811817,A,-92.43872789040938,1
Heterosexual,65.72179024794691,D,B,B,-33.73499550291117,E,149.28965520782353,1
Bisexual,75.25568596408363,A,E,C,76.53025140242707,E,-230.38140369265082,0
Heterosexual,-117.92342195420709,A,B,B,18.781553462962222,C,-12.38553523805474,0
Homosexual,88.4469167111369,D,C,B,-66.31948358084661,B,46.036819576988094,1
Heterosexual,-71.45410708900972,C,A,C,-77.82794438898598,D,45.13209729841884,0
Bisexual,-98.85929021893443,E,D,D,85.81983256229795,A,12.191141962304746,0
Heterosexual,-176.69809859285434,B,E,D,32.16532226055839,A,138.59947002339126,1
Heterosexual,-89.02691290823095,C,C,D,71.42693491259713,A,-60.91048323916165,0
Heterosexual,27.197475939755307,E,C,E,-133.0885550198722,C,-94.50194394106265,0
Heterosexual,21.88889763197347,E,B,E,-60.45168078857256,B,25.68026853014948,1
Homosexual,-9.781899409687759,D,E,A,-79.12844104948242,D,-114.9547450023333,1
Bisexual,145.74914680706462,E,C,C,21.060112276634886,B,-118.30533494529784,0
Homosexual,-144.4712516613396,D,D,D,1.1911835239306288,E,93.88420682427308,1
Heterosexual,-315.4681183189944,C,A,C,-108.82059417034145,E,43.180443398769114,0
Bisexual,113.48976219165002,A,A,A,-196.23225245075452,E,-20.636441936839173,1
Homosexual,35.43910980082965,E,D,B,20.471943450588746,E,-10.365638893942892,1
Heterosexual,138.591530496612,B,A,D,57.21529780016363,E,2.940298585068589,1
Heterosexual,-20.172752045314297,E,D,C,-119.7172595965023,A,64.47630981240034,1
Homosexual,-127.04115319548701,D,C,A,68.96386526522755,C,94.128223776663,1
Bisexual,175.24970500204023,A,D,E,10.152575228937295,E,33.63913093113976,0
Bisexual,-55.239477622651215,B,D,E,139.08584113252502,A,-67.98408294733814,0
Heterosexual,-147.55134289939872,B,D,A,-21.581207207910566,E,134.24716111121054,0
Other,-53.59752116556348,A,B,E,-25.373898592882014,C,-110.01107459533745,0
Heterosexual,-83.0137042785504,A,C,B,133.0778446464834,C,235.11064598728296,0
Homosexual,-109.65453289159906,B,B,E,22.235281843205005,D,142.66423566511318,1
Heterosexual,-99.53031333254133,A,C,E,-136.28659682148344,B,20.921544504463895,1
Heterosexual,-29.441338830994123,E,B,E,38.04013736752406,D,41.105474760086615,1
