Disability,Religion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
No,Muslim,D,-166.24999042512093,A,B,D,A,E,C,B,E,-119.75152311875696,-34.856175715072496,108.93569314642777,1
No,Other,E,-51.73286421913197,B,C,B,E,D,A,C,A,-149.3583240583111,-48.217384017575185,55.42785840600973,0
Physical,Jewish,B,29.963391848617437,A,D,A,B,B,A,B,E,150.58105037199857,-55.279192393620015,130.6419777413502,1
No,Hindu,D,-82.78146600106908,D,C,A,D,B,C,E,D,129.8820124931312,-38.540598462246614,-163.704285577622,1
Physical,Buddhist,B,-9.789764691193861,B,E,A,A,E,A,D,B,14.51631465415244,62.76881665686217,135.1307549193675,1
No,Muslim,D,-260.0269283293772,A,B,A,D,E,B,D,B,140.6979236570619,147.2606155573808,-59.10114864692893,0
Physical,Hindu,C,72.41428692949204,E,D,A,A,B,E,B,E,119.69770620629798,-37.475328560618884,42.30814282581396,0
Physical,Buddhist,C,7.347703201080305,D,C,B,C,D,C,E,B,-0.5987185313471075,-15.89125833208529,77.88760815775025,1
Mental,None,B,-13.822311577558722,B,E,D,D,C,C,B,B,52.723049379887755,90.55038461614878,101.53024057200473,0
Mental,Muslim,E,-139.70667034337535,A,C,A,D,D,B,A,E,56.306816255963724,149.2559807260512,-93.12720578013935,1
Both,Buddhist,B,47.530441659889966,D,B,D,A,A,B,E,A,24.03453457030644,-100.80478812314742,-7.923120219116892,1
No,Other,D,-98.38481327667978,D,E,D,E,A,C,E,C,63.616862591916835,-122.83224658089394,-76.75745814026806,0
Both,Buddhist,D,-260.80904910211353,B,A,E,D,C,A,D,C,-99.7493696466289,0.9354197555196132,-1.333838840022055,1
Yes,None,E,-45.976057144860434,A,E,D,E,C,D,A,E,61.06406236495088,-16.10138959496554,-82.96131835505369,0
Mental,Jewish,C,262.78220197086966,C,E,D,D,B,A,E,E,26.243930039463496,97.93820605158791,-90.35218125917393,0
Yes,Jewish,D,-11.785110630625367,D,D,D,A,D,A,D,E,-5.444984647396938,-11.041746435644589,-89.41708627223056,0
Physical,Other,C,-10.292200718593536,E,D,B,B,C,C,C,A,77.23825009413989,-62.52374121928903,23.32293298652663,1
Both,Muslim,A,-13.751420977685669,B,B,C,D,D,E,E,E,57.24643856546544,-206.07956889729007,66.32910586025716,1
No,Jewish,B,-56.32507675951405,B,C,C,E,C,E,D,C,-72.8126293206754,57.98053819527217,18.1642690339072,0
Physical,Jewish,D,-119.15839326195758,D,C,B,B,C,C,A,A,-105.56346466584543,-30.72181037972621,156.95581568908437,1
Mental,Christian,B,-43.30910905353529,E,D,A,D,A,C,B,E,-40.48073399370596,-12.008579467438729,2.018491942130662,1
Both,Hindu,A,-141.79159201670498,A,C,E,D,D,E,B,D,21.904002310176676,-105.00204548718047,-11.728002160003058,1
Both,None,B,60.003903010481764,B,E,C,A,C,E,B,B,26.504610140048158,-67.13178899648115,91.13613108487417,0
No,Christian,C,-75.89563527992233,B,C,A,B,B,C,B,A,84.65278531639623,25.917688230625263,-113.66099262537107,1
Yes,Muslim,A,73.56951812728299,C,E,C,C,E,B,C,C,121.46709875388832,128.5703425608405,-15.311077258905947,0
Yes,Jewish,C,40.04288015685503,C,E,D,D,A,B,E,D,-70.98151820212857,-114.11453056709368,77.65618762161819,1
Yes,Jewish,B,122.3700674718242,E,B,D,A,D,E,A,E,22.249247588375553,-196.91664964242648,-47.47410286902941,1
Both,Jewish,D,-84.6175238493302,D,C,A,B,B,C,D,D,-35.31894519919838,69.11182009999351,214.16981648432886,0
No,Buddhist,A,59.69750833346378,E,B,E,E,B,D,A,C,-73.00252854766211,-27.22809272882143,-69.91046803556321,1
Mental,None,B,-66.73751715759701,A,C,C,C,A,B,C,A,-166.5229562260238,-139.7738951370852,12.397002518164049,1
No,Christian,E,2.204235814790624,C,D,B,B,D,B,C,B,23.579518431833474,88.5077161664169,-28.408701292611617,0
Mental,Jewish,D,150.14668258718044,D,C,A,B,D,B,E,D,110.89582381946018,-144.3620319396782,124.34825171273202,1
Physical,Christian,A,46.34588554813879,B,E,A,D,D,A,B,C,11.456224400018888,-215.0723472583333,-4.986593820317913,1
Both,None,A,7.8422697139385935,B,E,B,B,B,A,E,A,7.198267161139681,75.27646169929596,62.826606171890745,0
Mental,Other,C,-71.56018452453495,D,A,E,D,B,D,E,D,-68.87543425488165,-11.299994905014579,62.9321461510508,0
Physical,Christian,C,38.38446262430181,D,D,A,E,E,C,D,D,51.994266550952794,-43.75133078986712,69.49891531972344,1
Physical,Buddhist,D,-185.72329207229,B,B,D,A,B,C,A,E,-51.639390393745664,9.856046628039415,-169.03457341605937,0
None,None,A,-92.85118495784718,B,B,A,B,D,D,D,E,-32.77758389634322,82.02316004257324,129.32999977373797,1
None,Jewish,E,-85.0384038280897,B,C,C,D,B,A,A,D,159.1421411656604,-9.939691589073362,53.125212046616696,1
None,Muslim,B,-106.34122559344006,D,C,D,E,E,C,B,E,65.01140617709248,168.71945595947264,-11.375567858379796,1
No,Christian,D,197.25162571463423,A,D,A,C,D,E,E,B,129.0432623182559,-81.88732880010782,5.806492493182139,1
Physical,Buddhist,C,15.763028916595253,D,A,D,E,E,A,C,C,-52.03777470708155,-49.50086788461949,90.45346505019552,0
Both,Hindu,B,-33.161744784200444,B,D,A,B,E,B,D,A,137.17202396707177,-97.64359555240846,-10.904895353197377,1
Mental,Hindu,D,16.602436270019986,A,B,E,B,B,A,B,D,121.19662709945177,-59.33140015581865,-122.34305547539353,1
Both,Jewish,D,-121.69494484949024,C,A,A,A,E,A,C,B,92.3176991125141,-15.518618310475945,-27.05152557519139,1
None,None,B,70.95261907830816,E,C,B,C,B,B,A,B,-165.2369495688392,133.96027064890487,-74.31980124891427,0
Physical,Muslim,C,4.424245221349076,C,B,E,C,E,C,C,A,-19.440777170601507,118.94924141288425,187.4541068980847,0
No,None,E,-111.50472160700693,D,D,B,A,B,D,C,D,255.49572837071167,-167.96524243519417,-196.06467645309425,1
Both,Christian,B,116.39913316537522,C,B,C,A,E,A,E,C,-102.20117963253776,-57.86839413743379,-8.631612596573966,1
Both,Hindu,B,130.48059050154546,E,E,B,D,D,C,E,D,20.60923853292734,-49.67427723323973,-23.834577844643448,1
None,Other,A,-56.13659748862902,A,E,A,B,C,E,B,A,38.94450759968848,150.55271520564082,-75.09177796233837,1
Yes,Hindu,A,-4.778528803367198,C,E,B,B,B,A,C,B,13.768624407890261,138.68847536879974,128.59327109268335,0
Both,None,D,54.02540128511585,D,A,C,A,D,B,A,A,51.000939400128416,-55.905256989946075,-77.66709592192943,0
Yes,Jewish,A,-128.84290091876926,D,E,E,E,C,E,B,A,-92.87258130036203,-52.319385363801416,-139.15968091955207,0
Both,Muslim,D,-58.94305791132336,D,B,C,E,B,E,C,D,-235.31093552601368,71.41569922890234,-99.67335189965608,1
Both,Muslim,D,-44.651790003556044,D,A,A,D,A,A,B,E,200.05926685183383,-300.59630105760596,15.128470271235,0
Mental,Muslim,B,-6.181345194853644,B,D,A,A,E,C,A,B,96.0759536572242,-51.98652474444098,-69.9321478352794,1
Yes,Buddhist,C,-133.3010723247742,C,C,D,D,C,B,A,C,-112.09516733424942,-29.30515951792101,-18.111452126020588,0
Mental,Buddhist,E,-9.18210039230646,B,B,C,B,A,A,B,C,16.844222351260115,39.89454475652518,91.43197097728353,0
Physical,Christian,D,-12.423748709466684,D,B,A,D,A,D,A,C,51.11454316765067,51.22527064443584,-60.63588532752357,0
No,Hindu,D,97.56989563672602,C,E,B,E,C,E,A,C,99.40792287986288,65.20592564060848,67.45665365035404,1
No,Muslim,D,144.41772019742916,D,D,A,C,E,B,E,D,106.03030450074526,112.01683169290249,-16.51184650571694,0
Both,Buddhist,A,-199.53548029702765,A,E,E,B,A,B,E,B,-51.3074765411434,-54.83691033453327,7.605899938744412,0
None,Jewish,A,74.31552577335269,D,C,A,D,A,B,D,C,-20.37774113344901,62.084685123428805,104.47735771728036,0
Physical,Christian,B,-60.842449447002544,E,E,C,D,E,D,E,B,-78.72372511875402,9.71419898309938,-55.29109237785125,1
Both,Christian,D,76.16662543846672,C,B,B,C,D,D,A,D,26.420330218819903,92.08033288159243,-24.88358197343883,1
None,None,A,43.08095809282624,B,C,A,B,D,E,E,E,56.80841087225165,-9.178683652167587,-78.3991258871961,0
None,Muslim,E,-130.72204191809016,E,E,A,C,E,D,B,D,68.04532268370185,12.217500540364172,-17.298277062316632,1
No,Other,A,-30.91383230186329,A,C,A,D,A,C,E,B,-123.12775503017173,-117.74786554789797,-40.56815065120846,0
None,Christian,C,-43.346248718426786,A,D,C,B,E,D,B,E,205.59395851185377,7.339847801890094,30.07318665048856,1
Yes,Christian,A,-133.1772672161181,C,D,A,C,C,E,D,A,-111.63137280744047,-13.197444369079946,83.34452582288066,1
Physical,None,A,28.90117702477098,B,D,B,D,E,A,D,E,-30.978594366109764,-97.59218704226701,-41.693564391144335,1
No,Other,C,53.70910678502201,B,E,C,B,D,E,B,D,28.934548975604162,122.32691134403235,-14.760929226541784,1
Yes,Muslim,D,-67.20456423610914,A,B,D,A,E,A,D,B,-166.22370548173154,105.62363496228086,74.76991146506164,1
Both,Buddhist,B,-76.03087135203096,A,A,D,D,B,D,B,D,19.705463122749244,-123.01812737821871,-183.5269664027335,0
No,Jewish,A,-151.81174537836827,E,C,B,C,B,D,A,D,-154.81597269082366,2.366163775374949,-53.58545301336585,1
Physical,None,C,-100.51681172401419,A,C,E,D,A,A,B,E,-29.65072865967448,75.03536898357491,-221.32418941086996,1
None,Hindu,C,-71.24801894863862,B,C,E,B,C,A,B,B,68.04227625543379,-47.06958020076947,-68.69861872947254,1
Mental,Hindu,D,-5.487900580870842,C,D,E,C,A,A,E,E,42.98532391041292,-10.70564435019399,141.0893653669874,0
Both,Muslim,E,21.244566336003633,D,C,A,D,C,E,A,D,56.937825868618916,91.55986645535667,101.35795210260635,0
None,Muslim,A,-156.12278915139873,D,B,E,E,C,D,C,E,190.9639536441488,-76.10846207678617,69.9509595956607,0
No,Hindu,B,61.79255166625054,D,B,E,D,A,C,D,D,95.66142685987195,60.05832118116988,-172.37690993451355,0
None,Muslim,B,-16.781979801339297,B,A,E,E,C,C,D,B,-52.98311833364055,49.629129576116156,-35.50856112247971,1
Yes,Jewish,A,254.99149187878928,D,C,D,D,E,C,B,D,-114.49134517797725,41.343683112227254,89.69959891050193,1
Physical,Jewish,A,56.80937822150186,B,C,C,E,C,A,D,E,56.87537531455431,-41.270022367972636,-27.73232659062043,0
Physical,Muslim,D,-45.518058740032636,E,B,B,B,E,A,E,D,148.8646847081022,23.984046802038467,41.95364135038058,0
Mental,Other,D,69.93109298564566,B,C,A,B,E,D,C,D,5.414501155150437,-53.28925599523077,-185.8269490855306,0
Both,Jewish,E,-36.63270281785157,E,B,D,A,B,A,D,B,-223.5740017595712,49.92862069253398,56.15278049046057,1
Mental,Buddhist,D,63.3352956026816,A,A,D,D,A,C,C,C,86.41306424004884,32.334185032156036,-75.74959441307789,1
None,Jewish,A,71.78879973601498,D,A,A,E,D,B,D,E,99.48736109806319,155.30389522598156,92.26931620506176,1
None,Buddhist,B,91.85945969601119,C,E,B,C,E,E,A,B,71.6938829898252,63.93636938899019,22.019615382137307,1
Yes,Hindu,D,-2.617898081115684,C,A,A,C,D,C,C,B,-103.47410071113433,56.651413107675374,-22.363510899531594,0
None,Muslim,D,54.47376164821465,E,B,D,A,A,B,B,B,82.35203038134668,24.28768270867045,-85.6522520216993,1
Yes,Buddhist,A,115.58594964402629,A,D,A,C,D,D,E,B,0.9875962904179978,-168.73893866329007,-24.903278714612544,1
None,Buddhist,C,21.048049772390478,A,B,E,A,E,B,E,E,-44.20241377474811,-62.269834989475534,-44.718849390435494,1
None,Muslim,D,-108.86801193563707,A,C,D,E,C,B,B,E,49.517550007284214,0.3282557612939445,-88.3934120811632,0
None,Jewish,B,-29.764691282324012,D,B,E,B,D,D,D,B,-98.15092326577786,-1.1276713790352682,-29.762275699887436,0
Mental,Hindu,A,-169.19150087589333,B,E,B,C,D,C,A,D,217.0004176480254,201.34961589584503,208.26697618211236,1
None,Buddhist,D,-49.429003550298596,B,A,D,D,E,E,A,D,14.793775005502251,115.06394492973055,-0.5369831801211796,0
Physical,Buddhist,D,-9.452849495869838,E,E,B,C,B,B,A,C,146.4417154671028,60.90437758666546,157.53189238046457,1
Yes,Christian,E,4.237266974251652,A,E,D,A,B,B,D,A,36.27385858876316,42.022197778075444,-14.615072586018476,0
Both,Christian,C,-42.98182069491649,A,C,B,C,A,C,E,A,-47.77167731751255,153.79253354601195,80.76682983572066,1
Mental,Hindu,B,-70.86682379200059,A,C,C,E,B,A,C,D,-265.0581862884447,-62.572773542446235,-234.52935132085057,1
Physical,Jewish,E,-128.03729773638196,A,A,E,A,E,D,C,B,108.06854481696408,-8.216741070908816,138.8497582235741,0
Mental,Jewish,B,-8.944250310573318,C,B,C,D,E,E,D,B,-132.2019210995403,-14.439874408333134,121.7401887772782,0
Yes,Christian,A,8.13189520862921,D,E,E,E,E,A,D,D,24.937143893171385,-25.253217210056526,-9.601901656131112,0
Mental,Muslim,B,-82.74637324693668,C,C,D,A,E,C,C,B,39.786360266331094,63.77224782151243,21.57735396213978,0
Both,Buddhist,A,-106.87313860088685,A,B,E,D,B,A,D,E,-14.877226311020012,-96.89139351697708,183.17031341763987,1
Both,Muslim,D,-63.87557801239,A,C,C,A,B,E,B,A,41.329521600059884,-39.91514642327988,-66.61953888819696,0
Yes,Christian,B,-321.0549746678977,B,A,A,A,C,D,D,B,73.85628119204868,-63.823723718246015,4.5694690083691105,1
Mental,Other,D,50.39183450268998,B,D,C,A,B,C,D,D,-44.75370888607171,61.58627737002632,20.66478225716704,1
Both,Hindu,C,-117.09626601536505,D,D,C,D,A,C,B,B,-82.33961618564209,-62.073153165607806,85.93305231573655,1
Physical,Christian,B,-64.17114213463756,D,C,C,D,B,B,B,E,98.24970998065567,108.15921452195496,-56.93213337242455,0
Physical,Christian,C,228.6895231434174,A,B,C,D,D,C,E,D,-29.007900226066894,-96.0884442778415,-51.84660859576301,0
None,Buddhist,D,-41.34654878922295,B,E,D,A,A,E,D,C,-270.25432540582517,-78.41803100466515,-53.93774392277911,0
Mental,Buddhist,C,-13.474027950467574,A,C,C,A,B,E,B,A,-105.03182844481796,-81.82844877736419,-105.36817973941994,0
None,Buddhist,D,79.58771503988447,A,E,C,E,A,B,E,A,7.1474024924015795,10.290136055767372,-98.84318516811138,1
None,Hindu,B,10.856058636814128,D,A,A,C,A,A,E,A,-144.7294356041627,-63.90325914043966,-12.218365326612881,1
Both,Jewish,A,-188.54959093900354,C,D,C,A,A,E,E,E,108.44001747885636,-79.95839747365976,137.7799720233903,0
Physical,Christian,C,56.78696861071371,B,E,E,C,D,E,C,A,61.59965639640589,132.0069856378818,-48.69177177866794,0
Yes,Muslim,B,64.49754933398596,E,E,A,C,B,D,B,B,63.872177606882,-7.566931313894005,-60.59565696783634,1
Mental,Muslim,D,-8.424843546797229,B,E,C,B,A,A,D,D,-21.251552536723423,-39.1938803183573,-26.688794930098513,0
Mental,Muslim,E,138.94861964699024,B,C,C,A,D,D,E,E,40.34797722748132,-130.73418603740578,-21.596297380184954,1
Yes,Muslim,E,-6.58032516294801,D,B,C,A,C,B,E,A,-183.76037099577366,57.76379569655866,10.727607492969614,1
Both,Buddhist,D,52.77878717359052,D,C,C,B,C,D,B,B,-35.83442390997338,-38.46424866542718,48.01932420349619,1
Yes,Hindu,A,-63.24516644863226,A,B,E,A,E,A,E,A,-193.57731729547416,-100.62906723994011,169.2067685657716,1
Physical,Other,E,-4.681587259282287,A,C,B,D,E,E,E,B,97.1031207935206,13.103680918123093,-87.1223293663519,1
Physical,None,E,91.90797342005148,B,B,B,C,E,A,E,C,-298.018707698577,-7.41024766131054,102.80535982266505,0
Yes,Muslim,C,69.27718458125196,D,C,C,C,D,A,B,B,37.44214332438819,-46.91204480538254,116.03463437125927,0
No,Christian,B,-41.897608244940315,C,B,D,C,B,D,E,B,-124.52663580856493,-147.7790424494697,164.15438821441006,1
Physical,None,A,192.82970108683705,C,B,D,A,D,D,D,A,160.87604998988397,49.49890094236131,-47.230203159295634,1
Physical,Jewish,A,1.5415017698426756,D,C,E,C,E,E,C,A,174.30181974159728,-86.51557144233777,7.241831351916756,0
No,Jewish,E,170.18295021025855,C,C,B,A,B,C,A,A,84.50162240231506,19.104384167558898,2.3401670293544896,1
Mental,Hindu,C,-30.25068372177327,E,D,E,C,D,D,E,E,-58.10527142279642,-182.3273635109768,-58.797052341276704,0
Physical,Muslim,D,-18.19681271885127,B,B,C,C,B,D,B,B,13.865832335036776,-141.3538530564585,-206.1316585647194,1
Both,Buddhist,B,112.39657469673243,B,A,C,B,D,D,C,A,123.80921776182758,49.03904462208755,101.86714431013326,0
None,Hindu,E,-93.36313053303196,D,B,B,E,B,C,B,A,61.61420507958518,56.37872561923676,50.426047553654755,1
No,Hindu,E,30.358846956564577,D,D,C,C,C,B,B,B,82.31901307666136,153.8667080814026,-81.38715306961187,0
Yes,Hindu,B,-5.687205001419018,B,C,D,B,B,B,C,E,82.7980429041474,-108.08847800560105,-96.22451461586068,0
Physical,Jewish,A,11.062719188177244,C,C,B,E,E,C,C,D,113.29568944164545,118.88342588305186,0.018568515822039472,0
No,Other,D,108.45882371918243,B,A,B,A,E,C,C,E,31.16796725187456,163.0474958402993,-84.27146904706679,1
Both,Other,B,120.37071399773278,E,B,B,A,C,A,B,A,57.360845663426986,171.97104585050675,48.72717052207814,0
Mental,Christian,B,-83.57253127759809,C,B,D,C,B,E,D,E,48.18847525555764,-97.99710547902983,133.70319118218893,1
No,Christian,A,177.87952061241091,C,E,E,B,A,A,A,E,-104.45710347923158,70.21301731766894,115.57671153988376,1
Yes,None,C,-61.49016253961963,C,C,C,D,D,C,D,E,-72.86771578231446,197.5915965793174,79.44789496792569,0
Yes,Christian,A,-76.7675009869688,A,B,A,A,D,D,C,A,42.56056553059149,-0.9777574066324336,-73.46400029721144,0
Both,Hindu,E,-42.20378429411614,D,E,B,D,A,C,C,C,117.9777283725147,-51.22454274136904,103.18873693187749,0
Mental,Other,C,79.94963522997448,B,B,B,A,A,C,D,B,-182.25377698372392,-84.3531650151073,-108.22089907951957,0
None,Jewish,C,190.38410105972588,D,E,C,E,A,A,D,B,69.53220668341548,31.74317889873666,45.399950955912246,0
Mental,Other,D,-33.28200546141284,B,A,B,B,C,D,C,C,2.8600195495470215,160.11106731461,-38.24010061590503,0
Both,Jewish,A,-5.928086163169745,D,D,C,C,E,C,C,D,-41.14772285800405,-79.60032410183166,1.1774914120976407,1
Yes,Jewish,A,-66.1539932666601,E,B,C,C,A,E,D,A,26.2558736241444,-9.914960337172992,-81.0492161418304,1
None,Hindu,D,-123.6729478890025,C,E,B,A,E,B,B,B,70.96767704980103,106.77766769986752,-136.2504033656461,0
Physical,Muslim,B,-209.74824722590947,B,D,D,E,B,E,E,A,69.10176228402044,139.26960771829698,-42.51976724745001,0
Yes,Muslim,A,50.62171749806921,C,B,D,E,C,E,C,C,-2.209023814449455,-128.12820188816463,36.78016375273963,1
None,Jewish,E,-84.47690961141764,B,E,B,B,E,C,B,A,-77.02411077079354,40.2368137969584,-65.78308786547707,1
No,Other,D,8.504735671169517,B,B,E,A,B,A,B,A,93.98538338853083,-132.4143008224521,-93.6193090254663,0
None,Christian,B,148.43488411191834,B,B,A,C,D,E,A,E,-35.141132057503846,31.179621711834287,-3.1811395686823847,1
None,Christian,B,-88.27824078361428,A,C,B,A,B,B,A,D,-85.06379496410504,42.28166549093722,144.96556877956746,1
None,Christian,C,-143.7311163676418,C,B,E,C,C,B,C,C,-18.524085601880262,27.036957089752594,163.12302814733874,1
Yes,Buddhist,A,-52.396642575255946,C,B,E,A,A,E,E,C,202.79547381069364,203.46296278331394,-7.309004412211463,0
Both,None,A,136.04488573264422,A,C,D,B,B,E,E,C,-15.876392052984754,-21.603179392956466,68.82900644239061,0
Yes,Jewish,C,12.351995378573895,B,A,A,B,A,A,D,E,27.471622716509682,-112.99227192801563,17.739837601212088,1
None,Hindu,A,-120.55819966547293,C,D,D,C,C,D,A,E,54.241711798553396,-16.280848132020264,1.070305736589371,0
Physical,Muslim,D,-15.713857398681608,C,C,C,B,E,D,A,E,44.62085382274808,118.56945016154314,-171.31022575537628,0
Both,Muslim,E,-12.7720524532214,A,C,E,A,D,A,C,C,15.409096255415268,215.99062377988156,92.0203478949787,0
None,Hindu,C,147.7118778104664,C,A,A,B,A,B,D,A,-78.82550525388591,120.95413763489569,32.88799377122657,1
Both,Jewish,B,15.806867450314055,D,B,A,B,D,C,A,D,41.32834988360796,-4.636161572907002,126.56441920107697,1
No,Buddhist,D,33.00982503009471,A,D,C,A,D,A,E,E,-64.18403385012596,56.770206771528485,68.21342188177623,1
Mental,Other,E,-78.7734040880193,C,C,A,A,E,C,E,D,21.594955553745734,-182.33785809559268,-198.93353930300756,1
No,None,C,44.6800804983785,E,C,E,E,A,B,A,C,136.28250843745684,-34.87079935635195,26.42713015317124,0
Both,Christian,B,-29.27370229863573,C,D,E,D,A,D,A,E,1.204366883327358,-4.85260535897393,-85.4247024585697,0
Yes,None,A,-55.801417689061516,D,B,C,D,E,B,B,E,33.04406485896239,36.74208520187482,-75.397244640615,1
Yes,Other,D,68.41480184036317,D,D,B,E,C,A,E,D,80.93874406054061,-120.67867713832108,-14.59600698975704,0
Both,Buddhist,E,-9.184213706445966,D,D,D,B,D,A,C,E,152.13819806758272,-19.603926277008917,51.04408793368761,1
Mental,Christian,A,43.883233717409446,D,D,D,A,C,A,D,E,-16.208165279990062,17.295988472637163,124.76855724276209,0
Both,Buddhist,D,-16.17015430875463,D,C,D,B,C,E,B,A,-6.0879902720732275,-159.34996626416353,33.45768963226685,1
Mental,Jewish,E,98.03691024259156,E,D,C,C,C,B,E,D,39.85551372280178,-108.39009501726873,31.556581611230584,1
Yes,Other,A,-64.19047188820029,E,C,C,A,D,B,E,D,-101.21713596106984,-99.94647426448748,102.38809672473946,1
Physical,Buddhist,A,-6.9348976397980255,D,C,B,C,D,D,C,C,-27.275409500459247,64.23574887085309,-35.51985472201567,1
Yes,None,E,-88.08513699240623,D,B,E,E,C,A,C,D,-43.560907267227826,-45.289807086022435,150.2987463033005,0
Both,Hindu,B,-39.3166733919243,D,E,B,C,B,E,D,D,91.76974661728761,9.732132310956237,116.38498693581579,1
Mental,Hindu,B,15.927795047238808,A,B,E,C,A,E,C,C,5.904243614572591,-15.112947346454872,121.67140141938523,1
None,Buddhist,D,-36.37817131957078,D,D,C,B,D,E,C,B,-62.995316086555654,7.562326908766829,-9.439525226157572,1
Physical,Other,A,-34.6489951613281,C,D,C,A,E,C,D,E,21.65406394534214,37.14697670078022,-165.70830862009862,0
None,Other,D,-65.71138106285747,D,C,D,D,A,A,C,A,70.76171599119179,46.16896645932032,316.3139053837748,1
Yes,Buddhist,E,-0.5218670360762082,C,C,C,B,C,C,D,E,-52.21915264940979,60.967700266338696,40.96985594391737,1
Mental,Buddhist,A,203.2468747024946,E,A,E,B,E,B,E,B,-74.36918929372551,-186.5461325350378,-0.6331896700608386,1
Mental,Muslim,C,-150.96477278075474,D,A,A,C,A,E,C,E,55.44329069265987,-249.81611875132933,-115.22381634914393,1
Yes,Hindu,C,-183.6046195487366,E,B,A,B,E,E,E,B,76.17485398120138,111.59810650877311,-6.693666505237634,0
Both,Christian,A,96.70795871896757,A,A,E,D,C,C,C,B,22.209325870261413,-119.0099720724238,-32.2150155717942,1
Both,Muslim,C,108.74611968024344,D,A,A,C,E,D,D,E,39.82680579496726,77.6036343784698,103.39587894618158,0
Mental,Buddhist,C,40.53488759779237,D,C,B,A,A,D,C,E,-54.89358285684046,113.3558380849006,55.60327669575533,0
Yes,Buddhist,E,55.83172755957547,D,C,A,D,A,D,E,C,-172.69455080043326,132.75196694553426,103.63588712061728,0
No,Muslim,E,10.158418809301073,E,A,C,A,B,B,E,E,-62.518131587535244,-10.81344152889498,-203.80279956998004,0
Physical,None,A,61.76729019856555,D,C,C,D,B,C,A,B,-22.920235577680824,85.48237814550652,65.08675833638495,1
Yes,Hindu,A,0.06193324645895865,C,C,A,A,D,A,D,D,-3.5226325291384413,101.55004601256046,-85.405098175529,1
Mental,Jewish,B,123.769758772187,C,E,C,E,A,E,E,E,12.977691170660155,-277.8555901162169,-13.962772561159454,1
No,Christian,C,32.7388067749843,C,A,A,A,E,C,E,E,30.684545744349844,-73.73567709534046,42.12886851887019,1
No,Other,A,13.372582310403272,C,E,A,E,B,D,C,E,-78.12155321275736,-124.17535989170281,150.0846126834952,1
Physical,None,A,-2.734942493028597,B,B,C,D,E,A,C,A,-51.332116811865305,-47.166437642669386,8.190750040837923,0
No,None,E,-147.5750508939906,A,D,A,D,C,C,D,C,141.01162879336883,-180.53224491007745,131.88082844357237,0
None,Christian,D,-142.55614332009804,C,B,E,E,C,C,A,A,68.90736169636334,34.693675986614956,28.572291101149844,0
Mental,Other,B,83.74108164688738,A,E,D,B,D,A,E,B,-130.70741526491477,109.17609017795616,-18.042829666902875,1
Physical,Christian,D,-113.19465874782281,B,E,C,E,B,C,B,E,-39.92038013028349,-20.152129480919896,-110.95929214935674,1
Mental,Other,E,-25.661071811910226,C,A,D,C,B,E,E,A,-44.84628737061661,6.316127956714708,89.71194873020006,1
None,Buddhist,A,7.881873591341841,A,E,B,B,C,B,C,E,103.88280565583659,109.17203682713492,-11.166315706685406,0
Yes,Christian,E,161.3721596796073,B,C,B,C,D,E,A,B,-30.37360743818771,43.842642294569,-12.778006052342105,0
None,Hindu,C,161.530941207394,A,D,C,D,C,B,D,D,158.77112914171548,6.234543518601088,111.35880497513406,0
No,None,B,29.61807169761135,B,E,C,C,C,C,A,E,-62.38354204513045,89.75317426444502,45.25099306478787,1
None,Muslim,B,5.447294396302296,A,D,B,D,C,C,A,B,-44.003134056187996,-4.5815698801085505,-126.6339093234464,1
Mental,None,D,57.426268945628166,E,D,D,C,D,D,B,C,69.95280012577544,-63.51925117542785,51.377779020704764,1
No,Christian,A,199.62346316354075,B,B,B,E,D,B,D,C,-98.96718938048853,-5.657652811086627,16.365832785952815,0
None,Christian,E,2.5379419937578382,E,B,D,A,C,B,A,A,-170.22592532813852,133.95300778606872,93.51230910787145,0
None,Muslim,E,-122.74069449746952,B,E,A,A,A,A,B,D,12.925016611992913,93.24161258269147,23.966569568927877,1
None,Other,E,126.53921997990203,E,D,B,E,D,D,C,B,-117.33261561872574,-45.275487052725325,-62.16207554222019,1
No,None,D,112.84500446365445,B,A,A,A,D,C,B,D,202.8734503201917,18.93121481869227,80.15747692350303,1
No,Hindu,C,-63.81187077496586,D,A,C,E,E,A,D,E,-52.604880447070855,-101.40370609832068,-42.924432858232834,0
Yes,Hindu,B,-63.75932472742776,E,B,A,B,A,C,D,A,96.02345109663585,-101.56053177302607,-55.63418809225027,0
None,Hindu,B,-43.218352426421866,B,D,D,C,D,D,E,C,-67.50222288561916,-87.54555470081684,-59.842659184729364,1
None,None,D,160.64695168325719,C,E,D,E,E,D,D,C,-67.74697372663645,95.41994758570613,62.4405628242077,1
Both,Buddhist,D,129.08926584231452,E,C,D,A,D,C,E,B,-63.01780443198075,56.35553397313213,125.4486667520131,1
Mental,Buddhist,D,-11.475856376346538,E,C,C,C,B,E,B,E,26.85793575894449,-143.09323210970842,144.9379260952106,1
Both,Christian,C,-86.25145637100036,D,D,E,A,A,C,E,B,127.86824705860649,-197.71359721138026,-133.34758999112927,0
None,Jewish,A,-56.52394035192023,D,C,B,A,C,B,C,A,10.923585513487318,-68.7925602204382,-144.42204834924968,0
