AgeGroup,orientation,disabled,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
26-35,Homosexual,Yes,D,A,-92.01217749378047,28.04403525612498,A,C,E,C,43.304213650399205,A,-89.15120779324741,0
26-35,Other,None,C,A,183.00067988924016,-96.98362706269053,D,D,D,C,-7.779111991901466,B,-134.59040144948548,1
36-50,Bisexual,Physical,B,D,47.59701987535516,104.89412534471168,D,E,E,C,41.49608101831333,C,185.97837743559177,1
26-35,Homosexual,Mental,B,B,78.90337571690048,-45.37369023746166,C,C,C,D,55.83232457654629,C,-98.29351547867176,0
51-65,Other,Both,A,B,-64.26254044696233,51.92254009909652,E,C,A,B,-164.19600866767306,E,16.389784909909157,0
65+,Homosexual,Both,A,D,-73.06572231296393,197.25143920249295,C,A,B,A,-24.49219169068091,A,-7.99674000695637,0
36-50,Other,No,A,E,158.32712760702242,84.19243077681742,E,D,C,D,28.55951676222981,E,135.10349381479085,1
36-50,Heterosexual,None,D,B,208.45723260083435,-146.37759215132766,D,D,D,D,45.395795606796696,C,74.85967917114695,1
51-65,Homosexual,Physical,D,B,-41.14651466988726,60.77713920659591,A,C,E,B,157.857352344651,E,-69.27170678842904,1
18-25,Heterosexual,Mental,C,A,-158.5130207930299,136.39910416985,E,D,A,E,56.53245331741948,C,-19.61969863800234,0
26-35,Heterosexual,None,D,D,74.01156625505159,-180.83094281805506,A,C,E,C,-122.68411618875683,D,-18.507957558853573,1
26-35,Bisexual,Yes,A,D,-116.84223130228327,122.22918610416149,E,B,D,A,4.245768428925724,E,163.86097234562294,1
18-25,Homosexual,No,B,D,-159.33772325441961,-34.76686266484595,D,A,E,C,-51.26162844325394,C,-45.166145082402224,0
51-65,Other,Both,C,C,187.1493343569998,12.796794398051953,C,D,D,B,-18.24133045335338,A,-10.977885143267867,0
18-25,Heterosexual,Physical,D,C,98.38437571970043,-82.04775984746064,C,E,E,B,106.67858407310275,B,-94.1806906334916,1
36-50,Homosexual,Mental,A,A,22.889610318628844,71.9507960969273,A,C,A,B,34.60341983907534,C,52.97310051834753,1
26-35,Homosexual,Yes,D,A,-41.623062122187534,145.53008340712805,A,C,E,B,101.58359888997832,E,-119.23844846343667,1
51-65,Other,Both,C,C,-171.56543063907824,-64.87062570885583,B,E,A,D,-151.5233678327571,D,37.67796836274349,1
51-65,Homosexual,None,A,D,269.1296433845552,-188.3150759577771,B,E,B,A,55.69894992019265,B,-51.39492314415437,1
18-25,Heterosexual,Both,E,D,22.976630939049254,-78.27888588039991,A,C,C,E,-138.61306493797989,C,34.034641472299754,1
26-35,Other,None,E,B,-61.71666996967584,-167.29234054918908,C,B,A,C,149.07687124571635,D,-48.37152284856112,0
36-50,Homosexual,No,B,C,-78.84973629620823,-45.528983205362536,B,A,B,D,-15.909161806471934,D,-31.64957082921816,1
51-65,Heterosexual,Both,B,B,-134.25373756654886,-27.35819026811599,D,C,A,D,-62.454464219817915,A,6.330498611068935,1
26-35,Bisexual,None,A,E,56.18555561947819,-69.267887654987,A,D,A,B,9.658265201136928,B,37.101931282734675,0
26-35,Bisexual,Mental,B,E,78.22623552900232,68.28109126662997,C,D,A,D,-230.02000821061336,A,0.19070082942761818,1
65+,Bisexual,Both,E,D,-11.159965007143246,96.10627407080293,E,E,A,A,-41.32869711698517,B,-27.187763762256495,1
36-50,Bisexual,No,B,A,44.35064563986447,-7.472394568625218,C,D,B,B,36.64598141528335,B,57.27414949248647,0
18-25,Homosexual,Yes,E,A,-45.648540385338734,50.44156420160214,C,D,A,E,4.129609856072868,E,154.39335229808938,0
65+,Bisexual,None,A,E,-31.13948088142513,-26.65972447510504,E,E,E,A,74.71087530956383,A,63.79356947589723,1
65+,Heterosexual,Both,B,A,-44.42287935914212,-169.6637007743312,A,B,D,D,-145.82412889159505,A,185.83774773285168,1
26-35,Other,None,B,E,108.75465757190632,27.84625867377832,A,D,B,C,-138.58390785253144,A,-287.2568134257845,0
51-65,Other,Physical,B,C,8.892768551749889,59.902253778424395,C,C,B,D,-67.7802852527567,B,-97.25379153026672,1
65+,Bisexual,No,A,E,-108.04920026976603,135.09903677792894,A,E,B,A,84.9426980919497,C,19.704708131827164,0
65+,Bisexual,Mental,A,D,-19.667081032735144,-43.67704029872173,E,E,A,E,11.951956450376953,A,113.59253254790349,0
36-50,Bisexual,None,E,E,0.28111607904754826,180.51669178719592,E,D,B,E,63.18253259334241,D,-81.82309619445802,0
18-25,Bisexual,Both,B,A,59.08193567862743,-26.238108330197214,B,D,A,A,-133.71862186968303,B,5.245766368544718,1
51-65,Bisexual,Mental,B,D,-49.85393175950707,47.80708100521421,A,E,A,C,75.15268684232132,B,4.296110735733075,1
51-65,Homosexual,No,B,D,136.50004373741157,-193.37312242033212,D,A,C,A,-29.350645551413457,E,-35.12939799148111,1
18-25,Homosexual,Physical,E,D,-80.66237904076306,69.11839477998318,A,E,C,C,-81.12677141385892,E,-113.37619429044639,0
65+,Bisexual,None,B,D,-66.22637249660069,278.3590381691474,B,A,B,C,-36.441871029005846,B,-60.44445063474946,1
51-65,Bisexual,None,B,C,87.3363031165952,37.874188787004755,B,B,C,B,132.7685560433159,E,110.5838520138786,0
65+,Homosexual,Mental,C,D,8.534175272285118,-2.740829171505146,C,E,B,D,32.18544815620987,C,31.135188053727298,0
26-35,Bisexual,None,E,C,-9.758220722834363,61.48873105316126,C,C,C,E,-84.77991805003464,D,7.754799247673823,1
51-65,Homosexual,Physical,C,D,-4.518044937437454,-73.58261390212613,B,E,D,E,45.04337994506306,E,117.3448537675653,0
51-65,Bisexual,Both,E,D,155.7203312307103,15.44825412985211,B,E,C,A,13.613556387187295,A,-173.44591998361946,1
36-50,Other,None,D,B,86.77933868126246,63.12154671529867,A,C,D,E,138.8012659570387,E,90.71195171666588,0
51-65,Bisexual,Both,C,C,148.27058133091398,-21.783034386074416,D,D,D,A,117.19722609673904,D,17.30286836689697,1
18-25,Homosexual,Mental,C,D,-64.22427634049933,-46.23861105426865,E,E,B,E,96.11418039147821,D,-18.396132729554378,1
18-25,Homosexual,Mental,A,B,237.63005539785092,-49.88342759525414,A,D,B,C,-25.483261114927323,A,230.1334391159057,0
18-25,Heterosexual,None,C,E,-31.297956346181117,98.70867086431032,E,B,A,B,-5.059879320144785,C,2.9155591259360283,1
36-50,Homosexual,None,D,B,65.30356830732276,-39.408422819255854,A,A,D,A,132.84545976399417,E,63.946280518718915,1
26-35,Bisexual,None,C,A,-23.218498234984803,-19.025220889197275,A,A,B,A,18.34691859592073,D,4.879214937635125,1
36-50,Bisexual,None,D,E,-35.18953693993528,-55.86298192207979,A,B,B,D,127.30773769967121,A,7.412272221487369,0
36-50,Other,Physical,E,E,184.3263337470193,271.8673000811115,C,B,C,E,19.743414177614977,D,-110.52488433789192,0
65+,Other,Physical,A,C,-118.16389118068294,71.26716596614199,C,A,C,A,121.99198762664021,B,114.1444085683555,0
65+,Homosexual,No,B,A,-55.834128583456476,110.44865351069897,B,A,B,A,172.523516131132,C,155.2354595729459,0
26-35,Heterosexual,No,C,D,35.826688176167885,-15.534583804357782,B,C,E,E,70.1654824516316,A,70.53541298592464,1
26-35,Other,No,D,A,-188.9181596039865,175.4467056208503,C,D,C,B,9.514001412365797,C,-195.12240462684593,1
26-35,Homosexual,Yes,D,C,135.02663489073072,138.8662881018036,E,D,C,E,-20.023132766107313,A,-154.73293244161908,1
65+,Other,Yes,A,B,-191.8058444416439,-49.987708348897726,E,E,E,E,17.997491284172586,E,-13.926131634901996,0
26-35,Homosexual,Physical,E,A,235.05952576732088,93.39355905352392,B,B,C,B,-127.96660848397315,D,-64.57651676743443,1
18-25,Homosexual,Mental,A,D,41.92300133845009,-81.79042407437005,A,D,E,B,16.372843146104064,C,-44.23060355419741,0
36-50,Heterosexual,Yes,C,B,177.41601725124144,-170.87722196731775,B,D,A,B,214.61631349986118,B,-52.43214604533303,1
51-65,Heterosexual,No,B,A,109.85938828235892,59.20603685591752,B,A,D,A,-62.28005446544353,A,-127.65960730490274,0
18-25,Other,None,D,B,114.76080886517967,78.60608899685747,E,D,C,C,-115.50496654196176,D,159.0348642597196,1
51-65,Bisexual,Yes,B,C,76.81768707854712,26.106298207460256,C,D,A,C,14.192860893783612,A,-15.231317510112612,0
18-25,Homosexual,Mental,E,D,-61.3334632921888,-133.34876765101706,B,E,D,E,58.78137759342592,A,-29.790429881235635,0
18-25,Bisexual,No,C,C,-27.97024090848702,-5.703414020456666,A,E,C,B,-45.77844682346285,B,-28.581069052172342,1
36-50,Heterosexual,Yes,B,A,-71.40100287637829,43.293354269346324,B,D,A,B,124.6071785832815,B,80.61146610924366,1
65+,Heterosexual,Mental,C,C,50.29469924854927,48.388838237910285,B,B,D,A,-89.88368696189245,E,-1.9374843810055067,0
26-35,Other,Both,A,D,140.76328898259015,-120.16920814138633,C,C,A,A,-60.66115457754082,E,78.30844891516902,1
26-35,Homosexual,Physical,A,E,1.3193531418722095,88.22367206778293,E,E,D,C,121.98764879209114,A,-35.479836198475994,1
26-35,Bisexual,Physical,E,E,106.42588154634561,29.770856006081036,E,A,B,E,245.43010698820044,A,21.37995729408029,1
18-25,Heterosexual,Both,E,A,-148.8643835724168,-204.37966904558857,C,C,D,D,-204.05573392648884,A,28.732639509675522,0
51-65,Other,None,A,A,-75.44217755203506,26.659153217994024,A,B,A,C,-19.279008820296486,D,-18.040121824286437,0
51-65,Bisexual,Mental,E,D,-16.159353279652667,129.7208222554247,E,D,B,A,119.62350897671712,B,-16.013412302932334,0
65+,Homosexual,No,B,B,-152.51680824861026,-27.249262520387873,C,D,E,C,84.43641057390738,E,61.56917819102631,0
36-50,Bisexual,Mental,B,B,-96.90848418352583,107.46700327753356,E,D,B,D,95.70626722348698,D,134.8530723282169,1
51-65,Bisexual,Physical,B,B,-4.381327305632646,-140.26866814549106,B,D,B,D,-24.590758531767875,E,128.64860864493156,1
26-35,Homosexual,Mental,C,E,185.68010921378692,74.57371691157725,A,A,E,E,134.47798691566751,A,-96.84780350395904,1
36-50,Heterosexual,No,E,C,-132.38696005318317,16.8814442027217,E,D,E,D,13.261178385140276,B,-32.43701645955029,1
51-65,Heterosexual,Both,C,C,64.18248546114185,191.27416906675677,A,E,D,E,208.84588385705305,E,240.40891482562662,1
26-35,Homosexual,Both,A,A,-19.470289794115157,-114.51619388002841,B,B,B,A,-104.88862413567892,C,-138.66913862423758,0
18-25,Homosexual,No,B,A,192.43883910819775,-66.04322273184692,D,D,C,E,66.20843627838482,D,-55.53708566256804,1
26-35,Other,No,C,D,-66.41812136385583,-5.038317588917025,A,E,E,E,-45.41428708684772,A,-30.185611396377094,0
26-35,Homosexual,No,B,A,-27.47232919395496,9.989832846287383,D,E,A,A,-1.0158620199493509,A,67.76012502051476,1
65+,Homosexual,Physical,C,D,45.98170793863655,167.67169676935995,D,A,A,A,-29.798878484407325,C,128.1609165963708,0
18-25,Other,No,B,A,-12.73407829341231,-54.7085480047092,E,E,B,C,69.2802638357169,C,-44.434494322925275,1
36-50,Other,Physical,E,C,-57.23772898498564,-35.52403424462294,E,A,C,C,-25.440433309349697,D,46.75121918362808,1
65+,Other,No,A,D,-76.74676964257976,27.30819763103606,D,E,C,C,-134.2073749907312,A,-8.414152236428803,1
26-35,Homosexual,Mental,A,C,-45.70687241447929,-107.07373727332303,B,E,A,A,227.59927091500592,C,-12.107573071154919,0
36-50,Bisexual,Both,E,E,143.64876801694956,-3.569223240747532,E,A,D,B,21.823989331087695,B,118.94831465731484,0
36-50,Heterosexual,None,C,B,21.78677847674109,-36.37850206583838,D,B,E,E,-45.45706884076113,C,51.0599568397068,1
65+,Heterosexual,Yes,D,C,-79.50578431573985,93.69216124078527,E,D,A,E,201.43974204861686,B,149.78787377465775,0
51-65,Bisexual,None,B,D,-224.6081017597191,-52.20487869470048,C,A,B,D,-7.117184364209087,E,-67.81730905007663,1
51-65,Heterosexual,None,D,B,16.89793537084894,82.58399091709236,A,B,E,E,-36.16811821468614,E,10.24334365383652,0
51-65,Bisexual,Both,D,D,-16.80416603483477,-63.33151186179086,D,B,D,D,16.981507920659748,E,27.058711383961082,1
65+,Bisexual,Mental,D,E,90.25479733001883,-6.881790064124631,B,E,A,D,229.5047766834327,B,101.95253473643795,0
18-25,Homosexual,None,E,A,5.149584128938329,-31.819934208984584,E,D,C,C,47.579928868488274,C,71.04471827965865,0
36-50,Other,None,B,B,85.3185316867276,52.37539021715275,B,C,E,C,22.640651248340593,A,43.86103847647193,0
51-65,Bisexual,Both,B,D,31.53671672819682,49.04374039127361,A,E,A,B,133.99498056151918,A,79.51317848604083,1
26-35,Homosexual,Both,C,C,-6.113410926856672,-98.12745730930288,E,A,D,D,-109.26186656612875,C,-141.44585010062863,1
26-35,Bisexual,No,A,C,-107.81121535671664,-118.84363381595435,D,D,A,D,93.0708687401101,E,160.61781519343975,1
65+,Homosexual,Physical,C,E,5.892087858538487,112.44823260380782,A,A,B,A,62.27261245736937,E,25.80790319504837,1
18-25,Homosexual,Yes,C,E,71.08069098418451,73.67876194070973,A,E,E,B,-126.22911899237472,E,-131.53584451444516,1
36-50,Bisexual,None,A,C,190.77358479554835,-21.20604489536575,B,D,D,A,81.36889956861725,B,-41.960498643120005,0
26-35,Heterosexual,No,A,E,-74.90828355309944,118.47291128833284,A,D,A,B,66.16133533794417,A,2.698313067129093,0
51-65,Homosexual,Yes,E,D,-47.58628845231716,47.297895644166374,C,B,D,E,-102.7961304857002,B,-99.29276776280325,0
51-65,Other,None,C,D,207.91166785164933,-234.35330262071963,E,C,B,C,-78.36226258064086,C,-10.973722468955108,1
36-50,Other,No,D,E,5.449757394850214,-51.09481260356992,E,C,C,B,-155.92130800689523,E,-69.0645872722935,0
51-65,Homosexual,Mental,E,C,130.57109077399917,-69.69931990920432,D,B,C,E,-115.75291074271648,B,-105.93973617024757,0
36-50,Heterosexual,Both,A,B,25.112075069264183,88.92273419245232,C,E,D,E,127.38200795686888,A,-90.54511266024038,0
65+,Other,Both,A,D,-48.249455287104894,62.154448208402734,A,A,B,B,-134.16018918473196,D,96.94873106790757,1
36-50,Bisexual,No,E,E,127.42921234972133,127.70213871615358,E,E,D,A,259.519921709415,C,-55.47283968024538,0
65+,Homosexual,Physical,D,B,119.08195573641424,-87.55606742459783,A,B,E,B,-118.93107785429979,A,-137.90513729371617,0
36-50,Bisexual,None,D,C,32.14732441012933,108.63659576149871,D,A,A,A,31.130312488270178,E,-174.62497000076098,1
65+,Homosexual,No,B,C,49.03827346608867,-81.81226695427063,A,D,D,B,82.99127385882798,D,40.330680811884065,1
65+,Bisexual,No,D,B,15.242501984657206,236.9745726283555,B,D,D,E,-5.366240920351915,B,58.031061673116334,1
26-35,Bisexual,Both,B,B,23.847249756873406,5.526062144991058,E,B,C,C,196.60085725663544,A,-7.007373808826861,1
26-35,Homosexual,Yes,E,E,44.072412986699455,7.5763417760904215,A,D,E,D,-105.60072008934169,A,130.19828074064986,1
26-35,Bisexual,Both,E,D,-61.712831295872576,-99.68344006671697,D,A,E,D,-6.127754456775674,C,-30.318735736941534,0
26-35,Bisexual,None,B,E,-94.12684416301825,-113.08825018000775,A,B,D,C,-25.30761222025281,E,-54.58691728715884,0
26-35,Other,None,D,C,-86.90013082278487,-110.79345686789166,B,A,C,B,-149.88789025126533,C,-66.9927242127735,0
18-25,Heterosexual,Yes,B,E,-15.987287085971168,22.31945530028542,E,C,C,E,-14.04138516857618,D,-101.56669422547806,0
65+,Other,No,C,A,113.72383383269622,35.69786962529913,D,A,C,C,-67.36779914902756,C,16.0365282224785,1
51-65,Bisexual,Both,D,B,-284.81275088950906,-66.58014447646204,A,C,C,D,183.15086793873513,A,57.47027776648606,1
18-25,Bisexual,None,A,B,222.49381395481728,110.37002644782233,B,C,C,A,78.47484945996675,E,61.0890682690846,0
18-25,Homosexual,Both,A,E,81.28785748522986,-190.28715485575964,A,A,B,C,-84.10464339545794,B,28.210916703024292,1
51-65,Heterosexual,No,C,E,106.62668145539602,40.52100486304494,E,B,E,B,-95.59464629685108,D,-25.365291484966924,0
51-65,Other,Both,D,E,-7.297285886968079,36.48561783151441,E,B,A,C,-142.90290760937904,D,-133.4481894072695,1
26-35,Other,Mental,E,B,-70.87150730276576,108.05302694694183,B,D,B,E,-168.76217283923657,B,59.11282506915844,0
65+,Heterosexual,None,D,D,-118.60450477398952,-53.41094204588751,D,D,D,A,64.03485423230532,B,-133.53980320489262,1
18-25,Other,None,B,C,-120.43911921516694,48.127847826508955,A,B,A,C,51.98078764930798,D,150.16487582966772,1
51-65,Bisexual,Yes,E,B,-274.55883935535724,93.7123335955684,B,C,E,A,-46.90677678067788,D,57.635708009087324,0
65+,Homosexual,Yes,B,B,-49.40265669877221,-55.208251936687766,E,D,B,E,31.661772731995434,D,-23.333462520358815,0
51-65,Homosexual,No,A,E,197.26570065365945,-11.253008789882715,C,C,B,C,-23.72961539488634,C,-25.573219516224427,0
51-65,Bisexual,No,E,C,-143.224707946872,159.0996849464133,A,B,A,B,106.44959016418144,B,-110.40338688972193,1
36-50,Heterosexual,Physical,A,A,-50.31593318494987,-56.93881477833676,D,B,A,C,-74.74309736765493,C,103.6605596877727,1
65+,Other,Physical,C,E,-59.490574526831494,31.785773899782992,D,E,A,E,1.5483282245669143,E,-14.350805898128268,1
36-50,Bisexual,Yes,C,E,42.92927281996571,-7.677440124326234,B,A,E,D,-62.75242882957438,A,42.47493870699902,0
18-25,Homosexual,Physical,A,C,8.939682216342089,162.03353174611738,E,A,E,E,118.99128189201944,E,121.18188014017927,0
51-65,Homosexual,Both,A,B,261.1880108194264,52.263930318479346,D,A,E,E,-51.377929670151936,E,-46.91249876589036,1
36-50,Homosexual,Physical,E,E,-78.87549834595657,-40.52679877656458,E,E,C,C,-7.045810536248663,C,-12.202974814376775,1
51-65,Bisexual,Yes,A,B,41.08960203271428,51.41162467932685,E,E,B,E,-169.7392362435146,D,-23.985006977339747,0
26-35,Bisexual,Both,D,B,25.915277422410522,-12.504818382550246,B,E,A,C,-124.10819537372197,B,-140.13053154684252,1
65+,Heterosexual,Mental,B,D,-229.07681178598565,-51.348892906812246,B,C,C,C,-68.78862166985985,E,141.34758939602733,1
26-35,Heterosexual,Both,C,E,-116.84905694049561,187.19050497482007,E,E,C,C,-45.44759811720922,B,70.09292136262705,1
26-35,Homosexual,Both,A,B,-136.19168131145355,31.99990969308089,D,B,A,B,-28.646691483960655,A,21.531304428290913,0
36-50,Homosexual,None,D,B,-81.26036510387856,-7.450378865768068,E,A,C,C,-38.686255380807296,C,30.98993660022397,1
26-35,Heterosexual,No,C,C,-143.00686598454763,-36.83322964349908,E,C,D,B,82.35155674469445,A,-12.124291179033248,1
65+,Other,Physical,B,E,35.45304258379429,54.08279846754497,D,C,D,C,13.014158793139973,D,61.05321554419757,0
51-65,Bisexual,No,A,C,-200.63549543733902,-4.419357613022172,D,D,E,D,-5.37869354461789,D,39.15129367738512,0
26-35,Heterosexual,Yes,B,B,-143.230440200388,104.21412896414589,B,B,E,B,-41.98044084309964,E,143.80641902233512,0
36-50,Heterosexual,Both,D,B,141.81228697660535,-200.42246145487326,C,C,E,A,64.93830455416612,D,-32.854290529536556,0
18-25,Homosexual,Both,E,D,16.000604046818534,-24.7230232543962,A,E,E,E,-193.52334631897153,D,-4.402451293821788,1
65+,Heterosexual,Physical,A,D,9.231843733742876,71.55644886933639,D,E,A,C,0.9006904850010097,A,30.40697571903127,0
36-50,Bisexual,No,A,A,-12.422058462475905,-105.61372145032209,B,C,E,B,69.5898318824275,A,-97.02771071756429,0
36-50,Other,Both,C,B,-2.364641702285173,-161.45096792414625,A,E,E,D,121.7746797312673,E,115.93662021781776,0
18-25,Homosexual,None,B,D,157.66421030962158,175.60668607912143,D,D,E,E,21.679139987462126,D,-8.929526204070473,0
65+,Bisexual,Physical,E,B,13.026907272657743,-29.888109291994702,A,B,B,B,81.18396474372443,E,-159.00608130335635,0
26-35,Heterosexual,Mental,A,B,102.3151698354567,225.81989904319272,B,A,B,A,126.77813685244455,A,48.76915803363189,0
51-65,Heterosexual,None,D,E,51.87544996405603,-39.120644684495396,C,B,C,D,-22.08986315102044,D,28.301146483611063,0
51-65,Bisexual,No,A,A,-44.91826374069395,137.60712356211522,B,B,E,A,57.94813291619327,E,-17.440233527470106,1
36-50,Heterosexual,None,E,B,88.11269192469152,10.330290964262828,B,E,E,B,-184.2939844850829,E,-67.62819450137658,1
36-50,Bisexual,Mental,B,C,31.99439806651516,-56.0644046045981,B,D,A,C,103.29353676285295,B,50.79572912560165,1
51-65,Heterosexual,Mental,D,C,-123.52610718228267,-83.9299851062644,A,E,B,A,115.20282305274824,B,202.39386834691862,0
18-25,Bisexual,Mental,C,C,-56.066490949816824,-90.37573422435639,E,D,B,E,142.150991256054,B,122.51055532108957,0
65+,Heterosexual,Physical,B,E,-28.719929706771957,-15.877605388589144,B,A,E,D,-155.85623996236643,B,-43.049091070057116,0
36-50,Heterosexual,Yes,A,B,55.496017972120256,172.13511417477255,D,D,B,D,-139.2218559028273,B,-39.34301293831893,1
26-35,Bisexual,Yes,C,A,42.69253488655247,-8.046704239492843,A,A,C,C,-39.982618669089256,D,-23.388941507202073,1
36-50,Heterosexual,Both,E,A,-12.535552180234719,92.18974296784093,C,C,A,E,-101.38780272532834,E,-7.882549606101745,1
18-25,Homosexual,No,C,A,74.01790094402593,-120.47329531003597,B,C,E,B,-89.91548499875452,C,103.47985911666522,0
65+,Heterosexual,None,C,C,-25.171566965728964,2.0252696796557,A,C,D,D,12.019974026078856,D,48.83771494418399,1
51-65,Bisexual,None,E,B,-155.8060359117352,-48.109459615869234,B,E,C,B,114.36360372427372,B,27.772039910840142,1
26-35,Other,Physical,E,A,-114.3213880431216,-99.50370317587658,B,D,E,E,-185.35778154258537,E,-136.18913606047724,1
18-25,Homosexual,None,A,B,-119.21347205383306,22.140480810543256,B,E,C,B,70.30251085412704,D,-41.398150917630616,1
51-65,Bisexual,Both,C,A,-2.597097921354389,29.582464228199072,B,C,C,B,-76.72838065921415,B,-74.4806147825767,0
51-65,Other,Mental,C,E,73.85855931846186,-23.15189565541114,B,B,C,E,1.0061243197892407,E,-22.04179223467486,0
51-65,Other,Yes,E,D,-128.46852196757425,131.30413884191745,D,D,B,A,139.95233950538324,E,-266.28390681016947,0
65+,Bisexual,Physical,D,A,-80.07618694198226,114.49451885937975,E,B,E,A,-94.06500081987997,B,50.45085123969986,0
26-35,Bisexual,Physical,C,C,20.79056078815398,-81.38969114843475,D,B,D,B,8.559813895357197,A,-61.28992080755751,1
51-65,Homosexual,Both,E,E,-162.88391958369928,-134.2491760174554,E,C,E,D,43.004538830879895,D,-4.994149567449849,1
36-50,Heterosexual,Both,E,C,129.71725907353195,51.285966031746355,C,B,B,D,60.192416314686334,A,64.85843638279829,1
18-25,Homosexual,None,A,D,115.37620583052781,-112.03695745054239,D,A,C,A,28.628631139438536,D,-72.7643578152392,1
26-35,Bisexual,No,B,D,101.36188344829733,116.00857232376272,C,D,E,C,-22.854558561742362,D,-17.431435482634104,1
26-35,Homosexual,Mental,B,E,0.9986137757009446,192.99780714730625,E,A,D,A,19.669600872396966,B,30.99540953649261,0
65+,Homosexual,Physical,D,D,213.13141883076182,96.44743175043445,D,B,C,E,128.17716134848854,A,-33.766315113086264,0
36-50,Other,Both,A,C,80.56435924816822,99.97735406600599,D,C,D,B,-53.186560348392476,D,-24.898420708944364,1
36-50,Homosexual,None,E,B,185.07409460454798,14.577114594109725,B,C,C,C,-70.66279182955672,A,-6.1557786603831826,1
26-35,Bisexual,Physical,B,D,44.12748454550989,13.463472321494995,C,C,B,D,60.08829707644154,D,-129.6443398962153,0
36-50,Other,Yes,D,C,-20.18560617920928,162.51430562943256,B,D,E,D,83.70371266905694,D,114.17188391649293,0
18-25,Heterosexual,Yes,C,E,140.84050752542637,-82.06511248131041,A,D,C,B,-11.18426825139691,A,-54.96467546080744,1
18-25,Homosexual,Physical,C,C,-42.279361737618174,-28.40518511725825,A,D,E,B,-66.79586079968747,B,-41.59947508586574,0
36-50,Heterosexual,Physical,D,D,-103.91711614410258,46.48385067417994,D,D,B,A,-17.74210927827685,D,70.53512495786475,1
26-35,Homosexual,None,D,C,-36.10759195765749,-144.31466348183403,C,E,E,E,-76.31551680326363,C,34.684551621988945,1
26-35,Bisexual,Physical,E,D,-196.48799930536651,93.91476639875917,C,A,A,D,-82.45134915746732,A,-95.16438298847633,0
65+,Bisexual,Yes,A,D,-4.27292889046971,35.400351415814534,C,D,A,C,27.986772544074483,C,117.85590875331833,0
18-25,Homosexual,Yes,B,D,30.873534264219604,16.23091298140416,C,E,D,A,-109.10007783883144,E,-14.001556416324568,1
18-25,Bisexual,Physical,A,E,-162.48845481218603,31.16624034337604,D,E,B,E,69.71730914732332,E,-84.96974612813175,0
36-50,Other,Mental,A,B,34.50517903835849,-86.43941618878267,B,D,D,A,6.30570496152121,C,-88.48460477546736,0
51-65,Homosexual,Physical,B,B,114.7069649595113,-98.84593198425243,D,C,E,A,68.93468701051161,E,-36.35686385492342,1
26-35,Homosexual,None,E,C,-111.07511021465601,-79.65189004578582,D,A,E,C,-42.4444919425913,E,31.3054179474876,1
65+,Heterosexual,Yes,E,C,172.97208334005506,-27.023403547714892,B,C,C,D,90.56792696095954,E,95.76241771156783,0
36-50,Bisexual,Both,E,B,-213.97872971556134,218.90693701801496,A,A,D,A,-84.58220024530628,B,66.89753804862012,0
51-65,Bisexual,Yes,C,E,156.64464081846342,101.43456615632923,A,B,D,D,-40.436297611882026,B,-262.4540741005958,1
18-25,Bisexual,None,E,B,-101.12871145339166,205.14760568324886,A,E,D,C,118.57784822120256,B,13.653063970006837,1
65+,Other,None,C,D,70.13638550259662,-41.0256618711815,E,D,E,C,9.849077003088006,A,-84.42268302045127,1
18-25,Heterosexual,No,A,B,31.847197845510895,-47.176309662492834,C,D,B,A,128.32109857409267,B,-39.00502832862593,0
51-65,Homosexual,Both,D,C,138.61488757084905,109.91325751796607,C,C,C,A,1.8070207362921669,A,114.24679011260875,0
51-65,Heterosexual,Mental,C,A,7.905594388042829,-102.08636606545892,E,D,E,A,162.94155165178447,B,189.72444428882918,0
36-50,Other,Physical,E,C,315.67234073810056,-164.6843674620542,C,D,C,D,-29.468342472436888,C,-68.49960916745337,1
65+,Homosexual,Mental,D,E,-41.055257643515155,-41.48002289746746,D,E,C,C,78.20290952470373,B,-19.641320238343628,1
51-65,Other,None,C,B,-70.31409159945228,119.389623766811,B,B,D,D,20.001294537042536,E,-58.841712074822404,0
18-25,Bisexual,No,B,A,-217.9877359258759,50.96066347734342,B,E,A,E,-79.6522002299986,B,132.5757323666366,1
36-50,Other,Both,A,D,-18.566137604852795,5.639454094968133,D,A,B,D,75.43059285374463,E,-20.563684022061597,1
36-50,Bisexual,Yes,E,D,118.84324827100463,20.98419044971384,B,D,D,E,-123.79017563171291,E,78.42587830897985,0
51-65,Homosexual,Mental,E,B,15.256344298273145,112.77280704896258,E,B,A,B,85.30676799066968,C,14.674884844934466,0
26-35,Other,Both,B,E,15.856222639971124,28.271516525428293,D,A,B,E,84.08842210385488,E,-100.92180376416084,0
36-50,Bisexual,No,A,E,67.17151652256047,71.28462039408457,D,B,B,E,209.02939700107913,E,62.1593007423627,0
26-35,Heterosexual,None,D,A,-141.3678747573243,71.46917406789804,B,E,B,C,0.30824598358518684,A,-75.1972069125407,0
65+,Heterosexual,None,E,D,86.12246408943925,185.02294707372647,B,D,E,C,8.299737236123887,B,224.57774249921002,0
65+,Bisexual,Physical,D,E,36.418877317145025,-66.29453591962948,B,B,A,A,-113.52865132733055,B,29.041104317604333,0
51-65,Bisexual,No,C,D,174.18721795687935,20.145648441662594,A,E,B,E,-168.39246681259954,E,-61.883227882929035,0
