AgeGroup,veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
18-25,Veteran,-38.2902379629037,D,A,-50.33335661797065,C,-46.33988498562048,192.56712129887515,65.4896981780512,-1.6874521494703043,C,-112.87650121968818,0
65+,Yes,96.6300659982645,B,A,-75.8612465499467,A,156.52972058490204,-3.3524550914705444,-97.8365926675715,-13.543751336548905,A,-99.94611676670621,1
26-35,Veteran,-77.5865313423035,D,D,146.25674072428205,C,55.46490077857488,-64.92144452857033,-100.6388250585138,109.71795291785446,A,24.354110752820624,0
18-25,Veteran,98.33688133684164,C,A,-19.820215056808188,A,43.24265600128569,-90.76113995826425,-67.5788692060237,-2.384330879360282,E,-124.42361856927069,1
51-65,No,-138.5302286099692,D,A,56.3393983961039,D,105.4458985737321,-109.72205956791382,62.09976475243034,142.88239435309052,A,202.07378111661006,1
51-65,No,42.120833834581525,A,D,11.429507322440472,E,1.4908363606978148,-21.76690717561654,56.895701749902294,-58.02749390650165,D,52.031011172932494,0
26-35,Veteran,-99.54537408675432,A,D,61.840402535605456,D,9.435481424262711,173.03868047566004,133.58641427174192,-56.41171599875736,B,-64.19824263088123,1
51-65,No,162.97874007105068,A,E,-85.06213642389346,A,-86.62130898102869,127.76596206617681,-40.25754112195688,6.047043376956472,D,-96.56520186184082,1
65+,Non-Veteran,-163.80275808324697,E,B,-14.553334264118936,E,-107.26014182110706,-42.017973685003454,12.682037999664383,-95.17931621036043,A,16.230719588641954,0
26-35,Yes,2.3650296237321085,B,B,-17.13369601928647,C,-138.06279337751513,-23.09692870998582,-9.896337363525161,225.13833777727012,B,-169.49261480776806,1
26-35,Non-Veteran,-15.814686372642125,A,B,-52.87389025261285,D,-10.921954830808007,-137.76674092620974,96.70101769397446,-54.392517768623506,E,53.33995690413232,1
65+,Yes,-57.919919987703764,E,B,43.92724147355215,A,-32.30016138344067,36.394946852485575,-54.2787083440046,28.161714943839954,D,16.760023297113413,0
65+,Veteran,-60.37378137058461,A,A,77.31352398343331,E,64.29291372104306,75.87369211042054,8.359089095132589,-4.311991430764356,D,47.72883009571538,1
51-65,Non-Veteran,-45.88699266554105,B,D,-182.61163811961657,C,-64.28023860618907,7.81058620161192,-13.422758338848162,-107.40854208647046,A,-96.3677400551076,0
26-35,Veteran,-174.99013190054958,D,A,-8.76135625382358,E,149.4001058782033,-52.09920744622893,-0.4140492222428776,-17.358730759087322,D,-28.698709014004027,1
18-25,Non-Veteran,-11.74060648659931,C,E,83.67632775015542,A,0.9147227462202068,25.236102808649825,99.70890322021029,43.271860249654345,D,-82.62162528257461,1
51-65,Veteran,129.59417978702757,D,B,-45.38956052510814,E,-85.59803388550428,57.40925676173102,11.50881265589676,121.69647132478278,E,69.53036293286682,0
18-25,No,37.88600368129863,E,C,166.67134453837852,C,99.6533933228922,75.39483641172909,51.41446034174288,166.60676196357048,E,81.89205097522866,0
26-35,Non-Veteran,56.05987079050032,B,A,-132.77900428313833,E,-117.41102763683651,-84.2980871797249,-13.875153645142731,101.76953155980371,E,-36.739169239700146,1
18-25,Non-Veteran,58.896586750084424,D,C,-223.65151580171073,A,27.888237704803608,-160.70061836833872,63.6137121296515,115.31132397650825,A,62.7344166303738,0
65+,No,36.777113176588315,C,B,48.45717601309484,D,-20.658678264287722,-83.28155413022607,-57.5433569002943,67.80143572066409,A,33.34677512670765,0
18-25,Veteran,-55.731973770413134,A,C,87.55918679775175,E,-56.498647373783605,229.87654350272982,77.00290272383975,-61.93878082320594,E,41.299557619121735,1
65+,Non-Veteran,-194.43459728612734,A,A,134.57252533730554,B,-67.61433327814399,-128.0528248454662,-142.1937269128457,137.13809620076972,E,-41.60236007742984,0
18-25,Veteran,-27.98156272324149,C,A,131.33989521102026,E,109.70452433979601,59.06640930100995,-57.39962642196882,-63.22503658858333,D,197.61283445662104,1
51-65,Yes,66.31250468787435,D,C,300.0224786605051,C,248.69068782265126,-25.79017043993268,-140.58275371854128,-59.77549175083724,B,29.874261139891527,0
51-65,Yes,-15.050996873918235,B,C,202.84845708007023,C,4.364946052040828,18.840384058224853,70.077662149884,-16.822799084395136,E,-97.31054547614877,1
51-65,Veteran,95.04294478448372,D,D,-49.34515825932666,E,114.24735492335824,-28.621488335294114,-45.9514116301115,-78.9354778188904,E,-127.38114990399995,0
36-50,Veteran,-39.36523746203511,A,E,66.25313148831316,A,35.85191656081838,49.61222487493359,-105.90625324926177,-33.611684675161754,B,33.81506636822177,0
51-65,Veteran,8.875006178497005,A,A,219.04234702670556,D,-44.36340798444448,-55.78418728921902,11.105335469271543,145.3726280233543,C,55.747377482209494,1
65+,No,-5.631361255310581,C,E,-98.57411230510336,C,10.643966267810857,38.688145170318464,-119.63475245324359,-98.3982069070632,B,61.30144318365728,1
51-65,No,-160.3646655963272,A,A,1.1925100197193192,C,-22.564490082655354,-199.77562524034005,-55.05624975769743,-61.88316061449544,A,119.41506872612435,0
18-25,Non-Veteran,161.02703684068928,B,D,28.152005664732886,B,-100.20062135572022,154.80802989665838,-156.34566311008666,-55.87427954654641,A,144.03048898570995,0
26-35,Non-Veteran,-24.029338285762712,E,E,-64.22582187633215,A,-33.20351275034715,-97.13717544421534,-148.0327378491479,125.12816614024393,B,-55.84817578910294,0
51-65,Yes,105.58454309722045,A,E,9.373389945575925,A,-71.97230995638512,65.26084066376062,-30.554827923287853,-133.10933725234366,A,-91.33096095215126,0
36-50,Veteran,-61.198162322747784,C,C,63.911759275150324,A,122.70065521263615,-138.13453592794033,30.334123368641848,6.777416136903024,A,119.96181098434606,0
51-65,Non-Veteran,-7.108350523358049,D,C,-19.67595118167587,B,-100.6586636318628,-46.986893437921815,84.01247968532405,38.31130096189095,D,-68.20240156114065,1
65+,No,-95.11518232930919,A,B,84.94750825404542,C,-71.99224992981758,231.0083404215658,-14.070339043043866,80.4328597235218,B,59.20640309107187,0
26-35,Veteran,-22.199364274793297,B,D,-11.850189771383661,D,-50.5261902728512,-74.09520545179204,-34.18943999124739,-0.5300473173068704,E,-20.637580128227498,1
18-25,No,95.31215501483983,B,A,-74.18046741057361,E,40.66544665893013,-34.5931157251613,29.61483963675824,12.594018566983939,B,-28.518683414258934,1
26-35,Yes,-28.72722017641958,D,E,8.209750221411696,A,-113.12456388638483,176.0013142921534,-114.99051403976028,35.131724084509855,E,73.59529111531424,1
36-50,Yes,163.26188303291576,C,B,39.190359213085294,D,-37.78526331638647,-68.47587250519858,-10.556292288257737,175.44210652257354,C,-3.0630529713963335,1
36-50,Yes,-26.896898962566723,D,B,-96.10002269770123,E,113.53414203725873,19.4966578803446,109.57720067386028,6.549674168876805,A,73.0975213587469,1
36-50,Non-Veteran,147.31777717207905,B,D,3.2225483331222597,B,23.247801242047057,-85.911639166618,-193.3267221893364,-221.98890713398592,B,-5.277798416266052,1
18-25,Veteran,85.42081938634263,D,B,-22.42692465613394,D,-205.68130136279677,19.812923802990237,14.22793779754938,1.3197774528854214,A,-54.054336342262154,0
36-50,Veteran,-62.615459720728225,C,A,50.94137355988313,B,38.49526374229866,-79.04448691098895,-156.54684313998933,-112.43576917349183,C,105.07388836068966,1
65+,Veteran,77.97571848619398,E,D,143.97916765742883,D,-56.32065558445718,-48.97894112562814,-46.270145306567656,143.70266575357803,E,-84.85936074116401,0
36-50,Non-Veteran,-10.255358856154386,D,D,41.49673536306214,C,-13.157239833327075,12.932750272185487,-57.90698370495796,-85.72969688719189,B,19.521409413702365,0
26-35,No,73.37979410392829,B,B,204.33797055098967,E,-45.31498468637856,7.71428137455835,-133.58846605475517,44.574008023970435,A,38.933436313467034,1
18-25,No,-22.55071858687608,D,E,51.78486326894911,B,-145.91034703597393,49.30121381730764,48.259480513092775,101.34660061247658,B,-200.58404190976574,0
18-25,No,12.214330317856739,A,E,2.084757534003286,D,-75.7592233324191,-172.72007666502194,154.24778050149393,-78.38808201226995,B,-130.34696204522604,0
65+,No,-128.34998072191942,A,E,-8.572331410795965,E,-10.482038400607983,-24.35479690356619,79.87978277692433,-94.74416309395524,D,-162.4904737031624,1
65+,Yes,147.55830206422303,D,E,-19.25714535085799,B,-112.73285865294005,-47.02574660596937,-1.5465366400063612,0.5620094883580048,E,181.5083136491435,1
36-50,No,-43.33064826392323,B,C,79.02575743398413,D,61.34057364949999,-97.38725591695096,38.07521380654475,-71.21898499196568,C,29.20246013299737,1
26-35,Non-Veteran,36.175594590174335,A,B,58.21716293766919,D,-202.106917195088,68.88932159876366,-235.83760722274678,-134.25852887590852,B,-84.04571909935046,0
51-65,Non-Veteran,-121.02604777683777,E,B,54.66881481223504,A,-39.988407157317816,201.17662661073769,42.227403784229,-47.38908612880366,A,-151.6427443471825,0
51-65,Non-Veteran,16.499616158461823,B,B,52.00270074553814,E,-20.895102332687028,-14.772680309479854,7.554097582204963,-14.887598825592253,B,131.66658172572707,1
51-65,Non-Veteran,17.707644110132854,B,C,104.272327904643,E,-186.5095059556961,-51.37547049873279,-132.7006380328919,10.26151541852893,C,-13.97307284874264,1
26-35,Veteran,8.566166170119075,D,B,-176.9391091987665,C,129.70941971202242,-184.71305812926033,110.88010164207473,-2.3271610225042005,C,42.29133832819017,0
65+,Veteran,-39.35556780883751,D,B,-76.39889158291693,B,55.286836428128126,16.355472999300517,27.513460968559794,26.22797047825612,B,-5.095823388126684,0
51-65,Yes,-125.45263983856701,E,C,-31.190100067267366,C,53.29287667710874,113.15912685408543,41.81926348272293,-143.52092747119278,C,-56.45882052433196,1
51-65,Non-Veteran,-189.04119561619706,C,E,8.335963499142963,E,121.91278970917114,29.41677885420006,47.76041218950889,17.91499016215226,A,16.49796244429573,1
65+,Yes,11.952538869030924,B,D,85.75199902656037,C,112.69800621082278,-166.68814242370848,-21.909032964228196,14.800297988138631,C,-70.68028619399178,1
36-50,Non-Veteran,247.2094458507132,A,A,81.13300712878183,E,-49.22638839076926,75.36892564553418,-122.46731560750916,11.663830764840558,A,178.61975239692413,1
65+,Veteran,-130.1480382908992,B,C,-12.435361138031073,C,-26.38944351200253,-40.60694476417496,-113.51330935131641,20.009444595512907,C,109.9533153139298,1
26-35,Veteran,179.78555732447114,C,D,-77.34706469815265,E,39.001466367544275,102.31895186157125,-29.14436599247987,-15.888313382319444,E,62.24778621259814,0
65+,Non-Veteran,158.53009664990566,C,B,96.0672172924791,A,-164.96981015673157,-3.7256028421225675,108.12068854987938,84.06876023119084,A,70.58219166647916,0
18-25,Veteran,20.804716604671853,C,C,-80.45246575898507,C,-57.97202364954792,107.2059236672412,-23.558046571847726,-26.525538184211356,C,86.04850231866722,1
36-50,Veteran,-18.47045812472466,E,B,34.5293517088345,A,164.9624007679991,-88.0174626160273,7.696438263738929,-207.98484453388696,E,208.5540047135996,1
26-35,Veteran,-78.62943506056365,C,A,-108.73101223193042,C,32.933746777552386,-52.64388099962866,33.080550229658904,-8.252384401460212,B,148.02666249349858,1
51-65,Non-Veteran,-38.432589770258545,A,C,91.38703654208298,C,82.94921756874307,-113.64667990892612,-99.43991512526664,-17.49384410984255,D,-186.87695038534716,1
36-50,Non-Veteran,-232.3772279129477,D,B,73.40542286956526,C,-7.926847448802173,47.29164002887985,191.90293967462992,-166.76753280350184,E,-84.26022708533782,0
65+,Veteran,37.585142535734136,B,E,24.84370247237448,D,-121.92358685409108,81.49030622632536,-0.6873809716190198,-15.149948265988758,B,-2.1986446282128074,1
51-65,Non-Veteran,127.95932309351056,E,E,-122.95059148375054,B,29.02294215180318,-83.2729424424015,-59.687971347944,-73.4282189753426,C,11.724497340970665,1
26-35,Non-Veteran,-9.355322850864956,E,A,-24.91387688669366,B,-75.9454482489997,-12.306412562228244,3.544137123698305,-87.86186398556366,D,28.129245732867304,0
36-50,Non-Veteran,86.57921523329442,C,A,22.04861697232814,C,-58.712383835447504,92.60252232303492,233.61804634278732,-25.81344501174912,A,-103.84777206343212,1
65+,No,3.51272965970096,D,D,119.1744163261705,E,141.0092296637303,58.593591714890806,4.546675843391507,11.807676204305409,A,-45.75142200969529,0
51-65,Non-Veteran,-81.08612013495959,D,C,-122.19088271677225,E,56.18274184421911,-33.88675964489154,-111.65950678381044,-40.42056251462,D,67.19348183725953,0
51-65,Veteran,-177.2344870197776,E,D,110.50620953283246,B,-58.084375464186714,1.0424344101948693,-69.48012900868412,-165.9085765984322,D,26.03379929531227,1
51-65,Non-Veteran,112.32774808764938,A,A,-71.2554149231327,E,9.554413005973217,-13.644117221047084,-17.57088794386286,-186.89919833332596,C,71.26845528519353,1
26-35,Non-Veteran,71.38320971394892,E,B,-128.00358483187054,B,152.2260522104735,49.59116922204082,132.23522228814147,45.15277724722963,D,-24.980616584023853,1
65+,Yes,23.08332756598339,B,D,-39.52871415631787,E,-181.9777412181071,116.79396510870106,81.20538718264419,-45.79446348170481,E,-203.6778825590971,1
26-35,No,-109.18652212964797,B,B,172.9040050448039,B,-167.59958033800194,-30.16256032363089,150.64645057601845,-1.2787670187936835,E,-84.91152578960268,0
65+,Veteran,-29.066305150021275,D,D,-57.299156479580894,C,-187.82649895356238,-7.332028924928256,73.73585456196588,75.02715958562474,A,-41.99021064006113,0
36-50,Yes,-190.72995748675208,E,D,78.61250969582974,D,-103.18323277382066,-112.62773488891537,190.29516803997865,84.09898057925172,B,-48.92681559848145,0
26-35,Non-Veteran,-63.24687661070462,B,C,-3.1520038492922944,E,-32.04828355995207,107.79895491438106,283.590885635712,-317.97400911506486,E,-28.575987016377024,1
65+,No,256.67731621909604,A,E,-78.9972857959938,E,28.274387149692714,36.559400830173054,14.298262909616108,9.742691846475813,B,-69.94618856693924,1
65+,Non-Veteran,63.84684698792141,E,B,23.877818756254264,C,-71.675857422439,90.61814611357761,26.203640128392742,67.73978631493091,E,-26.14087542038739,1
18-25,Yes,64.5713853022752,A,D,-27.65165077019885,E,-111.66310247893385,-31.784526545374973,-89.17786183623038,47.990731561649504,E,143.62137735244684,1
26-35,Non-Veteran,-62.64641890575599,D,B,139.44890603418963,E,-13.031802991520813,-118.66705723450686,-8.724857873572056,-50.046749362543494,B,34.4420769741385,1
51-65,Veteran,-63.59306009244279,B,B,-29.667859967083743,C,-73.03497227490273,-182.2907129301214,68.8060235879649,146.4457154076908,C,-51.13560114921868,0
51-65,Non-Veteran,-244.2582451099074,A,E,-24.82976017081526,B,-46.32242672207115,-30.644393966078226,22.418859745656857,113.76467794721646,B,-12.396115184041856,0
18-25,Yes,-108.39819548366269,E,A,-159.98510824741018,D,5.466476660381693,102.23785102504517,-51.047026313173525,-132.1991065379149,B,38.18301852087008,0
26-35,No,-69.78917773203541,C,E,46.26740979100416,B,78.650688679445,65.1800079623028,-39.66622752833297,13.614222876702076,A,62.89613188479781,0
26-35,Veteran,-99.88841509998174,A,B,-117.47839377416744,C,1.693787977025119,-155.54518813969048,-99.53992027138267,-87.52608807703737,B,103.90498288957,0
26-35,No,77.20488669640179,C,B,-69.20534568558571,A,-42.84234718768587,-121.58993148439232,-59.74709486232095,170.45225393432128,A,-73.31455394813388,1
36-50,No,82.75617319454031,C,B,152.74414336468277,A,108.71732933954435,110.91657520617788,-18.25137791576119,28.42563421981772,D,-37.22866968136014,1
51-65,Veteran,83.11599454835458,E,B,64.52604548601309,C,-30.91011792439052,8.91704254804407,219.5749484697747,51.649513934034765,E,-59.25553705696659,1
51-65,Yes,-126.245820542044,E,A,8.036536979454809,A,58.608591260330996,-55.153948924351226,-63.240264681837544,-179.14081534766,C,237.99012429811367,1
26-35,Yes,188.4492784013419,B,C,96.87242477757219,C,41.37892547814583,-110.33455013340365,14.41615235537437,18.498648463044233,B,88.52604290872493,0
18-25,Non-Veteran,-197.08632499376284,C,B,-118.32219119349784,A,82.59839941449088,67.48417254251672,72.63986495775718,180.90128248546196,D,-56.043616466831246,1
51-65,Yes,-6.501425456845375,D,C,-59.32661912349371,A,43.44455437196197,-121.61431771311963,-87.9881592602925,-54.91218074663322,D,-127.80450458437535,1
51-65,Veteran,72.06407234007939,C,A,127.6220135771849,A,13.230787596241719,45.68442428471252,-186.54416356725278,-27.37306438887364,C,82.6241531369321,1
18-25,Non-Veteran,-69.42794750893974,D,D,-103.41272970700004,D,-94.03899883870889,-25.179670111443713,-51.25781807078083,-133.34657926376167,B,-55.31359846231525,1
26-35,Veteran,-17.241187971264818,B,C,-33.07081470722761,D,158.40444332859292,-201.5308906567046,145.23195560480352,-90.86340448272102,D,44.05747733632819,0
18-25,Yes,18.19586096938294,D,D,140.72754112789588,D,-75.04381838138676,52.61895454382331,40.51229418531966,1.1410009863794612,B,185.9570712992147,1
26-35,No,-67.84742294234557,E,E,-54.39126198256088,C,-90.5033633938006,-30.755047076506692,18.415346937895468,-46.41336670194568,A,-163.26098037033316,0
51-65,Yes,146.72693337079716,D,A,-1.6039014114533456,A,78.48492643348011,-81.96251954745463,151.5192763626498,-15.204960048479663,A,-96.23744855890813,1
18-25,Non-Veteran,-30.212433423363716,A,E,-41.799472240205645,A,1.2058995467698854,45.48783529778323,-4.531520627610681,9.375559680736803,B,-60.70086030799797,1
65+,Veteran,-20.951087592147907,D,E,47.17402244129668,D,-109.56697671775892,-218.99106091343646,48.037743627957646,175.69269961434756,D,-7.307363030197249,0
65+,Non-Veteran,-191.53055646421038,C,A,0.28743685367077737,C,-101.07103889379768,-2.0311219299975893,44.346042760611596,97.31942960316327,D,-2.1936596498822474,0
51-65,No,-53.883020726160055,D,D,-45.8728550336567,D,80.33303840618389,39.76901805352603,-93.00254398962213,-11.93094888330641,C,-55.97972195630933,0
26-35,No,-20.343413471157014,D,B,-75.86055764032058,B,211.50915742280557,12.923498501921566,96.22200464902477,3.8674022423612695,C,135.60528737462226,1
26-35,No,56.128615166155704,D,A,-11.903222166765655,C,76.02678350364994,95.84284902984844,-87.98511734947824,-19.578766212890034,E,-65.75614546745825,0
26-35,Veteran,-16.53718692527782,C,E,-89.51276012330165,E,-241.11957491735185,194.9290247322336,88.85560380287065,157.44600089229056,D,109.6318153030851,0
65+,Non-Veteran,86.56846581827608,B,C,179.50902272235456,B,7.283281500841432,55.27905791089934,-60.872676892750185,-192.14785962045497,C,16.328565242618275,0
36-50,Yes,-169.16789823127337,C,E,-114.9070384454389,C,-151.43565553867404,87.32487713367776,-115.0413297720203,-34.10765380345915,B,28.45483623347345,1
26-35,Yes,23.270282614239903,D,B,-205.22248930162604,C,20.03465489367846,56.44226768865295,56.38149830437609,-170.7951663253814,E,-63.660633486987905,1
36-50,Non-Veteran,58.60882690141863,D,A,44.040437058568635,D,97.68449601412858,76.55706307020714,-191.45785280719645,93.34687703909276,B,97.8550221538399,0
18-25,No,-73.51268063825559,D,B,-46.413714315639496,E,-46.71057055917946,61.93729838453667,-90.77007971950734,114.00860598897128,E,24.66159895294838,1
26-35,Veteran,49.11486277753131,A,D,103.13578789658808,C,6.134063862575858,96.76816217891084,10.480841830209755,-11.739883746107449,D,-55.166084676946745,1
26-35,Non-Veteran,-24.41703256816369,E,A,102.45182020928783,E,8.042318563382883,166.22351297864876,-6.757192096362558,13.870126654012497,B,-46.49080731264075,1
36-50,Non-Veteran,34.82339265754974,B,C,100.61472772502174,A,110.9022944706931,188.43727700812852,15.831852322554814,70.6052437052574,B,93.53412746992265,0
36-50,Veteran,-40.045282713998795,A,B,-177.119127579049,C,158.0274823829245,-100.15723525314493,104.0900283891395,42.75196790928521,C,51.330081563298734,1
65+,Non-Veteran,63.209001266036665,E,A,5.545111706729736,E,-48.40651907023174,-42.7094410895217,127.0375078803676,101.15373075149179,A,100.39937032824768,1
26-35,Non-Veteran,-162.94074558322913,E,A,3.708166421718659,D,-1.7222350584294266,-93.26711874632153,-96.59755289246645,10.045337347298174,C,45.27016822222927,0
65+,No,154.47053922361152,C,C,44.01747479466318,C,8.733069717410917,-82.59473957456363,-108.45337921529756,-42.99377572879535,C,-92.06284709664439,0
26-35,No,56.82293801157689,E,A,4.997071662162436,E,-36.250898583548995,90.48742755413708,-17.624655532330884,153.1098299086976,D,110.67211656655101,0
51-65,No,105.14344117573286,E,A,-42.6425243282768,B,-40.643908431691926,129.9252989752919,32.43011333793856,75.60086315044437,D,-115.61330884403607,0
65+,No,-22.077081413972827,E,D,-29.05540092162283,E,112.41963902377208,-42.05439745230615,-88.39141369440742,67.01816424573266,E,-51.85114625332174,0
18-25,Yes,-28.222053994694217,C,C,-99.23710595631805,C,115.69728469195735,-213.29312968928824,54.48182255497663,-146.45965684546726,C,-14.398492317116423,1
18-25,Veteran,-158.63992921894848,B,A,-28.09373134445048,D,218.55677383934076,37.52529194813188,164.4339866566914,-120.93710157114445,A,170.0885966312448,0
26-35,Non-Veteran,5.161026036528725,C,B,-197.05260793086782,A,-233.91155177759774,20.71852863998465,10.163951411076699,-173.57719936001,D,21.83287672562119,0
36-50,Yes,60.46100219797391,D,D,-76.11161719897865,E,70.45619966210506,-142.43583271179634,-145.2152938890316,104.98495951241438,D,98.1535849449813,0
65+,No,49.11724539260645,E,E,64.66757749908524,C,95.5607232060453,11.711695135881845,11.044895510811113,13.19686058597831,B,323.0163019369432,1
51-65,Veteran,-14.698187031832788,A,D,21.57304537346413,A,-114.69224270970744,-0.9811743150962939,-78.60717755713611,-23.634914272171414,A,-16.700605789676207,1
36-50,Veteran,-176.42019166827188,D,A,48.944420195657045,C,47.254788415275975,39.440991293744865,-117.07610496432012,87.0374586420801,D,137.23261417802695,1
36-50,No,126.7843139369895,A,E,-59.23067153900752,D,99.67189248228023,133.71638199473807,65.63794928001944,34.11823065706509,B,-39.168905347139386,1
36-50,No,28.287297579599503,C,D,-71.13532295756741,C,-46.15741802817962,-39.1722947413188,-170.07276394048688,-5.959843484720999,C,106.38734188530496,1
51-65,Yes,-62.19345131129194,B,A,-137.7734920827678,C,-79.0067325761169,-9.988499064369524,24.708338381705573,71.65529960152402,A,-91.56633119997586,0
26-35,No,77.41327797154916,C,B,-22.990269888053625,A,-158.81768715131022,-218.73967595855416,27.2292209732233,-115.22686376627959,E,-279.7220553423335,1
36-50,Veteran,-61.61915756452082,E,B,-8.900069999455072,B,58.21282172116763,-36.533117934713125,5.35062996126978,-32.81683376055396,B,6.372441773949858,1
51-65,Yes,125.960945177573,B,E,-98.13998438229953,B,-56.260384838847074,-24.37196696338834,2.307491833885366,-88.53527140597852,C,-210.99469283954252,1
36-50,Yes,100.0394897131039,A,E,-14.355060828369428,B,-72.12104972713622,-51.02701319630714,-75.73694952553761,-11.1449166000702,B,34.38755571161599,0
65+,Veteran,-52.77727980595649,B,E,96.26335818021734,D,104.94064766109017,-46.157592034314376,23.791123679053218,-10.032835009060422,D,-82.50725528738351,0
51-65,No,89.10860255109708,E,C,113.29109374331188,A,124.66168680737533,180.52808330027003,17.954943294762778,-52.76393620409382,E,-73.09209349928003,1
65+,Yes,-23.905372178374083,A,A,-71.1299622315326,A,-65.65168900261989,-159.38720371550303,-66.9765421764396,-85.05339458346897,E,56.02681508321156,0
18-25,Non-Veteran,-87.36456299674393,D,B,61.42584382897064,B,-61.4167784060846,37.68854478901878,191.58929500550968,-4.151698374438274,E,-110.58483559627447,1
65+,No,-65.01361706539073,B,B,107.54970947224922,E,128.53639102836024,93.37185720240917,87.93319453401779,-11.755296368745396,C,8.41221653336856,1
65+,No,-32.24164381646343,C,A,-8.853026609378638,B,-23.72272969743532,-17.561406404348105,-64.88397009033474,-24.216404507804533,A,43.13712565514232,1
18-25,Veteran,-18.68718801458431,E,C,-27.07612625169925,E,106.12486006505794,37.819451830448884,-158.39279690179893,93.4093744603736,D,73.44665320616221,0
18-25,No,-9.247694295201232,B,A,28.29999624110508,D,-20.446071209303778,167.44976595897444,-154.1910625310052,-104.20751192102608,B,44.518217604836316,0
65+,Non-Veteran,108.6919101285036,E,A,50.35606618940519,C,306.7772912739702,26.810473120515145,-16.370068507353356,49.79652045544229,B,-108.41130170630518,1
51-65,Veteran,-49.5972846303462,B,C,40.17932658049004,A,182.29025568738956,-66.80748514981009,-26.907649933080496,-69.88448903604058,D,125.33909545512844,0
26-35,Non-Veteran,-51.85784338680265,C,A,196.2410280102131,A,52.32866116530155,68.80392480650582,-30.546576953672982,50.06005576216109,B,-37.054258194787046,0
51-65,Yes,113.23343330793831,B,D,-20.620596082476577,D,-33.974618078556276,154.66474475233474,181.3512598206694,-7.3528868836013865,C,-32.847597676519314,1
65+,No,65.11606475147687,D,A,114.250182047766,D,-56.16610178125303,-17.95169853910529,132.61620676239602,-80.7177191250044,E,17.718182637734902,1
51-65,No,17.28244744662766,B,D,-189.75804703516133,D,119.83366065909082,3.4010600624469487,-77.95606290492513,-143.6243641902645,D,252.37976196457637,0
26-35,No,-3.4379879841023726,C,A,125.3440334583902,D,15.661375729411406,26.584754451832644,23.886163850939454,-6.990476579345661,C,189.5537891027298,0
65+,No,-78.11820694031749,D,D,0.09700835359691151,D,-34.93463062454019,-54.2089556901969,4.009917887388999,21.06774679440088,D,-138.18162499655767,0
26-35,Yes,19.865276916642557,E,A,-85.78486965049156,B,-105.71011405549339,32.964041376253824,126.8710465815071,-101.58776294945757,D,89.66686425491986,1
65+,Non-Veteran,56.51524921141231,C,B,-85.60219534847693,C,121.0030822755563,-108.62541842200196,51.12651934222456,219.42319623642575,E,-132.1918399581263,0
51-65,Veteran,-195.47845741432963,D,E,-92.39885568623977,A,-23.023568247357222,-207.8263858936873,23.887183195705298,-152.92244909548216,C,-29.443704288621163,1
65+,Veteran,0.6568659076546703,B,E,-33.000833663941755,A,-148.71325181991506,-137.94506354633697,-137.39572218181485,79.69264278533431,C,-22.98257674849528,0
51-65,No,-113.52491630322208,A,D,53.24528468080255,A,70.21243866843923,-181.30154644511543,214.99929001143343,77.80475343075707,A,-39.11092767860242,1
18-25,No,-72.38528944621766,A,C,16.290021351395982,E,113.41158754262534,-11.807286805978192,29.5752597337395,39.21157702453018,B,-45.80037871498858,1
36-50,Veteran,-121.65162893494235,D,B,-20.17573324516151,D,81.25083270868205,88.6347119755529,-36.12199023070256,44.80223662135134,A,54.954576455775026,0
36-50,No,64.80560764475433,B,E,71.85504376529528,D,40.91742043691278,-63.70363100358205,-16.83570933514832,-181.96670330631778,D,-35.83764896927821,1
26-35,No,248.7999349812087,B,E,-31.5394460142425,B,139.85149122071914,299.8047976152958,-67.1511669802111,62.07039276592739,A,-29.649818658641998,0
36-50,Yes,-57.098028712239866,D,C,-94.04743184834047,D,119.1158424254976,-69.62113997503171,84.474498831674,-190.13193467765578,A,-123.11189953636745,1
26-35,Veteran,20.78230658028192,B,B,-4.342943113218941,B,-10.269414925251098,-59.577712417551595,165.67469930109294,56.566731063872226,B,87.72509019634686,0
26-35,Non-Veteran,-124.73320042987251,A,C,-118.62145591281012,B,-68.52350564730399,-25.483466566946806,-102.23672626194829,47.074368159008216,C,-86.6785445615222,1
26-35,No,159.75246729975242,B,D,56.30873123147633,E,25.505131043518368,-76.17551253440264,10.823404722511274,22.84147371244001,D,-167.8954259107379,1
18-25,Veteran,124.16838358009787,D,C,73.06600794969853,A,154.75035708869592,50.115085238893286,44.90225085799612,-41.85502747458461,C,-172.9749837698564,1
18-25,Veteran,18.865167156507052,A,D,69.24768230949267,B,32.37596495420219,-85.6355286920618,-34.44950721759006,99.04247033832876,B,-52.299563227139764,0
51-65,No,92.09570189878812,C,B,-49.13612441784057,A,-123.40247597335434,103.284740281079,-58.30938954301548,124.5035412050486,D,70.40073388991712,1
65+,Yes,108.0692803518762,C,C,156.20731490286968,A,19.98121080560007,-13.032005283271065,110.70794239402517,-252.50105605511774,C,-24.49702984395107,1
18-25,Yes,36.93613744803699,A,A,47.683201638646786,E,-47.026423226249605,-109.11830928537316,74.46625216830903,25.376009500004642,D,151.26422025691485,1
65+,Yes,-27.290898991505024,A,E,60.11929033546893,A,-1.3445042594168435,68.90190148127529,-47.86460138402889,-53.58364944164408,A,129.32732671043064,1
