sex,orientation,married,AgeGroup,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
M,Homosexual,Single,65+,B,C,D,E,-121.96035172432201,D,B,B,246.22243657898957,E,92.78769321285147,64.97608966544435,155.172451079505,50.653828202953946,111.0222553020215,A,C,1
Female,Bisexual,Divorced,65+,C,A,E,E,53.05746269780632,E,D,E,-30.661162511462443,E,-48.72687685100386,49.12893181174819,-21.60794653091633,-101.23327908128121,28.070559885289597,A,A,0
Female,Homosexual,Single,26-35,D,B,B,B,-117.01909288792893,C,A,C,48.25618398698397,E,-12.0705167116729,-70.64864198070367,39.170250452641326,-58.76903616106877,77.26014105910338,B,A,1
M,Homosexual,Married,51-65,D,A,D,A,17.26327278242809,B,B,D,31.28010332236601,E,192.58621542880235,-10.860576073919278,-37.16220252429823,-13.898656961609285,22.932678374553817,D,C,1
Non-binary,Bisexual,Single,36-50,E,B,E,C,34.70265358596236,C,D,C,1.8970864395277918,E,-3.9150945031414004,176.51553586331534,-17.941490080920843,48.846795565286165,-58.90068137316279,B,E,0
Male,Other,Single,36-50,A,E,D,A,-153.98308624570993,A,D,C,92.14594307940777,D,-45.7180459745537,-99.14687035602779,-1.0406117523258758,92.51325131341385,-76.75339056969712,B,C,0
Non-binary,Heterosexual,Divorced,18-25,D,B,C,E,123.22478166146253,D,D,C,22.21979854745772,A,-133.92263261768736,2.1354986176254127,-97.87633786641166,103.02802874757926,-40.33009995499467,B,C,0
M,Other,Single,36-50,C,A,D,B,-94.33717438092052,C,C,C,-60.028893840832275,B,70.0488360186875,-124.62363752168808,-52.64171800531633,100.82058835688217,48.90397644359741,B,A,0
F,Heterosexual,Single,26-35,A,B,B,B,55.70525952955546,E,D,C,-12.48562673894507,D,100.25590305872842,71.19890713021448,174.8912421233881,-51.13589237239204,48.41947134991124,E,E,0
Non-binary,Heterosexual,Married,18-25,C,C,A,A,29.06712461151797,C,A,D,-175.19096905444405,A,-1.7110263830733299,82.69953673447324,-118.06641319353189,181.01139608803896,-102.45450941588403,A,A,0
F,Bisexual,Single,51-65,C,B,D,C,62.7268659338432,E,C,D,-18.02900746655466,E,-36.38969842347151,162.9273467622913,-122.30277277037499,203.2931101954467,-34.23458006149844,D,B,1
Female,Bisexual,Married,36-50,D,E,B,D,88.58787324126102,E,E,E,-52.77648282585153,A,-9.85817777469759,12.311176700679985,62.35802839223526,40.2368325438569,74.39912571201232,E,E,1
F,Homosexual,Widowed,51-65,C,C,A,D,-50.93105992154277,B,C,C,-77.38404183204757,A,36.99351399716034,-24.989245994866184,-123.21239010004774,32.464663074503676,85.95124101442198,A,D,0
Male,Other,Single,26-35,B,B,A,D,13.670721389312392,A,E,E,28.241372824109906,E,80.47831421416673,-46.14556804698334,12.696640836000537,-73.89454997157759,-76.7337684217567,D,C,0
Non-binary,Other,Single,18-25,B,E,A,B,8.311339180572164,B,D,A,-115.2460916862459,C,-69.8762471634313,156.4206623449551,273.41604651300224,24.955727340182005,11.291527160226606,B,D,1
Male,Other,Married,18-25,A,C,C,B,-106.952239138013,D,D,C,172.74526021184218,B,-73.16685994038319,47.895825494578,-71.00609246725085,70.8821038656958,224.07676462874434,B,E,0
Other,Heterosexual,Single,18-25,D,C,B,A,-167.5556739918978,A,D,D,-41.288151838600406,D,-165.31727512687004,-33.17691228052824,-0.6708039860677958,3.1349742176884257,139.5252613630783,A,A,1
M,Bisexual,Widowed,65+,B,B,B,A,70.39264217182956,D,E,C,-27.998879191848957,D,10.930499157561826,104.36105476244713,-34.32994725975481,-77.45554436909244,-40.18297844039911,E,A,0
M,Other,Divorced,65+,D,E,B,B,95.43810016141873,E,B,E,-7.855886379375414,D,-3.9431387070156734,-7.642881185215461,-90.25307771894518,-122.13265779566977,74.00309207921214,B,B,1
F,Bisexual,Widowed,26-35,C,D,B,E,-90.2770442683485,B,A,B,23.803820997614487,B,-54.780055103455126,-80.52414358049236,71.96969263761976,120.43970480650428,-101.91051909001128,E,B,1
Other,Bisexual,Married,51-65,C,E,A,D,25.057567347998962,E,A,A,69.51923257849398,C,-68.95979053196854,-42.30428389980917,40.54358083533053,-189.5795801153709,-63.768379164652,D,B,0
F,Heterosexual,Widowed,65+,A,C,E,E,19.596468111645336,E,E,A,-19.021101617819436,D,-92.39822738919308,220.20545812224154,-96.78043548927538,-108.14979971053633,-62.70489787532949,B,E,1
Female,Heterosexual,Married,36-50,A,C,B,A,164.5541212614311,B,D,C,-22.259971762902047,B,-31.489827591626923,-177.14943749216252,160.02855580461937,100.83026693033041,-1.6392682835082273,E,C,0
Male,Homosexual,Single,51-65,E,D,C,A,137.42757688609836,E,E,A,-101.72735061866234,E,-275.1119325638177,-61.61436212576822,108.05611280941483,8.483004354514591,-36.4057312847335,D,E,1
Male,Heterosexual,Single,36-50,A,D,E,C,-45.09205470034097,C,E,C,-6.86665864585864,D,166.49982071803205,21.398713373287347,127.38500464844577,6.275041761171443,75.74885190219422,A,D,1
Non-binary,Other,Single,65+,A,E,E,A,-26.80983334757137,B,E,A,-68.70204453356766,D,12.636562903802293,66.79457545946806,164.0025439442778,139.08495535766895,-163.02944108464663,D,D,0
Male,Bisexual,Single,36-50,D,A,A,E,-141.1251615433106,C,C,D,59.932053621223844,E,11.30822189506377,-128.03638966666685,82.10695979090247,-39.932634745760595,54.24469316941769,C,B,1
Male,Heterosexual,Divorced,36-50,C,C,C,D,-121.07920747786129,C,D,A,193.9144205448983,D,126.54478521051342,-117.10760980862483,-73.20692811700445,-103.63681059017402,197.60924699533493,E,E,0
Non-binary,Other,Married,36-50,C,C,D,E,1.2372062790272724,A,A,B,-233.84066112084292,A,26.070029085443576,34.72476179359482,-3.9449810956491755,197.3382354752555,-91.32842564079216,E,B,0
M,Other,Divorced,51-65,B,A,D,A,157.29795733425888,B,A,A,45.29378152802237,C,64.70875222030052,-7.811965142337664,124.80198897783501,-44.317806700284265,131.9754193375124,E,A,0
Male,Other,Single,26-35,D,D,C,C,64.09715998201982,D,C,D,-35.779424692969584,E,243.00735088662103,170.37295729300845,-2.433745406840089,-6.71306838249278,-66.06486676264943,C,E,0
Other,Homosexual,Single,65+,D,D,D,D,49.75669894057034,A,E,C,-25.776379893449196,C,47.67961114099382,133.84627470458156,29.5416420325552,-28.529541327032415,156.69754015741165,A,D,0
M,Homosexual,Divorced,65+,E,E,D,C,-12.990272031464789,B,C,E,98.04443019201298,B,3.413917854482764,160.26990331714657,-117.43150696548177,72.25821032353952,-8.33363496275927,A,B,1
Non-binary,Heterosexual,Divorced,18-25,E,D,E,D,80.31898803954363,A,D,D,-32.811709186015506,D,-17.95607153900978,-143.58138777176305,109.54981717014054,-85.83400585698097,35.509121821174126,E,A,1
Male,Bisexual,Single,18-25,D,C,C,B,14.161220772388072,B,C,A,60.108403577067335,D,-99.93789170763534,-4.388924714060369,-68.53141249750674,8.347315590629535,44.20434894950474,E,A,1
Male,Heterosexual,Single,26-35,C,C,D,C,50.36367827262327,C,E,B,-117.15710010227292,C,135.9947919229669,76.95959370357251,43.86517491404303,0.8393160019774132,73.2865932034808,C,E,0
M,Homosexual,Widowed,26-35,D,D,B,B,-124.36506892016163,B,E,B,76.90720987933844,A,1.5752602104680893,126.26868513304059,63.049000866637975,-44.85733633850413,107.71898489691833,C,B,1
Male,Homosexual,Single,65+,D,A,B,D,-169.04002370113506,B,C,C,-8.62671193747443,A,-228.45037269845398,38.145413232246206,-111.50992696525005,-115.74528101719142,69.2137731272587,B,E,1
Female,Homosexual,Divorced,36-50,D,A,C,E,6.165746797386058,E,D,B,-82.27985662254325,B,-20.57787962069734,-105.56645951521352,14.09707051422499,-204.68025199611608,-212.52166741856172,C,C,0
Male,Bisexual,Married,65+,E,C,E,E,-13.83707651963305,B,E,C,-89.04911561247361,D,142.98699362532594,-144.11131161858185,53.535503613226176,39.707683588060135,39.39351857423611,B,E,0
F,Homosexual,Divorced,36-50,C,E,D,C,-175.5917424929955,B,D,E,19.53727280210118,B,-135.35499875479914,96.22943909730459,85.16372316128277,-60.123144015147666,-41.26401691020017,A,D,1
M,Heterosexual,Divorced,36-50,E,D,D,D,152.3499704922426,D,B,B,-68.52519801286512,A,-119.86621585800754,-14.764572446258892,40.35184524685281,121.09469737863874,-89.86241303695817,D,D,1
F,Homosexual,Widowed,36-50,C,D,D,C,85.5613180293124,A,D,A,-58.0758746832508,D,-54.669799451277456,-2.5568964111596566,74.63481799294647,30.036391029768854,109.2610377410347,D,B,1
Female,Heterosexual,Married,36-50,B,E,C,E,-84.95501948204488,D,C,A,21.46426268341265,D,169.71247555128565,42.08390045099941,111.91318118378575,99.22033591030961,210.4833445485005,B,C,0
Male,Bisexual,Widowed,26-35,C,C,D,E,-108.14129004961029,B,A,B,79.78705825905695,E,-1.2557194910589737,-59.81017452947553,-78.32295190167757,-21.632099461697692,-25.408509416736337,A,A,1
M,Bisexual,Divorced,18-25,B,B,B,A,-64.51786885805389,B,D,A,147.13419370117194,E,115.66876498096563,89.20500795953141,-77.88521621068296,59.79094509067704,-128.86307721345392,A,B,1
M,Other,Single,26-35,B,E,C,A,-86.50104808867864,E,A,A,78.1140249238057,D,-9.589290526828428,53.144433061277276,-118.07031638402343,173.79204617172311,254.57575307224892,A,B,0
M,Bisexual,Single,26-35,A,C,E,D,-222.93491804364103,C,A,A,87.48538402307288,A,-130.80246219652318,-211.80322061934785,-47.39919639821399,102.53557784786231,203.75229882542288,D,D,0
Female,Bisexual,Widowed,51-65,D,D,A,E,52.441362357851794,D,D,A,204.9354936315959,A,-8.131224749963408,165.03673205920936,-75.12887944577368,150.25456245135507,-103.39782786532756,A,E,0
Non-binary,Homosexual,Married,65+,B,B,E,A,0.12635109473091344,D,E,A,-163.25393363888085,A,-34.534809731426144,-45.85650624434808,-120.49551436863052,-67.88941021582701,-232.48773180141478,C,D,0
F,Heterosexual,Single,65+,A,B,D,E,-117.88633652539697,B,B,B,120.44336583978689,B,-63.37261569876371,76.2389710852647,-162.91563145186822,-77.23395799267794,-9.76259247952916,D,B,0
F,Other,Widowed,18-25,B,A,A,E,98.21077995688479,D,D,E,-26.001578329998125,B,104.40815096174467,-127.5233898894354,67.65913595647565,73.6470776130065,86.30685903934186,C,D,0
Female,Homosexual,Single,36-50,C,D,C,D,-150.32627652523766,E,B,D,-158.38593242069808,B,61.283872571778794,-78.76523519818787,23.222777758943334,-139.29410152153875,129.0281834125306,D,C,0
Male,Bisexual,Single,36-50,A,B,D,B,36.03001150829482,B,A,E,-106.55288928198439,C,140.44594072299884,-283.03634471094983,62.88146890444919,-37.808829675463656,168.94339171771566,A,D,0
Other,Bisexual,Divorced,18-25,B,A,C,E,-36.53286699856329,C,B,C,142.50229020966643,E,-25.749388338775592,38.181896790111516,-54.59875342492957,54.26562538426957,150.63606911854728,C,E,1
F,Homosexual,Divorced,18-25,B,A,A,A,-140.2143367860854,D,E,B,-16.809304326375262,E,39.5101994193208,167.51530273344167,150.14320062809895,-12.591416335595834,-54.48749098600245,E,C,0
Female,Homosexual,Widowed,18-25,D,E,B,C,-98.69459744062723,C,E,E,51.07023604020915,D,136.6905270168382,21.929887291992063,52.05034131462569,19.46228426837921,35.72412951362786,C,A,1
F,Other,Widowed,65+,A,D,D,E,-98.06985311819135,E,D,A,-56.50380986950846,E,-20.34307928340929,65.10854034638359,68.32133451119024,-57.62272371162401,-118.13475210305317,A,C,1
Female,Homosexual,Married,26-35,A,A,B,C,-100.66742390593377,E,D,C,-96.2812993333567,A,-94.3817917814084,78.2796908311349,39.97726337813681,-153.78273653841745,-73.45060122241888,A,C,1
F,Heterosexual,Widowed,51-65,C,C,D,E,32.772908873455705,B,A,D,-8.35357364985578,D,64.90424097764297,-119.35526407702943,-179.08695866872196,-56.03978899223377,20.28492928872769,D,A,0
Male,Homosexual,Married,18-25,E,D,E,A,-65.04229971453759,B,D,C,-37.813105423655855,B,-110.2156076900185,29.960819956810063,24.287399536691908,-15.385126350337524,88.08718744038353,A,B,0
Male,Homosexual,Single,65+,E,C,D,D,194.96815412087275,A,D,B,-53.0772683385172,A,-115.00926107595197,183.20786657048126,149.76857645876694,-250.06888574597772,-152.52604005480794,E,C,1
Female,Other,Married,65+,B,D,A,D,107.42857424095855,D,E,B,-61.19200241682597,E,102.21489684405114,164.42072090255,67.50004941354435,-224.0599273998615,68.20023678082975,A,D,1
F,Homosexual,Widowed,36-50,D,E,E,C,-4.911887089974487,D,D,D,123.06648714955004,B,20.558305359518933,64.8323944761652,-7.547206229508221,66.1718043398508,-2.0787370336191673,D,B,1
Non-binary,Heterosexual,Widowed,36-50,D,A,C,E,27.70972360553304,B,A,E,-161.47920202902804,B,-58.395208539880336,24.632803917450218,198.50625831532028,-40.14010727195686,-36.76890926595401,C,C,1
F,Homosexual,Divorced,18-25,C,C,E,E,-0.6141669107205248,A,D,D,-4.512652587861896,A,-149.32150653857082,74.14516854117589,-119.13913913887768,-18.543978429257894,58.96223067912597,D,B,0
Non-binary,Other,Single,26-35,B,C,B,B,-135.405246711666,B,C,E,-218.45251264274722,C,20.37880912082877,64.49087299966364,-39.24109745373616,37.42393662270804,-8.939754091365772,D,C,0
M,Heterosexual,Single,65+,B,C,B,A,-39.5407285439385,B,D,B,90.3217004331639,A,-64.27503907764181,-12.243390995779402,152.76146191233516,-28.107813441381612,-37.500416401491606,D,E,1
Other,Homosexual,Widowed,51-65,D,C,E,B,-101.9157050869398,E,B,E,-44.914340107408364,C,-118.11870711835996,-31.442473073570337,35.69636042231462,-90.53588899579644,-87.0433065497844,C,B,1
F,Other,Widowed,65+,C,E,D,B,56.95442775400823,C,B,B,-134.3064335805674,B,103.60014368738565,-16.829818930027088,131.60870373982044,-90.38880267368774,49.53993854514312,D,A,1
Female,Other,Single,26-35,E,E,B,B,37.746746173772024,B,A,B,103.91553043230883,A,21.163905824554018,4.9121407135656465,84.97611438995027,-87.23998675598864,-105.02587631196212,A,C,1
Other,Homosexual,Single,36-50,A,D,E,B,18.884191416285297,A,A,D,-105.98839271834959,B,-145.7351326391917,-61.90153423498844,-59.378521367132166,-19.915455473347755,-150.79179334833958,A,A,1
F,Heterosexual,Married,51-65,C,A,C,A,169.78303022092868,E,D,C,105.32134810657882,E,32.70384088424607,-34.41593754553299,-139.9138341454116,-167.81231149255078,-13.575206046946084,D,E,1
M,Heterosexual,Widowed,65+,B,C,B,D,32.04606023703042,B,D,D,77.54277048794911,D,70.45263564948506,136.72247459248447,46.65149117381162,-92.09575990221357,9.646579313309765,E,D,1
Female,Other,Single,18-25,B,D,D,D,257.87461723730956,A,B,E,-0.30955156713958687,E,15.717669011193584,-112.97826865624718,5.578765826008216,-151.32592242138605,-8.838880297159413,A,E,0
Female,Heterosexual,Widowed,51-65,A,C,D,C,-85.44516675084624,D,A,A,-3.8237202109064854,C,13.46331084455788,-80.4480438671594,-6.6535929651273555,-126.34603447579794,-95.52429457765254,D,B,1
Other,Other,Married,65+,E,B,B,D,-259.897419189249,B,C,E,20.14237613752538,A,154.39853366167776,14.257003665794185,-17.301049467131502,-46.303710057572786,41.02800031261003,E,B,0
F,Other,Widowed,51-65,D,E,C,C,127.6936420079233,C,B,E,77.49346417602312,D,56.97420281925434,6.774155936664422,-144.97500339542938,12.007892812932134,-4.939505210363774,B,A,0
M,Other,Single,18-25,E,E,C,B,25.063399269603572,A,A,B,58.02458796585411,C,156.01019433113294,120.23912512050852,-185.1445647938427,-58.51650946726146,-78.8273406766882,A,C,1
Non-binary,Homosexual,Single,18-25,A,B,C,E,98.0511301583062,C,D,D,172.38483940007652,A,-36.39697467518158,91.79675386649954,-29.4369736293439,-34.30000569544316,158.3870026134865,E,E,0
F,Homosexual,Widowed,26-35,A,E,C,D,-48.69599271136404,E,A,A,-0.12994516571510378,E,-38.82851864702248,3.0614501043614197,1.9531952212496064,-136.89033928115637,-6.454049789560461,C,E,1
Non-binary,Heterosexual,Single,65+,E,A,C,E,-102.69461079305793,A,E,B,7.570408748845739,A,-39.683048844118495,-142.64804202315085,-169.2462628276855,-214.76053825346378,-124.37763412274212,C,D,1
Male,Homosexual,Widowed,26-35,A,E,E,C,30.07803229450777,B,E,B,102.6865272161515,C,-24.538729643041243,109.54470805578205,-21.748753505558643,-17.308541485359324,-112.47338089443095,E,B,1
Male,Homosexual,Married,18-25,B,C,A,A,-16.47031734218479,C,D,A,-92.36946255073502,C,-22.019096935097103,46.31786061180445,60.266610113838794,183.22149688578867,51.727729904703345,B,E,1
M,Homosexual,Single,18-25,A,B,D,D,152.23400978850952,C,C,C,16.314491549382463,D,53.20724508232273,50.039644303410604,65.68170080848675,83.02359945196285,14.180741253588833,A,C,0
F,Bisexual,Married,18-25,E,E,D,C,-250.97054532863208,A,D,D,8.489787922348937,A,165.2655811158135,85.01812016208963,-226.25384924887192,24.756002861189472,-17.6254408406898,C,C,0
Non-binary,Heterosexual,Married,51-65,E,A,E,E,-124.21087783261831,D,C,D,60.132934279574876,C,77.7413449274391,21.127072823427014,105.08876391995969,-31.83304462445588,-89.16433233197951,A,E,0
Female,Other,Single,65+,C,C,B,C,-78.35458855835876,D,C,A,-35.32209072871152,E,-167.75726226354067,-34.65238062874073,-44.90392030481327,-203.62410690111727,-19.529936358108817,A,C,1
F,Bisexual,Single,26-35,E,C,D,E,-67.28386479339673,E,D,D,-259.739954252189,E,162.2413697336274,-188.2427442909409,22.324661354896904,152.54138051581612,-113.70759690758972,B,A,1
Female,Bisexual,Single,65+,A,B,D,E,-60.444925441460306,E,D,C,89.0819525745508,C,-21.7441985483653,50.02660620768656,-55.709526937341245,-145.86545362404843,-113.79135856031661,D,D,1
Male,Homosexual,Single,26-35,D,D,E,D,100.00739356921882,A,C,B,-21.583697136703105,C,241.38468585139358,-59.527926273591945,-4.495883983508894,-130.69304361630358,-87.04260865993285,D,B,1
Other,Heterosexual,Married,65+,B,B,D,A,-66.21579672265699,A,E,E,17.801856340831094,B,-26.749325474030883,5.20145966578362,94.77229359545622,-11.528706139296233,-199.83978355629085,A,B,1
Other,Heterosexual,Single,51-65,C,E,B,A,32.23304203288343,E,C,A,-56.837777631999074,E,40.37074648419836,41.73184326461954,-110.31421775082295,-81.81965274530185,58.30241697679354,A,A,0
Non-binary,Bisexual,Single,36-50,A,D,D,C,61.73685321837107,E,C,C,82.29107213786634,B,-0.4875952647063717,153.59652367770283,85.42745981900399,15.23084646372769,142.93710566648792,A,D,1
Other,Homosexual,Divorced,65+,A,D,B,B,58.44125548097774,C,A,C,-20.963399715594406,D,6.488099352747222,49.31625299017818,-6.311639193697256,167.02589061278522,-143.46226752114762,D,E,0
M,Bisexual,Divorced,18-25,D,D,E,E,123.49505310463252,A,C,C,-25.63582504604206,D,134.7262053337121,6.76195490468752,-60.96294076031248,-127.56968837289253,43.19029446268165,D,B,1
Other,Bisexual,Divorced,65+,C,B,D,B,-37.140237157592814,C,B,E,138.4705263275093,A,60.86790878514646,63.39317453426139,-13.97000699465699,158.81224427895876,55.55367173190092,B,C,0
Female,Homosexual,Single,65+,A,C,E,E,-152.36478278273887,D,B,C,35.48988211099513,B,26.141164026119785,-55.79833655219868,-89.19879289455956,21.492578448695895,-83.16113188514034,C,D,0
F,Bisexual,Married,36-50,D,E,C,A,-67.92797835999143,B,D,A,-93.09644481547421,C,10.459666117652656,-74.65397949176098,192.20246123256806,-46.84339021822399,-19.82115743654152,D,D,1
F,Bisexual,Divorced,51-65,E,A,D,B,153.66837526351344,B,C,B,-67.96130827537581,A,105.4345339579958,-225.4675994287693,66.87847276800093,-144.08858231591245,-48.813368241447,A,A,0
Female,Bisexual,Single,65+,C,B,A,C,19.187143204745635,C,A,C,-38.84211791470295,E,194.61403210239422,40.02393638552965,48.093241654642796,-14.04847272175359,197.15714347086728,D,D,0
F,Heterosexual,Single,26-35,B,A,B,A,63.37565976205134,D,B,D,-92.0315665327966,D,37.463008480922525,-56.004569587679654,47.08092998878197,97.83670872961764,-49.818321387504135,B,C,1
Non-binary,Bisexual,Single,36-50,E,E,A,E,-134.90174849874955,D,A,B,-251.88633467392748,D,103.44309246379426,234.3795124678076,-40.15744994919191,72.5124767104801,31.938157476174133,A,B,1
Female,Heterosexual,Single,18-25,C,B,B,E,97.61201170292155,B,E,C,45.79917387328045,B,-52.444706392055096,30.20539819640401,27.662224145087176,-30.786296650422994,223.5534492002326,E,D,0
Female,Homosexual,Widowed,26-35,A,C,C,D,39.94188254971827,C,A,E,-70.50244521412195,A,26.57892917251893,-53.65784855638622,-200.589163136459,78.66604632313425,-40.797444786656975,E,D,0
Non-binary,Other,Single,18-25,C,A,B,B,78.12403814096098,C,B,E,100.67026058393263,C,1.464188388309905,33.40901824610634,-38.71790683397965,-107.17234483195843,-27.527169194355494,E,E,1
M,Heterosexual,Married,18-25,D,E,E,B,55.93627662148517,C,D,C,36.74882186712272,E,4.031995809571642,-35.049141237933604,-164.86727834347045,17.204070555153113,4.326459880104883,E,C,1
Male,Other,Married,26-35,E,C,C,D,66.59038376138021,B,D,B,3.3218582656104423,C,28.68064772699429,281.10877758907077,129.72810367785777,199.78443266447746,-69.26868837887038,E,E,0
Male,Bisexual,Widowed,36-50,A,B,B,A,-71.46903646881962,E,D,E,-24.821553110307274,E,48.47100236402661,16.00598057555852,48.71141525146095,-16.94807460340344,-9.959856301455792,D,E,0
Other,Heterosexual,Married,18-25,E,E,E,D,138.64854268961324,D,B,E,17.83068356100581,E,29.519650744619923,-242.94783547647586,28.14632933591396,-36.60686722032082,-152.99980041319156,B,E,0
Non-binary,Heterosexual,Widowed,18-25,C,D,C,B,29.764297770001395,B,A,C,84.75892196392063,D,135.79810754269468,236.6203185547963,-286.92058595973185,-123.22338099136559,126.88148092764496,A,D,1
Non-binary,Heterosexual,Married,26-35,B,A,C,B,87.7374801379896,A,D,D,-33.089406275099634,C,-74.24459212487085,-87.16018492270051,103.72765894343803,9.413209156910295,-1.8922589793234215,E,D,0
F,Bisexual,Single,51-65,C,A,D,A,-13.047506353779006,A,B,A,63.25534291615374,C,104.46508746409336,-125.0840931834549,86.89545233862151,-132.95793234467737,119.53098348614486,B,A,0
F,Other,Married,51-65,C,C,E,D,-44.744114547706104,C,A,B,-41.01840611426608,D,-5.038381991030983,41.29388365556693,35.606893470003,-127.27309326819174,138.86050758256593,D,B,0
M,Other,Single,36-50,D,C,E,D,116.03349121428124,B,B,C,48.7650536540593,A,4.80539326502495,-108.5608631649582,73.62320210083956,75.10178834544837,6.797433604490361,C,D,0
Non-binary,Heterosexual,Divorced,36-50,C,E,C,D,24.280022795626873,C,B,E,-31.232048248241924,A,94.67795734373644,55.42885402580515,-22.71164350917494,28.25802928806474,177.36800843112655,E,C,1
Other,Other,Widowed,18-25,B,D,C,A,-86.15819006867292,E,C,A,66.26997233667198,E,14.852907665053255,71.64872072617604,19.05435588117469,45.26402818169015,-132.11544095935375,A,B,1
Other,Heterosexual,Single,51-65,E,E,B,A,-135.87668265647676,C,E,E,27.967359891648297,D,-164.24299511057578,-19.141863608574468,-186.48097624607013,-27.268620397762216,-124.48422290092192,B,A,1
F,Homosexual,Married,18-25,B,B,A,E,-19.14808279367713,A,B,A,-5.436689760172995,E,130.24159513298176,-124.90324700872411,1.046563964398548,32.93652724158912,85.39537312260381,C,B,1
M,Homosexual,Married,36-50,C,A,C,A,-185.87330796577174,A,D,E,-65.02196967538791,E,40.94110369732664,-29.70789041121895,-168.97265224407187,-87.45058218719997,-1.4601691774395111,A,B,0
F,Homosexual,Single,65+,A,E,E,E,41.8848826812311,A,D,C,9.122575629967566,D,61.69057805570816,-40.20554091739344,-29.56115491829444,-60.85014522556541,90.4241390823643,E,E,0
M,Other,Divorced,26-35,D,C,E,E,-102.80235863039888,B,D,E,-26.119705616272366,C,-74.12600198359883,43.94846030766195,-109.56727326239897,-69.41809068842919,-19.287368110304122,A,D,1
Other,Heterosexual,Single,26-35,C,B,A,B,-63.61235883751316,D,A,C,-8.26726904916088,A,-46.865328330732176,77.90963608908834,-37.48507917335362,8.668848414991214,-118.72191522003075,A,D,0
F,Heterosexual,Married,18-25,B,D,C,A,18.05049144751652,A,A,C,-227.9445437434561,D,12.675456331368867,-63.695637029334826,-184.72259643835923,52.1870079535385,25.880211904586908,D,C,0
Female,Other,Widowed,36-50,E,E,E,D,59.679372129125696,E,D,E,140.2678182316404,D,-37.74374424360685,-104.22581106880415,69.1702668349411,150.3863160012934,-0.9385056352406986,A,E,1
Male,Other,Divorced,51-65,C,C,C,E,-151.54230746477378,A,E,B,-124.99381427807268,C,21.268652145596846,-41.54344596956844,21.819901200263836,8.796860025601106,-195.84263971760606,C,C,0
Male,Homosexual,Single,65+,A,B,D,E,-87.68937842462388,C,B,D,-5.990504754373018,D,85.83347651435999,-56.48661921837797,-152.1233616239337,229.45617775420985,54.91476319111837,C,A,0
Non-binary,Other,Single,65+,A,C,A,C,-165.51669785712954,B,D,B,27.848471021645977,B,-8.60208076264828,105.10155946767172,212.0274196651394,-118.4581097609352,25.672334627428935,C,B,0
Male,Bisexual,Married,51-65,E,C,B,E,202.09109955454005,D,A,A,-89.04921289589439,A,-91.89372199046927,-2.8555192164566185,57.75183278005005,81.70610911979597,177.95472934099888,E,B,1
F,Bisexual,Widowed,51-65,E,E,D,E,-70.87422379164728,B,D,A,-6.199925523211103,A,7.446110527936385,142.41760874955008,0.679347197825278,-69.55530886801908,112.69699144770485,B,B,1
Other,Homosexual,Married,65+,C,B,A,B,108.39824597335337,B,C,E,-124.41989636995304,B,83.64110409778768,-6.528158346262616,-33.08862927690896,-22.325574988311892,160.55808713285424,D,C,0
F,Heterosexual,Single,18-25,D,B,D,C,-166.7646854388669,C,E,E,-21.941894426726407,B,-139.98236602634222,-46.60121065495322,-107.69350322758477,-201.7436052354628,278.1778375667909,E,D,0
M,Bisexual,Divorced,65+,C,E,C,D,-236.5289048442639,A,C,E,-237.10840211511902,A,66.77284675118221,-89.84931086367422,12.466373603441491,103.64374742450426,113.70229412555643,E,C,0
Male,Bisexual,Widowed,51-65,A,C,D,E,-158.14199187498218,D,A,D,123.54041306831394,D,-156.12640278619304,26.846662857882354,-92.53594669083552,-8.058323627223633,-13.993195899247645,C,E,0
F,Homosexual,Divorced,18-25,E,A,A,A,-89.58398905235447,E,B,D,-64.5220977348275,C,10.167583102528244,119.6694808363747,-84.110282970035,51.065519515755994,54.22052700984216,A,A,0
Male,Other,Single,26-35,B,A,E,E,144.32834782455242,A,B,A,-116.86964371331537,D,10.503987456005582,-60.740977978325084,55.617352523505105,83.73505732840918,-43.06446489612984,B,D,1
Female,Homosexual,Married,26-35,E,C,B,E,107.57198520282998,B,E,B,-12.766794490371,C,-111.99223036399775,-29.910948587872998,-116.0893874859167,31.103921016547392,42.61640342360325,D,B,1
Non-binary,Bisexual,Widowed,51-65,D,C,C,E,-68.34570864301509,D,A,C,85.79914323007671,A,-122.23005105667414,-30.779648002201938,-64.09822910020554,-176.48182191055878,48.65050664948672,D,D,0
F,Heterosexual,Widowed,26-35,B,B,A,A,100.7366313778852,D,C,A,45.74713440332367,A,-49.019960237725776,32.48436540773302,17.561548708247496,-182.34027616557856,97.93772564594339,C,E,1
M,Bisexual,Single,26-35,A,C,B,E,-37.519349368128594,C,B,C,-109.44528450242512,B,-3.6630789642667243,-26.831391793412717,-67.21797361494349,89.05752215080112,-47.288080139708796,C,E,1
Female,Bisexual,Single,18-25,C,A,C,A,7.194535101976529,E,A,D,-139.4668590130653,D,-97.80099149283879,-46.525013461625406,111.7529465381007,-13.626844769728816,-123.7680263327402,E,C,1
Non-binary,Heterosexual,Married,51-65,A,D,D,E,-14.033935743670098,C,E,B,106.06074777350028,B,185.80422589644246,124.46019787063605,95.10752209806064,41.37106454601762,-56.26263714776075,E,E,0
