Nationality,age,military,religion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target
Brazil,20,No,Hindu,45.375109237047255,D,D,B,23.49085722034515,D,-52.75873533474249,-109.91298116675401,B,0
Germany,75,Yes,Hindu,-193.98212560442929,A,D,A,207.55134359129906,D,-69.49209445748788,-27.387161224877943,A,1
Germany,57,Non-Veteran,Buddhist,-135.63897762683314,C,C,A,197.5951276817678,B,97.67094249155353,-138.95819678759986,D,1
US,38,No,Hindu,83.49550810781761,A,E,D,132.23500114655567,E,135.94456041449627,-117.80210131230085,A,1
Germany,65,No,Other,113.83188831701463,B,C,A,-175.03039768079873,E,126.12969347657956,19.29610436912795,E,1
Germany,33,Yes,Buddhist,-191.3645932335294,D,C,C,-80.04886637133961,B,106.21886576654063,30.422023863194415,B,1
Other,63,No,Muslim,103.1297587433153,D,E,C,-109.86392628802271,A,7.356443809388819,10.401023999626586,B,1
UK,42,Non-Veteran,None,45.49653989055766,E,E,A,208.00402480695374,D,-80.45741043130033,61.54837298318665,B,0
UK,62,Yes,None,-194.9996099851487,D,A,D,219.4412627557397,B,-63.30167172366031,-58.58904372845668,B,1
Other,77,Veteran,Muslim,71.45378134680507,D,A,D,228.87959705129822,A,166.46929891397446,-62.76021806798033,E,0
Brazil,60,Yes,Hindu,-77.5245396350077,A,C,B,-154.94975275364527,A,164.11072556711338,42.43638893797919,C,0
Brazil,54,No,Buddhist,78.54393094645367,D,B,D,-27.943241251874127,A,90.93704769515838,-165.83634452135075,E,1
Brazil,75,No,Muslim,58.00265981952931,D,D,C,-132.20491516153103,A,26.294572531127685,-60.29535021001903,D,1
China,38,No,Other,-69.12192084267956,E,A,B,6.4861368848778325,A,19.272146978640574,105.2320700532676,C,1
Mexico,70,Yes,None,169.33223536393186,D,E,E,-10.794222677217903,E,-4.803306642940571,69.27600711276818,E,0
US,34,No,Buddhist,104.60109734254198,A,E,B,45.09196993932409,A,-195.10411378217407,-132.40838201896548,A,1
India,26,No,Other,15.569034378284638,E,B,D,-6.1994351872487234,A,90.95527638948782,58.075555929415856,E,1
Other,46,Yes,Muslim,-26.38666429607121,A,E,C,-15.442581428199054,C,-80.91855164831597,56.135943716455,A,0
Other,47,Yes,Hindu,2.6390135678319324,D,C,A,228.9355710902326,E,41.35407465678573,27.321857682034747,A,0
China,69,Veteran,Other,50.134887945873466,B,E,C,64.15577607591736,C,-58.756068402447745,159.6312399048937,B,1
Germany,35,No,Buddhist,78.65527833735572,D,C,D,-167.8904001226884,C,-60.687329006995526,43.53560459437694,A,1
Germany,39,Yes,Hindu,62.06143437404109,B,D,E,-21.446518316797984,A,69.74601243068253,19.403421140125204,E,0
Mexico,76,No,None,-42.26158567095094,D,D,E,-93.95512780438013,A,24.50767556937977,9.154405876071381,D,1
China,29,Non-Veteran,Christian,49.55408016394023,D,D,B,159.8323916623114,A,-86.56836399766156,23.087049958351496,B,0
Germany,41,Yes,Christian,23.475283245527496,D,A,A,97.27128635144943,D,-213.47949348184002,-35.190208280485145,D,0
Mexico,34,Yes,Buddhist,65.4129967551345,D,D,C,-85.96832355337413,E,-182.37448347659543,101.06335143310994,E,1
Other,59,No,Other,144.2561366201414,D,A,D,69.82215679555729,B,29.99965988853858,-36.045475019592914,B,0
US,31,No,Buddhist,117.2916104780426,D,A,D,95.49857075750475,A,31.568102301354816,151.1447714312804,E,1
China,45,Yes,Other,21.468677987196305,B,A,D,-30.679840700307498,B,27.75986931869312,46.79800014967033,B,1
China,49,Yes,Hindu,-152.5264891245058,B,D,D,68.59539133453272,B,-14.208743781127481,-64.95486867965195,D,1
Mexico,57,Non-Veteran,Buddhist,45.23506384419228,E,E,E,-28.241769103408508,B,-19.253450668003463,-142.4666484784521,D,0
Brazil,34,No,Hindu,80.71593446917682,B,A,B,132.25151574544435,A,-175.14510303104598,-28.3642334160466,E,0
US,60,Non-Veteran,Jewish,-2.6360253439234818,A,B,D,55.16112811422557,A,15.856995323516013,-22.141945150688016,A,0
US,47,No,Muslim,43.16218866641136,C,E,C,82.28278293764363,D,-60.614112004755036,34.420762973450856,E,1
US,26,Non-Veteran,Christian,34.01684362586478,A,E,C,103.14044489047754,E,240.6808355335355,-86.56039856313757,D,0
China,33,Yes,Muslim,-265.2832741167711,A,B,D,-33.56584395946281,C,82.87382321555636,215.33132076866684,C,1
Mexico,79,Yes,Other,5.323943871839856,B,C,D,205.4931149102846,D,-215.02076710344187,160.39577228716766,C,1
China,62,Veteran,None,-121.0043352687465,C,E,A,60.79377130061112,A,-17.667807390132513,-25.649167253335758,C,0
Brazil,74,Non-Veteran,Buddhist,79.32564065069329,A,B,C,-51.638752463670954,B,137.77754988748615,44.94069851112614,D,1
Germany,27,Non-Veteran,Hindu,16.51898561696783,A,A,A,51.01662571259465,D,14.37886155966604,-83.71140292670847,A,0
Brazil,58,Non-Veteran,None,53.23084723239404,D,E,B,15.286532180865455,E,-67.35201705325447,-101.81793582343046,B,0
Germany,68,Non-Veteran,Other,64.6560470472243,B,E,C,72.23914463023748,A,139.88381980730546,9.871959670396082,E,0
UK,38,Non-Veteran,None,237.25734018649223,A,D,D,56.089772317550555,C,116.779695045927,36.97462646012155,E,0
China,41,Veteran,Christian,23.502218012900638,A,E,C,154.8161729970038,C,102.60036864597306,-45.40404899721892,A,1
UK,73,Veteran,Other,14.924534211795587,A,E,E,176.75815703190614,D,151.69910350880073,49.12434881091085,E,0
India,40,Veteran,Other,15.195993214376777,D,D,A,84.42734682770472,D,113.11695109417424,-27.56647728482518,B,0
India,64,Non-Veteran,None,-60.80038652133813,A,A,B,-218.4119366102325,D,16.297609964139234,60.56281791430316,A,1
India,23,Yes,None,-65.82038511515584,E,B,D,29.551498816732874,E,54.20997971754288,-37.58103894986947,D,0
Other,70,Non-Veteran,Jewish,22.94407462784538,C,A,D,-21.454036348441925,D,56.51104078675354,-63.072436264655366,C,1
Mexico,18,No,Muslim,-17.31342809071014,C,A,A,-123.11508214545812,E,105.47197673792836,-133.94097080915736,D,0
UK,38,No,Buddhist,-69.7263056659452,B,D,A,-15.653761219619458,C,65.34623448863492,-100.5042129129895,D,0
India,77,Yes,Buddhist,-123.50493552047055,B,D,B,-34.64312907809039,E,-44.450311730247535,10.947904675227194,A,1
UK,53,No,Christian,23.37497080909908,A,B,A,41.79711468998545,C,-37.03067302685367,-145.36143519216662,C,0
Brazil,33,No,Hindu,-79.20835165006454,D,D,A,128.67591672221624,E,-73.06674140517103,-81.70070402722831,C,0
US,23,No,Muslim,-20.294180537659653,B,E,C,-46.020318497105414,E,98.7924717986098,221.72513529937942,A,1
UK,50,No,Muslim,45.06159159963451,E,A,B,-20.709668391446424,C,-93.81172023172056,-18.255837714958954,B,0
Mexico,42,Non-Veteran,Jewish,-251.9944938045513,E,C,B,94.84266236643664,E,4.154937787186249,-187.42643385761951,D,1
Other,18,Veteran,Other,11.53725435003227,B,E,A,-61.30893498788051,D,41.56500599586938,43.07343614960951,C,0
Other,67,No,Hindu,-43.655764674910316,D,D,E,3.645465412278067,C,-102.55723193944353,119.16699496723422,A,1
Germany,42,Yes,Jewish,-114.03254811391584,E,E,D,-37.407269976995444,A,-48.101081388835674,30.35521228141323,A,0
Germany,61,Veteran,Jewish,81.92368786902115,E,D,C,-157.90930595287534,A,55.49284322134521,160.5938440940417,E,1
Germany,23,Veteran,Other,235.32193352595306,E,B,A,4.1365419853808385,E,65.03863635001763,5.695267552678027,D,1
China,49,Non-Veteran,None,29.80832486885616,C,D,E,114.86899865946447,D,-34.96109328412885,-217.76275942079707,B,1
Brazil,21,Non-Veteran,Jewish,-68.0417353484847,B,D,E,-41.33802885362927,C,-67.80268888938224,82.31660107830618,A,0
China,22,Yes,Christian,-55.19010495229316,E,D,B,47.532784662373636,E,-59.54553381968256,-28.638736962235043,D,1
Mexico,62,Veteran,Muslim,187.53806473923348,E,C,A,-181.15687142475448,B,69.10650389743218,-55.47958281639358,D,0
UK,24,No,Jewish,-15.966922657769086,E,C,E,109.98916801791778,B,-1.2333018331450956,19.463016918877887,B,0
Other,54,Non-Veteran,Buddhist,-65.5015082487659,C,E,D,-68.38647077735256,A,84.4619103694505,-116.37127186166225,A,1
Mexico,30,Non-Veteran,Other,-211.12106778219908,C,D,E,178.93459900086935,D,57.27999613867215,131.4928457129382,A,0
Other,75,Non-Veteran,Buddhist,-157.71079934614627,B,C,B,-78.4968720546267,C,51.91320489370812,-182.8136043052466,A,1
China,38,Veteran,Hindu,37.159743637427425,C,B,B,-44.911120356625204,B,-24.442327057402373,248.31997456716684,E,0
China,21,Non-Veteran,Other,222.37615754792097,E,B,E,115.86653883138976,E,-69.70754348285713,-57.428477729441106,C,0
India,35,Veteran,Other,7.165530996835298,E,A,C,-30.882392678310328,B,-10.876622517685473,-1.0692983260076818,E,1
UK,51,No,Muslim,-89.47586294885673,E,B,A,-153.55590266387983,C,-4.732876504589239,-45.62477297048833,A,0
Brazil,44,No,Christian,-35.224422327922824,D,D,C,-13.06762815201946,A,156.73986905277542,-189.50343483417754,B,1
Other,76,Yes,Muslim,-28.432239842369718,C,D,D,-80.85534193548557,A,57.181108887918,-1.9993198200397477,E,1
Other,30,Yes,Jewish,-120.70433300559242,C,D,E,-73.63754976847096,D,59.57407154376796,-9.207405484416054,E,0
Brazil,49,No,Other,-15.192918475103683,B,D,D,49.68484245001473,C,-139.43959819070466,88.81435611015581,E,1
China,39,Non-Veteran,Muslim,130.99555113621372,E,B,C,25.630305447242662,A,-213.95457677898247,229.97230563347233,D,0
Mexico,68,Non-Veteran,Buddhist,-11.245493373603042,A,D,D,28.65573653463195,A,22.038048115210117,-50.017950898196105,B,1
US,19,No,Hindu,-32.8409471515806,A,E,E,-7.565585136229533,D,-20.584707683762296,-56.15432374465951,E,0
Germany,70,Yes,Other,93.59777544414017,C,C,C,31.341703033946793,D,-48.97651280673792,-66.07406323291607,E,1
India,35,No,Buddhist,-77.97740840247495,D,B,D,-102.83393608111217,C,-113.81880903687936,-40.379945275570314,D,0
Brazil,53,Non-Veteran,Other,-142.2951608287139,E,C,C,-27.613634431937477,E,28.581329240763655,54.469348445268864,C,1
Other,18,Yes,Other,150.95211147092272,D,A,A,-4.267967923008682,C,34.212143015895336,67.46954424477127,C,1
Mexico,29,Non-Veteran,Hindu,44.26296991702785,B,E,A,120.99290460892658,B,-41.46554696929282,-60.36063915870265,C,1
Other,33,No,Christian,7.636638350616663,D,C,E,-132.79558187210841,E,-6.848746683296299,143.9362112518095,C,1
India,69,Veteran,Christian,46.27171918542316,C,E,B,-74.85281508907293,A,-21.36401475056394,20.177905992870187,E,0
Germany,46,Veteran,Hindu,-150.1134811662251,B,D,C,-125.81185792303656,D,-75.60258808039345,154.4208046723236,E,1
US,30,Veteran,Christian,-6.9766181709307675,D,C,C,-5.967024649874248,E,-96.35914317430402,-78.06867529770413,E,0
Germany,33,Veteran,Hindu,-45.27897529852798,D,C,E,30.551754429863635,C,-107.86276249097051,-47.52462377157764,A,0
UK,42,Non-Veteran,None,-97.79545110091019,E,B,A,124.71199339792827,B,44.80803300649267,-168.15158931622298,A,1
India,55,No,None,-196.08810543827417,A,E,A,-46.67269434768389,E,-85.66964447046394,-152.28522057877046,C,1
Other,54,No,None,4.139731117123697,E,A,D,68.76207173488018,B,4.799374600843522,-26.211549443616782,A,0
Brazil,58,Non-Veteran,Muslim,15.294752889235316,C,D,C,185.02141588606702,C,21.92199023742355,-0.020351501387063726,E,1
Germany,35,No,None,-8.898576087020729,C,E,C,-31.56229715690407,D,111.46603196647764,24.43683975424735,E,1
UK,72,No,Jewish,-47.72945756879344,B,D,B,-99.33979534984185,C,189.81091905552952,22.522411057921065,B,1
Other,21,No,Muslim,-35.425381083926695,A,A,B,-55.99283765874552,D,0.5572299878898849,-83.33065593029879,A,0
Mexico,45,No,None,18.653088440347094,B,E,C,72.69395360289461,A,141.18009324693998,-43.89134072250492,B,0
China,59,No,None,-73.70410761416503,D,B,A,108.94544404870652,E,-271.0142444358264,-51.926096614541514,E,0
Other,38,No,Muslim,77.16971545867749,A,C,C,-28.408761591680758,E,13.328949901541359,-5.25756171623404,B,0
Germany,57,Veteran,Christian,-46.089249105470195,B,C,A,100.23470974745175,D,100.94695663143953,202.98912374560138,E,0
Mexico,27,Veteran,Jewish,59.719626766957944,A,C,D,87.885125207646,B,-43.07827979712112,-33.43534233571836,C,1
Germany,44,Veteran,Other,-124.16957075680722,D,D,E,201.67344196665783,A,-172.81153834424185,-123.35037946576347,B,1
Germany,58,No,Other,149.31349922749254,E,D,A,44.39438438245005,D,81.51661976890118,-137.79237202617296,C,1
Mexico,64,No,Christian,10.295552296249703,A,D,A,114.78871514117168,C,-72.44958385260784,147.16755099288378,A,1
Mexico,26,Veteran,Other,-60.082599287977835,D,D,E,-183.17601871496439,D,-160.00647127003018,34.97464938731049,D,1
Other,79,No,None,84.43335198826865,A,C,B,-143.25712546804894,D,-89.67423419263754,1.5793963349562716,A,0
Brazil,51,No,Jewish,-93.29056282782588,E,E,D,200.20474792215924,B,73.66823904114882,79.89220917669837,D,1
UK,48,Non-Veteran,Hindu,178.7686845372356,B,D,A,-2.9063545689010697,E,58.00391129871332,-57.98764879582408,A,1
India,27,Veteran,Muslim,-43.1382480723767,A,A,C,-71.90597016849132,B,79.32798865765348,-28.403295831282165,A,0
US,79,No,Jewish,-120.30609846046198,E,E,A,109.93377101773916,E,130.7285379017839,-144.26391349634852,A,1
China,38,Yes,Other,37.466174995285606,D,D,B,196.0554429494947,E,-30.084577020384,-96.93843291022577,C,1
Mexico,18,Yes,Buddhist,-112.68841090667712,E,E,D,127.34417217397247,C,28.21243405463962,11.367077945226555,C,0
UK,57,Non-Veteran,None,-60.29448937695672,A,A,C,-78.54128214916977,C,89.55108823802443,26.878636802659727,E,0
Brazil,59,Non-Veteran,None,-33.36954207418959,B,C,B,-89.25086182059982,A,88.53594371172102,-91.9281466867275,E,0
India,19,No,Jewish,158.37166490150165,E,B,C,113.53643522012236,A,28.81846673470912,-16.191855816336954,E,1
US,54,Yes,Muslim,22.117142497838298,A,B,C,5.180607201034953,C,130.45592871698534,17.243945255015465,B,0
Other,58,Veteran,Hindu,135.42752397053556,C,A,A,-123.42682256616904,E,3.7339836904977677,109.86112245227157,A,1
Mexico,50,Veteran,Jewish,-9.623700631987452,D,D,E,204.63363202394405,B,116.55427479741985,1.4266661731890427,C,0
Mexico,40,No,Other,-55.88547694259195,B,A,E,86.25981981808334,E,-9.240692093265448,201.42026639046549,C,1
China,49,Veteran,Muslim,-58.84408648857142,A,E,E,-128.99642275786042,D,96.44720045457575,-6.703305136573766,A,0
Brazil,28,No,Hindu,44.7126248096334,C,D,C,-36.46179625375705,C,129.85273149752604,24.92002884818157,E,0
UK,63,Non-Veteran,Buddhist,-74.76820187195014,E,A,B,27.11275029251731,C,-167.1633233327647,-102.21648852619066,D,1
Germany,62,Veteran,Jewish,-115.58947121611808,E,A,B,-177.392031063577,E,-109.28533540266807,11.393522348743636,E,0
UK,69,No,Other,37.94290827048765,E,A,E,-154.0444610992459,B,-0.8076755139397379,118.92118909024656,E,0
China,38,Yes,Muslim,163.39979829067596,D,D,C,75.23781303765587,A,-225.21029421487543,-31.593617159501886,E,1
Other,36,Veteran,Other,68.38939850726416,A,D,D,34.49510163450519,D,-136.15093642988674,-126.17562779528089,E,1
US,33,No,Other,18.94032152577693,D,B,E,78.18292999337244,E,39.366423653242144,-18.60111558804148,E,1
Germany,21,Yes,Buddhist,68.47273273189187,B,E,C,17.918794271512816,E,-23.252722436384847,-57.822716276038854,B,0
Germany,37,Yes,Jewish,116.31254356958169,C,D,B,-212.36465710432398,D,91.9578114412179,62.12060210100141,C,0
China,72,Non-Veteran,Other,-29.642692368468765,C,B,A,131.4347642626473,E,-225.5259935677131,10.626561900369836,A,0
Brazil,39,Yes,Christian,10.646620576655721,C,C,B,-55.533289218337046,C,-56.48020727171831,100.46898167146313,D,1
China,24,Yes,Other,64.26699385593304,E,C,D,-54.23874141534986,E,38.5907264505966,-128.68542072444802,C,0
India,78,No,None,-123.33655813234368,E,A,D,51.646556323780004,E,110.62493478372473,151.25918623162963,D,1
Germany,75,Non-Veteran,Hindu,64.85608084149374,B,B,A,-85.65025445931592,A,-22.455241253592064,94.47465718319965,C,1
Other,62,No,Muslim,28.29361474427106,B,C,D,47.77445116203094,E,-69.34290677235518,21.592834207070606,D,0
India,72,Yes,None,-93.1418748431801,A,D,C,-36.78584402868085,E,87.21553824418964,-78.24805619829968,E,1
Brazil,69,Non-Veteran,Muslim,-83.40416760967227,A,B,E,163.2639909231866,D,156.53191151059053,-38.046191582489186,D,1
US,69,No,Hindu,55.07025594750886,C,E,A,-31.836942550867153,B,-215.8330840741232,12.112427244814942,D,1
UK,23,Veteran,Muslim,7.846748337905164,B,E,A,-48.30574206014488,C,-4.475526984101835,-0.4275944049656126,B,1
Brazil,28,Non-Veteran,None,119.20401038250583,A,B,B,18.5648034609816,A,-13.219496748209556,-75.25843742018323,E,0
India,46,Yes,Muslim,-57.08878642072241,C,E,E,80.74161100065866,C,-52.419406097437516,73.59026397400115,D,0
Other,42,Veteran,Christian,49.276780442497724,D,B,E,136.37954321251976,A,-67.85791151233616,-99.06461046528491,B,0
Germany,44,Non-Veteran,Hindu,-46.64017482037687,D,E,C,-99.36967686703495,C,-4.988903359716815,-127.04108599884188,B,1
UK,55,Veteran,None,-72.88194456628791,E,A,C,-150.45709504518877,B,-218.9708728506126,71.00633673343525,C,1
Mexico,66,No,Hindu,-149.11052701075505,D,B,B,-44.25650079036964,C,-48.10219144654694,-66.83202210277939,E,1
Mexico,30,Non-Veteran,Buddhist,51.299196622134914,E,E,B,-2.0007815075079707,D,-4.011454430198214,92.04536773962604,C,1
Brazil,38,Veteran,Jewish,27.33188542786913,A,E,A,-116.44146375553545,E,31.108292503921437,-188.39609643356607,C,0
UK,54,Non-Veteran,Jewish,172.46897628253916,B,B,D,188.83912567704692,D,58.12288470124778,-119.7331247919694,A,0
India,26,No,Other,-7.9783453045208095,C,C,A,-77.69650504996146,E,140.05193775714147,29.72773942126382,B,0
Mexico,37,Yes,Buddhist,7.258348066659499,E,C,A,85.25565986681232,C,26.117882599264362,-26.91418733930901,C,0
Germany,78,No,Other,104.28168522183894,D,B,B,158.27363321905645,D,70.95162778153963,99.05970306470279,E,1
Germany,26,Non-Veteran,Muslim,-74.91995946072899,C,D,C,8.737976039540293,A,56.88536389198896,-110.08140521921017,D,1
China,28,No,Jewish,-146.7173420361644,A,D,C,-53.019363944888056,B,-2.092354283609038,58.50760816236673,B,1
China,78,Veteran,Jewish,280.1806837079041,D,C,A,87.13663389401415,D,-121.26885123353739,-263.73055073287435,A,0
China,41,Yes,Jewish,-34.66748755525345,D,E,E,70.40809438805931,C,89.89437381563621,-217.1255271540645,A,0
Germany,39,Veteran,Christian,-86.40805575061417,A,B,C,100.65084795307875,A,-54.03001454118842,194.3902501007128,D,1
Mexico,18,Non-Veteran,Buddhist,-106.07341720991583,C,E,D,50.044733211853234,D,-108.62131019224084,102.25611539629982,D,1
China,20,No,Jewish,23.52483219868503,E,A,C,242.42521612736402,C,-23.497802840879658,-82.66509163814632,B,1
Mexico,44,Non-Veteran,Buddhist,4.304228006641779,C,C,D,-47.781548258558736,A,-173.0106496166581,18.98186997307833,B,0
Brazil,47,Veteran,Other,-13.19604198753532,E,B,D,-10.954213375632735,B,24.889672355671607,36.935655640472106,B,1
Other,55,Yes,Jewish,93.94159758114627,E,B,C,-76.06190508114113,C,131.6913320482348,-18.948371333871567,B,1
US,32,Veteran,Hindu,148.53430278475167,D,B,D,107.7479907398352,A,147.42863818389586,214.53287904740876,C,1
Germany,18,Yes,Christian,-176.36658338878848,E,B,D,168.2311116568033,E,11.782959055837113,27.460245243621838,E,1
India,72,No,Christian,94.29812846788349,C,D,B,-232.9117263694261,A,21.837767217195445,-27.32186018540443,A,1
Brazil,69,No,Hindu,-214.87803945115598,C,E,E,-30.558674819927006,B,132.78741868890614,-42.83002218726149,D,1
India,33,Non-Veteran,Jewish,83.40156353844736,C,E,D,45.12827527665246,B,111.36151930775398,-71.68190809433234,B,0
UK,70,Non-Veteran,Other,-111.07480044364186,E,D,A,-75.79690659404773,B,-78.38380984112202,140.76676854116872,B,0
US,40,Veteran,Christian,16.586555328408693,D,E,E,-21.775971226272056,A,70.24291233355655,1.7699192360144622,A,0
Germany,18,Non-Veteran,Other,-0.20624070083285964,D,D,C,-5.39549694069593,B,42.98672193026745,40.08445349925355,E,1
China,34,Yes,Muslim,211.0412912697293,C,B,C,-48.04769587096545,E,1.3710046556749762,166.73034583138423,E,0
UK,41,Non-Veteran,Jewish,122.32440179377457,D,E,E,-3.6493951285821327,A,125.13540700873659,-14.145827583555908,D,0
China,56,Yes,Christian,126.06798742640073,B,D,D,1.1983717229829272,B,38.304501676037276,196.9137097727322,D,0
India,35,No,Christian,-54.18190790092595,D,C,C,-36.01596611600433,E,104.91110191243975,61.3896314431934,D,0
UK,18,No,Other,172.6892242067826,C,C,A,-42.85687452090504,E,152.74744055445208,-77.97309705137778,A,1
Mexico,71,Yes,Muslim,13.461381830391392,A,A,C,-118.63066998889067,E,-37.94124729522604,11.207023729147423,A,1
UK,23,Yes,Christian,37.225495236069875,C,E,D,45.123344651171685,A,-1.5629951137078748,-83.83439323848249,C,1
US,34,Yes,Christian,-123.05874763911626,B,D,A,-72.4417890113416,E,55.14709243812129,20.765236739060207,C,0
China,33,Yes,Muslim,-47.02816532849647,B,C,E,100.0229045866525,D,-60.36208857075152,70.60011716247763,E,1
UK,36,Veteran,Other,-159.83223879041066,D,B,C,61.95415053604977,A,37.91766038791927,-3.9938444118681824,D,0
Mexico,49,No,Jewish,14.670903663582385,C,D,E,56.171426112980726,B,-11.960943588601948,73.09509030892009,B,1
Brazil,54,Non-Veteran,Jewish,0.238140109849801,C,A,C,56.32527478645191,B,105.77543800787687,-94.81326581374891,C,0
Brazil,40,Veteran,Other,-38.514451741663336,A,E,B,-36.90198718940827,B,87.14315622849595,27.468574271979257,A,1
Mexico,43,Yes,Other,35.02847702445165,A,A,A,41.0907227742197,D,101.42523244468696,-143.32256099573792,C,1
Other,71,No,Jewish,141.7948975970169,D,A,A,92.40610475297689,E,-229.70902784921478,-16.705855990202146,E,1
Brazil,74,Non-Veteran,Buddhist,-18.587429072488014,D,A,E,-87.72617764133493,A,-132.94419113775652,-29.325700196782623,B,1
US,79,No,Muslim,47.19737530412906,D,A,A,66.29015324131817,D,7.145234297296457,-142.04641487371845,E,0
India,70,Non-Veteran,None,6.269078945304275,B,E,B,-138.76661176937355,C,-33.230601950305896,24.836080901154872,A,1
US,66,Yes,Muslim,139.5788517540338,A,A,A,-141.48236025965943,B,77.14349466273525,-68.30730643413875,E,0
Brazil,28,Veteran,Jewish,56.065305635951646,D,D,C,23.229022443830935,B,29.422631515242117,19.31794988519503,C,0
Mexico,65,Veteran,Buddhist,-19.41753650778395,C,A,A,135.7098200039269,C,-77.39048193317099,82.68518767234842,B,0
Germany,41,Yes,Muslim,-72.6009083405955,D,D,D,-39.53537934900182,B,13.554889914584752,10.88320306045015,C,1
Other,18,No,None,196.22460382231975,D,A,C,-113.73854638885304,A,-76.6788807274915,-42.29347845798837,C,1
UK,27,No,None,-22.664397751417432,E,E,C,-19.64473121989731,C,3.1628734963929657,66.20554714535571,A,1
US,65,Non-Veteran,Muslim,169.5627654275561,E,E,E,-14.926660248806495,B,-4.776737454671667,-78.05983892278186,E,0
Brazil,42,Veteran,Other,-49.79717430365933,C,D,D,124.77091530759444,C,-11.450491885665686,-115.16248388288568,A,1
Mexico,24,Non-Veteran,Hindu,66.88131498661615,B,A,A,-41.34004972531242,E,113.07928495811501,10.475559728276314,C,0
Germany,32,Non-Veteran,Jewish,85.98094291353915,B,D,C,71.77706868769874,A,39.68809141695059,-281.34086085126535,D,0
UK,24,No,None,-99.51772283654834,C,C,C,43.384634954539216,A,-89.65429877557969,68.17252891929914,D,0
US,41,Non-Veteran,Christian,66.01344002376464,B,E,E,154.46533990853203,C,-23.646830800759584,44.983855169143816,E,1
Germany,55,Non-Veteran,Muslim,-221.44965011932013,C,A,E,-2.7596339210844003,D,-44.4883008450064,54.76569517802267,A,1
UK,61,Non-Veteran,Other,-142.764734523899,D,C,B,337.56799904533915,C,38.668001348833656,-132.30039869843543,E,1
China,58,No,Buddhist,-80.34165499295321,A,D,B,-72.2165100148454,E,157.31386360801525,38.53153692490637,C,1
China,68,Veteran,Christian,131.62664241468357,C,B,C,94.6393099062022,E,40.80697315350966,152.25482085080287,C,1
China,43,Veteran,Christian,-88.23641352688563,B,A,C,-83.4785979082368,D,47.482878982996795,-135.84386256356095,D,1
Mexico,35,No,None,24.41124643637415,C,C,D,-8.499404907187305,A,-165.22634453754773,76.54684071909497,A,0
India,35,Yes,Muslim,141.1433545828689,D,C,A,77.64074728533167,C,235.3570567646335,-55.17969992319966,A,0
Other,70,Yes,Jewish,59.43781678460096,B,A,A,159.62526466348834,D,42.30953505912176,-5.080810531068689,D,0
Mexico,35,Yes,Other,-88.53222571809266,B,A,B,-106.10732040220077,D,205.18022315246446,15.090622387258938,C,1
Brazil,54,Yes,Muslim,29.683462616191537,B,C,D,158.29478970637604,D,2.8947582073481284,64.07118032097628,D,0
Other,57,No,Hindu,-84.02363124673727,D,A,B,-71.87453830503455,A,-148.9914243896059,73.34792768931523,A,1
Other,70,Non-Veteran,Buddhist,-45.9917893677121,C,D,B,-37.39066763372581,A,193.86925952194497,134.1273564923237,A,0
Mexico,19,No,Hindu,81.25227386061248,A,D,A,-91.08697537119751,D,30.91708918911655,113.84355139651929,C,1
Other,19,Non-Veteran,Hindu,-125.96599624321634,D,D,A,-133.1112192987994,D,-4.12327969256373,220.6260196340188,D,1
Germany,29,Yes,None,137.17158988523377,C,D,A,67.37006360784044,B,94.97401427242349,23.788327827167567,E,1
India,25,Veteran,Buddhist,-136.7589594948026,A,E,D,135.58062266600942,C,-199.2711723447903,-89.77792110139022,A,1
UK,39,No,Jewish,-272.6600759076146,B,A,A,112.43286790164053,A,-47.68255326840221,-94.45099741048047,A,1
Other,35,Veteran,Buddhist,223.67038301947696,E,E,B,143.74114456704157,E,4.836689746326582,-13.32093991113391,E,0
China,20,No,None,134.49877654595298,B,B,A,87.46590581320976,A,-14.578012746469076,-2.532768275973868,B,1
Germany,41,Veteran,Other,-81.67034606260411,A,A,C,14.087435537299106,E,28.850979644160525,74.51992504049498,A,1
China,47,Non-Veteran,Christian,21.173292285506985,B,C,D,107.18431449802826,D,77.74304759640815,-153.40222462274102,B,0
China,29,No,Other,115.30144977098615,E,B,E,-13.875244105944141,C,11.362800456501224,25.226830738702112,A,1
UK,55,No,Other,28.1317926229324,D,D,D,159.92734706103371,C,251.57941839102298,-10.833429534788946,C,0
US,26,Veteran,Christian,-105.67939859633786,E,E,E,145.5764447899053,D,147.6277898313878,-141.34003896099406,A,1
Mexico,62,Non-Veteran,Jewish,97.14552165921093,B,B,D,-117.74340502922965,D,113.03416016767045,-158.20869903884542,E,1
Other,19,Yes,Hindu,130.49029633418766,A,E,E,87.43976221198467,A,140.19447070138747,21.887651033402218,D,0
Other,20,Yes,Other,-166.3220970410157,D,C,E,-12.885867248787243,A,-107.14489473605802,88.64739605826419,C,1
Mexico,64,Veteran,Other,18.10952728798751,A,A,D,-13.102586040939732,E,-3.9629730363975955,-94.50903641895079,D,0
UK,19,Veteran,Christian,6.590489664170561,E,D,C,-26.848669939801706,E,-28.254294340356612,38.68055411968051,A,0
China,35,No,Buddhist,-8.502856549358613,A,C,A,189.10566377398396,C,-155.0301492815425,93.17908051824844,C,1
