faith,Veteran,married,genero,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
None,No,Married,M,B,12.305297784487573,D,A,B,B,E,-73.05266159450426,-38.174097475062055,A,B,-118.14320946436683,0
Jewish,No,Married,Female,D,-130.13677140854074,B,D,E,C,A,65.86271530329762,49.80004574053826,E,E,229.90515742425669,1
Christian,No,Married,F,B,139.8291431360911,C,C,B,C,E,-97.80142317433656,96.5401767558155,C,A,232.8049242771256,1
Hindu,No,Married,F,D,-86.0544378438859,B,E,D,A,C,-42.183006516854284,-77.00052724773386,E,D,-67.74986465564221,0
Other,Non-Veteran,Divorced,Male,B,-165.08371296933424,A,C,A,C,E,346.41772406709845,96.28518526735525,E,A,-30.402914635996392,0
Other,Yes,Single,F,E,13.00998779809898,E,B,E,D,C,59.77387259443323,196.23582929843272,A,E,-54.219424603258034,1
None,Veteran,Widowed,Non-binary,A,98.77876646215788,C,C,D,E,C,-109.35947795391343,-73.31087925351243,D,D,-12.8434697312074,0
Buddhist,No,Married,Male,A,43.97967842231763,B,A,C,C,A,18.558406695287005,-52.07382852406307,D,B,7.896549249313671,0
Hindu,No,Single,Other,C,98.44357625226236,D,A,C,E,C,-33.136195708798205,24.122502971002017,D,D,23.58254068466001,1
Muslim,Veteran,Divorced,Non-binary,B,57.629846346573586,E,D,A,A,C,-108.26369425308667,-83.8306499804303,D,B,-125.28201996996646,1
Christian,Veteran,Widowed,M,A,-40.21698739520474,E,E,D,E,B,2.472930046649155,139.620949586437,D,A,126.13165608678946,1
Christian,Veteran,Divorced,Male,E,34.95316985519804,A,A,E,C,A,-190.2407531456349,46.7605869576077,C,D,166.40334472527724,0
Christian,Non-Veteran,Widowed,F,E,31.839558594385707,C,E,E,B,A,58.03271542989565,65.40290532153318,E,A,12.365879628787035,1
Buddhist,Veteran,Married,M,B,65.16653846004438,E,A,B,A,D,173.99445050241457,78.00778606587332,B,E,-266.43449746467275,0
Other,Veteran,Single,F,B,-187.58166556094739,D,B,E,D,D,99.48492102565491,-46.637043453390454,E,C,-99.98368773553338,0
Jewish,Yes,Single,Female,E,43.28455667458997,B,D,E,B,E,-45.293785023852294,244.43365151081147,A,B,73.2041042153058,0
Other,Yes,Married,Female,B,-17.82186399513808,D,A,E,E,E,127.85900881020302,-39.97532719861023,D,A,-35.44651453020535,0
Buddhist,Veteran,Married,M,A,26.26074620605686,C,C,D,D,C,61.7849957429446,6.428380997663416,D,B,-44.26598376524274,1
Christian,No,Widowed,Female,E,52.27165824182055,C,B,B,B,D,166.40504313984135,-25.954765769490105,B,A,42.20197774538146,1
None,Veteran,Widowed,Female,A,67.06349389571557,B,B,D,B,B,154.50773298812894,2.654956908157422,C,D,-146.36721679836245,0
Christian,Non-Veteran,Married,Female,C,-51.103558230605906,C,C,B,E,D,-52.57262556904577,-138.67872576405506,E,A,-18.464624146134074,0
None,Non-Veteran,Married,Female,D,-16.84205740409265,C,D,C,D,C,134.96685542289697,-21.22075033879648,B,D,85.53367756897926,0
Other,Yes,Single,Non-binary,B,35.57644393188032,E,C,B,C,A,31.515797284739804,-1.1838455344044179,E,D,-139.62434765213052,0
None,Non-Veteran,Divorced,M,B,-237.0081505581484,C,A,D,C,E,76.55366311465022,-1.355492328401566,D,D,10.975184481663925,0
Christian,Yes,Single,Non-binary,C,127.62469797689802,B,B,C,B,C,-49.711190112964864,135.89963516235008,E,D,7.991640297020874,0
Christian,Veteran,Married,M,E,49.25352141000051,A,B,A,C,B,10.612044012507793,53.86602125996701,E,D,207.24884933579676,1
Christian,Non-Veteran,Single,M,A,-157.61530285444883,A,C,C,A,E,-61.15816533171861,-147.6566372283214,B,B,140.99355281454754,1
Other,Veteran,Married,Female,A,34.38709623466379,D,A,B,C,E,-0.6338793599039702,-24.127674735037406,D,D,-44.39572254267987,1
None,Yes,Single,M,B,10.510435592426195,A,E,A,E,A,151.05815005788256,-22.028272927261785,C,A,-17.704248930840354,0
Jewish,Non-Veteran,Divorced,Non-binary,B,-53.28452325383154,A,D,B,E,C,29.34696390767072,-125.27968658219754,B,C,-37.92049101007443,0
Jewish,No,Married,Male,B,55.092601159528506,D,C,A,E,C,48.74000758589743,-45.69117570056737,C,A,78.37843778917465,1
Jewish,Veteran,Divorced,Other,B,39.23120515463947,E,A,C,B,A,-86.68310768923902,-56.38628830369278,E,A,-119.35988234794073,0
None,No,Single,Other,E,-85.55831467291372,D,C,D,D,E,43.86490290919495,94.75905912368646,D,C,-43.64853091603728,0
Other,No,Married,Male,D,87.64738359160084,B,B,A,D,A,-6.539166619531435,-92.28935655630853,E,C,9.323078745980206,1
Jewish,Non-Veteran,Single,Other,C,37.95918318022255,C,C,E,B,B,-127.48798905327176,74.17093465437812,E,E,42.58537105542621,0
Christian,No,Widowed,Female,E,6.161454531731804,C,D,A,D,C,-222.40446947851228,-65.70892177891406,B,A,175.9252138169001,0
Hindu,Non-Veteran,Divorced,F,E,-15.87038295969493,C,C,C,D,B,-41.27177014522892,-64.42725845952502,E,E,93.55829012585554,1
Hindu,No,Divorced,Female,E,117.73092434360932,E,D,D,B,E,-65.6576789982909,59.50763629417809,C,B,106.79206420326625,0
Muslim,Yes,Single,Female,E,148.69659103264706,D,D,E,A,B,-18.64856535624395,-9.13924320553726,D,A,-132.78990819261136,0
Hindu,Veteran,Single,Non-binary,E,-36.15156899440472,B,D,E,D,C,73.96693124681437,-12.515854690793345,C,C,-39.07213960932408,0
Hindu,No,Widowed,Male,B,72.42532428214317,C,B,B,A,E,-22.721301219455125,157.67885159087663,A,E,178.65231242660468,0
Muslim,Veteran,Single,M,E,139.98291164710204,A,D,D,C,C,-29.09532309802539,-78.32956704283285,E,B,149.38723924111093,1
Jewish,Non-Veteran,Divorced,F,E,-30.069262920046413,A,E,C,D,E,58.2977755610913,-72.5329027775228,D,D,-56.71358600873493,0
None,Veteran,Single,F,C,159.6349993514689,E,B,B,C,E,38.52784261772947,-1.2493441220912638,C,C,-101.47731282672858,1
None,No,Married,Other,D,-79.26664622372783,E,E,D,D,D,-18.78116699129033,105.80795489575469,A,D,147.7659863925681,0
None,Non-Veteran,Married,Male,D,119.9666221582223,E,D,E,B,A,85.11065122428559,99.21014955374025,E,B,23.091258700980173,0
Muslim,Yes,Married,Female,E,-136.49186793275703,E,E,C,D,E,126.0666217956987,-47.463346403482404,D,B,-82.72953332238451,0
Muslim,No,Married,Male,A,111.4271598287063,C,E,A,B,E,-209.10062859953226,-63.25651932965496,D,C,-9.020356379850627,0
Hindu,Yes,Widowed,Male,D,-100.94879186278598,B,E,C,B,D,-88.7171868653129,-17.206589989286687,C,C,2.458333471471539,1
Hindu,Veteran,Divorced,F,B,-88.41304346434504,B,A,C,A,B,-81.76117720370128,5.039421416693054,B,A,149.09328277103432,1
Hindu,No,Divorced,M,E,-60.039467845296016,C,B,A,E,A,-20.47333271716934,72.55040787850152,B,C,55.80232748921725,0
Buddhist,No,Single,F,B,-13.134419815724918,E,A,A,E,B,84.65251562417826,-53.04591311458617,B,B,88.68079438862542,0
Other,Yes,Single,F,A,-47.00705768351363,A,B,E,D,E,29.938002529562514,68.6791025609847,A,B,-142.76480417173224,1
Jewish,Veteran,Single,M,D,-6.925987033407677,E,E,A,A,D,35.234279139001835,54.412887018752635,C,B,64.16774858700265,1
Hindu,No,Widowed,M,D,-127.78448363326014,A,E,C,E,E,24.50761241094806,-22.323024109257357,A,E,98.54506643124303,0
Buddhist,No,Married,Male,B,-28.700765722559492,D,E,C,B,A,-155.25596471393962,11.806902281014425,D,D,44.92628155949123,1
Jewish,Veteran,Single,F,A,42.29589695503951,E,D,A,E,B,49.54133581266338,198.77285132565237,A,E,5.493515542218835,1
None,Veteran,Married,Other,E,-56.15305645091914,B,B,A,A,A,-31.38304291860382,-134.6744328268084,D,B,24.816901123845003,0
None,No,Widowed,Other,A,57.32465507711183,C,E,D,A,A,62.88101589664588,16.638887496190097,D,E,51.957995703848034,0
Hindu,Veteran,Married,M,D,-52.20617716611334,C,E,E,D,D,143.72782161836128,178.24139846441162,C,E,-8.000103753643987,1
None,Veteran,Widowed,Non-binary,D,-22.094428790426793,D,D,E,A,B,9.455441399071548,117.30123634241316,B,D,-51.76940327751315,0
Hindu,No,Divorced,M,A,-227.92143000645413,A,A,E,D,E,233.9630693443909,55.72611012904537,D,E,-124.9811988354026,0
Other,Non-Veteran,Divorced,Other,B,65.32658116760757,D,D,D,A,B,53.774503138413955,6.3806397282714515,D,A,157.8212135774931,0
Jewish,Yes,Widowed,Female,E,47.02685071521483,C,B,D,C,B,-82.94439281343361,-136.8660987511473,C,E,178.1144793104623,1
Buddhist,No,Married,Male,E,-151.15257730202723,A,C,B,B,B,-212.69636624747966,119.74868431231414,B,B,69.79879442033317,1
None,Veteran,Single,F,C,138.32386505337539,B,E,E,E,E,161.99735542314954,108.20429200490112,C,C,78.37943971301739,1
Other,No,Divorced,Non-binary,B,53.147632351494835,B,A,B,B,C,-179.37037763414503,43.97604760537892,D,E,233.7550673321191,1
None,Veteran,Widowed,M,C,-99.62079446089595,E,C,B,B,D,7.8055518286174115,-119.56211610513057,A,B,98.41942235436197,0
Hindu,Non-Veteran,Divorced,Male,D,-14.885217246226496,B,A,A,E,C,-69.31463920765557,99.95767340471231,B,A,81.17253769335217,0
Other,Non-Veteran,Married,F,B,-190.35824835387498,D,A,E,E,C,-222.12646174991337,58.679109044805564,C,B,42.586038709896066,0
Other,Veteran,Divorced,Female,C,-72.72880088687609,E,E,D,A,A,44.60225456968344,185.15400272927567,A,C,-87.28301474280529,0
Hindu,Yes,Single,Non-binary,C,-105.91000504150941,E,D,B,C,E,125.6975090675303,-22.357716429267263,C,A,-74.9548801468791,1
Jewish,Veteran,Divorced,Other,E,4.8269342363237815,E,E,C,B,B,7.9601322639012375,-101.62505134686907,C,E,-116.70490298736946,1
Buddhist,Non-Veteran,Married,M,B,-109.82627266391705,A,C,A,E,D,-208.12853045599962,239.6306900976537,D,E,-196.09085389952293,0
Other,Veteran,Widowed,Male,E,94.58665319380448,C,C,E,B,D,47.09335404765383,-82.52933340958533,A,C,6.858678623795841,0
Jewish,Yes,Single,Male,C,-4.217597326269608,E,A,B,A,E,-93.82277832335718,13.265880030256774,B,E,136.2148124625622,1
Buddhist,No,Single,Non-binary,D,74.80499566206996,C,A,B,D,C,74.92292570673604,-45.2643186877018,B,B,-103.08371875536082,1
Muslim,Non-Veteran,Single,Female,B,-12.429436867860993,A,A,D,A,C,-129.49677115688004,6.384352254839026,B,B,0.3758555472016049,1
Christian,No,Divorced,Male,B,118.33322049208961,A,E,E,A,E,231.00528312568912,34.5285472670537,A,D,66.90383645618654,1
Buddhist,Veteran,Married,Other,C,-90.80496762456892,B,A,D,E,B,103.14038672531922,69.40594951789552,D,E,-27.752362809522634,1
Other,No,Single,Male,B,35.68512897441985,A,C,C,A,A,44.348237362568305,67.00446304827432,A,E,12.989019100287996,1
Muslim,Yes,Divorced,Female,E,76.8437444832034,D,A,B,D,A,261.7485628507636,-177.04915510905371,A,D,92.94565409306043,0
Hindu,Non-Veteran,Widowed,Non-binary,E,70.03467289917357,D,D,E,D,C,-67.10709126036917,-195.66665142635244,B,E,-18.400486539242817,0
Jewish,Yes,Widowed,Male,E,17.793016257524798,D,D,B,A,E,-110.78727641092436,49.32897178187653,C,D,40.46597681986775,1
None,Veteran,Married,F,A,-100.00521288623203,D,A,C,B,D,-123.335279615493,88.09553685457162,D,D,-29.184656033796518,0
Hindu,No,Divorced,F,D,12.0348119771676,E,B,A,D,A,37.49749143353508,-2.140298122990865,C,D,-314.98300195750977,1
Jewish,Non-Veteran,Divorced,Non-binary,C,-152.17441603324832,D,C,A,D,E,-63.47078052959705,178.61541260089712,D,A,-1.2184171681070448,0
Muslim,No,Widowed,M,C,-88.66491794650783,C,D,C,E,C,-77.05272022765871,-93.17307930621548,A,C,34.678717253653076,0
Jewish,Non-Veteran,Divorced,F,C,-56.565987551349586,E,A,E,D,B,-10.932988823091657,-60.864056120088364,C,C,-261.65814178697235,1
Muslim,Non-Veteran,Married,M,E,-14.212471791779874,B,A,C,C,B,-35.77130554465756,-77.9542929505078,D,B,-290.28778480575454,0
Christian,Yes,Single,F,D,-288.4743054458179,B,B,A,E,C,-137.00270866643578,-1.7697769956258687,C,E,-49.25574274796437,0
None,Yes,Single,Other,B,-31.743987008150683,A,D,A,D,B,-56.355170670997,147.15138609203615,E,D,-76.68386080276836,1
Muslim,Non-Veteran,Widowed,Other,D,-51.51739603464105,D,A,D,E,E,135.15653696788394,52.81950944331656,D,D,-9.086898420754244,1
None,Veteran,Widowed,Female,E,52.44366303286358,E,E,C,B,D,42.527667701227024,221.97970842492376,E,C,-81.4365603315813,0
None,No,Divorced,F,D,-49.612262508004804,E,B,B,B,A,-51.45779192224368,34.57887961842889,B,D,-188.79372674325626,1
Hindu,No,Single,M,D,135.9066682881288,D,D,D,C,D,-42.33073019668729,-172.70520813059042,D,C,82.16038957494615,1
Buddhist,Yes,Divorced,M,E,-7.663881142576104,A,D,E,B,B,-112.61918651042755,69.38924937166249,E,D,177.69333622868763,1
None,No,Widowed,F,C,120.0646934701741,E,E,B,B,B,118.45844469276399,243.57544658945423,D,E,37.48790019295618,1
None,Yes,Widowed,Other,C,70.56514980667674,C,C,A,D,B,-72.50309847672398,-241.40382494705094,B,D,58.12249218927668,1
Other,Yes,Divorced,M,B,-151.3170899438969,A,B,A,C,C,-147.41256711676706,-152.628591338479,D,D,27.593481186535424,0
Muslim,No,Divorced,Other,D,-85.7234821152953,D,D,A,B,C,-17.869520389506267,-225.52343966009775,E,A,54.48462379978618,0
Jewish,Non-Veteran,Single,Female,A,-58.08085078921763,D,E,C,D,C,-96.36169606582317,199.37925192249259,B,E,-61.84817871536684,1
Christian,Yes,Divorced,Male,D,-65.5863875090105,B,A,A,D,C,175.95965104083652,-42.69619130035732,D,E,-18.60265216963972,0
Buddhist,Yes,Widowed,M,D,-107.42651287895941,B,D,A,D,A,179.80675514474035,-0.9684624309798354,C,D,-22.16940242759282,1
Jewish,Yes,Married,M,C,68.91703882668912,E,B,D,A,B,-63.86767714924172,14.704528218049912,E,B,158.736012676266,1
Other,Veteran,Divorced,Female,E,-150.05847151275907,B,A,E,C,C,-92.42153673322632,71.93843888614502,C,E,-111.98059603295805,1
Muslim,No,Married,F,A,-63.324470821410436,E,C,C,E,B,-44.69286612780273,29.632959236328944,D,C,36.33621905430285,1
Buddhist,No,Single,Female,B,-155.06757138009147,A,D,B,A,D,289.28939156496716,40.5768746729547,D,B,-114.31565062399554,0
None,Non-Veteran,Married,M,B,-139.47527329689723,B,E,E,A,E,-111.35979101802678,-144.2271893372096,A,C,-29.381264125942792,1
Jewish,Non-Veteran,Divorced,Other,D,25.904214029405807,A,C,B,A,A,-172.73885136529233,111.7203288426094,D,A,-11.387876726593603,0
None,Veteran,Divorced,Non-binary,B,-43.80095223670716,D,D,B,C,E,4.102819729597526,-99.19824762542656,C,D,-14.588328705872025,0
Christian,No,Married,Female,B,295.22766841163354,D,D,B,A,C,-9.099065303505936,-210.52907284228007,E,D,65.91342485227825,1
Jewish,Non-Veteran,Married,Other,C,-38.1341239544033,D,E,D,E,C,-85.50200360828235,132.15291295851316,A,C,-44.84813951485765,1
Christian,No,Widowed,Non-binary,E,9.316821253360667,B,E,B,A,B,15.823129340556399,-76.2333017375568,E,B,-78.06305517158523,1
Hindu,Veteran,Divorced,Male,E,110.01669979191178,B,E,E,D,A,175.76710866590784,42.33685623478814,B,B,137.99308624789415,1
None,Veteran,Widowed,Male,A,114.83904161926479,C,D,A,C,B,-170.66618783855935,-139.27544356392073,E,B,36.1886659514876,0
Christian,Non-Veteran,Single,Other,C,97.2501970855051,E,D,D,D,E,-25.2031371223531,96.10607102225315,B,B,-188.96729240126894,1
None,Yes,Widowed,M,A,-247.93792050479254,E,B,A,A,A,30.67862203557763,-151.33888462699326,D,A,-197.43856991561506,1
Other,Veteran,Married,Male,C,-37.554665410610376,B,A,C,C,C,62.24077069698185,110.51899961460323,D,A,-45.37949202641596,1
Christian,Yes,Single,M,C,33.75904727709064,D,B,C,D,A,-87.10743643056948,-113.26041556978872,D,C,-45.824900997634266,1
Jewish,Yes,Single,Other,B,-191.9707385107452,D,E,E,E,B,152.1695338643767,108.45472448852816,B,B,-3.5446232828882653,0
Hindu,Non-Veteran,Widowed,Non-binary,A,106.43265335343357,D,B,B,C,D,-79.65723546374926,1.7575666420863876,B,A,-153.2830604294794,1
Buddhist,Non-Veteran,Divorced,F,C,-34.705366611556286,B,B,C,C,B,225.01369265330763,8.678341600916188,A,B,173.97409107034915,0
Buddhist,No,Divorced,M,C,18.15228047894251,A,C,D,B,B,81.47808984243898,-76.02491056107097,C,C,88.39379206789798,0
Muslim,Veteran,Widowed,F,A,19.535154916563275,B,B,E,B,D,67.56956334638399,39.40666345156718,C,A,-51.07731717962556,0
Buddhist,Non-Veteran,Married,Female,C,-36.49799910945826,E,B,A,A,C,-82.94815266976661,-6.7936148946983215,E,B,-10.051233819425406,0
Buddhist,Non-Veteran,Married,F,E,19.967953567111365,C,A,D,B,E,97.83093278144354,7.782087739041765,D,C,-54.49649966723946,1
Buddhist,Veteran,Single,Female,C,38.939432240412195,E,A,A,D,B,141.3624521139322,-163.83856905820596,E,A,-136.23572410504033,0
None,No,Married,F,C,3.2748161909335707,C,C,B,A,A,115.69528038550007,44.31016805842085,A,A,97.14784128874648,0
Muslim,No,Single,Non-binary,C,39.7555379876061,A,A,D,A,A,-114.88038417673133,-142.71026175491102,C,E,-155.22504873414167,0
Christian,No,Single,F,A,-2.604746092251422,A,B,B,E,B,-53.431751469544686,-109.0550522605382,C,E,-12.026536485334237,1
Other,Yes,Married,Female,A,38.267794974739886,D,C,B,C,C,118.02666887142459,42.85826478807835,E,B,-152.85269134308757,0
Christian,Veteran,Married,M,B,85.59000995628607,A,A,D,E,B,-6.307353672829135,-106.63161759084704,C,E,7.053703802329621,0
Buddhist,Veteran,Divorced,Male,E,112.02761437325415,C,E,B,D,A,122.16782646952818,-56.189472524489034,D,B,-59.43836824523658,1
Christian,Non-Veteran,Widowed,F,C,-86.6660190111906,E,D,E,E,C,55.68044580876056,52.03441020092418,D,A,-90.04668182610402,1
None,Non-Veteran,Widowed,Male,C,-153.8926730612531,B,D,E,A,B,-15.330100000325816,-26.964004196675674,D,A,-36.30796237667218,1
Muslim,Non-Veteran,Widowed,Male,D,-13.483757815335116,B,E,D,A,B,206.16359825905883,-54.91195073082228,A,A,81.12961547304526,0
Hindu,Non-Veteran,Divorced,Other,E,0.7476007564522236,A,C,A,C,D,52.58644860857906,-77.166015650569,D,B,135.3229899039968,1
Buddhist,Veteran,Divorced,M,C,121.10371277975591,C,E,E,A,E,73.62653613460583,-228.4889569799515,B,C,238.00315836152294,1
Other,Yes,Widowed,M,E,-24.450304472239523,C,B,C,C,C,-64.06916335990834,-25.518030605156394,C,C,-191.37270515995885,1
None,Non-Veteran,Single,Non-binary,D,-40.9864164967893,E,D,E,E,C,-31.851196448510578,-102.3573563806935,E,E,-42.54913774962594,1
Christian,Non-Veteran,Widowed,Male,D,-39.728483988401244,C,C,A,A,A,-113.56217460585427,-121.71759387886712,D,E,21.186852857052184,0
Christian,No,Divorced,Male,C,-23.36658887862941,B,B,A,A,D,79.9928192751971,-13.47774459136014,A,C,-277.7669250966829,0
Other,No,Widowed,Female,C,-108.42705020001384,C,D,C,B,E,190.96165955972316,-32.2593698941224,B,A,77.22255283529506,0
Christian,Yes,Widowed,Female,A,-155.73674644671928,E,C,D,C,B,63.03829368402953,-68.43916813955458,B,E,-131.71403495691243,1
Christian,Yes,Widowed,Female,E,185.61038556029473,E,A,A,E,C,-16.439232457611368,-130.61795116727484,B,E,-151.18535541570722,0
Other,Veteran,Widowed,Male,C,-25.315437981324212,A,E,E,A,C,124.16159678660452,-126.9820813899494,B,D,-101.94776562618448,1
Other,No,Widowed,Non-binary,D,19.817330639985553,D,A,B,A,C,-19.609835311577847,35.54104549054049,C,A,-49.298260361440775,0
Hindu,Non-Veteran,Divorced,Non-binary,E,-155.33415194838247,E,D,B,A,C,-43.72448843930088,-42.357983528271724,C,D,58.33233170925903,0
Buddhist,No,Widowed,Non-binary,D,89.2410513456521,B,E,E,A,A,-93.96773700905344,-32.73337292613431,C,C,-47.54702689622307,0
Hindu,Non-Veteran,Divorced,Male,C,-60.56421243621008,C,C,A,E,C,-112.28869298046078,-1.8080659846788638,B,E,40.3777128380068,0
None,Veteran,Widowed,Male,A,111.66424907589199,E,C,D,C,B,-44.10348650254878,188.3021881457352,C,D,-33.787682718779436,0
Christian,Yes,Married,Non-binary,D,42.800035279509245,C,C,A,B,D,3.9804255882707404,-19.13883774782852,D,A,10.81436395572686,1
Muslim,Non-Veteran,Widowed,M,D,-58.13710058048098,B,C,B,A,B,-167.72056964946265,87.08529638359454,B,C,112.47966863891699,0
Christian,Veteran,Widowed,Other,E,66.07864020648695,B,A,A,C,E,8.591458471439482,108.95501815430339,A,D,-112.5210398974525,0
Buddhist,Non-Veteran,Divorced,Male,C,-126.27840807874635,D,C,B,B,E,1.0072942937378697,8.457188623544337,E,A,98.74421641543076,0
Muslim,No,Widowed,F,E,189.9772151431012,A,D,D,A,D,-113.44944656741673,-100.00240115686228,E,C,75.87139513645027,1
Muslim,Non-Veteran,Divorced,Other,C,-109.86239586990511,B,A,D,E,B,176.87687594440916,85.76385791301058,C,E,-12.68163387040022,1
Other,Yes,Widowed,M,A,54.689690876729756,E,A,C,E,A,60.68363050013383,32.2293792416322,A,D,154.1668437541601,0
Hindu,Non-Veteran,Married,Other,D,10.860910126740992,C,C,D,C,B,64.20889345740487,31.665933222440557,A,B,162.85860435666822,0
Jewish,Yes,Married,Other,D,-95.03285426664051,C,C,B,E,C,46.085702162189975,4.558266488815155,E,B,-46.530813156222926,0
Hindu,Veteran,Divorced,F,D,47.0487551729039,E,E,D,C,A,22.2449466118863,110.62331544913762,B,C,11.65963337762842,0
None,Yes,Divorced,Other,A,12.34883653634806,C,C,B,D,E,78.41936456577494,66.25994171461197,C,E,-138.16702194184907,1
Hindu,Non-Veteran,Widowed,F,B,-152.80027982615258,B,D,A,C,D,-50.082818991281606,-13.125082277814945,C,A,31.727585954719466,1
Buddhist,Yes,Married,Male,B,102.60288075125084,E,B,A,E,E,-91.45218448707942,-74.31462947634628,E,B,-144.82920890672656,1
Muslim,Yes,Widowed,Female,C,-21.82937222400285,C,D,D,C,E,45.571146987251154,191.44306685015167,C,B,-198.94809290910572,1
Christian,Non-Veteran,Widowed,M,E,254.32463144898523,A,D,D,C,E,-195.70230329455168,49.56884320472817,C,B,-160.76186750433357,1
Jewish,Veteran,Single,Other,E,49.76157831770392,E,D,D,C,D,-100.91230831277865,37.28596572016312,D,E,37.038371932398064,1
None,Yes,Widowed,F,B,110.89311749524171,A,C,A,A,D,-35.462510607006394,-82.45074463998306,B,B,-212.3247212262485,0
None,Non-Veteran,Single,M,B,65.73017922685186,C,D,E,D,A,-84.39089877604773,74.1174770177545,A,D,-66.67120099453967,1
Hindu,Non-Veteran,Widowed,Female,B,180.9892918163022,B,B,D,B,A,-162.61564288382274,121.51747193031355,A,B,15.175013454498398,1
Buddhist,Yes,Divorced,Other,A,-192.20656473786534,D,C,A,C,B,-90.77067395402204,-44.17275358941855,A,C,-50.21715969048316,0
Other,Yes,Single,Female,C,16.25211985134472,A,D,E,B,E,-21.046897379737484,100.98597743316111,A,C,-39.60721020839259,0
Hindu,Yes,Widowed,Female,A,-127.08861772508473,A,B,A,D,A,82.96272488371854,144.99628386430655,C,A,84.61681434045093,0
Hindu,No,Single,F,A,60.29620875703071,B,E,E,C,A,-52.16252387822858,-15.659607632618872,D,E,55.91492577665884,1
Jewish,Non-Veteran,Single,M,C,36.09903638705866,C,D,D,E,C,-67.35650799044393,23.200780434874403,D,B,-71.16060905207743,0
None,Yes,Widowed,M,C,-68.43915537268134,E,A,C,C,C,23.383753097143558,-16.944997506647056,A,E,28.280250783759005,0
Other,Veteran,Married,F,A,66.11799537097494,A,B,E,E,B,-171.41966489730774,-85.67134390454407,A,E,109.5696307338523,1
Other,Non-Veteran,Divorced,Non-binary,D,9.84407912716867,A,A,C,B,E,61.79773687991633,-225.2825690542664,C,C,23.31890253867843,0
Muslim,Non-Veteran,Married,Non-binary,D,32.41552116072102,B,B,A,D,A,34.284970041121035,-43.79414693708695,C,D,-124.75602817658454,1
Christian,No,Single,Non-binary,E,-64.2485022617883,C,C,E,C,A,25.829281203773142,71.63303959638912,B,E,33.02732014683297,1
Jewish,No,Single,Female,C,110.40430517226527,A,E,D,E,E,-59.180852783766284,39.80174854261778,B,C,-75.33021848800898,1
None,Veteran,Divorced,Male,E,-8.393173342398379,C,E,E,C,C,-288.62849802093945,-107.00372856429712,B,D,77.5566611679269,1
Jewish,Yes,Married,Female,B,176.571092338001,B,C,D,C,B,-21.527149240352887,195.02922240255847,C,E,119.01873310750008,1
Christian,Veteran,Married,Male,D,-24.64071445295942,E,E,B,B,D,-89.81251474515193,78.31318925047032,E,C,49.831911761416876,1
Christian,No,Single,F,A,-117.23640449271767,C,E,A,B,E,-157.56390633429106,-69.31849999099865,D,E,-15.700438718347348,1
Other,Yes,Married,F,C,-21.772992892198538,B,A,E,C,A,-83.89456274018511,-5.506090975773267,D,E,93.17069480953238,0
Hindu,Non-Veteran,Divorced,M,C,-72.64723506406628,E,E,D,C,E,-5.993608217455523,-40.3492928908626,C,D,131.8757599353897,0
None,Yes,Single,Male,A,30.475769724918116,D,B,C,B,C,-73.34601877859718,-123.48134276931953,D,A,52.2601730280034,1
None,Yes,Married,Female,A,-180.59381023130467,B,D,E,C,B,65.22800643057914,15.716950544245789,E,A,50.32790266494336,0
Jewish,No,Married,M,C,180.06527189344243,D,C,B,C,E,71.90497888762008,-45.69530891437162,A,C,16.303565895847598,0
Hindu,Non-Veteran,Widowed,Non-binary,A,84.71116549529071,B,E,A,E,B,-187.50332444807762,226.9345342088058,A,D,-130.6037983861276,1
Hindu,Veteran,Divorced,Other,A,196.54331915055963,E,C,A,E,A,-22.80818291607154,-23.169588887197794,B,B,-226.8393371200477,0
Jewish,Non-Veteran,Single,Female,A,163.2761051968784,E,B,C,A,E,154.17437718132865,125.31711402023018,D,B,-117.03737177171509,0
Christian,Non-Veteran,Single,F,A,-31.78453181323469,C,C,C,B,C,24.97907463474504,121.00758097985805,A,D,71.52052998017092,1
Buddhist,No,Widowed,Other,A,21.319567464690838,E,D,B,A,E,79.21806318723688,37.847956874862696,A,C,-161.4438989112258,0
None,No,Widowed,M,E,-213.54802629252734,C,B,B,C,D,105.86838973465984,0.7982560871238041,A,E,-51.036255500123694,1
Muslim,No,Widowed,M,C,81.50559808778962,A,C,C,A,E,129.43271467819702,-36.5097728776099,B,A,-103.77772272101076,1
Jewish,Yes,Married,M,C,-16.542444975529275,E,D,E,A,C,-135.64070215910294,13.289246426473907,B,E,-32.175885912769374,0
Buddhist,Non-Veteran,Single,M,B,-176.88193526754443,D,B,E,C,A,-141.55824713353445,-107.00820802373039,E,C,-55.35368271790468,1
Christian,Veteran,Divorced,F,E,69.88933911583419,C,A,D,C,C,46.98769362250983,-20.441608007333098,E,C,117.90387491692962,1
Muslim,Yes,Divorced,Male,A,-2.665569500350534,D,E,D,D,D,-118.61961024454402,46.053755873698314,A,A,-135.7527168558104,0
Muslim,Yes,Divorced,Other,A,-89.6877356657475,C,E,C,C,D,18.993810550778,-231.4915062528101,A,A,-157.57554293750064,1
Other,No,Widowed,Non-binary,A,42.256295455437915,D,D,E,C,A,31.600200378139533,43.32127768779361,D,A,75.26037993777479,1
