religion,Race,disabled,age_group,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target
Buddhist,Black,No,36-50,D,A,C,B,-1.5026068442511908,B,E,-22.68695094334994,-5.251662202411043,1
Hindu,Hispanic,None,18-25,E,E,C,A,45.989883035259815,A,D,-14.066057789017133,-362.1949567876761,0
Hindu,Hispanic,Yes,26-35,E,B,D,C,-176.94901379534588,A,D,175.7504870421343,134.16005205734922,0
None,Asian,Yes,65+,C,E,C,C,119.71375046916609,D,D,137.90252590878256,32.546999119904186,1
Jewish,African American,Physical,26-35,A,D,A,C,78.66385095257876,C,C,-28.137953577730947,-55.36797691927805,0
None,Black,None,26-35,B,A,A,A,27.011376429992517,B,D,42.44717278798133,151.53364031347635,1
Muslim,African American,Mental,51-65,E,A,C,E,-144.35003023733572,E,D,-169.37964834100953,74.91869944388074,0
None,White,Both,36-50,C,D,B,C,42.05115827202491,D,E,-13.797600877535881,103.93160320922956,0
Buddhist,Black,Physical,36-50,E,E,E,C,-104.55443232904793,D,C,38.419022386859055,14.138763209153387,0
Jewish,Black,No,18-25,E,C,E,A,49.47329842188044,D,A,34.49344417723566,-104.52813727644387,1
Buddhist,Black,Yes,18-25,E,C,B,E,127.14762757553832,E,D,-46.54617247649701,-57.67314721015989,0
None,White,No,51-65,C,D,A,C,125.23502658467443,E,B,8.100731468683293,-242.61481116061617,0
Christian,Hispanic,Physical,18-25,B,E,A,A,-108.47227033325429,D,D,79.00977379571667,-24.968808686057027,0
Other,Asian,Both,36-50,E,E,B,E,-71.0543231871401,D,C,7.327910533622351,130.285354109159,0
None,African American,Mental,26-35,B,A,E,C,-43.04880832628438,A,B,30.09938528635074,-227.05678544536104,1
Christian,African American,No,51-65,E,C,A,C,54.0372414103386,C,C,147.42932791879994,53.39850887505159,0
Hindu,African American,None,65+,C,E,E,C,-140.88326738397555,D,D,-108.46781008189875,120.8457961190867,1
Jewish,Hispanic,Yes,18-25,A,B,B,A,10.539394826517261,B,C,153.97772860992472,30.535182639119707,1
Christian,White,None,36-50,A,D,E,E,179.076894001362,D,D,97.31112171312736,70.09808115727792,0
Muslim,Asian,Physical,18-25,C,E,E,D,3.5137007232144644,E,B,120.98584400398751,-61.42635161490202,0
None,Hispanic,Mental,26-35,D,E,A,B,-26.130049776862446,A,A,40.618520454656185,-9.82979317210278,1
Christian,African American,Both,18-25,C,A,D,E,77.76719048151969,D,C,36.05706434934012,-19.269227035886622,1
Other,Black,Both,51-65,A,C,D,E,-77.20349991979877,A,C,50.433846171685936,227.51165354716613,0
Other,Other,Both,36-50,C,B,D,C,-64.19639657120112,B,B,-198.95269894703827,-44.058517287034746,0
Jewish,Black,Mental,18-25,A,B,B,A,-3.9205565711516814,B,D,-103.42164343862615,105.28890385416389,1
Buddhist,White,No,18-25,E,C,B,B,170.63844611372772,A,A,140.0559044428996,106.19746715444943,0
Muslim,Asian,Both,51-65,E,D,E,E,24.531411390147426,B,E,75.63190875909183,-0.9263513796167864,0
None,Black,Mental,51-65,E,E,D,D,-119.58090419072573,D,B,79.62871058475905,-5.871438596398358,1
Christian,African American,Physical,36-50,B,C,E,B,-80.49432004299013,D,E,22.08940924606608,4.308217466460059,1
Muslim,African American,No,51-65,D,A,B,E,-5.7685019208410235,C,C,-42.843359040497134,68.7102615279203,1
None,Asian,Yes,51-65,B,D,C,C,37.10558277882694,D,B,-119.27075056089669,-70.73883006664087,0
Muslim,White,Both,65+,E,D,A,C,-59.365757956842735,E,A,-166.83411106213865,-31.245684080069687,1
Muslim,Hispanic,None,18-25,A,A,C,A,-27.012177320317022,A,D,-13.011186397213326,-18.564607635567906,1
Buddhist,Hispanic,Mental,65+,A,B,E,E,-139.1629652885518,D,A,31.646526267345504,-50.88753834707025,0
Hindu,Asian,Physical,18-25,A,E,C,B,20.51258470224966,A,B,-99.56619755754944,-15.716015706408138,0
Muslim,Hispanic,No,36-50,A,D,D,D,-119.82673040751091,D,C,152.78334065895828,-128.18756756626019,1
Muslim,Other,Yes,65+,A,A,D,E,58.89613591280235,C,C,56.90636294419282,48.515005638555714,1
Christian,White,Both,51-65,D,D,A,E,34.12725957939308,B,C,-63.96360311220183,-0.9252922440595587,0
Other,Asian,Yes,65+,C,D,A,E,-4.635468550746299,B,D,-134.8560732601122,-35.28071476326871,1
Hindu,Hispanic,Yes,18-25,A,E,D,E,112.63517287813265,C,E,27.91139049483168,0.17797346394049507,1
None,Hispanic,Both,18-25,A,B,B,A,173.82705828470137,D,A,-62.342706816676916,-180.27771810165797,0
Other,White,None,65+,B,E,D,D,-4.613133767822295,A,C,-131.72477107673612,-123.42418809531522,0
Jewish,Other,No,65+,D,A,D,A,193.79863907974567,A,B,22.78075736334553,-134.25095450425212,1
Jewish,White,Mental,51-65,B,B,B,D,95.51081591784654,E,C,114.30131645608112,-66.68860263984328,1
Christian,Black,Yes,26-35,A,D,C,A,11.062035122838545,B,C,156.08144271935342,-51.14687608614938,1
Muslim,Asian,No,51-65,E,D,A,C,-100.9182402120051,B,A,-37.19695654650616,-17.246375587297894,0
Hindu,White,None,26-35,C,C,D,D,248.29977789015211,E,D,-96.24731833335952,-97.4691676653745,1
Hindu,Asian,Physical,51-65,D,E,A,C,281.18551245601816,C,C,-94.62540968186555,-158.9343766872695,1
Christian,Black,Both,36-50,B,C,C,B,-52.97644644659684,B,B,-153.7128939021888,194.55255504008716,1
Hindu,White,Mental,65+,E,D,A,B,120.67490526257201,C,D,-77.31245184881077,-20.564772547268678,1
Other,Asian,Physical,51-65,E,C,B,C,35.78407670538487,A,B,88.93009100398203,-100.69111136242479,0
Muslim,African American,Physical,36-50,D,A,A,E,43.10715871088434,A,D,228.3862131038271,-5.023718277723377,0
Jewish,African American,Both,26-35,C,D,C,B,73.57756388753586,A,D,-11.618930144015046,-122.37019958859831,1
Other,Asian,Physical,26-35,C,E,E,E,-100.0221982303683,B,A,-65.32751609617272,23.299290628233734,0
Muslim,Hispanic,None,65+,D,E,B,C,-101.64597151918657,A,D,-83.51682259178067,188.72082130590567,0
Jewish,Other,No,26-35,D,D,E,E,-112.44922317390906,D,A,70.18037781830782,-36.8811009587533,1
Other,Other,Physical,26-35,B,E,D,E,-33.556876072227986,E,B,46.295333191959706,104.4856343033486,0
Hindu,Black,Physical,26-35,E,D,A,E,50.80210350364733,B,C,-9.793067365884811,-22.32287192972989,0
Other,Black,Both,18-25,D,B,E,C,-10.13334736248939,A,B,-103.82219257286194,44.52074137558441,1
Christian,Asian,None,51-65,B,A,E,D,-44.56550557170921,D,B,9.855522488118119,-51.959202431757,1
None,Asian,Yes,36-50,A,A,A,D,110.3075767243824,C,D,-50.631884451639976,-27.060743138209347,1
Muslim,White,Physical,26-35,D,E,A,C,-94.0929530166174,D,D,29.04351012420604,-25.041530841388504,0
Other,Asian,Yes,36-50,A,D,A,E,205.92334580792286,A,B,-1.8083753241853506,178.98215511193328,0
Buddhist,African American,Physical,65+,C,B,E,C,-100.9417700172385,C,A,65.88744573924563,-95.51912698103615,1
Other,Black,Yes,18-25,C,C,E,B,36.40138144662008,B,E,183.32607811905487,12.703954235933205,1
Christian,White,No,51-65,B,D,B,B,-36.31986579514886,B,C,72.66165028525889,-45.104093128807186,1
Buddhist,Other,Physical,36-50,A,A,A,B,1.848984682251468,B,A,-159.5054327528655,-162.76624364263617,1
Hindu,African American,Yes,18-25,E,B,B,A,-118.65665234829189,B,A,82.41535704676919,19.30798825173956,0
Jewish,African American,Yes,26-35,B,D,C,D,-52.59829497432623,C,A,104.24015189377846,154.14462843755533,1
Buddhist,Hispanic,Yes,65+,B,E,D,C,-199.86622320716117,C,D,-212.2602075008837,-39.906964932579875,0
Other,Black,Both,18-25,E,D,E,A,-130.5464654524987,B,E,-58.829908621062685,-145.77600546394532,1
None,African American,No,51-65,A,A,D,E,21.18192975949067,C,B,154.98776261512592,-11.616536800789673,0
None,Other,None,65+,B,B,B,D,90.26696944443098,B,C,-30.7007943316917,37.2446636261505,1
None,White,Mental,26-35,D,C,A,D,140.06678197291393,E,E,27.534396188639555,26.54582990235348,0
Hindu,Hispanic,No,65+,C,E,D,A,-26.361565167342654,E,E,26.276642476683985,126.03369293447837,1
Christian,Black,None,65+,E,A,E,D,-54.99864303641534,C,E,77.15324001283581,97.00684423875852,1
Christian,Hispanic,Yes,18-25,D,A,C,C,-90.32936521167208,E,D,110.35852912476798,-56.1386037170307,1
Muslim,Other,Mental,26-35,A,E,E,E,29.165546803154886,B,D,140.6561423337123,-14.13038327417287,0
Buddhist,Hispanic,Physical,18-25,B,C,E,C,70.15554701078995,A,C,96.92495887790324,21.67665932565928,0
Christian,Asian,No,51-65,E,D,D,B,-139.50937127309356,A,D,-45.92508761599143,-10.860150307312136,1
Christian,Asian,No,51-65,A,D,B,E,77.68188327500005,E,B,69.49119611650025,6.030719720678211,0
Buddhist,Hispanic,Physical,36-50,E,C,B,E,5.315749727536137,E,E,-91.74532482252414,106.86878809903695,1
None,Other,No,65+,B,E,D,D,-57.29641464536651,E,E,10.598368604364687,-1.2549915979822697,0
Other,Black,Mental,51-65,B,B,E,D,-37.99679832403683,C,A,106.11691679729014,-136.05594374229304,0
Jewish,Other,Mental,51-65,E,E,B,B,85.03208361723047,A,D,126.01780069199097,38.25866939599695,0
Hindu,Black,No,51-65,E,A,C,C,-131.6954730677637,D,B,-84.67849198256769,10.359933091192365,0
None,African American,Mental,26-35,B,C,B,C,96.29828560222754,B,B,-92.36000931757961,-23.341147029467354,0
Jewish,African American,Yes,18-25,C,D,D,B,8.433094374687187,E,A,174.40143168755114,-8.776223377482696,0
Hindu,African American,Mental,26-35,C,B,E,B,50.20998179788294,D,B,86.70579487318658,-75.83786431421827,0
Jewish,African American,No,65+,B,D,B,B,-109.34761151404331,D,D,-148.73302566506842,-41.73485240361953,0
Christian,Black,Both,18-25,D,E,C,D,-1.5984147793012211,A,C,302.47658677061037,5.956305854207454,1
Other,Hispanic,Mental,65+,D,E,C,C,-66.64961362644448,C,C,-174.91875676909817,64.27011508460794,0
Muslim,White,No,18-25,D,A,C,B,-139.54905888679835,B,E,89.32414549262427,158.81964629888228,1
Buddhist,Black,Yes,36-50,A,D,A,B,124.62048352702782,E,D,-34.85183628793258,-33.58419725871482,1
Muslim,White,No,18-25,C,E,B,E,84.45082572022125,D,C,139.95121023063317,34.19760886245821,1
Christian,White,Mental,65+,B,C,C,B,-163.54610609041595,C,D,-6.362458669368479,-44.45049877026956,0
Buddhist,Asian,Physical,51-65,D,B,D,C,54.46682215365936,A,C,-54.76183970864091,24.861873672839373,0
Jewish,White,Physical,65+,D,C,C,C,-172.10664445895404,E,B,-35.35101732326644,104.81238086904689,1
Muslim,Black,None,65+,D,E,C,D,-2.3112664686932574,B,D,-107.05081406578923,-73.21905026389112,1
Christian,Asian,Physical,36-50,C,B,B,A,94.62988938509626,A,C,-5.680371981130943,72.65337244099305,0
None,Black,No,26-35,E,C,D,D,81.09735033986742,A,C,-43.25810994886895,-81.9507218519197,0
None,Asian,Yes,36-50,A,C,C,C,62.24352319637634,A,D,-56.94510413935651,-75.51795800895835,0
Christian,Hispanic,Both,51-65,C,E,A,B,-127.63016821464655,A,B,-241.9054070897065,-40.15056402986118,0
Other,White,Both,36-50,A,D,B,A,-87.2520053737228,A,D,91.6204758851873,22.83396906870441,1
Jewish,Other,Physical,36-50,B,E,C,A,4.883117486344977,E,A,46.14025932928765,-129.74323026568163,1
Jewish,African American,Mental,51-65,A,B,A,A,-46.51630550000659,A,D,-23.489185289512548,59.916668077266465,0
Muslim,Black,Physical,18-25,B,E,A,C,108.29460412391303,D,D,-81.3528872339645,278.9028313498992,0
Muslim,Asian,Both,65+,D,C,C,A,-158.07117417435325,C,A,22.276047130788935,72.06888459918524,0
Hindu,Asian,Yes,65+,B,C,A,A,104.99569032659441,A,C,-74.7808326659951,-30.911241164437342,1
Other,Hispanic,No,18-25,D,E,D,A,-103.60667990821241,A,C,-78.17164683391165,-11.983125878181992,1
Buddhist,African American,No,36-50,C,E,E,C,-117.0659761455034,E,B,-114.05979683573717,-126.9488606603382,0
Muslim,Other,Mental,51-65,C,E,E,E,21.590264250050893,D,A,66.10656202000973,43.20385762247861,0
None,Other,Both,26-35,D,D,D,B,-91.00430495244335,B,E,96.62640510351551,16.31576448801201,0
Hindu,African American,Mental,18-25,E,B,C,D,-56.392401291241256,A,E,78.39646383464064,-135.3436362348996,1
Buddhist,Other,None,18-25,D,E,D,C,-7.789407612231101,D,A,-71.74282705079223,108.48206326697107,1
Jewish,Hispanic,Physical,36-50,C,D,D,B,46.97807773983861,C,A,144.15723347030766,-27.38726023093898,1
Muslim,Hispanic,None,65+,A,A,B,B,122.02604225534917,C,B,-28.73570447430957,85.9505412628184,1
Jewish,African American,None,18-25,C,E,D,C,80.86804982640945,C,A,144.17608640187603,69.03681370372074,0
Jewish,White,Yes,36-50,A,B,C,C,-62.68030315636697,A,B,26.05008017846452,-80.93307110696706,0
Buddhist,Asian,None,65+,E,D,C,B,-53.27526375453731,D,C,20.580893544358762,-85.7391766985204,0
Buddhist,White,None,18-25,A,E,A,E,5.9871524437254,D,B,5.885811883220731,-15.177419072590661,1
Hindu,Black,Both,36-50,E,A,C,E,-12.695753687256298,E,A,-123.21654513767734,-76.6685716609847,0
Muslim,Black,No,65+,B,B,A,E,240.07916196208689,D,B,45.279531837318196,7.891728097779853,1
Buddhist,African American,Both,65+,E,E,C,C,9.388574816432273,E,B,90.34773295352136,34.30412781613123,1
Buddhist,African American,None,36-50,C,E,A,B,-85.3455291888264,A,E,116.98194728168599,-21.604353820352244,0
None,Other,Physical,36-50,E,B,A,E,119.39788132333251,B,C,106.68111188360581,222.5482111566562,0
Muslim,Other,Physical,26-35,A,C,A,C,115.15864543492,B,A,-33.08316058274813,-40.884515133101544,0
Other,Black,None,51-65,E,C,E,D,178.37744882009926,E,B,-114.81965259926066,-70.53076227111067,1
None,Asian,No,36-50,A,E,D,E,74.41617167391136,A,D,270.13159543644616,-95.07676554714986,0
Other,Asian,Both,26-35,D,D,A,B,-258.68954326139715,D,C,-100.81982682627661,-106.19594755894974,1
Buddhist,White,Both,51-65,A,C,D,B,-166.57095560512192,C,A,79.00428962565648,-109.64211213226527,0
None,Black,Mental,51-65,A,B,A,B,-31.5948709854334,B,E,55.02095352111201,-13.132597409065266,1
Other,African American,None,51-65,C,A,B,A,1.53549598711226,A,D,126.42594289036784,128.20244528063597,0
Buddhist,Asian,No,26-35,A,A,B,D,-109.31345030672368,E,D,32.20192658913171,-48.90276732018255,1
Jewish,Asian,Both,18-25,C,D,A,C,-72.01942887904134,A,B,-156.18642968002484,-59.485176242676495,0
Christian,White,No,65+,A,C,B,C,22.07568071025215,D,D,48.544000708056615,77.26761145625552,1
Jewish,African American,None,18-25,C,C,C,C,-49.713284975774684,A,C,151.81085373851596,183.8257841849818,0
Hindu,Hispanic,No,36-50,D,E,B,E,-49.10351612862688,A,E,139.4397483957553,149.84428962319652,0
Hindu,Hispanic,Physical,18-25,D,A,E,B,74.32849958664963,C,D,-93.13724583830653,-58.06855500565714,0
Buddhist,Hispanic,Both,65+,B,A,B,C,-174.52057567896787,E,A,-149.90054166913637,189.5253406531434,0
Hindu,African American,Physical,51-65,C,C,A,C,-95.37830222022824,A,D,62.87772632222776,102.37222739777229,1
Other,Hispanic,No,51-65,B,C,C,B,-135.09709403140735,D,D,54.495615758878834,158.91377211983288,1
Jewish,White,Mental,18-25,A,E,D,A,61.63311199956149,B,A,23.99316590644176,-103.3505805030299,0
Christian,Black,Mental,65+,E,D,A,A,-16.14509509954694,C,E,-130.43360493884006,-31.313862778811696,1
Other,Black,Yes,18-25,D,E,A,C,-61.535482207537044,B,C,18.01839848886502,-2.4766259974859564,1
Other,African American,Both,18-25,B,A,C,D,64.14461963339929,B,A,79.17797273686215,101.23255134847753,0
Hindu,Asian,Physical,65+,B,B,E,E,24.630442830153267,E,B,13.56684840012005,-61.93987413566185,0
Other,White,Physical,36-50,C,E,B,C,-156.02608281075555,E,E,128.35242701899068,184.1960465060351,0
Muslim,African American,No,51-65,C,B,C,E,25.73780282141278,A,E,12.03759123371195,49.998760879209705,0
Hindu,African American,None,18-25,C,C,D,B,-2.2761810720431157,C,D,-69.2721696119686,6.6598655268985425,0
None,Black,No,36-50,E,D,E,A,-23.46095013440382,C,E,14.94752086965054,140.21429751543343,1
Hindu,African American,Physical,51-65,B,C,B,B,-147.55969808946588,A,D,-9.398039859292519,127.9267012199767,0
Jewish,Other,Mental,36-50,E,E,A,C,73.33633306201163,D,B,-89.79393942468288,-23.250185544963706,0
None,Asian,Mental,18-25,B,B,A,B,-40.951589715453096,C,D,24.11267123241617,213.6982900989898,1
Other,Hispanic,None,26-35,B,C,C,A,-69.29157884684771,E,C,213.46209870523163,91.60480608722948,0
Christian,Asian,None,18-25,E,B,E,E,110.79427256808579,E,A,96.76487689146889,47.1185960442386,1
Muslim,African American,None,26-35,E,A,C,B,-107.74779504676768,D,E,-39.405233320268216,-58.91087398021618,1
Hindu,Hispanic,None,18-25,A,A,C,D,68.14171649264449,E,A,105.81786182168207,-59.167139589524396,0
None,African American,No,51-65,B,B,C,D,-23.532922277184326,C,A,-85.57970781178898,104.30349723997799,0
Other,White,Physical,65+,A,A,C,E,-60.29023354798397,E,B,-38.11642191547677,6.176067147486342,0
Other,White,Physical,65+,A,D,A,E,-164.8920030306654,D,D,162.35262108939244,-59.60768558643087,0
Buddhist,Black,None,26-35,E,C,E,E,-134.3751792363284,B,B,-61.09288963503444,82.31090519557853,1
Muslim,White,None,51-65,E,E,D,C,134.60438305755892,B,B,-135.69633692822785,-47.08605922409442,1
Jewish,Other,No,36-50,B,E,D,A,149.5641244206644,C,E,-101.97916630691451,69.72628500399759,0
Buddhist,Hispanic,Mental,36-50,D,E,B,D,181.56938000513978,D,D,132.23190219867428,31.2787949913666,0
None,Black,Both,65+,D,C,D,C,-72.30479813153775,B,E,103.51001533305431,-37.144329800650816,0
Other,White,Both,65+,D,C,A,E,20.089467883196328,D,C,102.98071617635449,-64.61220705440127,0
Buddhist,Black,Physical,18-25,E,C,A,E,164.70400573756632,C,D,-3.1633287061322237,-44.92654576232907,1
Jewish,Other,None,26-35,B,E,A,B,6.890902657634008,B,B,-51.03784068352791,21.17937367870401,1
Other,Black,Both,51-65,C,C,C,A,-75.21292209517074,A,D,69.64610506017347,12.829103847359272,1
Christian,Black,Mental,36-50,A,C,A,A,-100.7250571989221,E,E,117.37981070651678,-31.74866182744035,0
Buddhist,Other,Yes,51-65,A,A,A,C,146.09417336133774,A,A,180.36201573056977,-49.082766065945165,0
Christian,White,Yes,36-50,D,C,E,A,6.803448572444292,C,A,90.07459012808113,-14.105117688192587,1
Other,White,Physical,65+,A,A,B,B,92.06608315421214,C,E,45.14513502982442,-87.81604135267823,0
Hindu,African American,Yes,36-50,C,C,D,D,19.774091358888185,E,B,-50.63372900859293,176.25269370364168,0
Buddhist,White,Yes,51-65,D,E,E,B,-4.164829945553787,D,E,-47.94452492051069,14.97134222561477,0
Christian,Asian,Physical,51-65,D,E,E,C,105.68273905594458,D,E,-62.747159348331515,76.75704013258623,0
Other,Other,Physical,36-50,C,C,E,D,-89.67428989894366,D,A,79.92851570966026,62.82246922210807,1
Muslim,Other,Mental,18-25,A,D,E,D,1.6922007835220867,B,B,89.13051160655098,60.44715758735325,0
Other,White,Both,65+,A,B,A,E,-195.03281431205318,D,E,130.92935725297136,73.89996609574496,0
None,Black,Mental,51-65,D,B,B,C,158.7579065817631,C,C,-15.72767989729912,15.309860250009248,1
Other,African American,None,51-65,C,D,D,E,-30.34113766069952,D,C,79.6872858905299,105.04879760471428,0
None,Black,Both,18-25,E,B,C,D,-219.57213992255816,E,C,-115.26580923124878,-56.11272067334786,1
Christian,Other,Yes,26-35,A,D,A,A,-84.13272288907567,B,D,31.588889260867575,92.37815776724183,0
Buddhist,White,None,18-25,E,C,E,B,19.833544106793617,A,D,-59.40000350638249,268.92273461446644,1
Buddhist,African American,Physical,36-50,D,D,B,C,-91.5743087222106,B,D,-145.2240572928093,57.237677833801726,0
Other,Black,Yes,65+,A,D,A,E,-122.42566160570516,D,B,-131.58185696209918,-56.81329107860423,1
Other,African American,Both,18-25,E,C,C,B,-79.5202439423564,E,C,120.07050678540436,65.65952400624863,1
Christian,Black,None,26-35,D,E,B,B,154.49492833935784,E,C,0.5190027097314038,-260.09891271342445,0
Christian,Black,Yes,18-25,A,B,A,E,3.5501874150261523,B,E,-13.306988513439713,-164.8565588238879,1
Jewish,White,None,26-35,A,C,B,D,-85.5540755544197,E,B,-76.51259924991341,53.330621381934925,0
None,African American,Physical,65+,E,D,D,D,154.06350052318692,B,A,-5.565652684131667,-40.388348796710474,1
Other,Black,Physical,51-65,A,B,C,D,49.096135716541816,C,C,241.62437642293474,-56.702505658495326,0
Christian,Hispanic,No,36-50,B,B,D,B,35.77903930822495,D,D,-22.9882454734804,-55.01710730579183,0
Buddhist,African American,None,36-50,B,C,B,E,-98.754827818118,C,D,6.953582650322981,93.85206333478082,0
None,African American,Mental,26-35,B,A,A,E,-138.42837999652602,C,E,12.303928898240065,-49.280668596220906,0
None,Other,Yes,51-65,D,C,E,D,-63.425420570118206,E,C,-196.18718539261138,-58.02973058932734,1
Jewish,Asian,Physical,51-65,C,C,B,D,114.92015316568074,C,B,-52.35859630947021,140.2309886201707,1
None,Other,Both,51-65,C,B,E,B,37.98819332286841,D,A,107.32495763880591,77.50459006028501,1
Hindu,Asian,Yes,51-65,E,C,E,A,121.92370991994534,C,C,134.16674101971896,27.907260521915106,0
Buddhist,Hispanic,Yes,36-50,C,E,E,A,81.69718658861869,C,E,153.60634177618923,147.27656340856464,0
Jewish,Other,Physical,65+,D,B,B,A,64.15794776942346,A,A,83.61563838109588,25.134912053283127,1
Christian,Hispanic,Both,51-65,A,A,D,D,133.0607708090173,D,C,92.04799151534854,92.89275314008403,1
Other,Hispanic,None,26-35,A,E,E,C,51.217194784897046,C,B,-166.37894710083617,84.45008980601972,0
Hindu,African American,Mental,51-65,B,A,E,D,-40.509260678309154,A,D,17.31640292183296,62.597620410123724,1
Jewish,Other,No,51-65,C,E,D,C,6.066366932927971,E,B,208.05339221751464,-166.8202703341732,1
Other,Other,Mental,65+,D,A,E,E,45.37818000471543,B,D,32.85427528390721,-88.95082367162428,0
Hindu,Asian,None,51-65,D,C,C,D,217.5243974047462,B,D,54.43039520451924,-24.21578383671416,0
Other,Other,Both,36-50,B,A,D,D,-33.22311374484081,D,B,-42.5974593545782,160.2894645437705,1
Muslim,Hispanic,None,26-35,B,D,C,A,11.818404443039288,B,D,380.56251131168256,-55.372758520255495,1
Christian,Asian,None,51-65,C,D,D,E,-175.72488739191115,B,A,-144.9712113367318,32.446411849815235,1
Jewish,African American,None,65+,A,E,D,A,2.9597531337363683,A,B,41.37582251486954,-3.952045684413435,1
Christian,Other,No,18-25,C,D,C,B,7.319413256951339,C,C,55.11694520595739,-112.4257593316882,1
Hindu,White,None,51-65,C,D,D,A,-47.898617850493395,E,B,-74.68748131267151,-83.58849588135328,1
Hindu,African American,None,65+,D,D,D,B,64.10652328361556,C,E,-22.62166302400919,119.41926088560247,1
Hindu,African American,None,26-35,D,C,B,E,-120.47326028295468,C,A,-131.43343611173455,-158.38784813150323,0
None,Hispanic,Physical,51-65,A,D,C,E,100.49009207406377,D,A,86.88650344209323,6.274967084211863,1
None,White,Yes,18-25,B,B,B,D,-112.36053352059105,D,C,-130.9957764894628,49.52094249974553,1
Buddhist,White,No,65+,C,C,B,C,-89.54673019949433,E,E,-7.229194917452478,51.59626478682499,1
Other,African American,None,51-65,A,C,E,E,-30.775882129236237,B,C,-153.85587280468886,-136.3733770021234,1
Other,Other,No,51-65,B,D,C,B,26.819891980975726,B,D,-62.03202674055927,-104.08768956978176,0
None,Other,None,51-65,D,C,A,A,54.49061078836349,E,A,58.83597318040733,-91.41534619240478,0
Other,White,Mental,65+,C,C,E,E,88.98778874117158,E,D,71.37970171175981,-86.4853464293232,1
None,White,Yes,51-65,D,C,E,C,-32.994529907024415,C,D,44.558301885095716,-119.46616942478363,1
Hindu,Black,Mental,26-35,A,A,E,D,-120.68009326264699,B,A,-110.15255822430186,-5.138731273188548,1
Muslim,Black,Both,65+,C,A,D,C,50.36219423306778,C,E,5.212833863233504,-188.55271421028647,0
Buddhist,Black,No,18-25,E,C,E,D,5.4760800319342104,A,D,-16.577246059079627,-34.80615448673542,0
Hindu,Hispanic,Physical,18-25,C,D,C,C,7.7352311710327335,E,D,-53.131702556570424,-40.87065530110735,0
Hindu,Asian,Yes,51-65,C,A,B,C,150.62069087166518,E,D,106.43574095039033,63.730852357981775,1
Buddhist,Black,Physical,51-65,A,E,E,D,-129.928672463382,D,B,146.20676732729387,70.82611930200567,1
Christian,Asian,Physical,65+,E,B,D,D,-68.18337555531102,B,B,39.14143352568533,19.302593979419726,0
None,Asian,Mental,36-50,E,B,C,C,-24.347516349924003,C,C,-10.07853953204717,48.27511174180664,0
Buddhist,African American,None,51-65,E,C,E,C,-12.805581327829715,A,A,11.046803864642134,-51.89775297389828,0
None,Asian,Mental,36-50,B,C,E,B,-42.59000655947039,B,E,99.67361869476605,-0.3889645039913945,0
None,Hispanic,None,51-65,D,A,A,B,166.77756314578346,E,B,-33.208950282843745,81.50162748375973,1
Buddhist,African American,None,65+,C,B,A,B,104.38163341642573,A,A,150.44594210224764,31.97265506089868,1
Other,Black,Physical,36-50,E,A,A,B,26.946409153661975,C,A,-66.87616544417372,-12.880553197351313,1
Hindu,White,Mental,36-50,D,D,C,D,42.74866641264759,E,C,100.5688975614454,-192.8753587135725,1
Muslim,Black,Physical,36-50,B,C,A,B,98.07442879120448,A,B,17.220359980958253,58.32531372216655,1
Christian,African American,No,26-35,D,A,B,B,8.909836298739258,C,C,-167.6226337170629,65.26627840317035,1
Other,Other,Both,26-35,A,D,E,B,57.53161313015646,D,D,-236.31414522761656,-118.43836054380277,0
Buddhist,Black,Mental,26-35,C,D,A,A,31.04933828367516,C,A,195.13560628322938,173.7171309544896,1
Muslim,Asian,Yes,65+,C,E,E,C,76.27931559606698,A,D,-69.13497211740798,-144.71718645145023,0
Other,Black,None,18-25,B,E,D,B,32.104846413661456,E,A,-52.671804455418666,41.92640320875131,1
Christian,Other,None,51-65,D,D,B,C,-81.71035623254889,C,A,89.46821278943547,-56.44431039069986,0
Other,Black,Physical,36-50,A,E,D,A,-7.160837552513734,A,A,29.52483491760755,-5.291723131474075,1
Muslim,Hispanic,Yes,65+,A,D,D,E,-88.73641109997911,B,C,-88.90288107017957,-26.040609402427005,1
Buddhist,African American,Both,18-25,C,E,D,C,115.54344712095505,A,D,-14.72888995272579,-72.35774710151571,0
Hindu,African American,Mental,26-35,A,A,B,A,23.45163946602585,A,E,59.22308516133019,62.750902780692876,1
None,African American,Both,26-35,D,B,D,C,13.974155288091541,C,B,7.093203512960768,38.45582475038312,0
None,White,Both,36-50,D,E,C,C,-112.75012404557336,E,B,-173.11426796046646,4.004224357195183,1
Christian,Asian,Yes,26-35,C,E,D,E,98.80090053817145,E,B,-61.40063220891096,118.72748868569438,1
None,Hispanic,Physical,26-35,A,C,A,D,-27.206331601546974,A,C,-123.93792183703837,-117.84510372648079,1
Muslim,Other,None,26-35,C,A,A,A,-87.959466690805,B,A,119.85761425550017,-216.18216561684943,0
Muslim,Black,Yes,65+,C,D,B,A,-1.0773507480326552,C,D,-4.540175259971908,-95.5292342980066,0
Christian,Asian,No,65+,D,E,A,D,76.74472543349488,B,B,-100.90114132247167,158.70607458871663,1
None,African American,Mental,51-65,A,E,E,B,6.308321042094342,E,D,-16.138004940143837,-49.031682165565364,0
