AgeGroup,genero,veteran,AGE,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,target
51-65,Other,Yes,98,-123.71272810955969,11.86354147781034,-56.493969996882534,B,A,C,33.710873010269616,B,D,64.02543514173946,E,-45.47977346741736,E,37.3770643069496,-66.49303284818431,0
18-25,F,No,38,-75.5550418552639,-70.02561780567855,73.3767548483804,C,D,A,-51.5020923277641,A,B,4.9376076673383755,B,26.822076105439862,D,33.64626780223552,25.045910505426605,1
26-35,Other,Yes,79,45.81693137699163,80.56597401185476,71.80486288529258,E,A,B,-85.8385483623586,C,A,39.28644443300499,A,30.711508303320688,E,81.43244033230651,-33.79179864295994,0
36-50,F,No,78,135.34410251151948,-58.008871370293406,-223.0279414301406,D,B,E,-206.81124149570533,B,B,-12.070797298453755,E,-173.40496743103608,A,17.69489609235217,-71.67765023126006,0
26-35,Female,Veteran,61,-64.61965538581211,14.806980213637575,-58.6603260142707,E,B,C,244.73843629941294,B,E,-121.80003703058784,D,5.871752553297519,E,-88.65608498802014,-3.4768523108868554,1
26-35,Male,Yes,42,-7.335768211819355,-36.90351819690987,-10.004447077455014,B,A,D,-96.67571658101798,C,B,187.03437796372882,B,-138.50417537722376,E,-89.58269693958623,83.3122821264765,0
18-25,Other,Yes,33,73.67639423508787,122.99951234171304,106.07244941502722,E,C,A,2.7385323179498995,D,E,-56.147101516868425,D,-48.99490790150588,A,135.72754463396825,73.59246610786593,0
65+,F,Yes,94,55.637054148618645,-28.680061099418865,3.267960672205798,E,C,A,60.399080957811805,D,B,-9.20152915710999,A,-43.7544129394705,D,-8.5651014799985,-96.96510399161329,1
18-25,M,Veteran,50,-78.52122620744368,170.43111683495988,48.10342372928725,D,B,A,-141.72371858581513,C,C,-7.271337994039616,E,229.10738341692024,B,-22.07526995883661,161.4133851143373,0
26-35,F,Non-Veteran,84,-55.32344402413612,-77.1089272337149,-89.33732478598297,E,D,A,200.86560624802573,B,D,0.730201891449375,D,183.64667725151816,D,34.913669361229765,-95.4413053349538,1
65+,F,Veteran,90,29.76400915008818,-5.928133784506805,-49.437460825314936,D,E,B,64.4121268593887,D,E,-63.86976356970809,C,-17.89984291940813,B,-24.38849547044197,84.4116446408133,1
51-65,Non-binary,Veteran,65,101.15614752075803,168.70776663821243,122.09605148146994,A,C,B,-23.870600444787133,D,A,103.55085981104371,D,-39.301064862782056,B,-15.351186485822845,-118.41697093352226,1
65+,F,Non-Veteran,89,14.888234926768526,-216.95379794700918,88.30733456397688,C,C,B,-27.564965526170194,A,B,172.23467023288285,C,6.715070596974703,C,43.61494317972634,115.4239182462168,1
26-35,M,No,55,16.929968445155534,81.47399999681701,158.4817398658904,A,B,D,77.44427796897135,A,B,326.80999575874984,D,7.386591430487053,D,46.60885711174946,46.188588443648385,0
18-25,F,Yes,24,-2.3299837668699155,94.7236602115377,29.901671969061912,B,E,B,-41.40503918696523,C,B,-143.76517816351728,A,-4.8546879909206835,A,-21.059866998474668,-184.3763773345625,1
36-50,Male,Veteran,47,84.7423654360427,46.84769862535889,138.96689570572346,C,C,A,69.5969819069836,D,C,-48.157862126438125,D,-89.37106363902775,A,-49.26290976167247,47.06327949994782,1
51-65,Non-binary,Yes,31,29.491733243415393,-24.06477982982861,24.963984553400092,A,E,C,-116.6640739046367,B,C,7.541056876412922,D,36.86429698171398,D,276.89848450357425,-212.93692928508682,1
65+,Other,Veteran,26,-187.9353639194697,2.9079828521432263,-41.944283511028665,E,D,C,180.2601844893207,C,C,91.7921002379111,E,-3.1861228332952414,A,-126.49943163576185,40.57021754236717,0
51-65,Non-binary,Non-Veteran,67,-52.06604363930395,-58.22778937770637,-72.48910373295706,D,A,A,155.02466290002496,C,C,244.38548958302513,B,51.30115254739908,B,12.885091812471169,222.71560332929897,1
51-65,M,Yes,29,-2.7705354171900414,14.183951671361292,50.96689811799161,D,B,A,-73.99100041633689,C,E,2.519849057725036,A,-43.63346007343009,D,-6.064226638549537,37.78914579062013,0
51-65,Male,Veteran,37,-66.94950895900772,-118.4733721052422,-38.895149130197034,B,A,B,19.997363756625273,E,E,-167.9609805137805,C,75.67495202161477,C,85.23089584367716,-21.231884466484992,0
26-35,Female,Non-Veteran,44,-180.09401598669942,-33.70617623633692,-179.16985834816103,B,C,C,-143.50524080770745,C,D,-210.49841828685908,D,-193.98383369144233,B,28.994827315393117,-169.0139186141484,0
26-35,F,Non-Veteran,85,208.39491081955947,18.549534773397333,118.51157080534824,D,D,A,107.15685139169742,B,E,12.282734559745125,C,-68.75157074328402,A,61.20194105830322,-144.2038675163402,1
36-50,F,No,87,-64.25526681564472,-144.407368977485,211.28002032022772,C,D,C,72.63613670181715,A,E,-13.338412016924536,C,62.91542643111052,A,-37.62756294316611,6.594441949804013,1
26-35,Other,Non-Veteran,74,76.20078278511191,117.46456826882954,134.52829728276814,E,E,D,-237.96137713803245,C,E,-171.8348319211012,A,158.14630547251696,A,269.00121703613013,-76.67174354230849,0
65+,Female,No,72,161.73817836892908,-210.86485120286534,-95.44017921968174,E,E,E,-53.72985453972154,E,E,120.11970477714402,E,14.85287319024103,B,-2.2362388699929907,17.316782991482555,1
65+,F,No,64,6.048735392792383,97.6733253204807,-57.10300527810354,C,C,E,71.57022769102399,C,E,-122.30189422731905,B,96.39977617944783,E,-144.74017723831597,75.70506098890546,0
36-50,M,No,87,-66.0670569419631,-57.63649768733109,-68.78715567473064,B,B,E,-197.8281210003317,D,D,7.122768375617181,D,62.99452190837982,D,-32.1906109692234,16.169004137981755,0
26-35,M,No,59,-28.495733381782916,19.002274118724692,-16.90963202762905,A,D,B,17.359726190833307,B,B,-55.10877535955263,B,108.68856557627544,B,-170.80800140360896,-68.91571556155725,1
51-65,Other,Veteran,92,-44.90799701895725,-76.89557512247852,96.39499849877804,B,E,A,-79.9327209961279,D,D,-1.620534869510484,A,-52.957203998035276,D,196.02211041079698,80.41942691156946,1
65+,F,Yes,42,-265.7363075041492,-63.81300775749147,7.005983071529226,D,E,C,-4.368154092356957,E,E,-143.10797407285645,C,131.45927226465017,A,-41.60781731413273,-58.98171355689089,1
65+,M,Veteran,46,-99.61002709982493,129.0645497453791,91.35218391195761,C,C,A,-11.71984129065481,C,B,103.84001780170111,B,74.57470259044425,D,-141.0618621347018,13.838864210698674,0
26-35,F,No,79,23.09704975352854,11.08243345252197,124.58459732208115,B,E,E,73.32547115193721,E,D,37.394267746105854,A,-47.954386367664085,E,-110.40923937903426,13.447668521764145,1
18-25,Female,Veteran,28,24.102121978113644,-141.52013353233426,-6.828341051945021,E,B,A,-14.536072163108479,E,D,46.45089234200363,B,43.65848594658267,D,-58.52387194411172,148.44894030161586,1
26-35,Non-binary,No,50,-34.666141734929504,-181.49222806006318,-201.41860826380923,A,B,B,-136.75565786958163,B,A,-197.79724563576457,A,25.39073075686733,C,-61.87825057258861,-55.06542402903176,0
36-50,Non-binary,Veteran,27,-123.0207659643809,2.56219935640343,-206.94018340816137,A,A,D,13.40880132900354,A,A,52.81070548098494,D,-142.72797069931661,B,-7.624786712401312,-41.232256674580405,1
26-35,Non-binary,Yes,36,61.080743202544326,-51.82030831337768,-76.42074111535022,B,D,B,202.505182312673,A,A,65.53983122376142,D,97.47614091026331,A,-6.619883309466291,-0.25886120001245544,0
18-25,Male,Yes,79,-119.00982140172151,-82.66696062455316,-82.46554660686849,A,C,A,-148.10962042599556,B,C,-130.04729049600388,E,-42.54373336521178,B,41.27880011631681,-7.032322109024107,0
36-50,Female,No,98,-59.61887139056764,-33.58117260683836,-222.09517433311623,A,C,D,6.4577619854978865,C,D,38.99736800611904,A,47.64091452023768,A,54.59704846912001,-11.627496749900063,0
18-25,Other,No,79,12.092929589531018,-228.3650227796742,26.172168019635496,B,C,B,-45.492839063148956,D,E,2.8432680565334763,B,-67.18762827019698,A,295.0513715837292,-91.53355160240801,0
26-35,Non-binary,Yes,59,-74.30928070192195,90.00253415146972,-74.51282953154276,B,E,E,6.086180449219379,B,C,97.77130449773436,E,-32.93405070637119,A,135.85892966092376,-112.43874986089304,1
51-65,Other,No,87,-41.06536513846288,78.9415908076473,-119.89520735581247,A,A,A,-131.04981492665436,E,D,-74.47135534170846,D,18.7996256998517,A,59.9064892061547,74.72406535959374,0
65+,M,Veteran,19,96.34817787504376,-40.66420474870125,167.44612479863358,B,D,E,-17.011014419621812,B,B,-39.940720413655754,B,-86.99471155279164,E,72.31780902709131,4.876296934347941,1
26-35,F,Yes,64,-295.8297698535858,-5.60297514081606,62.98319930647982,C,C,A,-39.75626325962974,E,B,-25.735131372003927,B,-176.58311858048293,D,19.91721967426702,-41.05572286607449,0
18-25,F,Non-Veteran,52,-20.201480719428446,50.258210898553244,104.21911389510907,E,C,E,-122.32372489237117,C,C,47.892171092692486,D,104.62330614191224,C,6.135302935869602,301.7406396750838,0
26-35,M,Veteran,44,-218.9628138363993,-49.24019816715531,45.75906457828825,A,B,B,-222.9734366582722,E,E,141.44457947746346,E,-32.86989752451032,C,128.2572502642196,5.726332834218872,0
36-50,F,No,85,81.96176816912025,13.773874295566383,-142.74267110378855,D,C,B,121.96667279020434,A,E,19.033339391575996,A,147.94890791111956,D,-157.22439111194447,-108.56200984285358,1
51-65,M,Yes,93,241.19457474743044,137.43348690961557,-10.941716726277587,A,B,E,-163.91888930032673,A,A,-56.452980926858174,D,-18.748706607235867,D,100.53631886304468,-118.00505535814436,0
18-25,Male,Yes,94,15.513871225231076,-62.538229608482055,-35.55892345811984,A,D,A,-115.73955930102528,C,E,103.1348411171618,E,42.33017894769745,D,-82.05992858874349,-64.93013347532602,1
65+,Male,Non-Veteran,57,-6.613281467386295,11.086927439228742,-45.79672338239724,A,C,E,-183.94549970911,C,A,-32.46234590604858,A,1.72387850124937,A,-36.63656431781032,205.12486332732095,1
18-25,M,No,37,-53.73651219950957,-127.65746241148166,-92.58616689151124,D,D,D,-76.3341016493307,B,E,-14.955823018680825,C,-79.45832987769796,D,-146.97617497726833,156.46683495770125,1
65+,Other,No,94,95.908530300955,-89.80049465036043,110.71946450086519,A,B,E,-52.595536354078,B,A,27.99498579155941,C,215.03964022188438,D,22.198509692509287,-89.50599584144693,0
51-65,Female,No,72,54.52946982429575,113.96251264009203,-167.7070041498386,B,E,E,-62.31773477447858,E,B,-76.54643405974004,E,23.54036101561291,A,-30.269307320323136,68.25353625750493,1
18-25,Male,Veteran,71,78.05369135893527,-16.485505164087176,-118.16896738178409,D,E,E,179.727194395057,C,B,24.464133273617332,E,-32.66196502575631,B,105.45908984311849,99.67299175734856,1
18-25,Female,No,34,-56.54996443228285,53.05801819081497,-48.07820426784937,D,E,D,-74.63645708437282,D,B,63.9783266454931,D,-43.109714119409695,E,-11.41745526011421,9.632312745015296,1
26-35,Non-binary,Yes,80,-54.93597647702012,-211.4279196048722,-164.525178866119,D,A,A,126.58708046151783,A,B,77.24663924189738,C,97.97503668361338,A,-5.591979439556748,196.51885237805996,0
26-35,Non-binary,Non-Veteran,60,23.327167190724,-48.4459807283869,-73.5346269276818,D,D,A,-4.954791248212602,E,A,-95.08676985152452,C,24.427643850163612,C,111.87123313107921,167.917975037283,1
26-35,Non-binary,No,19,-112.80998266110409,-17.296480296581514,96.66505888739472,B,B,D,-92.9232786179861,B,E,-9.172964894293065,D,-15.121083189064707,D,-237.52131517574625,139.12036032040487,1
65+,Other,Non-Veteran,96,-55.0291910134917,-11.487322042464976,-31.170366029367997,D,B,E,-84.31777084681381,C,E,159.93549974637855,C,-259.5779275278482,C,6.282605062680764,-38.96604614434224,1
36-50,M,Non-Veteran,32,-10.395291213348525,159.07933528818555,-60.542528605221804,B,D,D,37.2800993526146,A,D,-180.75316559273205,A,-42.74382581930397,E,148.9647871969708,-21.42752912962101,0
65+,M,Yes,95,-70.97543223836772,25.172318118395182,-33.41818266645985,B,C,E,97.33528889549567,A,B,12.888402217487563,E,-72.09920873059079,A,-104.96625438200489,15.266152013734951,1
65+,F,Non-Veteran,84,-205.03513376806916,9.508181756442543,253.98768570388174,D,D,B,-262.97003844001733,E,B,54.366278223498824,E,-42.56032904194855,B,-67.78078270563897,-75.35481371800577,0
26-35,M,Non-Veteran,33,62.331230688219755,1.840453758220049,-181.27661750983683,B,C,B,-28.996139903341344,B,E,1.5209521965916144,A,70.62460105863235,D,61.85329587324123,-113.29264659790617,0
65+,Male,Yes,97,103.31647683536916,11.769554479808578,66.13416108617601,C,E,C,8.68971228422136,C,B,-49.26725541653938,D,-23.08998110765029,D,16.17692131375242,8.588666585961219,1
36-50,Other,Yes,52,89.20083492771596,61.46005488773828,-94.65799625934612,B,D,D,-8.661443374685689,E,E,-65.08397368099112,D,54.2534050951823,B,54.715318811710866,-29.990177273085493,1
36-50,Other,Veteran,37,78.76781570112988,-97.8360738814804,70.23183945021312,A,C,D,-89.35507966375324,E,D,8.832533264424976,E,-5.671712560219523,D,20.795379743134358,-11.944502237108555,0
51-65,F,Yes,57,-119.59367361580875,93.11218748893012,73.34050297560016,D,C,B,-142.3013205442446,D,C,-22.06343325300504,B,-26.679489512745917,E,26.854591325632605,90.77843342164931,0
65+,Female,Veteran,32,-119.30555348372722,23.654699852898695,44.58351545853997,B,A,A,26.979837586815158,C,D,4.5256045742247,A,-145.81195911563566,A,34.05104877250758,-149.5316583666577,1
65+,Male,No,18,50.950240492988655,97.17831362524572,210.33248401446895,A,B,D,103.02065520376442,D,D,-104.99442211200103,B,112.84550023268542,A,-22.98917344758494,19.93818343531986,0
51-65,Female,Veteran,78,83.35676368388675,-19.68072071168949,23.62531201780727,C,D,C,129.3666240568556,C,B,63.832576204998894,E,-10.924359793349584,A,-24.621403135689164,-143.73787238563662,1
18-25,Female,Veteran,31,-35.94268942870078,-24.743086190750326,59.22025406989978,E,D,D,63.020696639805905,D,E,36.495319021994774,C,73.9891345523883,D,22.83533599343997,124.75173251568899,1
26-35,Male,Veteran,71,56.11130154169803,-20.637112727305652,-5.877037507244495,E,E,C,-12.53135800886006,E,C,46.26591862036636,E,-12.73224593849836,A,6.222818347633985,97.60029863147476,0
26-35,M,Veteran,52,-109.24441908415861,52.99904503778,-0.6280896752880543,C,D,B,-15.03288937332228,C,A,-49.78637892294244,B,44.51536708821246,C,-115.91546818122916,69.7609355289172,0
36-50,Other,Non-Veteran,65,-15.568956226490036,-24.739423779705124,46.97799268624447,D,A,E,-152.35418539143933,B,C,-77.44219281047138,B,-23.565302343106993,B,-17.98725853134964,-96.8620296337155,1
18-25,Non-binary,No,63,140.82948432592127,74.95912539569589,109.91213938725541,A,E,A,-168.63202826495512,E,E,107.92013944849812,C,43.40812412138566,E,101.0102957237313,-36.75675470577694,1
65+,M,Yes,93,-14.677089892172251,-7.453785427710222,-149.86897886453758,B,D,A,118.72561198788716,E,B,38.196423613071666,A,117.80309212278472,D,52.17702061273846,-34.458129673511664,0
18-25,Male,Non-Veteran,44,-22.28423624195887,171.00780035847345,178.73003189990635,C,B,A,-18.102175601508716,D,A,14.679670315296084,E,189.8641098193039,D,-181.56621395191848,-7.08644549814917,1
18-25,F,Yes,47,-6.323920893698911,43.334304810604024,-131.54311324282358,A,C,D,57.06048693447098,B,B,15.657597283590757,B,170.53277624997813,B,0.8280623007447094,190.91494706296325,1
36-50,Male,Yes,45,83.2104515177884,49.50566134855113,-28.03073808340558,B,E,B,166.2644026399794,D,D,-94.72573560923136,D,-13.806253657845916,B,-204.1749092994097,59.847318059445875,0
65+,F,Non-Veteran,45,-13.413457481092939,-8.556526786286655,-67.93050339999134,C,D,A,-75.63336350111042,C,B,60.246510289090125,C,145.80838992601082,C,14.225020290330399,31.784271107486013,0
36-50,M,Veteran,43,-46.15397011473408,-171.3961460401556,-295.90564339717855,A,E,E,-78.04304596030848,E,A,246.05854914770836,C,-197.27159360652826,B,-34.92800749963048,-126.35783653959845,1
65+,Female,No,35,144.38761708643196,25.892876052201242,-45.806740406305764,E,B,E,72.17798616130048,D,A,-79.30428546493448,B,-28.291660325124834,E,-60.736506821492576,-77.6956804111021,1
36-50,F,No,56,22.06238431131563,-59.18121905025701,-36.12583970638024,C,A,D,34.547895253503384,D,E,8.17632612605893,B,-125.26322649384822,B,54.60017058915081,79.83960962186728,1
51-65,Female,Non-Veteran,29,89.87636810791906,-106.34135266182201,-29.815080552876616,B,C,E,-97.03531648818141,D,D,80.14546589892747,E,-165.7157297637009,D,-177.26108558210026,-68.17201742311701,1
18-25,Female,Non-Veteran,32,-9.477849067092313,83.91938891431668,-111.90017283981761,C,C,E,51.479193554596606,C,B,2.7167019879701155,A,110.79043679243486,E,111.47376661368837,-120.46404742597801,1
65+,Non-binary,Yes,75,169.9794906409281,-86.3625738006161,9.81966208679792,D,A,E,-56.07915959743443,B,B,121.13384080762917,E,-25.99459819542976,A,219.0673456810912,93.37923118779747,1
51-65,Male,No,80,5.215956585552774,60.85926218357892,-66.41871308094642,C,D,C,-124.32721738098978,C,A,141.72368608864588,C,-131.49514606726603,D,185.7702847341152,45.41396116617577,1
65+,Other,No,61,-11.612278186499674,-79.44348609444147,51.1112987192179,D,D,A,-56.12309545204886,C,E,-25.79697873758014,B,-64.36560529254288,E,4.154843262284618,-147.8488698485938,0
51-65,Non-binary,No,48,-46.04308294538269,56.226280356189584,112.78585275069698,B,E,C,101.05208300404918,A,B,-71.53410436068856,D,92.01211198183256,E,-209.8340118518525,71.59026962145984,1
18-25,Male,Non-Veteran,77,30.11445091516769,64.84318177793408,108.36568843175378,C,E,C,-100.43471199931764,C,D,56.994394014109574,A,86.61130920620099,C,32.52974308816526,-209.68206848604703,1
65+,M,Non-Veteran,28,-66.87262478469123,-82.3520405218259,37.9264711263402,A,D,B,-70.40443600549901,E,D,225.4050367367966,E,213.2438640593066,E,-69.55546227140536,66.37558838782456,1
51-65,Male,Non-Veteran,48,68.24593922894306,46.95736926332347,60.149576413816696,A,E,A,-6.488659022355714,C,D,107.5358390375734,C,-93.9580553834773,D,13.483925679453623,30.014321983564628,1
51-65,M,No,77,-207.91818497239794,98.89163603861236,-44.073980420119824,C,E,D,-129.1032155367717,E,A,-74.45158864762357,A,-131.85250272115,B,-136.88245758368856,-120.68966373212761,0
18-25,Non-binary,Non-Veteran,57,170.96011400417916,31.391082290869765,44.01244579315694,D,B,B,22.35052060651809,E,D,-14.54786681034581,C,-20.06283454240373,E,146.96036123213534,41.39358630291216,0
26-35,Non-binary,Yes,47,120.80933156456678,3.8106074895167987,32.97214989275181,C,A,B,54.540737829638275,A,D,67.76723347318969,B,-2.36646692379556,E,-25.4849966133494,-76.74924047429248,0
18-25,Male,Non-Veteran,73,-4.547798184153196,-27.494380063792473,33.228648974586015,D,E,E,163.16952140951787,D,D,-8.638956182298282,E,-154.74650824235442,D,-50.245355645472564,-64.45175729841284,0
18-25,Non-binary,No,38,79.07063848180343,-88.07862844002638,-25.194044510129963,C,D,D,-37.99281260100521,D,C,96.23514246838982,A,11.043863235234426,B,3.4396093759143986,-13.397986680063989,1
26-35,F,Veteran,27,-17.05946217304694,-26.85848959390421,41.82254542678601,B,B,B,31.578694146867285,D,D,-83.64780344401879,A,-86.34691198270139,D,-100.94227307440482,107.85168543508222,1
36-50,F,Non-Veteran,28,-0.5610510350563312,138.99744022624233,-49.09946421563331,B,A,D,43.2631288616378,B,E,-70.96233522841314,B,152.1163410408329,B,-97.11768677805476,76.23054438108244,1
26-35,M,Yes,31,-138.2866453115718,-39.0666957831631,124.05679448919156,C,D,D,-116.81858382305825,D,C,-106.36740703300856,B,-21.440606631383602,E,54.24222275859192,-63.01111614052177,1
26-35,Female,Non-Veteran,28,51.81328004887463,-165.7680716857507,1.203165514688712,D,C,B,-44.55836814167102,E,E,3.11129213432803,D,19.579724966344067,A,33.15902127589471,-161.95710828129043,1
18-25,M,Non-Veteran,43,26.643653862341328,67.75242110416735,88.6293461004134,D,E,D,-3.5692933239334015,C,D,44.682962379332466,D,-1.2745465784029641,C,216.30033626242061,57.5843596003077,1
26-35,F,Yes,62,-36.35286562812647,-109.76518955451546,-102.30850182209284,C,E,B,118.68208165954472,A,C,-30.18908431880561,E,-65.70695275321758,A,60.483285459743094,26.71110989364579,1
36-50,Male,Veteran,72,-65.71007374181403,21.84971736005986,45.28139997512468,C,B,C,-104.51564765039238,A,D,-153.22838438951356,C,35.342245969789836,A,-170.0674967081431,5.967494874710954,0
26-35,Female,Non-Veteran,37,49.34560714028206,34.26785754849938,11.845213041467193,C,A,E,237.41510929077307,B,A,-69.13520926372644,D,-20.945673218328892,B,-161.21282106489898,-24.839199697137442,0
36-50,M,Yes,69,-93.8463605953283,-20.610821014892863,67.83697526212578,A,B,B,93.53338442929369,E,D,55.55054248350555,B,3.682423584973961,C,76.37502958584804,-109.41324703815883,0
18-25,F,Veteran,18,50.482448207158406,-68.42365194219691,53.702498982789635,A,E,A,-8.214605352041945,B,C,-6.37194188145318,E,-78.52181260255729,D,-52.7138008745596,85.5582307457784,1
26-35,Male,No,42,-19.628227956544745,-115.15441718810762,-304.78994011156806,B,D,B,-24.78944556022867,B,E,-19.11516733247587,E,-70.59497858091422,A,53.46254250462618,-72.21249553142684,1
65+,M,Non-Veteran,78,1.4293194273246546,-19.248188985815716,-211.41815577448222,A,C,D,70.72266381226744,B,E,-26.975797312799106,C,31.098715000367395,D,-0.24026952760104942,5.601043482360753,1
65+,Male,No,65,-73.65102472495305,-78.11182382853464,-39.85187481331066,A,A,B,135.05425406806813,C,E,-74.24016932752052,C,62.71495057353047,B,14.073950527907208,-3.712537693220547,1
36-50,Non-binary,Yes,86,130.8401327639589,40.2134946411894,-23.70340003947436,A,E,E,11.957451524910363,C,B,-14.793770101800021,A,24.286703462919167,C,36.428799252637305,-100.47477281830159,1
36-50,M,Veteran,53,-24.69344065315188,-45.069534002532755,-278.63885867789503,D,A,E,104.9194087962402,C,D,-43.07683405944589,A,20.836928209054296,E,-302.5726432664084,248.6411971698629,1
51-65,Male,No,72,14.020868319243071,-46.84910910664804,48.84783340820879,A,E,D,-94.64789410060558,C,A,114.10099460502975,B,105.90053952290283,E,3.6130628365194193,17.47851174789132,1
51-65,Other,Non-Veteran,40,99.1800791860722,-55.591951960789686,-71.96928145230561,E,E,C,-167.37480428750416,C,E,73.00094503728886,B,52.75265880851262,D,106.15346402282672,-35.66937327518707,0
18-25,F,Yes,19,110.26356577947665,8.715300443146262,-8.800196258611695,C,C,C,-85.57744820095601,E,A,-74.8946663573797,A,-77.43983332753089,E,71.65783374374219,-132.33654946038922,0
36-50,F,Veteran,64,181.25503057658838,214.8155939112256,29.714892788870795,C,D,B,-17.4840508862713,E,A,71.77127245584899,B,202.581411618702,A,-44.03598077780698,-52.891067453912946,1
51-65,M,Non-Veteran,50,60.34348106818974,-57.1046240872744,57.89218732683318,B,E,E,-214.29246469223483,B,E,-66.36920609942813,C,22.272225850387393,E,-115.21121344444893,36.26622453877978,1
51-65,Non-binary,Yes,94,44.18984974524054,-18.423899595553088,7.4531263269473,B,E,C,101.80046394946277,C,C,-64.69674009563337,A,-89.20308273403373,D,71.9449465744753,107.63228207308823,0
65+,M,Yes,96,53.93246156821782,71.80142092339919,309.6354997414221,B,B,D,111.9333333260733,B,D,25.69690466323571,A,158.01340237813065,B,-199.08215868440223,90.32769688897423,0
65+,M,Yes,33,-17.062301142004348,-100.80463819130993,64.7674447387998,E,A,E,-33.81253491820657,C,D,32.35991027877894,A,-47.6927390610841,A,-58.14473816154132,21.1856871354518,1
65+,Non-binary,Yes,36,17.56526245105709,-176.73762516592012,18.419256274125985,A,D,A,-57.04593247550793,D,B,21.619849364095057,A,-6.823550777606398,E,85.8216992576848,56.27237287538813,1
26-35,Non-binary,Non-Veteran,55,37.972952357786866,-85.00175130633771,-52.447769210380066,B,E,B,-39.244418441695935,E,B,-74.3626287954042,A,-21.395602527480424,A,-35.61324476207863,134.54963333051379,1
36-50,M,Non-Veteran,52,-37.9450688693114,-35.58889027995408,-185.89776155428518,A,B,A,-11.95094961304413,B,D,-79.97943010765628,E,-52.882069824342246,D,-30.855269873759216,27.73747019108146,1
36-50,Other,Non-Veteran,79,-205.20393870644136,-77.58229443319765,-56.325271541520195,C,A,A,88.70345065721615,C,A,51.681537048586456,D,28.695023937919302,E,54.57194895197208,199.42812202763403,1
65+,Non-binary,Non-Veteran,72,-44.36149289843926,79.33749488079637,-118.64840008014579,C,A,E,37.12229363234322,C,C,29.398481493252433,E,106.89234935070986,E,-105.2155617476278,7.116122397498945,0
65+,Male,No,88,-62.13654444710649,-33.5994751537694,49.45887484962677,E,B,A,-58.42897805503105,A,E,3.6547238191540288,A,-91.79489669250988,B,-124.03581197096709,31.827769787565142,0
26-35,Non-binary,Non-Veteran,19,131.40258585737652,-12.8643842076078,20.32249951542493,E,A,C,64.731744770639,E,C,144.47127407530706,E,-44.88205953395619,D,76.92308741533417,57.65193557268744,1
36-50,F,No,71,-70.44554376580322,15.483119722810013,52.62066325617907,B,C,D,-2.052250438083964,E,D,46.81885967911051,E,-113.02816194921625,E,86.67665951273555,90.3555995369169,0
65+,Non-binary,Non-Veteran,28,-70.08744161598591,90.85697647654933,-69.86277971395947,A,B,E,-7.88790484524853,E,E,-73.3516791043631,B,-8.922917124213768,C,-0.7991595478049461,-58.05362839065086,1
51-65,Female,Yes,44,62.55965371284338,39.417183465104166,-29.524232707731223,A,D,B,155.0820334466325,E,C,-27.454960581915117,E,92.88684903743338,E,203.90631882226478,-174.42661674391323,0
65+,Other,Yes,53,-82.95923702000955,11.022147762349258,-51.83500196752192,A,E,C,-8.559970541683505,D,E,139.60509420838085,A,24.810438409059152,C,-73.20497860096053,-85.65823608548969,0
18-25,Female,Yes,42,-104.74442035392812,42.24237345507524,-35.380904192671345,A,B,E,0.9050727145008298,A,B,-131.4443977817267,D,69.76614401169601,D,-78.8679165027082,-190.17838768698982,0
36-50,M,Non-Veteran,96,-23.16560576824115,144.16250976545695,-29.67186754926514,B,A,A,-120.47497809685133,C,D,-102.15781043397645,A,-38.510565270630785,A,-71.65752854086823,-102.9378224086754,0
18-25,Other,Yes,23,11.01666483668186,106.53324925450838,-47.335312465472704,C,E,C,-17.40853932176116,B,C,-85.18944812743112,E,-20.865505628360978,E,-110.4125845102885,-46.47420043895269,1
18-25,Non-binary,Veteran,30,-71.08081924156541,-114.30510275746781,16.245332552546007,C,E,B,113.63079471582662,A,A,-4.5037932711055255,D,-90.9563928663076,A,30.236113383627888,95.0025070183717,0
51-65,Female,Yes,45,105.13082842263744,63.453228708633915,155.7189100248114,A,C,C,36.08467417121987,D,D,13.701142086792558,B,83.56264615770428,A,101.83595456137027,-69.2485313498355,1
51-65,Non-binary,No,39,-30.409440356195077,-81.28681246681333,-195.64417004398135,D,C,E,162.05172173336572,B,A,-56.84288164929925,B,39.01162531438348,C,-57.33502810923476,-158.2974502714072,1
65+,Other,No,58,15.309762556037265,33.01122003736352,-174.357549954999,E,C,C,47.48754043036769,A,E,3.3517111442465435,C,-45.67840538889028,D,156.2025940819306,-3.362040946322408,0
18-25,Male,No,72,33.10997256396782,-93.74018642930933,37.954129929396025,C,B,D,-74.65696456376587,E,A,-99.80531810572194,D,74.35394432008539,D,53.89721513588529,103.00076708251433,1
18-25,Male,Veteran,80,2.7397223747955715,96.69812799506228,147.306739718111,E,A,D,-117.28679377444888,E,D,61.529240196823466,B,-114.60555099737817,A,-66.15476143031093,-95.07331136517621,1
18-25,F,Veteran,41,2.3718207368884765,-42.16413956685867,-12.554310927142842,B,B,C,41.40566194460474,B,B,58.39409354818406,C,-23.954614670111752,E,103.99636533581416,86.5463578817495,1
26-35,Other,Yes,27,-162.07984742782918,133.39090845599785,-30.175352305903846,E,A,E,50.36815350334676,A,E,59.03861024949917,D,-296.51471434669924,A,32.479434255901026,-37.19496281779862,1
