sexual_orientation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
Heterosexual,A,-37.50040663647243,E,-122.87091233419507,A,E,0
Heterosexual,D,63.21745610169628,C,113.21194153404497,E,A,0
Homosexual,D,144.7836781440068,A,44.823940522856994,B,A,1
Heterosexual,E,150.38665437260178,C,-80.49283249004469,C,E,1
Other,A,12.270126417574433,B,94.09119724408735,A,A,0
Other,A,161.94691259787376,C,-29.386054430218987,B,A,0
Bisexual,D,49.80781419056648,A,-5.627611295071596,D,D,1
Homosexual,A,-128.8187241957873,B,-219.28455434132525,B,E,1
Other,E,5.7230522991266195,D,-76.6357549008413,D,A,0
Bisexual,E,-46.19542399725672,A,17.523054072400644,D,E,0
Other,E,88.39497737994778,E,-5.403089206475905,C,D,0
Other,D,-82.21778056962688,D,-46.019757763379744,C,B,1
Other,D,111.93959460326232,A,-45.725842301822176,E,E,1
Homosexual,A,2.3405424985332917,B,51.917261402835734,A,E,1
Heterosexual,C,-193.77050432957287,E,-120.93482598715946,D,D,0
Homosexual,E,-13.506771297290818,D,26.84517668598684,A,A,0
Other,A,148.52009252547768,E,212.05721771498895,E,E,0
Bisexual,A,87.68831040720522,C,139.01496599902396,A,D,0
Heterosexual,C,-216.81566450522948,C,-61.150542969960654,B,B,0
Bisexual,E,10.33364413765428,A,81.85630283956542,A,A,0
Other,E,92.87848938955813,D,29.313951095090168,A,D,1
Homosexual,D,-79.69262551945384,A,-101.52975675091704,C,D,0
Other,E,-42.40949277697843,D,149.44683472221982,E,C,1
Other,D,-33.17107822004527,C,-2.279281176917601,C,D,1
Bisexual,B,76.67869249423387,B,-93.1370130235419,E,A,1
Homosexual,A,-13.18584898761489,C,126.03249590682113,C,B,0
Homosexual,E,23.86156766464285,A,44.58056155128631,C,A,1
Heterosexual,C,-354.56033803470245,E,-138.24433223687274,B,C,1
Other,D,-196.17612616605544,B,-75.81097586679306,C,A,0
Bisexual,A,-240.42995099873693,A,-42.59875931770243,D,C,0
Heterosexual,D,48.48535158425693,D,-2.5866504791646174,A,C,0
Bisexual,C,-48.38472544526356,A,-97.73789489740545,D,C,0
Other,C,-32.39397648492965,E,-226.9775307614153,D,D,0
Heterosexual,C,-110.48111269902536,B,164.9516711508739,C,E,1
Heterosexual,D,114.06571640302874,D,6.8931418835366784,A,C,1
Other,C,82.56816415554896,E,-13.406216624880548,A,B,1
Other,C,-101.46399576646634,C,-9.484698190601797,B,B,1
Homosexual,B,-85.07405637092569,A,-17.459186830133085,A,A,0
Heterosexual,B,163.7535279142277,B,32.94902587114185,B,A,0
Heterosexual,E,27.66219980605952,D,-22.1918478518219,E,B,0
Bisexual,B,-150.98394359465544,E,-48.96162608255728,E,B,0
Bisexual,C,50.54325470556723,B,123.09769972439051,A,B,1
Other,E,-33.62499715267076,A,-14.166204928982303,C,D,0
Heterosexual,C,-84.16554365097818,C,-73.55335335516797,D,A,0
Other,B,-12.739399392625439,E,-55.79111316954858,E,B,1
Homosexual,B,24.479855379478778,A,-47.18456196398797,C,B,0
Bisexual,B,115.05496984120394,C,223.89043691852729,B,D,1
Heterosexual,A,-126.76215345343329,E,44.659654751475685,C,E,0
Homosexual,B,60.00791567182004,D,22.774288963190266,B,C,0
Heterosexual,B,73.37950523720058,E,-72.39727564074393,B,E,0
Homosexual,E,-96.9888744836264,E,148.55207837897822,A,E,0
Bisexual,C,9.25100261361957,E,-165.75217514565904,D,C,1
Homosexual,E,159.84722102618016,B,16.882272159171798,B,E,0
Homosexual,A,-67.34579930794297,E,-125.48333988205785,C,B,0
Bisexual,E,54.315079548301185,A,-154.39950495247055,A,A,1
Other,D,28.528780570159483,E,97.74921442986077,A,D,1
Heterosexual,A,75.40680606351047,E,59.39296870160631,D,D,1
Heterosexual,D,-125.63831928301727,C,65.55857237145054,A,D,0
Bisexual,E,-10.365331162232035,A,3.26251049971325,D,A,0
Bisexual,B,210.13790470811622,A,-202.12230029339185,B,E,0
Homosexual,C,57.88181862376904,D,-29.791045593460247,E,D,1
Bisexual,B,30.602902681685336,C,97.06269891548206,B,D,0
Other,D,-163.8567414974003,A,-145.24745353059086,D,D,1
Homosexual,D,113.56651203439037,C,14.89131049390979,B,A,0
Homosexual,A,154.53003470327,B,-6.838342616829807,E,D,0
Homosexual,B,-55.1877155995324,C,125.64946647387616,D,D,1
Other,A,79.40210432669433,A,-104.47195376161037,B,D,0
Heterosexual,D,99.30824672007648,C,28.290430290272973,A,A,0
Heterosexual,E,-43.57162079813565,A,-16.860668215462976,E,B,1
Bisexual,C,94.99957449153152,B,-90.8537727900412,B,E,1
Homosexual,B,12.650553190147681,A,-56.99891888183042,D,B,1
Homosexual,C,-15.788577087247607,C,-47.680971825100784,A,D,0
Heterosexual,A,-121.99087471445398,A,-33.540726379427745,E,A,0
Homosexual,A,209.2067169008128,B,-105.0395498055777,A,C,1
Other,A,99.06802050901618,C,-15.670382543424259,C,C,1
Heterosexual,D,-152.1274224614799,D,-34.75693559129671,E,B,0
Other,C,149.24881604064936,E,-42.80840720644063,C,C,1
Bisexual,A,37.188234215391596,A,-33.747390870732715,C,D,1
Homosexual,D,-117.71066105917866,C,-130.98438932535726,E,B,0
Bisexual,A,72.79302917944447,D,63.904268686853406,A,A,1
Other,E,-60.24921154830511,C,-82.51043769246299,D,C,1
Other,C,168.96763360235207,A,-80.5577156522762,D,E,1
Bisexual,E,91.93273114313162,E,-0.4562023146251179,E,A,0
Other,A,142.39575508476548,B,-15.87237209279314,A,E,0
Heterosexual,C,-13.931863441345541,C,46.30457544172134,E,A,1
Heterosexual,C,-51.11147323974985,E,-165.3248425735969,D,C,1
Bisexual,D,-92.69679319200401,A,55.43328039005119,D,C,1
Other,E,-53.49349964521175,A,-172.69325645584755,B,A,0
Heterosexual,D,59.017693500953946,B,108.94393758182268,B,B,0
Bisexual,D,-7.1722422012386975,E,-61.03297281486167,B,C,1
Homosexual,E,-12.19034953378041,D,-72.07498879966865,B,C,1
Heterosexual,C,-43.112610327790044,B,-34.44194139992514,C,D,1
Bisexual,C,-174.03465484200206,B,5.636220336365434,E,E,1
Other,D,-47.2293432902117,B,-133.1070816160147,E,A,1
Heterosexual,B,81.53198618722233,D,95.22517760345849,B,B,1
Homosexual,D,65.93840774163777,A,-125.93599804616329,C,A,0
Homosexual,A,112.30625379696147,A,-80.0259324910422,C,C,1
Homosexual,B,-38.243181441677244,D,102.08731598558086,C,C,0
Homosexual,E,97.1329245679175,E,24.06574947105572,D,B,0
Bisexual,E,153.81966238757767,C,-33.91526985187404,E,B,0
Other,E,10.847862513843493,A,29.008510242816776,E,D,1
Homosexual,D,-151.7860740031702,D,102.75701274078699,A,B,1
Heterosexual,A,43.884807141088714,D,-82.61033131843305,E,D,1
Heterosexual,A,14.14699448875102,D,180.9927587177102,B,C,1
Heterosexual,C,80.76240348179205,E,-55.76845998352161,E,D,1
Bisexual,E,31.689319184644933,D,-8.306249119599524,A,A,0
Bisexual,A,81.45896935609656,A,114.32010433931528,B,E,0
Bisexual,C,39.583293402145486,A,-6.319318294415225,C,C,1
Homosexual,B,-49.57237416215558,E,111.62889826372893,B,C,0
Heterosexual,C,-39.41619302411624,A,167.49633037158816,C,D,0
Homosexual,C,-26.5216189047092,C,18.60135141886871,A,D,0
Other,C,-27.38587680366097,C,10.103620947541646,C,D,0
Bisexual,E,-24.827837057799794,D,135.83559192279654,E,B,1
Heterosexual,C,-18.13761091504435,A,-33.564494472386095,A,D,0
Bisexual,B,-211.5187462398515,B,72.95640572070288,A,D,0
Bisexual,E,-156.47887330784133,E,-149.35445558026302,D,B,0
Other,D,-84.19237535782756,E,-142.56489060932586,E,B,1
Other,A,-36.50562212240657,E,202.1836939063841,D,C,0
Bisexual,C,82.20646342539143,B,-122.84138624286027,C,D,0
Other,E,156.72152427775964,A,-44.976162201124424,C,D,1
Homosexual,A,-96.79607129002788,A,11.023088167177727,D,B,1
Other,C,143.88477819151885,B,-139.43348764151176,D,D,0
Other,B,-31.876469792102608,E,-50.189807607980875,A,C,1
Homosexual,E,-0.6978406488880466,B,-71.5427631177826,D,D,0
Heterosexual,D,-110.36731609457615,A,4.739492142322174,A,C,1
Other,E,-39.039691626858755,B,64.49947821876792,D,B,1
Heterosexual,E,-161.22462254929766,A,16.37141574701094,C,C,0
Other,B,27.178239796864418,C,-20.19363350806199,E,A,0
Other,B,-45.48959099577649,D,-101.4535187862454,D,B,0
Heterosexual,E,-53.34125001803257,B,-33.7259027923965,D,D,1
Other,E,172.88194647692143,D,-4.220845011406721,E,E,1
Homosexual,D,-114.52228417868157,A,-54.133575504818765,E,B,0
Homosexual,B,-30.37555401298674,E,-28.812805284225192,E,B,0
Homosexual,D,185.6083992066609,B,-73.00905199118517,B,C,1
Other,D,-173.9038377790218,A,-28.357834013282783,B,D,1
Homosexual,A,-16.17575399774487,C,-77.72646490215945,D,D,0
Heterosexual,C,14.240098646399774,A,92.70543723294257,A,B,0
Homosexual,C,75.39740765104071,A,-73.33911249216305,B,D,0
Bisexual,B,-51.02506032879487,C,24.572152420979698,B,C,0
Heterosexual,A,109.48104999364399,A,-63.87927005479788,B,A,0
Homosexual,C,-4.080073900660452,B,22.49692065391059,B,B,1
Heterosexual,C,-11.291442920906034,B,-170.79626014456093,B,B,1
Heterosexual,B,-158.99819851782078,A,-91.28758541936261,D,C,1
Other,D,-38.799477131735905,A,-125.91640428653885,B,E,0
Other,A,-22.36384518112853,B,18.216500365695023,E,C,1
Heterosexual,C,-162.6707772829407,B,-86.13098764193523,A,C,0
Other,A,-10.36854910041066,E,-39.55820717100021,C,D,1
Other,E,-53.81725201857846,B,-39.90422471228836,E,D,1
Bisexual,E,-21.786317637862833,E,-69.4944103407095,D,A,1
Heterosexual,E,21.93726108204889,C,-93.09837086279268,D,C,0
Other,E,-31.270886232229948,C,-60.156334576513494,E,D,1
Heterosexual,E,-42.76594646121405,D,67.80203399315205,A,D,0
Homosexual,C,-73.6281422399972,D,16.912398885233788,E,A,0
Other,E,57.28851561117867,C,-7.846052051360027,C,C,0
Homosexual,E,71.28107221123969,E,-84.32101113819489,C,B,0
Homosexual,D,-119.40737905515586,D,84.88203238824212,E,D,1
Bisexual,C,41.437149075405664,A,-29.05106240728697,D,C,0
Other,D,-79.82266650588045,A,-58.495799669204054,D,D,0
Bisexual,D,22.750211891821763,C,-60.690519259039675,E,B,0
Other,E,-78.08888881508891,B,-125.70693629494194,B,B,1
Bisexual,E,51.27834814847939,D,-90.66501475306794,B,B,1
Other,D,91.41242955219559,E,-205.03024432001214,A,D,1
Homosexual,E,-1.3079207491590406,D,-77.5038274139869,C,A,0
Homosexual,D,-60.257268126690114,E,-59.32297732460058,A,D,1
Homosexual,C,-46.87089029367905,A,-4.3995879968238025,D,D,1
Heterosexual,D,-14.31867189857603,D,-96.74347914759761,C,A,0
Other,D,88.16264506929235,A,132.3763996091832,A,B,1
Heterosexual,A,76.91791113596366,A,93.9057135584952,A,E,1
Other,E,-61.630553167855275,E,4.160428133082508,A,D,0
Bisexual,D,136.8850894504395,E,-10.649955574565068,D,D,1
Other,E,-48.969926420528914,D,-108.5972799251758,D,D,1
Homosexual,E,24.45754826736496,D,-109.25095428824439,A,B,1
Bisexual,D,-92.7199249722307,B,-30.097393029706815,C,C,0
Bisexual,B,30.432780711411407,B,41.88083749936414,E,C,1
Heterosexual,D,-122.26763114607803,E,-181.9038650461767,E,B,1
Other,B,28.94474595121137,B,33.25517228997882,D,A,1
Homosexual,A,3.8337060324569303,A,53.78385652585387,A,E,0
Homosexual,B,-74.86708294724473,E,63.39046314680361,C,B,1
Heterosexual,A,-115.2705220421324,E,12.11097620468764,A,A,0
Bisexual,E,-155.24156894768976,D,128.50412127636685,B,C,0
Homosexual,E,-23.23493902692297,D,78.49210104722586,D,D,0
Homosexual,C,84.26598447709242,A,56.05053814340519,D,E,1
Homosexual,A,119.12314404223707,B,70.4695400323377,C,A,0
Heterosexual,D,52.827591660854814,B,-202.73215542676448,B,B,0
Other,A,-7.191271441274876,B,-26.322363299333883,A,C,1
Other,C,204.74712634558222,C,-3.222756292995843,C,D,0
Heterosexual,A,-144.67482464400106,C,-37.618297846610034,D,C,1
Heterosexual,A,-13.449141327487169,B,9.86725834626995,C,C,0
Other,B,-53.63549779717118,D,-56.99505998493518,D,C,1
Other,B,-108.2547066518289,D,-61.14022425190046,D,C,1
Other,D,145.26987248018014,B,-78.00644094162959,C,B,0
Other,B,11.813263809728044,D,-133.55096956086334,A,E,0
Heterosexual,C,97.31472207287804,D,-26.701296875553453,E,A,1
Heterosexual,C,34.661769497981574,B,59.024310540101546,E,E,1
Homosexual,A,-110.79867940756472,A,120.5044049478672,C,C,0
Heterosexual,E,-60.024781228447225,C,-187.11819860626755,D,B,0
Heterosexual,A,172.40655580047581,C,-186.61446349969574,B,C,0
Homosexual,D,144.07398155259074,A,78.21248017085408,A,E,1
Bisexual,C,158.703688139013,B,-140.6023772372887,E,D,1
Bisexual,B,-137.92021165977545,D,77.53363882914465,B,C,0
Bisexual,C,-95.49026473341172,B,-29.07401418574115,A,C,1
Bisexual,C,-58.833408070607106,C,12.418264163505786,B,A,1
Heterosexual,B,105.04085817078447,D,-2.211992949690791,A,A,1
Bisexual,A,-85.58233331808208,D,45.652421047402484,E,A,0
Bisexual,E,68.61947737939154,A,-101.44843533209473,C,C,1
Heterosexual,B,82.08050292862356,B,95.70089712016426,A,E,1
Bisexual,B,76.9345290778646,D,112.60706878580844,E,C,0
Bisexual,B,102.74465622830544,B,-16.192595103288944,B,D,1
Homosexual,E,48.815848270958504,E,-152.2607409161555,A,A,1
Homosexual,E,128.0719977427631,E,-2.6059816052326426,B,E,0
Heterosexual,B,-9.353376189635288,E,77.06854396126135,D,D,0
Homosexual,A,-37.4966431789242,B,59.81905748800842,D,C,1
Other,A,200.20919007298556,E,123.07256147697807,B,D,0
Bisexual,C,54.0747255996373,E,172.92848733253294,C,A,1
Other,B,-6.002014360735816,E,114.999109166027,C,C,0
Heterosexual,C,-74.89320078340351,A,116.81040014318194,B,C,1
Heterosexual,C,-40.27881574875769,E,107.28509885984296,E,D,1
Other,C,102.07163025706811,A,-76.87833420522159,B,E,0
Heterosexual,D,-56.74051881948533,D,-41.691358509813334,D,A,1
Homosexual,A,-6.517869890691051,D,-66.47158066261778,C,B,0
Heterosexual,B,-148.4399775738836,D,-10.184577618152094,B,B,1
Homosexual,C,14.376791589197477,E,69.87056563272763,B,B,0
Heterosexual,D,-6.2230020708612575,A,9.575700719132707,D,A,1
Bisexual,C,-8.700189682612686,D,56.6962970043396,C,C,1
Bisexual,D,-20.150297256070985,C,-118.8657281738865,D,E,0
Heterosexual,D,-51.18336962527443,E,56.70982712732807,A,A,1
Bisexual,B,-15.728175904868102,D,40.95166790723115,E,A,1
Other,D,-115.91926359568355,D,-13.918454167712756,E,A,0
Heterosexual,C,-107.67837689728358,C,46.296800400615126,C,D,0
Homosexual,A,-8.795814069122091,A,58.478794024432425,B,B,0
Bisexual,D,60.05091680863806,D,-195.40068987063955,C,B,1
Bisexual,C,-166.80620139041383,E,12.93236697825986,B,B,1
Homosexual,C,-94.42070743127667,C,-19.159792952182574,B,C,0
Other,E,-19.141058679255302,A,-18.58231595450266,A,C,0
Heterosexual,C,-19.538072353984838,A,-2.779532169772756,B,E,0
Bisexual,C,-45.66533880550486,D,208.90050866542427,E,E,0
Other,D,-67.01672896639131,D,152.487970479081,A,E,1
Bisexual,B,-101.12615534224174,D,39.29155638759709,A,B,1
Bisexual,A,-129.25598653501575,B,-18.960585683391763,B,D,1
Heterosexual,C,-99.85214613099551,B,-72.29687921649838,A,D,0
Heterosexual,B,-41.567771532429425,A,-197.9926633599527,C,A,0
Homosexual,D,-20.390311329686792,D,-52.89695580315564,C,D,0
Other,E,-17.20368549990367,A,113.93102843619056,E,A,0
Homosexual,E,-48.43353227680433,D,60.432767666593556,A,A,0
Other,E,79.49020916486174,B,-109.78047783480866,E,E,1
Heterosexual,D,110.77072296627681,D,14.213149530308602,E,E,1
Other,A,5.572214041477953,C,44.07999455663558,D,E,1
Bisexual,D,-152.2299747564874,B,22.671726727369247,C,B,0
Bisexual,E,175.59026936841863,E,-102.14024937934497,C,D,1
Heterosexual,A,-62.25222985708429,A,-33.53995026164131,C,A,1
Homosexual,B,-34.97955318720628,B,-124.82019767157493,D,E,0
Homosexual,E,13.405011980435441,A,-47.120964642766374,C,E,1
Homosexual,D,-39.22065624631836,C,-134.90174868692765,E,B,1
Homosexual,D,-49.44658307386109,C,5.748356692531957,B,B,0
Homosexual,A,-6.910042829419784,B,153.65623279448596,B,B,0
Other,A,2.823598805724973,A,-15.672597075326502,E,A,1
Bisexual,C,92.10011915906848,B,8.817077885729686,B,C,0
Homosexual,B,-74.38983070731467,C,-101.93258640773988,E,C,1
Homosexual,E,-190.88535726213746,B,-151.05678537083463,D,B,1
Heterosexual,E,-65.0470849316259,E,-22.144089980536073,D,C,1
Heterosexual,C,-165.01773840804557,B,-34.37345712013007,D,D,1
Other,A,16.064934451891173,B,-172.4506701275907,A,D,0
Bisexual,B,-81.71583662407922,C,-78.67368236456687,B,C,1
Homosexual,B,-10.594456939480592,C,57.628098686453875,C,D,0
Heterosexual,B,-102.45131158804826,B,12.043003855213762,C,E,1
Heterosexual,B,132.16530009020477,E,224.34522330217374,D,A,0
Bisexual,E,-155.3719887832653,D,1.0390568345234321,D,A,0
Homosexual,E,67.85501353908838,D,-106.55479535847255,B,D,1
Heterosexual,E,116.92530048293442,D,-129.96846246193604,A,C,0
Bisexual,D,14.741096271631607,D,-283.05707408893943,A,D,1
Homosexual,D,52.9954927132514,B,28.408711344335963,E,D,0
Other,E,-80.35877759537658,C,-96.09460636026307,A,C,0
Other,C,-97.00716749970267,D,-86.04566503454461,D,C,1
Heterosexual,D,-117.79537250000361,D,147.0807503463103,C,D,1
Other,B,-99.91314257650316,E,-58.7908946838005,C,E,1
Homosexual,B,57.87487621867864,C,-26.48681246714522,C,E,0
Bisexual,B,206.9813136845613,D,-11.398765961445108,D,D,0
Other,A,-196.92987682387454,C,139.38697267380638,C,A,0
Bisexual,C,-61.67105321648222,B,174.7816424376782,C,C,0
Homosexual,A,-24.30716274624996,D,-50.470484781452654,D,D,1
Bisexual,B,-20.821219989422023,B,-26.064914190627224,B,D,0
Bisexual,A,-43.50808958600298,D,-26.35619074200635,A,A,1
Other,A,104.59930039080403,D,-18.326383539096945,B,C,1
Other,B,-30.14734434062466,E,94.29304939561501,E,E,0
Heterosexual,B,72.41392691137139,D,49.85826194062673,B,B,0
Homosexual,D,79.04569915869133,C,101.77510294428902,C,D,1
Homosexual,E,-93.31428276771526,B,-88.91469209738344,E,D,0
Other,B,36.003048656709865,A,93.56690884286017,C,E,0
Bisexual,A,-70.08611782430593,C,20.035844091583517,D,D,0
Heterosexual,A,120.25504475047366,B,12.569677886718633,A,D,1
Bisexual,D,-24.989858506041625,B,-61.02177548740604,C,A,0
Bisexual,C,-133.73589145030232,A,52.63186250982855,D,A,0
Heterosexual,C,198.155234164824,B,-71.4141523085071,C,A,0
Heterosexual,A,-82.18194843475935,C,-121.41383971347848,C,A,0
Heterosexual,C,55.81498807658346,D,-23.53001438991512,A,B,1
Other,B,67.35553751928266,C,88.81182513091605,E,D,1
Other,D,-33.59347768444002,A,-89.61466970671744,C,B,0
Heterosexual,E,-192.19562401452123,E,173.63589608619043,C,E,0
Bisexual,C,1.6788284116989804,E,-49.51480594596641,D,C,0
Heterosexual,D,-71.58719988643392,A,0.8246312842148107,B,C,0
Other,A,10.705195538827406,C,-62.65998414536582,D,E,1
Other,E,-91.78652474128151,A,102.98977600388713,A,A,0
Other,C,27.732829626614024,D,-66.92732442794053,E,E,1
Bisexual,C,-7.748677163096213,C,-54.58926014204346,E,A,0
Heterosexual,C,181.02430363075788,D,-87.70245498272888,C,D,0
Other,D,-171.13424143126866,E,-71.57752262391661,C,A,1
Heterosexual,C,-248.1060522656105,A,-51.79673548746408,A,C,0
Homosexual,D,8.30109536810787,B,9.67422522857123,C,B,1
Bisexual,D,-45.10955325513943,D,253.80034736049163,D,E,1
Bisexual,E,-194.4528197004285,D,167.26162596639145,E,A,0
Heterosexual,A,97.74539565552745,A,123.91614469668622,D,A,1
Heterosexual,E,-86.62817443961521,D,59.15735647154968,C,A,1
Other,C,-129.55098105277898,A,-1.7945890163582663,D,C,0
Other,A,13.315866264618027,C,-64.9407335518439,E,C,0
Bisexual,A,6.228510277350333,E,140.07482155920175,D,E,1
Other,D,180.1117590194814,B,-213.93943318055358,C,E,1
Heterosexual,D,-112.96385771608098,E,123.97432815421195,B,D,0
Other,C,-74.68017784888985,B,-168.21946500932307,A,E,0
Other,D,50.63502624234836,C,-23.251898266227457,C,B,1
Homosexual,D,-41.13102691192909,D,-72.71183479467494,C,D,1
Bisexual,A,-43.949806226341224,A,96.19801295435202,A,C,0
Other,B,-112.66759755243483,C,26.960394608687842,C,A,1
Heterosexual,E,85.8335685244223,E,-75.47571340665066,C,C,1
Heterosexual,D,-99.19175652976253,A,2.978050425090646,C,E,1
Other,A,-53.38914494440139,C,30.798392862408512,E,C,0
Bisexual,B,15.488098235300438,B,44.344619702920106,A,D,1
Homosexual,B,-184.0867003447666,D,54.19778149409527,C,B,0
Other,E,174.06868202540204,A,-55.77427116096981,A,E,0
Homosexual,E,-52.612414104305984,B,26.7765894504972,A,A,0
Other,E,-7.490487866677956,D,141.76831660222012,E,C,0
Homosexual,A,144.33188456543203,A,-22.507036603180982,D,C,1
Bisexual,B,-71.4735943646371,A,116.60614315585241,C,E,1
Heterosexual,B,60.1719451913395,B,26.491278810379544,C,C,1
Bisexual,B,82.01616897075911,E,19.48089341546017,C,B,0
Bisexual,B,73.11067740791994,E,-118.50642340575519,E,E,0
Bisexual,D,10.352335425890482,E,80.83644686665149,C,E,0
Homosexual,C,267.1097786322229,A,102.2789434829112,B,A,0
Bisexual,A,-83.1952105745068,A,-25.73641059256261,B,C,1
Homosexual,B,69.2741318912753,E,69.07479010444334,D,B,0
Homosexual,B,26.51835311431703,C,58.4636754408607,D,E,1
Homosexual,D,3.6003755990046287,C,50.167061111220626,E,D,0
Homosexual,A,40.37929598332886,B,-77.23492276636311,B,D,1
Bisexual,A,-74.99696281766735,C,80.38352985534252,E,D,1
Homosexual,A,41.67138291445756,E,-30.5725438542005,E,D,1
Homosexual,B,68.26207447355152,B,-42.438272261913035,C,C,1
Heterosexual,A,92.68007004164181,A,-83.78784511751593,A,A,1
Other,E,3.3083076662211814,E,-12.403339022141054,C,C,1
Bisexual,E,-110.96902503229542,A,31.805713159586862,E,A,1
Bisexual,E,263.6450361320595,D,-112.46255966472525,B,B,1
Homosexual,D,49.09738658792997,B,30.49547634925766,C,C,1
Homosexual,E,180.99493322919628,C,-6.317796095927015,A,C,0
Bisexual,A,-94.86186387500919,E,-27.397525773504753,C,B,1
Heterosexual,C,-43.807124370547676,A,-24.573935764122183,C,B,0
Bisexual,C,70.60053658782772,A,102.7374055879116,C,A,0
Other,A,-85.66202881621535,E,-285.4123465206195,D,B,1
Other,D,21.21430232073742,D,136.31850201898305,C,E,1
Homosexual,C,-32.34819497785566,C,97.05616758167946,A,A,0
Homosexual,A,205.70508433643374,D,-72.79219324764247,E,D,1
Homosexual,E,-140.08655095041308,B,-142.24825620776977,A,A,1
Other,A,-227.4836171819825,D,-39.4579589557286,C,B,0
Heterosexual,C,-140.48048657606566,E,18.449705299342067,A,D,0
Homosexual,B,8.516167937484049,B,30.726447872833866,E,D,0
Bisexual,E,-1.1377505749664802,C,-98.97103606023067,E,B,1
Other,D,-15.623638089182016,C,-99.27004754561197,E,A,1
Bisexual,B,-50.99713646575731,E,98.77642462335012,C,D,0
Other,B,86.5111854209426,B,-47.39955965515303,E,B,0
Heterosexual,D,37.33388543750646,C,-161.94222790900096,D,E,1
Other,C,-76.54035625175773,D,-164.74078145996492,A,B,1
Other,E,-148.05731031435351,C,-120.0764100790744,A,E,0
Other,E,125.41170317402435,C,-55.252543144756814,C,E,1
Homosexual,B,-119.21584809123722,D,31.592538028468308,A,B,0
Other,B,75.32736116386347,A,-60.8335720080923,C,A,1
Bisexual,A,-119.5741028240092,B,-43.24532765828184,C,C,0
Bisexual,E,-51.080284479235395,B,-113.28463551144455,E,B,0
Homosexual,D,29.479656389307955,C,-0.5237158022097128,C,B,1
Other,E,144.6660796446586,A,-110.2704603566019,D,D,0
Homosexual,E,37.5499039451537,E,-31.112912865384136,B,A,1
Other,B,39.35967428549382,C,-20.971884250311405,E,B,1
Other,E,-58.09823581514119,D,-150.60004634362028,B,B,0
Homosexual,E,17.36118555754437,B,-71.56665617673588,C,B,1
Bisexual,A,-92.22778728284135,A,153.0628243351606,C,A,0
Bisexual,C,109.18577354180039,E,-79.5801481288195,D,A,0
Homosexual,E,-27.166116411904834,B,4.586794306665092,D,A,0
Homosexual,D,-339.0259824323259,E,13.290449760839126,B,D,0
Bisexual,C,-83.9663735692358,C,-287.47358639820067,A,D,0
Homosexual,E,-30.81285310593005,E,110.92770704970518,E,E,1
Bisexual,D,153.36597750063186,E,-52.56516297889181,B,A,1
Bisexual,E,62.39660485692906,C,51.36483285167268,A,D,1
Bisexual,E,-17.639024845385013,D,-4.543776620902527,E,D,1
Bisexual,D,-24.359857642275472,D,-78.70528003409598,A,B,0
Heterosexual,B,-63.953130831459305,C,-61.70092425136453,B,B,0
Homosexual,E,237.11610837448572,A,86.37784299715592,E,B,1
Other,B,192.0340908782399,A,-91.99002068172095,C,B,0
Other,D,84.37500671854248,C,76.4221260275057,A,E,1
Other,B,-9.311377897389118,E,62.69308384213069,A,B,0
Other,C,-120.39021584000587,C,22.421801249527746,D,D,0
Heterosexual,E,-125.73413061068328,E,47.57724614137066,B,B,0
Other,C,10.312968755648216,B,124.67228513564903,B,C,0
Other,D,-72.11155038546678,C,-112.13694041764309,C,B,1
Other,C,21.268281183120443,C,74.54491157113702,C,D,0
Other,B,25.266676136873173,B,1.4720389993368794,A,D,0
Bisexual,E,-86.0000122376683,D,136.59757619561623,E,D,0
Homosexual,A,-112.31252996093741,D,-39.54313183264217,B,C,1
Homosexual,C,-23.431786326908576,C,94.92105042188308,C,E,0
Bisexual,E,41.96689818048393,B,89.29425727391622,D,A,0
Bisexual,E,-139.25767391581076,A,159.0048221831603,C,D,1
Heterosexual,B,66.2512740469515,C,20.392783346101982,B,D,1
Bisexual,B,159.44410925659537,E,-146.1206841674401,A,C,1
Homosexual,C,-48.88130779312924,A,-77.15562549659826,C,C,1
Bisexual,C,-29.13899578747529,B,-127.35638247493848,A,B,0
Bisexual,C,74.40600528671133,C,184.0509156867747,E,B,0
Bisexual,B,-99.07529753556479,E,-61.323130292961245,D,D,0
Homosexual,D,-22.615438755976896,C,-78.71874186320997,E,B,1
Other,A,28.715503380188462,A,24.9812714681449,E,A,0
Bisexual,E,89.90851231660653,C,180.81471339010287,C,E,1
Homosexual,A,-94.6234284704205,B,-13.893593211648419,E,B,0
Other,B,194.72156085468225,E,-14.29629056935067,D,C,0
Bisexual,A,121.12064042265378,B,114.37493463882006,D,A,1
Bisexual,C,-98.94816675784793,C,105.61206134211878,D,B,1
Other,A,27.62520998113796,A,-68.69865911189056,B,C,0
Other,C,33.64605522112576,A,72.3207040454379,B,E,0
Other,A,-125.94200250898741,E,44.181775309058494,D,D,1
Heterosexual,E,-10.767415072676151,B,74.4210262232501,C,B,0
Heterosexual,E,297.99870812639585,B,-130.28606259712475,A,C,0
Homosexual,E,-13.107956874382646,A,16.827652760940705,E,A,0
Other,E,-221.5416303007495,D,21.230463357565938,D,B,1
Homosexual,C,41.52865862663611,A,27.526535023386074,C,A,1
Homosexual,E,-167.08353084751135,D,-66.32431383499345,D,C,1
