military,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
Yes,B,C,23.156150446607917,163.56024169962944,E,69.66677343209334,D,B,B,A,-46.90836066069283,1
Yes,A,B,45.880409409372085,-106.28457670319098,E,-2.144781058155357,A,D,C,C,10.735755797094605,1
Non-Veteran,D,A,38.14119532851124,248.11103678984213,D,-114.10387748909432,C,D,C,C,108.43512684328864,1
Yes,E,E,77.7252469897235,-24.15030485156107,D,131.45387683959015,B,C,E,D,124.31768313179855,0
Yes,B,E,-66.09468776450231,17.680349569280644,B,-7.944144876589888,D,C,E,B,-38.28805390661724,0
Veteran,D,C,24.366486758598068,142.01273120937756,B,-36.22725455107299,B,B,D,D,-1.3423531707935243,0
Veteran,A,E,-215.59297958522717,13.49697373791523,C,-15.943005319439987,D,E,A,E,157.0996899517003,1
Yes,D,C,-189.7393062636301,64.8399967990261,D,-8.809041503820145,B,E,D,D,-80.04198606782444,0
Non-Veteran,B,B,69.80962492140513,-135.03578470442775,C,24.673265158712148,A,B,D,A,-216.6845174416589,0
Veteran,D,D,70.66643823651171,5.349930423282737,A,-125.1005555565674,D,E,A,C,-29.872100012078366,0
Yes,C,D,40.610549039467095,54.49982129612528,D,-43.09675622126639,A,D,E,A,41.134383448959156,1
No,C,A,-5.020645305224388,-23.308663086143554,E,16.90649073882671,B,A,A,E,-312.14228935608935,1
Yes,C,B,20.099102909269188,53.330746144512844,D,69.34662451416843,E,A,D,E,-40.4632243615924,1
Non-Veteran,C,D,-99.0222910575796,29.83098970932425,B,81.74265716911731,A,B,D,D,77.03397068461983,1
Yes,B,B,91.80115466097388,-63.986474341435674,C,92.33649434729129,D,A,C,D,13.269666958113907,0
No,A,D,129.02882063458873,-78.70582150216501,A,-51.18384457048252,A,B,E,B,-61.830049906195114,0
Veteran,C,D,60.05769036925277,-15.012335913921646,B,-47.225808838717334,D,E,C,B,0.5776652413622287,0
No,E,A,90.13193697309535,48.066098384417025,E,-241.93334468118496,D,C,D,C,11.653928876690395,0
Yes,D,E,73.90315573743881,-90.36325913314583,D,128.8511507442961,C,A,D,D,14.969917158410725,1
Non-Veteran,C,A,31.03598219580941,-111.26494121400454,E,182.6767145691621,B,B,E,E,-5.777813347029583,0
Veteran,E,A,-124.7072250423824,-11.143829645928943,C,-5.823393098673739,B,E,D,E,42.50973675516263,1
Non-Veteran,C,B,-123.60574054179258,157.74508464825112,C,-52.28614029043294,D,C,B,E,-86.88845968998898,1
No,C,E,9.440154589473314,39.93154979881714,C,-85.03846668985504,A,A,A,B,-55.24415548452802,1
Veteran,B,B,-179.8779686968051,-243.0964394883413,E,177.0320211754559,E,C,B,C,-12.517191393970103,0
Veteran,C,E,81.50039412241004,-76.3904197976469,A,-119.95341593573083,B,A,B,B,-17.788855293694287,1
No,D,D,341.79186994300335,-12.109283032090914,C,89.7537065767596,D,A,D,D,45.913817895159816,1
Yes,B,C,-171.16290897702734,-94.05894968466514,A,-23.157128000966956,E,A,D,E,57.067003837745546,0
No,A,C,116.57059560951457,-47.32828103537754,A,44.696836229862576,D,E,B,B,-50.48880743360047,0
No,D,C,-4.696549427793647,2.131753321824476,E,-81.84384799367362,A,D,D,D,-29.500501506206334,1
Veteran,B,D,-195.47581955156443,-3.833821967064787,E,-38.70674743249412,B,B,B,D,-30.132403763885257,1
Veteran,C,B,-9.709247534645103,-42.5495476383403,E,7.757266491739645,D,B,A,B,-237.61078315459784,1
Non-Veteran,D,B,223.28535034211464,-1.4562009752195944,A,116.33424900659554,E,C,D,B,-64.96397490343722,1
No,A,C,-32.53120119038868,101.59297675421757,C,53.3528721438107,B,C,A,B,-162.63084508247516,0
Non-Veteran,E,D,-7.242128682512853,-104.05165308173298,D,-56.64380233952612,C,A,C,D,-29.573057960286636,1
No,C,E,16.054154452476745,19.821530505973122,B,-108.17632478786237,C,C,D,A,70.93007013643326,0
Veteran,E,E,10.043685318648857,210.86099514023823,C,-2.4855866835560225,C,D,C,C,-30.40835237216279,1
Veteran,C,E,7.90194374927485,-157.63678285770249,E,-38.097656369713064,A,D,E,C,0.02287098668609905,0
Yes,A,C,30.63300542678552,27.478289426328722,A,-90.40136813257648,B,D,A,C,117.64566774086114,0
Veteran,A,B,-85.39041988301494,7.103720210648763,B,-110.78947530938834,E,D,B,D,123.11793196187513,0
Yes,A,C,6.746002207991891,-11.315089433189245,C,126.20483875613849,C,C,A,B,-51.90435159826987,0
Non-Veteran,A,C,33.852733587539554,-93.41729044384788,E,58.01190192782912,A,C,D,C,-31.841207536529904,0
Yes,E,E,47.11638112019577,91.19877802562796,C,103.17127556292773,B,C,B,E,-129.39248275337852,1
Non-Veteran,E,C,13.59648519627835,-35.01288103865997,A,130.79991583655058,E,D,B,D,206.73412148215044,1
No,B,B,55.130053508312685,-15.47844870479752,C,-24.58919955584143,E,C,C,A,-27.535103363615843,0
Non-Veteran,B,E,118.74611747237695,-29.283559852067885,C,7.158240187499579,A,B,E,C,81.02594698847138,0
Yes,D,A,39.06191095831584,-137.98652548861057,A,140.66689924363646,B,D,C,A,-18.144310682528307,0
Non-Veteran,E,C,2.0598591377868147,56.73539416234118,C,-33.2138511505208,E,A,E,D,40.73613074430188,0
Yes,B,B,-5.164305820969464,-68.6224390510036,A,25.763937839723067,D,E,E,D,-60.280489219968246,0
No,A,D,-94.76811939980307,-77.82646819346925,B,-33.176184618922356,B,D,C,E,-210.89954726400347,1
Non-Veteran,D,A,8.03528131427602,-56.80638309663878,A,46.74940660172995,D,E,E,C,-45.468296413764094,1
Veteran,D,D,-142.1750273074053,44.07765610310004,E,-109.1314068575232,E,C,D,B,59.37885772588808,0
Veteran,C,D,110.83885857676489,56.76652827970755,E,112.79587734943495,A,D,D,A,75.78706800405223,0
Veteran,B,A,78.93349486073357,-32.79441020769689,A,45.10388700821305,D,A,A,C,-174.27898247766424,0
Veteran,D,A,-81.18854042464801,-74.22126778207631,A,-20.944131114294027,A,A,B,C,144.70791470151488,1
No,D,D,-138.01396848944847,23.778100628166175,A,-36.59586448367301,A,A,D,B,57.713013738413686,0
Non-Veteran,C,A,61.75928515832436,99.71525126151315,B,-66.48388043788394,C,A,A,B,34.225836185990225,1
Non-Veteran,D,B,-174.68294816171914,-118.85753479637984,A,128.1992186862454,D,C,B,D,-53.6636307462125,1
No,A,E,-143.93480241433738,-55.63187276932279,C,-1.5695740492414418,B,A,A,E,-69.66248793919954,0
Non-Veteran,A,B,47.22457485832893,58.622393814267014,B,-190.02822436755577,E,D,B,E,-145.50817404875326,1
Veteran,B,D,40.37767651254945,12.530205191550717,A,-97.72064624844143,C,D,C,D,9.152138211085644,0
Yes,A,D,74.6743094886289,20.409786934176445,A,-113.68928535879994,E,C,B,C,-130.60985520744276,1
Veteran,B,D,136.76740787464982,247.05580811315397,D,227.73083265963282,A,E,B,C,108.44350582859839,1
Yes,A,E,127.18897457937446,320.8616287682975,D,-73.84013477071036,A,D,A,B,17.307545834701223,0
Non-Veteran,B,D,123.5399760825807,1.5325074586520036,A,238.7114670493642,B,C,A,A,66.674980782214,0
Veteran,A,E,-101.13243076144562,92.54860378260031,E,-69.47223321767751,B,A,A,A,46.743754216775194,1
Veteran,A,B,-94.26030660807957,-48.08027143305368,C,54.733350131617684,D,E,A,E,-80.4267222174862,0
Non-Veteran,C,D,-21.410247239956064,-112.39933552665522,B,-24.352984347989484,B,E,C,E,33.62197270396617,1
Veteran,E,A,5.825787837420568,49.90156360992229,C,14.364382981809895,B,C,B,D,56.17163377022018,1
Veteran,C,E,-87.43671764542837,254.64537061434328,E,-69.81018859388087,E,A,D,C,-71.75229083752086,0
Non-Veteran,C,B,97.94576187306103,-71.70031242457578,B,-57.81812677175853,B,C,E,B,85.02335803417374,0
Veteran,E,E,64.09810921344385,-154.12960111249077,D,162.44561673056631,C,E,E,B,-30.462029410762316,0
No,E,D,167.45211357407842,53.69298842550075,C,-115.44861823923239,B,C,A,E,-18.212260295118636,1
Non-Veteran,A,B,-96.18196391485566,72.30018743516669,D,-37.658546210462156,D,C,A,B,-16.3625409866783,1
Yes,C,D,33.64115218725547,-18.56758246410803,E,47.067099422095474,E,B,B,B,-145.72395383494853,1
Yes,B,C,-93.25656721826418,-150.3662524141696,C,165.61644234606493,E,D,B,C,78.57995245779577,0
Non-Veteran,B,B,-80.1208215715067,96.89343312229413,B,-118.16361086472993,C,A,A,D,-68.5502706358559,1
No,C,A,-118.98701220272929,-26.842675327863947,E,135.1016270414273,D,C,C,E,36.381826412569204,0
No,D,A,-5.751386960691097,6.157640851104096,A,24.607422455707237,C,E,E,E,37.41390063628503,0
Yes,E,E,-140.8220173786098,-72.38724981424235,D,-23.769655660172685,C,B,B,E,71.44959686430226,1
Veteran,D,E,-170.4848709704736,195.2767742860934,A,157.38989841849354,C,D,E,D,147.9174872265203,0
Veteran,B,B,-159.15542011530655,133.77925476874742,A,-45.09390103746175,B,E,D,B,-67.16341914154,0
No,E,B,17.152827847838175,189.5265461272374,B,58.637856909381014,A,B,D,E,95.73803727572977,1
Veteran,A,D,229.37540682821208,2.097897931320473,A,-59.29563811800305,D,D,B,A,74.87994308390559,1
Veteran,E,D,-113.946354755208,47.46711990513197,D,-84.55324888241418,E,B,C,D,25.73320765257404,0
Veteran,A,B,-55.632874316989266,87.05618371572048,A,8.726216878959313,A,A,A,A,-185.53566952357886,0
Veteran,C,A,41.94278406477381,-21.532702086746134,B,-54.78319227234021,E,B,B,C,91.11811016664979,0
No,A,C,45.391401982657406,110.62343328826836,A,33.9594054138349,E,D,D,B,66.0166011692559,1
Yes,D,C,38.95821400096146,-12.97632798010552,E,82.96242043491715,A,A,B,D,3.3543469876549277,1
Yes,C,E,-118.8013532822938,-157.24891693379783,B,-219.5725946084091,B,A,E,B,68.40978375873847,0
No,E,D,90.26755055746737,43.87874780939661,C,54.860354389356544,A,D,E,E,118.20403792245793,1
Non-Veteran,D,E,153.08575272952146,-72.43227856742837,A,77.48443637706322,C,A,A,E,-48.741622767281044,1
Yes,A,E,11.971752285893757,-30.216007611550477,C,82.2841196698763,C,A,C,B,-41.517109599645075,1
Veteran,D,C,-163.58092289834397,107.10486417206428,A,-45.67968135061167,B,D,B,A,-61.45910839523716,1
Non-Veteran,C,B,-48.47533045399548,12.854423902021479,C,-129.50246803298631,A,E,C,A,-49.167416161853986,1
Yes,D,D,100.19469734811332,-204.32137271230494,A,-123.21670419714532,A,D,D,C,-63.326000049430576,0
Non-Veteran,C,B,-204.55950926449685,-100.68127471827373,A,27.549178083702024,E,D,B,A,64.29553392758416,1
Veteran,A,B,-156.19639220294295,149.6446653044627,C,108.20204447727197,C,D,E,B,0.7068910689205588,0
Non-Veteran,B,B,-25.678433933438182,1.2390589635774758,C,-22.563066787952827,D,A,C,B,-32.46071620970178,0
No,A,B,161.16110727339742,-255.97998766163204,A,-72.19786713012121,B,C,C,A,-92.97249691398268,0
Non-Veteran,D,B,-28.166306682223997,-43.22047271109849,C,-27.944705399969404,A,C,E,B,213.19739147357816,1
No,E,C,80.7299420819887,-26.70784535440815,D,75.88038249033147,A,B,C,E,-35.126269866463865,0
Yes,E,C,-53.62297446278802,-177.26550970631595,A,32.92794656216661,E,B,B,D,80.13572325317827,1
Yes,C,B,15.60457477688158,205.36190280802433,D,64.987728034496,B,D,B,A,-113.47363199596604,0
No,A,A,41.45020142224964,-168.17123384328184,D,-104.24853126991013,A,E,B,A,-204.94801699171546,1
Non-Veteran,E,A,36.693981160049496,9.233474572213057,A,-99.76561819601997,C,A,D,C,-163.4154016427709,1
Non-Veteran,D,C,-7.8343818512336005,166.94826179764672,A,45.843735838663754,E,B,E,C,-232.14130775299958,1
Veteran,E,D,-47.92206943793799,-13.844196910591874,B,-53.16509507654739,C,C,A,B,-50.463939085520096,0
Veteran,B,C,-35.091763221535196,39.91659205056535,B,-146.37248338908518,C,E,B,D,-90.00090388762362,0
No,C,D,-1.3304309100531018,-182.26681591016376,C,-51.52752897030008,C,D,C,D,-80.96708009909271,1
Non-Veteran,A,D,-184.1322176673594,-72.71800574230105,C,-67.68123755995734,A,B,B,E,45.90237195622736,0
Veteran,D,E,8.428482265903076,-62.48976129734508,B,15.457945131525438,A,A,B,C,-65.63480984657025,0
Veteran,C,E,91.92476195261102,94.32309067220827,A,45.56243264993001,B,E,B,E,42.5688874448604,1
No,C,D,-42.74481035513409,68.90513761025503,B,-31.006997024262457,A,C,A,B,-33.84182943066254,1
Veteran,E,E,150.64603594937884,-264.9210624648519,C,-0.24519699571583062,B,D,D,A,-112.3297936974575,1
Veteran,D,A,-3.0178599225108695,-69.01993399126222,A,115.0044810623087,D,A,D,A,26.995820829804394,0
Veteran,A,B,-76.23010603911541,-59.70948490925419,D,-38.537699534436406,D,D,C,D,89.92898260368231,1
Non-Veteran,B,A,9.296628945485832,8.646361275751788,B,-27.002871690825316,C,A,E,B,-108.20642621750427,0
Veteran,A,B,14.868497881742229,71.130120195311,C,143.51784925491594,A,A,D,E,135.21827082413097,0
No,D,C,33.9302443504742,-58.04718802187744,D,-39.449351092506994,A,A,E,D,-12.928559300897716,0
Veteran,D,D,145.7398039411929,-168.61918134829062,A,237.81739045806577,D,E,A,D,69.39162409746115,0
Veteran,B,B,-98.68862277376537,-51.697625687751234,B,-107.23236807545125,C,B,C,A,-70.85654335796224,1
Yes,C,C,-35.30408773636293,-72.01461021428392,C,-198.7229800774839,B,D,B,B,-31.367193056059584,0
Veteran,A,C,198.92891964720948,-67.36315062256732,C,-199.31449837813759,C,E,A,B,58.78326106728038,0
Veteran,B,A,26.209595254118124,-112.52843522499457,C,82.51057058377648,E,E,A,B,26.146653710930394,1
No,E,B,-19.599410942800795,-5.845884259390696,E,72.11991710984836,E,B,C,C,-50.80491898700045,1
No,D,A,105.44158756838327,128.6049292949755,E,4.408057382021253,D,B,A,B,0.7004260629370396,1
Yes,B,B,65.04282784568555,100.6132155764391,C,-51.38990834349746,B,A,D,C,26.510594500345423,1
No,A,E,62.83824840320985,-65.7047588324405,E,-86.12684073707848,C,A,B,A,-87.4726497877081,1
No,B,A,167.96474117262775,53.60887055146527,C,41.59249518716276,B,A,C,B,-30.731536749241233,1
No,C,D,129.10925729962685,61.34352258234445,C,-75.88037607959215,B,C,A,A,-1.1228938482795336,1
No,C,B,94.65461769303707,43.87910034501507,C,-56.12512445355029,C,C,E,A,159.5293392219108,0
Veteran,D,B,33.176408346420075,64.61481440850936,A,-59.419932142864326,D,B,A,E,-111.94809290964707,0
Non-Veteran,A,C,128.5342079647312,-12.30528178769762,B,-48.470435848582405,C,B,D,E,-179.6849266410529,1
Veteran,A,C,88.75748298452315,130.02255010328471,C,68.50388954641517,C,B,B,D,-75.14898530895809,0
Yes,B,B,90.3417657064475,11.353131040653306,A,21.46262104178039,B,A,D,E,-19.30610429044034,0
Veteran,A,A,15.001460396602937,4.315186960177846,E,-92.80351318897526,D,B,E,C,0.4345430670639826,0
No,C,A,9.277710481408594,-20.937045825297577,E,-145.17653644222307,C,B,A,A,-16.09929503788146,1
Yes,E,B,35.68041172875756,-99.40161939259154,C,99.08143182115167,D,B,B,C,103.70154544492189,1
Yes,B,E,-85.21074948533554,-61.88979388241055,D,-81.65444374368387,A,D,A,E,123.85233824895975,0
Yes,E,A,-105.99870617425857,110.93055122501983,B,58.28486159754542,E,A,E,B,-12.460411822260465,1
Veteran,A,C,171.44841133179827,207.0108831959833,D,34.14984915657401,B,E,E,D,-121.56565150980059,0
Veteran,B,E,-47.140196896287044,-40.050730672783395,A,23.57525177622461,C,C,D,A,-115.58722892321084,1
No,B,A,84.7508866772601,109.92702968301764,D,130.43394381881808,C,B,B,C,-42.52321163020495,1
Non-Veteran,C,B,-282.048092267764,-44.68073637270732,E,-44.79093268522201,E,E,B,E,-29.405934779319605,1
No,B,A,2.2560305894947867,194.4821052702186,B,2.3459316101331864,D,C,C,A,-65.19975348606003,0
Veteran,E,C,143.57387258705316,97.59782748991367,A,-52.2130448431758,D,A,D,C,52.78715906690301,1
Non-Veteran,B,E,-90.53704257433368,61.16876413730441,A,96.34657068068796,A,C,C,C,6.037080224273981,0
Veteran,E,B,140.805563102058,-56.19032861910833,D,-65.8376707426103,D,C,A,D,-271.72721201136676,1
Non-Veteran,A,B,282.10174228628284,-168.93705163066744,E,134.53778493983842,E,C,A,C,49.925984200670094,0
Non-Veteran,B,D,-55.310195104942096,146.48196022384928,C,-158.8665805724974,D,A,C,A,143.08386163335166,1
Non-Veteran,C,D,-41.29331442690814,-31.61951387061824,C,-44.69970404026283,C,E,D,B,-29.655559745425897,0
Veteran,E,D,-26.411731101669695,30.076559373980004,B,-29.62887338373393,E,A,A,B,167.75382481497692,0
Yes,B,D,66.00566147494231,100.61274389649644,A,69.23749993845034,B,A,B,A,229.6927257987793,0
Yes,E,A,-91.71268237833344,45.03641102525684,B,64.56039766107278,D,E,E,C,108.5733699742927,0
Yes,C,E,9.17969142846409,29.42740266056283,A,-121.93632507864997,A,E,B,A,-26.068146602262708,1
Veteran,E,C,-23.822264933423263,-34.91469167952395,D,157.38264187631574,A,E,C,D,28.789374851293932,1
Veteran,C,A,-43.0495557669031,32.306449138382554,C,-59.08541347665687,D,A,B,B,86.85962649773005,1
Yes,B,D,-48.968827315296856,-101.23136719747366,D,-30.1702427989012,A,E,A,D,291.4189662624774,0
Yes,A,B,-43.45697358933801,7.843521601609445,D,145.71127016090782,C,B,E,B,-28.641216726909306,1
No,B,E,-21.582370712732402,116.57876431223855,D,42.861657425428405,A,E,C,E,92.85949714199116,1
Veteran,D,C,-61.51770038512967,-8.378830500840776,E,-74.25787777390455,C,B,A,A,50.89901182920966,0
Yes,B,B,68.21133498231183,63.001895978948184,C,-113.78185599684983,A,B,D,D,34.609409918269805,0
No,E,C,-24.447264876407534,-82.46393438948324,E,22.414578577397002,D,A,A,A,5.403214901176081,0
Non-Veteran,A,C,-130.7103636797586,19.955638591348645,A,-82.55580011258093,A,D,B,A,-114.72513797034007,0
Veteran,C,D,-77.54778729545076,109.81954898030031,B,-64.96050031901747,A,E,A,A,-121.0609729993808,0
Yes,D,E,110.20177043082298,-90.11690087322248,D,-83.2054957132662,E,A,D,C,-90.06205967422419,1
No,B,E,-18.40815507718904,-44.00595617595078,D,-66.54053302532955,E,A,A,B,-80.49340330631483,1
Yes,A,E,-87.8082686886748,97.54973714325187,E,36.585252847939834,A,E,B,D,-56.762836729034696,0
No,D,E,40.230321594443765,134.9199982369681,A,-122.79259399978548,B,E,C,E,-62.14454713862264,1
Yes,B,C,-24.286654423013324,16.613772679634913,B,67.89937902260183,D,C,B,C,71.79533974204008,0
No,A,B,254.4188584070226,-93.76132507845965,B,258.5119542223971,E,C,C,E,-13.845008397595446,1
Non-Veteran,B,C,119.89311591903089,-42.23605818210671,A,-69.412203767293,A,A,E,B,44.03907422955633,0
No,C,A,-8.930725971317962,165.7834443860576,E,-100.99591727409363,D,A,D,E,5.226264815836415,1
Yes,D,A,-136.18825570279867,20.275621948983844,E,-13.297991359292558,C,D,B,E,-34.96433384683289,1
Yes,D,E,114.4582583692451,-47.83176319050671,B,-62.208354647015504,E,D,E,D,78.5002907915197,1
Non-Veteran,E,C,-264.4800587757393,174.56247788728635,D,-82.9334557975166,E,A,A,C,-72.86708903985476,1
Yes,E,D,71.32733252372356,-67.40313389393273,A,-101.17299859613927,C,D,A,D,-138.83091011482077,1
Non-Veteran,A,B,-94.26663808331762,-4.605019512311922,C,-41.92789893413435,C,C,D,E,-73.68179903018665,1
Veteran,E,B,-56.29950762140067,4.522432073177284,D,180.02796865208904,B,E,B,B,104.12035775410085,0
No,C,A,-64.73786795985802,1.0259350642265348,C,-167.4536389011762,D,D,E,C,-20.81435847128457,0
Veteran,B,C,-132.48097116484183,-112.68393307609081,E,84.91929717458997,C,D,C,D,42.780292481828255,1
No,D,D,-6.563858738322955,-90.63386424612338,E,11.781315713457378,D,A,D,B,-1.3976104146807364,1
Veteran,D,D,40.74048955771965,22.110446357088918,D,20.269305178471793,B,E,E,B,106.89054123577901,1
Veteran,B,C,-89.32746836794713,-146.27684874044775,A,-9.47484948050592,A,A,B,D,-195.52437684468552,0
Yes,C,D,15.973359219793062,180.16012861939112,C,124.5347428169025,D,A,E,A,-47.23053727847378,0
Veteran,C,C,45.5346523221496,7.817792137409034,B,142.85760540304906,C,C,E,E,42.854267188023684,1
Non-Veteran,D,C,65.6312064131416,118.39050979788254,D,23.924569916831985,B,E,B,A,-7.984194160802099,0
No,D,A,149.21885413546673,-119.02088539662418,D,31.822435274630813,C,B,D,C,-149.05556310283868,0
Veteran,A,E,-7.11055908882602,-11.132815275727785,B,48.311786056411705,C,A,E,C,31.977332853530203,1
No,D,D,-116.56294319586924,79.56540444274677,D,66.22989166700847,C,E,C,B,73.22456326445808,1
Veteran,E,E,-138.008277142621,-26.438002263113376,B,80.45329674138874,E,B,C,E,-69.810834940596,1
No,B,B,106.03767385608253,149.61758293250716,A,-24.333415999933894,B,C,E,E,86.94834724906242,0
Veteran,B,C,-64.42619610838149,-7.857154629602695,E,23.745109544508765,C,A,C,C,116.4598566101741,0
Non-Veteran,D,E,-54.536375650020396,-18.448868407228375,D,-9.120253385809072,D,D,B,A,-30.6951064623515,0
Veteran,D,C,-85.0399282902086,98.45154785393736,B,-109.96036547826202,A,A,C,A,-83.70178629628323,1
No,C,E,2.642407733291,68.86099690900183,A,-23.655281598686813,E,E,A,A,149.66684558212054,0
No,E,A,83.61921510435414,-41.82202178217452,A,-212.85519541959874,B,A,B,B,-70.54400991949029,0
No,A,E,-44.95935485635868,-161.4234293368375,B,-84.337037114943,B,E,B,E,2.273436401027221,1
Non-Veteran,A,D,-34.641066833806036,-1.7981875399804126,C,-107.86018880412782,B,B,B,A,16.402477435846162,0
Non-Veteran,C,D,-5.185869455252401,154.55472475149625,A,19.54322756826022,C,E,E,C,-234.03284805456553,1
No,D,D,93.70626508848764,-68.15816251723635,B,-6.431791382636083,D,E,D,B,18.41474556843258,1
Veteran,B,C,95.79316702615745,-15.526817265317868,B,1.9905711754030233,B,E,B,B,-10.980547675501205,0
Yes,C,B,43.018907479872304,90.789231681591,D,-75.34583829535349,A,A,A,D,51.72717335236601,1
No,C,C,-21.732598873065612,47.66304326343811,A,1.9181425776413612,C,B,A,A,-47.20839131442531,0
Veteran,D,C,76.19039671995483,-21.432540904363666,E,66.38897028096461,A,E,C,B,-50.345690547547036,0
Non-Veteran,A,C,-187.9934001119911,29.437150329253775,A,85.99904992953611,C,E,B,C,10.138612462865199,1
Non-Veteran,D,B,56.84414639718085,74.07371377825264,D,14.524110461498685,B,E,E,E,131.14745041279653,0
Yes,A,B,1.1487703470161736,55.19725592895862,E,-59.07037844978205,B,C,A,B,56.79435077636631,1
Veteran,C,C,-104.9244560210739,-100.55380534950503,D,126.62753881150641,B,D,C,B,78.32136034089886,0
Non-Veteran,E,D,-100.25886195666764,32.97245000620498,B,61.083904573060686,C,B,D,A,-65.115848270467,0
Non-Veteran,D,D,-120.77365753962563,12.881750754958803,B,210.044720380754,D,D,A,E,-95.57245509388493,0
Non-Veteran,D,D,-80.56564380318343,-28.240861000736565,B,132.85011086017215,D,A,C,A,65.47416252210105,0
Non-Veteran,B,C,195.91590597186982,36.72972467537055,D,76.37544280033866,C,D,E,E,18.510703573774514,1
Veteran,E,B,21.839831853077577,2.05354887256966,E,-130.02527797814813,C,E,D,A,-85.61590975827677,0
Veteran,A,E,113.83451768897419,149.14200032283586,B,87.39444482620019,C,B,C,D,187.6677542715478,1
Veteran,B,E,1.2649035848499366,-141.22063234239553,D,-79.01627254658494,A,A,B,B,-145.8500596872842,0
Non-Veteran,E,A,-26.890703182237914,91.88867914390866,B,-77.66903991999746,C,E,B,A,43.49470521919906,0
Veteran,D,A,31.332124605815043,22.775216543049588,A,-62.1814069046924,A,E,D,C,-70.91837493889453,1
Yes,D,D,-35.56924599270875,131.07588921942107,D,40.1303249607891,C,A,A,B,0.7935047057786955,0
Yes,D,C,-41.630857645155636,-147.0636385973782,C,-7.29277943020125,B,A,A,E,-13.67160335637542,1
No,C,D,-121.29615244873759,-66.07441858181289,C,35.543744029908744,C,D,D,A,-27.834184917016024,1
Veteran,A,E,35.833075629895426,-7.028261772378444,A,-101.4185407665934,E,A,E,D,-22.040655297570837,0
No,C,A,-16.828001467832973,-76.62796056283167,D,232.1154048296056,A,E,E,A,-132.32619564052916,1
Yes,A,C,-125.41061367072528,-54.87355695010629,E,-65.00943613481554,C,C,A,A,11.451123323927817,0
Non-Veteran,E,E,-28.176501233079094,37.86247091877018,B,-73.97354691008418,D,E,D,C,133.4541207994151,1
No,A,C,262.0360847563965,43.24349864937182,A,-158.03939695670897,D,A,C,B,29.49812051349725,0
Veteran,C,D,-42.030923787960674,-36.0642407162459,B,-192.1269119111502,E,C,D,E,-113.61605082665427,1
Veteran,C,A,24.075487456889963,-19.012020576310743,E,133.73705880491306,C,E,A,E,-28.414138128268995,1
Yes,A,E,6.300681121526222,73.89071504788421,B,-109.21257743743531,B,A,D,C,-86.8436941661947,1
Yes,A,A,35.76283692170467,1.2651466870633257,C,-72.548555653207,E,D,D,B,6.7007109760043955,0
Veteran,A,D,-61.27488435489793,212.64902378688487,A,33.51960023149233,D,A,D,E,141.30950647141404,0
Yes,A,A,40.72825861369299,-115.8715107364929,A,225.58186074124777,E,A,D,C,-59.763286583631626,0
Veteran,D,A,50.68229472756494,124.78456725672287,C,260.0479749759924,E,E,C,E,27.861000069441733,0
Veteran,E,A,-36.0900833652459,179.57846482707512,A,-87.47129408003873,B,E,C,E,-70.26056698879906,0
Non-Veteran,A,E,-57.51266417766195,95.623443547769,D,-179.39257443803407,D,C,B,A,6.803015446732926,0
No,A,B,-44.37949369495653,57.11195554560017,D,-133.864558485845,B,C,D,D,91.72188583075031,0
Veteran,B,A,-54.269050907022155,-3.9610111456394974,D,160.42536061373852,C,E,E,B,-283.647501421016,0
Non-Veteran,C,A,59.745464417031236,223.5734412039883,D,-65.28418367147552,D,E,C,D,87.36593360956203,0
No,B,B,32.43664280919102,-94.46591935705747,E,-20.073518496433678,A,C,B,A,-63.16596220126799,1
Veteran,E,A,123.51957445150875,-19.518244413306295,C,-88.59553556573664,E,A,D,E,131.65359245111247,1
Yes,B,E,168.05388800019458,87.10045203336979,C,-53.09970416606505,A,C,E,C,-2.4239396255960104,0
Veteran,C,D,139.18830087081412,13.303855394330414,A,-105.92625616351081,E,D,A,E,44.99102717416197,0
Non-Veteran,C,E,185.37274506692003,70.74334305221308,E,-51.58284368738823,A,A,E,E,16.37104172898292,1
Yes,C,D,-153.64761864899774,-126.39823719665783,D,-6.968605354192483,A,E,A,A,-186.64696244994397,1
No,E,C,3.9552976502306345,134.30817538090005,E,62.54843349997502,D,E,D,E,-121.44237586756846,1
Non-Veteran,E,E,2.069044044072716,15.370384101080697,C,208.92941504289678,E,C,B,C,58.11697941750478,0
No,E,D,-63.28096596141335,-67.63064401153798,B,1.8790260078068384,E,A,E,E,-19.416526890921677,0
Veteran,C,C,-112.50779103545196,21.260882738884302,C,24.05995323329591,D,A,A,E,-92.39345152056167,1
Non-Veteran,D,D,14.581648160718547,124.90070757747536,D,125.43307266767857,B,B,A,A,13.515550926369963,0
Non-Veteran,B,A,-59.134259209152276,201.96237643231433,C,-21.079978294845493,D,D,C,E,-165.01513351284115,0
Yes,B,C,28.363153468167667,-65.91245897742668,C,75.05878375902391,A,E,E,D,-75.23480014083546,0
No,A,A,-75.27531747742233,-67.88945172952072,E,-25.390838349153107,E,C,D,A,112.18864718239452,1
Non-Veteran,D,E,82.61419740727047,-56.21236541089431,B,-35.85668985439007,C,D,A,D,-73.90095834997712,1
Yes,D,A,-81.58612561237908,-107.980445679918,D,-144.88083992125183,E,D,A,E,54.71753503367923,0
