marital_status,ethnicity,genero,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
Widowed,Asian,Female,-10.080010885392737,B,-5.293843819926645,E,B,25.2539756175514,D,B,A,-45.657805102206204,1
Married,African American,M,-14.001505471655468,E,130.20467602864824,A,C,-1.3677925629037246,B,B,E,1.79706092527651,1
Single,Black,F,-209.82848454109933,C,-139.44799887841353,C,E,16.60581939311333,D,C,B,19.198558026434277,0
Widowed,Asian,Non-binary,242.3934595495843,D,-36.062005440692424,D,B,-4.124069983767777,D,E,B,-23.465631429141094,1
Widowed,White,Female,-58.84762617814954,B,-79.40924915882866,B,C,-140.34408391260402,A,D,D,-19.752902028760765,0
Divorced,White,F,53.21310939536903,B,-12.870456013458606,B,C,-18.239356953685785,A,E,C,-33.22991053609814,1
Married,Black,F,-136.5601642219578,E,8.88224452788998,E,C,9.503594872641838,C,A,A,0.17414548243252273,1
Divorced,Other,Non-binary,-127.415031956448,B,172.18869414212355,C,A,-136.26614932207002,A,E,A,-125.45708786919829,1
Single,Black,F,73.05042275966284,E,89.09374427405743,D,B,-75.50816052544431,B,D,A,1.4247323679745787,0
Widowed,African American,Female,78.8122577385546,B,-84.65441505905268,D,C,-62.44210963063136,B,C,C,-83.64874044063451,1
Widowed,Hispanic,Other,135.4766414938817,E,50.473932791368235,E,A,-5.569027985485535,D,A,B,199.0750250785743,0
Single,Other,Female,-107.64634312119978,E,-135.98449540251076,B,C,71.2087389937411,C,D,E,-80.89746572916683,1
Single,White,Other,56.47490465959286,C,-49.14468513457118,A,A,44.192521655398735,E,C,D,52.093098443055005,0
Married,Hispanic,Female,117.6791820052008,C,-76.69423368487656,A,E,-60.13665714580748,B,A,D,-14.888367430357222,1
Widowed,Hispanic,M,-99.70071760184645,C,-73.410350150901,C,E,-77.19980352012297,A,A,E,43.38477184203396,0
Divorced,Other,Female,-100.3978524195616,E,-90.30997029397928,B,B,-179.78004320871366,C,D,C,-124.80447282878771,1
Married,Black,Non-binary,-16.121538147848447,E,156.2404916080371,B,C,105.78138212681931,C,C,B,-195.53483438617866,1
Divorced,African American,Male,95.63591787985638,A,-49.757810042725495,C,B,127.54430830576067,C,C,A,-4.634834596268137,1
Married,Other,M,-267.6851703824291,C,-170.07301688506286,E,D,58.530058995210574,C,A,E,136.0335074975524,1
Divorced,Asian,Non-binary,-185.79019183171087,C,-72.36629271912311,B,C,-19.03462239188399,A,D,D,-113.71210928495104,1
Single,Hispanic,Non-binary,111.40452188425837,B,-36.69770801435589,D,B,-194.36293476141046,C,A,C,-2.0601440630986643,1
Single,Black,Other,158.42060277990848,C,-9.01700251165371,D,C,107.459129528529,B,A,A,118.25323190150885,1
Married,African American,Male,-101.85617208707463,A,94.25500307984963,D,E,5.084911689029456,E,E,E,-16.637290885515217,0
Divorced,African American,F,-22.470972147643913,B,-44.53382652844788,D,A,-71.26669865479874,E,D,B,216.96141063376265,1
Widowed,White,Male,-27.41654306745756,B,112.49580273251021,E,E,-68.86117154879973,E,C,E,100.01868666966709,0
Divorced,White,M,-81.66792060480125,E,-95.57705398494822,A,D,-30.29044058640094,B,A,B,-17.909126343711453,1
Widowed,Asian,Other,-37.6010894378194,B,39.936588119022595,D,B,-114.98504430352423,C,C,B,67.40706445330208,0
Divorced,African American,Non-binary,-16.115443941646408,E,-66.39372891774156,E,B,-40.82261201370523,C,C,B,-92.8036496829117,1
Widowed,African American,Other,66.01901956785503,A,130.27759127459368,C,A,3.444203636363769,B,A,D,5.208541977774211,0
Divorced,African American,F,-123.0480985138584,B,112.68395865534504,C,B,12.703229012209775,B,A,D,6.6669432405970595,1
Divorced,Asian,Other,-33.796375161652534,C,-25.99239336384347,C,A,-6.4398344299839785,A,E,D,-92.79511983232258,1
Divorced,Asian,M,33.04874000710025,C,23.519779749110356,D,E,-174.602277288824,A,C,C,156.33969807501398,0
Married,Other,M,-2.554927398013346,C,5.690791672540333,D,A,86.18737667036955,D,E,C,-179.36343776810705,0
Divorced,White,F,55.880942313809655,B,22.040397412239308,C,B,42.107038299223674,D,D,C,81.73250488585693,1
Married,Asian,M,-72.7064769926849,B,80.05716315596577,E,E,-97.02800238003594,C,A,E,16.255232414008354,1
Divorced,White,Non-binary,88.70588582205502,A,-172.5408038583119,D,C,-119.70401952440413,A,A,D,232.86576743193132,0
Single,African American,Male,-202.64972001895467,A,109.39105579755513,B,D,-28.914561132467696,A,D,A,-123.6481789201231,0
Single,Black,F,20.62465324510913,C,227.80905111641326,D,C,-169.25571060162073,E,E,C,-115.25739833856012,0
Single,African American,Non-binary,332.0750396847,E,38.58125969089706,E,E,-161.11679878036918,E,A,A,13.883082015526854,0
Widowed,Hispanic,Male,-72.28263853939212,D,37.02195830819374,C,D,-129.4318133354579,D,E,A,129.2269014657791,0
Single,Other,Female,-23.991028966237696,A,-9.726604538954156,C,E,191.43955069630593,D,D,E,-21.574159414413206,0
Married,Asian,Other,234.97610880822756,D,-101.74768915493537,C,D,217.8338779000633,A,E,C,-14.113267538156638,0
Single,Black,Female,-162.75740424222366,D,216.8536332752089,E,D,287.63317979259637,D,A,C,-49.86169658361287,0
Married,Other,M,-189.76684855072637,E,28.50759955892433,D,E,-93.73651882641246,C,A,A,-119.95518513114828,0
Divorced,Hispanic,Female,-192.0961179591685,B,50.15971104287902,A,A,-35.60989317468058,D,D,B,209.94250730379522,1
Married,Asian,M,-169.2709822182241,A,-34.546924567853765,A,A,18.348427863404147,D,C,A,112.85657718869385,0
Married,Other,Other,-44.863721136521626,E,111.97147193810906,D,C,-129.10519157137688,A,A,C,81.82337284297455,1
Married,Other,Other,107.32455582573952,C,-35.20271962885793,B,D,-233.06788986369423,C,C,D,201.96907776472264,0
Widowed,Black,Female,13.427381179255232,A,14.813862887861564,D,B,76.75344273996689,B,E,C,-5.0080839394608345,1
Divorced,African American,Non-binary,7.9137446814761665,C,53.03410549944445,E,E,-72.63689239063704,D,C,C,-226.11987562222419,1
Divorced,Hispanic,Non-binary,6.499069736621245,C,-0.9561834526916554,A,C,-8.034424914642422,E,A,A,-98.18507623079806,0
Divorced,Other,F,5.6725456390467635,D,-76.42182126962543,D,B,-167.9261637364676,E,C,B,103.86143580202636,1
Divorced,Black,Non-binary,24.51179977166979,B,129.13418017303937,D,D,8.249265845122139,B,E,B,-36.46024555513001,0
Divorced,White,F,-77.25245238865483,C,100.94998788729366,C,B,-0.706158763290179,C,D,C,-1.8825991227321919,0
Widowed,Other,Male,58.66397457929891,E,-117.47223065904062,D,E,34.38233775905144,E,A,A,-44.87957514398321,1
Divorced,White,Female,-93.58793584435412,D,23.74310041926843,B,D,190.79816817946636,E,C,C,91.03205575014258,1
Single,African American,Other,-111.99075930266424,E,91.15005915467349,A,B,98.30492517584659,D,D,A,-34.60056297795664,1
Married,Other,Other,120.96574932892447,B,-108.25253561928838,C,A,39.8994333888086,C,A,E,-58.796616239897716,0
Single,Asian,Male,63.90331374300271,D,-216.41704161951048,C,D,106.51428037658275,A,D,A,118.43548803837865,0
Married,Other,Other,135.23849893480406,E,-228.21373496662315,D,D,130.26981804649168,A,E,B,95.50162287648443,1
Divorced,African American,M,60.47891154745917,D,-1.8798022969050199,B,D,39.50573271911565,C,E,D,55.41713414037085,1
Single,White,Female,-133.48447519709646,D,-125.88335563782415,A,B,-192.66394343619044,C,A,D,-46.01905946351167,1
Divorced,White,Female,74.65381358828115,B,-110.28659054683433,B,A,-1.9568005805702318,B,E,A,-54.15515593863696,1
Widowed,White,Male,79.1532739876864,E,-124.57108084049011,D,A,-104.33792452554785,C,E,B,91.47011131232364,0
Single,Asian,F,0.6604428410145243,D,35.79398616405285,B,E,172.95911487302376,B,D,C,55.3414061266869,0
Widowed,Hispanic,Female,-4.7202882814623655,D,-114.03049566558146,D,B,-390.8946358038316,D,C,C,-7.866331619902926,0
Single,White,Male,-135.3053725423398,E,-96.87454463238761,C,E,-32.888110521512935,D,C,D,61.31729855998721,0
Single,White,F,-15.026660804321612,C,15.973944904212656,C,D,57.222532265960645,D,A,E,24.85742825352484,0
Married,Other,M,73.8083085135065,C,24.360532703610176,A,B,48.605692438415105,C,E,E,59.123528411779326,0
Single,Other,Other,-86.7202173664782,B,100.44218538440317,A,E,104.3445233140482,B,B,E,173.51853794187946,1
Married,Other,Other,8.87726338791692,D,34.757543226547064,D,A,-0.18582597864412173,A,C,A,57.97092635956442,1
Widowed,Other,Other,19.030789594365096,C,76.23355409623373,E,B,79.2119084238931,B,D,D,-118.28505239557651,0
Single,Asian,M,-113.54482669933155,A,73.1620583386703,C,B,-124.07103846110515,E,A,A,-17.86572387337485,0
Married,Hispanic,Non-binary,-96.35469035616924,E,-194.9993377681801,B,B,-109.95932532953753,C,D,A,166.06364273390608,0
Married,Hispanic,M,-25.30666323363546,E,-34.62516933661398,A,B,49.66448035306289,E,C,B,-47.31495766894549,0
Married,Black,Non-binary,-120.03757003329203,D,-72.21398413928554,A,E,163.12451064549433,C,D,D,76.53570250594949,0
Single,Hispanic,Female,139.2540617971812,D,100.31651901305574,C,C,155.6193317673402,A,B,C,28.105547214121334,1
Married,African American,Non-binary,69.49467736006453,E,28.66713709528705,D,C,76.18091276398322,C,B,C,14.337309175635568,0
Widowed,Asian,Non-binary,-79.39945146512915,C,76.56634846818537,D,C,57.51023119848087,C,D,B,73.71571361039432,0
Widowed,Hispanic,Female,-180.74927425608283,B,-22.075608433764607,A,A,-132.25899393766974,E,D,A,145.7153500849944,1
Divorced,Black,Non-binary,47.71969257969749,E,-7.7042430614563315,A,A,-90.29487818876679,B,B,A,43.81887076744228,0
Divorced,White,M,-24.60549928216444,D,33.10704921011256,D,D,81.44271800479316,E,A,B,-119.46317948247449,0
Divorced,Black,Non-binary,-102.75664550986112,A,-85.87460808632031,B,C,207.56750568715506,A,E,C,-80.76722780660532,1
Divorced,Black,Male,36.79990437543821,B,-106.64992298635437,C,D,-39.49155041177718,E,C,D,-105.12692565347568,1
Divorced,Asian,F,34.26686888724323,E,112.73535603239833,C,B,137.48848163993975,C,B,B,-13.080255187762877,1
Single,Hispanic,Non-binary,-290.5585130091712,B,24.342554098697992,A,C,135.3885405433634,D,A,A,147.20290902966892,0
Single,Black,F,-5.4140863346481485,B,-53.25025362596845,D,B,182.9983359992923,D,D,B,279.37156927830256,0
Divorced,Asian,Male,-14.702028313075902,C,25.36683647698735,D,A,54.72970578303885,E,C,A,-138.12682126936352,1
Single,Black,Other,208.18307632680978,A,-77.5429777446055,E,E,-107.00641104710004,A,E,C,34.24090495139953,0
Married,Black,Other,-100.21865674034116,E,144.138611719842,C,D,18.01191653136316,D,E,A,60.51176681925396,1
Divorced,Other,Non-binary,-89.34639410810557,B,-42.2907865148203,C,D,8.714445205819532,A,D,D,-143.7642961682378,1
Widowed,African American,Male,3.4380729496832836,C,37.727923831356314,B,E,44.29545956402981,B,C,E,29.66416294773343,0
Married,Black,F,7.21502951316282,A,0.30232187040591296,A,B,-104.05508248636801,A,D,A,125.7059499380835,1
Widowed,Black,F,34.94245032916571,C,144.4542455239979,E,C,-181.39870588801216,E,C,E,201.12467172441643,1
Widowed,Black,M,-77.06819951437627,B,115.92468827967919,B,A,6.793764840050555,A,E,A,81.0946824726288,1
Widowed,African American,Male,-13.382697432491542,D,101.26194652427859,D,B,109.27153929567059,A,D,B,87.6893818324364,1
Married,Hispanic,Male,57.41323189044315,E,-64.96805549620137,B,C,-28.231765035150797,A,A,C,-133.9825902284987,1
Married,Hispanic,Male,115.60569537021557,E,34.69378406441857,A,A,-159.8937901399793,C,D,B,-69.74722295505028,0
Divorced,Hispanic,F,36.212563471556116,E,-54.81543607337669,D,C,95.18060526044752,B,C,A,32.99574999757543,0
Widowed,White,Other,111.04961934425515,D,-6.063241570202192,D,B,-231.9972690673517,E,E,C,223.43914662923194,1
Single,White,Non-binary,41.660621671903236,E,219.62558620602036,B,B,-31.21764606064175,C,E,D,36.87335746727112,1
Married,African American,Female,38.62038664858831,C,-45.0542120815089,E,C,51.41592732980844,E,C,B,-12.169749183117506,1
Single,Other,Other,47.730092960423484,A,14.87270842674816,C,B,64.06916976265431,C,C,C,-69.36618356343483,0
Divorced,Hispanic,F,-44.846209126941396,C,71.19934073169541,D,D,31.36187780178895,D,A,E,-15.417117430494343,0
Divorced,Other,Female,-66.95753293095777,A,127.59662771514952,C,B,77.08427807353304,A,A,C,-21.71892668554357,0
Divorced,White,M,92.45427494036026,C,-4.568330532873483,D,C,-6.037027983598114,D,E,E,75.75925992369902,0
Married,Hispanic,Non-binary,183.9670894650453,D,137.4875643561116,B,B,10.496505155249631,A,A,B,99.29277746602145,1
Married,African American,M,70.61592275382094,E,-166.75213712583644,D,B,-1.2174709851402306,A,D,B,-105.29790234260379,0
Divorced,Other,Non-binary,-10.033366060551026,A,-25.795769640489517,B,B,153.77850591222082,B,A,E,-63.22926154888725,1
Married,Other,Male,94.04675838719918,B,46.779884999252744,C,E,-17.193102077817446,B,D,C,34.859353731365125,1
Married,Asian,Other,126.0189294085241,C,-69.69621045752665,C,D,188.57611434465346,A,E,A,-17.88872252574524,0
Widowed,Hispanic,Other,89.55599136751319,D,-184.3542778203639,E,B,-38.20151161464756,D,E,B,-17.46548523188485,0
Married,African American,F,76.60972358176801,E,-51.51341791163561,B,A,-73.73536555885171,D,D,E,137.23550851042592,1
Divorced,Black,M,-74.50423739948133,D,23.037928728115336,E,B,-87.87185824914805,D,C,E,-1.5644094876248866,1
Single,African American,Non-binary,-24.79751245764764,A,-0.2451666018581862,A,E,153.17319452992916,C,D,C,-52.089112478676746,0
Divorced,Hispanic,Male,122.25821854268557,C,68.17674335899935,D,D,-30.128313587439827,E,A,E,23.81032137069035,1
Single,White,F,133.5745258649111,A,50.11338496230472,D,C,-233.3817823957353,D,B,E,125.48180676852468,0
Divorced,Other,F,-2.6585146750164226,B,-8.422787203072794,B,E,-129.89577317020795,C,C,B,58.2460352525629,0
Single,Hispanic,Other,-123.03356370636853,E,7.313974862095203,C,B,71.5447728345564,E,A,B,132.9365039544833,0
Married,African American,Other,-43.32205874935153,E,30.374311195051334,D,C,-34.09302920028489,D,B,C,-63.554895825443246,0
Single,White,Other,49.319667997534474,D,175.923522045781,B,E,-22.074332214523654,A,B,D,-20.495567010508832,0
Divorced,Other,Female,187.27018365365865,C,-155.81962729946983,E,C,17.482527581308727,C,A,E,-194.85625713044388,1
Single,Other,Female,52.87069587198735,B,-64.33841249996892,A,A,211.8482404629992,B,C,D,81.76001091802388,1
Single,Asian,Other,-53.17979160376582,D,-25.010656799932306,D,A,-118.84040455471101,A,A,B,-11.892461573397323,0
Married,Other,Other,3.9706125380214523,D,91.99218599061548,B,A,29.75196254498523,D,C,C,-29.09684309259701,0
Widowed,Other,Male,29.17221446206729,E,29.66000407939098,D,E,57.205914454101226,B,D,B,-50.38123809194344,1
Married,White,Female,5.478165302538981,C,-15.269493950135699,B,E,-237.81743337191327,B,E,B,50.79146808683313,0
Divorced,Hispanic,Female,32.534497005175446,D,-47.69444900274566,D,A,62.45031565896328,B,A,A,-55.75251918191321,1
Widowed,Asian,Female,-76.0972668185553,A,-35.7730949894718,D,A,-59.40956687895099,E,A,C,99.44450503568262,1
Widowed,Hispanic,M,-53.134658843136705,B,-108.60358501165308,A,B,82.16445654631242,B,C,C,-86.86634845684867,1
Single,Other,F,-112.50598889767541,D,19.695631514064804,E,D,15.607937593190012,B,E,D,46.54901271792511,0
Married,Hispanic,Non-binary,-3.7458171607225275,E,87.40318220062716,D,E,0.42432027922540627,E,A,A,-61.83857097987777,1
Single,African American,Other,-54.62054787027074,A,-47.054944401984464,A,C,-136.93840669533535,E,B,A,146.21462665382694,1
Widowed,Asian,Female,-247.4849907455859,C,23.341277891078168,E,D,-69.68025507314836,B,A,B,2.425182247650835,0
Widowed,Asian,Other,-56.84099573493351,D,-24.852286385450064,C,E,58.74153775916916,E,C,A,-45.7342770191804,1
Married,Asian,Other,-133.0288956244705,D,322.76936703409154,E,A,155.19956008096722,A,A,D,53.01550116606726,1
Divorced,Hispanic,Male,-97.84835203677326,D,75.10403308288798,C,E,-2.48276769420333,C,E,D,17.044640634185797,0
Single,Other,Other,-7.101570095764761,B,30.82501489839911,B,A,-10.292106070810028,D,C,A,126.50290766921495,1
Widowed,Other,F,-118.77309697773998,A,16.419193698387925,A,E,-3.1194145656784187,B,A,D,-109.30952838732048,1
Divorced,White,Other,81.78237396425232,D,-62.24942557178594,D,E,-12.46207741515554,E,E,B,91.54539294456413,1
Married,Other,M,-57.682767243910085,D,-79.28531108869059,A,C,57.64273240951251,C,C,A,34.056982665010686,0
Married,Hispanic,Female,74.60997226084818,B,186.02304457431765,B,A,38.39491827317803,D,C,D,-88.64576393956062,0
Widowed,Asian,Female,-35.01957249481463,C,-8.208335009523228,A,E,-108.44748489328782,B,C,D,22.31162698628958,0
Single,Other,M,-130.95466687029094,A,137.00047160001643,A,D,-88.37729399276692,E,A,B,-16.624934467005456,0
Widowed,Hispanic,F,111.44176773278369,C,62.681385747463324,A,C,-76.57028484113148,D,C,B,37.532965109105746,1
Widowed,White,F,39.102078853342725,E,71.7236963188537,E,B,81.1159821366083,A,D,C,-159.1821729150663,1
Divorced,Black,M,-32.49758008622257,B,-21.20903194163072,C,E,-218.4013936507859,D,C,E,-27.191898382478836,0
Divorced,Other,Non-binary,-16.411352843603122,B,19.793270717800052,C,C,193.6884826172812,D,D,B,86.58029899218285,0
Divorced,White,Other,60.32758334328432,A,66.59271392418933,C,E,93.79352179484151,A,E,C,-80.87877114053425,1
Widowed,African American,Other,-234.9694892766384,D,-43.34718917983368,A,B,-23.611194113220684,A,E,E,44.72377085389323,1
Single,Other,Other,-2.2942495157755536,A,-9.460128522362034,A,C,97.68041369032817,D,E,B,-10.73968005488375,1
Married,African American,Female,-111.14509453891827,A,194.88527945581285,A,B,-20.916249440890912,D,B,B,-147.41609787849183,1
Married,Asian,M,-82.51750606911826,E,104.65184399704943,E,B,-117.7559122372546,A,D,D,93.57415899190262,1
Married,Hispanic,Female,-42.43433324931936,A,-71.09138132062147,C,A,-16.668878465444248,A,B,A,-30.056115454422876,1
Married,Hispanic,Male,-111.12527132934382,A,-128.23870337303194,E,B,-28.657466205763534,E,B,B,-59.376624242273934,0
Single,African American,F,-54.28527343390193,A,208.08579941961858,A,A,-96.03670305537895,C,D,C,162.7414519240395,1
Widowed,African American,Female,-91.77406386554765,C,-228.4948320756828,E,E,-92.66074128611903,D,C,A,135.90346822920333,0
Widowed,Other,M,-6.951099274022308,A,-36.09039361448167,C,D,136.3771151575361,B,B,D,-31.03677905503347,1
Divorced,African American,Non-binary,67.00433603537236,D,-49.170578007435836,A,C,-86.17239881333599,A,E,A,180.37370174322805,1
Divorced,Other,M,-99.25714181351424,E,6.894904965133685,B,B,57.86916371602487,C,C,D,-159.76543970939585,0
Single,Asian,M,27.240443096690427,D,-41.79535411273546,E,C,-186.8486582663278,C,A,B,80.54890176742612,0
Widowed,Other,Male,284.975561666414,A,-5.870313579113735,B,E,157.29568403835287,A,A,C,-42.39237826370354,0
Married,White,F,-48.481713796189986,E,-98.76082320741433,A,B,-167.85803951311757,B,B,E,16.95166671668155,0
Widowed,White,Male,24.34091283475889,B,-2.5935615548630655,D,A,233.3278812277546,E,E,A,91.4862986937012,1
Single,Other,Male,-70.60703722955974,B,30.85132279489562,D,A,-135.24538959835738,B,D,C,29.755168330438558,0
Widowed,African American,Non-binary,-11.981582224048301,D,6.333723967490788,C,E,250.08078144925224,C,A,A,-63.24303499563319,0
Single,White,F,138.01372735722268,E,-28.636327805591993,B,E,138.67417633021736,B,E,B,-21.54527438609367,1
Widowed,African American,Female,90.33691626443401,B,-46.13938098054559,B,E,60.669504855298015,D,C,B,-54.91460747714802,0
Single,Other,Female,-78.8287147785553,C,-113.6660834595055,C,B,124.39351465509911,B,B,B,5.307244960250746,1
Widowed,Other,F,-47.54464728176791,C,154.79309051151725,E,E,127.25258969586012,C,E,B,79.19165558820802,1
Divorced,Hispanic,Other,20.434425231488152,B,1.1672574124543882,E,D,228.69129616326126,D,E,E,87.55796639058687,1
Married,Hispanic,Non-binary,37.70382005707628,B,112.05792778478485,D,C,14.744106318327304,E,B,A,-57.24086052260431,1
Divorced,White,Male,-137.57981859482206,D,56.055268991470385,E,A,66.64959732795226,A,D,A,-28.585665146796615,0
Single,African American,M,-129.0407881314633,E,3.5973749327696294,E,E,68.40469386168276,B,D,B,-80.8566071147487,0
Widowed,Asian,M,-1.5044530831570413,D,11.830858189798125,D,B,72.08404045554894,B,D,C,-155.21390926200968,1
Married,Other,Non-binary,-6.593266762095971,E,-1.9608439361915024,B,E,10.656374924525178,B,A,E,73.3401057366645,0
Single,Asian,Other,-110.38124075563707,B,16.444711616108588,B,D,210.3138988440603,E,B,A,83.71332910169936,0
Single,White,Non-binary,-10.467657846993955,C,-136.91604915124788,C,C,-41.33091886644107,D,A,E,60.918414594923554,0
Single,African American,Male,-116.34978663722897,C,29.840436967770017,D,E,90.97015117091088,A,B,C,-95.14505417279283,1
Widowed,Other,Male,127.5088896480074,D,50.49956570688758,E,E,-42.43799168966536,D,A,E,27.184342989158566,0
Married,White,M,31.810574716121963,D,141.11031210580137,B,C,5.345165197555467,A,E,C,-74.78413069955465,0
Widowed,White,Female,-178.35058114030855,C,79.48828797906269,A,D,128.2712037452722,B,A,B,-163.4925454831876,0
Married,Asian,Female,36.41697195839335,E,-114.19467850114235,D,E,7.874001279881833,C,A,B,68.1584822705714,0
Widowed,Hispanic,Other,64.19491212242615,A,112.03173482763556,A,C,71.88826482455492,D,E,C,-28.07372850638036,0
Married,Asian,M,65.20547351554944,A,-95.41297266227468,D,C,-53.607719465679274,E,E,E,-38.001650642813786,0
Single,Hispanic,Non-binary,21.893194664613024,B,-29.103561059243045,A,E,61.02768747750189,B,E,C,-26.093286467441878,1
Single,Hispanic,Other,51.02251418215105,D,-99.05031469517957,A,E,11.58782119653748,B,B,C,100.37657129219515,0
Widowed,African American,F,232.36576194636362,E,-109.26656972369429,A,B,54.15476355148232,D,B,A,78.52849823470649,1
Single,Asian,F,119.54836054755698,D,-87.13440232545659,C,A,77.64903166566445,A,B,E,-58.70689956670644,1
Single,White,Other,-82.77065817663487,C,-29.685465150828392,A,C,-56.05034721993799,A,B,E,54.071266675341015,0
Widowed,Asian,Other,-64.12659924104427,E,-140.95620270638958,D,D,150.4718442846885,C,C,D,-136.3916574635229,0
Divorced,White,Non-binary,109.71591387979372,C,-204.70200567217262,E,C,200.42397104948924,E,D,B,56.55371599910727,0
Widowed,Black,F,-47.26859219609222,B,-166.57468681293395,A,E,-27.767372728561345,B,A,A,29.81016669697742,0
Divorced,African American,F,-127.76126873327678,E,-79.47976360854142,D,C,57.57550855087612,A,E,C,71.00577439101656,1
Divorced,Asian,Other,218.09686247996135,A,-2.91557435018002,D,E,-169.63159240392866,C,A,E,-102.82486025282466,0
Married,White,F,-8.628091487710837,C,-84.04601680319608,B,A,17.469877008704284,C,A,B,26.007912448674386,0
Single,White,Female,44.68373569280077,C,33.46007260263569,D,B,96.36047063223985,D,C,D,17.066949927139667,1
Divorced,Hispanic,Non-binary,39.87096044127021,A,12.970144445016924,C,B,-146.48720985236244,C,A,C,-114.5430696611247,1
Single,Black,M,13.122985082309915,A,-55.6233684820849,E,A,-92.55770464404243,B,D,C,119.28167605348825,1
Single,Hispanic,Female,115.72665086471206,E,8.972928957650343,E,B,33.92183916585124,B,C,A,118.57162929600167,1
Single,Black,Female,-112.46782335683723,D,-24.102657038215185,C,C,156.18144256867964,C,B,C,173.61091646242141,0
Widowed,Hispanic,M,193.55258529767633,D,75.55681928216838,A,A,-78.63179627773175,E,C,B,-46.94615231316191,0
Married,Other,Male,-119.55444190985267,D,-86.88851488648208,D,C,17.899353266410063,B,C,D,-82.54861436648244,0
Married,Black,Female,71.6456197016915,B,-26.076202758542195,B,E,-107.27343623486412,C,A,D,59.87525881624518,0
Married,Black,Other,87.95814584332481,D,20.60372245526702,E,C,5.9713290100976595,A,D,D,-84.00790259886232,1
Divorced,Black,Female,120.64178797110611,D,-36.996674535864564,B,B,20.917461676269816,D,E,A,-19.758479357795174,0
Single,Other,Female,-12.955684284396627,D,-167.4474435014441,A,A,-103.81609443475345,D,B,C,-200.23393906611417,1
Divorced,Hispanic,F,87.71145327530918,A,4.712892311007517,E,E,-47.885877043290314,B,D,C,228.1832559787115,0
Married,Hispanic,Non-binary,-35.43646794404637,A,-67.24319077334712,A,C,30.4328377353685,A,D,C,126.12999436650026,0
Divorced,Other,M,-30.54162508963167,E,90.61615791105244,E,A,-16.227133487698108,D,A,C,-95.81913912209635,0
Single,Black,M,88.01513164057798,E,261.38754129733985,D,B,7.44909352775178,C,E,E,-31.965591406944867,1
Divorced,Asian,Non-binary,113.6682992110558,E,-25.10986355605505,A,E,-2.6436859973012363,A,A,B,-88.61834475079675,1
Married,Hispanic,M,-51.287702313707825,E,-110.61356461269143,C,B,-75.62692646008917,D,B,E,34.71185571713754,0
Widowed,African American,Male,18.38693722889417,E,-154.58854566175157,E,C,69.33381430412341,D,A,C,-208.89268998162524,0
Widowed,White,Other,67.70818206645527,E,25.384418347657657,C,E,39.297053126421346,A,B,D,97.03818482747681,0
Single,Other,Non-binary,89.09769256146524,C,-58.673199797920084,B,B,-94.18002633477475,E,B,E,-192.06342531591224,0
Divorced,White,M,93.54127194385747,A,87.37812665218888,E,C,30.238502608116818,D,C,B,36.02470918949635,1
Married,White,Female,-143.13941887062455,E,-167.0543838744531,E,A,90.2629988001969,D,D,C,-88.22871991512862,1
Married,White,Non-binary,65.79873212997735,A,92.7190463011252,A,A,-191.09449831428645,B,A,A,54.17837012103419,1
Divorced,African American,F,-94.23069472911251,D,96.98482261298108,E,A,96.83879475993584,D,E,D,61.07209632735851,1
Single,Hispanic,Other,-77.43263331266547,D,-164.60025151022754,C,A,-150.23231721935707,D,C,B,-32.656056724875654,1
Married,African American,Female,-81.41583116571596,D,-84.79682716856422,D,B,-80.64771486333146,E,C,A,131.36137038976398,1
Widowed,Other,Non-binary,-28.943422679565224,D,64.84766027409307,D,E,27.29656710227768,A,D,E,-77.55920058940772,1
Widowed,Hispanic,Female,-84.32737839834054,B,-239.39645422938835,D,A,-8.732019181304535,C,D,D,-60.30192342174846,0
Single,White,F,-39.38293981118327,C,0.7572301420585288,A,B,9.73511586122008,D,A,A,16.755307267704357,1
Married,African American,Female,-49.32793026477776,A,-48.95638943578356,C,B,-137.37830924490885,D,B,C,-93.18643617578383,0
Divorced,White,Male,-10.670967887096218,A,78.99006432905878,B,C,-72.20559312200275,A,C,E,20.787145747743686,1
Single,African American,F,-4.665176292103826,C,26.962457259105722,B,C,131.10971602452508,E,D,C,5.527165007996263,0
Married,African American,Female,-75.43659821766339,A,-18.933966999266243,C,E,51.02358827001806,E,E,A,-0.5067705230698191,0
Divorced,Black,Other,-59.928296962604385,A,-51.90328928810263,E,B,127.23268262512855,E,E,D,-99.54740396362938,1
Married,African American,Male,-53.32485841910879,B,-81.95738880220738,B,E,156.28883565614214,C,D,D,-32.73900552215166,1
Divorced,African American,M,41.72015325942523,A,-95.50065056367272,B,B,-117.05061141033791,C,A,A,-140.6327320304252,1
Single,Black,M,-55.29171172957086,C,40.44083969368126,C,A,126.71726016986409,C,D,A,-54.14007873871169,0
Married,Other,Non-binary,51.444058816844986,E,22.73039834063669,D,A,64.51239182954579,C,C,C,108.59473655192235,0
Widowed,Hispanic,Female,-128.91846144344922,A,202.65644564252253,C,A,122.65771065839708,B,E,C,-49.859007166156,0
Widowed,White,F,-28.076078422713536,C,79.51037257586984,E,B,-71.96311543453602,B,D,C,12.708254610033453,0
