nation,religious_affiliation,Veteran,marital_status,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
Mexico,Other,Yes,Divorced,-67.99164616037288,55.91235947817711,B,E,97.28461220630453,A,B,1
Other,Muslim,Non-Veteran,Divorced,-29.721915354191452,80.76559586222577,D,D,247.14736885174742,D,E,0
US,Buddhist,Yes,Divorced,-94.89910350238306,104.63600631754137,C,D,56.30871599371512,B,A,0
Brazil,None,No,Married,81.54767110813064,101.43707721437991,A,C,-105.7217088720732,E,D,0
China,Hindu,Yes,Married,-90.62655018851122,100.80322414149056,E,C,4.5545650296561915,D,E,0
Germany,Christian,Yes,Married,-27.745561110739214,-150.98626302343777,A,A,10.684791198626478,E,D,0
China,Muslim,Yes,Divorced,45.93987644176486,42.25505984732362,D,E,40.52172984882624,E,A,1
Other,Buddhist,Non-Veteran,Single,-46.58860749224775,-52.0400026040193,E,E,2.876453486313782,A,C,1
China,Jewish,No,Widowed,24.908934074071748,-110.82799400168449,A,D,-150.10643587597764,B,D,0
US,Christian,Non-Veteran,Married,40.79783981429969,-343.39604832179276,B,B,-0.9625892959050065,A,E,1
Other,Other,Non-Veteran,Single,-93.86339391995078,-116.8716531317902,B,E,-88.16419477152967,E,D,0
US,Jewish,Non-Veteran,Widowed,-118.50335067535103,-40.84946419213386,B,B,-80.58920312813873,D,B,0
Germany,Buddhist,No,Married,-47.09453767747601,-115.07021821781056,C,C,-9.557766726483335,D,C,0
China,Christian,Veteran,Widowed,-151.7005905217925,175.79482906973837,C,A,23.434087396444486,E,B,1
India,Christian,Yes,Married,14.953835416209438,-110.94320452929564,B,A,-93.92003092501484,C,D,1
Other,Jewish,Non-Veteran,Widowed,-68.43133149271895,142.14664109434287,D,B,55.215752005964326,A,D,1
Other,Muslim,Veteran,Married,1.934539766970637,12.95893559349946,B,E,-31.481566731082495,D,D,1
India,Muslim,No,Divorced,-104.26152157701137,36.29874604673774,C,D,70.25392113965297,D,B,1
UK,Muslim,Yes,Married,88.26925853807724,-177.0898310045427,D,C,72.32000583187767,D,D,0
UK,Hindu,Non-Veteran,Married,-20.23159187726005,62.51886564381699,B,A,-102.15876471992303,C,B,1
India,Other,Non-Veteran,Divorced,16.04847276811019,-137.06833086289046,B,C,41.6366006601048,B,C,1
Brazil,Jewish,No,Divorced,-131.08331235253462,-113.63889457451452,B,B,17.40240639540689,B,E,0
Germany,Other,Yes,Married,-38.120683835292205,-154.34463026362067,A,C,-26.100108955437456,D,B,1
Germany,Muslim,Veteran,Single,59.50487512233501,-93.23699266265507,B,E,-57.18798575919948,C,E,1
Brazil,Other,No,Divorced,38.94275677475692,-117.28842089006999,A,E,-39.1468556543599,E,D,1
India,Muslim,No,Widowed,-138.33367053893383,-3.0734247106247756,A,C,50.37067618209219,C,E,0
US,None,Non-Veteran,Divorced,-34.1365193678573,-117.87585010153674,B,E,-94.83874715613203,D,D,1
China,Jewish,Yes,Married,-142.62739137579948,-110.48194580703843,B,D,-14.213876799884575,B,B,1
Germany,Jewish,Non-Veteran,Divorced,-164.5095698418952,-60.69685929920681,E,B,-69.12617641893554,A,D,0
India,Christian,No,Single,36.37051801317043,9.07222415690679,C,D,52.68537264067476,C,B,0
China,Hindu,No,Widowed,80.49380244716473,-105.07005726081454,A,A,24.818969474059895,C,C,0
Mexico,Other,Veteran,Single,136.01998332893373,-44.39542712956407,C,D,20.611585943012127,B,B,0
Brazil,Christian,Yes,Married,82.16170568227923,-131.65111113059743,C,A,-91.37847867085226,D,B,0
China,Jewish,No,Widowed,-62.31651406888242,83.7174869008096,E,A,-16.884284364739617,B,D,1
Mexico,None,No,Divorced,-129.89525767510483,28.350483958681632,C,E,-17.333203278479093,D,B,0
US,Other,Non-Veteran,Divorced,-154.71220481446605,9.82955296909291,A,B,-235.07012628505692,B,C,0
India,Buddhist,Non-Veteran,Single,-71.02182797899373,-64.54303550928383,B,A,-4.219584582821038,B,A,1
Mexico,Other,No,Married,264.9620853832954,-83.07110850610714,D,A,-265.09991285014166,C,D,0
Mexico,Christian,Yes,Married,128.23513503016173,81.7480965171572,D,D,-56.849452442401315,E,B,0
US,Muslim,Non-Veteran,Widowed,-12.692475473895659,12.239703423547171,C,C,-32.122423840923695,A,D,0
Brazil,Other,Yes,Widowed,62.944671176655916,-73.87758563974015,B,A,27.6755678896915,E,B,0
US,Christian,Veteran,Married,-96.32010956279078,-17.876513101428397,B,E,-117.63733934848264,A,B,1
Germany,Muslim,Veteran,Widowed,-27.191571943425103,46.27760827652029,A,B,-49.893665283251906,C,E,1
UK,Muslim,Yes,Single,-11.424253066438444,12.034664932256756,C,C,128.97262648733266,B,A,1
India,Muslim,No,Married,131.50584518600746,-66.26865381042857,D,C,54.82517331107637,A,C,0
Mexico,Other,Non-Veteran,Single,-77.90095934637364,-91.70844995767949,E,B,-28.545671592618678,E,A,0
China,Christian,No,Widowed,224.77080712390176,107.21149578519638,D,D,-172.68091570223774,E,D,1
China,Buddhist,Veteran,Divorced,170.19567740357385,-50.234671027031105,B,D,104.69531281147849,C,E,0
US,Muslim,Yes,Single,74.70021912062381,-130.65941934592325,B,C,-90.5290928300319,C,C,0
Brazil,Other,Veteran,Married,80.30592823159215,58.40716336246021,C,E,22.93064173473029,E,E,0
China,Hindu,No,Single,-10.801580182656208,-43.66321214849428,E,A,-31.767512771829548,E,B,0
India,Christian,No,Married,41.28597098195753,111.04330439106337,E,A,-27.56669640387232,C,D,0
China,Jewish,No,Widowed,3.0708800246428947,40.047411181732414,C,B,-114.07023697557285,C,A,0
UK,Other,Non-Veteran,Divorced,-3.261585768294367,15.356402736449903,C,D,-168.97763731296797,A,D,0
Brazil,None,No,Divorced,-159.95383991975208,71.80663380954829,C,A,-70.53893602259522,A,A,0
Other,Buddhist,No,Widowed,136.1944368802856,54.55762358146992,E,B,-0.2279431896237743,E,A,0
India,Hindu,Veteran,Widowed,41.51621488614794,-65.21782739269507,D,A,44.35514662479945,B,E,1
UK,Buddhist,No,Divorced,-38.13311926053141,-12.580297758380485,A,B,-8.427770441529747,C,C,0
US,Buddhist,Non-Veteran,Widowed,51.64610222973168,24.469274577198032,D,B,-42.479330960616686,A,B,1
Mexico,Other,No,Married,-14.023179179551532,54.583078385583605,B,A,30.091491535816406,C,E,0
Brazil,Other,Non-Veteran,Married,25.7872626748492,67.93632988308471,A,A,11.85110097497445,C,E,0
Germany,Jewish,Non-Veteran,Single,-122.04926737320439,-8.472739195319363,B,A,-84.50445127901418,A,A,1
Germany,Buddhist,Yes,Widowed,-109.22552779345807,64.02823810211261,E,C,122.50810521847974,B,A,1
Germany,None,Veteran,Married,-224.63728938519546,-16.5267470363341,B,C,-121.00464120677054,A,A,0
China,Buddhist,Veteran,Single,237.01903352612445,-157.95244292412102,E,E,136.38733240446615,A,A,0
Mexico,Jewish,Veteran,Married,-18.682687500742936,173.06523091950015,C,A,123.10729887882633,E,E,0
UK,Hindu,Veteran,Widowed,17.439355352276394,-124.06731490357168,E,B,126.69901096076057,D,C,1
Mexico,Jewish,Yes,Divorced,-51.09152231010622,96.15049201367346,A,D,138.51346712812253,D,B,1
Other,Hindu,Non-Veteran,Single,-16.941134081141712,-220.6988193300051,A,A,27.190380185502868,A,D,0
Mexico,Jewish,Yes,Married,-8.10143032706609,-80.31444194335035,B,C,-27.888307097463084,A,D,0
Other,Jewish,Yes,Widowed,112.35748223141772,-144.52847848804134,D,D,24.129318083158182,E,B,0
India,Other,No,Married,-145.45660355510722,-60.862918899075915,A,D,41.29362527050808,B,D,1
Other,None,No,Divorced,-67.19535387835602,-48.11827046839849,C,C,-72.33963490101137,C,D,1
Other,Other,Veteran,Widowed,-68.59889536450146,79.78535380326205,E,B,-127.8679215246153,C,A,1
China,None,No,Widowed,23.100536312758692,176.082892822809,B,D,-241.89786604768742,E,D,1
China,Hindu,No,Divorced,121.27268832883632,-63.49841457339353,C,E,36.21938458891231,E,B,1
Brazil,Hindu,Yes,Single,-99.60617311196289,-160.89711667287128,B,E,143.53714311977816,B,E,0
Brazil,Other,Non-Veteran,Married,85.13411161316459,-84.75758717759703,E,D,110.04557361210243,C,B,1
UK,None,Yes,Widowed,106.3248960178428,64.388250633247,B,A,-157.85013657492664,D,B,0
Mexico,Hindu,No,Widowed,-81.98234275851713,-21.367933074061476,D,E,-42.67929406022281,A,B,0
Germany,Buddhist,Yes,Widowed,59.85180652275295,33.427646720626946,B,A,13.612620128354367,E,B,0
Germany,Christian,No,Single,-194.63553956547784,57.016225176893734,E,C,-14.805802357518344,D,E,1
Brazil,Jewish,No,Widowed,175.27810949475497,-100.01693941850166,B,C,-81.33065256162743,B,D,0
Brazil,Jewish,Veteran,Divorced,-31.167511876232506,-133.15789532380606,A,E,-124.5823070665536,C,A,1
Germany,Christian,Veteran,Single,29.975260579191797,117.60774930350566,E,A,98.88208920131909,A,B,1
US,Christian,Veteran,Married,-164.0795773468805,77.15732219734325,D,C,30.67442095167839,D,D,0
Brazil,Buddhist,Yes,Divorced,3.671764033141282,-157.31507169174583,A,B,10.685347340202188,B,D,0
US,Jewish,No,Divorced,52.740693513968495,-111.30983113435609,E,B,157.3371907123158,A,C,0
UK,Muslim,Veteran,Widowed,29.011726566564967,-86.74268956745232,C,D,67.73936151236694,E,B,0
US,Muslim,Non-Veteran,Divorced,36.19732239004529,34.37720323329756,E,C,-146.5519414380947,E,B,0
Mexico,Jewish,Yes,Single,137.59417497013897,-123.69048944158692,D,C,74.45330971917502,E,E,1
UK,None,No,Widowed,-135.93240183723677,-115.59418904536881,D,A,-109.3134057353459,D,E,1
Brazil,None,No,Widowed,49.00607202535805,31.322212475133988,D,C,-96.3830875049673,D,B,1
Brazil,Christian,Non-Veteran,Divorced,80.81969827478166,-101.42486599013252,D,D,-123.76396513017451,C,B,0
Germany,Jewish,Yes,Widowed,44.30064007491882,-9.920757557315737,A,E,-108.0654761199116,D,A,0
Germany,Muslim,Non-Veteran,Widowed,-61.78802283679189,65.30773373998773,B,A,-25.58166204524772,A,C,1
Germany,Hindu,Non-Veteran,Married,75.68216588543552,101.94943286290285,C,C,-31.559128989078978,C,E,1
Germany,Hindu,No,Divorced,-150.17012943973748,-137.55510533824508,A,C,-172.64204648369346,A,E,1
China,Christian,Non-Veteran,Single,5.663630505168849,25.065839106136483,E,C,-68.72056180342977,A,B,1
Other,Christian,No,Married,248.755506569911,147.55410208609666,E,B,-121.86738092807101,A,B,1
UK,Muslim,Non-Veteran,Divorced,-22.395501375375535,-136.50107229605416,D,E,-170.282769585083,D,C,1
India,Other,No,Married,197.26326835614017,-23.378049812308248,A,D,5.911705525205298,C,A,1
UK,Hindu,Yes,Single,72.43051421740816,-191.0074160712096,E,A,-114.9903268172673,E,B,1
Other,None,No,Single,53.47040547685222,-21.1909920795597,B,D,4.161534387555498,D,C,0
India,None,Veteran,Single,-68.3248096653294,67.54500723290286,E,E,-10.187847880205346,A,E,1
China,None,Veteran,Widowed,2.128339853079787,59.956594986434375,C,D,-154.8785146808229,A,A,1
India,Other,Veteran,Divorced,5.520641303789957,-248.12471077540317,A,C,120.50225403428627,C,E,1
Germany,None,Veteran,Single,15.814860330061913,56.17334139768554,A,D,-132.5623683825881,A,E,1
Brazil,Muslim,No,Divorced,-183.89514482522824,40.71253817435414,B,C,13.920162240861089,A,B,0
Brazil,Hindu,Yes,Single,-117.03471540404324,-7.8737809388444004,C,C,22.083579906282893,D,E,1
US,Buddhist,Veteran,Single,-68.27673988289247,111.87443606857008,C,D,-58.79384448508812,C,B,1
China,Jewish,Veteran,Widowed,-76.46400107958866,30.502307152917734,D,A,129.00733459736725,A,C,0
Brazil,Other,Yes,Married,24.796132233793557,-31.591891244177567,E,D,-244.9906935659052,E,E,0
Mexico,Muslim,Non-Veteran,Married,-62.82152069263821,104.89155029239295,C,A,-65.2781023973607,D,C,0
Other,Hindu,Non-Veteran,Single,90.70115677601694,134.48831718185536,A,E,45.72819783984883,B,D,1
Mexico,Jewish,Yes,Single,-89.22463838089011,186.29416630757868,B,B,-109.24024802891465,B,D,1
Other,Hindu,Yes,Married,189.39317256797418,-101.69753386699105,B,D,116.03364959012295,E,C,0
Germany,Hindu,Non-Veteran,Married,-42.76105467788023,-89.33386108460311,B,A,-27.966421284078947,A,C,1
US,None,Veteran,Widowed,-223.30067676120717,83.87535265454144,C,E,-53.883064997942654,A,D,0
US,Hindu,Non-Veteran,Divorced,49.49646232128327,111.64278114140143,C,A,-44.23301863065276,B,A,1
Brazil,Other,No,Married,-89.24983943274665,-105.21561879208146,C,D,11.42865864466222,D,C,1
India,Muslim,Non-Veteran,Single,198.94205878063008,174.65786783973553,C,A,75.02331332788094,A,D,1
Mexico,Other,Non-Veteran,Married,-24.412319709912556,42.87398442747247,C,D,92.67276908603333,E,A,1
China,Christian,Veteran,Single,140.65764781188778,-96.59715779214018,B,C,142.2000233745046,B,B,1
India,None,Non-Veteran,Single,65.19935293058758,-50.45314063472447,C,E,67.85591515436752,B,E,1
UK,Muslim,Veteran,Divorced,-74.24230158614394,47.27767559459149,A,D,106.70151337456903,E,A,0
China,Hindu,Non-Veteran,Widowed,-2.8700438205756336,27.74464709477994,D,C,-116.87773566767605,D,C,1
Other,Jewish,Yes,Widowed,-83.9887877038312,2.5252883025990323,B,D,-60.960638902280174,E,E,1
India,Muslim,No,Widowed,63.256714578478125,-90.53033615487116,B,B,82.23921314746711,E,A,0
Brazil,Other,No,Single,121.05421963655073,161.58001767938293,B,D,44.278708139694935,B,E,0
US,Buddhist,No,Single,-154.52386931508605,-50.836781544329554,E,D,29.212493613889475,B,D,0
US,Muslim,Non-Veteran,Divorced,48.564248048924966,41.673511519022334,C,C,-58.637454989243274,D,E,1
Other,Hindu,Veteran,Widowed,-155.87748236093447,-71.3803535379402,A,D,-95.62929669097939,B,A,1
Germany,Hindu,Yes,Single,61.911911494388995,12.25525538341428,B,A,134.50224450240776,D,E,1
Mexico,Buddhist,Non-Veteran,Single,69.84497314019275,91.96424908813779,B,C,40.81030196475343,C,D,1
UK,None,Non-Veteran,Divorced,-30.63237708450895,136.33728648765998,C,E,-26.716947469645586,B,C,0
India,Jewish,Yes,Widowed,4.119838607129427,-7.062171182172048,E,E,297.0251886564781,D,E,0
Brazil,Buddhist,Yes,Single,-14.289921129391606,-147.29243225668858,A,E,-26.993341885701454,A,C,0
China,Jewish,Non-Veteran,Married,-70.46199400487536,121.26498012417213,D,C,-91.21587238052915,B,C,1
Germany,Buddhist,Yes,Widowed,26.419683930938394,-4.311196325246348,A,E,-77.9363702993624,C,B,1
UK,Other,Veteran,Single,-72.30137893656183,29.28214647768499,E,A,18.57375021693944,A,E,1
India,Hindu,Yes,Widowed,103.98308839808075,201.71332573666314,E,B,23.74787104229269,E,D,0
UK,Hindu,Non-Veteran,Widowed,-81.63911800337954,20.539633130155305,E,C,-12.273921212556756,D,E,1
Brazil,None,Veteran,Divorced,-55.083791400137336,-94.65147227796028,C,E,-64.5447153613531,C,E,1
Mexico,Christian,No,Married,-76.22890435313701,-81.85264050681687,D,C,32.25394537603298,D,B,0
China,Christian,Non-Veteran,Single,-176.8388497599318,-0.8242553738850945,D,D,-103.21427060606312,D,A,0
Brazil,Jewish,No,Single,3.4727566275497215,188.54796322622326,C,E,-82.39511399976365,B,A,1
China,Jewish,Non-Veteran,Widowed,-128.82233270257657,-75.14481464071132,C,D,130.7662157923136,C,B,0
Other,None,No,Married,-39.87668669299457,75.93482558375324,E,E,-50.17699107288094,C,D,1
UK,None,Non-Veteran,Divorced,-74.76646411997366,-130.3363142926188,E,A,89.94180612985379,E,C,1
US,Hindu,Veteran,Divorced,-173.03352446713842,32.41967085838613,A,E,233.18418338058163,B,D,0
Other,Hindu,Non-Veteran,Divorced,-62.90720879034624,-7.957794531791751,B,D,-159.92941600641365,E,A,1
Mexico,Buddhist,No,Married,-125.10058069007945,-98.47889696617003,C,A,-53.25731466717175,A,D,0
UK,Hindu,Veteran,Single,183.86255859796705,-92.64278275408947,A,B,52.30130609829351,E,B,0
US,Christian,Yes,Married,158.02226004383792,160.0873508909985,D,E,-24.33229339694507,E,A,1
Brazil,None,Yes,Divorced,-147.8662729603788,-66.64924902680099,D,D,82.43118365745163,C,A,0
India,Buddhist,Veteran,Single,11.441118767747284,-178.36656765314046,D,B,108.49721922683227,B,C,0
Germany,Hindu,Yes,Divorced,46.98208977758547,-24.84869261397668,D,D,5.594190901446142,D,D,1
China,Other,Veteran,Divorced,38.99345838587851,-64.41456694672647,D,A,65.09343896571215,E,E,1
Other,Hindu,Yes,Divorced,-28.532173095795432,-11.795184840880738,E,E,32.25262502632149,E,A,0
Brazil,Other,Veteran,Divorced,48.524863392689795,191.4930303344617,B,A,-121.16570528846722,A,A,1
UK,Other,Yes,Married,-185.28171551367402,7.495307159170865,B,C,-11.82780028943824,D,D,1
Brazil,Other,Yes,Single,-49.36363699999468,-132.13140649048592,D,A,-40.79157401842066,E,A,0
US,Hindu,Veteran,Divorced,27.954303427357686,111.93778706742039,B,C,-83.70326274429544,E,D,1
Other,Jewish,Veteran,Divorced,-112.2254059928241,91.84202422324393,E,C,-234.08581994907775,E,A,0
China,None,Veteran,Widowed,114.52033179419226,139.7900252443756,D,C,-73.63855283160571,C,A,1
Brazil,Muslim,Veteran,Widowed,61.50345041108625,120.91375033754596,B,D,-37.46264109435678,C,B,0
China,Buddhist,No,Divorced,-43.03107996604288,4.532592798432685,E,A,-54.40528529906954,B,D,1
Brazil,Muslim,Yes,Widowed,86.60041037306685,-17.899165086579323,C,B,98.4266739496235,D,D,0
China,Christian,Yes,Divorced,-30.813025721614885,96.69542686806476,A,A,46.91905359965794,C,D,1
India,Christian,Veteran,Single,-95.57346180712148,-85.37702162958317,D,D,51.86493833651552,C,C,1
Mexico,Christian,Non-Veteran,Widowed,31.939628855549064,-225.75099435735254,B,B,-32.33147119387507,A,E,0
India,None,Veteran,Divorced,60.02266204384318,-44.15886489423689,D,A,10.461313832605985,A,C,0
China,Jewish,No,Married,91.95915627589467,-156.63573712694009,B,E,-33.78171899955427,E,C,1
Brazil,Other,Non-Veteran,Widowed,-30.905673091316828,120.65835635082477,D,B,163.7900299455322,C,A,0
Other,Buddhist,Veteran,Divorced,35.55423138575554,-35.36795716965024,B,E,72.70149029746908,D,C,1
Germany,None,Veteran,Single,-115.32950246331146,67.46739573424992,E,B,9.226657478558312,B,C,1
Other,Hindu,Non-Veteran,Single,-194.3263262277586,169.26530984612097,C,E,-103.04415387877874,E,E,0
Germany,None,Yes,Divorced,56.92826943056794,-46.718128248734985,A,C,-14.452571085360837,E,B,0
Germany,Muslim,Non-Veteran,Single,-21.062396873678946,31.235084464842544,E,C,-133.72008622492666,A,B,0
India,Other,Yes,Single,96.55096938980576,-24.13273374408171,E,C,123.19788679305131,D,D,0
Mexico,Muslim,No,Widowed,-95.04996837336917,49.74658980344594,C,B,61.375104676609816,C,B,0
Germany,Jewish,Veteran,Married,145.68348435290005,153.00992785661975,C,D,126.32782996516711,A,E,1
Mexico,None,No,Divorced,-43.078129191516794,171.94224541393277,A,C,124.91934872637633,A,E,0
US,Buddhist,Yes,Married,-1.9148950268568676,-99.6780215762634,C,C,29.609421245566814,B,A,0
UK,Muslim,No,Single,75.94149384792391,-9.913036998117395,A,B,188.53726641773468,E,D,0
Mexico,None,Veteran,Single,48.86774939342078,134.3229274258559,B,C,16.854642376212347,D,E,1
US,Jewish,Non-Veteran,Single,-90.39565844535281,-71.25081851390163,E,A,-75.37469024821942,C,E,1
China,None,No,Single,-14.108997919877467,83.27383167187509,C,C,-76.23862395446113,E,C,0
Germany,Hindu,Non-Veteran,Married,-87.67515509451364,-110.29310346792927,B,C,16.275350216617618,C,C,0
Germany,Jewish,Yes,Divorced,47.93506048185132,68.35022757849481,E,A,-170.59492909833938,C,D,0
Brazil,Buddhist,No,Single,-197.31620987010652,-162.6439259463594,B,B,-85.27607291662237,D,D,0
Brazil,Christian,Non-Veteran,Widowed,62.597069960327815,53.753306915314894,D,A,32.62021912520555,A,D,0
Brazil,Christian,Veteran,Single,46.26319020577795,-132.4676106795042,A,E,-5.7425373693585495,C,C,0
Brazil,Muslim,Yes,Single,-59.72951059880772,54.207188869898914,E,A,70.69877872324203,D,B,0
US,Christian,No,Widowed,-24.905127473845223,-81.76836631092858,C,E,74.07126807725065,A,B,1
Mexico,Muslim,Veteran,Married,42.56903416987322,-55.944765485935775,E,E,-77.18940894389223,A,B,0
India,Christian,Veteran,Divorced,-170.73499656263513,-13.011802313459594,D,E,-131.66991772056525,A,D,1
Mexico,Hindu,Non-Veteran,Divorced,-77.9634345862408,-16.863981302078365,D,C,30.99169376726083,D,D,1
Germany,Christian,Non-Veteran,Widowed,110.93623820997935,49.61663974363813,D,D,-64.57278827302318,B,C,1
Mexico,Jewish,No,Single,35.903359578403325,-4.436096031069155,C,E,119.57378109568144,B,C,0
UK,Buddhist,Non-Veteran,Single,-41.936638360189214,-70.21983842478849,E,D,-31.052301699803696,B,C,1
UK,Christian,No,Married,15.992290944246387,174.9861542280718,A,D,-14.813303968929834,D,C,1
UK,Christian,Veteran,Divorced,25.39250859578855,-65.59852666401862,B,D,-4.331002150239082,E,C,0
Mexico,Other,Yes,Married,58.925008972637094,78.82731363928276,D,B,24.150040860844115,E,A,1
India,Muslim,Non-Veteran,Widowed,-1.1963481197858954,240.49452017985757,B,A,-97.26562626263777,C,A,0
Other,None,No,Married,115.12461797841975,34.71616238612521,B,A,-26.919724868393136,C,E,1
Brazil,Muslim,Non-Veteran,Divorced,-205.08243237389033,-49.795782154393024,B,E,-16.255327517653374,B,D,1
India,Other,Veteran,Single,-174.25524517505082,6.350265366705813,D,E,175.28234008739489,A,A,1
Other,Jewish,No,Divorced,121.7170629910539,-25.559818942033548,C,A,123.67229418711996,C,C,0
Brazil,Hindu,Yes,Married,49.959311456498746,168.6313705186189,D,A,-10.592400870177297,C,C,0
Germany,Other,No,Divorced,-42.78403871012906,71.31146515462984,A,B,10.70449525129056,D,E,1
Mexico,Hindu,Yes,Widowed,58.04011364319226,137.4414336975208,C,C,84.9262150891361,E,E,0
US,Muslim,Yes,Married,243.34255032911963,-55.28560836139527,A,D,63.80583879889019,C,C,0
Mexico,Buddhist,Veteran,Married,208.8029603798051,-11.980647024027013,C,C,29.78160208735115,E,C,0
Germany,Hindu,Veteran,Widowed,-0.9334006934050563,8.654347570185225,E,A,-209.42579299563903,C,A,1
Mexico,None,Veteran,Widowed,152.8321806843699,78.4312754375015,C,D,-130.4060603341172,E,A,1
US,None,Yes,Married,44.15281049857335,-154.3466839393135,D,B,-123.35837813271932,B,E,1
India,None,Yes,Married,-139.51312638404167,1.2753919160652345,D,B,-9.448143795564414,B,B,1
Other,Jewish,Yes,Single,127.25415129179325,-90.03895777197236,D,E,118.01071066713078,B,A,0
UK,Muslim,Veteran,Widowed,-75.7417181915987,-27.07342695797481,C,E,-70.85463844834527,D,B,1
US,None,No,Single,-39.767172345344036,-7.322086462248921,B,A,-55.1850004108591,B,B,0
US,Muslim,Veteran,Divorced,-1.5724590314938205,86.29006465361645,C,E,204.03170379353907,A,D,1
Germany,None,Veteran,Divorced,-187.01503341526674,87.78501236782094,C,A,-16.94673283189301,A,A,1
Brazil,Buddhist,Veteran,Widowed,100.50752603762592,132.37632296278906,B,A,-99.31084624675015,E,B,1
UK,Other,Non-Veteran,Divorced,-74.23249723706633,72.27797940461433,B,D,-9.821222711525621,D,A,0
China,Other,Non-Veteran,Single,-96.83906658862979,-46.74874273948761,B,B,-129.39149895901895,D,E,0
Mexico,Hindu,Veteran,Widowed,89.19394837159341,-92.66673849552743,B,E,228.5876030898885,C,C,0
Other,Jewish,No,Divorced,47.998718765566224,-20.832066655197366,A,C,-61.44539124970921,E,D,1
China,Buddhist,Non-Veteran,Divorced,-25.407929439449344,-192.37711001925467,C,A,-21.664291914890875,E,A,0
Mexico,Hindu,Non-Veteran,Married,28.60778661736686,-134.76092586325203,E,E,147.82034654197378,C,C,0
Other,Other,Veteran,Single,-122.32100126844487,78.30373791104233,D,A,-49.75233760842406,C,A,1
India,Muslim,Yes,Married,109.63359651327002,72.57404870880055,E,C,-126.58881709595076,C,D,1
Brazil,Other,Veteran,Widowed,53.723459766133466,-19.079261639856174,D,C,307.03008185641187,D,C,0
Mexico,Buddhist,Veteran,Widowed,191.60263540287664,-4.361317924749109,C,E,-148.51086145925342,B,C,0
India,None,No,Widowed,54.442008739335,-130.85336643631916,D,E,-24.319718033447188,E,C,1
Mexico,Buddhist,No,Divorced,-47.12939390178174,-39.424024184172936,D,C,-105.13693427058348,B,B,1
Germany,Other,Non-Veteran,Married,89.91829653292749,10.757154718638095,C,B,57.147516978126504,B,C,0
India,Christian,Yes,Married,150.46422475729673,117.26631435241524,D,A,81.77498365825502,B,C,0
Brazil,Other,No,Married,28.228601435966315,-32.9766597420593,C,D,41.220420987456585,B,E,1
China,Christian,No,Widowed,1.5413285431357464,-222.72801100224902,C,C,0.02122488669076918,C,E,1
China,None,No,Single,88.77905771115493,-109.33958550473247,E,D,-156.6911629206013,B,C,0
China,Christian,Veteran,Single,46.66602109865443,-34.650655857408836,C,C,-153.71015885009908,C,B,0
Germany,Christian,Non-Veteran,Married,-168.06436284264876,-4.298906094199017,E,D,214.33887335204363,C,C,1
China,Christian,Non-Veteran,Widowed,58.965132469000906,5.618809713441028,B,A,-41.983727923915055,E,E,0
Other,Hindu,Non-Veteran,Single,-73.59714692059359,64.61758342522194,D,D,75.58057747900445,D,A,1
US,Other,No,Widowed,24.11309616240052,-8.607141644788923,A,C,-90.47081034820566,B,D,1
UK,Other,No,Divorced,83.51585676863006,-30.680000880398794,B,A,-67.36594962037384,D,A,0
Brazil,Muslim,No,Single,-90.95243619681501,42.60278926433038,B,D,-34.32316084993137,B,E,0
Mexico,None,Yes,Single,-214.4245958539456,-3.3306195105804357,C,D,2.44889977635161,B,A,1
Brazil,Other,No,Married,-28.327322917059917,-102.81019913157184,D,B,15.731142054986247,B,B,1
Other,Buddhist,No,Single,-59.211573687141,114.42735456855347,B,A,-52.81480541999207,C,D,1
US,Hindu,Yes,Widowed,-30.0698289757489,-5.134499137406032,C,E,-82.83935402285107,A,C,0
Other,Other,Veteran,Single,82.55742868222731,171.7680827275764,B,E,-256.696609377144,B,A,0
Brazil,Other,Non-Veteran,Married,-56.50971151188844,-217.74262002311758,B,B,13.03669089210131,D,C,0
Germany,Hindu,Veteran,Widowed,200.88698602996294,-31.77018637105723,A,B,42.88105227397883,C,C,1
Other,Jewish,Non-Veteran,Widowed,-126.65994225522932,-38.26248710340051,D,A,59.12254534108485,D,B,1
Brazil,Buddhist,Non-Veteran,Married,96.16499773747154,21.361504658835962,D,A,47.319791114283646,D,B,1
Brazil,Hindu,Yes,Single,-2.0154392484435264,-57.536243221555594,B,B,-29.072561302585193,A,E,0
Mexico,Other,Veteran,Widowed,41.54748976891997,-105.39332821687151,C,C,-71.16074989235062,C,C,0
Other,Buddhist,Yes,Single,78.13652234103922,-90.45817208779697,B,D,4.853787561274961,D,C,1
Germany,Hindu,No,Widowed,131.5456135906104,-96.28901808852886,C,C,51.995496461771296,B,C,0
China,Christian,Yes,Widowed,5.6992964742288885,-90.36412344407633,E,B,81.85594058759101,B,B,0
Mexico,Other,Yes,Divorced,-54.243227684134254,-79.30661445932876,E,A,-71.32592249739899,B,E,0
UK,Christian,Veteran,Divorced,147.52635025815027,-160.47582780976694,D,B,-60.52893408703076,D,A,1
UK,None,No,Widowed,-53.77186841471264,116.06410790296806,D,A,3.781410269932938,B,B,0
US,Other,No,Divorced,-4.350542669000147,132.13925385649497,A,C,-12.48313425805323,B,C,0
India,Christian,Yes,Divorced,3.965872248400029,-140.967307833124,B,D,-9.52927045118236,B,D,0
