Race,country,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
Asian,Brazil,E,C,D,A,B,-126.72322333717354,D,0
Other,US,A,B,E,B,D,38.33215314979264,C,1
Black,Brazil,B,E,D,A,C,-15.245475388911272,D,1
White,Other,D,A,C,C,E,190.36187992759838,D,1
African American,China,C,E,C,E,C,-82.85804012538715,E,0
African American,China,C,B,E,B,E,-66.35976880662757,E,1
African American,China,D,C,A,B,E,52.8122291601831,C,0
Other,Germany,A,A,A,C,E,-36.430962184777336,B,1
Other,India,C,D,D,C,D,127.30719115076418,A,1
Hispanic,Other,D,E,D,E,D,17.78155167019505,D,1
Other,Brazil,E,D,D,D,A,157.24634286012645,D,0
African American,Brazil,E,A,B,A,B,80.02957635182774,C,0
Asian,Other,A,D,C,E,A,-14.945180760599023,D,1
Black,India,C,A,A,E,C,-237.48903386345512,E,1
Black,China,A,A,E,D,D,119.54486218317062,C,0
Hispanic,China,D,E,E,A,C,-151.05942853477342,A,0
African American,US,E,B,C,E,A,-101.21422941588342,B,0
African American,China,D,D,A,B,C,151.99122776361946,C,0
Asian,India,A,C,E,E,D,-69.76384602150915,A,0
African American,China,D,D,B,D,A,145.99315343917993,C,0
White,US,C,C,C,C,D,20.521970659074196,C,0
Other,Brazil,A,A,B,D,B,64.11523602935759,E,1
Other,Germany,B,E,C,A,B,153.82303421870932,E,1
White,Germany,B,E,E,A,C,168.74374597983984,A,1
White,UK,A,A,B,A,B,1.0080450414911082,D,0
Other,India,B,B,D,C,E,88.96665771186659,E,1
Other,Other,A,D,D,C,A,75.81180011103466,A,1
Hispanic,India,A,B,E,A,E,53.08800791678633,D,1
White,India,A,B,B,A,A,62.51302302395503,A,0
White,Germany,C,E,A,E,E,-16.8465652020674,C,0
White,Other,A,C,C,E,A,-72.25812283408959,E,1
Black,UK,B,D,C,E,B,39.388059179382836,A,0
Other,India,C,B,E,B,A,19.50241770465929,B,1
White,Germany,A,A,E,D,D,-61.11226916801045,A,1
Asian,Mexico,E,D,D,A,D,90.2986571073305,E,0
Other,Germany,E,B,D,C,E,21.20387537076572,D,0
Hispanic,Brazil,E,A,D,B,E,-89.08977789404594,B,1
African American,Germany,A,A,D,D,A,30.051729227075224,C,1
White,Germany,D,C,E,A,B,119.87827180207829,C,0
Hispanic,Brazil,A,A,B,B,C,-102.72921295419357,C,1
Other,Other,E,A,D,D,B,-3.3128022127149963,E,1
Black,UK,C,E,A,D,C,33.821673251121716,B,1
Hispanic,Germany,E,D,B,C,C,22.11635283703578,A,0
Hispanic,UK,E,B,D,C,D,40.831090392435705,A,0
Other,US,D,C,A,A,D,-145.34616439413747,A,1
Black,Brazil,D,B,A,A,D,-131.24602319432498,E,0
African American,UK,A,A,B,E,A,56.70129511486059,A,0
African American,US,D,C,C,E,E,30.039613715537527,D,0
Asian,Other,B,D,E,D,E,-61.876139303453556,D,0
Black,Brazil,D,E,D,D,D,60.7042690774402,E,1
Black,UK,D,D,B,A,D,-16.347183163955094,D,0
African American,Mexico,A,A,B,D,E,-63.771620759093736,C,0
African American,US,B,D,A,E,E,-45.94943010047563,E,1
Asian,Mexico,C,C,B,C,C,106.722160904862,B,1
Hispanic,Germany,E,D,C,D,E,-97.74214939322947,A,0
Asian,Brazil,E,E,D,D,A,26.896152986068937,A,0
Hispanic,Brazil,A,B,B,E,B,-88.99168447029366,C,0
White,Other,C,D,A,A,B,-36.17842481052082,D,1
Asian,China,D,A,C,D,D,-51.27495056672324,A,0
Hispanic,UK,E,C,A,E,E,-112.58995087480417,B,0
African American,UK,A,C,E,E,A,-54.87191180483054,A,1
African American,India,A,D,C,E,E,80.57805343826575,D,1
Asian,Brazil,E,C,A,D,C,-11.848526478293701,B,0
Hispanic,Mexico,E,A,D,C,C,161.11648911404788,B,0
Other,UK,C,B,D,C,E,-151.23025723052223,B,1
Asian,Brazil,A,C,D,A,B,12.080758920991467,A,1
African American,UK,B,E,B,E,C,142.79697172529356,C,0
African American,China,E,D,A,C,A,24.459675665642543,C,0
Hispanic,Germany,D,A,A,B,B,-11.03475638930659,B,1
Hispanic,India,D,A,E,B,A,101.130771095048,B,0
White,India,E,A,C,E,D,-48.85412206324269,B,0
White,UK,B,D,C,B,B,34.66238374007952,E,0
African American,India,A,C,D,A,C,-83.57873632875032,D,0
Hispanic,Brazil,B,C,A,D,B,-29.90954941375923,C,1
African American,Other,C,D,B,A,A,-108.79986643702667,D,0
African American,Brazil,C,C,D,A,A,5.761775261152055,C,0
African American,US,B,B,A,B,A,-55.21320407046056,D,0
White,US,A,C,C,E,A,-53.014263923609725,D,1
Black,Brazil,D,D,D,A,C,-32.1725056282115,D,1
Black,India,E,A,A,E,B,93.61908880050227,D,1
Black,China,C,C,B,D,D,-155.82597549777194,E,0
Black,Other,A,D,C,D,D,112.33375418381242,B,0
Hispanic,China,C,B,B,C,D,8.416804042024848,C,1
Other,US,A,B,B,C,A,-83.56756562761424,D,0
Other,India,E,C,B,C,C,70.53719916234765,B,0
Asian,Brazil,E,A,E,D,C,98.68241822278509,E,0
Other,UK,D,A,B,D,B,-28.59537404707155,E,1
Asian,US,E,A,A,B,D,-71.17865988103175,C,1
Asian,Germany,D,A,E,E,D,10.567163396450859,B,1
African American,Brazil,C,C,B,C,B,6.7551013878607975,D,0
Asian,Germany,C,A,C,A,E,68.80564378276154,C,0
Black,India,D,A,C,E,E,4.893236907405609,A,0
Hispanic,China,C,A,C,D,E,-39.36273072596246,D,0
Hispanic,Brazil,D,D,C,A,A,28.75406808192917,A,0
Asian,US,C,D,C,B,C,-197.9403202361871,E,0
White,Mexico,E,D,A,A,C,-54.3405236707299,C,1
Asian,Other,C,B,D,A,D,65.87019699765865,E,0
Other,US,C,C,B,C,E,152.91329684833846,E,1
Hispanic,China,C,B,C,B,B,-25.275362886859902,E,1
Asian,Mexico,E,A,D,B,E,55.413721333696486,C,0
Other,Mexico,B,C,A,D,D,91.9331345160866,A,0
Black,India,E,D,B,E,C,-9.121898966132717,E,0
Black,US,A,B,D,E,E,186.63193388753675,B,1
African American,Brazil,E,E,C,C,B,68.18739085582285,D,0
White,UK,E,D,C,D,E,92.60527826074517,E,0
Black,Mexico,B,A,C,A,E,-89.05664416804126,A,0
Asian,India,C,E,B,C,E,-6.205741003176924,C,0
Hispanic,Brazil,C,D,E,A,A,-44.29939497267164,A,1
Asian,Germany,D,D,A,B,E,-4.715613850296622,E,1
Black,India,A,B,C,C,A,170.25840006441956,B,0
Other,UK,C,E,E,A,D,90.93810123979432,A,1
Hispanic,Germany,C,A,B,B,C,150.69963352986414,D,1
Asian,China,A,D,E,E,B,48.014543930427116,B,1
Hispanic,China,B,D,D,A,E,63.78694909124506,D,0
Asian,China,D,A,B,D,E,43.62111313615766,E,0
Hispanic,Other,D,B,A,B,B,83.54458012313805,B,0
Black,UK,E,A,E,E,A,46.711520571358186,C,0
Black,China,D,B,A,E,E,25.326220642098935,B,0
Asian,China,A,E,B,C,C,-16.85024735822511,C,1
African American,India,B,A,A,E,A,35.234640062211255,D,0
African American,Other,E,C,E,D,B,-83.73969865927728,D,0
Other,Brazil,E,D,B,A,D,16.39788510984392,E,1
African American,UK,C,E,B,E,C,-65.70932517316471,E,1
Black,Mexico,B,E,E,C,A,64.9445616163715,B,1
Asian,Germany,A,E,B,B,C,-107.90331957800383,E,0
Asian,Germany,C,E,C,E,E,-300.881529923934,B,0
Hispanic,China,D,D,E,A,E,-85.36111799336099,B,0
Black,Germany,E,A,C,C,B,-40.77956907733234,D,1
White,US,D,B,C,C,D,-134.95956081156507,C,1
White,China,A,C,C,C,D,-132.3070807489503,B,1
African American,China,B,C,C,E,D,-126.49508271314984,A,1
Black,Brazil,B,D,C,B,D,103.35530275214823,A,0
White,Brazil,A,B,A,D,D,20.16337682375433,B,0
Other,UK,D,C,B,E,A,50.31223259445523,E,0
White,India,D,D,A,C,C,-49.92929349129662,E,0
Other,Other,E,C,E,A,B,-148.19468709054144,B,0
Other,Brazil,E,B,E,E,B,-156.57887063197154,C,1
Hispanic,US,E,A,D,E,D,-40.17426650960993,B,0
Hispanic,Other,C,D,D,E,A,-21.705269364046607,D,1
White,UK,A,B,B,D,A,-122.98070506894942,A,1
Other,Mexico,D,D,A,D,A,49.76357665717535,C,1
Other,US,C,A,D,B,B,-250.7933529899954,C,1
Asian,India,E,C,D,E,D,92.16317079519786,D,0
Hispanic,India,A,E,C,B,D,-0.3646069564363725,E,1
African American,Germany,E,C,B,C,B,66.49113545774868,E,0
Other,India,E,D,D,C,A,-41.353022152018,A,1
White,Other,D,A,C,E,C,-63.20068117839616,C,0
Other,India,B,D,C,D,E,-71.3572032663219,A,0
Asian,US,C,B,B,D,D,-16.143113635494146,D,0
Black,Brazil,B,B,E,B,A,-78.50985793532905,D,1
White,Germany,B,C,A,A,C,88.83027184790551,E,1
Asian,China,C,D,D,D,B,-42.42667014733551,B,1
Black,Germany,B,E,B,A,A,46.3486705349774,B,0
Hispanic,China,A,C,B,C,B,-144.35791428524928,D,1
Hispanic,Mexico,C,E,B,C,E,5.042958867198069,C,1
Black,Other,C,E,E,A,E,-79.27833795898172,B,1
Other,Mexico,C,C,B,A,C,-101.37914167286344,D,0
African American,UK,D,D,D,C,A,236.2874125759364,A,0
White,China,B,D,D,A,D,-112.63213403765143,C,1
African American,Mexico,D,D,B,B,B,-122.82149701912925,B,1
Other,Brazil,B,A,C,A,E,29.639752996566536,A,0
White,India,D,D,E,E,C,-29.775395600977962,C,0
Hispanic,US,A,D,A,B,B,-45.36152609830396,B,1
White,India,B,A,E,B,C,26.02693228349619,A,1
White,Mexico,C,E,D,D,D,46.26767664732895,D,0
Hispanic,India,E,D,E,D,E,22.40568933884375,E,1
White,India,D,C,B,D,E,-132.2795446742647,B,0
African American,Brazil,A,D,C,E,D,-22.922412801396753,E,0
African American,UK,C,E,A,D,E,11.206900478132491,D,0
Other,Mexico,D,E,A,C,C,-75.54823612129348,D,1
Black,UK,C,D,E,A,D,101.4379361783182,E,1
Asian,Germany,A,E,D,C,A,46.47784492171977,E,1
African American,UK,B,D,A,C,A,58.456531374052766,A,0
White,Germany,A,A,E,A,A,-34.72151218501085,D,0
Asian,Germany,A,B,B,C,E,166.9470622595315,D,0
White,Germany,A,B,E,A,E,11.327234457549155,C,0
White,Mexico,C,B,A,D,C,64.28829253943564,A,0
Other,China,E,E,C,D,A,-106.0229625089977,C,1
White,Other,A,E,A,A,B,18.642826879587385,D,0
African American,UK,D,E,E,D,D,83.94016849538718,D,0
Asian,UK,D,E,D,B,D,-102.29219400372091,C,0
Hispanic,UK,E,E,B,C,D,-45.695047969380134,E,0
White,Germany,A,E,E,B,D,-67.63929725027457,A,0
Other,Other,B,B,D,C,D,-114.7718403677406,A,1
Black,Other,D,A,E,A,A,3.974835485450854,A,0
African American,Germany,D,B,D,E,E,66.8298456523149,A,0
Asian,Germany,A,B,C,E,B,-172.34815308394036,B,0
African American,US,A,C,A,B,B,-44.559333416843515,A,1
African American,China,C,A,E,A,C,-70.85673620962531,E,1
African American,Brazil,B,B,D,E,A,-86.43437877515191,A,1
Other,Germany,C,E,B,C,D,72.68383629072254,B,1
Black,US,D,A,D,A,A,-170.9120283326817,C,0
Other,India,A,E,E,D,B,87.99147701685001,C,1
Asian,China,B,D,D,E,C,58.427324751756935,A,1
Hispanic,Other,D,A,B,D,B,-17.772310191129613,E,1
Asian,US,B,D,B,A,D,95.6417240106421,E,1
Asian,Germany,C,B,D,D,E,126.66634006352557,D,0
Black,China,E,E,E,B,B,-62.61546341637316,E,0
Other,Germany,B,E,B,D,D,-172.0414158750254,E,1
Black,Other,A,A,D,E,A,-129.52888098604322,E,0
Black,Brazil,A,E,E,C,A,-139.44183387590786,A,1
Black,China,C,B,D,D,D,44.08027994145815,A,0
Other,Other,B,C,A,D,C,-188.13661473820403,B,1
Hispanic,UK,D,E,C,C,C,87.5536285758462,C,1
White,China,B,B,C,B,E,61.7987366224484,C,0
Asian,Other,E,E,C,A,E,-102.43082594420349,D,1
White,India,C,A,E,D,A,-5.6276381214590545,D,0
African American,India,E,C,C,A,E,-45.75338992714644,A,0
White,Other,E,E,D,B,E,-135.12229809849467,D,0
Black,UK,E,B,E,B,A,89.57312921399557,B,0
Black,Germany,E,B,D,E,A,59.842529840863314,C,0
Hispanic,UK,D,D,B,A,D,-80.93558585026989,B,0
Other,Germany,B,E,D,C,E,87.8660225259932,D,0
Other,Brazil,A,B,E,C,E,-24.447528872035694,C,1
Hispanic,India,C,B,B,C,E,122.00437978187581,E,1
Other,US,E,E,D,B,C,120.8838573146888,A,1
Black,Mexico,B,E,A,E,C,-52.786300180203696,C,0
Hispanic,China,C,B,A,B,B,-188.9236933230455,E,1
White,Brazil,E,C,C,E,A,48.69583632294306,B,0
White,Other,C,A,A,E,D,-93.7721096755763,E,0
Black,Mexico,A,E,D,A,A,89.60251683204594,D,0
Other,Brazil,D,B,A,D,E,9.659090170206394,E,1
White,Germany,E,A,C,C,B,-50.47444334331974,C,1
Hispanic,Other,A,C,B,E,E,-25.165606673069686,B,1
African American,US,D,A,D,D,A,49.920438106605836,D,0
Hispanic,US,A,D,D,C,D,71.62452945778011,B,0
Other,Germany,E,A,C,C,E,-226.66798227779995,E,1
Other,India,A,D,C,D,E,128.08236625195926,D,0
African American,Other,B,E,E,C,E,33.077972287347706,C,1
Black,India,B,B,E,A,B,-18.992129062019377,B,0
White,China,A,B,D,A,B,-24.229013340099122,E,0
Black,India,D,A,E,A,E,117.2012252119103,E,1
Asian,India,A,D,A,C,B,24.727407336114958,B,0
African American,Brazil,D,D,D,B,E,-35.050385581268536,B,1
Asian,China,E,B,E,B,E,-160.4121636226328,D,0
White,Germany,A,C,D,B,A,-92.51393084066916,A,1
Hispanic,China,B,C,B,D,D,38.77730486145334,B,1
Black,Other,E,E,D,C,E,22.938433588564944,C,0
Hispanic,China,B,B,C,B,A,92.3259731786482,A,0
African American,Brazil,A,B,E,E,B,242.14833339346202,C,0
Asian,India,B,C,C,D,A,55.52895079362548,C,0
Black,Germany,D,E,A,E,E,-62.1841562277632,A,1
Asian,Other,A,D,D,B,D,-163.29397384506953,A,0
Asian,China,E,A,D,D,C,89.92979888188502,E,0
African American,Brazil,C,A,E,C,B,43.637321659692155,A,0
Other,Other,D,C,A,C,E,-107.6337967177982,D,0
Other,Mexico,B,A,B,D,C,-104.48839730194841,D,0
African American,China,B,E,D,B,D,46.00486681476432,D,1
White,Germany,C,C,E,D,B,-213.1696573877182,E,0
Black,China,E,D,B,B,A,-112.54621464647553,A,0
Asian,Mexico,C,B,C,C,C,-6.5194950399719,E,0
Other,Other,B,E,D,A,C,-51.671673756604505,C,1
White,Germany,E,D,B,B,A,-14.54532298642937,B,1
Black,Brazil,A,E,E,B,C,141.59294056807718,D,1
African American,Other,C,E,C,E,A,-88.07900722894668,E,1
White,China,D,B,B,B,B,53.086834605775714,A,0
Asian,India,C,B,B,B,B,-161.61525647759834,E,1
Asian,China,B,B,A,A,B,18.177039055699176,A,0
White,Mexico,A,E,E,E,A,64.29254525006706,E,1
African American,UK,A,D,B,D,C,-202.3196568755246,A,1
African American,Other,D,A,C,C,E,-203.2411841687638,A,1
Hispanic,UK,E,E,C,E,E,-86.39958399033641,A,1
Black,Germany,E,D,E,E,B,-40.20206209180412,E,0
White,US,B,C,C,A,B,114.14448741279526,B,0
White,Other,C,D,A,E,C,-60.29970310862195,D,0
African American,UK,D,C,B,B,A,40.59030894741249,E,0
Black,UK,A,A,D,E,E,118.4935603029131,C,1
Other,UK,D,C,C,E,D,66.56519640624452,D,0
White,Other,B,E,E,D,C,111.96995081178567,D,0
Black,Other,A,C,C,B,E,84.09671000483175,D,1
Hispanic,China,B,C,E,D,E,-17.43675362522108,C,0
White,Brazil,C,A,B,E,A,7.776034093578074,D,0
Asian,Brazil,A,A,B,C,B,2.2913113803245135,B,0
Other,India,E,A,A,D,C,16.356111424432655,A,1
Asian,Other,E,A,E,D,E,-62.51508793432523,A,0
Black,India,E,C,A,C,D,-19.126750803244704,D,0
African American,Other,A,E,E,D,B,-56.922187596723326,E,1
Asian,Mexico,A,C,B,A,A,-126.53536687339466,E,0
Black,US,B,A,D,E,D,88.82157560140939,B,0
Black,Other,C,B,A,C,C,-113.39126211404174,E,1
Black,India,D,C,B,B,E,78.77126259416464,E,0
African American,Other,C,C,C,D,A,28.329949429205666,B,0
Asian,Mexico,D,B,E,B,B,-113.38453626707062,B,1
Black,US,A,D,A,D,D,-131.98215615851723,E,0
African American,China,B,E,B,D,A,15.32400898999629,D,0
Other,UK,E,D,C,C,A,29.98356085729555,A,1
Asian,Brazil,A,C,C,D,B,75.8366857836066,D,1
Asian,UK,D,D,D,C,D,-22.482307378346324,E,1
African American,Mexico,A,C,A,E,D,-97.36132315875176,B,0
Other,Mexico,D,D,A,C,A,4.8982390987101505,D,0
Black,India,B,E,C,C,E,-35.5272423108055,D,1
Black,UK,A,C,A,D,E,-137.37065420582792,E,1
Asian,Brazil,C,E,A,B,C,287.74472774970553,E,0
Hispanic,India,C,E,D,B,D,-15.353269708919209,B,1
African American,China,A,E,E,E,C,-10.813579135144362,D,1
Other,Germany,A,C,A,B,A,21.49159945461748,C,1
Black,UK,B,D,D,B,B,99.4371011809188,D,0
Other,US,E,C,E,D,D,69.86594222773596,B,1
Other,Brazil,E,A,D,D,C,42.47298788671615,B,1
Asian,Other,E,A,C,B,A,-70.17264757762415,C,1
White,China,D,E,D,D,A,-5.728415423295094,E,0
African American,UK,B,B,D,A,D,19.202051079156764,A,1
Hispanic,India,E,B,E,C,D,-41.902179201803996,A,0
Black,Brazil,B,E,D,C,B,60.14808346002955,C,0
Other,India,B,E,E,E,A,-65.95429597134584,E,1
Asian,China,C,A,C,B,D,-63.723645121719585,E,1
Black,Germany,A,C,B,E,B,-73.4305535462657,A,1
Other,India,C,C,B,E,B,-12.347572171494402,C,1
White,Other,B,A,C,C,C,103.62934773082367,D,1
White,Other,D,E,D,D,E,185.95684597915073,A,1
Hispanic,Other,C,A,B,A,D,79.08722597704528,A,1
Black,Other,B,B,B,C,A,223.26928667154897,E,1
White,India,A,E,A,D,D,-96.74625343870133,A,0
White,China,A,E,A,E,A,-166.24122328233884,A,0
African American,Germany,D,A,B,C,C,32.36565206100702,B,1
Other,Brazil,B,E,B,D,E,55.59957016999291,B,0
Other,UK,D,E,B,A,C,-79.87638385597687,C,1
Other,India,B,D,A,A,E,36.08280924005014,A,0
Black,India,D,D,D,A,E,-124.65557996006049,B,1
Black,India,C,C,B,C,B,-101.30072392957825,A,1
Black,India,E,C,A,D,C,98.89675232694297,E,1
Other,Germany,D,A,A,D,C,48.54712692621534,E,0
Black,China,C,C,C,C,A,-44.229401729853784,E,0
Other,India,B,A,B,B,D,19.785151357672113,E,0
Hispanic,UK,D,B,E,D,A,18.980526496776076,E,1
White,US,D,A,E,B,E,-66.58171460002058,E,0
Hispanic,Germany,E,B,A,A,B,-29.406517931937298,C,1
White,India,D,B,A,D,D,-32.9986482010019,B,0
African American,US,E,E,A,B,B,0.004530260882330298,A,0
Black,Other,E,E,A,B,A,72.67027609495017,B,1
Other,Germany,A,D,C,D,C,49.816546993055745,D,1
White,UK,D,B,A,A,D,-62.50782112544891,A,0
White,Brazil,C,C,D,C,D,169.49792157500687,D,1
Black,US,A,C,B,A,A,108.5301488474354,B,1
White,UK,B,B,C,E,B,-310.46715498321,C,1
Other,US,C,E,C,E,A,20.833414124369703,A,1
Black,Germany,C,E,C,D,C,-141.72790074548885,D,1
White,Germany,B,C,C,C,C,63.84152946357345,E,0
White,China,B,D,D,C,B,16.27528127061605,A,0
Asian,UK,D,A,D,B,C,-128.46420871230825,A,0
Asian,Brazil,A,A,E,A,D,-135.8797805914822,D,1
Hispanic,US,B,C,B,A,B,-133.8333221297455,C,1
White,Other,D,D,B,A,E,96.39988865199673,A,1
Hispanic,India,C,A,B,D,D,124.47029235943738,A,1
African American,UK,C,A,E,D,C,17.018485678359905,D,1
African American,Germany,B,C,B,A,C,16.87886658888474,B,1
Hispanic,India,C,B,E,E,E,140.86507184319993,C,0
White,Other,E,C,A,C,A,132.78313501958579,E,0
Hispanic,UK,A,A,B,E,E,-145.8262283546784,C,0
White,US,D,D,B,B,E,237.48516748453744,E,1
Black,Brazil,A,A,A,D,D,-100.31444840222521,E,0
African American,China,A,E,A,A,D,-129.24586382681994,B,1
Other,Germany,A,B,C,E,E,13.629986470952776,C,1
White,US,B,D,B,E,D,-48.31833040940031,C,0
White,US,A,A,D,D,E,167.21598365978582,E,0
Other,Germany,E,D,C,E,A,-119.05386675068938,D,1
Black,Brazil,E,B,A,B,B,-36.257873303235044,C,1
White,Other,D,D,B,D,E,-100.0437355419358,E,1
Black,Germany,E,A,E,C,B,39.92678641633948,C,1
Other,UK,C,B,D,E,B,229.89643456723115,D,0
Asian,UK,A,B,C,B,A,-58.54448812546861,D,0
Asian,Mexico,E,E,E,E,D,-140.93940438724556,B,0
Hispanic,Other,B,A,E,A,C,-172.23606940679244,C,1
Hispanic,Other,C,D,C,C,A,201.4126532985715,A,1
African American,Germany,B,C,A,D,E,42.76710010343728,B,1
White,US,E,E,C,A,D,-15.789604368835436,A,1
Asian,Germany,A,C,E,E,B,11.201096596140909,B,1
Hispanic,Brazil,E,B,D,E,A,137.68386700394382,D,0
Other,China,D,B,E,A,B,106.62138473404778,D,0
White,China,A,C,D,B,D,10.00571382278662,A,1
African American,Other,D,B,E,C,C,-92.60007214476522,D,0
Black,UK,A,C,A,D,E,77.08903064256523,B,0
African American,Germany,D,A,D,A,E,-12.247636469534879,D,1
Asian,Germany,D,D,D,B,C,101.99164396339917,B,1
African American,Brazil,A,C,C,C,E,-47.96914946994357,C,0
Asian,US,A,A,B,B,B,-53.2380331195648,C,1
Hispanic,Mexico,B,D,A,C,D,94.88668682522608,E,0
African American,Other,C,D,E,B,E,-8.073927536729537,A,1
Asian,Mexico,E,E,E,B,A,199.7722088777183,C,1
African American,Brazil,C,D,D,A,A,211.18353118677047,E,0
Black,China,E,A,B,D,C,60.117360629562775,A,0
African American,Other,D,E,C,E,A,170.0153053401268,A,0
White,US,B,B,C,B,A,-0.9370070253777465,B,0
Asian,Germany,B,D,C,C,B,-150.95933992815569,A,1
Hispanic,India,B,D,C,C,E,35.11081186344824,E,0
Asian,India,E,B,C,E,E,-51.77459491216806,D,0
Asian,US,A,A,A,E,B,-53.847809589455444,B,1
Other,India,E,B,A,D,A,-68.83545535447674,E,0
African American,Other,B,C,D,B,A,31.532006935456675,E,1
Other,Mexico,B,E,E,E,C,-100.32798049885034,C,0
Other,UK,E,A,E,B,B,-132.72292901469086,E,1
Asian,US,D,A,A,D,C,35.74094918649057,C,1
Hispanic,UK,A,A,C,C,C,72.84228231973488,B,1
Hispanic,Germany,A,D,A,A,A,-137.41067287625089,E,1
Asian,China,C,E,A,C,C,-121.20737483083246,B,1
Black,Other,C,E,C,E,B,-93.41699663483519,C,1
Asian,UK,E,D,B,D,E,-135.9188600057999,B,1
White,India,E,C,A,B,E,134.0767913084242,C,0
Other,Germany,C,E,D,C,D,-34.97817639889711,C,1
White,UK,C,B,C,C,C,-7.716819204729595,C,1
White,China,D,E,A,E,C,-0.4845450948997746,A,1
Other,Other,C,C,B,E,D,-68.39028899805271,E,1
Black,Other,E,E,E,A,C,77.99526964609296,B,0
Hispanic,US,B,A,A,C,B,30.316442725498327,B,0
White,UK,D,A,C,B,A,-38.01091009376759,B,1
White,UK,E,E,B,A,E,74.09637894535845,E,1
White,Brazil,B,E,C,E,B,99.17700917669782,C,0
African American,India,E,E,C,B,D,-81.06329860849773,C,0
African American,Mexico,B,C,B,A,D,74.85842528917064,C,1
Other,US,D,A,E,D,B,21.92347841749703,A,0
Other,Mexico,E,B,E,D,C,12.706541823058886,C,0
Black,US,A,D,B,A,B,68.77321674500708,C,0
African American,US,C,D,B,B,A,-50.443196920621325,B,1
Asian,US,C,C,C,E,A,-100.78783742593448,E,0
White,UK,C,E,E,D,A,53.06140338975784,C,0
African American,US,E,C,D,C,E,-103.41670861427923,B,0
Hispanic,Brazil,A,C,A,D,E,16.72609464004722,B,0
Hispanic,Germany,A,C,E,D,E,-25.109072262628924,E,0
Black,China,C,C,D,C,D,-14.355619017182422,D,0
Hispanic,Brazil,E,E,B,C,D,-283.7791072727706,E,1
Other,Mexico,D,B,B,D,B,-83.68736992405735,D,1
Black,China,E,A,B,D,E,184.39306091819648,C,0
Other,India,D,D,E,E,D,-75.43315104190157,B,1
Hispanic,Other,C,C,E,A,A,-47.27915173263257,A,1
Black,UK,D,C,E,A,B,76.16317563436813,E,0
Hispanic,US,D,C,E,D,E,-67.63207276052205,A,0
Hispanic,UK,B,B,B,D,D,-82.46164546314965,D,0
Hispanic,Germany,C,B,B,D,B,133.41020665873927,A,0
Hispanic,Brazil,E,B,C,A,B,6.676803066547166,D,1
African American,Brazil,B,D,A,B,A,124.49783183087355,E,1
Black,Brazil,E,C,E,C,A,6.939425529598678,E,0
White,UK,A,C,C,A,D,72.67827488703469,A,1
African American,Mexico,A,B,A,D,D,-4.4187116914506035,D,1
Hispanic,India,A,D,E,A,A,-37.6492147542766,B,1
Hispanic,China,B,D,C,B,C,22.981471241135004,D,0
White,Germany,D,B,C,B,A,-207.67306445546345,C,0
Hispanic,Other,D,D,C,E,D,-23.206762260620817,A,0
African American,Brazil,A,D,B,C,A,79.89810191600493,D,0
Black,Brazil,D,A,A,B,D,-86.39206796353747,A,1
Hispanic,India,A,E,D,C,E,-63.72565549425311,A,0
Asian,China,B,B,A,B,A,-126.2844190358501,A,0
White,India,D,B,A,E,B,-231.6864214346305,B,0
African American,Other,B,E,C,A,E,87.14201992233615,E,1
Other,Mexico,E,B,A,E,C,60.291436928398745,A,1
White,China,D,D,E,C,C,-22.285256984511793,C,0
Other,Mexico,E,A,C,E,C,62.6199403157211,E,1
Black,US,E,D,C,C,B,94.36114183706465,A,1
Black,Germany,B,B,E,B,B,105.57864451002492,D,0
Hispanic,US,E,C,E,D,B,-2.7867426610790056,E,0
Black,US,D,A,A,A,C,102.41656560398857,A,0
Asian,UK,A,B,D,C,E,-71.97726335522577,B,1
Black,India,C,C,C,D,D,-85.19265587232951,A,0
Asian,Other,E,D,E,B,E,-85.07154934456686,E,1
Black,UK,A,A,B,C,D,72.09958003373661,D,0
Black,India,C,B,B,A,C,135.08717870214412,E,1
Black,Other,B,C,D,B,A,-133.55475856043063,E,0
Black,US,D,B,B,B,B,189.97679346121944,E,1
Black,Mexico,E,A,A,C,A,87.37700729947072,D,1
Hispanic,US,C,B,A,D,D,-48.447937129096516,E,0
Black,Other,C,B,C,E,E,-13.736573360102303,A,1
African American,US,A,B,A,E,A,-133.3381621716352,B,1
Asian,Mexico,B,A,D,E,D,17.623242917904967,D,1
Hispanic,UK,B,C,B,E,D,167.183331328516,B,0
Asian,Brazil,A,E,A,A,E,4.606168342086011,A,0
Other,Brazil,C,E,C,D,D,-118.21105517282284,C,0
White,Mexico,E,B,C,C,E,-67.4185014494492,C,0
Other,India,B,B,B,D,C,-146.8669101337482,B,1
White,Mexico,E,E,C,E,B,-25.986101950154282,D,1
African American,India,A,C,A,D,D,101.8820960938446,B,1
Asian,Germany,D,A,E,A,B,-168.69699813255215,C,1
Asian,India,A,E,A,C,B,2.118976817704245,C,1
White,Germany,D,E,D,C,C,147.96609710114626,A,1
White,Mexico,D,E,C,C,C,-44.63024324677184,D,1
Hispanic,UK,A,C,D,C,D,74.89207495471415,D,0
Asian,Mexico,E,C,E,C,B,41.86139335532003,E,0
Black,UK,A,D,A,B,C,-26.812752759936892,A,1
White,Mexico,E,A,A,C,B,-151.7031844335363,A,0
Hispanic,Brazil,B,E,A,E,E,-62.52459620625716,E,0
