Nationality,sexuality,Religion,disabled,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
Other,Bisexual,Muslim,No,D,-36.19206118771592,-0.71499871033413,16.3542768510105,E,B,0
Brazil,Homosexual,Hindu,Mental,C,-100.82725821757454,-2.727736704411564,29.2543631377082,B,D,1
India,Homosexual,Jewish,Both,D,43.32020836719326,63.91120455339488,14.879570433425663,D,B,1
Other,Bisexual,None,Physical,C,146.27667939776623,-223.56205779718974,53.98175745629945,D,D,1
US,Bisexual,Muslim,Yes,D,-30.867050704821754,-200.05137574791146,36.221118428090946,C,A,1
UK,Bisexual,Christian,Both,E,-218.12517957136546,-41.89934140944358,-57.20801521742308,A,E,1
Brazil,Homosexual,Other,Yes,A,-126.00190708070289,103.35080487547455,-30.948995614460955,A,D,1
Brazil,Homosexual,Jewish,Physical,A,-3.7010389252681817,66.49181706442187,47.85035655221573,C,B,0
Germany,Homosexual,Hindu,No,E,-144.1198493288044,34.06440317582815,115.53466158275437,E,B,0
UK,Homosexual,Other,Both,D,1.1061063521313812,31.322915395019834,9.690551402589973,E,B,0
Germany,Other,Christian,Physical,A,-158.26391218254108,-39.02671285739254,-46.33730774020852,E,B,1
Other,Bisexual,Muslim,No,C,100.84180338503074,-252.03619365143373,-74.31936643142922,B,C,0
UK,Other,Hindu,None,D,164.05035040579418,102.6938260745851,-3.89945553197866,E,D,0
Mexico,Heterosexual,Jewish,No,E,36.991666027498155,44.48561555667174,118.03714803052836,A,B,0
China,Homosexual,Hindu,None,C,127.26340957149114,-147.69985356206234,7.42766133499215,C,C,1
Other,Bisexual,None,Mental,E,44.154256568550124,158.89172895049958,-90.35602490290474,B,D,0
Germany,Other,Christian,No,A,145.68625605714328,68.08483334823599,53.02530115354791,C,D,1
India,Heterosexual,Christian,Physical,E,-93.77816018018186,5.450837440763649,26.72501234687556,B,B,1
Other,Bisexual,Hindu,Mental,E,-2.3543595585927135,60.56412712356448,31.076562728704797,A,B,1
UK,Other,Muslim,Both,C,110.47410911197765,38.101873590988816,-108.46997812233055,D,D,0
Germany,Other,None,No,C,15.098845044542749,144.5237713145565,-4.906322774020999,E,B,0
Germany,Bisexual,Muslim,Physical,A,33.32526158263296,47.242062839548716,192.2647306466612,D,E,0
Brazil,Bisexual,Jewish,Both,A,-142.74024408647904,47.39563672700298,83.4356378000691,B,A,1
China,Homosexual,Other,No,B,-74.80253247041152,172.99477837460338,-9.184925808065822,C,C,0
US,Bisexual,Jewish,Mental,B,-140.94791280921407,-40.868299290049954,186.32936149157345,D,A,1
Germany,Bisexual,Jewish,None,E,-58.93326295414987,72.09586444784127,90.56313857210131,A,E,1
Germany,Other,Buddhist,No,E,10.080252035562603,15.717046123387798,24.408028727157255,C,A,1
Other,Other,Jewish,None,E,-87.50844793181953,-45.61127029708963,306.030325638268,C,B,1
China,Other,Hindu,Mental,E,-32.585128684129174,-45.18273156786784,-3.9289093644124473,E,C,1
Germany,Heterosexual,Jewish,Physical,A,0.13455897858621055,156.41868634807577,-137.23878237063377,A,B,1
Mexico,Homosexual,Other,Mental,B,-3.6164182512822123,-90.26791967349686,-46.74740507580435,C,E,0
China,Heterosexual,Buddhist,Mental,C,-91.43196332566949,-16.527118300369974,26.468889618979123,C,A,1
Other,Other,Christian,Both,C,33.83978854377972,54.43913312308697,17.584669172372628,A,D,0
Other,Heterosexual,Hindu,None,D,-116.45566005507477,73.5096324885404,140.891279779665,B,B,0
Brazil,Heterosexual,Other,Physical,A,-72.7139439881721,-29.56399631390146,149.59122059252823,C,E,0
Germany,Heterosexual,None,No,B,-140.39346952358525,87.06140826405158,-20.776418585607594,A,B,1
Other,Heterosexual,Jewish,No,A,95.65083931131268,-74.19533582770663,122.19332782936641,A,D,1
India,Bisexual,Buddhist,Both,C,145.07620824155424,-76.78163547597434,-3.7016279081196397,A,A,0
China,Heterosexual,Buddhist,Mental,A,42.51027233407456,78.89039125557159,-239.1658106710173,D,C,0
Brazil,Other,Other,Yes,E,-174.0136076516044,-59.41375464908724,21.952227612657268,A,B,0
Mexico,Bisexual,Muslim,Both,B,-76.21316891487223,-16.33758199146782,163.8596120409117,B,D,1
Mexico,Heterosexual,Christian,None,C,148.83296653390502,101.03503393340046,112.6217536445628,D,A,0
UK,Other,Buddhist,Both,B,101.53397543443421,0.4974803703575849,-62.180785803072624,C,B,1
Mexico,Homosexual,Buddhist,Physical,C,86.51845082996252,43.589979055894915,-50.439770735321765,D,E,1
India,Bisexual,Muslim,None,B,-66.10245597955982,-3.2774645477478597,-92.47267916510017,E,E,0
Other,Heterosexual,Other,Yes,A,-20.336818759763762,92.64643604041117,170.04750499388192,A,C,0
Other,Homosexual,Christian,Physical,C,-62.06781540535764,24.36948763220762,155.97951499334383,C,D,1
Germany,Bisexual,Buddhist,No,D,19.206309876972675,132.22366673308474,-40.266151211148234,E,E,1
Other,Homosexual,Other,Mental,A,29.951835713322367,-153.6940964644681,-58.12656369004454,E,D,0
UK,Heterosexual,None,Yes,D,87.38043870579055,-199.3621885508726,7.357744051100204,D,A,1
China,Homosexual,Buddhist,None,E,-184.01147870430015,3.354721264070256,-162.0246083549859,C,A,0
US,Heterosexual,Christian,Both,E,50.525442656368305,88.54856771701775,-61.71176454149394,D,D,1
US,Heterosexual,Hindu,Mental,D,-76.66108490343301,-113.30857336036806,-163.16842591598888,B,C,0
US,Heterosexual,None,No,C,115.28828458947761,70.17172111236614,-2.8045191031678187,D,E,0
India,Heterosexual,Jewish,None,A,-48.73310965662575,181.243091545442,-214.25031253838486,A,E,1
China,Homosexual,Muslim,Both,B,37.35394651519468,38.90870705868659,93.34033438764835,C,B,0
Other,Bisexual,Other,Both,A,-75.72728959421167,15.559016031255188,-27.800865390363043,D,B,1
India,Bisexual,Christian,Yes,A,119.22960501593,25.167309148730972,127.19246737190907,E,C,0
China,Heterosexual,Other,None,C,9.222259976788283,-110.63893462715266,4.853299103555968,A,A,1
Germany,Bisexual,Muslim,Yes,D,84.58128907550616,234.2507051279157,94.66125074226733,D,A,1
Mexico,Other,Jewish,None,A,-98.37871422364981,43.378185779803964,-151.19136542597548,C,C,1
Mexico,Heterosexual,Hindu,Both,E,6.235625279945822,2.733833778032813,-9.72974538497993,A,A,1
India,Bisexual,Hindu,None,C,-90.21632728302232,222.13320753065938,-12.387172846046466,D,A,0
Other,Other,Muslim,Both,A,-87.53014176132949,-42.847632968649926,49.24729380655314,E,A,0
Brazil,Other,Buddhist,Physical,C,61.82922216278828,8.878399525275043,-3.3359924438105453,A,B,0
Germany,Homosexual,Christian,Physical,D,72.85141542848972,2.409890756699328,59.91558447392195,E,E,0
Brazil,Homosexual,None,Both,C,94.6388460384128,12.37467897794097,-21.963110467502542,D,D,0
UK,Other,Christian,Mental,A,-25.58405027353679,-59.08384624440433,-56.05739429485618,B,C,1
Other,Bisexual,Jewish,Yes,C,5.51394771874556,-24.482088290291294,-110.18077474067016,A,A,0
Brazil,Heterosexual,Muslim,Yes,A,19.559955628497022,-96.99148069093638,-139.9944195565078,D,D,0
India,Homosexual,Other,None,B,149.03025675169565,-157.05773349883205,-37.49831297896174,A,B,0
Brazil,Heterosexual,Buddhist,No,B,121.39453253857377,192.71468384683254,-227.2519757384088,B,A,1
China,Homosexual,Muslim,Physical,A,-92.88662226867415,-230.45523064611558,-64.52815289971974,B,C,1
Mexico,Bisexual,Jewish,Yes,B,-11.356969943982085,-248.30345344569218,-145.6194592386218,E,A,1
UK,Other,Jewish,Both,A,122.15822999935935,-146.15726981075474,-131.06500464312677,E,B,1
China,Bisexual,Jewish,Physical,E,105.55041279518089,-75.24746289764957,33.170658866322775,C,B,1
Other,Bisexual,Buddhist,No,E,-24.501230773371137,-129.04531054055607,32.17686948633215,D,D,0
Brazil,Homosexual,Hindu,Mental,B,-29.006658095414256,-125.91272680442012,161.86371148000867,B,C,1
Germany,Bisexual,Other,Yes,B,-17.413173100786963,-0.49504343419475283,65.35046482138983,C,B,0
US,Other,Jewish,Yes,A,48.9107719173256,-24.840011313357643,127.86114905129196,C,C,1
Other,Bisexual,Jewish,Mental,E,-105.249384788558,-136.52650673680415,-9.954108289149229,D,E,0
China,Other,Christian,No,A,92.19026084453171,-46.370020699003796,81.51343879646187,A,A,1
Brazil,Other,Muslim,Physical,E,-28.311280343663658,36.563570444407006,-285.7638022056932,C,A,0
UK,Bisexual,Buddhist,Yes,C,146.62373744583752,-104.8961717268462,185.50504297395563,E,A,0
Germany,Other,Other,None,A,-63.67294249314004,29.75719169642246,123.83772855828819,A,A,0
Germany,Other,None,Physical,B,57.953884408628866,27.78905777370851,-127.32352495488254,A,D,1
India,Other,Other,Yes,D,-111.01961097048925,-11.712629988388287,115.63926102295969,D,D,0
UK,Heterosexual,Jewish,None,C,-5.481878330824855,-87.23972891079475,-12.269922938860518,D,E,1
Germany,Heterosexual,Buddhist,Both,D,-15.671588456390568,74.56484958059863,7.884467558944055,E,B,1
China,Other,None,Yes,E,80.97556381169329,7.607138916213839,100.52087695955225,D,B,0
Other,Homosexual,Christian,Both,B,60.25510281697405,180.3532264773616,42.575087784687135,A,A,1
Brazil,Heterosexual,Other,Both,B,162.38544990561562,-70.19377833058425,-47.53961504979997,E,D,1
Brazil,Homosexual,Muslim,Both,A,-13.675951808834167,-52.05275560837713,41.84844440882986,A,A,1
Germany,Bisexual,Jewish,Physical,D,33.9502639321276,-59.01946120438627,95.15730807138634,D,A,1
US,Heterosexual,Buddhist,Yes,E,-29.223615303167044,-2.433985092007671,211.01640959209723,D,D,0
Other,Other,Other,None,E,-255.5232582037271,-143.5515369556161,11.094385706042143,D,D,1
Other,Other,Hindu,None,C,24.907232415073267,146.2741217660898,-12.083812972231627,A,C,1
China,Heterosexual,Christian,Mental,E,-7.482453747503948,21.86351873571416,-76.0845276468909,B,A,0
Brazil,Bisexual,Jewish,No,D,29.645558728907417,-22.36473509754746,-132.6226786984273,B,E,0
Other,Bisexual,Muslim,Physical,B,79.98900115442557,234.30212741880635,-40.795403266792974,D,E,0
China,Heterosexual,Other,Yes,C,-31.78428314342495,-30.625128321437195,29.507487951487548,C,D,0
China,Bisexual,Christian,No,E,144.5233735332229,-116.44642152426992,34.38554751192371,C,C,1
Brazil,Heterosexual,Muslim,Physical,C,10.772902878500524,102.17090906619765,-20.996087047101135,A,E,0
India,Heterosexual,Jewish,Physical,E,-94.13957890806628,-76.39923225029591,-46.37493112586063,E,A,0
Mexico,Heterosexual,Jewish,Both,E,-212.14739315763006,-69.96220929629034,-33.5212365198741,D,C,0
India,Bisexual,Other,No,B,3.2894553889594134,-84.96154100824651,-31.25458796162223,C,C,0
US,Heterosexual,Hindu,Both,E,60.2937576708859,25.605557583440213,6.353882168049823,C,C,1
UK,Heterosexual,Jewish,Mental,B,145.03523149081911,-75.56582632523957,-45.067804016073374,C,B,1
Germany,Other,Christian,None,C,156.62600671678996,-180.24153942235424,114.44176990651994,A,C,1
China,Other,None,Mental,C,113.8847757012976,-155.31849588722167,55.954291916164365,B,C,1
India,Homosexual,None,Mental,A,54.141418765731366,-104.43641065791857,49.1862091421156,A,B,1
India,Bisexual,Jewish,Mental,E,-11.798007622167312,-23.889830585003207,-70.6844034818682,C,E,1
Brazil,Homosexual,Other,Mental,A,-127.10463851421005,-234.09774203788817,80.29499058635888,A,D,0
Brazil,Bisexual,Other,None,C,49.199881253526385,32.70810337855086,-15.93495739874873,C,C,1
India,Bisexual,Hindu,No,D,-250.5514772957842,-78.1961717254199,-218.51824646351753,D,E,1
Other,Homosexual,Christian,Yes,D,-97.73499947517136,-100.69779369979095,135.55437892044856,C,E,1
China,Heterosexual,None,None,C,162.54498597296558,-13.887977023894468,-65.77223515790898,C,E,0
Germany,Bisexual,Jewish,Physical,E,42.151783568574096,-92.18761123959477,-89.0685966320247,B,E,1
India,Other,Other,No,C,-32.536915300347694,128.96044685214142,-139.15073099078887,A,B,0
US,Heterosexual,Jewish,No,B,30.274382083928757,112.51192329208169,-68.43986866831456,D,C,0
Brazil,Homosexual,Hindu,Both,B,-187.26622653039934,100.27711413472535,22.545602690488142,E,D,0
UK,Bisexual,Hindu,Physical,A,49.95956639361082,-103.23020255598398,-53.69710294580536,D,B,1
India,Heterosexual,Muslim,No,E,139.01716688080512,-4.310046047924378,-177.45553466951216,D,A,0
Brazil,Heterosexual,None,Physical,E,-9.004391884982752,96.5756815852932,109.82192966743149,E,B,1
Germany,Bisexual,Muslim,None,E,-118.11767951009816,-30.816500140449527,108.64777222473967,C,D,1
Other,Heterosexual,Hindu,Yes,A,-97.23816338686571,91.3604458930889,-75.99151820822372,C,A,1
India,Heterosexual,Buddhist,Yes,D,-34.60272644871697,-141.0233754038987,-206.3644043792857,B,A,1
UK,Other,Other,Both,E,-23.67561588593092,92.50636749909167,-11.020607349062404,E,C,0
India,Bisexual,Other,Mental,C,-116.60156314375381,97.43341279747104,11.394978511098035,B,E,0
Other,Bisexual,Buddhist,Physical,D,-16.09997269916315,-126.71783645822596,38.32296117054319,D,D,0
Other,Other,Other,Physical,B,5.979714568372987,-4.213609323102218,-55.5065638219965,C,A,1
Other,Heterosexual,Muslim,Mental,B,36.92347690764725,44.171119091836246,48.7387841207499,D,E,0
Germany,Bisexual,Christian,No,A,-88.3100531601445,-22.451372985223802,-74.03265488813506,A,C,0
UK,Bisexual,Hindu,Physical,C,242.58747869266494,9.15345385345024,-195.9383588159058,D,D,0
UK,Other,Hindu,Both,D,61.43618316090102,-214.0207673255399,-16.619837099417964,E,B,1
India,Bisexual,Buddhist,Mental,A,-112.73535445752042,67.15107045268776,-32.628380193613104,C,B,1
Brazil,Heterosexual,Jewish,Mental,E,-128.05282920492334,66.94168822109539,-139.2527230371889,A,B,0
China,Heterosexual,Other,Physical,C,-145.55548923307882,31.80957388637291,34.82856091578432,E,E,0
US,Heterosexual,None,No,A,121.42075976645485,-80.07954033357142,68.75845609604754,E,C,1
US,Heterosexual,Christian,No,C,-50.650975734499056,-59.3315224705245,-156.942900410603,D,D,1
Mexico,Heterosexual,Muslim,Yes,B,29.795236344827032,110.24542172721621,-52.72327026631343,E,C,1
Other,Bisexual,Muslim,Physical,E,33.845213534787774,64.07287858118467,53.107307080232566,A,B,1
UK,Homosexual,None,No,A,98.60769606352221,51.37296530864196,40.276798550449534,E,D,1
India,Homosexual,Muslim,None,C,158.95992806491805,90.1002830690189,-70.60348192365844,C,D,1
Germany,Other,Hindu,None,B,107.54003872482825,-11.467523184105302,-28.743919921780304,E,B,1
Germany,Homosexual,None,Yes,B,41.61804764320303,59.32586722246971,-7.65132091327748,E,C,0
Germany,Homosexual,Christian,None,B,65.63535805074193,29.83547290761844,-8.66239226057299,D,B,0
China,Heterosexual,Other,Both,E,-63.57614349031968,20.730311984623096,-156.208549777514,C,A,0
Other,Homosexual,Christian,Mental,C,1.8840633755158653,20.405130219287017,-53.75278429221617,C,B,0
Mexico,Homosexual,Hindu,Yes,C,-57.7630824697305,-17.478666809330388,-108.90680348378012,D,D,1
Brazil,Other,None,Both,B,70.48287927482016,251.9030187038802,163.07861915919491,C,A,0
US,Heterosexual,Other,Yes,E,-273.6475742991018,128.375679287017,73.72621253377922,D,D,1
Brazil,Heterosexual,Hindu,Physical,D,120.96518251013772,117.56758171074509,-84.65967632635896,E,B,1
Mexico,Other,Jewish,No,E,126.88110408295634,70.68148716064252,-46.23616540872575,C,C,1
India,Heterosexual,None,Physical,E,-167.45633508349005,72.01478317687628,196.50044931102533,D,A,1
China,Heterosexual,Hindu,Mental,C,-139.30710755928592,211.94707212293883,-102.68460222266513,D,E,0
Germany,Homosexual,None,None,A,221.87071287540516,-135.9529923903981,-33.66164956215958,D,D,1
Brazil,Other,Buddhist,No,C,50.44597636415037,70.9931477979708,-18.736902026515608,E,C,1
Mexico,Homosexual,Buddhist,None,C,110.40452330469475,5.149420954892121,100.30285030250856,D,E,0
China,Heterosexual,Hindu,Mental,E,14.028716735239055,-77.05699425428134,125.78312315588427,C,A,1
Mexico,Homosexual,Hindu,None,C,124.64818986623622,-87.92364952430285,-3.7702076109522906,E,B,1
Brazil,Heterosexual,Jewish,Mental,E,47.92541159185168,77.23664951201845,4.836773806476172,B,C,0
Brazil,Bisexual,Hindu,Mental,D,-13.331353062262139,123.83405970856762,-133.96557922564372,B,A,1
India,Homosexual,Muslim,Physical,E,-130.1724629008129,141.11528541459668,162.28504566872,C,C,0
Other,Heterosexual,None,None,C,82.30730972398833,33.720696030152254,86.26086161971057,B,C,1
India,Homosexual,Buddhist,Yes,A,24.14098923614068,157.1657499492767,-201.13063260260273,C,D,1
Germany,Homosexual,Christian,No,D,-26.49246229830969,29.279719285435217,-175.68416699659124,C,E,1
Brazil,Bisexual,Other,None,D,11.85378539154221,-45.404317754263325,-164.7266926087299,D,B,1
China,Heterosexual,Muslim,Yes,C,-28.397079090019467,-11.894788472407596,4.077902234030108,E,A,1
China,Other,Hindu,No,D,344.307459600486,-3.830225302951841,48.153395517804896,B,D,1
Mexico,Heterosexual,None,Yes,E,8.660704747012721,-23.40312035374422,-113.60659122447207,D,B,1
UK,Other,Buddhist,Physical,E,-264.82736747704155,36.87805563712393,-26.66993443694889,D,D,0
US,Bisexual,Buddhist,Mental,A,-79.79955885742355,-28.133479459137238,54.59530183230959,A,E,1
Other,Homosexual,None,Physical,C,-18.887097029495656,-32.06874431506754,1.075745956532578,C,D,1
Other,Heterosexual,Jewish,None,B,22.917237091920207,-160.8707159144166,11.222877508726945,D,E,1
China,Bisexual,None,Both,D,-176.63730274568573,13.277108919796083,-11.14871730530588,C,C,1
UK,Homosexual,Muslim,No,C,-22.165580461411114,121.80943383221361,-94.43727079681774,C,B,1
Other,Other,Hindu,Physical,B,-42.07566305387883,-53.2155785977731,-77.38788330953648,B,D,1
US,Heterosexual,Buddhist,No,A,234.6278060021604,-76.60912981383979,249.0260378333598,E,C,0
Germany,Homosexual,Other,None,D,-111.01829736274811,-1.104860668846138,-51.224970766225674,C,E,0
Germany,Other,Muslim,Physical,A,94.29712333527567,74.2270959029771,128.9438308317719,A,A,0
US,Other,Muslim,Mental,B,85.02872283392593,83.78271739584594,-123.30361222085544,D,D,0
Mexico,Other,Christian,Mental,E,-83.04264160305706,-235.9589754700183,-219.31941304968583,C,E,1
India,Other,None,Both,A,345.7657741679443,165.5074808320214,-138.29600248396824,C,D,1
UK,Other,Jewish,Mental,D,117.61813579252764,100.48354570616623,-34.42281806715215,A,B,0
Brazil,Bisexual,Jewish,Yes,C,12.167351382145169,-192.40934576875685,-179.19767859756047,C,D,0
Germany,Bisexual,None,Mental,E,-60.28120976074122,47.94205784625603,31.583126962705933,A,B,0
China,Bisexual,Other,Mental,D,84.43086093477982,-36.79522329282573,27.09590101213948,C,D,0
Germany,Bisexual,Christian,No,C,62.86607780685913,57.08637648197927,-57.065288620007294,B,A,1
Brazil,Bisexual,Buddhist,Yes,D,-43.157587671054536,86.88441177232131,51.475239571008615,C,E,1
UK,Other,None,Physical,A,53.19627089415232,30.768828825550305,140.43267607968596,B,A,1
India,Other,Hindu,Physical,C,38.46437550773654,18.477923278262782,150.38628420582768,A,A,1
UK,Other,Buddhist,Both,D,-10.981661688652752,-2.2671372768302827,-131.54569235107678,E,D,1
Germany,Homosexual,Other,Mental,B,-80.73526985886662,17.143062643102205,-217.27829793184736,B,B,0
Germany,Homosexual,Muslim,Both,D,110.52081041135298,43.34426850187211,-37.13868717625414,D,B,1
Brazil,Other,Buddhist,No,B,-49.058097487317,-27.41253890886978,-109.26421493352414,B,C,0
Germany,Bisexual,None,None,C,-22.339716202079885,-55.3966562014605,-36.17711245379519,A,B,1
Other,Homosexual,Other,Both,A,231.55244059588975,-176.1332684871146,-83.49916198393841,C,D,0
Brazil,Other,Hindu,Yes,A,-24.48168457713386,-152.11306844935365,-154.4839510811958,A,E,1
India,Other,None,None,C,-76.3335839085836,70.56774557900248,206.67169055709343,E,E,1
India,Heterosexual,Other,Mental,B,127.67783467397061,-71.08323650265595,86.51116371036174,E,A,1
Germany,Homosexual,Buddhist,Mental,E,256.5230112969939,-16.56947140824208,-44.615616309146056,D,B,0
US,Heterosexual,Hindu,Physical,B,3.120796560383188,112.49490308899574,147.25859397836768,E,C,0
Germany,Other,Other,Both,B,-29.234665024427166,-45.1013359629898,29.400281015695462,C,C,0
Germany,Heterosexual,Jewish,Yes,E,106.33294826907085,-7.430796641949843,31.866431725923423,D,E,1
Other,Bisexual,Jewish,Both,A,-79.50060100930808,113.8326974300049,91.10959550648977,D,A,1
UK,Bisexual,Hindu,None,D,64.92352177877862,87.62658466522646,-14.739846351740562,E,C,1
China,Bisexual,Christian,Both,A,-67.98027119489275,30.998501638482406,3.157769654221492,A,D,0
Mexico,Homosexual,Muslim,Yes,A,-84.5130219172846,20.584855440232317,-2.9061232168689757,C,A,0
Brazil,Homosexual,Christian,Mental,E,250.77051206619845,-51.56943059869299,-10.4739775348322,A,D,0
Brazil,Heterosexual,Other,Physical,A,-10.934264253414732,-101.14066612130085,115.07414000221654,D,E,1
US,Heterosexual,None,None,B,96.10457418495685,73.04300867337851,-119.43839040410052,C,A,1
US,Other,Muslim,Both,A,72.0056077612333,-18.261288694434853,-118.76524926550461,A,A,1
Germany,Homosexual,Other,None,A,-84.3080740481638,-41.43499830712409,46.98082859869272,A,B,0
Germany,Bisexual,Other,None,E,-16.8803587076654,32.00729411369353,-38.834718512228946,D,A,0
Brazil,Heterosexual,Buddhist,No,C,23.617388868729,-186.7558536116411,99.36169081424889,B,D,0
US,Other,None,Mental,E,26.851796678817365,-66.9912332724521,-220.0056418822617,A,A,1
Germany,Homosexual,None,Mental,C,-23.258468708440976,48.02164241155486,-145.62796629223996,D,C,1
UK,Homosexual,Other,None,D,-189.95790314144872,-4.32282640626288,37.00575388537791,B,B,1
Germany,Other,Buddhist,No,B,216.3977774802302,-183.66049958489617,4.242633466067373,D,A,1
China,Heterosexual,Muslim,Physical,C,115.24781832640294,-111.71532485562436,-28.90798167891957,E,D,1
US,Heterosexual,Christian,Mental,B,143.53476429034663,53.526988968686865,-36.9696142070006,A,D,1
US,Bisexual,Hindu,Both,A,-11.585893376360513,-30.408300795490028,-50.122133770349464,D,A,1
Other,Bisexual,Buddhist,Both,D,139.27727744389563,81.41431755506625,99.25789062246757,D,A,0
Other,Bisexual,None,Yes,E,-22.464721904698777,60.31193227829292,54.372382652105735,D,A,0
India,Other,None,Both,E,-17.279542921172983,-101.62194070455297,-116.24730723514756,D,A,0
Brazil,Other,Buddhist,No,D,84.76397253119336,-93.956563137766,-181.8302084249588,E,D,1
Brazil,Bisexual,Other,No,B,72.44048267463418,12.429159153678796,108.06135195811177,D,E,1
China,Homosexual,Hindu,None,D,-75.90204095339081,134.5595186274285,100.15885008477723,D,D,0
Germany,Bisexual,Hindu,Yes,A,-157.2611763287093,-86.8693763660334,-6.478911387294114,B,B,0
Other,Homosexual,Other,None,C,-35.975100132343975,-52.42636646170242,-26.59010503947839,B,B,0
US,Other,None,Both,E,61.63596529665387,-71.17470491322997,-37.36492205654598,E,B,0
Mexico,Heterosexual,Christian,Yes,A,-10.238378956942789,-159.42353967959335,44.25816975272437,C,A,1
Brazil,Heterosexual,Other,Physical,D,0.6209820541909276,-162.7284845145186,121.56217544015297,D,D,0
UK,Heterosexual,Muslim,Both,C,-19.3248422899108,-78.1364335874024,36.182545450831086,D,C,0
India,Homosexual,Christian,Yes,C,94.11293595665718,80.93079230481773,-205.92341078126864,E,A,0
UK,Heterosexual,Muslim,No,A,-99.48442087430416,0.8521588277681321,31.572038522307178,B,D,1
Germany,Other,Buddhist,Mental,C,-21.660399861182515,-36.5173101841707,54.78501570547518,C,A,1
UK,Homosexual,Christian,Both,C,-146.84947355428167,193.4225980507206,39.742975652901485,A,D,0
Brazil,Bisexual,None,None,E,69.18085749620818,-108.15998886324658,34.077724503356755,B,D,1
Other,Homosexual,Other,Mental,E,-27.634092612417177,-143.99649042484847,169.48486198627694,E,B,1
Mexico,Homosexual,Other,Mental,D,1.7212502769563116,-155.7872594727727,135.697473315934,E,D,1
China,Other,Buddhist,Mental,B,-75.01164940518562,-92.55190946439578,-171.655875988648,E,B,0
Other,Homosexual,Other,Both,A,26.524835452692525,138.99423444434018,48.17649907190248,C,C,1
Other,Other,Jewish,None,A,75.5892683959102,180.79640988699995,60.942049930556784,A,C,0
US,Homosexual,Buddhist,Both,E,106.74583055002319,-65.06146365877858,-140.6151299072567,E,E,1
UK,Bisexual,Buddhist,Physical,C,13.29810714844906,-248.06005465675292,-11.143509760687396,E,E,1
Mexico,Other,Christian,Physical,E,-103.64514935339557,52.59858894727986,63.7463922704942,D,E,1
US,Bisexual,Muslim,Yes,D,-76.90766145408158,177.6277863396248,9.811467421936527,B,C,1
Brazil,Bisexual,Muslim,No,B,-7.839531162812455,45.57369909017402,62.65725034304715,A,C,1
US,Homosexual,Muslim,None,E,-79.11960963038698,85.309540064067,30.497826500717657,A,B,0
US,Bisexual,Buddhist,Both,A,-212.085591334154,53.31251488752282,155.20170153546047,B,C,0
Mexico,Homosexual,Christian,Physical,C,-50.19383438548704,147.98286608245004,-207.80906608806532,A,E,1
Germany,Bisexual,Hindu,No,A,14.120343778312586,3.1883102433930888,48.36772146058132,A,C,0
Germany,Bisexual,Muslim,Yes,E,-46.260153528957936,22.929249646144076,-110.78165196058418,D,E,1
Mexico,Other,Christian,Both,C,-107.88425607030018,183.05581391616005,-124.73118199951794,C,B,1
China,Bisexual,Muslim,Yes,D,-54.79009655385612,-33.64799339109024,-202.88370891571503,B,A,1
Brazil,Other,Other,No,D,-12.47058452655763,57.06163741656161,-17.089083719505737,A,A,1
China,Bisexual,Christian,Yes,C,12.965704832715488,-25.28192585879217,-127.06743000246423,E,B,0
Other,Other,Buddhist,Mental,B,-140.86500475387882,63.15747379647434,-125.76130140381632,C,E,1
UK,Bisexual,Muslim,No,E,-35.65080148071319,5.480962699060947,-96.30209929810653,E,E,0
China,Homosexual,Jewish,Mental,D,-21.687704843453794,-59.01306719175463,-200.7562195898263,C,A,1
Mexico,Other,Muslim,Both,C,-12.602215230243763,23.043049855385455,-35.28374319507062,E,B,0
India,Homosexual,Other,Both,E,73.1771663224177,-69.10093345959577,-69.752554720403,B,C,1
India,Homosexual,Christian,Mental,A,64.36204717858297,6.792105614801412,107.58287563692299,C,D,0
China,Homosexual,Muslim,Both,B,-84.60276019375294,18.27576131489411,33.65007108470107,A,E,1
UK,Bisexual,Christian,Yes,B,3.8886201222380485,9.005263907879602,-37.06496367821376,C,D,1
Other,Bisexual,Buddhist,Physical,A,63.47498287284421,139.17331047618876,215.3361470129217,D,B,0
India,Homosexual,Jewish,Mental,D,-169.80614479506505,-202.43821476767133,36.71088560272131,E,D,0
Germany,Homosexual,Other,Physical,A,-70.26347701385295,19.242858522680333,4.732743287740209,D,C,1
Other,Heterosexual,Muslim,Physical,E,14.93261840204149,-65.88542178252507,64.37376789155262,E,A,0
Mexico,Bisexual,Jewish,No,D,-245.94632088608833,-141.75346915127503,8.47663489928033,B,B,1
Germany,Bisexual,Jewish,None,A,40.64958108166621,-28.9406874312682,-40.563243245583344,C,E,0
UK,Bisexual,None,None,B,38.08756617081255,-12.622718186277632,-41.217537257941615,A,D,1
US,Bisexual,Buddhist,Physical,D,-53.475263439016594,-48.31242456708631,181.83166756989326,C,D,1
China,Homosexual,Christian,No,C,40.16732038938975,71.55869453603444,148.31319794377205,E,B,0
Mexico,Heterosexual,Hindu,Mental,D,122.95591386563787,-91.2053075505162,-91.85993150282033,A,C,0
China,Homosexual,Christian,Mental,B,-33.17103378499129,-30.072462769726982,111.51101064510596,C,C,0
Germany,Homosexual,Hindu,No,D,-7.654276851840107,4.153649684613012,99.25368073689233,D,D,1
US,Other,None,None,D,120.39018952903433,-73.24859615006696,-86.2585668008146,C,A,0
