religious_affiliation,Veteran,AgeGroup,orientation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
Buddhist,Non-Veteran,65+,Homosexual,-100.87202230181624,C,29.034781890051747,B,-97.62917605488913,D,5.331727772568004,-90.31697052431464,B,A,-69.66570457702491,A,E,1
Christian,Veteran,36-50,Heterosexual,56.71391394521884,E,114.43047592162583,B,153.42265217521768,B,13.64916406768446,99.04178644537922,D,E,99.19894723845233,B,E,0
Muslim,No,18-25,Other,-58.06273829106575,C,-42.41864723102851,D,-44.205300526676346,B,-11.201862350354407,-17.97515361293995,D,C,7.817424199478235,D,B,1
Muslim,No,65+,Bisexual,38.48014562255967,D,105.34548172730231,B,18.88272638417085,B,-49.632941566238635,250.0810078059399,E,C,54.183487442863246,C,E,1
Muslim,Non-Veteran,36-50,Bisexual,-9.53146941419567,B,86.27470554349121,B,-39.61870157399894,A,-52.01810960748541,48.38380894672725,D,B,210.167469944248,A,C,1
Christian,Veteran,36-50,Homosexual,26.916101882607784,C,-16.637192047783792,C,-91.96039803899328,A,-58.28451349981199,-54.071516988078905,A,C,-52.42282263952182,D,E,0
Buddhist,No,26-35,Other,-71.73118214205543,A,7.473662902473745,E,-29.059493679418065,A,-76.41163212930829,-116.17370072165471,C,C,-95.25837402719688,E,A,0
Other,Non-Veteran,36-50,Bisexual,100.87626234825126,A,-84.38424295024703,A,22.37197525384246,D,-31.204362386820712,-174.6785096365183,E,E,-39.36159175949303,C,B,1
Muslim,Yes,65+,Heterosexual,-42.27752528118136,E,39.67056508470974,D,107.83139230729861,E,-126.35736562288467,-94.66032746225378,E,E,80.54848964032598,C,E,1
None,Yes,26-35,Heterosexual,16.939781569755585,C,38.256175242621076,E,170.32050804016637,E,-60.67343208794922,15.210124750533954,A,C,-23.24828248544272,E,D,1
Jewish,Yes,18-25,Heterosexual,85.09519162791476,D,70.1040980924683,B,71.47093048336536,C,-6.773292734451067,-202.7332109376629,E,B,171.2330797436868,B,B,0
Muslim,Veteran,36-50,Homosexual,5.495190191210174,D,-122.42812809324417,A,120.14181430068301,E,85.04787673807186,-48.30509357555199,D,D,62.13389423409509,E,A,0
Jewish,Veteran,26-35,Heterosexual,225.00884240248294,C,-12.058741269143008,D,-50.34373906150752,A,-81.57384154973674,-2.2649299224301096,A,B,37.32281872439596,D,C,0
Jewish,Yes,26-35,Heterosexual,-17.928562989284185,E,-105.96760290085294,C,-35.59197960652629,B,23.46286165011413,-55.39956555198978,B,E,74.35651776647428,A,D,1
None,Veteran,65+,Heterosexual,172.02869755298548,A,87.86469479129354,A,34.09491959992167,E,-6.477092579668166,149.23968234318053,E,E,-69.70318268720216,B,A,1
Muslim,Veteran,65+,Other,-98.19825309607238,E,-13.585267305604368,B,62.74071091705924,A,-133.65874780993022,-81.60804897990792,D,C,-6.250404055708585,C,D,1
Other,Non-Veteran,26-35,Bisexual,-60.94912146928816,E,89.31583163049629,E,-126.78573219270169,E,65.49651998049036,57.06900210801973,A,D,-4.624018488976351,E,C,1
None,No,18-25,Heterosexual,-12.35485631027359,B,3.3071953943699253,E,19.986910280646857,B,-84.8293076239235,58.37985605669387,E,D,115.26522665539136,C,C,1
Jewish,No,51-65,Heterosexual,27.697348585163095,D,-64.10491929569872,A,-33.03269144541597,E,-76.60174326476661,6.903599499990053,D,E,171.79413534997653,C,C,1
Other,Non-Veteran,36-50,Heterosexual,71.54271167511965,D,-70.05056549533478,E,30.39904881664911,C,46.04376573092562,-204.2645363895808,A,C,149.4751097514738,E,A,0
Jewish,No,18-25,Homosexual,72.27580085422875,A,190.14509141879154,B,-105.54967746377142,A,-57.720046590989924,213.68735878164787,C,A,96.473529720994,D,E,0
Buddhist,Yes,18-25,Other,16.05370077240359,C,53.704366230054504,D,-145.88863828200184,E,-84.4204111487146,39.56675541198385,B,D,-91.62593158420295,B,A,1
Hindu,No,18-25,Bisexual,132.14367494312992,D,167.14482440972824,E,38.08643754509638,C,-202.2532496293547,-28.986187963025962,A,C,18.180112678479723,E,A,1
Christian,No,26-35,Other,49.5038603803177,D,49.941729437717875,E,92.74494843730864,D,-45.64025201731626,79.9868262984041,A,E,215.49827390825968,E,B,1
None,Yes,65+,Homosexual,101.9470636583849,D,-109.50237648349777,B,120.66754226246543,B,36.21372253181838,26.343956094979355,C,C,157.24973596730155,D,E,1
Other,Veteran,18-25,Bisexual,30.178082107713383,B,59.30044764234289,A,137.56850691736489,B,51.295077420071024,-80.08005185307589,D,B,13.461994604454327,C,A,1
Buddhist,Non-Veteran,51-65,Homosexual,34.40441217033689,C,164.66170386763164,B,-20.863411335318645,C,-6.098518262486413,5.616004214506271,A,C,-23.509817610801004,D,A,0
None,No,51-65,Bisexual,172.07167851423125,A,-55.36789869323463,E,29.357519091404484,C,-30.498161892277654,21.989001274561048,C,C,46.988668069431526,A,D,0
None,No,36-50,Bisexual,-203.12156213581915,B,-150.30696410798606,E,99.41642345747118,D,-73.15834018782093,0.6487076605337637,C,D,-97.78446005062634,B,C,0
Other,No,18-25,Heterosexual,-32.84306412157289,A,-37.10957789346997,E,-31.327469272658405,A,95.44505967762402,124.59334014521137,A,C,-159.06511380754944,B,E,1
Christian,Yes,18-25,Heterosexual,-54.038335991012886,C,295.1288620907417,E,73.22423988186264,C,105.01559902025323,116.27741206704438,E,E,43.992328107609865,E,B,1
None,No,18-25,Other,-118.98284962037424,A,54.543393844037936,E,-9.084278511885566,D,130.78026973432992,-46.04217431547004,B,A,30.67876119999054,D,E,0
Buddhist,Yes,51-65,Heterosexual,-59.12030273255259,D,35.19955036766845,D,-48.91214726343943,B,-12.19052322078947,-40.59731783432894,A,E,104.99703920237764,C,C,0
Buddhist,Non-Veteran,65+,Heterosexual,93.48026289177683,B,-92.15059094252967,A,62.11577122872895,B,55.85803677171172,222.65406735059102,D,D,-51.10863704196511,C,B,1
Buddhist,Veteran,26-35,Homosexual,-11.527795240649136,C,-35.94923161629949,C,122.51934039127359,A,-142.93670059376402,-152.87950628117522,C,B,-80.00964437387354,B,C,0
Hindu,Yes,26-35,Homosexual,121.43349649509368,E,-10.127916818143255,C,98.22435846840409,A,51.71627743257135,55.80941819665313,D,B,-100.46894617281272,C,A,1
None,Veteran,51-65,Bisexual,-77.96300627081624,A,57.91982217380852,A,-197.11566566081882,D,92.7956695688324,-115.8638012944288,B,B,-137.5926237174193,A,B,1
Buddhist,Non-Veteran,65+,Other,-3.5706877469601723,D,96.6931119583288,A,-139.49370001353537,E,-29.779124902558646,-7.208289447821064,A,B,-34.41838727374276,B,D,1
Christian,Yes,18-25,Homosexual,72.17803225836958,D,71.83796049201862,B,-70.39011094218687,C,23.8379819423508,-117.63109148434008,C,E,69.90425270818693,D,B,0
Buddhist,No,18-25,Homosexual,23.180773988674858,A,-73.42855010661359,D,-116.19840303541847,A,22.30642478208898,-87.89151944798643,C,E,126.45858982736328,D,E,0
Hindu,Non-Veteran,26-35,Bisexual,-41.84850357588428,C,-89.9521520555702,B,97.7935617502205,C,186.43190813298565,-132.80957056164723,A,D,-11.258767450558544,B,E,1
Hindu,Veteran,65+,Homosexual,84.88127757181415,C,40.64332446996667,E,60.35978268291424,A,130.57870246776667,36.57125326605317,B,A,-152.52123700633115,D,C,1
Muslim,No,36-50,Other,159.385325285892,E,144.775218617546,D,24.25680913240975,A,-151.76987528097467,-133.9178864866962,E,E,-231.29932242171867,E,C,1
Hindu,No,26-35,Other,-158.85354047478506,B,-130.7436697830361,E,95.54995860370428,E,44.339606111175414,-33.19531195288254,E,B,-28.979594239870377,E,D,1
Hindu,Yes,51-65,Other,-78.51396814124428,D,67.93289279692735,C,-155.30398727932143,B,115.20921514436996,-37.954146230094025,B,E,-135.65548863905232,D,C,0
None,Non-Veteran,18-25,Other,-102.17399016052748,E,197.68588837623577,E,30.970480598143823,A,-168.93895761510188,-114.36338568415754,D,C,146.98671277650217,E,D,0
Jewish,No,65+,Bisexual,172.29684285192636,A,48.678683805275945,D,30.267994081915266,A,97.13490721919129,-24.013317901753094,D,B,-182.29470183753688,B,E,1
Christian,Veteran,51-65,Other,77.327486608332,A,-13.014121956712287,A,8.624034223584166,E,19.43514818967129,108.72763317199879,C,A,60.48437758527868,D,E,1
Hindu,Yes,51-65,Other,-119.08324299549187,A,171.01229914888367,A,-80.92873387462718,E,-147.17591503952312,87.66974274596338,C,D,-56.134029972361546,D,E,0
Hindu,Yes,51-65,Other,-9.60606652343114,E,-50.81935297204424,C,87.27299815134812,C,36.71654589125223,-176.9400731857577,D,A,57.32070405379013,B,D,0
Hindu,Veteran,65+,Heterosexual,-6.65839834064542,B,39.941963947057026,A,218.48522081065306,D,-181.87083135627253,-0.3769424683566743,D,D,74.97002375660462,C,B,1
Hindu,Veteran,51-65,Heterosexual,3.0485460327392016,B,113.73345400888365,E,-54.39639956316494,A,138.69817113959917,-39.95370320410091,D,B,-9.582457374288447,D,C,0
None,Non-Veteran,18-25,Homosexual,69.24600046825311,B,-72.33703897067771,A,-86.79356982080394,C,145.51912981379064,-5.0817944497193865,C,E,3.6713765641044547,D,B,1
Buddhist,Yes,26-35,Bisexual,-67.21860457261035,A,171.45496843722032,E,247.48601577089508,D,-30.202138770669436,-73.05007764606353,A,C,258.6859464632595,A,A,0
Jewish,Veteran,18-25,Bisexual,27.001345764778463,D,-23.298597329457884,B,-141.4796414281913,E,-129.04483497203543,104.3277596327959,E,B,-150.33376165352536,D,D,1
Hindu,Veteran,18-25,Other,7.5960532374822405,E,-99.34131099853025,A,-23.072072950165676,E,16.46557660631698,-127.82737076295112,E,A,-0.8367856009473866,D,C,0
Buddhist,Yes,51-65,Bisexual,90.59113872906124,D,124.55957165115734,E,25.752529067237738,E,-14.499749081459104,-47.89968238897631,B,C,-22.303842679454526,E,D,1
Jewish,Veteran,18-25,Heterosexual,-339.57358227273653,A,-117.36112541852133,D,-68.20119635714221,B,57.877206273672364,155.93764121488374,A,B,146.26534188393254,D,A,1
Muslim,Yes,18-25,Other,-17.453038765950424,C,9.822429376848884,E,-131.8735252828857,B,27.821943515164293,-22.91304064464078,E,E,-2.255593607623153,A,A,0
Christian,No,36-50,Other,-83.73224761097143,B,-98.52455573892892,C,-42.496526160399675,C,65.94989954508172,217.82049337140083,A,C,65.36800388404102,B,C,1
Buddhist,No,18-25,Heterosexual,-54.79134516092894,B,5.550570409254462,C,-21.718303928719358,D,87.73301106648773,-21.95745781780329,D,E,-32.67562788030629,D,C,0
Christian,Yes,18-25,Bisexual,134.49187845539208,A,12.455230594175164,B,17.333222164917434,B,-46.51859015933283,-84.52102814232083,B,C,-13.258834705492237,D,E,0
None,Non-Veteran,36-50,Heterosexual,75.696998212149,C,-50.18349191500903,D,-48.258108961922474,C,-84.60345633207037,-271.4266064787479,C,E,165.1916472578282,B,A,1
None,No,65+,Homosexual,10.255343469070702,A,167.74135295670095,E,-75.02133380714339,D,53.09283411780248,-18.433418504367342,B,A,36.54076645428565,D,A,1
Other,No,51-65,Other,-49.33392016523369,B,-85.09637463067985,A,-48.73450989813788,E,-18.230032433759973,86.6921356757837,A,C,3.2589185953219415,B,E,1
Buddhist,Non-Veteran,51-65,Bisexual,88.50681090751564,A,-141.9486048810478,B,-48.54958152689616,A,-147.44258331140293,63.85580371750893,D,A,130.22713570785643,C,B,1
Christian,No,26-35,Other,71.34983044756872,A,55.42162539698349,D,-52.890261506606564,C,-97.0957732641052,-157.66447697091994,B,B,20.343585878715018,D,E,0
Jewish,Non-Veteran,26-35,Bisexual,95.72633527238342,C,-182.6924103655989,C,-33.293192677644825,B,-65.48461031132524,106.20328532950982,B,C,3.2584823555642823,B,D,0
Other,No,65+,Bisexual,-109.42722283231971,E,20.343724974884733,B,-62.975995459468756,C,-80.06153839655622,-264.1441119638284,D,A,179.20794184334991,D,D,0
Jewish,Veteran,18-25,Other,-176.0787232757069,A,48.681686203978984,D,44.43569399602526,A,77.39011350634615,-57.6591061280852,B,A,145.05768708823052,D,D,0
None,No,36-50,Heterosexual,-23.774449406908353,D,5.041979595998778,E,4.886407860281741,A,-3.699477296974835,-46.77259798682841,E,A,-58.04864544337063,B,C,1
Muslim,No,51-65,Heterosexual,-10.611616424945018,D,63.24137554479974,C,-118.42044466033424,C,3.865975402444023,106.17670343656403,A,E,-89.60033405124263,D,C,1
Other,Yes,65+,Homosexual,197.76940684727853,B,-79.53862674733588,E,-10.651258618631418,A,2.497154989109773,-170.9810512712187,B,A,63.60517845781439,C,A,1
Jewish,Yes,65+,Bisexual,-203.82065322433328,B,-141.32058602433332,C,-18.190377972520466,A,97.38743497936397,37.90140302170745,A,E,113.33588545758688,B,E,1
None,Veteran,26-35,Bisexual,107.82392228298792,D,10.875323531824321,A,-92.81352424657425,B,13.659614252353256,-195.38853214750574,E,B,-83.66156922027396,C,E,0
Christian,No,65+,Homosexual,-146.0610513801977,A,112.90061134379792,A,176.31063481002226,E,-27.64336572958486,22.508128687489943,B,E,-63.57075212820219,A,D,0
Jewish,Veteran,65+,Homosexual,-78.31094723857863,A,175.9626325000225,A,122.7996270312524,A,112.72817362849099,16.65716957068205,B,C,98.44111948622847,B,B,0
Hindu,Non-Veteran,18-25,Heterosexual,33.244758503169386,C,-191.88424874491957,C,9.473270610251685,A,-6.47002780751126,49.249481699675876,E,A,167.74501275592095,C,E,0
Hindu,Yes,65+,Heterosexual,-23.397841897403833,E,1.2335143653436882,A,23.442124619392654,C,-158.34152784949478,15.662706300536518,C,B,64.23351913331146,B,A,1
None,Yes,65+,Heterosexual,31.256197346817117,D,87.34204039366746,A,-9.586753526237498,A,-6.614257117140557,-57.82402239550941,D,A,-36.684668238717,E,D,0
Hindu,Yes,36-50,Homosexual,85.0814565145678,D,13.31711774122531,B,103.83640606210088,D,-67.58204828770884,-73.42617382912653,C,A,143.72000595695224,B,C,1
Muslim,Veteran,26-35,Heterosexual,67.3525387072229,E,0.20850080972246382,C,-188.75554086581505,B,-48.00133202543828,-40.690556190939,B,C,25.222385567539586,C,C,1
None,Yes,18-25,Heterosexual,-48.73658296908482,D,45.73484238254761,E,-145.64563751296927,B,-35.46045344633282,23.29323993969022,C,A,89.28076111619482,D,C,1
Buddhist,Non-Veteran,26-35,Other,55.759550656021794,A,-79.01022464864239,B,72.1056969017601,B,-82.21387242318808,46.28942384950205,A,D,-91.73436889232201,D,D,1
Jewish,Veteran,51-65,Other,131.0194186996287,C,61.991883892101065,E,-63.58896540068527,A,131.28095629807197,-52.392156201710094,E,D,32.68549843234274,E,D,0
Hindu,Yes,36-50,Bisexual,123.95012902272997,D,-73.04573766778397,E,51.13971093362463,B,-15.329921908713034,77.85206339691244,C,A,46.35835109254201,C,B,1
Muslim,Veteran,36-50,Homosexual,-37.607390159966165,C,-36.31504504593115,E,-16.498371254107713,E,-61.92609279185363,27.812337274386323,D,A,95.39903504071889,C,D,1
Buddhist,Yes,18-25,Other,-104.40304736016672,E,252.9619690853413,D,34.60623095666116,E,-123.89390968756766,28.41480182656435,D,D,-9.252918256705012,B,C,1
Jewish,Veteran,18-25,Other,-58.518250200216734,A,-178.99284814645594,A,124.35502659208998,E,126.24033582400796,29.197240240958923,E,B,-108.43553428082211,C,C,0
Christian,Yes,18-25,Homosexual,-120.3154481836926,A,154.9732221098894,B,-150.63179075216547,E,80.04877713302237,25.794935057858375,A,E,11.942649358083406,B,E,1
Hindu,No,26-35,Homosexual,-109.49913122039004,D,-37.46591117021963,C,78.12346781898898,B,3.795624884398678,-32.85679297306199,D,A,-15.556450324492598,A,A,1
Jewish,Veteran,18-25,Other,-58.04859160230285,B,76.2206878219901,B,18.180577969946928,B,73.90262733030266,94.34524447667829,E,B,-105.7318012548269,E,A,0
Christian,Yes,65+,Heterosexual,24.49270146377672,E,-43.57776825593306,D,-122.81619041246732,D,-123.97538985850427,-83.65667957047812,A,A,-163.4644758242376,B,C,0
None,Non-Veteran,26-35,Heterosexual,173.445054707597,A,86.94270125326162,A,20.68794702620998,B,-38.43526139934678,-215.25932267449627,A,D,19.063625510878175,C,A,1
Jewish,Non-Veteran,65+,Bisexual,181.70619754950818,E,116.70606004665561,A,-68.76261412018721,B,-144.7917907493894,-82.6004570760306,B,B,39.51999272795414,E,B,1
Muslim,Yes,51-65,Heterosexual,73.26027105722932,E,-181.17444811769627,C,-6.585681710906711,E,-13.929994089653455,82.47205922553177,C,E,-284.1958650288919,D,E,0
Buddhist,Veteran,18-25,Other,6.989908391032164,C,-92.86987158680732,D,-117.02630290383166,C,-92.91772678443144,84.7841868332738,B,D,155.82695919523624,B,B,1
Buddhist,Veteran,51-65,Heterosexual,-9.247308087170934,B,-124.36972999582672,C,4.4420853295231435,A,223.74638979989504,-151.76172283251344,E,B,-187.60641595111068,E,C,0
Hindu,Yes,36-50,Homosexual,38.27772006771555,B,-69.26859100735656,B,-122.93654568389043,C,-120.12819624102326,-46.679820853900345,A,C,-166.62009222216372,A,B,0
None,Non-Veteran,51-65,Other,65.6586321459972,C,-88.6775748812843,D,-62.384081223172785,A,-71.122317855953,-26.65252176495984,B,A,128.93706427221534,B,A,1
Buddhist,Yes,26-35,Bisexual,-39.82134449971838,A,-42.393295333535974,A,224.73166996755788,D,102.43131008313114,-100.68944351619405,B,B,-68.51618365574285,C,C,0
Jewish,Veteran,65+,Homosexual,-201.5560805617343,E,-274.8328022995136,C,42.15525169737237,C,-101.56711595561991,80.46549796830391,B,A,-65.53589351978442,A,D,0
Other,Non-Veteran,65+,Bisexual,220.03074296647634,B,23.284225224518536,E,-19.437407971087584,A,-64.03144334455813,-164.3457362569125,D,A,54.494725375382615,D,D,1
Christian,Non-Veteran,18-25,Heterosexual,-74.92142150120713,E,-6.944028790538788,C,120.89431748580131,D,-36.97109912085463,102.1945337953329,C,E,-51.13454994431339,E,D,0
Muslim,Veteran,51-65,Homosexual,30.929265572410493,B,72.27688062834315,B,174.11270600568417,B,29.251538283305496,21.253951667552435,D,D,-3.8712006902537643,D,D,0
Christian,No,36-50,Bisexual,142.15956146266146,E,-88.8677299948322,C,12.591187761429435,B,-46.3351085186926,-38.738870415966495,E,E,-106.44291852688315,A,D,0
Muslim,Veteran,65+,Heterosexual,17.28875169894054,C,101.55420914395535,B,101.8564051528433,C,116.48196358515337,33.869697590081394,D,B,74.3407502417622,C,D,1
Buddhist,Non-Veteran,18-25,Bisexual,173.7911934099107,C,-131.10425183212658,A,-22.234977921427156,E,88.04058237980396,91.50584362160001,B,B,28.82030252556026,C,A,0
Jewish,Veteran,51-65,Heterosexual,17.84011598722037,A,-71.63078490719569,A,38.72000395296287,A,54.853060326099225,125.63706957584513,A,C,25.456467183070906,C,B,0
Hindu,No,36-50,Heterosexual,-16.936031052146603,D,-136.45271295170258,A,-18.283254399579814,B,-45.56973891559965,137.3755535710804,A,C,90.56602967633816,B,E,0
Christian,No,65+,Homosexual,-37.090146402161686,D,-82.30531044711289,C,-173.54087080115147,E,186.0882006284394,58.95260547137555,B,A,-79.55800640448413,B,D,1
Hindu,Yes,65+,Other,-67.35715141200674,E,-2.7448277463231334,B,-100.92877900996844,D,124.10778520947044,63.286031774518115,B,B,1.5757332704844478,E,C,0
None,Veteran,65+,Bisexual,97.61554329617891,A,147.29913328490628,C,-61.32826842263776,B,-34.72028823509136,121.5575884449885,C,C,132.16122572245968,D,C,1
Muslim,Yes,65+,Homosexual,-2.138451556866751,B,163.1903496705482,B,-28.153196908549845,C,-114.10994650674007,-78.47305942998818,D,C,-167.97940404063309,E,A,0
Buddhist,Veteran,51-65,Bisexual,-23.234377723314253,E,-185.17193166513195,B,189.4863755936151,D,106.84634611843838,72.62503981395334,C,E,58.38090768651222,C,A,1
Hindu,No,18-25,Homosexual,-79.84090793431872,A,21.615520883871785,B,11.0560504614748,C,89.65184133215051,1.916376201337694,B,B,-20.323663181591904,A,E,0
Muslim,No,51-65,Other,33.57330106752399,E,23.499665158657805,A,-115.33825539032398,C,253.53732035184206,-24.969281181818285,E,E,14.106016002454385,E,C,1
Muslim,Veteran,36-50,Bisexual,-116.76046555989896,E,3.750747740265615,A,-70.87291423082033,C,-137.15001544386493,3.8727190596630914,C,C,8.782680330017575,E,B,1
Christian,Non-Veteran,18-25,Other,32.746399487693964,E,-128.36773479725366,E,-52.90801574763828,D,-25.534755536297375,8.217802925275873,B,C,17.245080518693904,A,C,1
Jewish,Non-Veteran,26-35,Homosexual,-28.255113516358005,A,7.900467401638274,C,108.49850872547115,D,-20.670058398775307,-60.98116572153105,A,A,8.94921793659248,B,E,1
Christian,No,51-65,Heterosexual,0.4611867835923868,C,-156.29341328082256,D,23.43555592601179,B,106.02926118319958,44.20959988627236,B,B,0.14914849736315378,B,D,1
Other,No,36-50,Heterosexual,197.81364276424767,D,65.93912615527653,E,-163.27331789376908,C,-26.764084711126458,50.789055551288754,A,E,83.85485081977055,E,E,1
Jewish,Veteran,36-50,Heterosexual,-74.41109805482732,B,50.975799647204234,C,-43.25635581739035,C,244.42116881591232,-96.06113465886263,C,C,14.79409633942679,C,B,0
Muslim,Veteran,36-50,Other,40.04531404915711,C,103.65493546899982,E,120.60777221926125,D,-13.499377892723668,153.08889304341207,C,E,150.28046548542014,C,A,0
Jewish,Yes,51-65,Heterosexual,12.16147664018938,E,-18.47759430207218,B,163.47287008432238,A,-56.87937888412535,90.67891290776488,B,C,-50.05973434705301,E,C,0
Christian,Veteran,26-35,Heterosexual,-25.369273117009612,A,154.2875455463404,A,60.70140488311022,C,-114.30231550062587,-2.6645146734542045,D,D,-6.82839548176259,C,B,1
Buddhist,Non-Veteran,51-65,Heterosexual,39.72014084021207,A,-216.96698625319445,C,31.016143516878714,E,92.81937742692635,69.7038639406426,C,E,146.96305395402567,B,B,1
Christian,Veteran,65+,Heterosexual,62.05679970098672,C,68.76538743961214,B,90.20963508113229,E,-63.458244375270944,52.842460448140535,D,B,108.06606280836392,B,E,0
Christian,Veteran,65+,Other,-162.95286569986075,A,115.59912986786767,D,7.99880528167812,E,139.53531509163824,-177.33689344687497,D,E,-223.96163429714306,B,C,0
Buddhist,Veteran,65+,Homosexual,-34.53981349190314,D,-88.94746468809028,C,-68.28922809802577,C,-72.8613045338251,-147.96752521763187,B,A,61.25078994768531,C,E,1
Buddhist,Yes,36-50,Homosexual,48.48552718337943,A,-44.646924526689816,D,-203.40469378398473,D,-93.2172232229516,103.79521668723193,B,C,-48.63879477978933,A,D,0
Muslim,Non-Veteran,36-50,Heterosexual,-114.5441419727882,E,-32.48417625375736,C,-108.20461456558914,D,-53.85509629955314,9.980616842445961,E,D,-194.74509957545325,A,D,1
None,Veteran,65+,Other,62.629309111072814,B,188.9048754067836,B,-89.0996275518564,B,-93.95582410662323,-42.923207989129956,C,C,170.68123817718367,B,A,0
Other,No,51-65,Bisexual,-53.095683410827164,C,80.4183689957172,A,34.73079787734781,E,83.74374646355126,-118.87182733511456,B,A,146.4859455836672,E,C,1
Buddhist,Yes,26-35,Other,-107.55264659298433,B,-245.64657985442193,E,-217.630505505643,B,110.65933865831879,-122.25503389979868,A,A,-211.36075285474482,E,D,0
Hindu,Yes,36-50,Heterosexual,-34.280038485684805,E,96.60504359558027,B,3.031050725182051,E,211.6019098878382,-47.462598102693626,E,A,-59.88428847313122,B,E,1
Jewish,Veteran,51-65,Homosexual,63.55276788501059,E,-159.93104154633383,D,176.20169536053587,B,24.454509464988035,-22.794754900859125,B,D,96.3301651496,D,A,0
Muslim,No,51-65,Bisexual,-114.04744069090755,B,-81.73640098872838,E,-19.22247030351705,C,-48.20342247726841,-34.43722162193662,B,C,65.40323740655111,B,E,1
Other,Veteran,26-35,Homosexual,-45.59446091256666,C,8.06852173661089,B,72.73248863916619,A,-68.63225463044947,-13.088978908709144,D,D,-237.91044979643613,C,C,0
Muslim,Veteran,36-50,Homosexual,-4.1442471429064724,B,-81.0938556755863,D,-126.17646893119507,D,-94.93083642916027,65.13738392310124,B,C,-39.96362375133125,D,E,0
Muslim,No,51-65,Homosexual,19.08182009559695,A,6.036990340051621,E,-123.59439082523014,E,26.20289132820352,2.9309442284799743,C,A,-57.82338630782233,D,D,0
Buddhist,No,18-25,Homosexual,56.298295033599246,D,100.66550696835878,C,38.798243857272475,C,-58.742416684649356,0.8663407367260482,D,E,1.8551174344889547,C,B,0
Jewish,No,65+,Other,15.889425054231873,A,-114.30671193636132,D,-32.22515323848905,B,5.611426747477908,-95.11961888983733,D,C,118.03114909376184,B,E,1
Other,No,36-50,Homosexual,-106.49600229564673,A,195.80791501939657,D,-7.953115114972413,B,-134.92001778264054,-59.141470108494545,A,B,-102.74994689279234,B,C,0
Buddhist,No,51-65,Heterosexual,-40.909120442074205,B,-121.86724459027258,E,-108.32184354165125,E,107.26897001306787,-55.06333518555674,A,D,93.95131824574804,E,D,1
Other,Veteran,26-35,Other,-16.144430831030174,C,79.63350582120377,E,-24.80489179774647,D,-23.516227955565565,73.30318917425215,B,A,48.614869297391415,E,E,1
Buddhist,Yes,36-50,Other,-21.96667477101211,C,-49.156401385773684,C,20.940955686154954,D,66.09545363239725,147.1669240073544,A,A,-212.5095855879104,E,D,0
None,Yes,65+,Homosexual,18.06041716066354,B,-164.0231478191737,E,-23.223395950635354,B,-53.941324616326995,46.22726681834904,E,E,-87.05204127262698,C,E,1
Christian,Veteran,26-35,Heterosexual,-7.459600934121595,C,43.08920389349782,E,-203.3832072072577,C,267.23664485172026,141.39091573162307,D,E,-34.91557615979206,B,E,1
Jewish,Non-Veteran,26-35,Bisexual,231.06307112706932,E,37.90158495405311,B,-84.69363215061342,A,80.59280929880265,66.90351604993913,C,A,-119.06487711827481,C,C,1
Muslim,Non-Veteran,51-65,Bisexual,-111.91166495838773,A,123.594231514129,C,-42.40983814565796,A,-19.20756419509396,-70.14728158288278,C,B,-71.32068330930248,E,A,1
Jewish,Non-Veteran,36-50,Heterosexual,-18.08590609379731,D,125.70181107553225,B,-205.17135335212996,B,72.84006106784503,228.1622239207079,E,D,13.39153196071043,D,E,0
Muslim,Yes,26-35,Heterosexual,-20.631957193458394,C,-59.52327160348679,E,32.7251496961631,B,97.65419383100857,-27.507077809178398,A,B,0.5036035981278364,C,A,0
Buddhist,Yes,26-35,Bisexual,41.40990204219418,B,7.942246176015273,A,169.56889562428913,A,-73.96114031714326,-131.82935292094734,D,C,56.69709746498916,E,A,1
Other,No,18-25,Heterosexual,-6.102616831765564,A,39.240530400782866,B,-57.64751319838678,A,-136.36810909375384,233.81794184373427,E,A,62.633816284453346,D,E,0
None,Non-Veteran,36-50,Heterosexual,-13.4869284618162,D,-89.04041506010752,B,36.96249299750598,C,87.89099092650693,-50.313471156312005,B,C,92.33068933606017,C,D,0
Christian,Veteran,36-50,Other,-98.82940341449246,A,-62.24493579679968,D,-179.60538840123544,D,9.96483362864356,20.144299048091238,D,A,202.15205461275585,A,C,1
Muslim,No,65+,Bisexual,120.58964384285945,E,35.26031913359314,A,-117.37441091730716,A,-21.25286179668679,36.90527957714712,D,B,137.70554992383742,D,B,0
Buddhist,No,65+,Other,-56.480913991491896,A,-127.00604093266719,B,-23.482555621503533,D,30.572790673472717,76.1526167133507,B,D,-99.80596300054232,A,B,1
Buddhist,Non-Veteran,18-25,Heterosexual,196.09875737112844,D,-22.556699556259993,C,109.89716005030718,E,-95.33866256489648,-49.99660933838722,B,D,70.10934513338744,B,C,0
None,Yes,18-25,Heterosexual,-58.25707874099879,A,27.277450057954272,C,-20.204289342485136,A,69.69910863225249,29.025232898164766,E,C,-66.94119198074873,E,D,1
Christian,No,18-25,Heterosexual,-121.13474492585634,C,-18.46875314690854,A,18.35903991085011,E,-72.37769304360033,-43.01580976581254,A,C,-224.33561698481031,E,C,0
