disability,birth_year,religious_affiliation,Veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
Yes,40,Other,Yes,-25.962860154903545,-190.62507649444152,D,-77.34077423604133,C,51.14417608730874,E,A,-14.786547710609227,-87.37439105970309,-14.462927226847794,D,0
None,67,Hindu,No,-123.25014963685743,50.76726917169593,A,92.43754543078283,C,35.33573174676327,B,B,-61.56536726846714,14.036451216865348,-62.718146260089966,E,0
Both,69,Other,Non-Veteran,-18.466679708377022,51.676468302834586,D,-118.6727790574345,D,-85.25724445173822,E,C,6.441750278828431,82.21939982259066,-68.1178353003663,C,1
Yes,76,Jewish,Non-Veteran,-4.776300584455101,-112.4369231452796,C,78.38202375448219,B,58.75429714359631,A,D,-48.040152678734984,71.99737598308495,-88.04389138302327,C,0
None,39,Jewish,Non-Veteran,90.67183966070239,-6.941366433029122,E,-169.67130621921257,D,59.50507958014918,A,D,-41.86445429681948,-0.1896334007780879,78.26459383773467,B,1
Yes,38,None,Yes,61.836672626994726,103.52577932477121,C,37.204489259285616,E,162.97221874946695,E,E,-86.09243977927339,100.97608934786189,4.503700376974364,E,0
None,69,Jewish,Non-Veteran,-177.7057715698963,-50.65608079137234,E,-59.131741542242565,E,-145.86033966147224,C,B,-57.87276546278973,-78.1234410639396,-10.180864564978785,D,1
Yes,35,Muslim,Veteran,9.290694920036966,-25.996978286212,A,-71.48141132019319,B,50.96980495833132,C,E,62.57064170233599,-93.27538363406465,31.29066099533791,A,0
Yes,24,None,Non-Veteran,-20.66550652782308,-29.305620174759557,E,79.91168807028778,D,-53.65283641415461,D,B,44.20933845778215,-142.53056782108894,21.135609586349815,C,1
Yes,69,None,Yes,34.18568480483695,-43.767090918473784,B,148.47133293869095,C,-65.70816166208382,D,D,-54.22386070065149,-60.43962177654997,5.83160504619947,B,0
Both,79,Hindu,No,238.09070687638734,225.03741161701413,B,65.26710865066303,A,43.40677672401439,E,E,-15.382237890974038,196.7617781221588,-99.97199075209203,A,0
Yes,74,Hindu,Veteran,-29.95506955702315,125.53630438999382,E,15.450706401830658,C,216.52230162181544,C,A,-184.5458169764797,82.07874683890351,120.16810256048669,E,0
Physical,82,None,No,-129.63132452827318,-26.590872125555588,B,-69.47708746377106,E,236.4785305439242,B,C,-1.3616123073048456,-30.269066464890976,52.51462852061907,B,1
Both,79,Muslim,No,157.0326804364589,128.21386212238122,D,-41.393635427294,D,-186.11510664826943,B,A,82.30096299976397,38.43349409439074,-9.478499674794346,D,0
Yes,45,Christian,Non-Veteran,-94.0038201518956,-145.68771422891612,D,6.202954719710077,A,-161.09101847108525,A,E,-186.30750098281274,107.32031639039914,32.413862654367236,D,0
Yes,99,Jewish,Veteran,25.229123856099235,107.15150816090775,B,-67.01605993387888,B,137.45251409707708,C,B,90.10775180264811,-87.95536082678626,-69.247210246077,B,0
No,46,Buddhist,Veteran,-17.500531041177236,40.64444401528915,D,-59.71586447236138,C,-74.54090469448008,D,E,-83.30833770691348,-8.888776322393573,33.19005320264261,E,1
Yes,47,Muslim,Non-Veteran,-48.41954133333703,105.6803987761858,D,3.809064208037674,B,-96.41457297060579,D,A,25.54071135881063,-41.045525406892295,39.503340950812245,D,0
None,64,Hindu,No,-39.1967369030408,-55.451203600008725,C,137.81872345435036,E,182.0330196843764,C,B,11.501540520257397,-119.62115922442717,57.63273519626731,E,1
Mental,55,Jewish,Veteran,-2.1375309219465723,-115.46620897595538,A,136.73969543317966,E,-2.796933120396352,D,C,-179.85537041675158,-155.20953973322912,82.06938350706051,A,1
No,60,None,Veteran,106.90343620519592,-20.67656119540459,D,-34.800589659876195,A,-96.46613781734634,B,D,-30.243375470910056,-8.205032889825995,89.76133115648209,E,0
Physical,20,Buddhist,Veteran,-149.59755953233395,51.16939716236214,E,122.49919536595584,E,-40.48005614956251,C,E,-20.122922684370774,275.4953980831665,45.212930747973694,D,1
Mental,45,Christian,Non-Veteran,59.15716091825545,64.91711357681672,A,85.35878828779978,D,127.92268334344192,B,E,192.22183174392617,-150.0767580576729,4.346622980530142,B,1
No,32,Other,Yes,50.472802570872844,45.64239517192715,D,92.11247668575633,A,-49.223602320163096,C,D,251.13868696804897,-184.21270875737684,-118.41152104103261,E,1
No,37,Jewish,No,-66.95067104686333,-98.88387103725091,E,228.8093959002735,D,-135.9210317739317,A,A,37.772375051545296,-38.14855011935332,-49.90041968704822,B,1
Yes,56,Buddhist,No,45.93649606562706,-57.398072423562866,C,62.51524226203866,C,-110.3402809493186,A,C,98.14517584070923,-137.16301463068567,-6.745607739086769,E,1
No,48,Buddhist,Non-Veteran,100.63262726835902,-140.94102163040375,E,142.94886292725587,D,-67.54415549848487,A,E,-110.8640271848993,73.63841594287697,32.740152158620425,A,1
None,65,Jewish,No,-20.711099825871806,150.12762556128945,C,-8.879172693696551,E,173.3246975941351,A,C,-138.9648387212423,158.1652465668166,-0.142067715984148,A,0
None,25,Muslim,No,192.37068888945558,-29.01381570090502,C,-136.87756198597086,D,167.68849812711971,E,B,128.72644581734093,-150.12657396156294,-71.69955705169018,B,1
Physical,18,Muslim,Yes,61.59793609944006,-14.054243623688906,D,-13.367023268256299,C,52.35162709821596,E,B,56.08468227314418,9.558540224258826,25.41754829056056,E,1
No,48,Muslim,No,28.339181578297453,-82.28783703155031,A,125.21435404258014,C,140.93012683106514,D,B,-84.98173557234622,-54.609452622079935,80.68700411435582,A,0
Yes,83,Buddhist,Yes,19.003776137004454,62.87027156709863,B,-174.32541850487402,D,86.55855609579281,C,D,114.81028737704003,1.6118219824481341,166.9969449054469,D,0
Physical,57,Christian,Veteran,-5.465045198163623,-17.638158303197855,A,-106.89513191693206,C,11.981827092565643,A,C,168.889179157896,-110.00357329351958,46.22084108822907,B,1
Mental,58,Other,Non-Veteran,146.00633275368435,-3.680614331296818,C,43.893267800009156,A,-37.53004903646121,C,E,-13.305527143047385,157.58987916332222,-60.63361083735245,E,1
Both,86,Other,Yes,-89.1157714332404,-138.9587961344473,D,6.277955423023831,E,168.27288187073535,B,D,-55.65030950475831,73.11065377908447,-130.8872632729834,E,0
Yes,40,Jewish,Veteran,-24.130410235851773,-72.65242049416963,E,-10.976740102960104,B,-99.140075228063,B,D,42.130944301710734,36.59127126763194,-40.433713533664125,E,0
Yes,61,None,Veteran,79.62876184184087,35.96279125322734,E,-79.38561206489022,E,-152.87792960924605,A,E,27.662237596587474,78.13207054660954,-94.5701042446631,E,1
Physical,93,Muslim,Non-Veteran,192.29268734691297,-61.90226294022897,B,-54.16701996669075,B,-229.03919867491268,D,B,-75.80713592302568,-40.87305261509661,172.9291666431646,B,1
Both,94,Jewish,No,-122.96171821043819,1.686330164184206,B,13.873930849723958,D,165.59163456501142,C,D,-34.87460239882429,-93.00178326586911,167.41252416060095,D,0
None,32,Jewish,Yes,-74.62754313395082,197.96120587537695,B,-160.50781628845496,C,121.61179981437715,B,A,17.606509284562687,-117.94520613674221,74.69126451069266,E,0
Mental,37,Hindu,Non-Veteran,-115.37546149684242,115.48925489638289,A,-68.10711930454993,D,36.64672308685858,B,E,62.92646101688481,-181.48706201292552,16.351638387164005,C,0
Physical,64,None,Veteran,-54.10607660279631,7.1520024456334905,C,-32.22304236753389,E,43.069744289560326,A,C,183.46803027735467,-98.34881620652078,-115.47818198397042,D,1
Physical,54,Buddhist,No,-38.331269515633046,-89.92128789057567,B,-57.810919825138896,C,-34.16812155755368,E,D,-23.414968734851623,144.00979370276772,-119.06337573628778,B,0
No,90,Other,Yes,28.52214075042897,88.0144152051487,C,19.476503509493302,A,-49.20035566702568,A,E,21.374539450819096,20.098425775781454,-42.93590201673905,E,1
No,19,Buddhist,Veteran,161.4549935209411,30.97137262056462,B,111.98678276349419,E,158.43550415312336,C,D,44.016268128116096,-59.73437249258362,135.36502021930104,E,1
Physical,98,Other,Yes,69.66339917869023,-3.2826807011932475,E,-18.397290598827755,C,179.7096314109617,A,E,-58.14632722557912,-37.505544287160845,23.834559664792113,D,1
Mental,95,Jewish,Veteran,24.094036361159493,29.629280035171828,E,11.584862197556555,C,-32.820504178671506,A,B,123.73920082098442,-234.6543743320693,-25.607138509613353,E,0
No,34,Buddhist,Veteran,-25.440696643905213,-130.0843528298479,B,125.59076043020913,A,19.52156837641037,A,E,104.59441205541972,-18.367978375829548,208.63359714900992,A,0
Yes,62,None,Non-Veteran,-217.83286521844175,-103.7572381308308,E,-5.158668482432715,E,37.473228970591386,D,B,4.935398122507332,184.15698740821372,-108.98997230172999,D,1
None,42,Jewish,No,5.347603543013424,74.30678123537774,A,56.93652621782264,C,26.68924285456244,B,D,-183.32846945894568,13.765622099767633,13.596824071750074,C,0
None,24,Hindu,Non-Veteran,-43.788827557844435,-214.69507962407968,D,-48.545645547007446,A,2.3160544357721715,A,D,33.83974833221252,-146.21624485803542,70.1892255399595,D,0
Mental,72,Jewish,Veteran,-66.83644111460134,-78.07232948543438,A,55.88861475624736,C,55.14891250227721,E,C,216.1155993157654,243.6326669585622,-64.46041088584875,C,1
None,95,Buddhist,Non-Veteran,-73.24072559901673,-49.81727507191256,C,-152.7197441166104,B,-4.570950523069066,B,B,-74.25305950819909,-155.26376477859506,93.80648336431263,C,0
Mental,30,Buddhist,Veteran,86.9579744679615,40.7181541763126,B,-111.60599283180115,D,9.295511046319206,E,E,147.13850667406814,97.01943291695197,-86.06839187595912,A,1
Yes,24,Muslim,Veteran,77.71553225854298,24.48592015158704,A,59.29703974201376,B,-18.285976153129777,C,A,-9.798355457532566,-49.169035113535315,-0.0932027411576807,B,0
No,49,Muslim,Veteran,-175.0902986684404,-55.12756077783176,D,-29.693004772988562,B,71.57289495042019,E,E,-238.9014445395362,-28.04770272662489,157.64818070514679,E,1
Physical,31,Muslim,Yes,9.890167088855808,-16.439220681659826,A,-87.28827667836983,E,17.103770431097626,C,E,222.69360469294534,177.90881711487953,-48.0216533035083,A,1
Physical,61,Hindu,No,-204.32738010489518,-21.69605497022185,C,14.072896396716796,B,21.054690011545535,E,E,41.25983569187361,-64.3101459962688,-72.41859543718931,B,0
None,86,Jewish,Non-Veteran,-39.043558268525686,12.06832938812615,E,-103.08903839258592,E,-43.174202557210776,A,A,-52.02864115669311,39.5752911866144,134.21867744772882,E,1
Yes,49,None,No,87.68741448353234,4.112872736867112,B,80.2756314829496,B,-69.17122230376287,A,B,35.28368006416346,36.20997432825787,126.6137078790397,A,1
Mental,22,Buddhist,Yes,-245.76728147272212,-221.8806811008252,A,105.68884094084288,A,8.510297621971908,A,C,-51.09360937495197,201.98742556114246,203.0598135276194,D,0
Yes,58,Muslim,Non-Veteran,-41.10662815246378,22.967152148561247,C,86.115993758185,E,113.00244554909273,A,A,10.998524081524923,134.06011379218526,75.20585961217208,C,1
Yes,27,Christian,Yes,124.1626620307164,111.5445221706145,A,156.88637595004195,E,108.42560938631345,B,C,-28.39997763888021,-78.31893106237212,9.693098511972211,B,0
Both,43,Muslim,Non-Veteran,94.83030977093782,-87.05430666383931,D,32.872486608589966,A,137.63150343389813,C,C,-19.73078396105111,-43.88458540065297,169.59518582133697,B,1
Mental,24,None,Non-Veteran,-133.54054362011522,-59.26890285117704,E,51.39572382660995,C,-114.62010384280099,D,E,155.09975481037566,-141.85979636703092,-52.595247310525515,D,0
Both,70,Buddhist,Veteran,-61.176102958845306,-35.00585730436815,E,-64.80692830447687,B,-26.872645590642712,E,E,-82.47924645486347,87.33940411878696,206.6505265794856,E,0
No,98,Buddhist,Veteran,181.1432400937264,2.3137451620724683,C,121.70587232802481,B,-28.025501512993596,E,C,46.81264475416632,120.50398169695593,48.86366782335956,B,1
No,93,Buddhist,No,-38.603420427225096,-0.07404073029244326,D,-109.50385856354698,A,-21.99907688020261,A,A,44.68483400710118,222.10990228501367,-25.319309654004496,D,1
Yes,91,Muslim,No,73.87549093241978,-76.17254514577019,A,-20.59943081727606,E,-84.8115969596161,C,D,2.593423295457915,72.83777220717306,34.38451342889327,E,1
Yes,42,Other,Veteran,23.54262764531748,139.79393525665628,E,152.25102307959827,E,41.831131535180724,E,E,-80.03423666332772,-192.6142430222509,162.86008931271098,D,1
None,35,Jewish,Yes,139.21983199001565,139.575146486439,B,176.71278719189647,E,-103.3326093844911,C,A,-33.629836697646724,13.82163368677291,-46.13487674382309,A,0
No,37,Buddhist,Veteran,-60.174857102119084,-61.80652041909078,C,-118.21304821495286,B,-22.867336323896833,E,C,66.65125696104943,132.2513764503413,-4.114076318780885,A,0
Both,54,Christian,No,34.0776720423179,63.78130636975335,A,51.76154813388526,B,-31.21897266531234,A,B,-18.872583477467728,-220.9174693536284,-247.98414695362493,B,0
Yes,88,Christian,Non-Veteran,-192.49733705431464,-149.27484234355884,D,12.93064569427722,B,37.16960803467363,A,A,40.67200824774842,-31.901303629199724,-40.523701088044106,E,0
No,55,Jewish,Yes,204.3158803422729,-199.49434549178142,C,-12.047524531823727,D,-2.299092645381488,E,E,59.39530173271709,15.901680142034651,5.840012998330522,D,0
Yes,87,Christian,Non-Veteran,-156.8923198611299,104.23046070390897,B,-178.89722608641247,B,40.07761299306894,E,D,35.05234449730049,-120.91840400595171,-54.06556108889503,C,0
Physical,44,Buddhist,Yes,53.61076779003856,122.33168477765439,A,-72.72096499604167,C,73.09502349733339,C,A,-55.262346039253806,-102.79270171147041,-12.491009063404798,D,1
Physical,47,Muslim,No,83.84479406194902,6.982302865462773,B,72.9477990864076,B,-27.780246746191573,E,A,128.35760500470138,-136.62361349600033,21.610215012192104,D,1
None,22,None,No,133.77847795040557,-145.2728179994116,C,13.878940152666065,A,56.91516834453121,E,B,-186.86479867601977,71.74000388773302,127.39405081631354,C,1
Yes,63,Muslim,Veteran,-8.640747462099482,-197.0026231931886,A,41.15077174019875,C,91.982013796552,C,E,-39.75458008052005,-44.14303621596831,-35.761414659095394,C,0
Both,93,Other,Non-Veteran,50.50172032069816,-161.6357806321524,A,-233.091642373423,C,45.661006995719276,C,A,-110.57405953134516,115.49123553383896,-41.395704529935514,E,0
Mental,62,Buddhist,No,26.570203018206296,-9.994954578344046,C,25.965090874814884,D,-86.39312033133879,E,D,-24.70354058472962,-57.400881483648234,73.77040974140037,E,1
None,67,Other,Veteran,77.11102475852634,-20.707235873010497,B,-64.59690780913827,A,158.44011375484288,E,C,-125.48059684455141,69.15279030508177,105.54964703741581,C,1
No,36,Muslim,Veteran,-19.191051816168063,-105.64212011136947,B,125.4580907071363,E,-23.103886325801014,A,B,42.51005413688161,21.84594099481586,-26.215162213923993,E,1
Yes,43,Christian,Non-Veteran,153.31544789085643,-86.85542111400015,C,93.84322663595856,A,414.5254118829601,E,E,-89.0184780729672,-96.580499404649,95.38906469412638,E,1
Both,88,None,No,42.39544591856513,91.30290612290548,C,-191.14546203921122,D,46.250230562609836,B,D,28.25581508676826,200.85597617904614,34.80162379860259,A,1
No,68,Muslim,Non-Veteran,37.62546697336087,6.254475712303524,A,-52.38650010642243,D,-96.22872311046379,E,E,9.092131462946558,-172.4530082055487,-55.152954439244326,D,1
Physical,71,Other,Non-Veteran,-9.03298319693034,19.12176003206906,D,-34.66799542271009,E,85.1739946378378,E,D,-24.229295742956175,59.796614593634104,4.7831611747384635,D,1
Both,82,None,Non-Veteran,-185.34866135255425,-197.5407317361324,A,34.5521242873354,D,25.617360986194065,A,A,-131.4309501880065,-29.583047693185627,-4.577761112362286,D,0
None,48,Christian,No,118.40555197218596,-142.74127229275996,D,146.0575318922367,A,-6.43315053980968,A,D,-32.81840226429457,86.74372818499869,-50.01164282834031,B,0
Both,50,Hindu,Yes,-94.27498369861894,89.70656139470984,C,-18.014066755869194,C,1.8289566576976617,D,D,43.94650510599091,11.265825605233239,26.764835683585847,B,0
Yes,73,Christian,Veteran,-46.205298344884156,52.6351314590489,D,47.12407073076921,C,79.95787969276107,C,E,36.2100865729695,-150.07782737698804,-105.2248337452134,D,1
Both,56,Hindu,Veteran,179.88363664011507,-22.75579819560576,D,-92.62198288415271,A,69.85645185438285,E,D,68.58715063919075,-6.7120473441658435,-198.18729216781065,C,1
No,78,None,Non-Veteran,-99.29561928574644,-29.71488081478158,D,5.996185080703348,A,139.8201489206334,A,E,-85.05784946511513,-39.319825501643905,156.89925565101228,E,0
Both,37,Muslim,Non-Veteran,146.50614414142115,-51.86403098886211,C,-19.02077982433848,E,-126.06255266367144,C,D,-12.208600644237821,-211.33990490831027,-12.666681782073452,B,1
Yes,46,Christian,No,-142.61723285378773,123.26510208739982,D,-134.23121179915137,A,15.516100447743842,A,A,-133.06544952310506,-19.43089682248604,52.505133581975294,B,1
No,40,Hindu,Veteran,50.747499043663304,93.16027088362571,A,-45.13227791510396,A,22.826018666408192,A,E,55.122868388943694,57.44226157352013,-30.678678884457295,D,1
Mental,92,Other,Non-Veteran,-67.88758790770993,-32.859216281862096,C,128.82355438644305,D,-8.917830689633519,D,D,202.9274185678549,18.301373827495148,53.215087211670465,E,1
None,35,Christian,Non-Veteran,-82.1236052182773,22.625732428266332,B,-116.71569495380768,C,48.15190403772641,D,E,229.4152774146169,-125.66824577238872,99.5412704069823,C,0
None,54,Muslim,No,72.9602657704118,-48.30660823553981,D,-84.5077051315864,D,8.460471466739056,E,A,70.46818569128234,-139.23565630694503,-175.81819509114908,E,1
Both,23,Christian,Non-Veteran,104.84190921708702,-9.018112279340858,B,49.84281407936267,E,26.31487297648711,C,D,-5.815838994066809,70.38798551737996,52.20136074384739,A,0
No,74,Hindu,Yes,-36.97532577818561,-92.87629437320192,C,-135.2642728904046,C,-149.1131593371248,B,E,70.05628360099378,2.8127567154008086,40.60393402727073,D,1
None,91,None,Yes,-35.461804116956664,14.553590946241465,B,-95.26370020356795,E,60.92281300747749,C,B,178.48809109718488,70.36299078294503,-1.0653204617226246,D,0
Both,20,Christian,No,-38.56010915727362,-84.41992407135105,B,66.43262378435085,C,86.23286259274171,D,B,-18.25577588886735,134.92865881429455,24.987222030362727,A,0
Physical,71,Hindu,Veteran,126.83791999721375,164.92174534600733,A,-130.6525737571463,B,39.71807315029844,A,D,-125.83521716149768,101.64044441600373,-33.31094141899097,B,1
Mental,68,Jewish,Veteran,84.61715456911885,180.0836670891563,D,-16.176184141587914,C,-108.1904720135468,C,C,108.3109297651351,69.15523600109971,-49.809847204551374,C,0
Mental,69,Other,No,-183.61908458863238,16.66725961697801,D,120.55147162277416,C,16.570466549763946,D,D,-101.0817382724826,84.77731326815697,95.89534659572027,A,0
Physical,62,None,Veteran,-45.70862852662294,106.22708621028332,D,-141.14968158008418,B,-27.11252245262939,E,D,-199.61724001816413,-75.48476360771973,5.916787212812322,B,1
Yes,60,None,Yes,-152.0129183115277,-94.43812684075758,C,7.477264817824122,D,52.287770825001104,C,B,48.58520495405958,-128.81722209436037,-282.8435424732625,E,1
None,35,Buddhist,Yes,-96.59802679670685,1.648644131904376,B,116.68409167045239,A,0.11205006265479227,B,D,-205.13784539996388,-178.33802348375596,176.45119158913005,B,1
Physical,64,Muslim,Veteran,-197.55403573929235,-195.52376979418105,A,83.08030920310601,D,86.16110122614306,C,C,229.3045095343492,37.28380244552675,-14.066958806749591,C,1
No,68,Christian,Veteran,-20.190795349072808,154.44730642371732,D,67.23093388621612,C,-26.79508977286099,A,E,0.6859247463308299,112.54257317948795,28.556652910880565,E,0
No,83,Buddhist,No,74.0369243196161,56.72854508092916,B,-121.41268700370091,C,-176.7359258561259,D,E,-154.34360756466367,5.435497346238242,-84.4243680791003,C,0
None,38,Christian,No,-42.28896865645076,-154.72943079668423,E,42.54171276602194,A,1.4882305816628902,C,C,44.978707951581384,-41.49207504138714,-67.32374439019875,C,0
None,48,None,Yes,73.31613120042176,-60.84610116129654,D,24.696166984479653,D,223.15453899601096,B,D,-4.939303889249993,-18.343068611035463,-96.6235308368595,D,1
No,41,Buddhist,Non-Veteran,-15.30659282810026,-119.53810318672029,B,-293.24839581482144,A,58.39298805960269,B,D,-74.34094630995733,-31.30200067221946,-179.06891609590605,A,1
Both,90,None,Veteran,-224.41209662925877,-44.17317609662598,C,44.3633468098642,A,35.590804124752154,C,D,69.67488980900457,-62.8911760913871,100.19167182750898,B,1
Both,84,Buddhist,Yes,-48.40048262675669,48.258692008713766,B,-81.51336865757618,A,108.97147164444078,A,D,-8.870768750180966,196.73699720026312,-73.18082929156205,A,1
Mental,44,Other,Yes,-8.21260919097488,1.9559699628598215,A,-2.3213682984485935,A,35.04454186311576,A,B,54.70588410947923,-89.6152073738569,-221.18258112154098,E,0
Both,59,Buddhist,Yes,4.1105748266484845,-146.42011455651846,C,22.89672224218767,A,-159.36572796720316,A,B,-50.323084791483744,45.572045802656255,6.30226683935196,E,0
No,44,Jewish,No,42.39011561800356,23.092566549499647,A,113.48345824424638,B,-34.095538969384506,D,C,-64.5452222835531,-146.78504178141068,99.36351694080038,D,1
None,39,Buddhist,No,-125.97812776091355,4.56819313774338,E,-2.9010023606398616,A,-205.77231292031433,D,D,-246.89320371602088,136.21227514613557,-158.33091472357103,C,0
No,54,Other,No,79.93544950497531,-125.73129466371267,B,-6.831637284451839,D,-115.99591089593045,E,A,2.5156379765658783,63.15140098970495,77.25888706863469,E,1
Both,28,Muslim,Veteran,-30.846665438835082,109.29630696884765,D,-58.75900736281409,C,-99.51936804017,B,A,-22.025633270636437,-95.27763881743007,126.11307086331149,C,0
Mental,53,Hindu,Yes,-280.48838093700294,-22.956516527566702,C,-148.28771598953503,D,-139.03765945232715,A,C,-157.47323095817399,-80.94840498054107,-119.54299067707521,C,1
Mental,19,None,Yes,179.73119975556799,-68.92932631224693,E,65.9013135328705,B,10.655728207303737,D,A,-4.853526884203619,44.36666782999859,-35.62231432432779,E,1
No,72,Hindu,Yes,-57.22973903595629,88.41289325386322,A,96.64621635822466,C,-68.3967508177328,B,D,184.03238723033124,43.33703967102988,26.531531949251992,A,1
No,73,Other,Non-Veteran,91.71782464789432,207.28592806872834,B,44.61171020176629,C,41.5588893693427,A,E,178.87772453838716,49.428817842632256,125.47563093372973,E,1
No,77,None,Non-Veteran,-65.5873018592732,-186.72798113795446,D,30.020538152784855,B,-28.09627936720181,B,E,-85.29006956835265,52.72697236074815,-135.3622056752764,E,1
Mental,62,Hindu,Non-Veteran,134.60070619987718,93.27020706473246,C,85.0256090003387,D,-41.52991423337314,A,A,34.24341887389058,-1.3599861557698958,-32.897144883824,E,1
No,32,Jewish,Veteran,242.21984703347465,33.186909793501826,C,-54.56242804145569,C,-105.05666134142953,E,B,90.74274425602884,-193.8155450365357,50.66060127095828,A,1
Physical,63,Buddhist,Veteran,69.45182229171367,88.19624353757251,D,-84.47858419526607,B,67.23789074523727,D,A,-22.615148675489845,-116.412869350057,-15.314305863659621,C,0
Mental,40,Christian,Non-Veteran,-30.083401299538004,30.752143670636883,D,-209.65926017710382,E,-46.04389303198098,C,A,-12.804636901269767,51.0338345174828,54.650696167047116,C,1
No,25,Other,Veteran,-20.811133428175705,-26.182030359692654,D,-55.380456556095425,B,54.87977226594789,A,D,-74.20986463246452,-36.86576609629989,-88.23457433473028,B,0
None,49,Jewish,Veteran,128.34084983433377,-120.10731660366125,A,3.7171789739100665,A,201.92898630226398,A,C,8.376510686734445,82.05101375713897,132.34792046430178,E,1
Both,88,Other,No,98.91543019209587,-32.912579347439284,C,114.67868362430814,C,-82.7952807329584,E,A,-54.4173847653466,-100.71540275503483,-26.85054943701334,E,0
Physical,56,Christian,No,54.0149610464244,-32.374363422976224,E,1.0985468956372475,C,-24.297178348934793,B,E,10.660468828011288,-36.70424516260816,-50.81008215985668,D,1
No,21,Christian,Non-Veteran,-95.9321573558369,-157.87441245122432,B,-34.88051876292862,D,-55.108187854048616,B,D,115.94165852998736,-35.20742054603271,9.315436727626581,E,1
Yes,62,Christian,No,-47.30757103615771,82.17773871885154,C,-34.76962892150134,B,150.82154007166633,D,B,-209.9479890114353,108.95066212326387,9.447598442016773,A,1
Physical,39,Jewish,No,218.05537957555708,-53.64281069352062,E,-11.760904057597322,E,-41.56354819451393,B,E,27.30339744363841,88.39024840897987,76.76367763894291,D,0
Yes,42,None,Non-Veteran,59.70519290706622,-81.03844112837784,A,-187.39814600678005,A,34.21296050107779,E,B,-125.04702265768806,-53.7231293585204,-79.295031909367,C,1
Both,41,Hindu,Yes,-102.20328107448695,123.51748461445955,A,129.24775441192193,D,201.48949251495543,A,C,51.537968873193115,-131.64070906142206,-202.76222817088595,D,0
Physical,77,Jewish,Non-Veteran,-52.046950017978745,-31.259237002442177,D,-97.12713255034666,D,-149.11983984159346,A,B,90.41383327590499,-108.69061398598126,-7.406693250403812,E,1
Both,29,Muslim,Veteran,-130.64261291484485,46.8127218875849,E,38.287083706344774,C,-59.244455543874494,C,E,-21.826976603470012,-142.84264279748976,71.02480155272364,D,1
Yes,71,Buddhist,Veteran,54.9942430097848,62.085968050495765,D,37.060274877041074,C,-109.44169594489885,C,C,-45.509626528861745,-31.080631981438966,-15.604161713183196,C,1
Yes,52,Other,Veteran,-250.38555310015474,-70.15279332674223,C,-7.890543138713062,A,48.92055250636418,C,A,-30.15066347428011,56.64283658393637,-198.53374648065355,C,1
Mental,20,Other,Yes,98.61295423605479,147.62430987034477,E,46.65646416266179,E,209.42319965613927,B,D,-65.17622177546428,58.14881439387746,-39.55350254362814,B,0
No,53,Muslim,Non-Veteran,62.89552541497778,-47.73772558922339,D,-104.46281782507742,D,40.01670540967803,A,D,60.543043024027334,-110.63071330013965,204.84273972925456,B,0
Physical,37,Muslim,Non-Veteran,101.52101621789123,-35.846671951196775,B,68.8304736463821,D,3.7654457610303527,B,A,-65.67459739850902,-24.722740162946938,-53.059481273284014,C,1
None,26,Jewish,Veteran,24.964538210010247,88.78810825986801,C,24.13500084127214,E,68.7857593321136,E,A,103.1954759922212,-179.20528947735664,-177.84221431673552,E,1
Yes,25,Hindu,Non-Veteran,-64.69578375641751,159.62164457189866,E,-45.69067652179975,A,-84.14406890683856,E,E,-102.42333105988814,0.607558397195549,93.18052252450738,D,1
Physical,75,None,No,80.4077462649542,-13.924638316971564,E,69.60374309186456,B,-72.07252271782454,D,A,-92.29117143565504,-80.01273686878038,-231.36749947565406,A,0
None,69,Buddhist,Non-Veteran,76.65002910858453,-77.80255818471643,D,-56.81104304258816,D,-30.564842793142226,A,D,-63.20003863498359,-141.71033721866425,-73.8433976672387,D,1
Both,70,Hindu,No,26.33044269891771,49.49032872213738,C,-48.398700157505495,B,6.333457747636534,B,E,-79.42916004739527,-0.8681959448490711,45.691053321574685,D,1
No,45,Muslim,Yes,192.0669203713157,-14.713429981677697,C,84.83216084811097,D,3.250857525621205,C,C,-32.78584821345642,-49.939821304886415,-199.59693293710137,B,1
Mental,19,Muslim,Non-Veteran,-0.0947950428071081,-53.8354472813601,D,25.770926018939207,A,41.335123111773605,C,A,-217.56407737375656,39.55969056735907,8.058427119822442,B,1
Mental,59,Christian,Non-Veteran,-111.63406373205054,19.305478940602647,C,-78.06464237064463,C,-1.9469224080131062,B,D,-27.66553885496734,40.36974665676531,-42.864892176701126,C,1
Yes,36,None,Yes,-111.6356033832911,33.2398520419247,D,-6.986845219410913,C,182.3561539198539,E,E,-143.40777175509385,-121.32838338460326,136.91983522100196,B,1
Yes,67,Hindu,No,-117.41174512492047,12.974978871774862,A,57.01919703243722,D,-232.9764989422689,E,A,44.07208832444144,68.2670199519268,-54.93273562712198,A,0
No,57,Christian,Non-Veteran,80.1570793293005,18.336652290854733,A,115.06927102140932,B,2.1066325868596487,C,B,149.2006054450477,58.151439553055106,-23.502021035972824,B,1
None,81,Jewish,No,-69.72609633750429,33.87434672894051,A,203.9769330048518,D,-113.02693711032535,D,D,-104.55948380398287,-5.44392808846431,-82.10109910559538,B,1
