military,Disability,age_range,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
Non-Veteran,Mental,65+,A,-16.542927163147954,B,33.1241543714093,20.77615650016166,-63.46913676004776,-79.76100805181807,A,-15.44582233719241,D,0
Veteran,Yes,26-35,D,-133.8976016767818,B,50.76241718370178,-189.64969195726377,91.75519592009303,-105.90898226855346,C,-4.00852065011775,D,0
Non-Veteran,Yes,18-25,E,93.33532170176646,A,120.67521609576363,6.721655513263321,-89.96036246543265,31.27946094096128,B,51.54879462078733,E,0
Non-Veteran,Mental,36-50,A,182.08261450562404,C,-56.689555583121944,92.75126868676658,76.33505817419646,-50.10938201239177,B,-17.028900014254123,D,0
Yes,Both,18-25,C,8.003527637106615,C,-49.66901153705072,72.73199363636586,76.10504747429371,-192.59797821044035,C,-10.851059096854591,D,0
No,None,51-65,C,4.753965991782229,C,-56.427180516305164,231.93354104631064,-76.90443381234758,-10.521499474123353,C,68.7425574084452,D,1
Veteran,None,18-25,B,-60.679858807442486,B,113.8512433540658,-14.685068557425272,-71.797911169924,-45.334565254110004,B,-149.17432256428359,D,0
Non-Veteran,No,51-65,D,14.40224471425842,A,-110.90237830374457,27.80665538244893,-137.33296937505952,-194.84957073875145,E,18.279880579296368,B,1
Veteran,Yes,18-25,B,44.61463630401164,C,-110.8918668050353,16.328946466461417,167.09136869044454,-126.59781139304891,C,168.58736165371425,D,0
Yes,No,36-50,C,31.20184797185079,B,77.4679054095231,27.114363184163086,13.61193355621717,-37.36522333639009,B,30.105875418082245,D,0
Non-Veteran,Yes,18-25,A,87.75224623343338,B,91.01009615019939,22.488106594603806,41.93811093600118,7.382953268940373,C,39.27783011761041,C,1
No,Mental,26-35,D,3.0608748556706784,D,-220.4185836404676,-70.10190768164617,-65.40852063984846,-116.94130740560769,B,-163.31766715682022,C,0
Veteran,Mental,65+,D,56.35079813965419,D,26.757927992417844,38.22848697789914,60.49178610326478,24.568279706027425,C,104.79635273212102,A,1
Non-Veteran,Mental,36-50,E,-68.1848104306954,D,-43.6649229427121,-170.56007606502394,136.62695920391482,77.08844545014193,D,-39.0644774547835,C,1
Veteran,Mental,26-35,E,119.41746323300939,A,37.917631556394255,133.38734001639943,90.46728706988944,158.8046806439888,E,17.79936971078277,D,1
Yes,Mental,65+,C,112.40222332133436,C,15.506190160346133,60.89718694721466,25.209094247390063,163.49463730550434,B,-9.10330094235574,A,1
Yes,Mental,51-65,A,198.54268696675928,E,-58.026073052011405,34.15138952348816,31.14832406854659,-146.38450427994965,A,-21.361692287198693,A,1
Veteran,Physical,65+,D,15.652211221459922,B,23.936742346814217,-192.9350507247299,164.20126669320092,42.52618694367432,D,-144.99610016775117,C,0
Yes,No,51-65,A,-102.75332714769907,E,-37.50829068637958,-81.95058689789029,-114.24491867471451,-190.6457816340812,B,-8.347367921619066,D,0
Non-Veteran,Physical,51-65,D,93.20047373888343,C,60.23111360043666,122.95848980179996,61.35691251121589,-75.62348700997926,D,-85.63001417035508,C,1
No,Both,65+,C,46.93720354375003,C,-27.600093544196923,-169.83758116460496,-93.31468770768151,-43.46635616360783,E,129.34405940531474,D,0
No,Both,51-65,A,-176.06614909114143,A,-146.55501240866127,-32.11347493933813,16.83691335657894,68.86317881208788,E,27.88957730322274,C,1
Veteran,Both,26-35,D,-52.811033563848795,E,38.02426015133847,77.31246860091325,37.11689176842498,-62.422805354109286,E,-114.79241822463035,D,1
Yes,None,18-25,E,-96.06942562550826,C,108.41864107062051,50.782959318105014,15.19342930092803,-84.17294416151424,D,-129.07227264930705,C,0
Veteran,None,36-50,B,55.89775562266641,D,37.70746401817935,12.006260643047552,-23.739163848847344,-88.71235993696881,E,89.85573202918478,B,1
Yes,None,26-35,C,-57.06680745128847,A,-28.982403008461255,-123.17263054568008,13.873862350170112,-2.884191555261508,E,9.444143417481623,E,1
No,None,36-50,E,-72.167101262072,C,-30.557425918134868,192.4176844679495,129.73884300500785,-116.39172017020559,D,18.51787235470916,C,1
Non-Veteran,None,65+,E,133.92462882509898,E,-22.43660370416564,52.60388700819464,203.64245145050438,13.726083972326112,C,127.63368549258641,C,0
Yes,Both,51-65,A,102.74360087194998,A,-34.81096003479429,-65.22694786306417,50.26509481610145,6.765237797775065,D,-110.42100206116213,E,0
Non-Veteran,Mental,51-65,D,-54.15458878408741,B,19.771831870598756,-82.87787082806292,-195.81915226511344,-113.04571739169613,D,-46.29552711663878,B,1
Non-Veteran,Both,36-50,A,-2.15455126263333,D,56.6499299114892,22.01126909683117,16.271883772381056,151.68516912939086,E,121.83976149116444,B,1
No,Mental,26-35,E,11.81224708952188,A,-7.156147034373045,56.06235300265555,8.030926266288676,-83.687939269029,C,-103.2681496206356,C,0
Non-Veteran,Mental,18-25,A,86.16458490499977,E,-25.44870491538285,156.58284983302417,53.77074325580548,46.79157052939228,E,-148.0878471835382,D,1
No,Both,51-65,E,10.020734815713215,C,-36.44689358524072,-139.79494863656578,93.2546786381015,33.09918602631719,B,-32.365642764612,A,0
Veteran,Both,36-50,B,74.90150281451366,D,66.79894723380959,-132.81969108587313,-123.62004581763377,-51.67453808494062,B,189.71376125301754,E,1
Non-Veteran,None,36-50,C,126.20657933796326,C,-203.60219306441488,-142.3926549984159,26.98151019758011,-79.47749417136225,D,-36.43350753138974,A,1
Veteran,Physical,18-25,C,-114.61371764357386,B,-25.011608330418955,81.71137847150639,-41.914624430019245,9.201825425944124,A,-68.95630565284182,D,0
No,No,36-50,D,200.7640066764996,A,-80.06850314417004,-11.405295727297265,-44.8909366397436,14.248153550227332,C,-59.90254735317547,C,0
No,Mental,18-25,E,31.02545619908843,B,56.339073288444254,281.2096358563854,-88.19367056868194,48.232252787511506,E,-71.41328582880978,B,1
Veteran,Both,65+,E,-13.743378388625022,D,65.36964934283594,164.68903292871963,2.231513254339578,-273.87592248092096,A,15.520889895742695,D,1
No,Both,18-25,A,27.226279855363217,C,113.6973237207069,44.14722334515424,-36.95958726447038,106.5585583780003,B,-64.78322482560208,D,0
Non-Veteran,No,51-65,E,-13.65189481572611,D,-96.88087067162301,-17.633474692510827,-10.793742155915622,-30.903209479391325,E,3.336035024220727,C,0
Veteran,Mental,36-50,A,-26.349075795711137,C,56.79545727048121,45.58402827518875,-63.75271559156672,18.406667766975314,A,95.59612492570398,D,0
Yes,Physical,26-35,D,55.547544063924015,E,-100.12593461778201,-78.97988563629079,-77.9468006861625,-203.19271023078383,D,-169.45585484908736,D,1
Yes,Yes,51-65,C,34.39025432117261,B,-123.19664367526286,47.74475759084213,-110.93981631130976,68.15706721227694,B,177.09476579052068,E,0
No,No,26-35,A,24.054095614880087,D,121.10523867513282,-87.39961828882169,-67.6219033185348,-196.5260657078894,E,13.07869062595716,B,0
No,Mental,18-25,C,154.21033692995357,D,11.079956954439497,133.33534609959622,-44.54847908953951,-72.92972415851716,A,-376.2329715767291,C,1
Veteran,Physical,36-50,C,40.95112773839296,C,78.35035562288918,-51.79352147782633,180.92783114614664,178.79801148089427,A,57.004905546628656,C,0
Non-Veteran,Yes,51-65,C,-24.35866342070737,C,167.22086854411958,8.325119005347927,-145.6794408937931,19.515672329611235,A,-25.417522847457114,E,0
Yes,None,51-65,C,3.141119002018769,E,-79.41225516506772,108.63969933440052,101.57426294798708,87.01875989498072,D,-107.53074662746744,B,1
No,None,51-65,A,-1.710048337991864,C,-44.308511265490246,-17.67867620806116,66.7387281552239,-198.1501168111606,D,106.51243139008952,D,0
Veteran,None,36-50,E,12.433509256815949,A,-52.916695983799634,-86.06559917666723,-75.6990572774304,1.6778717584591434,C,-49.27827023981208,E,0
Yes,None,18-25,B,-47.11772162113772,E,-144.04743865080405,-64.1552862968773,102.3944662112644,112.86209700299416,D,71.08878906874013,C,1
Non-Veteran,Physical,18-25,A,52.6245192743087,D,-53.54963189419042,-2.832366691973621,-49.006084109640526,-71.13705080806606,A,-50.1018564119795,A,1
Non-Veteran,None,65+,A,-2.3559890224558617,C,-184.63683445159157,83.28776928532487,218.11103389150662,46.86702893298036,E,-117.25958957635069,A,0
Non-Veteran,No,51-65,B,-57.80333585533567,C,-121.1104547230215,36.02987251784809,-27.831833882312218,39.64121879656437,A,84.03546001873121,D,0
Non-Veteran,Both,36-50,A,70.79436228152794,E,106.65704198837933,57.024974090245586,50.24739680184588,-42.7486767067941,A,-101.58668447988259,B,1
Veteran,Both,51-65,D,124.45875338236043,E,3.147077751994255,103.75013625651175,-7.21144330162092,-56.47913505471864,A,-108.74899061050579,E,0
Yes,Mental,26-35,C,-17.644414812517773,C,-2.6487399246991945,135.2931160942356,-184.88110205734765,-218.00167827616642,B,15.783989992408534,A,1
Non-Veteran,Yes,26-35,E,214.6871233443042,B,93.27547936363268,-138.0340624589486,-146.83213605101037,49.087666655705846,C,-33.11835584168102,A,0
Yes,None,65+,B,-71.76630574256063,D,82.53415880373993,-73.66057885221717,46.05198416008745,-68.6363044813485,E,-26.29880820632869,A,1
Yes,Both,36-50,E,-55.086258615120045,E,-23.299095977530396,97.86096823438938,-51.671787474751405,107.43577534460378,A,139.21982456687488,E,0
Veteran,Mental,18-25,A,-96.46052253944274,D,86.32169383797779,110.76475232333473,-99.84194594503573,-89.50248353160431,D,3.9069970289196765,A,0
Non-Veteran,No,26-35,E,113.20421675401504,C,-30.780889937279888,55.293337660841445,166.28450810940686,5.721089635519758,D,67.10336772234041,A,0
Yes,Physical,26-35,A,-26.901836706205806,A,-165.48116866650267,-95.86983693249653,2.607602554798555,-16.51086709994271,D,-74.27567163645229,C,0
No,No,65+,C,84.07479404664315,B,135.99158866894834,-133.28419132582258,158.37650567809703,-20.336044298046218,B,76.44674695033368,E,1
No,Yes,26-35,B,-22.534710092227314,B,-84.10973631604729,0.04840080685543115,38.981312294567125,-22.76271086603621,D,-49.08533132633765,B,0
Non-Veteran,Physical,18-25,E,158.5573195379131,B,-129.42200852171038,47.851537573865194,-63.32572861473166,-243.29335382660378,E,116.09829065792205,D,0
Non-Veteran,Both,65+,C,0.6042173570543126,C,-130.73950057807548,-31.940575585005003,37.5472600667691,-116.10802149129542,E,0.4401687479606043,D,1
No,Yes,18-25,D,-13.610033090026038,A,33.01031706252384,36.57866560616406,-69.12271194692808,-204.96945386211829,C,-49.95489106509605,C,0
Yes,No,26-35,B,-102.78888863734285,B,-80.15448656048005,-76.6262466109907,109.40647195698048,215.03313144454722,C,-31.245870578368663,E,1
Yes,No,65+,E,-33.63347620932921,D,-105.7256412917184,0.4194372874515554,-249.32504264228723,60.65804544962692,C,54.28754673305016,D,0
Yes,No,26-35,A,84.60918439234237,C,26.413534472998883,-135.47704383697263,-34.755438480354286,-180.79098617617774,C,-49.694284607826674,A,0
Yes,Yes,65+,C,-221.2404853664858,A,-180.52291639687908,-93.48612220805241,4.0918619040579145,-58.58920159078749,C,-22.85048767398024,A,0
No,Physical,26-35,A,-9.247157450268249,D,45.28775551709585,-11.817708042524833,-68.07097658756531,-13.920074708095989,C,53.5680906038288,C,1
No,Yes,26-35,A,-56.752276967945846,C,23.980043441759875,126.79711126497514,-78.1056195283673,59.756263200002145,E,-59.80056433284828,E,0
Yes,None,18-25,C,81.65533195459189,A,-105.61192734404268,-42.047704230618876,11.589919638300348,132.61814025355315,E,-62.71874138675157,A,1
Veteran,Both,51-65,B,58.48791397338877,E,-23.359282474795776,-44.116191816882875,31.08417133373217,-140.87225473848088,A,-153.2838903330467,D,0
Non-Veteran,No,65+,C,-144.2213545564458,B,59.90157973168628,-132.88044713375234,125.66360950028965,63.513392445975036,A,157.5453943792201,C,1
Yes,Yes,26-35,B,-68.41598899749415,A,123.79748800045236,25.36112110271858,-21.67599244735586,-101.36903778863314,B,-35.493478242587265,E,0
Yes,Both,18-25,A,-72.93930183564845,A,33.38740383311621,-89.50525334991272,109.44075662203494,-218.65024556779343,E,52.272769367519814,A,0
Yes,Both,18-25,A,129.9068929331448,A,-11.194882772842858,-231.56758033904188,-133.90231492686212,134.63785635798016,E,-5.854910165715457,A,0
Non-Veteran,Yes,65+,A,-56.555013437956724,A,6.591904828437839,-28.333310878300043,-121.69642365382742,-111.46736757800828,A,68.19403295064535,E,1
Veteran,Physical,18-25,B,-133.07450432425364,A,42.28821590905914,175.0393711078247,-36.80855723700927,52.11207797994063,C,-84.25629586710939,E,1
Yes,No,51-65,A,-111.63963626008973,E,154.17584889428738,133.7147071453999,14.720307371908223,-160.03693652575558,A,-122.34717746629083,A,1
Veteran,Physical,51-65,A,22.932244756430585,B,71.17754938259401,10.75109879315045,26.754843987940767,-26.23537997145232,D,200.0519605644405,A,1
Yes,None,26-35,A,42.77722387110724,C,151.73270507437482,64.00767945273388,-26.913304581903652,30.785683215133176,D,90.52938890483794,E,1
Non-Veteran,None,36-50,A,13.326906416736179,C,-61.626535857777576,-121.4645450882589,144.28084743992784,195.5831916367135,D,58.74094056099357,C,1
Yes,No,26-35,D,-84.46196530255658,C,184.9738724752366,185.84228381073643,8.282454707346233,118.6190370794015,E,47.071573883285225,B,0
Non-Veteran,Physical,18-25,E,-200.22184499486912,C,-59.045492316966254,-11.148694880204472,-98.76814085798028,117.21398378880971,D,89.99793331427,E,1
Veteran,Mental,26-35,A,-31.941841180436644,D,-58.78653877949313,-46.056701567363035,64.16093313672313,107.64506234951936,D,-37.27493052701484,E,0
No,Both,51-65,B,135.64202128096662,B,-9.200998614068142,166.0002122302003,-58.07804520965425,67.25518555057843,C,-68.21278252758873,A,0
Non-Veteran,None,18-25,B,13.64267760149117,E,-114.0581328465833,-208.31205231601172,-38.99347824298828,-19.594041810232977,A,-54.12849065740727,B,0
Non-Veteran,Physical,26-35,C,-51.692580490028185,D,148.16452736714564,13.707468710276572,147.49746280579703,5.009470694491794,C,-113.37699707322604,D,1
Veteran,Physical,26-35,B,54.1600778443854,C,69.17539020947778,63.397915842067384,43.27523066420944,39.570020909077236,D,34.97078950332953,D,1
Veteran,Both,51-65,B,-79.84311655397839,C,1.7869773821254578,-55.48557475526127,-134.78201339093954,200.82294572775945,B,-35.44004131575315,A,0
Non-Veteran,None,51-65,B,90.85295089653596,A,-61.730084254473915,1.435089513810206,16.97369370510538,-48.57437939628016,C,-91.81257310804438,E,1
Non-Veteran,Yes,36-50,D,103.81203389558806,D,-139.28253072254188,-6.697736163613159,62.26831426355375,-235.25686909037833,E,-100.7859859044502,E,0
No,Yes,26-35,D,-79.04318191027033,E,-53.3594063481755,-118.13151495474143,-46.62967561848358,-155.1017251406265,C,-228.9171116227861,A,1
Non-Veteran,Physical,51-65,B,3.4885147811342754,E,4.042409259973226,-63.58855612232719,151.6346147101344,-92.7537320416975,C,-77.59888184386877,C,0
Veteran,None,65+,A,123.05915654613923,B,56.46718006974055,-135.84508652010453,-46.17783558026469,-12.542547466092818,A,-41.897148474788,D,0
Non-Veteran,No,36-50,A,164.56695754680948,A,-125.87239065214149,2.6591584978525957,224.9302306886682,67.79759998495143,E,158.75299429277925,B,0
Veteran,Physical,18-25,C,48.716100559413896,A,-81.87026614308618,144.10244820183357,34.852263446667116,-83.16216555209333,D,105.06794661691868,C,1
Yes,Physical,26-35,A,-118.7151205497112,B,-23.68412714014854,-189.874387360335,-33.92570549161976,-33.53520336453736,E,184.76818074587123,E,1
No,Mental,51-65,C,115.89667512566525,A,42.00227848946479,15.044852753014034,-75.51836529068294,-197.42657894267472,B,166.17419367362265,A,0
No,None,51-65,D,107.63639118057328,A,33.26373008709938,-52.626625701960464,119.32031265518546,65.37333158769539,C,33.52815639541498,D,1
Yes,Physical,26-35,A,-148.14812171926476,E,-0.6624992788117255,10.287393790285538,36.92195058563628,-100.06709547381718,B,-87.20998982598866,A,1
Non-Veteran,Both,65+,B,48.23571577346474,A,-143.52441383208588,52.49614718902895,81.68325263431801,-117.0492166305445,B,-133.38976467483513,E,0
Non-Veteran,No,65+,C,-31.88909206432644,C,73.77117179015869,-8.233789550857463,55.52507352548314,170.49582347861792,A,59.50445394119793,A,0
No,Yes,36-50,C,-22.592330783396385,B,114.44414536016258,202.47543634308465,50.13114724498489,230.14565917392466,D,172.87236768290805,C,0
Non-Veteran,Mental,36-50,A,8.970530880274044,C,17.95482620581909,134.55688173945697,154.94124359818636,-68.93245423248632,B,-47.19901637164571,E,0
Veteran,Physical,51-65,E,-5.582139223266745,D,-16.90621084982388,-106.11402912334367,-17.992835984951576,72.32011730226002,C,-96.84940170342223,E,1
Non-Veteran,Mental,36-50,D,8.923575312133304,B,-12.890466673097404,-160.07363020501006,173.68836962800066,-13.265055432882345,E,-269.37050067289573,E,0
Veteran,Mental,26-35,E,83.75843221309238,B,11.688718184259594,-117.42949557080597,-58.18879067462917,-32.46461032977311,C,28.164282892052878,B,1
No,Physical,36-50,B,-35.504749343892826,C,28.769373435723228,-5.643716871228199,149.16393188086934,213.61306037713254,B,35.815219125570266,B,1
No,Both,51-65,A,66.96875922178756,B,8.033432423570602,-54.554108787835155,-77.59046688142,129.1934502809954,E,-85.15863428336094,B,0
Veteran,Mental,18-25,C,5.431928835370595,B,-142.31182241875933,-56.364358128843904,94.63602133202872,-75.75661990877826,E,-155.39858396720305,D,1
Veteran,Yes,26-35,D,54.163651063482185,D,12.645054152834124,-67.23270940759387,-8.265999804364494,-51.99002468318903,C,0.3165824194876562,C,0
No,No,65+,D,-168.62788715287695,A,-81.7414591466652,68.2323849187844,131.02851145484723,-89.23094128894823,E,21.33025116590846,D,1
Veteran,None,18-25,B,-57.58790692775092,E,-105.89645310146953,-78.77831701672923,160.77417938411403,-244.5149291214284,A,-208.2164167054628,B,1
Non-Veteran,Physical,51-65,E,148.00847768439502,C,-140.6009881395869,-168.89778214844418,59.25299066263361,158.06443821103446,A,-23.495790789471627,D,1
Non-Veteran,Mental,51-65,B,94.5961446911433,B,145.83635932959027,-35.92621594654145,-94.50010435122628,41.11264692673691,E,21.384770968156182,A,1
Non-Veteran,No,26-35,C,306.58234619471176,E,5.348204348259665,92.7556495022658,-95.75262840162166,23.048692745490182,A,116.67538051244264,E,1
Veteran,Both,26-35,B,-104.15889129428936,B,27.29823377384043,96.87826838936172,-41.17638635754941,-97.55237334231704,E,11.662413219887366,C,0
Yes,No,51-65,C,79.668913232881,A,-193.64656513795268,-42.10220109782032,103.1374611902092,-16.60915165914955,E,-48.33221517688452,E,0
Veteran,Both,65+,A,175.2587605839725,E,-81.90315233671367,85.88216824243386,-114.7806896339959,102.65327223332407,A,-20.094520416262725,B,0
Yes,None,65+,E,7.490721532878723,B,-39.62929500652631,-157.69588488340435,57.45257059631539,81.75065238886135,D,47.2888614951082,E,0
Yes,Physical,51-65,D,-147.57420268818154,C,14.935772799033664,-57.17112456131702,51.00577895105191,14.962128967146535,E,54.516686766794486,A,0
No,Both,65+,A,78.41893832388442,E,-60.96529718668378,109.29492732412196,-169.91138613274407,87.43281790908884,D,60.141372651517244,E,0
Veteran,No,26-35,C,-109.15861261634548,A,15.154194171836755,-5.042228051771166,12.152715848606958,62.66491412248395,E,13.448607441581714,E,0
No,None,36-50,C,66.05019956480683,D,-13.006962590871463,52.54127562721214,-139.9713284308586,47.59177308829928,B,-63.01521849234286,C,1
Non-Veteran,Mental,36-50,D,-79.35783087517342,E,-64.49819119199725,-12.4753979484651,-126.20277871171157,-46.81720283153538,A,94.77098491583207,B,1
No,No,18-25,E,-2.179947135397152,B,34.36986522057264,93.91132188160888,29.99532786575009,12.369732076532566,E,-16.283581085959376,A,1
No,Physical,26-35,E,-124.79567213925253,A,134.6264693518977,-341.21018789827315,-63.32758774573802,45.86729565352853,B,120.94165868991378,D,1
Veteran,Yes,26-35,E,-33.528376815102455,D,-47.25673412780112,149.6632976420343,130.4305929396843,24.56723635779296,A,203.50073876184837,D,1
No,None,65+,C,1.0519727510890184,E,52.54394077659468,-74.21517744258557,150.64092816357999,3.7284128137598778,E,117.83636395177521,E,0
Veteran,Physical,51-65,C,-27.721562000490234,A,-12.601946279668368,34.24236158760301,56.18126291623289,18.71990083058921,B,-2.905466202365398,B,0
Non-Veteran,Physical,18-25,A,-100.18812365466812,D,-24.713407951242182,-106.28553558226197,-277.42849469998765,104.37220331482177,A,-137.10524086997674,C,1
Yes,Physical,18-25,A,20.830465927379834,E,108.87128560362012,131.78851998757708,-97.70375926146903,76.15513726675455,A,-54.332326592107385,D,1
No,Mental,51-65,D,-58.33235111486644,B,-48.89102681303137,85.71621025086593,92.19528571626152,59.10353076641541,B,191.53836985906833,B,1
Yes,No,51-65,C,66.02988424443829,C,46.43434616209306,152.04088247643583,73.6115221581072,-162.9358258891468,E,93.77418406568913,A,1
Non-Veteran,Yes,36-50,D,-24.236192635851936,B,126.54807135456004,182.05309281695213,-104.1665709167503,-119.9237265663751,C,162.673158375369,D,1
Veteran,None,26-35,D,-57.94555703428519,B,-202.10586869852284,-9.19955279049407,-18.043447097404734,-93.38728104392797,A,33.81300779185341,E,0
Veteran,Mental,51-65,B,79.92522125524324,A,-196.02010280141633,80.98779046675443,124.17427364683908,-62.83709597715418,D,137.14226655611083,A,0
Non-Veteran,None,36-50,D,-17.15186313207065,B,-36.87163098322067,-23.04229882915543,42.03363945961374,79.6697139203534,E,28.76403088236409,E,1
Yes,None,36-50,B,-1.3788154364272174,A,163.81803159304204,22.345063391768065,-14.223821847125292,25.55862080131157,B,-34.08841354880066,E,0
Veteran,Mental,18-25,A,97.0068725593382,B,-69.04574809024663,-93.81711506081177,-69.10342275835094,121.19867481966709,D,11.759178742634825,D,0
Non-Veteran,Both,51-65,E,92.66928524193307,A,157.2387599402696,85.01471406547165,-154.61662320343308,29.435491805220014,E,-4.73595392922187,D,1
Non-Veteran,Both,26-35,C,63.405805736331686,E,-50.944453097281205,156.6513433516199,-27.567099444334875,-82.06977304347147,D,120.31208438732916,B,0
Non-Veteran,Both,51-65,C,16.93909785383473,D,-131.82306299923926,28.089194579117905,-57.58643032487855,-42.29823415632477,C,5.004474766584117,C,1
Yes,Mental,18-25,D,25.375644670886505,A,-52.15588277935937,160.4416326263905,89.03210905471609,49.87422110505507,E,-16.71325880984845,C,1
Non-Veteran,Yes,26-35,A,-191.23860165986906,C,-53.85644333924225,84.42819604416675,-202.1606566920505,92.3457781715198,E,-141.45205126889104,C,1
No,Physical,26-35,C,-121.87753383582134,D,-45.28576721997922,-184.9209501688265,76.0108325278772,119.41285261433727,B,186.50691634201954,A,1
No,Mental,36-50,D,-205.71028866992157,A,-108.66459407223887,-33.109099674385284,68.78599296344942,159.8665298038753,C,-22.542352489314112,C,1
Veteran,Yes,18-25,D,-4.415279043977225,E,-40.78475517000365,-93.14590165373879,47.85140483292968,114.19545096835608,C,53.94055277783458,C,0
Non-Veteran,Both,51-65,A,-83.6420063895953,C,-134.15086525623107,-80.18983592812381,4.199271956761859,-49.861998858870884,C,187.9209706555039,C,1
Veteran,None,26-35,D,179.02412096366868,D,-24.97473851078761,6.14355389355648,1.5536863530155036,42.794802220220355,B,-99.05533982362802,C,0
Non-Veteran,Mental,51-65,B,-32.10989981177976,C,-205.2010738156216,36.686512273733555,-181.6603676038534,-115.13511639555935,C,38.195089785899434,B,1
Veteran,None,26-35,B,-87.62836591254408,C,44.99471105859335,-171.99627664786829,-37.95262809261747,-131.7742249889147,D,-178.88013312328448,D,0
Non-Veteran,No,26-35,C,-44.24890313332622,A,58.18683989589689,-169.0576206568831,-41.65368520528592,-17.736374725233432,D,205.24380943359267,D,0
Non-Veteran,Physical,26-35,E,-170.2678175331448,D,111.94521589116071,62.45115566326912,-1.4676114524663453,144.23792648814106,A,-114.84685004468945,A,1
Veteran,Mental,36-50,D,-1.9435898608075521,C,18.516280715527238,31.286212188720103,122.56649425857222,-146.1241054782287,C,5.781725209394295,D,0
Yes,Both,36-50,C,-56.72919459662267,B,209.97565397370838,-95.880657480137,34.901818898825695,-24.70855919658531,A,-95.26509938090945,B,1
Veteran,Mental,65+,B,-68.9688040334778,B,35.564932036971456,-57.76165733088108,-24.45135131421544,96.4316170660079,A,-145.93503005618663,A,1
Yes,No,36-50,B,62.37356892742979,C,-167.1509384395366,58.16616447294128,-92.34218084786228,-80.85436937554721,E,114.87632207080311,A,0
No,Mental,51-65,B,-73.68079982804426,D,52.776549680255904,69.37544772158468,34.47456230913035,-70.37892665807563,C,-37.434698894978105,E,0
Yes,Yes,65+,A,-72.47706972918468,C,-66.64399193486243,86.61709406716022,38.214266986107155,-148.59985421057803,B,104.47089017604772,C,0
Non-Veteran,No,18-25,A,52.72891329319644,C,-115.88667835565938,25.69710863672055,46.91400596889924,-48.55576457437375,B,-124.01000340758135,E,0
Veteran,Both,65+,B,63.02242824122792,A,30.65335618391152,-65.00499030079332,133.6375514018082,-101.63973914938953,C,-87.961416358188,A,1
Veteran,None,26-35,A,-52.16194946157867,C,125.61790549781784,146.45913951722417,51.90888400481253,-10.05492504251122,E,-8.829509655764037,A,1
No,None,51-65,B,35.040893509244924,D,110.70252207896338,14.014945016884997,-84.23161494117853,-117.67837796474628,A,41.9369506126759,B,1
Yes,No,36-50,B,83.19408893177634,D,-55.142521367961685,-4.4554366866393185,-240.49430785292824,153.06926092350832,E,-97.69246557555293,D,0
Yes,No,18-25,E,48.64399302170068,C,14.988113979418669,64.39847082909183,171.84237623349105,44.53451356225069,C,-6.9635643103817495,E,0
Yes,None,26-35,B,-0.7513020032949929,C,-34.441512344199346,-92.5692199097999,208.8285006512896,-150.76380125905524,D,-35.70854306032872,E,1
Veteran,Physical,36-50,E,-176.71122988105367,C,24.75915478024899,56.757217880813556,-45.37235886666233,111.93039032689762,E,-94.3108508212908,A,0
Yes,Mental,18-25,A,-65.31654649341309,A,133.68381900522468,92.98432887933924,170.1826741329153,-258.19244134842256,B,-9.516510731066665,A,0
Veteran,No,51-65,A,-85.81294492102721,C,-103.58629136849389,-143.3297936636062,-114.87092914935172,7.255298048240018,D,36.32402402697955,E,1
Non-Veteran,None,36-50,D,-77.77469050042673,C,6.776224364565124,-121.57481992906682,-45.44807135249699,89.92670543590822,A,24.288168072078385,C,0
Non-Veteran,None,65+,B,73.86980051117204,E,-24.323510340977865,143.57441050189595,-168.0785779267906,-55.39179524798891,D,104.91166970994325,D,1
Yes,Mental,26-35,B,-57.488596695735254,C,107.15785600704575,-80.76550990796608,-27.25241895657364,-80.14411336485001,A,21.128065936994975,B,1
Non-Veteran,Mental,36-50,C,-233.93677881396945,C,-18.895270123269977,139.99146824283395,214.6908010868391,3.055236778435476,B,20.836927193767426,D,0
No,Mental,26-35,A,36.52753191579677,D,38.42594575371357,-34.41880643647532,22.454431300787288,76.9280634724972,C,-26.505760955075857,C,0
Veteran,No,36-50,E,-46.900075881762525,D,161.3604870315885,3.8838779658446176,3.6313829249592664,127.42835456650454,B,29.453860664595588,C,1
No,Mental,36-50,D,-164.0065417468203,E,-58.097871150109604,39.021860087446946,-144.61493323833076,28.506900311607193,A,43.23488735284239,C,0
No,None,26-35,E,-57.92135559714634,A,13.91067610317022,-46.89180094314591,32.93773296193132,86.1396632070379,A,245.46793785585055,E,1
Veteran,Mental,18-25,A,10.924891539765209,E,99.95849375703119,2.7175628181293545,241.89096620070765,-25.889276338240037,E,-126.30157642737238,D,1
Non-Veteran,Mental,51-65,B,102.05128784972398,B,-21.00193599297046,-40.40245564275988,-39.84646353570265,142.17499054739739,D,32.69429391769984,B,1
Yes,No,51-65,D,169.14173286657325,A,-43.26224720480339,-137.47583314265285,-171.85839456915403,41.20419761704962,B,-172.30311012195034,B,0
Yes,None,65+,D,-78.11515767532894,C,-92.83946092752338,-201.3422876400852,-121.23578849091146,-170.94816504640818,E,-114.98989231691863,E,1
No,None,26-35,D,62.15140022422493,B,-72.34461437062694,8.779898497162288,94.5761517845563,-38.48498978560811,D,34.324148040523475,B,1
