religion,birth_year,Disability,sexuality,feature_0,feature_1,feature_2,feature_3,feature_4,target
Hindu,62,Both,Bisexual,C,221.17122096014347,A,E,D,0
Jewish,78,Physical,Heterosexual,C,-75.74480046531835,A,B,C,0
None,82,No,Homosexual,A,-60.281464795203256,D,D,C,0
Other,61,Both,Homosexual,C,112.6318078048725,C,D,E,0
Other,53,Yes,Other,A,23.029154413566662,A,A,B,0
Christian,96,Yes,Heterosexual,A,41.39817116349719,A,C,C,0
None,61,Yes,Bisexual,D,-41.421145713854045,A,C,B,0
Hindu,65,Yes,Homosexual,D,20.875360599032348,A,B,D,1
Other,64,Yes,Heterosexual,C,172.07901257285909,D,A,E,0
Other,56,None,Bisexual,D,30.69222692849683,C,C,A,1
Muslim,99,Yes,Heterosexual,E,-124.84681520351258,B,C,B,0
Buddhist,79,Mental,Bisexual,C,45.55246974617047,C,E,E,0
Hindu,24,None,Homosexual,D,116.44094181688081,C,E,A,0
Christian,65,Physical,Other,D,-95.46962514694958,E,C,E,0
Muslim,69,Physical,Bisexual,A,-105.60606632639073,A,C,D,0
Hindu,87,Both,Bisexual,D,-151.05849009829504,C,B,E,1
Jewish,20,Yes,Other,A,81.954174446562,A,A,D,0
Hindu,94,None,Other,D,-24.53272034119933,C,E,A,1
Hindu,49,None,Bisexual,E,109.45113248988505,E,C,A,0
Jewish,18,Physical,Heterosexual,E,-61.041956544700426,A,B,A,0
Other,96,Yes,Heterosexual,D,-55.06860126758239,A,E,E,0
Muslim,52,Yes,Homosexual,D,155.47014095086305,C,D,A,0
Buddhist,92,No,Heterosexual,A,258.3975385140238,E,B,A,0
Hindu,65,No,Homosexual,B,182.3915893970142,A,B,E,1
Other,83,No,Bisexual,A,36.62880168004966,B,E,B,1
None,71,Physical,Homosexual,B,-66.66752362426062,B,B,D,0
Jewish,96,Mental,Heterosexual,B,-113.2849041866152,B,C,A,0
Buddhist,53,No,Heterosexual,E,-100.30597717470442,A,B,C,1
Buddhist,48,Mental,Bisexual,B,161.440033863248,C,C,C,1
Muslim,38,Physical,Homosexual,C,56.49617971848673,E,C,A,0
None,73,No,Homosexual,D,-21.828170116510258,E,B,E,1
Jewish,79,Physical,Bisexual,A,-111.46324675718596,D,D,E,1
Christian,86,None,Other,B,30.663784728750233,A,A,B,1
Other,94,Yes,Heterosexual,B,-170.2335770340557,E,D,A,1
Muslim,81,Physical,Bisexual,B,100.44176696035821,E,E,D,0
Jewish,34,Physical,Bisexual,A,25.239364607205438,C,D,A,1
Muslim,95,No,Homosexual,A,62.28472881718391,D,B,C,1
Buddhist,92,Mental,Heterosexual,C,-62.86925536373186,D,E,B,0
Hindu,19,Physical,Heterosexual,D,49.34841303235895,A,A,A,1
Jewish,84,No,Heterosexual,B,-137.3090132070353,E,E,C,0
None,78,Physical,Other,D,82.4720372713158,D,E,C,0
Buddhist,49,No,Heterosexual,E,-240.52439316542316,D,E,D,0
Buddhist,96,Mental,Other,D,-4.52372648610352,D,A,D,1
Buddhist,89,Physical,Heterosexual,A,-83.42364673223854,B,A,E,0
Jewish,46,Mental,Bisexual,B,66.6029897409022,A,E,A,0
Muslim,89,No,Homosexual,B,-217.6131136352454,B,E,A,1
Christian,75,Physical,Homosexual,A,55.429012099517,C,E,A,0
Hindu,69,Both,Other,E,-186.62630690211586,C,B,E,0
Christian,74,None,Other,C,-22.035343341291863,E,A,B,0
None,74,None,Other,A,-89.17629728209128,C,A,D,1
Other,56,Mental,Bisexual,D,-235.2092309212328,B,E,C,1
Buddhist,33,No,Homosexual,C,73.24442486706087,E,D,C,1
None,41,No,Heterosexual,A,103.94628962507109,C,C,A,1
Muslim,22,Both,Heterosexual,C,230.26562300778738,D,C,D,1
Other,24,Mental,Homosexual,D,-46.74304632198455,E,D,C,1
Other,84,Both,Bisexual,E,-88.00475020949055,E,A,E,0
Christian,18,Mental,Heterosexual,B,107.42364949880496,B,D,A,0
None,54,Mental,Homosexual,D,-48.192231818032305,C,A,A,1
Other,56,Mental,Heterosexual,E,-72.18224591631322,D,A,A,1
Buddhist,64,Physical,Other,E,-59.681985842983934,B,A,B,1
Muslim,47,Both,Other,E,-15.559796778376263,A,E,C,1
Muslim,68,Yes,Homosexual,D,43.44013352672687,D,B,E,1
Buddhist,31,No,Other,B,-146.34001450060174,D,D,E,0
Other,73,No,Other,B,35.72608217949714,B,E,D,0
Other,22,Yes,Other,B,69.53403388644168,E,D,C,1
Hindu,54,Physical,Heterosexual,D,-148.01046899641443,E,B,B,1
Jewish,26,No,Homosexual,B,-29.572928143056494,D,E,B,1
Buddhist,92,Both,Heterosexual,B,32.772530465663586,E,D,C,1
Jewish,65,Physical,Homosexual,E,56.21214842817578,E,E,D,1
None,76,Physical,Homosexual,C,-57.75389796433168,A,A,D,1
Christian,64,Mental,Heterosexual,C,69.79361682378101,D,D,C,1
Buddhist,87,Yes,Other,E,139.34103343304471,E,C,B,1
Other,54,No,Heterosexual,A,-77.31226961290037,C,E,B,1
None,31,Yes,Heterosexual,B,-287.8046056226122,A,B,B,0
Buddhist,55,No,Other,B,-130.61643590974228,E,A,E,0
Muslim,25,No,Other,E,-219.60582210507624,A,B,A,0
Christian,90,No,Homosexual,C,68.5827406748428,E,D,D,0
Other,79,Both,Homosexual,A,-123.67875218690668,B,B,C,0
Buddhist,91,No,Homosexual,B,-3.7293153755422366,D,E,B,0
Christian,92,Physical,Bisexual,A,-63.26908577398039,B,A,A,1
Muslim,52,No,Homosexual,E,-35.40192911549669,C,D,C,1
Jewish,64,Both,Other,C,-34.8773275798743,A,C,A,1
Buddhist,18,Mental,Bisexual,C,-42.036987730129546,D,C,A,1
None,84,Physical,Bisexual,B,23.039088306232983,D,D,A,1
Hindu,35,None,Heterosexual,D,19.457994960160203,D,E,A,1
Christian,27,Mental,Heterosexual,A,-10.803530388101953,D,A,D,0
Other,80,Physical,Heterosexual,C,31.69157342847071,B,A,E,0
Christian,67,Both,Heterosexual,A,8.059561097495779,E,E,C,0
Muslim,99,No,Other,C,38.029220753225665,D,D,B,0
Other,96,Physical,Homosexual,B,0.582165178596207,E,B,D,1
Christian,90,No,Bisexual,E,-151.22827021824403,B,C,A,1
Christian,56,Physical,Heterosexual,E,95.58611267632044,E,C,D,1
Buddhist,53,Both,Homosexual,E,-44.61849173556447,C,E,B,1
Jewish,27,None,Heterosexual,B,88.54463354010912,B,E,A,1
Jewish,50,Physical,Heterosexual,A,-3.5320398264738824,A,E,A,0
None,65,Both,Other,B,-129.56777370316337,E,B,E,1
Hindu,53,No,Other,B,8.672909280678795,D,A,C,0
Other,29,None,Heterosexual,D,84.33018022369735,D,C,C,0
Other,32,No,Homosexual,B,1.758843997837456,B,A,E,1
Hindu,34,Both,Homosexual,B,67.95668007787454,E,C,B,0
Jewish,29,None,Homosexual,D,-78.57325878962385,B,B,B,0
Other,35,Yes,Bisexual,C,-5.572714237846242,A,C,D,1
Christian,64,None,Other,C,-76.48425105928058,A,C,A,0
None,25,No,Homosexual,D,-26.1738086603487,B,D,D,0
Christian,34,Mental,Homosexual,D,-251.3634405776583,B,E,A,0
None,32,Yes,Heterosexual,E,88.65766350521844,A,C,B,0
Other,62,None,Other,E,66.34026720629898,C,B,D,1
Muslim,51,Yes,Other,B,142.43984753728017,C,A,E,0
Jewish,70,Yes,Other,C,-51.90009340339052,E,A,B,0
Muslim,64,Yes,Bisexual,E,30.376251951371746,E,B,A,0
Muslim,54,Physical,Other,E,-25.83425501426658,C,D,E,1
Buddhist,91,Yes,Heterosexual,C,-104.35533813360315,D,B,E,1
Other,80,Yes,Other,A,1.1628078199344172,B,E,D,0
None,65,None,Heterosexual,E,-6.177611855659132,C,E,D,1
Buddhist,61,None,Heterosexual,A,-9.19451640815532,E,A,A,1
Christian,83,Mental,Other,E,-79.48440283511172,D,E,E,0
None,31,Mental,Homosexual,A,-16.546091001471655,E,E,E,1
Buddhist,62,Mental,Heterosexual,E,-4.125798615846808,B,A,C,1
Muslim,35,Yes,Bisexual,C,150.56192850917915,D,A,A,0
Christian,98,Both,Other,C,-18.992620349132935,A,D,C,1
Christian,91,No,Other,E,-90.72535361825487,B,B,A,0
Jewish,27,None,Other,C,47.51499026570423,B,C,E,1
Christian,76,Physical,Homosexual,A,132.07272101317636,E,B,E,0
Muslim,40,Mental,Other,D,7.059890573966824,A,D,D,1
Hindu,35,Physical,Bisexual,A,18.90955493432842,A,D,D,0
None,68,Mental,Heterosexual,E,-170.10378386482992,C,C,D,0
Hindu,89,Both,Bisexual,D,-16.00087581351164,A,A,B,0
Buddhist,27,No,Bisexual,C,51.57726191490589,B,A,E,1
Christian,53,Physical,Heterosexual,A,30.886111840509162,E,E,E,1
Muslim,37,Mental,Heterosexual,A,-88.95453700902912,A,D,B,1
Buddhist,19,Physical,Other,C,279.2757967899264,E,D,B,0
Muslim,27,None,Other,C,96.50803501022072,A,E,A,0
Christian,87,No,Other,C,106.86103637965113,C,B,A,1
None,21,No,Homosexual,A,-72.15054109140526,D,D,C,0
Jewish,46,None,Bisexual,B,-111.34918629568288,D,E,A,0
Hindu,72,Mental,Heterosexual,E,-44.116787414314615,A,D,B,0
Hindu,97,No,Other,C,-23.006802489766994,B,C,A,0
Christian,75,Physical,Bisexual,B,-94.94746800566169,B,A,E,0
None,36,Yes,Other,B,37.29878220370174,D,E,E,1
Buddhist,79,No,Bisexual,C,-143.15893560378527,C,D,C,0
Hindu,57,None,Bisexual,A,-15.462024156798964,D,A,C,1
Buddhist,90,Mental,Bisexual,A,113.12136222757263,E,D,A,0
Jewish,61,Mental,Other,D,97.01699971972401,B,A,A,0
Other,54,Both,Homosexual,A,-154.55449534573034,B,D,D,0
Other,65,Both,Other,D,-88.15040500325635,B,E,A,1
Other,56,Physical,Heterosexual,B,-59.110920438017835,B,D,E,0
None,31,Both,Heterosexual,C,-10.924943010357616,C,E,A,0
Other,54,No,Bisexual,B,-233.09372756622525,E,C,D,0
Hindu,52,No,Bisexual,B,-167.1007563704371,C,D,D,1
Hindu,91,Mental,Other,D,155.32975282058035,E,D,C,0
None,58,Physical,Heterosexual,E,42.501651580815185,B,E,E,1
Hindu,91,Mental,Homosexual,A,-158.0105380956326,A,E,A,0
None,96,Both,Heterosexual,C,-115.60263518220957,D,D,A,1
Jewish,49,Both,Other,B,-100.24034831998154,E,B,B,1
Hindu,21,No,Bisexual,C,60.20674520733786,D,B,B,0
Jewish,62,Mental,Other,D,-21.167496383320614,E,C,B,0
Other,59,Physical,Homosexual,C,74.5143461274726,C,C,C,0
Buddhist,28,Both,Other,A,-129.81111586078322,A,D,C,0
Other,43,Mental,Heterosexual,B,70.42876986919725,D,D,E,1
Hindu,19,Both,Bisexual,A,100.29616072119398,D,E,E,0
Hindu,18,Yes,Bisexual,C,-173.22532647807725,C,B,B,1
None,87,No,Other,E,53.82965727599588,D,D,C,0
None,40,Both,Heterosexual,D,31.348629988762006,E,E,C,0
Christian,47,Mental,Bisexual,C,-98.79438083536533,E,E,C,0
Buddhist,88,Mental,Other,A,73.08681592403897,C,D,C,0
Buddhist,76,Mental,Bisexual,A,-30.61172649587018,D,B,E,1
Christian,69,Physical,Other,B,26.438355675424912,C,B,E,1
None,48,Physical,Homosexual,E,-30.229393316134008,B,C,D,0
Buddhist,52,No,Heterosexual,A,-137.67774460333007,B,C,D,1
Muslim,33,Physical,Other,B,46.96579640204666,A,E,E,1
Christian,47,Both,Bisexual,A,-155.99339357252217,B,E,B,1
Hindu,98,None,Homosexual,C,13.777891920394914,B,C,A,1
Jewish,88,Physical,Other,C,71.63115659305404,E,E,D,0
Buddhist,83,Yes,Other,A,70.09823139513234,D,D,D,1
Jewish,33,Yes,Homosexual,A,-57.85589301842492,E,E,C,1
Hindu,49,Mental,Bisexual,D,35.078350019921636,E,A,B,1
Jewish,74,Yes,Other,E,-26.211882966296248,C,B,C,0
Buddhist,30,Yes,Heterosexual,E,160.61142703028776,D,E,B,1
Buddhist,18,Both,Homosexual,B,-4.874978929552524,D,C,D,0
Muslim,63,No,Other,B,-59.091815451408166,E,C,D,1
Other,76,Physical,Other,D,-8.869910913574028,B,E,A,1
Buddhist,25,Physical,Heterosexual,E,219.85916752670408,E,C,D,0
Other,21,Both,Heterosexual,A,60.07123161918382,C,A,B,1
None,99,Both,Other,B,31.3184458715743,A,B,B,0
Other,62,Both,Other,C,97.0805514709728,A,D,C,1
Muslim,33,Physical,Homosexual,E,-188.60720187209367,A,B,C,0
Christian,37,Mental,Bisexual,D,3.4394091496524366,C,D,A,0
Muslim,43,Mental,Homosexual,B,14.55295857282051,E,A,D,1
Buddhist,27,Mental,Heterosexual,C,-35.69201353902681,D,C,E,1
Jewish,55,Mental,Bisexual,C,-207.79982055520446,A,D,D,0
Hindu,60,None,Other,C,-60.358154419674115,D,E,B,0
Muslim,83,Yes,Bisexual,D,-9.15680894009598,E,A,D,0
Jewish,51,Physical,Homosexual,D,41.73855706161462,C,C,B,1
Muslim,94,Physical,Other,E,-3.5237188822085477,A,C,E,0
Muslim,51,None,Homosexual,D,-90.23190247196185,C,A,E,1
Jewish,57,Both,Bisexual,C,20.414814450195635,B,D,E,0
None,40,None,Other,B,7.586207192906655,A,A,B,1
Hindu,46,No,Heterosexual,D,4.646922998300302,A,D,D,0
None,25,Mental,Heterosexual,D,-13.400576929271946,A,D,D,1
Jewish,21,Physical,Other,A,-95.32349165616401,A,C,C,1
Muslim,87,None,Bisexual,D,91.44698959452604,D,D,D,1
Christian,39,Yes,Bisexual,C,67.86915330001409,B,D,C,0
None,64,Both,Homosexual,A,-12.883575584334018,A,B,D,0
None,23,Both,Other,E,73.83267556270367,A,A,C,0
None,54,Physical,Homosexual,C,137.1917907348625,C,A,D,1
Buddhist,70,None,Other,E,-149.71400089283807,C,B,C,0
Buddhist,64,Physical,Heterosexual,B,174.65049856954568,A,C,D,1
Muslim,41,No,Homosexual,D,-8.074351455926559,C,B,E,0
Muslim,42,None,Other,A,-93.11800240695702,B,D,B,1
None,24,Yes,Homosexual,B,-111.55990098501844,A,E,B,1
Christian,55,Both,Heterosexual,C,105.92024755619494,C,B,E,1
Other,54,No,Homosexual,A,168.83124424484382,C,D,E,0
Jewish,76,None,Heterosexual,D,41.2728050461099,C,C,D,1
Hindu,58,No,Heterosexual,C,8.166661494234605,E,D,D,1
Buddhist,77,Physical,Heterosexual,C,128.54195876929535,B,C,E,1
None,75,Yes,Homosexual,D,-12.286149783602983,B,D,D,0
Muslim,18,Mental,Homosexual,A,-20.45695661894762,E,A,A,1
None,43,Physical,Heterosexual,B,-63.39855705836806,C,A,D,1
Jewish,89,Mental,Other,E,129.40074010062426,E,B,E,0
Buddhist,25,Physical,Homosexual,D,178.97241409665054,B,C,E,1
Jewish,19,No,Bisexual,D,-19.61354122204273,C,B,A,0
Other,56,Both,Homosexual,D,151.35311601003858,E,E,C,0
Muslim,54,Physical,Other,B,-18.983607093120725,E,B,C,0
Christian,82,Mental,Heterosexual,B,-44.10518399526838,B,C,B,1
Jewish,96,Physical,Other,B,-95.01398021282985,A,D,C,0
Muslim,60,Both,Bisexual,D,105.87682810857086,C,A,D,0
Buddhist,33,No,Heterosexual,C,-39.20773951052604,D,D,D,0
None,46,No,Heterosexual,A,-40.47117483473217,C,D,C,0
Buddhist,46,Mental,Bisexual,D,141.30704457975213,E,A,C,1
Christian,26,Yes,Heterosexual,B,109.10515042824534,C,A,D,1
Muslim,73,Yes,Homosexual,E,-117.44876325407476,A,A,B,1
Other,49,Physical,Homosexual,E,-54.99163862879326,E,D,B,1
Buddhist,76,Mental,Other,A,78.72494325582919,B,B,A,1
None,50,Both,Bisexual,B,-110.41993795808204,D,C,D,0
Buddhist,99,Both,Other,B,-196.7454036707179,B,D,A,0
Muslim,24,Physical,Heterosexual,C,93.77146890279847,D,A,B,0
Other,96,Physical,Other,D,76.93725182087108,B,A,A,0
Muslim,78,Mental,Other,D,-66.19738992196024,C,B,E,0
None,85,Yes,Bisexual,E,-248.0767095808186,B,D,A,1
Buddhist,21,Mental,Bisexual,A,82.77020373108617,A,E,B,0
None,47,Physical,Homosexual,E,53.128283184345804,C,D,D,1
Buddhist,30,Physical,Other,C,-23.258734288356436,E,D,C,0
Muslim,96,None,Bisexual,A,164.3494603098973,B,E,B,1
Other,62,Both,Other,B,-9.038573322411619,B,D,A,0
Muslim,39,Physical,Other,A,111.51577220133646,E,A,D,0
None,79,No,Bisexual,E,164.87156170178926,B,C,A,1
Buddhist,95,Mental,Other,A,-11.429692402852226,D,C,B,1
Muslim,51,None,Other,C,-103.40475532469276,D,D,D,0
Hindu,47,Mental,Heterosexual,D,37.483606365262844,D,D,B,1
Other,37,Yes,Bisexual,E,153.7022899515598,A,E,B,1
None,70,None,Homosexual,B,78.81948079200369,D,E,D,1
Buddhist,22,Yes,Other,A,-21.683812590228722,A,E,D,1
Jewish,43,Yes,Bisexual,E,-32.052879147569826,D,A,B,1
Other,60,Yes,Bisexual,B,190.2177575540554,D,D,C,1
Christian,24,Mental,Homosexual,B,22.68059824864222,C,C,B,0
None,75,Both,Bisexual,D,2.941887795314106,A,A,B,0
Jewish,79,None,Heterosexual,E,-63.307208101121226,E,A,E,0
Muslim,67,Physical,Heterosexual,B,-19.32599445082139,C,E,A,1
Muslim,95,Yes,Other,D,163.4742699231446,A,C,D,1
Jewish,51,Yes,Homosexual,C,-63.05542751405454,C,D,D,1
Jewish,46,Both,Bisexual,C,-16.81238967757624,A,A,D,0
Muslim,72,Yes,Other,A,-196.97548799440446,E,A,B,0
Hindu,72,No,Bisexual,E,-21.92120352013416,C,D,B,0
None,57,None,Heterosexual,C,-6.699575169204191,B,D,E,1
Christian,24,Physical,Heterosexual,B,-130.24451988397553,E,A,D,1
Other,22,Physical,Bisexual,A,144.51683159170196,C,B,A,0
Jewish,96,Physical,Other,A,-26.028310618252544,B,C,B,1
Hindu,63,None,Heterosexual,C,-69.81642339500172,D,B,D,0
Christian,20,Mental,Other,A,4.291532908471378,D,C,B,0
Hindu,94,Both,Other,A,-28.46909161177044,B,C,E,0
Buddhist,45,No,Other,E,-42.448378367350685,D,A,E,0
Buddhist,94,Mental,Bisexual,D,86.34941602764313,B,B,D,1
Other,78,None,Other,E,1.459216656365697,B,A,E,0
Muslim,50,Mental,Homosexual,D,68.7565308204231,D,B,A,0
None,44,Both,Homosexual,C,-61.27828161162536,C,C,A,1
None,23,None,Bisexual,B,44.320673462452724,A,B,B,1
Hindu,28,Yes,Bisexual,C,-75.3476543707711,D,D,D,1
Muslim,31,Both,Bisexual,B,64.20832938752426,E,B,E,0
Other,87,No,Heterosexual,D,-23.30379647231681,E,B,B,0
None,88,Physical,Homosexual,C,128.08797595939924,D,C,E,1
Christian,29,No,Other,A,16.431723340985492,E,C,D,0
Hindu,54,Both,Other,D,-164.55671163337877,A,C,A,1
None,44,None,Homosexual,C,-28.25520498675044,C,B,C,1
Jewish,45,No,Homosexual,D,55.854682250310816,E,A,C,1
Christian,29,No,Heterosexual,E,-138.34678421319805,A,D,C,1
Muslim,87,None,Homosexual,A,103.44287050089231,A,D,B,1
None,68,None,Homosexual,A,-31.55081202764928,B,D,A,1
Christian,24,Both,Bisexual,D,-34.10484742490825,C,E,D,0
None,84,None,Homosexual,D,145.89000183336773,C,C,E,0
Muslim,68,Physical,Bisexual,B,-56.878644016922294,C,D,B,1
Buddhist,99,Mental,Other,E,132.50031081786423,A,C,A,0
Other,65,Both,Heterosexual,D,237.81008112923615,E,C,E,1
Jewish,29,Physical,Bisexual,B,20.973768544813744,D,B,E,1
None,72,No,Bisexual,B,-44.210772320311506,E,B,A,0
Buddhist,23,Yes,Bisexual,D,-149.72930396325498,E,E,B,1
Hindu,32,Both,Heterosexual,B,-9.29402013017708,E,B,D,0
Buddhist,41,No,Other,D,-136.13779524249816,C,A,B,1
None,46,Mental,Heterosexual,C,-8.189135388974481,B,E,E,1
Other,94,None,Heterosexual,D,-11.9031975511242,E,D,C,0
Hindu,67,Physical,Homosexual,B,102.79582616993204,A,B,B,0
Christian,71,No,Other,D,-92.1415973936023,C,E,E,1
Jewish,37,Physical,Other,E,51.843594386998916,E,A,E,0
Jewish,93,No,Homosexual,E,125.19028929731462,A,A,D,1
Hindu,87,Both,Bisexual,C,-78.89468088153416,A,C,B,0
Christian,91,Physical,Bisexual,C,-65.67113271587922,D,D,D,0
Muslim,65,Physical,Other,C,-47.51510782948575,B,B,D,1
Other,71,Mental,Heterosexual,A,12.160064430714453,A,D,D,0
Hindu,63,Yes,Bisexual,E,91.80058849638765,C,E,B,1
Hindu,31,Physical,Other,C,44.51579205171691,D,B,C,1
Hindu,61,None,Heterosexual,D,-58.87595646740191,A,B,A,1
Muslim,65,Physical,Homosexual,A,-0.9604406517727855,D,A,D,0
Jewish,50,No,Bisexual,D,24.492968850620198,C,C,B,1
Jewish,86,Both,Heterosexual,C,-87.47788908811319,B,B,E,1
Muslim,48,None,Homosexual,C,-66.45169831439192,E,C,B,1
Christian,75,Both,Homosexual,C,-89.2174205717159,C,D,B,0
Muslim,93,Physical,Homosexual,A,2.5189564446204007,B,C,E,0
None,28,Physical,Homosexual,D,-144.11872856185622,A,C,A,0
Hindu,60,Yes,Homosexual,E,-135.2096782261656,E,C,E,1
Other,77,No,Homosexual,D,40.91769321864859,D,E,E,0
Hindu,39,Both,Heterosexual,D,-106.69140580672149,C,C,C,1
None,42,Physical,Other,A,-18.736550443491428,A,E,D,1
Muslim,39,None,Bisexual,C,241.4591141389976,B,B,A,0
Muslim,71,No,Homosexual,B,-63.369282545230575,B,B,A,0
Jewish,47,Physical,Bisexual,D,-31.602088644368376,D,C,E,0
Muslim,59,None,Homosexual,B,75.40155424894476,E,B,E,1
Buddhist,39,No,Bisexual,E,-3.323457158227974,D,D,E,0
Christian,35,Both,Homosexual,D,94.70577536100883,E,C,B,0
Buddhist,43,None,Heterosexual,B,64.91934145681981,B,B,A,0
Buddhist,59,Physical,Homosexual,A,-43.20077995439191,D,A,E,0
None,36,Yes,Heterosexual,C,55.103266658835324,D,E,E,0
Other,19,Yes,Homosexual,D,49.19782973958872,B,C,E,1
Buddhist,70,Yes,Bisexual,D,-88.54132368140684,E,C,B,1
None,81,Mental,Bisexual,A,69.382646671417,E,B,D,0
Other,46,Both,Homosexual,E,63.14987518287547,B,E,E,0
None,67,None,Heterosexual,C,4.010940402201257,C,C,B,1
Other,56,None,Homosexual,B,-119.16924977159621,E,D,D,1
Buddhist,55,Mental,Other,B,-118.41749272331074,A,E,D,0
Hindu,35,Mental,Bisexual,E,-31.609351041106315,D,C,D,0
Other,42,Mental,Homosexual,C,56.674078012572146,D,D,E,1
Buddhist,27,Physical,Other,A,-144.6109712153089,C,E,B,1
Muslim,25,Yes,Homosexual,A,19.19360732641415,D,D,B,0
Christian,95,None,Heterosexual,A,47.33086955036347,E,D,A,0
Christian,30,Yes,Bisexual,E,-42.95357657019782,E,C,C,1
Hindu,74,Mental,Heterosexual,B,93.13994710942663,B,E,D,0
None,78,Physical,Heterosexual,C,-100.41083412511152,D,E,D,0
Christian,32,None,Heterosexual,E,-239.68291772645713,E,E,D,0
Other,33,No,Other,E,-34.48763608017348,D,C,D,1
None,84,Both,Bisexual,E,25.661767653049477,E,D,E,1
Hindu,91,No,Heterosexual,E,-1.0431385393211674,B,A,C,0
Other,28,Both,Homosexual,E,-115.79252141401473,E,B,B,0
Christian,60,Physical,Other,A,112.28969362043352,C,B,D,0
None,87,Yes,Heterosexual,B,117.2847170147706,B,C,D,0
Buddhist,21,Both,Bisexual,B,92.29935181929562,D,C,C,0
Jewish,51,No,Heterosexual,B,-2.151528573674032,C,A,E,1
Buddhist,94,None,Homosexual,E,-71.59378771663687,E,B,A,0
Muslim,30,Both,Other,D,231.52815389090242,E,C,D,0
Jewish,42,None,Homosexual,B,-97.87775480760267,E,B,A,0
Muslim,34,Both,Other,C,75.71283434685094,E,E,D,1
Buddhist,31,No,Bisexual,D,89.08135794411092,C,D,E,0
Jewish,39,Mental,Homosexual,A,101.49144574124537,C,D,E,0
Jewish,32,No,Heterosexual,D,-9.552599221727927,D,C,C,1
Christian,52,Mental,Bisexual,B,-37.712465202389275,B,D,E,0
Christian,93,Both,Other,D,170.32840001261505,B,A,E,1
Muslim,56,Both,Homosexual,D,39.716398394951405,D,B,E,0
Other,35,Mental,Homosexual,A,63.510607161409794,C,A,A,1
Other,96,Yes,Bisexual,C,0.4051186368785275,C,E,A,0
Hindu,43,None,Homosexual,E,-86.93674079247693,A,E,E,1
Buddhist,22,Mental,Other,B,6.543775166329,A,C,D,1
None,87,None,Heterosexual,C,-29.27794897550782,E,B,E,1
None,18,Mental,Other,A,116.40558361199709,C,C,C,0
Hindu,71,Mental,Bisexual,A,-52.57650040665697,E,C,B,0
Jewish,57,Physical,Bisexual,C,31.147869965263585,D,D,E,0
None,59,Mental,Bisexual,C,116.72160267175087,E,A,E,1
Other,98,Mental,Other,D,-79.36949684217781,C,C,D,1
Hindu,92,Both,Bisexual,E,-55.72474521418733,D,B,D,0
Buddhist,61,Yes,Homosexual,A,-97.81437212839535,A,C,A,0
Hindu,79,No,Bisexual,D,-41.694005417076696,D,A,C,1
Jewish,61,Both,Homosexual,B,-102.0995729608761,D,E,B,0
None,38,None,Heterosexual,E,20.828933110610873,C,C,E,1
Christian,84,Yes,Homosexual,D,-136.7011903434828,C,A,E,1
Christian,42,Physical,Homosexual,D,-21.174613626578793,D,A,E,1
Buddhist,80,No,Other,A,-40.51107418460812,C,B,B,1
Muslim,76,Yes,Homosexual,E,-22.905032237875222,C,C,A,1
None,98,No,Homosexual,E,-50.21924878412888,D,E,A,0
Buddhist,24,Physical,Homosexual,B,37.6999526793446,B,B,B,0
Jewish,39,Physical,Bisexual,C,13.624933301530781,A,C,B,1
Christian,46,Physical,Heterosexual,D,108.97340149694222,D,E,C,0
Other,20,No,Homosexual,D,37.77036338653193,C,E,C,0
Jewish,95,None,Bisexual,D,-102.58860037178907,B,A,C,1
Buddhist,94,Physical,Bisexual,E,-109.98491698715405,C,D,E,0
Hindu,33,Physical,Homosexual,A,-130.16942133281734,B,C,E,1
Jewish,39,Both,Other,B,105.89133241244252,B,E,E,1
Buddhist,51,None,Bisexual,E,-198.22368719259862,D,E,C,0
Other,53,Both,Heterosexual,B,5.16761565016441,B,A,B,0
Jewish,58,Both,Homosexual,B,-82.24998457616451,D,A,E,1
Hindu,32,Mental,Other,A,-79.66262204978646,E,A,D,0
None,38,Both,Heterosexual,C,-112.50113852570318,C,D,B,0
Other,91,Mental,Bisexual,A,-83.04877783639728,E,C,B,0
None,21,Mental,Heterosexual,E,7.323124349450068,A,D,B,1
Muslim,73,None,Bisexual,D,154.64734670205462,B,A,B,0
Hindu,84,Mental,Bisexual,C,-76.35427390673651,D,C,A,0
Jewish,36,Both,Bisexual,A,34.028979148018074,B,E,B,1
Buddhist,83,Both,Bisexual,A,112.73418631257253,E,C,A,0
Jewish,99,Physical,Other,C,-63.218232465648114,A,A,A,0
Christian,89,Yes,Homosexual,E,220.33512410611397,C,E,E,1
Muslim,29,Yes,Bisexual,D,83.98513148358607,D,E,C,1
Jewish,35,Mental,Other,E,-1.9076344199852653,E,C,B,1
Hindu,44,Yes,Other,D,33.33713476059787,B,C,A,0
Buddhist,67,Physical,Homosexual,B,17.658711090682147,B,C,B,1
None,71,Both,Bisexual,A,92.72196477313182,D,A,B,1
Other,18,Physical,Bisexual,E,55.5573945601049,C,A,A,1
None,83,None,Heterosexual,D,-1.2046946936055893,D,E,D,0
Other,79,Physical,Bisexual,E,56.48614277465084,C,A,D,0
Muslim,81,No,Heterosexual,B,-166.8740780721965,C,B,E,0
Christian,36,No,Bisexual,C,149.56200683835914,A,A,E,1
None,24,None,Heterosexual,A,83.02274881124467,A,A,B,1
