AgeGroup,married,nation,veteran,feature_0,feature_1,feature_2,feature_3,feature_4,target
26-35,Divorced,India,Veteran,-60.5957962383019,A,A,A,29.514883235953036,0
36-50,Married,Other,Veteran,56.75003067546556,C,A,B,-84.05099735767122,1
51-65,Widowed,US,Non-Veteran,24.97519075152504,A,D,E,-22.199709072464092,1
18-25,Divorced,Other,Yes,-88.02059954496731,C,B,B,60.401022242003755,0
65+,Single,India,Non-Veteran,-44.05464948429639,B,A,D,51.63691411049335,0
65+,Married,US,Veteran,-39.00236156898041,D,D,E,-80.33063261961902,1
65+,Divorced,India,No,-81.97156458481177,B,A,D,40.209988810963324,1
65+,Widowed,India,Yes,-24.177766254922748,E,E,E,20.74033729328161,1
18-25,Single,Mexico,Veteran,-18.99380857513922,A,B,A,-56.48202271166435,1
51-65,Widowed,UK,No,-212.66383788639337,A,E,A,135.90485932383746,0
18-25,Single,India,No,-133.10084926975924,A,E,C,75.0832536439227,1
18-25,Divorced,Brazil,Veteran,207.87891442244822,D,A,E,-57.84654829716032,0
65+,Married,UK,Non-Veteran,14.183437684486751,E,D,C,18.75589462603982,0
36-50,Divorced,Mexico,Yes,-214.68718456995225,A,C,B,-5.671118641233089,0
26-35,Widowed,China,Non-Veteran,127.35718487982133,A,D,C,-190.37074769874238,1
18-25,Single,Other,No,184.11096459417627,B,C,E,-57.04981997372571,1
18-25,Single,Other,No,-31.159938313978756,C,E,A,2.917762066551258,1
36-50,Married,Germany,Veteran,-107.32921127199235,B,E,A,-83.1032995519862,0
36-50,Widowed,Germany,Veteran,21.980684699067428,B,A,E,-94.69792239042624,0
26-35,Widowed,Brazil,Non-Veteran,-102.69581278166149,C,B,E,57.853814724041996,0
18-25,Widowed,India,Yes,226.72311299188473,C,B,B,214.46478654538515,0
65+,Married,China,Non-Veteran,-91.35935336850379,A,D,B,48.72822171652727,1
51-65,Widowed,Other,Non-Veteran,11.577379821416232,A,B,C,25.97416498470976,0
65+,Married,China,Yes,-5.528002603418965,E,A,A,-99.20663376937817,0
51-65,Married,Other,No,-34.408444577943236,B,E,B,146.77091258722416,1
18-25,Single,Brazil,Veteran,-62.573241103724385,A,B,E,22.069288438552107,1
26-35,Single,India,Non-Veteran,46.885839890510695,A,D,B,-153.7525998619104,0
51-65,Single,China,Non-Veteran,-67.68461311577974,B,E,C,70.80356668945613,1
18-25,Married,UK,Non-Veteran,133.67186157186953,A,D,A,63.04490745301966,1
18-25,Married,China,Non-Veteran,15.481304570652842,B,E,D,68.3053226211295,0
36-50,Married,Brazil,Veteran,-194.73686157950945,A,D,B,-66.99106215613841,1
65+,Single,US,No,-96.23653136266574,B,C,B,116.4389180130018,1
26-35,Widowed,Germany,Yes,202.21552922432764,A,A,B,95.19771753356319,1
26-35,Married,Other,Yes,-215.07988139320352,C,E,E,-99.08693032480952,1
18-25,Widowed,China,Veteran,-71.28443378973358,B,B,D,-139.656406541723,1
51-65,Divorced,Brazil,Yes,-125.82513669135642,D,A,C,42.49890411945405,0
26-35,Married,Other,No,-29.49101760131518,D,C,E,-137.094472400851,0
26-35,Widowed,Mexico,Yes,-69.86127642672298,B,D,B,-103.40130087635914,0
51-65,Single,Mexico,Non-Veteran,-74.93120281846619,D,E,D,-65.90839868328764,1
65+,Single,Brazil,No,26.066369054207584,D,B,A,-162.10238525499048,1
36-50,Single,Other,Yes,-93.06223064257249,D,D,B,180.37214463139054,0
36-50,Married,China,Veteran,-88.56432703130335,E,D,E,14.380905004595276,1
36-50,Single,Germany,Veteran,-53.5113486961931,E,B,C,-64.23246907806399,1
51-65,Divorced,US,No,19.805600453559464,C,B,D,-42.37077873276348,1
18-25,Widowed,China,Non-Veteran,52.96688128807403,B,D,E,-109.78982342822601,0
18-25,Divorced,India,Non-Veteran,-178.20564294428095,A,B,E,73.67275130927159,0
36-50,Divorced,Germany,No,-21.77029676517071,C,B,A,-25.4339074159464,0
51-65,Widowed,Mexico,Veteran,52.33648339290959,D,A,E,-120.96595240093339,1
26-35,Married,Germany,Veteran,90.77452590375421,A,A,E,20.945684958018653,1
26-35,Married,Mexico,Non-Veteran,-10.33759717956286,E,E,B,96.19482143882405,0
51-65,Widowed,UK,Veteran,-1.7767844607151275,C,C,C,-0.48000336151729617,0
65+,Single,Brazil,Non-Veteran,226.211308402226,E,C,B,35.07297532893846,1
65+,Single,Brazil,Veteran,53.18826693515016,C,E,C,27.99091967471347,0
51-65,Single,Brazil,Veteran,-124.80741097626166,C,A,C,17.009330734811893,1
18-25,Married,India,Veteran,65.70596864952194,C,E,E,-183.22384146513352,0
51-65,Married,Germany,Veteran,-43.23947852797335,C,D,C,-79.29326916971024,0
51-65,Widowed,India,Yes,42.62262251808504,D,A,B,133.69070781256335,1
51-65,Single,Mexico,No,-41.90078789605079,E,A,A,109.95637309320631,0
36-50,Widowed,Mexico,Yes,26.532499086810407,B,B,D,-33.787731739876556,0
51-65,Single,Brazil,Non-Veteran,-189.10872093633685,C,C,A,-80.07562699196086,0
26-35,Divorced,Other,Yes,127.04348440583526,A,B,E,-116.2391438178088,0
36-50,Married,India,Veteran,59.41951951254285,B,C,B,44.40011603760542,0
26-35,Divorced,Other,Non-Veteran,-39.68813031757406,D,D,D,30.640196020396402,1
26-35,Divorced,Brazil,Non-Veteran,71.01066121595188,D,B,D,-55.06320464497482,1
36-50,Single,Germany,Yes,-25.825640127678213,E,B,E,-184.01510073485724,0
26-35,Divorced,India,Yes,199.7126473624362,C,A,D,-33.98123200557517,0
18-25,Divorced,Germany,Yes,-80.0268069425519,C,A,B,-106.53663368391389,0
51-65,Married,Other,No,133.50100345784787,B,E,C,-49.86204874157271,1
26-35,Divorced,US,No,57.05691168350944,C,A,D,-96.61690568746931,0
51-65,Widowed,Brazil,No,0.5921021854504076,E,A,C,114.20400653094944,1
18-25,Divorced,Mexico,Veteran,-92.6769101612008,A,D,E,-65.64088636972632,0
65+,Married,Other,No,-95.64711801087586,E,A,B,57.49076401874477,1
65+,Divorced,Germany,Yes,30.056194626542144,A,D,B,143.12445612887984,1
65+,Married,India,Yes,10.318437266311928,B,C,C,-38.30935786238586,1
36-50,Widowed,UK,Non-Veteran,-17.845208533255388,C,B,B,30.710219905017045,1
65+,Married,UK,Non-Veteran,-10.154380198146088,C,B,E,88.27518002443155,1
51-65,Single,China,Veteran,98.00384357718663,E,B,B,-67.45648618832215,0
51-65,Single,Other,Yes,-10.466823959270046,E,B,A,30.041614260151462,1
26-35,Single,Brazil,No,111.9024602888244,E,B,D,-71.46259052828925,0
36-50,Widowed,Germany,Yes,-167.30864394668046,E,C,C,-20.05635824694166,0
36-50,Single,UK,Non-Veteran,122.63533772717996,E,B,B,-20.67180686496299,1
51-65,Married,India,Non-Veteran,56.85270174839926,B,D,D,11.471362877107845,0
18-25,Single,India,Yes,-45.02048364137608,A,D,E,43.62238941455207,1
36-50,Widowed,Mexico,Yes,-1.738170658188257,D,D,B,-50.7063243488483,0
51-65,Married,China,Non-Veteran,-136.8725948907997,C,C,B,-189.31703266123995,0
36-50,Married,UK,Yes,-2.349202495611011,A,A,A,90.0020360603818,0
65+,Single,US,No,164.98429520088982,D,A,D,30.956137220493158,1
18-25,Single,China,Yes,56.149605197080575,E,D,A,227.1495062970803,1
26-35,Widowed,India,Non-Veteran,-85.43053693825144,B,A,B,-76.9940131773288,1
36-50,Widowed,Germany,No,-124.9692427041448,D,B,C,-47.713528102172525,0
36-50,Widowed,China,No,-44.76883520204765,D,D,A,97.1137677723649,1
65+,Single,Mexico,Yes,152.01880274807468,D,C,D,151.2481687272868,0
51-65,Divorced,Other,Yes,-175.0487100878728,D,A,B,27.535410487933493,0
18-25,Widowed,Germany,No,112.24563542278199,D,B,D,-21.42814955123745,0
26-35,Single,US,Yes,-60.85012700005022,A,E,C,113.91810023798253,0
26-35,Widowed,UK,Non-Veteran,-2.7560626807096944,A,E,A,36.960973176752645,0
36-50,Married,India,Yes,38.631920854563525,E,D,C,-23.848164407123047,1
51-65,Single,Brazil,Non-Veteran,112.80178693890461,B,A,D,26.428933554365848,1
51-65,Divorced,Brazil,Veteran,163.07614094247802,C,B,B,-255.0751687634226,0
26-35,Widowed,US,Veteran,94.64001410921645,D,C,B,38.383131320487415,0
18-25,Single,Brazil,Non-Veteran,-183.6778452086543,C,A,B,30.625270659746707,0
51-65,Married,UK,Veteran,71.55174546017352,B,D,E,-33.29296750947561,1
65+,Married,UK,Yes,-21.495927569054185,A,E,D,-103.01820326067921,0
51-65,Married,Other,No,-24.58632096947635,E,C,C,50.16183735641416,1
65+,Divorced,China,Yes,27.03949099410582,E,C,B,92.22763530262459,0
65+,Single,Brazil,Non-Veteran,-214.44683298161894,D,E,C,188.98954862158305,1
51-65,Divorced,US,Non-Veteran,89.12180929091836,C,D,E,44.5599514944549,0
18-25,Single,UK,Veteran,2.4779512320926655,D,C,D,27.325642646859784,1
51-65,Single,US,Yes,-54.182257675298786,C,D,C,-51.09600742100624,0
65+,Single,UK,Non-Veteran,103.80630034875105,C,C,A,135.29389808069448,1
26-35,Single,UK,Yes,-54.96861946957697,B,E,A,-144.9139982539817,0
36-50,Single,UK,Non-Veteran,-143.11879069886606,D,C,D,8.325200294313946,1
18-25,Widowed,Brazil,No,-68.45359781780739,D,B,E,-175.85410521283214,0
36-50,Single,China,Yes,142.3593547150468,C,D,C,11.7094699812007,1
26-35,Married,China,Yes,86.49277611544741,D,C,C,-9.8605644222596,0
18-25,Widowed,Brazil,No,14.836783618906392,D,D,A,59.8868687913434,0
18-25,Divorced,Mexico,No,24.218838896976447,D,E,A,10.087420590410362,0
26-35,Single,China,No,44.15513861180599,B,C,B,3.002938942558925,1
18-25,Divorced,Other,Non-Veteran,-26.459093686845264,D,E,C,-68.0805467976057,0
26-35,Divorced,India,No,25.330689998700663,E,D,B,18.899124937740897,1
51-65,Widowed,US,Veteran,-211.49137301559887,E,B,C,-249.43906016181296,1
65+,Divorced,Other,No,143.8379489293271,D,E,A,46.99852497653278,0
36-50,Single,China,Veteran,212.01569198567393,C,A,E,99.09745163196051,0
51-65,Married,India,Non-Veteran,-27.719259833304527,B,B,B,-132.4264706048075,0
65+,Divorced,Mexico,Non-Veteran,-100.2752242900351,E,D,C,49.68370038470571,1
18-25,Divorced,China,Non-Veteran,24.699808756310443,C,B,D,156.02618815847583,1
36-50,Married,Mexico,Yes,-13.26907658562434,B,C,E,-109.6591017833742,1
65+,Single,Other,Yes,95.73046145192738,B,E,B,-16.33308539479962,0
36-50,Married,Germany,Veteran,80.48402652655768,A,B,D,-7.559691429331808,0
26-35,Single,India,No,-195.39846128406126,C,A,D,-54.19615589485686,0
65+,Widowed,US,Non-Veteran,-44.99529160138878,A,E,D,91.09860445826008,1
36-50,Widowed,India,Yes,3.9178650040092826,A,D,A,136.0623757994418,0
26-35,Single,Mexico,No,60.90669133820907,D,B,A,126.97125693031741,0
18-25,Divorced,UK,No,-151.49240184272315,E,D,A,-191.96042873685695,0
65+,Single,UK,Yes,-92.37633217993681,C,C,C,-56.84585136011924,0
65+,Divorced,Other,Yes,41.2613727252084,E,E,A,15.61405466518038,0
65+,Divorced,China,No,-225.52343537176242,A,C,D,-49.18023084252133,0
51-65,Single,China,Non-Veteran,92.9776836380386,A,E,C,121.75612493676967,0
26-35,Married,India,Veteran,73.57893217906414,A,C,E,-168.64855713583353,0
65+,Single,Other,Veteran,-144.16230913358507,A,D,C,-59.976510213534226,1
51-65,Married,India,Non-Veteran,-20.337894400193658,B,E,E,-20.719777627154816,1
18-25,Divorced,US,Non-Veteran,-54.789836908541886,C,A,B,-46.13408111029809,1
36-50,Divorced,Germany,Yes,87.94203745260232,C,C,A,-20.124346677943965,1
51-65,Married,China,Veteran,35.948396411220166,E,E,D,-12.913477916622224,1
26-35,Single,Mexico,Veteran,71.41606947031414,A,E,B,45.64381317269072,1
26-35,Single,Other,Yes,134.2103237986085,E,D,E,-31.671003721758346,1
26-35,Widowed,Mexico,No,262.25992400603377,A,C,A,-27.91502163880798,1
26-35,Divorced,Germany,Yes,-70.29230573274927,A,C,C,29.245408326083215,1
26-35,Widowed,Mexico,Non-Veteran,89.10221650241073,E,B,E,90.53214517389505,1
36-50,Married,China,Non-Veteran,13.25081104701229,B,E,B,85.20454874515559,1
18-25,Married,Germany,Non-Veteran,11.08687330875163,E,B,D,-71.27825686702919,1
65+,Married,China,Yes,126.94850328217467,D,C,C,25.346531506779684,1
65+,Widowed,US,Yes,-77.96067530240792,B,A,B,-57.6940971583572,0
18-25,Single,Mexico,Yes,50.69957258774869,C,A,B,-32.88010948789519,0
65+,Single,Other,Yes,-114.14940812118996,A,C,A,14.53234150964281,1
36-50,Divorced,Other,No,69.34406753836188,E,B,C,-135.02613447846088,0
51-65,Widowed,China,Non-Veteran,14.110519109131797,E,C,C,384.5319085914983,1
26-35,Divorced,China,Non-Veteran,-2.1198354916588764,A,D,D,0.9436989918818578,1
36-50,Single,Brazil,No,-93.72964885093849,E,E,C,-88.5489792406118,0
36-50,Married,Brazil,Veteran,-4.962183557044058,D,D,A,152.6962184466312,0
65+,Widowed,Other,No,-18.645037908363076,E,B,D,-203.92308322820298,1
51-65,Divorced,Brazil,No,38.31098020524558,B,B,A,40.290166123600414,0
26-35,Divorced,Other,No,182.77568833265684,E,C,A,-9.867574940523976,0
51-65,Widowed,China,No,-20.703229393385715,C,C,B,66.86713000550746,0
26-35,Widowed,Germany,No,11.713725604317968,C,E,A,76.83275287466317,1
18-25,Single,Germany,Yes,92.77066298550575,B,B,D,-149.62025340383826,0
36-50,Single,US,Veteran,-16.31940852136372,C,C,E,47.59165425895653,1
36-50,Divorced,UK,Yes,-124.46008910868338,C,E,E,-21.429818759037104,1
36-50,Divorced,Mexico,Non-Veteran,-31.430305977514646,A,B,C,77.16755906581916,0
36-50,Single,Mexico,Yes,-60.69118865234271,B,A,B,-79.93536532313442,1
18-25,Divorced,Brazil,Veteran,-96.25575689789342,C,B,A,103.76189614421942,0
26-35,Single,Germany,No,35.04515140804633,E,C,A,-96.21312963470537,0
65+,Widowed,Germany,No,-23.786428987150366,E,E,B,7.872965894299395,0
36-50,Married,Brazil,Yes,68.71173380240161,A,A,A,37.990476498898076,1
36-50,Divorced,Germany,No,37.8779309327306,E,D,B,-18.089501734795867,1
26-35,Married,US,Veteran,3.16580088913362,A,A,B,-47.768023625412944,1
36-50,Widowed,US,Veteran,-55.97180896824007,D,C,E,129.6278681291114,0
26-35,Divorced,UK,Veteran,90.89201402186505,A,E,B,-134.77589772560404,0
65+,Married,Brazil,Non-Veteran,31.950806033335294,B,C,B,209.03677868012403,1
51-65,Divorced,US,Non-Veteran,-22.520815231536933,C,C,B,120.8663007430178,1
51-65,Widowed,Mexico,Veteran,-29.17579172663115,E,C,E,-21.802169473825753,0
51-65,Married,Germany,Non-Veteran,98.97717698441724,B,C,B,101.18914342287628,0
26-35,Single,US,Non-Veteran,-1.803970856144949,C,D,E,-25.58395015249416,1
36-50,Widowed,Other,Yes,121.49032337394587,A,A,E,-39.76210189246063,0
18-25,Single,US,Non-Veteran,74.57945933804623,A,D,B,57.5486183209467,1
36-50,Married,Mexico,No,28.352367644710448,D,E,E,-145.59689528576197,0
36-50,Divorced,US,Yes,212.97832974033795,A,B,D,-80.63098732964042,1
36-50,Single,India,Yes,-49.1294673748838,E,C,D,-4.240883986632923,0
26-35,Divorced,China,Non-Veteran,-141.31985167509868,D,A,D,19.784450790471425,0
65+,Divorced,India,Veteran,-43.49836058681028,E,E,C,-50.90374143766234,1
36-50,Widowed,US,No,84.06704902565083,A,E,C,-1.5707195977594446,1
51-65,Married,Germany,Non-Veteran,5.396600144749818,C,D,B,-68.64825257436847,0
65+,Divorced,UK,Non-Veteran,83.20038976925228,A,D,A,44.34650887561807,0
36-50,Divorced,Germany,Yes,-102.69033537558366,C,A,C,-119.42607547837187,0
36-50,Married,Mexico,No,50.652386648528015,E,C,E,149.20319429198048,1
51-65,Divorced,Germany,Non-Veteran,-176.71022860443284,D,C,A,-76.05522829834243,0
18-25,Married,UK,Non-Veteran,192.0606288991994,E,D,E,-66.53823481271937,1
26-35,Widowed,Germany,Yes,184.33878541113913,B,E,C,-46.68079882451568,0
36-50,Single,Mexico,No,-133.0730904876496,A,B,A,-16.552469303956645,1
51-65,Divorced,China,Veteran,-43.21421239498612,C,D,B,99.20920634654811,0
36-50,Divorced,Mexico,Veteran,-3.254105760544458,D,C,B,28.302430524726795,0
18-25,Widowed,Mexico,No,-105.15937638946144,A,E,E,80.143868275809,0
26-35,Single,Mexico,No,-35.7196836802517,A,B,D,262.9346673743845,1
65+,Married,India,Non-Veteran,138.67847694769907,A,B,C,-128.02401119233883,1
36-50,Divorced,UK,Yes,32.829948969346304,A,B,B,262.85604135863775,0
18-25,Divorced,China,Veteran,100.47653723957745,E,D,B,-86.0183780088768,0
65+,Married,Other,Non-Veteran,-48.93516411388193,D,C,E,15.355753689854467,0
26-35,Married,Other,Yes,-27.276388239435278,A,A,D,-201.69900810301436,1
36-50,Married,India,Yes,22.50790025914954,B,C,E,-39.29565569271053,1
18-25,Single,Brazil,Veteran,59.69750746622186,D,D,B,-8.224222386107916,0
26-35,Widowed,Other,Non-Veteran,-89.86823364262871,A,B,C,-60.61338777415492,0
26-35,Single,Brazil,Yes,144.54096604529653,D,C,D,-219.29591735931984,0
51-65,Married,UK,Non-Veteran,-97.20840072704837,A,C,C,19.741736582864345,0
36-50,Single,US,No,24.93016481984743,A,A,C,-85.32300108506602,1
65+,Widowed,India,No,25.82163942874478,D,A,B,-114.42989024862096,0
26-35,Married,Mexico,No,45.37129992446201,E,E,B,75.66793781042954,0
65+,Married,Brazil,Yes,-11.694034608973833,A,D,C,-40.45653931604747,0
18-25,Married,China,Veteran,-40.07456352983746,D,E,D,58.75901774794313,0
36-50,Divorced,Mexico,Yes,137.54043113234204,A,A,A,121.66902482863102,1
26-35,Married,Mexico,Non-Veteran,0.42551552457026737,E,B,E,-26.94227795551431,1
18-25,Married,India,Non-Veteran,99.03472033688728,E,E,C,-17.80049836652643,1
26-35,Divorced,Other,No,-45.361610779643485,D,C,A,80.26473267705826,0
18-25,Married,Mexico,Veteran,-4.978961412195441,A,A,C,120.0826363297834,1
65+,Single,UK,Veteran,81.70177735333294,D,A,D,-111.5180799633085,0
36-50,Married,UK,Non-Veteran,51.11422046517068,D,E,C,73.35108819336597,1
18-25,Single,China,Yes,-3.636707851464078,B,C,A,91.51342914625121,0
36-50,Married,UK,Yes,-15.661216681269838,D,D,D,-114.61174755094375,0
36-50,Married,UK,No,-4.880864047996479,B,D,A,62.15869187979099,0
26-35,Single,Germany,Non-Veteran,77.35590106205657,B,E,E,-37.54606837794243,0
65+,Single,India,Veteran,-131.33056425062796,A,B,C,3.9902190631345533,0
36-50,Married,India,Yes,-23.156322215620484,C,D,D,-82.6234733731703,1
36-50,Divorced,US,Yes,102.8426814737263,D,E,E,-61.49437618218253,1
36-50,Single,UK,Veteran,-8.72178656401922,B,A,C,-28.130402110680485,0
26-35,Divorced,Other,Yes,-39.65241063328241,A,C,C,50.9188449968759,0
18-25,Single,US,Yes,104.58398486539735,B,C,D,-60.760766380481435,0
65+,Widowed,US,Yes,36.13403603385105,E,E,D,-41.22694381218,1
51-65,Divorced,India,No,65.97987029667229,E,D,A,119.71003102203606,1
65+,Widowed,India,Non-Veteran,25.76140962313772,A,A,D,-144.18706926804649,0
51-65,Married,Germany,Non-Veteran,-0.32452540510430167,C,E,C,-77.03368736657589,0
65+,Single,Other,Non-Veteran,-106.60822853709358,C,B,D,-14.497967686610181,0
65+,Married,Germany,Non-Veteran,115.13673323983879,D,C,E,-184.1477643002466,1
36-50,Married,Mexico,No,-165.54241187713978,A,B,A,-13.140152673202074,0
51-65,Single,India,No,20.502085139541474,D,C,C,-16.284468028244305,0
18-25,Widowed,India,Non-Veteran,41.50506483003612,D,C,E,130.26967105963178,0
36-50,Single,Other,No,-44.45058453020986,E,D,B,-222.57694376668204,0
36-50,Married,US,No,-71.40315192828362,E,C,B,71.40589537454488,1
51-65,Widowed,Mexico,Yes,112.19010044021631,A,C,A,-152.5399611490582,1
65+,Single,Brazil,No,-0.060118240905843494,C,E,C,82.77789178135829,1
36-50,Single,Other,Yes,-45.644232793807866,E,D,A,-138.25465402724663,0
36-50,Married,China,Yes,-203.0008123328878,E,D,C,-97.82606582760627,1
18-25,Divorced,India,Non-Veteran,-175.36545951324055,D,E,B,-4.136656355323408,0
65+,Divorced,India,Yes,34.59219064361944,C,C,C,-60.365826649404994,1
18-25,Married,US,Yes,43.8747149248911,A,C,A,10.595997499658175,1
36-50,Married,US,No,53.5442595100976,B,B,D,133.4851417998653,1
65+,Divorced,Brazil,No,52.66120807447241,D,C,D,14.0983419290383,0
65+,Married,China,Veteran,-140.8214988457808,D,A,D,-143.00838956473004,1
18-25,Widowed,US,Veteran,-97.74656967395715,A,B,E,1.860578467317712,0
26-35,Married,Germany,Veteran,-64.6253501025892,C,C,D,-35.08441061765837,1
65+,Divorced,India,Veteran,83.1460419363536,D,E,B,-12.506630647025574,1
36-50,Single,Other,Veteran,111.43901852707354,E,C,D,-47.627098037292804,0
18-25,Single,Other,Veteran,3.703841981467281,B,D,B,71.95550533386475,0
51-65,Divorced,India,Yes,-66.77471658541545,D,E,C,-158.89648011242966,0
36-50,Divorced,US,Yes,-117.93609673032283,A,B,E,143.81077162243773,0
65+,Widowed,Other,Non-Veteran,-140.4850987606467,C,A,C,-58.37026205081726,0
65+,Divorced,China,Yes,-225.0505106688657,A,B,A,35.03066445261887,0
65+,Married,US,Yes,-130.68400393065141,D,D,B,143.63731834469795,0
26-35,Widowed,Mexico,No,26.886401949454715,C,D,D,-32.851047175319636,1
65+,Widowed,US,Veteran,-83.5434467651057,A,E,E,40.87309047643684,0
51-65,Divorced,Germany,Yes,10.759911359478815,D,B,E,141.07164393519642,0
65+,Widowed,US,Yes,50.047211965936654,D,D,B,143.5436113844269,1
36-50,Married,China,Non-Veteran,-194.26802052395678,B,E,D,-13.32987486165886,1
36-50,Divorced,Brazil,Yes,176.22938153723638,B,B,B,-200.4168576708822,1
26-35,Divorced,China,Non-Veteran,56.135116087817224,D,A,B,35.340671166369816,0
18-25,Married,India,Yes,-128.39098773894472,A,A,B,19.718798969831557,1
65+,Single,India,Veteran,-4.495837371406435,E,B,D,-84.13881256148555,1
51-65,Married,UK,Yes,-4.940550646069451,C,B,B,8.277111059289064,1
26-35,Single,Germany,Veteran,-76.91211243371507,C,C,C,-45.59723077340766,1
51-65,Widowed,Other,Yes,69.91539435066485,C,E,A,-13.06175481018241,0
51-65,Divorced,UK,Yes,-22.32498884981589,C,E,B,3.1987029460318004,0
65+,Widowed,India,Veteran,120.40678527106097,E,E,E,-134.73349728428704,1
26-35,Widowed,Germany,Non-Veteran,27.71549254373964,C,A,E,-34.03757118944438,1
65+,Married,Other,Yes,-21.992647380656894,E,E,E,52.33712844376137,0
51-65,Widowed,China,Yes,53.01307622108433,C,A,D,-16.875644030144148,0
51-65,Married,US,Non-Veteran,98.67377570512879,A,A,C,87.48978640600343,1
26-35,Widowed,China,No,-117.18398652378634,C,D,D,-124.92126578946457,1
36-50,Married,India,Veteran,0.17017883846774293,A,B,B,71.79880834356501,0
26-35,Widowed,Other,No,17.395572117621064,B,D,A,-238.9815143871464,0
18-25,Widowed,Other,Non-Veteran,-64.86972324514065,E,A,E,-103.52429150446407,0
65+,Widowed,US,Non-Veteran,-118.50394451092808,D,C,B,83.35722975320373,1
18-25,Married,UK,Non-Veteran,-243.9214994307724,D,C,A,-45.39239204778689,0
51-65,Married,Germany,Non-Veteran,-97.47283315154854,D,C,A,-190.28460167944073,1
36-50,Widowed,Mexico,No,82.44783447123291,A,D,E,103.21020991066764,0
26-35,Married,Other,Yes,82.39766892871039,D,B,D,101.52148894215112,1
26-35,Married,India,Non-Veteran,101.6619328602002,D,E,D,-82.30530396671443,1
18-25,Married,Germany,Veteran,8.196262006631988,D,E,E,69.60313733499655,0
18-25,Divorced,US,Non-Veteran,-20.492033618911684,D,E,C,52.49263588466507,0
36-50,Married,US,Veteran,-143.23120894309284,A,D,B,110.00059179390493,0
18-25,Divorced,UK,Non-Veteran,-1.2967192785007466,D,E,D,-84.74596053034364,1
65+,Married,India,Yes,72.83519081840346,D,C,C,-8.624118168431545,0
65+,Single,Mexico,Yes,107.37620703171748,E,D,E,72.39385437082053,1
36-50,Divorced,Mexico,Veteran,-102.87381341328286,A,C,B,-82.23278255941555,0
65+,Married,Brazil,Yes,83.22251422415255,E,D,A,-6.212799071718787,1
26-35,Single,UK,Non-Veteran,-21.554124278145668,E,C,B,213.81234165600685,1
18-25,Single,UK,Non-Veteran,34.088767622100875,C,D,C,136.59898973320287,1
18-25,Widowed,Brazil,No,-179.8909533206067,C,B,B,110.48048615145206,0
36-50,Married,Mexico,Yes,23.958451550169247,E,B,A,85.30348755379521,1
26-35,Single,China,Non-Veteran,-59.89102208173863,E,D,A,247.50171936306705,1
65+,Single,US,Yes,0.9811613357930145,B,D,B,-83.57014655566321,1
26-35,Single,Germany,No,-27.91204280032949,A,A,B,48.03487984145561,1
65+,Married,China,Non-Veteran,-109.85561658348185,E,C,B,39.267215120671054,0
65+,Divorced,Brazil,Veteran,-130.0494535537468,C,E,D,-134.58898899390908,0
36-50,Married,UK,Veteran,-68.99212080713458,C,D,C,-38.07234208761594,0
18-25,Divorced,Brazil,Non-Veteran,-10.056991121113727,E,A,A,58.73476508701114,1
65+,Married,India,Veteran,205.184135067885,B,C,C,-7.053275324754978,1
65+,Divorced,Brazil,No,-3.5375721793473107,D,C,E,56.20724116903336,1
18-25,Married,US,No,2.6932764597060643,C,C,E,-141.45761324515766,0
51-65,Single,US,Non-Veteran,3.1703097008348795,E,C,D,-46.528277389639165,0
18-25,Single,Germany,Non-Veteran,84.6505455161869,B,B,C,76.6607794993289,0
51-65,Divorced,US,Yes,-5.441023089465665,B,D,C,-62.35880447428597,1
26-35,Widowed,Germany,Yes,-88.83471141054626,A,B,E,-32.173242479230865,1
36-50,Widowed,Mexico,Veteran,-32.38192253099139,E,B,B,-104.20176488281483,0
26-35,Widowed,UK,Yes,88.63022804840766,E,C,E,150.16558519931596,1
51-65,Widowed,China,Veteran,32.1023446638075,E,B,E,11.81138877794059,1
26-35,Married,US,Veteran,239.51686605313088,A,D,D,-32.320070956110186,1
26-35,Divorced,India,Yes,21.914575658373224,D,E,C,-20.33508643161523,1
65+,Divorced,US,No,60.387644210735246,E,C,A,-68.50887711417366,0
18-25,Widowed,China,Veteran,24.988915516699976,D,A,B,-50.72715396863842,1
18-25,Divorced,Germany,Non-Veteran,75.41537577174459,E,A,A,-35.37823035200318,0
51-65,Single,Germany,Veteran,-29.110374262947776,E,A,E,35.5984861993523,0
36-50,Single,China,Non-Veteran,158.94626200021088,E,E,B,-16.431497521762836,1
18-25,Single,India,Yes,-43.32441863917561,B,B,E,160.90806374136818,0
36-50,Widowed,Other,Yes,19.151849112923056,B,A,B,2.8049798319056443,0
65+,Divorced,UK,No,99.2523012808143,C,D,C,-13.105005823559335,0
36-50,Single,Other,Veteran,-25.001523909953416,E,A,A,-151.47767841004494,0
36-50,Married,China,Non-Veteran,-184.86077991397883,A,E,E,14.132753212339155,1
65+,Widowed,India,Yes,-61.13656444359615,C,A,D,-57.77672995546366,0
36-50,Single,UK,Yes,114.93493826410133,C,A,B,133.118444890742,1
51-65,Single,UK,No,7.310080634336864,E,B,E,-9.140489271051694,0
51-65,Divorced,Brazil,Veteran,27.8678134088388,C,E,A,-47.539018320337334,0
65+,Divorced,India,Veteran,78.29506922786456,D,A,C,91.60727874574171,0
18-25,Married,China,Veteran,9.879697036460735,D,C,E,-147.46962026761034,0
51-65,Divorced,China,Non-Veteran,82.75993520330525,A,C,D,121.65902791629495,0
