disability,marital_status,military,Race,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
No,Single,Veteran,White,D,-110.76049214804998,D,84.43832928743818,C,67.13987355550421,6.44664681397515,A,A,B,-148.36338275530946,-50.95885862341003,12.00375019547792,98.4267407299806,1
Both,Divorced,Non-Veteran,White,E,-217.7552643418651,C,-106.47790691819827,B,-41.766262767607145,60.9598570632777,C,B,D,77.44985086302896,44.11836231377929,53.966754874293464,-83.44829827887146,1
Both,Widowed,Yes,White,C,-17.63260464595392,B,64.23621543085709,C,-44.603018555054845,53.950363465557906,E,B,C,66.49704168762155,17.982620792137,36.63134854523561,64.61436688233422,1
Mental,Divorced,No,Asian,B,-62.906302564872675,A,34.74634977961351,D,-86.60613420492169,-92.7903239443281,B,D,B,-48.83105017841167,68.4837526020961,123.13293385380055,48.82374901255784,1
No,Widowed,Yes,Hispanic,D,112.17931756176456,A,46.767618979261705,A,143.0722998640351,-0.8914649378801435,B,A,E,-161.13889555403378,-151.45534804194938,-171.34521428971806,-131.16229997144623,1
Mental,Single,Yes,Hispanic,E,-94.84501599692489,A,132.77980336160496,B,39.94765688058307,-203.8279297779194,E,C,B,194.28618932635612,-143.5541235938137,39.16628418050973,-48.29531213725185,1
Physical,Widowed,Yes,Hispanic,B,-36.231088014790174,D,6.348327441936322,E,-31.770840126961385,94.50625645451795,D,D,B,-4.7739799786277635,-10.009947108359594,11.096207195645425,-19.313610406924788,1
Physical,Married,Yes,Asian,E,-5.924783100092167,A,-91.94566555860692,D,-113.21139581147341,-123.39216179172297,C,C,D,-190.99161082712962,-116.18016181382129,-28.23044776853302,47.088326115812215,1
Mental,Divorced,Veteran,African American,E,-158.22102191053798,E,56.944404287484026,E,-126.60090745469236,1.0732377842582916,B,B,A,-114.36043339998928,-80.50562479350127,-147.2281966309455,-97.56263685935464,1
Mental,Single,Veteran,Hispanic,B,-73.29944159469991,A,-10.947359125908838,E,-31.52610725585917,-98.66338411559302,B,B,D,110.05531060154657,-71.82693562482963,-185.8883250984988,-58.58252589024596,1
None,Single,Yes,Hispanic,E,-69.94099338428008,D,-25.95755780514552,C,85.23335432457249,110.30041706490039,D,E,A,-40.66679222270346,46.0096140113324,195.92937812505895,-39.90331833487713,1
No,Divorced,Veteran,White,D,-49.362762494036275,B,-109.68073619262273,E,41.876405744460165,75.83529205820273,E,A,A,89.91590533809989,-112.64084386251596,-7.077280658958421,-112.46528346290737,0
Mental,Widowed,Yes,Hispanic,C,-174.53451981579255,B,64.51245055497992,B,-44.19143754907412,121.46396786240527,D,A,C,-130.81130768862926,61.23342599328387,-101.86260675397251,46.965141068543176,0
No,Married,No,Hispanic,C,-21.95127617494968,E,128.8114444674005,B,-49.29646004007964,-107.12610449242067,A,E,A,118.0560641322413,-71.16072878368627,109.60563335723563,-99.38955219531917,0
Physical,Married,Non-Veteran,White,E,-76.43172884227957,D,150.20507386992398,C,1.9220569437792319,-86.53823594694799,D,B,B,-210.2677709577101,-105.02092440660036,-27.65269960307312,24.539572527857935,0
Yes,Single,Yes,Asian,D,22.464305076208017,D,-114.66439643638427,E,67.74480498959294,2.737651887745352,B,E,A,-9.317979013984912,143.12412044725065,-40.89054586562979,6.86859246171664,0
None,Widowed,Non-Veteran,White,A,-66.61971211211183,A,84.07467331405998,A,-26.16307966470505,-135.87205434181354,A,D,B,-216.38217438430502,-178.76848671125524,-138.99047582734795,37.82709219901328,0
Physical,Widowed,No,Black,B,34.667301376216436,A,8.641125811734627,E,15.78413396305359,25.748434807475274,A,C,E,94.0494161432455,0.007332679245942966,83.95885316903464,-179.88344358055346,1
Both,Widowed,Non-Veteran,African American,A,-40.56112308127992,E,46.74311297201924,E,57.73352313119481,33.94847338344083,A,D,C,53.6074152882991,41.38495115743156,28.985416365202067,-139.01712528351908,1
No,Widowed,No,White,C,65.50683786648266,B,-40.75007930380764,A,102.59989831679354,146.94334092589193,E,D,E,-165.5166954238649,-42.54525377222747,78.11915259294653,-33.85980363012362,0
Physical,Married,No,White,D,-54.784204973674896,D,-132.84104285769683,C,-86.00145560025838,-249.3788309981334,A,B,E,-3.238194514357172,-86.06110958761703,-51.12760049387843,-7.558316933837123,1
Mental,Single,No,Black,A,12.122857009881146,B,90.41303263977034,C,105.32839745684721,-70.20969155319828,B,D,C,242.34928466040492,-59.685066470278414,-37.75548928054823,74.22735523639086,1
Mental,Married,Yes,White,D,-93.12854644372334,D,78.23395713029863,E,64.9410480369919,12.849720571383717,B,E,B,135.42584856454948,-95.58950144195249,10.514790291851444,-259.6327770849309,0
Both,Married,Yes,White,B,52.950193235409614,D,6.647315387449456,E,36.20709203817648,-36.97704581407374,D,B,D,-44.68811169967793,-77.64946875363886,-13.31864042824219,-55.17655420252915,0
None,Divorced,No,African American,A,-107.9799017901604,D,16.181823946686432,E,4.677734258250246,21.404233705183096,D,C,B,40.116456044337056,-63.95272911876525,-46.82159524975468,54.534307406336794,1
Physical,Married,Non-Veteran,Asian,E,-27.881830120540897,A,32.7608208083072,D,219.43125316578556,78.636632259461,E,C,B,-202.90108812184005,77.89562749112784,24.49866227457313,95.14609634341629,0
Mental,Widowed,No,African American,D,13.762187482777186,C,13.0750721622748,A,-119.90351853194802,2.772313499350263,A,B,E,81.71457995949261,-63.448010999082186,62.33281363004236,129.7050504688898,0
None,Widowed,Yes,Asian,B,-39.58309640258463,E,33.970806710713234,D,197.1087600317889,228.17419863152844,E,C,B,32.103269920288966,-4.500216717427612,-5.994260041448606,-38.03140960140259,1
None,Divorced,No,Hispanic,E,43.02145889456908,C,141.89243153976855,D,130.64956103999415,-46.81480760325554,A,A,E,145.96762730014464,81.52638128127685,-131.12860904902314,-150.49952508968914,1
Yes,Widowed,Non-Veteran,Other,C,116.49787997977201,E,-55.766234343610975,E,-193.35969224246375,38.33843482841488,C,D,A,-163.8038990542823,57.02318218551174,-64.63710593146517,-62.3288007300024,1
None,Widowed,Non-Veteran,White,C,-172.99349981480134,D,-87.64965722493619,B,265.00511481815033,-17.510450156722193,A,A,A,-124.66833174841324,-13.496486494539864,-1.7774241541309452,-111.95999742678777,1
None,Widowed,No,African American,C,50.40991821287732,C,-15.430932735863134,E,-44.520688652445884,-64.15566888567513,B,A,E,113.9595245144788,84.26735651138124,-133.93938589980377,-5.317608595881201,0
Yes,Widowed,Non-Veteran,Hispanic,D,-114.07438041209505,E,-123.43817670735982,E,-29.16317431864724,146.9318671982956,D,A,B,12.976801920733486,-109.65219371632615,95.54567919186758,-8.145044425630516,0
Physical,Divorced,Veteran,White,E,-140.26620270301464,A,95.29718520157164,C,8.496998369633136,30.64251815009354,B,A,A,174.41673839123268,178.68940361870423,-152.42412666642048,-3.4220907995371252,1
Mental,Single,Veteran,African American,C,-49.49853520918398,A,-118.75741792201724,E,-37.43979896911359,-58.26968889716196,D,A,A,145.4095341679689,145.5453044233417,68.93080681801568,-152.65881789813608,1
Both,Widowed,Non-Veteran,Hispanic,B,223.80179857208336,B,-30.857414159402403,C,23.023212802868713,-48.86858253730886,B,E,E,77.33054420118715,74.49329230748441,176.38577552759594,-193.55369496203846,0
None,Divorced,No,African American,E,204.2895880719068,D,98.73232504451506,D,36.906568495903535,70.89885335070336,A,A,E,65.78301587988581,-85.20150923660486,-121.21795859060269,-184.69113981144142,1
None,Single,Non-Veteran,Black,A,-139.8011143252128,C,134.86257913755736,B,-84.64354081898784,-134.81647664313982,B,B,A,13.832856139161946,-125.14881622376865,60.780627364154824,5.054251752532391,1
Physical,Divorced,No,Other,A,197.90930729738471,A,-16.373385393932494,A,-43.118394630026366,-81.31200350494522,E,D,B,-59.5160294294426,38.320573313997954,-62.413001824102,-106.51712860064409,0
Mental,Married,Non-Veteran,Other,A,-70.55892406124464,E,49.13046984555433,E,4.658240834519885,22.40548353245412,B,A,D,-117.83559705990942,9.658332955222575,-4.64098061124644,193.61555753644228,0
Yes,Divorced,No,Other,B,-29.287731079692627,E,-7.343016513001295,C,17.391226371887278,7.692445751299918,B,A,A,49.56033922993569,-15.396479650577177,-4.378657986443225,9.898317534385386,1
None,Married,No,Black,B,-27.731500004172666,B,116.73585970374117,E,44.89235169898206,180.1555265827772,A,B,A,30.641297401942396,5.520269263073376,50.914374936043814,78.24124666892342,0
Yes,Single,Non-Veteran,White,E,8.44869635703802,B,-104.03034185680171,D,102.71537361935911,-140.90763615514112,A,E,A,-27.820148266446214,-176.83764911465377,-54.17015806357403,32.937786288746636,0
None,Divorced,Non-Veteran,White,E,111.87073424206923,E,-101.60904231674932,C,-69.98431099776397,6.493116235580689,E,C,E,-204.85508771156535,123.76200605026956,-104.10197757764321,205.66016876308746,1
Both,Married,Veteran,White,E,30.620781860914963,C,47.7777526102964,B,-31.542258582752247,4.984848336106594,D,A,B,-67.5048312166073,135.66073518759885,107.17846298553302,163.0876387284595,1
Yes,Single,No,Black,C,-176.99825332946887,A,0.9320221701915139,D,25.023111119787867,-168.763922476988,A,E,E,37.82526015630026,-54.11446882100031,65.5297246097577,-50.2675155206926,0
None,Widowed,Yes,White,C,-8.763001707858873,B,-16.65203681029337,C,165.58304608700942,-30.759362921882616,D,E,C,-229.37562878000625,222.0242482094718,26.665628555078346,-47.28383593667515,1
Both,Married,Yes,Black,B,-30.87349829573267,D,-201.41564773295028,C,-57.034413649926975,-29.53427000913496,D,E,C,-27.254112084681992,8.735122939116655,-104.06425530943113,-179.7600539605177,0
Mental,Married,Non-Veteran,African American,E,69.553432956133,E,143.48995772009815,D,-8.536090591975045,98.66626966002383,D,D,B,-39.89822386304173,-143.58063188511343,-86.06221347807809,26.733928736647528,1
Mental,Divorced,Non-Veteran,Hispanic,A,-38.70858304969149,D,-76.3817807574961,E,108.5166402394309,-8.893779723844267,E,E,A,-85.02495014635137,-231.03405340595233,-39.895136009699684,104.27753120949939,1
None,Divorced,Veteran,Black,E,31.135219594156972,D,118.1497263175459,B,-12.13123044265516,48.90088026779833,E,C,D,-14.580983975377283,-46.43873521495822,154.96301654239844,30.511109938104507,0
Physical,Widowed,No,Black,B,-15.998670368822165,E,37.61701891876953,E,-46.57485501674312,85.18686139864897,D,E,D,104.75154956323276,-107.29262681014752,-30.30083172104178,166.94397845606076,0
Mental,Divorced,No,White,C,-27.270632932198858,A,-219.5040815928281,C,-110.4931635416702,26.799542168333,B,C,E,21.31168797862555,39.27527690146373,55.97839519391854,-58.39903843298888,1
Both,Single,Yes,White,B,107.56920337510734,E,37.399841848027584,B,23.63414641180282,-28.608626567879174,B,B,D,-273.7850375767917,54.6792753734016,48.39755456801156,65.49666783416444,1
Both,Single,Veteran,White,B,-227.47236928652538,E,-254.08503359172659,A,37.63876945212283,-29.067254768225038,A,D,A,-127.49470128203464,58.38817312769504,50.86223619159054,33.62162649305352,0
Physical,Divorced,Non-Veteran,African American,D,-9.570301271104505,B,69.19814615001567,A,-62.11709600453966,91.7250829215376,E,D,E,-27.959002060031214,-61.39302016212872,-37.02841172811637,185.91634660710156,0
Yes,Married,Non-Veteran,Hispanic,C,-36.4929602590842,E,-54.50256302058618,D,175.12612269617065,12.161649808635413,D,B,C,15.390742243497652,58.31369540065208,-90.37258713604871,-2.8214547259269507,0
No,Widowed,No,Black,E,-5.567006557009747,C,99.85986203383129,A,-54.84817648886917,1.4702290283346402,A,A,A,-131.33801978750196,-161.31357118385046,-15.043530515791122,22.71369979437766,1
Mental,Married,Veteran,Black,E,-65.72689474919213,C,-45.9246140681145,A,-15.63667438618366,-102.81804193506703,E,A,E,-33.99185805708751,-143.57632932191262,-69.87874460934329,86.16990714848617,1
Both,Single,Yes,White,E,-247.83842144566896,D,-200.54686775581177,E,-83.1682485831089,1.6042925503365508,C,A,B,-43.29441954432549,-48.95572596417383,-19.2227676954862,-67.62758023154618,0
Both,Divorced,Veteran,Hispanic,B,-30.093925654819238,C,-9.888189949599505,A,-35.714129940195974,-53.06204263658449,D,D,B,-14.399271658431934,112.15240703532427,-148.88796643664827,5.875750516907032,1
Physical,Divorced,Veteran,Hispanic,D,-142.74427286168714,E,43.88446662566396,E,-65.94216626697708,53.19313941034902,E,E,C,-113.39030419832629,77.6150327336737,60.49875884722775,65.00640080329168,1
No,Widowed,Yes,Other,B,115.51568342007847,C,-79.14187683199081,A,-18.94996870293537,-90.22002148840463,C,B,D,134.12968148959717,23.85889314511357,-190.64770136796483,-82.65559900852763,0
Both,Single,No,Hispanic,B,-166.55605081008676,E,59.669682754751975,C,85.85811874572052,-140.81244730710895,C,A,D,123.347067320525,-103.77984361573995,-91.34959435345594,-86.43970118933655,0
Physical,Divorced,Veteran,White,D,33.45299528093871,E,-169.8004119152066,B,217.6939189310358,-27.85772051126434,C,E,C,-80.96578794152715,-24.04325569762934,-59.41900654029273,94.98757998801597,0
No,Married,No,Black,E,45.60187301525351,A,84.81789732977107,E,7.601540211997178,158.91328400120238,B,B,D,56.28820824109311,-166.86745517017522,29.917102552483716,74.73400627410574,0
Mental,Single,Non-Veteran,Other,C,41.380125525324935,C,-51.57184195490936,E,-43.41307725208291,-184.18274781788168,C,C,A,-128.0717283901992,36.45672136512416,74.64061283899535,14.16456932724229,0
Both,Single,Yes,Hispanic,D,-32.1911423502326,D,57.959892302562956,D,-52.27305507053261,231.74777327222978,E,A,C,-32.07255227936564,-0.5081098740330424,-62.07680234971158,-8.491194948678329,0
Mental,Widowed,Yes,Black,D,25.518734754316462,E,30.122967481321993,C,-97.63620848787782,-181.68627472938107,E,A,C,100.78829165277811,-94.24743693690499,147.73323961647696,-227.00326894663795,0
Physical,Married,Veteran,Other,E,-77.23995547155536,E,2.9507379157238294,D,27.984316697833396,111.74708951793065,E,A,D,170.07277162413453,-125.67756957087808,-47.51267549593268,-99.86939329804981,0
Physical,Married,Yes,African American,D,63.363725807120005,B,25.40685258474226,C,83.25152495610098,96.00745804083849,D,C,D,264.9560154066598,25.122664319246674,-77.69607945994171,32.33379182135163,0
Physical,Divorced,Yes,Asian,D,78.15613054673072,C,-73.92054889666973,A,-64.3400382603261,-0.8801572109127815,B,B,D,-24.99625570125432,-15.668761307621121,179.87957283069665,67.01462582207637,1
No,Widowed,No,Other,A,123.26059342905846,C,-112.70397275803283,D,62.17395314508172,-2.8171523503786835,B,E,A,86.19599454867709,215.37360172578835,14.020894474084836,108.07554122794087,1
Yes,Married,Yes,Asian,B,167.73241413778683,D,55.90125069936389,D,-63.33169539862163,69.16076712253539,A,C,B,-61.54252231394781,-50.097204322637126,-119.55468665978329,7.733174925333211,0
Both,Married,Non-Veteran,White,B,-214.3279571487196,D,-64.49397812145644,E,41.86373316963337,86.53949644034992,B,B,C,0.23534690709432812,35.60762895152333,166.16171013921002,77.82679434944107,0
Mental,Divorced,No,Other,A,45.06448749545109,A,-180.83837673881143,B,34.62200777844045,-103.61566561101453,D,D,D,224.00191619557913,112.5988215133623,-45.51445393375745,160.43576401012467,1
No,Widowed,Non-Veteran,Hispanic,B,-217.17967569228503,B,107.06153333102024,B,-33.324275986105825,107.0229373159018,A,B,B,-90.68386257484077,-4.197640785993731,-67.51257178331893,-17.763395875773575,0
Physical,Widowed,Non-Veteran,African American,D,-142.26136020251855,E,-63.705978593130574,C,130.3076847719486,102.91955520426362,D,E,D,157.0820400152485,30.907362584980312,-62.61193494758325,17.99369364598756,0
Yes,Divorced,No,Asian,D,69.80472142286341,A,-59.316485242227536,B,53.06681923063976,-64.53265832033819,C,C,C,-7.809907916870047,106.67984295758839,61.295262030513975,4.940964311238644,1
Both,Divorced,Yes,Hispanic,A,-42.202670251166225,C,-115.47595840217963,D,-9.909439084107884,206.0692491398454,A,E,C,8.685424145744143,-89.74133230321756,20.145735887040995,105.59437203880341,0
Physical,Widowed,No,Asian,B,62.159948825291956,B,-18.951587986167134,D,53.71690450466272,-91.46719646915048,E,B,C,94.56105205413596,98.1059170940407,14.332647809404111,152.5992754454359,0
Both,Single,Veteran,Black,B,-27.343714023104145,C,61.35233949143783,B,-65.679956003272,41.25877709650079,B,D,C,41.04424669769324,-152.66962067660774,-126.72604789266755,-171.02289147914178,1
None,Divorced,Yes,Other,B,-144.37087890502568,D,-243.12004214816722,D,46.26498305569599,52.5838851679609,A,D,C,70.59422800475478,-204.98020555081573,98.48794216874582,211.79363046585976,0
No,Divorced,Veteran,Other,D,134.228306503417,D,239.33221232910324,A,119.96279106776133,-116.94581640024269,C,D,D,-81.46671874850375,24.267579980008374,-94.59412178939732,-147.0500200873601,0
Yes,Widowed,Yes,African American,D,107.94376624787978,D,110.73430218528964,B,110.66224636792292,-32.67949008376833,D,D,E,-41.82089811395614,9.847330100252835,65.75069892928475,218.44305863360555,1
Both,Widowed,Yes,Hispanic,A,20.614250831191992,C,-23.323490499871287,D,39.42722816024926,-159.98343555605013,E,E,A,-0.3390300802353599,102.58226877881513,13.197146985291342,-74.16432215540624,1
Both,Single,No,Asian,A,-53.39373368597074,B,-233.2266060273692,C,25.683430346864434,-89.89226586539914,B,D,B,129.14783898331942,-27.74689985226044,-73.20745260462567,55.879715360383805,1
Physical,Married,Veteran,African American,C,-73.07832360333111,B,-29.547452588117324,B,-206.62264274626904,263.37011576628635,B,A,C,-6.601901326162543,-12.066043960093111,-50.815895623228414,-56.7399806320517,0
None,Widowed,Non-Veteran,African American,C,40.527190728093316,C,54.4952023625325,B,-90.14921833815674,123.11262535619937,A,D,C,96.01221188355574,6.077879815510144,-129.49107320854964,-27.836306966418178,1
No,Single,Yes,Black,C,50.73811371766767,A,101.66434830783689,B,-128.62149351242874,-102.74252208321644,A,B,B,139.00064251013433,-138.0373499160345,118.56971130980176,-3.4291444300342566,0
Both,Single,Yes,White,B,9.991699608453548,B,-52.151664271463474,A,49.20856869790045,-176.4420094729703,A,C,A,132.75392645695496,-162.85738281471575,91.00196624839985,-24.25018343461507,0
Physical,Married,Veteran,Asian,E,21.7603690887317,B,69.75983270931037,E,40.25426487976734,-91.67289877541279,D,B,C,99.6015426554631,-140.57974014546687,85.24225675637116,-34.27532128594051,0
Physical,Divorced,Yes,Other,D,123.46546414112065,B,-0.42958301891278355,C,51.4416149558647,117.76585509221637,C,A,C,32.68609598445663,-25.079563627096046,45.35039113025419,-153.22170843214982,1
No,Divorced,No,Other,C,-21.546356304262005,A,103.37220146149173,D,-101.7305994398806,-20.634548746817163,D,E,E,-73.54665964050878,-26.830043819477368,-137.3038198386645,181.02291410947723,1
None,Single,No,White,A,58.63263514881892,E,-96.5931427353921,D,89.04180424043018,76.14287373828188,A,B,E,6.61483427080867,-39.08825845916766,36.107241411499764,16.665563711526254,1
Physical,Single,No,Hispanic,D,65.94291158107079,C,-15.885739609885299,D,15.051663309519665,-32.281141804743854,B,A,C,147.39931138163183,74.49276122712575,-55.953080868348046,-121.67430130502399,1
None,Single,Yes,Asian,A,82.41056357143485,D,-203.0786948778117,B,-130.3510425476016,184.60303663974454,A,E,B,105.91538288444234,192.8243957962469,29.974702087446474,-110.45171647483967,0
Both,Married,Non-Veteran,White,D,54.603635459024716,A,-185.05559175395484,C,32.401345040814135,17.525885686856245,D,D,E,-19.958286425629606,-20.4874738569037,5.424843509001385,182.89706122499481,0
No,Married,No,White,C,68.93068664245403,A,176.9781107714897,A,32.93013087973434,-40.75305692423719,E,A,E,-46.209883635104106,83.77979757059123,-215.37092168548878,23.619435390283396,1
No,Widowed,No,African American,E,113.95501785646596,D,-7.128734608515956,C,131.90658133674265,-7.1831386880943535,E,D,C,-8.768582544995555,-148.27972472759615,75.71707663171414,-138.39793764513198,1
Yes,Single,Non-Veteran,Asian,C,-28.21659030470674,D,21.608157983329953,C,115.53514904984603,-111.62390122496886,C,C,C,-110.63087536245246,-49.40098933730407,-123.3029233027419,-91.62759904552303,1
None,Married,No,Hispanic,D,-53.83674766979176,A,5.702830274961919,D,173.0280621654351,-129.44998955998187,A,B,D,131.28428910363465,57.725276426032465,59.463448924324055,57.66612202697393,0
Physical,Widowed,Non-Veteran,Black,A,87.05430811796992,B,-103.16854338587203,D,-31.423457684227152,134.0104345600926,B,C,C,-172.42014859553157,37.635040454775925,-25.756024383427885,116.49950792088187,1
None,Divorced,Veteran,Asian,E,-176.31137275633745,E,22.44287853593894,A,-17.89859521897348,-8.682422811360608,A,D,D,-1.4123132579531805,42.189383096696425,-123.86888205146984,136.06737625610288,0
None,Divorced,Veteran,Asian,B,-112.13468584550759,C,-29.279585224565665,E,56.211869940610356,-3.5122747549447846,D,E,A,19.35739289209702,-84.89646369563292,21.72766602242377,-174.47534488699836,0
Yes,Single,No,Hispanic,E,-15.334124001676983,C,-106.09074183925603,A,-74.56350307381669,-102.97637309260448,D,D,E,96.21911514012194,-143.08251340324924,147.17536098265347,-313.2178473876239,1
Yes,Divorced,No,African American,C,32.673018206524105,D,-4.6309874560595,B,114.79307760254606,88.26335855092334,C,A,D,-108.77844879261329,-124.34062019338322,52.459739024283834,-16.429414330349374,0
None,Single,Veteran,Hispanic,C,44.72641909215301,D,15.59595400217757,E,-5.603050624086696,43.03306904035473,D,B,C,-58.87343424726361,-110.82415156436561,38.697547561582915,-4.3003894891740835,1
None,Widowed,Yes,White,C,110.93525821133647,B,138.657047552666,D,56.195486218173855,-1.0104836207890933,C,E,D,135.02723313027465,81.1204325573755,-56.353734480698506,150.8906888058688,0
Physical,Widowed,Veteran,White,C,-65.36073977205402,E,-20.77931270856319,E,13.840304019211821,-10.07231070856526,C,B,A,34.244427302389624,-107.65076040404648,27.404547846210072,-26.985029806854566,0
Both,Married,Non-Veteran,Asian,C,-78.2550134801252,B,-24.852042587909292,B,29.930160530070598,-28.371922892959827,C,D,E,52.29095159140231,-150.96004299819504,130.7663966111657,18.051975776286554,0
None,Divorced,Veteran,Asian,A,-13.997181058858486,E,-4.397107560299332,D,4.331319865049772,-2.6110329740764393,A,E,A,11.880858986985258,-12.753470210258783,-92.07458434472102,23.570804423343674,1
Both,Divorced,Veteran,Black,B,-17.11369629400383,B,244.810185975216,C,42.66419538176648,34.43033489573627,C,E,A,-109.61318838195959,91.71373723187716,247.18101313239816,22.353766165848356,0
Both,Widowed,Yes,African American,B,-52.007601922055834,A,-115.72453105056046,E,-41.60502566155953,23.466173959438294,B,A,C,10.230779891867254,20.586772237147237,-66.08008380971914,135.3021731729145,1
No,Divorced,Yes,Black,B,-40.89951080922734,D,-44.737885817346815,C,39.56979447624614,14.759222442447811,E,A,A,21.567701654100883,-99.22502029101727,-30.47096844025993,-79.66040357031903,0
Both,Widowed,Non-Veteran,White,D,17.360153678294736,E,30.84316234530399,B,-3.4581042907087327,1.7217203003160346,C,C,B,-38.39630455279038,-185.09876037394497,92.54597635178841,34.947039305905975,1
None,Widowed,Yes,Black,A,-25.916450960235725,B,36.462277221622465,B,42.28635166799046,210.40914705372273,A,B,C,-95.96743621001245,-167.50918135404243,180.7795781558504,-230.66982465388213,1
No,Widowed,Veteran,Asian,E,-350.94897404755676,C,-6.797432879983406,A,-157.30386640780662,-33.21113680492356,A,E,B,-63.881334255233156,145.81587336307885,-183.8650409621828,-49.844320245600144,1
Yes,Widowed,Veteran,African American,C,-107.73593017293723,D,44.05954526777637,E,-92.03656250286767,-164.80695275540717,A,B,B,-62.34719033304745,-153.03195265736787,1.5429019695418262,-94.73986630360639,0
Yes,Widowed,Non-Veteran,White,E,-17.299824108823973,A,-28.187686746058123,D,20.5940682028929,101.92678186852675,E,E,E,-87.56393645446629,25.432762894981288,-180.17651202353383,20.700918908621208,0
Physical,Widowed,Veteran,Other,C,-107.52788448153521,B,-46.26490502941522,C,-62.8269840694889,-168.88409378186628,C,B,A,-49.829780909,130.51456846821145,-0.20938087531884556,93.03621777042605,0
No,Single,Veteran,African American,A,-40.7578125615751,A,18.97383464684865,E,-35.95104479487176,-123.44566677793978,D,D,B,-71.43464801443902,26.56763455187472,-47.139096754516125,148.28248816804634,1
Mental,Divorced,No,Black,B,148.18566528636822,B,23.15302719000134,C,20.023784570932328,177.53022970670443,C,A,B,-35.20169364865872,-59.30425432047581,-46.02649819889512,59.846013510531435,1
Mental,Divorced,Yes,Hispanic,B,59.97223453043363,E,-124.66663837346906,D,74.02942489825122,109.85650557081912,A,C,A,-90.3686439297227,127.90697368165429,-1.2530559783310058,-133.1168420389417,0
Both,Married,No,Hispanic,E,-143.12020566720042,A,338.92052595869376,B,40.09033528285777,-129.85281393656788,A,B,A,-73.75939748511887,122.63296974594687,62.37998034650183,128.99571187230148,0
None,Widowed,Non-Veteran,Black,A,48.34551013613889,E,-106.39764701379974,E,145.23650653156,72.46695329612825,C,E,B,-161.53487001309614,262.6590052566364,145.35969844310114,-213.65192466147477,1
No,Married,Non-Veteran,African American,E,138.8430833100645,C,-35.29322801258938,A,-39.70272540397448,148.4618813648489,E,B,E,35.246606828536336,6.068816535659942,-60.8783463715749,-127.45193243968811,1
Physical,Divorced,Veteran,Hispanic,A,-29.153990121406526,E,82.91681698802621,C,-98.32609076912307,-32.08161992074377,C,B,A,-43.57573732952997,-43.59950352024602,185.16501055389813,14.013905641786753,0
Both,Single,No,Other,C,-4.742207956327539,E,-188.90026985245365,A,-138.91623606160238,-71.33459481211273,C,A,C,68.36262777196998,77.08222407958144,-14.113862363353306,-129.45226762009554,1
Yes,Divorced,Yes,Hispanic,A,-123.27486124421245,E,135.37998229137963,C,-137.24515696452931,-23.708191191087103,E,C,B,-31.972695583170914,-137.9529912440711,32.90326991147625,-9.800027069218872,1
Physical,Widowed,No,Asian,B,87.73146705077913,A,-32.769082685896706,C,-77.45502864447299,-155.65290488365082,E,B,B,53.256779641076335,-70.82188872282455,-9.52611471994242,-93.3271059307162,0
Both,Divorced,Non-Veteran,Asian,D,-115.64119092744936,B,-5.714198342350159,B,-45.42028316585244,266.354896114641,A,D,E,37.786017014403015,125.82373437788712,-26.607732894066157,-67.08805868057875,0
None,Widowed,Yes,Other,D,-23.731440688365932,C,72.23632164689698,C,205.58912970558313,-58.7535626785769,C,C,E,8.2586485426194,224.93764233858707,-108.289571314602,-52.56882919715812,0
Both,Married,Veteran,Hispanic,C,-25.754775738449382,D,-71.67455245796057,E,132.4404497263778,40.7691910709681,A,B,E,-33.39298935765624,-91.40685717089966,-21.353311882006572,-44.88337479862992,0
Yes,Married,Non-Veteran,Asian,D,126.76845121224846,E,35.40597287691978,B,-42.40097674676598,-141.78491115355123,E,C,E,-186.75725943164443,36.57982473337499,-122.21363780280055,125.17178447481045,0
None,Widowed,Yes,Asian,D,153.1000645250848,E,-185.04007073750992,A,24.14958997605855,44.72478277636576,E,E,E,-243.29428213544423,-192.15267156164376,-26.922269464384048,85.78889545156561,0
Mental,Divorced,No,African American,D,20.168062592220828,B,4.061311746520096,C,103.94874597211398,60.73543364331163,B,E,C,115.04622228744405,-42.817097946459995,43.36735304074809,-91.34238749250477,0
None,Single,Veteran,Asian,C,-34.02490126878107,A,179.65209722779255,D,-89.80297157519047,44.47044932248731,C,C,A,-71.13822303299969,-155.77845431747156,268.0634879933466,-81.32223360533395,1
Mental,Single,Non-Veteran,Other,A,161.4681561551864,C,27.792819109370736,A,-6.04441550767508,41.408119649514106,B,B,D,-18.588547019245336,45.47043057310024,-120.77377536788458,-125.13097441729803,1
Mental,Single,Non-Veteran,African American,D,-91.10011359458048,C,-168.22681036223165,E,18.911123516979536,58.1097678803475,B,C,B,0.9781462705883407,97.49057479788992,-102.82047249002207,38.29301563314728,0
Mental,Single,Veteran,White,A,3.616589434531693,E,-21.423574893836847,B,241.80539036024777,18.16873390378109,D,E,C,7.816107416049397,57.7576923599125,80.28460780349347,112.95343518430738,0
Both,Divorced,Veteran,Asian,C,57.015476432169756,D,-17.370929930140218,A,-92.56294114956435,148.3380701315877,D,B,D,-7.313654027882455,33.13993892134765,169.83583293979368,-250.4085433466148,0
