AgeGroup,veteran,sexuality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
65+,No,Bisexual,A,D,50.36881181120025,D,-43.04834747623346,31.63252461218442,-167.74196216431608,A,0
65+,No,Bisexual,C,E,101.9380269047088,D,89.12687779517576,7.161331357776686,-20.953142361675102,B,0
36-50,No,Other,E,B,76.16866428804133,E,-200.14238927274494,-80.74308538116541,-107.08492699864314,B,0
26-35,No,Heterosexual,B,D,-146.7084897368575,B,-35.01271102057632,36.54472839779329,192.63387810806998,A,1
26-35,Non-Veteran,Homosexual,C,E,-106.12543889446376,E,-29.883419394561944,89.57770016574949,-63.14105251272565,C,0
26-35,No,Homosexual,B,B,-23.828512714166674,C,78.6677879298417,62.32103210680425,187.535993801357,B,1
26-35,Veteran,Bisexual,C,E,-81.48577483502059,D,-85.0757464934578,-20.1273171551135,22.687126509418217,B,1
51-65,Yes,Homosexual,C,E,-42.45126032834349,A,4.215202426071904,98.1842189667919,-66.55451854943963,D,1
65+,Yes,Other,C,D,-133.61386803901243,B,-234.0528463170322,-52.89225873847362,61.56875088683245,B,1
65+,No,Homosexual,B,D,132.9810380386937,A,-98.62262792206356,48.862051184446216,61.387730646075156,E,0
36-50,No,Bisexual,E,B,20.69635965927756,E,-148.73610492474037,-239.87559288806045,33.22780038867899,E,1
18-25,Non-Veteran,Bisexual,D,C,-49.1727567903584,B,6.428399436626737,-72.34246135620927,-156.30468985428593,B,0
51-65,No,Heterosexual,A,D,1.7544583372521085,C,-9.554238556662416,12.92405347450628,67.85612415641582,B,0
65+,Veteran,Heterosexual,D,B,8.33300779603189,A,-42.83241079511341,87.95942269281028,103.88765956801633,E,1
65+,No,Homosexual,D,D,10.65282870489122,E,57.483863863464066,-220.71407542729068,-140.49158219196167,D,1
51-65,No,Bisexual,D,C,138.9483624846414,D,130.5461480836845,57.075845439305354,-46.00892798517914,C,1
65+,Yes,Other,D,A,54.38239981142146,C,42.921075903653055,115.70622105226538,119.97054267669829,D,0
18-25,Veteran,Homosexual,E,D,305.74600360365037,E,-39.89199820457836,-179.91378930457847,-203.64224702020462,D,1
51-65,Yes,Heterosexual,E,B,-96.59201170809652,A,87.00767630652489,36.50135285700723,25.398297980343592,A,1
51-65,Non-Veteran,Bisexual,A,C,114.47759337075713,C,13.320037111050889,66.29133783474043,82.3978139195421,B,0
26-35,Yes,Bisexual,B,E,52.43006181065167,B,-222.04895415758523,-86.02355695393425,69.04809582590205,C,0
26-35,Veteran,Other,E,C,-125.55792549856723,A,-14.04172279700072,-104.46262707292759,91.06024865653774,B,0
65+,Non-Veteran,Homosexual,A,A,-123.28994449416955,B,-157.05684680782522,-23.887627708229953,3.2627020970573213,D,1
26-35,No,Homosexual,C,B,164.38176832902963,C,-87.79342649374975,-116.04093528408022,-31.577338134901865,E,1
51-65,Yes,Heterosexual,A,C,23.043795133436333,E,-156.86064767876866,163.19096654415154,47.112065218900234,B,1
65+,Non-Veteran,Homosexual,C,D,-23.12722863682363,A,-6.04714861358503,-47.00182105460603,170.34144344029525,A,1
65+,Veteran,Bisexual,B,A,168.52114431917818,A,-21.76278671685559,-26.374083540157358,79.36566357781255,E,1
18-25,No,Bisexual,E,D,-5.613828910645278,C,17.969559066431383,-46.18882965640813,78.70246962553068,B,0
51-65,No,Other,A,A,66.79553605159805,E,43.23631534960603,50.40531825777944,57.29928159446215,B,0
26-35,No,Homosexual,D,B,91.94344529007287,E,94.42427541821358,-50.964368068726074,157.92021653147376,C,1
26-35,Yes,Heterosexual,B,B,-63.07149144363095,C,66.28034644582324,125.35425590188576,-89.5286017856372,C,1
65+,Yes,Heterosexual,D,D,-192.07872903867292,D,-153.79846652729893,-24.614740435456746,-138.77349330397993,D,0
26-35,No,Bisexual,D,D,-50.35486280597402,A,-119.6319361838776,-141.8484111311735,-24.437383996785783,E,0
18-25,Yes,Bisexual,D,B,-232.97176933002936,D,-12.701334012489193,9.53337892237973,211.4611909475324,D,0
51-65,Non-Veteran,Heterosexual,B,C,192.267372960039,C,24.654980486894175,21.793119952769185,-142.61946734991818,B,1
65+,Veteran,Other,D,B,-9.159926693928226,B,93.51293597628634,93.47928324225256,146.47658092518506,D,0
18-25,No,Homosexual,B,B,-45.74667623750203,C,-224.02591051040753,-31.752121612427775,109.93202043849041,E,0
36-50,Veteran,Other,A,C,110.63764189373823,B,41.2513918811739,21.0161439639809,6.727811320121297,E,0
36-50,Non-Veteran,Bisexual,E,A,8.941413521271087,D,27.02162603883299,60.135839648778166,124.70550460108876,D,1
18-25,Veteran,Other,A,D,92.13223086097038,C,-130.2424562010571,-16.29904005883177,31.50758448071185,C,1
18-25,No,Other,A,D,40.602735270313,A,-82.74574759526612,-97.77073528384702,-113.33425902128904,D,0
26-35,Veteran,Bisexual,D,C,96.74070008144696,B,-137.4213033101836,95.20490167917488,-30.0799809819181,A,0
18-25,Veteran,Bisexual,A,B,-20.185903154745418,B,48.01219117252738,78.302602267199,-32.35763548183914,B,1
51-65,Non-Veteran,Bisexual,E,E,21.436908356121474,B,-1.879914688049368,44.851908948996325,36.449447867029825,D,1
18-25,Veteran,Heterosexual,D,A,-120.17068026740469,C,-89.19404566500741,69.63221932323697,-144.4591063302869,C,0
51-65,No,Heterosexual,C,A,16.13165147620876,C,61.954943219184855,150.64464946169227,-132.11851383202708,D,1
51-65,Yes,Other,C,E,98.5621913330228,E,-82.49371849999679,-50.367294430231325,-194.39830581935468,D,0
65+,Yes,Other,D,E,-66.13316895473189,D,-56.5596801600164,53.4895327619419,-110.48439631500972,B,0
65+,No,Heterosexual,A,C,53.54654666485478,C,2.0462118016355446,-76.1319197346004,-55.45461576642998,C,1
65+,No,Homosexual,B,B,22.23692774448655,E,13.525591929798756,-40.39893088452199,-22.356738786008883,E,0
36-50,No,Other,C,C,14.828889338373305,B,-98.29611450046347,-5.60412483021055,7.798141014464624,A,1
18-25,Non-Veteran,Other,A,A,103.94860584689773,C,-66.90057148742142,-45.40481703820094,70.73566619866925,A,0
36-50,Yes,Other,D,E,-16.137678945484346,B,23.65032174440116,-10.625049857324166,31.827072826718076,E,0
26-35,No,Bisexual,C,D,18.11996422650757,E,-10.14650135599862,-82.09912883883199,34.953015560179765,E,0
18-25,Non-Veteran,Heterosexual,B,D,176.63627212492693,E,136.44171352534238,-51.96043801272888,-48.10029032688727,B,0
51-65,No,Heterosexual,A,B,-112.29259643240037,B,-28.147232744341437,37.12772826677557,28.46984705838964,D,1
36-50,Veteran,Heterosexual,E,D,-85.04820989988508,D,6.590223446034832,-45.71323809311556,78.06983219503827,D,1
51-65,Non-Veteran,Other,E,E,57.315535972113096,B,93.32742263805999,-78.77691182865588,-115.45389403679656,A,1
36-50,Veteran,Bisexual,C,B,14.821038297894154,D,-52.92671375669629,63.049673413598875,-85.06981241442311,D,0
65+,Veteran,Heterosexual,D,C,-218.87797297216207,C,-93.20141206113595,68.45847587550404,-25.684912385613895,D,0
18-25,Yes,Other,C,B,89.58747644001616,B,-110.13808954686097,-33.10041287184272,-78.5369792486986,D,1
65+,Yes,Homosexual,C,E,8.882511867094788,A,-118.54437045939623,-16.38663079365113,80.5086021177526,B,0
65+,Veteran,Heterosexual,B,E,139.63497015959163,D,-71.18003259875319,19.002501990931762,-99.61835826786039,D,0
18-25,Veteran,Heterosexual,E,D,105.41936363747853,D,-79.7703655445637,-47.14528797395246,63.34364794920501,D,0
36-50,No,Bisexual,B,B,-133.89529685348828,A,51.39278975463366,43.56954026343144,-85.4731844754723,B,1
26-35,Veteran,Homosexual,D,A,-77.18142902998146,A,80.56107310741291,-48.257286994316054,-92.40776311851857,B,0
26-35,Non-Veteran,Other,A,A,-33.87230103403467,B,41.196418166237706,-18.048238602010418,32.08988935405298,A,0
65+,Non-Veteran,Other,E,A,-126.55111689018945,C,123.67531696086958,10.260625567364494,-68.80103474838506,D,0
36-50,Yes,Bisexual,E,D,-122.90723732829369,A,7.505262482806432,26.65378727093622,203.60566144995676,E,1
36-50,No,Heterosexual,B,B,-127.31434159191349,B,-26.25399753880593,-24.422080152511615,-85.54184824719007,D,0
51-65,No,Heterosexual,C,E,164.28794084205165,B,-15.006542861209974,138.4890645958347,-64.68085088783917,A,1
36-50,Non-Veteran,Heterosexual,B,B,-52.6510558219118,A,122.04516211952775,-79.36298829691572,-25.199642673020218,E,1
65+,Yes,Bisexual,C,B,128.59971468747534,A,43.31695859212073,-153.83373141404005,-59.25352074233866,C,0
65+,Veteran,Other,B,C,-0.009088776986248022,E,-6.284468363231349,-69.88594486295065,-128.78008263007865,C,1
26-35,Yes,Other,E,D,11.119148343851608,D,93.87123189391494,42.95039700665139,51.30996929002547,E,1
65+,Non-Veteran,Heterosexual,E,B,87.27255107146232,C,-74.66874707396003,-75.62861005904719,26.13803789263337,D,1
51-65,No,Homosexual,B,D,66.0444478021952,A,68.4204994244672,-108.71484104740819,-83.69040119135394,A,0
26-35,Yes,Heterosexual,B,A,-46.237651212823856,E,27.175263715559346,0.3164345424992961,12.674238742634495,B,1
18-25,Yes,Bisexual,D,D,145.96349805654677,B,-121.97054444869705,8.895495173901807,109.34372781893762,E,0
26-35,Non-Veteran,Homosexual,E,C,-135.59670061873322,E,-9.1801702196475,-38.265115989302025,-209.77442156535332,D,0
36-50,Veteran,Homosexual,E,A,-13.374932215587066,E,110.3129171092859,-163.05004145236015,-241.14261571288463,B,0
51-65,Veteran,Heterosexual,D,B,4.689141046841951,E,-8.586600470263981,133.2382254243707,64.22803111498457,E,0
51-65,No,Heterosexual,B,A,-93.08234972091483,E,-128.16745938891964,-110.32896796539609,-166.55787017375823,D,1
65+,Yes,Heterosexual,C,E,-45.40292258446059,D,-176.7344527396622,43.41608868525008,-14.13221150532437,A,0
51-65,Veteran,Other,D,A,-48.59913010238472,E,48.625543415123474,30.175282472726998,-37.6167236252906,E,0
18-25,Yes,Heterosexual,E,A,-70.21366042955732,B,-61.25850774466423,-50.28760694448008,53.96008468696492,E,1
65+,Non-Veteran,Homosexual,E,B,-110.01095938123571,E,-104.71134311759025,-147.2544833392233,-38.84138091601048,E,0
36-50,Veteran,Bisexual,C,C,89.1280183522858,A,25.561518686410643,-68.21522273653605,31.317191679171813,D,1
51-65,Veteran,Heterosexual,E,E,-51.17143962571542,C,77.25243283708613,-68.05260373293068,15.703154298019914,B,0
65+,Non-Veteran,Bisexual,D,D,140.40551332701133,B,-81.69403525980353,-85.97897977784334,10.817111965993409,C,1
18-25,Veteran,Homosexual,C,B,64.82567320118704,D,-45.43085307892524,47.412711520703596,-174.2990935481822,E,0
26-35,Veteran,Other,A,A,-42.22254317835878,A,-40.45347500182987,38.9514680127291,118.60023193717615,E,1
36-50,Yes,Bisexual,A,C,-34.429665730540286,D,13.090842392757548,5.970272947988011,-87.13274644550121,C,0
18-25,Veteran,Other,C,A,-153.15366886997944,C,-126.27152407378748,191.0490502374895,64.33310732556505,C,0
65+,No,Heterosexual,D,D,-7.935729472733345,A,-39.12319852546442,-41.34498531095797,-91.49571429416612,B,0
26-35,Non-Veteran,Bisexual,D,E,37.017947627879494,C,-57.2697855516205,11.44622259808317,-75.30572868107186,A,1
36-50,Veteran,Heterosexual,A,A,-137.69466458314594,A,47.490886643343025,59.58518409994109,-38.420433975763544,E,0
18-25,No,Other,A,D,4.262304670326891,D,86.46179183654232,33.260416392905036,-246.6686812618051,D,0
18-25,No,Bisexual,D,A,103.02707380009804,C,131.6721403456286,59.0273453286118,44.55374488252054,C,1
65+,No,Homosexual,A,E,-27.490841856459813,C,-140.13323254758595,55.53050287808442,-129.69093459173436,A,1
65+,Non-Veteran,Heterosexual,E,E,45.47753457712276,C,-85.5777424058894,118.62056875987153,-56.115807978348286,B,0
26-35,Yes,Homosexual,D,D,-82.77537773388798,B,-150.73856554727098,155.0402523085405,17.450245870088306,E,1
65+,Yes,Bisexual,B,C,203.42730810400656,D,-90.88846050097466,-7.740922380636743,207.6924249141162,E,1
26-35,No,Heterosexual,B,A,-28.195972520174085,E,-9.703138669915102,183.64152286797466,146.19399597670332,D,0
65+,Yes,Heterosexual,E,A,-213.48194272091226,A,132.71919565685428,-9.461486676607981,109.5178026671332,A,1
65+,Veteran,Heterosexual,C,C,-36.73253535012416,C,-27.41514610303636,-48.77281934726504,-48.86684148437294,D,1
51-65,Yes,Homosexual,E,D,-51.45879348098599,D,7.470832978584592,-93.60998837488769,-19.452293807299316,D,0
51-65,Yes,Homosexual,C,A,93.57244323295846,D,72.60870514385516,-104.42636246050365,-80.76823508509166,B,0
36-50,Non-Veteran,Bisexual,A,D,-97.83728636497916,E,-228.79622281152274,-9.14570748735303,54.26439792564302,A,0
36-50,Veteran,Other,E,A,61.41881173208373,E,94.78406207160978,247.57421359875647,-99.65853453775107,A,0
51-65,Veteran,Other,E,C,21.095982615543967,D,72.65305198232637,68.31192517140838,-100.62853392968711,A,1
65+,Veteran,Bisexual,C,C,-94.45776827778916,D,-178.77305183620712,30.46208040583011,20.974213297544896,A,1
36-50,Yes,Other,A,C,-55.52203422647361,C,-85.301602556609,79.40648670325663,71.17230546666184,C,1
36-50,Yes,Homosexual,B,D,126.24416547362117,A,2.9404364267080227,-141.3202506265743,176.10606813606165,A,1
65+,No,Other,C,B,157.69075135443828,D,-268.0824776765318,14.31952233958436,112.18604386709565,A,1
36-50,No,Homosexual,C,D,83.1209886403854,E,174.09584945022726,-94.20767647783276,-73.07537140751195,C,0
18-25,Veteran,Homosexual,C,D,74.35913691663241,C,-0.9232444838073027,-84.01147824096428,163.79676617506092,E,1
36-50,Yes,Other,B,E,109.63427498367473,B,-106.58761888382047,70.20807634129955,-45.76327727082842,D,1
65+,No,Bisexual,C,B,169.48628089457546,B,-198.6473392651778,17.01046644338974,-45.86078573899218,B,1
51-65,Yes,Bisexual,A,E,19.35370629785107,E,151.7216969855822,-40.50799434472634,41.35338454172586,A,0
36-50,Non-Veteran,Heterosexual,A,B,-33.095724310320755,B,128.97860399276308,101.84859432400614,12.19793411083494,B,0
36-50,No,Bisexual,A,C,232.65709455257274,A,68.99148594930031,10.886022127718032,-93.55097322099104,A,1
18-25,Veteran,Bisexual,C,B,-112.65199792182494,E,111.25280057822347,75.97969947709338,-139.40693264225814,C,0
51-65,Yes,Homosexual,E,D,151.05827716424798,E,-33.934115191196675,180.04126997099218,-27.611229110410417,C,0
36-50,Veteran,Heterosexual,D,B,90.3792504830762,A,113.92141400597349,197.67261748320314,99.49544777455283,A,1
65+,No,Bisexual,C,C,99.24031330306462,B,70.14877302832157,-93.13673918474461,-42.06569481026803,E,1
65+,No,Other,C,C,-111.91881119503296,E,176.18290931415274,122.59188630603595,-37.491940964976486,C,1
18-25,No,Homosexual,C,C,-35.6908029025404,D,135.88985835708635,-80.28598907920514,-86.96831143931347,D,1
65+,Non-Veteran,Homosexual,E,B,-43.81267071056943,B,-13.172419002513594,54.73797063954462,-28.506576295949206,C,1
18-25,No,Homosexual,A,D,26.976623708514918,B,-75.66451974111334,103.3251040343725,139.69641466437366,E,1
36-50,Yes,Homosexual,E,D,-26.17657176552098,D,39.69445488680519,-66.8444559097645,-124.88179979166732,C,0
26-35,Non-Veteran,Heterosexual,A,D,34.70626604293698,D,-49.069254467239425,-0.056046802614005936,144.903692258415,D,0
18-25,Non-Veteran,Heterosexual,E,B,58.43785137788573,A,-30.686828066157833,159.23661546985068,-179.5249964262778,A,1
26-35,Non-Veteran,Heterosexual,C,D,6.953062236070366,C,-20.275793221998043,-100.48864429068863,120.94622737003446,B,0
65+,Yes,Other,D,C,50.06091527432493,D,-15.753629521533993,-50.69879093269204,32.073704482502826,E,0
65+,No,Heterosexual,D,A,65.3339526022149,D,166.3947456162554,29.37881765133308,46.81974434865767,E,0
36-50,Veteran,Bisexual,D,A,58.789827243555806,E,-115.32423305290074,89.6404634504495,21.44613872418277,C,0
65+,Veteran,Homosexual,E,A,-67.17393788119794,B,129.76717349868616,-62.485476134523225,25.215311626633095,E,1
51-65,Veteran,Homosexual,A,A,-37.027402314789214,A,-55.25601273027982,-19.93152399710918,13.20092879605594,E,1
26-35,Yes,Homosexual,E,C,-12.442828203554033,D,-50.95128348623184,-53.54089678556301,-156.81531378945039,B,0
26-35,Non-Veteran,Homosexual,B,E,-61.65694506447973,B,-127.62283238600334,-118.51264382125248,18.170730865238983,C,0
65+,Yes,Bisexual,A,E,177.1479784881086,E,122.12707158423733,-136.99903624980257,152.71449705658966,D,0
65+,Veteran,Homosexual,E,C,61.006895594145675,D,105.90378846147279,-89.54146318719637,-127.0364678286136,A,0
26-35,Non-Veteran,Heterosexual,D,E,-93.21521316502943,B,-31.67427536450568,58.413597247707486,-182.6542706706161,B,1
26-35,Yes,Heterosexual,A,E,-40.527678957021486,C,-179.63313390475906,-45.96473646080636,-234.06620138857446,A,1
26-35,No,Homosexual,A,C,83.15197524291487,A,81.52506121715511,135.46435852767254,55.70484495939137,D,0
18-25,Yes,Homosexual,A,A,-23.119068889528812,B,-31.489381853705012,171.15064951975006,11.420464442584393,B,1
65+,Non-Veteran,Heterosexual,B,B,-73.07355576595866,C,55.447579169244655,143.15023851598977,-66.45575785352892,A,1
51-65,Yes,Other,D,A,-32.99297942820759,C,19.87779966305189,96.25614370206794,-29.66979256192089,C,1
26-35,Yes,Bisexual,A,A,19.274025399007673,B,-63.45601077557862,-157.20555414493708,38.52499630581811,E,0
51-65,No,Heterosexual,A,B,10.205295955991208,D,-27.429271194652877,132.47705573690877,93.55070508294114,A,1
65+,Veteran,Homosexual,A,E,53.70994612423563,C,16.334549341617812,-186.14849469814285,-184.73145506772173,C,0
26-35,No,Other,E,B,7.55637404617605,A,89.61321637017402,4.929761839368653,58.24989886759704,A,0
18-25,Yes,Other,C,D,72.48874916877497,D,0.5460520912874562,154.79792264686077,-7.407158904870201,E,0
51-65,Veteran,Heterosexual,C,C,35.488261332316654,D,-103.31614208525,34.18235743124215,4.171031014379371,A,0
26-35,Yes,Heterosexual,A,B,48.2862098145308,D,-81.41148266094174,-72.49804484985651,77.62349691630149,E,0
65+,No,Heterosexual,A,A,190.25599570803539,E,-170.54510135324662,43.6203685440369,160.338276349223,D,1
36-50,Veteran,Heterosexual,A,E,-80.1491025627852,E,-128.24273673720114,26.457862759915997,138.9259817499252,C,0
18-25,No,Homosexual,D,B,-90.68581065756072,A,-54.39378571102347,-48.795414204871626,71.35015265582673,E,1
65+,No,Bisexual,D,B,110.96840522988,E,-71.97174167373383,-92.76236464298894,24.603360435231984,A,1
36-50,Yes,Heterosexual,A,C,54.939141404891025,C,16.64390802278018,-15.716615630572338,-14.567804353350144,E,0
18-25,Non-Veteran,Homosexual,A,A,-85.00813290053001,B,17.66108530541948,103.47827357523755,64.51137155876435,B,0
36-50,Veteran,Homosexual,D,A,-30.5797898406168,C,-320.68719222832055,-45.426296122190344,59.35449975706134,E,0
18-25,Veteran,Bisexual,C,C,-167.67535464257327,E,-84.62846656717554,140.9136140123474,-4.673186111096443,C,0
51-65,Yes,Bisexual,A,B,70.63184286019734,E,-33.258376474029006,18.367099297215024,-39.17474978518689,A,0
36-50,Yes,Homosexual,E,A,-54.09754184781621,A,220.28867322298953,-114.98856782362023,133.54475494228828,A,0
18-25,Non-Veteran,Bisexual,C,B,94.55753406906915,D,-112.36625142032916,18.039552011372198,95.04579188735657,B,1
65+,Veteran,Heterosexual,C,B,-87.06912634007558,A,136.5487149534175,-6.836714924947776,95.78279764507907,E,1
51-65,Veteran,Bisexual,D,A,8.327708790062895,D,-190.52130800844387,-142.43155326960897,-3.39868602030379,C,0
65+,Veteran,Heterosexual,C,A,1.7429806356417883,A,52.86238763179304,106.56243613272083,214.40641720845437,B,0
65+,Non-Veteran,Bisexual,A,D,91.81076289061603,D,74.89178042802921,-116.2291951200874,102.07708321527507,A,0
18-25,Veteran,Other,D,C,224.19755584405166,E,-20.30418570292469,2.5979615807580103,-115.88143470447567,E,1
65+,Yes,Bisexual,A,A,-144.55768761798015,B,42.78290252285967,70.67675658174292,-77.44304915770535,D,1
51-65,Yes,Homosexual,D,D,-65.51454689498509,C,58.996515472775734,-195.80139119508098,132.96987572412203,E,1
51-65,Non-Veteran,Bisexual,C,B,-107.4312542994868,E,110.93474217145402,-280.28356911905,82.59050815786722,E,1
18-25,Non-Veteran,Bisexual,D,E,103.21993106875429,E,41.594189165771276,-204.96866093868823,-72.45979244362601,C,0
18-25,No,Bisexual,E,B,-19.196333000438546,C,113.68071293651339,18.15408206152433,-18.138537572128545,B,1
36-50,Non-Veteran,Other,B,A,-207.438166117237,D,-16.719120777065502,52.77484025690862,139.0430536937243,D,1
36-50,Veteran,Homosexual,D,D,59.354027758878146,A,47.22788045621466,-64.7225694152284,-27.946099383262418,E,0
36-50,Non-Veteran,Other,D,D,-76.52291659310369,B,-54.927608438110575,44.71688562350724,-212.8707875287316,E,0
26-35,Yes,Heterosexual,E,D,23.0208221092554,E,-75.82056749141233,-18.02164619168912,75.45032408163817,A,1
36-50,Yes,Bisexual,D,A,39.12881172576089,A,106.42507773731285,161.45756064313687,44.115606729701625,E,1
51-65,Veteran,Other,C,A,-64.515740567118,B,-106.16838151853057,-122.58157706818771,113.9359065856538,C,1
51-65,Veteran,Bisexual,B,B,-29.406852266377324,B,109.96061849495563,-214.41682640485752,-17.47642235034443,D,0
18-25,Yes,Bisexual,A,B,-70.1817478285026,B,16.903912181735354,-51.00659549182877,0.6905707788675053,D,0
26-35,Veteran,Bisexual,B,B,77.70592316578787,E,119.30035436680859,-80.42378261703739,12.570496075077664,A,1
18-25,Veteran,Bisexual,B,B,3.422329996261919,E,-37.62692388883849,129.36192768278363,-160.66683929284608,E,1
51-65,No,Bisexual,A,C,-186.5196172169429,E,62.28906315546765,-26.310822325906248,-57.72094662924658,B,0
65+,Non-Veteran,Other,E,C,31.386705658109186,A,-230.49044572746936,15.931655866816483,-58.50374745846755,A,1
18-25,Veteran,Heterosexual,A,D,-104.15478787874295,D,-111.31664027723541,-33.557411180873956,92.7306043387615,B,0
51-65,Veteran,Bisexual,C,A,-129.27478550277235,E,-115.16881768466274,35.094544365834416,129.50494415136765,B,0
18-25,Veteran,Heterosexual,D,B,-16.499268050420728,B,51.81929555450131,-86.12693118454233,-62.53702326806538,C,0
51-65,Non-Veteran,Heterosexual,E,D,24.808517108512113,E,-122.33199837581911,48.226666856323796,113.0814861139626,E,0
65+,No,Heterosexual,A,D,-10.094263153379664,D,-130.66372709054076,-120.75968895081093,-39.56377368305727,D,1
65+,Non-Veteran,Other,E,C,-220.08417288699698,E,80.0640519058431,66.29362008524957,-16.73980698163268,A,0
51-65,No,Bisexual,C,E,124.26829159136543,C,-60.1544071399903,-12.213987734835587,73.95561836033086,A,1
36-50,Yes,Bisexual,C,B,-19.66732513423601,B,-193.44778963090758,-28.610396818426096,286.84349785649397,A,0
65+,Veteran,Homosexual,B,D,-17.911434138907275,B,-98.46460392961123,49.617893275446704,70.08408606451914,D,0
36-50,No,Homosexual,E,D,123.80216357812262,A,-165.71491337306256,-119.77402682547374,24.639028267188994,D,0
36-50,Yes,Heterosexual,E,E,-70.0799076394526,C,-78.34027349714746,150.04794673184477,-86.24670885638159,D,1
26-35,Non-Veteran,Heterosexual,A,C,-111.81958261323035,A,232.31662072992836,57.492362901031555,63.444925403536665,D,0
65+,Yes,Bisexual,C,C,-13.284697956378972,B,-5.3179305260527014,25.589746672378755,-62.97269294272725,B,0
65+,Non-Veteran,Homosexual,A,E,-94.21116203174857,D,60.310386133276374,74.23275709523668,12.381531789718238,D,1
36-50,Non-Veteran,Other,A,B,-60.05926059287272,B,-63.22026056164669,-30.220640574804904,101.23649633247015,C,1
65+,Yes,Other,C,B,142.31964310246968,A,-34.25099923001203,13.263680776373308,-40.28993525553607,E,1
18-25,No,Bisexual,B,E,32.58595564124759,D,18.66463791989795,72.40789377740285,34.90885172149977,E,0
65+,Yes,Other,A,D,-172.40585305819002,A,-75.61851425935188,-36.74571898724794,70.73892799237524,B,1
18-25,Yes,Heterosexual,A,C,-54.55136805289269,E,-10.412542154648992,137.60864007348388,219.7709484115239,E,1
65+,No,Heterosexual,D,B,85.02077528528808,B,79.91423903925771,-278.82891047339217,-0.8847482917014902,D,0
36-50,No,Bisexual,E,D,11.032075677218678,E,22.107596975463323,81.7344745503638,-75.90519498333283,D,0
51-65,Yes,Heterosexual,B,A,-71.29663547095663,A,35.179063490558384,-34.65495533605344,-24.359720795005043,C,1
26-35,No,Bisexual,B,E,-71.41642551710473,B,150.76436913290664,-15.337572859084906,75.05114749578713,B,1
65+,Veteran,Bisexual,D,C,-14.586118230426775,C,117.52322252065947,-168.89026858778462,-74.80580618984042,E,0
36-50,Yes,Homosexual,D,A,20.094192115625127,C,-49.221721412477365,-17.67059453390604,78.59719070624173,A,0
51-65,Yes,Homosexual,D,C,-239.72551952947282,A,59.592213157652694,-84.76659885663814,-179.9967536070406,D,0
65+,Veteran,Homosexual,D,B,-45.03760252493378,E,32.82140807045714,145.76893287289502,67.06650299872148,A,0
26-35,Yes,Other,B,D,-134.92178089851043,E,-3.9852137117830906,39.199445417249194,71.77570534530147,E,0
26-35,Veteran,Heterosexual,E,D,113.17659348982221,E,-140.85637998251516,-13.3169340217992,186.34077447570675,C,0
18-25,No,Homosexual,C,E,13.753416258128635,A,196.5677742428005,40.34370221916814,8.080835260452046,B,0
18-25,Yes,Other,C,D,56.03549698504142,E,-160.37702119733748,48.50075105333121,132.58145782465795,B,0
51-65,Veteran,Homosexual,A,A,18.926230013101414,D,21.713084248260454,53.84251057031172,110.4052171583615,D,1
51-65,Non-Veteran,Homosexual,D,C,-176.8904988816295,D,42.76987137537976,49.745501946600854,-167.09783659925156,A,1
36-50,Non-Veteran,Homosexual,C,D,164.3011297935904,D,-50.128135093236416,25.464436914696066,-15.088986116626085,E,1
65+,Non-Veteran,Other,D,A,182.017887130433,C,-88.91062502224302,14.423119860431749,162.7923692343861,C,1
65+,Non-Veteran,Bisexual,A,D,240.36226787256516,C,66.51813592511847,-125.05439145334466,51.323672220527406,E,1
36-50,Non-Veteran,Bisexual,B,A,17.965341884945712,C,-35.18192642569343,84.628121506528,87.22121503209685,D,0
18-25,No,Heterosexual,B,D,-112.20139736018074,D,-115.40613618362876,-23.069947457629826,-45.45870052492367,E,1
51-65,Veteran,Homosexual,E,B,-119.17884488423567,C,57.48560716056481,105.02257419360667,32.82513158985286,D,1
36-50,Veteran,Other,B,A,193.6402612516497,C,73.61723325638886,-0.23537129673517418,-80.29697536229074,C,1
26-35,No,Homosexual,B,C,-98.24179116673932,E,31.594623046318898,10.113638142759864,0.8916022813709897,E,1
65+,Non-Veteran,Other,E,B,88.63602180164445,C,-136.43553585997984,9.798009148100776,-141.95059622764518,E,0
65+,No,Bisexual,E,D,-18.40278802513006,B,-70.15249755642094,65.46627567021345,-1.4178304787397948,B,0
26-35,Yes,Bisexual,E,C,112.00326981643525,C,-37.47020033438414,10.638827399975762,-37.34802391684448,C,1
26-35,No,Heterosexual,B,B,59.53586474834631,E,110.32928770880301,134.6423328290518,-53.63421780984028,A,1
36-50,Yes,Other,A,A,83.45037703689472,B,72.26470513982697,16.19860417810567,-144.14480600392966,D,1
18-25,No,Bisexual,E,A,-13.991947030585223,E,-136.00621260053856,-19.807727968884777,-291.7487844648812,D,0
36-50,Veteran,Bisexual,D,D,-90.26345589531466,A,-11.52819635927042,76.39701876007618,-206.20989695658142,D,1
51-65,Non-Veteran,Homosexual,A,D,-70.77456525145205,E,-108.18138802539765,212.24270238432896,127.91769232778078,B,0
26-35,Veteran,Bisexual,D,B,18.546743302696306,A,-53.62021170817679,145.6654619130772,-194.76716942190427,B,1
26-35,No,Bisexual,E,D,37.09456281806348,B,-33.28936122937147,87.12271412905844,40.945270076517915,E,1
