age_group,SEX,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target
36-50,F,C,E,D,72.4921164256623,D,D,-185.90428076229074,64.22662329357777,C,1
51-65,Non-binary,C,B,D,162.79007275355545,E,B,-13.20378126323841,119.1697858586658,D,0
36-50,Male,A,C,E,-114.86718656558033,A,B,172.99762889542228,192.2415411290166,B,0
36-50,Non-binary,C,E,C,-3.7982226494951985,A,D,62.49847206836099,-62.212717077703964,C,1
26-35,Female,C,D,B,19.245366302975256,C,C,-23.26810658543796,-151.2459065608818,D,0
51-65,Male,C,A,B,-47.69242395016497,A,E,-41.634917049397394,167.56378225031855,D,0
51-65,Female,C,C,B,205.8080876428859,E,B,-120.21111464793562,119.1766500117599,A,1
36-50,Non-binary,D,E,C,-128.77879362364754,A,B,-58.31850327667366,-373.7883767283978,D,0
65+,Non-binary,B,A,B,31.258501797096955,B,E,-136.83600512674758,103.89616487702152,D,0
18-25,Other,C,A,A,-64.54331414545261,E,C,-141.52435449380908,96.59888922764395,D,1
36-50,Non-binary,D,A,E,-13.1933238815934,D,C,-69.9153462157272,27.946145102837782,C,0
51-65,Non-binary,A,B,D,156.04606437220662,B,D,12.067152015519197,30.79632562827181,C,0
18-25,Female,D,A,B,-198.44390476295143,A,D,292.37635809713447,61.57240352590719,C,1
26-35,Female,B,A,D,-137.74381998271002,A,D,-125.55733177084801,-5.22535882808012,E,0
65+,Female,D,A,E,-28.964568211971482,A,A,-44.93024676565523,74.25430291212733,E,1
26-35,Female,D,E,D,36.513902604077636,B,D,-58.74800028786294,-107.40456812981465,E,0
36-50,Male,B,A,A,-117.36692974210601,B,E,18.319254277421745,12.653257483367888,C,0
26-35,Other,E,C,E,-71.82604969997921,B,B,24.92513725068755,28.079917792148716,B,1
36-50,Male,A,C,E,-108.60171375741186,A,D,1.1024594877730287,-14.80004387641491,E,0
36-50,Female,E,C,A,-159.59662779454956,E,C,86.05874217686817,188.18956425703766,D,0
65+,Male,B,E,B,-83.02290334064305,E,A,78.69948214765942,-13.90279247944521,D,0
26-35,Male,D,A,C,-111.59970623237334,A,D,65.85919712505267,56.61579698217637,C,0
26-35,M,C,B,B,166.3958067490218,D,D,6.033414871722273,101.87545888585046,A,1
51-65,F,C,C,C,-162.04718150214228,D,A,34.16020365538919,-29.62497435330618,E,0
26-35,Female,B,A,E,92.06460405083344,A,A,44.81469512553218,-147.12724821156,E,1
18-25,F,B,C,B,48.859131075471154,C,D,-130.2607591759239,153.23012198205973,D,0
36-50,Non-binary,D,E,D,-88.47193310511852,E,B,163.87041059344892,27.481818617783265,B,1
26-35,Non-binary,B,A,B,48.054626367126374,C,C,-40.13644246103382,-151.04730978098203,E,0
65+,F,A,B,C,70.61728447826357,B,E,-79.73567625572556,-129.9409005591413,A,1
18-25,F,A,A,B,121.25697301375857,E,A,190.73205704704378,-26.219230261990866,A,1
65+,Other,C,D,E,51.6394520154399,B,E,-65.02363470445569,-130.10895207667278,B,0
18-25,Non-binary,C,A,C,30.213593532999077,E,B,-95.85323349216308,-13.688709017022763,C,1
18-25,M,E,D,C,-210.66514479887738,D,A,-181.22208132554715,-155.4276613215417,A,0
18-25,Other,B,C,A,60.05480741201637,A,C,18.003125361661198,-89.00406222045409,A,0
51-65,F,C,E,D,-35.82185266655561,D,A,-104.60922820473407,0.9407351205806451,B,0
18-25,Other,C,C,B,4.586692480551663,D,A,-28.482606021812757,-39.94169347432685,C,0
51-65,Non-binary,D,B,B,-207.4149265187687,C,D,46.515612844009176,-92.07843309706314,E,1
26-35,M,C,E,A,-188.81236317441238,E,D,35.497955583735774,19.59770922885975,E,1
26-35,Non-binary,E,B,C,19.711388569846317,A,C,29.140354509816103,-93.74297803165086,C,0
26-35,Non-binary,D,B,B,27.83182567577633,D,A,-52.13720541156859,-104.84599522282234,E,1
65+,F,D,D,E,-109.73681185916494,C,A,147.54780444690908,12.157408351815713,E,0
18-25,Other,B,D,B,-196.41429251085475,B,C,-64.85761590982683,-203.3280465005811,B,0
26-35,Male,B,B,C,135.11332256131993,E,A,-88.97012865835782,-167.7322463897006,D,0
36-50,Non-binary,A,E,C,-42.780529907368056,A,E,55.46617128829501,-89.60936108249554,B,0
51-65,Other,C,D,E,-69.56384448161474,D,D,-35.262592960621916,-185.07639878063566,A,0
26-35,Other,A,A,B,-90.7022143070781,A,B,49.145776250615974,68.47636245793568,E,0
26-35,Non-binary,D,B,C,-84.33763937090653,C,C,3.8501648456451147,87.75833406224008,C,1
36-50,Non-binary,C,C,E,80.74704437225216,E,A,86.74244624567467,-78.20998744324874,C,1
51-65,Non-binary,D,E,C,-11.509696655113368,E,E,1.9582691333683981,-34.93875294761842,E,1
51-65,Other,E,D,C,26.093126418130403,E,A,-57.227792942562985,-158.03806882915816,A,1
26-35,F,C,A,E,-173.5538218716654,D,E,-17.923760846692836,191.13980373799393,B,0
65+,F,C,B,D,-20.246166217227838,A,B,-56.331901954001474,-31.777532268633767,B,1
36-50,Female,B,B,E,180.67544112627408,C,E,-99.946938859428,-75.46872365409179,E,0
36-50,Female,E,B,D,138.73525957947405,A,E,-13.814343443474545,-180.24218572189045,A,1
51-65,Female,B,D,E,-110.14077755280967,E,B,298.5478803868165,-68.5117018893915,C,1
26-35,Male,C,D,A,-60.29971758562517,A,C,9.397098745448638,65.23481591638053,B,1
51-65,F,C,C,B,4.905302282689339,D,D,183.13446188134856,-30.261965209987746,D,1
51-65,Non-binary,B,A,C,148.63978838997298,D,D,13.748512349327097,23.16388202617369,E,1
36-50,M,D,B,E,58.034182539009905,D,C,-40.10114303069674,158.8080020768493,A,0
51-65,Non-binary,D,B,C,-137.4362229379092,A,E,33.03173653115138,-120.94734611088478,E,1
26-35,Female,B,E,E,-66.83173041213192,E,E,19.95380778965285,74.15459743298351,D,0
26-35,F,C,A,A,41.45640493839331,E,B,-254.03940053407516,62.71422326633571,D,1
51-65,Other,D,B,D,-14.200991360261161,B,D,-75.07970958816568,-219.98272439274012,C,1
36-50,M,D,A,C,-140.75342311691935,C,A,280.4029612380553,105.74378358911629,D,0
65+,Female,B,D,D,-119.83346285618165,C,B,55.125644483956606,66.0245784126921,D,1
65+,F,A,D,C,-195.0949755025948,C,C,-33.22921912821872,-81.50537217755992,E,1
36-50,M,B,D,B,48.75776330766345,D,E,76.10014874088392,-220.08723695050963,A,1
65+,Non-binary,D,B,D,5.770724731634837,C,E,119.60020308127157,-160.94639897629776,E,0
36-50,Other,D,E,C,93.44271201833388,D,D,-19.028998896211274,-71.2677316584482,E,1
18-25,Male,E,A,E,113.35281273759325,D,C,-147.05227823049387,45.06543047043031,B,0
18-25,Male,D,D,D,95.85517725938105,C,D,62.36075956620343,5.078422806492567,B,1
51-65,Male,D,C,D,132.6214362820318,C,A,-12.243128009940838,110.34882536200715,C,0
18-25,Other,C,B,E,-215.35078243014928,C,D,1.0899863430580778,-56.49563123229755,B,0
26-35,Non-binary,C,A,C,-38.21132100297144,A,D,-5.422578785174607,-27.597214490155782,E,1
36-50,Other,B,C,E,83.6718035492069,D,C,-33.04735321372624,-60.180845898659065,D,1
18-25,F,E,C,B,93.43871312286647,B,A,-22.968698336528693,74.25057873050203,B,1
65+,Other,E,B,D,-99.98770108304136,B,B,192.67680482097322,-87.1693148543503,A,0
65+,M,B,C,B,62.95190674271707,C,D,156.9365767464677,-61.15094750947551,B,0
26-35,F,A,B,D,48.362644218789214,D,A,16.86356803232414,96.74944883775166,D,0
36-50,Female,A,B,A,28.59297198367594,E,A,-9.89138131311718,27.95912093003639,E,0
51-65,M,D,B,B,6.086711741758014,D,D,-93.33424608597922,-44.28495377267414,C,1
26-35,Female,C,B,D,190.7413238153964,A,C,156.39460079979213,5.272030863997109,D,0
51-65,M,E,E,C,16.528866374473445,E,A,18.06717872207421,-93.28278429563159,D,0
51-65,Female,A,D,A,136.61354112283504,A,B,-54.637725356191424,-131.9569003413462,C,1
18-25,Other,B,C,C,130.85257583230882,B,C,-0.42671692649008075,18.22105338437888,E,0
65+,Other,E,E,B,-67.1854573501446,B,B,112.36241975236743,58.490910180720114,C,0
18-25,M,B,A,D,-79.28057209710124,A,D,-50.31303665432269,159.32552096964173,B,0
26-35,Male,A,D,A,-19.245504349057246,B,B,79.68242158498077,-19.894936381457857,D,0
26-35,F,D,B,A,57.694744460260125,E,D,-49.954297183279664,-86.4674986366868,D,0
65+,Male,D,D,C,-6.945505927870762,D,E,153.58414023466307,149.10989061067178,E,0
18-25,F,A,A,C,-127.43576859069807,A,E,8.19431358122083,105.14821981622914,C,1
36-50,Female,D,E,C,-50.975233478956824,E,C,32.54802624526983,-156.44576806567068,D,1
26-35,F,D,B,D,-139.5295854223993,E,D,101.30351060135996,151.0636506987912,A,1
65+,Female,E,E,C,26.71250760422353,D,D,53.73041171427941,-47.449005170313896,C,0
18-25,F,B,C,A,-12.156463128814082,B,C,-92.77863176917131,12.696843316046735,B,1
18-25,M,D,A,A,-13.866772936974984,B,B,-33.97693029005046,29.028422775800944,D,0
26-35,Male,B,E,A,5.4955420540217395,B,C,119.77919034890871,-163.31664243819915,E,1
65+,M,D,D,E,4.109485933548041,D,D,-144.5650710122833,56.97352273451537,C,1
26-35,Female,B,D,B,-195.95098728334872,E,A,10.029896155879102,165.62106287124817,C,1
65+,M,C,C,B,60.11926258097683,C,C,32.24389480460438,147.13940747064797,B,1
65+,Non-binary,A,B,E,-155.59748326959536,A,C,67.65734593561767,159.4151020645474,B,0
26-35,M,E,A,B,9.673750612991453,D,B,89.960728595497,88.24617169008417,B,1
18-25,F,C,B,C,179.54983092605366,B,C,8.625316426630874,-143.2926252036555,A,1
51-65,F,E,C,C,-128.35683454111867,C,B,-24.617979180140257,-67.31940259794278,A,0
51-65,Non-binary,C,A,B,-47.07209727528818,E,A,-1.7392963999113713,-117.6492226446181,E,0
65+,Female,A,B,A,75.86328294446318,D,A,-224.16184354258215,87.44511336556778,A,0
26-35,Male,D,B,D,-98.10585782229188,A,E,113.95343014394177,41.754759053819214,D,0
26-35,Other,A,C,C,21.99132312945087,D,D,-94.23333210980493,-147.79134516849476,B,1
18-25,Female,E,B,B,42.81136160936325,B,E,-19.01470544839928,56.06907254638999,A,0
51-65,Male,E,E,A,-49.02889372824327,A,D,128.29258398835807,-44.431567405932675,A,1
26-35,F,D,D,B,180.64676423061462,C,B,20.325199003037177,-33.47239225066879,A,1
18-25,Other,A,B,C,-185.04610760030417,B,B,23.27728131016043,49.659280552863436,C,0
65+,Female,D,A,C,75.48013441979934,B,A,-176.0665602068401,12.230986745014981,A,1
65+,Other,B,B,B,7.840940117161396,A,B,153.43913661502106,117.30293885398477,B,1
65+,F,B,A,C,169.4493829299895,E,B,50.4906459758103,-185.61204877868738,D,1
26-35,Other,E,D,A,114.65087660742823,C,E,77.24641796347316,-106.64735203587858,B,1
18-25,M,A,A,A,110.58405288205893,A,B,-55.726933149805106,37.62438137097029,D,1
65+,M,D,D,E,-61.67692532911159,B,E,-126.74471513875983,-41.076042146893144,D,0
18-25,Non-binary,B,D,C,54.63781629063609,E,D,136.40277865616125,-33.156116689466835,C,0
26-35,Female,D,C,E,-107.80631865602948,A,A,-33.23457604075317,90.61899215227174,D,0
18-25,Non-binary,E,A,E,-0.6253304139935891,E,A,-89.04245894721649,-35.21470855404956,D,0
51-65,Male,B,C,C,107.2566485963898,E,C,-138.06004883963757,7.5109552917949,E,0
51-65,Female,C,A,A,31.54377583389686,C,E,-35.33400980151048,86.20968931189535,C,0
51-65,Other,E,D,E,271.78754833341094,D,D,-155.4106124831928,97.26035004707921,B,1
51-65,Male,C,E,A,-136.66604211925238,D,A,-11.65993854507094,194.77928783022122,D,0
36-50,Non-binary,C,A,A,179.79155627261406,C,D,-53.5697411091725,12.626726878785027,C,0
36-50,Male,C,E,C,-74.00678720682109,D,D,30.4958197148834,-76.78332728398485,D,0
51-65,Non-binary,D,E,D,35.14568004123617,D,A,30.8746384948345,61.91775276727025,C,0
65+,Non-binary,B,E,E,-12.819123081343173,E,B,-160.16886553404296,178.67165296251392,D,0
26-35,Non-binary,D,A,C,12.936084462012296,D,B,107.7486627303657,97.31773416535242,A,1
51-65,Female,C,D,A,-34.6874391209412,B,E,-122.03938296159969,-77.23747419019564,B,1
51-65,Other,D,E,E,5.185989719883312,B,D,50.49049430958343,-90.93880740633728,B,0
26-35,Other,B,C,E,-0.7463110439777944,C,C,-92.91258878966677,78.70870418814569,E,0
51-65,Other,E,B,C,96.40022884825076,C,E,9.31278468797921,146.91639640905768,E,1
65+,F,E,C,E,-42.681014066909455,E,E,189.5944372882635,-85.8438886416542,B,0
18-25,Female,A,B,B,-197.80404717385827,B,D,63.77928788188996,108.67054581313307,B,0
36-50,Male,E,C,B,-97.89338632640778,C,B,114.75772538491084,-145.64009385694138,C,0
65+,Male,C,E,E,20.186843677711327,C,C,77.55635632264303,126.93514804183835,B,1
51-65,F,C,A,B,-38.22568863900449,C,A,48.68714890513494,67.25094838788735,E,0
26-35,Male,D,E,C,-7.304861261631958,B,C,71.61594933488757,-53.77047207742668,A,1
18-25,Non-binary,D,D,A,-1.2490296911384917,C,C,-136.86351272563027,-41.825219480915266,D,1
51-65,F,A,C,B,15.7963912817223,D,D,30.27942547442698,-38.03416909658671,C,0
51-65,Female,C,C,B,105.18777817138782,D,A,-34.08934168597225,-1.9514202526797735,E,1
51-65,F,E,A,A,-34.30836552393185,D,E,-1.2546797619225316,84.38427551408586,E,1
51-65,F,A,B,C,-148.85648937495043,D,B,43.52472756593976,-102.60307017348009,B,0
51-65,Non-binary,D,B,C,19.705207628378112,A,C,-79.01726469498544,142.84225159528077,E,0
51-65,Male,D,D,B,3.3167845053691756,C,B,-64.71163589685713,19.88839943535229,A,0
65+,M,B,D,C,-139.37754951720615,D,B,28.30156122594696,57.58379748419472,B,0
51-65,M,A,C,C,-29.376854995277697,D,B,-100.92582642416939,-36.877516703245405,B,1
18-25,Male,B,C,D,42.22679672657359,E,D,0.17182942994952471,26.168156104123774,D,1
36-50,M,D,B,E,254.87018884016047,C,C,0.7904144880140801,-153.70160746503717,C,1
51-65,F,A,A,B,-26.246668100204335,C,D,-115.62209921261004,-58.03422873880588,E,1
51-65,Non-binary,B,B,C,-86.13893395448818,D,B,-123.99808549057897,-182.57928644571567,A,0
65+,F,A,B,C,66.54912360202525,A,B,-122.63304848441265,-171.42718178084934,A,1
65+,M,D,B,E,-25.272182607618827,E,B,59.687323115769374,-43.34311512151181,E,1
51-65,Other,B,A,A,-196.12806405500265,C,C,133.4015587345843,-66.05778347362045,E,0
36-50,Other,A,B,A,-73.4972768947095,B,A,56.22267417956738,37.63375753315545,C,1
36-50,F,A,D,E,34.428446942276246,C,A,-79.57195484775625,-49.67868214251395,C,1
18-25,F,C,D,B,-19.915706688769312,D,C,-63.97218520701745,83.31830233110922,C,0
26-35,Other,A,D,C,-153.65793565544107,E,D,54.71733936508472,-106.72208850603153,B,0
51-65,M,C,B,D,-125.48561427808865,A,C,181.97337539107772,-116.48382323686921,D,1
18-25,F,E,C,B,-167.37967771804693,A,D,144.72167449712344,-54.08718609707114,D,0
51-65,Female,D,C,E,-67.38712385431805,C,B,-135.91809427874114,39.96765876027496,D,1
18-25,M,D,D,E,85.72628718713624,A,E,-63.32043579718628,105.39656611348943,D,0
36-50,Non-binary,C,A,C,-90.81859918830612,E,B,-45.37396237335042,-115.03111486732926,B,0
36-50,Male,E,D,D,5.214708455006538,B,E,-230.20692534201106,157.08357311691267,E,0
26-35,Female,B,C,E,10.186564657887393,E,C,-42.54337038369218,12.548673629855548,B,0
65+,Other,C,D,E,-24.045875806825613,A,A,-23.66610882004653,-49.17187085793353,C,0
18-25,Non-binary,A,A,A,-214.5158807615874,A,C,146.00849419830092,-106.6585873218037,B,1
51-65,Male,D,C,A,28.61760840264802,D,E,-29.636077059874456,-83.80451051924287,E,0
65+,M,A,E,C,-168.6661003172996,C,B,100.55205951335195,-53.44386671794334,D,1
65+,Female,B,C,A,-80.55864318763477,A,E,65.24598088350942,126.973939851809,D,0
18-25,F,A,C,C,-9.870890066219438,B,B,-33.67811978550546,53.61716782001326,C,0
65+,Male,C,D,C,-219.83365751611294,D,B,-22.93718922854999,5.1102599162853295,A,0
51-65,F,C,A,E,-4.454747893370533,C,D,8.062548826183006,7.218440394976638,E,1
36-50,Non-binary,C,E,A,-41.414301014856186,B,B,43.9280392211352,-61.605932337908285,B,0
51-65,Other,D,D,D,-104.8801629178067,D,C,-41.50600318879353,54.70338839185821,C,0
65+,Male,D,A,A,116.85915460554183,E,E,14.36338652457706,-167.65420162669366,B,1
18-25,Other,C,D,C,-56.28272404054672,D,C,-3.731981727688055,-57.775288886454575,C,0
51-65,F,A,D,E,88.79320397379955,D,D,39.768133696431626,61.7047370441181,E,1
36-50,Female,C,E,B,42.315010167259345,D,C,12.027211154123364,33.76586755802573,B,0
18-25,F,E,E,C,205.83179197515625,D,E,-56.650928976477445,44.57159724348097,B,1
26-35,Male,A,E,D,-82.89136376836204,E,E,-143.6027586522888,-29.316735802333728,B,0
36-50,F,C,E,B,-252.54896857408679,C,B,18.975990367567917,27.717422657902013,B,0
51-65,F,E,B,E,27.54513579188948,E,C,-56.527260038618806,200.11799291808902,C,0
26-35,Non-binary,C,D,E,-83.30387618710007,B,B,-43.89451605086149,-8.645458932789358,D,0
18-25,Non-binary,B,E,E,-32.69194247578939,C,C,-18.92440369372408,-170.80917991484486,D,1
65+,Male,C,B,C,6.487941470239979,A,E,-97.49022070826946,82.23303351295327,A,0
51-65,Female,E,C,C,39.043058959914966,E,A,88.56395551452874,48.23650344604084,C,0
51-65,Other,D,D,C,9.5226222885386,E,E,-1.685598992831195,-39.43088093124306,A,1
18-25,F,A,D,C,-100.28494467836732,C,A,-16.55957437621442,-38.518481578089194,B,0
51-65,Non-binary,B,E,E,48.26186062675982,A,D,-81.95838549503027,-0.3861099121553648,E,1
18-25,F,B,A,E,-125.76666840800459,C,B,-19.86166359440752,-41.74741748471203,A,1
51-65,Non-binary,A,D,C,-10.548906110247472,A,C,69.7691338529855,-1.3662667208229975,C,1
65+,Female,C,B,C,29.09315884590046,B,E,47.560376449795335,126.16992997298988,B,1
51-65,M,E,B,A,75.32267136501932,E,E,-65.3649983702059,-158.46586076757504,B,1
36-50,F,C,B,E,102.81741370663191,D,E,-42.57923349173293,-14.683849865642811,C,0
51-65,M,B,B,A,52.223746051601964,E,D,-289.88864561607943,203.5125918816427,D,1
51-65,F,C,A,B,-91.04830844015044,C,E,-190.56870171405055,-131.96952422333,B,0
18-25,Other,E,E,D,60.14497985846694,B,E,133.81023141592493,2.94036495335537,D,1
51-65,Non-binary,D,A,D,-71.30440644894279,B,D,131.83799778741647,-34.1090542829058,E,1
36-50,F,E,A,A,67.20866644842494,C,A,53.153469747595125,3.3337969753762984,D,0
36-50,Other,C,B,C,-91.87205519583831,E,A,63.301477699532505,121.68955272514665,D,0
65+,Female,A,D,B,-165.80439494029363,A,D,-73.81098321619575,5.269191797740478,C,1
18-25,Male,E,A,C,132.31165950014244,C,D,0.6224075820357553,36.61609779323128,E,0
26-35,Male,E,C,A,-193.367892334381,B,A,101.57759637887338,-75.76980870942572,C,1
36-50,Other,C,C,D,104.11028870874249,A,C,53.70518163200213,52.36098159374182,E,1
18-25,Other,B,E,B,170.05715743376635,A,D,-6.031262871187472,-67.82341946947822,D,1
51-65,Female,B,E,D,-128.96533344136515,D,A,-82.08149846451917,-64.543157351366,E,0
26-35,Male,E,D,D,-76.19478412685051,A,C,-41.656255534155946,14.908381252216238,B,1
51-65,Other,A,C,B,55.64821205883419,C,C,82.57489937566673,-98.77643061606508,C,0
18-25,M,B,D,E,-16.156713658059594,C,B,6.783741582800838,98.52998086729447,C,1
51-65,Male,C,E,B,-17.185694638818564,E,B,38.59888987539465,-61.06026409603387,A,1
65+,F,E,D,C,-27.69646888827804,D,D,-1.1651404733243471,-131.34402931390687,C,1
51-65,Male,A,B,B,71.15225717561584,C,C,36.08006587521851,-9.324280222291025,D,1
36-50,Other,D,E,B,2.252166924891914,B,A,-17.587046948131935,-66.10392244874608,B,1
26-35,Male,A,B,B,112.33987599806359,D,D,10.376397991123527,135.35842285850194,E,1
36-50,Female,A,A,A,76.66932919298276,E,B,-8.66326201160584,-119.88651768101823,B,0
65+,M,C,D,D,-28.910846608238543,E,B,-50.56534440422914,82.39505669953527,C,1
26-35,M,E,A,E,19.26410063705592,B,A,-157.28910978918685,18.88777049743405,E,1
65+,Other,A,E,E,-126.47316497874215,E,B,-30.006677809844707,74.69128214733385,D,1
36-50,Other,C,E,B,-74.27307000012469,C,E,-14.045505134123836,-120.2314630442103,B,1
26-35,Other,C,D,B,-169.5639075075746,D,E,69.46465541150711,97.46586330160741,A,1
18-25,Female,C,E,D,-61.5711000735361,D,B,-41.26887686500677,43.39716464564436,B,1
36-50,F,E,B,E,47.81240480817216,C,D,-87.501900070187,25.72691000697056,B,1
51-65,Non-binary,D,E,C,242.4537027538591,B,D,-25.0974433156308,-111.61263560779659,D,1
36-50,Other,A,C,C,-47.571511589013035,B,E,13.104878774605211,16.228724360111006,E,0
65+,F,A,B,A,40.40424946346834,B,D,66.33457974760665,123.99590482244749,C,0
26-35,M,B,B,A,179.9061219141583,C,D,-158.6498266771562,-26.419330248389933,D,0
18-25,F,C,B,E,10.9003713736666,C,C,50.732287814424716,-33.63848514163115,E,0
26-35,M,E,B,B,30.54232562392651,E,C,-22.439438438564256,-29.861855266828858,C,0
51-65,M,C,C,B,-135.344438092154,D,C,-109.53997807463747,-87.93682494498788,C,1
18-25,Non-binary,C,D,A,-116.39854902678724,D,B,-94.16591110089155,10.410769372325534,A,0
26-35,F,E,B,C,21.43941251800309,C,A,-4.328178406001318,-3.483151643883195,B,1
18-25,M,E,D,C,-0.8194221543031044,E,E,235.96440532714328,32.01858807021193,A,1
36-50,F,A,E,B,-41.55206319245753,C,D,-36.00924615448946,-31.050052729885625,B,0
36-50,F,C,A,A,63.136856016595125,D,D,59.294241038344886,-44.53035117259859,D,0
26-35,F,C,A,B,31.932502911306777,D,B,139.9161765476036,-179.32611706609768,C,1
36-50,Non-binary,D,C,A,27.716497651342724,D,A,163.9233626673563,-84.86728231911412,E,0
36-50,Non-binary,D,A,A,36.53046039595972,E,E,-73.22537965479121,-28.084902483286417,D,1
65+,Female,B,B,D,49.11719930258063,A,C,-163.85169580881745,106.34161568401626,D,0
26-35,F,D,E,A,-255.57672808167857,D,B,-72.05433661064227,-221.72429630917742,C,0
36-50,Other,B,C,D,80.72194584884863,B,A,-53.74992789310148,-73.4615426165424,C,1
51-65,F,B,A,B,37.96334113567452,B,D,79.63041604805008,-121.02285512114797,E,0
26-35,M,A,D,E,29.76461662967526,D,D,-96.16043800514761,102.0214094125029,B,1
26-35,Other,E,D,D,222.41689867524147,E,B,126.27737119720108,15.453861652697299,E,1
36-50,M,C,C,A,17.898983834510375,C,E,42.52725624841375,-133.51452444165724,D,0
36-50,M,B,C,A,-86.22745425516057,C,C,-23.557798401045055,-25.815539177682194,E,1
26-35,Other,E,B,C,-35.57991943838648,E,C,-13.490148335842719,-108.54354376705162,E,1
51-65,Other,E,C,D,113.98772275434246,B,B,-12.83617969138514,-53.487265801397086,E,1
26-35,F,C,A,B,-81.08626970793654,A,C,-20.32450861039013,-122.9822237594868,A,1
51-65,M,E,A,C,-132.4875829174236,D,B,-136.2245639978652,-113.27545709648237,D,1
36-50,F,C,D,D,-15.502655922054103,D,B,2.2364569316449923,-48.97330286281126,A,1
26-35,M,C,B,C,153.16365336352234,E,C,-34.83549365648352,34.519278130675076,B,1
26-35,Female,E,B,E,39.31870176784465,E,E,136.03280426376483,-18.783894231725263,D,0
51-65,Non-binary,C,C,B,-29.653421255471386,A,E,-9.147932355371594,-79.61181154483995,D,1
51-65,Other,A,D,D,60.26830006890403,C,A,-107.57550153077638,-50.281106599674885,B,1
65+,Male,B,D,C,57.150034529646064,E,C,-19.34345127421057,8.46474453135928,B,1
51-65,Other,D,C,C,-7.594062869260841,C,E,-5.608756671992213,-93.80006573748561,D,0
51-65,Male,D,D,E,-191.5547046384619,A,A,92.08691966504065,-1.1523033311943884,D,0
51-65,Male,B,D,A,-32.3613712470624,E,B,5.189914840915452,306.5271125633747,D,1
36-50,Female,B,C,E,40.69744580443121,A,A,-43.99663592001983,63.87845452003275,E,1
18-25,Male,D,E,C,106.3124205535036,B,A,-80.491740040579,-83.58294246657327,D,1
36-50,Male,B,B,B,-6.222697358795463,A,E,-102.23738221416221,-31.881615820488875,E,0
51-65,Female,D,E,D,-48.1675044649122,D,B,-87.03831961926993,44.19713161289683,E,0
65+,F,E,C,B,-90.44097844844838,E,D,-155.25159540510418,-108.0921258001973,C,1
26-35,Non-binary,A,E,B,84.13862747343882,C,C,141.7899692133863,9.996953544364624,E,0
51-65,F,D,D,A,-149.77222160210292,E,A,-14.670937387007891,60.090438994827544,C,1
36-50,Other,E,E,D,-93.40532551765216,D,D,-150.6646877802651,189.50342260177896,E,0
65+,M,A,C,D,82.81092930461965,E,B,-103.22336326124679,37.877689288234244,A,0
65+,F,D,E,A,119.84450326408242,B,C,77.47174135681881,54.657670822236234,A,0
51-65,Female,D,E,A,26.496267109098376,E,C,86.63889994042631,-43.57392921626867,E,1
65+,Other,B,E,C,-46.13361426241203,A,A,189.74823207381382,-81.2965997206723,C,1
26-35,Male,C,A,D,-67.48337448217791,A,D,103.6938730180925,-31.183873161177335,C,0
26-35,M,A,D,D,52.48237302835791,E,D,26.851370733241716,-11.194798887114148,C,0
36-50,Male,A,E,D,-78.71678655154986,E,A,-60.45483203073042,-104.8669095865244,C,1
51-65,Other,D,D,A,11.034910185439559,A,A,231.22729399313093,-27.831702618812308,B,1
36-50,Male,C,B,B,-21.09839998709387,D,E,-8.84449247578576,-82.39581791825916,C,0
65+,Female,E,C,E,-183.78069961482834,C,A,67.84639680228261,-139.21443313289387,C,1
65+,Non-binary,C,B,B,-175.80024802925203,C,B,24.478538683825,51.711206534127385,A,0
18-25,Male,D,C,A,158.73059678642772,C,C,142.39790807609614,-16.53211132261093,A,1
18-25,Other,A,B,E,-57.98884424630843,A,D,1.5585002139320268,11.648787865273853,A,1
51-65,Female,C,A,D,127.87900283282238,C,D,-104.15586941130242,-6.5642960569894955,C,0
26-35,Non-binary,D,B,D,134.53145650163552,B,A,-30.74897587504868,32.345621104022946,C,0
18-25,Female,D,E,E,15.231526923108415,A,C,-257.02095350878375,25.299378204279847,C,1
36-50,M,C,B,B,120.48860207656314,B,A,236.57118721837054,22.77670153001848,A,0
26-35,Female,A,C,D,66.44242975256944,B,E,70.4540671919848,49.39690693915329,D,0
18-25,M,C,E,D,-66.18586387842407,E,B,-163.314828642578,29.702382667134376,B,1
51-65,Other,C,C,B,22.17105258859965,E,C,130.68547727433779,22.15793987868329,B,0
36-50,M,A,B,D,18.28893259004214,D,D,16.10376603294522,28.30979963351725,A,1
26-35,Male,C,E,A,-75.74650360889893,D,D,44.933101549161584,-132.56152627558416,B,0
51-65,Female,A,D,E,-57.649378919956504,A,D,20.14083094759302,110.85056900292454,D,1
51-65,Male,D,D,D,28.079982174342575,B,E,-48.90183489002488,44.87704626332748,D,1
36-50,M,E,C,B,170.64597522158874,E,C,-27.275290059107597,60.259824446062346,A,1
18-25,M,E,A,A,112.76233424129303,E,A,-138.0165797694439,227.45228397223323,D,1
36-50,Other,D,E,D,-142.5126529376892,B,A,-66.25396299632281,-22.305276209927744,C,0
65+,Female,D,E,E,138.97699867022138,A,E,132.07036879254144,-31.484020377995304,A,0
65+,M,D,C,D,-56.16056596295361,B,A,58.5343385473814,88.45397023383458,B,1
18-25,Male,C,C,C,110.13126450085726,D,D,58.97673047080478,-128.0860556776414,B,0
