SEX,sexual_orientation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,target
Female,Bisexual,-282.85488825219744,-58.15248771400552,B,D,B,24.661583608905904,-51.210708633325844,D,98.1196595139085,-125.07560874382125,138.9194716697939,-18.773202705925744,38.93860129305434,E,C,D,-73.05439995285867,A,0
Male,Bisexual,9.312065406378931,-34.60702687648224,E,B,D,-193.79479771843955,-8.977475799286362,A,90.90541732830847,-92.05011118094973,-10.284473490040657,-0.27314388582859717,-25.03933555433196,A,D,D,-223.28028436738543,B,1
Male,Homosexual,-8.890721893334632,-17.671412985415326,A,B,E,-240.89640967678966,108.54201801742714,C,-35.926860038015185,-47.19208941901757,-80.33573239113998,232.81801829518454,91.70028685640722,B,B,A,-7.78379624616961,C,0
F,Bisexual,-18.32453238480917,-70.85988384517901,E,B,C,100.96986062024669,-82.24806121878547,A,-146.51722366487985,185.76962349146123,-28.160708214416385,116.2117929322503,57.90195069367143,C,C,C,130.78710478089036,C,0
Non-binary,Bisexual,-33.629131848543054,12.339201684948115,A,C,D,19.894933818690177,-25.228565794878737,B,60.412990059147646,-35.00267066809331,-9.954812313926649,-79.78917103123983,59.546536876468394,B,D,A,91.8380353413564,D,0
F,Bisexual,114.22651839880595,-186.54405849221806,A,E,D,118.91931960583169,0.4134961198148757,E,50.52940012256134,-163.4113869248343,15.196390810417698,111.49332376647776,52.01853668258357,C,B,B,-46.2949936060215,E,0
Male,Homosexual,-84.59345431046592,122.35128429525786,D,B,C,126.95943101221671,31.828822703457238,B,77.40131571613746,20.93034204469114,82.87598598891297,-12.76192784354309,86.10322908242534,E,A,D,193.89201080965628,E,0
Non-binary,Bisexual,9.639125319387219,48.43695583600589,C,E,E,-158.59265584124847,68.28394070541563,C,105.79340703768274,-144.35090191218612,-10.352498120106606,-50.250503213140554,-174.07304335118548,C,E,E,-167.95246205152824,C,1
M,Other,52.48216100957288,150.05259167613787,A,A,C,52.91715643788868,133.0781147119775,E,94.82449318077411,43.768812007091405,118.09995587395075,93.25568368595462,63.39171250301177,E,D,D,-116.04849807434377,D,1
Male,Bisexual,20.82006304234096,134.82395918327114,B,A,D,-57.70324359687527,-28.5256597205161,E,71.16202647512681,86.16079402074864,-29.315300483599295,78.54955220359514,39.34015323007529,D,D,C,135.01915581498446,B,0
F,Other,-101.08806966983362,48.31875289251297,E,D,B,-76.81212987798268,-102.62396541209067,A,-79.2813403211428,-111.24598713600227,53.369433030520256,36.737041782434645,123.29269663637199,C,B,C,-42.123607222774275,E,0
Other,Homosexual,-12.257482976192684,51.05998120229369,C,D,D,-7.738534777139009,-163.58870157040056,B,-4.447796818746629,242.67462144925364,215.8517328904598,50.45801643037948,-185.89422095289962,D,E,E,159.1081616905397,A,0
Non-binary,Bisexual,-168.26114223008645,-186.17892602667524,E,B,D,-64.9368997566704,-55.060562264977385,D,90.3121731061478,-70.75041695168724,182.22813146430525,17.230225277984058,-193.53541183307502,E,B,B,-41.956876134053616,E,1
Non-binary,Homosexual,-17.94211204332091,-104.2416141014872,E,E,A,-167.77132622507986,17.099258493234878,B,-22.49279025763866,142.03130754630916,-42.366209797226915,18.963432689233912,3.522270458427551,C,C,B,76.09751379772075,B,0
Female,Heterosexual,-91.25696888859662,19.377511003808227,B,B,D,4.9090012056436985,-53.141995961078216,B,251.00906333650377,12.226843210204223,-30.21819013350952,63.183882736074814,66.85499856551654,C,B,D,92.88737963237752,A,0
F,Other,-7.405160098493238,48.443424761754265,D,D,E,4.995678825540436,-102.39452696097193,C,269.97752874682186,-165.83307915971892,18.43569991701619,-17.310063298669643,-13.462820804810201,B,E,A,-18.985628932957475,D,1
Non-binary,Bisexual,-67.16716673762475,173.37409957518432,D,E,A,-101.58304527090853,-53.621184731854,A,112.06900621171133,2.7903812939650963,-173.49943128600975,-5.995470328899801,-67.97569470415374,A,A,C,-36.69240906779715,D,1
M,Bisexual,-63.702419716073386,53.777380097013314,D,C,C,166.4093401966921,-112.87328880898637,B,-143.52655639154966,-32.0796969940261,-23.068333169970405,121.09523889316853,5.415428842031321,C,C,B,44.55146719680843,C,0
Female,Bisexual,-70.69400198975933,-21.776330225805303,A,C,E,-34.760295211335695,-41.82974883036156,C,-68.95239810969936,-46.0344833786137,-26.610592594910443,-86.20476208511427,65.6774826783145,E,E,E,21.652408508807127,D,1
Other,Bisexual,-11.979236599342519,133.61268993907964,C,E,C,-281.0487390359584,273.99251477901163,D,-192.31314256346877,-62.3766828509516,75.90466691620793,-82.00424350395515,100.26180836054527,A,A,C,-37.3711715593911,A,1
Male,Heterosexual,-6.860002881724338,95.95814604205452,E,B,A,19.367202236569813,136.80525097046853,A,17.242153669058933,89.49218596511508,-12.42620006637128,91.21874191421101,36.72644638419709,B,A,D,-108.55415928985485,A,1
M,Other,3.192541488496783,-58.25820948130761,C,C,E,-17.755852552281542,60.13688683555245,E,72.01323758957463,82.17824112545156,93.03832742184512,-0.8123311634872059,50.79262921293876,E,E,B,35.786035328242235,A,1
Non-binary,Other,-74.95251457012178,-201.24856572177657,D,A,E,94.61903918076123,-81.4489325080373,D,-35.827681707350685,-30.090587108724193,72.29453204005574,47.55752618308644,92.13020391164277,E,E,D,-5.498778322696997,B,0
Other,Homosexual,174.4087265592591,-114.86269992144729,C,A,B,-49.65385955872826,80.99847147269925,A,28.033311187196595,-17.35362478571123,56.25145406987908,22.050431185110398,118.70724252568077,C,A,A,103.86282995534285,B,0
Non-binary,Other,29.695742039381912,10.38784047788751,C,A,D,269.31481587844263,41.36627382351357,B,35.211639719470526,-51.36436968443707,-57.09479078334366,-115.22373738828927,128.32849692982407,C,A,A,55.698594013189016,E,1
Female,Homosexual,-73.25419640132266,-67.16671249819228,B,C,B,-47.36209959686123,8.827654825698552,D,-24.054427888394248,104.59154744349522,-3.2405077856383975,140.15029366912842,241.17703073813718,C,B,A,43.36028970411025,A,1
Female,Bisexual,76.10460880001087,-72.4904542060615,A,C,B,43.17347600087503,20.365881283276078,E,-78.51957457730656,38.99552051135979,-96.52335491763132,-27.031911500441026,104.64913423392615,B,D,B,-83.47735116042895,A,0
F,Heterosexual,46.69185100130712,-46.83991849492503,B,A,E,7.644625500611705,-19.308914145893027,C,-50.00578997155778,75.81550789965615,-113.33883871764006,21.706192008747895,-151.68334419741393,D,D,C,23.50144745765747,E,1
Other,Bisexual,132.2299045234573,23.493947595064295,D,C,D,113.58237356105197,117.25142193549094,E,39.957666964538035,-42.145224354352095,-202.14128627357212,-66.81849089318544,49.92106049328024,E,C,B,-73.08173649596763,D,0
Male,Heterosexual,139.23026512370694,-77.77295797393684,A,B,B,-46.558300859475864,-52.954165531823946,C,-28.236086339285443,-85.08949993388259,-15.308825465372571,66.44037772023873,-67.24489513498125,D,C,D,8.6728595630905,A,1
Non-binary,Heterosexual,-48.150379500642664,-113.44018168215047,E,A,E,-47.50809124726943,-37.39052382799867,C,87.72233100969594,-159.88186177236122,52.95704749829905,-40.73674422133682,-85.18770420176665,C,B,A,65.05028536884485,A,0
F,Other,73.0594986251243,32.093720140284354,C,C,E,75.7314870347334,-113.74867354398097,B,-70.48800122836676,48.504065750329,-2.2364241713425255,5.973224932567747,-67.32672667733355,C,B,B,-50.530670282807996,C,0
Male,Other,-119.9631179873476,173.2903302146245,B,A,E,113.44222912019819,16.49082742808188,B,38.7355246617478,47.86834511747002,-52.28823824131788,-100.59146102135846,71.8754111246835,C,A,C,-108.61224970070236,B,0
Non-binary,Other,-89.61542087277074,-111.9968185907811,B,A,E,30.1647390582136,170.6236014531333,B,-219.91579390253483,-145.73234275977464,-34.07670508161147,101.29390310462374,-115.19528846603457,D,E,C,-42.78043037569182,D,0
Non-binary,Other,-111.09273771671553,109.33195253311384,E,B,B,11.055514758179354,136.8950131904021,D,-82.99487559939412,77.25932759897832,-116.31119476353302,-65.2222561659781,91.79563693003652,D,B,E,144.43711119863073,D,0
M,Homosexual,-11.01998161057797,-30.69149180171129,C,D,B,91.46342668642777,31.39620144304211,E,-50.04886123438826,65.78175106004953,14.060097854313009,-121.35370316771579,-95.06129941701855,B,A,D,-64.0901879719467,D,1
Male,Heterosexual,-11.434622273635654,125.89881885653953,C,B,D,63.90131410927562,84.31387152078354,C,14.0431995709216,-135.84103692723872,-126.83601871126169,159.6777460267355,59.303132157789726,C,D,A,199.75785681964186,A,1
Non-binary,Homosexual,-43.94428497241862,210.93066060360363,B,D,A,100.57381241745884,-2.759470807784934,D,69.85937249015144,-18.98713115852646,214.3174568376694,151.3349755272284,18.58921584802762,C,B,D,-75.29309197080786,D,0
Male,Homosexual,-121.40737667222419,40.495481885188276,E,D,D,-8.406287806020957,-104.3416172265018,A,-103.93996241851049,-58.805557563904834,4.446748664218762,3.7440665257107444,100.72827644993598,C,B,E,-62.47365870322875,B,1
Other,Heterosexual,-109.92373110448455,-92.7029506887969,B,E,E,-251.465150288601,55.97654651370066,D,-131.67358406939468,-272.097260500081,-151.0826492498023,122.40085001639518,106.45197888090763,C,D,B,-11.764346855156916,A,1
F,Bisexual,-208.44936582403807,-82.64210418722769,A,A,D,102.25892634873233,43.63916686183658,A,-4.417552794606349,26.286252781472726,258.0530288256243,103.47520405834729,-88.68734364589588,A,D,A,141.12569674033998,C,0
M,Bisexual,138.53144648547882,97.6174952448281,A,A,C,-35.87183385030483,-133.7786759309735,D,0.8540256533396438,75.87490328637679,-57.14248378067469,104.32219527252859,71.65605954956503,B,B,E,-29.863826790220315,D,0
Non-binary,Bisexual,-146.31752857407133,-20.953873294936088,A,C,E,113.88877060644154,-102.74803603184752,A,137.26341026574,-38.6500244767228,-168.14751062229976,113.44166980544507,195.37229919440662,D,E,C,-101.41052114155478,B,1
Non-binary,Other,-107.93928145573557,326.4094819492925,A,C,A,121.16514533377531,-94.12480132736793,E,-141.2290867414668,164.7603371432664,77.10773718491524,124.99793910144592,-123.83213465945298,C,C,B,218.07767878907973,D,0
F,Other,-119.21312034645517,-98.32978671643163,A,E,C,4.036101977461708,-188.21062784247138,E,-32.404574767100485,-49.47728065374395,215.12908543209065,94.96733110299152,259.9346284137185,E,D,B,6.9948274669531685,D,1
Male,Bisexual,91.44921904441068,-70.26731141135168,D,C,E,35.300927333964225,-75.74028361646687,D,-123.62980128911796,-194.7100808513621,211.8789228344753,49.025978488114156,-109.5068359772409,E,D,A,50.975643914989675,A,0
Other,Other,16.290326493670488,-0.6814855032668201,D,A,C,-126.48111817644552,204.01204371279445,C,-29.465050295546046,-178.54590477572424,-8.933172353483476,-201.83975687963107,-55.437608639076,D,E,A,-178.57657728580395,C,0
Non-binary,Bisexual,34.79291709771227,-2.056133528954081,E,A,A,35.51311740371963,8.793024071474663,B,191.4959397160126,-45.147328797969124,-19.48149732795321,-63.81033050717112,68.99321410639894,C,E,B,-26.900644586703145,C,0
Non-binary,Heterosexual,-88.02757664396513,50.928860992485795,C,B,D,-51.29663555708406,-40.05129653873465,C,-4.179898719384663,18.158716170284887,200.1148803067251,-45.265994117954804,165.24618148882746,B,E,D,-49.069558804642874,B,1
F,Homosexual,-71.33111453706492,-53.28363968188867,D,A,A,37.70878085119727,-72.70624817685794,E,54.49366766775885,-104.67010641824189,-90.52297717541765,200.78186065543392,72.31758425986582,E,D,A,52.41989623206982,D,0
Non-binary,Heterosexual,121.43541672290058,20.072148383681345,B,D,C,29.834483702514742,-111.91558965800404,B,19.579460394092987,-47.48763238972747,17.708004110476665,-182.78673572011965,176.9698384381842,D,B,D,-82.78411074280008,D,1
Non-binary,Homosexual,-67.58956759237144,-138.94104551330884,E,B,D,55.36115178135507,25.29241151772507,A,190.93448186314313,-119.90598894785967,-16.622921472219343,-118.82838227019606,100.8076175512776,C,A,A,-66.55313657561788,B,0
F,Heterosexual,136.92630980601902,257.64073945298105,C,C,C,-218.2334776941019,-23.616501673556918,B,-53.804323926244166,44.42975979508259,-169.0027949943281,29.519323108934216,113.12326755755657,E,B,E,52.73394205659078,B,0
Female,Homosexual,108.92298416573556,189.3030916369743,E,A,D,123.57735310491893,170.3950781449131,A,232.69032712086818,-120.55303028902331,-121.18579253991373,104.48348795763616,-206.66890484262166,A,C,B,-77.82983742736937,D,1
Other,Other,-71.32267585417208,-6.205089142824922,C,E,A,-97.79268293405698,-122.6245920613932,A,-57.19313772387267,60.61953155768279,31.245855997190475,-72.5324840532748,-93.17055340395687,C,C,B,86.34385564538623,E,0
Female,Other,-22.322283751522164,-21.071321135647235,B,B,A,-27.095570302694245,50.69324044365959,A,70.49395726443373,51.57999247437193,-92.2812991333214,-131.36798558873502,-97.16422134758787,E,B,E,48.84198180647595,C,0
Other,Homosexual,-164.97882418466222,239.41222854681536,B,B,C,-56.855326001940085,-18.38656283590325,E,86.91917036861567,35.184343763540774,165.6496439159089,73.49600464870207,32.487843302456064,B,B,C,114.15821004335773,E,1
Female,Heterosexual,-23.777593741011817,-4.500197598217456,C,D,E,38.233710353958536,-17.42669620725666,B,171.89456767197095,-100.26890672190211,-56.95770780233872,-55.911344123100335,111.12531819086794,D,C,B,17.361498056909287,C,1
Male,Bisexual,-89.42161701860259,-12.978143927216104,B,E,E,-93.94545217033257,140.91533829789935,E,118.18445580960454,-40.926000207956314,114.34938553052471,-23.825515146111922,19.930012262061286,D,A,E,-90.51953949960459,B,1
Non-binary,Bisexual,122.91940497792562,97.24120989921757,B,D,E,11.700593806722607,144.62814810832836,B,10.91566263069726,-43.043155950221994,87.40418849050793,55.158765837498834,-77.21849120441861,C,E,E,0.5126152022742577,A,0
Non-binary,Homosexual,23.850858847338962,-67.3590920020444,E,E,D,-121.49697968586773,17.595322553409993,E,43.45164938516509,89.1167669139811,-28.610145865679286,74.166598760446,-26.721181082286876,D,C,E,68.31396560719718,B,1
F,Heterosexual,47.95896518491169,-26.26256307306351,C,A,B,30.409685984211364,-13.851851608370383,B,51.34537021101795,72.37449222615118,-115.0028373039681,-6.915198039440599,141.3210756479424,E,A,D,85.49439623054165,B,1
M,Other,-0.22062791365236945,61.775003881033065,E,A,C,-57.97346686658473,-113.84386624783819,B,-160.98557512072747,77.59910161342806,-29.50906183181464,-103.72016637742456,-80.66861175244142,C,E,D,-8.046757883724418,D,1
Male,Heterosexual,130.3839745865844,220.13213100396848,B,B,E,204.13944639940507,239.8367926013941,D,55.308470399628305,15.597811072004378,-15.085429185191792,-110.79463013282637,-132.7074116143023,A,D,A,179.51881276111212,C,0
Other,Homosexual,-53.33035410556495,-0.26844938949433517,C,C,A,54.347124844930704,-83.96345512599504,C,-105.24566824801344,-22.096681481041664,-113.25346957775918,-84.60327115261714,187.45763773983128,D,C,B,203.0845895880508,B,1
M,Homosexual,-46.346311293406686,35.54785641053259,B,C,B,-8.354431316947952,-28.737286202552013,D,-41.901546470621454,87.60807298214561,33.999547396227634,96.87359172749764,-63.019929011013964,B,C,B,-21.52487555332883,A,1
Male,Bisexual,163.10322490336077,106.30518228741124,B,D,B,158.78406945381164,-77.68667267340852,C,48.621414903067404,-90.71174759880472,7.3134665260541425,13.439767718701331,42.843914970263576,D,B,A,71.13090349889278,B,0
Other,Homosexual,112.27883642443021,-173.9902658651871,E,D,D,-24.945586710008996,-39.700244258008446,D,-91.10429941370961,-147.52564943136224,-53.129864189935326,242.92764448093877,-73.16529309029598,A,E,A,-83.8778763494608,A,1
Female,Other,98.40125569663783,138.7403084178032,C,E,E,-77.81655567865575,184.09245006716938,A,-167.21762167748864,64.34312535605478,-5.905558749293477,115.11612023061105,-92.88209273641439,D,C,D,90.9690401330392,C,0
Female,Other,-123.44405787779127,-71.34978121544232,A,D,A,-24.99228132043233,101.04875194559912,A,20.921429887294824,-103.9578484580358,105.52275703096967,-48.316952026130416,50.1300867208287,E,E,B,54.1666413213791,D,1
Other,Heterosexual,111.90974032401937,32.38357258997496,B,B,E,109.73801815483577,-112.12996870288158,C,51.39912500793301,-129.32645574631277,17.991979480631095,11.773139547970791,13.581601201015431,E,D,E,-75.42960326075352,B,1
M,Homosexual,-215.21253646949407,-97.23351407623852,C,A,D,126.95103289230889,11.338436715598256,C,15.960036836153646,-51.25019261412626,-109.54095314542636,291.2276705097658,111.55966207161437,D,B,E,76.30938860612812,C,1
Non-binary,Other,157.3283267629748,40.84780287244556,D,A,D,39.20027418829582,-42.75184918415121,D,-119.81067604686875,-26.930069200655804,24.572643002089634,178.46987309837405,-19.558144291878897,C,A,E,18.664729838132452,C,1
Male,Heterosexual,84.62500617633435,-12.38661845270077,C,B,B,116.36850961156668,157.77740964369585,C,-105.37236479376986,35.14260131372365,136.25507031342116,50.10322028184502,-23.699748221832174,C,C,B,82.24128573712106,A,1
M,Homosexual,14.996317236635544,-12.71956307918794,A,B,E,30.64636672496145,-180.30604175271856,C,18.645262670985066,-103.41804275242772,-20.738160023817365,29.280701532944214,-42.404006240848155,D,A,B,-86.6766934381841,A,1
Other,Other,30.25017826653112,58.9089829486617,E,D,C,105.38612801786431,-134.33308299341343,D,132.5427975612695,136.0122763976049,92.15249378905123,112.00832835065368,-159.158708694958,D,A,A,-27.839404933258795,B,0
M,Heterosexual,-27.584762401102065,266.02506781645997,D,E,B,13.890162178936036,-21.81436135881494,E,110.4704881074472,-25.76258097638593,87.19454632743845,-130.12856914269602,-55.733391600169725,E,A,D,-86.85423586718308,A,1
Female,Bisexual,-53.750596376394434,136.51511208315122,C,B,A,134.98722907262072,-121.69801343173032,C,-54.51480975408731,209.86751946719764,123.99092737158625,60.452629876410505,-61.73511420975174,C,B,B,13.15261164569243,C,0
Other,Homosexual,-89.57359379258223,179.77541256626807,C,C,D,-37.42623484472152,32.16447664045207,E,-166.26517052141077,173.75025241425166,54.938511157234124,-106.68872187178928,219.4416726049784,B,B,B,181.28020478733467,E,1
Female,Bisexual,213.8532040639223,-98.26074910156547,B,E,C,208.1628835873834,118.6098995107544,A,-66.64230128281274,37.275547545643676,139.4598910985827,-22.76203132877938,-74.85942845772819,B,C,E,-111.37239559932057,D,0
Male,Other,-24.718105637525127,57.06276048427598,C,D,D,-56.64759742429064,-5.4987561056676295,A,71.39803981048645,6.827564904428321,56.497222043296844,85.33772990691398,-127.19491742576136,A,B,A,179.4403516991831,D,0
M,Bisexual,86.44790660515532,209.85832702717482,D,D,C,48.76613772782113,64.5105718687401,B,-128.46748340087274,184.06913789993234,152.38835447116142,58.18643093472073,-313.3707173806944,A,D,B,-135.2565403534503,C,0
Other,Other,-42.7341209647084,53.0044212917563,E,C,B,-196.79131738740503,88.38290563963544,C,-100.55624066142066,257.9099275635397,-193.70469145845664,-12.537330100880464,27.532303972804556,E,A,D,-82.33294547823571,E,0
Other,Bisexual,21.43828066098299,122.82445019626296,A,C,E,70.58397621849295,-60.6472912209702,E,-48.57567253008392,-183.89577021421647,43.8955177766446,-38.59726340939038,-87.7193740542851,D,B,B,-69.69300622325456,A,1
Male,Bisexual,28.56789866581154,43.74014307722879,C,D,D,-14.692367997690948,-112.89851257977345,C,34.692135334394166,-185.76394721180938,-34.55364619231739,-23.12402696638412,-3.286656457250186,A,B,E,308.38556779008053,E,0
Non-binary,Other,99.27711763902823,-61.127144780155106,C,B,C,15.792196983473833,-76.1898936781885,B,-113.31930911761614,164.95505674936277,-6.468264765842741,-125.28401576650671,97.33385100780748,B,D,C,-17.679990236115795,E,1
M,Other,-68.17668609451324,51.670432360369865,D,B,E,37.3550722344007,48.209849364189125,B,132.8044925215345,-32.043751501971926,-91.8176689393602,113.32577509774404,-11.839364774112408,D,D,E,-119.9384523142457,D,0
Other,Other,38.174435722518425,19.5007117868718,A,D,A,82.8702243878897,-41.9097586602213,D,41.916442811779525,-225.92875383268677,51.62965951246134,-80.05318756026371,35.17002259461134,E,D,E,9.383377340717965,B,0
F,Bisexual,-14.457234517881028,-4.129272337359838,C,E,D,-3.963027692993057,44.453575786156264,D,44.81826900584379,-59.0703712067954,-77.35586935367513,109.07110594359494,-79.76999806436737,E,C,E,57.395581832121714,A,0
Other,Other,-185.4473886420395,-74.07994883943996,B,A,C,96.66883015151745,220.35025911382192,D,-108.29340932679261,43.38880216882338,-63.04390294798811,-58.138271943100285,-49.72736844038608,D,C,D,77.76311718983922,E,0
Non-binary,Other,123.43314315484248,98.72638964804491,E,A,E,-74.6751919722336,69.93699555363477,C,-60.378541053668386,-16.72614097105602,-123.10682342394634,-168.43742953661433,18.07081761083782,C,E,B,24.27882688865923,D,1
M,Bisexual,-59.66277623814184,-78.15436757052629,E,B,B,-107.001405050617,-191.05664997032505,B,-55.09978536330764,68.15189523725175,57.41177704118977,0.2266373376725864,21.526578161908258,E,B,B,-20.682371681830233,E,0
M,Bisexual,-179.87529130718744,-78.24727379109022,E,C,B,87.2906941751873,-20.262615968094526,E,81.23974250744081,146.84345741070075,154.23877207608726,23.550878748250298,-127.15782418475479,C,C,C,361.97162065656,D,0
Non-binary,Homosexual,-36.50176373205663,148.53757668175578,A,A,B,-263.07172087936783,30.15746374349711,C,9.50146495694467,-101.93355596997262,-29.426734425124184,-161.49247674906525,-29.858256225023588,D,E,B,31.587529791658085,E,0
Non-binary,Bisexual,-111.06459773614642,-75.1359726261748,C,C,B,5.216235694777403,12.795946669940456,A,6.696812114723387,89.09823815445017,-111.33627190359974,-102.23006116450395,42.56726684565329,B,B,B,52.58636391871568,A,0
Male,Homosexual,99.61282535530454,-61.97282486999814,B,C,E,120.9361884301054,27.379390208395897,B,104.74595030574258,4.889527948303615,-93.80363744995847,146.4476340815707,223.54816847819734,A,C,E,-94.3234545986016,B,1
Other,Homosexual,-254.37339923010867,-53.30770407252336,E,C,E,142.35352813834163,-135.51256667288408,C,86.70152276676274,92.56863135946563,50.91291828942567,48.830604094545436,-17.247195792043502,D,A,A,-93.39919685393603,D,0
Female,Heterosexual,-69.34948377441705,-188.6806137539304,A,E,E,166.95008255991473,15.724554992930914,D,-164.93951564226802,34.59588932908977,-61.17182818125926,-100.23320605039365,89.35366661755941,E,C,B,-25.0629349059725,B,1
Male,Heterosexual,50.58228876155187,-39.264722055797904,A,E,B,70.02332314333057,-2.641934110300154,C,60.0047606503344,26.267126865947294,-76.16158978903681,-97.76476074444163,-43.20054118201349,D,A,B,-54.85195277628071,D,1
M,Heterosexual,-34.152382051612655,71.34319003471582,A,A,E,-81.31375334088085,-46.96019062826966,E,48.66992949127203,-1.1778361456901552,-160.3915656163896,90.88310025942609,85.47013956288455,A,D,A,174.60259331076458,E,1
Female,Heterosexual,-28.059819683442385,-233.7894570275862,D,A,C,13.492459394140985,128.94846782407265,C,-60.714393473309336,21.201771255007884,-24.4223495504033,88.78578473429808,-64.2481009853964,B,A,A,-146.99526381593884,E,0
Male,Homosexual,-42.59372030863793,48.463998083398025,D,E,C,77.20007042699184,68.03708978825426,A,25.711414370946724,37.76323806034318,35.027450387246894,115.4353463348777,13.815567331529586,D,C,D,140.91324014882946,D,0
Non-binary,Other,180.1555596556183,188.75089352999217,A,D,B,2.8383354486605117,36.634498688002004,C,-45.458264105055704,-35.24067983227901,107.78579812891608,-68.67186892733574,-23.705921873301723,E,A,A,248.1126378104726,E,0
Female,Bisexual,73.0060663944435,13.086631609101756,A,C,A,-2.8895553006674692,-14.15024147202972,E,90.12260911238229,31.68960556331012,-123.4406858578723,-41.902358040062246,33.33388334590726,D,E,A,102.919395855238,E,0
Other,Heterosexual,128.97350141336725,16.146271228650246,C,D,A,136.71180337202534,112.2842363871452,C,-212.09149283561445,-65.41315413580023,235.1631955043982,-150.60984000713722,-24.23670573044233,D,D,D,-78.30296728810566,C,1
Non-binary,Homosexual,-51.89318795104983,24.131252977170785,C,E,E,62.37194177260541,161.01214783650067,A,16.42589943309445,13.478825009545847,-118.37972923709661,93.72451581638822,127.86584976360405,E,C,E,27.57327036629128,A,0
Female,Heterosexual,67.56243458431499,45.02867818229296,C,E,D,31.962209618294395,67.85438899536385,D,-27.987554843144945,62.68295114459082,126.22201252709387,-30.731817011067587,-25.0609908284515,B,E,C,240.8453184165123,B,1
Female,Homosexual,40.87424075437566,-176.50683951359076,E,A,C,-22.124146440353844,-68.00296839517121,A,-79.71427408294124,11.197465209631616,19.96797467289213,38.31238304934866,-113.21279958948523,C,B,A,-55.876921144831904,B,0
Male,Other,-45.92854129789418,-17.529943818031914,D,A,A,-72.27172672109468,98.19158953043427,C,75.87397913152216,22.148087916505283,115.29252082824894,70.43283457974883,56.58551119335428,D,A,A,39.34839502672439,E,0
Male,Bisexual,-95.78871185914699,-75.13823535904007,E,E,D,187.12766065563164,-37.87551324115224,A,-36.73845037321949,-93.43552547976886,-94.90760771734507,73.57397342982786,-47.157819597287514,B,C,D,-135.92102242331526,D,1
Female,Homosexual,-129.20687169855432,80.737323322159,C,B,D,62.48606317243408,115.9944071553646,A,-123.95885150886468,-8.945094372893442,38.89086220383868,-23.199937450198142,-5.128650905498258,E,C,A,87.8525238172027,C,1
M,Heterosexual,-141.14477548190683,96.14264896015098,B,C,C,-55.28851417547047,184.85330162333082,A,6.219494447607578,-165.5488976433875,-57.40806358032498,16.54896605814375,202.14849976138964,A,E,C,-92.64491119485399,C,0
Other,Homosexual,-83.94208527748029,-28.169324038524344,D,A,D,79.72463870178885,28.580272592730978,D,-96.54575559340256,20.124170158060096,-68.06641673050213,19.337214603566405,-4.952931679582613,B,C,C,-187.8671759102178,A,0
Other,Homosexual,56.212191373037065,183.51781095271485,A,E,B,136.7910203713225,-56.57820085982078,C,-87.06143960478401,66.79748437624812,-41.79822778659242,-137.81720763163042,8.965138718640196,E,B,E,45.61925343711143,B,1
M,Homosexual,56.82210814144199,-63.97964726385056,E,C,C,115.10756237120754,78.079888019529,A,-63.434041015324695,-117.043359030619,-119.88859093347226,-20.52150419312714,-67.36019772377591,A,D,A,91.6871348424864,E,0
Male,Other,-140.0014299753153,-118.58889342836949,C,E,C,-46.679250379549096,-12.053281848996598,D,-206.01844269976075,-106.95951255565414,109.34677407077751,-3.8109161570316616,-79.06441839759026,B,E,B,44.20438152193896,E,1
Male,Homosexual,120.33531900996286,12.297057609229721,E,C,B,-51.68606572817801,-0.4182420298321823,D,-93.93223311493878,-49.93742610968113,49.16967847470989,98.79818605777146,46.9563075396392,D,C,D,-166.3845127908558,A,0
F,Heterosexual,-26.35774158829143,106.27955453808833,C,C,B,-57.781047034153154,-5.482082494481546,E,106.15833425173231,18.649923921634592,-6.71398637069195,-106.86842642171852,-67.84065153325488,A,B,B,33.14220327204283,D,1
F,Other,110.54709262679016,35.0273114071376,E,E,C,22.440233861449297,-10.636503384242554,C,185.5564390673422,127.92860775575356,25.026535989600312,8.513421814850787,158.42219939650553,C,D,C,29.758120919321566,C,1
Male,Homosexual,137.92659880081933,-70.34933269856286,C,B,B,-236.55165228651137,145.50771105396697,C,115.68014854567367,-121.69508347153956,-196.00446738165434,162.40328716488466,125.69074212937508,E,A,E,-217.06054009517976,B,0
Female,Heterosexual,-131.427940733904,174.92026815881064,D,D,C,96.55351821280959,-68.2568014712499,D,-17.049540945194217,-118.74643190371049,49.92473442913064,143.58317077007362,-23.440246132752787,E,A,B,87.09374950528168,C,1
F,Other,36.32327972079541,-1.1493561645210921,B,C,C,63.18476722060715,-124.50989793463363,B,-54.16365168659407,115.55920537140652,-109.01455463746888,-11.331031050510433,106.0547170434357,A,E,B,105.16331562659825,A,0
Other,Heterosexual,21.09359992398363,-68.34978260814012,E,E,E,114.3445088063745,96.21722252449607,D,86.31036493686472,180.80433600436223,-128.943485959457,11.03481026208189,3.741877282084902,E,D,A,62.80625930659277,B,1
M,Bisexual,-233.91525032460842,-107.9532440017157,D,C,D,89.11913772385151,39.330778342994975,A,-72.15552322005789,-111.639223195485,-40.55460098169445,3.9810810517367514,-103.2475777037929,E,D,D,-171.93606490517982,E,1
