gender,Veteran,religious_affiliation,anos,feature_0,feature_1,feature_2,feature_3,feature_4,target
Female,Non-Veteran,None,18,-25.271030091732683,15.588007341282797,A,-49.42621094219612,-42.647697152345145,1
Male,No,Buddhist,18,123.82146326798417,32.62014445464809,B,58.7939731749901,32.436463936071966,1
Female,Yes,None,57,-174.34498198434227,158.39178731733887,B,-123.97497038102905,-29.674522321052105,1
Male,No,Jewish,75,-33.93743654800106,-69.09346710284096,C,86.4345374626789,40.40465615388282,0
F,Yes,None,58,51.86035417683075,-26.018931802347872,C,-192.64309908178444,-36.53513851699249,1
Female,Yes,Christian,26,51.93194753083532,-168.75628905487605,D,-9.559081829771179,152.47376592935427,1
Non-binary,Yes,Hindu,24,29.61256848567851,-186.94505184546847,B,-80.39082278729943,-91.8260012225004,1
Male,No,Hindu,30,-39.32290172309122,114.7098756528054,A,-122.15949935659442,185.05765631131916,0
M,Yes,None,29,-29.102861932794653,137.44496772943052,D,-5.299168741483971,-79.25967765935226,0
Non-binary,No,Other,65,-58.5309179205605,105.28028220980194,A,-111.768535132119,99.67764434878428,0
Non-binary,Veteran,Hindu,77,112.37235371459246,-88.92962690366488,B,39.02532551790006,16.33996985134588,1
Female,Veteran,Other,68,41.35385949243883,-76.91126271508357,E,182.7765046676924,154.07450598219995,0
M,No,None,74,70.6271115414761,150.73970490056743,A,-22.08830722073251,-11.946091218191404,1
Other,Yes,Jewish,60,-76.35324672695835,-93.7933102492875,A,108.97566176688255,59.20788100010935,0
Female,Non-Veteran,Other,27,117.4687168486537,191.0761628680081,E,-174.33441827260853,-38.09097405617739,1
Non-binary,Non-Veteran,Christian,28,-54.03257513969015,125.8068860231647,D,-11.637137521909539,3.5882286276621147,1
M,Veteran,Christian,34,111.55180578747208,-5.56911990522703,C,33.91655127612195,76.22303639121827,1
F,No,Other,72,55.896654233208565,-10.593685129079475,B,-50.2609082148407,29.531670424463513,0
M,Non-Veteran,None,23,-90.74382666423526,-86.93681100099612,D,-88.31130718566378,24.811847228951837,1
F,Yes,Muslim,48,-77.37757655574369,-64.44610002669745,C,-123.49547809376536,-79.3712994506088,1
Female,Veteran,Buddhist,73,-37.37239152009129,32.99431533419758,C,-99.31616070687606,-65.74765758699128,1
M,Non-Veteran,None,46,29.30262832367295,14.995462797931483,C,13.330777638445163,39.14516351783004,1
F,Yes,None,47,-234.51841403131613,-139.93195463946833,D,-56.29448081284883,108.51323952244918,0
M,Yes,Other,27,-171.94503130705482,-51.356026704745084,B,-241.61889187574954,67.35678254626465,0
M,Non-Veteran,None,79,-170.2496868382931,-87.65796335646641,C,153.12823320069208,85.44386578247232,1
M,Non-Veteran,Hindu,21,-68.7001150322283,-64.84569419165264,E,-40.67798866268019,48.70198626414857,0
F,Yes,Jewish,27,58.38236836078878,-47.22705840978061,E,118.20918779004018,40.42907668287982,0
F,Veteran,None,21,86.51554892568726,24.66914716763722,D,-157.72543296675448,83.5458252613405,0
Other,Yes,Buddhist,49,-46.91437984852462,-189.22991084035272,B,-54.34757320333645,227.1954631342167,0
Female,Non-Veteran,None,75,-28.174901248835265,115.18828024707896,A,-16.79294175270769,-88.75669487388153,1
Female,Veteran,Buddhist,75,8.740741388884206,1.1624343484251145,A,-129.5174805567848,-27.212782896682576,0
M,Yes,Jewish,20,-37.78313660393597,-75.73752119915052,A,-93.518030961131,189.21186308828396,1
Male,Non-Veteran,Muslim,46,7.54714907447531,-21.38069755967069,C,-8.147514146469357,-78.0466517985237,0
Other,Veteran,None,30,7.9321977921656055,-88.43007459693456,B,64.08101593350307,27.48539213989986,1
Female,Non-Veteran,Other,76,-110.78006431276084,45.99586610372037,E,104.20155378151786,14.574748027823178,1
Male,Veteran,None,33,12.123889530099182,-50.64251368191594,B,146.41168192737933,-65.81046061108987,1
M,No,Other,42,30.664301952780566,36.72711218865273,D,-86.2321700008946,167.46984168725209,1
F,Veteran,Buddhist,34,36.204561620722714,6.381082408095713,B,180.3198205829899,-59.196453551663176,1
M,Veteran,Other,36,124.14527490131437,-131.86865191520764,B,16.696991600804296,64.91669000036318,1
Female,Non-Veteran,Hindu,46,98.6581480334517,-37.638510471214836,E,-12.423843223762008,-63.8059372946511,1
F,Veteran,Muslim,55,152.7916053422534,-6.143123195662262,D,-243.80684016216824,25.95122305987886,0
F,Yes,Hindu,68,-31.061234737636077,-6.26178197469798,C,89.68121024639012,265.76082194168725,1
Non-binary,No,Buddhist,68,-80.62895880666015,-28.214621733117074,A,17.903965085272038,271.24476573862626,0
Female,No,Christian,40,-9.731959191054331,-65.67584099937052,D,96.59532303970764,84.33487240565725,0
Male,Non-Veteran,Muslim,24,-62.035010654894876,-77.4475325436904,B,-78.68550878995352,33.89670785559502,1
F,No,Muslim,39,49.737722650708406,-189.15185507583234,B,83.71360094419053,124.3651282416504,0
Female,No,Hindu,32,-12.945262505524383,123.84404631988856,C,24.700475253744926,199.66570907292635,1
M,Yes,Buddhist,45,43.267229066999,110.57596803923782,B,-188.75504915978095,-22.86195431366094,1
Male,No,Muslim,72,-42.04990521369687,84.27828732582394,B,188.39739923871187,145.66330748230808,1
Male,No,Hindu,61,-140.13255184148434,63.02761608087534,D,-40.34247493688839,7.431678102050375,1
Female,Veteran,Jewish,78,-65.02668111485836,17.001118612357082,E,-22.206974337076282,-78.68850075474737,0
F,Non-Veteran,Other,51,32.13303319032341,-56.527806015670464,D,94.71030235818814,92.66598952532644,1
M,No,Other,59,-87.5862672601478,66.07207474420463,A,-133.97032303218245,-23.26067599953413,1
Non-binary,Non-Veteran,Hindu,39,68.4816240326291,-47.078473537693405,E,155.61430346176485,-104.45569038626542,1
F,Yes,Hindu,67,-107.22528331053294,-117.28610804842037,D,81.33986836272,40.65152409010837,0
M,Veteran,Other,61,-131.59383044946128,134.27700157473652,A,-84.1661884923208,-43.87464712821834,0
F,No,Hindu,22,-44.94452596531155,26.099283126670986,D,-3.511899284305029,-0.9575825115861315,0
Male,Veteran,Hindu,51,-52.42786637057905,50.39187451507436,E,-81.18035806917169,42.40297113426679,1
Male,Non-Veteran,Muslim,47,-113.39548520677809,5.330728225834219,B,130.1185962728748,-100.83287334677816,0
Non-binary,No,Muslim,62,2.286105809161389,18.225960531301972,C,-27.836716928289277,-149.51756966658314,0
Female,No,Hindu,43,39.03738239074654,26.20436407567734,B,61.71900887086584,-125.34376091545072,1
F,Veteran,Hindu,50,-141.9893728315568,-173.3957699150379,B,-158.94838503523914,-8.777417239337002,0
F,Yes,Hindu,44,46.05872227651264,-60.7468647802432,C,45.866389572275985,70.11424000382934,1
M,No,Other,52,-114.57024207404736,106.83105507439747,C,-42.80700865908159,17.23674315662253,0
Female,Veteran,None,39,-89.74330603901265,5.462654213935515,A,4.381003139722828,202.6286614770661,1
Female,Non-Veteran,Jewish,40,29.259559134825018,69.93067104297683,E,155.84256219280462,16.884246466933288,0
Male,Veteran,None,75,-1.7305636083687799,59.9977310597289,C,-76.766984890872,-2.191723258054059,0
Female,Yes,Christian,66,29.21330664881083,48.853151746076776,A,40.53536656685864,99.22286909794076,1
M,Yes,None,69,4.244329386665875,15.433404920950142,A,-38.42143401847943,14.677122096574974,0
F,Non-Veteran,None,59,60.63309257364041,-30.185439903981038,D,49.82396867216279,-13.02363377056447,0
Other,Non-Veteran,Jewish,57,-36.79556890643289,133.99653664832698,A,13.700011018801908,-51.00738298281793,1
Non-binary,No,Hindu,40,-31.314575883944617,-27.305106490817227,A,127.7353662068879,46.14789656429836,0
Male,Non-Veteran,Hindu,71,221.94286497963213,20.55346493573085,A,-149.45194497991446,-73.61665766980757,0
Non-binary,Non-Veteran,Buddhist,26,-7.203123881324415,-10.185904909018271,D,50.29177313088232,-113.73086886579094,0
M,Non-Veteran,Other,48,73.97800422803815,-82.80781566749565,E,62.97694291645344,40.64123546803335,0
Other,No,Christian,56,20.141658841042663,5.2194187603680104,E,-26.09552406076525,-139.53289179436948,1
F,Veteran,Muslim,74,17.977895285519725,179.72963158634755,B,-142.80321546109133,68.18374457679633,0
Non-binary,No,None,73,-73.66871080182378,-83.94016131846858,B,-230.16292583689383,-35.922588033930325,0
Other,Non-Veteran,Buddhist,33,116.24603126493562,-115.51106678639276,A,-106.79858781601087,170.22905350610273,0
F,Non-Veteran,Other,40,-92.52434436740826,-1.6909363907056594,C,-172.72250452189462,105.65427601064358,0
Female,Veteran,Christian,44,26.793501033307106,-100.05492749428649,C,-74.32276736639002,-78.2512410494927,0
Female,Yes,Buddhist,65,114.100571368256,221.7861300295248,D,-18.035247481479875,-1.4485580701642051,0
Other,Non-Veteran,Hindu,40,66.26088419556393,139.98526056994498,A,-68.6180099403199,-104.76769794267172,0
Non-binary,Veteran,Hindu,28,-9.713116722502205,-21.594256864079878,A,-117.55842996173543,39.70666904521627,1
Non-binary,No,None,44,37.32992827732814,170.9258933179826,A,51.70461427837417,131.75863114557248,1
Female,Veteran,None,61,-127.60785473869262,80.68688373804743,E,-194.9611211998779,46.21571312305973,0
Male,No,Buddhist,29,58.03036787184542,-8.08117954801048,B,239.32707010096138,60.27441230431055,1
Female,Yes,None,63,-33.94692721639916,8.566484201008217,E,14.321548486497957,33.71939404279903,0
Non-binary,Veteran,Other,30,-31.877069324014677,95.14297881441995,D,113.32513503169346,152.6414819533681,1
Male,Veteran,Buddhist,51,38.11526317982705,202.89410983529734,D,144.85779700307626,-60.137201317177905,1
M,No,Hindu,75,-36.15846083453329,-33.837678092486556,B,-84.49523475848376,87.44727914766439,1
Other,Yes,Buddhist,24,70.3227171862135,125.28384346937781,A,-25.95823645262695,134.13803611072697,1
F,No,Other,41,23.68905263250509,-84.13587301380538,C,-35.79333952404136,115.70398674719955,1
F,Non-Veteran,Christian,57,97.772557902914,-9.565089145684782,E,67.83332096386935,135.22266125032812,0
Female,Yes,Christian,74,139.80528706207465,71.80818538728101,A,-67.66887090046669,101.39018102309787,1
Non-binary,Veteran,Hindu,55,-148.90384751692622,-60.29113410176215,C,202.20889281539408,-173.29540371855984,1
M,Veteran,None,68,10.427913243705916,-7.179671018180987,A,-38.51347152617862,88.0404045975227,0
Female,No,Christian,27,64.19943906351313,-125.76016475455964,C,75.82708148046669,-16.073926401306267,0
Male,Yes,Jewish,45,69.94296420919144,-38.36313580248277,A,59.77788803856714,34.03079637573747,0
M,Non-Veteran,None,25,56.33824557170355,8.860751991021875,C,66.36197502416788,-133.13744897253287,1
Non-binary,No,None,62,51.42814395635793,-46.64753236992334,B,-14.345280687492142,-56.04009947299326,0
Male,Yes,Christian,25,-120.06375468617527,182.03431183015147,D,53.160548383175865,-87.58030594580039,1
Other,Veteran,Hindu,38,165.59762736210416,-154.0259342966769,D,108.90858776890062,-47.504339593626746,1
Other,Veteran,None,70,-14.145321285548007,-41.90114292984162,E,-68.75636371345539,22.097547857229323,1
Male,Non-Veteran,Jewish,38,118.64098096445548,52.86890930711024,A,-82.73032533962053,-2.7094872832818706,0
Male,Yes,Jewish,43,-119.2458617950398,33.80160899840673,C,51.04158156440769,80.28623100420133,1
F,Yes,Christian,52,21.433359126071146,183.03096429044058,A,-85.20035323592452,72.83549366029746,1
Other,No,Muslim,57,-90.94768839985569,-1.9418633327975041,E,59.545419121223865,-89.25550724652854,1
Other,No,Buddhist,22,-137.38356615359427,-52.2340913058371,A,-2.8957119562676006,-86.47426501443137,1
Female,Yes,Other,31,95.82316772655028,88.31084985589956,D,55.81786585645341,-64.48861418904897,0
M,Non-Veteran,Muslim,23,-8.147997505587409,-54.79635926911861,C,79.27961589475375,-34.78374989347872,1
F,Non-Veteran,Other,77,-119.55061596899992,42.53825755941391,E,-63.336254563526694,98.91137029818407,1
Male,No,None,51,-151.57395368117855,-151.66909199750046,A,-159.392320677223,168.34800636520845,1
Female,No,Muslim,69,37.67822783456637,-116.57598031616136,B,-62.08817662346809,139.83960176212818,1
Female,Veteran,Jewish,71,65.07585128719636,69.86712065282313,C,90.65251428258499,-149.60047886846417,1
Male,Yes,Jewish,23,-57.58583156334007,18.029061083857908,A,58.17754236602875,89.00804047521443,1
M,Yes,None,50,-53.309234211388436,27.90563679992507,B,59.55048363323661,107.45149252279273,0
Other,Yes,Hindu,64,115.82741073118588,111.20863452963286,D,-126.64371463959934,186.7713203870383,1
Non-binary,Yes,Christian,62,68.75151391136235,-113.30217297819294,B,41.25237347097263,-33.57896900184855,0
Other,No,Hindu,32,-151.01352900870438,3.4492503750310903,C,0.5137925605493401,183.60860121398764,0
Other,Veteran,Jewish,73,-146.09590953969982,-89.81037967757892,E,-83.94309183640577,4.993393887868925,0
Male,Yes,Jewish,73,-4.553261569800257,-72.60955642550911,D,146.30228629852732,-65.24470806866894,0
Other,No,Other,47,100.45579785299445,15.007823138062163,A,-196.3420566248073,-122.5576328587272,0
Non-binary,No,Buddhist,29,16.517847084230258,-150.19610718147956,B,127.82764989660897,-65.94460577376782,0
Non-binary,Non-Veteran,Jewish,47,-90.85704243033166,-190.1602995964364,D,-85.07478169281497,-134.67559961479637,1
Non-binary,Yes,Buddhist,49,-85.51036966920206,-63.11216321504892,B,-41.05260706487361,-118.00294465978219,1
Non-binary,No,Buddhist,38,-49.60617539877834,92.71595879731558,B,-157.53093420722234,28.87029007319895,1
Other,No,None,50,29.329972788192865,-39.35334117537161,B,-67.3558282270828,-2.821473214765283,0
M,Yes,Muslim,34,-68.72779186179498,25.127344911658906,B,-150.17576674649783,-0.9321538894214845,1
Female,Non-Veteran,None,33,137.54231663466788,-60.86918236373724,B,111.29593153797724,-206.2595033894541,0
Non-binary,Veteran,Muslim,50,76.46970915202253,-68.7765637549586,D,56.568664959152294,-58.3789074938488,1
Female,Veteran,None,32,-60.48491243331839,53.17539333163176,D,-156.67435436883582,120.36180354109626,1
Other,No,Muslim,69,10.43266376252004,-15.2887939691481,C,-104.43854688259422,-11.281046105996552,0
Male,Yes,Other,33,-13.165789395833738,26.696737562113892,C,-87.46360360609745,-61.056448204354375,1
Other,Veteran,Muslim,34,-131.1722965444224,-47.27142857478198,C,88.57115912473785,-116.79783166121953,1
Male,Non-Veteran,Christian,35,-136.82967268623034,63.13966917095995,A,59.770053094576014,254.614659746749,0
M,Veteran,Other,26,158.2184804951473,31.04323389324712,D,-26.4786665920692,-16.589466086607032,1
Male,No,Jewish,25,-43.92632475044617,-24.89654494182907,C,-43.3929542405174,-109.61796340808326,0
Other,Veteran,Muslim,48,45.41858434100316,-64.96049394041425,B,-142.57328656922243,-53.39992257496029,0
M,No,Christian,23,-3.7798617580078604,-95.9536540563589,B,150.97462527881723,-1.1415086995474495,1
Male,Yes,Other,54,166.7329265188912,215.57833876382531,B,-91.46755155723697,-28.286235050657343,1
M,No,None,67,50.76260787712543,46.30957431419266,C,78.46108597159663,-73.35579547104419,0
Male,Yes,Christian,58,74.03033054965249,52.04396180864561,B,50.13523195525874,29.462938906587087,1
Male,No,None,31,-20.466573466002906,-40.6600512293175,B,193.3964485940426,148.09935721197843,1
Other,Yes,Buddhist,30,-86.97871251034171,-112.95301695626343,A,110.50617860074583,42.305613150991825,0
Non-binary,No,Hindu,18,-65.03642684724679,72.4638341920202,C,-109.60784615856574,-103.60383320930934,1
Male,Non-Veteran,Christian,22,225.5108021518467,60.18807328119616,C,20.832725049100816,220.265403689484,1
M,Non-Veteran,Christian,61,-63.82975489782172,80.41474978781714,A,41.549968701439916,55.822700867324606,1
Female,No,Other,62,133.52604266577353,37.56749081062212,E,21.537069447002892,-58.154593575389605,1
F,Non-Veteran,Christian,55,-43.06527534836022,51.379428781125505,A,-5.543023155974636,91.63465017213939,1
M,Veteran,Buddhist,58,162.38547446246844,-35.252486785078304,E,24.543812372178134,109.1052392781116,0
Male,Non-Veteran,Jewish,72,141.8359873808611,108.30626048123177,B,127.70924403934289,-53.74768486517058,0
M,Veteran,Jewish,72,-51.09583199287615,-69.42295388228165,E,83.95041192043375,-56.65026538301492,1
Female,Yes,Hindu,51,2.0620939288591327,63.74261215358803,E,-73.18961159716027,-15.248539875019937,0
Female,Veteran,Hindu,30,73.61244152137097,157.5327194759919,B,63.06941080314241,-58.89933281448316,1
M,Veteran,Jewish,32,-6.060179018539359,-44.064816109078514,B,-26.301235137260555,-14.87098477338742,0
F,Veteran,Other,27,-16.039104591454635,3.6639546525755136,B,31.54584405690653,148.08729520577265,0
Male,No,Jewish,77,124.63968449528906,-126.28908045549412,A,142.78868974574263,-23.89363537776231,0
Non-binary,No,Other,73,152.22355454155533,8.600859364993665,A,2.4114221443837467,-190.21165448169575,0
F,Veteran,Muslim,27,-32.42444613996356,110.73547183780157,D,40.836605867558966,-244.62938166370986,0
Non-binary,Non-Veteran,None,72,85.3931168494454,64.18727974450492,E,-85.79032070186372,-210.7046876878118,1
Male,Yes,Christian,71,-170.08511723885775,-19.92359207013084,D,-34.12310802776551,-86.2058436433798,0
Non-binary,Yes,Other,25,-157.87724154304908,84.52302829739483,D,45.06799287668761,-162.76948712410237,1
Female,Non-Veteran,Buddhist,53,29.254484530055038,-15.72992659290004,D,-182.01702877563326,-89.31712036467418,0
M,Veteran,Buddhist,33,-82.43446446865515,-52.34961724608424,D,-224.94480993887166,-248.22001267720574,1
M,Veteran,Jewish,54,49.440146309055564,54.4971703698926,B,-110.9846094051454,-90.25997738023915,1
Other,Yes,Buddhist,30,-61.54851975599297,73.45007136901202,D,-127.11700308117744,-1.5331008497706557,0
Non-binary,Veteran,None,41,58.56545623404652,172.06373357759554,B,-9.831047809702866,119.89527692087655,1
Female,No,None,22,-59.6481633507653,-31.161978510865858,D,154.30422860054074,71.3967569810949,1
Male,Veteran,Christian,59,-88.85431860940656,-89.6477232177535,D,-147.5238736495361,27.673344734777398,0
F,Veteran,Other,43,83.98918692613127,-175.4638538191002,A,-100.07598076425128,54.30330753451982,0
Non-binary,Non-Veteran,Christian,79,-101.6673168817787,-153.38258416700305,D,-71.58172268266733,-91.52763124019533,1
Male,Non-Veteran,Christian,60,-39.044232781278964,139.2736156182686,B,45.881922372919085,-74.88355387358769,1
Male,No,Hindu,76,99.51347541209313,-30.882764961002994,E,-169.13599368435996,-22.21494040867548,0
F,Non-Veteran,None,33,80.49276530772194,-73.32113972264521,C,172.24171836921434,-57.76933621036907,1
M,Veteran,Muslim,62,155.07816532383097,-5.709356651833273,A,147.50709760687494,-57.20970026247072,0
Non-binary,Veteran,Christian,79,63.450389470652645,26.99600313212508,B,-50.21017077691141,87.91309984796347,1
Non-binary,No,None,39,-58.41283970800648,-134.72013711273618,A,115.20565178745579,39.047835388911246,0
Female,Non-Veteran,Hindu,29,72.82505433894853,-212.54202586462063,C,-38.98367391344294,4.610057843930517,0
Non-binary,Veteran,None,76,-80.46229021851579,70.1804629198945,E,58.139980366969304,-13.351705945818368,0
Male,Non-Veteran,None,47,125.65028297607822,11.207721916721102,C,126.14574316685217,-37.89952510995361,1
Male,No,Other,73,-51.368410755359584,-28.861571566728276,B,52.50302482949378,118.85624882358279,1
Male,No,Muslim,41,-35.842937921606456,32.54754156339738,D,152.93074366930944,-194.12419297590358,1
Non-binary,Non-Veteran,Hindu,18,51.98915944010739,-47.199839623148094,A,13.549742512569921,86.3324784014352,1
Other,Non-Veteran,Buddhist,35,-112.79519648430481,120.15331206556993,B,-68.59003183540142,46.67252630861306,1
F,Veteran,Hindu,46,-26.769071906228575,45.24175003802038,A,-17.204963269359226,130.09295582694114,1
Other,Non-Veteran,Hindu,40,-85.92343623825086,206.62813438443547,A,-142.33895371547754,63.658578813711785,1
M,Veteran,Buddhist,43,-51.7987463147285,-65.39939510960292,A,110.72807776982894,-14.016214907432884,0
Non-binary,No,Hindu,27,-85.72158361984073,-27.363359632333324,B,-151.78851720811736,-91.22823676186971,0
Female,Non-Veteran,Buddhist,58,-55.979419099002925,-197.46171958802339,D,158.77454529906038,-65.67026367072901,0
Female,Yes,Jewish,41,119.05702823060238,52.569739961557296,C,4.114442726695993,244.87389076485138,0
Non-binary,Veteran,Muslim,78,-13.96136413418891,-47.70115894624802,A,110.78632257216327,8.435890344300132,1
Female,Veteran,None,79,69.49076976773853,-19.358577282524447,E,167.44965379765083,-43.29370732707316,0
Non-binary,No,None,33,85.65855720743313,-0.057499368691473124,C,-89.21550581730965,196.49955104064054,1
M,Veteran,None,34,-176.35917949462402,-251.6263077727379,E,113.6605696482116,49.07494990965679,1
M,Veteran,Muslim,79,14.071369664581217,-82.09998772225771,C,140.81535000257816,68.6284815453969,1
F,No,Jewish,68,-116.69072190165257,-35.90192132901666,B,-186.75970277738466,-62.046710446334906,0
Non-binary,No,Buddhist,25,-64.2557459206604,-33.3255203957217,E,-13.852197375539449,52.79788608562876,1
F,Non-Veteran,None,55,112.24187064774848,58.36601655982737,D,-90.60717085274221,107.99444739577322,0
Other,Yes,Christian,43,148.82407226896663,12.063945795406047,B,-106.31559609407823,22.116305331571574,1
Male,Non-Veteran,Buddhist,39,-76.77867572081954,14.682067959899413,C,-36.263989771157625,33.10921017377086,0
M,No,Muslim,59,80.48219292529471,40.80338695966337,A,-112.29392413875914,-53.024579516045,1
Male,Yes,Muslim,56,-8.036644643219004,-89.34585991344667,E,-7.225915861676524,-35.00618458680103,1
Non-binary,No,Hindu,37,-47.477180728328946,-129.6043207086684,B,22.04206604100019,27.073785925309423,1
Non-binary,No,Buddhist,37,14.160464053755767,4.546191962743644,A,-126.00874711509091,153.53705335354238,0
Other,Non-Veteran,Jewish,60,-0.37950614088765633,31.804852595648764,C,-44.88813833500334,57.2779024246676,1
F,Non-Veteran,Jewish,38,-59.976840068717976,-24.66973288349391,E,16.37438460673863,-175.01110431266943,1
M,Non-Veteran,Jewish,22,-150.67661924708818,137.40209852019134,E,-4.359194377564291,16.523393145134033,1
F,No,None,57,-30.91809755141488,60.632256168187546,D,9.344283980061817,-160.27618479758348,1
Female,No,Jewish,44,200.17397184613034,8.89980142554054,D,-120.68381000137,-23.41673786624878,0
Non-binary,Veteran,Hindu,44,-120.84320105982962,-58.41380376182317,B,-65.01975931132017,-75.46583691460847,1
Non-binary,Yes,None,78,43.496327574217496,123.02181030874695,D,138.48273797188486,-25.453901752065917,0
Female,Yes,None,67,-296.969204353555,62.64453866385009,B,35.11673863623925,54.84192869801975,1
Female,Veteran,None,32,-137.12523704192571,17.361570514403578,E,74.70379386579631,127.89090884866694,0
Other,No,Hindu,58,-45.35959356199178,-26.57949428239655,D,-4.255813823365162,282.12107939519706,1
Female,Veteran,Jewish,71,63.81235059184931,6.641888012699548,E,146.48137430127088,30.23934266311373,0
Female,No,Christian,23,4.07761404119683,-102.68981006626252,E,12.73005447038468,-75.51889653719603,0
F,Yes,Buddhist,32,40.815054259227615,52.85215667039238,D,-63.721016828902954,274.66638712272896,1
Male,Veteran,Hindu,48,-78.91543980755036,25.792826032778866,A,73.29781275574958,-120.8007904961915,1
Other,Non-Veteran,Muslim,27,73.02085620914671,-65.9158339710073,E,-124.68232427509038,42.418883707128465,0
Male,Non-Veteran,Hindu,31,124.04682556469982,-44.51286780689432,E,140.8302500434509,132.73696001490123,1
Other,Veteran,Muslim,28,-86.23143626820115,-28.43027076684103,A,-98.0246958590396,96.98516781231781,1
M,Non-Veteran,Muslim,76,-157.48567104748346,98.82031449575528,D,-62.636316265434644,-1.680595570709686,1
Other,Veteran,Christian,42,-121.4741924574044,-28.61820008906269,D,26.048323852783202,-7.407828429884135,0
Other,Non-Veteran,Christian,64,-101.63299966469314,189.84387487514624,C,45.82110528410318,284.67569483486596,0
Other,Veteran,Buddhist,21,-15.66205766587908,106.90544505763775,A,-50.43423817928543,-10.208637870047987,1
Other,Veteran,Buddhist,21,-8.89865125322559,-43.790303737397416,A,-26.14314068532377,91.35009874715007,0
Female,Yes,Buddhist,40,-130.1163692073831,186.62375654895956,C,5.448330159409529,-91.37324452329437,1
Non-binary,Non-Veteran,None,41,-77.48273216585265,-36.567673376028594,D,100.1433287739318,10.171800728778866,1
Non-binary,Veteran,Christian,38,78.3473934561335,56.34803444283555,C,-24.030991860123827,14.107659592207492,1
Non-binary,Yes,Jewish,49,-50.55520228253081,-188.32343974330118,A,-92.56564821860273,-33.31240253072051,0
M,Veteran,Muslim,28,-185.79574776663904,-36.57017529739582,E,-72.32967356238983,39.25448285203388,0
Other,Veteran,Hindu,35,78.91020230364015,94.93062008715086,A,21.440889744507157,190.51888284716176,0
M,Non-Veteran,Buddhist,70,-69.47028719990635,76.19761972972088,D,-46.25793121880737,-27.591239506887575,0
Other,Non-Veteran,Muslim,79,-27.488021658157002,-138.61653362001283,A,12.199507771725434,-31.076003248091006,1
Male,Veteran,Other,57,111.98926034788097,-43.0513125756344,D,232.90346754116933,183.3678985591465,1
M,Yes,Muslim,35,21.865746175560258,-44.68384443932974,A,128.53951298119875,-124.70889544734167,1
Other,No,None,44,-146.7614642765536,-58.3114334291581,A,-64.0673454796251,-195.48144926875156,0
Female,Veteran,Buddhist,39,94.14914404870466,37.66960764686475,A,-160.76596018308192,14.790750131967275,0
M,Non-Veteran,None,19,-33.14956326552409,-80.163338729514,D,-384.45538938602846,60.40808199051719,0
Female,Veteran,Buddhist,60,68.0910601053368,-128.4891877164635,C,-64.61422601038585,160.5486703477089,0
Other,Non-Veteran,Muslim,43,75.16314038426816,-29.560935390294052,C,-36.62787321228144,15.71426496079577,1
F,Yes,Hindu,66,-155.3384968784773,-59.3136916371843,C,63.83678576727616,-88.18748909863614,0
Female,Yes,Other,20,38.325546599094984,92.00246393414288,A,84.66421105816181,-10.760177493834004,1
Female,No,None,19,-253.64316425538652,-129.89756390478493,A,75.8995292257841,5.619104308454541,1
Male,Veteran,Buddhist,32,24.921411876497842,-191.66379198773967,B,149.3028198066236,3.2016668610112764,1
F,Yes,None,63,91.84039193008675,-101.1757776272088,D,-171.94044907194376,5.438295561772712,1
F,No,Muslim,27,47.318199324142235,29.090613756059923,E,-179.6523027228037,68.33116985625506,1
Non-binary,Non-Veteran,Buddhist,60,132.83451442737254,-14.30110955814356,E,-83.01992916689035,152.46390939118533,1
Male,Yes,Jewish,34,-73.79465601931314,-101.76494081316334,A,94.06117448134827,9.736452527428991,0
Non-binary,Veteran,Muslim,37,-35.58758003118521,-16.081697370564946,A,-8.360703338324743,-125.79429686161347,1
M,No,Buddhist,45,-96.56607822325617,-203.97467124421684,B,-57.46787739302622,118.49775620474436,1
Male,Yes,None,48,160.20657686784457,-50.63516649046302,D,-161.71866333158997,-64.45224526243207,1
M,Veteran,None,51,72.92268622849453,372.0968182367967,B,-83.13295943892601,-1.5463592500340007,0
F,No,Other,18,-52.80818218986769,-11.184442277467689,C,-73.13301224702012,-10.011924827928189,0
Female,Veteran,Buddhist,60,115.29333065044362,-5.518533770263744,A,-52.91130759003939,-71.34154087918904,1
Male,Veteran,Hindu,70,121.82391062727602,85.95595894153024,A,26.607512953846413,30.643683552119494,1
Non-binary,Non-Veteran,Jewish,67,-251.83602656291004,-235.30060524801982,D,40.6343260440866,43.300142000867666,0
Non-binary,Yes,Christian,28,-6.227105626169794,-34.331172976388366,B,72.6293919640843,-11.84451631728976,1
Female,No,Buddhist,28,-252.90258217705298,-86.45987503138022,B,-101.66587281505332,107.54179851127984,0
M,No,None,66,29.58347560999428,-20.196028717662266,A,56.380332716936344,111.01289963259404,1
M,Non-Veteran,Buddhist,77,-12.433986086522575,109.78153229370677,C,49.8545350676413,15.530883931174605,0
Male,Non-Veteran,Jewish,59,6.116729925465607,-27.414218276874454,C,108.03476166165386,17.501027147411136,1
F,Veteran,Jewish,53,-166.21107399702922,127.0431760832607,D,-70.73030947966069,-120.41136030656334,1
M,Yes,Other,53,126.4661914069244,70.20131591470881,C,-58.46534519467072,79.83713824345234,0
Non-binary,Yes,Buddhist,51,28.28239106961564,10.681926111303545,D,78.35038732173018,-54.23805249750545,0
Male,Non-Veteran,Hindu,61,74.05584409373364,-141.94828549063772,C,173.19432665737625,-85.54051751751979,0
