Age,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
80,C,B,A,30.474592739526507,D,B,114.27496322990413,1
86,E,E,B,-200.01399007900514,C,C,136.10237711483975,1
78,C,D,D,-110.65698633602543,D,E,15.490375160542463,1
28,A,A,E,159.58456387749297,D,B,127.91514810536135,0
68,E,C,C,197.98998053740578,A,D,64.44741509459571,1
33,E,B,C,-212.43808710475207,B,D,3.989281240933356,0
67,B,C,E,-84.85503240630366,C,C,-56.94778192101027,0
87,A,A,B,51.00804078215951,D,D,60.61559120590039,1
33,A,E,B,-121.43746436706442,A,C,-109.34722238984975,0
36,A,C,A,-74.70306833840371,E,C,-127.84521103909793,0
86,A,C,E,-81.7605768271286,E,B,72.72688589482917,0
46,E,C,B,-65.44014238293728,B,D,36.4623264091746,1
88,E,E,A,36.09803739709182,C,B,-107.17708201784966,0
60,A,B,A,-106.81234676532753,B,C,-35.09926803080687,0
98,E,E,B,35.318526649483644,C,B,-101.36114323164196,0
29,D,E,C,151.72094308561984,C,A,20.94875804755605,0
48,C,D,D,116.6295018532033,C,D,-143.01064885217494,1
63,A,C,B,80.30125440206956,D,C,179.71192596710793,1
29,A,C,C,-68.61534604006252,C,D,79.60387041636302,0
60,D,E,D,161.1081689068162,D,D,6.035781385079906,0
50,A,C,C,81.02669151104732,E,A,105.5385217205592,0
37,B,A,C,-17.76282119359284,D,A,6.119022601948861,1
76,E,E,E,-10.544906898428899,A,E,-111.64030334068559,0
68,E,B,D,-223.01225428387195,C,A,68.56398537438402,1
96,E,E,A,-175.6707390975861,E,B,-110.4031110572298,1
67,A,D,D,-1.7833975006009024,E,D,11.249797706584564,1
53,B,C,A,-12.02188218918358,D,C,-21.741559096537493,0
29,E,D,E,30.501301030621143,B,B,38.33634151841014,0
59,A,B,B,-207.22258968584336,A,A,36.62650634408449,0
75,C,A,A,-83.89210276594284,B,C,169.3411978280998,1
60,B,D,B,12.083916030836338,A,A,74.27534123429128,0
46,B,B,E,-66.55629634946546,A,B,56.86289305441669,0
94,A,A,D,-73.79126869188987,B,C,59.53399802324498,0
31,B,C,D,31.429809365804662,C,A,125.76181007232576,1
84,A,C,A,10.916546827196994,D,C,103.41983267216726,0
88,B,E,E,-60.457408410824186,A,A,-120.47773097582999,0
64,D,A,D,-33.20003266637859,A,A,25.917009957500735,1
77,A,B,E,-17.5110127696989,C,E,-231.6361653248037,0
92,A,C,B,-12.935808173963636,D,A,30.73396273764837,0
68,A,A,C,-132.5472970679226,A,B,-58.61242675654796,0
51,D,B,C,87.90450323744119,D,C,127.06559936276258,1
55,B,B,C,-4.366300544883031,A,B,-75.12767049914034,1
68,C,D,C,161.3943563867483,B,B,74.72625686454187,1
53,A,D,E,4.116821331048863,C,B,-65.87638690302714,0
78,E,D,A,-94.37387143408291,E,D,-60.06247114342279,0
78,B,C,E,-33.70631121500479,B,A,136.79669162789904,0
99,A,A,E,-102.45614669307439,B,E,128.17432833121495,1
66,E,C,C,-126.3191518716826,E,B,11.387630822650847,1
99,D,A,E,-133.65657359791393,D,C,-61.74830750990432,0
27,D,E,E,-1.7447843323182677,C,B,-68.33224217284172,1
92,B,B,A,79.58631583298424,E,B,-142.08142051039843,0
89,B,D,B,0.4400407223050286,B,D,-19.781292341723184,0
29,A,B,E,-8.674633792506047,D,E,-136.05728894680234,0
51,E,B,E,-61.959946666819874,D,C,-48.58200392134523,1
92,B,D,B,46.36501322562722,C,C,-44.9357924523403,0
61,C,B,A,73.35006922987832,C,E,55.05242447588555,0
73,A,B,E,161.5508938134762,A,D,-7.2355078837804525,0
46,E,E,C,-121.44529395830719,A,B,41.792989482237445,0
36,B,C,B,-146.1093966647156,B,A,-42.84148355852061,0
98,B,C,D,-7.588291116111733,C,C,-40.79647233764927,0
64,A,B,B,93.84257246703511,E,D,-32.296137291578134,1
67,C,E,E,-9.601597432864743,B,C,230.10135150496643,0
97,B,C,E,115.19524251681877,A,E,77.50061687592716,1
57,A,D,D,-75.00138521773863,A,B,-110.02791392478251,1
46,E,D,C,178.77310356314334,E,A,-218.8213880525232,1
82,B,D,A,87.5845491513814,D,C,18.209363737969024,0
38,B,C,D,39.20619521200642,B,A,176.1472543371446,0
96,E,E,A,126.46416398500864,C,A,123.23656970157451,1
23,D,C,C,-72.50450661561487,D,D,-56.34203179256352,1
34,C,C,B,15.987659371744678,C,D,-74.43011864749923,1
75,B,C,E,9.512457458556336,B,E,-246.46276981313363,0
36,E,D,D,-34.38682497687648,A,A,-78.61726769529821,0
62,A,A,A,64.1801497354351,D,E,-139.84806731618016,0
41,C,D,C,87.13270228053584,D,E,-197.0475291861729,0
28,E,B,A,-204.06390192088813,A,E,3.9983066532308484,0
55,B,D,C,-51.691822085529836,A,C,195.60436718171232,1
38,D,A,B,-32.90120803924467,D,A,86.70442691496764,0
24,A,E,E,74.5633323232039,A,A,82.11005568712693,1
43,B,E,B,-70.80775561125188,A,D,-56.011265710397176,0
26,C,D,B,-107.20861447044089,B,E,209.54599342769637,1
40,E,A,D,30.152304867507606,E,A,30.50537821040249,0
96,C,B,D,23.959874906592507,B,D,-107.18559062449167,0
34,E,B,D,122.12948660503342,D,B,-159.80212805140198,0
58,C,B,D,-39.12889067563409,A,A,51.482819982287694,0
38,A,A,E,-154.15673115398454,E,A,265.6338319502673,0
73,D,E,E,160.23125256226643,A,E,111.20714641770819,1
94,E,B,D,-86.72527618635029,B,A,-54.22608860006445,0
84,C,B,E,-42.50746075652486,E,B,110.63856540444294,1
57,D,D,D,248.9835798590396,E,E,-205.66227088614525,0
33,B,A,B,32.97222537777514,A,D,4.888403431783559,0
60,E,E,E,30.19486043401859,B,C,75.35605158774665,0
91,D,E,C,-232.19025637399588,C,C,-42.16433195542003,1
63,D,D,E,-307.2578670650316,D,A,-60.155853784656784,0
29,A,A,B,-12.483869375333798,E,B,-34.08665816102736,0
89,A,A,C,106.40859061813315,B,A,-54.7080675618965,1
58,E,E,D,-102.61141419816057,D,C,-44.81644152481984,1
76,C,C,D,121.01657328311266,D,E,68.76585956660108,0
72,A,A,D,-40.85222069607427,E,E,93.16288405666427,0
31,D,A,C,-68.31783461054064,C,D,6.371239577299864,1
64,D,A,D,-43.95018604587014,D,A,29.185525255804507,1
26,A,B,D,-233.92793663313114,A,C,-145.0389750299482,0
90,E,B,C,134.57273860037222,B,A,-6.636079706286411,0
76,C,A,E,-11.00960459265556,D,B,-92.2766819314831,0
64,E,A,A,-88.61097538247998,A,B,122.6044022827643,0
45,A,C,C,47.935701173267624,A,E,113.95518098423621,1
52,C,C,E,-17.74697229971596,A,D,52.28675014090446,1
70,C,B,E,114.51283268388485,C,C,-114.03500233647945,0
90,A,C,D,-9.286597646864179,C,E,-98.48675777882838,1
28,E,E,B,-95.55973917646651,E,E,-101.87593032691535,1
81,E,E,E,28.156780589934762,A,C,21.31474732611862,1
85,D,B,E,245.96781953638765,E,A,35.84714289288525,0
74,D,C,A,-95.28070607693613,D,E,5.427101349478683,1
66,A,B,A,198.2645944318293,E,B,-73.25939290639741,0
26,D,A,E,93.61867521546208,E,D,78.13926163387978,0
71,A,C,C,-20.266174822871687,C,B,-50.40733321143476,1
98,B,E,D,-44.0330418359277,D,A,60.48636945723984,0
35,B,D,B,-14.70695785229649,B,E,27.618508378030455,0
44,D,B,E,-25.248212472992513,A,C,113.10655051446273,0
47,D,E,B,-15.484015580533688,B,B,27.346503231251795,1
55,A,E,D,-1.8701480868497673,A,B,25.066617960320077,1
34,C,E,C,-22.997057481088287,E,A,105.30607483362337,1
42,C,C,B,-249.68410679550658,C,B,-95.83173492787982,0
47,E,C,A,-8.052660207026403,D,D,233.78183511585715,0
34,A,C,E,-32.33688873326663,C,B,130.0704134779671,1
47,C,A,A,-223.09091519805793,D,B,-78.18826273311701,0
92,E,B,D,-2.3091905588129387,B,B,-88.30997554907583,0
28,D,C,A,-86.54847547811465,A,D,52.7468454628329,1
31,D,D,D,175.40706823421252,E,B,14.947608144277142,0
74,E,D,A,36.2683145280194,E,D,-9.203499771423472,1
95,E,C,B,-56.35058921029534,D,B,-280.24978914507307,1
31,C,C,E,-73.73983174761618,B,C,-26.42360165844221,0
84,D,C,C,45.22420673495002,E,B,171.66479769816004,0
33,A,C,A,-38.05843540870039,B,C,-101.49340979754244,0
95,A,D,E,-153.69130484166791,C,C,-96.04299975251362,0
71,E,D,E,39.84258586870444,C,B,-62.94447928924038,0
89,D,C,E,51.27298120240149,E,A,-103.74905632190925,1
45,D,E,A,-54.95237432884525,D,A,-87.530438937292,1
44,E,B,A,15.557692011899821,D,A,58.93769208200307,0
57,C,E,E,46.07786281671089,B,A,-14.50701454220837,1
52,E,E,B,-17.86325567579351,D,E,-133.24784330417003,1
94,B,E,B,-39.391233069691474,D,D,146.36829142874944,1
23,D,E,A,150.79928991228823,E,D,67.46506500441926,0
23,E,E,C,-0.06929530198872938,E,C,-123.9045971187686,1
63,B,E,E,105.43312021101832,D,A,18.102811047334125,1
39,E,D,C,63.04909069042052,B,B,-120.99291792747651,0
92,A,E,E,-142.14401628843032,C,C,-31.78735843516068,0
97,D,A,A,17.2610577157296,D,E,-6.42662656183659,0
82,D,E,A,22.59739791793823,C,D,-25.79308133021635,1
25,B,A,C,-117.69400596518554,C,D,235.66963735786177,0
42,C,A,B,84.99653665670601,E,C,-216.0234584414318,0
66,E,D,E,-27.120878816621012,E,B,-23.639053941122317,1
75,A,A,D,-141.05020053665996,C,B,65.95813378023061,1
21,C,A,A,188.18263134098575,E,C,57.90699507805519,0
22,C,E,E,-112.15632130708472,B,A,-102.09304316873873,0
26,C,D,A,141.31497182986396,C,B,-147.05825478987614,1
72,E,A,C,55.71795514017561,B,B,-103.46361001424027,0
49,E,D,E,116.217374374097,A,E,201.28426388006244,0
36,D,C,D,30.76000232344987,A,A,-238.33225376156952,1
24,B,E,E,-184.9972249420584,B,C,-35.215329455739926,1
38,B,E,A,-10.632118913770915,D,A,-105.65603445752991,0
49,D,C,E,-132.57979655831915,A,A,77.74436847935655,0
97,C,B,A,-152.5629085292032,A,C,-177.6417890836447,0
44,E,B,B,-11.066717335320634,A,A,-135.3095651700364,0
23,C,E,C,-145.6522415596158,C,E,-122.10886451138248,1
45,D,C,A,-51.97044881631593,D,C,-169.41310081730595,0
62,C,A,C,4.035780653227241,D,E,-102.63471658697007,1
26,D,B,E,10.327575397306784,C,D,200.43545961343878,1
56,C,C,C,28.881566972920776,B,A,-88.81158266064892,0
53,D,C,B,-51.920884922018054,B,C,-74.87431897284334,0
29,B,C,C,-36.69375381253099,C,B,-94.20978492809745,1
29,A,C,C,-54.66721342645794,C,B,-27.003564943750234,1
99,C,B,B,-55.26825370729619,C,C,75.96612070350493,1
83,C,C,A,-77.98860583367706,E,A,21.235490671389222,1
26,E,E,A,91.42500942970781,B,E,31.67675541094903,1
74,B,C,C,126.21029003637175,E,B,-88.8101678730647,0
88,B,E,A,216.43087942905507,B,A,86.3509686805379,0
23,B,A,A,47.89167255085855,A,A,-110.44150474653587,1
25,B,B,C,174.82289613554573,E,E,12.720971857943427,0
98,E,C,D,38.07957016703852,C,E,180.96574688429726,1
95,C,D,A,5.539729780911641,D,D,55.163215478187475,1
96,B,D,D,100.89485798295412,D,A,10.144306368122162,1
50,E,C,D,157.50733182740507,D,E,-50.92848211123191,1
83,E,D,E,95.95311652424027,D,E,126.69183555294347,0
75,E,C,A,12.493197377979213,A,D,-85.0658736406341,1
68,B,B,E,30.626877794425916,D,E,4.462444155146712,1
21,C,B,D,39.92195214689031,B,E,26.36115575186992,0
47,D,A,D,64.77729055046163,A,B,-139.86991977037937,1
40,E,C,D,-15.754502514576583,E,C,34.57372046790682,1
75,B,D,D,58.07020166805158,D,B,15.956001402394381,1
97,C,E,C,-137.24065525438093,B,B,134.99370572664594,1
23,C,E,A,19.12353722405939,C,A,-138.8519702003432,0
85,D,E,D,33.74185269085991,B,C,45.285133861425734,1
41,D,A,D,-9.411312827429546,E,E,-16.802186387327684,1
43,B,D,D,114.36824230224781,E,D,-206.40692397510944,0
95,D,D,D,87.58943615693995,E,C,1.4783599553242617,0
56,B,A,D,-154.67415492282902,B,C,-102.47315641340424,1
61,D,C,D,87.76770589579755,B,A,-168.44369959207805,1
40,C,B,C,4.866230561532808,D,E,-50.01822535846535,0
66,E,C,E,-39.77645654484082,B,C,-23.64453225436395,0
30,D,B,C,-93.45796525920346,C,D,-133.8345235192623,0
94,A,B,D,-69.0895239284254,C,D,73.45436027103021,0
79,C,C,D,33.68511390941112,C,C,-64.38726371793875,1
66,D,A,E,-76.56588068583324,C,E,-94.77249926122452,1
71,B,C,D,-0.39333069500485945,E,E,-161.14979758768067,1
92,E,E,A,-45.773515331029,A,C,-167.68123010074646,1
70,D,E,C,47.74111068855673,E,D,-61.971393482662464,0
76,E,A,C,58.32111868980557,D,E,48.70727323345743,1
59,D,E,E,-83.06284461909755,C,A,-32.709025404963526,1
90,C,E,A,-160.79030350982399,C,D,-155.1413969905668,1
43,C,C,A,-125.53664558471318,D,A,157.43318659676004,1
56,B,E,A,-2.1045984537087414,B,D,-54.83273956246941,1
26,C,E,A,-84.3219467431206,B,E,25.39314058719418,1
91,C,B,D,-46.84503764603985,A,C,-36.03195928242728,1
55,A,C,B,-90.85839131352914,E,E,147.5103022612888,1
31,A,B,A,-107.25783583282767,E,A,-28.06486766149562,0
19,A,E,A,11.464264827962076,D,A,-165.29290467152686,0
24,E,A,D,-197.18263474901227,D,E,-79.20987866636027,1
56,E,C,C,75.2627815987401,A,A,-4.771975579312643,0
67,B,A,E,-1.6967210485183108,B,D,-76.73064600151285,1
27,B,A,A,-21.731994791683967,C,D,87.54194558238633,0
36,D,A,C,-70.09410880047497,E,B,-25.946276535931073,0
27,A,A,C,46.11300474661156,C,B,-10.84726718234576,0
86,E,E,C,177.79133558025043,D,E,-260.3605646054966,1
43,C,B,A,-114.92332340417914,E,C,98.26800369666489,1
34,A,E,A,25.98449053889105,B,A,-59.76798497266772,1
89,A,E,B,84.19467069355943,C,E,-92.95283838458907,1
73,B,D,C,-31.551681844222312,A,A,76.4210155593144,1
47,D,C,A,12.043669187797382,A,C,69.6536361319949,1
71,C,B,E,-74.38533266372525,D,D,-153.87651235807846,1
82,A,C,D,-91.21527314939519,E,C,127.86293806743072,0
97,C,B,C,148.93051732293694,E,C,162.75417826060314,1
75,C,A,D,-25.50834268016473,D,D,69.13179608897788,1
27,D,E,E,-201.79369937024313,A,C,-90.22206239874663,1
83,C,E,D,-287.4275571350687,A,A,-42.54181657413029,1
33,D,C,C,34.95417073461351,A,A,50.38262681912271,1
84,E,C,B,12.406784841271257,D,C,28.020801516964937,1
82,C,B,D,7.378951101745149,A,E,61.95758508018977,0
48,B,A,D,29.871780863392683,D,A,88.18246969204259,0
89,D,D,D,-59.24074311197922,B,D,-6.68100825985584,0
84,A,C,A,52.243756824227624,E,D,-97.20747967366363,1
93,C,B,D,195.51804267340987,E,B,-31.33244690625548,0
33,A,A,D,92.74653826517525,D,A,-37.09569283076423,1
18,E,B,B,-193.2830976774845,A,A,-87.23051807079439,1
36,E,D,A,-146.4422011523964,B,C,-2.8089285603127667,0
62,D,A,D,-112.17758226300714,D,B,-71.86382219249124,1
95,B,C,B,-0.14749411754035122,B,D,29.850503499575797,1
94,E,A,A,-83.15320838961742,B,B,-43.685269495098616,1
68,C,C,D,-237.32507984334455,C,A,155.13293964063197,0
47,B,D,B,14.69626951684155,C,A,-84.52001071056019,1
40,C,A,D,133.44737357157612,B,A,39.755713262447486,1
46,A,A,B,164.34577191557423,E,B,69.26038242932515,0
26,D,A,A,67.40147983621789,A,B,129.50999710733615,0
63,A,A,B,28.73739528002213,E,D,184.59435167804185,0
81,D,D,E,-32.51215935264816,C,E,-47.411262569669816,1
80,E,B,A,-26.44581744151798,E,B,54.53269496539889,1
78,C,D,D,-106.50228147581736,E,C,55.00549887884452,0
27,D,B,E,-48.24722914838793,D,E,17.251337658676896,1
93,C,D,B,-89.82722655438074,B,A,81.26123113883584,1
18,E,A,D,-203.3907430074811,E,B,-14.815440643402084,0
88,A,C,B,7.769598403011893,E,B,78.27608341282767,0
87,D,C,D,153.28534710886748,B,E,-29.191049525203006,1
81,C,B,C,-141.35640871694085,D,A,-265.4929637178329,0
76,E,C,A,62.98247776733075,A,E,-11.85093860300011,0
22,A,E,B,-65.09950216786557,B,B,4.165306975736429,1
76,D,C,D,25.13810406842775,A,D,11.66904258613718,1
42,E,C,D,-94.25815768533505,A,A,124.15563357937344,1
59,A,A,D,3.538259907551061,E,A,-45.67657763148758,0
97,C,C,B,-129.6589962060166,A,A,1.095674520867474,1
42,E,B,E,-10.962916696375872,B,B,9.99739777098913,0
76,D,C,A,-40.93771819225041,B,C,55.41140727063183,1
77,B,A,E,222.56923513321362,A,D,-193.82088961021623,1
77,A,C,A,140.94209274346326,B,C,-45.64535093708097,0
76,E,C,B,-24.90692994419991,E,C,77.29749945138123,1
27,D,C,E,-116.17891281324705,E,B,36.20680737243346,0
52,B,C,B,-168.19065773730102,A,C,123.11482624832621,1
60,C,A,D,50.38800204427496,D,C,-69.92884275146966,1
87,B,A,B,144.00808619036283,B,D,1.7207655685603662,0
41,E,A,D,-143.8267829874411,E,C,-86.2929303543929,1
58,E,C,E,-50.39738725308076,C,D,155.38338260654848,0
37,C,C,E,-42.98655127188668,A,D,-77.54929237177323,0
75,C,E,A,172.21480383653827,E,E,-111.66236229193949,1
27,D,A,E,-35.61013109150492,C,B,-68.25048300172534,0
49,B,C,C,-32.218739194907435,A,A,-127.04310351830361,0
42,B,C,C,-73.0942061113291,E,A,-82.95125089608469,1
68,A,B,B,-198.07656761860076,E,D,-75.51531999102717,0
29,D,B,A,28.583708976250712,C,B,-89.99082415443898,1
91,E,E,B,10.696312938101123,B,B,54.29580668156236,0
46,C,D,A,-73.30945662534099,A,B,-105.47343471444113,1
64,E,A,D,-36.398627980763216,B,B,191.09068971082263,1
44,D,A,B,24.966730415373934,B,D,-8.013289738832354,1
58,E,C,A,52.77934968209183,E,E,61.28430179009461,1
70,D,E,C,-77.65621262189339,E,D,94.23701090630261,1
37,A,A,B,-87.78109694431812,B,A,105.88980791111344,0
36,D,B,D,56.741849357681,B,A,-204.08903341053696,0
80,E,E,D,119.7333934125526,C,B,204.6333971894935,1
92,C,D,D,120.11772331222747,D,D,72.79101526084492,0
38,C,B,A,209.4368909654242,B,B,-166.24757387934383,1
51,A,B,B,-81.54774785059999,E,B,16.771166772155937,0
31,E,C,D,-148.1640451940657,A,E,95.60225349982102,0
92,C,D,E,254.53537795394047,B,B,7.454428956286284,1
98,B,C,E,-40.53285664517151,E,B,139.3231096043436,1
41,B,B,D,-47.17725313634056,C,C,-103.41217179921667,0
19,E,D,B,-170.11381610638819,C,C,36.12560704434738,0
85,A,C,B,36.05592841136794,D,D,87.45251410237667,0
55,B,C,A,134.07446653221368,E,C,-19.571442676476806,0
62,E,B,A,-53.62317786220496,E,B,131.74341218263527,0
38,E,C,D,76.61211924504363,E,E,-29.235440354906395,1
98,C,C,E,-46.718863555364806,B,C,-74.64198933532349,1
77,D,E,D,60.06478875627249,D,C,193.5721042746257,1
76,E,B,E,45.490214588041994,B,D,-35.6125517207239,1
33,B,E,C,31.142299611183283,C,B,-213.69979912809413,1
58,E,E,A,-19.607899694625345,B,B,-65.50390549157895,1
98,A,D,A,-87.71995129104783,D,C,168.42844907303913,0
47,A,A,E,14.993807472362475,A,A,-107.46096730157578,1
66,B,D,A,45.750144115286346,C,A,-22.266830197617477,1
72,A,C,D,69.27672539992238,C,C,190.59216406859966,1
51,D,B,D,151.23627587096408,B,C,-54.794188290708824,0
78,C,B,E,-31.714380907521463,E,C,148.5077070300845,0
82,E,E,C,55.149730128360964,B,A,120.56115149485922,1
24,C,E,E,72.7145629798847,B,D,71.9165416883405,0
46,B,B,D,83.36779764898573,A,E,70.91950702669104,1
92,A,C,B,39.08712415968631,E,E,-77.24959066017091,0
95,A,E,A,-13.031321734414261,B,A,-17.775008693825765,1
96,A,E,A,85.58004286751851,D,D,-119.59927287050283,1
57,B,A,A,-17.882584167532443,A,A,5.908945204633269,1
24,E,D,C,0.20666310156135817,A,B,22.060043879676403,0
20,E,B,C,58.90847400741701,B,B,-5.490131672583337,0
34,C,A,A,91.09108876758802,A,C,31.662195839252867,0
39,A,C,A,-77.01589981919942,E,A,52.530663633303455,1
83,B,B,E,140.1177938439964,B,B,-10.051391785923586,1
54,C,C,C,85.9907762172498,D,E,43.47520496631876,0
53,D,D,A,88.35272754170217,E,C,105.38598908613581,0
68,D,A,A,51.750255045783746,C,A,-97.62357873518297,1
64,A,A,C,-58.02709325546459,D,A,50.83679657245187,1
88,E,B,E,-60.79851154965087,C,B,-85.07872073807926,1
37,B,B,E,51.64861949686264,D,B,18.62616757091352,0
59,D,D,A,-80.0486675203952,B,D,95.89240179986392,1
28,D,D,A,-118.23698557329789,C,D,88.54519666161774,1
36,A,E,D,9.849723848411655,D,C,-70.33659512120339,1
36,D,E,D,-135.17039468936963,A,D,17.30615241081143,0
79,C,D,A,-58.3306457096334,B,E,98.81930441850452,1
98,B,E,A,-19.275675168900154,A,D,-224.91815345562352,0
21,E,B,A,61.86579207901192,C,E,52.54250421483293,0
91,C,A,D,178.7873519496918,B,C,-8.97767435000816,1
27,B,E,D,152.68537633364627,B,B,38.138839293987644,0
36,C,D,E,14.970749681682108,E,C,107.13238112999713,1
67,C,B,D,109.92261553051286,C,D,120.2400376695416,0
40,E,B,B,89.96808040103159,E,E,-38.49175081001188,0
35,D,C,B,178.91431862943253,E,B,71.73334483587116,1
43,C,B,E,110.03814959093216,C,C,145.12034365042084,1
86,B,D,C,82.97486022515116,D,D,-200.57024710531616,0
33,B,E,E,-13.551578536019287,A,B,110.36418036391456,1
84,B,E,C,-64.43591572907114,A,B,215.97461346031727,1
89,B,A,A,-116.23334183450183,E,A,48.887823926575166,1
71,D,E,D,41.56288649268602,D,C,39.90252471082559,1
35,C,B,E,-76.41870647376248,D,C,-92.91547825532761,1
21,D,D,E,41.76830350252735,A,C,104.7022981218423,0
95,C,C,B,51.086982880230835,B,A,-13.83642056323933,1
44,C,D,C,0.07605928280126652,E,C,44.9418260529994,1
42,E,C,D,11.738011284355638,B,E,-99.1357354230969,1
24,C,C,A,36.296319394808116,C,D,-50.518778245736705,1
41,B,E,B,134.1230838207569,B,B,0.24284376225088272,0
63,A,D,A,232.7054199188959,C,A,262.0923685577554,0
21,A,A,C,5.543404959315223,D,A,-68.01054002659293,1
58,E,B,C,62.87218643413278,D,E,26.253863814185856,0
79,C,E,B,60.17145540464306,D,C,108.42620001816469,0
57,A,C,B,-106.6876937121568,B,A,-126.89020826220982,1
41,B,D,A,112.61624338994154,C,D,-20.647213706686824,1
37,C,B,B,130.36478938673727,D,B,-103.08437460126683,1
29,B,A,A,39.15161299269312,E,B,23.8909293903683,1
43,D,E,B,70.98061854661131,C,C,-146.4839145292778,1
64,D,A,E,-38.19021584417686,A,B,-30.491714055171688,0
74,E,C,A,47.560761231865115,D,E,-100.47922861778997,0
83,B,B,D,-59.83737461244397,A,E,98.75868138984994,0
61,C,B,C,103.85189063877434,E,A,-183.04181096789114,0
21,E,A,B,-18.606731774048118,B,A,-125.66359679510435,0
94,A,B,A,52.30663016048651,C,B,-17.767836320264895,0
53,D,E,D,-109.2624595836673,B,C,-38.215938700520944,0
43,E,B,C,161.1288480519738,B,B,-127.73194781227546,0
94,B,E,C,-95.62231292889444,D,C,-193.66611800918113,0
85,A,B,D,-59.97948939562039,B,D,-48.60006937780337,0
80,E,E,B,-54.68265273795879,E,D,-158.42504146108917,0
94,E,E,D,-18.9489567734989,A,C,73.49184878601827,0
92,C,B,A,113.09883498012658,E,E,-60.60254667987629,1
30,D,C,A,12.570174742749662,E,E,-100.7783971337068,0
36,E,C,E,12.464508056246611,E,E,69.14625789186825,1
53,A,C,D,1.62674479805637,A,B,-17.521542057526453,0
76,A,E,E,-13.669368236747687,B,D,40.05230005872583,0
80,C,C,D,-72.85837743319142,D,A,-31.73073745366761,1
93,C,B,B,77.79965513241049,C,B,-15.1895941994221,0
89,D,D,C,67.84982825997731,C,E,119.92996875387432,1
37,B,B,E,23.753834237450235,C,A,-30.74050291099554,0
97,A,D,E,119.89079961739833,B,B,94.24839806912061,0
64,A,A,B,-40.66988686723678,A,D,59.73410646608194,1
25,E,E,A,137.00003542414908,C,B,54.97529591876156,1
62,B,A,B,-53.50950708110375,C,B,-33.17048300494763,1
37,E,C,D,-24.98548318842181,C,C,-55.015971514189985,1
81,C,E,B,89.47021387424728,A,E,-22.78941217976541,1
81,E,E,D,5.8093620733962235,E,B,17.944301165755387,1
18,C,E,D,16.558474566613736,A,A,-108.45449990612524,0
46,A,C,C,-168.46833366306834,A,C,66.867860220511,1
93,A,D,D,-231.695050837166,A,C,-8.466192284943782,0
22,E,A,E,-128.19357543024952,E,D,-32.1215623570814,0
24,B,B,C,83.97659243074949,D,C,-18.268690433582936,1
53,D,D,A,-232.5322034066216,A,C,-9.785990113925077,1
52,A,E,A,-197.79838041560222,A,B,-83.43783503362913,1
41,E,C,E,82.31076318982102,E,D,15.746395502876204,1
20,D,E,E,85.85583697986273,C,A,73.38536610988486,0
97,E,A,A,-49.95924962735859,E,E,30.703514937475457,1
82,E,C,E,151.46919768979882,C,A,34.87901926277632,1
82,C,E,B,-29.430488702550072,C,B,34.25147503772647,1
22,C,B,B,72.59964603036067,E,A,102.9133343098207,1
46,C,B,D,-94.11249469111566,B,B,-32.45735133293527,1
22,D,D,D,18.84363211519276,B,D,-130.0053650577949,0
43,A,A,E,-165.51216313013825,A,B,156.56790932061756,0
87,B,B,A,153.8636940847995,A,E,16.38708978204027,1
84,B,C,E,-22.6465430075748,E,E,-70.21303158230718,1
69,A,A,C,-69.42377173376963,D,C,-173.5879420252991,1
73,B,C,E,-34.136858390641265,A,C,74.93979691420904,0
47,D,B,E,-79.31123125768441,B,C,154.58409239410582,1
61,C,B,D,-66.121062437426,E,A,111.90471537895665,0
80,B,A,E,-126.68139760231854,E,A,34.448385312379905,0
90,A,A,E,39.877699014364666,D,E,-13.145591338157313,0
71,B,E,B,-51.55144109623658,D,E,-86.03788565145261,0
34,A,A,A,167.3729022311518,E,A,66.37558889811206,1
58,C,E,E,22.15302833319934,A,B,-111.11506951922601,0
65,A,B,B,-107.63114735647903,A,E,64.06201100970905,1
53,A,B,C,8.287047726836263,D,C,106.81083089086802,1
84,B,C,A,86.2502018972666,B,A,-23.16536629804144,0
82,B,B,A,54.616334543864,E,E,133.82304343933959,0
62,B,C,A,-42.380095154717914,B,B,-52.992733264521874,0
72,D,C,D,-6.234524066659946,C,B,99.81690775936372,0
39,E,C,A,-4.819256971859389,B,D,-91.79259959015808,1
24,A,B,E,-139.31170812474272,C,D,-84.2667551042388,0
94,C,D,A,78.27945816429536,A,E,-13.532789438506684,1
53,E,B,B,63.37790963078044,A,A,114.20098825793002,1
23,B,A,D,-91.20687225712855,C,D,2.6179296444279094,0
58,D,E,E,-27.772130780266448,D,C,84.07034093458869,0
48,B,B,C,-125.43964035358275,B,C,-179.92888165528888,0
54,D,B,B,32.41207267466605,C,C,-21.50206228942283,0
32,D,E,B,31.00919311425652,D,E,-121.50289346803092,1
88,A,B,E,32.3199200917236,C,C,-134.05829701555618,1
95,C,A,C,83.74491766499106,B,E,53.49769414745783,1
81,B,A,A,-50.95816645328773,E,E,-2.20895299190821,0
43,D,C,B,17.611547423874175,A,D,10.505737198621796,1
73,A,A,C,33.27124573055825,C,B,-94.49907145301808,1
88,C,D,D,-84.41279522059118,D,E,-58.60118773495899,1
84,C,E,C,-57.658049139510084,D,C,-60.03740939882219,0
70,D,D,D,-112.6413937102763,A,D,9.821927262894146,0
