AGE,race,religious_affiliation,Nationality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
35,Other,Buddhist,China,-55.88845740101364,-210.62322567646078,A,A,B,A,B,B,0
35,Other,Hindu,Germany,-40.37699363087689,82.00404927213691,E,D,C,E,E,C,0
19,Black,Jewish,Brazil,-148.33387487748934,-66.11467318453703,C,B,C,C,B,C,0
48,Other,Muslim,Other,-155.3571370121066,-18.169653384627384,D,D,E,B,A,C,0
40,Asian,Buddhist,Brazil,-106.65187339466794,-102.98575734967301,B,B,E,A,C,B,1
22,Hispanic,Hindu,Other,-19.2438146216405,-29.54973913345014,A,C,E,D,C,A,0
63,Hispanic,Christian,China,-223.37954269462168,220.74005748974588,B,C,A,E,E,E,0
59,White,Buddhist,US,78.01260396884251,-67.70655200052042,D,D,B,D,D,A,1
35,White,Other,India,23.49231774663151,150.7954947859289,C,A,C,B,E,E,1
50,African American,Muslim,India,-1.390103596319065,-77.67616021124552,D,B,A,C,D,C,0
19,Asian,None,Germany,44.4675892795127,-72.75037842670092,D,C,E,E,B,A,1
54,Black,Muslim,Germany,-2.773357935778742,-87.97095160537962,D,B,E,E,D,E,0
74,African American,Hindu,US,-7.895723378929947,145.622887223574,D,C,D,E,B,E,1
31,African American,Muslim,Germany,-132.33324082642156,-30.715276667262053,B,C,E,C,A,B,0
57,White,Jewish,India,223.88612714702242,5.655614395865031,A,D,B,A,B,B,0
31,White,None,China,163.08708949336545,8.128874320651432,E,E,E,C,D,D,1
49,White,Jewish,Brazil,-157.49227310524768,224.9885516396988,B,D,D,E,B,B,0
76,Black,Other,Other,-122.2537497036567,26.874707362496842,D,E,B,C,D,D,0
79,Black,Christian,India,-132.29781039815393,-55.5317870926325,E,E,D,C,D,B,0
69,Hispanic,Jewish,Germany,117.12566029603737,-71.93621646950913,A,C,D,B,B,E,0
54,Other,Hindu,Brazil,-162.46061321731383,-62.44530451470657,D,D,E,D,D,E,1
59,African American,Buddhist,China,72.04704487569839,-67.32062557037922,D,B,C,E,D,A,1
34,Hispanic,Buddhist,Germany,127.5286264930202,8.2055843585159,B,E,A,D,A,A,1
44,Black,Hindu,Germany,-57.657486003364056,96.14642379069674,B,C,B,B,E,D,1
58,Asian,Christian,US,15.814907310669648,2.92235555909198,B,D,B,B,D,A,1
71,Asian,Christian,UK,-114.78251741775605,-58.37892436084857,E,E,B,E,E,B,0
67,Other,Buddhist,China,-187.6660582191016,90.0346575201089,E,C,E,E,E,D,1
38,Other,Christian,Germany,-27.03103373273283,-14.975142041969333,E,C,B,C,E,A,1
40,African American,Jewish,India,134.60288918035025,-87.80035558467988,A,A,E,D,B,E,0
20,Other,Christian,China,-19.185810081324078,-26.07801319894689,A,B,D,B,A,C,1
78,Asian,Jewish,Mexico,133.5467307386007,49.22459302023417,D,E,A,B,B,A,0
49,Black,Muslim,UK,-118.31661256044492,174.33068999577478,B,D,D,A,B,D,1
23,African American,Christian,UK,-50.96407310122901,-19.359816542968243,C,E,E,C,D,C,1
76,Asian,Buddhist,UK,96.28958575638427,-28.293227906085587,D,B,C,A,D,D,1
23,Other,Other,Brazil,-38.21420433327202,-119.88176504570059,B,B,D,E,B,E,1
47,African American,Jewish,China,67.34168648251885,-32.73774835383852,A,A,B,A,E,B,0
55,African American,Jewish,US,-154.76378982232228,-127.18330625696599,E,C,C,D,E,B,1
29,Black,Hindu,India,-83.24197361288972,71.4081646597273,A,C,A,C,B,D,0
22,Other,Hindu,Mexico,-219.31664910488715,-166.81117275487446,B,D,B,B,B,C,1
48,Other,Buddhist,US,-75.13582300001477,-49.174581225904745,E,C,A,E,B,A,0
41,Asian,Hindu,China,-29.645591094806502,-61.1966976325164,A,B,E,E,E,D,0
72,Asian,Jewish,Germany,-44.52291293474657,-188.3711061083321,D,A,D,B,B,D,1
29,White,Other,UK,-222.46541068398707,-152.5221122905703,D,C,B,C,B,B,1
27,African American,Hindu,US,-75.60296174720658,70.24922323894941,B,A,B,B,B,A,0
40,Asian,Jewish,US,-145.58246161507526,-80.77421829258071,A,E,C,E,D,B,1
43,African American,None,UK,-39.137689309207175,14.689800334240847,B,A,B,C,A,A,0
75,White,Jewish,China,-17.669966864408863,172.970586073246,B,B,A,D,A,E,1
72,Other,Muslim,Other,-160.76900670441253,83.94410460961892,B,B,C,E,C,A,0
77,Asian,None,Mexico,120.64347137485353,-97.48261495030313,B,C,C,A,B,A,0
78,Other,Christian,India,-6.637123835087853,72.26652699581257,E,A,E,C,D,B,1
39,Black,Hindu,Other,30.062447686392368,137.22931093712535,B,B,E,B,E,B,0
49,White,Hindu,Mexico,-21.395471634563002,-70.24536430116873,D,B,B,A,A,C,0
23,Other,Other,Brazil,182.7855810178996,-52.27959437865536,C,A,B,E,B,B,1
54,African American,Buddhist,China,30.105190244526504,132.6701654223687,C,E,E,E,B,E,1
63,African American,Hindu,Germany,8.56963383837308,216.8270685651618,C,E,D,A,E,E,0
69,Asian,Muslim,Germany,-216.9858517260121,-25.704725238897762,B,C,D,D,D,A,1
61,Hispanic,Hindu,UK,73.02486811524561,-41.12273739748263,C,E,D,C,E,B,1
45,White,Christian,China,75.11503819685358,-59.88157060746172,E,B,B,C,D,B,1
61,Other,Other,China,-10.281848377863973,125.92529179803753,A,D,B,D,C,D,1
18,Black,Jewish,UK,7.059819058905392,-16.22727352240688,D,C,E,D,D,B,0
71,White,Muslim,Mexico,-44.094714391076465,-111.50712261350554,A,E,B,E,D,B,0
59,White,Muslim,US,21.351504177687115,55.585373309270416,D,C,A,D,A,E,1
74,Hispanic,Buddhist,Brazil,-85.35391891400512,70.60547089698603,C,B,E,D,B,C,1
64,Hispanic,Muslim,Mexico,126.04575644755592,12.632221018852446,E,D,B,B,C,E,0
20,Black,Muslim,Brazil,-91.53122879439927,98.2042475270444,C,E,A,A,E,C,0
27,Asian,Muslim,UK,124.19992274059595,60.74443207759054,E,E,A,A,D,D,0
20,Asian,Muslim,Mexico,-39.53561943726008,170.97663472502308,E,D,E,C,D,B,1
52,Hispanic,None,UK,-34.14351012343535,30.527365192053598,C,E,E,C,B,A,0
27,White,Buddhist,Germany,130.7377544053512,164.20353213616775,C,C,B,E,A,B,0
44,Hispanic,Buddhist,Other,99.52656696614454,-108.17422818561802,A,E,A,C,C,A,1
58,African American,Other,India,104.92238377818101,-31.33310529508449,A,D,A,C,D,B,0
32,Black,Buddhist,China,101.15401172857324,-63.874201903776694,B,B,D,E,E,E,1
62,Other,Christian,Mexico,-99.92461448342966,-89.04190641183509,B,A,B,A,C,C,1
61,Other,Buddhist,Germany,138.7019468178481,-80.02312692512594,C,E,B,A,C,B,0
75,Hispanic,Christian,Germany,143.31969025717027,-128.50622983635213,B,A,E,E,D,A,1
59,Black,Jewish,US,34.02863212720382,-48.99689896394342,E,E,A,E,C,D,0
54,Asian,None,Germany,-22.754379079307903,-76.67904741710268,C,A,B,E,D,A,0
42,Other,Muslim,China,-54.34148713246202,-90.55660966845548,C,D,A,A,D,D,0
59,White,Other,India,158.507417237715,-233.30865966574956,A,C,B,B,D,E,0
69,African American,None,Other,-37.58900835472144,119.91785657629075,A,B,C,B,D,C,0
49,African American,Muslim,China,20.733394942696748,46.26642720220351,C,E,C,A,B,B,1
72,Asian,Christian,Other,-5.599339193599043,-6.397933895274513,E,D,C,D,A,A,1
48,White,Christian,UK,76.22916202351033,61.36248235967924,A,A,A,E,C,C,1
64,Other,None,UK,-32.509117169276294,245.30469722810042,B,C,E,B,A,A,0
19,Other,Buddhist,Mexico,-167.26771374720303,-11.99002509769935,B,A,A,C,D,D,0
35,Other,Christian,UK,98.14900474229805,108.9836552286436,D,B,C,A,C,A,1
60,White,Hindu,Brazil,-194.0135956078221,-162.1453158259924,A,E,D,C,C,C,1
21,Other,Other,China,65.95769097659851,-24.21162454550912,D,E,C,E,B,B,0
26,African American,Jewish,Germany,-56.263774367985874,106.66894252266863,A,B,A,C,C,E,1
19,White,Buddhist,Mexico,58.39677001634202,73.6712666537529,A,B,C,C,E,B,1
74,Hispanic,Other,Mexico,14.137261151536809,87.8183092733222,D,D,A,C,B,E,1
69,White,Christian,China,41.01992002834321,-68.267103449671,A,D,C,E,A,D,1
24,Other,None,Other,-164.73210878901045,-22.5618604954493,D,E,E,B,C,B,0
23,Hispanic,Jewish,US,108.70995108264472,6.345730001534877,A,E,B,A,D,E,0
51,African American,Hindu,India,-158.79998352652714,196.29994128391536,A,C,E,C,C,C,0
60,White,Christian,India,72.75397499138326,119.36628350439695,C,A,A,B,C,E,1
25,White,Christian,Mexico,192.51632451472864,69.42459447868632,D,A,D,E,E,A,1
21,Black,None,Brazil,-23.39058819999353,11.379082329617123,C,D,A,A,B,E,1
34,Asian,Muslim,Other,-76.22208075249,-155.58637568889878,D,B,A,D,E,C,0
18,African American,Christian,Mexico,57.243223061379425,-125.18058649973945,B,A,B,A,E,B,0
42,Hispanic,Other,China,10.651792898973596,-90.45196223693924,B,A,D,E,D,C,1
60,Asian,None,India,-16.872113808009136,3.150623579330658,C,E,A,E,C,E,1
71,Hispanic,Muslim,Mexico,-172.16704409432037,207.3187773545234,D,E,E,C,A,B,0
42,African American,Jewish,Germany,-138.703027335691,109.11789095647583,D,C,B,C,B,E,1
72,African American,Hindu,Germany,-48.07035019757756,-25.16006825617982,A,B,D,A,A,C,0
42,Hispanic,Jewish,Mexico,-25.280794497689595,-12.651103143239522,E,E,D,E,A,C,0
52,Asian,Buddhist,US,140.64809180533217,-266.5856515366588,C,B,B,E,C,D,0
36,White,Jewish,India,93.62197796092047,47.48992179677184,D,E,D,C,D,B,0
53,Asian,Hindu,Brazil,-54.15204928925761,74.32555714491374,B,A,C,A,C,B,1
18,Other,None,China,36.275176604413915,14.417034472404916,B,A,E,E,B,C,1
63,Asian,Jewish,US,66.39255653690307,66.68885514102051,D,E,D,C,E,E,0
23,Hispanic,Christian,UK,-110.85025332740722,-30.567669858507234,B,C,A,C,C,E,0
29,Black,Other,Germany,-114.89495384647708,-136.86902282143814,B,A,A,A,C,E,1
23,Other,Hindu,UK,66.83075225147758,127.25431123161776,D,D,C,C,A,C,0
79,Hispanic,Muslim,Brazil,-2.572067497677918,203.44529198208053,E,B,E,A,B,A,0
60,Black,Muslim,Other,-151.41133609954576,-145.54892756265556,E,A,A,C,D,B,1
37,African American,Jewish,China,-42.66094646507042,73.30351793241998,B,A,A,E,E,D,0
45,Black,Hindu,Brazil,-121.10704242036954,-4.55282460735201,A,A,B,E,B,A,1
39,White,Other,US,176.6750246993289,-11.381496294004007,D,D,A,B,A,B,1
38,African American,Hindu,Brazil,64.76379321019458,53.71397117060802,E,B,C,C,C,D,0
69,White,Jewish,Other,116.14432405717979,-98.82256280539242,C,D,A,E,B,B,1
45,Black,None,UK,46.82869139393407,-4.312646487645652,A,A,A,C,C,C,0
47,Asian,Buddhist,India,-23.02609353875902,-117.85507199575109,A,C,A,E,C,C,1
40,Other,Christian,China,-29.3504418898113,47.1855777435985,D,D,E,D,A,D,1
58,Other,Muslim,US,118.46634932858389,48.159136713780654,C,E,D,D,C,D,1
63,White,Buddhist,Brazil,40.57920290829136,49.48603143157856,C,A,B,C,E,B,1
47,Hispanic,Christian,Mexico,55.76936304557453,45.62341355305623,C,C,C,C,B,B,0
53,Black,None,China,63.775534824945126,104.47503479094263,C,A,D,C,C,A,0
72,Other,Jewish,Brazil,-186.01763168018832,125.06656970078991,C,C,D,C,C,D,1
48,Black,Other,US,37.27266427112905,16.850665360826593,E,A,E,B,B,A,0
46,Black,Muslim,India,-236.26945578029068,69.21466560062865,E,E,B,D,E,A,0
61,Asian,Muslim,US,17.971319778305094,-134.8664817972306,D,C,B,A,B,D,1
18,Black,Jewish,UK,-49.05904595496764,57.83582568943947,C,C,E,C,D,C,1
22,African American,Hindu,Brazil,36.731504951741655,178.25910298522916,B,C,D,C,E,C,0
23,Hispanic,Buddhist,Mexico,-170.7747841947575,-90.22127064906566,D,D,D,E,B,A,0
65,Hispanic,Muslim,China,98.22068809579419,70.26812902475024,C,E,D,B,E,C,1
73,White,None,Mexico,64.8371366710303,-65.93638939039626,E,D,B,B,B,B,0
30,Black,Christian,India,-102.68554986179086,21.909847718728983,C,B,A,C,B,E,1
21,Hispanic,None,China,33.89100828518239,104.83797945259737,E,A,B,C,C,D,0
67,Black,Jewish,UK,-56.942327789362814,-102.26023897293244,D,C,E,E,B,E,1
33,African American,Hindu,Brazil,-200.5274491685827,64.61228415916943,B,D,E,D,B,E,0
33,Asian,Other,Other,-49.64272959515142,42.77890095479046,E,A,B,A,A,E,1
19,Hispanic,Other,India,41.578717276266545,75.59422724323585,D,B,C,C,B,C,1
70,Other,Buddhist,China,83.7218964719533,7.738204892984308,A,B,E,A,A,E,0
47,Black,Christian,Mexico,-94.61459519810025,90.47700060478302,B,A,A,E,B,E,0
64,Black,Buddhist,Other,114.21546002062675,-33.61731523161922,B,C,A,A,C,E,1
79,African American,Hindu,Other,-53.00849725432736,105.92588656724868,C,B,D,A,E,C,1
69,Other,Buddhist,Other,-20.325858224761404,-19.83956681112883,C,E,E,B,E,A,1
18,Asian,Hindu,China,-9.151172450175654,3.277326165905715,E,D,E,D,B,C,1
60,Hispanic,Other,Germany,87.5659822932148,195.25426752187641,A,B,E,A,D,E,1
68,White,Muslim,UK,-118.4644116478316,83.60003167454197,B,D,E,E,C,A,1
44,White,Jewish,India,108.25328014320037,-123.11530810687736,B,C,E,B,C,D,0
54,Other,Jewish,UK,170.37061777762975,33.50341765210237,B,A,E,B,C,E,0
58,White,Jewish,Mexico,106.35093971853476,13.133404004158479,B,D,D,B,E,D,1
66,Other,Christian,US,-14.3359591406617,23.975784388881582,C,C,E,D,A,D,1
31,Black,Muslim,UK,131.4147155841165,93.02072060711873,D,E,A,D,B,A,0
19,Black,Christian,Mexico,-27.729254232095553,-75.60992559864097,B,A,D,B,C,E,0
26,White,Jewish,China,34.45273731656572,-67.28752263409305,E,C,A,D,B,A,1
24,Asian,Buddhist,Brazil,130.03825180114856,243.61129788785706,A,C,E,A,E,A,0
24,Other,Jewish,UK,-78.48543154896517,284.80194353218155,D,B,D,A,E,B,0
21,Black,Hindu,India,65.14727222261521,50.98906619148329,A,C,E,A,E,C,1
44,Asian,Christian,US,-125.12388570754425,78.99071379657545,B,A,B,C,A,E,0
54,African American,Hindu,Germany,-72.48859792861901,41.75576732223191,C,E,A,E,E,B,0
70,Other,Buddhist,India,-89.97640029461932,-8.090552070833084,E,E,A,D,C,C,0
31,African American,Other,Other,-29.838308942048315,88.38566477931727,B,B,D,C,D,C,0
39,Other,Jewish,Germany,85.41186658088546,80.72099887306786,D,A,A,B,B,D,0
19,African American,Hindu,UK,50.3449565140793,-58.07053447368781,D,A,B,E,E,E,1
61,White,Other,India,5.4478286290035065,6.090564626925382,D,B,A,B,C,D,0
73,Black,None,Mexico,-3.1526773965407857,-21.392321629858884,D,C,B,E,B,D,1
77,African American,None,US,36.42250735464284,84.56337536968785,E,B,B,B,D,A,0
74,African American,Christian,Brazil,114.9285070677034,-22.03684273776261,C,B,A,D,D,A,0
58,White,Jewish,India,32.985021074293215,11.574983663930508,A,C,A,D,D,D,1
45,Black,None,UK,-67.63941353021188,-30.913854018909642,A,E,A,E,B,C,1
42,Other,Christian,India,34.72788833241775,-14.115160047915737,D,E,C,B,C,A,0
68,Hispanic,None,Mexico,-9.44065309273217,85.10067362678025,D,E,E,E,E,D,0
21,Hispanic,Buddhist,India,-85.59836538344697,106.29504885758453,E,E,C,D,D,E,1
68,Other,Muslim,Other,-13.064103439652817,-1.8797421888151553,C,A,E,A,E,A,1
49,Black,Hindu,India,43.35862166576045,-49.046815422803434,B,E,A,D,E,B,1
59,Black,Christian,Germany,-97.74156807230929,-109.27428673126676,D,A,E,D,C,A,0
21,White,Buddhist,UK,-146.54447964350925,126.12351965458035,A,A,E,A,B,C,1
27,Black,Hindu,Mexico,-215.54564673421993,25.45629233363062,C,A,C,A,B,E,0
24,African American,Muslim,Other,-74.80056575017484,-13.235203628363335,C,C,C,B,C,D,1
61,White,Jewish,Mexico,11.528029916271144,-46.234422885494105,E,A,C,C,C,E,0
33,Other,None,US,161.24027740554672,-170.59502397287065,E,C,C,D,A,B,0
32,Black,Other,Other,64.48589456806167,127.17603476745352,C,E,C,C,C,C,1
58,African American,Christian,Brazil,103.18470924735892,-137.45311231518988,C,B,C,C,E,B,0
54,White,None,Germany,-10.757517639815099,151.74187667462496,A,B,E,A,C,C,1
21,Hispanic,Christian,Mexico,-251.15630578842598,136.9100400928162,A,A,B,D,A,D,0
36,Other,Jewish,Germany,-49.310104364744944,-140.20592569940885,B,E,B,D,D,A,1
37,White,Other,Germany,60.67589624032984,20.415442149853934,C,C,C,E,D,B,1
61,Other,Christian,Other,160.31647996571218,-39.125793789009094,B,A,D,A,D,D,0
26,African American,Other,China,47.361410303935884,-169.40190925859372,D,A,C,A,A,A,1
73,Other,Other,India,-59.907507040755334,94.30745103739953,A,D,D,A,C,C,1
76,Other,Other,Other,35.00300123760863,13.913613638164115,D,B,D,E,C,A,0
58,Other,None,UK,128.90701437147962,31.21955141772123,E,E,C,A,D,C,0
78,Black,None,Mexico,-62.40287153032147,-65.10288143388861,A,D,A,E,E,E,1
32,White,Buddhist,Brazil,190.53382320481026,-41.32828234050033,D,E,E,D,B,D,1
47,Asian,Christian,Mexico,-106.88823077870624,37.27261663456595,E,A,B,D,A,C,1
66,Other,Christian,Mexico,88.9515907973617,63.9341046413807,E,D,A,C,A,E,1
64,African American,Other,Brazil,-120.39212501372982,-38.85074964084901,A,D,A,E,C,A,1
22,White,None,Mexico,107.86242739306766,-40.52423960291257,B,A,C,E,A,E,0
37,Asian,Hindu,Mexico,12.331017077154986,-28.40930233081273,C,A,C,A,A,E,0
77,African American,Jewish,Mexico,53.10845754667509,149.55968403984272,E,D,E,D,A,E,0
49,African American,Jewish,Brazil,-93.72167950715708,-24.389551101702814,E,A,A,D,A,C,0
65,Hispanic,Muslim,US,-12.910472535135185,-19.83703148172237,C,C,B,B,E,B,1
46,Hispanic,Other,Other,113.52096777482765,178.88213772790286,B,E,A,D,E,A,0
79,Asian,Buddhist,Other,-0.710258125414952,-46.80361984736799,C,D,C,E,E,C,1
28,Other,Christian,Brazil,-60.5607497503612,9.209822330378918,B,E,A,A,D,D,0
72,Black,Christian,UK,-42.517027539222575,-29.488366578200036,E,C,A,A,D,C,1
73,Hispanic,Hindu,Germany,-25.987912953095837,49.400937152266614,B,E,D,B,B,D,0
61,Black,Buddhist,US,6.730806703680151,-54.09536111547602,E,C,A,C,B,B,1
73,Asian,Buddhist,Other,92.78342928278451,-5.9519605756696965,E,E,A,C,E,D,1
27,Asian,Christian,Other,-196.16557547249772,-32.32309368471112,E,C,C,E,B,D,1
43,Other,Buddhist,China,-13.775632311470348,-43.4439427962698,C,A,C,D,D,B,0
79,Asian,Christian,Brazil,-42.59066584772974,58.686181732665354,E,B,D,E,C,B,0
32,Other,Jewish,Mexico,-97.08295460846821,-38.92499095531202,C,C,A,E,B,A,0
75,African American,Other,Germany,24.099082905783224,-149.79950616340804,B,A,B,D,D,B,1
77,Black,Other,US,-99.40339433471563,-204.83117785691977,E,D,A,B,C,A,1
44,Other,Muslim,Germany,9.785064030690585,16.42480083665968,B,B,C,E,B,A,1
41,White,Jewish,Other,-130.4264572052349,41.09768694776615,E,A,C,D,B,E,0
79,Black,Buddhist,Brazil,-150.2013198225104,-111.94540086284621,E,D,A,C,C,E,1
52,Other,Jewish,US,94.23911628788065,83.85060185929684,E,B,D,D,A,E,0
56,Black,None,China,-89.5451661192179,-53.588587753385255,C,D,E,B,A,D,1
28,African American,Jewish,Brazil,-20.27690529534871,114.68783400439864,D,A,C,D,E,E,1
70,African American,Christian,India,-127.53383683929971,17.00379720196504,B,D,B,D,C,C,0
50,Black,Muslim,China,83.90190631944353,101.00130554113026,A,E,C,D,B,E,1
37,African American,Muslim,Mexico,-138.48889694181042,209.7920611941935,B,C,D,A,A,B,1
41,African American,Christian,Mexico,196.92518094572716,58.54029942559805,B,B,D,B,E,E,0
62,African American,Buddhist,Germany,-11.030030621662544,78.38047085659439,A,C,D,E,E,E,0
74,Black,Buddhist,UK,89.57644873259282,-62.97855850272918,B,D,A,B,B,E,0
39,Hispanic,Christian,US,-207.02816279077112,-38.883568847156724,E,B,B,E,D,C,0
77,Other,None,Germany,-76.53911674095404,-100.54873917607776,D,A,B,C,A,C,0
38,Asian,Muslim,Germany,-4.824878277471675,-107.77296692352063,E,C,D,A,A,C,0
77,White,Other,Brazil,5.8606737997674,41.91012542373096,B,B,D,D,A,A,1
20,Black,Hindu,Mexico,-84.43213327700619,198.77886127399762,D,A,E,C,D,C,1
72,Asian,Other,China,75.40402958968816,-88.96195292067324,A,C,C,C,B,D,1
65,Hispanic,Christian,UK,37.417195584947144,-11.086613063355836,E,D,D,B,B,B,1
56,Asian,None,UK,49.78397170542336,-36.54862491038161,C,B,C,E,E,C,1
63,Hispanic,Muslim,Mexico,-38.940535979005325,-184.04294223720322,C,E,A,B,A,C,1
29,White,Christian,US,58.36047637068309,-124.62876976952266,B,E,E,A,A,E,0
46,Other,Jewish,UK,-20.214351117913058,-82.62414044852686,B,E,A,D,E,A,0
23,White,Christian,India,-11.88601529927509,61.51464487555557,A,D,E,B,C,E,1
58,Black,Christian,China,136.9922975649864,17.559290897462432,A,A,C,C,D,A,0
61,White,Christian,China,84.03535833567491,44.12695974708513,C,D,B,A,D,B,0
37,Asian,Jewish,US,-154.09708515549377,-90.95839342179634,B,B,A,E,D,C,0
70,White,Muslim,UK,-60.75633364784315,42.58166114357065,B,D,A,B,A,E,1
31,African American,Other,Other,-14.555830074798912,19.625945298688958,B,C,C,D,C,C,0
56,Hispanic,Buddhist,China,33.04376277365865,-31.910018709402976,C,C,D,C,D,B,1
70,Black,Muslim,India,62.708948285295406,132.81533587526155,A,A,A,E,C,D,1
36,Black,Other,India,-165.49820479365826,133.79378637667529,D,B,A,D,C,B,1
77,Other,Hindu,US,-55.45856808327433,-143.67987755672138,B,D,D,A,E,C,0
53,Hispanic,Other,US,126.56493923920348,-17.762526796208096,E,C,C,D,C,B,0
73,Asian,None,Other,-107.0359124665392,-81.45567259115778,A,D,A,A,C,B,1
23,Hispanic,None,US,-3.6811055060245867,-15.239913578888823,B,C,C,B,D,D,0
29,African American,None,US,-0.6745738417196903,-45.67259342479468,B,E,C,D,C,D,0
65,White,None,Germany,135.49668909836993,33.414282192781826,A,C,A,E,C,D,0
69,Hispanic,Other,Brazil,9.27086449132838,-43.610923647718785,D,C,B,C,E,D,0
42,Other,None,Brazil,-101.16333107968127,108.83348149554266,E,C,A,D,B,B,0
69,Other,Jewish,Germany,-35.970163538825965,78.13212302483859,C,E,E,B,E,A,0
32,African American,None,UK,-12.39126955615824,-41.620314621243686,A,C,E,A,A,D,0
77,Black,Jewish,US,16.631668159354664,-66.33443223039644,D,D,D,D,C,E,1
32,Hispanic,Buddhist,China,-87.11133026502516,176.8386329412851,A,C,E,B,E,B,0
22,African American,None,UK,-80.34767865502498,279.05558125703175,C,D,B,D,A,D,0
61,Hispanic,None,Brazil,121.47856648415254,67.95908365866741,C,B,C,E,D,E,1
28,Black,Christian,UK,14.605891677876476,36.550628731182705,A,A,E,C,D,C,1
63,Other,Muslim,Germany,56.707767461367474,12.881275958030242,E,D,B,E,C,E,1
48,African American,Hindu,China,49.89009897971387,274.0201070487392,C,B,C,E,B,B,1
65,White,None,Other,-4.2060774797155105,155.0532289491696,D,C,C,B,E,B,1
60,African American,Other,India,283.8123780319278,-6.491651008216579,E,C,C,A,B,C,1
32,Asian,Hindu,Mexico,-126.7887914537093,82.44945242631724,A,E,C,E,A,A,1
39,African American,Hindu,China,132.57305532684947,-37.68567143043012,E,C,D,D,D,C,1
58,Asian,None,China,53.323968232730145,70.70831232854295,A,B,B,A,C,A,0
52,African American,Other,China,173.82627801689557,117.63956536299477,B,C,E,E,A,E,0
56,White,Other,India,126.62610263353756,148.13267081573406,C,C,A,A,D,C,1
57,White,None,UK,15.435657764401562,-145.67800398215937,A,B,E,D,E,D,1
63,Other,Muslim,China,-22.993568000929614,63.12368847968085,E,A,B,B,D,A,1
74,Asian,Muslim,Other,57.86803578542623,-69.8572522543746,A,A,D,D,C,D,0
37,Black,Jewish,China,-113.22879418406464,-41.739817259981,A,B,A,D,E,A,0
36,Other,Jewish,Brazil,-140.7838319068136,-95.03904217616832,B,D,D,D,E,C,1
74,Hispanic,Muslim,India,54.19795525427874,-176.17131642848642,B,E,D,B,C,D,0
35,African American,Hindu,Brazil,-48.78559872832115,-38.37670450503406,D,D,A,E,B,C,1
35,Hispanic,Jewish,China,79.67779902634659,5.60652580248538,B,E,E,D,C,A,1
19,Black,Buddhist,Other,136.10876068848137,-20.240145488425036,C,A,D,B,A,D,0
33,Hispanic,Muslim,Germany,66.24715775938148,73.40644467696293,C,D,E,B,D,E,1
46,White,Hindu,China,61.96301328690967,-9.421957897699555,C,D,E,E,C,B,0
54,White,Other,Other,-19.52754978486223,-105.0826613708038,E,A,A,C,A,C,0
65,Asian,None,Germany,-86.80072654998352,-63.06888059288025,C,D,E,A,A,B,1
69,Black,Christian,Germany,148.33958558039245,-50.629445322449804,E,A,A,B,D,D,1
27,Other,Muslim,Brazil,-31.851248442087698,-22.542450651912223,C,D,B,D,D,C,0
18,Hispanic,Christian,US,12.084669758355274,28.099381098614785,C,D,C,C,A,C,0
37,Black,Buddhist,Germany,-27.837301477816656,-28.67405771584388,C,E,A,A,A,E,0
19,Asian,Hindu,Other,-15.83800283451442,-86.5545802981961,A,C,D,B,D,A,0
30,Hispanic,Buddhist,US,45.906731534541365,21.368926091903447,D,C,D,A,B,C,1
21,White,Muslim,UK,89.9613772130551,-93.13407875422159,E,D,E,E,A,C,0
73,Other,Jewish,US,-11.17949071803566,11.228359300011794,D,C,E,C,A,A,1
74,Black,Jewish,UK,40.31495731313572,-63.71269292487403,B,C,C,C,B,E,1
51,Other,None,UK,-68.4346851806973,83.33892693377265,A,E,B,D,D,B,1
46,African American,Buddhist,Mexico,-149.83071822256457,262.45695843429013,B,E,C,D,E,E,1
23,Asian,Other,Germany,148.50607113696293,89.9965620764534,A,A,D,D,A,C,1
62,Other,Hindu,UK,97.4087760384222,130.67294641862642,D,C,D,A,A,C,1
63,Hispanic,Other,UK,35.217238024821185,-27.021116423366546,B,D,D,E,B,D,0
58,Other,Other,Germany,-101.75050651640835,55.398132371664865,E,C,A,B,B,E,1
58,Asian,Jewish,Other,38.298207185000535,-24.231173118602452,E,E,A,E,C,D,1
36,Other,None,China,-74.40898245452384,-75.23666909416137,D,E,B,D,B,E,0
28,African American,Buddhist,US,86.0687555143185,90.2232401475985,D,D,B,E,D,B,0
62,Asian,Other,China,-84.98012852248095,33.2051003427628,C,B,B,A,C,B,1
49,Asian,Muslim,China,-26.44170936793671,111.62875699029438,D,A,C,E,B,C,1
68,Asian,Buddhist,India,39.894986006905484,-287.33106183500445,C,A,B,A,D,E,0
54,African American,Other,Other,-0.7317968117202813,-33.58255159636385,D,C,C,E,A,B,0
43,Hispanic,Hindu,India,-151.69396770508385,14.492587355955347,D,C,A,E,E,C,0
47,African American,Jewish,US,-57.654161236072724,128.77017926258384,E,B,A,E,C,E,0
39,African American,Other,India,80.95181260595828,-10.63340059991437,A,C,C,E,A,C,0
55,White,Muslim,Mexico,308.53412794353545,-177.99838452906283,B,B,B,E,A,D,0
65,Hispanic,Buddhist,US,110.64166657590997,37.83418359875561,A,C,D,D,D,C,0
75,African American,Other,Mexico,38.43130396763759,9.100600620561956,A,A,D,E,C,C,1
32,Other,Christian,India,-7.109756149916745,55.46705306503588,E,B,D,B,E,E,1
