nation,RACE,disability,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,target
India,Hispanic,None,7.360690341940552,A,79.49747855915352,E,D,C,-53.40586568183645,B,126.6976356997907,-159.21314331464123,A,D,106.71297397389323,A,C,1
Mexico,African American,None,-98.70895935261309,C,24.97031805173729,A,E,D,-161.42868641567472,E,100.87269848173707,-61.7146122825386,A,A,-30.94275419815759,B,A,1
Mexico,Other,Mental,90.4892898474815,E,-104.6995388385372,A,A,A,-207.74359058902866,B,173.19464599115258,-46.44391845083339,C,D,-43.56586439290858,A,A,1
Brazil,White,Yes,105.01204472950157,B,57.004297334075105,D,A,A,-81.3290131040589,E,78.46972110706231,-159.75697017996424,C,E,9.950541526723338,C,D,1
US,Hispanic,Mental,-77.33472787992312,E,-5.088480864684586,C,D,E,-202.72507312104713,C,-38.42446957301501,91.54422126659696,D,A,-59.014291593178356,E,D,0
US,Other,Mental,-6.0362962876074855,A,93.88586598646421,E,B,D,238.38787152166498,A,-26.12893570739728,-13.270290722206097,A,B,-15.777182750587182,B,A,0
Brazil,African American,Physical,43.4341075059608,C,-216.9282174090627,E,D,C,25.146841353227767,B,126.0007458584037,-33.667996499903005,A,B,-17.51739704019108,C,E,1
US,African American,Both,16.620385658838778,A,-1.675442772864234,D,A,B,-105.99691190251205,D,-7.392900715257084,-203.9122057371216,D,C,88.61701466302013,C,B,0
Other,African American,Both,-329.81704542455634,C,-64.61447938674549,E,C,E,112.25244620530145,D,-41.64629151224405,-284.4387989340412,C,B,-20.48287903397787,A,E,0
India,Other,Mental,127.02930670086225,D,-104.93774802071367,A,A,D,-19.637004698907255,A,70.16779698455954,249.54072122848578,B,C,-154.12225668726768,A,D,0
Germany,White,Both,84.67223250950964,E,-19.65409506904767,E,E,A,-94.26997281547614,D,0.5386988820738516,-126.76140234661901,C,D,58.577415420169,A,B,0
UK,Other,None,10.385342386630185,D,241.20422252980407,B,D,A,183.46916425208548,C,-116.23341370070932,43.25023971639158,D,B,19.432126475554057,C,B,1
UK,Asian,Mental,147.94561281564998,C,-151.54263572228461,C,C,E,111.63281648468968,E,-18.348700481104977,150.29389972108663,E,D,68.53974616587882,E,B,1
China,African American,Yes,-174.6170483439204,C,7.402794927068286,E,C,B,-8.53693199455184,A,-33.24631798188037,-63.53956236727245,B,B,94.67129301511261,E,D,1
UK,White,No,128.58545196179395,C,57.64041987557684,D,A,E,97.49587575006035,C,-150.0564383475155,-178.71834688807098,A,C,-8.739647024791273,A,A,0
US,Black,Mental,81.37266679819137,E,6.352320257132886,C,C,A,166.69719685495463,C,39.08487155901487,-147.214845213759,C,B,-23.50445784503501,B,E,1
Germany,White,Physical,199.39046867683334,B,-72.53453155355649,E,D,D,4.006124508008808,A,35.69655334224412,13.094561172650495,B,D,-5.369627058875157,B,C,1
India,Other,Physical,-27.294952119827443,A,44.36671509763889,E,B,A,-188.7421734922597,D,-43.84192610548799,-182.83127577685713,E,B,30.622395304533985,A,E,1
India,White,No,-26.206590418902532,E,137.61195681867943,E,C,D,-133.18860782403615,C,48.00677185874877,-97.73186042839795,A,B,6.453261006918286,A,E,1
India,African American,Mental,22.607594584399443,B,214.29481897322802,E,E,E,-71.06930830885031,D,47.375515241287516,53.74493057884459,A,D,-61.728118479867845,A,E,1
Mexico,African American,Mental,14.306068575206432,D,71.70793372925166,A,E,C,75.81643144049231,B,68.14403799618324,-123.9109610395546,A,E,-138.92876089849392,A,C,0
China,African American,Yes,-183.20532177900054,C,-93.88001434872919,E,E,C,1.3863283438702176,D,-52.65377776523585,-19.50193470930501,A,C,22.16972273400107,C,E,1
US,White,Yes,31.016775842377964,E,17.54044411333218,C,E,D,18.76108671031468,E,16.535263204504798,218.24550859937827,A,C,37.56152751289155,A,E,0
Mexico,African American,Mental,46.89455843301925,E,17.754155457827643,A,C,E,-76.93248241326035,C,-23.099689754695206,-82.40359926608217,C,B,-28.644236327932244,A,A,0
UK,African American,No,-24.366245146143832,A,40.97269736768624,A,B,D,-62.17431034719131,B,-73.54695567362633,65.31263053875264,D,D,-119.57606725756011,B,D,0
China,White,Yes,62.09915721659209,A,-15.311560416646456,C,B,E,-170.35223847660157,B,-186.250868360733,-48.0278804525653,B,E,-201.98983860290986,A,B,0
China,Asian,No,6.393950203436632,C,120.58670200680162,D,B,A,-34.4050954195653,D,56.120294372247756,39.91098803911892,A,A,-126.05771510740975,C,C,0
Other,Hispanic,Both,-145.10187544189193,A,35.29614069219283,B,D,E,-106.59445777292753,C,94.42182434107603,-40.19164181586702,E,B,-4.007131595651975,C,E,1
China,Black,None,-35.71739878465316,C,-87.53425448579783,B,E,E,-43.74459134654198,C,-5.754062059821917,-75.43287520977987,E,E,-96.69489397617454,A,A,0
Brazil,Other,Physical,-40.67750122557424,E,-4.0112510779422905,A,A,B,28.66350501680427,B,-20.87281923379968,198.90837983453213,C,C,51.67074123366723,D,D,0
Germany,African American,Physical,-117.43901768246144,E,-33.34550143710941,A,C,B,98.8644790768393,E,-4.860824003293752,-126.09650526284537,C,E,-88.49542679581891,B,A,1
India,African American,None,-15.631734890020379,A,-13.809257455305726,C,C,A,118.41944774998888,A,6.167648860914988,-50.57598446330216,A,E,-19.69099534728354,D,C,1
UK,Other,Physical,-59.53405203433214,B,-144.62115035385034,B,E,B,-5.341066308398959,C,189.15900744693508,241.86075864645952,A,C,-71.82452416576344,C,B,0
Brazil,Hispanic,Mental,29.95179423046756,B,23.338206797197216,B,B,A,87.2495820125059,E,114.21492937741237,-202.57058059264796,E,A,162.955774121225,A,E,1
Other,White,Mental,-12.295368177903878,D,-103.65942019003218,B,B,E,8.601602747925256,B,-15.911965788886787,102.95752538949421,D,A,92.0891922462803,C,D,0
Other,Other,None,123.80097705541485,E,222.03295897690433,D,C,C,164.09623096173385,E,77.64491614556658,-67.60586286903926,E,E,65.6058242557517,C,D,1
Mexico,African American,Yes,-70.9842710342839,E,135.8307355992055,D,C,E,287.9881475842397,E,94.49946658997581,64.18567344631933,A,A,-34.93086912226134,D,D,0
UK,Asian,Physical,19.741918616386638,D,106.25957555647496,E,D,B,-62.84723548356793,C,-102.04753255326193,153.35329378192586,E,E,15.582045705243353,B,C,0
Mexico,Asian,None,69.62373080534809,B,-26.818833172780497,B,D,E,106.97787648366632,A,-77.12074151279855,-85.59401238575897,E,C,8.6591484223822,C,E,1
India,Black,Yes,88.50953912249896,D,169.17485049987982,B,A,E,-2.893567864668598,D,-93.85274442825286,34.46559208174824,D,B,80.4845458919942,A,B,0
China,White,Both,-77.79661300994896,A,-86.46872372292582,E,D,C,-12.11090269795007,C,49.131035369115914,-58.28501244856968,E,A,-44.05366269580441,D,B,0
Other,African American,Both,205.70684816143233,A,23.44126277526951,B,D,C,109.63411906043791,A,45.190316636995156,-6.203448907671375,D,D,41.72161383883605,B,C,0
China,Other,None,39.73854878412267,C,-144.59349915535614,C,D,B,62.45401851032444,A,-102.15635497516062,45.322518127442954,D,A,41.46336575770056,B,E,1
India,Other,Physical,-52.101777599430186,C,58.318004992098594,B,B,A,-6.097605653196215,C,114.82237296539695,172.36311806392868,D,D,164.52356872479552,D,A,0
UK,Other,None,-41.12178412019878,B,110.3204487480905,B,C,C,-212.5952339240357,A,-98.03796615257546,111.78983277751016,E,B,129.62910356895517,B,E,0
Mexico,Other,Physical,2.3418930058841374,C,59.4678309522615,A,C,D,68.89369569910312,D,-186.11341605028932,134.90523526882987,D,B,148.72183904753882,A,C,1
US,Asian,Physical,56.53100234838758,C,58.14397255415628,C,B,A,-141.32063133980864,B,76.98706539784995,-97.46414387942264,C,C,38.71021042187168,D,C,0
Germany,Hispanic,No,-29.042478133871697,E,93.07889465588129,B,E,D,-114.93794656084407,B,101.05592847972314,71.47408969915602,C,E,-69.56555704532195,E,B,0
UK,White,Both,133.79425242599766,B,-126.3102125050948,B,A,E,54.538949693912464,E,-30.173638527949542,-50.75637465541415,E,C,-55.65812002404701,A,C,0
Germany,White,No,-55.36773286139718,A,55.02360993660964,B,A,E,-28.5648100840842,A,-1.196668617903309,229.15781554459662,A,A,82.40883644051044,C,C,0
Other,Other,Both,40.354505466251815,D,75.51061076731698,E,D,A,63.45612086188586,D,-139.04547760884566,82.34230639991041,A,D,-90.21233458008892,B,E,1
US,Asian,Both,34.89077139920953,D,35.284997484096095,A,B,C,5.0930029970662964,A,-55.92438771342842,-34.069561007346536,D,A,60.76810463697267,C,E,1
US,African American,Mental,-132.31440966975813,D,-185.3540789008771,B,D,D,-37.35325150188554,E,-120.87832805147659,20.44633727050974,D,E,-128.6447344183145,D,C,1
Brazil,White,Yes,70.99730583228097,E,-184.23231228058762,E,A,C,-213.69299304304784,E,-60.87835739651776,-3.9916421654911582,E,D,82.44332778322263,A,E,0
Other,Hispanic,Both,-3.1101946579662627,D,-98.06324481670538,E,A,C,6.385052381753835,C,55.443329265867945,73.90430804564687,E,D,121.09085657761554,C,B,1
UK,Black,Physical,77.82256798352331,D,-28.347880534164066,E,A,D,-66.35744707874139,C,68.59895289839457,122.7845354898041,B,E,59.48254678309345,C,D,1
Germany,Other,Yes,215.39900501381558,B,142.64874383730861,D,B,C,96.33728065532905,E,4.037327478885667,139.10263727141665,B,A,29.40133623539818,A,B,0
US,Black,Yes,-32.938384556473984,C,-79.92229814741829,D,B,D,-24.059889109175916,B,-55.66836750537784,3.9017437798295815,A,A,98.57733811129327,E,A,1
India,African American,Mental,-98.85363338420254,E,-56.85100929899814,B,E,D,-32.95127161501475,A,-98.29523974469387,1.2623882531781383,B,A,-226.8641849584188,A,C,1
US,Black,Yes,22.53360164412406,B,-81.8572194022979,C,D,E,94.76264463648346,C,-99.71220717709949,126.46700707211829,D,D,-10.19174990231207,A,D,1
India,Black,No,99.35379090527606,C,29.965833110153344,B,D,B,-24.2377278579189,E,-88.16671296945988,25.8243547479109,B,D,-86.70914674916347,E,A,0
Germany,Black,Both,112.45184044021224,B,-92.07782965280778,E,E,E,-23.988791980194833,E,135.97440403334687,100.29108406620149,C,D,-52.67485700325793,D,B,0
UK,Other,Mental,47.16503967064417,B,-59.13431964790039,D,D,E,-43.27633517863533,B,-53.03255303645042,-140.32454035020206,B,C,-66.97917774500563,C,D,0
UK,African American,None,-0.7809251204461046,C,112.10530974508912,E,D,A,-54.99979434844061,B,28.64360106727214,-21.20275993207358,C,D,71.48970198144852,D,E,1
Other,Other,No,19.093839302593626,D,67.27709850375678,A,A,C,155.39792885900934,A,-33.08618960899226,-91.24983123446225,A,D,2.3230454628124364,C,A,0
India,White,Both,-14.419895571416621,D,3.5437336475170493,E,D,B,69.43042887448755,D,-3.8844900672199993,3.125702770152254,D,B,-90.87319841144934,E,C,1
China,Other,None,78.33531878343179,C,-139.0246354212822,B,A,A,-167.1632704884487,D,89.6908645830559,-64.28397906894774,D,D,75.32884751730764,C,B,0
Mexico,Black,Mental,-51.15475313584158,E,-153.12992444210497,C,B,A,-298.76139227878366,E,-107.999475656227,-16.614404132121834,C,E,-260.0281759787859,B,D,0
China,White,Both,-125.75106978817023,E,-188.9150543005286,A,A,D,-128.4960368208341,D,97.07038653792338,84.53405898534612,D,C,-106.12974053629611,A,A,1
Mexico,Black,None,72.99526095092426,C,-97.74790704113344,E,E,C,-69.48877722657669,E,-34.39843662655242,174.01307778597476,E,E,116.82390435246921,E,B,1
Germany,White,Physical,163.73694051372226,A,38.56129339137637,C,E,E,99.51004641788793,A,-146.28051640996807,-208.12856049603155,E,A,-88.02719118975023,E,C,0
Mexico,African American,Yes,111.21460680794992,D,-33.99161138516797,B,E,B,10.352648510969741,E,-32.01407888734491,96.24088979670098,C,E,-5.653223974548294,A,D,0
Germany,Other,None,-100.2739297868784,E,122.45664622476342,D,A,B,56.88058767769137,A,38.48359964654514,130.40026148488744,B,C,65.56773584969882,A,D,0
Mexico,African American,No,86.49289106955132,E,132.2232961615582,E,D,B,57.661876551156745,B,64.43143384856997,-34.011513716025554,E,C,-113.09570560910105,D,A,1
Mexico,Black,No,-77.06682397070784,E,100.09197762045581,C,A,A,-50.09563292126702,A,-23.498717643689176,-129.36236140383832,A,C,-35.53072941274241,D,B,0
India,Asian,None,-124.98873220740836,B,-52.26418425053837,C,B,C,225.1545610495984,A,4.047618008988878,-131.9215668011065,A,E,-54.67823520338722,D,D,1
Other,Hispanic,Mental,-94.65486795755402,A,-44.75837606967589,A,B,E,62.192139271433966,C,28.372568779380707,-1.7691330543562076,B,C,6.117799345395751,C,A,0
Brazil,Black,None,-188.80559890964926,B,-146.59664989169895,B,B,D,-114.8598775939468,C,-68.16497470534665,-6.820211839356144,C,D,23.173438887545323,B,B,1
Germany,Asian,Yes,152.2103543299059,C,30.04665346207087,D,A,A,-107.3953857533247,B,-64.04143089943078,123.78905159766325,B,A,171.57233648919885,B,E,1
Other,Other,Physical,-103.30014305706905,C,61.45584747469959,A,A,C,-110.17020458411086,B,62.428467318006795,29.142470254128384,D,B,159.76491973426465,E,D,0
China,Other,Mental,-103.8964865595521,D,-40.550596883351105,B,C,A,-11.675997521924424,B,-92.47883238528904,-160.20686693616332,B,E,99.2215305350617,E,C,1
Germany,White,Mental,4.589308681183277,E,-32.78816567033129,D,E,E,-15.226643981068827,B,-82.73080542375139,110.85714092901611,B,C,80.99063364392674,C,C,0
Germany,African American,Yes,133.12841491674249,E,141.76557866623455,D,C,D,18.950260707015566,B,-0.2172811589341574,-95.75847490460578,D,E,42.59171498890135,C,D,1
US,Other,None,86.23268538392763,B,-0.7312050722931202,B,D,B,-98.7071877041208,B,-75.9404313213893,-42.70901400460183,A,D,10.787649401335166,C,D,0
US,White,No,25.703258342955642,C,119.53712422952385,D,B,D,20.380607752499472,C,36.793448049471365,48.971916670191405,C,B,89.6619439223293,B,A,0
Brazil,Hispanic,Both,9.991732161063059,A,-68.80275889938643,C,C,C,-16.57256147173418,B,48.60972841918814,73.45856539385058,D,B,85.13394570926289,C,D,0
Brazil,Hispanic,No,140.50768239360872,D,-9.528297085649525,C,E,E,-158.1014046003292,C,148.92955672779968,-135.9395963815521,C,C,72.34432110117103,E,B,1
Brazil,Black,Both,287.6489653595065,B,49.55239249450386,B,E,E,-133.50308115296318,A,157.3707267123272,-107.11982285466124,B,B,22.774135100690028,C,C,0
Germany,African American,None,106.32781152075506,E,-7.544355613509623,B,A,A,47.80117259777718,C,-63.390408685298524,97.55282406763388,D,E,98.06328673611914,A,E,0
China,Black,Yes,89.45264733452089,B,-57.143454460052155,C,B,C,81.03464447864899,A,-162.337478070083,-51.11102308980205,B,C,57.9329818291133,E,C,0
Mexico,Hispanic,Both,-71.88554346533233,A,-26.497946619408282,E,D,E,-75.49023710659279,D,-30.587422882358418,5.2774067426112765,A,E,139.56547061542545,C,A,1
Other,Hispanic,None,-66.18179507892118,D,105.24238885078596,E,E,B,231.3032676496122,E,113.08176335036453,41.847171859723524,A,B,-1.2297442201467366,A,A,1
China,White,Mental,36.390050941225915,C,194.2021296964567,E,B,B,-22.946914150687757,D,166.25347562920035,212.5636809602671,A,C,68.40594694051556,C,C,1
Brazil,Black,Both,101.74443598900275,D,-18.940084360566505,B,E,D,-71.77390017294634,A,18.392002387856458,-10.477759065185962,D,E,-8.746810295913368,E,D,0
Other,Black,Mental,93.39715951779966,A,-44.78847108204233,C,B,B,55.873736421484246,B,45.0145381095772,102.22580321440651,E,E,81.85767057838478,A,B,1
India,Other,No,-82.95455903831791,D,-29.060704904530944,E,D,A,-106.72418318370606,E,-63.80252795864393,-59.24219581217026,E,C,201.58583334135693,B,E,0
China,Asian,None,124.3181451786906,B,-130.73630303847506,A,C,A,2.351043483555225,A,16.49466998341831,15.5226131380197,B,C,30.101697868944328,E,A,0
UK,African American,Physical,-142.87984759569468,E,-12.247377790675404,C,E,C,169.98731644586508,C,15.97071505009858,156.55323928571596,D,B,122.63372114888178,B,E,0
Brazil,Asian,Physical,64.24069864349168,C,-217.9110165715874,C,A,E,16.363745080121664,B,-98.42941514234762,-53.84339215925111,D,D,-47.181625921808546,E,A,1
Mexico,Hispanic,No,27.25963842865618,A,43.064889021259724,B,C,C,116.60277354614644,B,-23.839553447725308,37.04173530644482,B,A,23.726535660794923,C,A,0
India,Black,None,-69.61476801912197,B,95.41179206905593,B,B,B,59.247829658602605,D,48.99343606095888,-172.17037534230678,B,A,91.38779971026165,A,A,0
China,Hispanic,Physical,-89.65213375969076,C,-120.86716005243557,E,A,E,-241.30951448233145,B,-35.57520181768496,-136.04005704170567,C,C,-33.955103824147606,E,A,0
Other,Hispanic,Yes,-176.8552109008906,D,-75.75539568093218,C,C,D,79.52817479858098,A,-75.5938099723564,5.232611175264751,D,D,-20.081809240150726,D,C,0
Other,Black,No,-10.777636304978982,B,-43.59369085837896,A,A,B,-8.908702603758071,B,39.298881443794684,16.104193383220867,B,C,-3.241803075043558,A,E,0
India,Hispanic,Both,80.62228381725241,C,92.48570237536067,A,B,D,67.62630144940071,E,72.84506914603242,-58.448768879606774,C,E,24.925854506913232,C,B,0
Brazil,Other,No,197.62271916413613,E,-6.484966332931834,C,D,E,-111.78755745507567,E,91.07625734835226,-48.600773071205005,E,A,24.35471229490021,E,C,1
Germany,Other,Physical,-104.51402341017311,D,86.63532439642049,A,A,C,-35.04587552530932,D,-4.778537873471606,-180.43869911626012,A,C,-340.4587423086805,B,C,0
UK,Hispanic,Both,156.8497221824612,E,1.1492814923627148,B,E,E,-13.63493517191513,B,-106.68609796019994,31.057703163035715,C,B,-173.67012695661617,E,A,0
US,Black,Mental,-190.90083606099248,C,-12.469814805970673,D,D,A,26.14891564715616,C,-126.03906465769177,-20.284299200728363,A,C,68.12792587892514,D,B,0
Other,White,No,-6.808735970757657,C,12.245716562739542,D,C,B,161.51568101591866,D,33.69853086093436,-244.83089577522793,E,A,-52.41820809816029,B,B,0
UK,White,No,89.34957447020618,E,-132.41011902776842,D,A,C,-74.42527434939949,C,1.0324854884933496,13.52784339190389,E,A,-6.0788658063958385,E,E,1
Germany,African American,Mental,-33.92985020290056,D,134.89380796994226,B,A,D,142.34305073808395,A,-177.3942510137087,59.241055084260964,D,C,138.01465185393968,E,E,1
Mexico,White,Physical,-6.327311018194762,B,-88.52404480332048,A,B,C,-13.008716701421156,A,81.18393772823137,101.03039551819163,C,C,9.725626570440566,B,E,1
UK,White,Mental,-41.612845113595824,C,-132.71109684539667,C,E,B,-102.08789124025539,C,71.33589318423134,187.9060885686038,D,A,1.756145075306257,E,A,1
UK,White,None,87.10116510924594,A,6.432379979680118,E,D,C,19.365255382273908,A,64.79608062447828,-65.52858656439392,E,D,106.6141982246672,E,B,0
UK,African American,Mental,-131.40827611770175,B,78.49796194569029,B,D,C,88.88162873279359,E,-83.34016383423797,186.26087458939512,D,D,-12.560089069955488,C,B,1
Germany,Hispanic,Physical,54.17889229193409,B,-49.77501378181739,E,B,D,-1.8950668401582795,D,-2.1777852541720693,-120.4272110975098,E,E,3.3348137498742623,D,D,0
UK,Hispanic,Physical,10.961284891613719,D,40.925454367106795,B,D,E,26.039274206784285,E,-78.47301367525671,125.23974504767033,C,C,-9.606453373018862,A,D,1
Germany,Asian,Both,130.7799078160005,A,-19.79651011780963,E,C,B,175.51578178748275,A,30.831506536832094,-61.055169251842315,D,C,49.53623096354768,D,A,1
Germany,Other,Both,68.2937479276877,D,-21.470683860371658,B,B,D,3.019955611168495,B,74.79636271876298,129.048585319878,D,E,114.77138802152554,E,E,1
Mexico,Asian,Physical,-53.99907592769717,B,-151.65850526644377,D,A,A,-146.8733986251768,C,120.06511731272033,135.00789641303967,C,D,-106.40336569348183,A,B,0
China,Asian,No,73.28771376931743,A,55.068722482344256,C,C,A,-75.87684066071814,D,1.359505187105715,84.87946706550389,A,A,-72.82061084864114,B,E,1
US,Other,No,190.48562624847324,C,-150.9312640102216,B,A,D,-119.40175427237905,C,-148.0755482949278,-35.96025861665379,A,C,3.822142359145674,E,A,1
Germany,Hispanic,No,-63.96689855339315,D,31.979764650873495,D,D,B,117.9668453179434,E,-68.6874487413531,48.581572381579605,D,B,-77.01546504286252,E,D,0
Other,Other,Mental,-122.45562672618983,C,-47.203703294532865,E,C,E,-163.96084354308468,B,41.03258501331481,75.52326495121123,A,C,-95.95882331434612,C,C,1
UK,Hispanic,Mental,21.98308097335102,C,-97.4474068840297,B,D,E,43.060098219858425,B,-90.0470620072663,95.53108237547221,C,C,-153.6858865011329,C,A,1
Mexico,Asian,Both,63.517142049548326,E,121.06895519756904,A,E,B,66.01090213582083,B,-90.32567827466772,132.95676228378827,E,B,88.39424083331818,C,D,0
Brazil,Asian,Yes,-9.797156490356283,A,115.00506514589475,B,E,B,-24.43676725172532,C,-20.930840698045387,107.4992890051933,D,D,222.021626455738,B,C,1
Brazil,Black,None,-64.68833609331756,C,-39.78395016626001,E,E,B,24.59503008754109,B,-45.381240209820184,-1.2201641214265184,D,B,23.943163188303522,C,E,0
Brazil,Asian,Both,193.93536631505327,B,34.15295054442178,D,A,D,30.916684895594386,B,8.949471279996423,-65.70433392538236,B,C,90.81150032438917,B,A,0
Brazil,Black,Both,-161.5984298995062,C,134.0547351246597,E,E,B,-36.72555023360684,E,-27.320349783915503,-28.4291641105421,C,E,-231.87583976254754,C,E,1
China,Black,Mental,-80.74664215787362,D,20.8369683079493,B,E,A,17.783080438932508,B,170.09311204913837,11.1112604216472,B,D,-72.72796103715797,D,D,1
Germany,White,Mental,-138.6328019944931,D,56.05253185964922,C,D,C,13.054931254984611,D,0.15308626563435998,88.82227717606827,C,D,61.031100662974524,D,E,1
China,Other,None,-41.27556468587873,D,-98.28424372134464,E,E,B,67.3328004022818,E,150.37404758093467,119.15857291168813,A,E,6.364701569827595,C,A,1
Mexico,Other,No,56.689239110473224,C,153.89911255952072,E,D,B,-144.1924829849344,E,202.64454961631517,74.86024456875727,C,C,-157.85995609049422,B,D,1
Other,White,Yes,233.85039509945216,A,67.2455398413843,C,B,D,123.24189051974837,E,-31.16411732797129,-29.55963438087923,E,D,-159.8334234875462,C,E,1
Germany,Hispanic,Both,132.4923929694677,D,-28.24538672204407,C,A,E,143.7827449171149,D,21.133317171245753,153.50128275261378,E,E,106.50397455825372,E,B,0
Germany,White,None,34.3771702441635,A,-69.1004462874987,A,B,A,-123.8729323404377,A,-22.746529180662616,61.19740042583721,A,C,50.842076525937316,B,B,0
US,White,Mental,-78.06520352974023,E,-119.62199252069222,B,B,A,-50.59249385495451,A,3.0155620633050795,168.12659961415304,E,E,-26.783170882247564,A,B,1
Brazil,Black,No,-35.026656590573566,A,-187.719764093089,D,C,C,-196.92007310265106,C,-119.74996540429376,20.83089893798911,E,A,101.60580250285783,D,D,1
Germany,White,None,-185.53373045736137,E,117.03973244810169,E,B,B,-54.94097749676372,E,-0.8729105512768481,-16.229053393455636,E,E,-12.082131421670173,B,E,0
UK,Black,No,-60.92465061035603,E,-105.88033268655192,B,A,C,-70.07283639391278,A,-93.9915148410708,21.194372642398562,C,B,-105.14222608651316,E,B,1
India,African American,Mental,51.127443486444854,C,96.71677829500534,A,A,D,-71.17744544221564,B,-63.573943197444315,127.25773617014053,C,E,10.637037061733015,B,B,0
UK,African American,Mental,70.34840908140056,A,-80.244815109061,B,C,D,28.430480341330217,E,-167.50320890573275,-36.48359855488653,B,E,-136.3222638575199,B,E,1
Mexico,African American,None,47.92016455165453,D,65.4628949228992,A,C,A,-38.74535630423247,A,116.66554148558225,50.77100336700554,B,C,-150.15262009969507,B,C,0
India,White,Both,48.365870735900955,C,-48.03421619779103,D,A,B,38.5194121265024,D,-4.023677746592574,55.96990908883198,A,A,-54.54858435770221,E,B,0
US,African American,Physical,15.110247739141888,D,79.90531748191482,D,D,E,60.77679140142064,B,96.8003811838683,28.476059029234126,B,A,151.20968315407123,C,C,0
India,Asian,None,86.71214024559788,D,26.24322297384551,B,D,A,-125.02016570528065,A,-109.9568272538425,-10.68200503239876,C,B,5.218557694862847,D,C,0
Mexico,Hispanic,No,-4.186286203276856,E,43.14394368761077,B,B,D,-3.6206813876332995,B,-94.7712355961612,-120.68160727379862,A,C,31.27884601611271,D,C,1
UK,White,Both,1.5068593947632805,C,153.31936606832085,D,E,C,9.40734070619113,D,-61.41363687858509,31.078889332368963,B,A,34.74107689807824,C,E,0
India,Asian,No,-166.78328257824865,A,78.28247759325895,A,E,C,-74.90049932459803,B,132.69945144799868,-10.457956683660129,C,D,-99.2281416041562,B,E,0
US,Other,Both,-4.49947617176861,C,140.26782140735884,E,A,D,-228.36707452631023,E,-220.6864994837126,99.07900979121426,E,A,-33.47340555677595,D,B,1
Brazil,Hispanic,None,-6.501680703765733,C,-15.183453678477907,A,E,E,194.31285942795418,A,-122.77749362545103,-107.58771640739711,E,A,14.641777919968463,A,D,1
India,White,Yes,20.59271241678401,D,20.465766666850556,E,C,A,-187.08135093591903,A,-118.51451658803028,-19.74420802085487,E,B,52.17231982135038,A,D,1
US,Hispanic,Yes,42.22349552063754,D,-52.099572279402175,D,B,A,26.27261733924358,C,-88.5811021350332,55.391155893971444,C,B,105.69315175249568,B,B,1
India,Other,Mental,-151.80767041496068,C,16.49147441883192,B,C,E,-72.02629401199206,E,-18.087489535236664,66.92524220656286,D,C,80.8344074466856,E,A,1
UK,Asian,Physical,-177.03178702062615,A,91.1825957885807,D,A,E,-39.092333687314266,D,126.23660801072892,-111.81185909971367,A,E,41.584884542734216,C,D,1
Mexico,White,Mental,16.278170533213494,B,102.15744132036477,B,D,E,-154.43050443144216,E,54.19301361125359,219.02523263812174,A,D,-4.149269818381885,E,D,0
Mexico,Black,Yes,107.41461032953768,A,-155.48077341562436,A,D,A,49.27278377174336,E,-12.466105151657061,5.021684052242426,E,E,132.13777854041763,E,B,0
US,Black,None,-46.3246740417231,D,-6.081202038235926,E,D,B,74.52903555788357,E,175.32521837460598,32.99816675438585,C,B,13.913326674849525,B,D,1
Brazil,Black,Mental,56.162731720516035,E,-13.74077346617911,D,D,C,-32.060658436752796,A,-118.85664559777804,166.15960483937153,B,A,-8.896356747503663,C,C,1
Other,African American,Yes,11.047386041291562,A,23.84658382656535,A,E,E,-35.660952075229474,E,45.5095185011118,-50.8903208915164,A,D,-152.87683577244405,B,D,1
Other,Other,No,228.50912797736802,B,-23.257840099267078,C,D,B,57.86435854592433,A,203.98075090383037,49.70111974059056,E,D,-31.142611201559873,C,C,0
Germany,African American,Yes,-64.14123508881632,D,-146.82127365516862,C,C,D,-10.32208915912191,C,-199.34129721338547,20.771170407030926,A,B,-3.729319036724063,B,C,1
Brazil,White,Both,-175.48576761377313,B,105.50641704117025,C,C,E,135.24170675758594,D,-89.10052622340147,175.78106505651343,C,A,-155.836683621097,E,D,0
Germany,Other,Both,130.24702704600602,E,57.45673902670636,D,C,C,16.301418764831695,B,10.278644429686382,-9.177326953396351,A,C,-17.12854932664247,C,B,0
India,Other,No,74.61412058599886,D,79.35860173518232,E,B,B,23.300059439368464,E,74.44433662912559,-49.34139885947108,C,C,40.50618636389982,D,B,1
China,White,Both,190.82010026342584,D,-61.1720505425185,D,B,A,34.05291080214327,B,38.75577088675139,-197.79051462715898,E,C,-31.098937442723734,E,E,1
US,Asian,No,165.4606609855035,A,-111.25310283947076,B,B,C,-87.82122249061422,C,-38.319936044778785,-92.91982682686458,C,B,-55.88582626128363,D,E,0
UK,African American,No,16.349634715641397,D,-34.67069905427355,B,B,D,92.63228392933027,D,-42.29953103696068,56.38511728158031,E,E,62.64597388295453,B,D,1
Brazil,Black,Yes,-7.69658320162608,C,-15.227289506077444,A,C,A,41.36285167417545,E,-151.21513032528293,10.392346745640179,A,C,37.84161427531753,A,D,1
Brazil,African American,No,65.90104248043066,E,77.88885906573672,C,B,D,140.93657551530964,E,-107.0385664432252,38.759258953055934,E,A,-161.19672697573878,B,E,1
