disability,birth_year,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
Both,94,163.47499174291247,84.18280281748287,228.35468185094135,C,A,D,0
None,62,178.41543505808139,-180.9227944546451,71.47851632572161,A,E,D,1
Both,23,-152.36414198477758,-43.283209062921216,-27.108972734365466,C,B,A,1
Mental,74,20.11979356797002,102.15514962151026,-39.52007754540564,D,B,D,0
No,83,-14.555750259111253,-126.6741593267102,252.69258518101392,E,B,D,0
Both,79,-55.90888170303586,177.1884066196133,28.487577518296202,E,A,E,1
Physical,55,-75.47885853426584,-19.989129622601514,46.490142254585656,B,C,D,1
Mental,70,107.66520648487274,-186.7656775031593,134.50158025035725,D,D,A,1
Physical,25,-44.79623215941945,41.34382629927764,-73.50585952481813,E,D,E,0
No,58,-72.52806133022878,-31.512744325037882,-210.97040558687254,D,E,A,1
Mental,52,29.50714007637409,11.497204477727587,71.30832433840062,D,C,A,1
Physical,45,-51.566051010021475,10.971121697451895,135.9613253918493,A,B,D,0
None,23,212.07553181169789,-32.15175089395294,-33.3990276518842,D,B,D,0
Yes,36,80.87386324432345,3.2025483963804913,30.75634216388174,C,B,D,0
None,42,177.554109862779,-73.25172387149051,29.20098371608034,D,A,C,1
Both,68,11.756164581216193,-31.025914264038224,-59.28235264748264,A,E,E,1
Physical,48,-81.78096080474675,-73.2736039975899,59.75306880250665,A,E,A,0
Mental,49,-80.76143086086851,175.7792304823609,11.18029192035247,D,D,A,0
Mental,72,17.497821255277522,130.44157579787807,-71.64946449866667,C,B,E,1
Yes,86,-39.60720531899369,75.75258602935614,125.39008535890208,B,A,E,1
Mental,22,118.60500693258543,92.64447898168729,-39.12998678685462,B,C,C,0
Yes,40,52.628294039237744,59.631500513932814,-58.59647961681588,B,E,C,0
No,61,46.2103931960433,61.052316706509515,43.20712051961911,B,B,D,0
Mental,90,-31.754593971137403,133.1409410223208,-61.78703010655564,E,D,C,0
None,97,22.14845966838917,143.15619420665317,152.51221888125946,D,C,B,0
None,89,-39.686600420146476,7.8795851795988705,-76.46558999987889,D,C,A,1
Physical,87,-0.44485487328284107,-49.24716057135491,84.19386280174822,D,B,B,0
None,25,85.25070937687683,109.21579620690187,90.32540115574781,B,D,C,1
None,67,-66.10115031867169,162.79918804768226,126.52831474693281,A,D,D,0
Yes,43,82.16012140940833,-181.69609729573327,-64.99682982656469,D,D,E,0
Mental,66,-21.421834305311375,-126.0593281701949,-130.77399804437061,C,B,B,1
Mental,43,21.35797469621608,-108.00727033857598,-30.959140098711185,B,C,E,0
Both,27,41.238275975861605,68.12034162180949,-42.8385159596294,E,E,E,1
Physical,21,38.53373299448252,-87.71759915509965,128.04696531133249,C,A,C,0
None,54,12.039223178573566,31.228671546091537,-42.12795930795223,D,C,C,0
Both,52,-102.83312757188057,74.57753438093273,-81.27534317780616,D,D,B,1
None,52,79.42532566155548,41.46192980846437,-19.590110385350172,C,B,D,0
Mental,86,-202.61441378182408,-7.954978083428667,-132.916193402619,D,C,A,1
None,78,-77.30950618560666,-20.602012924447205,57.623200582582115,D,D,E,0
Yes,65,-55.96717352180557,30.025281979880415,-110.76459662705345,D,E,E,1
No,67,43.32010112965875,-126.43776712909522,5.944523935630508,C,A,B,0
None,33,40.05739265329192,-118.06227667451017,-31.165204900385422,B,E,E,0
Mental,24,25.893157309543103,-160.0534870464994,-144.83374313860563,E,E,B,1
Mental,43,-174.46538663692584,-13.55172821963175,8.431301933447308,D,D,A,0
Physical,66,57.24244862512398,149.0130573871223,138.77246397827997,B,E,C,1
Physical,89,230.69636786565493,32.88812942205937,17.61620196213819,C,D,D,1
No,28,-57.7228871228448,19.363526367897492,-156.59789041608846,A,C,C,0
Both,87,82.38286279230431,2.7109743984781556,-39.40738004218756,E,B,A,1
Physical,97,-89.01421955483634,-134.42367167583123,-10.414895278156223,D,C,D,1
Yes,90,-13.221338061193133,90.29200092259798,50.17747788743624,D,D,B,1
None,28,150.91842172000298,-32.54885293723059,-111.30727019334572,B,D,E,1
Both,64,49.736839428620925,35.56894581426345,-71.87441401885418,A,C,E,0
Mental,20,-90.70545416439703,52.7570467948416,184.45068629753357,B,D,C,0
Yes,22,33.63798650772264,32.90085195382084,57.93351308717345,E,B,E,0
Mental,64,118.90722682530175,47.05608135429771,-168.21239094751672,D,A,D,0
Mental,75,-22.996860184606856,-150.68796764453282,111.63923532700937,D,A,C,1
Physical,43,-56.61836467834621,70.39337722626503,-106.21272640950411,E,A,D,0
Physical,54,-178.61385213245435,9.102373910138766,-86.03380028658938,D,E,D,1
Both,72,38.32484022155947,-133.96106978258834,-61.17006671610478,C,A,E,0
Both,94,82.06991505230557,-117.26743644808076,-133.48424790339834,B,B,E,0
None,80,-45.05308125544907,79.97646097312314,41.92199879012992,E,B,B,1
None,78,81.03647815608791,98.06319079916321,-4.417507565550717,D,A,B,0
Both,96,-85.72338880695797,85.8393645428469,-107.24494185564477,B,C,A,0
Yes,80,74.89158658520407,15.157857747082707,-111.63331205638869,A,D,E,1
None,86,-0.0687555087030591,30.42024424723644,23.08071251168766,B,C,E,0
Both,81,68.50671832161254,26.32849997233671,-116.04370081554738,A,D,A,1
Both,30,-13.470305937343957,-42.76350831633285,89.69302330408912,B,E,D,0
None,49,9.203267816059395,124.11997742043953,-77.9744329870127,A,B,E,1
No,43,-38.32008998663354,-68.88391972259168,108.70262442450166,E,D,C,0
Mental,95,161.51277021303858,26.83645377218658,-98.57859046050925,D,C,C,0
None,83,-9.070423847030264,187.3161285120233,-106.781511155174,C,B,A,1
Both,80,75.02928040320595,25.829554978817892,-134.52625144956642,C,A,E,0
Physical,92,197.65634533876937,-110.4648964761464,95.01812098450783,C,E,A,1
Both,49,140.4172830607751,72.18110426325602,-36.222373709302346,B,A,C,0
No,60,-48.30635792101853,205.0259724916982,-154.9881399372112,A,B,C,1
No,80,121.04329123695867,58.28326112937348,16.84125519259404,E,A,C,1
Yes,79,70.96726053970139,64.33697636839445,40.769867336942426,A,B,C,0
Both,74,-68.52796151384985,-60.54652658101293,111.42504028222318,D,A,A,1
None,23,20.275295633394812,22.855080142251534,-111.61327017504354,A,E,A,0
Physical,81,-51.68617099077164,-41.162847742621814,-114.04404038827995,A,E,C,1
Physical,56,67.45096735139097,105.7826576315374,-4.152439156233763,C,B,E,0
None,96,119.01481765417343,-57.32691309179232,-13.723121899423099,D,C,A,0
Both,84,-136.63272583023243,-27.309502968726008,13.107064374484178,A,E,E,1
Both,24,-36.38744034282321,-73.82822557189867,245.79036092049756,D,C,B,0
Mental,89,48.76350739985618,-216.19961641305525,-17.560547977537226,D,A,A,0
None,77,20.267400382079114,29.86917468389955,78.38059984348548,D,D,B,0
None,29,91.73339793214905,147.64324895910227,-152.88859849488097,C,A,E,1
Yes,48,-84.06561770799719,-128.2861176576754,53.3041674804849,A,E,B,0
Both,39,69.55225603627063,-90.05149536745182,10.522647843722355,B,A,A,0
None,76,52.4840952455742,-79.74157768301725,-41.15449669036387,C,A,A,1
Both,30,-190.8861805885433,78.37412352267317,135.18600770137195,B,E,E,0
Both,80,-117.22518478426088,-71.46997881648804,-91.02297414557253,C,B,D,0
Physical,95,133.45816699007761,32.18533314233682,-50.50603961034952,D,C,E,0
None,18,1.8790512385792708,-10.17735664562131,-100.5650370602998,D,A,C,0
Mental,94,103.97997245481659,90.08249253492096,-75.89618007903672,C,E,E,1
Both,21,119.23985214459924,-12.884013944308908,103.81120292730208,B,B,A,1
Both,33,2.776773076439899,-8.906531999114826,-78.25498194856809,D,C,A,0
Mental,43,-12.469408863851308,147.31104615391104,-10.08025918090794,A,C,C,0
Yes,39,11.336802883022857,-31.297404459458004,17.4209681030455,D,A,D,1
Physical,68,156.3156652584289,50.14258130099055,55.2601155350509,A,D,E,0
None,73,37.12906135252486,-121.07622106225277,-77.31795356802785,C,C,D,1
Yes,77,63.59385658369439,-100.02562377126489,-6.21425977935315,C,D,E,1
None,45,123.01470006905342,-27.80554533001685,-29.41100187081403,C,E,C,0
Physical,48,-57.03452467715875,248.4707108193407,-220.8171234977486,B,D,D,1
Physical,24,-19.453754850405375,37.1783244424079,102.44845775899725,E,B,D,0
Mental,89,-281.9545212841652,59.99941176093221,69.83625689827318,E,D,D,1
Both,92,7.7386027404908315,23.712316418315904,22.521732745550306,A,D,E,0
Physical,37,-36.78536426994473,80.78228452791355,-179.47181726239404,D,B,D,1
Yes,70,-22.01778751825274,-102.88336533881417,-15.138322272410667,A,E,A,0
Both,27,-117.71664481371278,44.250133570307234,70.91017745218058,D,B,B,0
Both,23,6.483812367495262,-0.6534150872314861,109.51111087959973,B,B,D,0
No,83,-54.98387340287522,139.87431701175666,69.25704921379037,C,B,E,0
Mental,92,-83.64942745748539,-33.1241322435046,115.74830078202021,C,C,B,0
Mental,71,105.80801534762301,66.21674431657934,-126.44112528194789,B,E,C,0
Yes,92,-241.04482446534868,111.18307137332602,82.81664508684312,B,C,D,0
Physical,45,-6.615451243694535,-115.35419840373844,71.8521574575011,E,E,D,1
Both,27,-187.52585927384408,-175.9852702923007,-5.903139156104648,A,D,E,0
Both,70,-79.61140306094893,-11.197417204439851,-88.67367912053041,D,D,B,0
Yes,75,-13.992573802543449,-124.66013683629542,180.97545498608488,E,A,D,0
Mental,41,-156.59971279543137,-36.21512929197701,-24.260324074675854,E,D,E,1
Both,69,90.0468374527183,82.51771943178835,-63.77680707143585,D,C,A,1
None,20,-65.55775814728271,-154.25203870692232,137.31446761674923,B,B,C,1
Mental,25,44.15730423723723,38.43972818851564,-19.654729999151556,D,E,D,0
Both,24,41.395736628471155,-116.62162496384671,-35.57718636419352,C,C,E,0
Mental,63,98.44039671726958,148.97801104510668,-87.56062520999377,B,A,E,0
Both,41,-21.90334090872373,10.195415371963977,56.46850523098501,B,C,A,1
Both,52,-149.24724950424795,104.61883560754211,83.21843260065828,B,C,B,1
Mental,60,-10.131974597091178,-88.90872060316003,-86.899266368735,B,B,E,0
No,28,55.53602455022214,73.56311277106886,108.00844008749159,E,B,D,1
Both,76,84.30130559198479,-110.96060561345524,-68.1321509840234,B,B,D,0
Physical,36,18.193189908193304,84.13908412024533,45.513784935644466,B,D,D,0
Both,58,-14.63404597325336,171.2970827792048,37.951240829798536,B,E,E,1
No,50,28.819261187322265,137.4916032844772,162.1007680349654,C,A,E,1
Physical,75,-253.7674627952129,-187.53165063607509,103.34817564951497,E,C,B,1
None,32,-3.8877870374525716,-49.17748478715268,4.023327099026465,B,C,E,0
Physical,18,-75.6653739464201,-33.072943229848725,269.40162126094197,E,A,B,1
No,37,17.404021416514404,-158.68636691316996,214.08386246575367,A,C,D,0
Mental,59,-7.054784792756176,43.42218349668489,-133.97526211893708,A,C,B,1
None,93,128.42295982644728,-126.29723601308038,-111.43432197891681,D,E,E,1
Yes,19,34.523991394886366,102.00116456183068,136.12481617142006,E,B,C,1
Both,75,82.57563312322628,18.433233130138944,61.40044412520663,E,E,C,1
No,74,-173.9798400652363,121.73134983508425,42.090104540362624,A,B,A,1
Both,95,-112.59750548562913,205.8036508153838,6.446585455353458,C,C,C,1
None,96,-79.59091046264535,82.80896924042854,64.98907990420697,D,A,B,1
Physical,45,-15.758000130297967,27.655685741565605,-18.315460654017087,E,D,A,0
Mental,53,-26.702342708453575,-135.80085452957812,-0.8545398810297499,B,C,C,1
No,26,209.89510083018922,26.27330633845248,71.2497727138892,A,A,C,0
Yes,35,70.08035785118338,-21.744018157037793,-10.65683696458957,A,E,E,0
None,20,-92.91045905718126,-15.938976309766408,-26.400310855472192,E,D,C,0
Both,37,52.24260591641738,-57.1043501820395,-109.44685886263147,C,D,B,0
None,73,-28.882936272503514,82.54805504216056,89.8346633979978,C,D,A,1
None,70,-13.369055377290426,3.9694440299344236,17.214977141756812,A,A,E,1
Physical,33,64.27403463694036,137.77743858643655,66.63628826133117,E,B,E,1
No,36,-21.390650104998503,109.26147168628648,17.107706634858406,C,C,C,1
Yes,93,-88.02919815114171,-131.30465371180628,222.452154882581,D,A,D,1
None,96,-71.940108100973,-73.22080952909693,118.06929315658049,B,B,A,1
Mental,24,-166.1382263244278,40.88419713453707,13.972782916633966,C,A,C,0
None,63,-60.132222691726334,118.21898759465435,55.39179724450408,E,E,D,1
No,52,32.76019220171129,-55.29020985520906,-143.35394818701127,A,B,B,1
Mental,19,104.8948132584004,-100.25754176101157,11.086853399924603,E,B,E,1
None,55,-6.178914863255888,-11.447255950668753,218.31711077351295,A,A,D,1
Physical,65,142.94776998576808,93.09474200506148,89.68155490746834,A,A,B,1
Mental,69,-46.726107858132536,-66.29651720168086,-179.237737204553,D,A,A,1
Yes,80,-49.27408389471434,-137.12752534974092,-66.1190097119132,C,B,B,0
Physical,34,46.36496434646479,7.551690101197638,61.859724389048985,D,B,B,0
Yes,89,108.85385912792633,-56.14984589534933,229.2203037710339,D,A,C,1
Both,85,-108.52991333394111,35.093762395664044,-21.29813892298526,B,B,A,0
None,47,-159.71841001113424,-3.068471874138712,-59.04573683654534,C,E,E,0
No,21,56.72985385011125,147.5623123818216,67.51943308318256,D,C,E,0
No,94,-109.46284044577305,58.354852377345765,-73.00879821526206,E,C,E,1
Yes,47,-103.64423229416835,-35.17926479820721,-132.83334349470132,E,E,D,1
Both,81,-60.10997522061052,-60.68666792384757,-144.2634610274959,D,D,D,0
Mental,67,-167.04271856682695,11.90831051466632,148.190287625267,E,B,D,1
Both,29,41.36179395317374,-13.839564430277102,37.667042838519336,D,C,A,0
Both,66,-49.224941500416925,44.78727434475373,-62.41208085473039,B,E,C,0
No,51,-141.4623330874179,-204.07506048589687,47.084088176603956,A,D,B,0
No,53,46.74730364828951,19.56536003101519,-88.54687568552707,B,B,B,0
Physical,76,-87.01063377764686,59.591913173333445,-61.05337948746297,C,D,A,1
Both,36,83.60911799038314,3.0949208579867737,-89.45460238284083,B,A,C,0
No,37,-122.48450098272711,28.7398255060071,140.90692040078412,A,C,B,1
Both,81,83.01697855087889,-85.63781753573807,28.9701667496429,D,A,C,0
Both,83,-124.19721777031756,12.693009454455616,-12.48755025450779,A,D,D,1
Both,88,71.99641441285696,68.33388060526923,9.454340071944282,B,B,C,0
No,98,-57.12387345720488,-1.5265082379372854,-68.976746705641,A,C,B,0
Physical,21,-61.28713079202092,-63.209986143805175,35.027508145594815,C,A,D,1
None,82,27.75213953847679,61.61325907465176,-97.15010920427022,A,A,A,1
Both,68,50.19288185278693,-66.22730820504923,-48.521371824275306,C,C,B,0
No,60,-6.30905130924449,-26.550073433228828,53.79292849978952,C,A,A,0
Both,22,162.97015829474114,106.93282404045794,-36.269526074779805,A,C,B,1
No,62,-45.63101278667682,-164.34690678858288,-10.515869568848105,E,C,C,0
Yes,62,113.17534661152757,37.43645050616328,-67.46552561047103,C,D,C,0
None,79,150.58465088625258,-10.122342699859853,169.27594975446195,E,B,E,0
None,86,222.0571945422484,133.86051015500664,19.474746563912383,C,A,A,1
Mental,32,-15.930772723936586,-133.7827729688055,101.29508224083727,B,D,D,0
None,94,-25.86609839409212,-206.61153978052965,117.61585439347297,B,C,A,1
No,72,-1.1067658994060003,93.15995767589138,163.67202597324194,C,A,E,0
Mental,85,223.7624301288111,-80.01104473939021,31.243548728168243,A,C,D,1
Physical,38,2.219530060358455,-242.40335555771077,153.87230936238626,B,E,E,0
Both,55,104.09946273565853,115.52946447983412,-88.2943265908541,A,E,A,0
Both,62,-9.579295123846089,-9.750223172340144,-302.98986483129954,A,C,C,0
Both,19,190.611254416438,29.8927996292731,-128.1007463889565,B,A,C,0
Yes,64,11.439794864434655,-132.133150207353,29.255909960087916,A,C,B,0
None,94,-57.37558665263126,-61.75036778281206,-96.51844033834591,B,D,A,1
No,53,-103.48416377135435,130.41996613775805,234.82458411971524,C,C,C,1
Yes,46,131.73451065447503,-145.99606039910904,-128.0162800734743,D,E,E,0
Physical,28,97.71078417204399,70.07843832617785,10.840423489780655,B,E,A,1
Both,98,213.14726327495578,-35.81175756739279,-152.46214780562173,B,A,C,0
Yes,49,-159.67411488221975,-101.6533346388599,7.55940027783694,E,E,E,0
Mental,58,38.57867840633744,89.5713836323637,-22.336637108268924,B,B,D,0
Yes,98,59.30588898372194,207.13407542933564,150.44338826172765,D,B,C,0
Both,93,-74.57696758070199,105.16846846303245,-11.724946240453281,B,B,A,0
No,85,-139.18028830195794,42.18263784687174,-156.88058472100064,C,A,B,1
None,44,76.31523516232174,-74.36039309949469,-127.19294500705531,D,D,C,0
None,68,-23.900580463204477,221.05173463069116,118.58881455066835,E,E,B,0
Both,62,144.37980064012564,101.88088949995351,-17.05879810177981,A,D,B,1
Physical,19,-64.91609795968158,-7.489356512325605,24.369939936108764,A,B,D,1
Both,23,-75.49047715209082,0.8747711944932223,-72.35387112809974,A,D,E,1
Physical,60,98.61251699483412,-53.76693507054341,-61.10513632024196,A,C,A,1
Yes,43,32.89607490764115,21.997435834797223,-6.883276696952014,B,D,E,0
None,58,82.43132850941704,-20.117232099244916,-50.66483988475189,E,A,E,1
None,51,109.58521869059832,86.41635881309472,4.155541962994729,E,D,A,0
Physical,90,85.38527413461796,-104.5545995876104,30.161335345119127,E,E,E,0
None,43,-73.24281408991433,105.38067551248945,14.11120747355741,B,C,E,1
Physical,26,-3.6058560351959117,23.14278512282455,-124.07358433554812,D,A,C,1
Yes,66,64.49620597547779,134.5420098611103,-131.40356779365098,C,E,B,0
Both,89,-15.49702333325183,-116.91844190193676,-150.12272238080436,D,C,C,1
None,45,49.384424205459815,-31.368697037105488,197.8159684906323,D,A,D,1
Both,48,26.572065975089306,131.98790077846166,-198.18473416422378,B,D,B,1
No,46,-31.25318131427023,-155.29745380593909,-41.29803373330733,D,E,C,0
Both,21,-7.391143407333489,126.36926400000132,6.334773762434566,A,E,E,1
Mental,21,27.670824472967297,29.169504899384602,-27.44532841336977,E,C,B,0
Mental,73,113.00424611052797,-15.465883283514248,-54.639091753202266,D,D,C,0
Mental,78,40.96093966111371,48.749645223549386,141.06408879172687,D,B,D,1
Mental,23,120.77889045825665,67.07710212711444,-117.10074658689015,B,B,A,1
Mental,89,-21.385285406471663,108.72193050776973,3.419337158954968,D,D,B,0
Yes,31,103.97166008573447,-82.30824291412917,96.8983426110307,A,E,B,1
No,35,-55.734354114383024,206.42218766065307,-63.42118634810369,B,E,B,1
None,91,-126.40900178807699,-45.05847182624094,-122.67163311001659,D,B,D,0
No,95,38.908842516239304,106.49234881109024,-50.56009436307956,A,D,B,0
Both,93,105.36402756777458,-44.122379687070016,49.62205505746414,B,B,E,1
No,97,63.009917772997944,-140.4034186097454,12.636073613453405,E,D,B,0
Yes,65,5.933931894359647,80.84369725676187,140.0557560046517,A,E,B,1
Mental,32,3.093529660958393,-42.63577162288533,30.532563443132155,A,C,B,0
Physical,75,60.12134920956416,156.05235353613227,-24.77411222769436,B,D,C,0
Physical,83,-241.08750648692435,1.568061099753911,-4.741359596064331,D,B,C,1
No,76,-21.36742487035726,158.74608289135045,77.48245912117217,A,D,A,1
Mental,85,86.7810464934464,-5.437404131057858,-71.2543430894804,D,B,B,1
None,70,-80.73536565050772,79.14711206698078,-8.216007667272509,C,E,B,1
No,71,27.621925622557285,-7.041095782520249,-6.280623578704413,C,C,C,0
No,29,71.50295905789228,65.7708678917928,-34.75922375373523,E,C,D,0
No,47,-201.5182043868621,64.95013215129332,57.75487757500686,E,A,C,0
None,77,-31.225539661353597,0.1777877507815421,128.02035475118373,C,A,B,0
Yes,76,-23.755242249799398,127.43097340679279,93.97884857290158,C,A,D,1
No,70,54.83692028767836,69.39328133131262,-140.61660184241995,A,C,A,1
Yes,95,42.11801744946666,147.72889387528872,73.97132872387576,B,E,E,1
Yes,90,23.9450608470457,-2.5973975050648566,-19.203832159017907,C,D,B,0
No,59,115.24332987106372,7.276613862755228,42.68573445865028,C,C,E,0
No,51,145.71147322441826,-100.08253408097214,48.3556132461093,B,B,B,1
Yes,32,72.87466074391138,-26.40204487246278,74.18495236423044,A,E,D,1
None,24,23.382297363283783,118.639507782915,-49.146129558497044,B,B,E,0
No,38,-173.4740424413233,58.700133691408084,-57.826809415517175,B,D,C,1
Both,19,21.066227883007326,-168.35059765066015,-221.18415999222717,D,D,A,1
No,42,55.48715107784915,52.340904958811166,47.56517545033439,C,D,B,1
None,47,207.2786323894257,99.49456036202504,-52.28297551551728,B,D,E,0
Physical,48,-244.16713913858536,58.37159300906205,122.57839759248846,E,D,D,0
Yes,76,-62.67509941917411,-7.770181785137038,-101.56782837040335,A,E,E,0
Both,37,-87.89894507838513,-54.93838171889999,106.4400569311404,C,B,E,0
No,50,-112.80536028577748,21.909095829081675,-83.91835621675767,A,B,D,0
None,96,45.02124296404163,58.47174911960147,97.77358978927141,A,B,A,0
Both,88,-58.15958047649443,-41.77140092985579,-24.941131964599613,E,E,D,0
Yes,71,123.91338703393369,27.831793099629465,-182.20099600088736,A,D,C,1
Both,49,18.06997578694996,109.96855333073125,-16.769492855039122,E,E,B,0
None,22,181.12636407187424,-125.32593546675126,10.573357403340257,A,A,C,0
None,83,-146.81142079573672,-110.66372665299293,57.69070144613549,E,C,C,1
None,38,31.070587416206042,-64.2508261370933,-20.245946916143634,D,B,C,1
Mental,25,-22.328062207456224,-99.59795023464261,159.09015481235173,C,E,E,1
Mental,83,-18.62608703149953,-102.2878002900852,-64.30629737380704,B,B,C,0
No,98,206.59745917588413,37.5200949961928,213.88175125779497,C,C,D,0
None,18,-70.51181295649613,207.29660704326434,-72.10860106734883,C,D,B,1
No,45,-85.68261198969404,51.87090243549412,92.37904214664047,C,B,E,0
Both,20,-66.65865805660954,7.129878099921882,42.4194923656912,D,C,E,0
Yes,82,-62.59340820184575,-89.54055746832047,108.95151925111965,E,A,D,1
None,43,-73.30992784016935,-18.207133096429693,-44.15481525398825,A,A,D,0
No,74,215.63552911266092,358.1305350049228,151.0329843554737,B,D,B,1
Both,70,-40.00046108977672,46.23884833448101,-8.803111708992786,A,D,B,1
No,97,88.6616485948397,241.54160939684627,-55.34037000963823,E,D,A,1
Yes,98,-36.42061239899715,99.15565697338907,89.77859848349617,A,E,C,0
Physical,53,-44.565106356489814,-24.79232226940623,-28.49992569266801,D,D,A,0
Mental,86,-249.23219993306694,-9.418009289576627,108.14336553787336,E,C,A,1
Physical,99,-78.22895369995041,-134.60235243812005,89.75251548263356,E,A,D,0
None,78,-31.725835423909082,97.65318057193302,116.01508672796392,B,E,B,0
Physical,57,-214.49770048872492,-15.762939461772788,26.234240387201375,E,D,B,1
Mental,70,79.1988880653413,-33.398394153924045,22.26341541088466,E,A,B,0
Yes,78,-114.94398153145897,81.66480123890989,24.00405606097796,E,D,E,0
Both,44,177.4970261765566,-46.951540516649956,11.471702362168992,C,B,A,0
Yes,32,-77.39245247653373,-59.51999701859103,95.1198363438673,A,D,D,0
Both,18,-15.426894627989707,-115.62646386431823,102.25609563565965,C,D,C,0
Yes,41,-28.224491563736905,7.0075198890459784,90.40498402020624,A,A,E,0
Both,88,-43.89460438238172,36.08053473860451,32.921354022033746,A,C,D,0
Both,75,-73.71183711873226,26.548872060714967,5.121844426398437,E,B,E,1
Physical,84,84.58871933271855,71.22836846663996,-43.63910826196358,A,B,C,0
No,38,78.71306335691528,5.482615350688976,-99.33409503570037,E,A,A,0
Both,98,26.991118640018342,10.566217063647148,17.63756342188307,A,B,E,0
Yes,74,-11.049365667241592,23.018548628533374,-69.7193643554181,A,D,C,0
Physical,45,167.48277088046316,46.77808112430574,-188.65062416906815,B,D,E,1
Both,47,4.389483679808891,-8.065221423011542,171.78301147983726,E,C,E,0
No,84,-179.14157207882454,20.423077845828,121.35646157043037,D,E,A,1
Mental,79,82.60292089478538,35.36855923918177,58.34015071778956,D,E,E,0
Both,71,88.45924066118806,5.030134004480501,-93.43271331963865,A,B,C,1
None,76,44.281257592745376,57.992949249989366,-285.6795753833188,E,C,C,1
Mental,34,132.1859742577523,-3.168193360984946,-21.92608348696588,B,E,C,0
Physical,37,65.70276380505081,-52.04153209471638,-6.892073631668475,C,C,C,1
Mental,56,7.701647176920701,270.38039042236176,-97.28213802780141,E,E,A,0
Yes,51,-1.857269582677564,106.12793257824531,-19.64299433497323,E,D,C,1
Physical,30,-184.29765273167897,8.866394271424815,-91.38379136366962,E,B,E,0
Yes,23,-169.95621322646042,-27.426574423664196,-155.16161637341744,D,A,B,1
None,79,-113.2568473557727,-116.35435464289121,9.903103488792919,C,C,A,1
Yes,70,12.081988838226227,193.78079019717612,-96.841114540282,E,E,C,0
Both,83,-112.87532283579024,242.22884051267397,181.35475747853963,D,E,E,0
Mental,26,-85.47620275133626,-69.31951756804308,-22.32389376850681,E,D,A,1
Yes,23,-170.72688450757335,-132.444867448241,-33.41976417927693,B,C,A,0
No,57,9.475460923807745,210.90568265204232,49.6447171724049,A,D,E,1
No,98,-96.51663606890904,-108.89625467458217,-169.8419996074985,C,E,B,1
Physical,64,-1.1705735902859373,52.81189099135144,-41.065649961280926,A,D,E,0
Both,88,44.58841071001008,98.03140695654679,-168.3760144498574,D,A,B,0
Yes,61,19.882222224178204,-84.34338003268503,-37.659880434255335,D,C,B,1
Mental,71,162.39438480066823,-107.39743363849787,124.0495634742675,A,D,C,0
Physical,56,-187.51918906785784,-33.057564735403595,-83.76041097156951,B,C,B,1
None,91,-45.45193799636269,-83.84159315923068,179.52236240065164,C,D,E,1
Yes,88,-152.39010654342363,101.68641318806752,-53.96471214801131,C,A,E,0
Both,58,-35.51066457109614,20.801547926020444,-4.80127252595288,D,B,A,0
Both,55,-52.912509896146695,25.88144112479155,58.60459362776199,C,E,A,0
Physical,54,17.806056565712325,-207.31617118372324,-17.930297553443456,A,D,C,1
Both,89,102.1612978866429,95.61761316776892,46.48974411823989,B,E,E,1
Yes,42,47.650913120727914,-27.899231472587164,111.7040235530592,A,C,A,0
Both,45,52.198225123232945,29.237713926804652,36.44867830396229,C,D,E,1
None,38,29.102413676948274,91.07806339298128,158.31690688686544,A,C,C,0
Yes,19,-34.188647056990526,-33.065900613409696,-111.51684852652298,B,D,C,1
No,52,-37.78068712405107,-91.04835096145743,157.47725515175878,A,A,E,0
No,37,-95.64214617176111,91.07771009627336,-114.28845326881397,C,C,A,1
Mental,24,-57.1918033012456,-50.242046733281164,97.9359494732879,A,E,B,0
No,70,-78.72529077143746,79.02936604097455,-114.8886009599436,D,C,B,0
Yes,33,41.88071716917346,35.262086032787195,-0.0830386359379782,A,A,A,1
Mental,36,33.88081179260731,127.25835398258722,71.85307593974503,E,D,B,0
None,64,149.51589499194552,-114.3299664391989,112.20865963650601,E,C,D,0
Physical,19,48.34866180483823,53.88351820109294,-106.0444379257318,B,B,B,0
Both,80,51.2839886198157,161.75121373711667,12.655422186159985,E,C,D,1
None,51,220.39147685787293,-26.504594613878602,-12.788906538889023,D,A,B,0
Both,89,-1.2558640855731111,132.87841433657456,131.76620028698983,C,B,C,1
Both,99,-36.87913859305822,-11.423000493973854,192.30230061390125,C,C,B,0
Yes,83,-3.3223816822656995,-77.465307986078,132.9448103292731,E,A,C,1
No,42,24.468706066304602,-106.33064539147912,77.20840175363782,D,E,C,0
Physical,73,120.45138913884294,233.96734859043949,-9.713642100584076,D,C,E,1
Yes,79,-86.29677876279429,-121.38612136782088,114.36622770778047,D,E,E,0
Physical,52,25.74191295749077,-60.17476588950136,68.54755641975169,A,B,E,0
Yes,53,-167.16178344531022,62.425121672169595,36.2202635135651,D,B,B,0
None,98,61.248519766177424,-38.150563589911066,107.9860826508408,A,E,D,1
None,74,56.65115563764396,-113.9064525284797,118.91562179655189,B,B,B,1
None,60,-93.55980054822372,-5.971408957894632,-97.19620992015564,A,E,E,1
Both,25,-92.72624142088604,57.53045694599665,-156.23000220988828,C,D,D,0
None,82,-228.49081835293848,96.303512177664,4.128369197019072,E,D,C,1
No,18,-120.5375291123256,-241.77300071929966,123.29554387955734,C,B,A,1
