gender,country,Religion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
Male,Mexico,Hindu,E,103.61093927049494,123.8588744074007,E,29.1983015938183,-33.186048086175425,-44.26493908208967,E,-7.974963932962351,B,-39.353368528949275,C,B,1
Female,Mexico,Hindu,D,-86.2661807816974,-106.30411493026612,A,-75.19173321655508,68.58179203445775,35.202550144907775,C,93.43965829795904,C,136.63705530715268,E,E,1
Other,Other,None,B,72.28963581734847,71.38409521139951,E,-36.148436885827806,-24.61385260389375,146.36603396308655,D,-153.2209882279255,D,45.012389907412484,D,D,1
M,Mexico,Buddhist,A,-51.43873853439778,88.0893221812024,C,120.62873727655364,-2.7902429710682757,-40.07012926127487,B,-84.5273113605739,E,40.40502369146151,A,A,1
Other,Germany,Jewish,E,159.69660627814895,-177.27785135393714,E,186.03370250891572,-39.25409473518814,54.98905857238333,C,101.39823772509845,E,33.55018186416762,D,B,0
F,UK,Hindu,D,56.833449383354484,-177.25608628067064,A,-47.1122826875011,104.38218429432409,12.289067228825118,D,12.664935272594427,C,-41.435268625126206,E,C,0
Female,UK,Buddhist,A,50.24938172745337,37.4345136354035,A,-57.65083164098268,17.452005327854327,8.44954229381588,B,4.833858471690031,B,-71.87245191422741,C,D,1
Non-binary,India,Jewish,E,-50.33814570698385,-86.20821749722076,A,37.999865969534746,-113.57222058529707,185.65375022477917,A,89.40778044935318,B,-52.48175511777724,E,D,0
Female,UK,Buddhist,D,204.10225549016036,215.34364357159447,D,149.01744422030737,6.086443722519734,66.29268276189961,C,37.4769465521666,E,51.296252105029026,A,C,1
Other,Germany,Jewish,B,59.510379928877136,-70.4852088253985,A,24.68896947937157,91.04095629789182,-45.154972736266075,B,-74.66773627489398,D,104.75298310860832,E,C,1
Male,Mexico,Hindu,D,30.174545941030956,139.9974602905968,E,17.70451579441831,-94.79337863523558,-25.48377446076137,B,-0.23786779939482164,C,110.89576515740553,A,A,1
Other,UK,Other,E,-9.880216389115445,11.797625194546285,B,-76.74639104683976,-149.8931493417896,38.602631793913744,E,-54.60200351897812,D,-117.37204523879534,E,D,1
Other,Mexico,Hindu,C,29.580250400431535,236.27483708742352,B,-98.46057025423065,-63.105548753298294,166.81769186820836,A,-0.9085227117948099,D,101.59003126908542,D,C,0
Male,Brazil,Christian,C,-68.72587834903257,126.85098502474952,B,182.76332703312045,-68.22771923050904,103.5432722981023,C,43.000647624003214,C,-19.089108792766485,A,A,1
Non-binary,Germany,None,E,-15.280121939116228,81.63524270701741,C,43.695249627524255,153.1046519740509,-95.76557477889962,B,-102.02500570722282,D,28.017414233038995,D,C,0
Non-binary,UK,Christian,E,-205.60900107210017,-45.70858738108652,D,54.62175639149387,70.88186762746082,-42.50860287346952,A,-28.342553072120303,C,-13.63553150689082,B,B,1
Male,India,Jewish,B,-95.42406246065148,-52.55271827811997,E,-130.39198842403496,127.4430272638195,55.71011552902384,A,65.67377696682708,D,-34.8264514862852,E,B,0
F,US,Buddhist,C,126.50928869942256,82.2630191428166,C,-18.263324679610967,290.8848457469486,-117.7283552755497,E,4.778006468441203,D,-25.209541009214416,C,A,1
Non-binary,Other,Christian,A,-7.7337750127804155,53.70264812825975,B,146.94563982724387,-77.8722384162177,-10.052593938185105,B,-110.18409091554517,A,76.05083189249456,E,C,1
F,Germany,Other,A,113.3637087361117,263.85884866715014,A,30.536620745767983,-42.144889662170726,21.038310903742644,A,-125.83429798312196,E,28.822038888887757,B,C,0
Other,Mexico,None,D,-91.83401232570343,131.74024836175272,B,20.586188915131565,-74.9859363232203,-15.257182835213001,B,251.03495301667525,B,-60.98603733086488,A,E,0
M,US,Buddhist,D,38.99332509678332,172.53925932363288,D,-50.55587110695706,-145.4553299344478,31.185555837846675,B,21.17029225865022,C,-80.3606597460203,D,B,1
Male,China,Jewish,C,128.85997033940916,162.4086704364735,C,95.06662098072525,74.66323096552145,-81.92132071423651,E,-1.1200382686240822,A,-96.24000651503475,B,C,0
Female,India,Buddhist,A,-55.28255072504662,-121.13664649255213,A,5.785707966679743,38.47721249201277,157.38246532829598,A,110.52381254678329,A,-40.63849836429373,A,E,0
F,India,None,C,-132.49738634635108,-80.25714287881335,D,-62.34348592995508,-117.24161611285989,-80.18214542624534,D,-76.64083613443842,D,115.20975267157513,D,C,0
F,Germany,None,C,36.75260889211029,-88.8761888511587,C,152.84878788649831,103.63576204368931,255.61659269350065,C,-0.5066569638837309,E,37.45938029527015,C,D,1
Other,UK,Other,E,-94.79080839419541,-105.59870148063386,D,-41.37655020237093,8.977327643885541,88.05234896113141,C,103.73743715050769,A,-79.24558493285252,C,C,0
Other,US,Buddhist,C,-96.39534430937911,-188.04445577745955,A,13.078757696251758,-136.26758025104755,-0.9552162410044349,C,192.4598762036832,B,48.84316685050191,B,A,0
Non-binary,Mexico,Hindu,B,-10.864864402145749,56.104139880905215,B,-230.49027855422298,141.0769459913923,-22.68229156059092,C,54.88662725982654,E,6.759652213058705,A,D,1
Male,Mexico,None,E,-123.96133304526504,-245.2321489368619,D,-13.162233204914495,12.762592693506726,78.01223173996951,C,66.69632613924757,B,2.473052208322456,E,D,0
Female,Brazil,Muslim,A,-114.43011326664096,-61.96360305450771,C,-81.6204178969036,-90.26776556562758,57.354856180241484,B,93.16981509683329,E,18.871030988777797,C,A,0
Male,China,Muslim,E,46.86804267407598,38.70587037927432,D,168.32365259896008,-90.85260006860942,-174.22202429974453,E,-48.333674214637895,D,57.25105756525042,E,C,1
Female,UK,Muslim,A,126.6672592158808,-30.808528395856698,C,-6.978709303830744,62.154285314301724,132.4511185584865,C,67.51556734537493,E,-152.1726839001176,E,C,1
M,UK,Christian,C,29.17569935640949,-20.292267278487103,B,130.12172756118983,-63.076256301206726,53.48021608396829,B,-40.8789698182234,D,77.24211445185757,A,A,0
F,Brazil,Jewish,C,-105.38796456107333,88.99390480170355,D,-39.26598191897217,89.5713894436774,-120.71479981593755,A,-4.303478683441792,E,188.2937744157581,C,A,0
F,US,None,D,-77.78003611709448,8.888960838641967,E,-125.62025435572733,-2.1184061936515395,2.322965584690593,D,45.29319117147984,D,66.32011588303097,D,E,0
Other,Brazil,Christian,E,-80.32765087799505,-42.78836646679869,A,63.33674953605113,-105.03086870219205,-124.31835553973174,D,-56.99282460781263,A,-63.6481340786458,D,D,0
F,Brazil,Muslim,B,-16.500102924891475,29.9006900634039,B,-147.52362155209832,-12.985380623630139,148.57583514363114,E,133.81106392021357,D,191.01449191513007,C,C,1
Non-binary,Germany,None,B,109.84720345532833,-35.820812458155274,E,24.03626778424251,-106.54184605201074,190.79294343036045,C,43.98825051167024,D,126.85281391117766,A,D,1
Non-binary,China,Other,D,177.05034250151832,-89.65699121416709,C,-12.88121978631068,-68.34474709391391,-52.61901170849802,C,-97.39944225000124,C,24.094352001769202,E,E,1
Non-binary,China,Christian,A,8.99688666411461,37.30077374307616,D,-119.73578450538893,-75.18231636240537,88.90578947676612,D,57.633028807985376,D,-49.9410006784841,B,D,1
F,Brazil,Hindu,C,-56.706876997346164,-79.87429579053887,C,53.30014614053478,84.67422015254087,-105.29532202395362,D,65.79802376891763,B,32.49805568088405,E,A,0
M,Mexico,Hindu,E,49.2425820636217,172.74961656365147,A,159.21449187928891,32.445716837023255,37.270183036729016,D,106.03120740761614,A,-231.97378713165207,B,B,0
Non-binary,China,Other,C,34.80680477721589,151.1054288677046,B,-71.91223251407781,168.9475579537583,-114.22303438096901,D,-62.18395146734854,D,91.87720296984354,A,A,0
Female,Mexico,Muslim,C,-138.7642004673372,46.276773058120824,B,95.57650881920955,-58.63397956116321,24.693272476194885,B,-336.62054881956226,D,130.9154379091088,A,B,1
Non-binary,UK,Muslim,A,10.54706215222657,-44.70427379388328,A,-47.458243832074075,47.82843062832024,-111.8461909777376,B,87.47566952766637,E,-14.475264077402086,C,A,0
Other,India,Muslim,C,54.57090802639082,-188.2629033416052,A,132.6172422724545,-16.334636998091266,-55.270227585634956,C,213.05507360846403,E,-132.3749573419684,C,D,0
Male,India,None,B,-100.70122232435568,-67.20231525550521,D,-154.54275545773191,178.3885460024431,32.20185014144496,B,-175.1933813063814,A,113.9737940598025,E,C,0
Male,Brazil,Muslim,C,-129.60387160403477,205.97638394150727,C,92.8242722948118,12.516595954027634,-28.417126122939052,D,123.87616022901227,B,-91.51895530947796,E,A,1
Male,Brazil,Buddhist,D,140.5861011900628,-30.77209043376049,B,-129.0143520058485,-99.54469426456474,6.278529045193841,A,-56.334950479477506,D,148.16760954108827,C,D,1
Other,Brazil,Muslim,D,52.82620482054299,-36.27984155981841,E,57.43202448773898,-77.57258206840997,142.00919429242123,E,-19.1316049412447,B,35.60373725603739,E,B,1
Non-binary,Other,Jewish,A,-205.52842626819853,-58.79426016333538,D,113.2303262044761,-115.22081880575989,-44.060754418007654,D,92.42182339908862,B,-178.29053356682581,E,B,0
Other,China,Other,E,-89.53589956370874,-66.85366727132876,D,-134.4103775613634,-127.34026942959262,-164.02744426951062,C,-146.20486086157564,A,62.06005958861235,B,B,1
M,UK,Christian,C,-201.1262032566436,35.87289285226865,C,-14.437046245089041,-1.4483641296362832,-71.42045666071776,E,135.06916384065792,E,113.60036355884986,D,C,1
M,Mexico,Other,C,-147.00414699806606,-18.240080216127993,B,-182.84777399580332,-86.63801054032034,-14.471055963011125,D,3.7976730415630127,C,-145.65767385167067,D,D,1
Non-binary,Mexico,Buddhist,E,144.0003866107809,-85.53533005134355,E,-36.84493256536263,-82.03266777162955,37.14568256283502,C,158.053227671167,E,24.583390482305372,C,E,1
Non-binary,India,None,E,103.30509765471663,84.38598242861329,E,-101.46229958555469,-133.56086171450028,-142.58196038026105,B,-221.14732299976896,D,-128.47329736408375,B,B,0
M,China,None,B,-9.614916416299536,110.68535572621737,B,-83.24724881841821,14.821644378265123,-45.8565109084361,A,68.5377041909884,A,73.58283801373277,B,A,0
Female,Germany,Muslim,E,-51.91083292118424,104.36848087907195,E,-36.36750759903167,97.38744019622666,-29.78000299101593,B,-116.57276245735831,A,-95.09657135557154,D,C,1
M,India,Jewish,A,46.45217530621793,88.71996338898612,D,-222.79265000542216,-65.81435755139368,-136.7677148097789,B,-111.82821808787642,A,-116.8586365543235,E,E,1
Non-binary,China,Christian,B,48.46666878202253,-66.64598710331965,B,118.80584629928651,-8.78740672477625,82.4809114284895,C,85.82431954477372,C,16.419398949880918,C,C,1
Male,China,Buddhist,D,43.42038765184695,-268.18503842035517,C,122.01592084411234,5.75135918412615,174.38772226954714,E,-26.124891740766966,C,-119.02268644185239,B,C,1
Non-binary,China,Buddhist,D,-136.23924604936482,-66.38693702715287,D,14.171002855876184,27.455647194352707,99.89422201632868,B,72.77303135515054,D,71.72931087548707,E,C,1
Non-binary,India,Jewish,C,129.3601502350606,51.91617332862412,A,-43.231980368150744,113.7720816362682,-31.411823499452552,A,-17.026873033422,B,145.3865154934907,C,D,0
Other,Other,Other,D,90.52930572359793,-39.22986599994338,E,161.3957200817614,-95.7771038413381,12.315085945276456,B,-154.2241851659486,E,-91.62392064068399,B,A,0
Male,Other,Muslim,A,54.85361734817103,-184.1383897622174,B,-3.4111357468830428,94.8905355972686,106.13225694762849,E,153.09046861590798,D,7.400112156646202,D,E,1
M,China,Muslim,B,251.53991912678288,-295.3475061085057,D,-90.68589257172852,-31.149882561222555,-99.71096957268806,B,14.362839573336778,B,30.918039269551905,A,A,0
Non-binary,Germany,Hindu,B,-51.892019660776626,148.58489002855617,B,29.437917777525353,1.825248399215636,76.47237756340895,E,7.82711369865632,C,9.38648044152604,B,E,1
M,Germany,Jewish,B,16.466100036654325,-42.29573435891335,A,-140.32321508882626,-70.0869932363694,-115.83586651985269,C,-28.346010045031967,B,-21.140768415499366,E,D,0
M,Brazil,Christian,A,-37.8731770219253,0.7805964091560046,C,3.9872600671449128,-0.6837675253677507,28.379958529539273,C,-42.75175694052887,E,96.69841327828368,C,D,1
Non-binary,Other,Hindu,A,163.44407500867746,49.51393984484854,B,-28.582934484333975,84.37368164390759,-48.71935943338747,B,80.43874321505226,D,-94.5147959471833,E,A,0
Non-binary,Brazil,Muslim,E,-35.93749726436275,108.68863471982407,E,39.89521839024639,31.894577764919248,17.98982740085398,B,-91.76360386161655,D,-3.692502269345393,D,A,0
Male,Brazil,Other,A,-54.16180239327267,140.00618225320315,D,-45.78386072621223,70.30583550387428,21.977180169398245,A,-52.42424973559005,A,-80.69166012671992,A,E,1
Male,UK,Muslim,C,-67.47134540784172,65.77067925294166,B,201.4205565746544,26.245411440943222,72.80512726539116,C,-30.628202306560997,B,164.4595215405799,D,A,1
F,Other,Other,E,-169.97389681858246,49.909096289805206,B,-139.92976790340757,-150.00226071041203,-44.43292466017909,E,46.01935001659021,D,-27.894687040384746,E,B,0
F,Germany,Muslim,D,148.8720597332098,-111.57672964532237,E,-124.26295896226046,175.98084904262092,-121.29265107873537,C,124.62566740756893,E,37.02109958606198,B,A,0
Other,Other,Muslim,B,92.65140611546492,-130.25929371547903,A,-152.17508085662536,67.56440441646534,-173.14011484779604,D,12.841660622680703,B,53.81043743601229,A,C,0
Male,UK,Other,B,-43.89976387525598,-8.656082401020097,D,-13.496109993801367,-28.31665071974752,-91.25831353167536,A,-158.09803418853977,B,29.834974362163724,C,B,1
Female,India,Jewish,B,-130.50049132914626,-6.433355678428773,E,-70.44120067085711,62.155828725051144,-88.43040914934426,C,-29.37120621385276,A,80.98482200824274,E,A,1
M,US,Christian,C,115.33273282600067,-69.39675221778288,B,23.346024151092866,-12.253462481885201,54.99194304266442,C,-157.05436426005693,E,16.032869949395984,B,B,0
Non-binary,Other,Christian,C,169.06570263055036,52.243376964526,B,152.29157063631703,-55.90421688578323,148.84484567870086,C,-223.9377674555814,A,1.1867923458110305,D,C,1
Male,Other,Other,D,108.33267431462194,-163.1654930398349,B,-72.1004016804008,-332.13369341503693,89.12425353196937,C,-196.24369708945122,C,-231.08236934683976,D,C,0
Non-binary,Mexico,Christian,E,102.0302195937273,-119.62845797490664,D,-91.75881736237693,-25.626351636081594,-119.85319366865903,D,14.531032839716199,A,-60.82139416183915,D,C,1
Male,US,Christian,D,-24.500647461733788,-71.47640432382491,C,-7.6261907308640255,-137.54301910272324,36.52846564316156,C,-121.26055197263355,C,84.9963112467156,E,C,0
F,UK,Hindu,B,-15.860706233951108,-40.1064746506303,B,-52.2370309140313,133.28325136527437,-33.66152885472636,A,262.7427493681966,C,-52.421891799200125,C,C,0
Male,Other,Jewish,E,214.9511038622602,-66.44103082809106,C,22.651701847185095,-34.22442154333924,47.83666312097982,D,-67.31736596515474,E,-102.04749422915664,B,E,1
Female,China,Other,C,-152.51292094789375,-160.12237634736596,C,4.8716182485896455,-11.142162061760914,-78.40689616741028,A,74.4164164928455,E,64.55033970797538,E,A,1
Male,Mexico,Christian,D,40.41067139947131,-21.644669463131827,B,-153.44984202351776,-85.87202443793191,114.11382796893528,B,75.57724908826202,B,-162.6327995619953,E,B,0
Male,Brazil,Christian,C,20.46390190691987,-35.89148897428897,C,5.392018695658675,-85.62516660967522,-63.02655331150869,A,79.73565878983075,E,-111.3495862156294,E,C,1
Male,Brazil,Jewish,E,144.7933194878767,8.721058319213412,A,156.8885445633524,-90.55280779688582,163.2980832416038,D,-89.54116986791028,B,-62.81155458163218,E,A,0
Male,India,None,C,3.2480773011185398,92.11462822333047,B,168.91490972487492,-80.5646688484325,-15.257375420106683,C,13.692191461887749,A,-73.58211866753695,E,A,0
Non-binary,Other,Muslim,D,20.90963783350596,-292.7101555189544,B,-25.984829490192062,-78.67821278442145,211.9455799557,A,51.81574758321865,A,-87.01299422279654,E,D,0
F,Mexico,None,B,50.481658057566726,37.53346212217336,D,50.21990853993806,101.05092607551842,9.728165271342922,A,40.232134126392246,C,-105.65186305782466,E,A,0
M,Other,Christian,B,28.95531195117622,-190.20978756201805,D,12.235109749571778,-6.9595244022044245,-29.320313614251432,D,16.27676688800538,A,-38.02332100142486,B,E,0
M,Other,None,D,-77.39433294691179,-48.45314825146093,E,63.3342809896994,-22.981458633220097,-105.68167551371646,D,-74.06235377720758,B,-59.210358088002536,A,A,1
M,Mexico,Buddhist,C,32.54189308380037,-9.101692178054883,C,60.11700687866609,43.96328469569359,-187.2055052794019,A,-0.9892336198612857,B,-182.6225014364662,B,A,0
F,Germany,Muslim,A,-140.10105100482005,-248.81723956083786,B,152.24317159682462,137.81326532777422,-47.45106035412389,C,95.07592069599006,C,51.879723975217665,E,D,1
M,UK,Jewish,C,10.801433657471522,59.3130924383899,C,209.76736979790354,212.34464249617503,-69.15367716424645,D,134.67304623486538,A,-102.3282891939786,A,E,1
F,Brazil,Christian,A,75.85840096719252,47.47944696882285,C,98.12892261830838,64.70388838859213,-19.420634736219604,C,-33.53743696926305,C,-67.45282378770318,B,C,1
Non-binary,China,Jewish,B,-33.00812739262745,75.85704135795585,C,92.8122697992731,61.16466525457831,3.742190731726036,B,3.7120475881091686,D,6.987304819416485,D,C,0
Non-binary,Other,Other,E,-117.34153247573803,322.68164649000084,E,134.00517470769654,-0.4623407963392371,88.5010691523589,B,111.11849744239784,C,88.08034746102884,E,A,0
Male,US,Jewish,B,-22.94797495035921,-130.09014781638973,E,-3.017576703371636,-20.931688900588195,-69.76759448339803,C,-143.42379507859587,D,40.47981149950421,D,C,0
F,India,Other,C,115.8875535650492,-250.035103051652,E,108.06794187970763,-98.7882639110549,25.19949763617338,D,200.21991127301374,C,5.636245125806032,C,E,1
Other,UK,Christian,C,-88.89962218413226,-7.652330605285626,C,-221.90852114730504,87.54050836452166,-101.58283806280602,D,-66.20221507670546,A,146.94925557374305,D,E,0
M,China,Christian,E,-159.8821790183254,-3.8435534792497035,C,20.95291380072161,-35.60598393877881,-58.90139567113807,A,-79.94237216354986,A,17.605771856041734,B,D,0
F,China,None,E,82.78689343898992,116.54626736208738,D,105.2595334193363,3.609461691670093,-17.51888605073911,C,-48.090827913627336,A,-38.82346064581546,E,A,0
M,Other,Other,E,-88.66714018087359,-9.951759748241367,C,-110.04294318951567,135.84092101759663,-50.561994359512816,D,-148.375224021057,A,77.61385384561017,D,A,1
Non-binary,US,Christian,A,-15.178715495105962,-93.98135006366898,B,63.00370767565039,144.5253572454317,-55.549538230713466,C,-103.27162282729343,E,-74.56990256337859,D,C,0
Non-binary,UK,Buddhist,C,57.657448316179746,64.6280760434486,D,-68.00129186699053,-25.1960896410507,-107.86034951143813,E,-129.31978298660795,E,-289.1346367972703,E,D,1
Male,Other,Other,E,-86.16496039903426,88.92718583125986,A,104.36325410107989,228.70940275021354,-59.066421534863835,B,-100.58799474007107,A,61.897353249890905,E,E,1
F,China,Christian,E,17.741644296084186,166.81772479857088,E,40.55312882768254,-68.13678431504414,-7.290422838612557,C,-31.458123279417055,E,-55.418151368696975,B,B,1
Female,Germany,Muslim,D,-6.537711727779695,14.540755229067223,E,-65.87359443259655,-147.68630917233648,-84.22255181812362,A,28.727106871988813,E,113.90496518030002,E,A,0
M,Germany,Jewish,C,187.29814601891084,-91.86556363076154,B,-61.645055376172486,-42.332076140672136,126.04194993247333,B,18.80638714894442,D,-52.49471938450956,A,A,1
Female,UK,None,A,8.76088367412727,148.3387419412053,D,44.037629927427844,-121.20428404979397,13.658962002211997,A,-85.50298963254797,E,122.77964117002875,D,C,1
Female,India,Hindu,A,69.2525926977303,-18.055364689037756,E,-66.02527976884011,53.94148887185055,131.22939857816155,B,-169.93360250644366,B,-51.67619302679858,B,B,0
Non-binary,India,Muslim,D,-11.019967263427331,71.09709989909811,C,-4.715072975685897,43.61050693978941,72.78698732572704,A,112.47678209020006,A,-45.522162256087896,C,C,1
Male,India,Other,B,-13.920512269105206,31.0517007716317,D,-32.677133465907154,178.44003978222958,-135.64013789276964,B,-111.35860885750928,E,-148.35857684531007,B,D,0
F,Germany,Jewish,D,110.40172138316558,178.00772880309148,B,-49.83099207838993,101.27024552810728,-58.53581219117521,A,58.47664561971189,E,170.77384473021863,D,E,0
Non-binary,China,Jewish,B,-33.30266514923043,-69.32612867168856,D,-98.96779365146813,77.75214045369165,7.402256702197921,C,-3.5053807915957664,E,11.931132877332093,B,D,0
Male,China,Hindu,D,-219.18088526557716,70.28347565929943,C,-22.35282325771002,12.074985797733612,-50.1848567528278,B,-192.4601580302872,E,4.255904453283071,A,B,1
M,India,Hindu,A,147.17865565287443,-15.21134481787996,B,107.61197359422592,-109.96347515628766,13.308497415403592,B,104.11942657867029,A,81.01176367534208,E,B,1
M,UK,Other,B,3.9904869616383696,-51.50182510623258,D,128.85698007777967,-64.82702378448721,-2.8425055620050506,A,-13.749280995982268,E,-105.0579115723987,B,B,1
Other,Brazil,Jewish,E,-47.76913010952774,117.12084970082277,B,114.33353895032583,-147.76500454345742,139.6631295438664,E,31.558333020351924,D,66.43879724165758,A,A,0
Non-binary,China,Other,E,121.49251972244235,75.10526438141245,D,65.96945067220985,23.46575660628317,170.70657663299457,A,30.501306215847237,E,-13.44773207195103,C,A,0
Female,India,Christian,A,50.88264352642632,75.8609637980033,B,-104.75815789700063,56.93138900884005,71.62898244281395,D,-70.98100687426408,B,-39.874960072129284,D,C,0
Non-binary,Other,Jewish,A,84.12102891789974,26.170399064351592,B,33.675187893448054,48.757381882917855,54.6258179963775,C,65.37478782075152,B,-117.09490125068285,B,B,0
Non-binary,UK,Jewish,C,-119.23246377788901,-11.014733437390923,A,-135.903471556939,-50.85005237804873,160.13878013730582,A,74.94000931093247,A,-106.61801353305167,B,D,0
Female,Mexico,Other,E,-1.7402545191574408,54.402364405642025,C,194.48182424498424,-142.25119180607066,43.0508111913808,B,-180.59618396480894,E,-36.041827411681844,A,E,0
Other,Mexico,Hindu,E,189.4233977289162,65.19824441622205,E,-34.33112624697155,-30.652000975549353,-128.26913316083926,E,-29.946045190985032,C,85.87347588555808,A,B,0
Female,US,Muslim,C,12.370453386819717,148.65151665967946,B,138.70197531411645,8.68419782856648,156.60025439623152,C,-67.62363510769185,D,-59.84293490473206,B,D,1
Male,Brazil,Jewish,E,-18.28591272747441,1.6468808510905923,B,-111.16908527210477,38.09627510628255,96.07060960365335,A,-79.1263291773667,D,-32.944761256671676,C,C,1
M,US,Other,C,-35.12393730272095,-115.22836961646587,B,-53.21581201610866,-24.245668262882557,-208.84418525618327,B,-165.523222397585,C,93.42016505348835,E,D,0
Other,China,Hindu,C,33.77550081636,-21.47699296691904,B,-42.895202962947515,175.3228559184884,65.659876633288,A,-85.16040426239604,A,45.30321512267879,C,D,1
Male,Mexico,None,A,102.14597852101397,-16.691651784217086,B,87.4590831832486,-93.39141680454522,64.66856256792566,D,-14.354095834042635,E,-83.33260467947647,E,A,0
Female,Mexico,Jewish,D,-38.15576442328686,-32.56903831165271,D,-23.789202364679777,0.15811765660115779,25.303872616934413,C,-230.50525119834217,B,-30.363190428409446,E,A,1
Female,US,Other,E,28.493268696374873,-68.47019625554887,D,29.707054839433233,-107.24698317925423,42.65993774122152,E,76.5142559541904,B,-170.2912570426819,D,B,1
Female,US,Other,D,-93.65009435643391,-261.40813466071586,D,-72.95806992152215,116.71539823758081,-163.33724931350912,D,-90.19416578807801,B,40.28807783276301,C,D,1
F,UK,Hindu,A,-154.01948259607286,23.287895436017685,A,-5.714059159738361,-38.374881787324,54.319460210282564,A,-87.61272827804962,A,-37.085971143291104,B,E,1
Male,Brazil,Christian,D,-29.50644984521223,188.35755052219497,C,-24.492440378134333,214.12388755058456,-97.51389335605163,A,61.69672011496188,E,-42.2165921424369,B,C,0
F,US,Muslim,B,37.1293862408272,-51.15236794424387,A,173.98627658418556,81.18417165309577,12.052234758635002,B,166.022143577744,E,205.27248733899916,B,C,0
F,Mexico,Jewish,E,18.6923069709164,-68.25193899272921,D,115.58297945448668,95.66872843267724,201.83394635412841,E,-97.09634858407038,C,-32.59789353003174,C,D,0
Male,Mexico,Jewish,B,94.37359520807148,-208.91350343374472,C,141.80211744650268,-28.962967613832518,73.10376012882072,A,-81.42836531436298,C,152.96855371936738,E,C,0
F,US,Buddhist,C,-102.41830150064037,82.77520511159094,E,-46.22617322880806,3.4201141199872658,-123.67448651856397,C,-18.17782004585076,E,-49.70239750370568,C,A,1
Male,China,Jewish,C,-41.02451542330975,71.78340034385533,E,159.39721614051714,-13.541793699065519,21.890510386151465,C,9.661350144783245,D,33.15715181824723,E,B,1
Female,China,Other,E,-63.48165615520747,-106.35539321073233,A,121.96989361703194,31.11691057641534,-54.90166883690423,E,-72.4368449569561,B,120.70484151954521,E,D,0
F,Germany,Jewish,E,-0.9261179799518309,-13.594197867046326,B,63.50924403548528,-152.43514440471606,103.68559626865176,E,-15.436000125433939,D,-31.787328029533107,A,A,1
M,US,Buddhist,C,-61.046298594892015,-15.337619564061312,D,57.35543243258705,-184.7915961668708,5.259870366813107,C,203.514534233005,C,-137.87175315149568,E,D,0
Male,Germany,Other,E,112.15423181253374,95.92800776616367,B,-93.01899528139987,-31.579361195380347,-27.159425556779794,A,-164.4946314604065,A,-149.57780120688437,E,A,0
Non-binary,Brazil,Christian,B,-33.865359757755,-11.082835023094184,E,-60.736497239295815,47.01825282302453,299.2782649467448,B,-86.02754252227479,A,79.70715805178142,A,D,1
Female,Mexico,Christian,B,4.550638238040066,-71.62702042212882,B,26.26174771926783,171.2075578237446,87.51727506608889,E,10.490193057691116,B,-104.20845266372498,A,D,0
Other,Brazil,Jewish,C,-195.16077706036464,-83.45941838240108,B,-182.30329973834984,-147.19886854928467,137.821865651623,D,139.65973225021412,B,-199.42453935990352,E,D,0
Female,India,Christian,A,-50.12381868202477,-177.2944058954078,D,-276.0592523291808,36.940979798902,-104.53799723540511,B,59.686902175760935,A,4.534331772764524,A,A,1
Female,Germany,Muslim,E,59.963593101823285,25.130669289647244,E,142.66321782292988,-213.03540077818008,-42.555258972586316,C,-35.64614156273086,E,-229.70693918932764,E,C,1
Non-binary,US,Christian,B,30.156222867684964,49.30661021204011,C,-60.940907464796425,63.130688563820605,2.787256872925762,B,-30.436650931388904,B,-147.52140436700083,E,C,1
Other,Mexico,Hindu,A,-220.10586870088562,89.35552225005704,B,11.109111268883611,-3.5040319894624785,-26.405919067648913,C,-12.436132349213368,A,56.74732651145571,D,E,0
Non-binary,UK,Hindu,E,11.297244464793591,86.00158039823626,C,-29.241170796060217,-86.27849385336887,37.093959801745314,C,120.93785020510393,A,-42.18803551340127,B,B,1
Non-binary,US,Hindu,A,-205.89777319976648,278.38940168430344,A,12.183866061407288,-89.35103516596733,59.170161694022305,C,-165.4871290612018,A,148.0677805643854,C,E,0
Non-binary,China,None,E,3.8395465819521433,-83.89003047105649,C,-7.681569681424717,-99.7581229231394,108.28943304066863,C,-122.39715791708451,B,-16.927864730078113,E,D,1
Female,Other,Hindu,A,104.43013969301091,58.33503069346864,D,42.643842338250934,-31.15059936659393,-133.2611025088019,C,62.98482550299944,A,-104.15223951202996,B,E,1
Female,China,Christian,D,98.26768381867346,-34.09829004172289,C,-58.38185924540468,75.85208392240536,99.13789948028568,C,-117.71553427338675,E,-0.009421535064301005,E,B,0
F,Other,None,D,-32.62357186104558,25.714392600071502,E,202.59726581370595,-31.981535622737074,44.634589217367086,B,-96.40335155413882,B,81.52413413186733,E,A,0
Non-binary,Germany,Hindu,E,112.10760082242585,-50.83978478181576,C,-79.03681794832698,-7.140951089568456,-238.6971894097503,B,-5.548407231251721,E,-33.98354686088595,D,C,0
Other,China,Hindu,E,6.617921340601192,62.108127081316155,D,66.13062997878794,-34.61514254342246,20.404771399113148,D,-100.96108318404082,B,-85.64421244203203,B,C,0
Non-binary,Germany,Hindu,D,88.15064598171135,-41.26550944282372,A,61.72447738850519,2.158872356310675,-121.84520288383287,D,-54.168354115514916,E,108.25378012851068,B,A,1
