veteran,sexual_orientation,age_group,Religion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
Yes,Homosexual,51-65,Jewish,-36.13382833652272,D,C,132.76697155509993,B,E,0
Veteran,Heterosexual,36-50,Hindu,-69.18515145971074,A,C,-18.951768900548963,E,E,1
No,Homosexual,36-50,Buddhist,111.62136948457426,E,B,-92.21703856506106,E,D,1
No,Bisexual,65+,Jewish,-5.889006473369605,A,A,9.08166197041516,A,B,0
Yes,Homosexual,65+,None,11.303305287935347,E,E,136.12681626368152,C,A,0
Yes,Homosexual,65+,Muslim,-79.0553903943243,E,A,-55.19165150458445,D,B,1
Yes,Homosexual,51-65,None,-54.86885466859125,E,D,-47.1622250528744,E,A,0
No,Other,36-50,Jewish,97.72712017048025,B,A,204.64385770848125,A,E,0
No,Other,26-35,Buddhist,52.336520306053814,C,B,-97.8344720523548,C,B,0
Non-Veteran,Bisexual,26-35,Muslim,70.72650502776001,D,D,12.677450478309337,A,A,0
No,Heterosexual,65+,Hindu,8.88840244468136,C,B,77.336112486229,D,E,0
Veteran,Other,65+,Hindu,-177.67368044756734,A,D,17.559970383917864,C,C,0
No,Bisexual,65+,Hindu,14.407391791193103,C,E,-46.88552042508668,D,A,0
Non-Veteran,Heterosexual,18-25,Jewish,-21.757635603139185,A,E,-31.635945519782155,E,A,1
Yes,Other,26-35,Muslim,77.51782142169799,C,E,-9.476611275277982,A,B,1
Yes,Other,65+,Buddhist,58.36029593798951,C,A,-19.515664531588385,B,C,1
Non-Veteran,Homosexual,26-35,Muslim,-0.8891049971544283,D,B,-155.04872130169957,D,B,0
Yes,Other,65+,Jewish,-26.1859124728921,B,D,-76.79635049243053,E,A,1
No,Heterosexual,36-50,Buddhist,-27.378227662224624,B,C,-214.01205151160218,D,E,1
Non-Veteran,Heterosexual,26-35,Jewish,241.63652134646637,B,B,53.54691904575789,D,A,1
No,Other,18-25,Muslim,-123.87936372248876,A,D,-21.84134047126921,B,D,1
Non-Veteran,Heterosexual,36-50,Muslim,-166.50381419958612,A,C,-197.35939531867174,E,A,0
Veteran,Other,36-50,Muslim,178.57687475616183,A,D,73.32158492222666,C,C,1
No,Bisexual,36-50,Jewish,-7.796963898007397,B,D,-48.569784247956285,E,E,0
Yes,Other,65+,Buddhist,59.82938263572659,B,A,151.17365743010737,E,A,1
No,Other,65+,Muslim,4.272961503909379,E,C,34.49810472980797,B,D,1
No,Heterosexual,65+,None,-118.39370167563617,E,C,79.62185875684268,A,B,1
No,Heterosexual,26-35,Other,282.4512197807048,C,A,7.586890099899243,C,B,0
No,Other,26-35,Other,-32.71323927689506,E,B,-0.12503565177916723,A,D,1
Veteran,Other,26-35,Muslim,-13.822640329677064,A,B,-130.89485585719072,D,B,1
No,Bisexual,65+,Buddhist,1.3043293798955724,E,A,107.39960569562454,A,D,0
Yes,Homosexual,18-25,Buddhist,189.65933376811546,D,A,112.88738257880986,B,E,0
No,Heterosexual,36-50,Other,138.60618049961516,A,E,34.98635066448567,A,C,1
Non-Veteran,Heterosexual,36-50,Other,94.67739722107711,D,E,43.72880506382195,A,B,1
Veteran,Heterosexual,26-35,Other,-78.22822455608339,A,E,-192.75652316431876,E,B,1
Yes,Other,65+,Other,-202.97331464206104,C,B,26.42334007431525,A,B,1
Yes,Other,65+,Christian,92.25208558522804,A,A,16.49284981780117,D,A,1
Yes,Other,65+,Other,-48.65316398018065,E,D,-85.5063943298499,C,D,0
Yes,Homosexual,65+,Buddhist,-95.47622146793384,B,D,-26.150623343720575,A,B,1
No,Bisexual,65+,Christian,-31.90053754197466,E,A,92.56174255401454,E,E,0
Veteran,Homosexual,36-50,Muslim,-63.123063235758316,C,E,-46.02692675984857,D,E,1
No,Bisexual,65+,None,186.98094284376546,B,C,77.1423501323388,C,E,1
Yes,Other,26-35,Buddhist,-122.57391072586819,E,E,15.387948827056281,E,B,1
Veteran,Homosexual,36-50,None,-118.29199082832457,E,C,49.28343362268892,C,D,0
Veteran,Homosexual,51-65,Hindu,12.058455253546347,A,B,-23.830690193300747,C,D,0
Non-Veteran,Other,51-65,Christian,1.7205971501232904,B,A,130.30075751816798,D,B,1
Non-Veteran,Bisexual,18-25,Jewish,-77.16638261352038,E,B,-196.57124478017252,B,C,1
Veteran,Bisexual,36-50,Christian,47.93336463014227,E,D,62.14455227883294,C,C,1
Veteran,Heterosexual,26-35,Christian,41.908591837778644,E,E,8.485724747758487,A,D,0
Non-Veteran,Other,26-35,Buddhist,34.231406225588564,C,C,52.081088137236655,C,C,0
Veteran,Other,51-65,Christian,161.64521331000526,E,D,42.42717038045785,A,D,0
Yes,Heterosexual,36-50,Other,158.73351703735332,E,B,-151.60833354394163,D,D,1
Veteran,Homosexual,51-65,Muslim,42.16884051130793,C,E,-158.52128516985644,C,B,0
Veteran,Bisexual,65+,Hindu,70.12611392037627,B,C,94.7587599509199,D,B,1
No,Homosexual,51-65,None,-53.14161352598096,C,E,-92.65528473249542,D,C,0
Non-Veteran,Heterosexual,65+,Jewish,114.82131727887399,D,B,-41.30215305086423,E,B,1
Veteran,Homosexual,36-50,Muslim,-41.86765590056217,E,D,-111.44496947474171,C,C,0
Yes,Homosexual,65+,None,-72.63827677274448,B,B,-43.213955225652214,B,A,0
Non-Veteran,Homosexual,65+,Muslim,51.618187522759925,C,B,-51.63144091149834,C,B,1
Non-Veteran,Other,26-35,Buddhist,208.31760451646772,E,A,5.020253197591099,B,D,0
Non-Veteran,Other,51-65,Hindu,-167.03122416705583,C,A,91.10062070187804,D,C,1
Non-Veteran,Heterosexual,65+,Buddhist,-80.92090268501312,B,A,-172.59657010348383,B,B,1
Yes,Bisexual,18-25,Other,-85.75743326482417,B,B,-190.56722185909933,B,C,1
Non-Veteran,Bisexual,51-65,Other,-116.50788890471988,B,E,-38.35834091975287,D,C,1
Veteran,Heterosexual,36-50,Christian,-24.92519801991154,E,E,155.3987507984556,B,B,0
Non-Veteran,Other,65+,Hindu,-30.385826862755067,B,C,0.12353140162483388,E,A,1
Non-Veteran,Bisexual,51-65,None,-16.124655537140047,E,B,43.16216404247291,E,C,1
No,Other,51-65,Buddhist,57.512912388294424,D,B,17.531406843732213,E,A,0
Veteran,Homosexual,65+,Christian,-73.45516990381732,C,B,-99.41652050239863,E,B,1
Non-Veteran,Homosexual,51-65,Other,134.17533029903322,D,A,90.39323423301123,E,D,1
Non-Veteran,Homosexual,51-65,Jewish,-60.181528143273525,D,C,72.7479075738645,C,B,0
Yes,Bisexual,65+,Other,23.113543126851653,A,D,-191.61284943559264,E,C,0
Veteran,Other,36-50,Buddhist,119.7526957312642,E,E,-98.79259633530471,C,C,0
Non-Veteran,Heterosexual,18-25,Hindu,-57.252858205583756,A,C,59.813035293768124,E,B,0
Veteran,Heterosexual,26-35,None,11.974567786712312,D,A,78.71186376028389,A,E,0
No,Heterosexual,51-65,Buddhist,-17.670143872961972,C,A,-50.501395686634055,D,A,0
Veteran,Heterosexual,65+,Hindu,21.159397190526143,A,D,242.13627228105628,D,C,0
Veteran,Heterosexual,26-35,Buddhist,-197.47606983456132,E,B,18.57768294204408,D,D,0
Yes,Heterosexual,51-65,Buddhist,-15.757612125124876,B,B,32.77030562540112,E,B,0
Veteran,Bisexual,51-65,Christian,42.78766003700846,C,B,29.945099744029413,D,D,0
Veteran,Bisexual,51-65,Christian,-196.94725656058478,D,C,-170.52940134644905,A,D,0
Yes,Heterosexual,51-65,None,-64.18639854950075,C,E,86.43221642579043,C,E,1
No,Homosexual,26-35,Jewish,-69.4787985286057,A,E,-13.633364345227141,C,B,1
Yes,Bisexual,18-25,Christian,91.85100666253425,D,B,80.49616071464591,B,C,1
Veteran,Bisexual,36-50,Hindu,-70.80036900429835,B,A,187.59132109415322,A,B,1
Non-Veteran,Homosexual,26-35,Christian,89.8349860523011,E,E,-128.6514585253094,A,A,1
Yes,Heterosexual,65+,None,-106.10685340183726,C,E,-33.26961193259794,E,C,1
Yes,Bisexual,26-35,Hindu,141.0640930381722,D,C,160.55313473064595,E,A,0
Non-Veteran,Other,18-25,Hindu,3.103586667102033,D,A,-6.762448018179891,B,D,0
No,Heterosexual,26-35,Other,-113.51506189805458,A,E,-30.611620462275805,A,C,0
No,Heterosexual,65+,Jewish,-74.94603351838339,B,E,45.11353125814105,C,B,1
Yes,Heterosexual,36-50,Buddhist,68.94765180963739,C,B,-2.5514562128251383,D,D,1
No,Bisexual,18-25,None,35.27025094202728,E,A,-87.10901594648568,D,D,0
Yes,Heterosexual,18-25,Buddhist,-27.68807843421812,D,E,-83.73183476932444,E,A,0
No,Homosexual,26-35,Buddhist,-60.092938333171944,C,C,-44.186517476990154,D,D,1
Yes,Bisexual,36-50,Hindu,-113.49900544189573,B,E,91.2549875599016,A,D,1
Veteran,Bisexual,26-35,Buddhist,-143.97084490233132,B,B,-8.396402548330325,C,A,0
No,Bisexual,36-50,None,-38.292746024889844,D,C,-57.14873882401258,D,A,0
Non-Veteran,Homosexual,51-65,Muslim,87.94924749877615,E,A,-61.69609428728803,A,E,1
Yes,Homosexual,36-50,Christian,-70.66884046261028,B,E,68.2677300967373,B,A,1
Veteran,Homosexual,18-25,None,55.37099955797281,A,B,30.94172008785624,E,D,1
Veteran,Homosexual,65+,Muslim,-129.2281281360362,E,B,-37.11610313524746,E,E,0
Veteran,Heterosexual,26-35,Christian,33.24222069395555,B,D,-214.717424088,C,A,0
Veteran,Bisexual,18-25,Muslim,-23.34130310501906,D,E,-157.66166259573572,A,D,1
No,Heterosexual,26-35,Jewish,-72.86990756102784,E,B,-7.221393468302311,E,A,1
No,Other,36-50,Other,72.16995194887319,E,A,-52.647033152742196,D,B,1
Non-Veteran,Heterosexual,65+,Jewish,-72.77339935577142,E,C,-92.9761861028709,C,E,0
No,Homosexual,26-35,Hindu,63.04481198135857,C,C,-90.4117163081559,B,C,0
Non-Veteran,Other,26-35,Hindu,-167.4460521842066,C,C,-35.00082748071366,D,E,1
No,Other,36-50,Muslim,-0.8613599562295184,E,D,-352.05225961092,E,E,0
Non-Veteran,Homosexual,36-50,Muslim,-74.43755788044604,B,A,-307.15635032680007,C,A,0
Non-Veteran,Heterosexual,26-35,Christian,-46.05199388017191,C,D,-50.60349526039265,B,D,0
Non-Veteran,Other,18-25,Buddhist,-152.05939471458808,A,B,-43.750141308022314,E,D,1
Yes,Bisexual,36-50,Muslim,-67.79078270535692,D,A,-5.718934823156859,D,A,0
Veteran,Homosexual,18-25,Muslim,8.078848118404451,A,B,79.94477891821131,D,E,0
Yes,Bisexual,18-25,None,119.74598975469792,D,E,-16.043838907649576,D,E,0
Non-Veteran,Bisexual,65+,Jewish,116.41716485688458,C,B,94.66900130236802,E,A,0
No,Homosexual,65+,Christian,67.52953262731175,C,D,-99.80663939890272,D,A,0
Yes,Homosexual,26-35,Muslim,-74.16110473161167,B,B,-17.322467101401077,C,D,0
Non-Veteran,Heterosexual,26-35,Jewish,-122.42333218264052,C,D,160.12952553244273,B,E,0
Veteran,Heterosexual,18-25,Jewish,1.495614521363228,D,A,-115.56088437552002,C,A,0
Yes,Heterosexual,51-65,Hindu,-59.351407161654535,D,B,-66.87957173293539,E,B,1
Veteran,Heterosexual,51-65,Jewish,-86.8408516702654,C,D,-38.14669699592946,B,C,0
Yes,Other,65+,None,-89.00837682819021,E,C,114.31758940534435,C,E,1
Veteran,Other,26-35,Buddhist,-128.79855838845862,C,B,33.82596537600058,B,E,1
No,Heterosexual,26-35,Jewish,41.819578853876145,B,B,-59.33279923544461,B,E,1
Yes,Other,51-65,Other,-40.9813610315033,C,E,38.718768821690915,A,B,1
No,Heterosexual,18-25,Christian,-31.530565619363983,C,E,15.123743144296082,D,E,1
No,Other,18-25,Other,-155.58627148957893,B,A,71.70443683397303,A,B,1
Non-Veteran,Homosexual,26-35,None,47.34375731536594,A,B,73.03926689970486,B,D,1
Veteran,Bisexual,51-65,None,122.53670697303316,D,E,97.0867559529107,B,C,0
No,Heterosexual,26-35,Muslim,119.03936534392383,D,A,74.54313033114745,A,C,1
Non-Veteran,Other,18-25,None,223.2794578673564,D,E,0.5921434238499094,D,A,0
Yes,Heterosexual,36-50,Christian,174.44449210335117,E,A,-19.02551905958041,B,B,0
Non-Veteran,Bisexual,18-25,Hindu,33.32770951291326,E,E,98.30143350532673,B,D,0
Yes,Bisexual,65+,Other,-4.7005457069840695,D,D,-0.18161417339848251,B,B,0
Non-Veteran,Other,26-35,Christian,21.94490438321616,A,B,57.850975235124615,C,B,1
Veteran,Homosexual,65+,None,-84.40692088338744,B,B,-111.54820768386307,B,D,0
Veteran,Other,18-25,Muslim,-55.44884213799821,E,C,-6.7490549934207,C,C,0
No,Heterosexual,36-50,Buddhist,-66.38941059696418,D,B,72.36138513927133,D,B,0
Non-Veteran,Bisexual,36-50,Hindu,46.78082327582709,B,B,-26.874086811038467,C,E,1
No,Other,65+,Christian,163.14401636380498,E,E,60.82717497625884,A,E,0
Yes,Other,51-65,Jewish,-100.40241497501792,C,E,-95.18775259719861,A,E,1
Yes,Heterosexual,36-50,None,-112.53985173093342,C,D,52.68185902330161,D,D,0
Yes,Other,36-50,Jewish,65.05382307882084,E,B,-37.348769677566196,E,E,1
Veteran,Homosexual,65+,Other,-33.0773449364034,A,B,-80.76887669391944,A,A,0
No,Other,36-50,Other,104.48180640301294,A,C,90.34815650884381,B,A,0
No,Other,26-35,None,-96.6140737979092,D,B,145.19737882650386,D,B,1
Yes,Homosexual,51-65,Buddhist,134.61595261027267,A,C,65.83068801299034,D,E,0
Yes,Heterosexual,65+,Other,106.6347972854238,B,E,3.7027662123680867,D,D,0
No,Homosexual,26-35,Hindu,-186.34298079275376,D,C,-127.27090625164472,D,D,0
Yes,Other,26-35,Muslim,125.4588347686065,A,E,-124.59457398395996,E,A,0
Non-Veteran,Homosexual,26-35,None,130.11645000158276,A,E,-154.64846532660158,C,C,1
Yes,Homosexual,36-50,Buddhist,86.17089735453455,A,B,-26.128519381403464,E,B,1
No,Homosexual,26-35,Other,-38.27494599287221,C,B,-39.69006588931847,E,E,1
Non-Veteran,Bisexual,18-25,Muslim,-148.7753018624548,C,C,-31.466450400804902,D,A,1
Yes,Homosexual,36-50,Muslim,118.95647485758131,B,E,32.00155556776201,D,D,1
Yes,Homosexual,65+,Christian,148.62092714117085,B,B,-33.13395545632304,A,A,0
No,Heterosexual,36-50,Other,-95.958125767487,E,E,99.4319978845542,C,E,0
Yes,Heterosexual,51-65,Hindu,101.31625236561194,D,B,-147.88094446620488,E,D,1
No,Homosexual,18-25,Other,98.6537240608557,D,B,46.73111219102851,A,E,0
Veteran,Other,26-35,Other,-155.79967032448357,B,B,6.203492554434429,B,B,0
Non-Veteran,Other,26-35,Muslim,-34.96195699125841,A,E,63.5864953282009,C,C,0
Veteran,Bisexual,18-25,None,-43.232110260925886,C,C,44.66299459772938,A,D,0
Yes,Homosexual,36-50,Jewish,95.10704909033304,D,B,27.551907207977806,C,A,0
No,Bisexual,26-35,Muslim,-27.383770836914405,D,D,-74.23175596088521,B,B,1
Yes,Other,18-25,Other,-142.73171542335496,A,D,-137.8028635167584,D,B,1
No,Heterosexual,36-50,None,-70.02031182409945,C,D,56.72688542104019,E,E,1
Non-Veteran,Bisexual,51-65,Buddhist,10.956311051674072,D,E,63.33922856110854,B,E,0
Yes,Bisexual,18-25,Muslim,-51.50562390261712,E,B,60.35820354823663,E,A,1
Yes,Bisexual,65+,Other,-70.42869091780352,B,E,-125.42590085862095,E,A,1
Veteran,Heterosexual,51-65,Hindu,-80.86856706607814,B,C,53.06755284701418,E,B,1
Veteran,Bisexual,51-65,Other,185.19047310199775,B,C,70.10450249353153,A,E,0
Non-Veteran,Homosexual,65+,Hindu,-17.97685125770425,D,A,146.49335064328903,E,B,1
Veteran,Heterosexual,18-25,Other,-75.38068671015027,B,E,-170.24951865112348,C,B,1
Non-Veteran,Bisexual,36-50,None,-62.488852959519605,A,B,-13.674547788774492,D,A,1
Veteran,Homosexual,51-65,None,-58.82826555236432,E,C,-70.35779423573094,C,D,1
Non-Veteran,Heterosexual,36-50,None,21.66700677474237,E,E,128.6439851472804,C,B,1
Non-Veteran,Bisexual,36-50,Buddhist,-23.60032169384874,D,A,15.561229844073122,C,E,0
Non-Veteran,Homosexual,18-25,None,49.315372549621195,C,D,13.58066179530431,B,A,0
Veteran,Homosexual,18-25,Hindu,133.82740076770813,C,A,104.93848039512359,B,C,1
Veteran,Bisexual,51-65,Buddhist,-10.79024627178617,C,A,75.57040227718618,E,B,0
No,Bisexual,18-25,Buddhist,39.96909848231421,C,C,-141.81675654668166,D,C,0
Veteran,Bisexual,65+,Jewish,-132.22021156585464,E,E,21.619028051829805,C,B,1
Non-Veteran,Other,65+,Jewish,72.57165073412102,A,C,-148.2887039419611,E,B,0
Non-Veteran,Homosexual,26-35,Muslim,53.84768400689223,B,A,-24.559088217715853,B,E,0
No,Homosexual,51-65,Christian,14.628223819705932,D,D,131.83468262750267,E,A,0
Non-Veteran,Other,26-35,Buddhist,-118.12098337872277,E,A,-70.45906124973924,E,A,1
Yes,Heterosexual,36-50,None,-149.6776190810976,C,E,212.1475847755415,D,E,0
Yes,Heterosexual,65+,Other,22.338075883355916,E,B,-16.62378811625396,C,D,0
No,Homosexual,65+,Other,192.43363514899684,D,B,160.6508274441467,B,D,0
Veteran,Heterosexual,65+,Hindu,96.57708918924509,E,E,-66.16900529440774,D,A,0
Veteran,Heterosexual,36-50,None,189.48853070002195,C,B,26.751669673953916,B,E,1
No,Other,51-65,Jewish,-60.14233876212817,D,D,-5.317694891384827,B,D,0
Non-Veteran,Heterosexual,18-25,Muslim,43.614385261027785,E,D,29.823286607728644,E,A,0
No,Heterosexual,26-35,Buddhist,-31.580794015896537,C,B,171.0793746438443,A,C,1
No,Heterosexual,18-25,Buddhist,-4.6428886493581105,A,B,-89.42033894965829,E,D,1
Yes,Heterosexual,36-50,Jewish,-43.960514455538586,B,C,94.24419557513278,C,E,1
Yes,Homosexual,65+,Muslim,-57.18924396064446,B,C,-36.21369824091605,A,B,1
No,Bisexual,51-65,Jewish,-224.26593731213399,E,E,-59.022773248073946,D,B,1
Non-Veteran,Other,26-35,Hindu,-119.7669051049456,D,A,-18.97144997456192,A,E,1
Veteran,Other,65+,None,-102.82790631190906,E,B,18.089151408127865,B,B,0
Yes,Homosexual,51-65,None,86.11379735320344,A,A,-203.13212139291775,E,B,1
Veteran,Homosexual,51-65,Hindu,52.466329915769805,B,E,-4.684025108687443,A,A,1
Veteran,Homosexual,36-50,Muslim,48.2882674610418,A,E,125.10014612525802,B,B,1
Non-Veteran,Bisexual,65+,Buddhist,-244.95526861266558,E,C,193.19461178926872,D,C,0
No,Bisexual,51-65,Hindu,106.92252303978067,C,B,-22.076883167905116,C,E,0
Yes,Other,51-65,Buddhist,-10.409635161316256,D,C,42.54311574737149,E,E,0
Non-Veteran,Other,65+,Muslim,-62.50719302072066,E,D,86.43701364397025,E,B,1
Non-Veteran,Other,26-35,Jewish,219.22943869304365,B,B,1.6374877624158173,D,B,1
Yes,Bisexual,65+,Christian,-14.690359875463372,E,D,-94.2950757606967,A,A,0
Yes,Heterosexual,51-65,Christian,15.219364811743977,A,A,-53.17329593982614,A,A,1
Yes,Heterosexual,18-25,Other,39.48428066144389,D,E,-213.86203154583242,B,A,1
No,Heterosexual,26-35,Hindu,-121.9864247275942,E,E,-92.6432711132994,E,E,0
No,Bisexual,65+,Jewish,6.037673138917223,B,A,162.850792954285,C,B,1
Yes,Bisexual,36-50,Buddhist,-52.3838064648259,A,B,42.016202593205556,B,C,1
Non-Veteran,Homosexual,18-25,Muslim,-50.24891223197632,E,E,211.05454059792135,C,E,1
Yes,Bisexual,36-50,Jewish,-61.11918945963721,A,C,28.971620807308597,C,B,0
Non-Veteran,Homosexual,51-65,Buddhist,-89.51333638765668,C,B,-74.7171250911477,E,A,0
Veteran,Homosexual,36-50,Christian,-112.27333091366903,B,C,79.91409882921647,C,D,1
Yes,Heterosexual,26-35,None,-59.75546143353208,C,A,38.399932272985716,C,C,0
Yes,Other,18-25,Buddhist,200.9632117025924,A,C,-80.77136884135572,B,C,0
Non-Veteran,Bisexual,51-65,Muslim,22.324542429491405,C,C,103.15152261087543,B,E,1
Veteran,Heterosexual,26-35,None,61.44887122507926,B,B,178.25807806516227,B,B,0
No,Bisexual,51-65,Other,102.31042538264683,A,A,14.448591252812815,C,E,0
Veteran,Other,18-25,None,-68.18391739420825,A,B,-90.97730279875901,A,C,1
Yes,Bisexual,51-65,Jewish,-45.93726242340543,E,A,14.47721167771624,D,E,1
No,Bisexual,26-35,None,-79.99779033151374,D,D,-9.776857639159356,A,E,0
No,Other,18-25,Jewish,176.08980116668732,C,D,-96.38083345413976,C,D,1
Veteran,Homosexual,18-25,Hindu,-61.440475944135606,A,C,125.77342778889464,A,D,1
No,Bisexual,65+,Hindu,38.81068520634554,A,D,176.38940248920366,E,D,0
No,Bisexual,51-65,Other,62.78722475644647,E,D,6.9183524352421495,C,E,1
Yes,Homosexual,65+,Christian,-84.40007711306416,C,A,91.18546822365478,D,D,0
Yes,Other,26-35,Christian,-64.57446097216483,B,B,-104.54510074229977,B,E,1
No,Other,26-35,Jewish,38.955791568849214,A,B,-53.08071561641986,C,C,1
No,Other,65+,Buddhist,32.88638189899477,D,C,-155.89716861598367,D,B,0
No,Homosexual,65+,Muslim,-206.7035171035125,A,B,-25.894589994802164,B,B,1
Non-Veteran,Heterosexual,51-65,Buddhist,-206.31367691464865,B,D,109.3611420169567,C,B,1
Non-Veteran,Heterosexual,18-25,Hindu,3.652182596067381,D,E,124.55638934493885,A,B,1
Veteran,Other,36-50,Jewish,22.46289680714235,D,E,-92.67858509396038,D,B,1
Non-Veteran,Bisexual,51-65,Buddhist,22.786915843883623,C,C,-107.49430255156254,D,A,1
Veteran,Heterosexual,26-35,Buddhist,-62.58853439042456,C,C,30.709558732015772,D,C,0
No,Heterosexual,18-25,Other,135.2831459838535,D,D,-105.73685039376967,B,C,0
Non-Veteran,Bisexual,51-65,Other,130.89104737912888,D,C,-156.18917137007546,D,A,0
Yes,Heterosexual,36-50,None,-92.63021611224586,B,B,-57.6135966961549,B,A,0
Veteran,Homosexual,36-50,Hindu,84.76422179603466,C,B,23.784806154184057,D,B,0
Veteran,Other,18-25,Buddhist,107.50296148014218,D,D,94.88727097648297,D,E,0
Veteran,Bisexual,26-35,Other,131.21027862686478,A,D,60.478619000293676,B,D,0
Veteran,Bisexual,26-35,Hindu,221.21999524601978,E,B,-88.07944063892886,B,B,0
Yes,Other,26-35,Other,90.19528934483894,D,A,87.87820586638418,E,C,1
Yes,Bisexual,65+,Buddhist,241.13130952573073,D,B,64.93480858471688,E,C,1
Veteran,Homosexual,18-25,Muslim,-47.499217617663234,C,D,72.25248365827146,A,A,1
Yes,Homosexual,36-50,Muslim,-50.959988702880764,E,D,7.2317796487714805,A,B,1
Non-Veteran,Heterosexual,26-35,None,142.8735590597769,E,B,-52.788891103614866,A,C,0
Veteran,Heterosexual,26-35,Other,121.11317934054355,D,A,10.180837599416764,C,C,0
Veteran,Homosexual,36-50,Other,-26.413755818000617,A,E,77.9936519241898,D,D,1
Non-Veteran,Bisexual,65+,Other,-52.11881663768213,A,B,-40.96507924606721,C,E,1
Veteran,Other,26-35,Hindu,-72.38954956246259,C,A,-55.29899418109293,D,B,0
No,Heterosexual,26-35,Muslim,-228.39823145702746,B,A,-90.63132822194383,C,D,1
Yes,Homosexual,26-35,Buddhist,-66.42873690078581,B,D,86.82940840576087,A,A,1
Yes,Bisexual,51-65,None,-78.43318621228127,E,C,74.40947634741669,C,E,1
Yes,Bisexual,18-25,Christian,-6.389514534076252,C,C,-147.13825125331067,D,A,1
Veteran,Other,18-25,Buddhist,39.84906700158014,E,E,121.74515573923681,B,A,0
No,Heterosexual,18-25,Jewish,-113.31029863813423,D,A,48.34686904575933,C,B,0
Non-Veteran,Other,36-50,Christian,-81.45314053186064,B,B,22.007246703314994,E,B,1
No,Bisexual,51-65,Other,114.29014507021836,B,B,-73.10669954625965,D,D,1
Non-Veteran,Other,36-50,Buddhist,-40.017639838293626,A,A,-194.83865526303464,A,C,0
Yes,Homosexual,18-25,Muslim,-4.190708734188835,D,D,23.890282434650356,E,E,1
Non-Veteran,Bisexual,65+,Hindu,8.884386973671694,E,E,-243.4634428897724,E,C,0
Veteran,Heterosexual,36-50,Hindu,106.98525496779084,D,B,-43.87777058466056,D,E,0
Non-Veteran,Homosexual,26-35,None,-107.3696241086898,A,D,-86.09415312353424,D,C,0
Veteran,Heterosexual,18-25,Muslim,-97.5590965035909,C,D,101.61586422560549,E,E,0
Yes,Homosexual,36-50,None,-130.77723974773,B,A,74.77566576299198,A,B,0
Veteran,Heterosexual,18-25,Other,-152.9002082290084,A,C,33.62252913189802,A,E,0
Yes,Other,65+,None,168.3796896836832,B,A,38.78619094374362,D,D,0
Veteran,Heterosexual,26-35,None,-5.1533914364233055,A,C,-24.705053792877145,D,A,0
Yes,Homosexual,18-25,Hindu,230.02412840598785,C,E,214.7003032339524,D,E,1
Non-Veteran,Heterosexual,51-65,Jewish,-23.370105618295895,B,E,-66.56999698089393,E,A,0
Veteran,Heterosexual,18-25,Christian,142.72204458831362,E,E,-114.25660081167179,B,C,1
Yes,Bisexual,26-35,Other,12.316973919481475,A,C,115.81971319230904,C,A,0
Yes,Homosexual,36-50,None,-121.68700263416035,E,A,43.6309604861566,E,B,1
Yes,Heterosexual,51-65,Jewish,-77.09644464358435,D,B,-33.87906138232524,E,A,1
Veteran,Bisexual,18-25,Muslim,-7.552326962727007,C,B,330.0916694095287,C,C,1
Non-Veteran,Homosexual,18-25,Buddhist,75.66893752518695,D,E,-29.134471980973537,C,E,1
No,Heterosexual,18-25,Muslim,95.99498126615205,B,B,62.434943461323336,A,E,1
Veteran,Other,18-25,Hindu,92.16458201884718,A,A,111.40059387125807,A,A,0
Non-Veteran,Homosexual,26-35,Jewish,-26.214889307526366,C,D,121.8119646000015,B,A,0
Yes,Bisexual,65+,Christian,125.29176891348375,E,E,-245.1842180309098,E,E,1
Veteran,Homosexual,51-65,Buddhist,-57.18411618982604,B,D,-135.83102966221574,D,C,0
Yes,Bisexual,51-65,None,72.17724402936548,B,A,-6.021991522161715,B,D,0
Veteran,Bisexual,36-50,Buddhist,131.48153377510317,D,A,136.7333561043652,B,C,1
No,Homosexual,18-25,Buddhist,-22.028806481842818,D,B,-69.47975073361076,C,B,0
Veteran,Homosexual,51-65,Other,48.80213397255373,C,C,-245.83031984948866,B,D,1
Yes,Other,36-50,Hindu,14.904624572402483,C,C,-146.66793888018066,C,D,0
No,Heterosexual,51-65,Hindu,101.14756765658461,D,E,-157.86787203287207,C,D,0
Non-Veteran,Bisexual,18-25,Other,-7.030715188575559,E,B,-87.51822980527521,D,B,1
Yes,Homosexual,65+,Buddhist,76.94154185718375,E,C,-124.91696253519618,A,D,1
No,Heterosexual,18-25,Buddhist,-197.6216105386151,B,C,11.708228168533545,E,C,0
No,Heterosexual,26-35,Hindu,-10.595686915282485,C,E,-155.1910771674393,A,E,1
No,Homosexual,36-50,None,-97.5661894482441,A,D,-39.76321045062185,C,B,0
Veteran,Bisexual,26-35,Muslim,22.216529317110474,B,D,-2.3515376543436615,E,D,0
Non-Veteran,Homosexual,51-65,None,75.0389278989529,B,D,20.108716754243627,C,C,0
Veteran,Other,51-65,None,-224.3411599464011,E,C,78.34803809280446,B,A,1
Yes,Heterosexual,26-35,Jewish,-173.65569864418723,B,D,-23.525624627577464,A,C,1
Yes,Homosexual,65+,Muslim,-48.807825520157586,A,A,-193.09309065813096,A,B,0
Non-Veteran,Heterosexual,65+,Buddhist,-18.260356626484125,E,E,-15.92246724334752,A,A,0
