anos,religion,sexual_orientation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,target
18,Jewish,Heterosexual,-172.7652047441008,B,B,B,D,C,112.6357916789411,B,C,-30.177148999028148,E,51.30299433787492,B,B,D,1
37,Jewish,Bisexual,-21.701672726026157,A,E,E,A,B,165.95739401687115,A,B,89.61613999605422,D,-16.313681249733815,C,D,C,0
38,Jewish,Bisexual,72.96406029437155,E,C,E,D,C,-56.53208036791838,D,A,-100.1781260836182,D,140.27973021865853,D,D,B,1
39,Hindu,Other,89.35316684565842,B,E,B,E,D,-38.218104855329756,D,C,170.4566018812812,A,-260.53934135093806,C,E,A,1
23,Christian,Homosexual,0.8133083920945352,B,E,A,E,A,45.60184451017678,A,C,-277.45913266964567,C,-107.51317312565851,E,A,C,1
18,Muslim,Bisexual,221.71837929561562,C,B,E,E,D,-4.707382534233101,C,C,-104.58923359101433,A,-14.141981184736515,B,E,C,0
46,Hindu,Heterosexual,-52.250569669683514,D,A,C,C,C,-64.40183244415566,C,B,-209.42543927244884,A,-335.26458037717583,E,B,E,0
77,Hindu,Bisexual,98.42358754072762,D,A,D,C,C,-45.34626100250846,A,B,104.0220369112068,B,16.674529118410547,C,B,B,0
33,Other,Bisexual,61.984008998147914,B,E,B,E,A,-148.03948060506968,B,B,-62.275001450064934,D,46.98972662377954,C,E,A,0
70,None,Other,34.298203310868494,A,D,B,E,D,-124.26660738842943,A,C,-97.81066201438176,A,131.64645970312375,A,B,B,0
62,Muslim,Homosexual,59.1319145628802,B,D,C,A,D,39.909403927664954,B,D,-145.8665669682842,E,-47.83771886730559,A,B,A,0
52,Buddhist,Bisexual,36.04564659848629,C,C,D,D,E,-134.2381485559528,D,A,155.0791013834988,B,106.27211342415022,B,D,D,0
29,Christian,Homosexual,-32.39785951280565,B,B,B,A,D,-2.6658908462144697,C,A,-4.643506560456249,D,105.28170171820636,A,A,D,1
50,Hindu,Heterosexual,-60.66211801067386,A,E,B,C,D,78.04107246112885,E,D,33.28380232145982,B,185.58794794437068,B,D,A,1
69,Hindu,Homosexual,178.40503041972156,B,D,A,C,E,29.168949494878994,A,E,-70.89514301021866,E,44.68328087715207,C,C,E,1
60,Christian,Other,143.5045656042884,A,D,B,A,A,9.823215189188678,B,B,51.92876033369288,E,-16.700051463391162,C,B,D,0
21,Hindu,Heterosexual,-174.31058695830342,A,A,B,A,B,-165.86940547901477,C,E,-124.22306083404213,A,-183.33151567684033,B,A,E,1
76,Muslim,Heterosexual,3.163431113559877,D,A,D,A,A,-76.46575490782483,E,D,-50.71584009780384,E,100.65387489415303,D,D,D,1
33,Jewish,Homosexual,69.68207103220287,B,D,B,D,B,-198.5719708314466,A,E,6.189837663521591,A,225.16549958791018,E,E,C,1
27,None,Homosexual,-79.70789661753513,C,D,B,D,B,-30.07752815886769,B,C,50.12889113577532,C,43.48865440419172,E,C,A,0
24,Jewish,Other,73.19624175242946,D,E,B,D,E,-110.9015153712309,B,C,-88.31150538873091,C,-94.17093365024446,D,D,B,0
35,Christian,Homosexual,-223.7720378869339,D,D,C,A,B,-33.553468722150335,D,C,-90.88416155538911,B,-8.270635464383055,E,E,B,1
52,Jewish,Other,-13.173305240333116,C,E,A,E,D,-67.40173095773866,D,B,-38.22472709853296,B,52.04021780222844,E,C,E,1
62,Buddhist,Bisexual,-36.038170885193125,B,D,C,E,A,14.774885377476274,A,C,5.533475227924728,C,119.71258989702818,A,D,D,0
62,None,Homosexual,-60.82147894751425,A,C,C,C,A,120.59686487399203,A,A,28.575983795491815,A,44.22423641399197,B,E,C,0
31,Jewish,Heterosexual,181.87585728565082,B,C,C,E,C,145.4732692821017,D,C,54.728091944480106,C,-170.59350737390358,B,A,E,1
59,None,Heterosexual,141.73650665625425,D,D,C,E,A,78.3305493530886,E,A,-197.05438547395423,C,53.61898087972595,B,C,B,0
45,Christian,Bisexual,29.362700844184374,B,C,E,A,D,94.4468516484974,A,E,-10.508974725337973,B,1.3044783785076792,C,B,A,1
37,Muslim,Heterosexual,122.71075741302238,A,A,A,A,B,-123.15749862820662,D,B,-34.39135574849123,C,-26.84567177603637,C,B,E,0
42,Jewish,Bisexual,-108.66000953184431,D,D,D,A,D,-39.559606053995736,C,D,168.9764064520852,E,-98.69303736851106,E,E,A,0
25,Christian,Homosexual,-115.46077285603688,D,B,B,E,B,68.87828063813728,C,E,-44.2808626277411,A,-95.44794387935421,E,B,E,0
46,Buddhist,Other,41.5080131234438,A,E,B,B,D,244.68078932141773,B,C,72.96940828570297,A,-1.171941441350283,D,A,D,1
78,Other,Bisexual,12.663630336236512,E,D,B,B,B,-33.20838759821022,C,B,79.23687949427858,C,-124.14926944519095,B,C,E,0
74,Other,Homosexual,94.61292535854197,B,C,A,A,E,-37.89484447759536,C,C,68.79314878534989,E,-103.46914964140804,A,D,C,0
61,Jewish,Bisexual,35.40602725663457,B,C,B,D,C,94.04420307301824,B,A,-101.96553410319503,E,28.454455161232357,C,C,A,0
26,Hindu,Bisexual,-62.61716815188423,A,B,B,D,A,146.52825413264694,B,E,41.37335376726236,E,-24.776973082584405,E,A,A,1
19,Hindu,Bisexual,44.57869346379117,E,E,C,D,B,-141.80805532945294,A,A,52.15268527383642,C,10.17863937527966,D,D,C,1
33,Christian,Heterosexual,-9.202787013736478,D,E,C,B,D,-47.733651821383994,B,C,13.882362931250473,B,125.84799361008963,E,A,B,1
53,Hindu,Homosexual,-172.58126714779434,A,D,E,E,A,108.23815793276907,E,E,153.11571516859237,B,-4.792409396056273,A,B,A,0
46,None,Other,20.428883426113856,A,E,C,E,E,-65.78424607029521,D,B,111.04468696843952,D,-49.654357610434445,C,C,C,1
47,Buddhist,Bisexual,28.006209318072084,A,B,D,D,C,-2.9715708557127805,B,C,-30.5586408946881,B,-122.04950638879974,A,D,E,1
77,Hindu,Heterosexual,-180.8710886976981,A,A,B,C,D,0.4269914250738056,B,D,-10.283773368296,D,172.94540336460707,C,B,B,0
78,Hindu,Bisexual,141.61916866168008,A,E,E,E,D,75.53148101694443,D,D,40.936254012718656,E,-51.06727588121165,D,D,C,1
32,Muslim,Bisexual,-140.34567031150235,C,A,D,D,B,181.87060705177944,C,A,-22.365181118596944,A,4.084892563094282,D,A,C,0
71,None,Bisexual,73.4127810295758,A,D,B,D,C,27.04452184094016,A,D,151.69827764376748,E,-19.816324075315663,B,A,A,1
44,Jewish,Heterosexual,-93.81155463141341,C,E,D,D,C,-95.61294782110375,E,B,96.42997189981453,C,104.10019555599754,C,C,D,0
20,Buddhist,Heterosexual,4.438586358106818,C,E,C,A,D,-132.6744139999017,A,D,-13.854859352502979,D,7.735273617370779,C,E,D,1
39,None,Heterosexual,106.68097017740175,C,E,E,D,C,54.043470087891045,B,E,121.71835913931713,D,25.984262627258087,C,B,E,0
68,Jewish,Heterosexual,-12.31726701418089,B,A,A,C,A,-163.6001686279793,C,D,-69.64400363341703,D,-125.43703066486349,B,A,A,0
52,Other,Other,-236.89395439207965,B,E,B,A,C,-38.46483954697803,D,A,33.32687982784609,D,-28.152312840693988,E,B,D,0
63,Other,Homosexual,175.47383143016359,E,B,A,C,C,103.00521115527658,B,B,-100.99118371802678,D,-115.1447924995575,A,E,E,1
43,Buddhist,Heterosexual,133.23087580201135,A,A,E,D,B,-237.32988608514077,C,E,28.359141862930876,B,38.57657896981974,E,A,E,0
27,Hindu,Heterosexual,-127.82507690360767,A,A,E,E,E,-71.16976708550453,B,D,-87.029400089059,D,67.35903677503647,E,B,A,1
55,Muslim,Heterosexual,116.2207925141479,C,E,A,B,C,-56.13338154939641,E,B,33.37176065390659,C,36.434745620834605,C,E,E,0
43,Jewish,Homosexual,-158.49276130838678,D,C,E,A,E,-40.554775437435985,D,D,186.97053679240452,E,119.35850956370213,E,D,A,1
72,Christian,Heterosexual,45.64415721215206,E,B,E,A,D,-107.22822267634291,A,B,2.457717794779222,E,-27.30688499691023,E,A,E,0
18,Jewish,Other,-27.614598143967346,B,B,E,A,D,61.15937002032362,D,E,-60.83867767621557,C,36.050991800976476,B,D,C,1
65,Other,Heterosexual,-102.69751224796345,A,B,D,D,C,-31.49492252253061,A,C,-12.193961342503295,D,-139.3411602205369,D,E,E,0
29,Hindu,Homosexual,145.00540744379379,A,C,E,C,A,-48.70974547980988,B,B,15.29080879064625,C,-40.72511273954512,B,B,C,1
39,Jewish,Bisexual,-39.344050056837325,A,C,C,E,C,181.13873537390268,B,B,-135.15562802459235,A,-180.7309583682074,C,B,B,1
60,Jewish,Bisexual,27.267243314628033,A,D,E,A,C,55.93689607376344,D,C,103.05123156087423,D,39.362906382442645,D,A,E,1
67,Jewish,Bisexual,76.86151605592858,A,B,B,E,E,-50.16648447163158,E,D,96.8398807250247,A,1.4889537954394116,B,E,B,0
64,Jewish,Heterosexual,-10.403121875097444,D,C,E,A,C,-67.88838896360824,C,D,-94.06068902900383,A,-16.585396086440245,C,C,C,1
33,Muslim,Heterosexual,-52.1073064640608,C,A,E,E,C,61.25322636460425,D,E,-120.51359918039084,C,-12.713832443421994,B,A,D,1
20,Muslim,Homosexual,-92.88485689523756,C,E,E,B,E,19.220115035310425,E,E,202.21846038510716,B,48.862367720596076,A,C,C,0
53,Hindu,Heterosexual,105.83253013096878,A,A,B,D,B,-14.057200822562427,A,C,18.51626459403171,B,-132.54879504542308,A,D,B,0
47,Muslim,Other,5.445666487072748,E,A,D,C,B,-196.84039190214108,A,A,-212.05828650800242,C,0.9545938188148032,D,A,D,1
18,Buddhist,Heterosexual,-2.7691135373703046,B,B,E,D,A,-40.02791191761567,B,C,-48.3830955201661,C,109.59586552259606,E,B,C,1
49,Christian,Heterosexual,-165.2579448153976,E,D,E,D,A,-41.335182544356876,B,D,125.05006464912249,A,146.376552212861,B,D,B,1
42,Christian,Homosexual,78.39070003490565,D,E,B,B,B,-16.336108103754167,D,E,91.8469761501629,C,-63.640728470293084,D,D,B,0
50,None,Heterosexual,12.059551988910329,C,D,D,D,B,-175.32466159863858,E,A,-210.65701713032556,C,-33.1061041359862,C,C,B,0
46,Other,Bisexual,-104.59797411739795,A,B,C,D,E,42.557141876098555,C,A,55.94086389716198,B,15.687938111588423,D,E,D,1
18,Muslim,Other,-65.52390167749981,D,A,D,A,B,110.50980733211755,C,B,61.9457067442662,A,-3.526411300318096,E,D,E,0
54,Jewish,Homosexual,75.37998579947335,D,D,B,B,B,63.9825096318271,E,A,48.040455701418075,D,205.1896982534696,E,A,A,1
75,Muslim,Homosexual,-11.538164492094786,B,A,C,D,D,87.89496918900642,D,A,17.370704570732173,C,67.2062640427511,D,A,E,1
66,Hindu,Other,69.91951212642113,C,D,C,D,E,-113.68572987038117,C,A,47.57892011705349,A,-15.417459105315714,E,E,C,0
26,None,Homosexual,-36.48048195012771,D,E,E,D,E,163.61721952828364,A,B,-135.39468693246906,C,-189.85631587775512,A,E,D,1
44,Buddhist,Other,-146.63099961334828,A,B,E,B,B,116.7929026466774,A,C,125.18783853077548,D,53.70810074407666,E,D,A,1
74,Jewish,Homosexual,129.79267493781458,E,C,A,B,A,82.76762563010928,D,C,16.26495319760169,B,-132.76116927522915,D,D,D,0
61,Christian,Other,38.833273823618505,A,A,C,D,D,-36.592202560759844,D,E,-77.08427695264638,E,-4.548043293201327,B,B,B,0
54,Muslim,Other,-55.48696375645397,E,A,E,D,E,-22.591973203924205,A,C,-50.98745219306024,D,-38.19355663458969,B,D,A,0
26,None,Heterosexual,166.56332522285976,D,B,C,A,C,-42.25058503265603,C,C,-37.06536016205668,E,41.12529283816849,E,D,E,1
72,Other,Homosexual,-159.54085163869408,C,E,B,A,B,118.00957596603116,C,E,96.65593907752512,E,0.8039595112771194,A,C,E,0
32,Christian,Other,106.87666420418958,D,C,A,B,E,81.10749701713463,C,A,-22.734165598393062,E,153.96126260675908,C,E,A,1
62,Muslim,Heterosexual,-39.22998293897424,E,B,D,E,A,-173.15978127105538,A,A,15.31991495167084,B,-75.70866806244706,E,D,A,0
69,None,Bisexual,-93.80558702648345,A,B,B,E,B,-15.201590913851776,D,A,90.56267478127819,D,-80.04128294558839,E,C,D,0
76,Hindu,Heterosexual,127.49578042489689,C,E,C,E,B,-220.4079268397075,A,A,-40.26863470341172,D,-155.34859710860684,C,D,E,1
55,Other,Heterosexual,3.5558386856199062,E,C,D,E,E,206.9773108806805,A,D,39.0020170420822,B,27.98305239887994,C,A,A,0
64,Buddhist,Bisexual,-26.019398467083064,A,B,E,E,D,-145.23771966597315,D,E,-97.69675513882969,E,-96.6899087454396,C,C,A,1
24,Other,Bisexual,-62.43724268574158,B,C,C,A,D,-136.3910241941405,D,A,30.056599521692608,B,30.445464021687187,A,B,E,0
31,Buddhist,Bisexual,-132.10475282105847,D,B,C,A,C,-36.76854803878342,B,C,10.779723205228464,A,-148.7479351833841,D,D,A,0
52,Hindu,Other,-36.09070288922601,C,E,D,E,E,21.739898387162828,C,D,168.6645398571481,B,85.8109824853342,B,D,A,1
78,Muslim,Bisexual,-45.28198094612803,B,B,B,D,E,176.8812009467292,B,A,-6.510106189899323,A,-6.98159363775476,B,C,A,0
50,Other,Heterosexual,35.356785429582835,E,C,B,A,C,178.5516107636256,B,C,-131.67056672087327,A,45.301964628077855,D,D,B,0
33,Muslim,Other,215.64627936891858,B,D,B,B,D,142.31036331596857,B,E,37.327609569301515,A,93.17621953372165,C,C,B,1
48,None,Heterosexual,24.932164214498282,C,A,C,C,E,50.25869683267315,D,C,37.27468078203117,B,-9.854754244677231,E,B,B,0
19,Jewish,Other,-45.09863344959285,E,D,C,C,D,164.38411625530452,D,A,-22.24856231863415,E,-64.13075132760407,E,C,E,0
66,None,Bisexual,5.807051766730401,B,A,B,D,A,-64.81649373407629,A,C,160.5278690095709,C,251.5888738320553,C,D,C,1
56,Muslim,Bisexual,200.05509718902044,B,C,D,A,B,-91.44573496911701,C,E,34.72219426193083,B,39.454634889666536,E,A,B,1
36,Muslim,Bisexual,-173.04502765338668,C,B,C,C,E,-97.99693849995315,D,B,110.62282997427573,A,81.69215218813731,E,A,D,0
50,None,Heterosexual,-49.610586511589496,B,E,B,C,D,6.329529915391966,D,A,-45.9534905539674,C,-44.87098966429878,E,E,B,0
23,Christian,Other,81.42153469622816,B,C,D,E,B,-235.19743953137245,A,B,-4.622603283293753,D,-79.08898718072304,A,B,A,1
67,None,Homosexual,-107.76507851121322,D,D,D,E,C,-124.01093668934115,C,A,85.4755889636558,D,-27.86561502550847,A,D,C,1
20,Christian,Bisexual,-71.36193326431678,D,E,A,D,B,80.94474256182411,D,A,114.33055597064616,C,253.0993055647209,E,E,D,1
18,Christian,Bisexual,-46.647988505896194,C,E,E,A,A,152.46214986533738,C,E,87.2324631588755,D,47.017509442159444,C,D,B,1
39,Christian,Other,-169.8791326096434,C,D,B,B,D,131.82753425689896,C,D,81.47821230962514,A,-75.80597747745901,C,C,A,0
66,Hindu,Heterosexual,127.8744979652482,D,D,E,B,D,129.7459683045449,B,D,-51.09346763387151,A,-31.039306823363845,B,C,C,0
42,Christian,Homosexual,-40.44267852188993,A,B,E,C,E,-120.11449327922811,D,D,-64.14944055955537,E,100.20766793401386,B,C,A,1
34,Muslim,Other,-25.076324735357442,B,A,C,A,B,129.24692349128705,D,A,40.05892013266348,A,192.8778271670323,E,C,D,0
75,Jewish,Heterosexual,30.13685738601249,E,A,D,D,E,167.8670471233418,D,C,160.98173021449463,A,122.25636314512025,C,D,E,0
34,Christian,Bisexual,31.079470271507226,C,A,D,A,A,-25.6271881667757,B,D,-36.89377686142646,B,-161.32298891908195,C,D,B,0
72,Muslim,Other,-142.35379817284536,E,D,B,D,C,-104.03029944677829,B,D,1.2979762059113475,C,-65.94600828794317,C,B,C,0
66,None,Bisexual,-59.70165243062064,E,B,A,D,D,-104.93288030398797,B,A,95.6882534861286,C,4.74700569388895,A,A,E,1
26,Christian,Heterosexual,113.8102652459993,B,D,B,C,C,-4.363621138174232,C,D,128.4614541989074,D,-163.9357294303954,A,C,C,0
20,None,Bisexual,69.38545139958039,C,E,C,C,A,-1.1056602826768565,E,B,-26.103140950289955,B,-197.3413257429459,B,C,D,1
64,None,Bisexual,90.1945169627641,A,C,E,A,D,224.37509970665687,D,C,137.27767237120833,D,184.36849840810623,A,E,E,1
63,Christian,Bisexual,-83.69728926847391,B,B,E,C,C,-165.36017328533526,B,D,-74.43153428429396,C,-50.68791747193657,C,C,E,1
65,Buddhist,Other,51.688942478471056,B,A,B,D,A,-25.817351184018833,A,B,-99.03168592526109,B,0.006954635305621907,C,C,D,1
49,Jewish,Other,-14.453649019644493,D,E,B,D,D,5.158451775321118,B,C,14.723026211972126,E,-201.31427150609582,E,B,D,0
43,Other,Homosexual,149.696575970221,A,C,D,B,D,163.21253350140512,D,E,-48.72597989999166,A,-66.45760827066559,E,A,E,1
78,None,Homosexual,-114.41872300494616,A,A,E,D,B,-230.87553504648562,A,C,30.15140967991198,A,66.90851096601097,C,C,B,0
66,Other,Homosexual,-66.89882132255748,C,B,D,C,D,85.4761756832259,C,C,-141.7201480501929,D,-5.984295005215912,E,B,C,1
59,Hindu,Bisexual,-22.03438155250628,E,E,A,A,A,-109.24410475310833,C,D,-111.91169541991133,B,175.30404105664087,C,E,B,0
37,Jewish,Heterosexual,-16.56756050839346,E,C,D,A,A,19.064366565978077,B,D,-124.66788893774566,A,-212.7554719563205,A,A,D,1
41,None,Bisexual,139.01534703342907,B,B,A,A,A,-84.45551737241982,B,B,11.904875473414393,A,-6.049472374960839,E,E,E,0
48,Other,Bisexual,239.89057205249432,A,B,E,B,B,33.11651307149558,E,C,-62.448898877588356,A,31.415439581594928,B,D,D,0
38,Jewish,Other,165.5604773487458,B,B,B,B,E,29.969753291388983,A,D,-150.28693092172358,D,-16.313787143176352,D,E,E,0
43,Muslim,Bisexual,23.63621859556289,D,A,E,E,B,39.62770695651815,B,E,-0.7409320835987133,E,126.1922374532707,A,B,E,0
35,None,Homosexual,43.56833004197642,C,B,A,D,C,-26.02705506733504,A,B,64.42029586749757,B,-51.67136303896952,C,B,C,1
72,Other,Other,-225.49778041900538,D,D,A,D,C,-43.16804387021116,A,D,152.24209726110269,B,115.87675720798096,E,C,E,0
27,Hindu,Other,-73.36557164813486,C,E,C,C,B,-252.6812389934629,B,D,-72.82455013753663,B,25.783289755025468,A,D,E,0
78,Jewish,Heterosexual,-86.12020686545272,B,B,D,D,C,-8.246324940196246,B,D,-115.75653548150635,E,-64.97668504605807,C,E,A,1
22,Muslim,Other,130.88104775667765,E,A,C,E,C,183.83093580345835,B,C,-107.65938417152212,B,193.07378510179106,C,C,D,1
26,Hindu,Homosexual,14.359667941546453,B,B,D,C,B,94.1894988076515,B,E,-168.63612923750077,A,129.27035078812972,C,C,C,1
31,Buddhist,Heterosexual,-59.14354958513629,D,D,D,C,E,132.0493283136144,B,C,-183.15915124758234,D,121.91181817613048,D,E,A,0
33,Jewish,Homosexual,11.205906952645675,D,D,A,D,A,148.29833158608486,D,C,-59.16221743013729,B,-48.714306712523964,A,A,A,1
74,Christian,Homosexual,210.41472392375877,C,C,E,B,E,-76.20056591287373,B,A,-9.559055404282496,D,155.95278233996925,E,A,B,1
60,Hindu,Other,103.69729581046056,C,E,B,B,B,-20.22247247655276,B,D,-72.25802926103623,E,-253.41931316597442,E,A,E,1
71,Other,Homosexual,-3.2683746294673006,B,C,D,A,C,-15.968566127647419,D,B,-96.9887505006673,B,156.62810664794546,C,A,D,0
65,Christian,Other,100.73711451174421,A,A,B,A,C,66.08218062334298,A,D,-175.76078595862668,B,114.92096915865812,C,C,D,1
51,Other,Homosexual,12.151287696344886,D,E,A,E,A,190.57111443520424,C,E,-40.25597326662094,B,-42.782882578082024,A,E,B,1
24,Other,Heterosexual,151.22872034618823,E,D,C,E,E,-151.90250884209956,C,B,52.93014880911946,D,-170.62629760685368,B,A,C,1
65,Buddhist,Other,95.3737939609982,B,A,C,A,D,-32.14850839530195,B,B,-84.75111994982308,E,50.039880413593295,C,B,E,1
18,Other,Bisexual,-31.24625601949556,E,C,A,B,C,-21.40478478713871,C,E,-185.69358738998133,B,145.25501569243093,A,C,C,0
58,Buddhist,Bisexual,52.43005804636054,D,E,E,A,A,-95.89751284444063,E,D,-54.11447818743766,D,-65.94058481549169,D,E,E,1
23,Christian,Other,-18.743891531789256,D,A,A,C,E,149.78006133737193,D,C,-3.4111333996076727,E,110.82762780729227,A,B,C,0
19,Buddhist,Homosexual,-56.48691031828652,B,D,C,E,C,-120.64177264620939,B,A,-15.394331948150452,C,-91.1613095389436,B,D,B,1
68,Muslim,Bisexual,40.501240645656154,E,C,D,E,E,4.630117291384087,C,B,-4.5586908232022525,A,-121.32594805544667,D,E,D,0
39,Buddhist,Homosexual,21.07239018812678,E,A,B,D,A,29.834739241901858,B,C,-73.06422282510385,C,-25.77661740623653,E,A,D,1
38,Buddhist,Other,-65.5043509663986,E,C,C,E,A,12.011019655275716,D,A,-13.184303131779302,A,-48.89923414204389,D,D,E,1
57,Hindu,Other,24.371247713966834,E,D,D,C,D,-25.117653501106435,E,C,-128.79854749414588,D,-8.245249097357892,D,B,C,1
37,Muslim,Bisexual,-87.67305812780258,D,B,B,E,A,81.86709877351242,D,D,-22.65146882269187,D,145.46057534228837,D,D,E,1
48,Christian,Homosexual,-170.3088235001061,E,B,C,E,E,136.70213531413066,C,B,-10.413746689215118,C,5.616014743102317,A,D,D,0
44,None,Heterosexual,66.57850537187655,D,E,C,E,B,-94.3290838488979,D,A,249.9715721663494,C,3.017839086448633,A,E,D,1
30,Hindu,Bisexual,68.0642014629356,B,E,B,A,D,-9.551337907798887,D,D,89.48381615811813,D,120.47117073136597,D,B,B,0
74,Buddhist,Heterosexual,-109.25775801003329,C,E,E,A,D,-52.94314339211341,C,C,10.39142289206248,C,-15.878154401493989,A,C,E,1
66,Hindu,Heterosexual,77.24491195805263,B,A,A,C,D,171.59988696320605,C,C,40.60996333936943,A,-12.743010724995674,D,D,C,0
75,Muslim,Other,-2.8913395887091444,D,A,A,C,B,-29.79651995095523,A,E,-38.16453206996188,A,-190.23344274142752,C,C,A,0
30,Buddhist,Other,193.97179163168946,A,D,E,A,A,-15.192508382822567,D,B,93.09851629443656,B,5.3912900013827985,D,B,B,1
52,Christian,Bisexual,-4.727915249539767,D,A,B,C,A,-22.321225821050813,A,D,69.74875411007525,D,69.2818945876466,B,C,A,0
69,None,Homosexual,-5.628699331021508,D,E,C,A,A,-49.14087068742784,D,B,34.69738192174851,E,-296.7821974990334,B,D,D,0
20,Jewish,Other,-16.268616275208565,C,E,A,C,E,-98.8442942919692,E,A,3.76103583039624,B,161.55685804066397,B,E,E,0
52,Muslim,Bisexual,-52.72091011274489,D,E,A,E,A,-29.481216803965953,A,C,12.829055831993113,D,10.187422634950998,B,B,E,1
68,Buddhist,Heterosexual,191.65437411198732,D,E,D,A,E,72.50307803200151,B,D,-40.48468545502534,C,-27.530458398465235,E,C,E,0
24,Muslim,Other,-20.108804254624985,C,C,A,E,D,32.82493448088603,D,C,-72.26281352288274,C,-54.64788109383133,A,A,A,0
45,Hindu,Other,-36.724292293942675,B,D,C,D,A,156.17459643951258,C,C,7.127183921334542,D,-79.78179526341947,D,C,B,0
68,Muslim,Heterosexual,173.19522148809742,D,C,B,D,B,-68.97844616570823,D,E,74.71146104756312,C,270.90929245446415,A,D,A,0
60,Hindu,Homosexual,63.27974302351396,D,E,E,B,A,-123.71690984248967,A,C,49.56299525884634,A,14.858173246209807,D,A,B,0
53,Other,Bisexual,52.76635301001688,C,B,E,D,D,25.80876087644649,B,C,88.43804163784608,A,-46.760381004466126,A,D,B,0
66,None,Homosexual,71.6786639855425,D,B,E,E,D,60.722711781601035,A,C,-70.1348356272243,B,53.07586105910199,D,C,E,0
41,Buddhist,Other,16.012465910013105,C,C,D,C,A,4.3528685665215745,B,B,232.14699532405527,B,-160.0496631256693,E,D,D,0
26,Jewish,Homosexual,67.28875305812055,D,A,E,A,D,-83.7482170986792,E,D,-84.81447324992992,C,18.069919208998368,D,D,B,1
43,Buddhist,Homosexual,-4.91877069319531,E,A,C,E,D,-269.68167318872634,E,A,27.714845828607217,E,-94.72735480480895,A,A,D,1
72,Other,Heterosexual,-119.77203180659659,E,A,C,B,D,-239.2788990133836,D,D,25.57439014936222,B,39.83212174993639,E,E,D,0
67,Hindu,Heterosexual,-37.25335046659241,D,A,A,D,C,-108.71197158970813,D,A,-105.16802025705559,A,-130.15387856777988,C,C,C,0
63,Christian,Homosexual,-33.313725513534436,E,E,A,C,D,-10.621464389379963,B,E,-91.9928672823709,D,75.8733013772072,D,E,E,0
60,Buddhist,Heterosexual,81.09704759479024,C,A,D,E,A,-75.4129806163817,E,E,49.361480179918146,D,54.2903272395838,D,B,B,0
60,None,Heterosexual,-7.871090458852449,B,C,D,E,A,95.3152277238515,C,B,39.28207942383109,C,-43.0171373401031,B,A,D,0
25,Jewish,Bisexual,41.90480669018803,D,E,E,D,B,-102.37133027002943,B,A,129.52897510611243,B,110.35957223902666,C,E,A,1
78,Jewish,Bisexual,99.42204713936266,C,D,E,E,E,44.74074787580785,D,D,-26.046913671940462,D,-35.696710196113365,C,C,D,1
21,Buddhist,Heterosexual,-49.84752096013718,A,E,E,E,A,-125.54370499827657,D,D,-197.9985408820158,A,-105.55173835660725,E,E,D,1
59,Christian,Bisexual,102.96460620119197,A,B,A,B,D,95.98663086252544,E,A,-268.598970101956,C,-39.498893724258856,C,B,C,0
63,None,Homosexual,43.11058331729083,E,D,D,C,E,2.8646463685912846,C,D,-77.41423891069581,A,-73.69708580060404,D,D,B,1
20,Christian,Homosexual,77.708849665353,A,E,A,D,E,34.448808830909904,B,E,92.73885251083163,A,-114.7658514682589,B,E,E,0
32,Christian,Other,-74.65446950230705,B,C,C,D,B,-64.26447780462459,E,B,77.84968008208753,C,90.75890082820631,B,D,C,0
32,Jewish,Homosexual,102.09882287962071,A,D,E,A,A,-163.3335631197024,A,B,-65.1191719403332,B,-169.11776189683937,C,D,D,1
68,Jewish,Homosexual,116.34910075736062,A,D,A,C,C,-42.03885895538509,A,B,-116.75069513975902,D,48.237972528062784,E,C,C,1
22,Jewish,Homosexual,-57.42074779248354,E,B,A,A,D,180.86585286583238,E,B,-91.80822613850972,C,102.16415200374742,E,E,D,0
32,Christian,Other,23.32238282325546,D,E,C,A,A,26.849631533864642,D,A,99.76070006900416,C,190.97709626870764,E,A,C,0
27,Hindu,Heterosexual,-58.365086263336075,E,B,B,D,A,191.15397372135604,D,E,-101.91035897972527,E,-99.65066941944517,E,E,E,1
51,None,Heterosexual,-12.321297549100537,B,A,C,B,C,-71.51263419531246,D,B,99.92717877648994,B,86.75360063623047,E,E,A,1
56,Muslim,Homosexual,-25.220951306550333,D,E,E,D,A,6.315221158236098,C,E,-42.95231982487777,D,-30.50220508871966,B,E,E,1
52,Buddhist,Heterosexual,32.02155036875312,D,A,A,A,D,-92.20170524999027,A,A,23.68956476444866,D,-102.00984265618173,C,D,A,1
30,Muslim,Homosexual,14.29157490770032,B,D,A,E,A,170.45925880324071,E,B,-51.691851819138854,A,-69.80829425954818,A,A,B,0
73,Christian,Homosexual,13.84111619349469,A,C,E,C,D,130.2169624872643,B,B,55.57491175767463,B,125.51598161458242,C,E,A,1
51,Hindu,Homosexual,9.492113526313485,A,B,E,D,E,14.501655486202395,B,A,-28.187263948253854,C,-55.036782854598,C,D,D,1
50,Hindu,Heterosexual,-12.785195658191945,B,C,D,E,B,254.9676258036081,B,C,-91.01363601313146,E,124.84021939978886,B,B,B,0
27,Buddhist,Bisexual,15.488202611188806,A,A,A,D,A,-158.43013603614594,E,C,27.303274012227124,B,-37.70401333355367,E,C,A,1
