Race,religious_affiliation,age_range,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
Hispanic,Hindu,26-35,D,A,B,-31.049332437225946,E,-59.976016229733034,72.10548901539453,D,55.10956883128768,C,A,B,55.41202337887006,1
Asian,Muslim,51-65,E,E,C,-127.21700660461639,E,-120.08410421701102,76.33767898003344,D,77.1152713851937,B,B,E,22.149035734252863,1
Other,Muslim,36-50,B,A,C,156.6257039035073,D,88.34763264620786,88.11973106089278,C,73.03967780358197,D,A,C,-154.0694372895639,0
Black,Muslim,26-35,C,C,E,-36.55997714355178,E,5.512347130220181,142.91730275329218,A,-39.31730041779295,C,B,B,-195.7699258547357,1
African American,Jewish,26-35,E,C,A,2.752629077564314,A,-40.743973399562265,1.3159260635731738,B,83.05621816305704,C,A,D,-178.64474133177896,0
Asian,Muslim,51-65,C,B,A,11.99505355309299,B,14.523086125549426,21.680222357928436,D,-48.41713413770844,A,C,E,-35.2879008918071,1
African American,Hindu,51-65,C,C,A,23.136674658635698,A,60.12865480079444,-215.93182892419088,A,45.45450855427887,A,D,D,-23.080976817336445,1
Hispanic,Hindu,36-50,E,D,E,11.019109868903657,E,120.4541358458568,79.72117798586292,E,165.91879733996612,A,C,E,100.45034026195792,1
Asian,Jewish,65+,C,B,B,98.6687645999459,E,81.10418621882813,-45.61447297203651,C,83.51867531186171,B,D,C,-197.5371783658539,0
African American,None,26-35,D,C,A,41.26626090448964,B,243.73102822803,67.58806252286197,D,16.15911718015217,A,C,A,11.576139591811067,0
African American,Jewish,26-35,E,E,C,-46.94986268624356,C,-51.87706793086615,43.45756285307243,D,73.17945363484186,D,E,B,-104.06622558206806,0
African American,Muslim,36-50,D,B,E,-90.14241852889937,A,-51.66853574829611,-26.177698084894494,A,93.33969160973902,E,E,B,-286.22080526672136,1
Black,Hindu,26-35,C,A,A,178.23882192932447,E,78.12416527724177,74.37401847835015,C,-43.35526492628101,A,B,D,-157.4873390627733,0
Hispanic,Hindu,36-50,A,E,D,-42.64391664900942,A,76.6768422749924,60.27036053787589,A,127.78073332299232,B,A,E,-214.16213445148355,1
Hispanic,Buddhist,36-50,A,B,D,9.501505901043023,B,-29.712090607279556,-108.16740264075209,D,-177.71847401115792,D,B,B,-11.493106269764377,0
White,None,51-65,E,B,E,38.666538710368705,D,40.42761553775708,-85.75291712297823,C,-24.41774337097028,E,A,C,47.673967112692694,1
Black,Muslim,18-25,C,E,A,-102.88846818089858,B,34.862313188442116,27.38575710697031,C,-81.26851788907548,A,D,A,-105.29489080027403,1
Other,Other,26-35,E,E,A,-74.28641910075142,E,-135.0026217949097,34.7637959061517,E,-27.6770750323854,C,E,A,141.4075435452399,1
Black,Other,36-50,C,D,E,37.93157594970857,B,129.35861415200975,210.46195421855057,B,-54.11343627226195,A,E,A,-0.32045063398009066,1
Asian,Buddhist,26-35,C,C,B,98.1239449773962,D,-195.7229690943868,23.764405687598796,D,-17.87209739073879,C,A,A,99.05728073118445,1
Other,Christian,51-65,C,E,B,-163.68094134624366,E,101.53692748831205,158.7373312180316,E,-69.05511954388271,C,A,C,43.80066585270542,1
Asian,None,18-25,B,B,C,-132.97027090572476,E,-65.40380752651734,-0.995145607134589,D,-208.23013885161933,D,C,C,62.98428101256813,1
Other,Hindu,51-65,B,C,B,86.16169516298116,C,30.88616191069859,56.29967049768695,E,118.40091417982353,A,B,D,-137.41831628575872,0
Hispanic,Jewish,18-25,E,A,D,-175.14786820005025,C,44.75350827918819,-82.30953744427818,B,-210.26980160527415,E,E,C,-218.81266298695388,0
Other,Buddhist,65+,B,A,D,-195.50364327241942,D,-78.90838459176453,20.41365304216481,D,146.99620019858907,A,D,D,-49.99822685104925,0
Hispanic,Buddhist,36-50,B,A,D,-87.55582253291256,C,76.39960169566146,-53.43696151523915,A,42.56810397510652,C,B,B,-5.120050862136785,1
Hispanic,None,18-25,D,D,A,43.769378103767544,E,121.88280561551711,-24.463973396144745,E,-32.53043480332363,B,D,C,11.14047425651378,1
African American,Christian,65+,A,B,A,-14.163568360711562,D,-0.3757670373561219,7.9898778174627605,A,-21.900365356256028,D,E,D,93.27867888231516,0
White,None,26-35,A,A,C,69.22450009686617,C,24.658508292017242,-0.5730464449976287,E,112.80130203771196,B,B,C,71.25033432807403,1
White,Muslim,65+,E,B,D,36.64772880292765,A,133.80531294357743,-7.384870261714781,A,-25.01297796305829,B,D,B,76.55309076002524,1
Black,Buddhist,26-35,B,A,A,49.520015035281084,A,-65.61914288945577,193.01048530653165,B,-10.6171924511596,D,E,B,-50.11768903295689,0
Asian,Buddhist,18-25,A,E,B,51.81666729839583,D,-258.8317561573771,64.32917308608732,D,-99.15044670524134,C,B,A,60.8441958757013,1
African American,Christian,65+,E,E,A,-179.45702836564536,C,97.65006839826694,242.70790901577027,B,-176.98759566678996,A,A,B,7.730008712496987,0
African American,Other,18-25,C,C,C,-3.3301879573182065,E,71.31149337291494,42.71198592874272,A,-78.00413991896441,D,E,E,73.89546324433717,1
Hispanic,Buddhist,65+,D,B,C,60.89410462219605,C,-27.261570799820706,-55.75743506870579,A,141.91958000548715,D,D,E,-111.7534255147737,0
Hispanic,Jewish,18-25,E,E,E,109.22530772405013,E,31.462367305567785,-36.62799561534005,C,20.79737698023199,B,A,E,-49.57657396232985,0
White,Buddhist,65+,A,E,B,48.035803916701205,D,-43.203038805936636,-61.067301200808345,B,153.45493996049743,D,E,B,-75.18920710418635,0
White,Other,51-65,C,D,A,39.19704247512025,A,-128.5270577435942,-73.03801896155906,C,141.46611347602152,A,B,B,-33.45856725907871,0
Other,Christian,51-65,D,B,C,139.18930456385417,C,174.58933807905632,9.714950517047821,C,-103.69804229091753,B,E,A,57.195171876893134,0
White,None,51-65,B,E,D,-213.06424555843046,E,-52.51191535650547,-13.005891738623887,A,-96.6551106337124,E,A,E,73.88277496747118,0
Black,Muslim,26-35,D,C,C,221.99836354769099,E,124.91070240583475,133.46048897767005,E,32.172866646185206,E,E,E,11.0878891859787,0
African American,Other,26-35,C,D,A,104.50209695993455,D,-151.2876459167103,-14.912140844666027,A,-75.69239242389456,D,C,A,-187.5775943376087,0
African American,Other,51-65,D,A,E,9.57244802858054,D,-72.70362923953472,-227.06288628963702,E,-76.1383663138137,C,C,A,-101.42397833960439,1
White,Jewish,18-25,C,B,D,79.83999656519025,D,-182.82159086438813,75.19817612246582,B,-118.37907197164563,A,A,B,-25.929371995835222,0
Other,Buddhist,65+,B,E,A,-115.37860975207637,D,-17.0129620840182,-233.74386294251715,C,34.49442517939659,D,D,A,121.39245157337398,0
Black,Christian,18-25,B,E,D,10.464124962456788,A,-102.89473009662058,-0.3008893820172827,B,48.44900052526961,C,D,A,81.00970350866686,0
Asian,Buddhist,51-65,C,A,E,-51.385510392756196,A,88.59511111427662,55.2430935417375,C,-3.227817435780942,B,B,B,-148.61877851168967,1
African American,Christian,51-65,C,D,A,-39.19281907865436,D,-179.57024194803842,37.77684942677343,B,-80.50293644664347,D,A,A,61.55377177221628,1
Hispanic,Other,26-35,A,C,E,46.27793385629631,A,-103.08551530270482,-98.48877906212766,C,87.28497617882394,E,A,D,-66.97644201271842,1
White,Christian,51-65,C,B,D,65.51747256181754,B,-63.060024218880606,-73.1672882755441,E,-93.6418019887842,A,E,C,93.09420092039635,0
Hispanic,None,18-25,B,E,A,137.40129265134405,E,167.34918272316713,95.19350738534665,D,171.127334004763,D,D,B,72.16084383731071,0
Hispanic,Hindu,18-25,E,B,C,23.44378747529998,B,-2.343611309471287,-5.892213271003087,C,-126.0290810341801,B,C,C,65.60180002446863,0
Black,Jewish,18-25,A,D,E,20.938493821424103,E,-7.822267747833213,44.72424815045433,D,100.70842982102475,B,A,B,46.86777668221798,1
White,Muslim,36-50,C,D,B,-87.65270005030605,B,46.58609665178249,33.93550039947449,D,-80.53756399726488,E,B,D,-104.2018583206817,1
Other,Muslim,51-65,C,D,C,36.46560103267703,D,-123.51968253197923,-66.52586671680791,D,-165.08016318264148,C,E,A,39.11514155596545,0
White,None,65+,A,D,E,-75.13066147204951,E,-120.70980600668636,-60.88906440017555,C,32.79829971040912,E,D,C,43.38071885858513,1
Other,Jewish,18-25,B,D,E,76.150779060533,D,-48.77298843321823,18.118921530232612,A,-42.6274344357854,A,C,C,-137.4592669018242,1
Asian,None,26-35,C,B,C,-25.679983472826823,A,-79.76626509451692,44.87896361052391,C,73.66748080814237,D,D,C,139.27657596830397,1
Asian,Buddhist,36-50,B,D,A,-130.82053385597817,E,-65.45827309521353,-4.954829266519339,B,59.78840097677847,A,D,E,137.017227579704,0
Other,Buddhist,51-65,B,E,D,-50.97442014367163,E,35.97914396921872,-94.5722757173278,A,3.4006108851564356,C,A,B,134.14275448994292,0
Black,None,26-35,D,B,E,55.11990897232197,E,107.47402908107611,-87.23169754824106,A,-41.01560031614373,E,B,A,-154.77878334569073,0
Asian,Hindu,18-25,A,B,E,5.851122011869024,A,-46.343192796721034,147.4661523047298,E,213.2078684064419,D,D,D,-13.189679932644069,1
African American,None,51-65,B,E,E,-39.78782502204597,E,99.95308523532799,29.005146018208873,A,-56.03262018670369,A,C,A,210.0307467190548,1
Black,Muslim,65+,B,C,B,21.133182339809466,D,-182.64344324449928,-125.38515439027537,B,-130.69964032990745,B,A,A,135.8864635770777,0
Asian,Muslim,18-25,C,E,A,29.2083803604739,D,-15.542144608685875,56.64865515597231,E,-135.46642444607318,C,C,E,37.27285993636644,0
White,Christian,65+,E,B,E,-56.18043954899824,B,34.94531589460565,-38.05689697782116,D,64.28501481422548,B,D,E,12.314280207710262,0
African American,Muslim,26-35,E,C,A,209.2088012640988,A,-39.75268402905067,78.26957861451946,B,103.11547505903924,E,B,D,111.69218817225628,1
Asian,Muslim,36-50,D,E,C,-66.73480217893527,A,108.1426957179394,-116.45175997083147,E,-124.8498926640161,A,A,D,-123.33690171037863,1
Black,Jewish,26-35,E,B,B,-79.21348326711102,E,-123.97498345731162,11.087727597608506,B,-75.71439951748867,A,E,E,176.98082346316082,1
African American,None,36-50,E,B,A,29.716559550407833,B,39.55128370850205,70.08529137166207,A,90.75908599712044,A,C,A,-97.5448000450722,1
Asian,Muslim,26-35,C,B,B,-115.15133168929124,A,-132.8199880749977,-48.04525573357145,E,-31.04996629457982,A,D,A,-3.7551526352940927,0
Hispanic,Hindu,26-35,E,A,A,56.902510796369285,C,-117.92679713685585,143.94446232382205,E,99.89749693176564,D,A,E,-69.77860458020314,0
Asian,Jewish,65+,E,D,A,91.07566434861981,E,32.500383664816965,-17.41769691229124,A,-37.195040088707835,D,D,E,-95.59012821111436,1
White,Hindu,51-65,A,A,E,-68.33551948486706,E,-120.34163533392214,114.74151234279238,D,105.9716255729972,A,B,E,139.50653922499825,0
African American,Jewish,36-50,B,E,E,-247.64470504971848,A,-24.796044535787885,-109.66302446855127,C,-69.93792575921887,A,C,A,-11.201065502318613,1
African American,Muslim,36-50,E,B,E,47.754759081145856,D,-12.389894603883478,27.157723923086213,A,-71.58674472211256,D,C,B,-54.64134965932716,1
White,Buddhist,26-35,B,D,C,-163.7240648123514,A,-28.583766918401388,-92.93640740984135,A,117.1057810324352,C,C,D,148.50628729652237,0
Other,Hindu,65+,E,C,E,60.606417212091266,E,39.509260827909564,148.92535866601554,A,16.65829629828112,E,E,C,54.951567245252505,0
Other,Muslim,65+,C,B,E,0.5871340227182688,E,-129.3496323389034,238.58682204922624,B,30.42831959855661,E,B,E,-68.82203304484571,0
Black,Buddhist,18-25,D,C,B,130.60825886478037,B,-144.71445198397137,60.443389229421754,C,-28.625130506955777,E,B,A,-118.28850178025361,1
Asian,Hindu,51-65,C,D,E,47.68022765060866,D,-119.43572918304794,-49.8008822692816,C,-154.19412879747878,D,B,A,-34.161591082730645,0
Hispanic,Muslim,51-65,D,B,A,-101.70661951097992,C,-82.75687357956289,-186.04711421309236,E,-44.03696258277584,A,C,C,119.53824758852531,0
African American,None,26-35,D,A,D,46.10400581053525,A,-99.35305992292707,-115.00435796317205,D,-6.837917567551437,C,D,B,22.71587489551101,0
White,Other,51-65,A,D,E,130.83041099461795,D,204.97380182906855,109.5957027178266,D,-42.75121113180349,C,D,A,41.08950035491537,0
Asian,Other,36-50,D,B,E,116.84253932903601,C,-65.24201527256649,-50.166157625623974,E,-105.33083748105219,B,D,C,99.62102675539525,1
Other,Other,51-65,D,C,C,-33.50734079273431,C,-123.91819205364824,-72.50011932156966,E,89.6935167118297,A,E,B,66.25216914948872,1
African American,Other,18-25,A,B,B,-16.142136329596006,A,-85.26449625372548,21.953436126984403,D,-0.26890844809800724,E,D,D,150.85001638791834,0
Black,Jewish,51-65,D,E,D,-146.52673819784064,A,115.79599976273478,52.102083780211004,B,-92.44183792995476,B,A,D,-93.99919583140137,0
African American,Hindu,36-50,A,B,A,113.6899199570266,C,-174.6974147947887,-35.445981839327644,D,-116.37641846337534,B,C,E,154.62494300633227,0
Hispanic,Muslim,65+,D,B,D,-24.76101536386172,C,12.971479493129545,-95.85082798138149,A,-192.16046642242088,E,D,A,-78.02321204531239,0
White,Other,65+,B,D,E,-13.266200669991509,B,92.64099241004972,-200.3706713829842,B,5.504491005964009,C,D,B,116.56071356512525,1
Hispanic,None,36-50,D,A,C,120.24001998066709,C,-51.426599164826904,-35.185328888284786,B,13.13067872912193,B,E,B,-144.44742533537362,1
Other,None,26-35,C,D,A,154.18980620931794,D,-21.50295008015827,-203.5692891074949,A,201.60667520023617,C,D,E,-75.10628423992873,1
Black,Buddhist,65+,A,B,B,123.25399445931109,D,-129.39904452749047,-64.42020337103716,C,-15.00683802728919,A,D,C,19.114954210417025,0
White,Other,18-25,E,C,E,-11.665406863119864,D,85.06601414952334,41.17414056500856,D,4.209007332132227,C,E,D,19.49027320013631,1
Asian,Buddhist,36-50,D,A,E,24.731749574007473,A,-32.499861553788996,17.987466643328016,C,-75.09735698606306,A,C,E,-73.36041999395022,0
Hispanic,Other,36-50,E,E,A,59.203257579674315,E,-42.010277512881494,141.9882286991642,B,100.08020153379269,D,D,A,-30.661025478174597,1
African American,Jewish,36-50,E,B,A,57.10839528680851,A,70.47508560423395,-106.85560252842158,C,-90.75119015074415,A,C,A,-71.9494897788263,0
Hispanic,Other,18-25,D,E,D,-156.5147531957103,A,-13.620943175513716,64.97131713449195,B,36.60642849071914,D,C,D,-13.934744624843992,1
Hispanic,Christian,51-65,C,D,C,38.32708337005657,D,-77.50800161077692,119.1925777353572,C,4.512720808939997,D,A,B,-41.205257201967605,0
Hispanic,Christian,51-65,D,B,C,-108.88907388351419,B,-38.81450551613373,-78.63247522305258,A,127.29628908188498,B,B,E,-44.5649781391569,0
White,Jewish,51-65,C,D,E,22.113107322842772,D,49.05223488261882,12.602919686120348,A,38.90778847186942,D,B,E,-23.526311182939626,1
Hispanic,Jewish,18-25,E,E,D,143.75851771474285,A,198.00959266239582,11.612529988639205,C,-3.775994350730668,A,B,C,73.11809330960524,1
White,Other,51-65,C,A,C,109.1741035211009,A,-5.744017666056687,-4.704901453713617,D,-8.616978804221239,A,C,E,-3.3481456443312907,1
Hispanic,Christian,65+,E,C,E,-58.75077088607539,A,-173.97705051155927,-165.87731592952412,E,88.251418313049,B,B,E,51.99576366949482,0
African American,Muslim,65+,D,C,D,113.30970349468035,C,127.12379560948794,-125.67429488294968,E,-126.44649216148751,E,D,E,41.13079912142234,0
Hispanic,Muslim,51-65,E,A,C,-234.5368079243223,A,-152.6575558557099,227.08015789230046,E,160.92763482193263,A,B,A,-172.57069699538013,1
Hispanic,Other,36-50,B,E,B,66.85820555244234,B,51.15624379516167,104.23047002307844,A,-54.836667664967386,A,E,A,-41.5345553471704,0
Hispanic,Other,51-65,E,E,A,-117.60420236943301,B,-121.1652176986004,-13.11548389412569,D,84.47363926286022,B,D,D,159.2392208332887,1
Other,Hindu,18-25,B,B,E,-55.522533858135795,C,25.903629657702144,158.07786821603383,B,145.47753381907873,B,E,A,-215.9594331162483,0
Other,Hindu,36-50,E,A,D,52.10847902392429,D,52.04951849380129,62.94805953395037,A,64.21798484621105,A,B,E,-54.3634362733615,0
Asian,Muslim,18-25,E,A,E,11.600216607641519,D,233.86258316963193,-83.77992376225967,C,40.797096254598685,E,E,E,-19.810991904018003,0
Other,Hindu,18-25,B,D,B,72.28365528328898,A,101.4658914777034,83.57487169138616,E,207.42498305488843,D,D,D,15.004371927570453,1
White,None,26-35,C,B,B,122.98739090792698,B,267.0283112660047,71.31293102276182,B,-36.435985592743286,B,C,E,-41.76724369277587,0
Asian,Other,26-35,A,C,A,-82.12136830476699,A,-191.9358820846856,-268.0231890614774,D,39.38816468714502,E,C,D,-27.226160076041584,1
White,Christian,51-65,E,E,D,-182.5054633776148,A,-15.98251762703188,-2.76993002365568,C,124.39068900300157,E,C,E,-34.2222771989762,0
White,Muslim,51-65,A,D,A,-56.813899265238454,B,30.548898932929404,-45.71491846290811,C,80.01897418949201,D,C,C,-156.53195875783362,1
Black,None,65+,D,A,B,-164.4898056041541,D,-108.00781307759088,-111.30397256863188,E,-44.151606617612934,B,A,D,-89.10028182454415,0
African American,Other,26-35,C,D,E,-28.61188671957491,C,32.69410247862318,-1.2568159678747246,B,99.6526293470145,C,A,E,42.16273611477065,0
Asian,Buddhist,51-65,C,A,E,106.63687347418798,D,-59.7344655181217,-288.5547068477382,B,67.56160659697646,E,C,C,53.22366296348924,0
Black,Other,18-25,A,B,A,36.541219586661015,E,-194.26647627323516,97.8787744013993,E,40.6627450603245,B,A,C,30.101091187634072,0
White,Christian,36-50,C,C,B,-84.5916093331028,E,-40.45020421985272,134.65820880731255,A,-51.66629600161182,E,A,D,-208.03416286409288,1
Hispanic,Hindu,26-35,B,A,C,53.01346079960448,E,28.39318090184139,270.27684957135205,C,55.91952639280139,B,A,A,72.81189938062566,1
White,Hindu,65+,E,A,B,-36.826239864280836,A,216.4625152836676,-29.714985200313066,C,104.13463674128636,C,A,C,204.34461560195086,1
Black,Muslim,18-25,D,C,E,35.70988439243779,D,96.91707595102787,-64.60238425238299,B,-29.15185143874121,D,B,E,-48.17520825875749,1
Other,Jewish,65+,C,B,C,79.8597868766144,C,-16.423864823484895,220.21756384917936,E,72.95026805062705,E,E,B,-194.49363154972787,0
Hispanic,Jewish,36-50,D,D,D,111.19393509660371,A,59.85973291888005,-207.47280205453563,D,-2.0000545752559584,C,B,B,-28.7565175822412,0
Hispanic,Jewish,26-35,D,D,A,-55.48313389936732,A,89.36105197674986,-25.753615203381102,C,-59.501887506651244,E,E,D,184.07212303265948,1
African American,Other,18-25,C,C,C,5.123282807768168,D,-137.09788193321967,26.247895956138123,D,-70.2670881775058,A,B,D,-2.027233276305044,1
Asian,Christian,18-25,A,A,E,-11.279832706351955,E,19.567822039494036,-129.14087056663232,B,-132.88310650503067,C,C,A,70.77607110383727,0
Hispanic,Jewish,51-65,C,E,A,-6.16756025833681,D,126.31535152398368,-180.0019122448436,A,185.87559669689693,D,C,E,-202.72951480428222,1
Hispanic,Muslim,18-25,B,C,B,43.1892881786064,C,210.38721656224374,-15.272996454030608,E,-52.711082880632546,C,D,A,-110.74981477447542,0
Hispanic,Hindu,26-35,A,C,D,110.05145902935625,A,356.89342763716814,-74.86816550746336,A,60.67672021987185,D,D,E,78.32134747218642,1
Asian,Hindu,26-35,B,E,D,-11.645745534844485,D,-116.45440850329949,8.995304920510575,E,-49.534391746910615,B,E,C,98.28962226565481,1
Black,Jewish,65+,B,E,D,81.2675173582263,D,-120.0927398636879,44.796414841195826,A,39.876029555387355,B,D,D,-114.85759738806185,1
Black,Other,26-35,C,C,B,61.973676735757735,D,85.3546139801712,61.277004918657596,B,38.12026753924664,A,B,A,-26.496250538101634,0
Hispanic,None,65+,B,E,C,-50.78578255981681,B,-32.52529284559596,-61.681072871214816,C,-42.05608769196939,C,C,A,18.935959886311416,0
Asian,Christian,36-50,E,C,A,-183.4813642323673,B,40.31399618378803,-132.05551169561423,D,128.3478469317777,D,C,C,-75.3247799031843,1
White,Hindu,65+,C,E,B,-56.69810987504438,C,-157.43465218097163,54.024834489953875,D,275.7358649310509,D,E,E,-49.9858604278227,0
African American,Jewish,36-50,E,B,A,-151.83749485398607,A,249.4097201373961,-37.28542475374969,E,-16.29979365300366,C,E,B,-80.06805629591214,0
Hispanic,Other,26-35,E,D,B,143.4158205358695,C,67.0379202410317,-15.54444285787355,A,180.28862811414848,C,A,E,114.57123371686923,1
White,Other,18-25,D,A,C,-53.42714392047405,D,30.360021900547885,-17.824041040618667,C,-51.85747072321847,C,B,E,27.858099758576188,0
White,Muslim,36-50,C,E,D,-156.87182792486075,B,236.7114097075563,108.1634560679154,C,-146.1667868092499,B,D,A,42.253584366722336,0
African American,Other,51-65,B,A,B,-135.72570706319965,C,-307.1626228185719,-24.186814889148316,B,-167.7341817872337,D,C,E,-18.496905145058108,0
African American,Other,18-25,C,E,D,156.89228954902714,A,-121.04887801745787,16.95140292406112,C,-92.72848392863294,C,A,A,-177.9551687672827,1
Asian,Hindu,26-35,B,E,D,156.41497254792364,C,-64.96209133677017,29.17845305544277,D,-48.11391128277829,A,D,C,-259.42149289825244,0
Asian,None,51-65,B,D,D,19.376572138202516,B,-262.516084060974,44.261102724417505,B,-107.69359225550245,E,B,C,-53.51882214229357,1
Black,Buddhist,51-65,E,C,C,168.85719244091078,D,143.6572667606719,-81.77310674571754,D,12.930639142534552,C,A,D,49.94824310913381,0
Hispanic,Other,26-35,B,B,C,-131.58974614192752,C,-153.03568834809624,-79.01153961811342,D,1.2541136487488076,B,E,A,-104.47057429350319,0
Asian,Jewish,65+,A,B,C,86.57833814147577,C,64.42895965845153,-111.96063376259137,C,78.56694384210702,D,A,E,184.6712420191827,0
African American,Hindu,18-25,B,E,E,75.02818196085127,E,21.531231146970338,-1.49003396703094,C,-99.67947023206871,B,E,B,-35.191555526723036,0
African American,Buddhist,36-50,A,D,D,-91.55212987072808,E,24.85799098090818,108.94004752572361,C,71.39900998927321,C,B,A,86.10248247655043,1
Hispanic,Jewish,18-25,B,E,B,75.4872613461688,E,-11.242354701209718,118.68446489302687,B,160.22605850068967,B,A,A,-76.16159251624143,0
White,Other,26-35,C,E,C,8.839057258264848,B,216.41797050076894,-260.11514318019465,E,-96.53818963365323,C,B,C,1.5990246239454005,0
Other,Christian,26-35,C,A,E,-1.4587070155907567,D,-6.129888986386169,59.459538326948,C,-225.5257107258595,B,D,B,-227.2421082186587,1
Black,Jewish,26-35,B,C,E,-42.33705462967611,C,-30.60064884705851,82.99013016012616,E,-24.510694845071495,D,E,E,107.93880969352887,1
African American,None,26-35,C,A,A,-2.613626152967301,A,-38.34147465696957,-62.57528866954536,C,-71.52811572639288,D,E,A,48.35749921988944,1
Hispanic,Christian,26-35,E,D,E,-153.3795853191662,B,-162.49679185365562,110.35643396175794,A,19.376232803401518,D,A,A,115.19826386191497,0
African American,Buddhist,65+,A,A,A,132.04876680483622,B,-101.50461515546752,-5.793049762907981,D,-45.86655115837102,D,B,C,-84.51336462869975,0
Black,Muslim,36-50,B,E,B,187.20940831379,A,-116.30688278179552,36.952215506523146,B,-3.9829340773146207,E,B,C,-7.069917794229101,0
Black,None,65+,D,D,C,248.6120931659217,A,-128.8852586606982,-3.944489320251737,E,59.96518179873601,D,E,C,3.121867259546589,1
Black,Hindu,18-25,A,C,E,-137.29798631959244,B,59.329175762445594,57.81631493452426,A,79.9503361039349,C,A,B,-93.47209888054627,1
Black,Other,51-65,A,E,C,50.61768976585921,B,-103.0553377206612,-59.613356760942196,C,76.74461509921495,D,A,D,99.30996721291379,1
Other,None,36-50,A,B,A,-77.92529864580882,E,-21.17400577527654,-125.14868410029692,B,159.8018452058526,B,D,E,60.331033493364,0
African American,Hindu,36-50,C,D,E,-81.2967704816854,A,-66.4919234605346,-32.61963976009531,C,51.325356523453934,E,E,C,43.53566239678012,0
White,Other,36-50,C,B,D,26.92711853873005,D,-84.87136381918917,-35.84391246377854,C,-56.33389330018244,B,B,A,-9.687615105991611,0
African American,Muslim,36-50,A,A,A,87.95922510000919,E,-57.580835364078396,65.75545772179096,C,50.786196459873025,E,E,C,-48.027523795829794,1
Asian,Hindu,65+,D,E,B,-24.181349978022595,E,78.52251735424512,202.17127597808408,C,-63.665255582979,B,C,B,71.02846850192262,1
White,Christian,51-65,B,A,B,-53.008091817851366,D,47.54969425727432,199.61906741154257,B,20.017927622413374,B,A,D,83.26906738470909,0
Other,Hindu,18-25,C,C,D,-51.42426634460017,D,-18.949593780731284,2.8109085194699692,D,57.1202021096925,E,C,D,135.32434898644289,1
White,Other,65+,A,A,A,-9.037529590242654,E,11.850056569786254,-127.17226544478855,D,-41.25137224938512,B,A,D,-37.482516875471596,0
White,Jewish,36-50,C,B,A,15.803011380499681,A,122.2185763225015,-71.11997246495069,E,-24.730687595085474,B,C,A,-4.3975097783509165,0
Asian,Christian,51-65,A,D,D,-155.57270578653632,A,-62.8832333480538,137.9542923046707,B,60.22067059104518,D,C,B,167.4396968227407,1
White,Muslim,18-25,E,C,E,-67.62677932097225,D,-42.78627568090249,43.04687451824516,E,75.68937504322078,B,D,C,-20.109458349992842,1
Black,Hindu,65+,E,E,C,-266.36384607404835,C,-16.979493135907457,-16.70114961317233,C,90.19123974924246,B,D,D,-110.62984013261206,0
White,Jewish,18-25,E,C,D,41.988434114627616,B,-109.16294992983595,-19.405139012515043,A,93.98035509334916,A,E,C,16.4331848351435,0
White,Buddhist,51-65,E,B,B,148.21630241515214,A,35.83145977406893,141.61537935908473,B,100.76880271513902,E,D,A,107.2667872648768,0
Asian,None,65+,D,B,A,107.20437818420001,E,-24.946752125945082,-57.80288809234386,E,-209.3751580240106,B,B,A,105.14007565111834,1
Asian,Jewish,65+,C,C,C,83.0023888452776,A,135.58112932959884,84.64173789717597,C,145.70856306439742,E,C,E,73.07556114329805,0
Other,Jewish,18-25,A,C,D,-208.93979234453926,C,-148.003993809085,6.199839827126955,E,50.68924110778562,D,B,D,32.66636976977542,0
Hispanic,Buddhist,18-25,E,B,C,70.18889378757027,A,12.50115005309079,-236.9160955012955,D,-86.64800576295752,E,C,B,84.84455169487394,0
Asian,Jewish,18-25,D,E,D,-35.983252490974486,A,-26.46603010456103,-263.83673460943015,A,34.394259934990174,C,B,B,103.46631938326686,1
Hispanic,Other,65+,E,A,D,-190.87318330939047,A,-132.68976642310503,-92.88493247850471,E,-26.623766981323293,A,D,D,-78.67373898567887,0
African American,Hindu,36-50,B,D,D,85.1882916654078,D,31.668896031393118,-68.2642931910708,C,-59.49636189864415,E,B,A,186.24430564627104,0
Black,Muslim,65+,C,D,C,4.662067405138927,E,-10.536014133909145,-46.087374560189026,C,124.39036817952542,A,D,D,118.23281736118112,0
Other,None,51-65,D,D,E,69.6202841292166,A,152.56062618058002,7.087603990837567,D,-96.1267854005366,B,E,D,22.505560394505082,0
Asian,Christian,51-65,D,A,C,-195.36748532281004,B,-62.89528702752744,31.557582306857345,A,10.714464940932068,B,A,B,-194.1557624707829,0
Black,Buddhist,51-65,A,E,B,-151.77952839793113,B,-8.164829241646071,-32.481948259539,C,-89.40946811946586,D,C,B,-90.04180350376635,1
Black,None,18-25,C,C,A,-55.133128167093126,A,-109.08881581600612,-92.61812638387077,B,58.33541286315087,B,C,C,17.386652889408243,1
African American,Muslim,65+,E,B,D,153.79460057444257,B,99.30940345214387,153.22185701169548,E,-39.230164458480424,D,B,B,66.3631899080822,1
Black,Buddhist,26-35,C,E,B,80.57849337055055,B,104.36980205983471,-6.073186769882228,E,-35.50696650546031,D,C,A,-96.84401550171019,1
Other,Muslim,36-50,E,D,C,43.37095605998132,B,137.3702078479289,-14.818097529948036,E,-147.19957961294753,D,D,B,41.64702579406266,0
