Religion,married,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
None,Divorced,A,-263.95479860669764,E,B,E,B,B,D,D,34.557747562193,E,B,1
Other,Divorced,A,-85.47138993575604,B,A,B,C,A,D,B,14.706469147141293,A,B,0
Muslim,Single,C,80.91305621299966,C,B,B,A,E,C,B,41.183656076180235,B,B,1
Other,Divorced,D,169.66912999799268,E,E,D,D,C,E,C,-69.32333253007597,D,D,0
None,Single,A,-117.87445183052098,A,A,B,E,A,A,A,-165.61974845999262,C,C,1
Christian,Widowed,D,173.3832972409933,D,A,D,D,A,B,A,-28.957733960887843,A,C,1
None,Widowed,E,164.65321674155666,E,D,E,D,C,E,B,14.90325727533563,E,B,0
Other,Widowed,B,-30.776355097603936,A,C,E,B,E,B,E,36.491289229580396,A,A,1
Other,Widowed,C,-75.18197459878817,B,C,E,A,E,B,D,21.192837048629208,C,B,0
Other,Married,C,-8.91252990351258,B,C,A,E,E,E,D,-9.248617235041587,D,E,0
None,Divorced,E,114.47464317813132,C,B,A,C,C,E,E,-89.57517433054333,B,D,1
Hindu,Widowed,B,-209.36033341112318,A,E,A,D,A,C,A,127.71899369298676,C,B,0
Hindu,Married,C,103.69005435346858,A,A,D,C,B,C,B,-79.66512519371355,A,C,1
None,Divorced,B,-122.12629351635455,C,D,E,D,C,C,A,106.1980772996926,E,C,0
Buddhist,Married,B,53.5065134589705,A,C,A,B,B,E,A,-5.225996273582564,D,A,1
Muslim,Married,B,83.85752476325563,A,C,B,C,A,D,B,204.77558863597193,D,D,0
None,Single,B,65.13528963259908,E,B,A,A,A,B,C,-31.037186901119146,E,B,0
Jewish,Single,E,166.11120733537078,E,E,B,A,B,B,D,-202.63138834720533,D,A,1
Buddhist,Widowed,A,-157.26102963053415,D,A,C,B,C,A,A,74.00116574233604,C,E,1
Hindu,Married,A,-20.61925815388684,C,A,D,A,E,D,D,0.6291114647495135,A,C,0
Other,Single,D,121.49781553797669,D,C,A,B,D,B,B,-37.21073706398994,C,E,1
Christian,Single,E,74.98736290852928,D,E,D,D,A,B,B,-16.13693885207786,D,E,1
Christian,Single,C,-79.70558277844944,B,E,E,D,E,A,E,9.090678286851032,A,C,0
Muslim,Divorced,B,-52.6011531049284,A,A,C,C,C,D,E,62.751440268764505,D,C,1
Other,Married,C,132.61352534164942,E,A,A,E,B,B,A,-4.491189315685647,D,B,1
Jewish,Married,D,80.48067582373115,D,D,A,C,E,E,B,-152.38980425150447,C,A,1
Christian,Divorced,B,-90.78682072455054,E,D,A,C,C,A,E,-103.25579719058284,B,A,1
None,Single,D,88.50959493638715,B,E,B,C,A,E,A,71.78226335845066,D,A,1
Christian,Single,D,-26.10971108225263,E,A,C,D,A,B,E,-167.78026940574753,C,E,0
Hindu,Widowed,B,-118.47299810842817,C,B,A,A,C,B,E,96.47429179835798,A,B,0
Buddhist,Widowed,D,35.32902730306517,E,E,C,A,D,C,B,16.095834173402885,D,C,0
Buddhist,Divorced,D,-6.906132875285685,D,B,D,D,C,A,A,55.81491323066018,C,B,1
Christian,Widowed,D,62.79442969926144,E,A,C,B,A,B,C,-45.17549183659586,C,B,0
Buddhist,Divorced,C,-120.00114108634689,D,B,C,B,D,A,E,-19.88901182237304,B,E,1
Muslim,Divorced,C,-5.605315046278699,E,C,D,A,A,E,D,36.75676713089163,D,A,0
Buddhist,Single,A,-123.22809245513695,E,C,B,D,C,B,B,45.84792858395094,C,D,1
Muslim,Widowed,D,134.14737281782374,D,C,E,B,A,C,E,33.560986430050285,B,D,0
Jewish,Single,D,-28.007769113462732,B,A,E,E,D,B,A,-37.65616722222873,B,C,0
Jewish,Married,D,49.1059687024722,D,A,C,B,A,E,A,-74.57876424703566,E,E,0
Muslim,Married,D,7.202652863914604,D,A,E,A,B,C,C,-27.832313759456195,A,E,1
None,Married,D,-225.7021210410719,D,A,C,D,A,B,B,57.42270942905377,E,E,0
Hindu,Single,B,147.96690257816374,E,A,D,A,A,B,C,-194.18852756150935,C,B,1
None,Single,B,87.88851718865521,C,D,D,D,A,B,B,96.15788924690804,E,C,0
Muslim,Divorced,E,-3.388950193459893,D,E,A,C,A,D,B,75.64491328174998,E,B,0
Hindu,Married,B,36.848154415147185,D,D,B,C,A,A,A,149.7270643051454,E,B,1
Christian,Married,C,97.49371549656934,D,D,B,A,E,D,A,-25.511503387963085,E,A,1
Other,Single,B,-213.4231494699379,A,A,E,D,D,D,E,-95.582939673022,D,E,1
Jewish,Widowed,C,120.54177518918816,D,A,E,D,B,D,E,111.32333929151781,C,E,0
Buddhist,Single,C,-72.03434616290359,A,B,B,B,D,A,E,-64.29584483854762,A,A,1
Christian,Married,D,-128.23169860783656,C,C,E,C,C,C,D,207.74423195331147,D,B,0
Other,Single,C,-79.006262006948,D,D,A,A,E,C,D,-0.9013385691502517,B,A,1
Other,Single,E,-16.615651635648085,C,E,A,D,E,B,E,-30.2748135450713,E,D,0
Jewish,Divorced,E,-164.4407785838098,B,A,A,E,D,E,D,-125.27901178117114,B,E,1
Hindu,Single,C,79.62044361128336,A,E,E,E,C,C,B,-26.445024244001246,C,C,0
Jewish,Married,C,-41.08134313229462,B,E,A,B,D,D,B,28.32593412528987,B,A,1
None,Divorced,B,-216.69142804816133,D,C,D,A,B,E,E,-88.72906469502965,C,A,1
Hindu,Single,D,-13.712419332776484,D,B,B,B,E,B,B,-77.17480840702649,E,A,1
Buddhist,Single,C,-63.672643843572075,B,E,C,E,E,C,A,-26.23773414960381,B,D,1
Muslim,Widowed,E,89.88819389538075,B,C,A,E,A,E,B,-149.75567382170058,D,B,1
Jewish,Married,D,93.61861526722191,C,D,A,C,B,C,C,-108.72618939958014,C,D,1
Jewish,Married,A,53.53944890706816,D,C,C,E,B,E,B,-17.89498206159625,B,B,0
Muslim,Single,C,-75.11567957399788,C,B,B,B,A,B,E,-6.8347920729699725,C,C,0
Buddhist,Married,A,-81.08966627877953,E,D,A,A,E,B,E,-59.66450617103951,E,E,1
Buddhist,Single,E,-171.14127310992424,A,D,A,C,A,C,A,98.96959332000806,E,C,0
Muslim,Single,E,-93.54399363613709,E,A,D,C,E,A,E,-30.890495534356592,B,A,1
Christian,Widowed,A,55.388811505847855,D,A,A,D,A,B,A,-93.66507875058139,A,D,0
Jewish,Married,C,-31.86979051397469,C,D,C,D,D,E,A,-100.09801998668817,A,C,0
Buddhist,Divorced,A,91.078194435678,C,B,B,C,A,D,C,53.76937403678894,C,D,1
Other,Married,B,128.3306350212248,E,A,A,B,E,D,A,-109.63115393577951,C,D,1
Other,Widowed,E,-72.36341839642824,C,C,A,B,A,A,B,7.103956236694955,E,C,0
Christian,Single,A,-7.362400064918064,D,E,A,E,B,C,C,-141.02475529865438,B,A,0
Jewish,Widowed,D,26.848110715704475,D,C,A,C,C,B,D,-3.6614906057479857,A,B,1
Christian,Married,A,-19.457855760236086,A,A,D,B,A,C,C,-2.56588455982074,A,C,0
Muslim,Married,A,-96.91728949259826,A,E,C,E,D,E,D,-77.3488473270954,D,D,0
Buddhist,Single,B,100.29282320742678,C,A,A,A,B,E,C,205.82851813400134,D,D,0
Muslim,Married,B,-224.89461541739516,A,C,E,B,C,B,C,32.41832554312448,E,E,0
Jewish,Single,B,-60.2713368340852,E,D,E,C,B,B,E,-148.33794823325243,C,C,1
None,Married,D,24.604241248941097,D,A,C,E,C,A,B,-63.996997901135025,A,E,0
Muslim,Married,E,-102.44871859712539,B,C,B,C,C,A,E,42.06398273404403,A,A,1
Muslim,Divorced,B,30.938075238710557,D,A,A,E,B,E,C,115.40802246757235,E,E,1
Hindu,Married,A,2.2624201319050763,B,D,E,C,E,C,A,79.6690292505519,B,A,0
Muslim,Widowed,E,-0.5533906081714884,A,E,C,C,A,E,D,15.1522049699827,C,A,1
Other,Divorced,D,53.828423889420264,B,C,A,E,C,D,E,-88.54994096809664,C,C,1
Muslim,Single,E,-31.639750857200326,D,B,B,D,E,C,B,250.55740936319998,C,E,0
None,Single,D,-52.128570008194764,B,B,C,A,A,C,A,40.434209594242205,A,A,1
Hindu,Married,B,55.37449516672444,D,B,C,D,B,A,A,-2.894684883498018,D,E,0
Buddhist,Married,C,-223.665293665939,C,A,E,C,D,B,B,28.709174717844448,B,B,0
Buddhist,Divorced,D,167.83597947046582,C,D,C,B,A,E,B,-99.14469382045161,E,C,0
Other,Married,C,43.643838181462655,B,E,E,B,B,C,D,-11.833738064532385,B,A,0
Other,Single,E,263.605753118547,E,E,B,D,C,C,D,-162.96147502496035,C,E,0
Buddhist,Widowed,B,9.312070234981574,C,A,C,A,C,E,D,-87.81506486887697,D,D,1
Muslim,Single,B,-181.13328114892056,C,A,E,C,C,E,B,26.941533581773147,A,A,1
Muslim,Single,C,-81.68472854938658,A,A,D,A,B,C,E,18.50590854377435,E,B,0
Muslim,Single,B,-2.807585345585917,A,D,D,B,E,C,D,107.72485717608208,D,D,1
Christian,Widowed,B,43.86398955295424,C,A,E,A,E,D,D,96.98796869373324,D,C,1
Christian,Single,C,-64.99258349352827,C,A,A,E,C,E,A,7.316579853024809,C,E,0
Buddhist,Divorced,B,191.59777641415891,E,C,C,C,C,B,B,-43.92266038011024,D,D,0
Buddhist,Divorced,A,-123.13764736547148,B,B,D,B,A,A,D,34.90958854892577,D,E,0
None,Widowed,B,81.6342983178315,D,A,B,E,A,E,E,-185.20444382982583,D,E,0
Other,Single,D,37.194021118822,B,D,A,E,A,B,D,126.87592455457644,B,D,1
None,Married,E,-127.56956614517291,D,E,B,A,C,A,E,27.124839126806567,A,C,0
Christian,Widowed,C,67.26952025785616,A,B,A,D,B,A,B,52.69923332688686,A,E,0
Hindu,Divorced,C,-84.44516750890328,E,B,C,C,C,E,A,51.146508223617104,E,A,1
Muslim,Single,D,120.07936583963428,A,E,E,C,B,C,B,-7.230757210524985,C,A,1
Buddhist,Married,B,-84.21162903007419,C,B,B,E,E,E,E,-114.56089640822525,B,D,0
Hindu,Married,B,7.185847600677858,A,E,E,C,E,D,B,27.216577785965196,B,A,1
Other,Widowed,E,59.81096352643355,B,D,B,D,B,C,D,100.98835130968405,C,D,1
Jewish,Single,B,57.89339715980862,A,C,A,E,D,A,B,-202.43916039993087,A,A,0
Jewish,Single,D,-138.1030490129483,E,A,A,B,D,E,A,-26.48601948096166,B,C,1
Other,Married,A,-77.68891617523639,E,A,D,E,E,D,A,84.66020237023542,C,A,0
Hindu,Single,A,-43.504877617742544,B,B,B,A,A,A,E,16.022311197600956,E,C,1
Muslim,Single,A,-89.01201910867913,A,B,A,C,E,E,C,25.33404574532514,C,D,0
Hindu,Divorced,A,71.29315034434082,A,E,A,C,C,E,D,-31.972770100281465,D,D,0
None,Divorced,B,-45.66485276287305,C,B,D,B,D,E,E,134.91799772126683,D,B,0
None,Married,C,-50.44354012615523,B,C,D,B,D,A,B,-202.63165719232526,D,B,0
Buddhist,Divorced,C,-8.679555086204282,C,A,C,C,B,B,B,131.68527989461515,D,A,0
Muslim,Widowed,E,28.21825449917749,D,D,B,A,C,D,A,-176.51055050023385,E,C,1
Hindu,Married,E,-43.810850460523184,B,A,B,B,D,A,D,-48.07621058150925,E,D,1
Christian,Divorced,E,-124.19746556738245,D,A,E,C,A,A,E,-108.9922910685756,B,D,0
Other,Single,D,61.44905122299464,A,B,D,A,E,A,D,80.3912842018061,B,E,1
Muslim,Divorced,D,-19.721647539592276,D,A,A,D,D,C,C,22.92281649187933,A,B,1
None,Widowed,C,127.96394737756147,C,C,C,D,B,A,B,-122.13368804185878,B,A,0
Christian,Divorced,D,-84.16042992174951,B,E,B,B,B,D,B,-4.879991205079054,D,C,1
Hindu,Widowed,B,-15.454518484313484,C,C,D,D,C,E,D,-52.168173274375675,E,E,0
Buddhist,Single,D,-89.19165453565918,B,A,B,E,B,A,D,155.18503939478128,B,D,1
Other,Divorced,A,-93.30368485445003,E,A,B,D,B,B,A,-24.25575285959946,D,E,1
Other,Divorced,B,-96.81810352525304,D,A,E,B,C,D,A,-5.110435947416686,B,E,0
Jewish,Single,C,-20.77742943212802,B,E,D,D,C,C,D,-104.14803225672871,B,C,0
Jewish,Widowed,E,-26.766232279110273,D,A,B,B,C,A,E,-93.54774824364527,C,C,1
None,Single,E,106.11016726452031,C,A,C,A,C,C,A,-239.27563931864051,C,C,1
Jewish,Widowed,E,166.33595340451194,E,C,B,D,A,E,D,-77.0639751670423,C,A,1
None,Divorced,E,-5.987322508703234,B,E,A,E,D,D,E,-85.85650852728091,E,B,1
Other,Single,C,103.49347147064964,E,C,A,E,C,E,B,-35.1189330214425,E,C,1
Hindu,Widowed,C,-12.0039300646622,E,E,E,B,D,A,B,-38.10274858302675,E,E,0
Buddhist,Divorced,E,74.05165233690678,C,C,E,B,C,E,A,16.114184457493348,B,B,0
Muslim,Married,B,91.30482879400058,D,E,E,C,C,A,D,-22.440296754002595,E,B,0
None,Married,E,-62.673153919263214,E,A,D,B,C,A,E,-80.87432393529895,C,E,0
None,Single,C,59.774638061329554,B,E,B,B,D,D,A,-42.575282122436406,C,D,1
Muslim,Widowed,C,103.0759998622524,A,D,C,D,A,B,C,-105.88526756379643,E,B,1
Jewish,Widowed,E,-97.7005522366084,B,B,B,C,E,B,C,43.48680452781628,B,C,0
Buddhist,Married,C,-17.205295751032008,B,D,D,E,B,B,D,3.4108206898801487,D,E,0
Buddhist,Widowed,A,-48.843207954051124,E,B,E,C,C,A,C,-27.903665892976747,C,D,0
Buddhist,Widowed,C,-31.06538630609654,D,D,B,B,D,E,B,93.56234909666016,A,E,1
None,Single,E,153.01816963154383,D,E,A,A,D,D,D,-6.200972586387099,B,E,0
None,Widowed,C,-5.70717102754021,A,B,C,B,D,C,B,-10.917601076597244,C,A,0
Hindu,Single,C,28.002709186128932,C,B,A,C,A,C,E,101.30842144364713,C,D,1
Buddhist,Divorced,B,-1.8169415246229135,B,D,D,E,C,C,B,6.288407839173771,C,B,1
Hindu,Divorced,B,69.84270229266399,B,C,D,D,D,D,B,148.7969232316959,A,A,1
None,Married,C,-4.796682371749961,D,B,C,D,E,A,D,-121.73358169980936,A,A,1
Buddhist,Single,B,127.27919240558845,A,C,D,D,A,A,E,-2.1366241652266074,C,C,1
Jewish,Single,E,120.76779254340852,A,B,A,B,A,A,A,-25.11703278560014,A,C,0
Hindu,Divorced,C,-92.29720287656235,B,A,B,C,A,A,C,135.02502101676782,E,C,1
Hindu,Single,B,-31.48251724527689,A,A,E,A,C,C,E,46.30062571707189,E,E,1
Hindu,Divorced,A,112.34900166371415,C,A,D,A,A,B,B,-27.502107426350765,A,D,0
Hindu,Widowed,B,218.598832915856,B,E,A,B,D,E,A,10.604881728397334,D,E,1
Buddhist,Divorced,A,30.4766099032855,B,C,A,A,E,E,D,-97.56704489881788,C,A,0
Christian,Divorced,E,78.24303656241652,D,E,A,E,C,A,B,8.809812041695892,B,E,1
Hindu,Single,E,-93.90518859373996,C,D,D,E,D,A,E,364.520137089406,C,C,0
Other,Married,A,-73.35712322629917,A,C,A,E,D,A,C,15.282446132673266,C,E,1
Other,Divorced,E,148.83808579255228,B,A,C,B,A,E,B,-72.2250984057208,C,B,0
Hindu,Widowed,B,4.780110319881812,C,D,C,C,D,E,C,10.430420942628208,C,C,0
Muslim,Married,D,70.50729639139861,E,D,E,D,B,A,A,53.71388089092317,D,D,1
Other,Divorced,E,69.2435729745993,B,D,E,B,B,A,A,-63.65046414274117,E,A,1
Other,Single,A,56.94899526534948,C,E,A,E,B,C,C,169.62042519206608,D,D,1
Christian,Divorced,C,-63.16222410384825,C,E,C,C,C,E,C,85.73695729886856,C,A,1
Hindu,Married,A,-164.56504485341864,C,D,A,B,E,E,C,153.3970746853502,C,B,1
Other,Married,D,-34.91823625879277,C,C,D,D,E,D,A,-9.75885389399725,D,B,0
Hindu,Married,D,120.11783032891002,C,D,A,C,E,A,C,-74.36923281190433,B,D,1
Jewish,Widowed,D,58.578718836095,A,C,B,C,E,C,B,67.83004330305508,B,A,1
None,Divorced,B,75.91416588514662,E,D,E,E,E,E,B,-96.62293725645806,D,D,1
None,Married,D,110.88354761125171,D,D,C,E,E,D,C,153.12345632487487,B,D,1
Buddhist,Widowed,D,-169.8653510900515,D,B,A,C,C,E,B,-18.78926951149689,B,E,0
Jewish,Widowed,D,-53.49245907005634,C,D,E,D,D,C,B,-129.86591491592466,C,E,0
Jewish,Married,C,75.38305665973922,B,E,B,E,A,D,A,-62.74085584262971,E,C,0
Muslim,Divorced,D,53.87905333403425,A,A,C,C,E,E,B,-18.749305800444127,A,E,1
Christian,Married,B,-138.33998385587577,B,C,D,A,D,D,E,18.654345273209763,A,C,1
Hindu,Divorced,D,78.23061770523084,D,C,A,C,B,D,A,-9.552726852066074,E,A,0
Jewish,Single,B,35.4901369215123,B,C,B,C,E,C,E,-208.65715422378634,D,B,1
None,Single,C,156.49187025835923,D,B,C,D,C,E,E,-125.73212502604096,A,D,1
Christian,Divorced,C,88.74368235409685,C,A,B,E,E,A,A,-162.28084581639038,C,B,0
Muslim,Married,D,23.411495277304795,A,B,B,E,A,A,A,-143.55617491376287,D,A,1
Other,Divorced,E,191.60259736784874,A,B,D,B,D,A,B,-137.07634911434582,D,D,1
Other,Divorced,C,-162.45369778607855,B,B,A,A,E,E,C,-43.034381366156616,E,D,0
Buddhist,Divorced,C,26.785924917355526,E,A,B,E,E,C,E,-145.26429474467852,D,E,0
Other,Married,A,148.47277244535346,E,E,A,E,B,C,D,54.09582258598973,C,C,0
None,Married,A,-18.436501718838592,D,A,E,D,A,A,B,-200.50170633905196,A,C,1
None,Divorced,E,-42.666084471488766,B,C,C,D,E,B,B,-48.87265885893453,B,D,1
Christian,Widowed,A,-37.969780844476745,A,E,E,A,B,B,E,-30.734084207960414,B,B,0
Other,Widowed,C,-3.083394247311976,E,B,A,B,A,D,A,-73.94515297514232,A,E,0
Christian,Divorced,D,-4.591063473624636,C,D,C,E,B,B,B,-28.81640662704369,E,B,0
Buddhist,Married,E,119.67442938091028,B,B,C,C,B,C,C,-121.94881899584855,A,B,1
Muslim,Divorced,E,12.622456894207062,A,B,E,E,B,C,A,127.24813876394154,B,A,1
Christian,Married,A,-85.78696598115921,A,C,D,E,A,C,E,-77.43770862930674,C,A,0
Hindu,Single,B,-17.92093998031937,C,B,D,E,C,A,D,76.90698900760023,D,E,1
Hindu,Widowed,E,-217.21267830147983,B,E,E,B,C,C,C,107.81891174161902,B,C,0
Christian,Widowed,E,-2.4869976717174667,A,D,D,A,A,D,B,202.78155858355512,B,C,0
Other,Widowed,D,62.94197886487367,A,D,A,C,E,C,E,-183.5879291185519,A,D,1
Jewish,Married,C,34.3075857246982,C,A,A,E,B,C,B,59.799145474578374,E,C,1
None,Divorced,A,-127.55534155103898,B,B,B,D,D,D,E,-153.35767657353583,B,E,0
Christian,Single,D,38.067345939508584,D,E,C,D,A,C,E,-160.15887441810227,C,B,0
Hindu,Married,B,-61.00132916013254,D,D,D,E,A,B,B,-92.09086476342736,C,B,0
Other,Single,C,-19.960203504391018,A,C,A,C,D,D,B,-87.11257046447697,B,A,0
Hindu,Widowed,C,246.35211637817252,A,A,C,B,E,A,B,-119.7335480696648,A,A,1
None,Divorced,A,-144.3330968288149,A,A,D,D,E,C,E,184.03324921605088,A,A,1
Buddhist,Single,C,52.88505940695636,E,B,A,E,E,B,E,16.40903658659124,D,E,1
Muslim,Married,D,28.26991601429884,D,A,B,D,C,A,D,192.251546099678,B,C,0
Jewish,Single,D,-13.484655670034899,C,E,E,D,C,E,D,-63.74241180828921,E,A,1
None,Single,C,-21.314273984571802,E,C,D,C,B,A,E,136.91179175010316,C,E,0
Buddhist,Widowed,D,-157.23294504614452,C,A,D,E,B,B,A,-180.32266764086572,C,B,1
Hindu,Widowed,A,160.48182704157327,E,B,B,E,E,A,B,18.67472162971246,C,B,1
None,Divorced,A,-25.91646267966511,A,B,E,E,C,C,E,29.48632240424473,A,B,0
Jewish,Married,A,-178.78504271922807,B,A,A,C,D,C,B,52.658956352072195,B,A,0
Christian,Married,C,-189.19036037751297,C,D,C,C,C,A,D,-94.32250897512061,E,C,1
Hindu,Single,D,-68.02042482168183,D,B,C,B,B,B,E,128.3696264505852,B,D,1
Jewish,Widowed,A,-198.7130711126413,D,A,D,C,E,E,D,-69.25591811805151,D,B,0
Christian,Divorced,A,56.00126612614961,B,C,A,D,A,E,B,-2.569975960725322,E,E,1
None,Widowed,C,-25.40754421700123,D,D,C,B,C,B,A,4.24444906170692,E,C,1
None,Widowed,D,17.472771502610325,D,C,E,D,C,E,A,-110.58159440973208,B,C,1
Muslim,Single,A,65.58024864649977,B,C,E,D,A,E,B,105.10172316254855,B,B,0
Jewish,Divorced,D,9.544105678490828,E,D,A,B,E,C,B,8.611525544368309,E,A,0
Hindu,Single,E,45.91548110949493,C,B,E,A,B,D,E,60.980452512570416,C,D,0
None,Divorced,B,49.51534068263349,B,C,C,D,A,B,A,-18.98446545799203,C,D,1
Other,Divorced,C,66.13533503311241,D,D,D,D,A,B,B,18.496544206870126,C,E,0
Muslim,Divorced,D,-111.93203403768872,A,B,B,C,B,D,E,0.8736141650400622,B,A,1
Hindu,Widowed,E,26.60490561817613,E,E,B,A,C,B,A,120.75197495739151,B,C,0
Jewish,Married,C,189.61610507220738,A,B,B,D,D,D,A,204.82209177764759,C,A,1
Muslim,Widowed,A,-8.38204051174236,D,B,A,C,D,C,A,10.032058418626914,C,C,0
Christian,Widowed,B,-79.63040917518224,C,E,A,D,A,B,B,14.124605291492337,D,C,0
Muslim,Married,C,87.74584381561712,E,A,B,B,C,E,E,-5.465910229357136,D,E,0
Christian,Married,D,-109.56889586915086,C,C,A,D,E,E,D,-25.17412768552495,B,A,1
Muslim,Divorced,E,22.470387014794078,D,A,E,E,C,C,C,-136.12569557296843,A,B,0
Christian,Married,B,90.71240406291837,E,B,E,A,A,D,B,0.8164206081340281,D,B,1
Christian,Widowed,C,9.968593678267053,C,D,D,A,E,B,D,41.02063579028194,C,B,1
Other,Divorced,E,-57.4604370982804,C,C,A,C,A,C,B,51.84082465089007,C,D,1
Other,Widowed,D,-125.96790673699286,C,B,A,C,B,C,E,-173.35991603287022,C,A,1
Muslim,Single,D,64.69178303448476,E,D,B,D,D,D,C,-6.109135129147077,B,A,1
Muslim,Widowed,B,-2.8108257315078844,D,C,B,D,B,E,D,80.35720253392334,A,C,0
Buddhist,Single,C,60.3321284015668,E,B,B,A,A,E,A,117.2604530109435,E,E,1
None,Divorced,C,-8.687037913292398,B,E,A,E,E,C,D,-107.57364359415698,A,C,1
Christian,Single,A,48.84816664694953,E,E,E,B,B,E,B,-17.695322928219284,E,B,1
Other,Married,B,-57.33583908166027,E,E,C,C,E,D,B,79.10016077467155,E,B,0
Muslim,Married,D,-42.00702113470594,E,C,B,E,A,C,D,-25.586010712850214,A,D,1
Jewish,Divorced,A,6.80964807017192,B,E,C,D,A,E,B,-125.97887333168308,D,E,1
Jewish,Divorced,E,-77.83013897604899,C,D,E,B,A,D,E,116.18898374852913,B,A,0
Other,Single,C,50.94767369253987,E,B,C,D,D,C,C,-132.27600551154012,E,A,1
None,Widowed,E,-255.0342005719766,C,E,D,E,B,B,D,-4.469048351471601,A,D,0
Muslim,Married,C,-8.442602932833584,D,C,D,C,A,D,D,15.52713952722197,E,A,0
Buddhist,Married,A,169.7043447083526,B,E,B,B,D,B,D,65.64926988290374,E,E,0
Jewish,Widowed,C,59.522429736655056,D,B,A,B,E,A,D,-78.67961927027997,D,A,0
None,Married,D,47.01276990497678,B,E,E,A,C,A,C,86.45651727222263,C,A,1
Hindu,Widowed,C,69.47815953266297,A,A,D,E,A,C,D,73.80254559222033,E,A,1
Hindu,Widowed,E,273.95049589601206,D,B,D,D,D,A,D,-46.523916897017486,E,C,0
Jewish,Married,D,-119.83359781606131,C,C,C,C,A,D,E,14.655765356640622,E,C,0
None,Divorced,D,-19.86770462074288,A,D,D,E,B,A,C,-64.01158844066082,B,A,0
Jewish,Single,E,36.56389787590981,A,D,A,C,E,B,B,104.0661893871798,B,A,1
Jewish,Widowed,B,3.631516286254647,C,C,B,B,B,E,B,30.644193396291413,E,C,0
Other,Divorced,D,-76.79334888617042,D,A,B,B,B,E,D,-142.16090223931423,E,E,0
Christian,Married,C,35.507629624081986,B,E,D,C,B,E,C,86.52992820524416,B,E,0
None,Married,B,-121.21028303523187,A,E,C,B,B,C,D,-90.5850361670692,A,C,0
None,Widowed,B,-174.79484747031563,E,C,D,D,E,E,E,-68.243918938181,E,D,1
Muslim,Single,E,-223.1404915948962,D,B,B,C,C,B,B,14.745715502684867,E,A,1
Jewish,Married,D,48.31798972553772,D,C,C,A,A,E,A,-1.7063877202332212,B,D,0
Other,Single,E,-28.02616596618322,A,B,A,A,B,C,B,32.87636952193385,E,A,1
Hindu,Single,A,74.3037779292551,C,E,A,C,A,C,D,116.4074367429749,B,B,1
Hindu,Widowed,A,-24.395122496616583,E,A,D,C,A,C,B,144.87359243008555,B,B,0
None,Divorced,B,-173.2213728675954,B,A,A,B,C,E,E,69.30193593198197,C,A,1
Buddhist,Widowed,C,37.317805442320584,E,A,B,A,B,B,A,-40.5960545035829,E,A,1
Buddhist,Married,C,86.79260071648285,E,E,A,A,A,D,C,-80.04929930067958,B,A,1
Hindu,Married,D,-163.74568826181107,A,D,D,B,E,A,C,200.16261879019495,B,B,1
Jewish,Married,E,-66.82862182013282,D,E,A,B,B,C,B,62.64755496974291,D,A,1
Other,Divorced,D,-162.7731652797128,D,D,E,A,E,A,B,99.80268409973864,B,C,1
Jewish,Single,D,-33.28237302226486,E,B,A,E,B,A,B,-88.45919878452914,E,D,1
Muslim,Divorced,B,-14.979785018430219,D,A,E,B,A,A,B,135.75234432071102,B,B,0
Jewish,Widowed,E,174.13437743335174,B,A,C,E,B,C,A,-106.69032865934238,B,D,0
Other,Married,E,-218.15965244603854,D,C,D,D,A,B,D,3.8756040626377004,A,C,0
None,Divorced,B,5.472187288480016,E,C,E,A,A,A,C,-152.10109567702168,E,B,0
Hindu,Married,E,42.29496833454083,C,E,E,E,C,D,C,-120.75598369252259,D,A,1
Other,Married,B,52.236861913188136,C,B,C,A,B,D,C,36.11370404611367,A,A,1
Christian,Single,C,-152.57341464358745,E,E,B,C,B,D,D,-17.89279187487926,E,D,1
Hindu,Widowed,A,28.51658345978682,B,B,B,B,E,B,A,249.21724745577598,A,A,1
Christian,Single,B,87.3396783230722,D,C,D,B,A,A,A,33.41637600910601,E,B,0
Muslim,Single,C,62.56225034614194,A,C,A,B,A,C,B,139.39311705825682,C,C,0
Muslim,Single,D,-74.16566725492847,C,E,A,E,D,A,C,-59.066417687520214,E,E,0
None,Divorced,B,-75.1001889704582,B,A,C,A,C,C,B,-38.279254467085075,E,C,1
Jewish,Married,B,-182.74239370303243,A,B,D,C,E,A,E,-11.505817469326175,A,C,0
Jewish,Divorced,B,58.25343960562769,E,C,B,A,B,B,E,-25.860919061514686,D,A,0
None,Married,E,-125.81658168385079,D,B,B,C,B,B,E,14.56994986593983,E,B,1
Muslim,Widowed,C,102.64616854710687,D,A,D,B,A,C,A,75.40932327815646,E,B,0
Hindu,Divorced,A,-42.30761491456184,E,E,C,D,B,B,A,26.793699798082166,D,D,0
Buddhist,Single,C,-33.4187493424097,E,B,E,C,B,C,A,80.8346258399748,C,C,0
Muslim,Divorced,D,-150.24346503955647,D,D,D,A,C,D,B,-132.5277600212567,A,A,0
Other,Single,E,-147.70011305001555,D,D,D,C,B,B,E,80.55745408003774,E,D,1
Other,Widowed,B,231.43785011828965,D,D,E,E,C,E,B,139.3880073303669,A,D,0
Muslim,Divorced,E,-57.50454061856044,E,C,C,D,E,D,C,83.51753826585423,C,B,0
