Gender,religious_affiliation,marital_status,feature_0,feature_1,feature_2,feature_3,feature_4,target
Female,Hindu,Married,D,D,-23.25815465176919,D,E,0
F,None,Divorced,B,C,101.55675650091007,B,D,1
F,Other,Married,B,B,80.10103053950289,B,B,1
Non-binary,Jewish,Single,E,D,-125.0205541042976,C,D,0
Female,Christian,Widowed,A,D,60.58778343551485,D,D,0
Female,Christian,Divorced,C,B,25.025309610801177,B,E,0
F,Muslim,Single,D,E,-69.41429308718874,C,C,1
Non-binary,Other,Widowed,D,A,136.6321574341396,C,D,1
Other,Hindu,Divorced,B,C,-101.22068809487996,B,B,1
Female,Hindu,Married,E,B,-109.35172071552155,B,A,1
Male,Christian,Married,D,B,230.04804450342084,D,A,0
F,Other,Married,B,A,-21.691571173755012,C,B,0
Non-binary,None,Single,A,A,-55.61975315838007,A,C,1
F,Hindu,Single,D,E,29.926637098879468,D,C,0
M,Hindu,Married,B,C,91.14894003739427,A,E,0
M,None,Divorced,B,C,-29.066974571784776,C,E,1
F,Muslim,Single,B,A,180.56869514998914,A,B,0
Non-binary,Buddhist,Married,C,E,-0.1484536647387529,A,C,1
M,None,Single,D,C,89.03615700333532,B,D,1
Other,Christian,Widowed,C,E,-26.75020081304698,C,A,1
Female,Christian,Divorced,A,C,241.84072952718373,D,D,0
Other,Muslim,Divorced,D,D,-31.403686320194975,A,A,0
F,Buddhist,Widowed,A,D,-78.39073967153382,C,B,0
Non-binary,Other,Widowed,A,A,-52.49036486045817,D,D,1
Male,None,Widowed,D,A,-102.31291270038902,D,A,0
F,Other,Single,C,A,-113.36272851454044,E,C,1
Non-binary,Jewish,Married,A,D,120.2656906076448,B,C,1
Non-binary,Muslim,Divorced,D,C,-174.79445356984638,B,C,1
Female,Buddhist,Widowed,D,B,113.63075068143766,A,C,1
Female,Jewish,Married,B,C,112.98376871713207,C,A,0
M,Other,Single,E,A,26.91911514795658,D,B,0
Female,Buddhist,Divorced,E,C,-0.47563951466380905,C,C,0
Female,Christian,Single,B,C,-41.394627029423326,D,D,0
Other,Jewish,Divorced,E,D,20.91779890728005,B,C,1
Male,Christian,Widowed,B,E,93.32689832530144,A,D,1
Male,Christian,Divorced,E,B,-135.65511724222137,E,B,1
Non-binary,Jewish,Widowed,A,B,63.381353494891776,D,D,0
F,Other,Divorced,A,A,53.16300511193843,A,E,0
F,Buddhist,Widowed,E,E,-38.294993091805964,A,A,1
M,None,Married,A,B,-153.77318270590916,A,C,1
Male,Hindu,Divorced,C,A,-62.926146667788984,C,A,1
Female,Christian,Widowed,A,A,159.64242542566635,D,A,1
Female,Jewish,Single,E,A,165.98563176185465,E,B,0
M,Other,Married,D,C,152.4028795748236,D,C,1
Other,Muslim,Single,B,D,-19.044351045660985,A,D,1
M,Hindu,Divorced,E,C,32.42922306856876,E,E,1
F,Other,Married,A,B,-84.43526044494422,A,C,1
M,None,Divorced,D,D,131.4093981541989,E,E,1
M,Hindu,Divorced,D,A,45.635990356827364,D,C,0
Female,Jewish,Married,E,C,58.89412736225385,E,A,1
M,Hindu,Divorced,B,C,8.994171547569445,D,B,0
F,Other,Divorced,A,E,11.084645022641103,D,E,0
Non-binary,None,Divorced,B,A,34.39659859853211,A,C,0
Male,Muslim,Single,B,D,22.975695411750294,A,A,1
M,Other,Divorced,B,E,33.33075780725828,B,E,0
Other,Buddhist,Single,B,E,-25.874819014286672,A,E,0
Other,None,Single,D,D,-182.9610062504343,C,D,1
Other,Christian,Married,C,B,21.99138577600869,C,B,0
F,Christian,Married,A,A,31.738439341745856,A,E,1
F,Hindu,Married,E,A,24.5872654269394,E,A,0
Non-binary,Jewish,Divorced,C,E,142.1804597900328,A,C,1
M,Jewish,Single,C,E,-154.02488313822084,C,D,1
Female,Hindu,Divorced,D,E,49.68541270795897,B,D,1
Non-binary,Other,Married,C,B,10.762177710133132,B,A,0
F,Buddhist,Divorced,C,E,144.68312063367765,D,B,0
M,None,Single,E,A,-91.66591573718826,C,E,0
Male,Christian,Widowed,C,A,56.285017148827066,A,B,0
Male,Jewish,Married,A,D,-201.43209375642627,C,E,1
Other,Other,Married,B,C,-1.9328141030798107,D,B,1
Other,Christian,Divorced,C,D,70.13154347762236,B,D,0
F,Muslim,Single,E,A,-73.67964133677545,A,D,1
Male,Hindu,Divorced,E,B,94.17641130772196,C,E,0
Other,Muslim,Married,B,C,-55.69668417476892,C,C,0
Non-binary,Hindu,Divorced,A,C,54.82989419797062,C,C,1
Male,Jewish,Widowed,A,D,-104.29575247361831,C,C,1
M,Other,Widowed,E,B,19.20532195888428,D,A,0
Non-binary,Hindu,Married,A,D,-75.12635956195223,C,D,0
M,Buddhist,Married,D,B,39.58721157351917,A,D,1
F,Buddhist,Divorced,A,E,121.89021128777162,A,E,0
Other,Hindu,Married,C,B,-106.10599835441126,C,A,1
Female,None,Widowed,A,A,12.139421689200056,E,C,0
F,None,Widowed,D,C,63.124652931221405,C,E,0
Non-binary,Muslim,Married,C,E,-26.205718772950853,C,A,0
Male,Hindu,Married,C,E,14.72601114151954,D,D,1
Non-binary,None,Divorced,B,C,-1.220189893611427,B,A,0
Non-binary,Muslim,Married,E,A,-72.91903937790961,C,B,0
M,None,Widowed,D,D,-87.28960601445421,D,B,0
Female,Jewish,Widowed,D,A,215.07702522452524,E,E,1
Female,Other,Widowed,E,C,-124.90439060576124,B,E,1
Female,Hindu,Single,E,D,1.7246802854434913,B,A,1
Non-binary,None,Divorced,A,C,38.30005834133511,E,C,0
Non-binary,Buddhist,Widowed,E,E,68.80891944331243,E,B,1
Male,Other,Married,A,E,38.17361035651902,C,E,0
F,Hindu,Widowed,E,B,122.323463391299,A,B,1
Non-binary,Other,Married,A,D,-161.06383013206187,B,B,0
Male,None,Widowed,B,D,26.21038661228665,A,A,1
Non-binary,Muslim,Divorced,E,C,108.16922820904433,C,C,1
Non-binary,Other,Divorced,B,C,278.0152760350595,E,E,0
Male,Buddhist,Married,A,A,11.797472290026878,C,C,0
Male,Jewish,Divorced,E,A,-34.46148744133974,A,B,1
Non-binary,Other,Widowed,E,E,-162.9453198388086,E,A,1
Other,Muslim,Divorced,B,A,78.08123897474717,B,A,1
Female,Buddhist,Widowed,B,D,-223.24957070922972,B,E,1
Female,None,Single,D,D,87.36605877536518,A,D,1
M,Christian,Married,E,C,198.0238459901332,A,E,1
F,Christian,Single,B,C,47.18075012346392,A,A,0
Non-binary,Hindu,Divorced,A,A,-151.10466088499317,E,E,0
Other,Christian,Single,E,D,-66.56108893460856,B,E,0
Male,Muslim,Married,A,A,31.370439198138932,A,E,1
Non-binary,Muslim,Divorced,D,B,-22.35088722982665,C,B,1
Male,Buddhist,Married,D,B,13.768332256406158,E,D,1
Female,Muslim,Single,B,C,-49.98503562631792,D,E,1
Other,Christian,Widowed,C,E,-109.91527486607038,A,C,1
Other,Jewish,Married,A,A,47.704755393275775,B,A,1
Male,Muslim,Single,E,A,-119.38733622531466,D,D,1
Non-binary,Buddhist,Single,A,A,120.42460294055415,E,D,1
F,Other,Widowed,D,C,-34.86040139791381,B,E,0
F,Christian,Divorced,B,E,7.527807128997395,A,E,1
Non-binary,Christian,Widowed,B,D,-27.726873421811288,E,E,0
F,None,Divorced,B,D,49.114329513076946,D,C,0
Female,Hindu,Widowed,E,C,9.310062469537504,D,C,0
Female,Muslim,Divorced,D,D,-69.98689677856056,E,D,0
Male,Other,Divorced,B,E,26.87814497154556,B,A,1
M,Christian,Widowed,B,B,-31.262798659351215,C,B,1
Non-binary,Buddhist,Married,D,C,82.96464520369516,E,A,0
M,Christian,Divorced,C,C,-60.691909216745074,A,C,0
Other,Jewish,Single,A,E,112.2988049286118,A,C,0
Other,None,Married,C,E,-32.68608007336155,B,B,0
M,Jewish,Single,D,B,77.26137476592291,D,B,0
Other,Jewish,Married,B,D,35.68025959579948,E,A,1
Non-binary,Muslim,Divorced,B,D,20.5762123367069,A,C,1
M,Other,Divorced,C,B,-100.52377810940887,E,A,0
M,Hindu,Single,E,A,198.20076829908083,E,A,1
M,Other,Divorced,B,B,45.492170228332704,A,E,0
Non-binary,None,Married,D,C,-0.5070645942006381,A,A,0
M,Other,Married,C,A,124.02379889838026,A,D,1
Other,Buddhist,Single,B,E,-31.09660335085762,B,D,1
Female,Jewish,Single,C,D,-38.6369411121865,B,D,0
M,Muslim,Married,E,A,133.70806198847757,B,A,0
Other,Christian,Married,E,D,-138.86196625853592,A,B,1
Female,None,Married,B,D,127.16085633512444,C,B,0
Non-binary,Christian,Married,A,B,8.572625659572186,B,E,1
Non-binary,Hindu,Single,A,A,67.1805199033942,B,B,1
M,Other,Married,D,B,-83.36999218459906,B,D,1
Female,Jewish,Divorced,D,C,124.1704070111149,A,C,1
Female,Christian,Single,A,B,159.39993309907246,D,E,0
Male,Jewish,Married,C,C,-71.34091651113673,B,D,0
Other,Other,Married,A,D,108.52714353077519,C,A,1
Other,Other,Married,B,D,-14.373431484499807,B,E,1
F,Jewish,Widowed,E,C,39.506374697378654,A,D,0
Female,None,Single,A,D,-71.81129100381555,E,C,0
Other,Hindu,Married,A,E,74.15087922694423,C,A,1
Male,Hindu,Single,A,C,-4.870684239339393,E,B,1
F,Buddhist,Married,C,D,127.52738381281891,E,A,1
M,Other,Divorced,C,D,17.57632049638945,C,C,1
Other,Other,Widowed,C,E,-115.24221034703604,C,A,0
M,Christian,Single,A,B,71.04846444157168,D,B,1
Male,Hindu,Married,A,D,183.10009564690435,A,A,1
F,Muslim,Widowed,E,A,123.71863902859369,D,D,0
Female,Jewish,Divorced,A,A,-25.998153172746534,D,A,1
Male,Other,Widowed,E,C,-36.083077103951474,E,B,1
Non-binary,Hindu,Widowed,C,A,-46.09753265253382,E,D,0
Male,Other,Divorced,C,A,261.93615149392855,D,E,0
Male,Christian,Married,A,E,-45.202260084461635,C,B,0
Female,Muslim,Single,D,A,117.72057225068926,D,D,1
Non-binary,Christian,Married,D,B,-171.99337263565607,D,D,0
Male,Buddhist,Single,C,B,119.57650083459185,C,B,1
Female,Muslim,Divorced,E,A,88.91010762513952,C,B,1
Non-binary,Hindu,Married,A,C,-61.38196585326092,A,E,1
Other,Christian,Married,B,A,64.97382316246188,E,A,1
F,None,Divorced,C,C,-69.02281353014772,A,B,1
Other,Jewish,Widowed,C,A,-124.11580761458593,B,B,1
Male,Other,Widowed,B,B,-40.75773851279153,E,A,1
Female,Hindu,Widowed,B,E,13.307620782811554,B,E,0
Non-binary,Christian,Divorced,E,C,88.59369920613193,B,D,1
Female,Buddhist,Single,C,D,-31.645861410609548,E,C,1
Non-binary,Hindu,Married,A,D,-27.89561041148247,B,A,0
Other,Muslim,Married,A,D,160.4849950556059,B,D,0
Female,Muslim,Divorced,D,A,-2.0464635393460004,E,E,0
Male,Buddhist,Widowed,B,E,-31.456916354909502,D,B,0
Female,Christian,Married,E,E,35.67021324408723,B,C,1
Non-binary,Jewish,Divorced,E,D,10.840737956011825,E,A,1
Other,Jewish,Divorced,E,E,16.12492541475516,B,E,0
M,Jewish,Widowed,B,D,61.83184177641496,A,A,1
Non-binary,Muslim,Divorced,B,A,-203.5935505027621,C,C,1
Female,Christian,Single,E,A,97.93116932738887,B,E,1
Non-binary,None,Widowed,C,D,16.96134352013157,C,E,0
Male,Hindu,Divorced,B,D,204.76965879822114,B,B,1
Other,Muslim,Single,B,B,-190.14347280141345,A,D,1
Male,None,Married,E,A,-1.0319413125665977,B,A,0
Non-binary,Christian,Married,C,C,41.09849505790898,D,E,0
Male,Buddhist,Single,E,E,-1.1766745824611262,A,C,1
Female,Muslim,Divorced,A,E,-5.906692900052545,B,E,0
Other,Other,Widowed,A,D,146.81530731781308,D,A,1
Non-binary,Muslim,Married,C,B,179.4677819667711,B,D,0
Male,Buddhist,Widowed,E,C,65.15579211043814,D,D,0
M,Other,Widowed,A,B,26.727144295658157,E,B,1
Other,Muslim,Single,D,A,66.34974372225923,D,E,0
Male,Other,Single,C,C,-69.71352786726797,B,C,1
Non-binary,None,Divorced,B,E,-8.868523119520281,E,A,0
Non-binary,Buddhist,Widowed,D,A,113.2447761457551,E,A,1
Non-binary,None,Married,C,E,-42.31327945923579,E,B,0
M,Buddhist,Divorced,A,B,84.98957691416236,A,E,1
M,Buddhist,Divorced,B,A,13.925628309318311,E,D,0
Other,Hindu,Married,B,B,22.135861560762134,A,A,1
Non-binary,Other,Single,C,C,1.369006555674118,D,C,1
M,Christian,Divorced,C,B,-52.51116143442436,C,A,0
Other,Christian,Divorced,D,B,128.53701185607304,C,C,1
Other,None,Married,C,D,135.8571371231271,A,C,1
Male,Christian,Divorced,C,B,43.03018978502273,A,B,1
Other,Jewish,Single,D,B,-26.354952826455662,C,E,1
Female,None,Married,B,B,-166.22516319381856,A,C,1
Male,None,Married,D,A,12.160670468628073,B,B,0
Other,Buddhist,Widowed,A,A,51.46130744227116,A,C,0
Non-binary,Jewish,Married,C,D,96.04887432297004,A,A,1
Male,Buddhist,Divorced,D,E,-148.47134006388092,C,A,0
M,Jewish,Married,C,A,-24.29229126564181,E,A,1
Female,None,Divorced,E,B,-129.12482429558,C,B,1
M,Muslim,Married,A,E,177.21052600079062,E,E,1
Male,Muslim,Divorced,D,C,-97.58168480998722,E,D,1
Male,Christian,Married,C,C,-37.82758794971147,C,B,0
Female,Other,Married,C,B,-13.727567622166925,A,D,0
Other,Jewish,Widowed,B,C,-79.3243398356436,D,D,1
M,Buddhist,Widowed,A,B,-83.51494563113862,E,C,1
Non-binary,Muslim,Married,B,D,-116.80860618066382,D,A,1
Male,Other,Married,D,A,-105.15491828956,B,C,1
M,Other,Single,B,D,100.93361613289515,C,B,0
Female,None,Married,C,C,-67.72673384799685,B,A,1
Non-binary,Other,Single,B,E,149.30490570804434,A,C,0
Non-binary,Jewish,Married,E,E,23.38441004975362,A,A,0
F,Other,Married,E,B,-132.56809874513996,A,D,0
Other,Other,Widowed,B,D,40.235574204413915,C,D,0
Male,Hindu,Single,B,D,151.18704495550512,C,D,0
Other,Hindu,Widowed,B,D,-97.45366378129877,E,B,1
Non-binary,Buddhist,Married,C,B,-4.291748234482643,A,D,0
F,None,Widowed,B,E,24.444020584516007,E,D,0
Male,Buddhist,Widowed,B,D,-145.40296739385406,D,C,0
Female,Jewish,Married,E,C,-35.35464167649548,B,D,0
Other,Christian,Widowed,D,A,63.95520892558295,E,B,0
Non-binary,Christian,Single,D,D,-14.783213486375027,A,B,1
Non-binary,Jewish,Single,E,B,25.937857116611802,C,C,0
Male,Muslim,Married,A,D,-114.98293814911872,C,E,1
Non-binary,Buddhist,Single,B,A,-50.8444614529881,A,C,1
M,Buddhist,Single,A,A,-124.00940727320702,A,B,1
Other,Hindu,Widowed,C,E,-176.5456413063294,C,B,0
Non-binary,Buddhist,Widowed,A,C,-144.3418131839477,A,E,1
Other,Hindu,Widowed,A,C,16.776518732913146,C,A,0
Female,Other,Married,E,B,43.02238932702356,E,B,0
Other,Buddhist,Divorced,D,E,-276.8397189592724,A,B,1
F,None,Married,E,E,61.13611919690243,A,B,1
Male,None,Widowed,B,D,-148.56705773756087,D,C,1
Male,None,Married,D,C,-8.389315633839168,D,A,0
Other,Hindu,Married,E,B,108.79617291749545,C,D,0
Non-binary,Muslim,Single,C,C,3.3132342785014828,D,E,0
F,Christian,Widowed,D,B,-56.48698878387562,B,A,0
F,None,Married,E,D,-161.1320634397482,D,C,0
F,Buddhist,Single,D,C,63.66874702431205,C,D,0
M,Jewish,Single,D,A,33.779518331317895,B,A,0
F,Jewish,Widowed,C,B,59.9093564136408,C,E,0
F,Christian,Widowed,A,C,50.501064233349645,B,B,0
Male,Other,Married,A,C,22.882216576219438,E,B,0
Female,Buddhist,Single,C,B,97.00623657786096,A,C,0
Female,None,Single,B,C,-113.37781019876417,D,B,1
Male,None,Married,D,A,-114.58265548163669,D,E,0
Non-binary,Hindu,Divorced,C,E,-62.28171214236929,D,C,0
Non-binary,Jewish,Single,A,D,-110.84779308591719,E,A,1
Non-binary,Buddhist,Single,D,D,82.87290398113511,B,D,1
Male,None,Widowed,B,E,82.4756188632667,D,D,0
F,Other,Divorced,B,C,36.27187565386984,D,D,1
Other,Jewish,Single,D,E,-31.224630231853418,E,D,0
M,Jewish,Widowed,E,E,49.777869988918496,A,E,1
Female,Hindu,Widowed,D,A,62.982966164816446,A,B,1
M,Buddhist,Single,B,C,-179.56508512218034,D,D,0
F,Buddhist,Married,D,B,42.92209483744925,E,C,0
Male,None,Single,A,C,23.50408731557734,A,D,1
F,Muslim,Single,C,D,46.17147744905882,A,B,0
Non-binary,Hindu,Widowed,A,B,-121.18407508495504,E,C,1
Female,Hindu,Married,C,E,-57.86651276390493,B,B,0
Other,Christian,Married,C,D,-139.28376718875623,A,A,0
Female,Muslim,Married,A,D,-46.70464226728468,E,D,1
Female,Other,Single,E,E,-11.678779352891915,E,B,0
F,Buddhist,Widowed,D,B,-77.00935372424425,E,E,1
Female,Buddhist,Widowed,C,C,-125.6336325597481,D,E,0
Non-binary,Other,Widowed,A,D,-210.92760835423783,D,D,1
Male,Christian,Divorced,D,A,42.86562298331327,E,C,0
F,Muslim,Widowed,C,A,13.247953615735069,A,E,1
Female,Jewish,Single,B,C,-48.323309138500484,E,C,1
F,Other,Single,D,B,-54.86676028310071,A,A,0
F,Muslim,Divorced,E,A,-125.65178962209616,E,A,0
Female,Jewish,Married,B,C,-87.51745982352803,E,A,0
Male,Buddhist,Married,E,E,-79.51016052498494,D,E,0
Female,Hindu,Widowed,D,A,38.91115387071567,D,E,0
Other,Muslim,Married,E,D,15.886684141106015,A,C,0
Female,None,Divorced,D,B,112.2202100535576,B,B,1
Male,Other,Single,E,E,193.71017576860982,D,B,0
M,Muslim,Widowed,B,A,15.780583138767454,D,A,1
Male,Buddhist,Single,E,C,43.49680802632552,C,B,0
Female,Muslim,Divorced,E,D,99.7516399952194,C,A,1
F,Jewish,Married,E,C,101.66789455447231,A,A,0
Non-binary,Other,Single,B,E,66.23274634277452,B,C,1
Other,Buddhist,Single,D,D,-67.4813350936097,B,D,0
F,None,Widowed,E,C,-78.21127490675887,C,D,0
Female,Jewish,Single,A,A,180.202257479406,E,A,0
Non-binary,Other,Married,A,A,17.88883574780207,E,E,1
Non-binary,Muslim,Single,B,D,-84.62860663919534,E,B,1
Non-binary,Buddhist,Single,E,E,-53.18708561644351,B,D,0
Female,Other,Married,C,E,202.36445807289297,D,C,1
F,Jewish,Divorced,C,D,-89.62291748918399,C,B,1
M,None,Married,D,C,178.23822412079505,D,A,0
Non-binary,Christian,Married,D,B,30.148377174505637,B,A,0
Other,Jewish,Married,E,C,61.65620442539629,D,B,1
Non-binary,Jewish,Widowed,D,C,33.20976366912388,E,B,0
Male,Muslim,Married,E,C,-136.3610059732831,D,B,1
Other,Jewish,Divorced,A,A,-90.67326954279024,B,C,1
Female,Hindu,Married,A,B,-97.65515014105725,A,E,1
M,Jewish,Married,E,A,-214.30488383427954,C,C,1
F,Jewish,Divorced,A,D,164.47207945293175,E,D,0
Male,Hindu,Widowed,E,D,111.98529971118283,B,C,1
M,Other,Widowed,D,C,39.05982652212317,C,B,0
Non-binary,Buddhist,Divorced,D,C,31.04376122614873,C,E,0
Male,Christian,Single,A,B,7.460795745632367,A,C,0
Male,Muslim,Single,C,E,11.774907422527505,B,A,0
Female,None,Married,E,B,235.77140781381533,D,D,0
Other,Christian,Married,A,D,-62.039648051169586,C,B,1
M,Hindu,Widowed,D,E,69.29137124852899,A,D,1
M,Jewish,Widowed,C,D,26.834581950759663,C,A,1
M,Jewish,Widowed,A,A,-11.642279346359052,A,D,0
Other,Jewish,Widowed,C,E,-20.047853999787694,D,B,1
Female,Hindu,Single,A,C,132.19300809575523,B,D,1
Female,Christian,Divorced,C,A,89.90043621178324,E,E,0
Female,Muslim,Married,D,C,121.974994519758,C,B,1
Male,Buddhist,Married,B,B,-146.54099401799098,E,E,0
Female,None,Single,B,B,88.51028134215696,B,A,0
Female,Buddhist,Widowed,C,D,134.58995736106135,B,C,1
M,Buddhist,Widowed,D,D,10.490763226509891,D,A,0
Other,None,Married,C,A,121.65100600891519,E,A,1
F,Hindu,Single,C,A,-130.5672492863383,A,D,1
Male,Muslim,Married,A,E,85.68432592500162,B,C,0
Female,Muslim,Widowed,A,D,56.73972959237036,C,E,0
F,Jewish,Divorced,A,D,124.75415781950127,A,B,1
Non-binary,Hindu,Married,A,A,-2.2865541967623595,E,C,0
Female,Jewish,Single,D,A,54.806264176190425,D,A,0
Other,Buddhist,Divorced,E,A,-110.30015713659009,E,D,1
Non-binary,Hindu,Single,D,D,121.26232441184554,E,A,1
Female,Jewish,Widowed,C,C,69.37889530860245,C,E,1
Male,None,Single,E,D,-21.199038709940478,A,D,0
Female,Other,Widowed,B,A,36.99489060293179,C,E,1
M,Jewish,Married,D,C,-34.548273775170564,A,B,1
Male,Jewish,Divorced,D,B,-34.47421420821653,A,A,1
M,Jewish,Widowed,C,C,-166.91319473680363,E,E,1
Non-binary,None,Single,C,E,-65.41373601903234,D,E,0
Female,Buddhist,Widowed,C,B,-37.824593094588685,A,A,1
Non-binary,Muslim,Widowed,C,D,-46.187359158850896,D,D,1
Non-binary,None,Widowed,B,C,147.94985598433144,C,A,1
Non-binary,Jewish,Single,D,E,-54.392038857711675,E,E,0
M,Other,Married,C,E,-156.57264898682598,D,C,0
Other,Christian,Widowed,C,A,-141.8692111452424,D,D,1
Other,None,Married,A,E,37.49627465667555,C,E,0
Female,Other,Divorced,A,E,-79.35978648931324,B,A,0
Non-binary,Buddhist,Widowed,B,C,19.072370581656077,E,A,0
Other,None,Widowed,C,D,-69.64880674195255,E,E,0
Non-binary,None,Divorced,A,A,-128.88744641617762,A,E,1
Other,Buddhist,Married,C,B,17.880469379430615,A,B,1
Non-binary,Other,Married,E,D,-143.24792229925126,D,C,1
F,Muslim,Divorced,C,E,58.979496842408544,D,D,0
Female,None,Divorced,B,B,-23.574586640226666,A,B,1
M,Muslim,Married,C,B,-178.4596634811593,B,C,0
Female,None,Divorced,D,D,-143.22355887658028,E,E,0
M,None,Divorced,A,E,44.460054448964684,B,D,1
Male,None,Divorced,E,B,-75.64671150544777,A,A,0
Male,Buddhist,Married,D,C,-170.09321793152398,D,C,0
F,Jewish,Married,C,D,115.35862968320261,B,B,0
Other,Hindu,Widowed,E,E,-75.94417313535132,A,C,1
F,Christian,Single,D,A,59.25948445055214,C,D,0
Male,Buddhist,Widowed,C,E,-6.789495569671139,A,D,1
Non-binary,None,Married,C,A,-35.09633371269744,B,D,0
Female,Other,Married,D,A,71.94305499799806,B,C,0
Male,Hindu,Divorced,B,A,-27.84302255772637,B,C,0
Other,Christian,Divorced,C,E,170.302971015176,C,D,1
F,Other,Divorced,C,C,-125.7401116599526,B,C,0
Male,Muslim,Married,B,B,142.6160042530336,B,C,0
Female,Buddhist,Single,A,E,-4.310696174668582,C,D,0
Non-binary,Buddhist,Single,E,A,201.11748584149507,C,D,1
Female,Jewish,Widowed,C,A,3.3757158114295063,A,C,1
M,Christian,Divorced,E,B,13.041644571546074,D,B,0
M,Muslim,Married,A,B,-132.51811648074647,D,D,1
M,None,Divorced,A,D,48.17154612337593,D,C,1
Other,None,Married,E,E,144.42897841818788,B,B,0
Other,None,Widowed,B,E,134.40169616634557,A,C,1
M,Buddhist,Single,D,B,-2.065452171695094,E,A,0
Male,Buddhist,Single,E,C,91.46664367056508,D,B,1
Non-binary,Christian,Widowed,C,A,103.50576960405205,E,D,1
Non-binary,Muslim,Divorced,D,D,-139.77382593647752,E,C,0
Male,None,Single,A,D,-98.41377285099932,B,C,0
M,Jewish,Married,A,E,99.32827959646013,A,B,1
M,Christian,Widowed,E,A,142.03842984322387,E,C,1
M,Jewish,Widowed,E,E,-51.28083994568055,B,D,1
Other,None,Divorced,E,B,153.68127699627925,C,C,0
Female,Muslim,Single,D,A,109.03753699515552,A,D,0
Non-binary,None,Married,E,E,20.75375581672607,A,E,0
M,Jewish,Single,D,C,111.24521885718377,C,A,0
Male,None,Married,E,D,66.6568951179692,E,E,1
M,Christian,Divorced,E,E,42.77977788077111,C,E,1
Male,Muslim,Divorced,A,D,-141.2677251796025,D,E,0
F,Christian,Married,B,B,99.828043547091,C,C,0
M,Christian,Divorced,A,C,34.714408811039476,B,E,1
Female,Other,Widowed,C,D,115.82037178663602,E,D,0
Other,Muslim,Widowed,B,A,7.867155166191117,E,D,1
Female,Christian,Married,D,A,-4.9605720886973215,C,B,1
Male,Hindu,Widowed,A,C,-110.9899212551783,B,C,0
M,Muslim,Divorced,E,E,162.83846612264657,D,D,0
Male,Muslim,Married,D,A,-131.29511876506936,A,A,0
Other,Muslim,Widowed,D,C,129.96832050129132,C,B,1
M,Buddhist,Single,A,A,-11.781639265836114,B,B,0
Female,Hindu,Divorced,E,B,93.95409848332184,D,D,1
M,Jewish,Divorced,A,A,-56.77941011230535,A,E,1
F,Other,Widowed,A,A,-163.1365950632669,B,C,0
Male,Muslim,Divorced,C,C,71.23759660055833,D,A,1
Male,Jewish,Married,B,B,-47.014536792197624,A,D,1
Male,None,Married,E,B,-84.08303573491402,B,D,0
Female,Christian,Single,A,E,147.52746107443008,B,E,1
Other,Muslim,Married,A,B,92.26172560411563,B,D,0
M,Hindu,Widowed,A,B,160.2398748984871,D,A,1
F,Other,Married,A,D,55.86838724451937,D,C,0
Female,None,Married,E,A,-140.32390512780248,E,C,0
Non-binary,Jewish,Widowed,B,A,-125.47317523810861,A,C,1
Non-binary,Other,Married,E,B,128.85292541409146,A,D,1
Female,None,Single,B,C,-44.484147358372525,D,E,1
Female,None,Widowed,B,E,-162.85589581642293,C,A,1
Other,Other,Single,A,A,127.49924556592032,C,A,0
Male,Other,Married,E,C,-10.924488823184062,D,C,0
Female,Christian,Divorced,E,B,55.70327164716856,D,D,0
F,Christian,Widowed,D,B,20.962800346889612,D,A,0
Other,Muslim,Widowed,B,E,-109.42779368196491,A,C,0
Female,Hindu,Married,E,A,28.102054197269737,E,A,1
M,Other,Single,A,B,-34.820517533609845,B,B,1
F,Christian,Single,D,D,-170.0703506258368,B,E,0
M,Muslim,Married,A,D,88.542070232708,A,E,1
Female,Christian,Married,B,C,160.4209026064904,C,B,0
Non-binary,Jewish,Divorced,E,A,-58.52607667610922,E,D,0
Other,Jewish,Single,E,A,-102.76033126971664,D,E,1
M,Christian,Single,D,C,-39.20222679659921,D,E,1
Male,Buddhist,Widowed,B,C,87.20061138683774,A,B,1
M,Other,Married,B,B,142.0876168087614,A,C,0
Other,Christian,Single,A,D,-162.00164112439387,A,A,0
M,Hindu,Divorced,A,D,-43.79906331372374,A,B,1
Other,Other,Married,C,C,-5.51252339660191,C,E,1
Other,Muslim,Divorced,B,E,16.727922642489396,B,B,0
M,None,Divorced,D,B,152.73092793292693,D,A,0
F,Other,Divorced,D,B,-62.48764351676276,E,D,0
Male,Jewish,Divorced,A,C,-78.80479516321407,A,C,0
F,Other,Divorced,A,E,77.35047250303396,D,A,1
Other,Jewish,Single,C,D,59.222509094258,B,C,1
M,Hindu,Divorced,D,B,-138.88095919346796,E,C,0
Female,Buddhist,Married,D,B,-26.060562701076222,C,D,0
Female,Muslim,Married,B,E,-193.76171279896624,B,C,0
Female,Muslim,Divorced,B,E,74.88643549242926,A,A,0
Male,Hindu,Single,C,C,-85.62665139442542,B,E,0
Female,Buddhist,Divorced,D,C,-58.248226904298306,B,A,0
M,Buddhist,Widowed,B,E,138.1121076248461,B,C,1
Other,Buddhist,Widowed,B,C,21.08096252903567,E,E,0
M,Jewish,Divorced,C,E,-76.6876591960814,E,B,0
F,Muslim,Widowed,E,D,124.91478796204889,C,A,1
Other,Christian,Widowed,E,D,-15.156767351079539,C,D,1
M,Hindu,Widowed,D,B,98.44825095702531,D,D,0
F,Other,Married,B,C,-16.403900948971465,A,E,1
