Gender,AgeGroup,country,military,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
Non-binary,36-50,Brazil,Veteran,E,B,E,275.59817703387426,-51.694667001419425,-108.9064616299478,E,D,D,-146.1784108333541,-197.1183092519939,0
F,36-50,Brazil,Veteran,C,A,B,-54.313680943424814,41.10672763717825,-2.4962508730637363,C,E,C,56.74752364012865,61.73653495406045,0
Female,18-25,Other,No,B,D,C,-12.959869643114608,-79.75315527909854,127.46438058689668,A,C,D,36.76603380654667,-53.15392100438461,1
Non-binary,51-65,Other,Non-Veteran,D,B,D,58.93075768129381,62.31662421299088,125.71262252818349,B,E,D,-46.75813376858336,55.18274253913267,1
Male,65+,Germany,Yes,A,B,C,96.63171095089935,-41.99305330332604,20.36545899703932,A,A,E,104.40955116357105,-39.74137157179154,1
Other,51-65,Mexico,Yes,C,D,D,45.655005888376536,-67.58255866187851,29.502789349214847,B,B,C,21.78026814443865,72.82673438855414,1
F,65+,Brazil,Veteran,E,E,B,-131.87762711522214,-40.20661973094913,-54.998990387529076,E,D,E,-128.60135355202584,-92.049920645867,1
Female,65+,UK,Non-Veteran,B,E,A,6.564214914092583,-16.419616125016894,-92.71369080327524,B,B,E,58.70536830897496,234.48201571757062,0
Non-binary,36-50,UK,Non-Veteran,D,C,C,156.53913547948673,-144.27781373523604,7.519121039992971,D,B,A,-1.3157516988870517,180.05267763983505,1
Female,18-25,UK,Veteran,D,D,D,-100.63004210137838,63.518062080420144,-113.77590436002379,B,B,A,18.162934271634736,-86.24414448077896,0
Non-binary,51-65,US,Yes,E,A,B,115.33701904870462,-183.02059811775706,-175.91558109755712,B,C,C,-222.14400305004375,-20.543596181116442,0
M,26-35,US,Yes,D,E,E,-59.591317869104984,-127.08244102762475,60.64339854046161,B,E,B,60.25459706155023,58.661455001677844,0
Non-binary,18-25,China,No,E,C,D,-30.053232865666068,-106.43398847616838,-51.15377045970008,D,E,E,183.09297368207947,-32.521741044401914,1
Female,36-50,Germany,Yes,D,B,E,148.58934515221566,-77.41730522758222,-127.44746515022507,E,E,E,-3.3622406149086057,96.06295478231267,0
M,65+,Mexico,Veteran,C,E,E,-17.924953346222907,56.96824231691204,76.77758052642804,B,C,A,-18.956110772606664,54.93805970081003,1
F,51-65,Mexico,Yes,B,D,C,-115.30340980490703,-65.08354096594918,-9.156370884859623,C,E,A,56.02885189777764,118.12413838828189,0
Non-binary,51-65,India,No,E,E,D,-9.280067785004459,29.759307496981013,80.30105044092329,C,A,C,-9.675442525335443,200.9697477657882,1
Non-binary,51-65,Germany,No,B,E,A,15.925965158008697,-87.12072943512612,-63.6556329752583,A,C,B,34.243193662503714,-290.1969501598706,0
F,26-35,Other,Yes,D,C,C,72.92663985379413,-100.38972062375255,-39.27101587414736,E,A,C,-6.325550561765136,86.81486868160975,1
Female,26-35,India,No,A,B,E,-40.309247654458346,13.142892319596836,-49.127633902140936,A,A,A,-127.26272943259787,104.13739377848673,0
F,65+,China,Veteran,B,C,B,-44.8339992373916,-178.87226188456606,80.49827989080023,C,E,A,12.250029072318352,-70.21624409615295,0
M,18-25,US,Veteran,C,B,B,12.52881287382553,-106.89405399902796,-35.46968397626728,A,C,B,-51.616265875328246,-34.713310941925194,0
Non-binary,18-25,India,No,C,E,E,111.23654560726375,56.12521987829866,54.603651436511136,E,E,E,105.35358586466768,107.5272424924335,0
F,65+,Brazil,Non-Veteran,C,C,E,-56.96236221722014,-155.54070009437223,115.41508365757105,B,E,A,88.41464987005688,-70.55648163355254,0
F,36-50,Other,Non-Veteran,C,A,B,190.50119619971517,-102.87861835612983,101.7312520496165,A,D,E,73.3944840904374,66.89971124287486,1
M,51-65,US,No,E,E,B,-125.98230371439978,-64.03094562055581,-83.78539686902276,C,A,A,3.079144625860674,27.486773211124977,1
M,26-35,Brazil,No,E,D,E,21.795486197860257,137.12298666079982,134.8985302909004,A,E,B,19.460307420701298,5.448503706423987,0
Female,51-65,Other,Yes,A,D,E,-133.34745398268998,103.54022141398916,-14.913485075005632,B,E,B,165.16195007761613,-23.883460732915434,0
M,51-65,China,No,B,C,E,36.017308802771765,10.74596831928675,233.4022366741058,E,A,C,-5.632635445409999,21.574669448827617,0
Other,65+,Germany,No,E,C,D,82.57407746235405,-83.62206809527864,-39.61682282665098,C,A,D,-105.68112163609631,123.89924483410135,0
Non-binary,26-35,Germany,No,D,E,C,161.53700805370775,-32.46249043012905,-93.93725611871947,D,C,E,21.863126907836058,93.32435431886405,1
Female,51-65,UK,No,B,E,C,-33.66549397785651,-84.72587128690499,103.08600390177975,B,C,C,46.93993874947177,47.43881581723166,1
F,26-35,Other,No,B,D,E,-30.821821280843313,-102.30582720998103,12.212161204770828,D,A,D,-30.256530193711477,-22.671375969172665,0
M,51-65,Brazil,Veteran,D,C,E,-29.941242999088104,-37.13999317646212,113.60756279705444,E,C,A,2.9212880869066855,0.9709213767656057,0
F,36-50,China,Yes,C,D,D,-101.85314503601015,332.61111568663154,121.04760255752332,D,C,A,-24.02835726373624,-133.9562155317263,0
M,65+,China,Veteran,C,E,B,45.51003594815769,-5.399482475153665,-8.973131561259146,E,C,A,-31.093685809289102,-65.93581877625404,1
Male,51-65,Germany,Yes,A,C,A,22.3378364572366,20.712224440154582,84.71249875461217,A,D,B,-84.85081405587863,62.23890222725574,1
Male,65+,Brazil,Non-Veteran,E,A,B,-111.15175264553201,-109.28441867078094,-55.57624187506794,A,A,A,-18.175961957227564,-22.039515744687492,1
M,65+,India,Non-Veteran,D,B,D,-47.62642797275316,-59.31419926905402,-180.18710558097135,D,C,B,87.3231807035266,-126.6175994266734,0
Non-binary,36-50,Germany,Non-Veteran,D,D,C,-40.02904871213537,-81.94318486723652,10.029944577260212,D,D,A,52.702371344330636,-21.249306340682377,1
M,65+,US,Veteran,D,A,D,-188.79808905174062,17.262239761945917,-66.12365921142732,B,B,C,-50.714949745492724,136.90075200667954,0
Female,36-50,India,Veteran,A,E,D,149.62262730797895,124.88866955342827,62.43674383397981,E,A,A,8.11025430621936,-59.50626161702354,0
Female,18-25,Other,Non-Veteran,A,D,E,-70.38768083915171,-70.76837576833252,206.60716760065085,C,D,E,27.97235711941036,-119.44097038981758,0
M,36-50,US,Non-Veteran,A,D,D,105.3501738902669,99.5196559012707,-138.14488789706974,B,C,A,46.2231588957887,211.42683676528807,0
F,18-25,Germany,Non-Veteran,A,D,E,-64.32896191414846,96.0880989430417,-24.70157307029466,D,C,E,-222.2554449646342,226.56679445485955,1
Other,26-35,UK,Yes,A,B,C,-5.361326801615477,66.09477933901704,-133.84047330516324,A,E,E,53.68128655650359,-22.5711459796816,1
M,51-65,Germany,Yes,C,E,D,81.82732705198515,47.975190887505406,-33.8956173772796,B,A,D,102.53231270990122,-282.4513687673725,0
M,51-65,UK,Veteran,D,A,B,18.13900999273387,77.4062343156386,-149.3404487833368,B,D,A,42.72611290270365,-34.782654805091425,0
Other,36-50,Mexico,No,D,B,E,123.00896536913726,-90.43586022800724,122.44844288610473,A,E,B,77.72151029394229,-5.326479598883632,1
F,26-35,Germany,Veteran,C,E,C,117.6139098509644,126.43836319595054,39.79043677493754,C,E,A,67.4763623607963,-273.730283978697,0
F,18-25,Mexico,Veteran,B,A,E,2.2616941127589816,35.63259021538901,35.177536580018995,B,C,B,-14.468461703187474,-17.16287723028955,0
Other,18-25,UK,Veteran,E,D,D,86.70419172566568,-198.67209573828808,-22.675406272451287,B,D,D,-14.416027778983892,-123.92498192398772,0
Male,26-35,UK,No,B,A,E,46.82691572132299,103.67947414362852,-71.71542575057897,D,A,A,-1.3284406825699981,-82.9981324330234,1
Other,51-65,Brazil,Yes,B,C,E,32.527246290845675,-103.67664708283455,80.32914552370347,E,C,C,-92.14571391787693,-131.6154991635089,0
Other,18-25,Mexico,Non-Veteran,E,A,C,-198.4140347407888,122.80822463156456,-98.29617988231459,D,B,C,165.467632725801,-26.598394637044898,1
Non-binary,18-25,Other,Veteran,C,E,E,78.33901825232891,-36.64325596613616,70.9731911567585,E,D,E,42.6929030729626,-206.72446211810578,1
Non-binary,26-35,Other,Yes,E,C,E,31.21115727346096,-66.65984354141509,-82.11252971635417,C,B,D,-58.551755850935514,44.708208558497645,0
Non-binary,18-25,India,Yes,D,D,A,-135.0793364660469,14.495279662894392,106.55370151681554,B,A,E,-202.15263022100552,18.241941303607707,0
F,36-50,Other,Veteran,C,B,E,-63.782610696307984,-10.885166945579595,22.397907044295778,E,A,B,-15.309251003870846,-36.253122552219374,0
F,26-35,India,Yes,B,B,D,-108.36876903687723,50.38468959144217,-161.91011474771554,C,C,A,53.86121243504317,-110.07024225701025,1
Male,18-25,Germany,No,C,B,D,34.697077046013014,-75.99859045729698,-114.2907958850892,B,E,E,14.95546729974383,-27.462558884129955,0
Female,18-25,Germany,Non-Veteran,D,D,A,-66.6523261338557,44.013911288926025,-11.630997359600764,C,C,C,76.6473104505969,36.87732519114528,1
Other,51-65,China,Veteran,E,A,B,108.0042833674571,12.14594676439516,159.75646275949532,B,C,B,-40.89018643940409,-7.290023823162342,0
Male,18-25,Brazil,Non-Veteran,D,D,D,-65.8388232943075,39.694445179036634,-30.09023835313636,E,C,B,-206.318022770474,-113.02604333164135,0
F,18-25,Germany,Yes,C,B,D,106.61365230351298,-28.370452724290303,-148.46540700045446,C,E,D,-46.76176343192484,-10.614787430889203,0
Other,26-35,US,Non-Veteran,B,E,C,-102.0029175290863,-54.91961299142248,-41.95883282114589,D,B,A,-57.78684548645513,53.59400499887881,0
Male,51-65,US,Non-Veteran,B,D,D,-73.31447076306715,30.861627123229056,60.10002664508711,B,B,A,-113.3660191683862,-70.29345247762264,0
M,36-50,UK,Yes,C,C,A,-71.97458854165136,-171.10542805882721,34.660728970422625,C,D,D,64.73708811209478,36.047594620539044,0
Female,18-25,US,Yes,C,E,D,-168.48764879588964,37.29347111545374,135.9738296111835,B,A,A,-215.95911600252066,92.81930885301419,1
Non-binary,36-50,Mexico,Veteran,D,C,B,63.49155209848271,169.91139794159983,-74.97016069770194,B,B,D,-102.23673034724365,108.53235289120309,1
F,18-25,China,No,D,D,C,-103.83633654503141,-75.2475346884662,72.06193835955952,A,B,D,53.94076809228072,73.03193058971416,0
Male,18-25,UK,Non-Veteran,D,E,E,3.0443046026982903,22.895744963602585,-208.12808345668597,D,C,B,-74.47359105808157,-4.938992961379357,1
Female,18-25,Mexico,Yes,D,D,C,-217.02868822487451,56.459319409309764,-10.992861410758131,C,C,B,42.87759065459026,29.08196900220975,0
Non-binary,65+,Germany,Yes,A,B,B,-60.77778401357278,-73.61823228015709,25.879712902513415,E,D,C,-307.09831355945977,-154.35919626822502,1
Other,36-50,Germany,Yes,C,D,E,-49.453520874314954,57.64398393618729,112.01713339340971,B,D,A,-92.94540745846315,-17.547390054882165,0
M,26-35,Other,No,D,A,A,65.80797351953227,-274.6768359256677,9.476867140329233,E,B,D,183.73134436591738,89.65889443477009,0
Male,65+,Mexico,Veteran,C,E,D,58.47112368766118,174.47247499992358,-30.45918828977631,E,B,E,138.74655858393783,88.07053751077551,1
Female,18-25,Germany,No,D,A,C,-53.48713701998776,86.66297720780089,-56.296667981743944,C,A,B,191.73718304411233,-66.05354066381929,1
Non-binary,18-25,India,Non-Veteran,E,A,C,-71.87486422463176,71.0398664881625,-128.5110922226275,B,B,E,9.756815695279121,54.68332482478593,1
Non-binary,51-65,India,No,E,B,C,-152.3356361954739,14.02822534099783,-124.6632306619777,B,D,D,30.274577335654172,109.31713599232091,0
Female,26-35,India,Non-Veteran,A,C,A,8.20496234966352,46.90477925929672,44.311248712284,C,D,D,-79.90494523093109,-16.6020972929205,1
Female,36-50,Brazil,Yes,D,B,D,-21.69060497909254,74.83537834986839,-15.58668022533108,B,C,E,-146.8278270234177,-15.96612854212954,0
M,18-25,Mexico,Yes,D,C,E,87.60521042747995,-71.11511713645294,-117.78548925297842,D,B,E,92.86050104405452,-68.89319889974566,0
Other,51-65,Other,Non-Veteran,D,B,A,-43.40620306480032,246.2441811097486,13.203610163494739,B,D,A,-14.940759168887025,10.333908492010996,1
F,51-65,UK,No,E,D,C,50.41838195690019,196.4400905660559,96.19571881003087,A,A,C,-105.39956303874827,-185.90687304547285,1
Other,26-35,Germany,Yes,D,B,B,-119.67990830441408,-118.13212529718295,-52.929848118460285,E,A,B,-14.63054209224508,-42.94428344228196,0
Female,18-25,China,No,C,B,A,-174.127440398322,-110.43850968353726,29.051823067600886,D,B,E,-43.0798221787314,32.2684144873621,1
F,18-25,US,Non-Veteran,E,B,C,99.96902174348186,22.201760777705616,54.37133786805448,D,E,A,47.6789653004351,-159.00082353047668,0
Female,65+,China,No,A,C,A,-109.47880959352989,133.54643126576525,132.59865092056708,B,D,B,119.74244938850704,66.43829423277444,1
M,36-50,UK,No,D,B,D,73.60387284395128,-233.4638862205879,11.927182434048616,E,C,A,-125.75162082675051,-166.03964094565524,1
F,36-50,Brazil,Yes,A,C,C,-160.95768715528337,115.01051786048467,-89.16343888272873,C,E,B,-153.20528134911186,31.192482040568308,0
F,36-50,Mexico,Non-Veteran,A,C,C,-27.158646605252667,-206.8650168479633,-25.005013145506457,E,E,D,109.50394245169181,-59.138637918818894,0
Male,51-65,UK,No,B,B,E,21.420782623253537,83.12371554799063,-62.28490932888152,B,E,B,-198.98825328527886,136.107158744933,1
Other,18-25,UK,Veteran,C,A,B,-145.4217190752546,155.10844365212338,-113.42651892714673,B,C,E,-49.42155068129414,82.54486762596714,1
Female,36-50,India,Non-Veteran,A,B,B,-30.597589932462,54.99210993072906,-145.98400607704323,A,B,C,85.48881743259317,20.32500395298682,1
Male,26-35,China,Non-Veteran,E,D,C,-40.8834006914446,-8.806980661801212,-278.7716387732265,E,A,C,-181.17869327547672,-41.80541634006753,1
Male,36-50,Brazil,No,A,E,C,109.66517238229778,-77.70259405913534,166.92490977420505,D,D,A,50.35684992589823,-24.93189570731538,1
Male,26-35,Mexico,Non-Veteran,B,A,D,184.62753512683386,-71.6883927005617,4.049541154689733,A,C,E,68.56626901816095,44.300970931766244,0
M,36-50,Brazil,Veteran,A,C,B,6.763077313532699,42.95697143998387,110.54743936038949,B,E,A,-30.90000230646797,-44.35732783837215,1
Non-binary,51-65,China,Non-Veteran,B,A,D,73.9503447066681,187.00595929972175,-63.20509283321217,C,B,B,56.88602400944508,-132.46861739060503,1
Male,51-65,China,Veteran,E,A,E,-139.8190068570395,45.09615128730992,143.74043284808488,B,C,C,162.42317367466543,-208.33914100920458,0
Male,18-25,Other,Veteran,A,C,B,-45.39577150360557,-60.97827010694701,95.8499337164207,C,D,A,86.96912254220172,-41.448118206150056,0
Non-binary,36-50,UK,Veteran,D,D,D,28.081497451095373,-8.706801001978995,140.1636142137109,E,E,D,-2.343929044976477,-40.43928585829402,0
F,26-35,Other,No,C,D,B,45.62477206810168,20.904962333796213,-60.68494281962443,B,E,B,-20.65543528392509,137.3526950347857,0
Female,26-35,India,Yes,B,A,D,86.61881711251654,-39.693027743005885,61.879257484740535,A,C,A,9.179417242428517,81.37242313905382,1
M,51-65,Germany,No,C,A,D,-70.09561852966245,-94.44493079840682,231.833992132561,B,C,D,118.47041756194909,146.57228445004924,1
F,26-35,Mexico,Yes,A,E,C,128.63265091218045,48.477611614695924,68.97098559118965,B,D,B,-67.62110968978011,226.97274602297847,0
Non-binary,18-25,Brazil,Veteran,B,A,E,-59.814107447985656,141.762334862647,33.7630484612845,A,B,B,148.68172585470236,-112.39420079089876,1
M,36-50,UK,Veteran,C,D,B,-10.997458340847361,-152.51579890803058,-221.67261956530453,D,B,C,-218.4550880637436,-181.1495877212692,1
Female,36-50,India,No,D,B,B,-29.690240539404233,-65.08030550216755,14.732007977340444,D,C,C,-23.856171117757153,-122.79951257060087,1
Male,18-25,Brazil,Yes,D,D,D,-54.74195318195637,38.178179677810675,-127.66445681543092,D,D,C,99.5795670268429,71.74607857653842,1
Other,36-50,US,Yes,E,C,C,-42.87840244731028,64.00472096118362,-72.38668150590169,B,D,A,-68.88431151310903,-114.98426412269002,1
Non-binary,51-65,China,Yes,C,D,E,-2.9819183778004623,42.803001632898855,270.33516075845245,D,C,C,88.61255224400034,17.732786613704263,0
Male,51-65,Mexico,Non-Veteran,E,B,B,-44.78226422264652,-205.93126633156115,92.80018392070784,C,C,E,101.30267801025768,-85.66605604290247,1
Male,36-50,China,No,B,B,E,-124.37508059518983,-102.13940375620538,19.577279804651422,B,B,C,123.49761648635962,118.45814434527921,0
Male,26-35,China,Veteran,B,A,D,16.685828209452737,216.731208764857,-4.940561162037342,E,A,B,112.96270087895557,101.16221322278807,1
M,65+,China,Veteran,D,C,A,-11.97562704061141,-161.43690381978394,-95.9537031881598,D,E,B,-54.44023346810945,38.02064080690643,1
M,26-35,Germany,Non-Veteran,D,A,A,34.277604467008786,-293.7290282566116,20.048873542727144,E,C,D,130.63094251126827,-33.19415809679947,1
Male,51-65,US,Yes,A,B,D,-38.79708420210547,57.66069463410351,24.06466973063484,A,B,B,43.35688271319911,-3.336205457784401,0
M,65+,China,Yes,D,D,B,131.13764645993436,-303.090011155454,-75.7215696765482,E,A,D,67.93185466908737,202.71921161197542,1
Non-binary,65+,Germany,Yes,E,E,C,59.05773309424729,134.87646933804325,-58.28130380381184,C,E,A,36.03293218644158,-59.324041425218,0
Other,26-35,Germany,Veteran,C,C,D,-17.70660451511498,-136.34379207437215,-54.67877875412681,B,A,D,105.57010786800464,122.17718374300503,1
F,36-50,UK,Veteran,B,E,A,107.39633918239326,133.28126564140015,14.115402682792105,B,A,D,154.67902725079955,47.91035573186208,1
M,18-25,Brazil,Veteran,B,A,B,19.142537130992988,88.66690233078246,131.52499524939162,B,E,D,-57.296742538683944,173.87033320036917,0
Other,36-50,Germany,No,E,A,E,115.7980528065431,-119.40738895234992,-70.02962436863879,B,D,D,155.04734669528483,-22.06007172471783,1
Other,51-65,Brazil,Yes,A,D,E,88.70043719979242,-195.48259030842698,14.960393842980238,C,A,E,-179.68665894447955,-16.811917759524437,0
Non-binary,51-65,UK,Veteran,D,C,B,160.08476240060605,139.77528878580333,-7.204359661495696,E,D,B,-74.28136594573225,-146.44446192087293,1
Female,51-65,Germany,Yes,E,E,A,16.48066986518283,-54.05666531279881,45.75963808284705,C,A,A,-35.116902929279746,13.470910477026807,1
Non-binary,18-25,China,Yes,B,E,A,143.1440359087045,28.903503181817374,21.894528185956204,C,D,E,-119.70130824369886,-109.67205755968385,0
F,26-35,Germany,Yes,A,D,D,-261.06431512867283,-15.498898024090934,-45.967251521789876,C,B,A,-173.4901244605868,-152.26863242273924,0
Other,26-35,US,No,D,C,D,52.78749051349531,-54.18749800594534,197.0380643075484,D,B,D,-109.82758361514541,146.6388050255639,0
Other,65+,Mexico,Yes,B,D,E,-111.07733656393984,-12.545833368967225,-9.886347419335099,C,B,B,158.02876801441067,108.68239957932929,1
Female,51-65,UK,Veteran,B,D,E,-74.11316391496557,-230.99661895307014,-51.14461755013742,D,D,E,-231.21525721704108,-36.137256053342284,0
Non-binary,51-65,Mexico,Non-Veteran,D,D,D,53.38490188720776,-170.25471145314702,70.41473852424322,B,C,A,-58.30428404875207,16.398849404426105,0
Other,51-65,Other,Yes,C,B,B,92.0438601657028,115.41117639289311,225.88994905548896,E,B,A,-13.231548859949644,-14.467460165230403,0
F,36-50,US,Yes,A,D,A,-169.5198384393947,-76.74424359305848,-5.0163135909239385,D,E,E,-158.42918534701576,-130.92941223200057,0
F,65+,UK,Non-Veteran,A,E,D,-125.67207076968208,32.27937147911853,-1.8413136790888376,D,E,B,-62.398407271066006,23.237995363745583,0
Male,26-35,Mexico,Yes,A,A,C,-267.32362380387815,-45.273723658928716,-101.55831519980707,B,B,B,106.19578514409255,123.14164126651616,1
Female,18-25,Germany,Yes,E,D,C,-57.01593109638947,184.58665099741546,71.95147170766016,D,A,C,-24.548865551115497,-124.3425481977258,0
Other,65+,Brazil,Yes,C,A,E,-59.5304018985115,-27.12169369642202,-67.35801393474198,A,C,C,26.671560812527982,-32.11423166287938,1
Male,26-35,Brazil,No,C,C,A,-161.74477683070347,-42.48609758560381,-121.87418054161418,A,E,C,107.54374688470595,35.74201706888701,1
M,26-35,China,Yes,C,E,A,-52.674452128019446,83.21527647988877,51.10016881425757,E,C,E,141.24455446571372,-126.26156050395576,1
M,65+,India,Non-Veteran,D,C,A,-4.314776351622946,-19.899819375624954,-7.235744025838978,A,B,D,-78.83110719665922,43.45517954154005,1
Non-binary,18-25,Mexico,No,E,D,A,-159.51951680812596,-121.06718952057862,-144.62131581305607,A,A,C,64.91952601432605,26.719074328081906,0
Non-binary,18-25,US,Veteran,A,A,B,173.25673455245126,81.55042312559901,-22.08192446714478,A,A,B,89.57275742690054,16.993551757779205,0
Non-binary,26-35,China,Veteran,B,B,A,-37.05669593769792,177.7193113651721,-27.414163044410046,B,A,E,11.752783954716786,-19.624952868246215,0
Non-binary,36-50,India,Non-Veteran,A,A,B,-220.83574090759015,62.40697526052871,5.05611551846042,A,D,E,57.789605636238605,192.60249386961723,0
F,18-25,US,No,C,C,C,12.684469873028931,-36.00024835122484,-13.849868882865593,C,E,B,121.1975809662561,153.95544968316156,0
F,65+,Germany,Yes,E,D,C,78.66478680377698,85.44044931772724,19.81254066386348,E,A,A,89.19019508582625,-89.74645487306641,1
Other,36-50,UK,Non-Veteran,B,B,E,-100.19738632613651,61.14821011336389,48.58438766876515,B,B,D,16.299150136983222,5.262735609980613,0
Female,65+,UK,Veteran,D,A,D,49.20840425843777,-10.891654922220047,-12.64178498927137,A,A,C,-54.25093778483969,-114.6567636049539,1
Non-binary,51-65,India,Yes,D,C,C,-182.52854025520563,67.39203151997124,36.12336832654985,A,E,A,32.96290309995577,3.2443468930836725,1
F,65+,Brazil,Non-Veteran,E,D,E,90.81599195565941,-10.798788831396855,-84.54745469239123,A,D,B,13.085530776159565,-117.84296284609688,0
Other,65+,US,Veteran,E,E,B,-118.94808032287672,15.697857693731649,75.83010486215225,B,B,D,122.74065511394826,10.626637357203522,1
Male,36-50,US,Non-Veteran,A,B,E,-231.16029019061278,100.25778493217159,101.55857985957783,A,E,E,-19.88959098530635,-118.53175606340581,0
M,65+,Brazil,No,C,D,B,-107.67238670804211,174.9108083596936,113.57365545873795,C,E,A,83.90203698152577,90.3967006950576,0
Other,18-25,China,Non-Veteran,B,E,E,-74.44284589510626,-20.483795550078963,34.81588879092026,D,B,E,27.27811374835142,-202.1882119267766,0
F,65+,UK,No,B,E,E,-80.78645529339825,-38.29072491305268,124.19037413955165,C,E,D,-94.09312322689296,98.12555818843926,1
Male,18-25,Other,Yes,B,D,C,-13.493108725954956,-60.6695809307517,113.87702713657572,E,A,E,-87.75453206388846,-81.67966747458274,0
Male,26-35,Other,Veteran,E,B,E,-4.0920984306927535,-95.06996124230447,78.65338700918178,B,C,E,53.39900506955091,184.73702939813975,1
F,36-50,US,Yes,B,A,B,-103.42839733347773,-36.237877596121834,-33.29684281471959,B,A,E,249.0031326759561,33.003315111621255,0
Female,36-50,US,Non-Veteran,E,A,C,170.93517768668954,-136.78692065871516,-216.52188958196228,E,C,B,-146.08684052935172,-92.33701203754002,1
Other,51-65,India,Non-Veteran,D,A,E,44.14725286894313,64.36482352521898,145.72795788630398,D,D,D,-17.984144506410043,-72.71156774033652,0
Non-binary,36-50,Germany,No,E,E,D,13.477187546282895,5.4189843272410565,-102.22635757003862,C,E,A,-192.2743143879788,-172.8270304555638,1
F,65+,Other,Veteran,E,E,C,-39.892294970478154,59.902357819151405,-7.513022678097279,A,C,C,151.5223556384204,-177.5575971047292,1
M,26-35,Mexico,No,C,B,D,62.06258602394408,-172.9576693645771,-123.43834001278805,A,C,A,2.7662485258611595,3.3784907905700297,0
Female,51-65,Other,Yes,E,D,C,1.9830541304929123,98.87061701206389,-76.52696298094942,D,E,E,17.000212917004717,-110.49924228613337,1
M,51-65,Brazil,No,A,D,E,18.24198023636744,30.882951703194145,100.96648273566957,E,D,D,129.97613281351954,-17.244861925908225,1
Non-binary,51-65,Mexico,No,C,D,A,-66.0895488719002,229.22015774311458,85.46512258721441,C,E,B,11.403919737873355,22.036876974780885,1
F,26-35,Mexico,Yes,D,A,B,-23.57746614844487,-330.0447827361511,176.00498235811042,C,E,A,11.941070335945282,-15.156832692708655,1
Female,26-35,Mexico,Veteran,A,D,D,73.73340422154077,-120.45467418392819,103.63949736209736,B,B,C,83.14811435369968,-118.68284477732661,0
Male,26-35,China,Non-Veteran,B,E,A,-10.152969419507869,-84.69683639159867,206.00750295842198,C,C,E,-87.3886531136633,-30.11169602246936,1
Female,65+,US,No,C,A,E,136.0483908884162,-24.22981415863314,129.81957495218103,A,B,E,14.268197707749513,151.49816206540888,1
Female,51-65,UK,No,B,D,B,-53.221978168838355,96.49998728235157,151.10109436655983,E,A,E,73.97881766281958,-46.154443105666296,0
Male,51-65,Other,Yes,A,C,B,6.596827676101932,-54.61272574708722,-36.36162674983222,D,E,C,-50.36697486787231,58.302125847375876,0
Male,26-35,US,Yes,B,C,E,16.002823168940992,-39.05248597021151,-148.30801848491112,A,E,A,40.20069544653292,-71.10826840412017,0
F,18-25,US,Yes,A,A,A,80.1026218169184,-96.27807478657627,119.03619923157554,E,B,D,108.84103810473849,-165.32975666044874,0
Female,65+,US,No,D,A,E,48.20138480141101,155.80052600446584,-53.27049084282748,E,A,B,58.05087893758001,-52.287808664474376,1
Non-binary,26-35,UK,No,D,C,A,48.31986960647638,-101.81145273141858,100.78477589535078,C,C,D,151.42194314083008,150.97635183950834,0
F,65+,UK,Non-Veteran,A,E,C,-169.7276662688995,-162.46680203204824,-25.507734424160866,A,B,E,-88.13080264910886,51.07654549726026,0
M,18-25,UK,Yes,B,A,E,-71.99020187949388,-63.07647722460946,-41.86827414635999,A,B,B,93.80502644313519,87.64035924927221,1
M,36-50,Germany,Veteran,B,B,D,-137.15773491188585,-58.896366336584585,-55.618511953860306,A,A,E,-40.77784689258628,-67.82471003295316,0
Non-binary,65+,China,No,B,A,C,-82.66123963531265,89.54307544443519,-70.1588789467241,E,C,E,88.6649188606168,-56.32553501649944,0
Other,36-50,UK,Non-Veteran,E,B,C,-96.24582971546981,-95.14732423478765,-21.20317319770299,B,C,C,112.30105045052439,-100.80965745817471,0
Female,51-65,US,Non-Veteran,C,E,A,-1.993274274709294,-73.16043385124624,58.162771990108695,E,A,D,-136.2768481988541,92.92473963846182,0
Male,36-50,UK,Yes,D,E,A,-29.336916721515742,2.708664044172928,-49.04642936148031,D,D,A,-119.5937095371783,183.45060846779714,1
Other,65+,UK,Non-Veteran,B,A,A,-42.80823535528813,-50.35888192665573,68.39027768567063,E,E,A,97.44310830770797,93.55138583406102,1
Other,18-25,Other,Yes,B,D,C,34.36804013018776,14.516062309747058,19.529349863867452,A,D,E,-71.11799557943392,-51.06283420452499,1
F,18-25,Other,Non-Veteran,A,E,C,-25.660562447940404,-41.71986264821243,32.820448239285795,D,A,D,30.520920593135354,-81.38871450719346,0
Other,65+,India,Yes,D,C,D,39.76792312788721,-23.040451961833547,92.15831749939058,C,E,B,-20.785856264258218,-78.72834953548129,1
Non-binary,51-65,US,No,D,C,C,32.67723602079855,-178.56547878279437,84.31701848934091,A,A,D,-4.890437065887474,-188.6132597944835,1
M,65+,Other,Yes,A,A,A,9.193923133401732,-7.319823214351643,-93.66200937097213,E,C,D,79.99649258838562,-182.2292233882061,1
Female,51-65,Other,Non-Veteran,B,D,B,58.05385196323585,124.64246644665413,-80.63461015136623,B,C,D,-104.70479339798928,131.81883817991536,0
Non-binary,26-35,Mexico,Veteran,E,C,C,68.79728723006735,-58.29548610087155,-70.54769495580598,D,E,E,-198.09541485237443,114.7657661344358,0
