sexuality,religion,Race,nation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target
Bisexual,Other,Other,Mexico,C,222.08249630439153,D,61.33338168481836,-68.63765926259208,-161.34002797021557,-12.522758951618588,A,103.34029548822645,0
Other,None,Hispanic,UK,A,39.738401245334735,B,-22.476954157221453,-74.63242092137622,16.308570954308106,-6.932393624177295,A,120.46084717433614,1
Bisexual,None,Black,China,D,-137.81802609586435,A,4.005690732192617,-166.0169513142233,-56.707779699918724,178.9080861129427,A,-3.896141066376244,1
Bisexual,Buddhist,White,US,C,32.60696674278644,C,-124.25948316330484,3.4569661726250653,65.6817917957014,-10.070890983404169,C,-126.05058170124937,1
Heterosexual,Other,Hispanic,China,C,105.67831476330707,C,71.84683038626639,-81.24639410437742,327.04140858966986,25.770190444802456,D,-11.39105402222757,0
Other,Jewish,African American,Germany,C,-174.89657847222756,B,-108.28603669470161,71.655138184276,-45.457751947878585,151.0493999792063,B,40.150443213655365,1
Other,Buddhist,Black,China,E,77.23448198058502,E,34.822824063483054,31.73275255318866,-139.0493510094435,-62.48323714080905,D,4.789091785064385,0
Bisexual,Other,Black,Mexico,E,33.7944303794822,A,-62.020551026395076,46.119108185864235,-42.44837355896005,0.3397143507870593,A,-98.02630522096648,1
Heterosexual,Muslim,Hispanic,Brazil,C,70.77186750298046,C,-120.91903783674451,-24.137378579410022,42.50070089569561,-112.89804808761907,E,118.39648790850667,0
Other,Hindu,African American,China,B,89.43785037948038,E,-8.434963720047643,47.14896976170215,15.607705920462243,-138.94449438184685,B,35.12865982625017,1
Homosexual,Christian,Hispanic,India,B,-76.89546445948757,E,120.77058679699422,-72.88148557686507,109.39233509065033,-24.909012153466207,C,25.695773087831945,0
Homosexual,Muslim,Black,Mexico,C,-78.29659251737047,B,-51.58861906337382,125.79867701283082,108.39562535037683,-67.93621021933612,A,-18.380373492701192,1
Heterosexual,Buddhist,African American,China,C,113.3826883647574,B,41.60070368923595,-56.9769360518234,-214.68089658192997,-7.375226622979388,C,-67.11362842515354,0
Heterosexual,None,African American,India,D,-5.940974831445967,E,-15.515102837747852,71.02619956769274,179.95250248733691,-184.7063785650571,D,126.7188985145512,0
Other,Other,African American,Brazil,B,-165.35511139309094,D,-148.76881822268086,-56.986465277801315,3.183168427669017,-95.0846075460246,B,60.05416052936917,1
Bisexual,Other,White,UK,E,-64.96610028989038,B,163.64556973127566,27.463058409188367,-265.65377113189413,57.45528851455512,E,-167.76295418912434,0
Heterosexual,Buddhist,African American,China,C,192.20507639358823,E,-28.430167658680606,-20.82542204966155,32.92063931879238,8.309701373236104,A,-102.68838906689075,1
Bisexual,None,Other,Brazil,C,-68.5958587396837,A,-60.402149863178835,-46.296395082146596,92.09815545015722,52.44769215326039,E,-121.95471719962738,0
Homosexual,Buddhist,Asian,India,A,-36.34822748915641,A,98.57370412186981,1.4324870206557352,41.20718916213647,-150.4608784684676,D,30.243633085436407,0
Heterosexual,Other,White,Germany,A,-154.75380028852456,B,87.17548297483249,37.22274051087251,45.134346075061764,217.4573000981114,B,92.09919762204159,1
Homosexual,Christian,African American,UK,E,-100.65720471765387,B,187.34372336988494,40.170250394453085,-120.70914757442787,-3.5375683629774684,E,-11.232961618693018,0
Homosexual,None,Other,UK,D,149.32438231445423,C,112.33919921867326,132.03508928004538,-24.457015693641015,-149.85938184027668,A,-61.55272938986228,1
Heterosexual,Christian,Asian,Germany,D,-49.554557285442726,A,123.58298251702422,74.6055151178494,141.50662712614715,173.28773080129977,C,-232.5720315176493,1
Bisexual,Jewish,White,Brazil,B,-68.15393059180342,D,36.32066637029121,56.23952335978325,-36.21959776460543,-157.46198128084944,B,-76.34284388631252,1
Other,Buddhist,Hispanic,India,C,-108.10185945434527,A,-22.770189484271,-120.44797107193068,65.17543737575602,120.42809950347728,D,-72.56868692097245,1
Homosexual,None,Black,Brazil,E,231.8008846155163,E,57.96694713590996,40.474058213193906,57.76106920484443,-8.333762741600896,C,-79.23697499327093,0
Heterosexual,Buddhist,Hispanic,Other,A,85.67048833880337,E,92.70753295457102,-17.529582310903898,-37.98730257313856,3.499439353198077,D,135.66884052874403,0
Homosexual,Buddhist,White,Mexico,C,1.1541744791284276,E,-87.53619612369494,96.77353309912387,-44.20210200635923,17.530298593795976,A,-20.152216326656553,1
Bisexual,Hindu,Asian,Other,C,163.10408362323582,E,-98.77120457081806,-62.13717758262929,-62.300886773080734,-86.74516482795504,A,30.112703198934472,1
Heterosexual,Hindu,Other,Mexico,E,26.55341709726183,E,169.71102391694774,-216.8717191553837,-98.93904991143555,96.1548870322794,E,-81.80767963927113,1
Bisexual,Buddhist,Black,Other,B,15.903679217972936,D,-98.6429901250446,23.436751167263687,203.94746221297493,-134.81486965920206,B,96.00283085881578,1
Other,Hindu,Other,Mexico,C,153.53107515971934,B,55.52152103858234,122.04482384308383,2.6216141209577946,-111.21830305263758,E,-68.70825712570169,0
Homosexual,Christian,Black,Mexico,E,-38.622194569779,B,-90.16708585657169,209.06329464926463,-65.56897787289981,-91.06890529757962,D,-61.1558963114072,0
Homosexual,Hindu,Hispanic,Other,C,-9.702001760583139,B,0.9369050366645834,-53.629105092654996,-65.66635757612059,-49.85658379104928,C,15.388582329459721,1
Homosexual,Buddhist,Asian,Other,B,-62.12185068028284,D,-19.59552244411245,3.070326873130622,-91.67263927585554,-50.4011263273603,B,17.919323640953472,1
Bisexual,Buddhist,Asian,Mexico,B,-104.39453890825064,D,-122.80728534050931,-59.93102644423066,175.85427429334035,-177.10993850472462,C,-24.731784447826623,1
Homosexual,Jewish,African American,India,D,-52.354959990928386,A,-53.87359606988258,27.852919468745096,92.75273031256235,-25.908172807291507,A,44.39444276343176,1
Heterosexual,Buddhist,Black,China,C,-88.44213724666949,E,71.33588614937915,29.64657006556409,-33.49352664307459,232.09831814803206,C,-11.248477817959296,0
Homosexual,None,African American,UK,A,99.24147223377547,D,-48.100615185156705,-14.089558356660762,-100.15341499608597,-163.61396201868405,D,-111.70470946722209,0
Heterosexual,Other,Hispanic,India,E,-117.95318306878235,A,267.6190037906392,56.698837348661336,-130.7536750286374,77.71175556218161,C,71.30804201839145,1
Heterosexual,Hindu,Hispanic,Other,B,43.38586636683251,C,-2.3480877514083955,145.28640111180297,16.83889260273756,123.62386779937206,E,-38.82129720391691,1
Heterosexual,Muslim,Asian,UK,A,70.47771883675877,E,-206.8525041529232,12.01923771062064,-123.72364685652795,93.36553855763788,E,-215.46875564255404,1
Other,Jewish,African American,Brazil,E,11.568342984103808,D,29.30709300860357,99.34904735068989,38.52010414080407,160.66868100457808,B,-75.69152268186544,1
Heterosexual,Muslim,Black,Other,E,-21.705582097541225,B,-67.00519963236619,183.23332113124016,-35.819706926792826,-8.312619398917063,E,94.603627865238,0
Homosexual,None,Other,US,E,-74.05460399483802,A,-204.05461375312538,230.00643253454518,-13.493522344780295,76.90656251366093,C,-127.20808791282315,1
Homosexual,Other,Black,Brazil,B,141.85321463464265,A,-30.10888083673461,-61.62416701440524,-113.11761937376671,-89.69010841394974,E,15.915644733038025,1
Other,Buddhist,Asian,Germany,D,-42.74888350305844,A,-209.7236216801296,-45.74549623901223,87.09246636182746,88.19826088599264,B,-124.91534995839805,0
Homosexual,Muslim,African American,Germany,A,8.19505582797622,E,-82.5481735447466,-24.056848999405865,36.418763445271395,-5.6805587160133415,B,-36.67156982144005,1
Other,Buddhist,Other,Brazil,B,-260.86883814037793,B,-103.79485029098615,-73.24987601397633,-61.68375464802431,-149.169051333069,B,-107.2602384848339,0
Other,Jewish,White,Other,D,0.959337523747268,C,-11.95319106224569,6.5125863109291515,39.323513349599324,-266.20463825582726,E,20.92384923274014,1
Other,Buddhist,Hispanic,US,B,-20.817383549321203,C,48.62879866984515,99.34997107131065,59.64274265853786,41.56934711523119,C,-106.00181642483102,0
Other,Buddhist,White,Germany,B,-133.6705837189137,B,28.33417750057193,-61.21901997392407,-51.30547298755669,-55.8444652655701,B,11.637628145249076,1
Other,Muslim,Black,Mexico,A,-10.657300020129004,E,33.971123156012276,-157.7484030625435,-90.23878891597327,-173.20357098638212,E,105.33768397158579,1
Bisexual,Other,Black,Mexico,E,-312.5654937296646,E,-15.088722174917518,-80.02735048192766,-62.169136317084515,28.144717448795404,D,59.24738345309459,0
Heterosexual,Jewish,White,Brazil,C,-100.24470145272954,D,75.16000506575408,8.104690095251492,67.87613861747107,-198.71586892783165,E,66.4132875057706,1
Bisexual,Hindu,Other,Germany,B,7.693252692384024,D,139.01071792330325,-77.7899503644691,13.262309415765937,-67.31529620516595,E,120.84459823882008,0
Heterosexual,None,Black,China,D,-24.710491101961594,D,5.626421536251057,11.94787161685069,77.00548056437938,71.96051395178851,C,-160.45892248811674,1
Heterosexual,Muslim,White,Germany,A,-23.701195765057733,E,-115.66619440746094,11.1671850747769,-1.8442515630477485,78.27653454391246,E,111.90722205561356,1
Bisexual,Hindu,Black,China,A,51.19401825169202,E,-82.43305253542026,-190.31468656999968,143.2847746119239,-101.26964551446976,D,-31.358777884920762,0
Other,Muslim,African American,China,D,-203.7330532310213,E,-72.9703648603971,-178.7454018271516,60.877654714413985,-139.8367582077254,E,-30.110541539415376,0
Other,Other,African American,Germany,D,-210.76672299252022,B,-57.2193167298482,-7.247575249641168,-37.398094225011235,85.49787448450418,C,-117.64515039129506,1
Bisexual,Jewish,Black,Brazil,A,-49.977479634439895,C,-75.91162339278432,-49.82334092989033,-59.55153769473229,-15.514329095461463,B,51.536207393854916,0
Homosexual,Muslim,African American,India,B,-4.863263818833196,D,118.75306736919565,119.5588271807831,-29.70664627520977,2.170244987043991,C,146.27440508003073,0
Bisexual,Christian,Other,Other,E,-22.565103175244985,D,-185.99932801852148,-24.585034396219218,159.61060285576184,-21.354062059718544,A,-65.92793946869365,1
Other,Christian,African American,Other,E,89.46919503810243,B,255.02650406652955,-40.340354862283824,-3.652381856233737,-5.332306807496539,A,325.62048596421704,1
Other,Hindu,African American,China,B,40.289010911512804,C,-65.91210362304973,29.38860004445203,-39.60834781113237,-78.99647665359137,B,78.5307313077641,0
Other,None,Asian,Mexico,E,41.13841994545146,E,-65.79126855864435,57.922153484291506,-56.3668868786719,-29.38098060295034,E,154.39616631966325,1
Heterosexual,None,Hispanic,India,C,-127.98752077341051,A,-16.680220094938612,-188.97146208955544,139.03653327063196,-62.13332912323351,E,-9.465138027920519,1
Homosexual,Buddhist,White,Other,A,-18.11189819395584,A,-100.97275539252921,-33.712471146641306,-50.42811585936885,-55.44310659302541,B,46.74293088628729,0
Heterosexual,Hindu,Black,US,A,-77.35022381930389,C,-71.96200038996179,50.969207855912536,39.354192870586814,1.3418985066593074,B,-49.744771246748506,0
Other,Muslim,Asian,India,A,-147.72130293963562,C,173.56906511707567,-151.8060480775308,72.35582754056358,-92.696130511231,A,-69.2459130388538,1
Homosexual,Jewish,Black,Germany,E,127.04350343586587,A,57.73328106554909,-26.793420303582565,-42.67132624960141,-73.29716914789356,D,188.80036963337028,1
Heterosexual,Buddhist,White,China,C,-120.7298048216365,A,-127.537089571298,41.662745952400094,127.3850070833288,-141.4484726342041,D,14.316598647761555,0
Other,Buddhist,Black,Germany,D,134.8610291941104,E,-27.66533491056084,41.49967494894239,-115.69990127483783,53.83020187921197,D,122.53938960608879,0
Bisexual,Buddhist,Hispanic,Germany,B,-93.36118240477703,B,29.173732642930407,-18.737396343271342,43.78481846965113,77.33938061286642,E,-6.643205383615365,0
Bisexual,Jewish,Asian,Brazil,D,-114.79942670278585,B,-137.7751154083285,44.05272232872949,-42.99726271850504,83.92745858369108,C,46.36266961458511,1
Bisexual,Buddhist,Black,Brazil,D,85.22574367699991,B,-11.304649470578735,109.12401917685631,20.239723342562897,-1.424836891871698,D,75.84721013450019,0
Other,Christian,Hispanic,Brazil,D,-183.20750153786295,D,162.21180902342755,6.105019166786248,-8.582559002439437,-92.86401278673503,E,186.115367757322,1
Heterosexual,Buddhist,Other,Germany,C,-36.45898813583151,E,-78.53718324949945,101.43922122776326,110.37800851969115,-54.39604582007176,D,-116.60333563758299,1
Other,Other,Hispanic,UK,C,-40.71163399456783,B,64.84527024167507,-4.5201699356631115,-127.25009038211341,-100.98480807569985,E,93.4810375660976,1
Other,Buddhist,Asian,Germany,E,49.345297500970354,E,-45.60401005814395,-43.654385709256886,-30.858580801019574,-144.28771023722177,C,79.26686463333183,1
Heterosexual,Christian,Other,China,B,-69.55947694001061,E,17.487627392391676,-212.97227320588306,-42.4785497488665,-11.122172216363454,A,-102.3064987039212,1
Other,None,Hispanic,China,A,85.71082573149646,A,-57.868742988257026,207.14142553107897,114.2922249393135,-159.68302557116127,E,46.100661845528265,0
Heterosexual,Buddhist,African American,UK,E,-100.49170748968486,D,111.69076410896733,55.24081574989837,-20.950284033272997,17.869284941978268,B,16.232959785247893,1
Homosexual,Buddhist,Other,Brazil,B,-135.03226161356727,C,26.10590490478708,19.83831211451429,83.49385803186819,-5.899751719865071,D,-19.43955784365261,1
Other,Muslim,African American,US,B,9.783748438714706,C,95.8216192813096,194.93909765643036,-31.40172014073383,46.52117849835881,C,70.2852019457739,1
Homosexual,Jewish,African American,India,B,4.575248115429812,A,45.54114083943209,-95.3427407138826,42.96152850419948,-61.447093608068556,D,45.385256438352364,0
Other,Christian,Asian,Brazil,A,92.24840577825499,C,-136.5691152666818,-46.56225651268474,38.15655405193718,-179.0968720883724,C,35.564762853410784,1
Bisexual,Other,African American,China,E,52.933640827025584,C,58.57198894567966,165.04597781822105,-25.080546393286685,221.83144119181267,C,-15.839833602909723,1
Homosexual,Buddhist,Hispanic,Mexico,B,24.095139716607473,C,-43.91950642597952,-67.37695513553331,69.65618354439668,-77.4760081040588,C,-138.05689605060988,0
Heterosexual,None,Other,Germany,D,68.99395819217884,E,-59.165635312170515,-54.40315650366995,38.79257793842231,-26.038017525879063,A,103.1061722859499,0
Bisexual,Muslim,White,UK,D,-29.87725749697141,B,82.07696825791054,-117.02288709399524,21.312191527722195,-71.33161425923531,E,106.17211709615127,1
Homosexual,Jewish,Black,Germany,D,49.5248810067213,B,3.5302533472167448,-6.610744883078906,-98.15761170734838,108.57782277051327,A,-64.94120561457,0
Other,Hindu,Hispanic,Mexico,E,151.80669498891285,E,-145.38570124492344,76.10993266909583,168.50847388927218,45.122394569051565,D,-90.74338890078914,1
Heterosexual,Other,White,Brazil,C,60.89874883581835,C,14.551637325132512,242.99634494941097,38.2277687313251,113.4941947721281,D,-50.034358352173314,1
Other,Christian,Other,Brazil,C,10.944022411318693,B,106.7433241902181,-145.10120636024698,-80.77935924019546,-4.8664245158565285,E,-190.0669256786372,0
Bisexual,Buddhist,Black,Other,B,34.23355630978896,B,93.44751694341717,126.84726696918702,-57.323779592732905,-53.28949105690335,B,64.56965053606173,0
Other,Christian,White,US,A,38.97771823544792,C,118.9176810574756,-90.97733965173134,-68.36625039701408,-83.39697500383745,C,86.67260197114042,1
Bisexual,Other,White,Germany,C,-31.93690587413792,A,53.97639924653337,77.91465302076253,51.49666439430586,-161.33202910614304,B,85.6414297041663,0
Other,Other,White,UK,E,74.53240572792488,C,93.76538270111857,-155.1612223108626,31.008003291063762,107.32872184600366,C,-88.12958009822204,0
Heterosexual,Jewish,White,Germany,E,-98.61677296801848,B,-4.664541795406855,-38.568116222260436,-5.093725763528867,23.48087134986071,A,41.68330295380577,1
Other,Other,Hispanic,Brazil,C,106.30162411757237,A,29.021682126140412,6.32777585886241,21.555975606133078,-102.13419186684874,A,205.90702615872956,1
Homosexual,Muslim,African American,China,B,127.03696943447041,A,80.27513462462531,69.23963840446203,190.57200097623465,43.74474458783864,A,29.945728856958514,1
Bisexual,Jewish,Asian,US,A,13.852995495251022,B,-55.5112951510589,30.120140385953892,121.010224060882,42.84103203080753,D,72.38807593863754,0
Other,Buddhist,Asian,Brazil,B,-135.88988546843657,A,-55.757518685694386,-111.00848383150745,-177.08501403205074,13.201400730741295,E,-139.03597502728252,1
Heterosexual,Hindu,Other,Brazil,A,-147.76529242135607,A,37.54918581315941,87.9011329509041,39.65875208078011,-55.674886749860406,A,108.69160156217445,0
Bisexual,Hindu,White,China,C,52.800789179331446,D,-31.58180421321642,-42.50174710903658,-49.60591138641482,-96.72789330467117,A,102.67175384915859,0
Heterosexual,Buddhist,Black,UK,D,40.656289721546486,A,23.04106030456629,-60.1004664060761,228.4824060909669,-57.09573674975557,A,38.91836981003799,0
Other,Hindu,Hispanic,China,B,91.4184719904852,D,51.81047717238007,-121.31715529320135,41.26793398087237,-137.59499986476143,E,-36.32243506506127,1
Homosexual,Jewish,African American,India,D,-171.85103795153086,A,-267.62096619823524,-16.87455884431269,25.69814986127872,-59.02288005275014,A,81.32377507891661,0
Homosexual,Hindu,African American,Other,D,4.513115544614976,E,73.20564575574232,-101.01501514886822,-89.02450615124687,4.838814015176127,D,8.806587745345986,1
Homosexual,Other,Black,India,B,-64.59176920472073,B,143.43741527037824,-117.9357540275957,119.69134878582366,-96.70176044140204,C,-39.812176729950046,0
Heterosexual,None,Black,US,A,37.88363133576226,E,-25.167786635194634,-36.85046209278337,195.32249760332056,43.52822476382511,B,-40.33341314630599,1
Bisexual,Hindu,Hispanic,China,B,-31.656858678580296,D,-12.235224237281924,24.242393302646356,-18.643691458967755,23.590741730743407,C,-1.1321220935984855,1
Homosexual,Hindu,White,Mexico,D,-2.1418309297506584,E,-15.920687350365947,7.511223509553179,154.92131032741466,116.01006323195935,D,130.68057899488747,1
Homosexual,Other,Hispanic,Other,B,209.7098906041821,C,-126.19113388746293,98.06776898907592,97.1547336207101,-95.4020688627507,D,-154.9959187017096,0
Other,Christian,Black,Other,D,-16.333681202656678,E,-81.91210640371317,-137.13810170283506,91.69457334359431,-132.4227772908887,C,38.42549291849725,0
Heterosexual,Muslim,Black,Brazil,A,-17.709203651138207,A,-66.36717606249881,-19.96906618253899,-131.24268713186063,-79.77935990540892,C,36.46498677521252,0
Homosexual,Buddhist,Hispanic,Brazil,D,106.27428612952114,D,-10.280056490865073,52.06024099509674,-109.47509046575017,-93.98068173546594,B,4.654351439839412,0
Heterosexual,None,Asian,China,D,-101.70128024245584,B,62.16266351189197,-127.77023746555068,141.9510777572013,-96.69481518451715,B,-188.00531277507756,0
Bisexual,None,Black,UK,A,-15.86452558353941,A,-75.71787377985775,209.91747295969924,-6.8217432115008485,27.154509486958645,B,160.00115609104978,0
Other,Christian,Asian,UK,C,93.70578157065879,D,90.70957319839499,36.46229006680306,-91.30981816767367,-46.99525848078673,A,10.441071175400939,0
Other,Buddhist,Asian,UK,B,77.40546438566372,E,-68.4107775716275,106.95457612126529,-47.689603488441016,230.46657279184376,C,-225.2356346867301,1
Other,Christian,African American,US,A,-11.767335998209406,A,51.692338449867634,26.78920353359179,-66.36824422411148,26.50883152545872,A,-223.8136558786159,0
Bisexual,Hindu,Asian,UK,E,-28.608275462374465,D,98.3601597950245,15.4383657566295,-24.327026036381827,-58.601116577535564,B,11.143945022326825,1
Other,None,Other,Germany,B,155.71296770384035,C,-82.81882088761789,-79.84950903029923,45.79356186757558,87.98012286969677,D,-87.78478640570661,1
Other,Christian,Black,Germany,B,-80.47540331500585,C,204.11530791075742,-150.36643180863615,-111.6869996523143,-45.99460667037235,E,-65.91634540040181,0
Heterosexual,Buddhist,Black,US,B,150.73300347849133,D,-33.18980166355897,50.59485197345367,72.19892206016019,43.81464201358035,C,6.0693275737882235,1
Other,Buddhist,African American,US,C,-71.68097477000234,D,-11.123442760109896,-101.08093067084545,74.54266379133936,-108.58165453405863,E,94.40100044784516,1
Homosexual,Muslim,Hispanic,UK,B,-26.084883416348358,C,-39.01728313801514,99.02832113605922,-111.22696294298822,-119.08095390062738,D,191.84036526394195,1
Other,Hindu,White,India,D,-34.50298339506717,E,-116.39929740102868,-49.749549126317135,-30.160267303966705,62.37883356207068,C,34.017705084430446,0
Other,Christian,White,US,D,85.01867387614361,D,-53.1461600997907,166.4325172660854,-117.43403562645949,-111.47053251426009,A,-98.99780753507808,0
Heterosexual,Other,Black,India,E,101.17932617437178,B,-27.525393023900378,34.255808651644045,83.01983961659305,137.75273130961304,E,-7.697125432567447,0
Bisexual,Buddhist,Hispanic,UK,A,142.41694203706038,E,213.0860126607752,-80.12477805263963,34.5805802787363,-11.048935852957584,A,-97.02044544951126,1
Bisexual,Christian,Asian,US,B,114.9024996001824,D,57.68029346261147,36.32421367468364,-33.327877480019254,-280.3033384903908,B,124.6872360360671,1
Other,Buddhist,White,China,E,-10.599897449402379,E,-113.68151509982134,-15.136369808313848,-34.61389100328193,66.4340763246197,B,-93.2766949994674,1
Other,Hindu,Black,UK,C,202.75086196026996,D,-103.70290469884038,172.73196870721318,-43.37543038778311,-3.550572656564616,A,-9.902436035376969,1
Bisexual,Jewish,Hispanic,US,D,-101.20216105830495,B,56.462294058113514,83.43318385532726,-35.69041576206626,62.02055523842428,C,-133.41862086010346,0
Homosexual,Other,Asian,US,C,36.60652706172147,B,-92.04484110429172,68.25511105343362,86.47464033028001,68.35193571458487,E,-57.12504100387257,0
Other,Muslim,Hispanic,Mexico,A,-37.4918100041659,D,150.62421014196372,137.99585920913435,-60.70501756460819,-1.5806345382141231,A,5.255068812280967,0
Bisexual,Other,Hispanic,Other,B,21.534195688139143,D,-52.51674691156513,-45.66162723490701,70.57865775875717,54.30190651917298,D,50.31344256298954,0
Bisexual,Jewish,Hispanic,US,B,-84.0085802527698,A,125.6741180624346,36.73726839363407,11.783476796997993,53.37494887841762,C,-26.752930804558257,0
Homosexual,Jewish,African American,Mexico,A,35.667847756031776,D,-12.20053254215979,-24.5261693549931,9.094426553518062,13.271743060416007,A,-164.77637312958012,1
Other,Muslim,Other,Brazil,D,24.64499818023762,E,-91.32572183286224,-86.98556073701486,68.87234469503348,-74.0894504965111,B,-94.63704676891827,1
Other,Jewish,Asian,Germany,C,-72.34380155505033,E,5.120024748788846,-178.54964216992073,-35.88244281132214,-1.1098357272685644,E,142.73143345668436,1
Heterosexual,Other,Asian,China,A,-134.48921023030306,C,-94.89873031587285,-92.38111063111421,148.99550028090417,132.2684327143021,D,12.4413978933969,1
Homosexual,Christian,African American,India,A,-62.85388084429353,E,30.238486453918277,-180.46204327458346,40.531117005120784,49.31607488662135,B,106.2200444282719,0
Bisexual,Other,Hispanic,Germany,C,-165.73819288732955,D,-100.4639453091144,32.3050116088296,-14.76057043960067,93.03485102147863,A,-43.363974163930614,1
Other,Muslim,Other,UK,B,7.052595717171231,B,102.51318245103195,-36.589887369167684,-4.683657647103353,-91.28824278213072,C,209.070299241636,1
Homosexual,None,Black,China,C,-44.60442494318577,B,74.24441585720203,28.261286515774486,58.61486666399608,-111.46160284082383,D,-46.048534435254304,1
Homosexual,Other,Black,Other,D,8.588307596543983,B,-120.84834396875014,-12.02779529758682,-15.031493029685732,-46.17042636277965,E,-55.84152229554724,1
Bisexual,Muslim,Hispanic,Other,A,78.72713476331177,A,-41.598158390854906,-79.41438631991767,-28.75834953001099,-12.982289589412439,C,49.486142433247224,1
Bisexual,Muslim,Other,India,E,111.54325363869563,E,81.2354564758423,-169.97149263886524,3.6296141341801507,64.88335308119524,B,-72.06646319884628,0
Heterosexual,Other,Hispanic,Other,B,14.943558079720148,C,-39.49311976929649,-94.36095811563506,-46.98926445234637,-48.208981730446645,A,-179.9495290760613,1
Heterosexual,Buddhist,White,China,C,131.4145239792562,A,59.347861908976476,-142.760420703882,53.53417446034503,-58.082510380949174,A,-120.38462024645791,1
Bisexual,Other,Asian,UK,B,-84.44884184726396,C,-9.188252670393377,38.231325064685926,60.36975097424298,25.04229493387674,C,51.5782653678023,1
Homosexual,Other,Black,Germany,E,-104.38385882425023,A,63.736933844782214,-47.08677863863904,19.317525032138988,-47.25684462573454,C,-135.63770241488052,0
Bisexual,Other,Asian,UK,E,36.44752730162788,C,24.252347209005297,-29.902142433739908,-58.59916163724348,54.752247797240074,A,7.317837894585666,0
Other,Hindu,White,Germany,E,-122.86466858695901,D,6.641449532383172,-56.2794526777713,-72.61713524794918,103.23335342164278,D,-222.0107847736336,1
Heterosexual,Other,White,Brazil,E,169.66907043125573,C,-59.65759703133586,170.16919494696492,-87.64909797989885,151.67360525889094,E,96.14303421510223,0
Homosexual,Hindu,Other,Mexico,B,7.945709804056554,C,-84.41136802827583,14.401668285429736,21.231303756551398,77.50859000726449,D,134.910885903806,1
Bisexual,Christian,Hispanic,Mexico,C,17.31253824462436,C,-179.90602255202825,-46.63173722013362,52.945067020729944,-0.3951256804120072,E,-29.097628715572615,0
Homosexual,Buddhist,White,US,D,154.79514864125383,C,-7.248761918976035,-90.81828077772724,-24.982161283500346,-65.53289489405668,C,-54.089733135176076,0
Other,Jewish,African American,China,E,-211.15657232699937,B,-102.52072353637449,6.083535119445742,110.84911663908915,69.81322733497421,D,-221.97777778981583,0
Heterosexual,Hindu,Black,India,E,-163.28447477756103,B,49.946445804319175,-31.07719036522884,-53.41715724515558,3.0373570455901002,E,-53.003824927130516,0
Bisexual,Other,Hispanic,Germany,E,-8.344752093195378,C,-0.7986014925636011,83.39917364470261,-61.42331324938364,31.82773248358205,D,30.696406265577238,1
Homosexual,Christian,Asian,US,A,145.70152626030205,B,-104.70182206660567,72.96464772576992,-139.84226413096556,137.05109532876273,B,109.52040276266348,0
Homosexual,None,Asian,Germany,C,-75.09367934082047,E,24.632141850091433,84.92986330431864,-69.53915793635088,10.626765950119472,D,66.58848000954205,1
Heterosexual,Muslim,Black,China,B,146.97221456026801,B,32.88715415170701,-74.1208155517969,-69.30677676186569,-140.3364816995699,E,196.0711832318249,1
Homosexual,Jewish,White,Germany,A,-78.46355354208809,A,-103.86887896770199,-14.658667323975305,74.08369835872851,-162.90125509575392,B,-32.00607104852088,1
Bisexual,Buddhist,Other,Mexico,D,-42.09043319997265,A,-62.434789161570926,-116.51358711304702,-162.907289269413,-101.1516199978026,A,-108.13522086958997,0
Bisexual,Jewish,White,India,C,-76.11866056677472,A,-133.48332604230458,-64.82801202926642,-60.86949639468083,29.906007124005775,A,-31.65066148968783,0
Other,Jewish,Asian,Germany,A,83.95850710804108,A,-15.637656010056252,94.78203840148875,-124.21797747956565,78.2371269913796,A,70.4876240406557,0
Homosexual,Muslim,Black,Mexico,A,-174.42824302179358,A,111.45700899784158,-119.56921539765727,-159.86105860309397,-7.512852869691835,A,-104.41163839641318,1
Other,Other,Asian,Brazil,C,214.00011082579385,E,-86.75468922260062,-199.33524725997145,220.12757353922257,5.962313459769081,A,-19.356349872727314,0
Bisexual,Hindu,Asian,China,A,172.48508387918818,C,29.41188013824265,87.77430390423412,113.27640440419775,14.20149341886173,B,59.54737929885935,1
Bisexual,None,Asian,India,D,131.86555291276878,B,-78.29485809938717,-47.94405479004728,16.38703580357594,-28.18261978152399,A,-162.45714735875453,0
Homosexual,Jewish,Black,Other,C,-207.82362144540153,D,-44.17543487395499,1.8713130764264865,-43.14238418100268,-41.67530088923359,E,57.802400670633126,0
Heterosexual,Hindu,Black,Germany,E,-85.34136925819249,D,-34.894080137593754,70.35186638526932,109.56814128623759,-4.298335072981021,B,36.11533599250617,1
Other,Jewish,African American,Mexico,E,-116.19801737275046,B,135.76386022751444,-77.56585820330342,185.24794793308118,38.78693987428709,C,40.0939331577941,1
Other,Christian,Hispanic,Germany,D,-46.17344414400117,D,-29.31335156979497,106.45624567796443,-15.457863426010595,-21.170753080722616,D,157.90993214933883,1
Bisexual,Christian,Other,Brazil,C,-121.62360265013206,C,-76.1387360936159,-82.99767622391411,-103.94015530754659,223.71248868101,A,-133.37821223001004,1
Homosexual,Other,White,India,C,-124.380304786798,E,52.856008792397844,-15.316948802524918,-171.37567405614632,-120.5979351894476,A,-177.9757227680499,1
