married,sexuality,RACE,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
Married,Bisexual,African American,139.01287598269178,-157.60463411921083,C,E,-54.369456057294116,A,D,D,D,-146.04269453228696,106.01435520418919,0
Single,Bisexual,Hispanic,133.78241031919495,-50.64251438133479,C,D,45.7258700151191,E,E,D,E,23.36459936568835,74.31505700583033,0
Widowed,Homosexual,Hispanic,-53.07611322328086,-21.929716613108326,B,E,-14.096383073691335,C,B,D,C,-28.364416965447674,204.89793717143124,0
Single,Other,White,28.64947345950406,92.49130892284518,B,C,-125.09029224879136,D,B,B,B,-20.871949005140973,-58.279917184068,1
Single,Heterosexual,Other,27.23851786393943,-68.91732099721317,D,C,87.56443204733883,E,A,B,D,34.950701997115694,18.482276723154534,1
Married,Bisexual,Other,12.521988538746557,92.39238477786056,D,C,98.89192709597616,E,C,A,E,77.38423627220868,136.082944625412,0
Widowed,Other,Asian,5.287361122049178,68.51254319143138,C,B,214.94935322652515,D,D,A,D,-75.3712787219067,-90.85626822360521,0
Married,Homosexual,Other,58.6400448351459,-41.09644865487853,E,D,-95.0920028020576,B,C,C,C,0.24787203880226788,67.7074508881983,0
Widowed,Other,Other,87.85916647476269,138.49042568520326,B,D,-23.300039399630762,A,A,A,C,41.13261348879001,-33.164970456270304,1
Single,Homosexual,White,87.27533358563133,135.5391715286212,B,C,49.33752774078942,D,D,C,C,134.52092929362757,-11.665804701259413,0
Divorced,Heterosexual,Hispanic,55.87762525177873,136.125735665326,E,D,-7.803642604381486,C,A,E,E,35.899128495507696,-26.92766030460394,1
Single,Heterosexual,White,-15.881144097565105,179.17403388449128,A,C,-61.224086344886516,A,C,A,E,-6.334963500107123,30.395927640559695,0
Single,Bisexual,African American,-31.352595759229512,-12.457643922031378,B,E,-96.62361499049415,E,E,C,E,193.35661297856825,-184.14456089902006,0
Divorced,Homosexual,White,-76.10521244782788,-38.530008935425016,E,B,20.756072857054786,E,D,C,B,65.49576562572778,-166.24019923237714,1
Married,Bisexual,Hispanic,-132.3039384749257,8.875392023002679,B,E,-45.914730816775474,D,C,A,D,172.60957957556076,39.78528983651744,0
Divorced,Heterosexual,Black,-77.78972949736787,-91.73868788274649,B,A,53.61880025414023,B,E,D,E,-126.3695581979156,78.91963267496422,0
Widowed,Other,Black,-206.84849217750659,104.0380667932797,C,A,56.444741160618264,E,B,D,A,-153.03013068359178,2.458526532802627,1
Married,Other,Black,4.527091813637994,-15.293510435821137,A,B,-146.48374010505768,B,E,B,A,-47.38807985071273,129.603216525905,1
Widowed,Other,Asian,37.78572936753625,-98.33074250444875,E,C,-101.99340594167994,E,C,C,D,-49.4945524140026,-6.808655422181172,0
Widowed,Homosexual,Hispanic,107.96401343636207,84.84340479372385,E,C,-138.00199010181836,B,D,C,D,-184.83229243879663,25.3782871104694,0
Married,Homosexual,Other,-43.67238532606564,-2.535040661330885,A,B,15.441815557540464,E,A,B,A,100.49536417214433,-95.52814301690418,1
Widowed,Other,Asian,-106.85289363642332,-46.48110145634224,A,C,-99.18219884172103,A,D,C,B,119.11170965000338,138.5553337229586,1
Single,Other,Other,157.80650359321265,-13.774734960258773,B,B,229.98526777149792,E,A,C,E,151.45190080484267,-24.791863648376705,1
Widowed,Other,White,30.14977860078049,2.7339037926684457,C,E,113.21374740854921,B,C,C,B,55.454315276815414,37.89112336493489,0
Divorced,Other,White,58.97975642397966,70.08977772828185,D,E,130.4589100088044,C,A,B,E,-159.93353080942688,-56.11194958346116,1
Married,Bisexual,African American,-172.71311528886494,-101.71174348749581,E,D,-126.81887754463652,B,C,A,A,148.73381042491602,-198.2387359137352,0
Married,Heterosexual,African American,-64.28027630627004,0.29109022775541465,A,B,-90.25559253033997,C,D,D,C,1.3869297468387327,-111.53999877590994,1
Married,Other,Other,-172.61609374622645,243.49905090474883,B,A,-122.86582151614691,A,B,A,A,9.452461754165448,-15.267609982117621,0
Single,Heterosexual,African American,-37.99314315544951,-101.53230851822701,A,E,23.50495456076746,A,E,E,D,142.65381649896963,-21.7339383329969,0
Widowed,Other,White,-12.096148268951264,75.79964769124948,E,C,154.24805212381605,E,B,C,E,90.49523797773976,-45.54768500362253,1
Divorced,Homosexual,Other,-69.58339331971385,-59.68985178130855,D,D,-207.20188935555908,E,A,E,C,48.8094366794221,-110.47501286461514,0
Single,Heterosexual,White,-54.20149471563968,124.53146501963619,B,D,-234.1631973822453,C,C,D,E,-3.231652284494927,24.11514667435553,0
Widowed,Heterosexual,Black,79.80912226284231,67.27296287497985,E,A,-41.907068585681834,E,E,C,A,-95.5851282018037,-70.30449564682712,1
Widowed,Bisexual,Black,-75.72671938230027,-35.36505009399677,A,C,194.04400772266496,E,B,E,B,24.074298276827406,88.3507845343714,0
Divorced,Bisexual,Black,-17.932739394916705,76.41902807856793,B,D,23.354661369976395,A,D,D,E,-46.6019259460327,144.55668292328264,1
Married,Other,Other,-71.07341804841724,-106.38816420392882,E,A,-126.6954337801633,E,E,A,D,15.105713928236034,74.39609159549542,0
Widowed,Homosexual,Black,-75.03045566098281,-18.178897858650313,A,E,26.312138537509274,B,D,B,E,33.83626468764299,4.828810242451785,0
Married,Heterosexual,Asian,-111.73169830872224,-77.18263663932251,C,C,-187.12331208967953,B,B,D,D,30.397697605943197,7.433496105380666,1
Married,Bisexual,African American,139.80232185672736,-14.881801133095724,E,E,-5.739002751118518,B,B,C,A,-212.42878770072275,11.249306300646891,0
Widowed,Other,Other,173.4137425824075,-171.83661706583925,E,B,72.10587176469025,B,A,B,D,236.72631861690175,34.454506001618554,0
Single,Other,Other,174.51237873476248,-93.31619447466612,A,C,178.70976497584553,D,E,A,C,238.28323700969537,0.7114016827060844,0
Widowed,Other,African American,46.72406098176709,3.3344836815055694,A,B,29.365200228693656,A,D,A,C,-198.0930271708218,-53.49121410204034,1
Single,Bisexual,White,-84.93429917295403,172.9560769429782,C,D,91.3784116836364,C,E,D,A,-21.21083012464249,20.448810074626852,0
Widowed,Homosexual,Hispanic,-5.795872246617933,159.98768727084132,C,A,-0.17686951168259502,D,B,D,B,100.08008229291836,166.46763125128183,0
Widowed,Bisexual,Black,-141.48016683233692,-81.21892946212762,C,D,-125.77448072652726,B,C,A,D,-21.244708254557263,-112.41541946302867,0
Divorced,Other,White,-115.98116896361823,-132.0627859559121,A,C,-35.84068556914931,D,C,E,B,30.615211354753356,60.72782735336559,0
Divorced,Homosexual,Hispanic,69.59510253887873,-102.20576460781159,C,A,-162.49155767894615,D,B,B,B,8.408969674585153,-8.632362679346443,1
Divorced,Other,African American,120.92161598401594,-88.38842888506456,A,E,-121.77755000242212,C,E,D,D,129.8901900291943,-132.93866702973705,1
Widowed,Heterosexual,White,-129.30846055463235,-146.7119609900456,D,C,-24.938818856111833,E,E,D,B,-13.710010256175812,-142.43336444601812,1
Single,Other,Hispanic,-78.27490259511832,86.35209268974484,A,A,-134.39527342850533,E,A,C,D,-46.58789198222634,35.91085979288921,0
Divorced,Homosexual,African American,37.40258118146942,-110.43594988747896,C,C,-192.05164173453838,D,A,E,B,-43.51673773431234,29.18196190967885,1
Married,Bisexual,Hispanic,207.4799466385284,126.95270623835853,C,B,32.63020612642214,E,D,D,E,-12.700232379865845,13.875080643424658,1
Single,Heterosexual,Black,92.7827575441889,43.87082949990457,D,A,-339.0082356770615,A,A,D,B,10.482317205625657,-55.46337992595991,1
Widowed,Homosexual,Black,10.263656873008008,-95.41908628643861,E,B,112.98933239698484,B,C,A,E,-74.2590806733703,189.00768112888105,1
Married,Homosexual,White,159.17421334935577,-109.09071702444533,C,C,6.852917897215185,C,B,D,B,54.99522851717025,-147.0148259233479,1
Single,Other,Hispanic,179.70795422621262,141.88099993598604,E,D,-81.38005327133432,D,B,B,B,139.4461429865865,-43.03957526647758,1
Widowed,Bisexual,Asian,104.04772423953261,197.12219294675714,E,B,91.77232987985082,D,E,C,D,-40.98184280387505,-1.468250139505787,1
Single,Heterosexual,Hispanic,-214.71762285109173,-154.49186971420238,B,C,155.21771853740017,D,A,B,D,55.89739424832315,-24.25649492507687,1
Single,Bisexual,African American,-60.2237491138904,-115.96940752680575,E,E,79.76804958127221,D,D,B,B,-77.62085158569862,-14.620916377643148,1
Divorced,Heterosexual,White,32.40310202636434,166.88145565656438,A,C,-206.27429143321416,B,A,D,E,-67.87563036284541,-93.47727136916025,0
Divorced,Bisexual,Other,-258.840709323704,-67.55877972735423,B,C,119.56172191647106,B,A,B,C,-8.825660415024347,-179.6000807898122,0
Widowed,Heterosexual,African American,-27.587196120977993,-98.26963337913452,A,E,4.459246612817086,B,D,C,A,-85.10849017195966,178.70603763712487,0
Divorced,Bisexual,Hispanic,-107.45326201902844,79.92543524813775,A,D,58.54779454359754,A,C,B,D,105.01491725578175,-27.599515903170683,1
Married,Homosexual,Other,0.3461828651802379,-158.23796004307647,E,D,-36.846393204926144,D,E,D,D,-23.445460054914776,82.44114744889205,1
Married,Homosexual,Asian,-77.27619542508468,139.6748067553547,D,B,198.4242557390375,A,E,C,C,31.878936112512253,-30.684957953080545,1
Single,Heterosexual,Black,57.6017068657731,141.88342887706503,B,A,185.41073825729964,C,C,C,C,40.31339183191406,-132.49126486524605,1
Married,Other,Black,32.30533742057123,-87.88883072711933,B,D,-59.366868536474115,A,D,D,A,119.43336820861231,-71.15263135789313,0
Widowed,Bisexual,Black,116.12548381489111,24.05325728134168,A,C,115.07379779824501,D,E,D,A,191.83830064934426,169.485262225562,1
Married,Bisexual,Asian,-170.95886764618018,109.87964490721073,E,E,134.49604961792335,E,D,C,A,-97.0450235234425,89.6379474825923,0
Married,Heterosexual,Black,-53.57606515791292,-1.8067159641079817,A,E,86.87350090232314,B,A,E,C,-29.712535015103075,-151.63839470246583,1
Divorced,Homosexual,Hispanic,60.06023938763775,75.83235677189874,E,B,-52.21916284554442,C,B,C,E,-28.746391195645067,106.56080909037344,0
Married,Homosexual,Black,16.875426765071293,71.65185790005168,E,E,51.99453834649383,D,D,E,A,-62.272721832588594,156.75952051198794,1
Single,Bisexual,African American,103.34569797027746,-32.752510949579936,D,B,11.885476955270475,E,E,D,A,-61.43827250098597,-50.20733249533548,1
Married,Other,African American,208.9748042598814,-193.5523365673601,B,B,66.06716774853267,A,C,B,D,-42.58552488301735,128.03774363546555,1
Widowed,Other,Other,-72.77119935977588,-75.31498486553264,A,C,-138.2032844614483,D,B,D,A,68.97603450633125,191.24994897837362,1
Widowed,Bisexual,Other,-233.58795944230118,-229.91344743926615,A,A,-113.10502416271706,C,B,B,E,-74.414101985893,18.128462944457333,0
Single,Homosexual,Hispanic,-252.84412845176507,-117.19357501351143,E,A,97.74886537911847,B,D,D,D,-20.125983114470696,78.59207260664319,0
Married,Other,Asian,173.78125512977033,46.66882409042746,D,E,65.42937049902113,E,E,B,D,140.61876143582492,-139.63481148143816,1
Single,Heterosexual,Other,-37.532721700249006,-163.62389720397334,C,A,-12.632318479900922,E,C,C,A,2.7674016076745565,-111.41767179404805,1
Married,Heterosexual,African American,174.39688607075888,149.34897823263236,C,C,105.11111858544153,B,C,B,A,-198.99959071957616,-96.72662183041332,0
Divorced,Other,Black,-46.5810934781988,5.822637833829049,A,E,208.25850867123864,C,D,B,A,-43.41810446976028,-62.21980684248353,0
Married,Other,White,19.131582226327904,-9.107982272894843,B,D,35.72793468877543,A,E,C,A,-27.045941507747596,144.24259791379538,0
Widowed,Other,White,85.51644456281745,117.81860054235062,D,B,-156.04129178283867,A,C,E,D,216.3281918964173,-265.73370675715313,0
Divorced,Homosexual,White,-63.66094350544198,140.7624630748259,B,E,-47.77485153252034,E,A,C,B,-55.455647562177035,79.63008305638888,0
Divorced,Heterosexual,White,59.15383268928681,144.6562578962939,C,A,62.42624766232849,A,B,E,A,166.40628500256145,-29.57252269138147,0
Single,Heterosexual,White,100.05471207084204,63.5240180410492,D,D,-173.972316539856,E,A,B,D,48.97657410172244,31.170901488727893,0
Divorced,Heterosexual,African American,5.431719681905225,19.445782627531823,B,D,0.9938729232396017,B,C,D,E,29.659763862165793,-150.52748453585372,1
Single,Other,Black,-11.830507159289635,54.410097636567144,C,D,18.265700757260344,B,A,E,D,-56.56373864569802,-71.74938740302814,1
Widowed,Heterosexual,Hispanic,-11.165069181950212,-64.28391643847759,C,B,32.89443281131618,A,A,C,D,-74.71126474909028,37.36192047225374,1
Widowed,Homosexual,African American,-106.64764779676345,30.35596895549727,A,B,41.28707694550533,E,D,C,A,128.6505611589739,89.82403898829729,0
Widowed,Homosexual,White,-21.33172476296277,88.76395194674402,E,B,129.4210791632898,A,B,D,C,-175.9636867541327,63.00930638105113,1
Married,Bisexual,Other,112.87194467759049,111.65387812253951,D,B,-0.947743401086958,D,D,C,A,139.07245493786795,44.46443657815846,0
Married,Other,White,30.887709937667584,31.08484308541427,D,E,183.18119348580535,D,A,D,D,-115.99149291623276,-194.99987171583805,0
Married,Heterosexual,White,-43.24542665636047,138.57718981995055,B,E,69.32689650515692,D,B,B,E,-173.91624278506347,-0.5376354875490694,1
Single,Heterosexual,Hispanic,-97.22284143144176,36.94145804901087,C,D,16.717975796379328,E,D,B,D,-177.27702327826137,-17.075183054435378,1
Divorced,Heterosexual,White,78.20172678618161,67.68095933344287,B,A,202.79819978144621,E,B,E,E,-56.885538603468774,-75.22022991918169,0
Divorced,Bisexual,Black,34.77597770270799,92.33929034540878,E,A,-4.3650791086465865,D,A,A,A,-51.799360654087835,-4.129173465666211,1
Divorced,Homosexual,Asian,-70.76231700948567,-32.20742756031923,B,B,46.409828286633164,A,C,A,D,-81.40934023780297,17.92698827175749,0
Widowed,Homosexual,Black,-68.93934281130795,-39.18128104240277,E,D,109.5003927081534,C,B,D,C,91.18973501803008,-70.4490337195013,0
Divorced,Homosexual,Other,-61.971153057814334,31.25754069039935,C,E,128.295295110986,A,E,B,E,-4.023729204219169,-74.50190210656154,0
Married,Other,Hispanic,-312.18157140567183,40.3829320740579,B,B,73.26967704572482,A,D,E,C,135.00163227504456,28.397163067631393,1
Widowed,Bisexual,Asian,-85.14752755682447,100.82683068046232,A,C,-33.33221614446275,A,A,E,D,15.693736944165535,-123.0237700153413,1
Widowed,Homosexual,Other,60.75872621714655,44.17740459215664,C,E,-122.0773551418978,B,B,E,A,42.06024078399331,100.79267976490793,1
Single,Heterosexual,Asian,72.99084806085678,-130.71589293098245,E,A,-76.5461663940704,B,C,E,D,16.082307598970473,-19.64020844306013,0
Divorced,Heterosexual,Hispanic,-71.33191760242266,-90.04848873810697,E,D,183.96527359837006,D,B,C,D,75.73352029802932,259.1183590865459,0
Widowed,Homosexual,White,63.507992846906745,126.60895335752554,B,C,-60.82563697866322,B,A,B,E,51.140097252051056,-24.749854994446473,1
Divorced,Bisexual,Asian,-144.3963916533461,-132.90207140816568,A,B,-116.16322820148986,D,D,B,E,-119.54576272175433,-180.7719374188476,0
Married,Other,Other,180.9393237762185,26.163676555472808,D,B,-49.82643336624011,B,C,D,C,-193.28522904501438,-7.363792360622854,1
Married,Homosexual,African American,70.77942889543587,-180.81677162954713,D,D,-120.2076193809697,B,E,A,C,-64.85071411941344,73.98608474468828,0
Married,Other,White,47.658428454167066,-36.71024747848571,A,D,92.27425358790423,E,D,E,E,-6.650714233866251,18.737544186021697,0
Divorced,Other,Other,84.74735938349767,150.37754559010335,E,D,-119.34438571458215,E,B,E,E,-56.62495639031368,30.270282345883675,1
Widowed,Homosexual,Other,-26.727936493677497,-75.1281004850321,C,C,21.31596631503794,E,A,E,C,-29.726577149037002,-40.057633524385295,1
Widowed,Bisexual,Other,67.05564483056476,-161.21052046004363,B,E,83.02564668934528,E,C,C,C,-13.399569341919552,-69.60403626414164,0
Widowed,Homosexual,Black,74.25462781418479,82.6414858610241,A,D,-134.35904790622965,C,E,B,B,9.82698634978834,75.14903078161728,0
Single,Homosexual,Black,71.0180614062201,42.90117746173136,D,C,72.60781712668789,B,A,C,D,38.542006303448815,22.092425036615108,1
Divorced,Heterosexual,Hispanic,-78.59541513965706,-49.533101713182496,A,E,-9.392700216684148,A,A,C,A,-13.818015140543563,139.54488611325843,1
Widowed,Other,Other,-77.26062917535114,180.6697331648529,D,E,-79.6666983380588,A,E,B,E,51.50274047197166,3.2049481414441923,0
Single,Homosexual,Black,26.78289606193281,56.17678677181479,D,C,14.307213937898519,C,D,C,C,-66.88644007200202,124.37420059168957,1
Divorced,Other,Hispanic,-54.31278562971562,-12.904288939199404,C,B,-59.38152588119655,D,A,D,B,-108.30112304552453,-283.3857183233696,0
Single,Homosexual,Asian,-125.79121066455656,-13.83713638487111,E,E,43.361665669571124,A,C,A,B,-137.47011366942388,165.2444430742233,1
Single,Bisexual,Other,-21.300616725406343,-20.274699321674643,E,C,92.45706462130373,A,B,C,A,131.63896642025796,-126.41190096682269,0
Married,Bisexual,Hispanic,24.77776453584621,39.172481110857596,B,D,-131.64402384288127,C,D,E,C,-88.05641753104065,-28.164645185790715,1
Single,Bisexual,Black,-25.60097041955618,126.42971398475933,B,D,144.60949896038753,A,A,D,A,-23.13898823364566,-32.49017540447801,1
Married,Other,Hispanic,-66.6035664304387,-122.3766218921867,E,E,-198.44667784438053,B,A,B,B,35.62502967544849,-20.7359430015872,0
Widowed,Bisexual,Black,-26.744744125139885,-113.07402956284515,A,C,0.9447563193951218,A,A,A,E,-90.15024712749032,-27.717000094227824,1
Married,Bisexual,Hispanic,186.68714546252502,-148.75073333590018,C,C,102.72064747634903,A,B,B,B,9.398614060724318,-175.30902110291726,0
Single,Homosexual,Hispanic,-79.97625553767446,21.509636756090288,B,E,-12.732107307180799,B,A,A,C,28.77242692261166,19.648396551821403,0
Divorced,Other,Asian,106.00294994147947,8.238992382899585,C,D,-180.5052696318261,C,C,D,C,82.91476057374365,16.091734448441795,0
Single,Other,Hispanic,-111.92072126116047,54.81388829700086,A,B,-87.82319620615527,D,E,B,D,24.33118299281754,-32.53184591503965,1
Single,Heterosexual,African American,-54.810313250659334,163.71057601866258,C,C,-71.44756875166998,C,B,C,E,39.17372917480065,-9.966602136022487,1
Widowed,Heterosexual,African American,91.68183096708408,-116.39199939879123,B,C,-49.311173270572944,B,C,E,D,-141.12117402515898,329.6858578435905,0
Single,Homosexual,White,-118.93214466181834,-231.8855180771458,C,C,-60.554974662068226,A,E,B,D,-143.93198192261434,-120.42528330336695,1
Divorced,Heterosexual,Hispanic,198.66910055712643,54.48719264643553,C,D,73.21525488781188,B,A,A,A,-32.941227102371826,40.64563940650422,0
Married,Bisexual,Hispanic,60.86166376316589,31.895395014053996,E,E,-114.96234528041664,C,B,A,E,-182.76569938247178,54.96073038691609,1
Divorced,Other,White,-122.11490777482976,-209.1361928536061,D,B,-29.839954501148537,B,C,D,A,-52.0802822055816,23.96330381508977,1
Single,Homosexual,Asian,-1.7860511860862696,74.62547360728429,A,B,214.41921732905,E,C,D,B,196.82944569003956,112.14882736700258,1
Widowed,Other,Asian,-27.15906680060151,-73.56879478733765,A,D,-140.0841675687414,E,C,B,E,-204.94944339500591,263.50533960277664,1
Widowed,Other,White,-17.16522000638626,58.82165014012344,B,A,54.20459608955864,C,A,A,E,214.13425655158224,-52.58239445133712,0
Divorced,Other,White,55.75181702956695,68.02720814841827,B,C,-52.60266139364968,E,C,B,B,-40.71144353628927,103.57160276456328,0
Married,Heterosexual,Black,-63.36218138132206,-88.56149638916814,C,C,154.58178157570762,E,C,D,D,23.348231950909682,13.192867931081656,1
Single,Heterosexual,Other,150.4554197260944,26.40616588571994,B,A,99.36278748086964,A,C,E,D,58.483467824775005,34.582399488556916,0
Divorced,Other,African American,-52.83345603664377,141.71993692854613,C,A,127.75746683615006,B,D,C,A,14.464574661712012,55.95614511980238,1
Single,Heterosexual,White,49.82278417431742,-57.80698006434042,B,A,218.62895618321008,B,C,C,E,71.13088681488556,69.88554109109467,1
Divorced,Homosexual,White,30.747400455902902,-145.63157039164923,D,D,45.28966013745165,B,D,B,D,64.93406957435492,131.2896800676298,1
Single,Bisexual,Hispanic,9.840803201715191,8.635868994325863,A,C,37.864724258052654,A,D,C,D,62.76914269613047,79.14350287365139,1
Widowed,Heterosexual,Asian,-78.98441900581696,17.649703686958322,B,C,48.91798798826745,B,D,A,A,14.140019495915993,51.51929265402697,1
Single,Homosexual,African American,-182.4005338683023,49.92087171657222,D,A,-64.7344774173432,D,E,E,B,42.77992172558596,131.98734002332674,0
Single,Homosexual,Asian,-4.258268839803274,-7.769939056101996,D,A,76.16769502908622,C,D,A,D,158.27441377240862,-49.13042121039312,0
Single,Other,Black,35.93855450738444,-48.16459004711713,D,C,5.0207479514054265,C,A,E,D,-195.00934717284866,6.187481646639573,0
Married,Homosexual,Black,72.78663129434318,43.932650298522965,C,A,155.97160046046724,B,D,B,B,-139.32260109537387,-51.08229835418332,1
Married,Bisexual,Asian,62.877979921547855,120.23761374174701,C,D,66.997515294813,E,B,C,A,-4.703256447685373,31.991515931711913,1
Divorced,Bisexual,White,102.1155496363198,52.20264543370509,D,D,1.6965109860355456,D,E,D,A,-125.83744692072167,-100.84198430249434,0
Divorced,Homosexual,Hispanic,9.447221509601576,-11.386572957404047,D,D,-66.5893247445392,C,C,C,A,24.240271523093565,160.96069364386997,0
Single,Other,White,-41.9370730061677,-57.39958679937482,A,C,17.685933023643457,D,C,B,C,-98.47272456177029,-75.1220589471491,0
Married,Homosexual,African American,-16.202844235432266,172.31951608065418,D,E,-107.52617597111411,D,B,C,A,60.98927565078072,-120.34939185496194,1
Widowed,Other,White,-43.815609560669635,-91.80089197397258,C,C,38.12542917470844,E,B,B,B,-68.44893824697623,-132.0544275084955,1
Divorced,Other,Asian,10.089615285005392,-53.82697388224923,C,C,62.306738459192914,D,D,B,D,86.3566666520651,-57.903430830513514,1
Single,Other,African American,-119.95669494385494,47.45733836231649,C,E,-187.6622107359679,A,B,E,B,-224.48434027130207,-42.96658828221079,0
Married,Other,African American,58.21759555239235,-139.65436392191742,A,E,-60.801903293817006,C,D,D,D,105.03110886590652,94.68716472220552,1
Widowed,Other,White,-143.17467461501323,114.06772423027532,E,D,80.76405942171857,C,B,A,C,-131.6779157623916,89.34498518001693,1
Widowed,Other,White,-10.485121205130818,45.180396066290676,B,C,-140.26246728674846,C,B,C,E,122.46432777571638,-23.83450982639941,0
Single,Heterosexual,Other,97.14278955319313,62.054406418895965,C,A,42.45270589753004,D,C,D,B,84.45419664388517,39.7544799331167,1
Widowed,Other,Asian,-53.50879622854225,-0.43868157252073775,B,B,-19.288153363642422,E,D,C,A,0.5325392528579661,-25.748636369689198,1
Divorced,Bisexual,Other,-79.94801010743556,-126.74789757871193,B,A,-100.04750362330537,E,D,C,B,131.32937774166598,-35.238408303896364,1
Single,Other,African American,90.9242764650308,-67.59082870137686,D,E,-42.638799942132565,D,C,E,C,40.60309958485037,23.70752313494819,1
Married,Other,Other,-51.27660077139542,220.68732502780261,C,A,-88.50459461522735,C,D,A,C,0.04092754132500368,-14.09496009048579,1
Widowed,Homosexual,White,-129.1806971415756,-3.2462446120844834,D,A,11.256508986577721,E,B,E,D,-7.466807335250161,-44.323591187263006,0
Married,Other,White,6.289605835430575,47.84271548835166,C,B,-223.30800186021395,E,C,A,A,21.525844870977973,59.3646215908336,1
Widowed,Other,Hispanic,175.0015238774055,172.89493012878566,D,C,9.651844443591283,A,D,D,B,-254.1308657729712,35.36562018504284,1
Married,Homosexual,Asian,-95.56409230624413,36.62627446117402,A,B,-77.4808957554838,D,D,D,C,85.9527959867808,2.86229323469873,1
Widowed,Bisexual,White,108.78307430078738,-72.00421711275887,B,D,108.70963368528088,C,B,A,A,-56.891750407233886,8.259917805475704,0
Widowed,Heterosexual,African American,22.620793122308243,-70.26750137172107,A,C,31.638746085584657,A,B,B,C,61.30857461763507,62.95206839125007,0
Widowed,Bisexual,Other,58.98013582344611,-65.74533640277092,C,A,-40.52662491504377,D,D,C,A,-198.6289521064102,2.6889974219537214,0
Married,Heterosexual,Hispanic,76.4609239429814,-20.015717294862096,C,E,-0.24933879497570718,B,A,D,D,19.589470194774453,-25.117618681429395,0
Single,Heterosexual,Black,99.04313887119766,-37.5331721760311,D,D,-35.03739277893544,C,B,E,E,-10.089768791914791,-65.22866038772317,0
Single,Homosexual,Asian,-143.7199567554883,59.32600228295165,A,D,40.18179089721064,B,B,C,E,-172.60163579460868,5.253795052364421,0
Single,Other,Asian,279.45173647536336,48.67275811218151,A,C,13.164785091970927,A,E,B,B,-159.7908773578953,102.30492830266644,1
Single,Bisexual,Black,-17.179249867430986,132.50996401738126,E,B,35.2479297725932,E,E,A,A,-92.8077515296291,-48.91291440353848,1
Divorced,Bisexual,Asian,109.8060061510304,122.59540670189048,A,B,93.15058463870113,C,E,C,B,-35.97193503397621,-125.29597172900013,1
Single,Homosexual,African American,-29.34856524214917,164.22377075620656,D,A,-318.0146166444212,B,E,D,E,95.2994495234833,20.44864216997544,1
Single,Other,African American,-18.52053598414467,106.5887221061375,C,D,189.00643871530397,D,D,E,B,41.70816113428268,-122.6390241149577,1
Widowed,Homosexual,Black,34.81932972604449,-176.3445954883276,B,D,68.5675902302155,D,C,A,D,128.45868589266155,127.40600397332058,0
Married,Homosexual,African American,120.24079523066784,87.57156701954766,C,C,-143.19894538593582,D,A,B,A,-18.532877153478484,-11.270378954369875,0
Widowed,Other,White,8.867479401902806,13.777064456616364,B,B,-54.548219840485636,A,D,A,E,-178.24985638697027,-89.78311518082954,1
Widowed,Bisexual,White,54.201680759607264,-85.5468407103198,C,D,102.7348942797447,D,C,B,E,-67.42859608159087,-14.218677196285551,1
Single,Heterosexual,Hispanic,-26.244496992638368,-5.641555870509656,A,D,-93.61623822973547,C,E,A,B,-4.344721102869382,-1.2446164088574465,1
Single,Bisexual,Asian,-71.20619928135706,-46.32274268854718,E,E,29.31461861260596,C,B,C,B,55.77120644009423,-13.457987057628035,0
Widowed,Other,Hispanic,-76.30371823363598,155.3018253966273,B,C,70.94276867504472,D,D,D,A,36.33216162702346,-42.69013048659014,1
Married,Heterosexual,Hispanic,-84.0728140414478,-215.89569915104622,E,E,6.154420654144099,A,D,D,E,39.19694134713621,-33.336086007546825,1
Married,Homosexual,African American,-148.15770363363978,-28.869167180984007,A,A,-147.73841982278694,A,B,B,C,31.64822915319793,23.995893966468433,1
Single,Bisexual,Hispanic,130.90267118002248,-59.66282735462786,B,D,-169.25420193641884,C,E,C,B,-74.76850253559738,95.2761334437382,0
Married,Bisexual,Black,-9.210457689860522,152.61048266816817,C,D,64.10405210106718,D,A,B,E,-132.79424656028644,-18.252605132926845,1
Widowed,Bisexual,White,135.69510601825883,-41.78848232584093,E,A,45.18817184740655,C,A,D,A,-174.68262899998803,56.50809105556196,0
Widowed,Heterosexual,Hispanic,-30.185955521876934,-75.72704643743575,E,C,101.71735646534295,E,A,D,A,-58.61610861758781,-50.40516132595081,0
Single,Other,Asian,73.9916501167088,-0.49260508288560023,A,D,-118.74105283872582,A,E,C,B,96.18768519688123,107.43174900427317,1
Married,Other,Hispanic,123.47374408920544,121.13942041746601,C,D,-141.83219627647986,C,B,A,C,-65.77919146621986,-34.236281781005154,0
Divorced,Homosexual,African American,-24.20310683071531,6.585454585023941,A,C,100.75158314616233,C,B,A,C,-69.68163993204688,13.06182700752806,1
Divorced,Homosexual,White,-218.76554471679847,-59.83612896189682,B,E,62.90236182429106,A,D,E,C,-82.03012044558477,-166.40420425599834,0
Divorced,Heterosexual,Asian,-152.54595843384726,-109.26501043119904,B,B,-19.56695331022043,A,C,D,A,130.25673877808921,83.24347056157593,1
Divorced,Bisexual,Hispanic,-66.44175416551266,69.56502318502223,D,A,-141.65528644695542,A,C,A,A,57.98623264549555,147.3195794303381,1
Divorced,Homosexual,Asian,-259.5519189978949,-67.5584413189448,D,C,-127.18997891121944,E,A,D,E,30.70401377106775,-49.96507179954514,1
