race,genero,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
African American,Male,-45.458089927137756,C,89.74717131219646,0.8219529639410985,B,-21.295227759409354,E,-15.109947992033549,125.5266487497326,-149.10613753613237,-4.643029828779012,1
Black,F,-64.68338493847975,B,-81.99049711723463,-89.24648871248195,C,7.351335579229983,C,24.85350944329096,174.1529279833048,-35.41345553782753,0.27190304027098156,0
African American,Male,21.124120914187092,E,-74.93045272173129,-111.80893718348426,B,30.060589605139697,B,-7.990516629945282,-41.88897298041667,199.95229763537012,-55.262751093688976,0
Asian,F,25.478659505648576,B,115.28221567656809,-187.86344658576158,E,-64.00974382142174,C,-91.5749522524413,40.795695424811015,-175.0352937078194,-107.01083154641981,1
Hispanic,Other,49.530050319744575,D,-57.16146221275079,-40.451533234861984,B,15.921517816633981,A,218.19632798281972,-69.46921287216588,-185.25396171807535,63.1812880986181,0
Hispanic,Male,-65.41787686378728,D,-129.2026927516088,35.30249802291846,A,-51.87962350783935,B,1.6227091505631956,77.51583351912139,187.6775611493012,156.84357162889404,1
Other,Other,-198.89505584854524,B,122.50333524757065,73.74808899241633,E,61.92456621140791,C,6.821298879687451,-50.199989715427726,100.0899661217191,65.97692378774718,1
African American,Other,131.37909184443293,B,-38.008570091278024,-149.3443854719959,D,-185.42222231393723,A,-86.58333868308185,-107.49625934349108,-57.622385175700906,-199.12863337128738,0
African American,F,-177.22608719141476,D,142.153942054118,73.88266805241184,A,-13.778701439659628,E,-4.540722691513495,-103.43216671861082,-41.852688935746805,-11.720892108514326,0
Other,M,59.51995646297591,B,35.29869954293078,-94.56065777939139,D,91.8932483621546,D,94.72896925209533,-107.65588694680892,115.32813111980957,22.377716735149214,0
White,F,27.20434869419943,B,-58.99818858248823,187.74451900351735,A,61.70320018718051,B,-170.08025559892005,-191.38206520822482,-59.72695501576955,72.56079564086193,0
Black,Female,98.4185248054726,B,8.618898743268396,101.54968554483933,D,33.06333497481658,B,-6.880256487314057,-47.265734332417715,-163.78990504540502,-23.58608301464843,0
White,F,180.2190970050208,A,-75.8021671605154,150.83684423377727,A,107.65141947966934,D,-3.2176665117511063,-3.1645661147229194,-176.17057200914655,-99.19416037588154,1
Asian,Other,99.64394748272173,E,237.9940061484062,100.96520419516114,B,61.61017290677832,B,-211.7184166123694,103.08018818580351,-166.82620021053228,-84.27508302333096,1
Black,Non-binary,-16.49366458430384,A,65.84633902161441,59.38777366516016,E,-18.89049443692517,C,217.94091326009982,-112.18537059417682,-6.31764009871953,-18.227040743380424,1
White,Female,92.1356873954275,B,16.046555608420416,93.61540711425504,C,89.93099414675524,D,120.54372564331213,-77.8640811746084,105.96377880719,103.88488590676627,1
Other,F,-20.69040045699664,B,-176.4798489816865,-13.255567702765445,C,80.75629139723785,C,-114.8870836731237,-39.36456892264532,-129.02735663644137,-67.47228592309396,1
African American,M,131.96212412522058,C,124.45955118970453,54.91883364445599,E,-75.26086539857133,D,-144.03999769635269,26.456679322800237,129.92380131841347,138.59388367034424,0
African American,Female,-0.3449489704843678,E,80.78728732495881,40.215206107211515,A,-91.93799594210958,A,-94.6746913609022,-109.5382653972858,131.34309082463113,-87.62238649659291,0
Black,Male,28.62220153276664,A,-20.225987296863654,119.38220645249515,D,-82.08370992923047,D,-74.16194219758928,-147.85346694716006,-33.63016609003814,9.20854300624933,1
Black,M,50.36477808706067,A,113.4574603974865,-100.32811625174564,E,196.0169881709663,A,86.57711203902566,13.692862876565728,49.839268108069454,-69.56827531030734,0
African American,M,67.56702357216693,E,72.19197746233564,-189.52210150522993,D,-133.62597622136207,D,27.023982330908282,-135.3548315939971,-85.51899889362441,102.4953068805619,0
Asian,Other,49.435890032223256,B,55.658971460588965,-73.52501825408517,C,139.03593551503945,A,-138.82980857071337,20.22211645804452,27.036957690318864,-85.07311165644803,1
Asian,Non-binary,64.52455077951926,B,125.25778270720052,-76.6235762997384,D,126.43098226198501,C,-3.53347397542468,58.60288503455324,63.29645178347213,188.86528671009083,0
Other,Female,184.80414285530364,E,45.582288306351224,98.76970811462677,D,-108.87938514722141,E,73.36107441254217,-136.17606849159904,133.1754262535758,-76.91695705147279,0
Asian,Non-binary,-32.22867480606511,D,-120.52945720201298,-48.76607747951965,A,164.43320976618813,C,271.6450951973339,-25.27910374927469,-262.03610376888287,-9.64262969009133,1
White,Male,-108.59186604248336,D,73.60827281931954,-4.155590120170236,E,-29.393866932660412,B,-82.8708247916137,149.44412918783868,8.102087532322825,-17.92798254597316,0
Black,Other,-44.28884291566444,B,104.40584573983764,10.575279075951528,D,34.85792443376876,D,-65.17289599910701,-13.475711676267805,189.049420025501,-9.046329611996336,1
Asian,Other,-124.80811890625291,E,30.42932459700665,86.7790146402357,B,-16.00476648058778,D,49.3390607129214,33.395998858723054,29.564022741119082,156.91795000873978,1
Asian,M,-113.49174571376848,B,38.222616330099726,-31.8427197980705,A,-15.032604131504973,A,19.395577389300808,-3.6442797093532437,185.22001872067074,120.49425546153078,0
Hispanic,F,74.05197315413916,C,107.80173667179167,-173.51401000518845,E,40.69496258218386,A,37.556450656622715,175.01066782471938,35.45309579486878,-50.818446051899045,0
Black,Female,154.40649269616995,E,-24.71828605717957,225.7310700326985,D,-250.42834281434625,B,-72.13783592662807,-102.81715405345273,-46.9334015215633,126.44013241733809,0
Black,Other,52.37032455289498,B,74.23575350171546,75.61665010453753,D,-38.28090461277718,C,39.19117274182108,-140.61005843248577,39.17192398437393,-69.41810171825585,0
Hispanic,Non-binary,163.7808393823864,E,44.1474449513142,112.22955058846853,B,-26.15751357863339,C,166.6081612039038,74.77613772660912,-52.425550282443425,104.99867139105162,1
White,Male,112.17626145275142,C,78.45007278379859,58.15705263502019,A,-142.85708089102494,E,-98.56079794349452,105.6463731083762,-161.16720502521812,-0.4489777535467154,0
Hispanic,Female,32.29519919192479,D,21.519648164324074,39.01043550662738,E,-134.13051243426966,B,-25.586690602631894,110.04531497971371,100.04939324392465,-41.88319886708953,1
Other,Male,-103.46889473687982,B,58.7925135026514,-70.65027483781738,D,-2.0497756304286145,D,97.5181228537132,-192.53951054500172,-36.49742990760171,-56.41352001400555,1
Black,Female,76.50635476258365,D,46.34684732901814,-131.63957298677116,D,-65.95739404057652,B,72.7555006827546,-2.3548825372575988,77.25489205360462,-16.712499537169823,0
Other,Male,88.59306921723356,D,-108.70266259974035,12.174603020852045,E,-82.85996762330954,D,-64.17722237895451,27.252028736324107,-177.05466185315473,54.060123684413405,1
White,F,-86.52953648077334,B,-90.8960752218271,30.290633847448568,B,103.40894215292253,A,-136.29517091192608,-21.47522356415804,-56.099117442939395,-21.272871909115885,0
White,Male,64.97024521136757,A,-84.63523102214407,-241.52832600509927,D,-19.079340543081955,C,84.41368859423221,26.911585276581164,83.22142475483994,94.01415073723582,1
White,Non-binary,-200.85633633696153,C,7.499924264068084,-269.8797376216371,C,79.68952828626821,D,126.69535482762491,-49.889119979351,-150.0394805966368,91.75289639603811,1
African American,F,-173.9821493169805,D,110.35566682051206,-49.67966694293865,B,-49.569078972943025,A,-75.28107828510319,147.54261692799147,103.66444640130321,30.70530201966578,1
White,Other,-39.59731824214814,B,-126.71967886389628,60.027936043038096,E,59.06408585858786,C,-33.932939607051274,-81.51637530458778,157.01015479252166,37.02434864300412,1
Other,F,-36.524060059368566,C,125.17204248227833,-54.45144978312669,B,-4.110128103946116,A,-51.13279045576721,-27.8159422390925,-165.15136949777184,-207.02831988998526,1
African American,Male,-49.243333105571466,D,32.79534129053858,-3.955102535861294,B,9.873428803072683,B,-71.8123250371969,111.98633513360107,-35.530399918691884,118.21626073864626,1
White,F,55.32644197440726,A,171.20606648808882,144.4591340595784,E,-56.019526745951296,A,133.10798743569575,-98.26152163323624,-65.8136178520014,56.03282962665007,1
Black,F,-82.15476701421832,D,127.63258571951886,-27.99138527831332,B,-35.19909319757525,A,-62.72827650789505,-102.23352409796973,-45.49482050631023,39.8980243291615,1
Black,M,14.997009794252733,A,-169.51697095014242,-33.30280323603212,E,183.18621140140516,D,44.39192050346213,90.8648793721346,40.32301785366475,-36.47763218273523,1
Asian,Male,-42.68583236066515,D,6.52138038948621,25.271517765417002,C,159.64821722801892,D,79.45816808483244,129.8871646491016,-39.89708947845194,-106.73253200783341,0
Black,Male,-73.36027246071424,C,63.650614657448344,65.98205331448938,B,21.198480636780463,C,1.1692225414498232,125.57001185077921,-49.397639452771955,-130.322550694432,0
Other,F,17.41647539883991,A,197.4197372348337,121.39091887862612,D,51.21014037064413,E,169.26749904616233,-131.7884783750709,-55.262355814757115,8.168105981586484,1
Hispanic,F,-117.35058931742515,A,-50.74729241033909,5.339110600978487,C,-26.130537082175888,B,-59.27128070871765,28.545226245752513,31.00192775698582,12.291706043668176,0
White,Non-binary,61.81139615957078,E,213.9408192648143,113.33634279670284,B,-166.9116925192122,A,116.82752242281482,8.547386841699645,62.82521869004724,-153.6248367587917,0
Black,Non-binary,-18.277082282315323,D,7.354144887771633,106.34816720711852,E,45.27035385631456,D,-43.41760515048468,107.80173292565584,83.82530993042188,18.80539949284791,0
Other,Non-binary,33.385560721600115,B,86.73700727755998,-160.03627613376347,C,158.72140197542964,A,-77.97215996097347,35.952105775034006,-16.593786692287804,-50.0287168716174,0
Hispanic,Male,59.10017197634983,C,60.44570026236088,192.562223831146,D,-15.79457481744076,C,61.115747628297775,-103.75479529738372,-85.62581818455753,-158.42877431359548,1
Other,Other,-139.42344091797668,A,-5.919267966275334,100.00678023757811,C,-182.76204478436958,E,-77.69056525137728,-209.15551224082486,52.99103183077962,-102.27687515042214,1
Other,M,46.22461788997032,D,-126.99869904901975,20.327112560860492,A,-31.647708740006987,D,18.128974145696606,-24.742314918343435,-235.05740848622233,112.60355233463189,1
Asian,Male,68.98847244430348,C,-94.59404657619135,-89.69963800113341,C,-124.43209563708994,E,-19.50830144033854,126.80576405143806,-77.99730357284464,25.76458890043981,0
African American,Other,-155.12395700298228,B,-2.165115094422233,22.013520826570122,E,12.194386630283768,E,-153.36291994745375,-92.05733773196349,175.3794428047074,-114.66524085526343,1
Black,Other,-122.5689013558904,B,-97.82579421793865,126.16803899571522,B,-1.4728851635548303,A,214.50378247416947,-129.2787572145655,-98.75239516559475,67.00075779838082,1
African American,M,-159.91551055981506,E,10.987046155501918,-136.1351749861852,D,-28.766112679056764,E,100.4264321343459,-100.30153238031039,-27.094703498667855,-20.722536705501298,1
African American,Non-binary,8.947327366212587,C,-76.67888992094424,-42.92698425299773,D,248.9911173753051,B,-191.62159685879126,-54.783224938511175,-105.89409316378664,-61.38142350977399,0
Asian,Non-binary,102.01203561148817,C,162.4490166884805,-69.57806206186284,B,115.83061889626119,D,-185.75385616734258,-74.97609061490785,28.476741354349567,105.57829638224483,1
Asian,Other,165.01756598080922,D,164.55067464446685,179.91841877957415,B,157.81766147506272,E,90.31292033728249,35.07002425533614,55.528890134580834,44.07179835762049,1
White,M,33.314684567207706,B,-48.56776637464705,21.786067831640167,A,185.08642481635752,E,-1.7607003072392897,149.0291520264088,-81.63776192285977,15.81267015943088,1
White,M,16.19301159149555,A,53.42213431519463,-131.1511034121814,E,68.73569390598972,D,0.42950207496300197,-139.94349971714706,31.592666999604457,167.42768582974102,1
Other,Non-binary,-168.88214496757064,B,132.4364795991152,10.151387763893549,B,-15.98346231216294,E,135.46508947756234,-202.72526067159671,-3.555064244504727,-63.55600298120868,1
Black,F,-31.65180215360391,E,-115.03129160344653,-3.059091176371632,D,-49.291993070015764,D,61.991277689523486,39.414500548490174,-190.49038235528707,-85.1578887464668,1
Hispanic,Non-binary,-142.54353802907121,B,-109.89404860842305,-36.46771401542017,C,76.50323712797491,E,-75.76004222469065,-28.47712149790378,83.44259917421655,24.622978952278487,1
African American,Male,-167.02548038012202,E,78.86393965710901,44.045196931072354,D,21.00894148048618,A,-90.88917781347529,23.793482534031053,-65.4815313703651,90.73771446825398,0
Asian,F,-24.463126748286808,A,-91.85528120282049,-143.82535617145618,A,-222.38482509461042,E,-153.6374137868967,55.82348683221372,-96.35497622283171,-32.235245770576476,0
White,M,-130.66744711780885,E,35.33713104543323,-56.505946692798304,B,-15.590456750838161,B,-129.08131317985843,17.859181346431605,223.72000143816925,132.16948785928162,1
Black,F,-66.14426431134126,D,26.077705445288185,11.26733865982456,A,18.28787897957773,C,200.25099547344857,-37.34554600684919,12.946355963524736,3.246252437681337,1
African American,F,100.73001763465138,C,179.24877718221407,7.126971103966259,C,46.85727144020594,A,105.86384007308757,-115.11866101155694,10.010826499160023,-77.54392774247312,1
White,Other,-15.590829625019095,E,-212.58413849626567,-37.596470050482004,C,-106.9792033778812,D,149.53699067999372,170.70266754350533,111.24968692680002,-140.35866006971423,1
Black,M,20.219471422548814,E,30.428556821660962,238.01519396498412,B,104.38885011718632,D,27.216013325282283,-142.0585355327483,123.91815130816086,-43.94172648988054,1
African American,Non-binary,-36.29455986520658,A,-62.36557689364943,-62.63767998480155,C,127.7306201549146,A,42.64046057404609,-149.64900469562443,-55.21101693710412,21.699787791289577,0
Asian,Non-binary,-39.68430060572685,B,-204.4031931431026,-2.703567223114314,B,-28.70236178437471,D,-30.581869471000285,-0.48951280982858253,-114.8537478251283,-163.3268236866995,0
Asian,Non-binary,198.55308354499132,C,30.0671838848371,-95.61367556027496,A,-150.83500454991292,C,-31.49252904833688,-96.5288883517135,39.61719129690219,-55.02717336108959,1
Hispanic,Other,-182.1437739548979,C,94.18149593008933,-6.813647704817499,C,-56.82520344376138,A,-14.789977002310234,56.889804678834196,-20.236792766286378,-113.64855951840467,1
African American,Non-binary,99.65314175157836,C,11.285692218683565,-108.86062201952068,B,-84.89678294085188,B,-113.527300284657,246.21428352013206,-123.3060763809223,19.627822048689307,1
Hispanic,M,16.053456892145494,C,62.561168954612114,-47.62338568989759,D,0.4776164249495663,A,-25.698993360962824,-109.59894995532807,86.7206962821076,0.09685646507452403,0
White,Other,-130.89245602256898,A,49.94174380603227,89.58019024054062,C,34.2978474225299,D,60.5097080313404,-171.19979985796877,113.91115284625522,70.34033400282142,1
African American,M,101.96214147102734,C,199.25029931645807,24.9974944766,A,-132.23211978143968,D,-90.98651905811191,-175.1166420563248,-19.525339502883078,-156.47423022942678,1
White,Non-binary,-80.0232031322324,E,-115.1821011224929,-211.51001997572857,D,-108.99668475862457,E,30.661141789779485,141.5886355246797,89.97322982872123,-73.77711943669603,1
Other,F,-8.377858158388435,A,55.7398554500375,128.7351385376398,C,197.62924290404322,C,-9.940692943610813,-18.781154021123285,57.69030991360591,41.564998851308786,0
Black,Male,168.02453128067418,A,-137.4926930851218,-43.87863199547065,E,-23.474496966330392,C,84.87169877814912,71.24532256075446,42.51876079234133,-3.9126326889460334,1
Black,M,85.19640778155573,E,29.271739533475333,176.7721988904252,B,-78.03815219722293,A,302.84058665415796,-38.30626090803037,-44.70813994502583,-58.233360213255295,1
Asian,Male,-165.24943318322946,E,-110.12949560284349,21.883537100183016,C,54.16056089218388,D,94.15204552518799,17.866782717864183,-23.164556875418597,-118.78642953781416,1
Hispanic,F,133.4454366283632,C,-4.827455199829613,-69.2254839954486,D,-81.38098248265563,A,45.949813526507945,-155.9135396956371,62.50919486709622,-60.595745460788955,1
Asian,Non-binary,80.60995575691669,E,47.08465287804154,57.67807985438702,B,212.57014086132907,C,-25.035864563426387,71.9902391879948,-22.896685179940928,131.1865418316071,0
Black,Non-binary,8.75522459910203,B,138.17804545164418,1.516388900873747,C,-102.99530300000708,D,-57.59560503789633,77.17126650218333,-143.11223045028655,-33.65612559349073,1
White,Other,123.92652645063815,A,56.485452296292806,59.88844193494363,E,-173.96215118570805,B,84.8037124880617,-138.59627259137704,166.97051547451255,-115.06243650542368,1
Other,Male,-9.302228398830882,B,51.25425137080932,102.94244410495943,D,-134.76498538316324,A,-125.37630059829861,58.83931437651542,-71.60881302013674,-13.058188519180424,0
Black,Male,18.05313388048298,D,-75.56154923538904,-111.41165742496537,E,-121.12634519307936,D,99.94424615701489,-86.71457163887182,114.78013622956485,-19.97511992060609,1
African American,Female,-165.22987906470738,B,-112.32166548824569,55.83533880481936,D,64.8655906825299,A,-14.418322769840797,16.519364656137665,-210.52622031612907,-49.35526532666448,1
Hispanic,M,120.46009143431962,B,263.45918305225797,13.568583368481365,A,-118.46934172236115,B,253.453825311449,20.953908848765167,19.826055866738184,-8.514717205278084,0
African American,Other,-144.78322350432282,D,72.26592669232309,-234.56671713607858,A,102.48972954946703,B,-8.99228650617674,89.98678843086051,-78.98679232816293,57.579389127694824,0
Asian,Non-binary,4.866599441379587,C,-35.04999536437264,-68.14080682628668,D,-69.5796648968522,A,-58.34717288222454,26.28555367230784,-88.3937451182006,33.68926126973215,1
White,Female,-15.036870409317297,E,166.08202294082946,-146.5627421270095,A,-139.1612291567975,A,224.68551379557252,-29.68559426913106,51.69520614085995,-115.6380789590382,0
White,F,12.747146044637713,E,-11.0109123002497,89.13214555028371,B,151.89413481119905,B,24.11553074504218,52.80983097571985,23.210494999677756,246.9378641796327,1
Hispanic,Male,29.738522913986255,D,36.41688171513196,-44.47171300376802,B,-11.089136409996508,A,-87.22828932367806,144.98756256572813,89.89739860621984,24.243571178696925,0
African American,M,-47.48700082199565,E,-60.34806218871138,-112.89159856438498,D,-26.493019523392668,D,88.75036270965792,45.108715823708316,-72.09316181908328,144.94534884653913,0
Hispanic,Female,48.12380835417889,E,-158.89634733147165,113.93234366816675,E,-133.49045328903998,D,94.19120698115087,-155.43327567504883,43.1698887279993,-62.489211809987765,1
Black,M,5.13090055791833,E,245.71775311707583,-113.84661378128811,A,35.958475989920224,B,-61.89557640587581,89.9312811274198,11.817017949108932,29.251658408852084,1
Other,Other,73.89095101786398,A,134.6874080854124,-270.3259648808502,D,-137.0534838035976,B,109.49788864958518,91.36718269933402,-40.179251289337955,-126.64286182722664,1
Other,Male,-124.6524101023874,C,68.35614850397744,121.57875346325157,D,-0.1342223104908675,E,97.36241773214275,-43.77290101692353,63.26129326379552,-33.342249110601124,1
Hispanic,Male,96.56602647293273,A,-31.234017772834104,27.959113509146498,A,65.4475382308087,D,-105.27315147332261,-133.67110464991944,10.165175307627134,-115.1472605964198,1
White,M,94.37153322264636,D,85.15404607592765,-35.70047536258453,A,94.16121921613251,C,73.87113479878622,-30.6895064666253,96.66568239777874,65.5553871059566,0
African American,Male,-2.886635791784194,C,15.39013028258886,-98.77491831082139,C,-150.1280297917234,E,262.71481178562806,-20.220473093185767,84.10508195492598,-51.19058844033112,1
Black,Male,-61.91235829208635,C,66.425937584736,65.0288946094195,D,-80.64370842992795,D,200.2240081531213,152.2643340554523,-53.53925724294738,-36.966076877694846,0
Asian,Non-binary,166.97768440088421,E,211.9369485658225,-2.1250338342608566,A,78.05644111745308,C,-199.51065168776904,-165.51508481748095,80.83626421999033,18.651424190233,0
African American,Non-binary,-105.5033334113751,B,-171.75803994217193,-0.4318862215253084,B,137.46291536989307,A,105.61610967782804,-31.408397484405686,-157.41344909246743,-61.108125707910865,1
Black,Male,215.86400019008812,E,-198.25145310922164,-177.90848566567817,B,41.87742807111183,B,80.92441650288865,7.226313144438095,-173.72259874196624,1.4665340042285175,1
Other,Female,19.058120750403145,A,56.54845924886914,110.12782628544923,B,-199.16971689211482,D,59.970436978047644,57.39134305844937,96.24537647454216,96.29883191671811,1
Black,Other,51.22186432891744,A,-228.38602007793733,84.12199317466559,E,154.7010997482443,D,32.41940236978043,-231.8181300235,45.24897893699688,95.08525201708645,0
Black,F,-82.36565845868381,B,16.69647908958413,-13.583096209536377,B,-18.566351242526224,B,-65.15695310741738,-252.70737184341985,8.669146409404432,-111.03748227887857,0
African American,Male,243.2212126208634,C,-64.66837012516483,7.688215095033383,B,246.1673711287262,E,45.86567629025954,48.980016723979205,-112.66395703518222,-181.37292047561678,0
Asian,Male,-19.77808132067916,E,-51.47213515033444,84.56663612883472,A,-34.247888596470624,D,59.14385296091682,181.58753227918075,19.981654482004636,129.47076053641075,1
Other,F,65.03953161999587,B,1.4810602416625052,46.40542413359285,E,-35.3344842817458,A,19.34817995473737,-45.413385393214526,35.815822328606565,-82.1778428165935,1
Asian,Female,36.966421609717344,A,59.12454436690153,51.446597283782836,B,20.30616070394555,E,160.49527645802988,-90.75741512248217,85.1307301446479,-59.85853143156632,0
African American,Other,-74.55769603050966,E,-134.1561155582868,19.069793909161863,D,-65.55654881538797,C,101.17470695153763,126.69480587735367,32.984481595288884,-55.60730565419604,0
White,Female,-202.71941229957133,E,-83.35514691085592,-14.544157000865265,E,116.0922752517823,B,-33.732131338341084,-44.55649212467678,85.20215416853102,-237.24157517211938,1
Asian,M,-23.780949194470523,E,-26.04073084627784,-152.05193007287122,A,-49.83781458955949,E,-38.725141320374405,34.63336178327308,30.140100926812046,-62.47958132826046,1
Hispanic,Male,-13.785067496280053,B,-61.13919111801236,119.72066606553,D,-200.06285630879276,D,-111.80478475036,-29.04951964520968,-137.48069610424466,265.76909494012784,0
Other,Non-binary,-20.931870551028094,B,105.09086365260568,-119.79852805663849,D,-111.7465304278944,B,131.95354144417294,-1.860551313159965,-48.77208812812396,54.80691746221963,1
Hispanic,Non-binary,5.923249596193371,C,103.85391449070438,-8.844475972882726,C,-15.701569442548664,C,69.83535990550452,-93.02431034967111,-36.55690736469609,-105.37693346092783,1
African American,Non-binary,50.18238690536692,E,114.1150914382858,-108.68689884835794,D,-122.39048396042824,A,102.55846026351651,-134.74946504344047,128.5878768713057,-137.59535052408017,0
Black,M,-137.24902515885262,C,176.20976563887402,48.96540725871971,C,-45.119324869535646,D,160.36621928864187,196.28292549700305,21.93237369566841,49.37440605667292,1
Asian,Female,124.41408879094953,E,63.782046913332756,105.69257273360377,C,135.10355153194777,D,-3.565740619194018,-103.94700915313877,-47.251082609103356,63.67997489772388,0
African American,F,28.359862278781005,A,202.2529030369147,153.12861541968078,D,-46.008902201667105,E,102.66943789693114,-50.70199645695431,-86.63424062337474,11.986290439533926,0
Hispanic,Female,-76.42199207205321,D,-18.09092122557309,6.864156868486214,B,59.87794552724398,C,-71.35107672519736,72.53681084203745,51.823607325550334,58.351935235379074,0
Other,Other,71.31941173475931,D,-5.917609925204805,-6.018914951559026,D,-24.902230623813427,B,-65.36630166540161,-44.1279247837243,-10.755909667909735,-80.6570238718972,0
African American,Non-binary,-54.16021383431951,A,64.61895211175221,112.13604127602079,C,-134.45289619269553,C,13.771241773077602,-57.838569438809486,68.24087135700158,80.77288653507118,0
Other,F,133.79059237145293,A,18.83938106513971,-221.50177335693942,C,-101.03424588007657,C,20.385413754238193,12.448955845877208,24.59751809439479,183.50120646053537,0
White,M,51.63007092468176,E,19.71385166089963,-101.64937288480016,D,-6.082665020345769,E,59.778972862593406,-75.52484789210486,16.53366903758588,10.098455161403892,0
Hispanic,Non-binary,-85.11586653055515,E,40.76943612263994,-137.64400336787628,B,81.94884941279443,B,60.123808017873245,152.92666170837288,58.18054707614703,15.936313970060345,0
Black,Female,-77.75915087478889,A,17.827980646561866,-48.32831560106605,B,-54.61534056390056,B,-68.19225598560304,-56.96255279080561,-16.711891414120224,-33.50767588725595,1
Other,Other,44.17712397947262,A,-2.257462180769101,55.01231604449086,B,48.03475561380703,D,34.966540130402755,-120.96312744820878,39.983411615885615,-51.389767324296585,1
White,M,290.95236995759717,B,71.80871326783227,30.661959494422835,E,15.681138818637896,B,0.2526021777220354,12.61614276380574,11.832176041811,-24.996217099206312,0
Hispanic,Male,124.11836996501127,E,55.904107749329825,107.53276129713018,B,-14.780079406807326,D,123.42307794331275,-42.488365500074345,60.145778351729106,49.4351133591482,0
Asian,Other,66.6899361465042,A,101.75847577067634,-105.22280647732178,A,-161.60318434806499,A,-81.3816304501111,29.13419736790772,-3.0621342428003016,10.700701587107135,1
African American,Male,23.73829792007673,D,-117.00152319268693,55.25159465100482,A,-68.95794668040868,D,-133.08878708101133,-177.62600051407676,128.2985060365959,-4.071997822141292,0
Other,Male,-39.53121123816257,C,96.93526525349438,-163.37318353458315,D,-32.22764113764773,A,31.178611636023195,78.2672733705507,39.07706889189526,70.68290316422922,1
White,M,-34.47950146932632,D,-44.29144365195013,-121.53314620379359,A,-249.38856939678143,D,33.52419120192386,-170.80327191070955,164.75203143722808,-135.36222378492377,0
White,M,-73.49040346137245,D,-79.44269009838936,3.496258109362038,D,-148.3468808553174,C,32.14180652357859,-134.71616222581795,54.71660041214751,-87.32430109529963,0
Black,F,237.96152847106015,A,-39.53544305558359,-91.70957292907275,C,86.5917136839772,B,172.9109900514985,25.88609765492161,179.80184266930056,14.78072941872787,0
White,Female,-97.65780732962648,A,55.12785041041206,-66.3090433964323,E,-301.3172504639349,A,254.21905465125585,-59.772726900045626,63.53585378122902,-149.33908643482718,0
Black,F,12.031166513721915,C,-175.63594311606852,19.326926614898554,A,25.374275527124023,D,13.04427766707298,122.83752412855576,27.772616906534093,59.34970882540802,1
Asian,Non-binary,48.409963701577226,C,38.10231906439922,192.99925466160855,A,87.40935542382958,B,126.38700169644687,-74.6523498042952,42.960722083450506,-44.9481677345795,0
White,Male,71.18957403240837,E,-43.43486116935546,-54.233170835240394,E,-12.014910577808596,C,-91.90199802178213,-5.629448046051112,-151.7303382948724,87.17332721249906,0
Asian,Male,52.522383869123104,E,-2.7317295310895178,80.12968026530538,D,-133.11602724944612,B,77.56695363879363,129.3679516251674,-45.10584670965411,38.166056255793094,1
White,M,3.229289738964885,B,-10.535162160335426,7.349132173470477,B,85.57438635965534,D,89.30315223197395,-22.2069402538331,-75.08749595518675,11.916595157530384,1
White,Non-binary,-70.63036334111456,C,22.463467789393942,-11.304131832028036,B,77.52745536981362,A,94.85754210426535,-38.38179560081609,-53.28074908908669,-91.33072415035947,0
Other,F,32.77902601533501,B,103.01696412947106,-110.65513995780026,C,154.96555158534932,C,-21.561693969781434,19.85755075503634,-120.31734021329692,-159.36627971032746,1
Black,M,-119.29193323234936,D,13.595532192074383,126.47700262551407,A,-23.698407165422232,A,-12.953666199613703,96.9598914868596,58.20898411428019,197.508909763026,0
Asian,F,-24.369323885534765,D,37.323706701639345,32.122948972402476,E,99.38747291040232,A,133.78496752117601,-25.307873644816702,97.96612898629682,-14.70310532767089,0
Black,M,115.65242438404155,B,8.487802343843763,-23.652917420938515,A,149.58956075597428,B,-46.19309221452845,20.81482960080512,-117.70914408666138,103.32233709377381,1
White,Male,-98.07697330204736,A,83.88607685454225,94.01810253072685,B,-169.13762099360724,E,-87.45026593367682,-35.53463246604525,145.7958755790986,88.47835437650028,1
Hispanic,Non-binary,-51.31543340808123,D,-127.70727914836671,19.400661218489898,C,-47.549957784402764,D,-43.99786354128562,25.67834828191528,-27.509998743635407,136.2789168952806,0
Black,Female,119.2147317645432,A,-152.0235349325354,-86.10353917220992,C,60.02395366577164,C,-144.73527767008733,41.46442557468538,-80.45921438311794,-29.769005398215686,0
Other,Other,-121.43032462870036,E,-152.3634397372904,-179.98671477726683,B,6.274822074575879,E,33.97775754796348,-58.92028863264242,89.08880888664093,88.4913272678928,1
Black,Non-binary,-4.800174338689565,B,-101.65633681237762,21.392044674979207,A,48.839921979988496,A,214.85909572965022,-117.28001108160856,123.8831436072394,-205.59220070486043,1
White,Non-binary,-52.5057028209326,E,-193.4227960536728,-51.68429485090128,D,-104.28651125553148,B,12.405829803836918,-110.76863880077121,198.7879354192273,198.08647792955395,1
Other,Other,59.47596114724429,E,-57.989921438059596,-71.18851518117518,A,5.858240930967782,C,78.08168384714921,-162.5409396633009,24.53053989743407,-6.018320028560012,0
Hispanic,Other,110.87747109559945,C,-184.4874329270376,84.21191648198563,E,10.809091545343225,C,-14.49022396173001,-5.089893074756093,1.0155636046967493,12.387587958958225,1
