AgeGroup,genero,sexuality,age,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
26-35,Non-binary,Homosexual,25,61.5664219365184,65.77094123224201,D,C,D,16.018681865497616,A,55.024913368522654,C,62.992530425030715,A,C,-96.31574508045613,D,B,D,-11.647552331601,1
36-50,Male,Heterosexual,71,-69.54925237543583,-34.23195287334029,C,E,C,-50.81293398004614,C,67.23460584823725,E,165.05444884544656,B,A,45.05886016707175,B,A,E,38.01990593425296,1
36-50,Other,Heterosexual,73,95.85960796546773,31.432107626233524,E,A,D,85.68805840184947,E,71.1909046683244,C,-33.58216127062785,C,B,29.11431327328972,E,C,A,55.47723120807188,1
18-25,Female,Other,52,119.30390781666955,47.53112997842644,C,E,D,-35.13823932136464,B,-157.3384123169093,C,43.33398961058557,D,D,-278.5084333038724,D,E,A,-14.340098172275626,0
18-25,M,Other,77,28.497192857674,79.21514239023139,D,D,A,-44.385006492497716,E,-89.37907575424315,E,-120.6933271056935,A,B,-154.08159102072912,E,C,E,31.290075078805025,0
65+,Male,Other,55,-65.70384609708796,-4.117697336502713,B,A,C,-74.70399550425878,C,52.55599867928349,C,153.13520298645074,D,A,83.37998292452593,D,D,B,-18.533327098823303,0
36-50,M,Bisexual,36,-0.9930588529330578,17.044055961312672,E,D,C,-81.01676945328319,D,-43.95429886778558,C,59.21720905570715,C,D,-97.8655570595032,C,B,C,-89.54807372945325,0
51-65,Female,Bisexual,30,-64.68107370929623,-41.4363133652512,C,E,A,-43.57099545462725,B,61.30291607569133,E,-33.772951588664455,D,B,2.8332707854329913,D,C,A,-33.10835331815946,1
65+,Male,Bisexual,48,-27.82441895411905,145.03191348907845,D,D,B,-146.89718759256277,D,147.12613520311433,D,62.01071687169654,C,E,233.70153086489776,E,E,C,145.43172925360983,0
51-65,M,Other,66,48.77049225096288,-31.774344082149764,B,C,B,23.284913332649214,E,-25.876835810415237,A,90.71292335196793,E,B,75.38416980212591,B,C,C,5.304964483662725,0
36-50,M,Heterosexual,28,-10.245834716883593,-80.83670016404378,E,C,B,84.39948149056826,B,-99.77847523649555,B,17.47534159887756,D,D,-90.85104325869212,B,D,D,-7.258247162257186,1
18-25,F,Other,58,35.89983126908915,142.32477896260863,C,D,D,-70.14457481019673,A,27.6194637047551,B,-40.24984024799189,A,A,28.22223366494685,E,A,B,42.59261901620033,0
26-35,Female,Heterosexual,47,-18.109024187366284,34.87470997487876,C,C,E,90.72209626975388,B,-25.011696556938013,A,124.82711190064202,E,D,14.500525675570378,C,D,D,-93.1352997059043,0
65+,M,Homosexual,56,-89.9706570366272,-96.17915989130232,E,D,B,56.94594766569308,C,-15.79848085017222,B,-87.5519997964506,A,C,-5.151028617297997,D,D,D,-123.63066586676486,0
18-25,Female,Heterosexual,58,160.60451147823764,-33.215265854551866,B,C,D,-3.419371518662553,B,-32.05717357851139,C,-90.99399443756701,E,D,0.3419081574145788,D,B,D,111.85132224292285,1
51-65,Other,Homosexual,41,85.7643409452966,-33.9698459339645,B,B,E,243.0926566220733,C,77.81008113901777,C,-15.03079252560682,D,C,25.478158225450763,B,B,A,37.01532928141509,1
26-35,Non-binary,Bisexual,57,-115.16800741658525,-115.04443850584035,C,D,A,-0.9305716011509279,E,57.317873663083304,D,21.662970994883914,B,B,113.40507763291147,D,D,D,-77.74585505107079,0
26-35,Female,Bisexual,25,-57.68180330265156,-189.03405534517213,C,D,C,-50.64250893843484,C,-19.28128547019419,D,-116.57894967497866,B,D,134.8442185521927,B,E,C,-138.22410176312593,0
65+,Male,Other,35,-129.6572551555417,96.30509803590373,C,B,D,23.47770113648248,C,101.15683697571609,B,211.45311228547672,C,D,33.62070356572314,E,E,C,66.81884697290943,0
18-25,Non-binary,Homosexual,46,124.96060817048429,-53.83765288208255,C,D,E,-63.48148644374215,D,102.59181646152584,E,3.9680235217235085,D,C,-26.78807973045566,B,B,B,-98.63912027364987,1
26-35,Other,Homosexual,48,48.742214361167854,31.85810153960559,C,A,B,-88.89388145066505,B,-10.33835958251191,A,-120.7472332631973,E,D,-56.80898941716394,D,C,A,-24.235012321393466,1
18-25,Non-binary,Other,26,11.170998984005356,19.033579309340087,D,B,D,147.63165677408884,A,77.20964930929482,B,-175.6155518466828,C,B,100.50490029253565,A,C,D,-1.8461742152132334,0
65+,Female,Heterosexual,53,-115.44326091394903,127.42843111316526,C,B,A,-32.795236840609455,E,-56.96697670312025,C,46.069825962584176,D,E,2.9916839859255786,D,B,E,160.15666038361456,1
51-65,Non-binary,Heterosexual,46,-75.0128377909577,62.831731157682626,D,C,B,152.34121770159328,C,-31.83860324157993,E,124.24769440953742,C,D,-192.45722882877797,E,D,D,42.58989943715035,1
51-65,M,Heterosexual,26,-49.659946543285734,-125.32566255159072,C,D,C,170.89466918626377,A,58.606137091744294,C,50.894019182464554,E,E,-79.76104541329796,C,A,B,162.72623263247485,0
18-25,Male,Homosexual,66,121.06354752387037,173.47497471027532,C,D,A,3.0702468813760544,C,61.76320712237967,B,44.80399873529941,B,D,-113.81095893248774,D,B,A,-99.4950970074899,0
18-25,F,Bisexual,65,3.5935545529843584,7.656811651391221,D,C,E,-70.80971502963432,D,-132.64858961620777,A,59.250138216489034,D,B,-46.782097769554916,C,D,E,108.02664279129957,1
26-35,Female,Other,47,-169.30499803597422,-103.58873652825133,D,E,A,162.62827298674887,C,82.78201613893877,B,152.07302806139674,C,D,77.1937124967886,C,B,A,-147.53594062696322,0
51-65,Non-binary,Heterosexual,52,35.30564476191893,-136.6348434437852,C,A,A,2.0886143439036617,D,-135.33183167259125,A,-3.2282779146808114,A,B,-192.8276382714124,A,A,B,88.87122163931413,0
18-25,Male,Homosexual,58,-14.919465061283542,113.90116341524113,C,D,D,28.420111715932045,E,-129.6745898169692,C,-245.31349380611482,A,C,86.90493102366028,C,E,C,-262.6631843417495,0
65+,Male,Bisexual,38,12.130634800165616,-65.73879094001227,E,E,B,-83.56337365612214,D,118.05205940068673,E,44.27440078812814,E,A,-24.997479013976164,C,E,A,-168.3926782215749,0
26-35,Non-binary,Other,77,5.484324768595958,123.61520334714756,A,E,B,40.79666352663585,B,-20.421077905603262,A,1.1186782809476457,D,A,-122.08911520958941,C,B,A,5.850059440208456,0
65+,Non-binary,Other,71,44.75842816811375,139.21159126814123,A,A,A,-18.632626863101496,A,4.043254924279363,C,-127.65920369514474,B,A,48.93325359686042,B,B,B,-49.612989001677384,0
36-50,Male,Homosexual,79,42.914476002270725,-48.78477108857431,E,E,B,53.31842889761168,B,-8.727428521294666,E,83.7746383497825,A,D,123.95318645175138,B,E,C,-67.75107410456187,0
65+,Male,Heterosexual,70,9.182030939077377,18.153232105322658,D,D,A,-114.922996569461,A,135.29139079690026,D,-115.44776266299732,D,C,-57.46678046837719,E,C,C,-105.64516655067445,1
65+,Female,Homosexual,44,90.56861864235236,-70.60488770043003,C,A,E,-72.22610808529333,C,171.89234112235704,A,9.721871332576056,B,B,-18.421660334644315,D,A,E,-53.22579120439954,1
51-65,Male,Homosexual,47,-11.426841516254397,-146.06681159448252,D,D,D,-57.23205476639643,A,128.97375243864118,B,83.85782087284463,A,A,-160.36016616706354,A,D,A,-53.72454343066229,1
26-35,M,Other,69,70.68346345018313,1.6370196893809954,C,B,A,-152.43685434540126,B,29.665588377735517,E,51.48901992608865,C,C,73.48808520439536,A,D,D,-73.0464681174431,0
65+,Male,Homosexual,71,114.10743864623501,38.653937942710535,A,E,C,106.91733111676227,A,60.541938913755885,B,-122.81034522190619,D,A,-32.65739805913912,C,D,D,-119.54995329435427,0
65+,Female,Heterosexual,40,-149.85433664125154,3.7627770805899754,D,A,C,-39.55025498097854,B,83.2820583067754,A,42.674923641991775,A,E,-54.906070610638416,D,C,A,-57.63443562812313,0
36-50,F,Homosexual,61,-21.98895150961092,-61.024052567449395,A,A,C,49.07964642077749,C,91.42055282120957,B,196.62490625039516,D,A,-82.03083132546539,A,E,E,91.15656116337023,1
65+,F,Homosexual,35,143.72872978543265,26.16371803629111,D,D,E,66.39495139258504,A,-23.353932843134896,A,-5.744515838801556,E,E,-236.50748335753696,A,C,A,7.315840292544484,1
36-50,Other,Homosexual,65,78.03222616715252,271.70063631092194,C,E,A,14.2523860223017,D,69.2050019540492,B,17.87319565756883,A,E,-29.13693717798756,D,A,D,122.16878204491961,1
18-25,Other,Other,30,192.0919490951872,66.22227609967659,B,A,E,87.14412810130673,D,-30.506838989685924,B,-59.54269976342083,C,B,85.62358638156438,E,A,D,60.91937191949485,1
36-50,Female,Heterosexual,41,-222.68541497007453,48.27332966218171,C,C,D,-2.9150875683017152,D,54.01690715010232,A,-81.13455256250155,D,A,1.7213335346097285,C,D,A,45.95253062168237,1
18-25,Male,Homosexual,65,251.33355323559732,14.19872538493643,C,B,D,-67.0459180798181,B,-319.91243005029276,A,108.00363815301262,B,E,-78.52040133465142,A,A,C,71.9175768531285,1
18-25,F,Other,36,37.17258414388653,-22.4397773665942,C,C,E,-135.20069542112907,E,-19.656513436756505,C,-64.00120126367915,A,E,59.2347042360069,B,D,B,228.963677280288,1
51-65,Female,Heterosexual,37,-51.13280008538707,220.42637787847758,B,A,A,-119.43097698199534,E,-29.337408807188925,E,-28.289891162079712,C,A,116.2321842277211,A,A,E,-242.77853138441134,1
18-25,Other,Homosexual,64,29.64899904538465,-21.900572724129066,E,B,A,17.64088445516593,E,111.34602891886576,B,32.026051010475385,B,D,-6.059181551876098,C,A,B,120.14140716880387,0
51-65,Other,Heterosexual,41,-65.48075520408433,-18.512464067236646,D,C,E,141.91410507543853,E,64.27035844030792,C,61.668938503626926,E,C,53.79541167620896,C,A,B,58.51202253116011,1
18-25,Other,Heterosexual,77,-86.11575551831278,40.57918984391144,D,E,C,-112.660939687514,D,-23.437223179223725,D,4.873387762059797,B,E,-101.6307508161394,B,D,B,27.333195621397028,0
36-50,Other,Bisexual,44,-101.14188103661664,-75.19037397126087,E,A,D,-48.344105453433315,D,-60.762442803873554,C,39.163217328502476,E,E,10.413976572286716,D,E,A,196.12471584391537,1
65+,Female,Heterosexual,40,-49.03651148911201,-38.349242654331675,A,C,A,221.177782157943,E,-32.59065349413668,E,-24.820822601309946,D,D,-154.41969952659932,B,A,A,-159.32649718026556,1
26-35,M,Bisexual,50,81.36444244532186,-9.13648074185735,D,B,D,43.484420613210304,A,-238.15480743436711,E,199.07457112322115,A,B,-121.79209683121184,A,B,D,-82.19785016273558,1
26-35,Male,Heterosexual,65,7.325841590125378,-105.43170911644644,A,D,C,-132.28946872128753,C,-19.098991222233717,D,-70.07694643283531,E,A,-24.282355928784515,A,B,C,156.49623586549652,0
18-25,Male,Heterosexual,68,60.335282461155614,-27.82519452355503,E,B,A,131.06979016207623,B,97.32492407478678,D,-56.12800428081401,B,E,234.68787508238808,A,C,C,-98.21206351170686,1
18-25,Female,Other,72,24.94171770537408,-53.042008129743735,E,D,B,3.305389748087679,A,56.54404203247614,E,159.41921034109254,C,D,-107.38206868163749,B,B,C,-50.16058943689722,0
65+,Female,Other,33,-53.57162603117571,76.21275234882481,C,E,A,-58.123087124283956,B,30.77139661699308,B,150.48629225311421,E,E,54.476245210652564,A,D,B,39.4118065544422,1
36-50,Female,Bisexual,78,49.127904246067246,-223.7390796663649,A,A,A,157.21720689127355,D,18.515033943377876,C,-13.417970311326515,D,B,-96.50547093636604,C,B,E,130.1911403340179,0
26-35,M,Bisexual,57,-133.7877649159749,15.566811538111084,B,D,B,-183.28622102287036,A,-27.463152700339073,D,-5.785149791613306,E,A,-57.566468217145015,D,D,C,33.84273978079938,1
26-35,Other,Bisexual,48,105.58157509373476,85.79891853230961,C,D,C,215.02496950180537,E,7.3245823629821665,C,42.48436487869008,E,D,64.66063448194578,E,D,E,41.88362558778191,1
18-25,Male,Bisexual,35,97.4924482952472,-139.5363184996416,B,B,E,-89.58649128964437,C,6.462608949624113,A,136.07205390798597,A,D,-132.49775037366112,C,E,B,58.94942143826304,0
26-35,Female,Other,50,-45.09971952224848,-9.381269359385312,B,A,A,4.284444087790925,E,2.4597806240950666,D,-38.57711891771739,E,B,-125.70139429438552,B,B,B,-21.794214934238347,1
51-65,M,Other,35,17.683021261417522,22.540348875242692,B,B,C,131.96056196907452,C,15.433593807035587,C,111.48863303630145,A,D,-37.114400116496206,D,C,B,130.90495660197848,1
65+,Female,Homosexual,65,-16.57554267033706,-94.56476881074603,D,A,B,106.45385156963275,A,186.12933061107796,C,-37.046868697799226,E,B,-195.1286224784321,C,D,D,-196.4261926188805,0
26-35,F,Heterosexual,55,-26.528079754701405,-19.07365331147218,C,B,D,-104.4021747277878,B,139.45031268580294,D,-173.47552576158213,C,D,-111.94935556269603,C,D,B,-61.972538923361974,1
36-50,Non-binary,Heterosexual,53,198.29874030331482,2.0288267861401645,B,D,D,239.47923546816529,E,38.567658667989264,B,66.05139853759889,A,A,108.26210061932598,D,B,B,-138.98353641648941,1
26-35,Female,Homosexual,48,-90.28085273526602,-30.14636744583225,B,B,A,-150.08500574889985,B,42.83124815891996,D,-70.78319464963764,D,D,66.43081284951359,C,D,E,-83.20618208163586,0
65+,F,Homosexual,59,-95.34106258696899,-40.1416908085913,D,A,A,-54.42167160944851,A,58.1638918707857,D,101.6410616395611,A,B,111.67083474480215,E,C,E,171.51680509338138,1
65+,Other,Other,50,5.842440422879211,10.961330615485181,D,D,A,-46.52811447456441,C,126.38277134283229,A,129.8631329420198,A,D,-275.41671902571153,D,D,D,41.534956318635565,0
26-35,F,Heterosexual,21,-57.69626143612769,31.717723708164865,B,A,A,4.9370174691632425,E,13.00402386192302,D,-2.090663575563712,E,A,-103.95160195813105,C,E,E,-81.35043514878733,1
65+,M,Homosexual,44,-13.862974652267354,-122.38503476489049,B,E,D,64.47514922071153,B,-54.54466125089531,C,23.577010196929322,C,C,-118.72012280825986,B,D,A,37.74232173728531,0
18-25,Other,Other,41,51.47675646565292,-32.09616226318072,D,D,C,-159.29167526762063,A,105.49765063265329,E,8.71788415286754,E,B,34.83484219215095,B,B,D,175.90966718400247,1
51-65,Non-binary,Homosexual,58,-67.7149687055014,63.69647010101526,A,E,A,-89.18862171704413,A,21.537965712451467,B,-116.0851604901065,C,D,215.7194174375406,D,B,E,-49.14373936811118,1
18-25,Non-binary,Other,25,131.11297242533846,-210.6207103433849,D,D,E,-57.019848219677705,E,-9.811253005802612,C,-3.5645717459995128,B,B,41.708667366435016,A,A,B,4.988964059796801,0
18-25,Male,Bisexual,78,39.21259440233711,94.11677089497849,C,B,C,109.87146688551587,A,54.039054532654475,D,-2.650511931166173,D,B,234.22647226442876,E,A,B,78.06503032841857,1
36-50,M,Homosexual,51,184.41623916262955,-13.279484746170178,E,B,D,-13.663443116712127,B,38.613573725429696,E,-54.409891911857876,C,D,136.51189827331254,B,D,B,86.10559607324782,0
51-65,F,Heterosexual,34,204.7585723513636,-86.21261333888472,D,C,A,8.641244799483363,E,7.572964366704664,B,2.793839309181254,E,C,-150.1392881845723,C,E,D,-89.25792989738031,1
51-65,M,Homosexual,50,59.875209520720475,16.09636011110832,A,E,D,97.95941929164455,C,-41.42848764492121,C,-145.11877774486777,C,A,73.16263514049425,D,C,B,-231.6233064144245,1
51-65,Male,Bisexual,30,127.366363919471,-174.4658978572098,D,D,B,37.215368634007156,B,-11.276110092313324,C,-89.09366168905343,A,C,-31.613175755597865,C,D,B,23.37718561116697,0
26-35,Female,Bisexual,74,158.89534960353765,-43.654838864436115,B,E,C,-5.901048538232681,B,-12.404509008299804,E,29.464671580391343,E,B,-197.61306447995923,A,A,C,-108.10833124311668,0
65+,F,Bisexual,78,106.02622552324486,152.6732348314249,B,B,D,182.9549776959665,B,-70.54843327519082,B,-47.92127020552032,B,A,-160.49214999506654,C,C,D,-102.2824828959309,1
51-65,Non-binary,Other,45,83.15899751711918,19.724268259138857,D,D,D,-97.0063946131743,A,0.5007820743441658,A,97.1026173681781,E,D,-213.53514262475622,D,E,B,14.910628682103463,1
51-65,F,Other,27,-17.828175679131363,169.3278268745528,B,B,C,231.24344712141425,D,11.128663337294306,A,76.3356440029432,B,A,-113.5862830118213,A,E,D,-33.038084869271835,0
36-50,F,Bisexual,37,-205.61707484083684,-58.30309147768592,A,E,E,-16.28834615905042,B,22.735234047894437,C,57.61538199704789,C,D,181.91997288947837,E,B,E,17.76683425665881,1
65+,M,Other,71,41.318444284225066,281.3864215853704,B,A,C,15.545358039647947,B,44.86369838075201,A,-152.0219858685781,A,A,138.8237969799348,C,A,C,16.271694308540688,0
65+,Female,Bisexual,78,-81.33757646675367,71.92894073428326,E,C,A,-67.1094294491148,D,45.99936730307587,E,46.65740151736576,D,E,-3.0210075116406236,A,E,B,-68.92992986571768,0
36-50,M,Homosexual,31,105.72452918997372,-16.853263392723893,C,C,E,259.41530161207663,A,-360.8252600167639,B,73.25772712028014,E,B,117.64320847418448,B,E,C,-150.40982752996368,0
65+,M,Heterosexual,58,-113.57197390399052,-155.15441025774874,E,E,D,5.2541129132541355,D,-81.1652526549027,A,-89.37101273438319,D,B,-78.73992103367388,C,B,A,168.12669228497265,1
26-35,Male,Other,41,140.55352900214584,30.010968693803576,B,D,B,-63.19663699558531,E,131.32621696813843,D,-14.872995765367586,C,B,-24.92365224408369,C,A,B,-134.8365058863245,0
26-35,Male,Heterosexual,36,-9.806795401218439,-98.51513651989893,C,E,E,131.0111099228774,D,90.53542283507299,D,-53.21202880319183,C,C,-4.463181491691039,C,C,B,67.4873502238207,1
65+,Male,Heterosexual,73,-14.925700300311673,13.87776335340111,B,D,D,62.66099447605027,B,12.12480576489085,C,-63.41264872211789,C,C,-94.23839978317852,D,E,B,-69.49297640855904,0
65+,M,Bisexual,18,12.065969417153417,-64.57554768756115,B,C,C,-97.7736303398826,E,-51.9012461251803,E,-46.64823076805475,A,D,-124.96347485328636,E,B,A,-10.58677277051717,0
26-35,Male,Heterosexual,31,-211.85475192194554,24.712595497552527,E,A,E,-39.57594509156017,E,-147.76657385436357,E,106.0710796692201,C,B,-64.34563779407809,B,A,D,53.19347886455018,0
36-50,M,Bisexual,62,157.73123943180138,-123.96546508150723,C,C,A,-83.28412762273997,E,-51.438547139514604,A,-85.50094693680143,B,A,-120.39769790420895,C,C,E,143.15520483049443,0
65+,Other,Heterosexual,67,10.513043543628026,-154.10197488725427,D,A,C,63.0830592211303,A,291.38231966731655,C,-80.41747670385672,C,B,-43.14276190313503,C,A,D,-20.960650803242395,0
36-50,Female,Homosexual,20,118.98446617263467,-91.81818575117198,D,C,D,35.327387764342404,B,13.586512056286578,E,-31.919163256514725,E,E,68.62686526951072,D,B,E,32.16105488695452,1
26-35,F,Other,47,116.85874203775819,124.8643961707879,C,D,A,-104.11160541316404,D,207.04478988023527,D,-120.09618052661963,E,A,9.427515040846785,C,B,E,13.048800010236143,1
51-65,Other,Bisexual,43,31.367745055399254,-150.5589283575912,E,E,B,14.754705844799338,E,7.706959295830294,B,24.356864580382574,D,C,142.87208945989485,E,B,B,55.26906160925068,0
51-65,Other,Heterosexual,57,171.73261417188675,-199.35512404238983,B,D,E,-164.91091012594882,C,60.75906617232489,D,79.75049304398179,B,C,7.378248214262616,D,E,C,17.779478198806988,0
51-65,Male,Other,29,64.1956472393485,-9.020374332754983,E,A,B,98.76883548236557,D,-16.981921501714254,A,28.73084100801159,A,E,-130.7044810106333,C,C,B,-62.56127624083297,1
36-50,Non-binary,Heterosexual,53,12.174467533163643,9.413194258527065,B,C,E,206.26106632126678,D,107.49858495467646,C,8.646051043377582,C,A,-68.23585388489249,B,E,B,76.6713867238675,1
18-25,Other,Bisexual,24,-114.04266493730199,-9.891245276225517,D,D,D,192.91539181245975,A,-17.681461499141466,D,150.7442213233666,E,E,-89.25882660025285,E,B,C,-79.19551332642017,1
65+,Male,Other,37,46.91681821374827,-38.12131928400871,A,B,A,-100.40390963653824,B,-86.89574006669149,B,-49.63682417764769,C,A,-16.528691234879986,E,C,A,-24.420222512069262,0
26-35,Female,Bisexual,45,-66.17851051290647,-108.05372805201343,B,E,C,12.93059485363876,A,-139.96467530734793,C,67.87520420875681,A,C,-264.673245733633,D,E,B,20.213209426368717,1
18-25,M,Homosexual,46,-176.2507896770882,-47.0866040496398,C,A,B,-8.593517873205405,A,96.36247961443479,D,-82.36914583627573,D,E,-97.17773039146697,D,D,B,-77.38305382850946,1
65+,Other,Homosexual,24,35.01053577479973,6.697894356442083,D,D,B,-74.46348171997774,E,45.434186120558536,A,1.7845049747753587,D,B,59.54375887365221,A,C,A,41.75621122828018,0
36-50,M,Bisexual,30,-9.33441321615361,153.26176872419722,B,B,D,-86.80339064147047,A,89.28069142572845,C,26.622145820881364,D,D,-222.891322756067,B,B,E,-0.3249700503393302,0
51-65,Non-binary,Heterosexual,66,-30.03915628579039,-31.48557838257084,E,A,C,-29.804543340775545,D,-64.40805300789656,A,-123.80360555086145,D,D,-70.25339085769552,A,E,A,67.89642488843594,1
65+,Non-binary,Homosexual,64,95.23050445472477,-30.728977314244165,E,B,B,-10.898930646932554,B,198.4090953010744,B,-114.73597589716307,D,B,14.970159152264594,D,D,E,-117.20567248950444,1
65+,M,Bisexual,70,-52.490267144515066,154.0112281769226,A,A,B,7.578142934257352,B,-21.54971972934084,C,170.8478488421502,E,E,-200.00960505479745,A,A,E,130.71057319035302,0
51-65,F,Bisexual,50,271.02676189469275,66.2094177546747,A,A,A,-30.153094754018667,E,43.26365600521851,C,-1.5717624536897994,B,A,-141.98294477874975,D,D,C,35.71559494830697,0
51-65,Other,Bisexual,61,26.7331413265557,-83.24303888340164,A,E,A,43.39946244227471,C,245.87009891842135,D,76.8128324226858,A,D,115.55927509410489,E,E,C,-96.35151157800121,1
36-50,M,Other,74,-125.53520106026295,24.656220740025514,C,D,C,-72.9043203105966,D,-101.97898563735639,E,-171.35279800007888,A,D,7.738924215789026,A,D,C,-7.008540388261202,1
26-35,Female,Bisexual,61,288.0084657521054,21.6730867575664,C,C,C,-31.083921422256495,E,-125.09623873260986,E,-100.11069561426038,A,D,-44.559255033938065,E,A,B,-30.958454139028284,1
18-25,Other,Bisexual,54,-87.85342305371333,-17.58658285079653,B,B,A,-221.70107626904465,C,-25.07213125380778,B,-94.3195920570135,A,D,74.3633486305878,E,E,B,83.6957113207267,0
26-35,Other,Bisexual,38,-55.7904604033981,5.654740914673679,B,D,D,-0.19657126157785845,E,49.330786410876996,E,15.538525664368432,E,D,-291.27077103600465,C,D,E,-24.414067575379818,1
51-65,F,Bisexual,22,203.94167902859564,17.25871120957936,A,D,B,-32.339595037611865,B,-8.237208340909936,A,-4.040865829318798,B,E,81.93129352152182,A,A,E,145.5699937698089,1
18-25,Male,Bisexual,62,80.46623171889514,-10.803338060708288,D,B,B,41.332828014438554,C,175.14575695043078,E,145.9667258918433,A,A,50.44460781535209,C,A,E,17.0243979563026,1
36-50,Female,Other,29,81.4683219155961,-154.07829325531853,E,A,C,-113.62743463444718,A,137.51652139053192,D,-22.425053913600483,C,D,155.73137230012185,D,D,E,-146.72466214186332,1
26-35,Non-binary,Homosexual,49,81.09935926047012,84.84741884669714,C,C,D,-71.79720580876662,B,-73.75261349172409,C,-100.92610109875066,D,C,-185.33010286805685,B,D,D,-73.79813626270749,1
36-50,M,Homosexual,63,35.70411533998463,-107.44042663227647,E,A,C,-128.68677179646443,B,-102.50314404363799,C,-2.5610483122470797,C,D,191.39898558900478,E,E,B,52.94817873107355,0
36-50,Female,Homosexual,33,-161.74751890830373,71.43705301510765,C,D,C,-53.657957912895846,C,46.404046157358906,C,1.6505184007040052,E,B,-121.88497137827477,C,B,B,179.83597119307083,1
18-25,Other,Heterosexual,73,1.7933475623490027,95.80135076309271,D,B,B,-69.18824133591369,A,-39.87547058457939,D,138.32052196005637,A,C,48.52826124533968,B,E,A,-281.45943296161545,1
36-50,Male,Homosexual,24,-87.14201660870089,-105.16019506413062,D,D,B,32.09424950125213,C,193.62806625211238,A,44.856587300911066,A,C,-78.65474370840217,D,A,B,-46.675828589431525,1
51-65,Female,Heterosexual,54,-43.81649106540152,32.22181928046145,A,C,E,71.08386500756545,A,63.899180504892264,B,70.91582888890161,D,D,-45.497201912010446,C,E,E,32.975203986577824,0
51-65,M,Bisexual,60,48.182543356904944,-99.67413731740518,C,C,C,-177.16934143651935,D,18.23168411091104,E,64.9784257759608,E,B,143.2965267708961,D,D,D,81.52583211602678,0
65+,Male,Other,60,-61.65637717236597,225.96830595404302,D,E,B,-109.84541536738223,A,26.553209381590452,C,-15.004950680089014,C,D,-11.338958743793928,B,A,B,-39.43073144964074,0
36-50,F,Bisexual,21,-17.302865541627412,-5.000563038500129,B,D,A,-216.57812454199524,B,94.29354638817321,C,52.53668083842029,D,A,97.67097967080156,A,B,E,71.92898433362674,0
26-35,M,Heterosexual,33,1.8486708832563665,-25.888891826359934,B,E,D,111.17284128821254,B,41.831948922832005,C,103.25686886972308,D,C,-30.46763999406703,B,B,A,-31.794323339080993,0
51-65,Female,Bisexual,46,-29.197492951847675,125.89240641011273,E,C,D,221.76559704202896,C,-208.4683331512775,B,91.36704727840093,B,D,-65.47278993141038,A,D,B,109.30351678954553,1
51-65,Non-binary,Other,29,7.53706972665035,-63.662025426907,A,E,B,62.621725058796166,D,13.003139956193088,A,-32.34875272524897,A,A,54.43215795534736,B,D,D,76.66025095250372,0
18-25,Other,Bisexual,57,48.66659833456793,-9.358656934049106,A,C,D,-2.717631578797113,A,128.13263408527476,C,-38.277900846083654,A,D,136.98211358210887,D,E,C,-59.63755735459719,1
65+,Female,Other,19,-53.02165867140333,91.7218434126985,A,E,E,-24.230753791288095,D,-33.770290011978666,C,46.41256863896483,A,A,-102.57669659164091,D,E,B,-57.31095931150858,0
18-25,Non-binary,Bisexual,30,34.453825076630615,102.49539170811734,E,C,B,-227.73303510667768,E,-17.83289434722006,C,108.66564404980097,C,C,145.59570187273337,D,E,D,40.85143211291513,0
65+,Non-binary,Heterosexual,21,-122.4738779100087,140.1906358115019,C,B,B,-170.51990360001543,A,-84.37822866983224,D,-159.60986158501794,A,C,-152.66617977272332,E,E,C,180.88443188174983,0
65+,Female,Homosexual,36,2.298705562456235,-79.4541359718388,E,D,D,-162.3136752865407,E,-145.84697690788116,B,18.001903055744663,B,C,25.273488217079127,E,A,E,-35.85166626269052,0
51-65,Non-binary,Other,57,-135.49219461044413,-77.13837127459753,D,C,B,112.2818628882972,E,-120.61454779317746,C,-48.2164650714463,D,A,-27.09421691630494,B,D,A,-139.18949484596516,1
51-65,M,Heterosexual,18,132.3330505538883,44.06746536925186,D,D,C,74.56270808155246,C,-82.12712635147366,A,101.36028653630402,C,B,-218.5776254263537,D,E,D,-41.77996664720888,0
51-65,F,Homosexual,76,33.795522196949435,2.116139681394876,E,C,C,-0.5730530845691507,C,-30.8605420301291,A,-134.76850072477433,D,B,115.0651276989939,D,D,B,-103.19645082203361,1
51-65,F,Heterosexual,43,30.455554135593623,188.8713517281257,C,C,E,6.212735106772524,D,-161.4446856343123,E,-14.15134861780753,B,E,-185.3461854388601,B,D,A,-59.56084034881554,0
26-35,Male,Bisexual,59,27.8543328516137,-4.046688837872955,E,B,A,-103.49863354185804,C,12.37943562566768,B,-67.27936513760264,D,A,-14.300311522307076,B,A,E,-99.71805262116688,0
26-35,F,Bisexual,58,-59.80249793489148,-101.70063636753241,B,D,A,-166.14488113130074,A,-123.18504266677823,E,-43.9541770089163,C,C,177.69396435289434,B,C,C,81.6053914776549,0
36-50,Other,Bisexual,18,-11.956429241157494,186.5294556659004,D,C,B,49.24437254856506,E,-56.59035934353401,B,33.827890268473396,D,C,8.087817624227888,A,B,D,149.6833149843656,1
