married,military,sex,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target
Married,Veteran,M,A,-46.081421702968406,-3.4403456321308914,B,12.087016936413495,41.99312313926817,-193.68109065477356,116.31043319403618,52.983011492315924,1
Widowed,No,Male,E,-11.63769745438357,13.602946572662788,B,-107.25960459687936,45.83928488185124,71.15929294137206,108.10706686865137,-23.402740726604634,0
Married,No,F,C,-58.69664006590397,71.05518081743773,B,110.43916095292352,-22.43998771175258,66.7420208209541,-35.918425696703245,-6.237487274637207,0
Widowed,Veteran,Female,A,158.7519040689679,67.06116524366628,C,172.57141799222603,-11.683422548200182,109.09128165787992,212.69979891269904,-26.397966469400373,1
Single,No,Other,E,18.707021824797287,98.33900388483805,E,-32.50437137319486,-47.92529517969175,87.64886078426169,241.08567649801725,135.30217742840313,0
Single,Yes,Male,E,-52.99000670419163,108.56603885522105,D,2.5232689856110024,209.5040986492058,-53.77931251008947,51.728754378803444,-73.79928046570767,0
Widowed,No,F,E,-59.59168408097837,-151.90795876443977,B,185.96289610902133,4.977047167424161,206.251250145255,97.30226780776766,9.211700932813914,0
Widowed,Non-Veteran,Non-binary,E,-92.30987981069967,47.62027245519564,D,-152.69381104617344,93.36076772575154,47.058275258685875,143.17090041324178,38.752318545042186,0
Widowed,Yes,Other,C,-62.650632690717025,113.26696937903287,A,112.47441784762174,-80.10274691905346,2.026306948993378,-156.7594693957748,-36.952233606170196,1
Widowed,Non-Veteran,F,C,-0.8672622585886404,41.06371181243292,C,-71.43933466924416,234.31394757789548,136.46811289455712,-132.34184599058915,-78.19103431890363,0
Single,No,F,A,-27.629025126548896,54.72244461891972,D,59.578801908682934,32.45055470839889,-109.7811823859005,61.84495952253886,-136.5340119781871,1
Widowed,Non-Veteran,M,D,121.15653394725499,-0.5004106022802163,A,19.299047221051765,-76.2658887535609,-22.730490551346545,9.865588689495047,-54.38351174234495,1
Divorced,Veteran,M,B,40.58290761178737,7.504421430935235,A,162.79692523878145,-29.05355958726149,-20.701657558313165,-31.2875031161401,24.555104003301278,0
Divorced,No,Other,B,4.259582119954587,42.86446423654438,B,267.31630960273657,-128.427224908833,159.27454983896575,21.902757602218177,80.16751689335445,1
Married,Non-Veteran,Other,E,-102.27642778236725,34.49108153402251,D,-78.41326281483367,31.829999416248985,81.4082476766565,-35.67730937127574,-27.714375536461127,1
Single,No,Non-binary,A,102.64573533540731,-33.79366434320071,D,-52.60927359047324,56.8827758765178,-15.652929969059889,162.86126761793233,151.40313426964397,1
Widowed,Non-Veteran,Female,B,-45.982425940445026,43.23582628409502,A,-115.6272879510585,-107.76117962057651,236.32424613608575,50.20341221359503,128.21917731872074,0
Single,No,Female,B,4.745498286364624,274.5262957845464,A,12.980926756888081,114.2670713295086,-125.96289772448159,9.774014137442595,68.57744929771138,1
Widowed,Veteran,Non-binary,C,-225.5413692052389,22.723125669473024,B,76.40964004414447,21.510353797159198,-35.4070872388863,-72.29574346500053,120.6263624546717,0
Single,No,Non-binary,B,5.090275315207624,-149.02836053805729,B,34.550803227155676,208.63558219431013,-50.44801359388141,-3.362497416110957,-11.221990734465791,0
Widowed,Non-Veteran,Female,A,54.249452492045336,-83.13529076024957,E,17.407274842308983,-55.283228583369315,46.52250396356322,21.393650521209658,-29.00423024823401,0
Widowed,Veteran,Non-binary,A,26.481192160778118,-141.97382929048982,A,-56.97738175560843,-52.54919825946993,114.46143952946923,-129.62686209615043,-102.0406274176402,1
Single,Veteran,Female,A,339.04426393587977,-87.78255082209809,B,15.43069707692866,-33.72372627104221,30.794407967110505,-10.400535223835188,-24.216504084967607,1
Married,Non-Veteran,F,C,-93.97647443104603,-134.76775036384117,B,8.71055898853164,58.12135910350622,-34.99412313565168,-62.32255023567282,50.47483550722593,1
Divorced,Yes,Female,B,-38.16550421451183,3.343095006673788,A,-63.01606993059969,125.38434869508164,125.37923345878286,18.45004161484391,-130.76526046448427,1
Married,Non-Veteran,Female,E,-48.91113609237519,-28.632378829265054,A,-18.18327795327275,-20.523803464494947,6.045913972286406,-7.10115370635622,200.18327751309477,1
Divorced,No,Male,E,-316.09962714526404,-84.48229513985393,D,-176.3114753941837,-200.07959574970408,138.09632649246066,35.99505363505904,-54.274467272963975,0
Married,Non-Veteran,F,B,25.536347414756133,51.57684247075309,A,-0.3367737383774552,-71.18959690153234,-110.0490248210883,21.748893985191565,12.426492225598306,0
Married,Non-Veteran,M,E,133.6126619053734,13.195055612246046,A,43.72445113189638,130.3044805915544,61.70574559514556,138.8488385977343,144.51099454823674,1
Divorced,Non-Veteran,Other,D,32.98105500336767,121.81473858960838,E,66.17358186323646,230.00914447240976,-88.19461069853534,-14.071262505384052,8.12239278930747,0
Widowed,No,M,C,24.036058530149244,40.256102836742045,B,16.26354088002853,-45.65793511560144,97.00474111448283,11.909136443107732,-8.829734711617137,1
Married,Veteran,M,C,-68.21088225142483,105.64806776420693,E,17.776078676285756,-148.10455238129578,15.27615997443504,141.66533012818087,125.78036963654795,1
Divorced,Veteran,Non-binary,E,-137.2425533792422,-53.5068069912203,E,-14.446202206048383,-65.44344754961365,56.948089981176864,18.684265765237715,206.05386458195025,0
Married,Non-Veteran,F,D,-39.039994533420824,-88.15123059671582,E,-87.2622202596052,-123.19855288134214,-94.51618856803589,-59.238305306114036,8.631276775413163,1
Single,Yes,Male,E,3.40779624736424,116.33170161710005,C,-21.32425386710315,-90.23726786535518,58.245681242311655,-16.457008719108853,52.7457500872684,0
Single,Veteran,F,D,257.69556799808305,-69.1285022044238,B,6.2971881325255055,114.58014495943674,-100.03522408448559,-8.728113524470913,-13.410136996160887,0
Divorced,Non-Veteran,Non-binary,A,-106.56053051007572,39.9847182077321,E,-23.702929481010166,73.88636329439936,-113.51885947748528,-33.32923226183897,-159.98122280593793,0
Divorced,No,F,C,-104.13403098232155,-39.952680230155835,D,12.40087806939487,41.84204011840222,158.1634597432629,-101.02109859960835,-37.27871640604027,0
Married,Non-Veteran,M,C,78.59043558573971,-50.34253255540394,B,-171.8192320890413,21.528505075700394,-27.596051156978813,64.42511187396087,-102.12390827585862,0
Married,Non-Veteran,Other,B,-65.48610725406515,-30.348376962398866,E,-11.627433830162115,-69.1449425801235,139.31239183456924,17.5058333755131,97.4502860906138,0
Widowed,Veteran,Female,C,-29.792798266888244,268.2718867080113,E,198.47000146307778,-38.63175670722544,-82.02503428406446,-157.3017982412937,135.66122196159512,0
Divorced,No,Non-binary,A,-29.76570630576485,-158.8577396291861,E,-40.245051600161275,-4.719601403879526,-96.2421464273189,166.37313875932256,-185.11973582512724,1
Married,Non-Veteran,F,B,158.85430144670084,-1.4929799986645014,C,-213.53121246360422,8.432790566659865,-94.03838016726999,-90.53040827157038,215.62132582575012,0
Married,Yes,Other,B,-19.97567711506023,34.0714415274621,A,-171.66509798048142,-131.40879133697263,60.65225376134027,-71.18873159197805,-93.08906239828177,0
Married,Yes,Female,C,145.60284532895105,-95.73507370174444,A,-2.1210324658521937,-159.84081719321745,29.791601341844682,-74.5642629656191,-58.61574268241162,0
Married,No,Other,E,8.667714442876829,-144.8635817825103,B,-135.70377208845483,-259.17136175946007,-18.704061351406732,-98.01106258748923,97.71908427854335,1
Married,Veteran,Non-binary,A,-93.0817424550051,-21.344830787048902,A,120.80149922347883,-37.603200727663555,132.17406090457982,-212.28950778246465,-43.12076581997755,0
Married,Non-Veteran,Male,A,103.71964168684458,81.39460089373692,D,-2.5968688645660953,135.49647563073427,21.034668321006244,133.9461968546093,-51.94222347643599,0
Widowed,Veteran,F,E,90.83546541549859,-25.08314872257078,E,70.2585956532859,156.3120645950248,-72.65410092350679,-134.15913283759778,99.59577402804265,1
Widowed,Yes,F,D,177.66695988896265,76.76909437318729,B,-89.83650865430882,-205.71100341510493,-101.22810565713553,57.47630921649848,-106.89223405472946,0
Single,Non-Veteran,Female,B,-146.02149609816075,-42.29215134363485,C,112.12950544186158,78.36340415785452,-52.93333981103442,103.2727745521079,-10.172296496003055,0
Divorced,Non-Veteran,Male,A,-52.379852936026964,3.341394321190179,C,-79.48659173693622,129.03070715933978,-115.10534254917563,290.8647351799681,85.31292826908677,0
Widowed,No,Female,C,254.20837966364815,-46.78229617730258,C,-191.762279438446,-152.76141850879432,147.6549118874421,65.95243281418445,93.20420827423746,0
Single,Veteran,Non-binary,B,-9.532656097034273,-41.699605107020545,E,12.395320984531999,-50.627218206637195,-128.90329700149448,220.13859779022135,-6.074757765821617,0
Single,Veteran,Non-binary,E,-12.184317163167533,77.55410141392045,D,60.2014382278299,1.2366964645209495,-60.835128066345376,125.86666403843874,-140.1869294352586,0
Single,No,Other,C,-100.24717477049498,-64.42628188131808,E,91.74363843375536,13.362453164661478,182.82816319125394,-66.54107615939849,25.819138009185856,0
Married,Yes,M,C,-14.242721911442812,-14.647402960637443,D,12.193225622967317,-20.551817126382147,32.056618227560065,4.878372484481896,-167.1989681010246,1
Divorced,Veteran,F,B,32.46997944590084,30.991939483078784,A,95.28023785525268,132.10399547759854,-0.2963858913815097,43.50151999746192,-1.9057468095354893,1
Widowed,No,Other,B,-164.2981241146747,-74.91339708976976,D,5.58084549160964,-33.30974468712023,148.5970858902397,50.89948950804239,-153.60879759240095,1
Married,No,Female,A,-39.307093364146475,4.016135181561144,B,-79.268443544206,-166.55115650296557,-1.7764926682499527,158.77517293160295,19.899167706684935,0
Single,Non-Veteran,F,A,-24.608674489720794,-150.28451012438103,A,-87.07518907942604,94.39452184217623,-77.0106146734606,-55.00383858705249,-98.55792329513969,1
Single,Veteran,Female,A,-36.68922704216641,96.0701539570959,A,-148.55961723170526,-94.34246833348114,130.9148072408403,167.47012239175422,129.3225258221844,1
Widowed,Yes,Other,B,279.26368192686317,-163.95916338185776,A,10.744037868733818,158.9301870657987,-109.33135021341111,-21.749485171724103,6.876091823614158,1
Divorced,Yes,Other,A,-4.506538209812199,-41.21994733495833,D,-28.223569719616894,106.02047074199213,147.08038083782148,15.001961291695551,24.367078726704563,0
Single,No,Non-binary,D,130.4271326532435,-88.81959448305095,E,45.1746535149422,-30.03387097311397,-95.20832641868442,31.348533064667304,-58.90730801031783,1
Divorced,No,Male,D,-58.49938412887331,-2.6415524748982184,C,-72.56648697772889,83.71271530242642,-169.3713160990466,-358.3553733754861,-158.47501595844295,0
Widowed,Veteran,Non-binary,B,120.19651259286914,-20.321363203047294,D,-114.69354374145892,87.68178034404036,115.21298576965012,3.5170098078492638,-32.4047068834864,0
Single,Yes,Other,E,27.466588300902888,-17.33866639339321,D,157.81814096129102,-103.21558991627965,60.2740276592091,103.76876256690161,18.097371815173652,0
Divorced,Veteran,Other,B,13.8587492599646,96.83929397197659,B,113.59732550147625,-77.68534650664157,-35.74225758293555,90.5833543879005,42.70403463726832,0
Divorced,Yes,F,A,78.39005807286804,155.5819344223546,C,-5.4670299653401955,-56.30036487547297,25.57316920491553,105.45477207834327,118.23711503572002,0
Married,No,Non-binary,A,-75.89781524949524,46.60026190102539,D,85.25820017330867,-52.914068892333255,-31.734760807585587,22.143711443647433,-31.766487609260324,0
Divorced,No,M,A,34.308438088680234,-1.988389220557835,E,-74.21979231054905,104.68281473022694,-31.895945254780234,84.04452644015763,12.915616590252874,1
Widowed,No,Male,E,81.6271631321488,0.026710489963254612,E,-84.53208269295038,-102.89915383558592,4.576626023328655,79.15141970335381,-438.7243472969133,0
Married,Veteran,Other,D,-74.70196159837766,13.768660026165483,E,-80.16499581477328,-4.877984285413466,-9.327662270967881,29.67227775446231,79.53991065722117,0
Married,Non-Veteran,F,B,-26.716253813519085,-128.0803893155026,B,20.06143241677994,-149.79418914687787,-144.44154579399975,22.39819552859686,-15.731738645776773,1
Married,No,Other,C,-164.03789357902897,-122.31650250481505,B,36.517820595403,51.4935020151566,70.63764475743241,21.793202810980677,86.37575505927937,0
Married,No,F,B,50.815250729200244,0.03297860704592006,B,-73.3737275492336,110.32629702614389,-50.85733073037344,-55.09258423626074,72.87941896566964,1
Single,Non-Veteran,F,D,110.95506984055778,57.15657886647789,C,-82.64778980833394,-59.67966848285678,-127.17919241831848,4.918461619046758,-84.54130341173983,0
Single,No,M,C,17.830073219349263,72.0203529879474,B,135.3577232307707,30.70462178267143,2.671564073955001,75.56314849324319,318.076560107844,0
Married,Non-Veteran,Male,B,23.58341038370355,-43.44188680099607,D,11.107813174902862,18.70582073862597,7.904121192040393,145.37573242424696,13.68514143144521,1
Single,Yes,Non-binary,E,36.023872635195644,-31.116224444399997,A,0.7604892137339544,-42.8330677523025,66.42355336936139,90.11381891329216,155.76007191498914,0
Single,Non-Veteran,M,D,7.534783466674448,188.45701567007833,D,164.2689280907452,-19.521274845810076,59.59802768702567,-42.24073614433287,26.719204248455103,1
Single,No,Male,C,-101.73060701508017,-46.5943269426714,E,9.257850382724238,-1.9482931467745583,-26.56747703466969,8.27207818104971,-119.91888838036952,0
Widowed,Veteran,F,C,-111.76975398768423,115.85313373629278,D,26.89797127141682,-22.619418633988282,32.201979211838136,-73.30536174355949,-42.824663985001116,1
Divorced,Yes,Male,C,23.217926719959802,43.21077461199533,C,-84.81900086354382,64.65933232365352,-62.686537552267275,96.83806289390758,-2.200666882284512,0
Married,Non-Veteran,Non-binary,B,67.43514182335441,-95.41640801290889,A,145.8936462324303,163.1287773007694,-135.29470247758272,-76.7908483310659,32.92599187523007,1
Single,Non-Veteran,Male,D,151.32562330194804,93.72151463310105,E,27.321958083345805,-333.64100783919616,20.132199534147322,-9.237645375669741,19.53128880657782,0
Divorced,Yes,Male,D,-20.895103096463576,-62.425056684431226,D,-86.32679303728295,45.43709817176536,23.154946800909325,-126.85809293250547,23.360330692828136,1
Widowed,Non-Veteran,F,A,-123.39233102049695,-211.64978809376095,E,-29.545723828862236,-58.7961808094812,1.5586152691884394,21.441287404547673,-117.55916377707503,1
Married,Veteran,Male,A,-4.783910501505666,28.13161056560617,E,-71.8033529645644,64.17294834349264,176.81390397436775,49.1705186085689,-37.21624126547382,1
Divorced,Non-Veteran,Other,D,-22.762289634763988,-191.1510068138241,D,-32.15339993647507,99.51621649815996,79.55995418007032,174.5442516051098,-54.73905456706812,1
Married,No,Other,B,121.63944724885995,-74.48195202373556,C,20.945317543365718,-144.53762215204677,-171.18902960124746,-101.01507579290639,76.11973288665536,1
Single,Veteran,Non-binary,B,119.8251805144041,-61.23943698562642,C,-51.459303308796514,14.759381449730343,-169.75806661225204,-120.22206288606418,11.175781830745333,0
Divorced,Yes,Other,C,-35.274231610680616,-117.44163798147942,C,133.05008212445267,-75.48262489155559,44.04703352647793,243.26056682762177,46.62239047423778,0
Married,No,Non-binary,B,-0.2493108531237341,-37.91526615082826,E,-82.92844615053339,129.8439507208354,-2.398250892494796,-83.62901244840472,-167.2678483343037,0
Widowed,Non-Veteran,Non-binary,B,-77.1026237026622,39.8021212610586,A,181.5367230127083,19.00165280452136,31.16406488499484,-174.15172105420407,-15.686358064637904,1
Single,Yes,M,B,72.11456863315706,-31.288776783507,E,202.1991758556608,-77.11629065481806,-36.51477007339399,-131.45774400004288,12.927355536433977,1
Married,No,M,E,73.59465320898758,-3.8863861305628777,C,-232.64025296895053,-67.24211848547407,9.083991270724738,-212.0162299807548,87.14062327452184,0
Divorced,Non-Veteran,F,C,-42.5206262484025,-76.76831346516374,D,6.637390186070258,151.9914065484814,35.388166756711264,-86.20677954325902,14.197133648774729,1
Single,No,M,E,31.939916334316447,10.831923115581372,A,-104.95272680308571,-57.514091943760945,44.39514538354906,53.49153042513647,62.49922467788317,0
Widowed,Veteran,Female,C,2.2433016037293183,92.0952354387246,B,-107.95574849833287,-50.823937583830215,-93.95927716788778,96.75954784397476,-126.84680518871392,0
Married,Veteran,Female,B,-67.40535957205276,-149.57381652561247,B,13.734841688300081,11.991904079933681,63.65680337772122,-36.80924635896643,-129.4759793065841,0
Divorced,Veteran,Male,A,-51.53353527126786,-212.88009178631847,C,-89.23043870413916,-102.83347155103604,130.93390924648304,16.430652575620268,-158.96489393241225,0
Widowed,Veteran,Non-binary,A,-40.46605907561764,106.29304378538345,C,56.10089676207009,-6.387524237098948,0.9216996883125075,121.28422027857835,155.54351770249266,1
Divorced,Yes,Female,C,-45.390953153632715,115.64793832833541,D,-42.21663467323769,-80.11719196197285,-5.691611415109118,-50.261414503905776,24.658472789380326,1
Divorced,Yes,M,C,-16.624149497936244,77.82571119696527,D,2.4199606220221717,46.09108369811579,-73.62138731168169,-108.4028936792697,-57.06037942714194,0
Single,Non-Veteran,M,C,-109.83041730004082,-29.21825533838024,E,94.53781047841021,73.01732004564701,4.615896634965663,83.10075769205592,-81.04661833281622,0
Married,Veteran,Other,E,-12.989327689964208,-23.003150160633474,A,6.6963704619221645,-48.32129702399543,-280.0269911862728,-66.73103905131971,-21.552378864837973,0
Married,Yes,Non-binary,C,183.89987329243067,20.322869110169897,B,84.63997826681347,-242.4326938856169,55.75098965030618,-52.59862607810486,83.32839836390328,0
Divorced,Yes,Other,E,250.88663693665066,44.64765508602097,D,12.00817400740471,-61.69247144296078,267.92040494842115,-181.1814247858496,-168.7083037592333,0
Widowed,Yes,Male,C,-14.541225800587654,-58.67626092590326,D,-11.786814243310488,-127.94528970995248,-94.17000685064451,-95.84453269503774,2.1130347476673226,0
Divorced,Veteran,Other,D,-102.62270493988335,61.112982103249415,B,-36.43287939620346,-25.31899619486534,-6.023399828638308,-116.9748375524009,-121.19723200262563,1
Single,Non-Veteran,M,B,-24.98229811806672,-88.4019559319343,A,111.97790789970222,199.70767113199278,73.82346231541275,83.72015327712492,31.884094805602498,0
Divorced,Veteran,Other,D,13.737201471953641,-123.04335796454001,A,-86.38773570517819,136.14302569270887,-147.93494294036046,203.88576702914233,90.25264468105769,0
Married,No,Other,B,-18.053821452759145,-73.41305732678376,D,145.17396176894223,-23.088880480728466,-23.4435332540097,38.38807949081152,-123.76848458252074,1
Married,Non-Veteran,Male,B,26.995439715387587,114.56897989190702,C,6.526800036468322,32.443166973268,106.90826652231256,13.205563651237293,11.673759392421843,0
Married,Veteran,Male,E,5.108046685738705,72.33675203146508,B,157.81106706458525,13.712946424609695,-100.11387792325534,-63.29440614927143,30.03879930926276,1
Single,Yes,M,C,34.758673261377375,17.87634623696123,A,61.9689156121225,37.746528210326616,-96.87200678547462,94.21326857261167,-4.1548907742616725,1
Widowed,Non-Veteran,Male,C,-89.09450846300594,-121.24155292186629,D,-60.358967213929745,-19.148512380179618,-42.16087402841998,25.9977627263293,-7.503889566017144,1
Married,Non-Veteran,M,A,2.3031318966457413,40.268504943433065,A,-21.83931897652989,-20.064582706378097,-92.9539343176168,-22.904014250188304,-140.8240835935245,0
Divorced,Veteran,Non-binary,B,180.93246555775886,-20.199203425333913,C,-25.898739515796404,119.36849102403906,-6.719437365528077,66.65642448435645,59.23755855055999,1
Married,Veteran,Non-binary,E,-108.08369532215005,-164.6972070042982,C,43.21770237052936,-27.02992626366769,90.11526322330165,-116.4314644824235,-16.283364640668236,1
Married,Non-Veteran,M,B,38.09606232892714,144.7458723406036,A,-97.71155113199165,-8.219650463951114,-119.46015346288867,-125.41493504893111,-25.260288696065075,0
Divorced,Yes,F,C,-135.74294168105365,-41.355168569814765,D,3.9227579114029862,-130.32032628568996,24.72772878566133,-88.1389766684058,-92.9699404521688,1
Widowed,Veteran,M,E,77.9314366210508,-29.998672729351455,A,46.607972783679266,21.360921972620524,-181.10401982295588,-84.44486770952682,-53.122078067526765,1
Widowed,Yes,Female,D,133.12534070735188,-53.222188438825,C,90.72156075847937,-25.640107822548035,42.0752475608787,-135.64533827861013,-11.849893296203575,0
Married,Veteran,Non-binary,E,169.46301293664783,-34.832279777609834,B,71.70426416047316,-35.76662182325583,-64.59186590841456,-130.71019685372207,177.9070532090205,1
Divorced,No,F,A,88.06593240171837,75.59554095489965,C,-74.30464874552177,11.787353780659547,-40.583416309538585,98.63301464136417,67.09356521093336,1
Single,Non-Veteran,F,E,-47.202036199358446,166.17867175692407,C,-9.66078418845896,1.3958629961776325,138.8704593476475,-47.706239591804334,-90.77454752725309,1
Widowed,Yes,Female,E,-125.28873777189776,-176.90636799650306,A,-75.73360507269607,145.11466637790954,-75.90481474376868,146.38521442634504,4.31705457553922,0
Married,Veteran,Other,C,-19.71857767185878,51.7710567706435,C,-186.09716451763455,-3.9452504990820336,38.93458073819383,-275.47569307035195,-112.92292514201296,1
Married,Yes,Male,B,85.43716914390109,1.1036609312559458,B,98.09555422345912,-73.74887166558608,79.80403792536728,-75.53351556812876,-5.3988157157856005,1
Married,No,Female,D,-166.85623156711563,-0.8524732872316001,C,66.95794224338562,-5.439145081575815,-45.17811388858334,-34.36754824129822,99.47261530787294,0
Married,Non-Veteran,F,D,53.65813960988266,49.76733482394026,A,96.49158955311002,45.58517548214964,-189.01220356717909,79.66021635630813,-143.86790006851896,1
Widowed,Yes,F,C,92.61201044757767,-104.03390450803363,A,-148.3343998391192,124.4401985269884,23.936618308596877,196.20706717170256,128.48181749684744,0
Divorced,Yes,Non-binary,C,141.34290310811443,-53.75873453345069,A,183.71382844508105,49.16823311276704,-28.543824915945283,46.55798877567185,179.2158339841663,0
Single,Veteran,Female,E,130.4758901113119,-108.69329743089231,D,91.68499057415335,99.79085856288516,-131.51334439456664,40.3329280144369,16.13004389507643,0
Widowed,Yes,Non-binary,E,20.876116429396497,87.08017217894067,E,91.23458320498624,104.12517589621429,23.297004548739338,-212.0660289574995,-120.94617892599564,1
Widowed,Veteran,Female,D,-63.34103814092031,-116.61899653115357,D,20.39772021717969,110.8834005458378,-72.49489187564687,-58.24666158741745,-50.78741965147169,1
Married,Non-Veteran,M,C,-1.56187583904953,8.410726985285976,B,34.16969037831661,98.10880000252655,124.47244043935719,-6.369255294977,-307.48851023266724,0
Married,Non-Veteran,F,D,10.492687945590895,-58.47938093313646,D,-233.51911674629662,16.508410319221547,126.78255494212335,-0.451189501703511,-18.618523171861135,0
Married,Veteran,F,E,-56.35121163335424,63.91808783982934,D,-79.38557109874425,-65.2117272670965,-35.968306339340074,-128.0598642225144,-121.0303898192414,0
Widowed,Veteran,F,D,-26.53961466005452,31.257993632454696,C,150.51816817440104,90.78890423884242,-100.80739330725177,39.93504673965591,166.0163213018665,0
Widowed,Non-Veteran,F,A,-97.23860486525128,138.88858952497216,C,2.5304550770679985,-61.433775701416906,-112.4863890231031,16.728410414605815,-170.63663809218346,0
Widowed,Non-Veteran,F,D,-30.37819096271801,-4.57873125913048,D,33.09296003814787,36.504070653540495,-177.1081964591955,64.4276170260043,11.66696775108663,1
Divorced,Yes,Non-binary,C,69.52482074461741,-165.8314256198658,D,-6.053160190426989,-72.55450120707089,110.52797205165506,-12.323651383386043,31.955570572242266,1
Married,No,Other,A,-4.742391461679043,78.45902205455053,E,-136.5815180460589,-8.395959659954405,46.88789116482536,132.64357972513025,-110.23920909544964,1
Single,No,M,C,53.04728411331966,51.397902013064346,E,-139.09291691582962,-44.16233909456366,-77.17711971941122,-278.77107690390966,72.76963382935709,0
Single,No,Male,D,173.64403007503967,-51.28510097127401,D,-141.266717708997,118.8937139976484,-24.05362533760447,43.044146116318856,-12.612255457173893,0
Married,No,Female,A,-3.1889032061643166,-9.916343141792657,C,81.48469074328952,-118.09836958460961,-37.93611267805256,-121.05966650976644,-104.27485221572176,1
Divorced,Veteran,Other,C,-78.00101794521387,45.46412059898577,A,-130.55175607002113,34.753371354363175,34.60133559116447,25.21338875285734,-193.3102259920601,0
Widowed,Yes,Non-binary,B,46.48786112858286,-62.94638348763271,D,49.007809452543974,-13.964872974455083,37.37017391469865,105.32841549204417,-109.90802892089317,0
Widowed,Non-Veteran,Female,D,-239.85928285699768,5.2652602703974996,B,6.7219339906043505,209.99894506224322,-41.19590173799099,245.13838087998718,122.26845300739106,0
Divorced,Non-Veteran,Male,A,111.22579681623338,-120.17278040229024,D,4.427720162438977,-69.2111651957919,-24.081142163217077,156.15017470091638,-166.63334599030296,1
Widowed,Non-Veteran,Non-binary,C,44.11628418450991,-99.28538829813502,E,-14.848733799632827,88.39640927723099,-51.894741268573355,-80.40259111043692,-2.6124932671606746,1
Married,Non-Veteran,Other,E,-117.51600692180875,86.67727260165844,A,-84.32771007308838,-110.4867706106913,-46.93097673112562,-185.1371372521578,200.6471728547279,1
Single,No,Female,C,-215.67314739146454,-49.373906137998034,C,21.73070520102393,123.18860743603548,-39.20574824761286,169.99328811911448,31.21752638347499,1
Widowed,Yes,F,C,52.97778626835243,-34.454605636892076,A,-16.44627996801636,-55.93155646357051,29.53792625706948,184.74734447008603,-87.5820601401167,0
Divorced,Veteran,Female,C,226.77811063040477,-7.73193097764696,C,-95.17091280969964,46.34423694547938,57.84840063738261,-36.284933856641146,-67.361574858388,1
Divorced,Non-Veteran,F,E,-23.545351223593595,-69.22492383756243,B,-90.78307635710097,96.71665473435313,-63.302453156421514,107.80288084830221,117.5492503112076,0
Married,Non-Veteran,Male,C,35.4835786014056,23.560456220761296,A,35.51501448112186,201.73445231798638,-42.31081963489437,-20.66092932397019,-99.83768262709015,0
Widowed,No,Non-binary,D,55.177928348739414,197.41456442615538,E,23.415894548447895,113.81080875419521,-128.76184791080053,-11.375108047615155,-171.05857323540192,1
Married,Non-Veteran,Male,C,-103.95371377081142,142.8756674987872,E,47.24905225716981,-28.8440737225258,139.770634945509,23.94548437465883,-60.47882838358339,0
Single,Veteran,F,B,-40.4146709186814,2.887349343406278,B,-49.98191260309493,-57.01565806985162,-93.36778382029276,-153.02205878037407,116.91839063471741,1
Married,Veteran,M,C,27.792787835920535,209.15379602071766,A,-8.420400353559854,-107.25966152859603,-28.52146579762828,27.367539998263794,64.29630968509996,1
Divorced,No,Non-binary,A,-36.54397256615485,-63.05070433217528,E,-28.426752156721513,85.84210401849975,-159.98093423001686,-141.58599917850464,134.57362588898204,1
Divorced,No,Female,A,-72.06990585152023,-13.257454374230601,B,-198.62821994283507,-34.77842256365864,19.11806766372775,83.99707019968841,16.513682074939446,1
Widowed,No,F,E,164.53851926939015,56.57651658247333,B,9.162870002927514,-150.94985164227023,-120.66548716535502,-61.02653217136884,-279.02615306060585,0
Widowed,Non-Veteran,F,B,3.961873577792175,147.6460050572135,D,-1.534155504966347,202.7412317879446,1.0549845363936519,6.796012144451175,-141.3454926180804,1
Married,Veteran,Male,A,115.48378329411297,58.024610814413805,C,35.835064583625865,-38.75971875028753,-148.07814919857572,-58.274822155577986,-117.67266952311917,0
Divorced,Non-Veteran,Non-binary,D,32.34027817439941,190.5625319768503,D,144.0652767425227,17.122033638914125,-94.2518805739122,75.98750710395609,-89.02887222391242,0
Married,Yes,Male,C,35.34128063041611,-228.31203294253427,E,-49.50466783121462,-190.34077998511435,-71.85771852202906,-58.75355943989459,-160.05673215157424,0
Widowed,Veteran,M,A,-133.43497759497075,-219.80767162312853,D,-24.676052237965422,-231.2746839465342,-65.37069788251753,120.2512856002316,-109.06151760324319,1
Widowed,No,M,E,-12.51428741677385,47.92268661074841,C,48.113044709584365,-161.7271359186213,-247.6865672898506,-77.46994096180099,-62.108002436308894,1
Married,Yes,Male,C,-52.43669813712162,158.60513783559867,E,62.04177402224488,109.79274676437389,-60.728252668749185,241.6558180166156,89.11473098733197,0
Widowed,Yes,M,A,-98.23810754557667,51.62278057213702,B,24.318500284644948,52.985332878682726,-68.91146731677716,105.43227899951356,-5.057314924547638,0
Divorced,No,F,B,-124.25035798749231,72.87077486451187,E,-70.77240625922414,248.38204148478496,9.262370619148077,-131.70148878818696,-23.795426860223575,0
Widowed,Veteran,F,C,-34.30686631391755,-15.838344218546693,D,-84.38402421906758,-85.5849825273846,39.52033888307674,-82.42938037080047,26.811633079034596,1
Single,No,Other,D,42.23784369112733,-88.44842215100405,B,33.59830923111108,27.28064466701346,-146.39932943527077,-142.71805205430596,45.637950946389246,1
