race,religion,handicap,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
Hispanic,Muslim,Yes,A,64.93432917987676,B,D,C,33.28049083493914,52.75167792191743,125.32584398813336,C,177.85733914033563,E,A,-24.097564481854093,A,-47.544207347421676,-107.08692978883651,1
Hispanic,Buddhist,None,E,47.943488945149824,E,D,C,39.35411014612485,-56.82491690399204,-234.8920435816017,E,14.118459982293663,B,E,-137.46106875855648,D,173.24167641353577,54.946040655348035,1
Black,Muslim,None,B,-164.57283877291846,B,D,A,9.005288974726708,-70.45734823001166,-114.76981821928543,C,150.7984660388591,A,D,68.8235838950029,B,-32.20173000895772,-144.87408049016653,1
Hispanic,Jewish,None,E,65.0758431016404,A,D,B,27.827299867897814,-59.10110028448846,-90.1948544864385,A,122.61228222584046,C,D,126.56814720581168,B,-74.67771262252603,-236.14607053604976,0
White,Muslim,Physical,C,46.83206294677734,D,E,C,87.52070529677664,-219.70657704628897,41.42222936968582,C,-30.70334906361528,E,D,-166.61382694640832,D,59.77011262078526,152.5627425705243,1
Other,Other,Yes,C,-194.19644329147164,D,A,B,49.36469084554085,-239.7701369137307,96.66735225700145,C,-48.51927177971205,D,B,1.2744511327334616,C,100.28645421827227,1.0979849290170616,0
White,Jewish,Mental,C,47.478888617091705,D,B,C,17.224652388699326,-50.23918052713545,87.99300012547754,B,-7.240584618659006,A,B,-130.23397657191686,E,-9.03081729085358,85.89541250700023,0
African American,Hindu,Both,A,10.40871635231453,A,A,B,-70.22488228870107,-40.974032112741824,85.95061187101162,C,106.20679877875081,B,C,168.64959024333567,B,44.47253315881719,214.38116559008904,1
Other,Christian,Both,C,-18.299374999277678,C,E,D,137.0742055431053,13.512352940744499,184.59432528499008,C,76.08265559314796,D,E,-22.971624312608,A,-222.2965143795605,-40.65376744874128,1
Asian,None,Both,A,26.00975457513651,E,E,A,-23.895806965793334,-44.058441364984844,-32.784098595062936,B,52.048397315761896,D,D,113.91423539808227,E,-38.63464129863938,95.14496424077187,1
Other,Muslim,Both,D,134.06351364511573,C,D,A,-84.18151185627977,-66.62136407381065,-81.23048070936136,C,61.61086917330496,D,A,-150.85893375063876,C,284.8635184126265,-54.25412287356741,0
Other,Other,Both,B,113.28358048900454,B,C,B,135.23730434409828,-328.4641439611812,37.403361721350166,B,-32.19328323590727,B,D,0.9176520226002559,E,18.743064045604775,8.439246333852324,0
Other,Other,Yes,D,10.612375720635413,C,C,B,-137.52090835174252,150.43559869554178,91.92272843957062,C,-127.67330650185602,E,D,-22.317122388708942,C,-208.06255504741094,-183.33491514474508,0
Asian,Other,Yes,A,97.11412432079052,B,B,D,-25.327834503281405,-127.7014185309667,78.32402530794539,A,-1.7170359381322335,E,B,74.40579868852598,D,70.78005951469622,26.982189378678957,0
White,Hindu,None,E,82.50676386714339,C,D,D,8.065485567543192,-38.27350530522596,4.216162044413569,D,-48.52289359217182,D,D,-102.39110021491966,C,61.13979317903081,15.013599555127932,0
Black,Buddhist,None,D,-34.32162226498352,D,E,C,48.06183353455319,42.15688505470259,-43.431802224582555,C,-33.28145537610065,A,B,-1.703615263506649,C,18.087927574637483,-60.07485556788406,1
White,None,None,A,-59.996535252481124,C,B,C,-109.09708133752996,-100.07094313980713,54.4175402269276,B,-138.1180055530873,A,A,-35.80506713773022,E,76.43514631241192,-44.09413932084962,0
African American,Buddhist,None,B,125.80415777308195,A,C,E,16.577225350296413,-31.576544415662,1.366295252856847,E,9.765415903781548,A,B,33.77215850861414,D,107.59195686979936,91.86907867039292,1
African American,Other,None,C,-25.868601519983432,E,B,A,-237.4529911813449,-27.1862539386374,17.868217322296744,A,98.96400368373843,B,A,3.0218824011494334,B,-130.27877265581333,1.544361839595038,0
Other,Muslim,Physical,A,2.8944971652500544,B,B,B,156.8479531570718,-78.70029551372043,37.118333972375886,A,101.3562166704392,D,A,-94.24924619646666,B,107.71133471272893,2.8245054626182884,0
Asian,Jewish,Both,C,-188.7253636680297,B,A,E,-35.79487353969304,-53.28757792481108,-132.34900624030868,E,-6.292590494695319,A,A,-165.75228344838422,C,77.04569927340967,98.52114758086428,0
Asian,Buddhist,Mental,D,-140.3800588388369,C,A,A,16.502854866979266,4.864093835889362,18.095968024346856,A,74.49913017273481,B,B,56.18165536112336,E,53.664953067875054,171.61489820753536,0
Black,Hindu,Physical,B,-24.28705024169749,C,C,D,-12.448226403998405,203.9457786919804,145.5135920784623,A,18.9731586208875,B,D,34.121607283306865,E,21.3383284791674,125.62382637635694,0
Hispanic,Jewish,Both,C,125.4002467528655,A,C,D,41.284060205271224,-3.0704824824816117,64.27936785194302,C,-16.990320234496505,D,C,-96.14869627077154,E,4.441856596924643,-161.42990754500363,0
Asian,None,Yes,B,-26.053086247260048,B,D,A,-77.077228355398,-121.08105653295907,-16.882390247630642,D,-46.23311573624046,A,B,-124.32657513967985,B,-12.676661905415223,-23.976416081610385,0
White,Jewish,Mental,A,181.30765872307444,C,C,B,-74.12938270772142,-8.000197405460426,-110.8298622215922,A,34.47171459703251,A,B,-194.2479132389761,B,12.057682637160138,28.934909013157494,0
Black,Hindu,None,C,8.718800919280598,C,E,B,54.29178070712112,22.455074777491166,-73.59705173288985,C,97.56322788896402,D,E,-102.80668718031495,D,67.68505996374066,169.6259979180957,0
Other,Muslim,Yes,C,21.641120083683717,C,A,C,-5.223158513747719,-84.544346622245,-161.45184601845725,C,120.43650413384654,B,B,127.92498177215144,C,-62.923239147424226,-0.7233589632546977,0
Hispanic,Christian,No,D,81.87680523466527,C,D,B,35.345942729353155,22.79003006862467,-69.5360948974569,B,-55.31012541719609,D,D,-199.28219223825084,D,-18.755165466313112,33.86844289748494,0
Black,Christian,Both,B,97.57184266026951,B,C,C,46.9895149640652,-173.06334746139726,6.482296954322288,B,-119.67450362726089,A,C,-40.51298354866129,B,-18.756422106275277,5.643189599879879,0
White,Buddhist,None,E,198.76064319252953,A,C,B,20.90786897233475,-53.3311997689338,-102.06259959484849,D,88.26105673255576,A,B,-96.76032029493766,B,173.14796413333383,155.70616331293522,0
Asian,Muslim,None,D,73.62876772489763,D,C,D,43.35946827535588,-43.62722384207385,-59.21381550875978,E,-69.49145385866153,E,B,47.50603704071966,C,76.06906070773648,-22.265444141791395,0
Black,None,Yes,A,5.597404256253114,B,D,C,-60.823359916214905,162.281857622154,-134.5425144934376,A,-93.2355677112855,C,D,64.53035276385502,C,-69.15636856341942,-142.4967679652974,0
Other,Christian,Yes,E,72.70911475635482,A,C,D,74.10787847649564,173.17176396453627,91.02994413775473,A,-17.071780244219365,B,B,48.305625029794335,D,168.0507470624364,-119.05645765087496,0
Black,Muslim,Mental,B,21.013760235743472,B,B,C,-163.80551066027775,74.56757146194558,-104.19767356399834,B,-63.36793688720562,E,E,-41.39531368481846,E,-67.88394405548782,116.8985974452863,0
African American,Jewish,None,A,21.712224478673978,C,C,D,102.51162949200898,-26.476526559666702,-98.18108395813739,D,66.70607832573312,C,B,-196.9097541015468,C,-106.250964832029,-110.24878835290856,0
Hispanic,Buddhist,None,A,54.75935828097457,B,E,E,74.10303561108961,-137.25424656083405,307.8100367374084,E,96.68894627708818,D,C,-22.82076961706595,C,-232.02599936265153,24.963601891226332,0
Hispanic,Buddhist,Physical,C,42.534024399414584,E,A,E,149.94704944232424,-57.200879776408634,-89.2711594175085,D,47.275525539375266,B,A,-29.641194740745476,C,300.3204405761361,32.63220679802313,0
Other,Muslim,Both,B,-112.25086637132739,B,D,D,-47.00059180275684,-73.03955894287186,69.99473972014216,E,-5.987399210658997,D,C,-113.6900661118356,C,104.85114404778335,73.13841949192276,1
Asian,Christian,Physical,B,11.125764623181944,A,B,A,-38.16303850446424,1.892028715864099,94.05148906138436,C,48.39523687828047,B,E,-229.67634349062328,D,64.21811222414604,128.2265159565108,1
Other,Buddhist,Mental,D,220.86610925724233,D,C,E,-124.39468577782458,158.05251308299515,81.97772957858419,A,140.65494964627933,A,E,144.73525411618226,E,-90.43636973084041,43.45321576816006,0
Black,Hindu,None,E,99.6736188511195,D,D,B,-241.87749292866266,-35.380647586123324,-11.040555896977718,D,-48.59076534115058,C,E,282.63783115550336,A,-28.24594608567923,-100.44123146074648,1
Other,Buddhist,Yes,C,33.06817397280665,B,C,E,-11.786960986448289,-31.558854033272045,90.95340118197505,A,-56.71868298994425,B,A,45.21526311706056,E,75.21912064781804,34.60545559412023,1
African American,Jewish,Physical,D,-20.892851636474397,D,A,D,-21.22143853627848,56.199323043316376,3.2125654806020165,C,19.321709457565543,B,A,-76.3095248137341,D,29.734132834428266,-82.04348445113179,1
Black,Other,None,A,144.0694107161401,E,E,D,127.17844336690305,44.32189822105433,68.31596628095976,B,-0.7973664595580447,B,C,-1.4970304916067034,B,104.1352670616322,32.11798231742061,0
White,Muslim,No,B,-38.99805542866843,D,B,D,47.61514646272722,-109.88124110432018,-101.81999863046607,E,-65.46220315599555,B,A,53.38878464774255,B,66.43395890285207,133.26903093163384,0
African American,None,None,D,-225.82483749891824,B,A,D,86.50107007261508,124.34085492412792,8.32771804763475,A,51.2322175599877,D,D,-127.00114461286304,E,-87.52605103246086,-82.75297745722109,1
Black,Hindu,None,C,-7.56588813915726,B,B,B,100.12721772325965,49.22421396198232,-2.683954717332123,C,-75.62220331346481,D,C,-58.35260451702272,C,34.53147001183493,-143.09107975862275,0
Asian,None,No,E,-53.000759972765096,C,C,D,-35.977386011120075,-50.326804374417456,191.16623580048815,A,56.58019859279377,D,A,-12.101942571456966,A,-162.97930780600308,31.731832812690403,0
Black,Christian,Yes,D,-25.773959593879052,C,A,B,95.92383323000229,234.94002324670728,128.23113097035673,C,-28.08401427241547,A,B,-117.84553317556433,B,89.20901566276841,36.350568219993775,0
White,Hindu,Physical,C,-79.39724760628145,B,A,E,-55.80174041137457,-51.477576107378695,-25.800423828408743,B,5.178342558323401,E,D,-85.28208894596463,C,63.67987045887489,201.66602922480297,0
African American,Hindu,Both,E,35.38204747048933,D,D,D,-158.5631377933298,61.280154578565536,-31.46700990347453,D,260.5089917597475,B,D,-47.50120249334959,D,-31.825924237143077,-44.50883777154972,0
Other,Buddhist,Physical,D,63.94752516482092,C,D,B,-197.46297851788364,-182.16428715501505,154.6284941321895,D,34.24755776150372,B,D,61.987915727781726,B,-199.35225140810138,-55.917347340584335,0
Hispanic,Other,None,D,4.038030803781398,A,D,A,60.82352160285438,46.04855291152467,176.4616350746277,E,-8.631990145130565,B,A,182.52105209184174,E,10.583458708293325,173.65837824039025,0
Black,None,Mental,B,85.75150689998348,D,B,D,-53.34771086965182,-78.56076732132958,86.5037883741355,B,-110.28694801079153,C,D,153.9242769384144,A,28.48938028610944,71.65725425641506,1
Other,Jewish,Both,A,-43.32339323913118,A,C,D,67.23226656520154,36.041763303627874,-28.513626671812027,A,-15.410915917090943,A,A,-126.87923563608507,E,237.40960517739742,-54.180464897657565,1
Hispanic,Christian,Yes,B,41.67351892590301,B,B,D,-5.6974696112534,0.2772206638094677,68.24420556948073,D,-160.20017849378178,A,B,-23.16763689557879,D,109.49364682135041,-85.547341584309,0
Other,Jewish,Physical,E,21.08360123509006,A,C,A,17.695766280188526,-202.4629381031486,-147.20880202231425,B,-97.47198855660397,D,D,145.87287667298278,D,38.05131502014029,-67.60661172390233,1
African American,Hindu,Both,D,-71.87224278502234,D,E,E,66.0193734908919,-3.9533171320364136,-59.562986674245224,C,-250.05998064229243,B,D,-151.40575271336368,B,48.52943121267512,80.7612634521938,1
White,Muslim,Both,A,1.7521996921055656,A,C,C,-32.93360132754961,113.80970164929644,-51.48439325750381,D,-56.36833559380341,D,C,81.19514282535594,D,-23.651424327941644,-73.2715219058589,1
Black,Christian,None,E,42.251656243387735,A,B,B,-12.721007996779543,-72.20789672385482,61.7431974838602,C,54.55922202540627,A,C,-72.72751446222343,C,-47.77334339316571,-178.65782047512857,0
Black,Christian,None,B,59.806349321165385,E,B,E,74.0333085872259,67.17253901481716,-29.047232175182685,A,-124.07287898845905,D,B,53.68940390537568,D,77.34811783162033,-96.69852954335144,0
Other,None,None,D,124.35620644057074,C,B,B,-112.4961238367867,-72.28892920762615,31.32827518538848,A,20.201928843432405,D,E,-123.83795573875788,E,-18.999916601414185,-17.06972467613255,0
Black,Jewish,Physical,A,-83.33725682171176,C,D,D,146.58497340183462,147.79735733582712,-156.47497248528072,E,90.97786842447448,A,C,-43.63482177927624,B,-45.79948560951111,188.0326230330506,1
Hispanic,Christian,Mental,A,-75.85354370574383,C,D,B,139.63894215819786,209.23243041690532,-124.22537837493851,E,119.70931428697646,B,A,8.520967404218435,D,23.79782297353109,-52.859507506476014,0
Asian,Christian,No,E,241.2394704765494,D,E,D,-106.72994831849164,-33.26630963628129,47.715123031629645,D,175.75642178185245,B,B,138.94924108716518,D,40.9536932355055,-143.08517232758368,0
Other,Hindu,Mental,C,-2.9689732163856375,D,E,C,-38.81609125132142,-71.43247755087653,-20.100871064605105,D,-140.80149253043368,C,D,-125.463892214967,B,77.4953628028901,28.802683637672132,1
Asian,Christian,Physical,C,-71.2834148681911,A,C,E,-194.73697723269166,26.995836730868643,20.511990084789346,C,7.0357940704547355,B,C,36.93417386369475,A,143.19453189419153,20.738336921874534,1
Other,Christian,None,C,57.11545596317813,B,E,E,-88.79418683474452,58.966942538187425,-73.41306588221549,B,83.08253578681892,E,C,-17.14991568921473,C,53.10021371722099,-81.4393074997238,1
Black,Buddhist,Physical,D,-41.77615715533416,E,D,B,-35.87451338463209,159.35063286146968,-102.9367932153171,E,95.03407821589273,D,A,77.46337606552176,B,-110.39376667017903,25.58843317936143,1
African American,Other,Yes,D,96.82806602094877,E,C,D,-17.088083869968376,-61.593722314840626,129.7324814530405,E,66.65534322451003,A,C,-104.35803760916096,A,-41.62409655432951,-196.75629394989346,0
Other,Christian,Mental,D,-147.16161275307448,C,A,D,-14.486126361268722,113.30657012775826,-6.537885059022766,B,-164.96805304842695,D,A,105.98809567061384,C,-23.135197589384703,-51.53818222397321,1
Hispanic,Other,Yes,E,155.41205146607157,E,D,E,160.34819028141985,76.90567277243292,-57.19808263907432,D,106.04327687847326,D,A,94.22274150023276,A,149.825392509313,131.1518045638532,1
African American,Jewish,Yes,C,-29.487239809465827,B,D,A,-58.40927901232262,-67.10669291960161,27.355251479133614,A,8.221306064958089,E,B,121.60819668361592,B,-3.1579815606486,210.13634122034378,1
Black,Buddhist,Both,B,116.06945599870929,C,B,E,129.3281982262516,-79.41003858734005,-42.900493649186465,C,-111.33645079368426,A,B,44.834139618428104,C,28.884256089331338,-100.11031762955167,1
Hispanic,Other,Physical,A,-106.85502276327064,C,C,E,47.76420876281858,-25.890184568973652,71.6114741975581,D,50.902317972129275,E,C,3.099755448849667,C,-14.662369449981941,81.65752996486547,1
White,Christian,Both,C,71.5192134185012,C,E,C,39.09908387896625,-11.077706009095065,-147.66154283351597,E,-72.54645685770723,D,E,-21.181635318982504,A,-27.230434452879244,-69.45528888750992,1
Other,Buddhist,None,A,-59.72003097212455,E,B,C,-131.92400351575043,-18.168123133946594,140.5983039909277,D,59.76323926253172,E,D,67.91402292305933,D,-88.37615165918808,-97.34513613579743,1
White,Buddhist,Mental,E,98.6351115175496,E,B,A,116.09788757256479,99.58742439580706,37.17087599956634,E,241.204368719453,C,B,66.89122283089621,E,12.206564934784192,-19.59105360079304,0
Asian,Other,Yes,B,-88.21034986062288,B,A,C,52.92532554377036,109.87344251686957,66.1601881253295,E,158.54298194174774,D,E,-9.77768830090013,C,107.34917868138025,-71.88434611529752,1
Black,Buddhist,None,A,30.01650791995043,A,E,B,-58.428098689389586,31.72251292401031,-61.50410867778913,B,-17.95577156488901,B,E,-141.68447200232768,B,-96.3215061141817,-17.79304002462058,0
Asian,Buddhist,Yes,B,21.318774679088108,C,A,A,-109.54270489259852,98.70199040650662,47.907206602319455,A,-70.18882355286024,E,D,-76.09161368769897,C,100.78290289540834,-72.38055580914177,1
White,Muslim,Mental,C,-115.31713928937701,A,E,A,-60.80767691364576,189.33648793771957,54.49765539393994,A,-56.43049469744802,A,B,53.95596972038227,C,189.41720645330437,47.602628403075016,1
Asian,None,Both,E,140.1336390848147,D,D,B,101.5009579715836,-50.938163492983556,-186.4971381053435,D,131.21526539505675,E,A,-19.185253283306736,E,-70.31378401116447,172.87367713011372,1
Asian,Muslim,No,A,-169.73703293349263,A,D,A,39.957610246292234,-66.6603420595124,89.07692304032601,B,183.26686807278176,A,E,-16.323414712881213,E,96.54992310829344,-57.560164780381115,0
Asian,None,Physical,E,-14.692676877973204,C,B,E,175.4744963803791,-35.97035306975138,112.46391686078438,B,-79.61525188932566,D,A,157.38669954204536,C,50.103209296156024,-58.588111369332395,0
White,None,None,D,-24.405334617265346,E,D,C,22.59568637216727,-144.4857484671081,106.0566539204443,D,-28.70135288836593,B,E,201.31494275728164,C,20.556227713833017,160.8818526856477,0
Hispanic,Buddhist,None,E,-125.78579373546035,E,A,B,-87.94315355960471,-18.40654326254485,50.26907887901576,B,-14.095380996159044,C,B,80.90473323689913,C,48.992093173405095,-64.33878180500908,0
Hispanic,Muslim,Mental,D,61.39363611729569,D,D,D,-62.00340476939758,-28.518404580776096,-68.00637690507841,C,-85.16340694440552,E,D,-4.759803918268511,C,-141.98979927206273,-172.19660612467368,0
Other,Other,Both,B,-152.00865111925512,B,B,D,128.712459657059,-110.18898002349799,-85.92721477984013,D,2.5110021885137073,A,B,-267.6075560188937,B,87.04561168761761,-30.722906739517253,0
Hispanic,Other,Physical,B,94.19449968142035,D,B,C,23.335380349381314,26.691969987141185,190.5902236374722,E,28.57312781620886,C,B,-26.651194584566774,E,38.58025947253589,14.117910431578725,0
White,Christian,No,B,-84.70001246819777,D,B,B,-14.834464515942395,36.45286809003423,-55.83613846116997,A,-12.690457982086173,E,D,-173.15126251676702,C,-68.04056956569676,20.376257330389546,0
Other,Hindu,None,B,146.63133705849026,D,A,E,68.84128576281509,-28.22382167355701,145.26623509422745,A,85.06501432877184,B,B,-150.2563796889815,B,-3.331701236732859,-28.561942126889665,0
Hispanic,Buddhist,No,C,-27.954219512958094,D,B,B,-139.91470154454743,19.431245040327994,-37.44117752320638,B,-11.505540995338194,B,A,-84.02153445581689,C,146.49216400639287,45.4074217679921,0
Black,None,No,D,-184.050868910907,E,A,C,-103.60754092380556,-191.6146900942614,82.38835460613447,A,127.35446101893363,B,E,164.75041511626242,A,76.05974060584191,-102.59631285564306,1
Other,Christian,Physical,E,-148.1928729241707,C,A,D,-241.50956854558814,135.63511833260097,-37.76577603472417,C,-216.2129394614773,C,C,29.43646685113461,B,78.69164921720338,-49.127065756845845,0
African American,Other,Mental,A,-5.741678639048537,B,C,D,-91.08908600093517,43.13743488494137,2.597334722382693,D,150.32374801697412,D,A,117.80694122559478,E,-8.811903564325723,63.656549125343844,0
Asian,Other,Yes,D,66.25247435432338,E,A,A,-51.372809261112465,47.37520731535297,-83.57600445742727,B,3.145613362874521,A,D,-2.241757983541958,B,-101.31152238107315,36.029071949052934,0
White,None,Both,B,128.57716851860744,C,D,C,-24.455688138446146,54.174290524356984,17.039835107607736,A,-0.9245402745030851,D,E,-33.51974910405406,C,116.74637080297134,-5.154531413913847,1
Black,Jewish,Both,D,-56.601181209556565,C,E,B,-63.46154866824454,175.03324209624273,91.63782109826695,D,15.266134875075549,E,D,152.6113544340132,E,-95.89199974340829,-132.9168942685657,0
Other,Other,Mental,A,10.152518792912298,C,D,C,79.30020330516226,67.17338109692936,54.37389114368257,C,13.229684013557478,D,E,-51.0329694053516,B,291.44557015121376,55.2208812137505,0
Hispanic,Christian,Both,E,-130.49858954843964,E,D,B,-71.39374971030868,114.39241815451571,7.5860174466437185,B,-15.574901129991817,C,E,5.200117542291298,C,-36.24086339417648,-107.10068652247931,0
Other,Hindu,Mental,C,-23.282094999060803,B,A,B,-125.26114930466518,143.39640180152728,85.70723385017935,D,-59.713702338071194,D,E,11.31745647879442,C,-91.44708742608842,-132.27388859238303,1
African American,Jewish,Both,E,-115.89967053441639,C,B,D,-114.34193714839054,28.195458716649384,-49.591904763332685,B,-192.50007561489875,E,C,42.61689666646577,B,-13.287492876791127,-41.33470285448813,0
African American,Buddhist,Physical,C,51.13496872768298,B,C,B,-41.36777131459059,30.391226539663567,91.92367054102321,C,72.07842482124887,B,C,131.8525140094566,D,5.894477167658562,7.621773736244276,1
Black,Christian,None,E,35.9650153280753,A,E,B,52.23064770055872,-1.26169335977003,60.93353849150112,A,-50.138381719064284,C,E,-61.22600276372935,C,-30.584237071332915,40.69100706297725,1
White,None,Yes,D,173.02233184390846,E,E,C,85.8435324689138,119.8716545200119,43.75398476369223,B,123.38996231379886,B,B,-79.94543638891324,C,23.47799884790517,-119.42564725265426,1
Asian,Muslim,Both,A,82.39927469032986,A,A,A,134.90306996233807,-169.59097025216212,170.50122904895852,B,54.31366964081794,C,C,55.59649706739565,C,104.47352242385391,-29.79514218223847,1
Other,Hindu,None,A,-152.2957744030365,A,D,D,-164.10036459413107,52.76458273786545,220.56896646670387,E,125.5459639319782,B,E,-151.47686024872502,A,-23.000368592500443,62.590349643812715,0
Asian,Jewish,Mental,C,-62.6122679211086,E,A,D,10.64451791226038,-59.61820012489153,-82.27419810989882,A,-23.892842067704155,C,D,-58.736943911011466,B,-100.41321141772548,-53.615205180724715,1
Other,Jewish,None,D,188.29148507743258,A,B,A,-123.03124464321363,200.67913372394855,-59.36193172851867,D,27.326114692502845,B,A,173.47396210096335,E,-78.55013881431728,33.475300663155316,0
African American,Other,No,C,-158.05487076758575,B,B,B,158.4137037672631,143.43876687380632,-140.5625859681878,E,-29.550811254189853,E,D,85.32098885325901,D,19.705898313832805,-104.64903527438973,0
Hispanic,Muslim,Mental,B,125.26216684193432,B,D,B,-59.33870799622105,17.030051505110823,-61.841600090557456,A,-50.02868989789048,E,B,179.98635121227824,C,46.33188766975025,6.261281630612594,0
White,Muslim,Mental,C,63.03671371322168,A,E,C,-130.59192778127382,49.24941412824623,0.5807345866910721,A,100.8606118390337,E,B,-112.12969739624911,A,35.51385226152114,-33.571524408386324,0
African American,Other,Physical,A,-16.542553307043633,A,E,C,-205.21367758540615,184.45283647342515,-10.398683939380444,B,-57.87490627301759,B,B,-96.83019742070759,E,137.0946890839175,-136.10398491058584,0
Asian,Hindu,Physical,D,-84.945672734366,B,E,A,-72.22860131754089,33.277299017959514,-17.990533787275076,C,-82.3462151318155,E,C,16.43027599617251,D,191.5464219885395,131.4699622455818,1
Hispanic,None,None,B,225.2222152972354,E,B,A,36.325589222422806,-57.66008123870182,-60.68693196499816,C,24.559988474846467,C,E,-65.35573972576721,A,68.24705428939286,21.338642273626586,0
Hispanic,Jewish,Both,D,-133.44892971179462,A,E,C,90.18359828822878,69.39503029173665,10.456694674830613,D,67.20573298196555,D,C,-117.28309365637392,A,-87.4370614877141,3.644005685017767,0
Other,Jewish,No,E,-155.26632855891083,C,A,A,-9.846471044474065,45.691861865927905,-76.66749843343071,A,76.26089123691595,E,E,153.92443662728556,C,42.45016043362859,34.740949579696505,1
Other,Muslim,No,C,-51.34370563965641,C,B,A,-138.36535266828182,-46.97309585877626,191.5754909828645,D,-264.13555570616245,A,D,-72.47919535519671,A,79.43357008155044,-172.011180553808,0
Hispanic,None,Both,B,81.31287418938348,A,E,A,97.34599347856584,-16.395009229476067,-5.42277508031355,E,-93.64316206855396,E,D,-123.57078407904689,B,-49.5079137705112,21.13380090322892,1
White,Jewish,No,B,33.70946151015846,D,D,C,151.4653590910637,-23.073526164992312,150.73418696556266,A,191.25800803526684,A,D,60.88084972145707,C,144.37210081704515,-151.3763921765163,1
African American,Muslim,Yes,E,-78.73717913466443,D,A,B,-144.98432314530166,89.92075558407046,-4.393535459282255,E,148.86885057448072,B,C,161.23586682696555,B,-134.58743055053714,-72.40908231111459,0
Hispanic,Muslim,Yes,D,-216.8202150691389,B,A,A,-25.45891039072597,87.18349258860243,-149.8940803797917,D,77.37297943074769,D,B,-0.3435780966615367,C,63.24966985018604,-8.272371529710334,0
Asian,Christian,No,D,47.55279638630706,A,B,A,16.244444716944706,145.77027767072613,-44.77789489844973,A,152.40013389435268,C,C,-202.43736614171786,E,-139.95767990780524,-168.16693652399522,1
Hispanic,Other,None,E,-263.6597029686552,E,A,E,73.93191306769,20.33228329701366,89.11295796383682,C,82.52181710584368,B,D,128.94099493813087,D,224.00987883890417,-133.88175950722945,0
Black,Jewish,Yes,A,1.5474767785865766,B,B,B,8.638785477445113,-165.04684574024432,26.51981787318331,D,-8.699257385188627,B,A,254.14410147658387,A,120.02098553503302,-48.03608259876235,0
Black,Muslim,Physical,D,144.75440428231713,E,B,B,-19.562354827960647,-47.21402417876318,88.62414079792374,E,39.35044927013697,A,C,86.33681597562449,E,-31.574292001015813,3.4606206671352,0
White,None,Physical,A,-131.8920690827738,B,C,D,66.82426415216139,-75.65472660938075,-103.53903401883116,B,-84.60546539256664,C,D,-14.285674707265288,B,-4.648647445720075,-113.4280777153105,0
Black,None,Physical,A,-45.57119977059598,C,D,A,-49.565989092136434,-74.33113783440027,-1.6580502314430299,B,119.41905528804956,E,B,11.851882040469489,C,148.7454500205066,120.64701983425579,0
White,Christian,Both,C,-21.920832485305564,C,B,D,93.30566571512789,-48.80030698582289,-145.0986560462334,C,182.52954630523124,C,C,-15.96688785057953,D,-46.06138208644282,-47.41510539350179,1
Asian,None,Yes,A,201.68733440831224,D,B,B,-24.362132219722017,-24.57483821698472,17.08132172659242,D,-73.42330663946663,D,E,0.7434807057210561,E,93.28143244827668,73.93055208594086,0
Asian,Buddhist,Both,E,-196.15227777923832,C,D,C,272.8475457086285,-31.804693463348478,-258.24838958178464,A,51.61020590184717,E,D,-64.64162586045454,D,-105.11134516136813,160.6239145200306,1
African American,Other,None,C,-94.62916844429935,B,E,D,-26.00860159470158,-62.47225994636686,-26.160189593003576,B,140.9708015340625,A,E,27.839029773764235,E,33.33278041341492,0.012550208984434024,1
White,Jewish,Physical,E,-147.54966460732211,A,A,D,16.941572353759152,-47.79753814776037,24.76939852676934,E,-59.626521103430775,A,D,-22.12818324193201,E,1.1290011574079417,-51.73230631551483,1
White,Christian,Mental,C,87.98220577832227,C,E,D,-50.4644954692283,46.13081895717261,-80.51348849368594,D,8.192906061599423,E,C,-158.92779786888744,D,17.420035009372068,-147.3858875884398,1
Other,Muslim,Yes,E,-124.18803632471098,D,E,A,-132.6030642808623,13.8509027185998,-217.37630475807478,D,-28.994501833735036,A,A,-13.74779735458028,B,116.60265772752778,-127.92212320217702,1
African American,Hindu,Yes,D,156.42656458279987,E,B,D,-31.99495818728642,87.64412577372025,264.295550787415,B,-91.6749887770112,B,C,-146.0703080801058,E,-75.37685379468545,-242.7987389841316,0
African American,Other,No,A,99.96935306617308,C,B,A,-277.3667200998016,-99.15973625222401,-45.04666485299855,E,18.491959296204456,C,E,57.987233480301434,A,271.25689061821976,-137.69203547930366,0
White,Buddhist,No,D,-91.2232290412047,D,E,B,-78.2746392776606,-265.8985559983467,13.373735537818575,B,-10.6183049414933,E,C,-86.75791249223224,A,60.101210753442594,-68.05952941095444,0
White,Christian,Physical,C,120.05614837854877,C,B,A,-18.537842866188114,-22.95145356347726,19.137770913145797,A,-25.213910474202805,D,C,107.38746401162875,E,-153.9724746644352,-183.18064096512686,1
Other,None,None,D,-179.4104742939355,E,E,D,1.5185991893239423,-55.00391298781946,-59.607291739393354,D,16.4466751723514,A,C,81.46370672452471,D,65.5668916640969,116.69856614607899,0
Asian,Other,No,A,-33.13749131225964,A,E,E,113.8558537814422,-22.902519662530874,-68.47745351214145,C,169.48169595764517,E,A,-31.075568805240096,A,-19.67476888886433,-14.537892272193634,0
