SEX,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
Other,D,10.31879435237053,-86.90277080709575,22.13730849977721,C,A,-36.34533927428603,A,A,15.384735215126227,0
M,B,124.72360107715834,37.501204422311424,-55.41565336453503,E,C,16.452716430694604,D,C,-19.09068259295503,0
F,C,55.93836385785714,21.047207437167163,74.29045268188621,E,C,137.38939257874802,B,C,-175.54039992784917,0
Female,D,141.50083766942555,173.42623533941904,-103.05915778104679,B,E,-142.13394175058033,A,C,49.96997123911236,0
Other,C,12.84714832847824,-178.4343105119033,19.75818042701566,B,B,-62.76343013573743,B,E,122.67493426610866,1
F,C,3.4715694634434238,90.4917759315427,5.069210758560634,B,B,78.22394626114126,C,D,-6.085144943313839,0
F,B,-100.81171029858285,68.18071604111324,72.85800451781482,A,E,8.356038544579244,E,E,166.65138696864702,1
Non-binary,D,-92.70062074384967,-17.234546110536982,81.77321400530901,D,D,-133.0743640238405,C,E,96.21164909149246,1
F,D,-6.37864722645031,31.866061367550387,-14.759677428228615,A,E,-116.28455749276267,B,A,79.48072033574392,0
Female,E,83.50250042114044,157.17389631785028,40.92063274677572,D,D,134.7801457294315,E,D,28.945281023178104,0
Male,A,-0.4504034085477315,-75.77470238083069,165.91303774760289,D,B,-80.56194194388647,B,C,-73.17207150361153,0
F,B,85.05858488524547,39.51144763175746,38.65460958792965,E,C,12.723991077506971,E,E,8.63754885844363,0
Other,E,5.967952877080495,-82.98457003623577,104.9916522874293,D,C,-49.976372674082455,B,B,-116.70557014451191,1
M,E,253.6187605134566,30.886961248421628,-50.182550337168685,C,E,46.86559361483702,E,C,-41.82300617899095,0
Male,B,53.975245353363896,57.311520773519796,317.03353092878154,C,E,189.55377779710147,C,E,10.543521541999931,0
Male,C,-9.223636166606425,-3.553801523708633,-40.745582159649096,B,A,-104.72880558974194,B,C,-1.793883444873686,1
Other,C,-30.51235254707716,-95.59999756499475,27.238903386101516,D,B,-118.90737162670236,B,A,-116.13107203543242,1
Male,B,70.62174251575019,65.6230195322363,-177.41760988798504,B,A,-15.463369407096522,D,E,-208.99684431843176,1
Female,C,54.431017741050766,9.820159087676078,4.269183238845445,A,E,15.628508934557225,E,D,-15.915509803793329,1
Female,E,91.0236791074978,-118.18373933809036,0.3213296092413253,E,A,86.65822001880686,E,C,91.12447500703317,1
Male,E,-54.676147868773974,90.15019084509703,-53.980503536905346,C,A,45.16099789504341,C,B,-101.818247642989,1
Male,A,13.004169759139316,-59.37187400761067,-12.265040377449456,D,E,31.889370109613573,D,C,63.241046458519826,1
Other,E,25.96457406467401,211.60048590287914,64.54518867649509,D,B,216.57425416274685,A,E,36.80494238057438,0
Male,A,-27.727928949220697,196.68610446663936,-21.96135110653844,B,A,-18.01328068879983,D,C,-6.665615232618184,1
Male,D,41.87287384282737,-75.17779759524011,7.84210871199232,E,B,-64.59144738976134,D,E,71.2079467517219,1
Female,B,-196.30277746297537,-38.916921045049385,-19.55965672632835,E,C,-269.051940379182,E,E,-98.7083777220193,0
M,A,125.81999180800929,85.77206508461379,-92.84754489525302,C,C,119.20803895444175,B,C,-74.14955410411487,0
Female,B,-124.26500857069516,117.32284825004477,76.47540933135086,A,B,79.13954050057838,D,B,68.92662571749135,0
F,C,51.312489534952554,49.28687255975516,106.1846992575067,E,A,89.68812324175667,A,C,176.06247038214994,0
Other,C,165.8889856925206,3.7336360084778275,-47.7690422038857,E,B,-150.64394924133742,C,A,-41.060832305954825,1
Other,D,-59.45441749153931,86.59689472098779,69.32136341111871,A,E,94.12990074018694,A,D,-138.24498964002726,0
Female,B,-102.43156479220275,-30.52195864067635,101.42363573939926,E,D,-196.32674003741081,C,E,25.757075470207287,1
Female,C,89.50362058712992,23.604677457509325,-16.210587821602374,A,A,68.60218342073682,B,C,44.27634972757677,1
Male,E,11.597136650136113,-111.28570053665796,69.33959057936926,B,B,-168.43677947443712,E,A,-9.761057622625366,0
F,C,72.94125735578852,-118.61406263968428,-24.782946057834387,E,C,79.63625293691712,C,B,67.03844404469037,0
Female,D,-63.508194674348275,-7.933309076929733,-234.2734903329339,B,C,-53.85881919525606,B,E,123.75375340078958,0
Non-binary,C,71.65234305377763,-87.08510531973165,46.852302628439304,A,C,92.17723962145907,B,A,-178.16821186164637,1
F,C,4.383782308782451,25.31205841721476,3.2719729511648574,E,E,-149.87421277150855,D,B,-9.861919100556644,1
Other,A,-5.255415072419551,-144.0136657493345,124.44439096402962,C,E,39.369516038529206,C,E,-81.84097006088342,0
Non-binary,E,-49.288827005980956,224.71126395588908,152.156022321848,A,B,-30.301806437681204,B,D,4.000414325522317,1
Other,B,-158.0508206111278,89.58961155996731,-101.31602424032265,E,B,203.52830917490573,D,E,-202.5086672775007,0
F,E,58.019306383007894,63.8347650479241,-85.04395356453145,B,B,-132.8756017834307,E,E,-50.222932041381675,1
Female,B,-134.00867427478335,75.53594570836569,-121.15690492643625,C,B,80.21849449682934,A,A,60.77254370990413,1
Non-binary,E,-85.45192822479073,205.62342961840181,38.435995986306786,A,B,-74.31205449233812,A,C,136.81770905141528,0
Other,C,169.7412300790883,-73.0486086602603,168.0555237956755,E,C,-44.378938152943704,C,C,-42.79113053504716,0
F,D,-41.58578243698585,16.180475255953713,19.95398911727074,B,C,19.384968370748332,D,D,-112.16407050975361,0
M,A,0.9915862695496938,-9.345242604092203,1.4308347596237248,D,C,138.00022418986802,C,E,-76.56052613900593,1
M,C,-117.88219539386174,177.73149884145317,72.3217885731535,D,B,32.541661691885075,A,C,21.295504077045678,1
Other,C,-35.39733271480525,14.644194569393736,-6.519458786126847,A,E,74.77315621595963,C,C,-39.47145804512251,0
M,E,-240.24706616481427,-13.943412962217566,19.24162963833206,E,C,-107.2478752047571,E,A,-14.330840548053715,0
Non-binary,D,226.39529969756956,96.10637483448474,89.41356825221793,E,D,-44.09334897120042,B,E,125.53902174373516,1
Female,E,67.62992314357723,-64.1710325181329,-113.03172890280229,A,C,-91.64134777809308,D,E,-50.926087303625714,0
Other,A,78.09388665059758,-194.0703558698984,-39.155725649608726,E,B,-38.993509485124655,C,E,-253.34467718092944,0
Female,D,-28.22256959773293,-190.40833203947074,-92.29209957354054,D,A,57.37446956293992,B,B,85.29687558555314,1
Male,A,-36.91624170274242,-5.526543778538311,-143.32171239886898,D,B,253.5626987682265,B,B,135.80888614840748,1
Other,D,103.41185083202242,77.68788604713157,34.194574900491055,A,E,-107.1245223064761,D,B,-156.44807563697714,1
Other,E,14.65285244253385,-21.19414834389173,-125.09892509952243,D,D,-154.12332552009468,D,B,-219.95544573740807,1
Female,C,36.400541180993606,1.0401161466960394,-74.69223331674658,E,B,14.877152618615487,C,C,-174.18729183579316,0
Male,B,54.1153234904105,43.91033914424434,-20.238251454474543,D,B,-91.2553766025916,C,E,-15.11958444425449,0
Female,B,106.40573400074113,70.84866905492554,-41.758014409451896,A,D,28.72257347109285,E,A,137.36677329938956,1
Non-binary,D,20.901443531668377,44.20046753539853,-46.26246260008078,B,A,-10.616157037097746,D,A,100.04897515261094,0
Non-binary,A,-80.77945588482322,-88.78446394240025,147.15343255737196,B,A,125.28751826981058,A,B,-88.97743187911338,1
Non-binary,C,134.92070158033366,-33.43439131429166,-103.03792669042748,C,D,-187.32243782017744,C,E,-6.226196286894841,1
Female,B,-1.9626815709334617,61.912693475716196,1.8261561667124842,B,B,7.108885558840211,B,C,85.71220302316036,1
M,B,138.08320408868855,143.71372953091918,-13.814740220673524,C,C,-42.65691397062719,A,D,-65.45380620192967,0
Non-binary,A,-12.72787613483409,17.800937870370667,74.86788073402492,B,B,79.30569919031922,A,D,46.62835117433361,1
Other,B,26.958261159060328,-70.0885693567465,59.93176607646926,B,B,-119.30011592623617,D,E,6.40414245274466,1
M,D,32.87619985271604,-19.17851619984751,120.87175764854533,B,A,-27.441716513006032,E,C,-189.7678627201032,0
Female,E,-147.94006809380107,-113.31927766648167,-35.26732232204996,E,E,119.27970252735254,C,D,-50.112227989473936,1
F,B,11.832800504605018,215.1802705699165,84.85394623438755,D,D,-69.66437411479578,E,C,-32.72123875346992,1
M,A,13.774549926761056,-3.0244841499912933,-112.56918654424699,B,D,-25.22634256761015,A,B,-96.07646091873559,0
Non-binary,B,-33.93156853359769,-142.38808956124208,76.64509052688675,C,E,-39.70820506132985,E,E,100.40947299137824,1
M,C,-8.465819447753093,81.40582466307384,-101.60038141559195,B,E,88.50314943001621,C,A,124.1003507337203,0
Other,D,84.70983549517135,43.9028073565982,-34.71821154237013,B,A,152.25999665505847,E,E,-114.91790550878638,0
Other,D,93.6195465218448,236.6665749816212,-21.718279918563642,A,C,-30.65811803278258,B,B,134.67100485453568,0
M,D,-177.32587217359875,4.495884382288586,-65.39041328837916,D,B,-14.005525084423592,B,A,43.11651818735391,1
F,D,-6.2274598149035425,-41.14349650553369,-179.93431665720064,E,B,-98.69212978294945,B,A,50.2182041958702,0
F,E,-76.48606342743862,49.0961340946295,-32.224639658377306,B,B,44.48248106173894,B,D,-156.67158422290376,1
Other,C,-67.75224463824026,9.877286294782742,102.97181067765597,C,C,-97.41797782374425,E,B,-144.51061786529155,1
Male,B,75.39000988175893,45.896060302980466,-74.18206134217914,C,B,-15.147069177911119,D,D,-2.313893209369284,0
Non-binary,D,-31.90009822772273,-98.31483017407926,8.462751277659315,D,B,-44.986271776783504,E,C,44.57955956759054,0
F,A,-69.18480982800487,39.94364994322839,-226.61269893938942,C,C,-19.25236926525499,B,D,78.22133920389065,1
Female,A,165.79545819719385,-60.87750389136486,-38.95274139557884,E,C,-99.48657343045474,A,D,-2.302493322317628,0
Male,A,23.930283223168647,21.686610145863582,-131.48423665335935,C,A,-31.3639250368357,D,D,100.21595870489521,0
M,E,97.3286414093728,51.24215600822251,-55.77619523449623,A,C,-109.38996074035354,A,B,-16.40703707357567,0
Other,B,-64.92339418470688,-92.17748155080179,62.50698096348613,D,B,-126.53110499602742,C,D,-86.6822523063689,1
M,A,42.8993463775243,-39.02788974821124,34.4378314240732,E,C,-13.141136185235315,C,D,-5.7464746815506995,0
Male,A,-13.8070190128559,-64.03900189619534,-237.07001769171342,D,D,-25.99546149875154,B,D,72.87136592086645,0
M,C,195.67158819363746,-18.36174340375223,105.92941828016184,A,E,-18.877890030366153,E,E,-127.23021217356178,1
M,C,46.057715306826466,21.09796468529524,-44.99081645114753,E,A,47.09310565329334,A,C,-9.461658752611921,1
Other,E,-5.071261339593222,24.77868013636772,7.639888870507056,C,E,-115.27307150092044,B,C,23.12646265397685,1
Male,E,-77.98679846201537,65.13503400469979,-78.56878751501878,E,A,-160.85266216190527,D,D,-2.377948517029852,0
Non-binary,B,55.40964904057461,101.72433468376853,-21.308662646900896,C,D,-49.05212552068343,E,C,31.49563336990104,1
Other,B,-65.44611645299645,183.80352942539534,37.253094541051254,A,D,7.8879683040711,E,A,105.69378273803287,0
Non-binary,D,43.111318119474504,3.1208319169672194,74.67398274292839,C,A,6.07556110469457,E,B,-26.948532993503143,0
Male,A,-37.33912526558146,-213.9366580787144,-179.99048644713568,A,B,-52.969163726875564,D,D,-4.12453219799162,1
Female,D,-77.5603909448668,-46.67311393760127,74.67706837585433,D,B,178.2276307107307,A,E,-139.84862636587542,1
Other,B,-9.200143323761484,-38.80685435984342,118.87938941962662,A,C,-154.15762641837586,A,E,181.4010720118992,0
Female,E,-10.9598164667403,299.40303517395455,-19.528066821066194,B,D,-15.562096924169516,E,C,-116.07721246319123,0
Female,B,-17.007530883752697,-74.08047678920536,121.50703056922481,C,A,82.00605059839437,A,D,-182.31771238568786,0
F,B,-43.82791386343044,-31.325046085395293,128.46415052500336,A,D,-23.431933016025923,E,C,-17.513835313058816,0
Non-binary,A,73.7825656296371,-62.92348023708746,-1.8409115359486874,B,B,100.37720070337224,C,D,-25.909159370827023,0
F,A,134.50207045159692,-5.571378735704525,-104.28368448775814,D,B,-187.53425132683316,E,A,-29.90166532705405,0
M,C,158.8106878560665,76.54457507798978,64.84294691293546,D,A,19.503639838091924,C,D,81.65501966471318,1
F,D,-25.161057661145275,-66.29316592666835,98.31919124651874,A,E,61.90179152413406,D,A,22.075895487129465,0
F,D,58.64238672830548,5.610646003109844,-81.62191730660979,B,D,-54.71685237083802,D,E,41.11518547599861,1
Female,B,34.33917031451871,92.61439983364184,72.09007113128027,E,A,-11.196362803263316,E,D,-46.017680968114085,1
Non-binary,B,183.7679132043678,-2.6721990426593867,-29.80547604619411,E,B,-125.09487043809658,E,B,-148.62277249702464,0
Male,B,-50.09077425870818,211.77380762429573,-99.3237349884728,B,A,-139.77439001579376,E,E,-6.395374907925241,0
M,C,-73.75639367982876,-121.69325562487374,-68.37808632537042,E,E,81.7901041103682,A,A,78.9208618207569,1
M,C,144.3436010429608,86.84486361348551,86.81674704039733,E,D,29.604893134619054,B,B,68.0831247679744,1
F,C,44.03018690694197,128.72461029652848,-12.282437795875689,C,D,-151.81194014171956,B,B,40.875707568197654,0
Female,E,-19.68123007807005,46.14633729317747,47.78841663008023,A,C,-200.52873325833693,A,A,8.593899555621611,0
Non-binary,C,186.52900656550727,-148.3003857358587,-255.17384007380085,A,C,112.24148511037426,D,D,-90.25941868804668,0
Female,E,-132.54867985396177,-190.66369147600278,-17.380901955286912,A,B,-96.22635068614457,C,E,120.87250973802755,1
Male,E,40.804600955692585,103.9452998082884,63.847864301739975,B,B,43.39252326338412,A,B,132.95452148585903,0
Female,D,7.508766984117199,58.26734003358835,72.45593404584899,B,D,42.42799175867462,E,B,-52.41391155504896,1
Female,C,-51.454109820104485,84.73972136726562,-158.25572342974928,B,C,26.707706223717505,C,C,-58.651218095848535,1
F,C,-60.68382858692568,-20.491714559496312,14.262366935186375,B,C,-16.064365280180766,B,E,32.548751859765844,1
F,B,-98.4620623388581,0.6642403895423948,-20.867100926958308,D,E,-107.4303146705092,B,E,-8.314020367085742,0
F,D,54.126947239692726,3.9652304720696265,-156.3296424578522,E,C,71.52547221541873,D,E,-37.123498370048736,1
M,C,41.84901814957417,-143.67515237563998,-10.768479836889696,D,D,-148.84840534631888,A,B,-78.44118478603487,1
Non-binary,A,-64.0964073578334,-25.49370099656753,122.69478191438516,A,E,-25.52391333695862,A,E,-9.280876452828688,0
Non-binary,B,58.487137568242495,28.21185024448652,-102.89033430247618,D,C,-52.52773033699016,A,A,68.47714681801752,0
M,E,58.14115276725222,46.039690322448465,10.868565022722208,B,C,-5.4563452106787,C,B,82.64813313274702,1
Female,E,196.42933726138193,-37.94874228253156,-72.54931602526503,B,D,-8.69992208717645,C,B,250.12263383642198,0
Male,C,8.27082858229203,37.08050771200268,85.1972394033124,A,D,167.2209081336993,A,A,-3.683961048946238,1
F,D,-81.70393882453656,57.38457569299686,-49.33658723426942,C,E,-189.6374745295945,E,B,28.95464933404633,0
F,B,-144.34904121989766,-91.61912199251483,9.420174063742486,C,A,-55.196960568210166,B,E,-175.95697041069124,0
F,E,-57.98380023677879,90.49326571759703,218.89222949158312,D,E,-124.47915492758949,D,E,-282.8345780139809,1
Female,B,-156.71964312787387,-54.008934630085456,76.16260194693592,C,D,-174.26525186394846,A,D,-115.49185431877855,0
M,A,12.669728966330393,103.70050356238569,-59.84358235796026,E,D,-102.11215085461217,D,E,98.81825394991681,1
Other,A,171.0330560927953,167.01523853743456,2.336672611059559,E,A,81.56386524691382,A,C,47.07206647211196,1
Other,E,-59.33179650742472,230.287269589524,47.66488849591032,E,E,-96.24287761109373,D,D,6.8461816890964675,1
M,B,111.33713675460575,-83.14578910536781,97.32482797205085,C,D,70.36409302714686,B,C,-151.47678618782516,0
Other,D,139.34292408904292,100.03486231365785,63.46666001634125,C,A,-61.64459033084596,A,C,-52.301300354518496,1
M,E,-89.67709014614832,-22.734074639164156,10.775375472131671,B,B,-179.17513906370763,D,A,52.11919935172005,0
Female,E,173.51496646618918,-113.56518638252413,-75.16238389754903,E,E,-112.28159933517601,E,A,157.9929108054941,0
Other,B,-63.502221695358564,13.883480540765733,-1.9140384331941842,A,E,-99.71933570476341,E,E,6.677303286188509,1
Male,B,104.32217447148852,-13.69158656865934,-80.48110016764007,E,C,33.831065531283414,A,A,-63.293247718473744,0
F,E,-89.77213264142871,18.049799429023984,127.77142471104546,D,B,23.854998982079803,E,B,-58.73989447833878,0
Male,E,112.62731086994202,4.516172616145031,8.928641905351544,B,B,102.18807283774787,A,C,9.085244102833943,1
Female,E,-181.44094467683578,15.788366544778915,17.535993646517007,D,A,-48.15399287046323,B,B,50.86138104808836,0
Male,C,-33.964810567518754,-206.34090880413555,103.62137426775541,E,E,-142.21606146007304,A,D,34.89543767309743,0
Female,B,-45.62852928224634,12.818728775345878,93.03667079793605,D,E,-18.014173993701792,A,C,-125.20551221517435,0
Female,C,-89.13826939642652,-21.15585116662597,-118.93233279140728,A,C,-24.15108665517281,E,E,161.9351555816211,1
Non-binary,B,-81.76588038363035,78.81003899216302,-57.64516420916348,A,D,-41.78080065772721,E,A,122.58300560932676,0
M,D,130.07878605552852,48.72749849646469,-1.2020102738913616,B,A,-18.23114141069371,D,A,130.32766973705432,0
Other,E,83.75366009774119,80.45878972646233,50.52430177803766,D,A,116.14538329400087,A,B,-158.54230962828274,1
Non-binary,A,-172.5522881806804,87.43714149575456,-121.8917152031447,E,D,34.7252334208642,B,B,-5.739448325234775,0
Other,D,140.6465975157083,46.02898382016715,-92.79351570958588,B,B,-8.984694382300964,A,A,-130.4653634424469,0
M,B,19.290374609197944,182.33913234687347,-49.95220779710798,E,D,-57.18168052964929,C,E,70.4995093442042,1
M,A,161.2012322370948,117.83925049204483,218.84267644680637,E,C,92.54859202058266,B,E,-14.928779901138006,0
M,C,-118.36427981935938,-73.25264371327613,-0.19675494825989776,A,C,218.97671931268755,B,B,25.00061069603845,0
F,C,-57.48244722768323,47.57508878931127,-28.90826102065553,C,B,153.3332312079199,C,C,63.200773173481565,0
Other,B,25.46585795051407,10.770792388963764,125.57095427176293,B,D,41.63745671018794,E,D,-91.15621108259961,0
M,A,-157.99842186221687,24.069553119809633,67.17819632060487,E,B,321.28991515100023,D,A,-128.2986081446826,1
Other,E,-69.07221804431305,76.44433373306528,0.23520967426143707,B,B,55.00690397734829,D,B,-128.19863254074272,1
M,E,94.22559397535044,92.76430885644997,-87.58703971959665,D,D,-169.29162262313966,D,A,102.32515655873706,0
Other,B,29.664437558694324,70.26801942059258,294.2470244499938,B,E,-71.39564545631532,E,E,-217.95271028369538,0
Non-binary,D,-27.660554051069465,116.37214193807117,48.48941146931175,C,C,-32.21439577042053,E,C,172.42784620524588,1
F,B,140.8026078586471,63.464190534383555,-72.83864296485643,E,C,95.69166341893818,E,E,-205.79397594616648,0
Female,B,-178.40183842810382,113.65374678324665,25.742883797578468,C,D,-174.58410159553642,D,E,-50.76774851462926,0
Male,C,13.481911105709225,-53.96756422009421,-106.99580481238529,D,B,-76.82802718809822,E,B,-14.801194549603922,1
Male,D,-47.214587892316935,-25.019450274400306,170.37993264899862,B,D,-154.5982695721147,E,E,42.54833017274775,1
Other,B,51.749822496330445,138.2908332151122,-150.60032408538987,A,C,38.70913854105528,C,C,-86.42797396069027,1
Male,E,176.8814438840673,3.19623288144255,44.373532568067645,D,E,85.3347423767604,B,A,-167.4916437511077,1
Female,E,0.5258655079698848,-16.268173857753812,-42.86170396933785,B,E,14.26727356915533,B,D,96.97463687523012,1
Other,E,138.33537849850347,60.82091394208583,-114.39651779422937,D,E,-88.90164141101653,B,E,6.621609181404334,0
F,A,211.3694273775153,-93.80480546486658,61.81890581462821,B,A,154.5026911380112,C,A,-162.78220710267448,0
Non-binary,B,5.935434829772084,-70.54219520202307,-189.20526261236324,C,E,22.39728971567852,D,E,91.76706785762585,1
M,B,58.668481416874876,-40.99777972295041,-1.415171436063093,A,D,41.51251366501397,A,C,62.73399744984949,1
M,C,-144.87882623075535,-47.211233008865584,102.5786911540907,C,E,-166.23787103255302,D,A,-136.41039628263474,0
M,D,-12.01750383327987,-145.37716149495853,14.04501333087835,B,C,164.19346153624699,C,A,-36.46305695558017,1
Female,D,-155.67606501713996,-37.9135353018539,-145.87930303588607,E,A,-11.746040822704632,E,D,49.53106937343397,1
Male,A,15.543754002826818,-109.38665707651134,-72.23087296679391,D,E,-27.60188480956672,C,B,109.59597957597018,0
M,C,-3.9139389704639,-59.216858841657874,64.67288770331724,B,B,67.33877829955392,B,A,12.214435642953942,1
Non-binary,D,45.85753047896093,-49.672369269943026,-239.34211527329552,B,E,-57.141339941943926,E,D,96.5669790913772,1
Other,E,178.80083767571955,-44.64298610492281,155.23216162440386,B,E,24.207898261492762,C,C,20.55763452143352,0
Non-binary,C,-51.312269411429035,-74.50667682831995,-48.32773993721401,D,A,-44.7713824741192,D,E,-37.480805746075646,1
F,C,-5.886530240448512,67.74484121588546,-28.769704023977383,D,E,77.27110526916134,A,C,9.139333975365528,0
Male,B,4.567039457254386,-83.40214400838111,47.626049372419686,A,B,-38.12685666398855,D,A,-158.7771500130053,0
Female,D,22.885267484829544,-93.46030952933447,84.22511250419593,C,B,64.82155483547609,C,C,-51.198688234064846,1
Other,B,-27.599310359525976,134.34280206142938,-3.622554718385343,B,D,-98.18888866270196,B,E,98.39562316321177,1
Female,E,156.35676854677206,-93.65261393011586,-82.00272786285413,E,B,-15.289725557624559,C,A,-19.23379033081927,1
Male,C,36.67462809479103,183.10993810145675,-4.468122150208881,E,C,-6.725040319297204,E,D,79.89258213566981,1
Non-binary,E,-80.56343504891431,25.714783159538285,-68.32665740331689,A,C,122.00571793131682,C,A,80.22964401995635,1
Male,B,47.16664173200824,204.46562233325372,-119.97110187080902,D,B,74.05446766270249,E,B,32.86588305338613,1
Non-binary,C,57.07859044623419,-12.064872718569895,9.844487238395882,C,E,14.903799295595235,A,D,-17.18616340085263,0
Male,B,-14.306432931607096,-69.86211903543293,130.41484448626176,A,D,11.02931314903957,A,D,-32.58376720922665,0
Other,A,98.43195261980937,-61.32367557624454,54.273043142318144,A,D,-71.05066655886225,D,A,-16.89013663084425,1
M,D,-2.047874427563682,-213.40886823769424,70.96059436810394,A,A,150.95979970434013,A,B,-34.161884873874584,1
F,C,-85.03624509518771,-25.61041233659419,33.14030865254855,E,D,-102.0635108280021,A,E,82.19594633890061,1
Non-binary,D,-69.2787620824229,18.92808634377442,-58.74727045265438,A,E,74.92654651007595,A,B,-80.40240926331215,1
F,E,-75.71968820105047,-104.14157255756116,80.38383080880753,D,E,58.11638681973057,B,D,230.87607795162012,0
F,D,103.4672484737355,105.49192944740685,26.54264571609939,D,E,89.42480006271221,D,A,85.88564849104316,1
Female,B,104.81064957439241,-22.99050893619278,110.00912689401865,C,B,-46.9737495426814,D,C,29.638574704750415,0
Male,C,69.33811042076246,-26.03485280623007,-19.31653064312062,B,A,103.17246843654398,A,E,40.338370356927484,1
Non-binary,E,-71.12591119031045,-15.666271184424005,24.853432870211808,B,D,-21.02644535662486,E,B,13.276206159628751,0
Female,D,138.45762097845372,25.001884868191336,0.8181676796587951,A,B,-3.753854349667228,C,E,-117.78077333585716,0
Male,A,-31.54054787853326,-212.873800290157,-71.4343576590577,D,C,-66.96361735823206,E,A,-269.69373408644975,1
F,C,-127.5086946578093,-57.495871357726934,-5.866013230756286,E,D,-13.064077467455682,D,E,-52.51090575503885,1
Male,C,-58.71551696361558,11.738461022473453,-158.87888220033847,A,B,-47.150559942809835,A,A,39.05805871077776,0
Male,D,-56.71381878498507,-97.58728805294592,99.1369680638573,C,A,-69.33458068711828,D,B,38.122741697084344,0
Other,B,-113.94269630486917,-123.95673861366578,40.548387016684586,D,A,49.68759456621656,A,C,-47.40618752756635,0
Other,D,118.60766277891197,-50.22035152762445,-56.26524700798562,E,C,-36.132658139414055,A,E,14.321204472332166,0
Male,C,74.36447495263727,79.22548256285855,100.54767161507236,E,C,66.30183294013823,B,C,62.547554838549026,1
M,E,-46.6475665636011,-227.07323108772223,36.00929805447895,D,E,56.743746979976436,B,A,-37.84507142954959,1
Female,B,-23.22145877419566,-126.50084043991923,9.215217172462138,E,D,11.026137579435593,E,C,191.5992865499142,0
Male,C,51.23082367086681,-81.70085252805274,-101.19012781941443,B,D,90.66776018058617,E,B,-144.26910247197594,0
Non-binary,C,-222.65957556148646,108.50034948002047,182.43320148612702,B,D,132.58817251423068,B,A,11.55585474073671,1
M,A,-70.38837879131835,-69.26832416413919,103.92891521010672,D,E,-6.274425543942436,B,B,-128.96227368718897,0
Other,E,-38.823230462924506,-37.48494742586426,-13.41335761174813,B,D,-91.86725190546248,B,D,-151.48990040394946,0
F,E,-14.60313588548065,-40.45002629766622,-105.31681410906143,E,E,136.52106690395783,D,D,-72.43113221171788,1
M,B,-28.33150696031663,80.80754388636431,-141.23892999129768,A,A,-16.408205781134725,A,D,103.58394576381598,1
M,E,103.34234370508656,-31.109015636919736,-15.19963052038932,B,B,-54.70225602920086,C,D,-44.94195201209023,1
F,A,-34.08027544042954,-24.535604165862516,-114.83128207462092,D,E,17.93948928000255,C,E,-24.558253901975032,0
F,D,-8.014951089424795,-61.37933430027699,61.09248874852479,A,E,49.77457506544769,A,C,86.31502623388356,0
F,C,-202.76995910217153,20.101743048799886,-2.3839864129796586,D,E,-59.954500881071205,E,E,23.082568875634298,0
Female,E,-22.147934265251447,-108.63094219091889,68.73855115277915,D,C,-31.2532623349774,E,A,-112.97596076575883,1
Female,C,75.3034734163288,40.53932011283721,104.72619879634821,C,A,-90.66251572709699,B,A,-152.58013258840268,1
Non-binary,A,-34.61138753812144,5.73054424135415,31.66679827517005,C,D,-44.135188309610506,B,D,-177.60797138227122,0
M,E,54.15769874928571,-75.59034780744926,-15.984368358678354,C,D,92.87625072285796,E,C,146.18319590637316,1
Female,A,39.59816592552474,15.468499846763248,91.1066423737729,C,C,-137.37836101256843,B,C,-158.48395946668236,0
Male,A,-224.41979196603995,81.48174197229486,43.95266956146385,D,D,89.85809025436883,A,B,159.13533248519963,1
F,E,156.52826087012357,-223.6343892769268,181.35112095733646,C,E,146.58474971475792,A,D,64.83068749590225,1
Male,E,-115.80108904077224,-88.40778599453802,292.2637121019614,E,E,92.75048847754485,B,E,-29.353905217795717,1
F,C,50.47591815653111,-184.67657959289053,163.4057258879319,A,D,45.34983595333933,E,B,-118.56417849601759,1
Female,C,147.08451992939908,-130.27267024650212,-39.85912771894009,E,A,167.57275855862315,A,E,112.06622609014276,0
Female,D,-207.9354832430011,-80.55696056203044,-132.05507235162509,C,E,-62.03779977930933,A,B,25.483148953850502,0
M,C,100.21077683242147,139.3332512891307,-68.25757783169773,E,D,-49.537293336267105,E,E,-11.565903275054707,0
Male,E,-86.10291603286277,9.334127497151451,56.07777238930189,A,E,-87.47910486594527,B,A,155.93624207827227,1
Male,E,100.52530470191381,42.1353887683644,-77.47084727448468,E,C,0.7994610480550786,B,E,-227.93748130560436,1
M,A,68.47889210788264,-22.918240965343962,-49.19513249308523,C,E,-5.0660700882540075,A,E,-11.924940474884913,1
F,A,54.96315365161277,-99.73384579638179,-211.77502136308343,D,E,43.423440428617496,D,B,156.2106427017419,1
Non-binary,E,-83.01230691764286,-14.037545088918673,77.45898888328433,A,D,295.08019500159463,D,C,42.115087622630746,1
F,B,45.65206747306609,-46.19967543146377,-47.59684914919211,D,B,-54.42766106235989,D,C,117.92180128683545,0
M,A,177.64024563628422,-183.7205381539813,15.909713105949796,D,A,-33.88576224521055,B,A,143.36047200505396,0
Non-binary,D,64.39793994436958,-9.765955625147187,18.21330522914354,B,B,17.95177913071243,E,A,-94.25424524553831,0
F,E,-74.00683665115133,-64.11937474872741,-4.601377832728671,D,E,1.0093013340054156,B,A,-101.96185250237859,0
F,A,-203.07786830273585,150.4525578604835,-49.090001561581595,A,D,94.53416939059062,E,B,207.5393776599703,1
