AgeGroup,Religion,civil_status,country,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
18-25,Buddhist,Divorced,Mexico,A,84.93928399234493,-97.10271590384399,-16.113746340600766,-154.5771562604625,D,D,0
65+,Other,Widowed,Germany,E,73.88921279488233,-114.24726003603394,-86.70989521938199,125.79390217524669,C,B,0
18-25,Hindu,Widowed,US,E,127.25307483864978,-104.30739360988102,121.07198026456314,176.75684407174924,D,A,1
18-25,Jewish,Single,Brazil,C,-120.10626791530972,-44.39076752955492,32.457083750806525,-2.0337900779204237,D,E,0
18-25,Other,Married,India,B,17.870596604489332,34.70057586666573,124.08648036276884,118.14259463554058,A,B,1
26-35,None,Single,Germany,D,10.94723218778713,-73.76711502234882,-48.42529477179131,-120.51289320490469,C,B,1
26-35,Muslim,Widowed,UK,B,-143.33760858026196,195.87989430631595,-25.311405184187002,69.56385432751748,B,B,0
26-35,Muslim,Single,Brazil,C,-217.13249047328796,-36.07604185728404,-38.15773044099027,-67.66142067657681,B,B,0
18-25,None,Divorced,Germany,E,-11.863235961027268,-71.53928513354337,-88.08522807901223,54.068431765133894,D,C,1
26-35,Buddhist,Divorced,Germany,C,13.510483976959813,32.22879803356131,66.55641295615344,12.050725615759172,B,A,0
18-25,None,Widowed,India,B,-148.28919000736485,-17.112983364487004,-6.568295535066541,20.41707592491247,A,D,1
65+,Jewish,Single,Germany,D,-192.39169907807704,28.499263289016703,2.2873964431122733,-26.993845176006815,B,E,1
26-35,Jewish,Single,China,C,-29.483008325514877,-53.38526104261525,49.01996520066443,-154.47440652211682,D,D,0
65+,Muslim,Single,India,A,-141.56571440518346,128.98690506852338,43.803268544932656,-295.3197132316935,D,E,1
18-25,None,Single,UK,D,21.18511810508531,144.64720293452928,-59.964447802100075,58.25076307853407,C,D,0
18-25,Other,Widowed,US,E,-154.7256338829074,-25.922448840923835,-83.8153229288018,49.260226350573554,B,C,1
36-50,Jewish,Divorced,Mexico,C,98.64680394385287,49.5301360179842,-59.26211606132824,-11.841697318522769,B,D,0
51-65,Christian,Married,Brazil,D,-19.0034470411602,21.488601103047785,-96.46153887637054,-86.20302285000659,B,D,1
18-25,Christian,Single,India,A,-253.20184533263807,-156.41887946514322,93.2875953218922,-120.66083004993138,B,A,0
36-50,Other,Single,UK,A,10.547218779879671,235.36996331742003,-172.1408444862366,24.135636389960364,A,A,1
65+,None,Married,India,C,-54.42103085011779,-43.45125432749379,50.554395355929714,120.21772769696504,A,E,0
18-25,Jewish,Widowed,UK,A,39.20832223803817,-86.26493708101412,134.60156915740887,-17.346871170741988,C,A,1
26-35,Hindu,Widowed,India,B,183.22336138751086,104.26689377488185,53.06311185677668,-87.34864605234614,B,B,0
51-65,Jewish,Married,Brazil,B,-18.63376921303948,14.705788573893038,49.51027450871771,-36.2710285535179,C,C,1
65+,Hindu,Single,China,E,28.45837656884128,15.905691526211863,90.1240376996989,-79.92479977198698,A,B,1
51-65,Hindu,Divorced,US,C,-71.30482927344455,51.05208074438009,-78.46353705135364,82.29457084799111,C,E,1
65+,Other,Married,India,D,115.11999100119834,36.155869067401795,-25.62564712090077,-111.57154654886186,C,C,0
65+,Buddhist,Single,India,D,60.29717812286609,-30.40882551029155,61.63483110367147,151.11325339593535,A,E,1
65+,Jewish,Married,Brazil,D,11.459948647985994,145.98377153360724,224.92074052605392,68.49566379452877,E,D,0
65+,Christian,Widowed,Other,D,-96.50872342989992,61.142570513737994,164.11362273539086,97.00990749112559,D,E,0
51-65,Muslim,Widowed,China,B,-50.46318864105267,10.44504715397788,-59.713814349054296,84.2077707011551,B,A,0
51-65,None,Widowed,Other,E,-170.81315195596633,91.714723027026,-52.053508511234504,-167.65304587865603,C,B,1
18-25,None,Divorced,Other,D,-5.24784112141503,-85.76030348991864,35.45665902381843,-18.26027461329605,D,B,1
51-65,None,Married,Mexico,D,-49.841845716139794,-76.08619934682491,-97.436124200096,-47.85140419420394,A,A,0
18-25,Buddhist,Widowed,Germany,E,71.4769290628557,118.83400246685297,-34.16112518909896,-141.0304632296599,B,C,0
51-65,Christian,Divorced,China,C,-2.7170337729213503,67.77667638708296,23.03602427522085,-45.8088297615136,C,B,0
51-65,Buddhist,Married,UK,E,-229.05085775437075,55.29850004858099,109.52918540006765,165.13212740021987,A,C,0
18-25,Christian,Widowed,Brazil,C,-73.60115830307338,3.3153468143525897,-89.88683088621312,23.60521706435613,D,A,1
51-65,Jewish,Married,UK,C,169.36350710834745,88.95919910127529,-107.0024066230441,-167.15896945794495,C,C,1
18-25,Muslim,Married,Other,D,-60.4019614294269,146.86056974517868,-12.683444652402583,-214.77898150340286,C,E,1
65+,Christian,Widowed,Mexico,A,77.99520628947174,-162.27756860930947,141.8675331259129,-36.43774016626544,A,A,1
26-35,Muslim,Married,India,A,1.1671798981001507,72.93146701610654,-98.09817086621936,61.528765666341265,E,D,1
18-25,Muslim,Widowed,Mexico,D,39.82867417110484,-208.69017638267962,140.63695804705546,4.2368858002196506,A,A,1
36-50,Christian,Married,Other,D,-86.01697487614753,44.45825365195376,66.99555328107591,222.04090174882194,A,D,1
51-65,None,Single,India,B,114.52669385265797,-44.89834197217562,-90.44471670887285,254.68022795913788,C,D,0
18-25,Muslim,Single,Germany,A,268.46150410799567,18.996668776620353,58.35324231267835,-60.37014632566269,D,B,1
18-25,Hindu,Married,Other,A,-86.64876498610947,132.80101992818135,-61.956570980039785,-15.71906653783412,A,A,0
18-25,Hindu,Single,Other,E,-63.97744443977872,-38.03782771023981,-64.73300604535085,-17.139739097751068,A,A,0
18-25,Hindu,Single,Mexico,E,85.786299159024,5.184709562172237,55.566290757211235,-218.51817129742076,D,D,1
26-35,Muslim,Divorced,India,E,-36.41940545217135,93.36233239595079,67.63806404576209,7.671842020468906,D,D,0
36-50,Muslim,Widowed,UK,E,19.186897411124598,12.171035114809657,-18.983791241855435,8.363702482598883,B,A,0
65+,Hindu,Single,Other,E,-158.2013388232271,-29.79711632718035,-102.37085804405213,-117.88813133479022,C,A,0
18-25,Muslim,Divorced,Mexico,B,154.93355374101904,141.54473543263464,98.92460563903215,-19.464003233999087,E,C,0
36-50,Other,Married,Other,A,78.66765380632475,199.0075729420533,-49.47239278382737,-150.76421040128977,E,B,1
65+,Other,Married,Brazil,B,59.57765077201822,-3.4819403842674874,-49.8016107551393,0.30232863416910183,E,C,1
26-35,None,Widowed,US,B,26.878066757310854,-15.25954175979316,48.731262044852585,19.900570205295086,A,C,0
36-50,Christian,Married,Other,C,124.8114793276351,-113.47318852921472,-187.09887201976215,31.135963100518598,D,E,1
18-25,Hindu,Widowed,Mexico,D,76.14224885066848,8.073406461677166,-50.98612407447345,-83.09530100962995,C,E,1
36-50,Hindu,Widowed,Mexico,A,59.33964192630894,-26.928770667406127,120.26586313424745,-16.13362572181719,C,A,1
65+,Other,Divorced,Mexico,B,44.97967990622434,101.75535617224357,9.494452519140292,95.54028214611108,B,A,1
51-65,Other,Married,India,D,128.576696348074,28.165643429414295,-35.35190653008317,148.2160779933712,A,C,1
36-50,None,Divorced,India,A,61.181701361390154,-29.39285591635429,134.05813620839328,104.65583169783088,E,B,0
36-50,None,Divorced,India,C,148.338306989266,-22.323356919081398,-62.602489955059326,97.67699973720215,E,C,1
65+,None,Widowed,UK,D,49.679076355354674,-25.436227190377704,19.091453261353138,-210.16015576993237,E,A,0
18-25,Christian,Widowed,China,E,141.40233525289486,44.850569842112726,-102.42669817796937,-47.51813589833808,A,C,1
26-35,Buddhist,Divorced,China,C,41.99543845194742,120.57311874395917,49.81723601392727,85.730422150623,B,E,1
26-35,None,Divorced,Germany,D,-89.18205426469332,-23.580818093081643,-128.41589782953736,55.886091664188086,C,D,1
65+,Other,Widowed,India,B,23.851497005714858,94.20445266085639,79.102478651985,72.00736255570668,D,A,0
65+,Christian,Widowed,US,C,-140.0695511649724,112.03667716347195,-112.14744494151847,-5.460186110006874,C,D,0
51-65,Christian,Divorced,UK,D,-146.76453634782146,267.7448561804063,135.34135154484846,-64.80039428826136,C,A,1
18-25,Christian,Married,Germany,A,27.642013271940375,-78.63887226941814,179.43486067366402,-73.9064814954156,B,E,1
26-35,Other,Widowed,Mexico,C,-27.093516548394287,-109.75727000362558,144.01684524612756,-67.70000283745958,B,B,0
18-25,Other,Divorced,Other,A,63.38665564765874,60.59539569877913,20.43979477613452,-22.447487966048758,E,E,1
18-25,Muslim,Widowed,Other,E,139.64902520867102,-94.71561498048861,203.58940634351356,-127.37092656823008,A,D,1
36-50,Jewish,Single,UK,D,-29.989674686855544,18.943344157176885,145.23292336755839,98.90253338374791,B,A,0
65+,None,Divorced,Brazil,B,261.2106579486993,-107.10884886662097,-47.91630281984866,100.3445653066374,D,C,0
18-25,None,Single,China,B,-247.3479350870082,134.54354971915612,123.8587262578912,-32.912219706861265,A,C,0
26-35,None,Divorced,UK,C,108.08331931949394,-117.70498547521817,4.176314192474275,62.56893473812439,B,A,0
51-65,Muslim,Widowed,Other,E,138.12224976240674,-69.01520904034736,-204.8786507729491,102.28272941434813,E,C,0
51-65,None,Divorced,Germany,A,26.26197232525055,25.921103375386558,-51.099967303708546,-126.7487976530352,D,E,1
65+,None,Divorced,China,E,-120.30010358984748,94.83752391605657,6.840768251390878,-118.3597196915229,A,D,1
18-25,None,Married,Other,E,-234.64529619122297,-104.01131730490552,36.60905367847517,-67.68618184278836,E,A,1
18-25,Hindu,Divorced,Mexico,B,-21.071253375618717,-35.425860833804954,-19.053364480190417,-24.777972283946504,C,A,0
26-35,Hindu,Single,Germany,C,-37.58329881615925,80.96368363514114,68.24901213674998,-141.7255715476016,A,C,0
18-25,Muslim,Married,Mexico,D,-134.72780541984102,289.0875135049144,78.72662090111872,221.44153900542034,C,D,1
51-65,Other,Married,China,E,-48.4870831279692,37.17179433135722,-160.40151204143822,-47.09455491422934,E,C,1
36-50,Jewish,Married,US,A,-26.452680580116493,-136.0056692050322,235.2702378812597,-22.41621351112375,D,D,0
18-25,Other,Widowed,Mexico,E,119.590172431558,18.603544558297695,79.77172118874198,-54.249732379199486,B,B,1
18-25,None,Widowed,Mexico,C,-64.78087765616387,96.26076848282207,-48.13826932475084,86.43742154843997,C,D,0
51-65,Buddhist,Widowed,Other,D,-6.52967572075493,-21.813300272450952,95.821593445111,19.074106589470606,A,C,1
65+,Jewish,Widowed,China,A,-73.61302591096664,49.345517769155514,-32.84417702546677,-47.90289831755236,A,C,0
51-65,Hindu,Divorced,Other,C,-39.58793032575921,124.64528727040316,96.46681618847241,-80.81978320335162,B,D,0
26-35,Jewish,Married,China,E,93.3740693558894,37.71914349357638,-26.186543430482907,-49.09023351453749,D,E,0
51-65,Buddhist,Widowed,Germany,D,134.33235568159728,7.200651530681728,76.90365534122509,11.978147238652365,E,A,0
51-65,None,Single,US,B,5.9419035160809095,-119.87276506674476,-234.1521269358545,211.7800919436836,C,A,0
36-50,Jewish,Single,Brazil,D,25.767478331513445,-118.54557692591523,63.03734546298103,-77.93388952233582,C,A,0
65+,None,Married,Other,C,10.611912374921483,-188.3275779074243,-134.1592760995742,-141.67555498276087,D,D,1
65+,Other,Widowed,India,D,-114.20091818298066,78.69456815284644,39.789604246418634,-53.49485716777384,C,D,0
18-25,Christian,Married,US,C,86.93162444432188,-107.32828242431718,-89.22799064777584,39.72347422302589,A,A,1
51-65,Christian,Divorced,US,A,-60.621142194960875,45.968675040833304,-39.895111306800736,62.769365184517255,C,C,0
18-25,Buddhist,Divorced,China,C,-182.05234645775084,-95.8190194955949,-118.86515739312762,334.286917598766,E,B,0
65+,Other,Divorced,India,A,-116.28170894644816,-44.862012836345215,4.299376940560433,9.959113456449495,D,C,1
18-25,Other,Single,China,D,25.279031321611257,46.431580629402255,175.59611837127878,-94.03813519387715,E,B,0
51-65,Hindu,Married,UK,A,-5.083984431549331,27.7750216677575,93.83858654980638,161.6733361266125,E,A,1
65+,Muslim,Widowed,UK,B,-47.23632257580976,3.733484082243652,66.64676450362688,62.591776153535925,A,C,1
65+,Jewish,Divorced,India,B,129.2838506439891,-131.14416856960565,49.758554309929075,96.9267526561904,A,A,0
51-65,Jewish,Divorced,Brazil,E,-79.4597884017352,140.62026792777218,-12.146632561001125,-55.31841890588019,C,C,0
65+,Hindu,Single,Germany,D,153.96792026986813,-69.09524401987105,72.6074431618103,42.523081214384014,D,E,0
51-65,Other,Married,Brazil,B,108.5469884299549,-110.10986320797582,-105.02883390857096,-137.9063378102071,A,A,0
51-65,Christian,Widowed,China,A,38.06618987996499,39.831561808415344,22.40157776184926,-108.02080788141768,B,B,0
65+,Buddhist,Married,US,B,-66.15497130724586,-34.38644272547892,70.62334424765646,44.17377302666141,A,C,1
36-50,None,Single,US,C,-69.1546439659907,-75.48176281833497,-136.30403678963688,88.07714836765994,E,B,1
65+,Christian,Single,US,E,-89.84081006328437,82.41909843616956,24.842130196594557,-34.51548154726102,D,B,0
51-65,Jewish,Divorced,Other,D,64.1524178610039,-118.4231848062489,-29.764534295783395,-81.27569855170012,B,A,1
65+,Muslim,Divorced,Mexico,B,-113.39055430239307,224.80896842018626,77.39628382074048,-19.488089645006877,C,D,0
36-50,Jewish,Divorced,Germany,E,-42.046144567011424,81.28444851797057,30.327518633154003,47.318782679679984,B,A,0
26-35,None,Widowed,India,E,44.49263403592591,-331.956682875386,144.1572546777102,75.08720586541983,D,C,1
65+,Christian,Married,Brazil,B,-51.15789292958296,-48.9940092363567,-93.25997308716198,127.17430002169377,C,A,1
51-65,Christian,Widowed,Mexico,C,27.67421180513889,5.05089799398114,-44.29151070261383,170.77748349776445,C,E,1
26-35,Buddhist,Divorced,China,E,192.01015118611556,-26.132717390033676,-48.38343726263273,-31.09309057016717,B,B,1
51-65,Other,Married,UK,E,-23.59400330144766,-65.66150424210034,-23.7813462307197,58.10980625083473,C,C,0
18-25,Hindu,Divorced,US,E,165.5969084447967,-98.11166484207972,-88.00261398610085,34.524814434872845,E,A,1
51-65,Buddhist,Widowed,Other,D,-6.045643339782842,93.70175804725011,-37.482321825896356,172.9029533924418,B,B,1
65+,Hindu,Divorced,US,C,181.19196064254874,-79.49768390229228,-214.3841590809332,114.88782429578777,C,E,0
36-50,Jewish,Married,Germany,C,-95.84401277168404,-41.835896035346316,-16.125730420068763,105.68559596318607,A,D,1
18-25,Jewish,Divorced,Other,A,87.3571719817236,-134.21002939471538,9.964037112324329,-121.02713095227531,D,A,0
36-50,None,Widowed,UK,E,-60.436602632554546,-33.60603939216478,36.51422317341151,-96.75722423371013,D,D,0
51-65,Buddhist,Married,US,B,49.35468455315729,55.26333882990896,47.224870661183964,-74.95895528221425,B,D,1
36-50,None,Single,UK,E,20.11982282162002,51.596005680604804,-98.45032479486719,31.98609322595532,A,E,0
18-25,Jewish,Married,India,A,32.4927365362203,20.71638846360194,56.37385894818745,-112.66675540840636,A,A,0
36-50,Hindu,Married,China,A,-197.85140559599355,42.03101977009603,-129.36032318063215,165.336435768151,D,A,0
65+,Hindu,Single,Mexico,B,-46.172005993394265,161.78422180952012,0.4525546590214654,-47.876525445939,A,C,0
36-50,Jewish,Single,China,E,180.6139603526754,26.79006396951636,-56.74283212575577,61.85235931271736,B,C,1
65+,Buddhist,Married,India,D,-55.697664515635104,68.42066847131932,-141.50899272136604,-1.9514019675942045,E,B,1
26-35,Jewish,Single,UK,D,-98.6116824013331,146.9344226474846,24.06798602415169,112.2546124789527,C,A,1
26-35,Other,Married,China,E,200.10462466779396,-266.55162870624963,-59.03602526960417,-1.0625788795910558,C,E,1
51-65,Other,Single,US,E,49.769098815375806,9.768715499344708,210.26961289494014,-68.80353563617206,B,B,1
36-50,Jewish,Married,Brazil,B,-5.424562710182905,141.82575943126255,-114.14004140876483,-65.47015764814364,B,D,0
26-35,Hindu,Divorced,UK,E,-0.8393079283934282,-80.49509469479031,-83.36393928346297,234.4445348029959,B,A,1
18-25,Hindu,Widowed,Mexico,C,-4.305011582081549,147.8883000191524,-124.55740649033721,-126.70820358598584,A,A,0
65+,None,Married,Brazil,D,16.668693541597786,34.1331653725325,48.682927283475955,23.51542676195767,A,E,0
65+,Buddhist,Divorced,Other,B,64.9157909387269,-172.206292297141,150.18668386435877,-80.70197076002462,A,A,0
36-50,Jewish,Widowed,China,C,69.65119214137866,-123.03347458068205,-78.67768577106071,-108.80017363414697,A,A,1
18-25,Muslim,Widowed,Other,C,46.985835054429316,87.46425534037286,118.6777680025588,36.1278642337027,B,E,0
26-35,Buddhist,Single,India,A,-75.59549705361636,-11.120488391965363,91.52270337211593,35.17060221379336,D,C,1
26-35,Jewish,Widowed,China,B,30.177889803420825,-32.203400087293495,45.16172339610948,92.1409530907022,D,B,1
36-50,Buddhist,Divorced,Mexico,D,56.04395875748017,97.42739558539158,92.74239970402846,-27.66106970698285,A,C,0
18-25,Hindu,Single,China,E,-19.46606266783594,-118.62013373752991,117.0810800134483,-81.55472266943146,C,E,1
26-35,Buddhist,Widowed,Other,A,76.91984902807356,-156.3117828223482,-74.08661571790522,15.76726905318419,B,A,1
36-50,Muslim,Widowed,Germany,B,57.56647678364855,10.581587684721047,-26.302020898043338,187.88940837955266,B,C,1
26-35,Hindu,Single,US,A,-193.64027588452504,191.37199729291783,17.633055424255296,-116.37154752432073,E,E,0
65+,Muslim,Married,UK,D,-115.47859218030412,210.21520047336176,69.62182840235741,-77.78841818374762,A,D,0
51-65,Other,Married,Brazil,E,-59.90041819445763,86.48106657435002,-39.25011841463584,-91.42847951637366,D,A,0
36-50,Jewish,Single,Other,A,27.249787618463454,125.05088522716407,119.82574352477941,126.50482808190553,C,A,0
51-65,Hindu,Single,China,A,193.78975781479247,161.66634909295138,1.6117828174925506,-7.856773546563132,C,D,1
65+,Buddhist,Married,India,E,-59.80544081360901,63.52119216222051,-111.5380904201096,133.9702775190171,E,E,0
26-35,Other,Married,China,E,-117.51992045021822,166.0880618683912,-156.4015873716126,198.69326449278194,B,D,0
65+,Christian,Single,Mexico,B,-203.15642235805953,-156.651972620499,223.88419554079383,-31.887242173757997,D,A,0
18-25,Buddhist,Married,Germany,A,15.632081944547787,78.49023386015065,-164.67870679932756,-200.84938316132192,B,A,0
36-50,Muslim,Single,Brazil,B,-25.0392818200986,-55.82925947079775,-44.29403184212967,-62.35950247593909,A,B,0
51-65,Muslim,Married,Mexico,E,-1.532443311168944,-147.8909445514454,173.35452772003984,18.47522247060241,C,E,0
18-25,Jewish,Widowed,India,C,-59.50387366683897,161.07008939180548,-57.4416762327172,25.911869516285446,D,B,1
51-65,None,Divorced,US,E,-17.693526011185863,116.96075775033054,-319.11676062276126,-63.8772904450792,B,D,1
36-50,None,Widowed,Brazil,C,128.70712144735774,-120.00798884247288,49.78804460730916,-76.46946995271936,A,D,0
36-50,Muslim,Divorced,UK,A,-14.7685895882677,38.37447232126571,27.05170548854267,-58.77858613486162,E,A,0
18-25,None,Married,Brazil,E,-79.5113744270017,94.0841110681202,119.31793508686543,17.720986701195255,E,A,1
51-65,Jewish,Divorced,Other,C,36.93016700440699,20.24758940069842,-136.57491561358745,-151.19019761683532,A,B,1
26-35,Buddhist,Married,UK,A,52.38334995977323,-260.0540456075391,64.2573080777289,90.33405933384422,A,C,1
51-65,Christian,Divorced,India,B,76.04167297635047,-47.79105250376656,134.72247423000775,-79.39897955021861,D,E,1
51-65,Jewish,Divorced,Brazil,E,-68.3664639142009,236.42375174396207,-4.754461058266317,205.15122749863144,D,B,1
26-35,Muslim,Married,China,B,70.9827760238961,-41.23120756529781,-196.8069016476808,-29.458108129625398,C,C,1
18-25,Christian,Married,Brazil,C,-66.14254260728663,-32.073303462574714,68.46264198278527,60.40519531402471,A,A,1
18-25,Christian,Married,UK,B,278.3748317052091,-50.30260277360844,-41.31623446109109,182.76382458113676,B,C,1
65+,Hindu,Single,Germany,A,89.45512790895035,-77.42270988430171,236.23361468101595,-112.80944932552688,E,E,0
36-50,Buddhist,Divorced,China,D,-56.98536986448256,-21.999097002564433,315.182022176061,-109.36064306481713,A,C,1
36-50,Hindu,Married,Other,D,-80.20407735079748,74.89188216505386,-61.4232911428041,131.02688201502738,D,A,1
51-65,None,Single,US,A,54.06816272916036,-101.6110199955911,-108.39596504285251,74.55663079718026,A,A,1
26-35,Muslim,Married,India,B,74.25050499973122,9.448041321706581,45.627653680130045,91.21264937725722,A,A,1
26-35,Hindu,Divorced,US,C,-37.21457504727804,-146.67587658898464,-105.08132877723897,-143.0567736945304,C,C,0
36-50,None,Single,India,D,66.52020778098714,-110.65868054521269,-59.99772164567128,38.67925078378517,C,C,1
51-65,Muslim,Widowed,Mexico,B,-206.10520433256792,-113.77598153297484,-130.8654484579506,21.59423292765868,B,A,0
26-35,Muslim,Married,US,E,-159.6820683524014,37.16304019222289,-230.42767191620408,-68.78193237783341,D,D,1
65+,None,Divorced,Mexico,D,-141.7792967446846,157.41788024444773,-27.03414718433373,100.35979615401445,E,D,0
18-25,Other,Widowed,Germany,A,231.95582943844065,37.4251417243831,68.67339614076616,4.418896605590562,C,A,0
36-50,Buddhist,Divorced,Brazil,D,191.4215407626087,134.87285509016033,94.14722088057258,-161.65914332259408,C,A,0
36-50,Jewish,Divorced,China,B,-90.4665646637155,-184.72820102676405,226.61871843032156,-50.66884439709129,B,C,1
51-65,Other,Single,US,B,64.4574447836351,85.50289605873029,-43.29372711417127,0.8762510284077472,C,E,0
18-25,Other,Divorced,India,E,81.95925515828591,-57.32893829469682,-11.47386208960474,88.70486258444066,A,D,0
26-35,Muslim,Single,India,B,73.96205537913609,167.28845396311044,134.8837289202895,103.2468730810111,B,D,1
26-35,Other,Married,Other,E,40.90443008174012,-122.79011052309123,1.960214632709907,-80.43514375640392,B,E,1
65+,Muslim,Widowed,Mexico,D,-166.61007912018422,153.44350049114186,-182.877820255471,-51.943162689420554,D,A,0
51-65,Hindu,Divorced,India,A,-106.18422833200778,-80.6785381716422,-7.763714681926882,18.136321420145375,B,A,1
65+,Hindu,Widowed,UK,E,109.37746018705599,-16.081747068626527,17.734721463453653,26.072262583786664,E,B,0
65+,Buddhist,Divorced,India,E,51.264002129566144,148.97388729527327,-2.4552394594986504,21.79860899888108,E,E,0
36-50,Muslim,Divorced,US,C,51.261561757209776,-5.491677708579566,-17.08960710153517,80.46662567170084,E,D,1
36-50,None,Single,Germany,B,-95.35556868157244,-48.65330579025077,-146.5277025231828,60.37462281706443,E,A,0
26-35,Christian,Single,Germany,C,30.08490550693924,-69.16742621070752,-94.38398924969039,-38.01511346048487,A,A,1
36-50,Other,Single,Mexico,C,33.14948717496409,-27.463426133505763,53.621939232050785,-28.030430793435634,B,E,1
65+,Christian,Married,Other,E,129.63961520844373,47.551292954999106,-62.889860666236196,67.17943227994849,E,B,0
51-65,Jewish,Married,US,C,39.50083075374933,78.95268594495059,-79.95872906043363,39.10041885634407,E,A,1
18-25,Buddhist,Widowed,US,B,37.00732634009554,122.14127236466385,6.15960074530766,-49.25663187852347,E,A,1
26-35,Jewish,Married,India,C,-181.16493373836533,40.568773920721455,-14.757145723163209,15.9117339423726,C,E,0
51-65,Muslim,Widowed,Brazil,C,-124.63806932652655,67.06411863571995,-18.882401228601445,63.03174147369393,E,D,0
36-50,Hindu,Widowed,Brazil,A,172.83051876029353,59.79599082858286,19.509444368136208,17.15580783701123,B,B,1
18-25,Buddhist,Divorced,Germany,B,-125.26001234229784,85.07561315963919,-43.48904900982236,107.4565212330161,E,C,0
36-50,Buddhist,Divorced,UK,A,-155.54975663523106,19.276597088206916,26.46035238528694,47.30314910303422,A,C,1
26-35,None,Single,India,A,4.765830909103804,162.7784253243678,-37.73396874272299,-79.58902318878494,C,E,1
51-65,Christian,Married,US,D,-86.35612008197556,-11.001969029716498,-78.1127371543193,46.42896618177292,B,A,1
51-65,Hindu,Married,UK,C,5.707594062323222,50.13365974006646,99.68505781195776,-124.11854144374253,C,B,1
65+,Buddhist,Single,China,B,-31.45469881712345,92.93897608449494,3.289192650337642,134.08639876376574,B,C,0
18-25,Christian,Widowed,UK,A,-103.94759258747479,-36.11851887821637,-99.08219670924203,-3.0002225987088367,B,A,0
65+,Jewish,Single,US,E,-51.62133723795852,-95.97564649597946,-216.0422811950507,119.1007179338915,B,C,1
36-50,Other,Single,India,E,-127.29340745211906,-45.801702249208184,96.8660476286177,42.04542049383432,A,B,0
26-35,Buddhist,Divorced,US,E,-47.860546465352016,210.0460506510971,66.44375607185154,98.7504664562913,C,B,0
51-65,Muslim,Widowed,Mexico,E,157.85375575187615,-106.10389960642976,14.037021373690294,-31.285952763437585,A,E,0
36-50,Buddhist,Widowed,India,D,134.1211744702462,13.021423621753506,-75.86419912880791,-127.49923483072627,A,C,0
18-25,Buddhist,Widowed,US,E,-132.838624788237,-89.55858254634936,87.73795097888075,-25.93087601509491,A,A,1
18-25,Muslim,Married,China,A,69.17508273646973,227.38835959526034,268.069984963327,32.436576160824806,D,B,1
51-65,Christian,Divorced,US,A,37.00101061724071,-12.206879525733362,207.8755282673416,-121.1957410232865,C,E,1
51-65,Other,Divorced,Mexico,A,-18.718308468424922,117.68677259753932,-166.15645504135315,98.44316070033913,B,D,1
18-25,None,Single,Germany,A,-38.262302047530625,33.4618766274992,191.84864756233543,179.5221403969385,C,B,1
26-35,Jewish,Single,Other,D,33.897884201305985,8.654836310182194,-133.48333219905726,-80.7557091254961,A,C,0
26-35,Muslim,Divorced,US,B,152.90173619598852,85.90173958390993,-102.521019803558,-59.932930081849044,E,E,0
18-25,Christian,Widowed,China,A,16.491693281958458,-9.531659055922345,50.79869777850598,27.27107642658445,A,E,0
26-35,Jewish,Single,Germany,E,-56.50284534216796,-117.39095724060577,-54.972077805934774,-30.47785143072016,A,C,1
18-25,Other,Widowed,Germany,A,88.73001524961883,-61.93888091241468,-9.02507363484552,138.33743176807712,D,E,1
18-25,Jewish,Widowed,US,A,-113.89454813235696,19.60682613563154,-0.40601698130834885,10.641031584970161,D,B,0
26-35,None,Single,US,C,65.92248593395378,207.39136211287686,-3.267427875300033,146.2882338100299,E,A,1
26-35,Muslim,Married,China,B,-45.93783316923557,47.53814072211522,145.50845141767454,80.13685955939881,A,D,0
51-65,Hindu,Widowed,UK,E,138.50021465969078,-14.017541648310536,-130.95400698538705,145.86032841098856,E,C,0
51-65,None,Widowed,UK,E,56.5041991586955,-15.202029968255035,131.04443055874194,126.63863220414189,A,D,0
26-35,Hindu,Single,Germany,A,34.51118002120691,256.5627868149177,57.34281634172842,-62.409319668664686,E,D,0
65+,Buddhist,Married,Brazil,E,77.16334637690993,-12.528022109155373,192.7556937908273,-32.33213007160131,D,E,0
26-35,Muslim,Single,Germany,C,53.519033777352455,-139.02963427787682,-80.56762384422056,-88.71744625280488,B,A,0
26-35,Other,Single,UK,D,172.3632244690126,44.73798046115028,-98.47234956030393,76.63718890656956,D,D,1
36-50,Christian,Divorced,Germany,E,-36.656188629224864,-147.0471581541205,-109.52655416651369,143.31390505994494,E,C,0
26-35,Jewish,Divorced,Mexico,E,62.38800315890893,31.807362572241004,-109.37766464892908,-137.0167613877095,E,D,1
51-65,Other,Widowed,India,A,-28.793109688083085,108.86018297667981,209.00570068420996,-105.62266484512743,C,A,0
26-35,Muslim,Divorced,India,B,-203.35078947230508,-161.53127062295297,-78.14426800071443,146.59913645156678,D,A,1
51-65,Muslim,Married,Other,A,81.92054834753925,-4.9655228377648895,-5.2467808213046165,-18.41087569960105,E,C,0
26-35,Buddhist,Single,Mexico,A,-102.76778639509317,-212.7784858585009,-107.49726870751675,-134.47426070271268,E,C,1
18-25,Jewish,Divorced,China,A,5.083106610859175,-125.76373316932687,10.86500565782107,-101.11618068311097,C,E,0
26-35,Buddhist,Divorced,India,C,22.4242566048368,-100.20964606153784,85.05723427789137,148.5965997272378,C,C,1
