religious_affiliation,married,ethnic_group,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
Other,Divorced,Other,-73.32808122070377,C,24.6831694947754,A,45.42773299937472,A,B,C,39.95622326245392,A,E,B,44.50097682669868,3.575639563543133,0
Other,Widowed,Hispanic,-193.0170004271436,A,-9.246139486492973,D,-38.65316754311878,C,B,A,96.40233182427812,C,C,C,-127.67287208514311,-45.89989110704455,1
Jewish,Widowed,Other,-55.830291343189806,C,-162.92675974875502,A,77.25476034745402,C,D,D,-26.709757539942036,E,E,E,47.11445632080572,-163.1414215787205,0
Muslim,Single,Hispanic,-121.38470157813286,D,33.0892176904439,E,20.43376527818131,D,B,D,29.82461065043685,A,A,E,-51.41425230051261,88.28830391235327,0
Hindu,Single,Other,67.05781777875953,A,-10.823074380473416,B,-102.36151470901511,E,E,C,-211.1825981363399,A,D,A,159.40691241087268,27.183866620780115,0
Christian,Single,Other,123.49154258552053,A,-18.381351877680014,B,191.67693999328284,B,A,C,-82.06737800862425,C,A,E,-149.06654970805587,86.00392641128275,0
Muslim,Widowed,Other,-77.96291168367621,D,-12.975005130659776,B,137.86643696430994,A,E,D,75.8019837202605,B,A,B,-65.92524421618579,-126.60501803928877,0
Hindu,Divorced,Hispanic,-148.44247835650083,B,-45.91570686766233,D,180.9732443774415,C,E,D,-80.90832108806228,A,A,B,24.03840692649784,-279.1854247684726,0
None,Married,African American,-32.24332544065964,E,-3.8823790553044737,D,199.75207726942273,A,C,D,71.28910444968383,E,B,C,75.83662578934187,211.53469390565172,0
Other,Widowed,White,54.44693568831431,D,-6.101769953328382,C,-56.236052258861015,C,E,A,40.03971803706438,E,C,A,32.52019940038917,-61.53579923899941,0
Buddhist,Single,White,30.491941833199615,A,7.083398464823489,E,59.040840006419984,E,C,B,0.47170603417395357,A,D,D,293.1558839893116,33.83591265238094,0
Buddhist,Married,African American,105.5680269673368,C,13.311020412058017,A,-95.99853001620419,C,C,E,-97.90730451424456,C,C,B,-209.65801267351435,-22.949500060892454,1
Other,Married,Hispanic,3.776863165751488,A,91.33733617496375,C,-26.567050283861555,C,C,C,-131.2510840481554,A,D,A,-99.06396793280389,-1.5147944191070852,1
Jewish,Single,Hispanic,22.88234585613635,A,143.8674342995891,C,-166.87060894494962,E,D,D,85.31120566521118,C,C,D,-73.5069311723733,-95.33239382726079,1
Muslim,Married,Asian,-155.96516372145192,D,-30.65937735936226,B,-167.7520807330723,C,E,B,81.12494581390949,C,C,D,131.60766287630165,135.5457832156859,1
Christian,Divorced,Hispanic,8.227181900110057,D,7.068559151565969,B,19.05646877771639,B,E,A,36.18820344483448,B,A,D,113.57207456662333,8.397573121939875,0
Christian,Single,Black,21.091513838536347,C,-23.893106014979207,E,-55.75429010930176,A,C,E,-44.941368686145594,D,E,A,-13.755857073692773,-122.71681541109581,1
Muslim,Widowed,Hispanic,43.50488582333708,A,153.65037825594513,E,44.45696643408618,D,C,C,-36.66210799115658,E,C,A,-152.51259271183488,-97.56109386502222,0
Buddhist,Divorced,African American,-56.106506629988736,C,-2.286740827393228,C,-153.6832317619587,E,A,D,20.190118367601933,A,C,C,-23.612808863627215,-177.7551385815044,0
Christian,Widowed,Asian,-14.181262114893556,E,-30.72661713571167,D,-122.19709108656669,C,E,B,5.605825791075514,E,C,E,19.84710520621242,-68.71271692938174,0
Buddhist,Divorced,Other,-63.17173063133866,C,-30.079648919469946,E,43.17420024132327,A,A,E,6.963083791415269,C,A,E,12.654759225962051,27.080383863308132,0
Christian,Married,Asian,-119.13512715070257,C,-206.9842933133561,D,71.6494782796614,A,A,D,-156.17037026140608,C,B,E,-10.135513739561103,133.17020581456057,0
Hindu,Divorced,Hispanic,-87.03555572439781,B,81.04998330807172,C,156.06955493131122,D,E,D,-66.29931942213173,B,D,B,-29.088183877510836,49.00163881371278,1
Muslim,Single,Asian,-65.05025852927704,E,-124.17615655839904,C,-161.53030097091337,A,C,A,149.20679540333074,D,C,C,141.39890142433904,-11.618786489907798,1
None,Single,Hispanic,88.760401963552,B,-71.33568530489093,D,76.89141200480876,A,B,C,127.7695193509257,E,B,D,68.48538698910525,72.82267054521212,0
Muslim,Divorced,Other,-17.31786251762229,A,1.0222184850869545,A,98.71006053872577,A,B,C,-19.59006042115547,A,D,A,-130.6273061230845,-49.483833181178625,0
None,Divorced,Other,73.08947058770617,B,-126.59217316310301,E,78.5295403607002,B,B,A,6.828035330861971,C,A,C,50.655453373196735,-79.84245937236453,1
Muslim,Divorced,African American,-118.38876611572945,E,19.379424574608457,C,-196.28178363400306,B,A,C,71.54533998965213,B,E,D,-121.79899907123388,154.22369690481602,1
Christian,Married,Asian,134.1069663069536,A,-49.44774617883498,E,87.75216380406114,D,D,C,-29.231512668794068,A,D,A,-0.26373218914389096,-95.01385551080872,0
Muslim,Single,White,-96.75074993229201,D,106.51213174698333,E,-104.75520158934492,D,E,C,-224.23847840718634,A,B,A,-13.17941771555745,27.50348767155731,0
Buddhist,Widowed,African American,-7.813329660511324,B,-112.0739201549962,D,13.40721124482471,D,C,D,-114.26636209618954,E,C,E,-40.0390851659233,57.42877636402982,1
None,Divorced,Black,-156.29639376467287,E,-98.0015467743307,C,181.13647155410496,C,C,B,-19.33098372279144,C,E,B,197.20611370619804,-248.51923621863722,1
None,Widowed,Asian,128.0668391727294,D,209.4474055245288,A,95.03051398627677,E,C,B,17.330051744777283,C,D,B,22.320058526979356,-91.81346947118422,0
Muslim,Married,White,161.12315996336883,D,113.43504123230312,E,-8.549232837083759,C,D,E,39.33965281047487,D,E,A,-53.07239902008788,-27.738914384409615,1
Other,Widowed,African American,131.339033331792,D,5.584623784473118,B,-102.53975360650607,D,A,D,-43.92612535933366,D,B,A,-103.7079794307323,44.109629907583795,1
Jewish,Single,Other,178.73205292701547,A,-150.90370229581532,A,59.35545065272013,D,B,A,57.16880519220935,D,D,A,-94.59710759778285,36.71670259143199,0
Jewish,Widowed,Asian,-225.22934799526078,B,-56.28527477710501,A,-39.83322350201205,A,B,B,161.4142122815033,C,E,D,243.2946099838333,-1.2159219461292512,1
Jewish,Single,African American,46.562578926583846,D,41.89043542682088,E,74.47451686085215,C,B,E,-125.75047276606992,C,D,C,72.4154220903389,-71.41723616859443,1
Christian,Widowed,Asian,17.876966715486404,D,120.19377278528782,B,44.55481727486234,C,C,C,97.57859690414054,D,C,A,-22.60512021330612,-8.833318514694568,1
Christian,Single,Black,-57.71175606198396,C,-91.00730507827663,E,-24.19279627431321,C,C,B,21.325532166365864,A,E,D,-8.02831612240609,-76.75709490892825,1
Other,Married,Black,-178.73999014149734,B,25.090297661056677,B,11.122360743196262,B,D,A,-188.43794208490024,D,E,B,-182.23492267739985,-158.19594886980596,0
Buddhist,Widowed,Asian,-90.71323014646684,E,133.38175961511723,E,22.94253238389342,B,E,D,-29.15776375598112,B,D,E,42.91410971035115,-211.64064655374543,0
Buddhist,Single,White,106.97299554963995,E,-98.43588519293104,E,-78.23945792898736,E,B,C,-37.65960726672294,C,D,E,-68.50052226180337,59.845098170562075,0
None,Widowed,African American,123.11660647660456,E,-11.051991882515091,E,78.71245442325923,A,C,D,44.791562696862336,E,A,C,-33.126444443438544,203.7710538826453,0
Jewish,Divorced,Other,124.25203615405889,A,-127.48805051177645,A,-14.239186977935583,C,B,B,6.635821133144844,C,A,B,19.22989293429556,73.71305920883754,0
Muslim,Divorced,African American,-68.05807570139339,B,182.47076000832658,C,-172.54032561591146,E,A,C,168.17616875364223,D,A,C,-107.81923452628936,26.715385432251033,1
Hindu,Widowed,Other,-49.163374380150856,E,-106.39314429853968,D,13.852411233228693,C,E,A,55.84493571740579,E,D,D,-69.05611179040267,-42.98162076464569,1
Christian,Married,Asian,-17.330190571508407,E,106.07392855188671,C,-33.64658358616419,E,E,A,-70.25115594858909,C,D,A,-1.4255705952173747,32.450694928408495,0
Christian,Divorced,Other,-39.64856840877691,E,24.481863228082542,D,79.61510249144894,B,A,D,142.86807395625897,D,C,D,-95.7064863904753,-85.1230766475799,0
Christian,Divorced,Black,-129.4620650967121,C,-92.76581464390716,E,30.667350231378222,C,D,A,91.37851990348686,C,A,A,-57.87851246067598,95.33986506280294,0
Buddhist,Widowed,Asian,-99.0551326998117,C,-174.60199833396973,E,58.20078312492994,E,C,B,26.971847514499576,A,D,A,-46.63646721011327,36.776124770177404,0
Muslim,Married,White,-189.5194505913445,D,-194.93366575466123,A,-11.936290960760818,A,A,C,1.0390936746800599,A,C,C,5.807125108370702,-84.77136290628201,1
None,Divorced,African American,59.51154762516864,A,-96.60209734044932,B,114.98969420574883,B,A,D,-12.265343749968238,A,E,B,-7.88438384390886,-317.45172413492213,0
None,Widowed,African American,-31.89282203796557,B,60.997280041580815,C,125.76081334558242,D,A,C,17.320695479918815,C,E,E,-22.491257342800825,-212.01578246137424,1
Jewish,Single,Black,0.00913593939740825,B,-25.382556437694664,D,1.5033438243899913,E,D,C,53.384678827054934,C,D,C,-90.05086579790334,129.7086579521681,1
None,Widowed,White,98.74117396457922,B,-80.72749539837888,A,-26.609720824311278,A,D,C,-115.46940835299446,E,A,E,-158.79089631422124,-52.606967522817904,1
Jewish,Divorced,Other,-39.47419288949719,D,-160.9016726477934,D,17.74132678801362,C,C,C,37.25249843770821,C,C,B,-93.12199049592208,-32.452106376298104,1
Jewish,Widowed,African American,-61.17968874549279,E,101.05484432736782,C,67.56102283861152,B,B,D,-18.175212271399474,B,D,D,7.1977362283783135,66.09229177100892,0
Muslim,Single,Black,23.911989329749336,E,82.20243552019978,C,-102.99751100865937,C,E,D,-222.2310498516391,E,D,A,-85.80575981389403,-27.7095085501199,0
Buddhist,Single,Black,108.71852483747024,A,77.56028103946234,B,-97.50327422526513,E,D,D,-95.00984448193196,E,D,D,-7.145793551515069,31.461287017485677,0
Muslim,Divorced,Other,54.30046506543542,B,12.911732557979514,C,-46.63396290788214,C,E,A,-26.953920953948636,D,B,A,192.88212277772521,-57.00779787337012,1
Other,Married,White,54.41957109940411,E,24.073356913212773,C,58.80035559768665,A,B,E,-123.93497190858716,B,A,A,19.77844743276882,-78.78182329119625,0
None,Divorced,Asian,-55.78545286275399,A,-81.8304087693574,E,-78.66218246637912,C,E,C,-169.10962933521952,D,C,A,36.242735951088015,-91.73516616653204,0
None,Divorced,Hispanic,-55.240763590060304,D,-107.29958250325528,B,-46.420487163803934,B,B,C,81.93850508102261,D,E,B,-192.90635871306364,16.45257765173023,0
Other,Married,Hispanic,106.15325484009188,B,-209.0813945727247,E,-22.3932448310862,D,D,A,64.54684583502637,E,D,A,-49.49090430439143,55.16245453581927,0
Muslim,Single,Hispanic,-43.728896742868784,C,27.643112547315553,B,-92.0508267540783,E,E,A,-168.76927683073703,B,E,D,-42.45542743342041,-187.96621712328368,0
Buddhist,Divorced,Asian,-129.72883229250107,A,32.07153186877452,E,68.56936749501497,E,C,E,10.766073809434873,C,A,B,100.21132994133957,-149.82691120880537,0
Christian,Married,Asian,-60.11665497208271,A,-47.60385997125184,A,-138.86334264473726,B,A,A,-6.168797707233533,A,A,D,48.74454447541569,241.0873380465912,0
Buddhist,Widowed,Asian,-133.4178355998357,B,108.07646263327312,A,52.1438723067698,A,C,D,-125.57842137282213,A,A,E,-45.953268325870624,-113.69593246968887,0
Buddhist,Married,Other,59.31297284113939,D,51.1006328148174,A,-26.33571698252904,D,C,E,37.649085341882845,E,D,C,-78.79092146083147,-21.50838583833471,0
Muslim,Married,African American,-65.26295249536068,E,-56.6493907530483,D,-157.63351427905354,E,E,E,37.03886365055458,D,D,A,-64.22273835942904,64.22469162246166,0
Hindu,Divorced,Other,150.52127471081724,A,-10.992081946888389,D,21.603782158523117,C,E,A,-52.01140293541593,B,B,B,-8.875720802393774,110.09060942832083,1
Hindu,Widowed,Black,-9.554349298104043,C,-118.48327034493688,D,-123.19981837777476,E,A,C,-36.31720263579547,A,E,D,150.23507418558162,-76.6678647156653,0
None,Married,Black,17.407067338938305,B,-30.039010683404545,A,17.33276310312937,D,C,B,-79.92324780019833,B,E,E,-114.19802948443922,-73.4134356454692,1
Christian,Divorced,Other,-36.10530200508991,D,72.85679556947062,E,-44.20135447573487,B,B,E,-19.38694717821931,E,A,C,39.95799860017217,-153.33071573041056,1
Other,Married,Asian,216.1806416512755,A,-31.239421024773073,A,50.537283879044736,A,E,A,29.58798183584926,E,E,E,-60.76541698456266,149.07959756421207,0
None,Married,Hispanic,-179.32414356368074,C,37.51640554700948,E,16.289392488443546,A,E,D,-148.05405972602307,D,E,A,93.82399404473713,-57.21457025362848,0
Hindu,Widowed,Black,-46.694025283688234,C,-180.52780272793433,E,-14.975610881966023,D,B,D,-98.75459894991846,B,B,B,102.0781383649708,-91.59805098657323,1
None,Single,White,-70.22716982445783,B,-4.928681287512664,B,-89.93515694141414,A,A,B,-48.36490230685963,D,A,C,47.99552659548969,201.60012605466667,0
Jewish,Widowed,Hispanic,-46.93083753584411,C,-81.60425103591346,A,-13.410683474320372,E,C,E,-117.51489712580143,B,E,E,254.4583964809541,-42.19188462220738,1
Other,Single,African American,-47.693248557667836,E,-130.6929784926656,D,135.3705002584759,D,B,D,95.32149667287983,A,D,B,-64.84303574008483,-43.44073366474861,1
Christian,Single,Other,16.165420441662807,C,-59.31643690810895,B,234.60815699040305,A,A,A,-76.73309521707282,E,E,E,-44.57450726636674,-24.02102209566501,1
Buddhist,Divorced,Asian,-98.6312090804421,B,16.96421725497258,D,92.06641002490841,E,C,E,11.02917341336933,A,E,B,-16.19015959763253,27.94404868538733,1
Christian,Single,Hispanic,-141.67754091751488,D,-132.4935483873441,A,-44.82298314385404,A,E,B,-4.297176959378228,D,D,A,122.0917337562381,72.79077466750906,0
None,Married,African American,-155.79049933630608,D,-63.71475671217395,B,49.472269685868376,A,C,C,49.437919016993185,A,E,B,-109.88695903891599,55.37945647999235,0
Jewish,Widowed,Other,-60.26875467319371,A,47.16173332616871,A,-188.75002020010237,E,B,E,-50.15186835294926,A,D,A,-1.6117300847074163,15.598790112078898,1
Jewish,Divorced,Asian,-12.961649728999694,A,32.928021486254096,D,-92.77695685900956,E,B,D,128.4627102097754,B,E,C,-103.33981731452215,49.801128841366946,0
Jewish,Divorced,Hispanic,96.9381031722128,C,-39.367705070952155,B,141.9600962355222,E,A,E,-102.09420912719578,E,C,D,26.524764868401423,89.949873972795,1
None,Divorced,White,-66.79757046873775,E,-156.54316610277638,B,-74.00886914335608,C,A,A,10.521184623193927,C,B,C,-43.447743123029866,-64.39508604581485,1
Other,Married,Asian,111.0444581474115,E,39.61321620411729,A,-48.367316002816295,C,E,D,142.716455654191,E,E,B,25.079858268678706,-106.93403917713641,1
Jewish,Single,Other,-171.6433432216788,D,-67.07812551977015,D,89.26643762037492,A,E,E,67.57477847005589,D,A,D,-55.302939645666825,-122.15326402877191,0
Other,Divorced,Asian,39.389929507711166,E,-61.0550600788021,A,-137.67261310888827,E,C,A,-195.08888030452263,B,C,D,45.91162618640018,-184.5356198276042,1
Muslim,Divorced,African American,90.92657228596732,A,61.78637551797914,B,-77.06793762485933,E,A,A,-16.99049176640009,C,A,E,24.993314261570802,-148.75678589590876,1
Christian,Divorced,African American,74.16892614664336,C,32.315229159356626,E,-160.1900170425737,E,C,E,-286.59329123765593,E,D,E,-24.789987501805545,186.65567590680956,0
None,Married,Black,8.232948459963083,D,-39.6039129271942,E,102.42501677687497,D,D,C,-188.0308288394959,D,C,D,-113.72229277502312,38.33458739146866,1
Muslim,Divorced,Other,35.28061754012079,A,62.96177297439206,A,111.71303690098703,A,D,D,-36.18554938805341,C,D,E,-39.33419074400543,-93.11095672846346,1
Other,Single,White,-203.9207080464845,C,244.33001720242493,E,137.8382033950311,C,B,A,2.199696556159801,C,B,C,90.11922334759461,-142.6168886781268,0
None,Widowed,White,130.7869490055532,E,-125.85926682075458,E,90.36251719649448,D,C,C,169.42150452296357,C,A,C,37.86249045561737,105.15254143534271,1
Hindu,Divorced,Other,68.84891551410152,C,-56.76215744623819,A,-142.07462210283387,D,D,D,30.369866077899925,B,A,E,-230.6773990437347,-6.640508118207084,1
Christian,Single,Other,-45.88993639301568,D,-8.27626247435364,B,-13.331643831173047,B,E,D,118.46378562570152,C,C,D,9.066496933348143,34.543251254997806,1
Muslim,Married,White,-74.33483639982974,C,-228.86593122840117,A,-116.55242264951826,B,A,D,57.836473277258726,D,A,B,-63.464468438465985,-2.836396828637785,0
Christian,Single,Asian,3.978396381595281,C,48.457170727164325,A,-147.8821583331847,E,C,B,-21.348972103786615,C,D,D,11.853228780390992,-11.482685892486872,1
Hindu,Married,White,-26.781153313559358,A,24.758557813249702,A,-291.6866271129602,B,E,E,-42.463539873327676,A,D,A,1.4993756254964627,-96.74489827910637,0
Jewish,Divorced,Hispanic,62.732132090442946,D,2.6192485666577214,A,55.65752903893455,B,D,A,17.474550452801328,D,A,D,15.035155806224376,120.27101718741602,0
None,Single,African American,59.54139168768666,B,62.19785106251733,A,34.8449692691974,E,C,E,-71.47487852280207,D,E,D,6.253918484036698,-78.01657117556283,0
Buddhist,Single,Asian,-167.98299450449488,D,23.713040925070214,E,-63.37506268785539,D,B,E,-72.59845420241714,D,B,C,181.6185278698234,-29.984252196694943,1
Muslim,Divorced,Asian,223.00891666958944,E,-13.84142778007612,B,-38.51237783616453,E,D,D,-150.70614895192188,C,B,C,-33.71288410663138,-48.37211651358459,0
Buddhist,Widowed,Asian,34.61375615187417,A,-98.62149921805712,D,146.83137913346724,D,C,D,15.962479486169896,C,D,E,129.40473549342133,-64.28231516653304,1
Hindu,Divorced,Hispanic,-11.50365262863911,E,212.6456238812634,E,-140.90598948775138,D,A,B,-97.95143563467091,B,A,C,-1.2127981313871141,-54.18273657241844,0
Christian,Single,Asian,153.35466675174482,B,103.59315457201959,E,38.180700137551995,B,A,E,29.204880465049026,E,A,D,140.0624662744008,21.988068620576993,0
Buddhist,Married,African American,0.22690009686564191,E,-308.29097670551926,B,76.97662379226195,D,E,C,51.2045060067598,B,A,D,-123.5851130175615,197.42418381582033,1
Buddhist,Widowed,Black,-48.973405594418274,C,87.35390183395572,E,-82.26858532643723,C,A,C,54.65682202350415,D,C,B,-156.21422284360986,214.622659099338,0
Hindu,Single,Black,-37.34866679688934,A,267.8832790872472,E,167.89769487809437,B,E,D,8.35276339161098,A,E,A,-130.30730863145467,-99.2550777204858,0
Christian,Married,African American,50.823067751098016,D,-137.03602791779184,C,-41.95769414571396,D,D,D,-41.17846400740679,E,A,A,138.0543803949361,-101.26387020236625,0
Christian,Married,Hispanic,-21.54679292562411,A,-16.95370099128671,A,-27.080714171011987,E,D,B,26.219473747815243,E,C,E,56.485338664902706,258.61455926208083,1
Buddhist,Single,Hispanic,6.572785946671285,E,-137.70032674683372,D,-459.83420295544255,B,D,D,74.25612148731744,B,B,A,-93.61529733923375,124.32240709573075,0
Hindu,Married,Other,-135.74630165771876,E,127.67808680808292,C,6.506021076064385,C,C,C,-53.942168397334136,D,A,D,6.213581729931656,86.3988206873686,0
Jewish,Widowed,Black,38.06136141782134,D,104.29946928869069,E,4.522366919703624,B,D,D,47.51069896636017,E,B,E,-100.93931322940159,-47.39339147780356,1
None,Married,Black,7.3112831612313425,E,118.1482426223265,D,117.8697928036929,B,B,E,5.15920642412374,A,D,C,99.78786203602435,34.66298214277259,1
Jewish,Widowed,White,9.12073081795094,C,36.646540679093384,B,2.2629279367742816,D,E,D,91.47436332860926,D,E,D,-24.8941766894798,-62.82930292583187,0
Buddhist,Single,Black,-43.13504507319189,E,-70.42611572080098,A,25.892588670918997,C,E,D,84.39852593887062,E,E,E,-4.826493271531833,189.78377507143023,0
Other,Married,African American,34.43286454996116,A,-48.07227988606004,D,-84.85612350573888,D,B,A,64.24163335025273,C,E,D,127.0674863314117,62.652357035871105,1
Hindu,Single,Hispanic,-45.67016349084095,D,86.42169812736626,C,-167.4426626147773,B,A,B,91.78667496176413,E,A,E,-27.436855976374535,67.77423723431151,0
Hindu,Single,African American,67.41842276177157,B,21.34840193297832,C,75.6457988242861,C,A,A,111.09238144320419,D,B,D,105.36837915029633,-215.72946648861097,1
Buddhist,Single,White,-43.43319221525407,C,8.39963027387153,A,-52.939756479834585,C,A,E,20.57453663638416,C,D,D,113.53833874655169,71.96606172764133,0
Hindu,Divorced,Other,22.59196667824356,E,-108.47178583524449,B,-27.88749060352913,A,D,A,-131.62850920458266,C,C,D,-5.821418012279075,-119.2482730929415,0
Buddhist,Married,African American,-128.92754419688475,B,-5.591461769911396,C,0.032405097551129455,D,C,C,-79.06048399730025,C,B,D,158.14301533771504,-46.73845875602149,1
Muslim,Married,Asian,14.18429013961903,B,65.92118235971239,D,10.59959717326569,E,C,A,-81.14248472108672,B,D,B,-85.96807870604877,57.460180116269576,0
Other,Single,Black,34.00987404204184,D,136.0321480566731,A,-59.20000916084025,A,A,D,-78.31883698103442,D,A,D,-54.654052565475844,-151.0371717850056,0
Buddhist,Divorced,Asian,22.354244912186108,D,-31.27510706492702,D,2.1279500109526834,A,E,D,173.5892533761434,A,E,A,12.857273646245607,172.08621310337443,0
Hindu,Widowed,Asian,-33.343697811076524,B,34.20583992017327,E,38.66331833080011,E,D,B,98.28823645065043,C,D,D,27.296249384040884,-195.07101337782993,1
Buddhist,Married,Asian,-39.7342196123291,E,-5.361467924507575,B,82.89041957009835,C,D,A,84.84040522330379,A,C,C,-157.9829026995026,28.608106947965002,1
Hindu,Widowed,Other,4.102597443248792,E,-97.38953331485175,D,112.23811237163342,B,E,C,15.26821851391316,D,C,A,51.81398839527272,78.9276648665289,1
Jewish,Divorced,African American,-35.43326837676795,C,-154.254865423475,D,80.38275345655444,B,C,B,-49.61732175688049,C,E,D,-3.5736069172615794,26.953144281872245,1
Hindu,Widowed,Black,-184.25933871785222,A,-258.72124283202453,B,93.95613119306208,A,E,D,152.1562918198947,A,D,D,-172.81859772654795,-33.60244906498062,1
None,Divorced,White,24.930251202467833,C,-89.33045665191844,C,-52.95639135029732,A,A,B,233.1453000534801,A,E,A,-75.49423323337871,-34.768401065247005,1
None,Single,Hispanic,8.067159001251092,E,-35.70292550439096,B,143.84339604457097,E,C,B,75.12916540050175,A,A,C,18.211569693083664,-102.28041422191858,1
Hindu,Divorced,Hispanic,-142.0390334574066,B,-80.19942703642505,E,-213.4727391315379,B,C,D,14.900387640661702,C,E,C,-95.21496572911886,52.507581808321255,0
Hindu,Divorced,White,-61.29477770615465,E,33.27293918505777,E,-104.58062796123816,A,A,D,115.0486848447303,A,C,E,80.44168756886059,-22.636874394683367,1
Buddhist,Married,Asian,-205.81654512191906,C,-62.419668855888766,D,-77.22387605952478,D,D,C,107.88216113744159,D,D,C,14.04809472805105,9.150209744472683,0
Muslim,Divorced,Asian,-73.51723083649564,B,-12.584469377992349,D,-51.37465616644863,D,A,B,97.55701806055814,D,C,A,8.324941854278457,78.79162243340056,0
Buddhist,Single,Hispanic,32.49367181164284,E,135.03643867653219,A,-78.27822615205389,B,B,E,175.8646791878767,B,B,D,46.34733839319794,-251.59159048435797,1
Hindu,Married,Other,17.24009240993343,E,-29.65111082897907,B,-77.39324876536273,B,C,E,111.07735118497781,C,D,B,145.31965338747946,14.253282945995627,0
Jewish,Single,Other,-5.97445792557384,C,89.2573481383486,C,185.39938685573355,D,C,B,22.44836284954832,A,A,C,123.94253336714101,11.965618427044115,0
None,Married,Other,-80.74284538280625,B,-161.61073822636985,C,-29.642255903859194,B,C,C,6.298204703107249,B,A,C,247.0497575309563,162.7745085518574,0
Jewish,Married,Asian,-13.003657926501447,A,-19.217410286932562,C,40.24462654522915,A,B,B,66.30746118735055,D,B,D,-123.1402703172767,55.65425136244511,1
Hindu,Widowed,White,224.10894287082397,E,-38.30620410981697,B,-57.79814909731756,D,E,D,140.8348084718036,E,B,D,-40.29427062009318,-4.7406384915645905,1
Buddhist,Married,African American,-24.598741358647946,D,-66.29051281632113,D,10.70985074215223,E,D,A,94.92412526357151,E,A,E,211.1142259854316,32.777777412517004,0
Other,Single,African American,-12.767669521424407,A,-128.9706552251061,B,-189.8405050398166,C,D,C,-326.0837643282929,D,C,D,0.6429624222709779,87.91926653032918,0
Buddhist,Divorced,Hispanic,-8.386728437272929,D,-73.82478066691091,B,-0.7666836866684935,D,C,B,-53.167990499025855,A,E,E,-123.40213931957618,27.105837273740885,0
Other,Single,Hispanic,-73.58143324774521,C,120.24744425963722,A,23.526835592894244,A,E,B,-61.10509287208341,B,B,B,-62.29545948316824,66.95717479287407,0
Buddhist,Single,Hispanic,-40.158026550965786,E,81.08722732640187,A,-122.9234745094848,A,E,D,-205.9389292821581,C,E,B,110.56332439344352,-109.12546787667254,1
Hindu,Married,Other,105.71368777351289,C,-71.67810606624197,C,23.431523714384465,A,D,E,-26.097655461957856,B,A,B,7.0785544978029495,37.155831064534176,0
Jewish,Divorced,Hispanic,-47.93861592823412,E,-103.6910290540183,B,-191.2678626036851,D,E,B,79.22376959887714,A,B,A,-5.7860736723917,191.71454040980547,1
Other,Married,African American,-188.89971226132516,C,-87.61214559891026,E,-70.36885719480276,D,B,E,108.31792553772644,E,B,C,-97.05123939249751,82.22613552861624,1
Jewish,Married,Black,50.393104980898954,D,-148.3214217890909,C,144.71205321176132,A,B,B,-91.15686334752617,C,E,A,-66.28559293048387,88.07205339199551,1
None,Widowed,Other,55.066833953224105,B,-16.409304872795307,B,35.41543839488738,E,E,C,-114.42496006003896,A,B,A,-58.31691657401805,-106.7093663271264,0
Christian,Single,African American,-49.02373471591756,E,1.4304407836391921,A,-48.47157471473247,B,E,E,-220.99834247082612,E,B,E,42.88454748474972,-84.08634359784813,1
Buddhist,Single,Black,-187.23115294571954,D,-121.79669266070204,D,-101.51233098492798,A,C,D,120.96710826083114,A,E,B,49.59622716263829,-29.421103068189304,0
Other,Single,African American,95.64287850686675,A,-107.3356601140473,D,6.2182473870032515,E,A,A,-1.8808772110685126,B,E,B,20.62982349194987,22.629826052019215,0
Buddhist,Divorced,Other,58.10297328240787,E,-89.57924873748254,A,14.869339498227049,A,D,C,-37.68845708544258,D,B,D,-113.380228651829,16.897703395014773,1
Christian,Single,African American,63.694293390344136,C,-81.3290829602376,C,-95.72567642990283,C,D,E,41.99313953069409,C,E,A,-41.52510645146654,-168.41977481547835,0
Other,Single,Hispanic,-31.463478228548663,B,77.07809465300947,C,88.7040004276455,A,B,E,272.39217925509575,D,E,D,38.54903393005984,77.31986479329808,0
Buddhist,Widowed,Other,169.38060709993306,A,-146.4729932744602,B,32.60028955298802,D,D,D,40.544058365437046,B,B,D,78.41095020980882,63.9893101888569,1
Christian,Divorced,Black,-189.8084031792543,C,59.95639719096197,C,-39.93947324144502,B,E,C,-9.314235141359363,A,D,E,12.856144478489973,138.8179107035002,0
Christian,Single,African American,-25.502555382897512,C,-86.8487777958846,B,112.42137697187854,E,A,A,-72.43103948603303,C,E,C,109.539887846186,164.36137077914708,1
Muslim,Divorced,African American,48.994616880621635,D,-110.9568965748013,B,-53.013446923157694,D,E,C,18.215795126673147,D,C,C,-167.9758496343732,-3.75765617951405,1
Buddhist,Married,Asian,-27.337638975774713,C,-44.48718385797821,B,26.279258189348486,C,C,C,-41.91731810626136,B,B,D,-105.23082734060993,5.271578500323931,0
Other,Married,Asian,144.57457906598432,D,172.01703015817122,A,126.84948263429874,A,A,E,26.89536321063119,C,A,E,-0.11363752865271358,-159.42550302631943,1
Jewish,Widowed,Asian,13.453432547718855,B,35.1712117546109,A,-139.75788629927558,B,E,B,48.681059072874945,C,D,A,-28.467658759968973,112.72078947663,1
Christian,Widowed,African American,-194.0905941899541,A,-32.21889386593567,E,-28.3256699340733,B,A,C,167.7334940150262,D,D,B,54.65007989868968,-26.48826588316317,0
