age_group,country,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,target
18-25,India,D,-20.685963602698585,D,C,75.55781519958407,-9.925357624806372,43.67014642863719,C,17.145997862673024,94.22356058550272,E,E,A,D,73.33064822258338,1
26-35,India,E,154.6423819040222,C,E,48.82518002911499,156.24556561433795,-125.38420493140003,E,7.320272020704236,29.765819124087894,B,A,C,E,90.19979642201568,1
51-65,Germany,A,-13.601661400351778,B,E,-32.022695817254295,-145.0867412151126,-127.47944685035901,A,-36.06429943323725,-64.11191596711551,D,E,A,E,8.553141692893767,1
36-50,UK,B,-65.39628293512119,B,B,14.258888860992558,-88.75311572867079,-74.86467427821009,A,27.171955562160544,-34.426933153889756,A,B,D,D,127.39159355258589,0
18-25,India,A,204.95137239588271,E,C,44.107117504164144,-9.503371247019858,31.50384104749509,A,43.753817574816054,-91.00557365027339,E,B,A,E,84.5126087273877,1
36-50,US,E,-40.68484688635187,C,B,-121.49896217799197,-50.385681318402895,-45.38143259625577,E,-200.34939619587288,81.05388077762667,C,E,A,B,105.21765657292154,1
51-65,Brazil,A,133.52307072137626,C,E,70.17488037790756,-2.3826187088859774,-7.18824329208968,A,-105.56028608639285,9.219349477280185,B,A,C,E,-12.31200232519179,0
26-35,Germany,A,-61.73867193729714,A,C,10.056221892210134,-35.03023520001126,118.18532104025962,B,-93.51730144615084,54.01314918696606,B,C,E,E,0.6317732845124269,0
18-25,Brazil,D,237.2159565922632,D,E,-109.11885960748155,-25.28627330955704,111.27238756159268,A,-145.09732473245666,37.35902565528594,D,A,A,C,170.5117639133862,0
18-25,Other,E,-163.72810593008452,B,A,128.80986001913377,67.21280333000512,44.326931136658494,D,147.36068355623743,-41.9722012673642,A,E,D,B,211.24594867858124,0
26-35,Mexico,A,172.77884669089696,E,D,-50.56549856974695,87.99180453010442,22.46469078945382,B,56.2066321944769,164.58078502920725,B,C,D,E,59.18279978953589,1
51-65,Other,E,136.3762461043525,B,C,65.83758209978879,-54.84748409498924,-142.1864981138608,A,24.22271182082267,-29.486261091502907,C,E,A,B,50.79006168386611,1
26-35,Brazil,E,-87.7565777136218,C,A,10.109523530298203,96.91125518243476,-120.53722445596891,D,-74.6727289002716,77.47054589876633,B,D,D,B,288.1575070436031,0
65+,UK,D,-2.5979892281368757,E,C,-3.9238452642927983,36.67411689678007,-70.10451898646114,A,-164.32738933660195,126.77042289546053,E,D,B,B,35.12604330496754,1
26-35,Germany,D,-80.24223639664811,C,D,13.369224290121483,72.09830866011475,-130.7902296769366,D,72.93720756218516,-23.47565431936177,E,B,A,E,-10.098836326911984,1
36-50,UK,A,-231.1752338686116,B,D,-59.55200497529483,65.59772925435375,71.79682319792565,E,-64.8406807773182,-78.69215435499511,B,E,A,E,26.310094092968672,1
26-35,Mexico,D,-43.8678304944362,B,B,-28.061621697035054,-20.339951212848252,8.840940995795671,B,-37.37307338188778,66.32571756838269,C,B,A,A,61.03852210141576,0
65+,Mexico,D,157.65551532809909,D,A,-89.95935966554586,-67.94114680942624,-24.033651134379618,C,-101.20316587492282,242.40488819952094,C,C,B,B,-24.843913587049986,0
26-35,Germany,A,-72.5746353151555,A,C,107.02411810726295,217.81126869687887,192.91780684309455,D,-201.56252524058954,-133.94347244735172,E,A,B,C,-195.9049201480018,1
65+,UK,D,108.71685569638618,A,D,156.76076541238842,18.087959237119993,61.79777990356376,D,57.43145835948786,23.460389963470345,C,B,C,D,169.02767836372965,1
51-65,China,C,118.51948139006406,D,A,160.8861427968774,72.66421952288323,-245.945764386751,D,42.33890327081501,139.2552190187528,C,B,B,A,74.21651570459457,1
36-50,Mexico,D,85.70477701122455,E,B,-371.2403253361991,-70.51358550035732,131.01145214198849,E,-84.18243276030594,11.908695995771051,E,A,D,D,63.91399720072663,1
65+,India,C,-23.678231667767015,D,D,96.80222372097155,53.89665871362283,-59.05443977056585,A,218.68166477389406,1.2461206608823456,A,A,B,C,27.523671573672043,0
26-35,UK,E,103.16930184067672,D,B,-23.24953254938729,16.08561444430328,136.70222364380746,D,-33.99044075140583,-27.082693270525414,A,B,E,D,-85.13424873469104,0
51-65,Brazil,B,-34.10926949137574,E,A,-3.979254053500765,22.01552872395664,-29.190288102992586,D,-256.9555452554808,49.04631773655287,B,C,D,E,146.84387636911927,0
36-50,UK,C,-28.10209060560504,E,C,-21.631695302727987,-128.42391053469152,4.984902393186265,B,-24.232010716362236,-103.7662466903744,C,C,A,D,-59.327025328641746,1
65+,Other,C,-103.73482767471633,E,D,218.7148586422001,79.88830682263567,8.391293146666833,B,-40.484776349286946,67.84404592153524,A,B,E,E,-133.5374213599834,1
18-25,Mexico,E,94.73365432626849,E,D,-181.95748154388988,-80.43477206869544,-78.33647542424278,A,61.75870254581272,1.3436897269047465,D,D,C,C,110.2297890134633,1
18-25,US,A,152.84155794990986,C,C,145.50355152504943,10.21751176507107,-0.9484593755704632,C,64.02642741952288,-20.13078563019907,D,D,B,A,-148.65121479514326,0
26-35,US,E,-91.06138262093782,C,D,-137.91657344678077,176.35082326226942,-98.2485364845734,B,-5.444531799260497,166.53860651634363,A,E,A,D,-86.4757023978492,1
51-65,Mexico,D,-79.22591450190653,A,B,-189.71544387585618,76.91952897217381,116.66434731588544,A,142.69285274132756,37.56008733383377,C,E,A,A,-36.6577558900142,0
18-25,US,A,-32.48828146887759,C,D,11.025326780846987,18.292491150959982,-6.365570571356851,D,-68.86841737387657,33.43759375909953,B,E,E,B,53.57938629992841,1
65+,Mexico,A,-27.357786355769083,C,E,-35.35401102394321,33.853068762459785,34.8233560768777,C,-16.043955822458646,42.870027471398934,E,B,A,B,65.27699976589922,1
65+,UK,A,212.25845231671858,A,B,-180.89072856754268,-32.51905256308641,225.03080832345336,E,125.22594790887811,-63.158131344901804,D,B,B,E,-49.92238593436863,0
36-50,Germany,D,-33.58380327771167,B,D,-37.0956801047863,-2.1994840516250527,140.3057979748014,E,20.944413807006157,-101.27804866684002,C,C,B,C,-9.356881359354965,1
36-50,China,D,-14.076126807797785,B,B,104.86479926517485,47.44128400925365,-36.555944174528925,E,-95.9908742327549,51.23615324108704,C,D,B,A,180.97977838749654,0
65+,Brazil,D,74.51291617424545,D,C,-179.0426238033528,-128.79207494210868,-92.43499381771963,A,-126.80155914154074,-38.57961190848559,E,B,C,B,-39.780583972891634,0
26-35,China,A,-6.5848486800634864,B,D,9.49195094728848,220.51063632559988,130.49930957063572,C,39.98873993378116,141.59878270891116,B,E,E,E,-71.53957650032187,1
65+,Other,E,-89.85123297821734,C,C,-25.568719756834223,4.21419691033365,-111.90285808064493,D,81.40321312087332,31.579499685025514,A,E,C,C,75.97241001234563,1
26-35,Mexico,A,96.70434612054329,C,B,177.3941399545499,-96.22223135598679,-88.0266011034886,C,10.230871918462135,112.49282368119826,E,A,D,D,-239.7046650423456,0
51-65,Brazil,A,27.478506683328302,E,D,50.66231028005027,-52.389544126769096,38.027826154318916,A,-64.16615740477512,-80.88826679671095,B,B,D,A,-97.80273700146883,1
51-65,India,A,-48.15825845418402,D,D,46.55372346818101,-6.393781501906128,-33.825855456528124,B,-76.23985167929722,-28.81314778511977,C,C,D,C,-136.78599312676002,0
18-25,Germany,C,-39.13956847544042,D,B,-80.43719567622371,117.76963536542475,110.90313378104739,B,-33.295668190706266,-3.258979691529988,D,E,D,E,15.417765407222584,0
51-65,UK,C,-35.69010879306617,E,E,-148.49184077762027,-5.591592540986936,239.68372280569153,B,-80.18629820496848,53.33857168630078,D,D,E,E,109.08444672638255,0
26-35,Brazil,B,97.89775080998243,C,D,109.62734905181063,-73.8577219959727,-31.480897398876717,B,186.39011102464283,-45.928358975096415,C,D,B,B,-4.9070011886875164,0
26-35,India,C,33.04562699456433,C,B,71.36286492552252,103.82511663467713,189.18372079540865,D,76.85342046115208,-133.92094233728594,A,D,A,C,-75.76311619569334,0
18-25,Brazil,A,3.364228415468351,C,D,40.1664055488017,-64.02349880745078,165.4348551800672,A,45.13678270262535,-44.74329605755934,B,A,D,B,-62.50084849081323,1
65+,Mexico,E,35.13555043864244,E,C,1.2858775503781794,-75.03817849650474,-9.803838771453822,A,55.33979576579186,-96.36986223268195,B,E,B,C,-44.93446682057656,1
26-35,China,B,1.519563055683017,C,B,23.0297721516637,-38.6705441932363,89.42676479406325,D,-112.60347436533218,-127.10870140686322,E,A,A,B,-186.41513213851604,0
36-50,Mexico,A,-23.37528987866196,A,D,-104.85884424415106,-24.905124185993074,-174.17678812811616,A,4.619436673908555,11.028017974296164,E,A,D,E,190.77333096174107,1
36-50,US,D,88.2816034107805,B,A,202.88161678956644,-99.00883287191692,-57.81551616348229,E,12.73844718578754,-20.717306229159455,E,B,A,C,-47.76556130391742,1
51-65,Germany,E,98.18601032783606,D,A,54.0389846735738,-41.77136123421723,49.10793842570889,A,1.1226997794234623,80.33717642681361,A,E,D,C,137.9307965254084,0
36-50,Mexico,D,149.20606296436273,E,D,-77.19540282519455,-123.68427607874975,-112.42214921483063,D,-77.71136673688129,-79.61314322237114,D,C,D,D,0.35235783319886443,0
65+,Brazil,A,-109.64323555656543,E,D,-103.54285942333816,92.77787292050093,-178.833458793979,C,-14.103236658121219,43.49906711974093,D,B,E,D,-286.84121614287477,1
65+,Mexico,B,58.24816170809889,D,E,-101.96191795002625,48.83552978839572,-154.57130524572182,D,-105.1424696065057,-35.87143554035179,D,A,D,B,-120.70801508598275,1
51-65,Mexico,E,-176.59876503983278,E,B,13.064567305563793,-1.3046409063251636,-104.02026891248306,A,-2.1105308152429734,177.66638900106517,A,B,C,D,42.25947935472841,0
18-25,Germany,A,93.29403857488691,D,B,-119.11294129356003,-30.370737489407507,-63.77790915210269,D,-68.55679302647488,127.06366766461565,B,E,C,D,-92.37547400688031,1
65+,Germany,E,113.42104291255654,D,A,-10.133646489938155,60.83832621792084,-104.91975416908548,E,-82.03506795389576,28.33338879861792,E,A,B,B,-22.023245170134796,0
51-65,Other,A,-84.20303341309105,A,E,75.23237500450234,-28.368945952671243,-45.06532204477194,A,90.08859701064951,-131.78892998070435,D,C,B,A,120.46324416755046,0
26-35,Germany,C,-8.297272923363078,D,D,-0.7606882256229057,-53.701625153340004,-10.050565097266634,B,-29.490243813312134,191.07249331465923,E,D,C,A,-54.11660203900157,0
36-50,Brazil,B,-116.47205939896492,C,C,38.53356170599576,29.58180994481449,-143.76797951927216,A,22.71349301476045,-106.9954036022718,C,C,A,C,55.15699905376903,0
51-65,Germany,B,-18.531816512908897,E,E,-26.266890593497827,-57.57739350214652,-46.23484037054036,D,33.67342524159942,-98.70092057424775,D,B,A,D,26.231857411751502,0
51-65,India,E,-30.45454224470598,C,E,28.17347178088546,-121.57395602594845,-117.98714428800383,A,-6.403598615331776,-41.53984765681245,E,E,B,C,89.9403749028998,1
65+,Mexico,D,9.94292990422931,C,A,-247.89669102364326,41.233556312659516,-30.805858683156274,B,125.5756449328122,-160.9263839660962,E,D,A,E,94.50040854901961,0
18-25,Brazil,E,19.875641266828357,E,E,115.82268504891246,-34.00342796973003,25.823892513412115,B,45.33406751555055,-107.66483151061139,A,C,A,A,143.60322359298533,1
26-35,US,D,-10.725436612808696,A,E,-125.2148225707556,-24.57620811905631,-64.2288443734661,E,52.723071767114824,-131.7982854297844,B,E,E,E,166.6408820075533,0
65+,India,B,197.1678652598415,E,B,53.63908211859575,-52.357220429097985,-66.42907035539214,C,166.9963999446605,-68.83125160723982,D,C,A,D,-68.80495097303239,0
36-50,Mexico,A,-99.32810477975124,A,B,68.94180433266985,46.206786207957435,68.65591682556949,D,-68.06172420715042,-101.22654805158288,C,C,A,D,-2.6006208242809783,1
51-65,India,A,35.88269860392909,E,D,-51.95874444250362,226.67636391629492,8.279477780786104,B,-137.4755110097707,37.42958865304545,A,C,E,D,-127.38255096405851,1
26-35,US,B,31.725970021789497,B,E,212.74692982875357,-116.0785367088139,250.32730283097595,A,-120.22029378549274,118.58057405671896,E,D,B,E,175.97063599534766,1
51-65,UK,C,-46.61167065223269,D,D,134.85534863818773,-179.13147849077836,-9.25342567328839,E,58.73248378697523,24.074696838637585,D,A,D,A,37.509251341273334,0
51-65,Germany,A,-28.2658377113377,C,D,39.07234510545081,-11.16565463855109,39.45585076832521,A,-98.751873673571,65.30703047102119,D,E,B,A,-154.95791536126828,1
51-65,Mexico,C,106.07937386185033,A,B,-60.678101725727075,-8.019408281520635,64.61052489353558,D,-0.5111950883260501,-56.27883916194235,A,D,C,A,-142.27629386162312,1
26-35,China,B,7.790144675139395,A,E,87.4373585628938,189.09671034750497,4.760526323517447,B,-2.23449742401078,-14.3907837905785,B,C,C,E,156.24002464593465,0
36-50,China,D,-49.02954347989502,A,C,-77.66273830009425,164.39944043724765,-108.62303701040739,E,-60.23689359630041,-94.70904698734064,E,C,D,A,158.7664318512234,1
65+,Germany,A,75.41426825803639,B,E,-214.26613239739143,-82.05559848827875,-119.04536417891592,D,-84.96608625052043,-28.61828304985128,B,B,C,A,-82.95740793507376,1
65+,US,E,-48.60769735119558,A,E,-13.225743124059191,-19.797262056313212,-130.15465807799544,A,172.99161712670056,-35.97577275691536,C,A,B,B,90.2028736035456,0
65+,US,A,17.760062049866452,C,C,-39.0517719791189,-86.67240135008072,-63.75397220191018,B,-76.21748397677668,6.7405730058198445,A,D,A,D,-111.10374659476369,1
18-25,UK,B,31.563645233279736,E,E,165.083007484059,-46.68919137865909,8.3671647215367,B,-80.51994705081316,119.67977330788418,A,C,B,C,-49.40414720549906,0
51-65,Germany,B,79.87972910751688,B,C,66.30384704901215,12.34488763487871,-73.3133034853634,E,-49.151715451093494,-172.1805829335572,B,D,B,C,-0.8664244404534479,0
18-25,Other,A,58.83568769381715,D,E,-57.45419270884556,97.28262304720707,-53.13729929595405,E,-44.96658155341648,69.05829323383934,A,D,A,B,-80.55533202319765,1
36-50,China,B,-3.7993954381778097,B,E,263.7963287076339,-46.74384786772918,-176.70667438456513,A,-57.90947754776179,43.50953425993333,C,C,B,E,-169.7741470514478,1
18-25,India,B,-40.62943865253817,E,D,-68.89344544757054,101.36341188450196,-154.5409602909527,A,-76.7344419558962,-156.90160159286643,A,A,B,B,87.81156785289359,0
36-50,Brazil,C,-84.6531282691922,A,E,33.12846633944865,-93.740913682211,-108.02499019859975,B,-214.32910913476175,-4.220915337422119,E,B,A,D,28.708003913932107,1
18-25,India,A,-83.52402456546166,D,A,140.54139569151357,-113.60944125515921,-59.284225539654855,E,3.5631824592182983,-43.3547500735422,B,D,B,E,-50.55613174279482,0
65+,Other,C,246.46163675724472,D,E,-65.39930096781504,-22.92716005196715,125.41064677162623,B,59.43653071474373,-58.242816073255575,B,D,A,A,156.217286060112,0
36-50,Mexico,E,58.27947115280103,D,E,78.6528241061261,100.89314326037186,96.220664665964,B,-83.9854838395169,16.916262851876855,B,B,A,E,160.5795537451674,1
18-25,India,B,88.62402578560634,E,B,-37.11251659371045,-50.57235667049199,-12.305310702554614,C,-248.15742104399203,38.7472537905222,B,D,A,D,8.544646793031454,0
18-25,UK,E,-47.86436937711231,C,E,80.61185029461775,-40.78872685610097,158.7817566185103,D,-28.907335187362893,20.545132965758313,D,B,D,B,-14.304014480167766,0
18-25,UK,D,57.305704586966776,B,A,174.17358885949488,-129.80067263572045,13.914398822705135,C,27.256707419635145,-91.76966812900503,E,A,C,D,-16.835937691312115,0
26-35,Brazil,E,-168.83389600715023,D,B,80.0064330088608,-59.481728556071,-13.232725294195417,D,113.95072139213187,69.43924528677667,B,D,D,B,-86.21170192818836,0
65+,Other,A,-83.92504337842529,E,A,-292.01788612701847,-41.6961092073729,-23.480657391211956,E,-154.29705690433292,-327.3832755988526,C,C,C,E,-116.35404526712139,0
51-65,Mexico,C,33.24861737469622,D,C,18.779483709167877,108.59719356633455,56.20294649854946,B,16.816848218741942,-70.58933264810675,C,C,B,C,-87.42823013569017,1
36-50,Brazil,C,-139.93371741592645,D,D,103.94327010421371,-11.610909723151943,-97.56774982725797,C,10.485132957332704,128.5818848882188,A,B,D,A,-31.862577956263955,1
26-35,China,C,32.337066895482764,D,A,-156.70167603861827,36.29778858760242,91.67701235097951,C,14.279038046424755,-267.52202445974496,B,D,C,A,18.477717075190572,1
36-50,Germany,C,-10.892051657295204,E,D,-125.79547252603274,21.435498916193723,-13.066702743090374,C,74.35721185586691,-118.64330911065952,A,B,B,C,-13.269965875848241,0
36-50,Brazil,B,-4.113270886306186,A,B,-2.3652352553486833,5.753913160945914,-24.861006567791204,A,17.219910539449838,30.85352443886615,C,B,C,E,38.00019085596211,1
18-25,China,A,64.30246384408692,E,B,111.84365256562391,-173.73136145830307,134.20986904290208,E,-2.77392054028475,87.03492145836404,D,A,E,A,52.93182150448137,1
65+,India,E,172.3241806559944,A,A,-73.09603672068478,-84.56983031546777,-265.20527867333914,C,-34.76767482806299,196.30885129421958,B,C,A,B,-119.39298183674067,1
18-25,India,A,24.62231495492313,A,E,-47.47782029413387,-57.85553641614568,46.31605961820624,C,17.539431747536064,114.66418042460617,A,A,D,B,144.94815385294666,0
18-25,Other,C,131.2301574157342,E,B,286.3146045926124,209.03164068180922,103.87467121810991,C,-124.38773284080158,-207.40578211557502,C,B,E,E,-100.97443354353099,0
18-25,Brazil,E,-196.66924895198227,C,E,94.38159793816853,134.1999235304084,-202.5866494242403,D,-88.69755876597387,97.4820066866577,C,C,A,C,89.1502505551334,0
18-25,China,E,238.19263610302625,C,D,-31.527915162512247,96.7695969187584,18.493496903883056,B,-107.70726794118022,22.159073830797826,D,B,A,A,-89.86361305649858,1
65+,India,B,-98.17811626638692,B,E,172.5290012422734,-26.277417580235017,186.03613068644452,C,-48.0725467719894,-85.03970396011027,B,D,A,B,23.116810016377578,0
26-35,China,A,38.431891029901436,D,E,-29.45618242418234,106.44539827972137,72.18153586704399,C,113.10375720768823,10.603222460402163,A,B,E,A,-41.87933811587895,0
51-65,UK,D,-202.83185591684202,B,C,197.4013053246744,167.60426215766108,-73.45235163169114,D,-84.79364585589396,-57.883144851653014,A,E,E,C,-129.6585264161091,0
26-35,US,E,-44.92981075002664,C,B,-66.19794534576691,164.50109192207483,4.248403197051103,C,243.52593147266566,188.13192807124244,B,A,D,C,-99.89813056777305,1
65+,Germany,B,-37.93876485933545,B,A,-57.63658320138537,-38.594792782051115,2.12515164611259,D,133.4743246511361,78.86841399815994,B,E,A,D,14.72480835293849,0
26-35,Brazil,E,29.322473815516986,B,D,186.5127379336579,-3.7853835413124024,-93.10478247913836,B,119.93399811769463,-145.25397162881148,B,A,C,E,122.48651615767785,1
26-35,Mexico,E,48.35340273417968,B,E,-83.78904089048832,34.83636717625204,-83.88907432422876,D,52.091180606455254,183.7870628822587,B,C,D,D,-95.486736750589,0
51-65,UK,A,101.69144626471255,C,E,-83.5232202897768,74.79970209583641,74.54476908140629,C,-189.45192979192643,-114.2657434558148,D,E,B,E,-28.673129647046125,1
65+,US,A,-128.3358819044199,E,B,-115.40784521736862,-1.2328901697009582,144.60854194347698,E,68.04737838429844,-12.581288448399452,C,B,A,C,-97.23651273285155,0
51-65,UK,E,77.24464143777632,E,B,102.2635105463497,-13.322238741018772,-2.842049881092524,E,-79.7432190836957,-1.0079325599448383,A,E,A,E,164.47337795013414,1
26-35,India,D,125.00205539642468,A,E,-236.14011048839743,-103.13762424353897,148.94325851239327,D,-91.86873572265556,-39.215353527486634,A,D,A,D,-2.1649326098532704,1
18-25,US,B,205.61393051786854,D,A,197.27216098175757,-33.4872356621425,-64.01586270916924,D,-76.80094150981786,-106.7830288312406,B,B,B,A,-220.68261853046386,1
18-25,India,A,-47.83898437037978,D,A,-68.12245132662142,-14.920923815657561,81.8476476576087,A,38.474533826512456,70.5120015086602,D,A,E,A,107.1885765463023,0
36-50,Germany,C,7.801412918240611,D,D,-5.2834925734399345,96.366207414301,0.8719058596159219,D,10.335202651764856,92.32304355598399,E,B,D,B,-37.926095842837995,1
65+,Mexico,D,-72.98834094392294,E,B,-91.1170369945431,-202.2194554766819,42.389503011083896,B,133.15688536134775,-22.840400213252178,E,E,E,C,-131.38098602844528,1
18-25,Mexico,E,-110.23238603623943,A,C,16.66848703506903,96.00982238619547,62.03673170878121,E,-174.61024249125902,90.45189069198129,E,B,D,D,-95.14218535149658,0
65+,UK,C,-120.26912140154585,D,D,-3.418528465128084,29.955326645562852,-255.81319874516925,B,-14.647727225404845,-127.1042656766693,E,B,C,A,62.11810130045973,0
65+,Brazil,C,-16.172059330051653,D,E,-91.72940784431862,130.1398819633966,22.476212581163267,A,-52.55917649874778,-21.65602849072813,B,A,B,C,-1.4866661821704923,1
26-35,Germany,C,109.52258945704997,E,C,35.040523074160895,-95.6508087420639,14.663802375751525,E,-55.796246405550356,-173.97115300438347,A,A,C,B,-145.32027766207437,0
51-65,UK,E,-22.70978516791911,D,E,-172.8272381256377,214.6734341966057,41.56084694430808,E,40.322488227976706,34.782561760687315,E,C,A,C,-58.37771406357333,1
65+,US,E,-74.1428183662394,B,E,-23.537072316074116,46.59261751271067,251.56096599703145,B,145.3412707443327,75.76642317495865,C,E,D,E,110.67774247160791,1
26-35,Other,E,-176.27175054822547,E,E,58.23879007605169,-33.693691806987005,146.09313055614393,C,-114.6437979267875,52.62470361094225,B,D,B,A,61.96577900476339,0
26-35,US,C,-8.706714118661635,E,B,-225.30292352155024,-102.63308203388371,20.857827620070886,C,111.99594947656526,51.35940628621503,D,C,C,D,-9.035625413620387,0
65+,US,D,-45.35404461158467,D,B,-28.105536304820195,-65.35893004367533,28.02444725061189,B,-15.413803747050114,-37.94077751128988,C,B,E,E,2.2577177836345848,1
36-50,Mexico,D,-66.39741842446412,C,D,40.66087452097541,5.247035268752487,-62.53319383747416,B,76.60051261403675,131.43366662955393,A,E,B,B,-126.11038400838225,1
51-65,India,A,-37.35578569476762,A,A,-9.377532138482666,39.269955000920945,-131.71114534751374,B,-32.23996070359953,-73.2979552535232,C,A,B,C,58.436303787436174,0
26-35,Mexico,A,-174.10510400569083,B,A,-5.425131185252539,12.50929716879607,-82.61522068429879,C,-48.86554724801459,-125.07686677557999,D,D,E,A,209.93632887177486,0
36-50,Germany,D,135.75843595924698,A,B,-49.71786301970356,-27.875469445619107,-13.2896256321128,C,-136.7438419936865,-5.566097998853184,A,A,B,B,-8.063199084684285,1
65+,Germany,E,13.36957938734522,B,C,126.25156001139919,145.51184259338592,67.89669737950742,B,-127.16352681449376,55.011789482876864,E,D,B,B,-83.45191408897647,0
36-50,Germany,D,-119.49940372899972,E,C,54.373278706319496,5.367196406458192,4.687931773479259,E,19.38504101750689,-209.4797465275295,C,C,A,B,-81.30341558927637,1
51-65,US,E,165.33113112811358,B,E,-53.3375105502774,62.18372087023209,-65.4620905251035,D,-58.384130361061835,-67.83536092055328,A,C,B,B,109.77690603204992,1
36-50,India,D,-170.18974547910702,B,D,8.364386824839263,-139.19889941524306,130.03138692516495,E,19.680109024850793,-140.50605452298828,B,E,E,A,10.870549975933155,0
65+,Other,D,23.29282659805773,C,B,115.92578504923227,-11.675079214252463,1.5268847791086433,C,-21.519544145102707,-63.40741347606961,D,D,D,D,133.17483347740375,1
51-65,Mexico,B,11.555656012404826,E,D,129.80409369627185,12.17651716506207,-76.08640924696178,A,40.560896334201026,-45.949150395674096,B,A,E,D,-130.69455495343573,0
51-65,UK,C,149.78279874720667,C,C,-65.69292695985722,47.8890715833203,-38.6877046945795,A,-8.061987152086797,-55.32945396765223,E,D,B,E,15.32225954008362,1
65+,Germany,D,-10.724259920622416,A,C,109.60111816462286,82.63437420053995,53.82588542275939,D,86.10919092100029,-38.0962428457674,A,A,B,A,41.06926674781962,0
51-65,Mexico,E,-111.70592960506562,D,E,293.12191671043183,63.449284221304325,-137.90169061129168,E,-111.1245683380961,-72.88783994504809,C,A,C,A,-81.12294777300278,0
65+,Mexico,B,-4.958928309774566,C,A,6.125627519874008,15.18691050526258,-51.00838251197257,C,76.6869684543348,-23.10784508679273,A,C,C,A,-73.66422810870657,0
18-25,Mexico,C,-40.68215183851386,C,A,62.56862361008418,-277.9631808563054,136.86325157016742,C,100.9557271265197,67.8819209328971,B,C,D,D,83.25865781619515,1
18-25,Brazil,B,167.22452220414525,A,D,-53.70223123373149,111.32452107607394,78.36974043462864,A,41.34380646777922,-60.80480475396146,B,D,B,D,95.31890511642871,1
18-25,UK,C,54.877404954992826,B,C,87.85069612608103,-102.24192968561286,-57.870328026553274,E,68.78532966878342,30.55962939181174,E,B,C,C,257.5942361801088,1
18-25,Germany,C,13.006114062250052,D,B,96.73045292106993,47.178465611081954,289.1116407357721,B,24.062453975079556,172.52276066213085,A,A,A,B,-128.0674513430972,0
18-25,UK,D,16.811593501204847,C,C,-63.23304307596238,-95.84212507675085,-25.162329443403564,D,-85.80758552072989,18.236819243640003,D,E,D,E,136.0591580530168,1
36-50,US,D,126.59368265250603,B,C,20.346609727209387,27.468831988630438,78.11084460593334,E,150.9648408706945,-43.94518459648107,E,D,E,B,7.329048717254823,1
36-50,Other,A,1.6453406272014426,C,E,138.7671284546344,84.82554677852909,-10.98536228555363,C,116.34520816383667,-58.380013714283606,C,D,C,B,10.632569293916625,1
26-35,Mexico,B,-101.74301227597222,D,A,36.21489474388186,75.1548070218928,180.91641829276108,E,-100.48345049917162,97.35912365979534,E,C,D,D,126.35191814713993,0
26-35,Other,E,-165.06710698571317,E,E,33.573145454825806,-38.744530100181144,-90.53924361532746,A,38.367674601731714,100.77878495740617,E,E,B,B,83.45569130246979,0
51-65,Germany,E,-30.368013815398037,A,C,-35.50937196332638,-0.6765783904467215,-37.5559792292123,D,-1.9657241108192003,39.918507496465665,A,D,A,D,-81.98681380331756,0
36-50,India,C,70.36175240950764,A,D,-112.02008408654704,-97.138008412815,67.29220444265785,D,-46.796769458220986,-29.298653644196555,E,C,A,A,4.196413520940958,1
65+,India,B,70.28209262330843,A,B,-230.29210486227151,-90.76882828185502,-114.37413723659571,A,22.371205337311306,-30.973292827002346,C,D,E,C,-88.79048576807381,0
18-25,US,D,-69.93569826462377,C,C,-120.97481321147899,7.836990574161369,75.45905531093936,B,-157.0285605955963,-46.98530319086829,A,D,C,A,-51.971612640403904,0
18-25,UK,C,92.79201657074528,C,E,-36.47556739336682,-35.355364080959546,-154.0392972238269,B,64.05930513320372,22.51020882869216,D,B,C,D,-9.661690734957276,0
36-50,India,B,16.053966135894143,E,E,-149.37907202704002,12.558862974888592,48.84405383504805,B,-70.46059018310177,-122.37424473238994,A,A,D,C,-107.92958636792925,0
51-65,Mexico,E,15.621987141447496,C,D,11.665518354207622,31.445267436121107,-7.490369086695463,B,129.71079251827814,128.7141515304687,A,E,A,E,-23.124338168897214,0
18-25,Other,E,28.97892520736879,B,D,8.493624823415564,59.07391613439486,-40.05980893550705,D,-19.774363651457865,100.39738777298115,D,D,B,E,98.97436871301672,0
36-50,India,C,56.01318580734465,D,C,-113.03564897549825,152.20602122920528,-6.464112724561173,D,-28.059818145413747,-36.923278927248035,C,B,D,D,-87.8878889349539,1
65+,Germany,D,-59.683466750015846,D,A,-72.19426352215916,65.86375463296021,-34.598105248921804,C,-48.46274464701275,42.12787831803441,B,C,D,D,108.66587890633188,1
18-25,Other,E,-22.153142509941844,D,D,21.107742379255505,155.2563808343136,118.86709446302126,A,31.68510556726541,6.800368110382442,E,A,A,D,-23.86476411926049,1
51-65,Germany,B,145.6091835166384,D,E,30.845998439588683,-16.149964287041353,224.98343214149,C,-62.41420543813989,-74.08558482146181,B,C,E,C,-86.9721060030102,1
36-50,Brazil,E,-23.279015831193043,A,D,76.8662590945393,-21.399920705476273,43.78260197990297,B,-17.732205415357967,-73.79557269247458,C,A,C,E,-42.25784235266807,0
