religious_affiliation,married,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,target
Hindu,Married,-111.63172556781103,D,E,5.189027638409715,76.08730131875544,34.84625835108737,E,-74.52113848773682,38.921316137524755,A,E,29.260545383954046,54.59640920787736,A,B,1
Hindu,Divorced,-64.06989040980497,D,C,-78.64490183426231,-147.5058200791727,53.04074109642117,E,10.68742378976675,-169.53663826505232,C,C,-150.43907898514394,-23.195802065377354,C,A,0
Hindu,Divorced,-99.01563076484828,A,D,-144.38227708374055,-64.16404360181419,57.13294207529612,A,-23.559394442280375,-25.56079293849061,A,C,106.49004025435711,45.94848887225513,C,B,1
None,Single,10.574863877950172,A,D,21.802535005020385,-143.66248804607298,-14.045670891751918,E,107.5148622625435,18.797114426107374,C,C,99.16381741928483,75.07960040631578,A,D,1
Muslim,Married,34.42430886706539,A,A,-78.8945165805252,-29.005203782505752,28.90391014459821,A,72.46003394752384,80.68042559989692,D,A,-93.59370675594099,167.49561687836848,C,A,1
Jewish,Divorced,97.54953834576168,D,D,-81.41548346807664,-99.99110782142034,-24.72258633959373,C,75.71605689053756,63.338741351694175,B,C,87.01643450034308,120.48170705041161,E,D,0
None,Married,63.294648139055255,D,A,-34.6517280279171,-127.50714268013365,71.57176407929072,C,-143.31756650230088,108.44810246580701,B,E,224.3649616349823,44.60666610522926,B,C,1
Christian,Divorced,-134.1884596114246,E,B,82.34450549927071,-66.88665039674807,-63.45881375895369,C,15.017689106550849,54.51289523214904,E,D,143.66800851860782,41.87473607125727,D,D,1
Other,Widowed,174.88900227454155,A,B,-138.49580309516554,-18.921333849306095,34.399151291800365,E,-3.2342773839831502,163.24915250792452,B,C,-134.90921825486672,-90.72246084178902,E,E,1
Muslim,Single,72.22961354255538,A,A,133.21407519622292,-58.46957289563968,0.5667577121719576,D,47.527942515469626,27.781611751813678,C,A,103.99775810404061,140.13332748972115,A,C,1
Muslim,Married,19.267068544575043,E,B,22.686732869618133,-51.02141015784769,-25.628067347811488,E,-76.65780749191907,6.571167329805956,E,D,33.03416783171394,65.01459162718442,D,D,0
Muslim,Married,-93.79675732640054,C,A,5.571938633038663,-127.5931491142585,-48.6988136271912,E,-1.9227652988051074,41.07187279606898,C,D,-191.81341046393786,3.996013098077137,B,E,0
None,Single,66.25053443307326,E,D,4.869641751997163,-55.58751505429771,-184.97279512851034,D,-1.2376940022530858,110.49652550851195,C,C,247.2010804997017,-112.76834471617032,C,C,0
Muslim,Widowed,153.0983952067736,C,D,-0.8163588343039377,1.1787581067278496,54.692193824465875,B,210.72533496561584,18.95383972329498,D,E,-128.35700532215978,115.2650337405166,E,C,1
Buddhist,Divorced,76.81427232505312,E,E,152.99881832871895,4.102230146036947,42.657981817971795,E,-138.82975505489236,-20.361351661673517,B,D,-63.13663047347918,-48.67193291206569,E,C,0
Muslim,Divorced,34.233339539469654,D,C,-2.774630449798843,-79.52307188977471,42.52669482638004,A,83.98156537692975,-224.63114678396434,A,C,-56.65824981312184,78.31263013903104,D,A,1
None,Single,-42.092010853626185,C,B,38.37300216923595,89.85510823983978,25.653469029644942,E,-11.537980368718083,112.52067089039971,D,C,-84.13429964548784,-4.795530298536218,C,C,1
Hindu,Divorced,-75.5438734309739,C,C,7.441400832350148,-59.831738982137125,57.243309851630855,E,46.49796334467085,-71.73599518100761,D,E,112.93897270049887,-16.018468953857244,A,B,0
Muslim,Divorced,-161.1236897276231,B,B,94.26697052401259,-41.697159967260774,-111.44233944030104,D,112.762174902396,-14.375688304425644,A,D,-156.56331243039696,-27.615471371257623,C,B,0
Christian,Divorced,-116.08853741059181,C,C,-205.05072323514005,91.89936205106689,78.6692874287622,D,38.85824818429721,-74.29754586009865,C,C,3.7612624699451582,21.18759771979648,A,E,0
Jewish,Divorced,40.44495852357528,D,C,20.685156508255417,10.661551460722132,28.229755633915392,D,34.30328422839858,143.87669065821746,C,C,-196.90721286417912,-29.99982073563445,C,B,0
None,Married,-19.898298750242805,E,D,77.77774403419063,41.12880142278517,122.8951681001367,E,-205.19545031799993,4.247247263238144,E,D,81.06129046886203,14.764157366397757,E,C,0
Other,Divorced,-140.44435175519487,E,D,-46.75185786332839,19.618312143679205,-148.74425377804042,B,116.03262374987841,74.16531037919601,B,D,-2.4754203854770167,16.3545814147659,E,D,1
Jewish,Single,-24.980427188419604,B,E,-43.321397414405716,135.74139447568072,-15.572263765920782,D,-119.38074980110598,-39.6770523083888,E,E,-144.6613743337054,-2.1534127183847693,B,E,1
Buddhist,Single,-108.42067270267421,E,C,-193.1626746900368,2.9733917388400406,4.486046733455431,B,-95.74097496531063,-101.23137133602194,D,B,-78.32254286894567,103.79515156425614,C,E,1
Hindu,Widowed,-174.17819663295174,E,C,82.16470147120182,29.05632932613353,133.621703234892,A,3.108123744258982,138.42307281201877,A,E,-59.219594103707486,73.86469249029513,A,D,0
Hindu,Single,203.3337308914267,E,D,-9.510932746131404,-3.158239281877357,53.7647973015876,C,-8.44047367564871,-6.2077894300447936,A,C,-46.037785603665704,-68.90213179618509,E,A,0
Jewish,Divorced,-13.882953104030019,E,C,28.535179929098458,-75.09576831539603,91.42472241945782,C,128.87222807814933,6.916687727270833,C,D,76.46732779085671,-73.81394270915398,E,E,1
Jewish,Single,36.05036485470038,B,C,44.358353996784345,-39.513206467633985,165.09975811537325,B,38.808598480998334,2.031410402603445,E,A,-27.821164334712208,156.87654814140052,E,E,1
None,Divorced,33.07348609713042,C,A,-22.71312676893012,-67.64189975620549,-89.62643784552637,D,-79.02918792945484,-3.9133261589121213,C,B,12.524912002483521,-70.34618319140571,C,A,1
Muslim,Divorced,-13.664498781131751,C,A,-162.78943338693713,261.39210647421623,-69.81993993171415,E,-41.39429214257334,-83.60733659740693,C,A,161.12784949078426,-106.30303259865235,B,C,1
Hindu,Single,-64.1993112616334,C,D,118.39884188962759,11.681309505818776,-21.562921558723815,C,-91.82969191940492,-158.69811333148334,B,D,85.88709391273862,28.125109226218914,A,D,0
Muslim,Single,98.97472121168931,A,C,-81.44090437336068,132.12884703306057,-153.21999440481764,E,1.3807298765684741,237.2598439378215,C,B,-177.49602059896233,-130.1959399659531,C,C,1
Christian,Divorced,-111.64571341783439,B,B,-71.75841204741687,-133.42703955282752,141.62032885360293,D,40.636131576437286,-37.87636952340449,E,A,4.395123134502096,15.880096645451545,A,C,0
None,Divorced,-34.18709398619747,A,A,-17.611868910340213,9.29656573021689,115.92089745249471,C,-96.83689638480926,-17.499758573954256,B,E,38.1467921010395,-8.104091230111168,C,D,1
Buddhist,Single,-82.96212753685543,E,C,-24.299757883715696,-189.4871648734688,69.22004609527161,C,0.6379922371372526,-166.0959941866456,B,D,48.15463313420176,-48.458099293294524,C,B,1
Buddhist,Widowed,-164.81339320783286,E,C,-60.2170089979195,-27.710801636647243,-58.27799350019349,B,82.98087569399006,12.31376964418943,A,C,33.64855503920708,90.69376176504785,D,D,0
Muslim,Married,34.514299503512035,B,D,125.3686860620776,14.920796658638919,26.40122302056365,D,-62.762210338045655,-34.07759271151608,A,C,209.03005913936886,-138.63518939150399,B,D,0
Hindu,Widowed,-26.344539484085843,D,E,14.788941742576592,-52.451546988835595,-150.02459735750907,E,-3.1011689767849067,14.522926930513384,A,A,26.454149376717588,-68.93998290596333,D,D,0
Christian,Widowed,-227.43981083474964,C,C,83.13696017536815,118.37494316192007,70.31097197289579,D,-12.554471697291325,76.9418701052228,B,A,-27.01444367201131,27.132211573969567,C,C,1
Jewish,Married,31.722934162625656,B,C,87.90007612069788,-4.359300188849309,-117.88947656236229,C,-19.765922225363223,-47.82622126805121,C,C,-8.327671111367698,-234.09025978744745,A,D,1
Other,Single,-373.2996850867941,A,C,-126.87696055181317,-133.94810746932347,12.148315473733396,E,-22.496407445814757,-32.102637360323605,C,C,-142.51072218148505,-18.045518136547713,B,D,1
Christian,Married,55.85985569462336,C,A,1.376283459123853,-91.25476253097628,-21.889825569226694,D,-188.97628411917452,-175.79350532680158,B,C,-82.76387970922674,-108.9739639830587,B,D,1
Hindu,Divorced,-132.04851162081167,B,A,-5.533726762871235,60.61166150737019,102.94380958695824,C,-82.07013599489237,-18.061003188070888,B,D,-154.52936953581025,45.286078063148466,C,E,1
Muslim,Widowed,19.133955379916255,E,C,7.362529362434018,-60.49955751959841,22.880025193703652,B,-58.678322946126904,17.299949400195462,A,C,-16.80609051567093,3.9529564789571703,E,B,0
Buddhist,Widowed,178.5311696599243,A,B,-24.303569731789665,24.715631014715736,-32.77713246046422,C,129.58040621520175,-90.43144982675322,E,D,29.276108381840217,-106.25302172408988,C,A,1
Muslim,Single,-175.35326369017776,B,A,-7.547287770341573,-47.48691121695167,-112.39955246427986,B,57.66771293625948,-205.69002175026418,B,B,1.9857981782967697,-41.647509753170915,A,D,0
Muslim,Widowed,23.114416885467666,C,E,-21.089261307481735,302.8535271792109,-88.5232849739633,B,-15.132106210576476,104.37395313520011,C,A,60.39651552916213,151.3996013695135,B,C,0
Hindu,Widowed,-123.45784869301507,B,E,33.515159207050196,54.662040845646,130.99735345144268,D,115.68475722028715,-32.13984296300934,B,C,-5.959977924270273,18.662867927011312,C,A,0
Other,Divorced,-159.40294331397948,E,B,-70.49160914454689,-12.167682567315346,-0.9611527745617665,A,-65.62758376892899,202.96148953695575,C,B,-68.46921578766872,-76.93697145523683,E,D,1
Other,Widowed,12.299022822587649,E,E,127.05005322090928,-60.640725738963056,128.69054615509435,A,-76.72224795989997,144.66088509235152,C,B,144.70706707687177,5.911843650577795,A,E,0
None,Widowed,-50.42176801710051,B,E,89.73451149527818,-6.761005842079022,-130.60883990402726,B,-138.29292388825013,-79.27653871044417,E,C,24.357642883973483,196.99183387975683,C,D,0
Jewish,Divorced,-99.13651512007583,C,B,203.85645064868635,62.81759015875973,-91.45595814130466,A,-28.343843806377112,81.1055884344143,E,B,-9.584296126091425,-67.34177615418334,C,E,0
None,Divorced,152.01897199167655,E,D,-19.644732050412674,90.6478332059175,1.3160070810147948,A,-27.86758782150811,-108.48990299982539,B,D,-61.63256188822173,-22.29292254066663,A,A,0
Jewish,Married,-11.365868072915605,D,C,-58.078162741718785,-13.591253444498186,7.4576396473427256,D,96.2460308019687,-196.8831540744813,A,E,-1.2205759705120878,78.91487116636621,A,E,1
Other,Divorced,101.24292589155151,B,E,-66.46387563171082,176.03740704801757,65.86764376032373,A,-144.44364266021137,-27.109887712920283,A,C,75.59226282892608,-63.0569996150762,E,D,0
None,Widowed,-128.3008377412666,D,A,18.543156857805084,-29.140030796621062,225.0456379428495,A,-32.641368883420185,62.44594261060511,A,C,-48.990063195168084,52.172284486484564,B,D,0
Muslim,Widowed,92.47043979683784,E,A,151.15462974505638,135.40614091191986,-54.87374293924977,A,141.4419093832754,-64.663977132638,E,A,-36.131570032860175,23.370875526613048,C,E,1
Other,Widowed,-26.50663754610584,C,E,-220.27994171701812,-100.25432427928924,41.55067868229757,B,86.20408311936306,130.87429407512104,D,D,153.78609056506335,-77.51206585617459,D,B,1
Hindu,Widowed,-98.88457913131947,B,D,160.7440011693924,-22.04396805328787,-154.80400162247554,E,34.27937785084561,242.61893715559154,D,B,62.61114012757331,112.09795824795124,D,E,0
None,Single,20.161763326078713,B,E,-54.65919238866675,170.77359572178727,-114.36541799187805,E,78.79846128221172,22.13363856168699,D,B,-70.22447859637157,-42.936980754183494,D,C,0
Hindu,Single,60.49105671674898,E,E,-9.315098202924652,23.961274469460882,-11.753369539649238,B,-5.091208603797264,103.09685411753794,C,A,161.62017754470807,-46.87731305095286,A,C,1
Jewish,Single,-20.587227674701047,D,E,-142.5485120060843,54.943373884873836,-44.441685541297936,A,-1.2609128051972782,-198.94168666725574,C,C,-121.33828948894916,-20.64077322612839,E,D,0
None,Single,-0.678583834224027,E,C,3.86933824267818,52.95759437774956,-12.251174699604936,C,8.866096605574118,-147.52266654274905,E,B,138.26318025603547,-107.35501068913022,C,C,0
Muslim,Married,-48.02899463629959,A,A,-38.65889435238862,245.8968503053004,244.54812203047905,C,-41.11531191537278,-110.7423359882306,C,C,43.11524883963065,70.79111872729548,C,E,0
Jewish,Married,35.540241251829364,B,E,-121.44506317488836,161.76489390059876,74.91782003895011,D,37.693244854983355,78.07222584046174,E,A,-94.94142625304625,56.91559176960861,C,E,0
Buddhist,Widowed,-50.801867985989745,D,A,-174.5196903312261,-173.62022769356605,-24.44294418632548,D,172.37053544644274,67.61151016309383,E,E,4.3078957943381635,-41.689203880964385,E,B,1
Muslim,Widowed,-38.12749325779456,E,C,-9.528080372745256,0.7444086595835521,74.7855267956572,A,20.813774450673712,189.9689015561645,C,C,-44.24451249773955,-27.243885836448236,B,A,1
Hindu,Divorced,43.26718506048405,B,A,120.12145999452947,257.97143676556476,-12.200087819238181,D,40.77447512749468,-70.83742197865219,E,D,85.0800367730798,193.45717387984567,B,D,1
Other,Widowed,-87.23182947765198,C,C,9.029710623795511,149.98803901557898,-138.44872916530989,D,-36.16149206853916,-12.754873433834172,A,C,-20.08487455187278,-134.03499011615452,A,B,0
Christian,Divorced,18.00025225127931,B,E,39.68376245393729,8.503871426594444,29.497748592558672,E,1.5014147583280708,-30.499558047587712,C,C,-7.4949649557031925,-56.83396368708886,B,D,0
Christian,Married,34.604904343593034,C,C,-107.59822766524793,-125.57317826350685,-22.639013508363448,E,-105.65618681965117,108.44435127055925,B,E,-15.163231760890547,221.77408611474934,D,B,1
Muslim,Widowed,-31.749359570972203,D,E,-117.13196546504659,42.196784669426386,103.04175200947543,B,-33.73726628410879,54.30812874035862,E,B,-153.6708685616253,72.03105259775921,D,B,0
Jewish,Single,46.42053266991659,C,B,-49.40190349382904,-23.83230683200521,-39.919124719014455,E,50.15229758110111,-156.6502707781994,D,A,-16.3148610531285,-31.487420773474383,E,D,1
Hindu,Widowed,37.24160012859106,A,E,83.09250966190514,4.832953570364896,-81.35487483762947,B,-15.436484287148625,-70.34400813009051,C,C,193.6285697204883,27.78479222184777,D,A,1
Buddhist,Divorced,35.35246353942462,C,C,105.0697867822373,-72.41061766270126,-27.852918127701,B,48.65271819530412,15.958580924662927,B,D,80.5506961177637,16.7410488579416,D,A,0
Muslim,Married,71.5620246823208,D,B,-5.345349472057974,294.5876240404934,-46.14505925885767,C,28.68399465685647,26.05276645573418,A,C,-35.60921876071638,56.10488097729941,B,A,0
Muslim,Divorced,-44.577866110902036,C,B,-49.19792839166478,-1.2131141351247452,27.44127845520871,A,81.81633067131617,23.657514768312847,D,C,20.065859457342857,16.190657832392265,D,B,1
Hindu,Single,44.77432692303015,E,E,-34.36714053407706,189.51948827118449,-144.13741696030164,E,120.87436405501018,133.2980033372011,D,C,58.81943491248687,57.14456527818936,E,D,1
Hindu,Divorced,-13.847186222981508,E,B,146.7010589615843,-115.82610420012497,39.1203411987414,D,124.90389497023394,154.17207347640013,D,B,12.480321116466056,41.8658611223229,C,C,0
Other,Married,79.96440885036306,B,A,-133.6685824258213,-98.62215537836758,13.830834673670186,B,126.09868333293959,-30.413017552063003,D,A,-135.5430875481159,-46.26885358979037,C,A,0
Christian,Single,-22.142226167730215,E,E,35.19639676822665,134.62092875371644,-23.869466695830788,A,77.7887316956539,24.04782937144115,E,A,-60.667334449920716,-38.766192566737026,D,C,0
Other,Married,-210.03332377319114,A,C,89.85634074307475,50.28828860430302,147.489794571976,B,101.1168651006931,-19.446732885276965,A,B,-74.86167736340164,47.37579393261578,D,C,1
Hindu,Divorced,155.221692112741,B,D,-141.35358385970125,-71.46461541009101,-144.76196603204437,E,-234.7288977632216,-25.265252777392405,C,D,-88.54776881930661,-18.451686683660164,B,C,0
Christian,Divorced,48.64950467497264,A,B,-87.85036428040462,-164.9371402523169,-99.70902366962126,A,-33.37439011241498,70.71723149652549,A,D,-100.3394985873114,-41.97176166170926,B,D,1
None,Widowed,-139.1592407355173,C,D,11.609882907588274,27.197420090401607,107.04504521634608,C,-68.84941497672189,-35.243749728152814,B,B,-91.83250440143163,20.363778628065905,B,A,1
Buddhist,Married,-39.34410058488259,B,D,-28.52274761552158,65.33905801623064,2.32755605508805,C,37.07399181288453,98.83773976903511,C,D,-92.90083643476902,-63.06556100351801,E,B,0
Muslim,Married,-27.167953194353416,D,D,192.714911444108,148.3291205835039,-92.8341225976228,E,-39.04415383486087,130.82804507905027,A,C,11.356486224877562,-163.04455017502434,C,C,1
None,Married,32.40156582124619,E,B,-44.56389732591443,-92.04903423039302,-53.27143679939026,A,-124.50941947998047,-176.38214567267892,C,B,103.54057765382709,-33.72449300557292,D,E,1
Christian,Widowed,25.1745987078589,D,C,-66.29955209603088,-44.45654325138007,-92.11516407152145,C,51.50787639435342,94.64594372719687,E,D,-19.030251615724627,38.09904336579188,B,B,0
Muslim,Married,-116.43533203328296,A,A,196.82550698692646,-60.160083557951,6.015333831637616,C,250.48704470564093,-96.70572627431888,A,C,56.463384080198665,-2.765223868087616,E,D,1
Muslim,Married,-132.49429638269675,A,D,-65.9383055715033,-16.908727894090976,-90.4475852946481,C,-53.93431906820793,-69.57067786120385,A,C,6.63065143653747,51.864379011556835,B,C,0
None,Widowed,79.69857731339891,C,D,67.32247580410916,-121.31306715023224,-15.734190523477466,E,2.700216328003046,-50.604170412148044,E,C,30.205699154173338,-47.18424905320072,A,D,1
Other,Married,168.23841056444735,D,A,-73.32258182151065,-89.36900291628054,0.06318728252406727,C,29.23988623716671,57.240765690085695,D,A,-18.24979490693584,60.71423459073812,C,E,1
Hindu,Single,76.97712519309896,D,A,-1.9473947752182845,45.587486325662155,18.331734445072485,D,-179.51842186695814,-56.36038131621935,B,C,-32.53118708141043,2.4146864300750215,A,C,0
Christian,Married,63.34379273201699,D,A,117.98422881808763,-21.385668816707668,-41.073439052876104,E,160.62261302806414,35.772145571903756,E,B,86.26413519400187,-199.30639302695903,E,D,1
Muslim,Divorced,-83.93752616106475,E,B,100.51940398135571,40.48778247103126,-45.2471871002951,E,132.61405803980207,130.55680475017465,C,E,-42.75672892250223,-95.11359325413554,A,E,1
Jewish,Divorced,-61.64269344810624,B,B,-142.7524749403409,-82.30272173842067,162.3254928347081,B,-1.4247145820555422,-75.86653477987325,B,A,-9.729289973951866,0.9316294519845735,A,B,0
Other,Widowed,-241.2458906845444,B,C,-143.00983936996263,80.4232638507726,-91.28566939647634,D,-102.52111613011054,22.217887387308455,D,C,105.45664869038545,189.36289629492848,D,A,0
Other,Widowed,81.2975778958874,A,A,308.74649133147983,-99.90758028410873,133.19330037023724,C,-103.03866281525671,3.3242719661657025,D,B,41.82081662036598,168.12785231172285,D,D,0
None,Married,104.38986005697379,D,D,-94.95188385319867,-96.11490573223814,85.33749029005857,C,18.948730811606122,20.499705499116722,E,B,-8.094454504335397,57.70064668473427,C,C,1
None,Married,0.8905613288824906,A,A,-47.89070732068122,-145.36573801020765,25.552671900523283,A,113.67689742371168,-110.08887701597907,C,E,63.8784113791427,-163.1998633317932,A,C,1
Muslim,Widowed,-40.61017262594926,D,C,-100.15761627023592,-40.45887633269902,-63.96212825333338,E,50.53408865311631,-83.86111577739695,B,A,62.21850527191237,6.608703315913625,C,A,1
Jewish,Single,16.84731988079682,B,A,121.38019212371465,71.94766686778712,67.80473392930816,E,14.99453131677138,52.3279098694125,C,A,-34.462085570981245,38.546039939557005,C,D,1
Other,Married,-71.95974263839268,B,A,1.65817859566849,17.624594158338482,84.58065024136303,B,-76.18333223571871,36.77324178328477,B,D,-131.13815184875997,-12.446143919651075,E,C,1
Muslim,Married,-54.44693990060807,B,C,-35.02273483666617,-79.54013643679913,29.72771439542662,D,82.78660951141347,18.864943186433777,B,B,244.2205659631162,-45.19160352835366,C,C,0
Christian,Divorced,136.6158489270564,A,B,-31.43862373798995,-155.5221801380297,-11.464203139785074,C,17.939138827561077,-99.95483993474147,D,B,166.02727591600285,65.27147740481334,E,A,1
Buddhist,Married,10.00922460225526,C,A,16.821524493935595,-48.33516260324218,66.50735705795144,D,-81.26247246977701,-125.52678520988916,E,C,79.19994904873798,238.64537169368535,A,A,0
Muslim,Married,-9.948978734432375,A,D,-4.841145385197714,35.15314214561764,-45.550342216988085,D,-131.21576277001267,-57.19970826484106,D,A,199.52377793667105,112.55750144806306,A,B,0
Christian,Single,-30.469891934861504,C,C,101.20069825336951,235.0229181946479,-60.50665957891673,B,110.26121236635926,210.6581340731497,A,D,-36.84617232582186,230.24051229427397,D,A,0
None,Widowed,161.338188789448,A,E,-119.93169533128645,-135.9166250396138,-138.14524449196003,D,43.91771505395489,-20.05862143691396,D,C,-141.81907059273115,126.57865301249555,C,C,0
Other,Married,66.98098639140593,B,C,-120.127190026382,19.14569058334866,81.6552632348291,A,-277.31939656600196,-107.78763713328554,B,B,-25.332572215141546,121.13800701649882,C,C,1
None,Married,-79.13200910042364,B,D,-14.082849605916037,94.65653915359984,-105.06423786557689,E,25.856764326409305,-24.237501873068172,E,B,-49.51823565046005,-155.245741797348,E,E,0
Other,Widowed,9.192571701757586,E,C,-97.54789189115601,-114.21142125873567,69.0190207455893,A,-93.94077538494307,1.937742540175562,D,E,-3.9873370209424746,54.08421187611301,D,B,0
Jewish,Married,-108.83612480209408,A,E,-29.324960752298356,-44.68641867921866,88.90591644699985,A,-105.10357258648735,81.6103669658699,D,E,-50.41406491420762,119.94949149061756,C,A,1
Christian,Widowed,-12.399329807163559,C,D,19.357192006745873,-101.59082603243044,125.26549044987291,C,29.845609081305064,-12.30128086289107,E,D,-68.58428634457519,-91.54080315840332,E,C,1
None,Widowed,8.253503873279785,C,D,-66.83091060443823,-14.969941067356865,-75.84773653901917,D,-2.255546784265921,-92.91929678935146,D,C,52.814354167651345,-114.33426784112484,A,C,1
None,Single,-76.26410952840959,E,D,128.28698631940537,-38.7528886380518,-148.1486681998806,C,-84.84901515650031,-4.739879595643488,E,E,-78.80961901778727,4.850047555181149,D,E,0
Jewish,Married,153.00679804475755,B,E,-41.31401524019019,-10.416095724303268,16.68240693208022,C,-52.91740528438375,-74.27814788393985,A,C,41.0823536381349,-23.94249969268839,E,E,1
Muslim,Widowed,11.208712700922714,E,D,88.82751939206256,88.15725805389329,-20.206700347958254,C,-170.0927733030356,-92.37263365602402,B,C,52.66801575748945,0.9590697708848508,C,A,0
Christian,Married,-94.80395841764758,E,E,56.15747256237357,14.342736363478597,-97.814763731231,E,-96.29792864643589,79.98098386690188,D,E,-8.97040751132107,-38.31227357946938,B,E,1
None,Single,-89.86542371724305,B,E,-47.96175584799053,-238.87505432330173,70.50248571949204,D,-93.85985098201613,135.92616257206248,B,C,-118.755884491943,56.72567239768096,D,A,1
Buddhist,Widowed,0.7841319559897496,C,D,101.41464532636833,-28.429771696327293,32.06279985508916,A,-20.100460015794074,-23.048753799190756,B,A,-173.38335508742733,-157.93029000346573,C,C,1
Christian,Married,59.05992858844108,E,E,-24.20265358208121,157.6308335135758,-193.79539630189882,E,-30.717683117031857,-116.39375413856754,E,D,-19.452549199141497,46.590319535132316,C,A,1
Muslim,Married,-65.13319211545698,A,A,99.40833962508225,-85.10358097046515,58.75579338748578,C,-132.98030416743896,124.03013720876288,E,B,-149.93646265561566,-127.1317641970036,B,C,0
None,Divorced,-56.25044774610829,C,C,38.85642360626406,33.931154815963794,-188.4927434377253,C,62.11340109643946,-13.48870807330086,C,B,-81.72397021394538,26.43171175041454,D,B,0
Buddhist,Widowed,62.16533463357998,C,A,16.8340662249467,-257.12983020745537,27.921399485870737,C,148.46684547615564,-92.39323723923262,D,B,-15.683400632301034,-105.6281605342772,D,B,1
Christian,Divorced,-93.66400286034728,A,D,115.70815174544464,41.70765666112267,59.74361403994928,D,-107.33203369385429,-125.98919455432933,E,B,-27.98241607058514,-86.1087439296447,B,B,0
Christian,Divorced,-62.58648936649776,A,D,225.4500515538689,81.60366136669937,2.7184505992909282,B,-16.498408564819872,15.50999546806264,C,D,214.7990490193876,43.895782088449636,A,D,1
Jewish,Widowed,-6.877096874000488,E,E,101.28512119523805,-145.1947234351503,7.1156900778328485,A,52.422846204525456,96.85142362733359,D,B,56.2933388714172,-168.62101521843556,E,D,1
Christian,Widowed,116.00883210380574,C,E,63.050174805504724,131.64531306899804,72.81488112452477,C,86.98734109736455,85.48621162749669,A,C,50.63569400808421,62.26577551904471,B,A,0
Other,Divorced,-102.61330853858084,D,A,-103.51611592606751,-54.400883477506255,125.80608301221096,A,165.9259909993433,-111.01089520501361,E,E,-99.07466852691988,-17.175993553685405,B,E,1
Other,Single,75.18465307254827,E,A,23.66428361963817,38.30177606353198,139.2943271256737,E,174.35199822562393,134.17626191099774,B,C,96.45699840476276,23.02281018053354,E,A,0
Jewish,Widowed,-120.74863285958332,A,C,-51.8956220676194,-127.65880653368944,129.31784618361507,A,-175.99998716575115,-118.99795002115694,D,D,-154.59540883032298,-78.9006975460258,D,B,0
Hindu,Married,133.56337462525653,D,E,-75.75858048210932,-4.2669409722893095,148.60013779542663,D,36.48388866102595,89.38686472137553,C,B,116.16634006236677,-141.90204256948178,C,B,0
Christian,Married,15.900996317897878,D,C,33.34261585812711,142.104168208461,-104.40650831286247,B,63.49590019634965,-136.06362536585294,B,E,-22.017492442303407,-13.609962303796246,A,B,0
None,Divorced,-181.08459403746448,E,A,-146.8099868915771,30.04889592723426,160.24621949540943,A,35.59712464955883,30.61158491551771,C,B,-13.29331195441051,-32.88596114181863,D,C,1
Christian,Widowed,-174.4429835178596,D,A,-73.19281048751051,-122.12222641038657,-3.825980879003785,C,-116.84355036654226,200.17481210410054,A,D,112.43966735309164,-95.05339189814707,E,C,1
Other,Married,-225.63799270200118,C,B,165.5272870222611,90.97907917962512,-81.5422291388834,B,-163.91178986237554,13.19466315830184,C,E,-22.015085264344886,-59.41865342223057,B,B,0
Buddhist,Married,-164.9385808782557,E,B,-15.338351082145685,-122.18352393553853,-144.1994464284802,B,-82.44747644995607,-60.78578368110823,D,C,-169.1372674996365,39.20529605818789,A,E,0
Other,Widowed,11.831079705984965,B,C,226.87635080898133,-73.96275692858936,283.6262553381182,B,-90.5119683386226,-46.16427941878897,D,D,320.2289624526142,23.3143480058289,D,D,1
Jewish,Married,34.2881289263974,C,B,-78.30900330040043,-78.9187590905303,69.95509281931945,D,22.81001347807948,197.3789647605671,B,A,153.21156789400177,100.09536119697715,C,D,0
Jewish,Married,-32.77499829958819,C,E,22.280216613320743,25.699051224484876,-75.04510154347763,D,75.64083545718377,-56.21824596816714,B,B,99.38603992811942,127.89987458136424,C,D,0
Other,Single,-67.49735641585207,E,D,-51.566260980066644,-128.62971947198818,49.48087822244285,E,-27.377284497272747,-91.87562787229396,E,C,-120.09474155746942,-198.15797043972066,D,D,0
None,Widowed,64.77247322961355,E,C,-185.42010557056872,56.65403633240346,168.0470681318563,B,71.50047513688384,-39.19208461510783,E,A,98.62944180516732,-194.10239094355947,A,E,1
Other,Divorced,69.51141788954936,C,D,90.68906675152853,7.801190739377989,-4.7198149691480715,B,81.28549292619415,-36.80242485460084,B,C,46.253245277494536,21.49226488386196,D,D,0
Muslim,Divorced,-37.52927934042707,D,E,-237.0006008337643,44.95914581212553,-106.79153190932405,B,-38.93771008616274,191.57144277143072,A,C,-38.828754437854016,-18.227156753148112,B,B,1
Jewish,Married,-6.905197653976167,C,B,59.81855208158295,14.008930640807659,-105.47709582304472,C,-11.613307568242917,100.10184259005861,C,B,-255.71261895801115,-145.20372976742928,E,D,1
None,Married,-14.503691910893194,E,D,-16.440900066397045,44.24187113497589,59.45317407337688,D,39.58101852548616,6.2791299298235375,D,D,108.89349035292881,-233.90113875990727,C,D,1
Hindu,Single,49.90038475944304,A,D,51.20309973040021,-12.247299675672165,147.87247807087286,B,159.53267049555393,95.43881144912469,E,A,-75.94063296221373,156.25550960009815,B,A,0
